wavelength,Back_ButAurf,Belly_ButAurf,Breast_ButAurf,Crissum_ButAurf,Crown_ButAurf,DorTail_ButAurf,Patch10_ButAurf,Patch11_ButAurf,Patch12_ButAurf,Rump_ButAurf,Throat_ButAurf,WingTip_ButAurf
187.53,59.8888666667,66.5556,54.2222,64.1110666667,70.8890666667,44.8887333333,59.111,46.0,45.8889333333,59.1111333333,49.3333333333,71.4444000001
187.91,61.5205333334,67.0175999999,53.5672666667,66.7836666667,74.269,42.8070333333,62.456,45.6139333333,45.614,57.6607333333,49.9414,73.8012000001
188.29,63.2835333333,69.1543333333,59.1044,71.1442666667,75.0249333334,49.204,65.9702,50.0498666667,51.6418666667,62.9851333333,54.7264,75.9204666667
188.67,61.7706666667,69.3749333333,59.3751333334,73.0207333334,76.1457333334,49.5831999999,65.1040666667,47.7083333333,51.5622666667,61.5626,53.9583333333,74.5832666666
189.05,56.8160666667,68.3583333333,57.214,68.9552,72.4378666667,48.6070666666,60.8956,46.1692666667,47.2636666667,57.4129333333,51.0446666667,70.1492
189.43,57.1716666667,68.99,59.596,72.6263333333,71.5151333333,49.2424666666,60.202,45.8586,47.7776666667,58.1818,50.606,71.8180666667
189.81,60.0000666667,65.9700666667,61.1940666667,72.9352666667,69.1541333333,51.4427333333,60.5969333333,46.9651333333,49.2538,57.3134666667,49.2536666667,71.9402
190.19,61.6411333333,64.9230666666,62.9743333333,73.5384,69.7435999999,52.9743,59.6923333333,48.5128,49.2308,58.0513333333,48.8206,73.3333333333
190.57,60.565,61.5818666666,61.9207333333,70.1696,68.8135333333,50.2823666667,54.0112666667,44.4067333333,46.2146000001,55.5932,41.921,71.8644000001
190.95,58.0606,57.9392666667,64.2424666667,67.0302,69.3333333333,48.788,49.9393333333,41.4545333333,44.4848,53.697,39.2726666667,72.9698
191.33,51.2,50.8,63.6,60.5333333333,63.8666666666,44.2666666667,46.1333333333,36.5333333333,39.3333333333,50.8,34.0,68.8000000001
191.71,49.1156,47.4830666667,61.0884666667,56.3264666667,61.0884666667,43.6735,43.5375333333,33.8775333333,34.9660000001,48.0271333334,34.0137333334,66.3945999999
192.09,49.9999333333,47.0512,63.5898,55.8973333333,62.0511999999,47.7564666667,41.6667333333,35.5128,37.5640666667,50.1282,33.5897333333,65.1282
192.47,45.9422,39.8550666667,58.4059333333,46.5217333333,56.9565333333,42.6812333333,33.913,28.1159333333,31.1594000001,42.1738666667,28.8404,63.1883333334
192.85,51.2056666667,42.8368666667,63.9717333333,51.3475333333,61.4185333334,48.2269666667,39.8582666667,38.1560666667,38.8652666667,47.0922666667,35.4610666667,67.0921333333
193.23,62.6983333333,46.984,74.2855333333,56.508,69.6825333333,52.3810333333,43.8096,42.2222,46.6666666667,54.9206666667,40.4762,75.3968666667
193.61,64.7407333334,48.8887333333,74.5185333333,58.6667333333,73.6297333333,53.4073666667,47.7037333333,44.5925333333,49.1850666666,57.7778,44.1480666667,74.5185333333
193.99,67.8333333333,52.5,80.1666666667,62.3333333333,84.1666666666,54.9166666667,50.3333333333,49.8333333334,51.0,63.6666666667,48.6666666667,82.3333333333
194.37,67.9363333333,57.9365333334,80.7935333334,63.3332666667,85.8730666666,58.1745000001,53.6508666667,50.9523333333,52.2222666667,64.2857333334,52.3809333333,80.3175999999
194.75,83.8333333334,75.8333333333,94.9999999999,80.8333333333,104.833333333,75.2500000001,68.8333333333,66.3333333334,66.3333333333,79.4999999999,72.0,91.9999999999
195.13,94.6296666667,88.5184666667,103.148066667,92.9630000001,120.370533333,85.3705333333,77.4072666667,79.9999333333,76.2964000001,87.7777999999,80.3703333333,101.851933333
195.51,118.809533333,104.523866667,124.523733333,110.952533333,150.714333333,107.142866667,88.8094666666,98.8094666668,89.2857333333,102.380933333,96.4285999999,123.571533333
195.89,153.333333334,137.0,159.666666667,136.666666667,199.333333334,136.166666667,105.333333333,126.0,106.0,129.0,115.666666667,148.333333333
196.27,170.833333333,157.083333333,191.25,153.333333333,219.166666667,148.541666667,110.416666667,145.833333333,112.5,140.833333333,123.75,167.916666667
196.65,211.111066667,188.888933333,242.222266667,183.888866667,269.444533333,183.0555,122.7778,179.444533333,132.2222,173.333333333,129.444466667,194.999933333
197.03,259.259333333,247.407466667,303.7038,213.333333333,329.629733333,226.296233333,132.592533333,204.444533333,144.444333333,217.037133333,140.7408,257.037
197.40,234.074066667,228.148133333,277.037133333,215.5556,310.3704,230.0,114.073933333,188.148,133.333333333,192.592733334,121.481466667,249.6296
197.78,820.0,800.0,1046.66666667,686.666666667,1146.66666667,829.999999999,200.0,653.333333333,329.999999999,623.333333334,320.0,886.666666667
198.16,401.333333333,368.0,513.333333333,317.333333333,505.333333334,378.666666667,122.666666667,308.0,202.666666667,288.0,204.0,397.333333333
198.54,980.0,890.0,1286.66666667,803.333333333,1260.0,966.666666667,300.0,799.999999999,576.666666666,743.333333333,463.333333333,960.0
198.92,870.000000001,723.333333333,1233.33333333,676.666666667,1096.66666667,816.666666667,240.000000001,736.666666667,473.333333333,653.333333333,326.666666667,896.666666666
199.30,410.666666667,328.0,576.0,294.666666667,470.666666667,374.666666667,140.0,350.666666667,257.333333333,296.0,193.333333333,408.0
199.68,150.000066667,134.444533333,229.4444,117.7778,186.6666,141.111066667,52.2222666667,122.222266667,114.4444,114.4444,69.4444000001,166.111133334
200.06,95.6863333336,94.9018000001,169.4118,86.2745333333,132.1568,105.294133333,47.4509333333,86.2746000001,86.6666666667,78.8236000001,57.6469333333,127.843066667
200.44,119.166666667,118.333333333,198.333333333,106.25,167.916666667,135.208333333,68.7499999999,110.833333333,112.5,104.583333333,88.3333333333,153.333333333
200.82,105.0,109.583333333,192.916666667,106.25,160.416666667,128.75,55.8333333332,104.166666667,102.5,92.0833333334,79.5833333335,145.0
201.19,129.2308,119.487133333,227.6922,129.7436,180.5128,147.948633333,57.9487333333,123.5898,114.8718,93.8462666667,90.2563333333,165.1282
201.57,154.0,145.333333333,308.666666667,150.0,236.666666667,175.666666667,65.3333333334,149.333333333,139.333333333,114.666666667,132.0,195.333333333
201.95,500.000000001,473.333333334,1373.33333333,506.666666667,913.333333333,660.0,63.3333333328,466.666666666,463.333333333,313.333333333,386.666666666,720.000000001
202.33,-37.5000000001,-29.1666666667,-250.833333334,-32.5,-125.0,-88.75,88.3333333333,-30.8333333334,-20.8333333334,24.9999999999,5.83333333341,-83.3333333334
202.71,-10.4762,7.14293333334,-124.762066667,8.57140000006,-46.6665999999,-22.3810000001,72.8572000001,3.80953333342,3.33333333334,48.5713333334,20.9524666667,-20.0000666667
203.09,8.62746666666,20.3921333334,-100.392066667,18.0392666666,-27.4508666667,-4.70586666674,77.6470666666,16.4704666667,9.80400000002,52.1568,30.1960666667,-6.66660000002
203.47,4.44453333333,11.1109333334,-117.333266667,3.1110666668,-42.2222666667,-16.0000666666,72.4444666668,11.1111333334,7.55559999999,46.2221333334,26.6665999999,-22.6666666667
203.85,-40.4762000002,-20.0000666667,-159.523733333,-30.0001333333,-70.9524666667,-51.6666,46.1905333332,-25.7142,-21.4286,19.5238666667,-10.9522000001,-49.0475333333
204.22,-78.5714000001,-55.7142666667,-191.904733333,-67.6190666667,-97.6189999999,-83.5714333334,23.8094666667,-58.5712666667,-53.3332666667,-12.8571333333,-42.3808666666,-78.0954000001
204.60,-97.9487333334,-67.1795333333,-218.461533333,-84.1024000002,-102.051266667,-108.461433333,12.8204,-74.8717333334,-68.2050666667,-27.1795333333,-58.9743333333,-101.025666667
204.98,-59.6492666667,-34.386,-128.070133333,-40.7016666666,-46.3157333333,-58.2457000001,11.2280000001,-30.8772,-29.8245333333,-6.3158,-28.7718666667,-55.4385333333
205.36,-36.0000000001,-27.0,-117.666666667,-22.3333333333,-38.0,-42.8333333333,13.3333333334,-21.0,-21.0,3.33333333334,-15.3333333333,-45.6666666667
205.74,-51.8518000001,-43.7036,-137.407333333,-38.1480666666,-42.2222000001,-58.8889666668,-2.96299999999,-42.5926666667,-32.2221333333,-4.81486666667,-21.1110666667,-60.7405999999
206.12,-99.0476000001,-101.428533333,-206.1906,-93.3334666668,-90.0000666667,-120.714266667,-44.7618666667,-97.6189333333,-86.6666666667,-40.9523999999,-67.6189333334,-120.4762
206.50,-97.4357333335,-104.615266667,-220.0,-92.3078666667,-96.9230666666,-132.8206,-52.8204666666,-104.6154,-88.2051333333,-53.3333333334,-75.3846666665,-129.743666667
206.87,-276.666733334,-314.444466667,-574.444466667,-283.333266667,-284.4444,-383.889,-196.6666,-322.222266667,-230.0,-204.444533333,-237.777733333,-371.111066667
207.25,-338.666666667,-398.666666667,-662.666666666,-312.0,-345.333333333,-494.666666667,-246.666666667,-397.333333333,-268.0,-250.666666667,-294.666666667,-449.333333333
207.63,-113.333333333,-147.333333333,-272.0,-87.3333333333,-103.333333333,-197.0,-58.0000000001,-123.333333333,-76.0,-62.6666666666,-100.666666667,-160.0
208.01,-103.333333333,-148.0,-272.666666667,-104.666666667,-104.0,-200.333333333,-62.6666666667,-131.333333333,-67.9999999999,-58.0000000001,-100.666666667,-173.333333333
208.39,-202.857266667,-260.0,-445.7144,-200.000066667,-216.1904,-341.4286,-160.952466667,-263.8096,-163.809533333,-127.619066667,-198.095133333,-326.666733333
208.77,-182.962866667,-232.592533333,-359.259266667,-191.851933333,-191.8518,-291.851866667,-158.518666667,-235.555533333,-137.777733333,-112.592533333,-172.592533333,-279.259266667
209.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209.52,1380.0,1546.66666667,2093.33333333,1406.66666667,1390.0,2021.66666667,1203.33333334,1680.0,1183.33333333,1010.0,1373.33333333,1660.0
209.90,-2573.33333333,-2766.66666667,-3866.66666667,-2493.33333333,-2673.33333333,-3863.33333333,-2113.33333334,-2953.33333334,-2026.66666667,-1740.0,-2420.0,-3073.33333333
210.28,-884.444533335,-819.999933333,-1184.4444,-782.222199999,-864.444333334,-1226.66673333,-726.666666666,-959.999999999,-586.666733333,-542.222200001,-842.222266667,-982.222333332
210.66,-359.0476,-359.999933333,-468.5714,-334.285733333,-365.7144,-523.809533333,-316.1906,-407.619066667,-248.571533333,-216.1904,-364.761866667,-415.238
211.03,-188.333333334,-183.888866667,-227.777666667,-183.888866667,-187.222266667,-298.055633333,-165.555533333,-217.7778,-141.666733333,-124.999933333,-202.7778,-223.333266666
211.41,-158.2222,-157.333333333,-180.889,-165.777733334,-149.7778,-240.444366667,-136.888866667,-181.7778,-121.333333333,-106.666666667,-173.777733333,-183.111066667
211.79,-154.9018,-141.1766,-157.254866667,-164.3136,-140.392133333,-217.450966667,-131.7648,-178.823533333,-126.274466667,-106.6666,-161.960866667,-169.019666667
212.17,-113.968333333,-97.1427333333,-105.396866666,-113.650733333,-97.4603333333,-161.111166667,-96.5080666665,-132.381066667,-90.7936666665,-70.7936000001,-121.269933333,-123.8096
212.55,-49.7778666667,-34.4444666667,-43.1111333333,-47.7777333334,-36.0000666667,-87.9999999999,-40.2221333333,-61.1111333333,-33.3333333333,-20.4443333333,-60.6667333333,-49.9998666667
212.92,-39.7779333333,-22.0000666667,-25.5554666666,-34.2222666667,-23.3334,-73.9999666667,-28.2222666667,-48.2220666667,-26.6667333333,-6.88886666667,-49.5556000001,-32.6666666667
213.30,-22.0833333333,-1.25,-6.45833333335,-18.75,-7.08333333332,-51.9791666667,-7.91666666666,-29.1666666667,-11.25,8.33333333331,-31.875,-20.2083333333
213.68,-9.07399999999,5.92593333334,-1.29626666665,-8.33326666667,-0.74086666668,-35.4629,5.74086666667,-17.4074,-5.92593333334,14.6294666667,-22.9631333333,-13.3333333333
214.06,-1.30086666664,5.8536,1.30066666665,-4.0652,7.1544,-28.3741,8.29273333332,-15.2844666667,-5.20333333334,16.7479333333,-17.8862,-7.80486666666
214.44,9.62966666666,11.7038,6.81486666666,5.62953333333,15.2592,-19.4813333333,14.8147333333,-6.96293333334,-0.296266666652,20.7406666667,-8.00013333332,1.92600000001
214.81,5.42626666666,9.45733333331,1.70533333334,1.24020000002,13.4884666667,-24.5737333333,11.0077333333,-11.7827333333,-6.66653333335,14.2634666667,-12.2481333333,-2.17053333334
215.19,7.33333333334,5.66666666668,-0.33333333334,-0.166666666666,12.5,-23.8333333333,8.49999999999,-13.0,-7.66666666667,16.6666666667,-15.0,-1.83333333334
215.57,5.8536,3.08946666666,-1.13833333334,-5.04073333333,11.5446666667,-29.2682666667,2.9268,-13.9837333333,-9.10586666665,13.8211333333,-17.3984,-2.92686666666
215.95,7.00853333335,1.53840000002,-3.07686666667,-6.66673333333,12.6496,-34.5297666667,2.3932,-14.7008666667,-6.83786666665,13.8462,-19.8290666667,-1.70939999999
216.32,21.8604666667,15.1938,14.1086,8.83726666667,26.3565333334,-17.2092,17.8296,3.87600000002,9.61246666665,23.8760666667,-0.31,15.6588666667
216.70,18.6324666666,8.71793333333,11.6238666667,5.12813333332,21.3674666667,-22.9914666667,15.2136,1.02553333334,4.27366666667,16.923,-2.73513333333,9.2308
217.08,29.2063333333,18.0952666667,18.5713333333,16.1905333333,29.3651333333,-13.6507333333,25.8730666667,10.3176,16.3492,21.4284666667,5.71426666667,16.1904
217.46,38.1158,22.3187333333,27.5362666667,23.4784,37.5363333333,-8.11593333334,27.8261333333,18.8406666667,25.0724,25.5072666667,14.0580666667,24.9274
217.83,34.2858,18.4127333333,28.5714666667,18.8889333333,39.3650666666,-17.9364,20.7936666667,13.0159333333,24.603,20.1586666667,11.2698666667,20.1586666667
218.21,30.2083333333,13.75,27.9166666667,11.875,36.8749999999,-36.3541666667,8.12500000002,1.66666666667,15.625,9.375,-2.70833333334,10.4166666667
218.59,38.1333333333,15.4666666667,40.5333333334,9.86666666667,54.4000000001,-44.4000000001,15.7333333333,0.79999999998,19.4666666667,10.3999999999,-1.86666666661,9.86666666668
218.97,57.3914000001,35.9419333333,69.8551333334,28.9854666667,79.1304000001,-26.5217,41.4492666667,26.0868666667,38.5508,36.2319333333,17.9710000001,39.4203333333
219.34,79.4201999999,64.0580666667,99.1303333334,52.7537333333,105.797066667,-2.46376666666,66.0870666667,53.6232666666,64.3479333333,62.8985333333,39.7102666667,62.3188
219.72,88.0555333334,77.4999333334,108.611066667,68.3333333335,121.666666667,20.8333333333,78.6111333333,66.1110000001,74.4444666667,74.9999999999,58.3332666667,71.3888
220.10,86.2068666666,73.1035333333,102.069,69.8852,110.574666667,28.9655333333,74.9423999999,66.6666,70.8044666666,73.3332666667,62.2987333334,69.4252666666
220.47,68.7356,57.4714,80.2298666665,55.8619333334,97.4712000001,15.1725,58.6207333333,53.1035333333,53.5632,58.6207333333,45.0574666666,55.8621333334
220.85,74.6236,70.1076000001,89.2473333331,58.7097333333,104.516066667,26.7740333333,64.9462666666,60.6451333333,63.4409333334,68.387,53.5483333333,66.6666000001
221.23,76.5431333333,71.6048666667,96.0493333333,56.5431999999,112.839466667,23.4568,62.2220666666,60.7407999999,65.6790666667,67.1605999999,55.5556000001,60.2467999999
221.61,59.9999333333,63.077,88.2053333332,45.3846000001,101.025666667,19.6153333333,52.3077333333,51.2821333334,52.3078,57.9487333334,43.8462666668,55.1282666667
221.98,56.6666666667,56.6666666667,79.5554666668,42.4444000001,89.5555999999,26.3334333333,48.8888666667,48.6666666666,49.5555333333,54.4445333333,35.3332666667,53.5556
222.36,62.4073333334,65.7408,80.5553999999,48.3333333334,90.7406666668,37.1296333333,58.3333333333,56.2962666667,60.0,57.9629333333,45.7408,60.1852
222.74,57.3643333333,61.8605333332,73.3334666666,49.1472,81.3953999999,37.1319333333,52.5581333334,55.0386666667,57.3642666666,54.2634666666,46.2015333333,58.7596666668
223.11,49.1666666667,51.3333333333,61.8333333334,35.5,73.3333333334,24.25,42.0,43.1666666667,50.0,39.0,35.3333333333,43.8333333333
223.49,41.5503333333,42.0156,54.1084666667,29.9224666667,63.8758666667,18.992,36.4342,37.6744666667,44.8062,31.7828666667,32.2480666667,36.434
223.87,45.1280666667,40.5128000001,59.1453333334,31.9657333333,62.7351333333,13.5897,37.9486666667,39.3162,50.5984,34.1879333333,32.8205333333,38.9743333333
224.24,41.9048,37.7143333333,56.9524,26.2856666667,61.9047999999,12.9523666667,32.1905333333,35.9999333333,48.9523333333,30.0952,29.9047333333,32.381
224.62,53.3334,43.2382000001,63.0476666666,28.1905333333,63.6190666667,22.3807666667,37.3332,40.9524,53.3334,34.8572,33.1428,34.2856666667
225.00,51.7542666667,41.5788666667,61.4035333333,26.8422,60.7017333333,26.0527333333,35.614,40.0000666667,49.1229333333,30.8772,31.2281333333,28.2456
225.38,51.5032666667,43.9216,60.3920666667,32.8105333333,57.5163333333,32.2223,38.4312,45.4902,47.4509333333,36.9935333333,35.5554,36.34
225.75,66.0992666667,56.3121333333,74.1843333333,45.5318666667,69.6454,44.6100333333,52.0568666667,58.0142666667,62.9788,49.929,44.8226,47.5176666667
226.13,73.6170666667,64.8226666667,81.2764666667,54.1846,78.0141333333,52.6243,60.5673333333,65.9575333333,69.5034666667,59.1488666667,55.461,55.4609999999
226.51,76.0870000001,65.5072000001,88.4058666667,57.5361333333,84.7826000001,59.1304666667,65.3623333333,71.0144666667,77.1016,65.7970666667,56.8116666667,59.2754666666
226.88,66.5152,52.1211333333,79.0909333334,48.7878666667,75.1514666667,49.8483666667,54.2423333333,60.4546666667,68.6363333333,55.6059333334,43.7878,46.3635333333
227.26,61.4964666667,46.9388666666,73.0612666667,46.2585333334,67.6191333333,46.3264333333,43.8094666667,57.1428666667,62.8572666667,53.3332666667,39.7279333333,42.313
227.64,60.3846666667,46.9231999999,70.3845333333,47.5640666667,68.0769333333,45.2563333333,43.0768666667,57.9486666667,59.4872666667,52.4358666667,38.5897333333,41.282
228.01,57.3333333333,48.7776666667,65.1110666667,48.8888666667,67.4444,49.3332,44.7778666667,57.6666666667,56.6665333333,51.8889333333,40.1111333333,43.5555333333
228.39,56.1353333333,49.5652,64.2511333333,51.4974,66.8599333333,51.4009666667,48.3092,58.0676,57.7778,52.657,41.4491333333,48.3092
228.76,48.1591333333,45.1740666667,61.2934666667,46.5670666667,65.7712,45.8705666667,43.7811333333,52.3382666667,54.8259333333,48.4576666667,36.8158666667,45.1740666667
229.14,39.5959333333,35.3536,53.5352666667,39.0908666667,57.9799333333,37.1212,36.1615333333,42.9292666667,47.9797333333,40.1011333333,28.1819333333,38.8888666667
229.52,32.3497333333,26.339,46.1201333333,31.8033333333,51.1474666667,31.9672,30.164,33.3332666667,42.2950666667,33.5518,19.3443333333,32.7868666667
229.89,32.1394,26.0695333333,44.6765333333,29.8506666667,50.6467333333,32.7364,29.2537333333,32.4377333333,40.3979333333,34.2287333333,20.9950666667,31.0448
230.27,28.2855333334,24.381,40.4763333333,25.1428,46.3809333333,29.0000333333,23.9047333333,29.8096,36.6667333333,31.1429333333,19.2380666667,27.4286
230.65,24.2254666667,20.1878666667,33.2394666667,18.6854,38.6853333333,23.9437,17.5587333334,24.1314666667,27.5117333333,23.9436666667,16.5257333333,23.3804666667
231.02,29.4976666667,27.3974,38.1736,22.7397333333,42.9223333333,30.2283,23.0136,29.8630666667,32.2373333333,29.1324,21.7352666667,28.9498
231.40,33.9472666667,33.2458,45.6140666667,27.1052666667,48.1578,36.6666,29.7367333333,34.0351333333,36.6666666667,34.2983333333,27.2806,32.8070666667
231.78,33.5713333333,35.6349333333,45.0,26.7460666667,46.1111333333,38.1745666667,31.4286,33.1744666667,37.4602666667,35.2380666667,29.4444666667,32.1428666667
232.15,32.9317333333,36.6264,46.0242,25.6224666666,44.9799333333,37.4297333333,30.1203333333,31.2450666667,36.1446,33.5743333333,27.5502666667,29.1566666666
232.53,29.0668,34.1332666667,42.6666,20.6222,41.3334666667,31.9555333333,24.2667333333,25.6888666667,33.3334666667,29.2445333333,23.2887333333,23.3778
232.90,30.5024,35.2510666667,42.3744666667,21.5524666667,38.4474,31.1416,23.5616666667,26.6666666666,32.7853333333,28.1278666667,23.5616666667,22.4658
233.28,36.4609333333,39.6708,44.6091333333,26.6666666667,42.963,35.5965666667,30.1234,33.0864666667,38.5185333333,34.8146666667,30.1234666667,28.1482
233.66,37.7256666667,42.5098,46.0392666667,27.7647333333,43.294,37.3725333333,31.9215333333,35.7646666667,40.0,35.451,32.2352666667,28.7844
234.03,32.4904,37.5478666667,40.0767333333,24.0613333333,36.0152,31.8391333333,26.2836,29.7318666667,35.1723333333,28.5058,28.6590666667,22.9886
234.41,30.7575333333,36.3636666667,39.3182666667,23.1060666667,33.7122,32.3484666667,27.3484666667,28.7878,33.6362666667,26.8939333333,27.2727333333,22.4242
234.78,31.6846,37.0609333333,39.6416,25.8063333333,33.0466666667,34.0502,30.6810666667,31.1110666667,35.3404,28.0286,28.5305333333,23.5840666666
235.16,29.1851333333,33.6296,35.2592666667,22.3702666667,29.2592666667,32.2222333333,29.3334,26.8148,31.8518,25.7778,26.8889333333,22.2963333333
235.54,24.1768,29.0762666666,27.9517333333,18.3934666667,22.3292,27.7106666667,24.5782666667,19.759,27.8714666667,22.3294,22.0884666667,18.2329333333
235.91,21.579,24.3858666667,23.9473333333,15.2630666667,16.3158,24.2544,20.9648,14.2982666667,24.2980666667,18.3334,16.4912,16.579
236.29,14.5044666667,15.2251333333,14.5046,7.02700000001,5.67573333334,16.7118,14.5944666667,7.47753333334,16.2162,9.18920000001,7.47746666666,10.5404666667
236.66,13.0632,12.973,11.8918666667,4.86500000001,2.61266666666,17.0721333333,13.4234666667,7.65766666667,13.4234,6.126,4.1442,7.65766666667
237.04,15.3246,13.5067333333,14.0259333333,8.48493333334,5.368,21.2554666667,18.2685333333,9.61046666667,17.0564,9.17753333333,6.5802,11.4286666667
237.41,9.2538,8.35813333333,8.65666666667,3.18406666665,-2.28860000001,19.9005666667,15.2239333333,4.97513333333,12.1392666666,4.37799999999,1.4926,7.26380000001
237.79,6.9794,5.20846666667,4.89586666667,1.45846666668,-3.54166666668,19.1667666667,14.6876666667,2.49993333333,10.2085333333,3.75006666667,0.208533333326,7.60433333333
238.17,9.06273333333,7.29173333332,5.83353333333,5.20853333335,-0.208066666674,22.3958333333,20.1043333333,6.1458,10.9374666667,7.18766666667,4.58353333334,13.1251333333
238.54,4.11113333333,0.999999999987,-1.33326666667,2.33346666668,-4.22220000001,18.2776666667,18.4444666667,1.88886666667,8.22213333333,1.66666666666,0.222133333347,9.22206666666
238.92,-4.11106666665,-8.7778,-9.77780000001,-6.88886666668,-12.5556,9.8333,10.4445333333,-6.22226666667,1.44446666665,-7.22233333333,-8.11119999999,1.44453333333
239.29,-5.72933333333,-6.97926666668,-10.3126666667,-8.95866666666,-14.2710666667,5.1562,8.85406666668,-4.47939999999,2.29153333333,-8.75013333333,-9.0628,0.520666666654
239.67,-1.55846666667,-2.94366666667,-7.01300000001,-5.02173333333,-7.96526666665,7.44586666666,13.7662666667,0.606199999994,4.50219999999,-7.96533333333,-4.84833333335,5.80086666667
240.04,-0.814999999992,-0.96293333334,-6.37046666667,-3.55546666668,-4.37026666667,8.48153333334,14.6666666667,2.81473333333,6.22219999999,-5.6296,-2.59260000001,6.14806666666
240.42,1.94166666666,1.03559999999,-3.68933333333,-1.35939999999,-0.388199999992,10.2588333333,16.3107333333,2.91273333333,7.63753333333,-1.10026666666,-0.12933333332,8.09066666667
240.79,2.83340000001,3.16659999999,-0.722200000001,1.9444,1.72226666666,10.4444,18.2777333333,3.88886666666,9.16666666667,1.88886666667,2.72226666666,10.1110666667
241.17,2.41146666666,2.55320000001,-1.41853333333,0.567400000008,2.64773333333,8.69973333333,17.5414,3.026,6.90306666667,2.50593333333,2.45873333333,9.12526666666
241.54,3.37346666667,2.53019999999,-0.682733333333,1.32526666667,3.29326666666,7.36946666667,16.7069333333,3.5744,6.46593333333,2.44973333333,2.85146666666,8.47406666666
241.92,1.83526666667,0.786466666661,-2.39713333333,-0.29953333332,1.98506666667,5.26223333333,14.6818,1.98500000001,3.89526666667,0.5992,1.01113333334,6.6292
