wavelength,Back_PhrDorf,Belly_PhrDorf,Breast_PhrDorf,Crissum_PhrDorf,Crown_PhrDorf,DorTail_PhrDorf,Patch10_PhrDorf,Rump_PhrDorf,Throat_PhrDorf,WingTip_PhrDorf
184.87,100.800777778,52.5025,78.5284444445,68.6185555556,71.5213888889,86.3862222222,61.111,53.843862963,81.1811111111,76.4265
185.25,96.7985555554,50.4235555556,72.6931111111,62.9945555556,65.2542777778,85.1225555554,58.1921666666,52.7936481481,76.5535555554,75.6593888889
185.63,96.1805555557,38.0787222222,63.5416111111,52.4305555555,51.6783333333,84.6064444444,48.6111666667,42.5658148148,73.9582222221,74.0161666667
186.01,92.6303333332,37.8686666667,65.4762222222,49.6032222222,44.161,81.1791111112,46.769,42.3470814815,73.8095555555,75.5101111111
186.39,92.6796666665,31.0458333333,72.2221111111,51.2417777778,41.3726666667,84.1830000001,44.1175,40.8235407407,78.169888889,78.0391111111
186.77,104.538333333,24.4914444444,80.8296111111,54.0690555556,39.9060555556,94.679111111,45.54,43.307262963,82.7856666666,88.2627222222
187.15,86.6958888889,8.33316666667,68.1287222222,46.6373333333,29.9706111111,82.7485555555,34.6491666667,34.1715222222,72.6608888889,77.7047777778
187.53,74.7967777777,-3.31983333333,60.5693333333,41.8698888889,29.878,78.8617777778,23.1708333333,31.7209703704,66.5312222222,65.4472777778
187.91,69.2707777779,-33.3331666667,50.6076111111,30.7291666667,10.6772222222,76.9095555554,2.0835,9.2651851852,63.5415555556,64.4964444444
188.29,70.1011111112,-54.4444444443,50.5051111111,32.3233888889,-0.707166666667,81.2121111112,5.1515,12.6666407408,61.2121111111,57.778
188.67,54.3862222223,-118.713388889,29.5323333333,-4.67833333333,-57.1636666668,65.7895555557,-30.7016666667,-38.0214888889,48.2457777777,36.6958888889
189.05,31.25,-145.833333333,10.9375,-21.3541666667,-102.430555556,50.3472222223,-67.7083333335,-63.8194444443,46.8750000001,25.3472222222
189.43,9.25933333343,-191.296388889,-1.48155555543,-30.3703333332,-129.444388889,28.5185555556,-75.5555,-86.3086111111,27.7778888888,11.2965555556
189.81,10.728,-208.429,-14.5595,-29.3101666667,-124.521,23.3717777778,-71.2643333335,-88.0713777777,26.8197777778,-7.27972222223
190.19,-20.3702222223,-377.777722222,-93.209888889,-71.604888889,-251.543222222,-3.7038888889,-150.0,-181.543074074,-30.2468888888,-35.4938333333
190.57,28.3624444446,-152.339333333,-31.432888889,-8.7720000001,-88.4502777778,33.6257777778,-49.5615,-60.6335444446,-2.3390000001,6.28644444443
190.95,48.6422222221,-98.5185555556,-5.80255555557,22.2222222222,-49.8765000001,45.9257777778,-20.3703333333,-36.5101962963,14.568,34.5679444444
191.33,59.8766666666,-292.283888889,-26.2343333334,8.33333333333,-159.876444444,72.222222222,-97.2220000001,-137.448451852,-14.1975555557,37.0372777777
191.71,79.3651111111,-236.243222222,-7.40755555543,20.3702222223,-124.603055555,68.253888889,-59.5236666665,-99.7001814817,13.7567777778,59.259
192.09,38.8887777777,-255.092777778,-38.6575,-26.8520555553,-135.648,7.40744444444,-72.2221666666,-106.265451852,-32.4074444444,12.036888889
192.47,33.3333333333,-184.895833333,-28.4722222222,-22.2222222221,-90.1041666667,11.1111111111,-71.8749999998,-92.9513888889,-33.3333333333,20.6597222223
192.85,27.7778888889,-214.484222222,-39.4840555557,-46.8251111112,-102.579277778,21.4285555554,-91.6665,-105.304240741,-45.2381111111,0.992111111
193.23,-14.3787777778,-382.352944444,-102.941166667,-139.542333333,-215.0325,-9.8038888891,-197.058666667,-231.895455556,-115.686,-40.5226666667
193.61,190.0,733.888888888,306.666666667,368.333333333,561.111111111,173.333333333,508.333333333,588.592592592,344.444444445,212.222222222
193.99,223.809444444,908.730166667,369.047666667,474.603444443,687.301666667,217.460222222,695.237833334,832.063459258,542.857222222,248.412777778
194.37,311.111111111,1779.62988889,549.999888889,948.148,1314.81477778,203.703666664,1427.77783333,1783.95068889,1011.11111111,625.925722223
194.75,66.6666666667,189.969166667,75.3086111111,123.456833333,150.154277778,57.4076666668,137.037166667,177.849788889,114.814888889,77.1602222222
195.13,97.3854444443,215.686333333,100.653611111,143.464166667,189.215833333,85.6207777776,166.176333333,200.283181481,140.196111111,108.660333333
195.51,228.758111111,448.039277778,248.692888889,337.254777778,397.712388889,211.111222222,358.823666667,438.888914815,305.228888889,231.372333333
195.89,188.065888889,308.230333333,203.703722222,256.378388889,294.238888889,187.242777778,267.901333333,321.53637037,232.098777778,191.358111111
196.27,106.855666667,167.257722222,111.229222222,145.153666667,166.666611111,107.092111111,149.290833333,179.621751852,122.931333333,97.6359444444
196.65,90.5283333332,122.586555556,81.9673333332,110.018333333,132.149444444,83.9707777778,113.388,136.29017037,85.2458888889,78.0512222222
197.03,87.1033333332,111.309555555,75.1985,87.1032222221,123.313444444,84.7222222222,112.797666667,131.779066667,73.4124444444,59.9204444444
197.40,68.3502222223,100.841666667,64.478,68.3501666667,100.336777778,75.2526666668,79.7979999999,103.973214815,69.696888889,46.128
197.78,42.3773333333,110.206833333,45.6071111112,55.9430555554,87.2091666667,60.2066666668,59.6898333334,94.6684481481,52.4548888888,16.5374444444
198.16,49.9088888889,100.182166667,49.9088333333,48.9072222222,81.6029999999,54.8271111111,50.8196666667,75.9805481482,46.2661111111,19.2166111111
198.54,42.5506666667,76.3890555556,40.7827222221,35.2272777778,57.7652222222,43.1818888889,38.6365,53.6994740741,39.6464444444,13.384
198.92,47.325,75.6516111111,41.5637777779,31.4128333333,58.3674444445,51.7145555556,41.5636666667,58.0567703705,46.0905555555,14.7463333333
199.30,41.0255555555,58.6538333333,33.5469444444,28.4186666667,47.1686111111,47.0085555556,36.5383333333,48.9992703704,41.453,10.1497222222
199.68,31.6526666666,43.8843888889,27.6376666667,13.3053333333,39.5892222222,38.0017777778,27.7313333334,37.628637037,33.8,5.83544444444
200.06,34.8983333333,41.3146666667,28.7166666667,15.6493333333,37.0111666667,37.7153333334,29.8121666667,34.3765962963,35.0547777778,10.8372777778
200.44,38.0952222222,43.6508333333,34.7619444445,16.0713888889,39.0079444444,41.1904444444,33.4525,38.2830333334,40.7935555556,13.6508333333
200.82,41.6882222222,50.4736111111,42.5063888889,17.9155,42.6785555556,52.1965555556,37.0803333333,42.0011851852,50.7322222222,12.4889444444
201.19,48.6901111111,60.4787777778,53.5681111111,27.1003888889,49.1417222222,58.898,44.7155,46.8595592592,62.7822222222,17.2989444444
201.57,53.8721111111,61.6160555556,56.6918333333,31.0606111111,52.8619444444,62.6261111111,53.409,52.4073,71.2961111112,26.3890555556
201.95,58.3715555556,61.1110555555,58.4093333333,34.2845,56.0502777778,60.8827777778,55.822,51.8543814815,74.2770000001,32.0015
202.33,58.6731111111,56.9544444444,56.8743333333,29.9362777778,56.1551111111,63.789,59.3523333333,50.0958962963,75.2196666665,29.7363888889
202.71,66.7625555555,59.8658888889,63.7453333333,29.2146111111,62.3082222222,69.8276666667,62.3563333333,54.2815925926,88.0267777777,23.5152777778
203.09,67.4851111111,57.1928333333,65.4385555555,21.9883333333,65.4969444444,71.9298888889,68.4208333332,54.1208037037,90.4093333335,8.12861111111
203.47,77.7777777778,69.5138888889,76.1805555554,18.2638888889,71.3194444444,75.9722222222,73.3333333333,54.9398148148,96.5277777779,9.30555555557
203.85,78.1944444444,68.2638888889,70.0694444444,21.3194444444,69.0972222222,73.8888888889,75.8333333335,50.3009259259,96.3888888889,12.0138888889
204.22,91.5253333334,79.5668333333,83.8042222221,12.4294444445,83.1449444444,86.0640000001,87.8533333335,52.4858037037,122.975555556,2.16566666667
204.60,80.4525555555,58.8476111111,60.391,-16.1521666667,72.428,63.786,80.2468333333,28.9711037037,109.671,-21.399
204.98,53.2566666667,41.5708888889,37.9310555555,-26.1494444444,47.4137777778,36.9733333333,55.4596666666,8.61417037037,77.0115555557,-38.3141111111
205.36,50.9092222222,27.7778333333,32.0203888889,-36.9698333333,47.2726111111,31.7173333333,44.8486666666,-3.2592925926,70.5052222222,-44.3433888889
205.74,59.4981111111,3.22583333332,21.1468888889,-96.9532222223,45.3405555556,11.8277777778,53.2258333334,-58.5065407407,74.1936666667,-119.354611111
206.12,-19.0477777778,-234.127111111,-131.746166667,-723.809333333,-83.3333333336,-141.269888889,4.7618333335,-550.000051853,71.4286666667,-913.492222223
206.50,507.407444444,964.814722221,796.296277778,2249.99988889,792.5925,940.740888889,544.444500001,1828.64195185,211.111222223,2592.59244444
206.87,-308.333333333,-731.944444444,-513.888888889,-1600.0,-462.5,-622.222222222,-237.499999998,-1371.94444444,-136.111111111,-1605.55555556
207.25,-75.7576666667,-214.141277778,-144.444388889,-548.989944445,-178.787888889,-237.373555556,-80.3031666665,-501.683503704,5.05044444433,-501.515333333
207.63,-129.059888889,-264.957388889,-182.051333333,-524.359111111,-185.042944445,-272.649555556,-120.512833333,-483.504225926,8.54688888867,-496.581222222
208.01,588.88888889,933.333333334,627.777777778,1598.88888889,710.000000001,891.111111112,543.333333333,1460.96296296,95.5555555553,1596.66666667
208.39,526.984111111,734.126888889,613.492111111,1272.22216667,642.063277777,736.507888888,504.761833333,1150.21158148,187.301777779,1319.84111111
208.77,272.649555556,404.273333333,337.1795,699.145333333,362.393111111,381.196888889,278.205,638.746533334,111.111222222,726.0685
209.14,469.444444445,1070.83333333,848.61111111,2108.33333333,933.333333332,994.444444445,562.5,1958.7037037,63.8888888877,1994.44444444
209.52,-67.3204444444,-212.418277778,-163.725555556,-461.111222222,-194.771277778,-191.503333333,-94.1178333332,-401.873781481,9.80388888867,-424.836833333
209.90,-2122.22222222,-4361.11111111,-3844.44444444,-9061.11111111,-4427.77777778,-3600.0,-3200.0,-7748.51851852,-566.666666667,-7800.0
210.28,-744.444444445,-3594.44444444,-2988.88888889,-8200.0,-3627.77777778,-2766.66666667,-2283.33333333,-6717.4074074,-44.4444444433,-5927.77777778
210.66,50.6172222221,-238.271666667,-161.111055556,-637.654444444,-233.333333333,-111.111333333,-164.814666666,-573.333229629,106.172777778,-521.604888889
211.03,33.333333331,-2000.0,-1672.22222222,-5855.55555556,-2883.33333333,-1255.55555555,-1883.33333333,-5403.33333333,22.2222222233,-5522.22222222
211.41,96.8252222223,-88.8889444446,-61.5078888889,-348.015944444,-139.285722222,-3.17455555567,-78.5713333333,-326.058137037,53.9682222223,-317.857166667
211.79,101.111111111,-27.5,10.5555555556,-170.277777778,-95.8333333333,29.4444444443,-23.3333333335,-203.12962963,27.222222222,-180.555555556
212.17,84.3845555555,15.3153333333,34.9848333333,-54.5042222222,-22.9729444443,35.1352222222,15.3155,-84.6146037038,41.1412222223,-54.5046111111
212.55,78.9598888888,22.6947777778,49.7635555556,-23.7589444444,3.42800000003,36.4067777778,20.9221666667,-42.9236518517,51.5368888889,-23.5222777778
212.92,84.4017777778,31.6240555556,64.5298888889,-6.19655555557,17.3078333333,51.923,32.0515,-28.8177074073,62.3931111109,0.107
213.30,70.7818888889,24.074,60.6996666667,-9.7737222222,18.4155,43.6215555556,26.5431666666,-21.7627,64.1976666668,0.6171111111
213.68,68.3574444446,21.9806111111,63.5266666667,-22.3432222222,16.3043888889,34.5408888889,16.3043333333,-42.7938777778,73.1884444447,-10.7490555556
214.06,44.6502222221,-5.76138888887,42.1811111111,-34.2592222222,-0.000111111099998,-6.37866666666,4.6296666667,-57.4485629628,38.4773333333,-28.1891111111
214.44,27.8688888889,-9.83600000001,37.7049444444,-32.6958333333,-5.64683333333,-8.19677777776,1.9125,-56.0412703702,35.8834444444,-37.7960555556
214.81,29.6967777778,-19.5958333333,31.4142777778,-49.3940555556,-6.5656111111,-6.86888888888,9.09083333333,-71.1852481481,37.9797777777,-39.5961111111
215.19,19.8412222222,-26.1903333333,14.9801666667,-46.23,-9.52377777776,0.793555555567,-0.89283333335,-68.2538814814,42.0635555557,-40.774
215.57,14.9573333333,-30.5555555555,16.7733888889,-55.0213888889,-15.0641111111,-4.48722222224,-1.28183333335,-69.9500518518,45.5128888889,-61.7522222223
215.95,21.4814444445,-29.9999444444,10.8642777778,-74.5678888889,-10.6173888889,-0.493555555567,0.0,-75.423774074,65.925888889,-79.7531666667
216.32,16.8888888888,-88.2222222222,3.55555555557,-152.222222222,-43.7777777778,-31.1111111111,-18.0,-161.22962963,69.7777777779,-180.888888889
216.70,-1700.0,-4405.55555555,-1666.66666667,-5738.88888889,-3333.33333333,-2588.88888889,-2183.33333333,-6405.18518519,-633.333333333,-6072.22222223
217.08,348.611111111,655.555555555,309.722222222,794.444444446,554.861111111,454.166666667,320.833333333,873.287037037,163.888888889,884.027777777
217.46,142.592555556,311.728277778,136.111166667,347.8395,254.320944444,204.321,134.259166667,392.26332963,95.6790000001,411.728444444
217.83,128.148111111,372.592555556,187.777611111,410.000111111,299.629611111,222.963,151.111166667,438.296322222,94.0742222223,457.037
218.21,191.666666667,1058.33333333,394.444444443,1258.33333333,826.388888889,458.333333333,245.833333333,1226.75925926,-50.0,1352.77777778
218.59,-333.333333331,-3572.22222222,-1077.77777778,-4483.33333333,-3000.0,-1444.44444444,-966.66666667,-4602.22222222,488.888888887,-4633.33333333
218.97,-99.999888889,-588.888888889,-96.2962777777,-710.185166668,-505.555444444,-290.740777778,-213.888666667,-689.629555555,92.5924444442,-702.777666667
219.34,6.34933333333,-383.333444444,65.0793333333,-640.476277778,-326.190444445,-252.381111111,-11.9046666665,-522.592548148,109.523888889,-527.777611111
219.72,11.7283333333,-116.358111111,59.5678333333,-232.407444444,-110.493944444,-57.4073333332,15.7405,-194.526855556,59.8763333332,-121.296166667
220.10,-4.67833333343,-138.011777778,57.31,-217.2515,-120.760277778,-50.8773333333,7.0176666665,-197.134403704,24.5613333334,-109.649277778
220.47,14.5063333333,-56.9443333333,41.6667222222,-116.049277778,-43.3641666666,-5.86411111113,13.426,-83.2407222221,33.6419999999,-41.9753333333
220.85,37.8968888889,-16.6666666667,46.3292222222,-50.4961666667,-4.66266666667,19.246,30.9523333333,-25.8927925926,46.23,-7.14283333333
221.23,45.6408888889,2.05149999999,48.5470555556,-31.0256111111,11.2821111111,27.1793333333,22.3076666667,-11.0313407407,48.7177777778,12.0512777778
221.61,36.6501111111,1.6583888889,38.8888888889,-28.9386111111,5.55555555553,25.539,15.9203333333,-14.7762148148,48.5904444444,15.7545555556
221.98,38.1483333333,11.7593888889,49.7223888889,-29.9073333333,9.4445,36.4813333333,24.7225,-12.3332703704,51.1111111111,18.7963333333
222.36,52.3147777779,30.6713333333,68.2871111111,-22.8008888889,20.4861111111,68.0555555555,38.5413333333,-3.18676296297,63.1945555556,29.8608888889
222.74,55.1362222222,32.39,63.1027777778,-18.7631111111,20.9644444444,64.9895555556,40.8805,4.58431111112,60.587,36.3731666667
223.11,49.6415555556,30.8242777778,56.0035555556,-15.8602222222,13.2616666667,55.9142222222,33.0646666666,1.92346666667,49.6416666667,38.0825555556
223.49,44.148,26.0001111111,49.5553888889,-9.33327777777,10.6667222222,53.037,23.3333333333,-3.11101851853,42.5186666667,37.3331111111
223.87,44.3038888889,24.3318333333,42.8270555556,-4.57094444447,13.7131111111,48.8042222222,22.9958333333,-1.41107407408,39.0998888889,35.1619444444
224.24,41.7582222222,30.2808333333,43.2845,4.82288888887,17.0940555556,49.0842222222,24.7251666667,10.2807666667,41.7582222222,34.7376111111
224.62,33.4654444444,27.447,34.1271111111,3.96822222223,3.10855555553,44.8412222222,20.8333333333,2.79113333334,35.0527777778,26.3227777778
225.00,37.7776666667,40.9149444444,44.9021666667,16.7318333333,11.6339444444,53.2026666667,32.353,10.7626851852,48.366,33.7255
225.38,20.3464444444,24.6754444444,23.3767777778,-3.7517777778,-14.3578888889,37.9508888889,20.7793333333,-9.5670962963,31.0246666667,8.5136111111
225.75,19.3302222222,19.5585,27.6256666667,-5.93605555557,-16.2862222222,37.8995555555,19.8631666667,-10.8574592592,25.1143333334,-0.4563888889
226.13,18.0246666667,14.5681111111,27.7778333333,-5.432,-8.45677777778,26.1727777778,17.4073333333,-8.58013333332,25.6792222222,1.79
226.51,15.4972222222,13.1577777778,22.7582777778,-0.2436111111,-3.94727777778,17.7387777778,12.8655,-6.10472962962,21.9297777778,4.0936111111
226.88,13.3124444444,9.17183333333,15.8280555556,-1.6771111111,-6.49877777777,13.4171111111,8.96216666666,-8.44858518517,19.392,1.36283333333
227.26,21.8955555556,15.5228888889,19.2267222222,5.8278888889,4.41188888887,19.8256666667,14.8695,-1.093,25.5991111111,5.88244444443
227.64,13.1312222222,5.42927777778,4.60877777778,-4.16677777778,-7.00744444444,11.6161111111,10.038,-8.32071111109,18.3081111111,-1.83072222223
228.01,3.34844444442,-4.18555555557,-4.10944444444,-12.8615,-15.3730555555,6.08822222222,3.8815,-16.5802777778,13.0897777778,-11.7201666667
228.39,-0.469444444443,-13.7716666667,-11.5806111111,-23.8654444444,-15.5711666667,-6.2597777778,3.99083333335,-26.1399444444,8.1377777778,-12.6761666667
228.76,14.0826666667,5.1033888889,10.982,-5.1678888889,8.2041111111,8.13955555556,11.2403333333,-2.6659037037,25.5814444444,12.5323888889
229.14,14.4928888889,-2.47583333334,7.97099999999,-4.40816666666,10.2657222222,6.88400000001,8.87683333332,-1.38473703701,22.3428888889,13.7077222222
229.52,23.0242222222,1.77544444446,24.9715,2.11911111111,22.7379444444,14.7765555556,21.9931666666,5.08969259259,27.1477777778,25.3723888889
229.89,24.284,3.8946111111,25.7159444445,-0.114777777767,24.685,14.3185555556,23.7115,2.85993333334,29.8968888889,30.2978333333
230.27,14.7726666667,-5.745,18.1817222222,-8.08066666668,16.5405,8.33344444443,18.75,-6.92750740743,18.9396666667,25.0631666667
230.65,13.1055555556,-15.7407777778,16.4529444444,-17.8775555556,16.6666111111,3.1338888889,17.5216666666,-19.0881888889,12.2507777778,26.9230555556
231.02,6.91355555555,-13.8271111111,13.2716111111,-19.0123333333,15.2468888889,5.43222222223,17.4073333333,-16.3496962963,5.80255555553,27.5926666667
231.40,1.08711111111,-15.3381111111,11.3526666667,-23.4901111111,6.5218888889,-0.966333333333,17.2101666667,-16.1354296296,0.966333333333,20.8938888889
231.78,10.891,2.31027777779,25.7426666667,-6.54583333333,16.5567777778,10.5611111111,23.7623333333,-2.43123703704,16.9417777778,30.2530555556
232.15,14.5524444445,9.78366666667,24.2869444444,-4.47388888889,15.9784444444,10.9144444445,23.4511666666,1.08483703704,20.6488888889,28.0237777778
232.53,17.3913333334,13.0916666667,25.3622777778,-2.80183333334,15.4106666667,11.111,16.6668333333,1.75527407408,17.5845555556,33.7682777778
232.90,16.3841111111,11.4876666667,22.5988333333,-6.77966666668,13.3709444444,9.69855555557,14.4065,-5.05967037036,10.5461111111,33.8510555556
233.28,12.6436666667,10.0094444444,19.205,-10.0095555556,9.62633333333,5.74722222223,10.7758333333,-8.75148888888,5.65133333333,32.5189444444
233.66,8.13477777777,9.47433333332,13.2442222222,-12.3510555556,5.55566666667,1.38888888889,2.97600000002,-8.5318,2.18277777778,29.8115555556
234.03,8.31144444443,14.6981666667,15.6166666667,-7.56777777777,6.73672222223,7.17388888889,4.72433333334,0.0525888888867,2.27455555556,25.0216666667
234.41,12.3264444445,18.4896666667,18.9670555555,-0.954944444433,9.63533333333,13.2813333333,7.29183333332,6.21529629628,7.4651111111,26.5189444444
234.78,17.4601111111,29.5322777778,23.9765,8.35416666667,14.7868333333,22.8906666667,12.1553333334,20.9689148148,17.1261111111,30.5346111111
235.16,24.6732222222,36.1519444445,31.5768888889,17.6467777778,20.0981111111,29.5751111111,18.8725,27.7124592592,26.7975555555,30.8415
235.54,22.695,31.9936666667,29.5902777778,19.1097222222,19.0307222222,28.5265555556,16.0756666667,25.0143592592,26.32,30.6935555556
235.91,18.4168888889,25.1902222222,24.8857222222,12.9756111111,12.7472777778,18.7976666667,10.3881666667,19.2617518519,18.2647777778,23.3638888889
236.29,19.4996666666,24.6505,29.0655555556,15.7836666667,15.3422222222,21.6336666667,12.914,22.1855111111,20.8977777778,24.4296111111
236.66,15.0326666667,21.9316666667,24.2192777778,14.7421111111,12.0187777778,21.1326666667,18.6273333333,21.580637037,20.3342222222,19.4262777778
237.04,11.2545555556,17.7776666667,18.9964444444,13.1541666667,10.1074444444,18.8531111111,20.4303333334,21.0895037037,21.4336666667,11.0753888889
237.41,17.1894444444,25.7191111111,22.1241666667,15.6208888889,14.7385555556,22.3528888889,26.9606666666,24.9869703704,24.2484444444,15.7841666667
237.79,17.5926666667,28.8689444444,22.3213888889,16.3030555556,16.3691666666,23.4788888889,28.4723333334,25.9723222222,23.6111111111,16.9975
238.17,15.4008888889,30.2741666667,19.9368333333,14.5217222222,14.9437777778,20.1125555555,25.5273333333,23.2839407407,25.2462222222,16.2097222222
238.54,18.7205555556,31.7172777778,21.8516666667,14.5117222222,18.9897777778,20.2694444445,30.303,27.2503111111,27.2053333333,19.1246666667
238.92,19.6272222222,27.4782777778,21.7232222222,12.1089444444,16.1676111111,16.6334444444,30.3391666667,23.0781222222,25.3495555556,18.8622777778
239.29,20.5737777778,24.6335555556,22.8633888889,11.2332777778,14.7130555556,14.8351111111,30.5861666667,21.1884481481,24.2978888889,19.2917777778
239.67,16.6383333333,21.4890555555,19.8814444444,5.49944444443,12.1545,11.6187777778,26.8188333333,17.3660185185,19.515,15.4256666667
240.04,17.7676666667,19.7197222222,19.9450555556,7.18222222223,16.5665,13.3633333333,26.9518333334,17.3039148148,19.3192222222,16.7166111111
240.42,15.9161111111,16.9670555555,17.5246111111,6.54222222221,14.8005555555,10.7252222222,23.4235,13.2362814815,15.4012222222,17.6320555556
240.79,15.2874444444,16.1877222222,17.6437777778,6.45583333333,13.4098333333,11.5324444444,18.9655,11.4763222222,14.1761111111,16.4749444444
241.17,14.6665555556,14.1196111111,16.4273888889,5.5041111111,10.9913333333,10.7348888889,15.7433333333,9.81072592593,12.4105555555,15.5726111111
241.54,11.553,10.4798888889,13.0049444444,3.39333333333,8.74366666667,9.59622222221,12.2631666667,7.05605185186,10.7323333333,13.6993888889
241.92,11.6571111111,10.4012777778,12.6672222222,4.61372222222,8.38122222221,9.63711111109,11.3838333333,7.12726666668,10.8381111111,15.0013888889
242.29,13.9687777778,10.4828888889,14.4863333333,7.10749999999,10.6307777778,12.2443333333,13.7843333334,9.39556296298,11.5052222222,17.1716111111
242.67,12.8898888889,10.164,13.5712222222,8.36227777779,10.2333888889,12.8667777778,11.6771666667,7.43807777778,10.9261111111,16.7823333333
243.05,10.4975555555,8.97438888889,11.1003333333,7.21022222221,9.39077777778,11.7904444445,9.40166666666,5.7074962963,9.20422222222,14.1355
243.42,9.17700000001,8.0593888889,9.62827777779,5.96388888889,8.94050000001,11.2831111111,8.54283333335,4.24967037037,7.47888888889,13.7759444444
243.80,9.90255555554,7.42166666668,9.00138888889,7.01861111111,9.05427777778,11.4078888889,8.87400000002,3.47325555556,7.14611111111,13.8466666667
244.17,10.1606666667,8.30144444444,8.74533333332,7.63638888888,8.82988888889,12.6954444445,9.63250000001,3.80374814815,7.92122222222,13.815
244.55,8.6111111111,7.20088888888,6.81622222222,6.70944444444,7.27572222222,12.137,7.53199999999,2.93378148148,6.81633333333,12.468
244.92,8.64199999999,6.8211111111,6.71805555556,5.88472222222,7.66466666667,11.4196666667,7.06800000002,3.88693333333,6.91344444444,13.1892222222
245.30,9.61311111111,8.36183333332,8.0965,7.36644444444,8.90233333333,13.1778888889,9.27200000001,6.38041481481,8.21,15.1026666667
245.67,10.2331111111,9.22833333334,8.6793888889,8.21522222222,9.43094444444,13.6777777778,9.70116666666,7.31446296297,8.27433333333,15.6279444444
246.05,10.2743333333,8.53088888889,9.08105555556,8.89494444446,10.1736111111,14.4118888889,10.8551666667,7.95758148149,9.019,15.6905555556
246.42,10.8766666666,9.22,9.3168888889,9.7032777778,10.428,14.9482222222,11.2836666667,8.79740740742,9.68966666668,16.3352777778
246.79,10.887,9.26966666667,9.40027777779,9.59927777778,10.1032222222,14.7814444444,11.7581666667,9.40479999999,9.71733333335,16.3553333333
247.17,11.2022222222,8.82622222223,9.68672222223,9.03711111111,9.83494444444,14.5868888889,12.4613333333,9.68283333333,9.45866666666,16.6496666667
247.54,11.0247777778,8.97727777777,9.64544444446,8.99872222223,9.95249999998,14.3334444444,12.3826666667,10.1824481481,9.38655555557,16.2301111111
247.92,10.9235555556,9.5491111111,9.73133333332,9.32522222223,10.1322222222,14.4851111111,12.7305,10.6536888889,10.0907777778,16.4478333333
248.29,11.1517777778,10.1783333333,10.3923888889,10.0815,10.739,14.9337777778,13.3638333333,11.5701111111,10.4177777778,17.0695
248.67,11.8,10.8017222222,11.3157222222,11.161,11.81,15.6434444445,14.3905,12.7683703704,11.2407777778,17.4652777778
249.04,10.776,10.0549444444,10.1817777778,10.776,10.9791111111,15.0518888889,13.8788333333,11.9785703704,10.4001111111,16.1994444444
249.42,10.7222222222,9.7026111111,9.94422222221,10.9114444445,10.6957222222,14.8323333333,13.4185,11.6348407407,9.997,16.0991111111
249.79,10.8443333333,9.44855555557,10.4161111111,10.7162222222,10.6162777778,15.0373333333,13.6136666667,11.8307074074,10.2658888889,15.9881111111
