wavelength,Back_PhrDorf,Belly_PhrDorf,Breast_PhrDorf,Crissum_PhrDorf,Crown_PhrDorf,DorTail_PhrDorf,Patch10_PhrDorf,Rump_PhrDorf,Throat_PhrDorf,WingTip_PhrDorf
561.60,12.6804444445,42.5256111111,16.3651111111,38.6473333333,12.6848333333,12.6317777778,9.95333333332,14.2229814815,35.4705555556,14.2088888889
561.94,12.7357777778,42.5957222222,16.3831111111,38.7002222222,12.6871666667,12.694,9.95483333331,14.2578925926,35.5461111111,14.2841666667
562.28,12.7512222222,42.6741111111,16.4016666667,38.7408333333,12.7262222222,12.749,9.96450000002,14.2845259259,35.6348888889,14.3697222222
562.62,12.7083333333,42.5734444444,16.3237222222,38.6637777778,12.6392222222,12.6875555555,9.92649999999,14.2301777778,35.5267777778,14.2798888889
562.96,12.7451111111,42.6885,16.3592222222,38.7304444445,12.6898333333,12.7272222222,9.922,14.2613592593,35.5804444444,14.3553333333
563.30,12.7621111111,42.6077222222,16.3597222222,38.7117222222,12.6626111111,12.6766666667,9.89333333334,14.2341148148,35.5261111111,14.3493333333
563.64,12.841,42.704,16.4248888889,38.7505,12.7312777778,12.777,9.98766666668,14.2910851852,35.5962222222,14.4656111111
563.99,12.8054444444,42.6333888889,16.3848888889,38.6862222222,12.6772777778,12.7421111111,9.94483333335,14.2573888889,35.5701111111,14.3948333333
564.33,12.8405555555,42.6657777778,16.4160555556,38.7352222222,12.6779444445,12.7732222222,9.96483333334,14.2921666667,35.589,14.3657777778
564.67,12.8818888889,42.7026666667,16.4457222222,38.7817777778,12.7127222222,12.8484444445,9.96066666665,14.3487814815,35.6143333333,14.4299444444
565.01,12.8888888889,42.7093888889,16.449,38.7870555555,12.7043333333,12.8308888889,9.95049999998,14.3446888889,35.5966666667,14.3620555556
565.35,12.8405555556,42.6071666667,16.4211666667,38.7253333333,12.6552777778,12.7811111111,9.87716666666,14.2810925926,35.5166666667,14.2842777778
565.69,12.8861111111,42.6371111111,16.4788333333,38.7498888889,12.6892222222,12.7967777778,9.90216666665,14.2996444444,35.5127777778,14.3321666667
566.03,12.8627777778,42.6195,16.4183888889,38.7374444444,12.6660555556,12.7555555556,9.85849999998,14.2549444445,35.448,14.272
566.37,12.9121111111,42.6618888889,16.4768888889,38.7988333333,12.7132222222,12.7845555556,9.86900000001,14.3064,35.5045555556,14.348
566.71,12.8871111111,42.612,16.4480555556,38.7624444445,12.6902222222,12.7567777778,9.86133333335,14.2847037037,35.4472222222,14.308
567.05,12.9281111111,42.6286666667,16.4787777778,38.7640555556,12.7203888889,12.7935555556,9.89316666666,14.337337037,35.4691111111,14.3562777778
567.39,12.8407777778,42.5661666667,16.3966111111,38.7301666667,12.6270555556,12.6961111111,9.80083333335,14.2727888889,35.4183333333,14.2511111111
567.73,12.9045555556,42.5930555555,16.4199444444,38.7901666667,12.6585,12.7565555556,9.86383333335,14.2889296296,35.4671111111,14.3277777778
568.07,12.8685555555,42.5196111111,16.3621666667,38.6767777778,12.6162222222,12.6973333333,9.828,14.2577111111,35.376,14.3127222222
568.41,12.8505555555,42.5046666667,16.3373888889,38.6518888889,12.58,12.6946666667,9.82783333334,14.2147555556,35.3227777778,14.2935555556
568.75,12.8525555556,42.5213888889,16.3011666667,38.6211111111,12.5548888889,12.649,9.84316666665,14.1923703704,35.3251111111,14.2852222222
569.09,12.9373333333,42.5265555555,16.322,38.6329444444,12.579,12.7248888889,9.91983333335,14.2335925926,35.3546666667,14.3638333333
569.43,12.8864444445,42.4499444444,16.2349444445,38.6132222222,12.5329444445,12.6628888889,9.89483333334,14.1667740741,35.271,14.2714444444
569.77,12.918,42.497,16.2872777778,38.635,12.5221111111,12.6853333333,9.92299999999,14.2298444444,35.3193333333,14.3072777778
570.11,12.9898888889,42.5711111111,16.3443888889,38.6701666667,12.5864444444,12.7344444445,9.99733333331,14.2722666667,35.3402222222,14.3308333333
570.45,13.0404444445,42.5940555556,16.3680555555,38.6687222222,12.6248888889,12.7634444444,10.0706666667,14.3060148148,35.3547777778,14.3547777778
570.79,13.0935555555,42.6073888889,16.4377777778,38.6535555556,12.6678333333,12.8483333333,10.115,14.3381666667,35.3565555556,14.3882777778
571.13,13.158,42.6508333333,16.4988888889,38.729,12.7292222222,12.9066666666,10.1901666667,14.401962963,35.3834444444,14.4644444444
571.47,13.1295555555,42.5966111111,16.453,38.6742222222,12.6888888889,12.8482222222,10.1448333333,14.3883555556,35.306,14.4336111111
571.81,13.1905555556,42.68,16.4851111111,38.7806111111,12.7615,12.9007777778,10.1885,14.4454777778,35.3804444444,14.4908888889
572.15,13.2297777778,42.7453333333,16.5030555556,38.8266666667,12.8033888889,12.9161111111,10.2088333333,14.4808925926,35.465,14.51
572.49,13.2268888889,42.7205555555,16.476,38.8027222222,12.8025,12.9204444444,10.181,14.4653148148,35.4278888889,14.4876111111
572.83,13.1995555556,42.7620555556,16.4477777778,38.8377777778,12.8133333333,12.8936666667,10.1551666667,14.4529037037,35.4004444444,14.4840555556
573.17,13.2253333333,42.7697222222,16.4731111111,38.8350555555,12.8317222222,12.9314444445,10.1713333333,14.485462963,35.4332222222,14.5484444444
573.51,13.3067777778,42.8207222222,16.5536666667,38.9073333333,12.9183888889,13.0091111111,10.2241666667,14.5331962963,35.4798888889,14.6298333333
573.85,13.2668888889,42.7607777778,16.4988888889,38.8670555556,12.8688333333,12.9836666667,10.1781666667,14.4945592592,35.4376666667,14.6088333333
574.19,13.2741111111,42.7946111111,16.5038888889,38.9103888889,12.8667777778,12.9984444445,10.1255,14.5059037037,35.4752222222,14.6531666667
574.53,13.2258888889,42.8347222222,16.4518888889,38.9790555556,12.8185555556,12.9225555556,10.0463333333,14.4566444445,35.4461111111,14.6083333333
574.87,13.2376666667,42.8614444445,16.4656111111,38.9982222222,12.8275,12.9167777778,10.016,14.4555962963,35.4482222222,14.5894444444
575.21,13.2581111111,42.9233888889,16.5124444445,39.0521666667,12.8668888889,12.9648888889,9.99983333335,14.4572814815,35.4731111111,14.6202222222
575.55,13.2391111111,42.894,16.5198333333,39.0418333333,12.8368333333,12.9548888889,9.97850000001,14.4367592593,35.4658888889,14.6005
575.89,13.2623333333,42.9320555556,16.5553888889,39.0923888889,12.8323333333,12.9828888889,9.98233333335,14.4499259259,35.455,14.6395555556
576.22,13.3176666667,42.9782222222,16.6396111111,39.1748333333,12.8809444444,13.021,10.0223333333,14.5144185185,35.5204444444,14.7106111111
576.56,13.3611111111,43.0466111111,16.6954444444,39.2136111111,12.9131666667,13.0793333333,10.0573333333,14.5551074074,35.6294444445,14.7255
576.90,13.3741111111,43.0697777778,16.6848888889,39.2863333333,12.9177777778,13.0943333334,10.0418333334,14.5881037037,35.6318888889,14.6945
577.24,13.3062222222,43.1016111111,16.617,39.3067777778,12.8548888889,13.0378888889,9.97416666666,14.5258222222,35.6102222222,14.6076111111
577.58,13.3411111111,43.2166111111,16.6466111111,39.4211111111,12.866,13.0538888889,10.0055,14.568,35.7048888889,14.6475
577.92,13.341,43.2291111111,16.6463333333,39.4145555556,12.8357777778,13.013,9.97583333332,14.513,35.6922222222,14.5685
578.26,13.3961111111,43.2846666667,16.6663888889,39.4074444444,12.8739444444,13.0805555555,10.0121666666,14.5376555556,35.7647777778,14.6111666667
578.60,13.4375555556,43.3008888889,16.6567777778,39.4214444445,12.9056666667,13.1424444444,10.005,14.5482296297,35.7628888889,14.6853888889
578.94,13.4744444444,43.3458888889,16.6560555556,39.4837777778,12.9091666667,13.1827777778,10.0863333333,14.5823740741,35.7721111111,14.6382222222
579.28,13.5157777778,43.3765,16.6583888889,39.5210555556,12.9029444444,13.1963333334,10.0631666667,14.6057666667,35.7766666667,14.6447777778
579.61,13.5356666667,43.3312777778,16.6440555555,39.5337222222,12.9573888889,13.1602222222,10.076,14.5839444445,35.7388888889,14.6391666667
579.95,13.572,43.4159444444,16.6408333333,39.5791111111,12.9503333333,13.1908888889,10.0898333334,14.5687555556,35.7727777778,14.6506666667
580.29,13.5336666667,43.4043888889,16.6296666667,39.5879444444,12.9106666667,13.1597777778,10.028,14.570162963,35.7201111111,14.6791666667
580.63,13.5611111111,43.4791666667,16.6796666667,39.6036111111,12.9348333333,13.1743333333,10.0571666667,14.5773962963,35.7408888889,14.7277222222
580.97,13.5742222222,43.3597222222,16.6653888889,39.5514444444,12.8853333333,13.1461111111,10.0605,14.5641777778,35.6594444444,14.6825
581.31,13.5463333333,43.3279444444,16.6541666667,39.4975555555,12.8754444445,13.1263333333,9.99150000001,14.5292148148,35.6342222222,14.6743333333
581.65,13.4958888889,43.2658888889,16.6123888889,39.494,12.8590555556,13.1562222222,10.0135,14.5198777778,35.5775555555,14.6820555556
581.98,13.496,43.2230555555,16.6229444444,39.5463888889,12.8795,13.1561111111,10.0186666666,14.5347592592,35.5662222222,14.7035555556
582.32,13.4341111111,43.2241666667,16.5441111111,39.5580555556,12.8155555555,13.0577777778,9.99049999999,14.4509185185,35.5527777778,14.6557222222
582.66,13.4058888889,43.1832222222,16.5094444444,39.4982222222,12.7942222222,13.011,9.90966666667,14.4232518519,35.5787777778,14.7126666667
583.00,13.4346666667,43.3148888889,16.5755,39.5546666667,12.8342777778,13.0667777778,9.96183333331,14.4501888889,35.6365555556,14.7372777778
583.34,13.393,43.2717777778,16.5622222222,39.5053333333,12.7572222222,13.0364444444,9.90499999999,14.442437037,35.5976666667,14.7155
583.68,13.359,43.2552777778,16.5468333333,39.5447222222,12.7512777778,13.015,9.83616666668,14.4520407407,35.5524444445,14.7288333333
584.01,13.4376666667,43.1873333333,16.5685555556,39.5563888889,12.7985555556,13.0634444445,9.8945,14.4390592592,35.5422222222,14.7028888889
584.35,13.4213333333,43.1158333333,16.5432222222,39.5478888889,12.7853333333,13.0634444444,9.87150000002,14.388362963,35.5254444445,14.7145555556
584.69,13.496,43.2357222222,16.5568888889,39.6368888889,12.8493333334,13.1717777778,9.92283333333,14.4193111111,35.6478888889,14.8071666667
585.03,13.5418888889,43.2346111111,16.527,39.647,12.829,13.1711111111,9.95266666669,14.4162370371,35.5851111111,14.7635
585.37,13.6896666667,43.3948333333,16.6424444444,39.7694444444,12.9601666667,13.2604444444,10.0656666666,14.535662963,35.7501111111,14.8686111111
585.70,13.6868888889,43.4237777778,16.6002222222,39.7377222222,12.8912222222,13.2173333333,10.0413333333,14.5110592592,35.7154444444,14.8472777778
586.04,13.7545555555,43.3953333333,16.6705555556,39.6687222222,12.9357222222,13.2908888889,10.0858333333,14.5629592592,35.669,14.8661666667
586.38,13.8142222222,43.4806666667,16.6878333333,39.7635555556,12.9734444445,13.3515555555,10.1353333333,14.6218148148,35.674,14.8697777778
586.72,13.8212222222,43.4746111111,16.671,39.7599444444,12.9971111111,13.3508888889,10.1391666667,14.6275481482,35.6734444444,14.9169444444
587.06,13.8028888889,43.5160555556,16.6292222222,39.7595555556,12.9529444444,13.37,10.1411666667,14.5977592593,35.7057777778,14.8477222222
587.39,13.8478888889,43.5052777778,16.6417222222,39.7393333333,12.9817222222,13.4657777778,10.1941666667,14.6044703703,35.7462222222,14.877
587.73,13.793,43.6061111111,16.6193333333,39.7605555556,12.9646111111,13.4534444445,10.1911666667,14.5944851852,35.727,14.8886111111
588.07,13.8236666667,43.6957222222,16.6137777778,39.7632222222,12.9897777778,13.4733333333,10.1768333333,14.6071185185,35.7646666666,14.8880555556
588.41,13.8838888889,43.7223333333,16.6900555556,39.8152777778,13.0277222222,13.4972222222,10.2421666667,14.6668259259,35.7388888889,14.9548888889
588.74,13.8941111111,43.7342222222,16.7437777778,39.8871111111,13.0713333333,13.5054444444,10.2518333333,14.6788814815,35.8085555556,15.0181666667
589.08,13.8762222222,43.7285,16.7043333333,39.8858888889,13.0475555556,13.4851111111,10.228,14.6577407407,35.8008888889,15.0318333333
589.42,13.8785555556,43.7784444445,16.6724444444,39.8897777778,13.0547777778,13.5068888889,10.1531666667,14.6202222222,35.8294444445,15.0526111111
589.76,13.9038888889,43.8702222222,16.6571666667,39.9840555556,13.0485,13.5161111111,10.1715,14.6365666666,35.9841111111,15.1081666667
590.09,13.8794444444,43.8305,16.6449444445,39.9413888889,12.9850555556,13.4417777778,10.156,14.5802111111,35.9226666667,15.1073333333
590.43,13.8427777778,43.6928333333,16.5242222222,39.8339444445,12.8948333333,13.3574444444,10.0558333333,14.482662963,35.8088888889,15.0245555556
590.77,13.8927777778,43.6874444444,16.5326111111,39.8185555555,12.9431666667,13.3513333333,10.0716666666,14.5156185185,35.8006666667,15.0995555556
591.11,13.885,43.6631111111,16.5136666667,39.7621666667,12.9115,13.2752222222,10.0261666667,14.4808851852,35.7456666667,15.0636666667
591.44,13.9255555556,43.5906666667,16.4765555555,39.7114444444,12.8674444444,13.2613333333,10.033,14.4912148148,35.7512222222,15.0554444444
591.78,13.9558888889,43.5660555556,16.5273888889,39.7441666667,12.8782222222,13.2738888889,10.0843333333,14.5338740741,35.7315555555,15.0546666667
592.12,13.9266666667,43.6168888889,16.4502222222,39.7286666667,12.8113333333,13.21,9.98766666665,14.4703481481,35.7818888889,14.9885
592.46,13.8701111111,43.6276111111,16.4366111111,39.6631111111,12.7978333333,13.256,9.91766666669,14.4849222222,35.7397777778,15.0040555556
592.79,13.8938888889,43.5576666667,16.4323333333,39.6013333333,12.7465,13.2363333333,9.91366666665,14.4601074074,35.6483333333,14.9967777778
593.13,13.961,43.5859444444,16.5287222222,39.6911666667,12.7996111111,13.3018888889,10.0806666666,14.5953296296,35.717,15.0261666667
593.47,13.9126666667,43.4904444444,16.4911111111,39.6311111111,12.7778333333,13.2934444444,10.012,14.5692407407,35.6103333333,14.9849444444
593.80,13.9006666667,43.5693333333,16.5043888889,39.6767222222,12.8195555556,13.3406666667,9.99983333331,14.6107925926,35.6337777778,14.9778888889
594.14,13.927,43.5897777778,16.5351666667,39.6871666667,12.8191111111,13.3801111111,10.0488333333,14.6092,35.6194444444,14.9990555556
594.48,13.9777777778,43.5670555556,16.5757777778,39.7001111111,12.8467777778,13.4396666667,10.0998333333,14.6025333333,35.6057777778,15.0186666667
594.81,13.9813333333,43.6199444445,16.5773888889,39.7276111111,12.8448888889,13.4678888889,10.1311666666,14.6171777778,35.643,15.0466666667
595.15,13.9711111111,43.6495555556,16.5855,39.7313888889,12.8602777778,13.5006666667,10.0948333333,14.6023518519,35.6413333333,15.0283888889
595.49,14.0092222222,43.7321666667,16.608,39.7909444445,12.9052777778,13.5236666667,10.1143333334,14.6460777778,35.7356666667,15.092
595.82,13.9976666667,43.7121111111,16.6557777778,39.7724444444,12.9582777778,13.5804444445,10.1373333333,14.6618259259,35.708,15.1114444444
596.16,14.0831111111,43.7382222222,16.6618888889,39.8249444444,12.9881111111,13.5453333333,10.224,14.6663185185,35.7657777778,15.0768333333
596.50,14.0975555556,43.8777222222,16.721,39.9156111111,13.0268888889,13.5684444445,10.2045,14.680037037,35.8425555555,15.1271111111
596.83,14.0877777778,43.8290555556,16.6873888889,39.8912222222,13.0097777778,13.5817777778,10.1451666667,14.6223925926,35.802,15.1013888889
597.17,14.1518888889,43.8828333333,16.7785555556,39.9396666667,13.0397222222,13.635,10.1853333333,14.6677814815,35.8333333333,15.0853333333
597.51,14.159,43.8407222222,16.7565555555,39.905,13.0297777778,13.6023333333,10.1578333333,14.6073851852,35.8515555556,15.0728888889
597.84,14.2034444445,43.944,16.8161111111,39.9673333333,13.1084444444,13.6374444444,10.1681666667,14.6535259259,35.9666666667,15.0971111111
598.18,14.2508888889,44.0665555556,16.8397222222,40.0407777778,13.1411111111,13.6685555556,10.1975,14.7218740741,36.0803333333,15.1650555556
598.52,14.2872222222,44.0968888889,16.893,40.1177222222,13.2210555556,13.7345555556,10.2005,14.7733666667,36.1121111111,15.2196666667
598.85,14.3185555556,44.1402777778,16.9126111111,40.1262222222,13.2463888889,13.7087777778,10.2213333333,14.7731814815,36.1462222222,15.2501666667
599.19,14.3003333333,44.1256666667,16.8653333333,40.0878333333,13.1978333333,13.692,10.1991666667,14.7317962963,36.1215555555,15.2198333333
599.53,14.3193333333,44.1961111111,16.8530555556,40.1608333333,13.1955555555,13.6676666667,10.1943333333,14.7555037037,36.1846666667,15.2269444444
599.86,14.3187777778,44.1466666667,16.8486111111,40.1071666667,13.1727777778,13.724,10.1918333334,14.7512444445,36.1593333334,15.2948888889
600.20,14.2626666667,44.044,16.7863888889,40.0387222222,13.1303333333,13.7555555555,10.1775,14.7255185185,36.0744444444,15.237
600.53,14.2425555555,44.0687777778,16.7512777778,40.0391666667,13.1407777778,13.715,10.1371666667,14.7094222222,36.0762222222,15.2426111111
600.87,14.2057777778,44.0438888889,16.6534444444,39.9919444444,13.0779444444,13.6362222222,10.0856666667,14.6525,36.016,15.2421111111
601.21,14.316,44.116,16.7892222222,40.0892222222,13.171,13.7583333333,10.2135,14.7966888889,36.0828888889,15.2929444444
601.54,14.3576666667,44.1061111111,16.7930555556,40.1134444444,13.1981666667,13.7616666667,10.2331666667,14.8266703704,36.0617777778,15.3620555556
601.88,14.3032222222,43.9998333333,16.8137222222,40.0423888889,13.1527222222,13.7213333333,10.178,14.7462407407,35.9443333333,15.3387777778
602.21,14.335,43.9868888889,16.8021111111,40.0117777778,13.1255,13.6818888889,10.2081666666,14.7307740741,35.9786666667,15.3304444444
602.55,14.383,44.0301111111,16.8443888889,40.0509444444,13.1488888889,13.7065555556,10.2583333333,14.7527407407,35.9874444444,15.3670555556
602.88,14.4564444444,44.1065,16.8657777778,40.1357777778,13.1915555555,13.7632222222,10.2805,14.7646592592,35.9972222222,15.3716111111
603.22,14.479,44.1004444444,16.9133333333,40.1246666667,13.236,13.7863333333,10.285,14.8119259259,35.9796666667,15.4257777778
603.56,14.5812222222,44.1928888889,16.9970555555,40.1886666667,13.3349444445,13.8621111111,10.3606666667,14.8781888889,36.041,15.4796666667
603.89,14.6532222222,44.2683888889,17.0411111111,40.2283888889,13.4031111111,13.8666666667,10.4031666667,14.8888444444,36.1388888889,15.5131666667
604.23,14.7121111111,44.2599444444,17.1137222222,40.2413888889,13.4400555555,13.9303333333,10.5196666667,14.9449592592,36.1407777778,15.5606666667
604.56,14.7424444445,44.3332777778,17.1582777778,40.3104444444,13.4590555555,13.9823333333,10.5346666667,14.9698703704,36.2074444445,15.6242222222
604.90,14.6792222222,44.2587222222,17.0097222222,40.2331111111,13.3473333333,13.9011111111,10.4131666666,14.873362963,36.1613333333,15.5627777778
605.23,14.658,44.2436111111,17.0133333333,40.2351666667,13.3098888889,13.9592222222,10.4073333333,14.8737925926,36.1431111111,15.5604444444
605.57,14.7428888889,44.3195,17.0468888889,40.3060555556,13.41,14.0108888889,10.4656666667,14.9365185185,36.2413333333,15.6053888889
605.90,14.7415555556,44.3197777778,17.0459444444,40.3157222222,13.41,13.9933333333,10.4578333333,14.9431851852,36.2063333334,15.6098888889
606.24,14.8098888889,44.2985,17.0902777778,40.3917222222,13.4807777778,14.0713333333,10.4798333333,14.9922962963,36.2336666667,15.6809444444
606.58,14.7982222222,44.2182777778,17.0455555556,40.3217222222,13.4512222222,14.0323333333,10.4475,14.9882518519,36.2198888889,15.6781666667
606.91,14.8044444444,44.1109444445,17.0140555556,40.306,13.4105555555,14.0331111111,10.4538333333,14.9580074074,36.1881111111,15.6798333333
607.25,14.8098888889,44.1000555555,16.9923888889,40.3218333333,13.3947777778,14.0126666667,10.4505,14.9563185185,36.138,15.7154444444
607.58,14.8373333333,44.0418888889,16.9557777778,40.3006111111,13.3948333334,14.0093333333,10.4711666667,14.9803074074,36.0701111111,15.7252222222
607.92,14.8683333333,44.0581666667,16.94,40.3017222222,13.387,13.9895555555,10.3685,14.9701037037,36.0672222222,15.7111111111
608.25,14.8593333333,43.9402777778,16.9233888889,40.2693333333,13.3928888889,13.9722222222,10.3736666667,14.9646222222,35.9956666666,15.6786111111
608.59,14.9544444445,43.9940555556,17.0353888889,40.3293333333,13.5132222222,14.0737777778,10.4783333334,15.0669111111,36.0205555556,15.8078333333
608.92,14.9422222222,43.9536111111,17.0065,40.2719444444,13.4881111111,14.026,10.4741666666,15.0402222222,35.9735555556,15.7568888889
609.26,14.8548888889,43.8003333333,16.9027222222,40.1655555556,13.3647777778,13.9564444445,10.3946666667,14.9504518518,35.8046666667,15.6793888889
609.59,14.7877777778,43.6289444444,16.7848888889,40.0152777778,13.2725555555,13.8977777778,10.3053333333,14.8397925926,35.6436666667,15.5733333333
609.93,14.7473333333,43.6101666667,16.7142222222,39.9822777778,13.2442777778,13.8632222222,10.2783333333,14.8090259259,35.5897777778,15.5196666667
610.26,14.666,43.5061111111,16.6741666667,39.8852777778,13.1986666667,13.816,10.2531666667,14.7701185185,35.4225555556,15.4610555556
610.60,14.6677777778,43.4943333333,16.6567222222,39.8673888889,13.2268888889,13.8306666667,10.2358333333,14.7357851852,35.4076666667,15.3995
610.93,14.6405555556,43.3703888889,16.6204444444,39.8225555556,13.1677777778,13.8743333333,10.1666666666,14.6854666667,35.3431111111,15.3858888889
611.27,14.603,43.2381666667,16.5703333333,39.7488888889,13.1151111111,13.8645555555,10.1011666667,14.6750740741,35.2607777778,15.3673888889
611.60,14.5768888889,43.1661666667,16.5624444444,39.7177222222,13.1109444445,13.8041111111,10.157,14.6686851852,35.1987777778,15.3650555556
611.93,14.6511111111,43.2521666667,16.5945,39.7311666667,13.1607777778,13.8132222222,10.2183333333,14.7205111111,35.2596666667,15.385
612.27,14.6052222222,43.1526111111,16.5346666667,39.707,13.0902222222,13.7363333333,10.1798333334,14.6230962963,35.1975555556,15.3186666667
612.60,14.6692222222,43.1523888889,16.5868333333,39.7797777778,13.1333888889,13.7701111111,10.1976666667,14.6459666667,35.2343333334,15.3987777778
612.94,14.743,43.26,16.6859444444,39.8501111111,13.1895,13.7992222222,10.2383333333,14.7349074074,35.3282222222,15.4605
613.27,14.9432222222,43.5391111111,16.9063333333,40.0881666667,13.3756111111,13.9763333333,10.3986666667,14.9561740741,35.5823333333,15.7143888889
613.61,15.0171111111,43.6215555556,16.9706111111,40.1162777778,13.3801111111,14.0303333333,10.4371666667,15.0256074074,35.6106666667,15.8242777778
613.94,15.2627777778,43.8538333333,17.1975,40.3093333333,13.5927222222,14.242,10.6396666667,15.1779666666,35.8417777778,16.0558333333
614.28,15.3161111111,43.9255,17.2390555556,40.3742777778,13.6034444444,14.2656666666,10.6945,15.2512666667,35.8982222222,16.1475
614.61,15.3727777778,44.1466111111,17.3186666667,40.4397777778,13.6733888889,14.2565555556,10.7513333333,15.3195518519,36.0106666667,16.1911111111
614.94,15.4465555555,44.3605555556,17.464,40.6032777778,13.7311666667,14.3175555556,10.8225,15.3555666666,36.1085555555,16.2108333333
615.28,15.4028888889,44.4120555556,17.3993333333,40.6161111111,13.6511666667,14.3174444444,10.6945,15.2834185185,36.0643333334,16.1984444444
615.61,15.3736666667,44.4631111111,17.3729444445,40.6512222222,13.6413888889,14.3454444444,10.6658333333,15.2553814815,36.0122222222,16.2069444444
615.95,15.4352222222,44.6039444445,17.4297777778,40.6638333333,13.6943333333,14.4343333333,10.6868333334,15.3152814815,36.0842222222,16.2561111111
616.28,15.575,44.7810555555,17.5198888889,40.7786111111,13.7827777778,14.5425555555,10.7791666667,15.4352,36.2067777778,16.3604444444
616.61,15.6155555555,44.8546111111,17.4717222222,40.8748333333,13.7835,14.5954444444,10.8418333333,15.4452111111,36.2566666667,16.3972222222
616.95,15.569,44.8393333333,17.4319444444,40.9195555556,13.7518888889,14.6131111111,10.8078333333,15.416962963,36.2588888889,16.357
617.28,15.5533333333,44.8180555555,17.4300555556,40.9738888889,13.7345,14.5706666667,10.751,15.3738259259,36.3113333333,16.3561666667
617.62,15.4855555556,44.7277777778,17.3511666667,40.9590555556,13.6583888889,14.5033333333,10.6301666667,15.3227592592,36.288,16.2785555556
617.95,15.497,44.6983888889,17.2655555555,40.9464444444,13.5858888889,14.4363333333,10.5535,15.2546148148,36.252,16.2508888889
618.28,15.3955555556,44.4926666667,17.1288333333,40.8387777778,13.4607222222,14.324,10.4228333333,15.1442407408,36.1442222222,16.0827222222
618.62,15.3653333333,44.5101111111,17.0437777778,40.8434444444,13.3904444444,14.2438888889,10.3676666666,15.1231037037,36.1967777778,16.0343333333
618.95,15.4704444445,44.6155555556,17.1521666667,40.9345555555,13.5047777778,14.3651111111,10.5041666667,15.2450518519,36.3155555555,16.1273888889
619.28,15.516,44.5987222222,17.1582222222,40.9621111111,13.5175,14.4308888889,10.5558333334,15.2805222222,36.3614444444,16.1708333333
619.62,15.5965555556,44.5911666667,17.2403888889,41.0167777778,13.6331111111,14.5308888889,10.6445,15.3760074074,36.4178888889,16.3157777778
619.95,15.4225555556,44.4860555556,17.0927777778,40.8978333333,13.5588333333,14.3836666667,10.542,15.2441074074,36.2967777778,16.2141111111
620.28,15.3638888889,44.4362777778,17.0537222222,40.8211666667,13.5391666667,14.3315555556,10.4761666667,15.1773222222,36.2704444444,16.0850555556
620.62,15.2695555555,44.4163888889,16.9228333333,40.7066111111,13.4605,14.2641111111,10.3668333333,15.0598481482,36.1623333333,15.9618888889
620.95,15.1831111111,44.4356111111,16.8616666667,40.6677222222,13.4144444444,14.2454444445,10.336,14.9860444445,36.1843333334,15.8195
621.28,15.2342222222,44.5143333333,16.8933333333,40.7663333333,13.4118888889,14.2678888889,10.4133333333,15.0443925926,36.2617777778,15.8696111111
621.62,15.258,44.6512777778,16.9756666667,40.7960555556,13.4652222222,14.3593333333,10.524,15.1047037037,36.3413333334,15.8852777778
621.95,15.3833333333,44.7805555556,17.1341111111,40.9723333333,13.6323888889,14.4962222222,10.6723333333,15.2979740741,36.4855555556,16.042
622.28,15.4307777778,44.7209444444,17.1922777778,40.9555555556,13.7395555556,14.6077777778,10.7613333333,15.3488296296,36.4753333333,16.1980555556
622.62,15.4526666666,44.8173888889,17.1938888889,40.9834444445,13.7422777778,14.6293333334,10.803,15.3965814815,36.5498888889,16.2224444444
622.95,15.3812222222,44.6992777778,17.1565555555,40.8541111111,13.7017222222,14.5576666667,10.7026666666,15.3078925926,36.4377777778,16.1646666667
623.28,15.3162222222,44.6326111111,17.1177222222,40.7722777778,13.5917777778,14.4965555556,10.639,15.223837037,36.3913333333,16.0998888889
623.62,15.3871111111,44.7306111111,17.1436666667,40.8790555556,13.6091666667,14.5977777778,10.6715,15.2579074074,36.4286666667,16.1246111111
623.95,15.5421111111,44.8386111111,17.2951666667,41.0135,13.7247222222,14.7518888889,10.7215,15.3537592592,36.5015555556,16.3297222222
624.28,15.6786666667,44.8592222222,17.4708333333,41.1497222222,13.7729444445,14.7752222222,10.8158333333,15.4245592592,36.6093333333,16.4458888889
624.62,15.8465555556,44.8484444444,17.5731111111,41.1733888889,13.8765555556,14.875,10.9403333333,15.5507185185,36.668,16.5907222222
624.95,15.8672222222,44.8623333333,17.5881111111,41.1197222222,13.8852222222,14.8997777778,10.8948333334,15.5160074074,36.6695555556,16.6102777778
625.28,15.8932222222,44.8998333333,17.5831666667,41.1168888889,13.9308333333,14.9157777778,10.9048333334,15.523537037,36.7068888889,16.6945555556
625.61,15.8234444445,44.9042222222,17.472,40.9837222222,13.7971666667,14.8681111111,10.7763333333,15.3807814815,36.6687777778,16.6123333333
625.95,15.7486666667,44.8946111111,17.4408333333,40.9298333333,13.6898888889,14.7923333333,10.6673333334,15.2847111111,36.5596666667,16.4398333333
626.28,15.782,44.8162777778,17.4561111111,40.9088333333,13.6901111111,14.764,10.6636666667,15.2743925926,36.4797777778,16.4821666667
626.61,15.9098888889,44.893,17.5145555556,41.0006111111,13.7725,14.8536666667,10.7703333333,15.395462963,36.5685555556,16.6079444444
626.94,15.9555555555,44.8999444444,17.4718333333,40.9927777778,13.7718333333,14.8724444444,10.8205,15.4272111111,36.5811111111,16.5976111111
