wavelength,Back_RamBrem,Belly_RamBrem,Breast_RamBrem,Crissum_RamBrem,Crown_RamBrem,DorTail_RamBrem,Rump_RamBrem,Throat_RamBrem,WingTip_RamBrem
194.75,-29.1186666667,-22.7968888889,-14.5593333333,2.29877777778,4.4061111111,14.3678888889,2.87355555557,1.9156666667,-24.8082777778
195.13,-26.455,-17.6366666666,-15.6966666667,6.34933333334,3.52744444443,16.2256666667,8.642,8.81822222221,-17.9012222222
195.51,-18.8553333334,-6.90244444444,-6.73399999999,16.33,10.6061111111,23.569,17.3401111111,21.7171111111,-6.22883333333
195.89,-17.7418888889,-1.97133333334,-5.73477777777,20.2508888889,14.1576666667,30.6451111111,16.6665555556,22.7597777778,-5.1971111111
196.27,-6.49911111111,20.3353333333,3.77355555556,42.5575555556,37.107,60.3773333333,34.8008888889,43.8155555556,6.91816666667
196.65,-6.06066666668,36.3635555556,11.5152222222,55.3536666667,47.6768888889,70.7072222222,41.0101111111,51.7171111111,9.19183333333
197.03,19.3974444444,50.6593333333,22.7872222222,67.6082222222,63.0884444444,85.4988888889,56.3087777778,62.5234444445,20.4333333333
197.40,26.1538888889,54.3588888889,26.1537777778,69.06,73.846,84.6155555555,66.6666666667,65.983,26.9228333333
197.78,30.3028888889,55.1515555557,26.6665555555,72.9292222222,88.0806666667,98.7878888889,76.7677777778,71.3131111111,23.0300555556
198.16,47.1575555555,69.8967777778,44.0567777778,78.2946666667,89.9224444445,97.2868888888,83.074888889,73.7727777778,42.3772777778
198.54,50.0668888889,81.9276666665,47.7911111111,83.668,96.5194444443,101.874222222,89.2905555554,80.4551111111,56.5595555557
198.92,53.9684444444,86.7725555556,41.0935555556,99.2944444444,107.760111111,118.871222222,103.703777778,81.658,56.3492222223
199.30,64.2222222222,103.777777778,43.7777777778,123.777777778,139.555555556,133.111111111,131.555555555,89.7777777778,80.3333333333
199.68,55.5556666667,101.389,37.897,114.484111111,125.793555556,115.476111111,125.595333334,80.1590000001,85.9127222223
200.06,47.8633333333,97.6494444444,20.5125555556,116.453,119.017222222,102.350444445,129.487111111,73.2905555554,80.9827777777
200.44,35.8584444444,88.889111111,4.04033333333,112.373777778,121.969555555,93.4344444443,134.595888889,60.3536666666,69.8231666667
200.82,56.8517777778,82.2221111111,25.5556666667,95.3703333334,126.111111111,91.6667777777,127.407333333,66.4813333333,76.7592222223
201.19,43.5625555556,72.663,15.5203333333,77.7777777778,105.820222222,72.1341111111,114.814888889,53.2627777778,66.5785555557
201.57,55.3194444444,90.7801111111,4.96444444443,91.7255555556,133.097,82.0331111111,130.260222222,63.1205555556,75.8866666667
201.95,61.8054444445,92.5925555557,15.0462222222,79.3981111111,125.231444444,70.1388888889,125.925777778,58.1018888889,78.8193333333
202.33,59.2593333333,106.172888889,-30.4526666667,78.6007777778,155.144111111,41.5638888889,158.024666667,35.8023333332,69.5472222223
202.71,43.3334444445,91.1110000001,-32.5927777778,68.1481111112,141.481555556,28.8891111111,136.296222222,35.1851111111,32.9631666667
203.09,58.2222222222,97.3333333332,16.8888888889,61.5555555554,121.777777778,50.6666666667,116.0,54.4444444445,43.6666666667
203.47,52.6821111111,87.1648888889,23.7547777778,49.4252222222,104.789111111,47.318,98.8506666666,46.1687777778,30.2682777777
203.85,65.7407777778,101.296333333,29.8148888889,54.4444444444,118.333333333,59.2592222222,105.555444445,59.6295555556,37.5925555557
204.22,74.8632222222,106.739666667,40.8014444445,51.7305555556,124.408111111,75.0454444444,102.185666667,63.7522222222,49.3622222223
204.60,71.9511111111,98.3738888889,44.4443333333,49.3223333333,107.723555556,73.1706666667,86.8563333333,62.6017777778,57.588111111
204.98,72.507,100.854777778,40.7407777778,43.5896666667,98.8604444446,68.6608888889,83.4757777778,54.416,61.1110555557
205.36,83.5495555555,114.863,53.2468888889,51.0821111111,110.678222222,79.5094444445,90.1877777778,64.7907777778,70.634888889
205.74,78.9272222222,107.535,54.9168888889,50.5747777778,98.5952222223,70.6257777778,83.3971111112,59.5145555556,66.9220555557
206.12,82.5000000001,119.444444444,56.3888888889,63.1944444444,105.277777778,79.5833333333,87.7777777779,69.7222222222,70.625
206.50,77.124,117.124333333,57.2551111111,57.6471111111,102.222222222,75.2942222222,81.6993333333,65.3595555556,70.9149444443
206.87,81.4815555556,112.345666667,55.8024444444,55.679,98.2716666666,74.1975555556,78.7653333332,60.1235555556,73.8272777777
207.25,78.694,102.405666667,49.7134444444,50.8588888889,85.6813333334,66.2084444444,69.6448888889,51.0881111111,69.7022777777
207.63,78.5185555556,108.024555556,43.0864444445,49.0124444444,81.2344444443,62.963,64.321,51.2346666667,68.3334444443
208.01,66.2552222222,99.8628888889,36.6255555556,40.192,64.8832222222,52.9493333333,47.0505555555,34.842,61.4538333333
208.39,50.8546666667,92.45,24.359,30.4845555556,57.2651111111,37.4643333333,33.0483333333,27.3504444444,46.2963333333
208.77,53.646,93.2292222222,18.9236666667,31.771,52.6043333333,30.0348888889,32.6388888889,27.4307777778,42.1007777778
209.14,60.3603333334,127.927666667,15.9157777778,34.8348888889,63.0630000001,16.8167777778,32.7327777778,27.928,41.4412222222
209.52,39.3652222222,104.761777778,5.07944444443,15.2378888889,45.7142222221,-10.1587777778,21.9045555556,5.71433333333,22.857
209.90,38.889,107.407444444,23.4566666667,21.605,51.2347777778,-0.9258888889,33.3332222222,13.2715555556,40.2776666667
210.28,38.0952222222,88.6622222222,22.6757777778,20.8615555556,51.0204444445,3.85488888889,33.7868888889,14.5124444444,46.3716666667
210.66,33.5601111111,76.1904444444,9.29722222221,35.1474444444,52.381,4.30844444442,29.932,21.0883333334,39.2290555556
211.03,40.7407777778,82.4073333333,19.9074444445,40.5091111111,58.1018888889,0.231333333333,36.3425555556,30.0927777778,43.5184444444
211.41,40.6564444444,80.5555555557,30.303,47.4747777778,73.7374444446,-1.51511111111,45.707111111,40.6565555556,53.5352777778
211.79,37.9312222222,70.1148888889,37.7396666666,52.682,74.3294444446,13.793,52.6818888888,42.9117777778,55.5555
212.17,45.098,83.6601111111,37.9085555556,59.2593333335,97.6033333336,15.9041111111,64.2699999999,50.9804444444,63.1807777778
212.55,51.7304444444,82.3314444446,54.6446666668,58.6521111112,90.5283333335,17.1222222222,69.9452222223,52.4588888889,71.9488888889
212.92,45.3124444445,83.507,55.0347777778,58.3333333333,87.6736666667,15.6247777778,62.5001111111,45.3123333333,71.1805
213.30,42.2482222222,75.4521111111,46.253,48.5788888889,75.969111111,17.9586666667,53.1007777778,42.5064444444,61.1110555556
213.68,49.9448888889,76.1276666667,51.9252222222,56.3255555556,80.858,27.8328888889,53.2454444444,44.1143333333,63.5861666667
214.06,51.6611111111,74.1124444445,50.0574444445,53.4934444445,83.5053333332,28.2932222222,52.6918888889,41.237,57.4455555556
214.44,53.1007777778,72.3514444445,49.7414444445,48.8372222222,83.8500000001,25.969,55.5556666667,38.5013333333,58.9148333333
214.81,65.0793333333,82.380888889,62.6983333332,45.0795555556,97.3015555556,30.7935555556,67.4603333335,36.6666666667,70.0794444444
215.19,54.5137777778,73.4372222222,44.7916666667,34.2012222222,92.1875555557,17.1873333333,57.1181111112,27.2567777778,65.1908333333
215.57,48.5041111111,81.4103333332,32.2648888889,25.2135555555,95.5125555557,1.70944444444,52.3505555557,26.2818888889,62.5000555556
215.95,77.2358888889,100.271,44.4443333333,23.5771111111,110.569,-6.233,55.8264444443,23.3063333333,80.2165555556
216.32,54.6296666667,58.5184444444,29.4443333333,14.6294444444,62.2221111111,-9.62977777779,30.3704444445,8.70366666667,44.2593888889
216.70,55.5557777778,55.5555555556,19.6881111111,18.7135555556,61.4035555556,-8.38222222222,23.3917777778,2.33922222222,33.3333888889
217.08,55.3638888889,49.2337777778,8.42911111109,10.9194444445,59.5784444445,-11.3027777778,18.1992222222,-1.14922222222,26.9158333333
217.46,67.4895555556,53.4976666666,18.9301111111,19.1357777778,66.4607777778,0.411444444443,19.9588888889,10.2881111111,29.3208888889
217.83,67.8063333333,55.2706666667,0.569666666677,2.2791111111,52.9914444444,-15.0996666666,13.9602222222,9.11688888887,29.3448888889
218.21,41.6018888889,32.5581111111,-16.0205555555,-28.6822222222,17.0543333333,-37.4675555556,-12.1446666667,-9.04399999997,12.4029444444
218.59,33.102,31.713,-0.231555555567,-18.0555555555,21.9906666667,-27.3148888889,-7.6388888889,-3.4721111111,11.8056111111
218.97,28.544,37.1646666666,7.47133333333,-7.66266666667,22.6053333333,-20.4981111111,-8.42933333333,-0.191666666667,25.6703333333
219.34,56.1845555555,61.4254444445,38.3646666667,12.9978888889,39.413,7.96655555554,11.5303333333,20.7546666667,47.5891111111
219.72,39.6824444444,45.805,31.0658888889,3.17466666663,22.6756666667,-6.57577777777,-10.2038888889,1.13388888887,40.0228333333
220.10,34.0426666667,45.1536666667,32.8605555556,11.8203333333,23.4042222222,0.70922222222,-7.80133333333,6.85566666667,39.9526666667
220.47,56.5655555556,70.7071111111,57.2391111111,37.7105555555,39.0572222222,16.8348888889,-7.40755555556,29.6297777778,62.4579444444
220.85,61.1109999999,61.4197777778,57.7160000001,33.9505555557,32.4073333333,18.2098888889,1.54322222221,22.5308888889,70.216
221.23,29.6295555556,40.1707777778,38.4615555555,17.9487777778,-0.000111111123334,4.55833333333,-7.97722222221,-1.42455555553,45.4416666667
221.61,-5.018,7.88533333334,0.358444444433,-11.4694444445,-46.595,-35.8424444444,-54.8386666667,-50.5376666667,18.8170555556
221.98,-36.3636666668,-31.3132222222,-32.8284444446,-50.0001111111,-80.8081111112,-96.9696666667,-128.282888889,-109.595888889,-25.0001111111
222.36,-8.99466666677,-14.2854444445,-35.4496666668,-13.2274444444,-43.3863333334,-65.0792222222,-108.994666667,-82.5396666667,-32.2751666667
222.74,-416.666666668,-399.999999999,-938.888888888,-594.444444444,-661.11111111,-1277.77777778,-1638.88888889,-1266.66666667,-880.555555557
223.11,-111.111111111,-177.777777778,-340.740555555,-187.036888889,-166.666555556,-405.555444444,-498.148,-366.666666667,-386.111111111
223.49,-485.185222222,-696.296111111,-988.888999999,-755.555555556,-529.629555556,-1059.25922222,-1262.96288889,-1022.22211111,-1196.29638889
223.87,-237.777777778,-406.666666667,-606.666666667,-431.111111111,-220.0,-546.666666667,-673.333333334,-573.333333334,-756.666666667
224.24,-116.666666667,-220.833333333,-298.611111111,-280.555555556,-8.33333333323,-295.833333333,-401.388888889,-277.777777778,-414.583333333
224.62,51.8518888889,-24.074111111,-69.4444444444,-97.2222222222,150.926,-71.2964444443,-111.111111111,-95.3704444447,-133.796277778
225.00,90.1234444445,58.0246666666,20.3704444444,7.40733333333,169.135777778,19.753,-5.55555555543,25.9257777779,-37.963
225.38,139.743444445,111.538444445,100.427444445,81.624,211.538444445,82.9058888889,82.4785555556,105.983,44.6580555556
225.75,112.063333333,87.3015555557,99.0474444445,79.365,182.539777778,74.9207777778,95.5555555555,100.952444444,56.0316111111
226.13,97.5095555556,84.0997777778,84.4826666668,74.3293333333,132.375444444,76.4367777778,85.6321111111,92.7202222222,63.5057222222
226.51,105.895888889,102.267666667,103.854888889,87.9818888889,148.979666667,88.8889999999,97.5054444445,103.628333333,82.9932222222
226.88,102.222222222,94.6666666667,98.4444444443,86.2222222223,135.777777778,94.6666666668,90.0000000001,101.111111111,76.4444444444
227.26,124.691444444,114.506222222,117.901222222,99.9998888888,161.419666667,116.357777778,103.703777778,111.111111111,99.5371111111
227.64,113.580111111,125.000111111,122.530888889,114.814777778,164.506222222,119.753111111,103.086333333,121.604888889,115.123722222
228.01,197.222222222,212.222222222,202.777777778,198.333333333,260.0,180.555555555,169.444444444,193.888888889,189.166666667
228.39,693.333333333,842.222222222,660.0,866.666666666,904.444444444,640.0,668.88888889,664.444444443,678.888888889
228.76,-162.626222222,-289.899111111,-150.505111111,-298.989888889,-288.889,-167.676777778,-207.070777778,-211.111222222,-207.575833333
229.14,-19.0476666667,-104.762,-26.9840000001,-84.1268888888,-104.761888889,-42.328,-56.0847777778,-51.3227777777,-62.6983888889
229.52,16.9934444445,-24.1828888889,32.0262222222,-9.47711111113,-21.5686666667,2.28766666667,33.987,10.7842222222,2.28772222222
229.89,29.6296666667,-10.0217777778,43.7906666667,6.318,16.3397777778,17.8651111111,45.0981111111,28.7581111111,22.8758333333
230.27,44.7711111111,11.2744444444,51.634,19.2811111111,33.6602222222,26.6338888889,48.6927777778,38.3985555556,37.255
230.65,46.2687777778,19.7346666667,53.7312222222,22.7198888889,37.8111111111,28.1925555556,51.7412222222,41.2935555556,48.8392777778
231.02,38.4773333333,6.79011111111,41.5636666667,3.90922222222,33.3332222222,17.0783333333,40.3292222222,29.8353333333,31.1727222222
231.40,26.7094444444,-2.77766666666,34.6155555555,-5.55555555557,20.0854444444,7.90611111112,31.8375555556,8.33333333333,21.5811666667
231.78,10.8933333333,-15.0325555556,16.1221111111,-8.9322222222,10.4575555556,-9.36822222222,11.5467777778,-6.10022222223,8.9323888889
232.15,-1.97544444447,-29.8764444445,-7.40744444446,-25.926,-18.0246666666,-27.1604444445,1.97533333336,-24.1974444444,-2.8396111111
232.53,4.60711111111,-14.6342222222,-5.1491111111,-7.8588888889,-10.5692222222,-18.4282222222,15.1761111111,-13.821,10.2978333333
232.90,-8.642,-11.1111111111,-20.0617777778,-6.17277777779,-15.4322222222,-21.6047777778,29.9384444445,-35.8025555556,4.47516666667
233.28,-37.8472222222,-23.2638888889,-24.6527777778,-31.5972222222,-25.0,-35.4166666667,36.8055555556,-44.0972222222,-0.347222222223
233.66,-9.80400000002,-8.49655555553,-23.8563333334,-9.15044444447,-7.18944444442,-18.6274444445,39.2156666667,-24.8366666667,2.12438888889
234.03,-32.5397777778,-4.36499999999,-49.2063333333,-14.2856666666,-40.0792222222,-45.6348888889,42.0635555556,-34.5237777778,-7.341
234.41,-29.0848888889,-0.32677777778,-45.425,4.24822222221,-39.2156666667,-27.1242222222,33.3333333333,-18.9544444444,-2.77766666667
234.78,-77.7778888888,-50.2415555556,-116.908333333,-34.2995555556,-98.5507777779,-71.0144444443,9.66188888887,-68.1158888888,-52.4152777778
235.16,-32.7913333333,-21.4092222222,-48.2384444444,1.084,-54.4715555556,-37.1274444444,13.2791111111,-28.1843333333,-21.5445
235.54,-0.666666666677,5.55555555556,-21.7777777778,27.1111111111,-18.2222222222,-7.11111111109,31.1111111111,1.11111111112,11.0
235.91,13.6612222222,20.5828888889,-2.91433333334,35.1548888889,-1.27511111112,12.2041111111,45.7194444445,22.2223333333,28.3241666667
236.29,-3.17466666667,1.13399999999,-14.7392222222,31.2923333333,-12.6984444444,-7.02944444442,37.1883333333,2.04077777778,20.7485
236.66,-9.85322222221,-6.49900000001,-9.43377777778,20.5451111111,-15.7234444445,-12.7881111111,26.4151111111,-2.51577777779,5.97494444443
237.04,-5.83799999999,1.50677777779,2.82488888887,31.0733333333,-8.47455555554,-3.95488888888,24.482,10.3577777778,10.1694444444
237.41,-3.07022222223,-7.40148683083e-17,-3.21633333333,25.5846666667,-8.18711111111,-6.57899999999,11.111,2.04666666667,5.70177777777
237.79,-3.98866666667,-6.83755555556,-7.265,21.3675555555,-12.3931111111,-8.54700000001,4.55822222221,2.13688888889,7.265
238.17,-13.5641111111,-17.1717777778,-13.4198888889,10.8224444445,-14.2856666666,-12.6984444444,-1.73166666665,-4.04022222222,1.80372222223
238.54,-20.3921111111,-12.1567777778,-15.1633333333,-0.13066666667,-12.5491111111,-12.9412222222,-1.43788888889,-2.61444444445,-8.03933333333
238.92,-11.4196666667,-6.893,-4.01244444443,2.98333333333,-7.20155555555,-4.21833333333,0.514444444443,2.05755555556,-4.1153888889
239.29,-18.8271111111,-15.9464444444,-14.4033333333,-5.55577777778,-15.1233333334,-6.89311111111,-8.64199999999,-5.55555555557,-9.41355555557
239.67,-29.9792222222,-32.1803333333,-26.9392222222,-23.2703333333,-24.0042222222,-18.9728888889,-21.4884444445,-18.7631111111,-22.0648888889
240.04,-35.0048888889,-34.5133333333,-29.1052222222,-29.7936666667,-24.8771111111,-22.6154444445,-26.9418888889,-24.5821111111,-27.0402222222
240.42,-17.7231111111,-16.0191111111,-14.1103333333,-14.2468888889,-8.65699999999,-7.70266666666,-12.6105555556,-8.24788888888,-12.9515555556
240.79,-9.13966666667,-10.7526666667,-12.2461111111,-7.70611111111,-1.55333333335,-2.68811111111,-6.21266666668,-3.52444444445,-4.59988888889
241.17,-4.26933333333,-7.356,-11.1112222222,-7.45888888889,-0.617333333323,-1.44033333333,-3.60077777778,-1.80044444444,-0.28288888889
241.54,-2.30888888889,-3.41511111111,-8.89844444443,-6.20477777779,1.20255555556,2.50122222222,-0.625222222223,0.192555555554,2.5975
241.92,-3.18633333333,-1.593,-5.55544444443,-7.88400000001,1.75655555556,3.06377777778,0.40822222222,-1.75655555556,3.22688888889
242.29,-1.73144444445,1.37088888889,-5.33911111112,-5.51966666668,0.829777777777,4.94233333333,0.0363333333333,-2.05622222222,3.60744444444
242.67,2.60033333332,1.92488888889,-3.78244444443,-3.51222222222,1.62133333334,7.05844444443,2.46544444444,-1.14822222222,6.09594444444
243.05,1.90655555556,2.99166666667,-4.76655555556,-4.142,1.47944444444,6.509,2.66277777778,-1.47922222222,6.47616666667
243.42,2.41111111111,5.93033333333,-2.57411111111,-3.55155555556,4.82222222222,7.78766666666,3.617,-0.847111111113,7.11977777778
243.80,3.79622222222,8.51866666668,0.216000000001,-0.710000000003,6.82088888888,10.1234444444,6.51222222222,2.34566666667,10.2933333333
244.17,4.54144444445,9.35511111112,1.81633333333,-0.30277777778,6.35766666667,11.2321111111,6.78155555554,3.633,10.8991111111
244.55,1.58266666667,6.89011111111,-2.26555555556,-4.19,4.03466666666,9.21788888889,3.78644444444,0.589666666667,8.1005
244.92,0.406,7.31066666667,-1.01544444444,-3.01722222222,2.78511111111,10.0377777778,3.91644444444,0.725333333333,7.485
245.30,1.39244444444,7.84477777778,0.267777777776,-1.874,4.06966666667,12.2891111111,4.71222222222,1.90077777778,8.99588888889
245.67,2.966,8.66277777779,2.18933333333,0.541333333333,5.95577777778,12.2881111111,5.27311111111,4.143,10.4873333333
246.05,3.86755555555,9.57266666667,2.86344444444,2.35044444444,5.72666666667,12.8633333333,6.15377777778,5.91877777778,11.1428333333
246.42,3.51188888889,9.34544444444,3.81877777778,2.55255555556,5.23888888889,12.0128888889,6.50555555556,6.52477777778,11.7443333333
246.79,1.52888888889,8.35555555555,2.98666666666,1.12,4.0,10.2577777778,4.19555555555,5.10222222222,10.5955555556
247.17,3.05722222222,10.2234444444,5.02955555555,3.50111111111,5.85133333333,12.0314444445,5.86788888889,6.83766666667,12.4343333333
247.54,3.04711111111,9.71066666666,5.12477777778,3.81666666667,5.55566666666,11.9728888889,6.37122222222,7.10988888889,13.6193888889
247.92,2.69966666667,9.36055555554,4.24277777778,3.99044444444,4.56911111111,11.0368888889,5.97855555556,6.12677777778,12.3868333333
248.29,3.10655555556,9.44966666667,4.19,4.45011111111,5.27355555555,10.432,6.67522222222,6.09755555556,12.8593333333
248.67,5.05044444444,11.0398888889,6.53,6.28811111111,7.01366666667,11.3671111111,8.13777777779,7.654,14.1771111111
249.04,3.845,9.60522222223,5.29244444444,4.51733333333,5.99433333333,10.1462222222,6.33022222222,6.40344444444,13.3697777778
249.42,1.62566666667,8.25444444444,4.22977777778,2.77755555555,4.62433333333,8.09666666664,5.12944444445,5.27155555555,11.7658888889
249.79,1.06544444444,7.42433333333,3.63611111111,1.89422222222,2.89188888889,7.66099999999,4.71855555556,4.53222222222,10.9165555556
250.17,1.38444444445,6.994,4.13533333334,2.53511111111,3.57766666667,7.31744444444,4.67455555555,4.92633333333,10.8865
250.54,1.36933333334,5.88822222222,3.50155555556,1.70188888889,3.57977777778,7.02255555553,4.01022222222,4.67533333333,10.0155555556
250.92,2.75733333333,7.279,5.17022222222,4.70411111111,5.27177777778,8.33344444444,6.245,6.99522222222,12.0742222222
251.29,1.03844444444,6.04344444444,3.73811111111,3.09444444445,4.07066666667,6.64588888888,4.42355555556,5.17133333333,9.71972222222
251.66,0.732222222223,5.85711111111,2.84255555556,1.31355555556,3.33766666666,5.98611111111,4.11288888889,5.23255555556,8.51638888889
252.04,0.536444444443,5.72333333333,2.79444444444,-0.424777777778,3.75588888889,6.39400000001,3.443,5.25377777778,8.5625
252.41,1.511,5.55555555555,2.34777777778,-0.48822222222,3.74255555555,6.8108888889,3.46366666667,5.13711111111,8.57744444444
252.79,0.886222222222,4.23855555556,0.958,-1.41266666667,1.55666666666,6.41744444445,3.23266666667,3.42433333333,7.66277777778
253.16,0.724777777779,4.46866666667,1.54588888889,-0.990333333335,2.92266666667,5.72455555556,3.62311111111,3.40577777778,7.18594444444
253.54,-0.605444444444,2.67888888889,-0.95511111111,-1.60722222222,1.23455555556,3.21444444444,1.025,1.88677777778,6.00994444444
253.91,-2.33044444444,2.42466666667,-1.55377777778,-2.56577777778,1.08277777778,2.33055555556,0.847555555557,1.22433333333,6.603
254.28,-4.58677777778,1.20188888889,-3.87533333333,-5.27355555556,-1.03,0.51511111111,-1.93766666667,-1.93766666667,4.61127777778
254.66,-2.95977777778,2.38277777778,-2.58355555555,-2.408,0.902888888888,0.526777777779,-0.752444444445,-0.777444444443,5.76888888889
255.03,-4.04522222222,0.683111111112,-4.17655555555,-3.78255555555,-0.394,-0.367666666667,-2.54788888889,-2.33777777778,4.80711111111
255.41,-2.60633333333,0.219444444447,-3.01788888889,-2.35944444444,-0.13722222222,1.06988888889,-1.31688888889,-0.246888888887,6.33733333333
255.78,-0.498555555557,2.52155555556,-0.692666666668,0.748111111111,1.74555555555,2.466,0.942222222222,0.664888888887,8.21544444444
256.15,0.212666666666,1.967,-1.11655555555,1.94055555556,0.505000000002,2.49866666667,0.292444444444,1.08988888889,8.45305555556
256.53,0.516333333333,2.70411111111,-0.221111111112,3.51522222222,0.295,3.41688888889,-0.59,2.55655555556,8.02616666667
256.90,0.863666666667,3.08122222222,0.49011111111,4.17855555555,1.12055555556,3.71133333333,-0.326777777779,3.57133333333,9.30194444444
