wavelength,Back_SpoNicm,Belly_SpoNicm,Breast_SpoNicm,Crissum_SpoNicm,Crown_SpoNicm,DorTail_SpoNicm,Rump_SpoNicm,Throat_SpoNicm,WingTip_SpoNicm
213.30,673.333333333,1286.66666667,1593.33333333,1320.0,1006.66666667,735.0,920.0,793.333333334,440.0
213.68,-35.3845999999,-121.025666667,-155.897466667,-122.820533333,-76.4102666667,-37.6923333333,-73.5896666667,-39.7435333332,5.89726666686
214.06,-19.0,-71.6666666666,-89.8333333332,-75.3333333333,-28.0000000001,-14.3333333333,-24.1666666667,-17.6666666667,11.6666666667
214.44,-1.31313333332,-32.3232000001,-37.9798666667,-30.707,3.43440000001,7.57580000001,3.33333333332,6.56573333334,19.2929333333
214.81,-39.0642666667,-69.5905333333,-77.3099333333,-68.3040000001,-28.5379333333,-28.3042,-28.7720666666,-27.6024666667,-12.1637333333
215.19,-40.6249999999,-53.8542,-73.9582666667,-61.7706666666,-23.4372666667,-28.0208,-27.3958666667,-32.7080666667,-14.9998666667
215.57,-43.5087333334,-56.4912666667,-83.3918666667,-67.7192666667,-19.0644666667,-34.9708,-17.8947333333,-27.3684,-12.5147333333
215.95,-35.5974666667,-37.8616666667,-72.4528000001,-56.3523333333,1.88686666666,-26.2891333333,2.64153333334,-10.1886666667,3.6478666666
216.32,-39.7435999999,-37.1794666667,-69.3588666667,-59.4871333333,6.92313333332,-24.7434666667,4.48713333328,-10.0000666667,-6.92299999994
216.70,-71.7074666665,-69.9186000001,-109.1056,-104.390066667,-12.8456,-63.4144666667,-19.0244000001,-42.9267999999,-40.3253333334
217.08,-67.5758,-64.3939333333,-101.6666,-93.4848000001,-15.7575333334,-60.0000666667,-19.9999999999,-38.3334,-39.2424000001
217.46,-53.3332666667,-51.4494,-83.1882666665,-70.4347333334,-3.3332,-35.7970666667,-8.84059999988,-26.0869999999,-27.6810666667
217.83,-70.4066666667,-65.8536666666,-97.3984666666,-77.3985333333,-4.22766666666,-37.5609333333,-9.5934666668,-26.6667333333,-28.7805333333
218.21,-306.666733333,-309.3334,-396.4446,-348.4444,-173.333266667,-238.666666667,-173.777866667,-203.111133333,-207.999866667
218.59,-1164.0,-1156.0,-1360.0,-1276.0,-708.0,-916.0,-749.333333333,-793.333333334,-823.999999999
218.97,-816.6666,-881.111066667,-1013.33333333,-972.222266667,-495.555533334,-664.444466667,-556.6668,-578.888933333,-605.555600001
219.34,-4460.0,-5046.66666666,-5660.0,-5419.99999999,-2820.0,-3720.0,-3326.66666667,-3193.33333333,-3820.0
219.72,724.444466666,848.888933333,941.111133333,993.333333332,540.0,573.333333333,598.889000001,583.333333334,687.777933333
220.10,879.999933335,1070.00013333,1144.44453333,1177.77786666,727.777733335,736.666733334,860.0,760.0,952.222066665
220.47,1130.0,1376.66666667,1441.66666666,1480.0,958.333333334,853.333333333,1058.33333333,901.666666667,1145.0
220.85,561.481533333,651.851799999,660.740733333,694.074066667,436.296333333,404.444333333,496.296266666,400.7406,502.222333333
221.23,-1531.1112,-1986.66653333,-1835.55553333,-2066.66666667,-1142.22213333,-1033.33333333,-1342.22233333,-1084.44453333,-1442.22226667
221.61,207.916666667,249.583333333,239.791666667,258.958333333,167.291666667,172.916666667,191.041666667,172.291666667,204.791666667
221.98,165.087666667,197.193066667,196.6666,217.017466667,135.087733333,142.631533333,151.578933333,146.6666,172.280733333
222.36,201.866666667,250.4,229.066666667,277.333333333,119.466666667,144.0,162.666666667,156.266666667,213.066666667
222.74,130.5984,163.418733333,155.8974,185.982733333,88.7180666668,100.8546,113.504266667,111.111133333,141.880533333
223.11,93.1428666667,104.666666667,105.047733333,120.381,63.0476666666,73.9047999999,74.4761333333,73.5236666666,99.0477333334
223.49,97.3494666665,104.257133333,106.907533333,119.839266667,70.9235999999,79.6786666667,79.0362666666,78.0724,101.767133333
223.87,93.8094666667,93.3334666667,100.135933333,109.1838,66.8025333333,77.6870666667,76.6667333333,73.4694,95.6462666668
224.24,86.8181333333,82.1212,94.9243999999,101.818133333,56.6666,70.5303333333,66.1362666667,66.5908,88.9393333332
224.62,92.8736666667,91.0346666666,105.057466667,114.789266667,61.9923333333,84.1378000001,73.1033333333,76.0919333333,97.5479333333
225.00,84.2195333333,77.2150666667,94.9368000001,107.4262,47.3419333334,71.8144666667,63.9661333333,63.038,88.5231999999
225.38,75.458,63.5165333333,80.8058666666,90.9157999999,42.7106,63.5164,55.9708,54.4322666667,78.6079333333
225.75,83.5135333333,70.1802666667,84.7748666667,106.3064,46.1262,70.2702666667,59.5494666667,59.2792666667,87.0269333333
226.13,87.3059333334,77.8082,90.6848666667,116.1644,48.8585333333,78.1736,69.5891333334,62.6483333333,98.5388
226.51,85.2444666667,78.7555333333,94.7556000001,115.111066667,57.4222666667,87.6444,74.8443333332,65.4222666667,92.8888666667
226.88,103.673466667,92.1087333333,117.823,149.251733333,61.6325333334,105.169933333,86.3946000001,70.8842666667,122.176933333
227.26,133.904733333,113.523733334,157.523866667,192.7618,75.6190666667,140.5714,114.476266667,100.571466667,162.666733333
227.64,235.925866667,206.666733333,264.074,359.259266667,133.703666667,258.888866667,178.889,180.370466667,260.740733333
228.01,416.1904,410.476333333,524.761799999,724.761866667,176.1906,489.523866667,313.3334,329.5238,494.285666667
228.39,126.8518,131.852,143.518666667,188.703666667,70.3704,142.962866667,108.888933333,104.074066666,135.740733334
228.76,132.142866667,140.714133333,157.6192,201.666666667,66.4285999999,140.714266667,116.666666667,111.428533333,148.571466667
229.14,104.133333333,116.133333333,115.866666667,142.533333333,63.8666666667,114.266666667,91.2,97.8666666667,124.666666667
229.52,98.6665333333,112.5554,114.111066667,129.666533333,64.8888666667,105.444533333,77.5556666667,91.0,115.222266667
229.89,88.1966666665,98.1420666666,102.9508,110.054666667,50.6010666667,85.5737333334,62.4043333333,76.0655333334,101.967133334
230.27,76.7041333333,86.6666666667,90.262,94.6068,56.6292666667,77.0786,57.9775333333,71.9100666667,85.1684666667
230.65,76.3218666667,84.4444,86.5134,94.8658666667,52.567,71.3410666667,53.9463333333,71.8774,86.8966666667
231.02,70.5704666667,78.6186,79.2792666666,81.7418000001,52.0120666667,68.8288,51.3514000001,73.1531333333,79.8800666667
231.40,67.4588,85.2805333333,77.4258000001,85.4125333334,50.7589333333,69.1748666666,51.8152000001,75.0495333334,81.4521333334
231.78,58.8172666667,73.8170666667,69.6775333334,74.3010666667,43.8709333334,58.8172666667,47.6882000001,67.6344,74.4624
232.15,65.3108,82.3729333333,76.7232666666,84.0677333333,52.7684666667,67.8531333333,53.2202666666,78.7005333334,88.0792
232.53,71.1882666667,83.3623333333,78.6086,86.3768000001,54.3188,68.9855333333,53.855,82.8986,88.2318666667
232.90,70.56,80.7466666667,73.44,82.7200000001,53.12,69.28,51.68,77.1733333333,85.5466666667
233.28,73.2711333333,85.2338,80.7476666667,87.3520000001,58.5670666667,70.9034666667,51.7756,82.7415333333,93.7071333334
233.66,74.3636666667,87.2122666667,78.3636,86.1818666666,60.4242666667,72.9091333334,59.0304,86.0606666665,95.7576666665
234.03,90.7245333333,110.724666667,98.3332666666,105.579666667,76.8839333334,94.4202666667,76.2318666667,106.014533333,114.710133333
234.41,90.0776666667,106.976733333,93.9535333334,99.6123333334,67.2868,91.4728666667,72.7131333334,108.139533333,116.279066667
234.78,88.1158666667,103.840533333,94.6377999999,96.0869333333,74.2029333333,93.1160000001,76.0870666667,109.420266667,115.217466667
235.16,89.8823333333,107.2158,96.0783333333,96.7059333333,76.0000000001,96.5491999999,79.6078666667,109.098066667,117.9608
235.54,90.5617333333,100.374466667,94.382,92.3594,72.5842666667,91.6852666666,77.4532,102.996333333,111.760266667
235.91,88.6957333333,95.0,87.9710000001,80.4347333333,68.116,90.3623999999,72.9709333333,94.3478,110.145
236.29,111.168866667,118.181866667,106.579933333,92.3810666667,82.5107999999,112.640733333,89.1774000001,115.670933333,129.091
236.66,134.687133333,158.229066667,130.7292,118.020666667,113.854,140.312266666,114.062266667,149.2706,173.1248
237.04,145.6,179.6,146.133333333,130.8,122.4,158.933333334,129.066666667,178.533333334,203.733333334
237.41,158.095333333,203.945466667,160.544266667,139.591866667,135.238066667,173.333333333,150.884266667,196.598533333,214.0136
237.79,183.077,241.538533333,196.752133333,162.3934,155.213733333,201.5386,179.316333333,239.658266667,264.273466667
238.17,99.1869333333,124.390133333,105.365866667,89.9998000001,83.6585333333,105.609666667,97.7234666668,129.674933333,137.4798
238.54,94.4313333334,116.941133333,103.6078,82.5098000001,84.0000666667,98.1175333332,94.0392666666,118.666533334,127.294133333
238.92,73.0216666667,95.1402666666,81.6821999999,66.5419999999,61.5576666667,73.4579333333,72.9596,87.9127333333,101.1214
239.29,59.2651333333,80.945,66.7717999999,59.6325333333,49.9737333333,61.2073333333,61.9947333333,71.1811333333,83.2545333332
239.67,53.7868666667,74.2856000001,61.0884666667,53.4693333333,48.4807333333,55.5102,57.1429333333,64.2176666667,75.7822666667
240.04,43.7500666667,69.2129333333,53.1944,47.963,41.713,46.0184666667,48.5648666667,57.4536666667,64.9999333333
240.42,35.3233333333,55.4560666667,43.7479333333,40.4643333333,33.9305333333,36.4178666667,40.6302666667,44.7097333333,53.2006
240.79,31.1828666667,47.527,38.7366666667,35.1345333333,28.5214666667,33.4676666667,35.914,38.7633333333,45.2151333333
241.17,28.5851333333,43.3092,35.5155333333,32.1342,27.3140666667,31.7985333333,32.7337333333,34.988,41.3429333333
241.54,26.078,38.7380666667,31.714,30.2839333333,25.5099333333,29.8632,28.6644666667,31.7559333333,37.918
241.92,22.9952,34.8792,27.343,27.8454,21.4879333333,26.8213333333,25.3525333333,26.8212666667,32.4058666667
242.29,22.0652666667,34.4926666667,25.5616666667,26.4854,21.9202,26.25,24.4204,24.8007333333,32.0652666667
242.67,22.0647333333,35.993,24.8993333333,26.4568666667,22.2572666667,27.0866,24.7594,25.0393333333,33.3508666667
243.05,23.5124,35.8568666667,24.9444666667,26.5132,23.5123333333,28.8830666667,25.8996,26.9394,33.9810666667
243.42,26.0775333333,38.7206,27.3064,27.4579333333,25.6564,31.2794666667,27.6432,29.8653333333,37.6599333333
243.80,24.3968666667,37.0,25.7301333333,26.2064,24.6985333333,30.3650666667,26.619,28.8887333334,37.0793333333
244.17,26.0823333334,38.7265333333,27.9550666667,28.7041333333,27.2508666667,33.1086,29.9324666667,31.0113333333,39.2509333333
244.55,25.5058666667,38.0803333333,28.006,29.3601333333,28.4672,34.4791333333,30.2381333333,31.0862666667,38.9879333333
244.92,23.5602,34.4604,26.1168,27.4914,26.8454,32.0961333333,27.5463333333,28.0549333333,36.0549333333
245.30,23.5250666667,33.1414666667,26.2590666667,26.9904666667,26.3547333333,30.6114666667,26.9664,27.506,35.1198
245.67,22.5726,31.0016,23.9956666667,25.364,24.1269333333,29.2392666666,25.4843333333,25.2326666667,33.5195333333
246.05,20.6408666667,28.5584666667,21.7016666666,22.9629333333,22.4723333333,27.4174666667,22.7528,22.8228,31.7918
246.42,18.4896666667,26.2240666667,19.9807333333,20.9813333333,20.4522666667,26.051,20.7406666667,20.9138666667,30.1779333333
246.79,17.4094,24.5652666667,18.587,20.2808,18.9312,24.7282666667,19.5562666667,19.8278,28.4872
247.17,15.3204666667,22.9763333334,17.1871333333,18.6064,17.2645333333,23.0795333333,17.3592,18.0472666667,26.8042666667
247.54,12.4532666667,19.7342,14.4208666667,16.1062666667,15.2344666667,20.1907333333,14.4374666667,15.3756,23.0883333333
247.92,12.0217333333,19.05,13.7536666667,15.3930666667,14.3756666667,19.7898,13.678,14.7204,22.4128666667
248.29,11.1252,17.9617333333,12.3822666667,13.7155333333,12.9258,18.7854666667,11.949,13.7324666667,21.2229333334
248.67,10.6368666667,17.5406,10.8827333333,12.2442,11.5676666667,17.8394,10.953,12.8327333333,20.4217333333
249.04,9.33699999999,17.5283333333,9.47926666667,11.0323333333,10.2556666667,16.5720666667,10.5208666667,11.9601333333,20.1703333333
249.42,8.8242,18.2104666667,9.00819999999,10.5114666667,10.1943333333,16.7894,10.5110666667,11.2168,19.7136
249.79,5.43293333334,16.7062,7.37966666667,7.62866666668,8.68140000001,14.0012,8.28533333333,8.738,16.8193333333
250.17,6.10506666667,18.2436,9.22333333334,9.04413333333,10.8122666667,14.767,9.96413333333,10.3822666667,17.9331333333
250.54,8.15640000001,20.7200666667,10.8752666667,10.5028,12.3401333333,16.1265333333,11.9553333333,12.0174666667,19.2055333333
250.92,6.9668,19.9348,9.96753333333,8.79326666666,11.7676666667,15.0684,10.4630666667,10.5414666667,17.9778666667
251.29,8.81986666667,21.6563333333,11.1939333333,9.75846666667,13.9544666666,17.1015333333,12.2980666667,11.5664666667,18.7715333333
251.66,7.27279999999,21.3303333333,9.87433333332,7.92306666667,11.4413333333,15.2401333333,11.7665333333,10.0516666667,17.96
252.04,8.29333333333,22.5417333333,10.5593333333,9.3536,12.6942,15.9040666667,13.6529333333,11.5904666667,18.5767333333
252.41,6.33626666667,21.4564,8.60366666667,8.04793333333,11.0811333333,13.4835333333,12.8678666667,9.26426666665,17.1920666667
252.79,6.65240000001,21.2069333333,8.99420000001,8.57766666667,11.9828,13.1465333333,13.2184,9.5114,17.385
253.16,6.46606666667,20.3154,8.30106666666,8.51606666667,12.215,13.5054,12.4732,10.1362666667,17.4051333333
253.54,6.33699999999,19.7452666667,7.19093333334,8.43440000001,11.7154666667,12.5092666667,11.2208666667,10.3520666667,16.7789333333
253.91,9.59940000001,22.4640666666,8.889,10.7786,13.7112,15.0870666667,14.0590666667,12.8344666667,19.8338
254.28,9.01786666666,22.1256,6.60219999999,9.88733333333,12.6409333333,14.7182,13.5104,12.1256,18.5666666667
254.66,6.51406666668,20.2376,4.95333333334,8.93986666668,11.0941333333,12.7736,12.536,10.2798666667,15.9798
255.03,7.15793333332,21.2281333333,6.01759999999,10.8948,12.3509333333,14.4561333333,13.4211333333,12.2807333333,17.8420666667
255.41,7.36646666667,20.7874,5.52926666667,12.0735333333,12.2309333333,14.0158666667,14.2257333333,12.9834,17.9176666667
255.78,13.5638,25.5637333333,11.72,18.4198,19.0123333333,21.1522666667,19.1934,18.3868666667,23.7532
256.15,10.3350666667,22.0266666667,8.34166666666,14.8911333333,16.4656666667,18.9112666667,15.2763333333,14.3718,20.9547333333
256.53,13.0982666667,23.4362,11.8062666667,17.4155333333,19.2805333333,21.7475333333,16.6079333333,16.7106666666,22.6577333333
256.90,11.3268666667,21.1220666667,11.1419333333,15.8547333333,16.3037333333,20.1584,14.5608666667,13.8482,20.2374666667
257.28,10.2894666667,18.6920666667,10.5092666667,14.0742,13.912,18.2754,12.7084,11.6087333333,18.1366666667
257.65,10.2124666667,18.0543333333,11.1111333333,13.2345333333,12.8297333333,18.1234,12.4641333333,11.1013333333,18.3900666667
258.02,9.15300000001,16.2915333333,10.5014666667,12.7348666667,11.6645333333,17.1766666667,11.2347333333,10.9146,17.5811333333
258.40,9.33760000001,15.8099333333,10.9718666667,12.5629333333,11.4255333333,16.7243333333,11.1806666667,10.9288,17.5089333333
258.77,9.99080000001,15.6526,10.7845333333,12.3844666667,10.9582,16.5023333333,10.7596666667,10.8342,17.544
259.15,10.531,15.5128666666,10.6033333333,12.5437333333,10.5309333333,15.8688,11.0592666667,10.6032,17.2644
259.52,9.95246666667,15.0026666667,10.2589333333,11.6958,9.57206666666,15.3724,10.2958666667,9.70419999999,16.8622
259.89,9.59713333333,14.5116666667,9.71800000002,11.2286666667,8.72613333333,14.4763333333,9.88919999999,9.36546666667,16.1582666667
260.27,10.1091333333,14.9430666667,10.4145333333,11.9078,8.70293333333,14.6423333333,10.1528,9.852,16.3490666667
260.64,10.5140666667,15.2256,10.9679333333,12.3486,8.93553333333,15.0326,10.9292666667,10.3933333333,16.9876666667
