wavelength,Back_SpoNicm,Belly_SpoNicm,Breast_SpoNicm,Crissum_SpoNicm,Crown_SpoNicm,DorTail_SpoNicm,Rump_SpoNicm,Throat_SpoNicm,WingTip_SpoNicm
544.15,10.7342,46.8563333333,42.6252666667,44.9244,5.1706,9.57839999999,12.0016,6.00906666666,10.4908
544.49,10.7722666667,46.9242666667,42.7192666667,45.0239333333,5.214,9.62166666668,12.0397333333,6.03486666667,10.5176
544.84,10.7956,46.9972,42.7793333333,45.1064,5.22473333333,9.64633333333,12.0551333333,6.04193333334,10.5403333333
545.18,10.7989333333,47.0698,42.8440666667,45.1634,5.22186666667,9.63506666667,12.0714666667,6.0458,10.5390666667
545.52,10.8095333334,47.1627333334,42.8898,45.2340666667,5.24166666667,9.63626666667,12.0897333333,6.071,10.5632
545.87,10.8464,47.2138,42.9582666667,45.2769333333,5.2832,9.6872,12.1158,6.10353333334,10.6084
546.21,10.8970666667,47.2063333333,42.9700666667,45.2812,5.32626666667,9.71980000001,12.1463333333,6.14593333333,10.6446
546.55,10.9259333333,47.2385333333,43.0036,45.3540666667,5.3574,9.75020000001,12.1683333334,6.17233333333,10.6719333333
546.90,10.9764666667,47.261,43.028,45.3887333333,5.40433333333,9.78906666666,12.2026,6.22193333333,10.7290666667
547.24,10.9982,47.2949333333,43.0722,45.4276,5.3938,9.79299999999,12.1924666667,6.21466666667,10.7259333333
547.58,11.0112666667,47.3395333333,43.1228666667,45.4988666667,5.4366,9.81520000001,12.2076,6.24086666667,10.7518
547.92,10.9661333333,47.3300666667,43.1054666667,45.4953333333,5.40773333333,9.78526666668,12.1797333333,6.22253333333,10.7186
548.27,11.0326,47.4559333333,43.197,45.6075333333,5.4696,9.85433333333,12.2464666667,6.3048,10.7954
548.61,11.0877333333,47.4929333333,43.2354,45.6590666667,5.51113333334,9.90006666667,12.2944,6.36106666667,10.837
548.95,11.144,47.4521333333,43.2059333333,45.6668,5.54506666667,9.94139999999,12.3111333333,6.40653333333,10.8707333333
549.29,11.1719333333,47.4384666667,43.2351333333,45.6726,5.58106666667,9.9854,12.3335333333,6.44493333333,10.8832
549.64,11.1444,47.4607333333,43.2094666667,45.7037333333,5.57286666667,9.97440000001,12.3284,6.43453333333,10.8631333333
549.98,11.0872666667,47.4722,43.231,45.7383333333,5.50273333333,9.94053333334,12.2955333333,6.40453333334,10.831
550.32,11.1348666667,47.5176,43.2873333333,45.7818666667,5.5666,9.98546666667,12.3547333333,6.4578,10.8743333333
550.66,11.1289333333,47.5492666667,43.3205333333,45.8158666667,5.56606666667,9.99260000001,12.3663333333,6.44886666667,10.8827333333
551.01,11.1942,47.5404,43.3388,45.8656666667,5.64873333333,10.0786666667,12.4766,6.5332,10.9622
551.35,11.1788666667,47.5465333333,43.3159333333,45.8236666667,5.59533333333,10.0520666667,12.4486,6.5026,10.9338666667
551.69,11.2358,47.5574,43.3214666667,45.8526666667,5.6456,10.1012666667,12.4732666667,6.54866666667,10.9784
552.03,11.2285333333,47.5305333333,43.3117333333,45.8469333333,5.6644,10.0992666666,12.4853333333,6.546,10.9814666667
552.38,11.2486,47.558,43.3171333333,45.8734666667,5.7082,10.1460666667,12.5046666667,6.57266666667,11.0130666667
552.72,11.2476666667,47.6518,43.4137333333,45.9654,5.72313333333,10.1571333333,12.5113333333,6.57926666667,11.0115333333
553.06,11.2724,47.6556666666,43.4483333334,45.9948,5.7494,10.2014666667,12.5520666667,6.60633333334,11.0528666667
553.40,11.3640666666,47.724,43.5486,46.0902,5.82333333333,10.2622,12.6280666667,6.6928,11.1411333333
553.74,11.3562666667,47.7523333333,43.5635333333,46.1168,5.82933333333,10.2688666667,12.6202,6.68606666667,11.1252666667
554.09,11.4013333333,47.798,43.5539333333,46.178,5.85293333333,10.3064,12.6533333333,6.73226666667,11.1540666666
554.43,11.4078666667,47.7998666667,43.5384,46.1650666667,5.85093333333,10.3011333333,12.6392666667,6.7462,11.125
554.77,11.3993333333,47.9272666667,43.5985333333,46.2236666667,5.8652,10.3098,12.6368666667,6.75886666667,11.1251333333
555.11,11.4646666667,47.8946,43.6146,46.2382,5.94573333333,10.3863333333,12.7285333333,6.829,11.1851333333
555.45,11.4682,47.9632666667,43.6964,46.2864,5.9312,10.4059333333,12.7349333333,6.80813333333,11.1571333333
555.80,11.4796,47.9572,43.6495333333,46.2588666667,5.93253333333,10.4066,12.7189333333,6.836,11.1676666667
556.14,11.4902,47.9504666667,43.6020666667,46.2804,5.9448,10.3904,12.7310666667,6.83633333333,11.1528
556.48,11.5336,47.9320666667,43.577,46.2627333333,6.0002,10.4435333333,12.7826,6.89266666667,11.2232
556.82,11.534,47.9253333333,43.5416666667,46.2844,5.97333333333,10.4131333333,12.7587333333,6.84046666667,11.1822666667
557.16,11.5192,47.9084,43.5244666667,46.2444666667,5.9604,10.4152,12.7415333333,6.83033333333,11.1528666667
557.50,11.5853333333,47.9508,43.6064666666,46.2833333333,6.02306666666,10.4528,12.7928,6.87906666667,11.2152
557.85,11.5536,47.9592666666,43.6102,46.2463333333,5.96033333333,10.4325333333,12.7486,6.83153333333,11.1817333333
558.19,11.6169333333,47.9972666667,43.6422,46.2766666667,5.98326666667,10.4600666667,12.8012,6.86173333333,11.223
558.53,11.6262,47.9454666667,43.6334,46.2518666667,5.93466666667,10.4188666667,12.7989333333,6.83633333334,11.2139333333
558.87,11.6382,48.0016,43.666,46.3064666667,5.948,10.3967333333,12.7972,6.84773333333,11.226
559.21,11.7146,48.0113333333,43.6840666667,46.3302666666,6.037,10.4575333333,12.8532,6.9384,11.3468
559.55,11.686,47.9674666667,43.6734666667,46.2989333333,6.0046,10.4306,12.8188666667,6.88606666667,11.3200666667
559.89,11.6846,47.9600666667,43.7278666667,46.2790666667,5.9892,10.4359333333,12.8194,6.8782,11.3234666667
560.23,11.667,47.956,43.7263333333,46.2758666667,5.94553333333,10.4112666667,12.7908666667,6.8562,11.2818
560.58,11.6922666667,47.9991333333,43.7898666667,46.2998666667,5.9726,10.4576666667,12.8017333333,6.906,11.3191333333
560.92,11.6827333333,47.9692666666,43.7594,46.3272,5.9562,10.4457333333,12.7876,6.9094,11.3018666667
561.26,11.6786666667,47.9287333334,43.7315333333,46.2817333333,5.95153333333,10.4737333333,12.7823333333,6.9222,11.2965333333
561.60,11.6410666667,47.8815333333,43.7291333333,46.2477333333,5.93873333334,10.4398666667,12.7874666667,6.894,11.2836666667
561.94,11.6624666667,47.9605333333,43.8354,46.3390666666,5.98406666666,10.492,12.83,6.91913333333,11.3188666667
562.28,11.6199333333,48.0204666667,43.8709333333,46.3681333333,5.9764,10.5056,12.8032666667,6.87766666667,11.3072
562.62,11.6526,48.0639333334,43.9394666667,46.4394666667,5.99713333334,10.5617333333,12.8308666667,6.8764,11.3482666667
562.96,11.6394,48.0672,43.9100666667,46.4244,5.9708,10.5598666667,12.8515333333,6.876,11.3486
563.30,11.6362666666,48.0506666667,43.8796,46.406,5.98113333333,10.5657333333,12.8668666667,6.88453333333,11.3416666667
563.64,11.6735333334,48.1003333333,43.8948666666,46.4380666667,6.002,10.5979333333,12.8809333333,6.9042,11.3774
563.99,11.672,48.1534666667,43.9225333333,46.4778,5.986,10.6114666667,12.9001333334,6.90793333334,11.3857333333
564.33,11.6794,48.1530666667,43.9071333333,46.4709333333,5.96606666667,10.5977333333,12.9178,6.88266666667,11.3644666667
564.67,11.662,48.1812,43.8854,46.4436666667,5.92826666667,10.5841333334,12.9009333333,6.83473333333,11.3664
565.01,11.7252666667,48.2441333333,43.8843333333,46.4743333333,5.96826666666,10.6320666667,12.9425333333,6.86326666667,11.4102666667
565.35,11.7754,48.2906666666,43.9306,46.5389333333,6.02626666667,10.7018,12.9785333333,6.90713333333,11.465
565.69,11.7378666667,48.2392,43.8620666667,46.4674,5.99513333333,10.6718,12.9348,6.8994,11.4524
566.03,11.8142666667,48.2442666667,43.8855333333,46.4921333333,6.07026666667,10.7545333333,13.0204666667,7.01426666667,11.5438666667
566.37,11.7876666666,48.2130666667,43.8278666667,46.4350666667,6.0178,10.7147333333,12.9843333333,6.9784,11.4964
566.71,11.7366,48.1355333333,43.797,46.3992,5.95546666667,10.6646,12.928,6.897,11.4474666667
567.05,11.7752666667,48.2252666667,43.8736666667,46.4863333333,5.9716,10.7234,12.9470666667,6.9302,11.4905333333
567.39,11.7628666667,48.2239333333,43.8716666667,46.4862,5.9526,10.7222666667,12.9549333333,6.941,11.4688
567.73,11.7671333333,48.1684666667,43.815,46.4326,5.9648,10.7104666667,12.9342666667,6.9184,11.4795333333
568.07,11.788,48.2352,43.8654,46.4839333333,5.9942,10.775,12.9568,6.97006666667,11.5587333333
568.41,11.8201333333,48.2389333333,43.9196,46.5314,6.04473333333,10.8316,13.0087333333,7.0206,11.5870666667
568.75,11.7938666667,48.2268,43.9242,46.5627333333,6.02166666667,10.8001333333,12.9918,6.9964,11.5686
569.09,11.7732,48.131,43.8322666667,46.4637333333,5.9928,10.8078,12.9922,7.00746666667,11.5625333333
569.43,11.7958,48.1459333333,43.8504,46.4988,5.97633333333,10.8495333333,13.0094,6.99986666667,11.5767333333
569.77,11.7452,48.1439333333,43.8061333333,46.4530666667,5.94373333333,10.8128666667,12.9679333333,6.95626666667,11.5467333333
570.11,11.7175333333,48.1676666667,43.8167333333,46.4514,5.92853333333,10.8319333333,12.943,6.93626666667,11.5570666667
570.45,11.7368,48.1564666667,43.7888,46.4100666667,5.96533333333,10.8648666667,12.9426,6.96713333333,11.5524
570.79,11.7152666667,48.1716,43.7851333333,46.4110666667,5.92473333333,10.8428666667,12.9390666667,6.92026666667,11.5404666667
571.13,11.7173333334,48.2128,43.8314666667,46.4324666667,5.93913333333,10.8700666667,12.9572666667,6.92646666667,11.5920666667
571.47,11.6881333333,48.1989333333,43.8423333333,46.4345333333,5.89473333333,10.8416,12.9353333333,6.896,11.5683333333
571.81,11.6966,48.2052666666,43.8522666667,46.4162666667,5.92446666667,10.8621333333,12.9664,6.91146666667,11.5850666667
572.15,11.7406666666,48.2655333333,43.8794,46.4342,5.94686666666,10.8853333333,12.9891333333,6.9272,11.6392
572.49,11.7530666667,48.2449333333,43.9192,46.4088,5.94813333333,10.9212666667,13.0270666667,6.95453333333,11.6696
572.83,11.8020666667,48.3248666667,43.9583333333,46.4808,5.98253333333,10.9632666667,13.053,6.98253333333,11.6979333333
573.17,11.7877333333,48.3306666667,43.9439333333,46.4662666667,6.0122,10.9538,13.0638,6.99886666667,11.7094
573.51,11.8112,48.3599333333,43.98,46.5272,6.0142,10.9939333333,13.0837333333,6.98566666667,11.726
573.85,11.8596,48.363,43.987,46.5678666667,6.06566666667,11.0373333333,13.1458666667,7.04453333333,11.782
574.19,11.8746666667,48.4481333333,44.0568666667,46.654,6.0672,11.0666,13.1713333333,7.06433333333,11.8052
574.53,11.9396666667,48.5527333333,44.1192,46.7283333333,6.13173333333,11.1562666667,13.2353333333,7.1494,11.8914
574.87,11.9853333333,48.5608666667,44.1178,46.7524,6.17833333333,11.2054,13.2563333333,7.1924,11.9231333333
575.21,12.0787333333,48.7079333333,44.235,46.8924666667,6.28606666667,11.3379333333,13.3944666667,7.3116,12.0576
575.55,12.0996,48.7407333333,44.2665333333,46.9642,6.25673333333,11.3494,13.3871333333,7.3112,12.0642666667
575.89,12.0706666667,48.7477333333,44.2398666667,46.9888666667,6.22346666667,11.3216,13.3560666667,7.29106666667,12.0329333333
576.22,12.0568666667,48.8023333333,44.2028666667,47.0254666667,6.21266666667,11.3198,13.3317333333,7.28373333333,12.0466666667
576.56,12.0813333333,48.8112,44.2588,47.0333333333,6.22473333333,11.327,13.3452666667,7.2796,12.0992666667
576.90,12.1580666667,48.8826666667,44.2967333333,47.1262666666,6.27413333333,11.4123333333,13.3867333333,7.338,12.1754666667
577.24,12.1838,48.8584666667,44.2692,47.1062,6.31753333333,11.4424,13.4306,7.3894,12.2219333334
577.58,12.1565333333,48.9153333333,44.288,47.1280666667,6.2988,11.4486,13.4289333333,7.40406666667,12.2289333333
577.92,12.2126,48.9927333333,44.3346,47.1796,6.3088,11.4740666667,13.4698666667,7.4194,12.2907333333
578.26,12.1551333333,48.8504666667,44.2623333333,47.0885333333,6.285,11.4081333334,13.4493333333,7.37966666667,12.2469333333
578.60,12.2047333333,48.9443333333,44.3623333334,47.1726666667,6.336,11.4526,13.5048,7.41406666667,12.3246
578.94,12.1738666667,48.8874,44.2956,47.1014666667,6.32286666667,11.4309333333,13.4254666667,7.36146666667,12.2584
579.28,12.1088666667,48.7424666666,44.1721333333,46.9478666667,6.3076,11.3655333333,13.3886,7.3582,12.2055333333
579.61,12.1284,48.7941333333,44.2536,46.9852666667,6.3334,11.4117333333,13.4316,7.3942,12.2628
579.95,12.1478666667,48.7934,44.2648666667,46.9624666667,6.3738,11.4389333333,13.4602666667,7.41673333333,12.2866
580.29,12.1278,48.8315333333,44.2945333333,47.0382666667,6.3806,11.4336666666,13.4373333333,7.4532,12.2813333333
580.63,12.0430666667,48.7386666667,44.2452,46.9688,6.2992,11.3591333333,13.3839333333,7.38613333333,12.1941333333
580.97,11.9636,48.7224,44.2248666667,46.9248,6.192,11.2705333333,13.2697333334,7.30266666667,12.106
581.31,11.9785333333,48.6264,44.1092666667,46.7910666667,6.168,11.2404666667,13.2397333333,7.28953333333,12.0756666667
581.65,11.9821333334,48.5730666667,44.0821333333,46.7684,6.21406666667,11.2846,13.2771333333,7.35653333334,12.0946666667
581.98,12.0419333333,48.6932666667,44.1810666667,46.8646,6.2982,11.3527333333,13.3212666667,7.44433333333,12.1770666667
582.32,11.9199333334,48.6008666667,44.1106666667,46.7822,6.16153333333,11.2275333333,13.2211333333,7.3422,12.0776
582.66,11.8771333333,48.5607333333,44.0770666667,46.7370666667,6.07293333333,11.1649333333,13.1933333333,7.3046,12.0408666667
583.00,11.9069333333,48.6705333333,44.1639333333,46.8525333333,6.09013333333,11.2024666667,13.2256,7.28753333333,12.0834
583.34,11.8412666667,48.5473333333,44.0514,46.751,6.02306666667,11.1214666667,13.1338,7.19946666667,11.9958666667
583.68,11.7773333333,48.4832,44.0037333333,46.7249333333,5.96733333333,11.0514,13.0831333333,7.14053333333,11.9663333333
584.01,11.7608,48.4394,43.9332666667,46.6694666667,5.95046666667,11.0334,13.0874,7.11633333333,11.951
584.35,11.8200666667,48.503,43.9801333334,46.6987333333,6.00986666667,11.108,13.1363333333,7.15493333333,12.0359333333
584.69,11.8760666667,48.4836666667,43.9946,46.7139333333,6.04473333334,11.1570666667,13.1844666666,7.20226666667,12.0917333333
585.03,11.8975333333,48.5666666667,44.1594666667,46.8478666667,6.12073333333,11.2114,13.2256,7.2396,12.1526666667
585.37,11.8621333333,48.6088,44.1512666667,46.8656666666,6.08706666667,11.1851333333,13.1931333333,7.14713333333,12.1496666667
585.70,11.8381333333,48.4609333333,44.058,46.7564666667,6.023,11.1560666667,13.1443333333,7.09013333334,12.0990666667
586.04,11.851,48.5024,44.0330666667,46.7984666667,6.0236,11.1849333333,13.1484,7.10946666667,12.1033333333
586.38,11.8422666667,48.4991333333,44.0447333333,46.8430666667,6.02786666667,11.2160666667,13.1652,7.10346666667,12.1294
586.72,11.8397333333,48.4896666667,44.0019333333,46.8099333333,6.048,11.1976666667,13.1740666667,7.12433333334,12.1490666667
587.06,11.8204666667,48.5330666667,44.0221333333,46.8242,6.04886666667,11.2189333334,13.1894666667,7.11386666667,12.1373333334
587.39,11.868,48.5468,44.0605333333,46.8436,6.05613333333,11.2293333333,13.1689333333,7.13406666667,12.1492666667
587.73,11.8611333333,48.6234,44.1252666667,46.9094666667,6.06693333333,11.227,13.2012,7.10813333333,12.1538
588.07,11.7878,48.5749333333,44.0764666667,46.9235333333,5.97526666667,11.1151333333,13.1295333333,7.03226666667,12.0826666667
588.41,11.8258,48.6242,44.098,46.9897333333,6.04226666667,11.1498666667,13.1855333333,7.0612,12.1243333333
588.74,11.7313333334,48.5680666667,44.0049333333,46.9530666667,5.9424,11.0482,13.0991333333,6.9446,12.0372
589.08,11.6696,48.4727333333,43.9393333333,46.8928666667,5.90606666667,10.9790666667,13.0798666667,6.9338,11.9743333333
589.42,11.6320666666,48.4218666667,43.8697333333,46.8342,5.88006666667,10.926,13.0536666667,6.89413333333,11.9226
589.76,11.6715333333,48.3734666667,43.8782,46.8015333333,5.9136,10.9558666667,13.0876666667,6.9404,11.9373333333
590.09,11.6947333333,48.4154666667,43.9092,46.8419333334,5.96366666667,10.9823333333,13.1014666667,7.0038,11.9495333333
590.43,11.7210666667,48.4278,43.9058,46.9009333333,5.98573333333,11.0312,13.1207333333,7.0156,11.9596666667
590.77,11.7722666667,48.4099333333,43.9283333333,46.9422666667,6.0284,11.0522666667,13.1642,7.08526666667,12.0276666667
591.11,11.8194666667,48.4274666667,43.9128,46.9909333333,6.06973333333,11.0984666667,13.2145333333,7.13893333333,12.0418666666
591.44,11.8091333333,48.3483333333,43.8282666667,46.9195333333,6.0228,11.0765333333,13.1298,7.10026666666,12.0167333333
591.78,11.8280666667,48.3618666667,43.8448666667,46.8856,6.04406666667,11.1058,13.1515333333,7.131,12.0167333333
592.12,11.765,48.3054,43.8366,46.8486,5.96233333333,11.0473333333,13.0684,7.08333333333,11.9469333333
592.46,11.8448666667,48.3196666667,43.8416,46.8352,6.01286666667,11.0964,13.1094666667,7.14473333333,11.9882
592.79,11.8806,48.2756,43.8817333333,46.8076,6.05486666667,11.1341333333,13.0849333333,7.1544,12.0232666667
593.13,11.9182,48.3544,43.9648666667,46.9068,6.065,11.1774,13.103,7.16446666667,12.0813333333
593.47,11.8789333333,48.2953333333,43.8883333333,46.8537333333,6.05833333333,11.1370666667,13.0854666667,7.09706666667,12.0252
593.80,11.8782,48.1888,43.8061333333,46.7366666667,6.0116,11.092,13.0376,7.0276,12.0122666667
594.14,11.9202666667,48.229,43.8972666667,46.7858666667,6.028,11.1288,13.0882,7.0392,12.0524666667
594.48,11.9232666667,48.3088,43.9340666667,46.8346666667,6.05233333333,11.1576666667,13.1088666667,7.05613333333,12.0754666667
594.81,11.8580666667,48.3314666667,43.9836,46.8006,6.005,11.136,13.0998666667,6.9574,12.0446
595.15,11.8723333333,48.3215333333,44.0018,46.8004,6.0274,11.1771333333,13.1686666667,6.9862,12.0412
595.49,11.8328,48.3322666667,44.0316666667,46.8047333333,6.007,11.1471333333,13.1354666667,6.9308,12.0083333333
595.82,11.8532666667,48.3414,44.0364,46.8052,6.05693333333,11.1935333333,13.1559333333,6.93913333333,12.0299333333
596.16,11.8636666667,48.3214,44.0521333333,46.8148666666,6.07926666666,11.2351333333,13.2036666667,6.94833333333,12.0482
596.50,11.8992666667,48.4032,44.0782,46.924,6.09646666667,11.2558666667,13.2489333333,6.97793333333,12.0904666667
596.83,11.8857333333,48.4327333333,44.1386666667,46.9719333333,6.11753333333,11.2480666667,13.2572666667,6.96706666667,12.0643333333
597.17,11.8665333333,48.5040666667,44.2371333333,47.0680666667,6.12613333333,11.2412,13.2297333333,6.98133333333,12.0554
597.51,11.8225333333,48.5471333333,44.2662,47.1456,6.1302,11.241,13.2144666667,6.9762,12.0216666667
597.84,11.7674,48.5752666667,44.2632,47.1450666667,6.09113333333,11.1886666667,13.1634,6.93713333333,11.9413333333
598.18,11.7728666667,48.565,44.2886,47.1815333333,6.07166666667,11.2037333333,13.1462,6.9122,11.9170666667
598.52,11.813,48.6078,44.3148666667,47.2774666667,6.12446666667,11.2217333333,13.1232666667,6.96826666667,11.9356666667
598.85,11.8524,48.6975333333,44.3998,47.3774,6.19673333333,11.2617333333,13.1604,7.04066666667,11.998
599.19,11.9668666667,48.7695333333,44.4539333333,47.4691333333,6.318,11.3536666666,13.2573333333,7.1688,12.0939333333
599.53,11.9986666666,48.8758666667,44.5353333333,47.5970666667,6.3706,11.4170666667,13.3238,7.22,12.1438666667
599.86,12.0135333333,48.9300666667,44.5586,47.6194666667,6.4132,11.4283333333,13.3292666667,7.2388,12.1329333333
600.20,12.0176666667,48.962,44.5657333333,47.5858,6.40086666667,11.447,13.3146666667,7.25333333333,12.1064
600.53,12.0942666667,49.0443333333,44.5807333333,47.6527333333,6.4542,11.5222666667,13.3939333333,7.32666666667,12.22
600.87,12.1358,49.0068666667,44.5207333333,47.5615333333,6.4548,11.5663333333,13.4518666667,7.3372,12.2834
601.21,12.1954666667,49.0359333333,44.6032666667,47.5960666667,6.48133333333,11.6203333333,13.5387333333,7.38833333333,12.3280666666
601.54,12.2652,49.0392666666,44.6312,47.6255333333,6.54646666667,11.7016666667,13.5895333333,7.45026666667,12.429
601.88,12.2347333333,48.9276,44.5717333333,47.4974,6.5324,11.6731333333,13.587,7.41253333333,12.4117333333
602.21,12.2462,48.8674666667,44.5208,47.4416666667,6.5162,11.7245333333,13.6409333333,7.42826666667,12.4338
602.55,12.2364666667,48.9160666667,44.5431333333,47.4688666667,6.4566,11.7136,13.6154666667,7.3676,12.4204
602.88,12.1804666667,48.907,44.5120666667,47.4528666667,6.34333333333,11.6789333333,13.5617333333,7.27826666667,12.3778666667
603.22,12.2017333333,48.9198,44.4964666667,47.4232,6.3252,11.6704666667,13.5713333333,7.2946,12.3966666667
603.56,12.2488666667,49.0005333333,44.5842666667,47.5525333333,6.3354,11.7133333333,13.5896666667,7.34286666667,12.4655333333
603.89,12.2454,48.9921333333,44.5805333333,47.5706,6.3242,11.7106666667,13.5862666667,7.32066666667,12.4638666666
604.23,12.2682,49.0536666667,44.6474,47.5910666667,6.3362,11.7352666667,13.5995333333,7.33473333333,12.4754666667
604.56,12.2738,49.0168666667,44.6259333333,47.5972,6.3214,11.7335333333,13.5666666667,7.29313333333,12.4570666667
604.90,12.3382,49.0877333333,44.6292,47.6345333333,6.38313333333,11.7994,13.6266,7.32786666667,12.5368
605.23,12.3208,49.1036,44.6562,47.6387333333,6.36613333333,11.8114666667,13.6108666667,7.33,12.5229333333
605.57,12.4304,49.2626,44.7492,47.7706666667,6.45573333333,11.9086,13.6911333333,7.41726666667,12.6029333333
605.90,12.3691333333,49.3070666667,44.7905333333,47.8338,6.40726666667,11.8551333333,13.6417333333,7.3462,12.5568
606.24,12.375,49.2736666666,44.7940666667,47.8110666667,6.435,11.8899333333,13.6448,7.3828,12.5608666667
606.58,12.4744666667,49.3268,44.86,47.8694,6.57586666667,12.0104666667,13.7436,7.4982,12.6462
606.91,12.506,49.3614,44.9170666667,47.9102666667,6.60233333333,12.0463333333,13.7715333333,7.52986666667,12.661
607.25,12.5238,49.3920666666,44.9332,47.9028,6.65966666667,12.1043333334,13.8241333333,7.5792,12.6940666667
607.58,12.5162,49.3439333333,44.8890666667,47.8344666667,6.674,12.1032,13.7921333333,7.57726666667,12.6846666666
607.92,12.4475333333,49.1660666667,44.7583333333,47.7024666667,6.58753333333,12.0408666667,13.7175333333,7.49246666667,12.6090666667
608.25,12.4538666667,49.2674,44.8258666667,47.7614,6.59013333333,12.0606,13.7199333334,7.5208,12.6384
608.59,12.4648666667,49.2843333333,44.875,47.7834,6.58706666667,12.0797333333,13.7063333333,7.5414,12.6343333333
608.92,12.4470666667,49.2100666667,44.7792,47.7106666667,6.55253333333,12.0150666667,13.6656666667,7.5138,12.612
609.26,12.4581333333,49.1668,44.7417333333,47.7062666667,6.55693333333,12.0218,13.6552,7.539,12.6515333333
609.59,12.5924666667,49.2108,44.8153333333,47.7124,6.676,12.1292666667,13.7124,7.67639999999,12.7536
609.93,12.654,49.2508666667,44.8488666667,47.7600666667,6.69806666667,12.1794666667,13.7409333333,7.71979999999,12.7793333333
610.26,12.5909333333,49.2127333333,44.8014,47.7168,6.64306666666,12.133,13.6721333333,7.66613333334,12.7854
610.60,12.6615333334,49.2698,44.8757333333,47.7901333334,6.69546666667,12.2081333333,13.714,7.72340000001,12.8888
610.93,12.6404666667,49.1512,44.7794,47.6712,6.61526666667,12.1573333333,13.6338666667,7.67066666666,12.8454
611.27,12.7396,49.2849333333,44.9223333333,47.8227333333,6.69366666667,12.2813333333,13.7554666666,7.79426666667,12.9437333333
611.60,12.7672,49.382,44.9655333333,47.8924666666,6.71873333333,12.3399333333,13.7667333333,7.84813333334,12.9712
611.93,12.7940666667,49.3499333333,44.9562,47.8864666667,6.7608,12.3541333333,13.7866,7.87886666667,13.0033333333
612.27,12.7801333333,49.32,44.9338,47.8906,6.75833333334,12.3400666667,13.7696,7.89593333333,12.9994666667
612.60,12.8765333333,49.373,44.9986,47.9400666667,6.82166666667,12.4213333333,13.8256666667,7.95933333334,13.0636666667
612.94,12.8368666667,49.3896666667,45.0172666667,47.8862666667,6.7932,12.4152,13.8097333333,7.95586666666,13.0272
613.27,12.8562,49.4386666667,45.0172,47.9070666666,6.81406666667,12.4529333333,13.8898,7.98673333333,13.0781333333
613.61,12.7912,49.4782,45.0422,47.9464,6.77426666666,12.4103333333,13.8562,7.94693333333,13.1158666667
613.94,12.895,49.4863333333,45.1061333333,47.9720666667,6.8734,12.5016666667,13.9360666667,8.04133333333,13.1781333333
614.28,12.8680666666,49.4144666667,45.0472,47.8840666667,6.85346666667,12.4497333333,13.9051333333,7.9948,13.1190666667
614.61,12.8334666667,49.5151333333,45.1465333333,48.0105333333,6.86106666667,12.4452666667,13.9207333333,7.98080000001,13.1196666667
614.94,12.8548,49.5613333333,45.1673333333,48.0180666667,6.86513333333,12.4938,13.9306,7.99313333333,13.1626666667
615.28,12.9559333333,49.5461333333,45.1738,48.0526666667,6.97773333333,12.5656666667,14.0303333333,8.08766666667,13.2426
615.61,13.0788,49.6621333333,45.2954666667,48.1881333333,7.08726666667,12.7318666667,14.1977333333,8.24066666667,13.369
615.95,13.0912,49.6484,45.3159333333,48.1812666667,7.11900000001,12.743,14.2485333333,8.2436,13.4249333333
616.28,13.1506666667,49.7933333333,45.4501333333,48.3263333333,7.20766666666,12.8780666666,14.3948,8.32846666666,13.5602
616.61,13.2291333333,49.8097333333,45.4936,48.3952,7.24500000001,12.9954666667,14.4542,8.36760000001,13.6164
616.95,13.2156,49.7566666667,45.4700666667,48.4127333334,7.23853333334,13.0041333333,14.4585333333,8.3554,13.6270666666
617.28,13.283,49.7196,45.4464,48.3581333333,7.29886666667,13.06,14.5418,8.39333333333,13.6461333333
617.62,13.3317333333,49.7999333333,45.4826666667,48.4012,7.33666666667,13.1182,14.6118666667,8.45333333334,13.6927333333
617.95,13.3690666667,49.7529333333,45.4234,48.4240666667,7.408,13.2045333333,14.6528666667,8.50026666667,13.7492666667
618.28,13.3956666667,49.7000666667,45.3868,48.365,7.43186666667,13.2605333333,14.6995333333,8.54246666666,13.7930666667
618.62,13.2598666667,49.5646,45.2624666667,48.2696,7.34366666667,13.1452,14.6006,8.44719999999,13.7052666667
618.95,13.2200666667,49.6654,45.2954666667,48.2942666667,7.31513333334,13.1473333333,14.5904666667,8.4494,13.7102
619.28,13.0801333334,49.5094666667,45.173,48.1064666667,7.17906666667,12.9876666667,14.4366,8.28173333333,13.5596
619.62,13.1076,49.5982666667,45.1502666667,48.1054666667,7.20213333334,13.0232,14.4203333333,8.27033333334,13.6232666667
619.95,13.0052,49.5390666667,45.0329333333,48.0488,7.09186666667,12.9306,14.3369333333,8.15813333334,13.5205333333
620.28,13.0125333333,49.5654666667,45.0472,48.0905333333,7.1006,12.8971333333,14.3506,8.15239999999,13.5592
620.62,12.9581333333,49.5162666667,44.9716,48.0156,7.01513333333,12.8354666667,14.2746666666,8.08146666666,13.4703333333
620.95,12.8887333333,49.3866666667,44.8635333333,47.8995333333,6.99613333334,12.8199333334,14.2053333333,8.06006666667,13.4198
621.28,12.8171333333,49.3218,44.8670666667,47.8679333333,6.87599999999,12.745,14.1414666667,7.95559999999,13.3350666667
621.62,12.7940666666,49.4321333333,44.9647333333,47.8943333333,6.76980000001,12.7078,14.1372666667,7.92733333334,13.2889333333
