wavelength,Back_TanSchm,Belly_TanSchm,Breast_TanSchm,Crissum_TanSchm,Crown_TanSchm,DorTail_TanSchm,Patch10_TanSchm,Patch11_TanSchm,Patch12_TanSchm,Patch13_TanSchm,Patch14_TanSchm,Patch15_TanSchm,Rump_TanSchm,Throat_TanSchm,WingTip_TanSchm
561.94,19.9630190476,53.4117333334,51.8006666667,39.3916,42.2253333333,8.04546666667,16.3705333333,28.7669333333,5.10573333334,4.27743333333,25.8792666667,38.5448666667,46.7289333333,49.7595333333,8.26936666667
562.28,19.9276857143,53.4227666667,51.8420666667,39.3150666667,42.2595333333,8.02406666667,16.2876,28.6606,5.1028,4.2899,25.8752,38.5943333334,46.7544666667,49.6593333333,8.26993333333
562.62,19.8800095238,53.3843,51.8759333333,39.2428,42.3146,7.99696666667,16.2130666667,28.531,5.09973333333,4.2851,25.8544666667,38.6384,46.7928,49.5218,8.26893333333
562.96,19.9065238095,53.4254333333,51.9596666667,39.2616666667,42.4558,8.0067,16.1844666667,28.47,5.16253333333,4.314,25.8939333333,38.7743333333,46.8742,49.4490666667,8.30013333333
563.30,19.8810761905,53.3555333333,51.9682,39.2114666667,42.4673333333,8.044,16.1294,28.3520666667,5.20773333333,4.3841,25.9084666667,38.8123333333,46.9002666666,49.3138666667,8.3486
563.64,19.7956952381,53.2952,51.9288,39.1089333333,42.4552666667,7.97053333334,16.0095333333,28.1711333333,5.15,4.34223333333,25.817,38.8309333333,46.8480666667,49.142,8.337
563.99,19.7849047619,53.2149,51.9169333334,39.0432666667,42.5086666667,8.01163333333,15.9784,28.0683333333,5.19646666667,4.402,25.8218,38.8783333334,46.8602,48.9974666667,8.4001
564.33,19.7290190476,53.1281666667,51.8565333333,38.9421333333,42.5302,8.01886666667,15.8910666667,27.915,5.1996,4.43376666667,25.7824666667,38.9016666667,46.8372666667,48.8064666667,8.4216
564.67,19.6578571429,53.0457666667,51.7936666667,38.8592666667,42.5616,7.98816666667,15.7816666667,27.7366,5.17326666667,4.4151,25.7254666667,38.9215333334,46.7942,48.6129333333,8.41726666667
565.01,19.5806571429,52.9571333333,51.7646666667,38.7416,42.555,7.94546666667,15.683,27.5670666667,5.1464,4.40506666667,25.6731333333,38.9337333333,46.7375333333,48.4431333333,8.39526666667
565.35,19.5178380952,52.8863666667,51.7547333333,38.6736,42.5887333333,7.93316666667,15.6147333333,27.4285333333,5.14766666667,4.39886666667,25.6526,38.949,46.7066666667,48.2877333333,8.40913333333
565.69,19.5049904762,52.8982666667,51.7854666667,38.6531333333,42.6498666667,7.93453333333,15.5702,27.3302,5.16333333333,4.42443333333,25.6463333333,39.0008666667,46.7601333333,48.1947333333,8.45156666667
566.03,19.454,52.8459333333,51.7448,38.5820666667,42.6798,7.94256666667,15.5060666667,27.2046,5.176,4.43156666667,25.6330666667,39.0102,46.7244,48.0384666667,8.46153333333
566.37,19.3737428572,52.7708,51.6965333333,38.489,42.6774666667,7.88383333333,15.4016,27.0471333333,5.1384,4.41013333333,25.5922,38.9945333333,46.6802666667,47.8728,8.4486
566.71,19.2987714286,52.7001333333,51.6836,38.3799333333,42.6930666667,7.85806666667,15.2973333333,26.9003333333,5.08606666667,4.3869,25.5464,38.9552,46.6677333333,47.7086666667,8.43756666667
567.05,19.2430190476,52.7019666667,51.6974,38.3148666667,42.7515333333,7.8263,15.1975333333,26.7514,5.06646666667,4.37176666667,25.5096666667,38.9794666667,46.671,47.5766,8.42103333333
567.39,19.2070952381,52.7026666667,51.7550666667,38.2746,42.862,7.82443333333,15.1412,26.6597333333,5.09326666667,4.3955,25.5407333333,39.0139333333,46.7416,47.4787333333,8.43993333333
567.73,19.1323333333,52.7107666667,51.7880666667,38.1992,42.9338666666,7.77126666667,15.0244,26.5034,5.04033333333,4.34453333333,25.5242,39.0458666667,46.761,47.3577333333,8.40696666667
568.07,19.0830190476,52.6983333333,51.8485333333,38.1395333333,42.9655333333,7.7323,14.9515333333,26.366,5.02086666667,4.3211,25.5108666667,39.0596,46.7981333333,47.2186,8.38326666667
568.41,19.0386095238,52.7,51.8708,38.0729333333,43.0183333333,7.71193333333,14.8950666667,26.2512,5.0304,4.33666666667,25.5022666667,39.0794666667,46.8305333333,47.0622,8.39466666667
568.75,18.9927047619,52.7344,51.9374666667,38.0096,43.1252666667,7.69576666667,14.8232666667,26.1191333333,5.0204,4.33453333333,25.4962,39.1108,46.8997333333,46.9378666667,8.4022
569.09,18.9847333333,52.7355666667,51.9494,37.9744666667,43.2065333333,7.67963333333,14.7394666667,25.9973333333,5.00653333333,4.35273333333,25.471,39.1771333333,46.96,46.8058666667,8.41703333333
569.43,18.9192285714,52.6701333333,51.9216666667,37.8596,43.2315333333,7.6627,14.633,25.8439333333,4.98746666667,4.33783333333,25.4169333333,39.1924,46.9390666667,46.5792,8.39383333333
569.77,18.8542,52.6030333333,51.8912666667,37.7459333333,43.2617333333,7.6435,14.562,25.6814666667,4.98413333333,4.34613333333,25.3741333333,39.2008,46.9102666667,46.3630666667,8.4049
570.11,18.8495904762,52.6733333333,51.9636666667,37.7316666667,43.3983333333,7.6731,14.5226,25.611,5.014,4.3583,25.3813333333,39.3233333333,47.0018,46.2766,8.44473333333
570.45,18.8020571429,52.6613666667,51.9472666667,37.6768666667,43.4409333333,7.6676,14.4596,25.4737333333,5.03473333333,4.37676666667,25.3462,39.3627333333,47.0214,46.0922,8.46653333333
570.79,18.7057714286,52.5848333333,51.8796,37.5788,43.4392,7.6164,14.3417333333,25.3072,5.0006,4.3308,25.2742666667,39.3288,46.9594,45.8656,8.43386666667
571.13,18.6299809524,52.5106333333,51.8348666667,37.4674,43.4146666667,7.58146666667,14.2334,25.1414,4.978,4.3117,25.2002,39.3063333333,46.9051333333,45.6431333333,8.40623333333
571.47,18.5641142857,52.4726666667,51.8224,37.3956,43.4160666667,7.5557,14.1604,24.9952666667,4.96913333333,4.31413333333,25.1425333333,39.3051333333,46.9028666666,45.4429333333,8.40373333333
571.81,18.5266380953,52.4926,51.8158666667,37.3278,43.4797333334,7.5781,14.0995333333,24.8986666667,4.99213333333,4.3208,25.1193333333,39.3094,46.9038666667,45.2974,8.43746666667
572.15,18.4743714286,52.4524333333,51.8182666667,37.2446,43.527,7.57953333333,14.0386666667,24.7581333333,4.9882,4.3352,25.0816,39.3194666667,46.8930666667,45.1442666667,8.44543333333
572.49,18.4147428571,52.4063,51.8127333333,37.1881333333,43.5532,7.56923333333,13.9694,24.6234666666,4.9854,4.32963333333,25.0420666667,39.3362666667,46.8762666667,44.9634,8.4528
572.83,18.3503333333,52.4561,51.8745333333,37.1553333333,43.6022666667,7.58123333333,13.9237333333,24.5121333333,4.9988,4.33503333333,25.0254,39.3701333333,46.9282666667,44.8189333333,8.46636666667
573.17,18.2710380952,52.4342,51.8695333333,37.0732,43.6212,7.56253333333,13.8532,24.3701333333,4.98753333333,4.3376,24.9764666667,39.3517333333,46.9182,44.6540666667,8.46816666667
573.51,18.1897428572,52.3737666667,51.8352666667,36.998,43.6136666667,7.5226,13.7528666667,24.2082,4.9544,4.30693333333,24.8857333333,39.2957333333,46.9151333333,44.4629333334,8.4427
573.85,18.1000952381,52.2848333334,51.7942666666,36.8888666667,43.6013333333,7.50026666667,13.6604,24.0341333333,4.94493333333,4.3067,24.8080666667,39.2187333333,46.8568,44.2141333333,8.4337
574.19,18.0449428571,52.2883666667,51.828,36.8326666667,43.6422666667,7.45536666667,13.5665333333,23.8924,4.90653333333,4.27976666667,24.7614666667,39.2425333333,46.887,44.0466666667,8.40713333333
574.53,18.0096095238,52.3007666667,51.8638,36.7906666667,43.6996666667,7.45976666667,13.5288,23.7722,4.92013333333,4.3021,24.7344,39.2609333333,46.9399333333,43.911,8.43493333333
574.87,17.9783333333,52.3137333333,51.8772,36.7456666667,43.7490666667,7.47606666667,13.5086,23.6653333333,4.93673333333,4.34543333333,24.7090666667,39.2650666666,46.9775333333,43.7361333333,8.46893333333
575.21,17.9118476191,52.2863333333,51.8475333333,36.6682666667,43.7836666667,7.4653,13.428,23.5410666667,4.93913333333,4.3367,24.6389333333,39.2428,46.9548,43.5527333333,8.48063333333
575.55,17.8471523809,52.2228333333,51.8318,36.5968,43.8022666667,7.44153333333,13.3638666667,23.3904,4.94406666667,4.3532,24.5768,39.2475333333,46.9535333333,43.3611333334,8.48803333333
575.89,17.8142190476,52.2250666667,51.8757333333,36.5537333333,43.835,7.428,13.2908666667,23.2801333333,4.95406666667,4.351,24.5404666667,39.255,47.0179333333,43.1916666667,8.49626666667
576.22,17.773952381,52.2374333333,51.8776,36.5108666667,43.8766666667,7.41766666667,13.2382666667,23.1615333333,4.9614,4.36646666667,24.4910666667,39.2363333333,47.0685333333,43.0209333333,8.4969
576.56,17.7154095238,52.1421333333,51.7792666667,36.3938666667,43.8676,7.40786666667,13.1743333334,23.0306666667,4.97833333333,4.38656666667,24.4192666667,39.1592,47.0134,42.8042666666,8.52546666667
576.90,17.6905619048,52.1476666667,51.7988666667,36.3818,43.9517333333,7.40933333333,13.1434666667,22.9208666667,4.99686666667,4.40286666667,24.3991333333,39.1717333333,47.0717333334,42.6487333333,8.56546666667
577.24,17.6890476191,52.1951333333,51.8722666667,36.3795333333,44.0582,7.43443333333,13.1094,22.8244666667,5.0388,4.4475,24.3884,39.2038,47.1322666667,42.5137333333,8.62513333333
577.58,17.6540761905,52.2098,51.8972,36.3347333333,44.1109333333,7.4269,13.0517333333,22.7123333333,5.02526666666,4.4542,24.3578,39.2138,47.1892666667,42.3586666667,8.63043333333
577.92,17.6208380952,52.1641,51.8865333333,36.2448666667,44.1568666667,7.45786666667,13.0326,22.5963333333,5.06453333333,4.49443333333,24.3144,39.1562666667,47.1720666667,42.1672,8.67276666667
578.26,17.559647619,52.0713,51.86,36.1396,44.1514666667,7.46236666667,12.9646666667,22.4497333333,5.07293333333,4.53596666667,24.2444666667,39.1045333333,47.1326666667,41.9177333333,8.69496666667
578.60,17.5057047619,52.0186333333,51.8499333333,36.0713333333,44.1816,7.4643,12.8874,22.3004666666,5.06846666667,4.5163,24.1796,39.0784,47.1476666667,41.7500666667,8.71473333333
578.94,17.4754761905,51.9548333333,51.8442,36.0262,44.2136666667,7.47263333333,12.8354666667,22.1650666667,5.09966666667,4.53736666667,24.1295333333,39.0466666667,47.177,41.5722666667,8.73366666667
579.28,17.4370666667,51.9605,51.8430666667,35.9876666667,44.2850666667,7.468,12.7702666667,22.0501333333,5.06853333333,4.5426,24.076,39.012,47.1931333333,41.3608666667,8.74236666667
579.61,17.3809428571,51.8919333333,51.7491333333,35.897,44.2902666667,7.4865,12.7119333333,21.9085333333,5.09046666667,4.5665,24.0078666667,38.912,47.141,41.1141333333,8.7696
579.95,17.3481523809,51.8189666667,51.6936,35.8258666667,44.286,7.553,12.6782,21.7966666667,5.14713333333,4.6332,23.9677333333,38.8658666667,47.1126,40.8935333333,8.82136666667
580.29,17.292647619,51.7743333333,51.6789333333,35.7531333333,44.3009333333,7.54273333333,12.5886,21.6502,5.1306,4.6232,23.8940666667,38.8278666667,47.0802,40.65,8.81223333333
580.63,17.2288761905,51.6974666667,51.6123333333,35.6456,44.2541333333,7.53476666667,12.4922,21.4858,5.13953333333,4.6342,23.7968666667,38.7582666667,47.0240666667,40.4096666667,8.82473333333
580.97,17.1177428571,51.5983,51.5144666667,35.4918666666,44.1812666667,7.48386666667,12.3854666667,21.3177333333,5.08273333333,4.59376666667,23.6956,38.6706,46.9732666667,40.1304666667,8.76603333333
581.31,17.0482761905,51.5219666667,51.4547333333,35.4079333333,44.1782,7.4607,12.3140666667,21.1684666667,5.10413333333,4.61253333333,23.6116,38.5794666667,46.893,39.8946666667,8.7956
581.65,16.9178285714,51.4141666667,51.3570666667,35.2756666667,44.0972,7.41113333333,12.2085333333,20.9720666667,5.07446666667,4.56183333333,23.4732,38.4188,46.7915333333,39.6074,8.7664
581.98,16.906152381,51.4948,51.4194666667,35.2798666667,44.2161333333,7.4417,12.2144666667,20.8981333333,5.11493333333,4.5872,23.4851333333,38.4402666667,46.8798666667,39.5094,8.81553333333
582.32,16.8459714286,51.4744666667,51.4002666667,35.2169333333,44.2222666667,7.43586666667,12.1658666667,20.777,5.1448,4.59946666667,23.4108666667,38.3801333333,46.8376666667,39.25,8.84456666667
582.66,16.7907142857,51.4963,51.3985333333,35.1475333333,44.2441333333,7.44346666667,12.1100666667,20.6866666667,5.12926666667,4.61563333333,23.3607333333,38.3532,46.8390666667,39.0452,8.86236666667
583.00,16.6624380952,51.39,51.3102,35.0105333333,44.1634666667,7.38626666667,11.9964,20.4930666667,5.09526666667,4.58353333333,23.2336666667,38.2240666667,46.7648666667,38.7748,8.8243
583.34,16.5729904762,51.3497333333,51.3162666667,34.9375333333,44.1579333333,7.35986666667,11.9488666667,20.3428666667,5.06113333333,4.5526,23.1464666667,38.1943333333,46.7409333334,38.5322666667,8.817
583.68,16.4714571428,51.3406333333,51.3535333333,34.8572666667,44.1851333333,7.31173333333,11.8624,20.1734,5.01873333333,4.53153333333,23.044,38.1461333333,46.7374666667,38.3366,8.81066666667
584.01,16.3794380952,51.2462333333,51.3006,34.7582666667,44.1520666667,7.28613333333,11.8127333333,20.0228666667,5.01313333333,4.5331,22.9627333333,38.0320666667,46.6756,38.0744666667,8.82316666667
584.35,16.3331142857,51.2207666667,51.3294,34.7312666667,44.2074666667,7.26663333333,11.7838,19.9198666667,4.9954,4.52933333333,22.9025333333,37.971,46.7004666667,37.8918666667,8.8124
584.69,16.2689047619,51.2511333333,51.3764,34.7314666667,44.2992666667,7.2384,11.7138,19.7916666667,4.98113333333,4.5002,22.8443333334,37.9432,46.7229333333,37.7131333333,8.82606666667
585.03,16.1584476191,51.1480666667,51.3263333333,34.6304666667,44.2414,7.22586666667,11.6294666667,19.6002666667,4.94186666667,4.48993333333,22.7264,37.8618666667,46.6974666667,37.4423333333,8.7922
585.37,16.134152381,51.2146333333,51.4005333333,34.6432666667,44.3365333333,7.24836666667,11.5874666667,19.5116,4.95746666667,4.50826666667,22.7095333334,37.9124,46.7838666667,37.3112666667,8.8337
585.70,16.0293904762,51.1018,51.3294666667,34.5466,44.2834666667,7.2213,11.4772666667,19.3550666667,4.9334,4.4935,22.5611333333,37.7982,46.7272,37.006,8.81953333333
586.04,15.9275428571,51.0605,51.2723333333,34.4686,44.3118,7.21063333333,11.3750666667,19.2138666667,4.87666666667,4.4661,22.48,37.7384,46.7072,36.7865333333,8.78873333333
586.38,15.8400952381,50.9826666667,51.2458666667,34.3724,44.3009333333,7.18646666667,11.3345333333,19.061,4.896,4.48823333333,22.3858666667,37.6276666667,46.6683333333,36.5334666667,8.79156666667
586.72,15.8369238095,51.0137333333,51.3447333333,34.3576666667,44.3718,7.24383333333,11.3648,19.0044,4.96346666667,4.5462,22.3770666667,37.6157333333,46.7538666667,36.3708666667,8.87656666667
587.06,15.7298952381,50.9834333333,51.283,34.2398,44.347,7.1721,11.2262,18.8273333333,4.91373333333,4.51383333333,22.2169333333,37.4866666667,46.7192,36.1130666667,8.8434
587.39,15.6180380953,50.8672666667,51.1834,34.1214,44.2989333333,7.0875,11.1036,18.6701333334,4.849,4.42406666667,22.049,37.3152666667,46.6289333333,35.8228666667,8.8042
587.73,15.5389714286,50.893,51.1778666667,34.0650666666,44.3226,7.05156666667,11.0070666667,18.5342,4.81153333333,4.3839,21.9145333333,37.276,46.7073333334,35.6104,8.7825
588.07,15.4376,50.8782,51.1530666667,33.9683333333,44.3309333333,7.03726666667,10.9274,18.3984666667,4.79306666667,4.35636666667,21.8205333333,37.1668,46.6776666667,35.3503333333,8.76476666667
588.41,15.3723047619,50.7486333333,51.0669333333,33.8452666667,44.2356666667,7.04993333333,10.9134666667,18.2778666667,4.81633333333,4.39983333333,21.691,37.0419333334,46.5743333333,35.0694666667,8.77666666667
588.74,15.3570761905,50.8377,51.1369333333,33.8398,44.3302666667,7.08826666667,10.9197333333,18.2295333333,4.84753333333,4.42603333333,21.6802,37.0115333333,46.6549333333,34.9234666667,8.83536666667
589.08,15.2601619048,50.7498666667,51.0766666667,33.7399333333,44.3042,7.05116666667,10.8514,18.1084666667,4.826,4.42186666667,21.5636,36.8823333333,46.5868666667,34.6550666667,8.81356666667
589.42,15.1665904762,50.7571,51.0549333333,33.6554,44.3172,7.0099,10.7747333333,17.9640666667,4.77486666667,4.37296666667,21.4528,36.7882,46.59,34.4506666667,8.7859
589.76,15.1303904762,50.6985,51.0127333333,33.572,44.2754666667,6.99323333333,10.7565333333,17.8799333333,4.82226666667,4.4077,21.3593333333,36.6521333333,46.5643333333,34.2388,8.80586666667
590.09,15.0572190476,50.6639333333,50.9769333333,33.5004,44.2546666667,6.98786666667,10.7227333333,17.7772666667,4.80433333333,4.3944,21.2761333333,36.5442,46.5483333333,34.0176,8.8103
590.43,14.9257619048,50.6203333333,50.9094,33.4450666667,44.2252,6.91886666667,10.5976666667,17.5953333333,4.73113333333,4.32903333333,21.1141333333,36.4167333333,46.4794,33.7814666667,8.7263
590.77,14.8410190476,50.5837,50.8942666667,33.3995333333,44.2357333333,6.93593333333,10.5640666667,17.4986666667,4.702,4.3238,21.0331333333,36.2969333333,46.4551333333,33.5870666667,8.73316666667
591.11,14.8029428571,50.6178333333,50.9124666667,33.3583333333,44.2769333333,6.97106666667,10.5462,17.4248666667,4.72233333333,4.37043333333,21.0008666667,36.2606,46.5017333333,33.4126,8.7745
591.44,14.7025333333,50.5940333333,50.9510666667,33.282,44.3006,6.92073333333,10.4829333333,17.2987333333,4.69073333333,4.32476666667,20.9189333333,36.1556666667,46.4583333333,33.2308,8.74386666667
591.78,14.635847619,50.5531,50.9178,33.1730666667,44.2696,6.9102,10.4489333334,17.186,4.68886666667,4.33506666667,20.8140666667,36.0476666667,46.4119333333,33.0012,8.76356666667
592.12,14.6195238095,50.6337666667,50.9876,33.1595333333,44.3829333333,6.9632,10.4152,17.1222666667,4.71613333333,4.37983333333,20.7906666666,36.0024,46.5002,32.8544,8.83136666667
592.46,14.4926,50.4665333333,50.8646,33.0064666667,44.2805333333,6.91273333333,10.3288,16.9689333333,4.68173333333,4.3472,20.6048,35.8111333333,46.3831333333,32.5778,8.77186666667
592.79,14.4454095238,50.4517,50.8468,32.9307333333,44.2714666667,6.92173333333,10.2938666667,16.8670666667,4.67766666667,4.34296666667,20.5217333333,35.7017333333,46.364,32.3616,8.78443333333
593.13,14.4007428571,50.4104333333,50.8152,32.8659333333,44.2422666667,6.9038,10.2450666667,16.7794666667,4.66813333333,4.33333333333,20.4160666667,35.5696,46.3120666667,32.1251333333,8.77923333333
593.47,14.290152381,50.4087,50.8452,32.8078666667,44.2712,6.85296666667,10.1668666667,16.6336,4.5896,4.27946666667,20.2858666667,35.4867333333,46.3284666667,31.9188,8.75656666667
593.80,14.2185809524,50.4196666667,50.8396,32.7727333333,44.2812,6.8139,10.0886,16.5024,4.54506666667,4.25273333333,20.1641333333,35.3842,46.3249333333,31.7286,8.7314
594.14,14.1706571429,50.3617666667,50.7674666667,32.6484666667,44.2373333333,6.81383333333,10.0586666667,16.4086666667,4.5494,4.27973333333,20.0558,35.2256,46.3184666667,31.4648666667,8.7529
594.48,14.1172571429,50.3589333333,50.7286666667,32.5818666667,44.2536,6.81286666667,10.0151333333,16.3050666667,4.56013333333,4.2614,19.9704,35.1463333333,46.3395333333,31.2437333333,8.77266666667
594.81,14.0347428571,50.2979666667,50.6958,32.4758666667,44.2178,6.77346666667,9.94733333333,16.1566,4.5168,4.23336666667,19.8254666667,35.0023333333,46.2847333333,30.9800666667,8.72466666667
595.15,14.0116952381,50.2288666667,50.6088666667,32.3793333333,44.1844666666,6.8147,9.92133333333,16.0662,4.5466,4.27633333333,19.73,34.8196,46.2434,30.6990666667,8.75763333333
595.49,13.9593714286,50.1561333333,50.59,32.3392666667,44.1677333333,6.81253333333,9.87226666665,15.9635333333,4.54446666667,4.27923333333,19.6514666667,34.6744666667,46.2204666667,30.4692,8.7661
595.82,13.8868190476,50.1513,50.5908,32.2890666667,44.1621333333,6.76823333333,9.823,15.8243333333,4.5272,4.25396666667,19.5410666667,34.5598666667,46.2005333333,30.2778666667,8.75746666667
596.16,13.8446571429,50.1859,50.6233333333,32.2668,44.2041333333,6.74536666667,9.75886666667,15.7241333333,4.50806666667,4.22896666667,19.46,34.4676,46.1924666666,30.1088,8.75606666667
596.50,13.8250285714,50.2054666667,50.6609333333,32.2722666667,44.2564666666,6.7777,9.75573333333,15.6654666667,4.5518,4.2859,19.4010666667,34.4216666667,46.2204666667,29.9919333333,8.81446666667
596.83,13.7606095238,50.1712666667,50.6257333333,32.1954,44.2686,6.77716666667,9.73013333333,15.5660666667,4.56166666667,4.29083333333,19.3159333333,34.3167333333,46.2062,29.8153333333,8.83446666667
597.17,13.7272666667,50.1882333333,50.6414,32.1536666667,44.2858,6.7834,9.703,15.4862,4.5616,4.29596666667,19.2520666667,34.213,46.2180666667,29.6426,8.81613333333
597.51,13.7073142857,50.1274,50.6028666667,32.0843333333,44.2785333333,6.83096666667,9.69613333333,15.4151333333,4.59666666667,4.34236666667,19.1813333333,34.0891333333,46.1867333333,29.4605333333,8.85813333333
597.84,13.6619428571,50.1592,50.643,32.0696,44.3310666667,6.8324,9.67366666667,15.3206,4.60746666667,4.33316666667,19.1392666667,34.0218666667,46.1856,29.3499333333,8.88556666667
598.18,13.6578,50.1683333333,50.701,32.0650666667,44.3778666667,6.85313333333,9.67973333332,15.2664,4.63753333333,4.3943,19.0917333333,33.9278666667,46.2132,29.2382666667,8.9131
598.52,13.6482666667,50.1802333333,50.7269333333,32.0658,44.3945333333,6.89273333333,9.68586666666,15.2294,4.6694,4.42663333333,19.0743333333,33.8233333333,46.2254,29.1096,8.96843333333
598.85,13.5787333333,50.1759333333,50.7256,32.0200666667,44.4006,6.87196666667,9.64633333335,15.1304666667,4.6372,4.41393333333,18.9742666667,33.7104666667,46.1934,28.9711333333,8.95493333333
599.19,13.5258666667,50.2117333333,50.7234,31.9901333333,44.4160666666,6.8441,9.62946666666,15.0485333333,4.63873333333,4.4191,18.8422666667,33.605,46.1935333334,28.8187333333,8.96496666667
599.53,13.4416666667,50.0971333333,50.6337333333,31.8842666667,44.3628,6.8107,9.55486666668,14.9563333333,4.6144,4.38703333333,18.7294666667,33.4208,46.1532,28.5948,8.94416666667
599.86,13.4007619048,50.0839333333,50.5717333333,31.8206666667,44.3268666667,6.81773333333,9.5164,14.8858,4.61126666667,4.39443333333,18.6502666667,33.2777333333,46.1462666667,28.3643333333,8.97783333333
600.20,13.3426285714,50.0068,50.5078,31.7418666667,44.2889333333,6.79583333333,9.45573333333,14.7816,4.57693333333,4.35733333333,18.5275333333,33.0907333334,46.0924666667,28.1570666667,8.95176666667
600.53,13.3365333333,49.9575666667,50.5205333333,31.7280666667,44.2881333333,6.84606666667,9.46959999999,14.7480666667,4.604,4.41746666667,18.5057333333,32.9828666667,46.1044,28.0116666667,9.00033333333
600.87,13.2898380952,49.9227333333,50.5016,31.6936666667,44.282,6.8547,9.4266,14.6584666667,4.597,4.4175,18.4144,32.8506,46.092,27.8453333333,9.0423
601.21,13.184247619,49.9088333333,50.4708666667,31.5963333333,44.2317333333,6.79456666667,9.33026666665,14.5293333333,4.54333333334,4.3453,18.2828,32.6628,46.0268,27.6108666667,8.99393333333
601.54,13.1265904762,49.8606666667,50.4372,31.5397333333,44.1856,6.7963,9.28586666668,14.4574666667,4.53833333333,4.33083333333,18.1390666667,32.493,46.0072666667,27.3587333334,9.0101
601.88,13.0275809524,49.7366666667,50.3292666667,31.4235333333,44.0583333333,6.76853333333,9.20813333333,14.3269333333,4.51526666667,4.2887,17.9876,32.2799333333,45.882,27.0673333333,8.98803333333
602.21,12.9507142857,49.7838,50.3522666667,31.3873333333,44.1015333333,6.7722,9.16426666667,14.2350666667,4.52253333333,4.26943333333,17.8693333333,32.1334,45.9228666667,26.8702,9.01403333333
602.55,12.9058190476,49.7626,50.3508,31.3669333333,44.0759333333,6.79043333333,9.142,14.1565333333,4.55786666667,4.3094,17.7845333333,32.0228,45.9087333333,26.6743333334,9.06643333333
602.88,12.8353523809,49.6967666667,50.2796,31.2626666667,44.0129333333,6.79283333333,9.07926666667,14.0423333333,4.5608,4.3069,17.6752,31.8333333333,45.8516,26.4642666667,9.0612
603.22,12.7749714286,49.7051,50.2641333333,31.21,43.9788,6.80083333333,9.06186666666,13.9723333333,4.56293333333,4.3309,17.5962666667,31.701,45.8282,26.3022,9.06586666667
603.56,12.7317619048,49.7042,50.3026666667,31.1720666667,44.0081333333,6.79643333333,9.05853333335,13.9057333333,4.5832,4.35,17.5154,31.579,45.832,26.1662,9.08783333333
603.89,12.6660571428,49.6858333334,50.2562,31.0881333333,43.9666666667,6.79793333333,9.0402,13.8135333333,4.5956,4.3741,17.4390666667,31.4364,45.8066666667,25.9676666667,9.09566666667
604.23,12.61,49.6906666667,50.2299333333,31.0417333333,43.9637333333,6.76196666667,8.98766666666,13.7136,4.57133333333,4.3361,17.3137333333,31.2808666667,45.7702666667,25.7967333333,9.08506666667
604.56,12.5474666667,49.6350333333,50.1733333333,30.9552,43.9134,6.7491,8.9672,13.6377333333,4.58993333333,4.34116666667,17.2412,31.1100666667,45.7138,25.6206666667,9.08923333333
604.90,12.5410190476,49.5956666667,50.1599333333,30.929,43.9309333333,6.7642,8.96899999999,13.5918666667,4.61393333333,4.3777,17.1804,31.0044666667,45.7026,25.4975333333,9.1343
605.23,12.4715333333,49.5069333333,50.0898666667,30.836,43.9055333333,6.7263,8.91546666667,13.485,4.58193333333,4.3707,17.0896,30.8396666667,45.6310666667,25.3373333333,9.10996666667
605.57,12.4334952381,49.5206666667,50.0922,30.7965333333,43.9221333333,6.72286666667,8.89126666667,13.4279333333,4.57333333333,4.37703333333,17.0258666667,30.7108666667,45.6240666667,25.2241333333,9.12286666667
605.90,12.3796190476,49.4006333333,49.9644666667,30.6957333333,43.8336666667,6.69493333333,8.85273333333,13.3276,4.5696,4.3883,16.8980666667,30.5624666666,45.5068,25.0508,9.1017
606.24,12.356152381,49.4493333333,50.0144,30.6718,43.8816666667,6.6993,8.8448,13.2665333333,4.57426666667,4.3839,16.8271333333,30.4371333333,45.5334666666,24.9515333333,9.10776666667
606.58,12.2821714286,49.4596666667,50.0648666667,30.6418,43.9355333333,6.65133333333,8.78546666666,13.1696,4.53033333333,4.32666666667,16.7318,30.3082,45.5594666667,24.8007333333,9.06573333333
606.91,12.2428,49.4680333333,50.0858,30.6211333333,43.9962666667,6.6542,8.76186666667,13.09,4.5492,4.3418,16.6487333333,30.1526,45.5588,24.6499333333,9.09
607.25,12.1756666667,49.4452333333,50.0342666667,30.5588,43.9895333333,6.63253333333,8.71426666666,12.9816,4.5244,4.3063,16.5254666667,29.9795333333,45.5344666667,24.4654,9.07546666667
607.58,12.1634952381,49.4178333333,50.0714,30.5670666667,44.0262666667,6.64576666667,8.70353333333,12.9284666667,4.5418,4.3088,16.4453333333,29.8746666667,45.5428,24.3478666667,9.11286666667
607.92,12.1073809524,49.3903,50.1010666667,30.524,44.0198,6.6597,8.68073333333,12.8616666667,4.56613333333,4.3173,16.3716,29.7663333333,45.5381333333,24.2114,9.1339
608.25,12.0922190476,49.4097,50.1122,30.5258,44.0342666666,6.7108,8.68033333333,12.8284666667,4.57713333333,4.35003333333,16.2928666667,29.6966,45.5369333333,24.1204666667,9.18556666667
608.59,12.0466095238,49.4162666667,50.135,30.5200666667,44.028,6.71703333333,8.6496,12.7801333333,4.57233333333,4.3407,16.2228666667,29.6076666667,45.56,23.9934666667,9.19236666667
608.92,12.0044190476,49.4081666667,50.1067333333,30.5059333333,43.9909333333,6.7385,8.62826666667,12.7459333333,4.58613333333,4.3556,16.1437333333,29.4952,45.5151333333,23.8967333333,9.22373333333
