wavelength,Back_TacLucm,Belly_TacLucm,Breast_TacLucm,Crissum_TacLucm,Crown_TacLucm,DorTail_TacLucm,Patch10_TacLucm,Rump_TacLucm,Throat_TacLucm,WingTip_TacLucm
194.37,56.8536,51.0592,59.19,52.3988,55.3270666667,37.2896,68.5669333334,62.1961666667,55.7009333333,50.6854666667
194.75,54.6797333333,49.3267333334,58.982,50.9359333333,55.1066666667,34.9753333334,68.6370666667,62.3646333333,51.8554666667,50.0164666667
195.13,55.1389333333,48.3681333333,60.0,51.1112666667,57.2569333333,34.6528666667,70.9375333333,62.5174333333,51.2500666667,51.5104666667
195.51,55.9075333333,48.6468666667,61.3200666667,52.0790666667,58.6468,36.9306,70.9902666667,62.8548666667,50.3630666666,54.4389666667
195.89,55.4516,46.6667333333,61.9096,50.5556,56.3542,34.0624666667,71.8403333333,62.9515333333,47.7431333333,52.5174
196.27,51.0860666667,42.8839333333,60.4121333333,45.8052,52.5843333333,28.1272666667,72.6593333333,60.1872666667,44.4944666667,49.3819666667
196.65,54.2976666667,44.4026,63.8154,45.9958666667,55.4717333333,29.8114666667,77.4004,64.5282333333,46.96,50.5031666667
197.03,59.3988666667,45.246,71.3114,49.7267333333,61.5847333334,28.1420666667,89.7814666666,75.4919333333,51.0382,58.0602666667
197.40,60.4123333333,41.9930666667,76.7009333333,48.1098,62.1993333333,18.8315333333,95.1891333334,80.2748333333,46.8041999999,57.2164666667
197.78,55.2031333333,39.6748,76.8292666667,41.8698,56.9105333333,7.31726666666,96.6665333333,76.1381999999,38.4552666667,53.7805333333
198.16,36.7963333333,27.1862,64.0691333333,20.2597333333,39.2208666666,-10.3031333333,89.1774666667,59.3507,22.1644666667,41.8614
198.54,34.0350666666,23.7721333333,59.6492,17.2807333333,35.965,-9.7368,95.1754666668,56.8422333333,25.2632000001,45.1755
198.92,38.8597333333,31.3158666667,60.0000666667,24.2106666667,35.9649333333,-5.0878,103.6842,60.0000666667,33.7719333334,49.0790333333
199.30,29.7368666667,26.4034666667,52.9824666667,23.7718666667,30.4386666667,-11.7545333333,101.929733333,58.7281,28.5087333333,42.6754
199.68,24.8039333333,22.353,46.0783333333,17.4508,27.8432666667,-26.6666,110.392066667,56.4216333333,25.3922,32.3529666667
200.06,6.91819999998,13.585,35.0944,-0.503133333326,19.6225333334,-57.8616,119.622533333,51.0691999999,19.3710000001,21.0690333333
200.44,-14.0000000001,-4.49999999999,17.4999999999,-21.1666666666,3.33333333333,-97.6666666666,138.666666667,46.3333333333,9.83333333327,2.16666666666
200.82,-21.5872666666,-11.2697333333,1.74600000005,-23.8095333333,0.6349333334,-98.8888666666,127.460266667,36.6667333333,2.38093333333,-16.9049333333
201.19,-18.0116,-7.01746666666,-3.50873333333,-17.4269333334,-0.11686666666,-68.4212,94.1521333333,23.7426,2.92393333331,-21.0525666667
201.57,-24.7619333333,-2.85720000001,-3.21433333341,-11.1905333334,6.78566666668,-64.8809333333,93.6906000001,29.8213666667,8.69039999999,-18.6309666667
201.95,-18.2715333333,0.247000000007,-1.48146666668,-14.9383333333,11.8518,-60.3705333334,103.456733333,39.3827,14.4444,-19.5677333333
202.33,-69.4948000001,-32.1213333334,-39.394,-44.2424000001,-8.48486666666,-134.7474,125.252533333,24.3436,-16.9697333334,-71.8181333333
202.71,-243.5088,-170.175466667,-178.947333333,-174.7368,-110.877266667,-345.263066667,97.5439333334,-58.0701999999,-149.824466667,-251.929833333
203.09,-433.3334,-302.051266667,-317.948666667,-336.410333333,-215.384733333,-552.307733333,79.9999333331,-138.2052,-290.7692,-460.2565
203.47,1039.04766667,767.619066667,818.095200001,875.238066667,657.1428,1249.52386667,107.619066667,525.714233333,725.7142,1121.9048
203.85,418.412666667,322.222133333,325.079533333,335.873133333,283.174466667,477.142933333,109.523866667,243.650833333,294.285666667,424.444466667
204.22,374.074,304.1974,294.814733333,301.234466667,267.901333334,396.543266667,140.740733333,234.5679,274.814933333,380.370333333
204.60,302.5,251.833333333,245.666666666,249.166666667,224.333333333,317.666666667,155.0,210.916666666,235.333333333,309.583333333
204.98,269.359,227.6924,225.641066667,221.282066667,207.307666667,273.9744,152.179466667,198.3334,212.435933333,269.4231
205.36,257.241266667,219.4254,220.689733333,210.344933333,203.4484,261.494266667,157.011466667,195.287233333,207.1264,253.103433333
205.74,263.8252,229.836133333,232.131133333,223.497133333,220.109266667,268.087466667,169.5082,208.2513,221.53,264.480833333
206.12,264.838733333,224.731266667,229.462333333,217.741866667,217.5268,268.2796,166.129,212.634333333,222.3656,259.946166667
206.50,313.717933333,273.846066667,276.666533333,268.589666667,266.282,318.718066667,203.076933333,259.1026,262.692333333,312.820566667
206.87,303.3962,268.679333333,273.2076,265.912,261.509466667,312.830266667,203.522,254.842733333,257.107,301.886733334
207.25,343.787733334,312.1212,308.9394,301.2122,291.5152,358.030266667,233.333266667,282.6514,291.212133334,340.454533333
207.63,331.969666667,302.1212,297.727333333,294.545533333,285.454533333,342.727133333,226.969666667,273.106,296.666666667,325.378866667
208.01,429.6078,379.607666667,380.9804,380.980333333,366.4706,428.235333334,289.803866667,347.450966667,388.0392,429.999966667
208.39,516.543,441.4814,456.5432,448.148,432.5926,511.1112,320.987666666,413.950566667,470.8642,507.777733333
208.77,735.925933334,611.4814,644.074133333,628.148133333,610.740733333,712.5926,429.999933333,586.4814,667.037066667,704.444533333
209.14,639.047533333,520.952333333,547.301466667,541.2698,516.507866667,604.761866666,373.650733333,504.285633333,572.381066666,595.714266667
209.52,631.4286,501.9048,533.333266667,541.9048,503.809533333,585.079533333,352.063533333,508.571466667,562.8572,579.2063
209.90,647.666666667,530.666666667,560.333333333,574.666666667,535.0,621.0,356.666666667,540.333333333,580.0,600.833333333
210.28,421.960866667,364.706066667,382.352933333,386.862866667,358.039266667,402.745066667,259.019533333,352.450966667,389.804,405.1961
210.66,351.1628,300.930333333,324.806266667,313.488333333,292.557933334,329.457266667,212.8682,287.054333333,323.565866667,332.403033333
211.03,307.435866667,256.923,284.358933333,268.076933333,256.153733333,289.743666667,191.795066667,254.936066667,278.8462,289.8078
211.41,252.511466667,212.7854,236.529733333,218.995466666,213.790066667,237.3516,166.3014,217.168866667,228.6758,237.854
211.79,260.720666667,220.1802,247.2072,224.234266667,222.432466666,242.432466667,176.396333333,225.855833333,231.801866667,249.819766667
212.17,216.104933333,188.015,212.5094,190.486866667,189.063733333,200.599266667,153.2584,191.348333333,195.6554,207.340833333
212.55,189.346466667,167.9084,190.784333333,168.431266667,167.5164,177.647066667,141.895533333,172.4509,174.5098,185.882333333
212.92,189.433933333,166.289266667,193.144533333,169.119466667,167.2326,176.2264,143.144666667,172.7988,178.364733333,186.415033333
213.30,176.9854,155.5362,182.898533333,160.115733333,160.811733333,166.2028,135.652066667,162.956433333,168.579666667,175.3333
213.68,169.701933334,147.262866667,175.555466667,151.165333333,153.062466667,158.482533333,131.815866666,153.604333333,160.4336,167.560933333
214.06,164.843866667,137.916733333,166.5104,142.343666667,142.447866667,148.333333333,129.166733333,144.999966667,153.8022,159.401033333
214.44,174.055533333,141.944466667,173.2778,145.277866667,149.888866667,153.444333333,134.9444,151.333333333,158.1666,163.277833333
214.81,192.6922,153.525533333,191.2822,156.6026,164.038466667,167.243533333,148.718,166.794766667,173.589733333,177.6922
215.19,204.421066667,163.368333333,203.9298,166.526266667,177.4738,173.684133333,157.263066667,177.262966667,187.3684,190.491366667
215.57,202.939066667,160.358533333,203.369266667,166.093266667,175.627333333,170.752533333,157.6344,179.820833333,188.7454,189.0322
215.95,206.9698,166.7424,208.787866667,173.484866667,177.575866667,176.590933333,163.105933333,184.356066667,195.075733333,193.295433333
216.32,203.636466667,162.424266667,202.4244,168.1062,169.924333333,176.212133333,156.1364,181.8561,187.5,187.840733333
216.70,224.761866667,180.7792,224.588733333,186.6666,185.974066667,200.692666667,169.264066667,200.995666667,204.934933333,205.844133333
217.08,208.918933333,172.252133333,211.2612,172.612666667,175.765933333,192.792866667,154.7748,189.279233333,188.288333333,194.6397
217.46,225.608533333,186.243133333,231.111133333,188.253933333,185.714333333,214.603133333,162.222133333,201.0581,202.222133333,210.7937
217.83,221.393066667,188.059733333,224.079666667,188.1592,184.577133333,210.447866667,159.303266667,200.149133333,201.8906,205.820966667
218.21,223.174533333,193.0158,230.8996,185.925933333,187.830666667,212.8042,153.121666667,205.0794,204.867666667,212.5398
218.59,212.063533333,191.851933333,225.7142,184.127066667,180.423333333,202.962933334,146.5608,201.322666666,204.973533333,214.232933333
218.97,176.3556,167.733333334,190.222266667,159.022266667,153.866733333,171.0222,126.3112,173.244533333,177.244533333,185.2001
219.34,161.056866667,154.9594,175.9348,148.0488,139.512133333,154.552866667,116.991866667,161.7075,162.682933333,171.422733333
219.72,160.4016,157.429733333,176.706866667,149.3174,141.044266667,155.984,119.357533333,163.132566667,161.365533333,171.847333333
220.10,141.111133333,131.481533333,154.814733333,128.888866667,118.963,136.2222,99.4074666667,143.2962,138.444533334,146.037066667
220.47,153.092266667,141.2048,166.345466666,137.51,123.534133334,144.5784,107.228866667,153.614566667,151.727,158.795266667
220.85,138.263866667,124.375066667,144.791733333,121.805533333,111.319533333,122.638933333,95.5554666665,134.1666,134.444466667,142.6042
221.23,129.911533333,115.3392,134.041333333,114.2182,105.250666667,111.032466667,94.0414,124.690233333,124.1298,130.413066667
221.61,124.357,110.3412,125.5642,105.984266667,100.892333333,104.146933333,92.7034000001,121.548633333,116.587866667,123.517066667
221.98,121.249866667,107.499866667,123.541533333,101.926933333,97.3436666666,102.812466667,91.2498666667,119.661333333,113.0728,122.630033333
222.36,128.888866667,115.392933333,131.8156,112.411866667,106.4498,108.5636,98.2655333333,128.482266667,119.349666666,126.8563
222.74,132.16,114.506666667,133.813333333,114.826666667,108.426666667,112.48,102.613333333,130.4,118.24,125.413333333
223.11,124.228733333,105.4726,124.477666667,107.860866667,100.995066667,104.079533333,95.0249333334,119.601966667,107.263733333,115.9701
223.49,125.903333333,105.3944,123.816933333,108.397133333,102.595333333,107.2774,95.318,118.855,107.3282,115.496266667
223.87,131.243,108.192133334,124.6892,109.661066667,106.2712,107.966066667,95.5367333333,119.576233333,109.717466667,119.4916
224.24,142.3142,123.360933333,134.490333333,119.724466667,120.606133333,118.402266667,107.2176,129.421533333,122.589466667,133.416
224.62,133.880733333,116.766133333,127.164066667,114.825933333,119.602066667,110.9452,103.582066667,121.268666667,117.611933333,124.776
225.00,142.773333333,125.92,138.026666667,125.226666667,129.6,121.44,113.653333333,132.88,127.573333333,132.56
225.38,166.289333333,150.188733333,160.125733333,148.427666667,151.698133333,144.276733333,133.710733333,158.113233333,150.314466667,158.6793
225.75,187.509533333,167.5096,181.0728,171.954066667,170.421533333,159.846733333,148.429,176.6666,173.333266667,181.0344
226.13,177.727266667,154.242466667,170.1516,163.1818,163.106066667,147.651533333,140.1516,164.9622,161.287733333,169.6969
226.51,192.083333333,161.5,180.916666667,174.666666667,175.333333333,161.75,151.333333333,176.125,174.166666667,184.583333333
226.88,221.9488,187.1794,209.230866667,203.6924,201.7436,188.205066667,172.922933333,203.743633334,204.307666667,213.0768
227.26,332.7274,281.060666667,312.5758,312.272733333,304.394,295.000066667,256.969733333,308.409133333,316.363733333,322.5757
227.64,940.000000001,790.222266667,865.333266667,872.888866667,831.555533333,823.111133334,712.888933333,867.5556,882.666666666,896.666666667
228.01,-4782.22226667,-4031.11106667,-4526.66666667,-4584.44453333,-4286.66666667,-4284.44453333,-3628.88886667,-4467.77773333,-4491.11126667,-4617.77786667
228.39,-249.931866666,-211.8368,-241.904866667,-241.4966,-225.306133333,-227.211,-185.578133333,-236.598733333,-234.421733333,-241.836733333
228.76,-140.823,-118.2716,-137.448333333,-134.979466667,-123.703866666,-128.888933333,-99.4237333334,-134.9794,-127.983533333,-135.308733333
229.14,-100.934666667,-83.0528666667,-96.3239999999,-93.2087333333,-85.4205333334,-89.595,-64.1121333333,-93.8318000001,-85.1714,-96.5421
229.52,-79.2533333333,-61.44,-75.68,-72.0533333333,-65.6,-68.8533333333,-47.5733333333,-74.2933333333,-65.8133333333,-74.6933333333
229.89,-62.6389333333,-48.8888666667,-59.9536666667,-54.7223333333,-51.4814,-56.898,-36.6203333333,-61.0648,-51.4816,-57.1760666667
230.27,-40.5156,-31.4916666667,-38.4163333333,-34.5488,-31.3445333333,-38.8214,-19.5947333333,-40.442,-30.9760666667,-35.1933
230.65,-33.2998,-28.5858666667,-33.4342,-28.4176,-24.8486,-34.0404,-15.8922666667,-34.1245666667,-25.5892,-29.0572666667
231.02,-31.0244666667,-25.8210666667,-30.3089333333,-25.8212,-22.7967333333,-31.5772,-14.2114,-32.309,-22.7316,-26.6342666667
231.40,-25.7656666666,-21.2612,-25.105,-19.5795333333,-18.8889333333,-25.1952,-11.081,-27.5225,-16.7868,-20.5557666667
231.78,-24.5946,-22.042,-26.5466,-20.4504,-21.4414,-25.5556,-11.1411333333,-28.4535666667,-16.9370666667,-22.0271
232.15,-19.3393333333,-18.6785333333,-21.6216666667,-15.7056,-16.3964666667,-21.2312,-7.7778,-23.7387,-12.2522,-17.3872
232.53,-20.5079333333,-18.2222,-21.9682666667,-16.8571333333,-17.3014666667,-21.2062666667,-8.00006666667,-23.381,-12.4126666667,-18.0476333333
232.90,-19.506,-17.0060666667,-20.2159333333,-16.3271333333,-17.5616666667,-19.5372,-8.9506,-21.6203,-11.8826666667,-19.1666333333
233.28,-15.6133333333,-14.2280666667,-17.0564,-14.2568666667,-15.6711333333,-15.6999333333,-8.25393333333,-18.1818333333,-11.1688666667,-14.1413666667
233.66,-10.3208,-9.76286666667,-11.6038,-9.90226666667,-11.4087333333,-9.42826666668,-2.42673333334,-11.4784333333,-5.80206666666,-7.54530000001
234.03,-9.01966666667,-8.2092,-10.3266,-9.96073333333,-10.8759333333,-7.76479999999,-1.56866666667,-8.43133333334,-4.6798,-6.66656666667
234.41,-12.6562,-11.8489333334,-14.8438666667,-15.3125333333,-15.5468666667,-10.2604,-5.52086666666,-12.2526,-10.0782,-11.9659666667
234.78,-13.7984666667,-11.0334666667,-16.4082,-17.2094,-16.9767333333,-10.0516,-6.09806666667,-13.1655,-11.6795333334,-14.0569
235.16,-12.7524,-11.793,-16.6414,-17.2222,-17.1212666667,-9.21719999999,-5.85866666666,-12.3737,-12.4495333333,-14.0908
235.54,-12.2266,-12.3810666667,-16.8082666667,-17.5804666667,-16.0359333334,-8.90613333333,-6.38346666666,-11.9304,-12.8441333334,-13.6424
235.91,-12.7226666667,-11.6793333333,-15.7252,-16.9974666667,-14.3257333333,-8.67693333333,-6.28500000001,-11.2975,-12.6971333333,-11.832
236.29,-14.6413333333,-11.7232,-17.7356666667,-17.8114666667,-16.4778666667,-10.3647333333,-7.54720000001,-13.7232333333,-14.4150666667,-12.5409
236.66,-15.4477333333,-12.2388,-19.0051333333,-18.6567333333,-17.4128666667,-11.6417333333,-9.07953333333,-15.995,-14.8756666667,-13.8309
237.04,-14.8854,-12.4427333333,-18.6768666667,-19.3893333333,-17.0992666667,-12.2138,-8.06626666668,-15.369,-15.0381333333,-12.9770333333
237.41,-17.44,-14.24,-21.3866666667,-22.7466666667,-19.3866666667,-14.8266666667,-9.20000000001,-17.1733333333,-18.2933333334,-17.72
237.79,-17.7525333333,-14.4950666667,-21.3636666667,-22.2474666667,-19.3688,-15.8838666667,-10.5304,-17.3610666667,-18.7373333333,-18.9522
238.17,-19.5061333333,-16.4196666667,-22.3951333334,-22.8642666667,-20.9136,-16.642,-12.1480666667,-18.6667,-18.9135333334,-20.7408666667
238.54,-13.6540666666,-12.6918,-16.6552666667,-17.0674666667,-14.9139333333,-10.6985333333,-7.44546666667,-13.0354666667,-13.7458,-14.8109333333
238.92,-10.3864666667,-10.3657333333,-12.5392666667,-13.5842666667,-10.9508666667,-8.00419999999,-4.22146666667,-10.512,-10.1358666667,-11.9017
239.29,-9.25093333334,-9.64426666667,-10.3372666667,-11.6854666667,-9.62539999999,-7.24713333333,-2.45313333333,-8.8857,-8.42693333335,-10.3650666667
239.67,-5.63093333333,-5.64733333333,-6.50493333333,-7.37860000001,-6.66666666666,-3.62466666667,1.24613333333,-5.37216666667,-4.369,-6.81213333333
240.04,-3.8336,-3.6786,-5.31353333333,-5.35586666667,-5.28533333333,-1.19806666667,2.988,-3.3122,-2.55106666667,-4.33389999999
240.42,-2.4454,-2.8346,-3.7712,-4.5742,-3.84433333333,0.0851333333346,4.33093333333,-1.5146,-1.24086666667,-2.62156666667
240.79,0.955333333332,0.0718666666654,-0.493200000001,-1.63333333333,-0.626600000001,2.43453333333,7.11873333333,1.43816666667,1.29433333333,1.18643333333
241.17,2.29506666667,1.463,1.12133333333,0.0175999999986,1.00746666667,4.19613333333,8.52380000001,3.12743333333,2.82953333333,3.17123333333
241.54,3.23753333333,2.2862,2.04066666667,1.18906666667,2.102,5.2244,9.09853333333,3.73606666667,4.08906666667,4.29606666667
241.92,3.44926666667,2.009,1.7562,0.843000000001,2.20586666667,5.11406666667,9.17466666667,3.53356666667,3.88473333333,4.2396
242.29,4.69786666667,3.04086666667,2.96946666667,1.683,3.59326666667,6.06233333333,10.5457333333,4.65256666667,4.81493333333,5.49386666667
242.67,4.6414,3.26246666667,2.93633333334,1.86526666667,3.53333333333,5.78033333334,10.6185333333,4.31506666667,4.85686666667,5.46016666667
243.05,5.27673333333,4.04613333333,3.62033333333,2.7862,3.87473333333,6.6016,11.2572,5.10796666667,5.43626666667,6.1608
243.42,5.5834,4.7248,3.81433333333,3.365,4.37913333333,7.25446666666,11.3972666667,5.43353333333,5.9464,6.5198
243.80,4.77913333333,4.29726666667,3.21846666667,2.4442,3.6488,6.5518,10.7516,4.7247,5.27266666666,5.90946666667
244.17,4.3202,3.8554,3.0924,1.95073333333,3.2588,5.97246666667,10.4590666666,4.27986666667,4.92246666667,5.0345
244.55,3.99206666667,3.63446666667,2.7996,1.7718,3.01533333333,5.87726666666,10.4486,4.01493333333,4.63933333333,4.44073333333
244.92,3.2808,3.0982,2.45653333333,1.32233333333,2.47313333333,5.79253333333,10.3734666667,3.65423333334,4.2436,3.67073333333
245.30,2.67606666667,2.3986,1.73346666667,0.806533333333,1.87486666667,5.0274,9.81953333333,2.65513333333,3.70246666667,3.04
245.67,2.3526,1.9762,1.57,0.327733333333,1.34493333334,4.56366666667,9.67466666667,2.24256666667,3.19886666667,2.9959
246.05,1.17353333333,1.2006,0.482933333334,-0.699733333333,0.243866666667,3.62,8.70233333334,1.0787,2.0356,2.07856666667
246.42,0.0330666666666,0.219133333333,-0.620266666667,-1.45566666667,-0.765066666667,2.73373333333,7.50613333333,-0.122,0.711333333333,0.912000000001
246.79,-0.519,-0.249933333333,-0.995799999999,-1.87226666667,-1.2456,2.376,7.1856,-0.303633333333,0.126866666667,0.417166666666
247.17,-1.02126666667,-1.04273333333,-1.53913333333,-2.3408,-1.823,1.86993333333,6.70613333333,-0.8558,-0.456666666667,-0.0951666666662
247.54,-1.22833333333,-1.5818,-1.95573333333,-2.83746666667,-2.38793333333,1.54053333333,6.53293333333,-1.27643333333,-0.964199999999,-0.4118
247.92,-0.836133333333,-1.37586666667,-1.7958,-2.58866666667,-2.01893333333,1.949,6.9066,-0.957866666666,-0.7962,-0.0266
248.29,-0.719733333334,-1.32153333333,-1.8416,-2.55493333333,-1.86133333333,2.04453333333,7.03946666666,-0.850599999999,-0.752266666666,0.2289
248.67,-0.687533333333,-1.2574,-1.90233333333,-2.74733333333,-1.873,2.0694,6.99086666667,-0.913433333333,-0.736666666666,0.437066666666
249.04,-1.1392,-1.58886666667,-2.32593333333,-3.2252,-2.17046666667,1.68346666667,6.80193333333,-1.39953333333,-1.1122,0.0711000000006
249.42,-1.31406666667,-1.6568,-2.5674,-3.49933333333,-2.39593333333,1.48533333333,6.69173333333,-1.56403333333,-1.38906666667,-0.189300000001
249.79,-2.15833333333,-2.40366666667,-3.4234,-4.263,-3.1934,0.762866666668,5.9498,-2.3922,-2.2504,-1.20956666667
250.17,-1.23946666667,-1.56166666667,-2.29173333333,-3.111,-2.11206666667,1.65133333333,6.9154,-1.39873333333,-1.21913333333,-0.525833333333
250.54,-0.614266666667,-1.02846666667,-1.59473333333,-2.61433333333,-1.6426,2.09146666667,7.55553333333,-0.786533333333,-0.492466666666,-0.043666666666
250.92,-0.100799999999,-0.756599999999,-1.1646,-2.3246,-1.3756,2.28333333333,7.8678,-0.453933333333,-0.0274,0.325366666667
251.29,-0.182999999999,-0.549200000001,-1.12246666667,-2.50966666666,-1.27166666667,2.2302,7.96733333333,-0.510833333333,0.144466666666,0.539466666666
251.66,0.584266666665,0.349666666665,-0.324599999999,-1.768,-0.474333333332,2.8216,8.74399999999,0.1348,0.744133333333,1.30336666667
252.04,0.115933333331,-0.0606000000006,-0.620799999999,-2.03886666667,-1.03453333333,2.18013333334,8.31186666666,-0.537466666667,0.216866666666,0.630800000001
252.41,0.077266666668,6.66666662e-05,-0.623333333333,-1.999,-1.2262,2.0402,8.24313333333,-0.721233333334,0.0566666666668,0.479166666666
252.79,0.182333333333,0.171733333333,-0.198066666666,-1.552,-1.01573333333,2.01046666667,8.35399999999,-0.807433333333,0.228999999999,0.494699999999
253.16,-0.132133333334,-0.0951999999992,-0.555133333333,-1.67073333333,-1.29506666667,1.602,7.81913333333,-0.983399999999,0.0476666666652,0.171866666665
253.54,0.0846000000006,0.053,0.0106666666674,-1.20113333333,-0.962933333334,1.94713333333,8.07926666667,-0.756733333333,0.349200000001,0.330699999999
253.91,1.288,1.5954,1.261,-0.0431333333327,0.555266666665,3.20666666667,9.39366666666,0.5579,1.6436,1.8081
254.28,0.248999999999,0.865933333333,-0.0395333333332,-1.0188,-0.430133333333,2.56933333334,8.57953333334,-0.481100000001,0.707466666667,1.31276666667
254.66,-0.537533333333,0.227066666666,-1.1648,-1.71446666666,-0.949866666669,2.1444,7.95093333335,-1.34693333333,0.0538666666674,1.03653333333
255.03,-1.0892,-0.0629333333347,-1.81933333333,-2.0334,-1.322,1.93266666667,7.58586666667,-1.82883333334,-0.302133333334,0.821499999999
