wavelength,Back_PhrPlem,Belly_PhrPlem,Breast_PhrPlem,Crissum_PhrPlem,Crown_PhrPlem,DorTail_PhrPlem,Rump_PhrPlem,Throat_PhrPlem,WingTip_PhrPlem
186.77,35.5555999993,251.111,345.555466667,-63.3333333336,572.2222,201.52775,165.555466667,328.888933333,-84.4444666665
187.15,-63.8095333335,100.000033333,159.999933333,-166.666733333,362.857066667,73.0356416667,3.8094,214.2858,-180.952366667
187.53,-41.212,48.4849000002,103.636333333,-122.424333333,254.545466667,57.5000958333,-25.4546000001,141.818333333,-122.727466667
187.91,-29.3333333333,68.6666666665,122.666666667,-146.0,275.333333333,80.5416666665,-34.6666666669,206.666666667,-93.9999999999
188.29,-23.0302666666,81.2122,115.7576,-138.1818,257.575733333,93.6362791665,-37.5757333333,195.757466667,-70.6061999999
188.67,46.9445333333,100.6944,112.222333333,-9.72220000007,183.6112,94.6875999999,36.1110666667,148.888933333,27.3611333334
189.05,47.6921333333,86.8376000001,104.1026,14.3589333333,130.2564,83.8248083333,44.9573333333,119.658066667,33.0769333333
189.43,31.8239333333,65.849,78.4906000001,8.93066666673,96.8553333333,58.6084583333,30.5662,82.8931333335,28.805
189.81,35.0649333333,68.3549333335,75.2381999999,28.3982666667,84.5888,57.5108666667,41.5584,73.7662000001,41.3852333333
190.19,43.9613333333,92.4638000001,90.5314666667,36.6184666666,104.057933333,71.4131208333,56.0385999999,90.0484666667,51.6424666667
190.57,51.6474666667,86.8582000001,86.3600000001,41.2261333333,94.023,66.3075291667,54.5594666667,83.3715999999,55.4022
190.95,52.1428666667,88.6904333333,87.9364666667,38.0953333333,94.9206,65.7341958333,53.2539333333,83.8890666667,57.5397666667
191.33,55.1163333333,90.3489,93.2558000001,40.3874666666,97.7518000001,67.0155708333,59.3798000001,89.3024000001,62.0542
191.71,63.7711333333,94.7811666667,95.9596666666,49.9664000001,98.4512,67.8915708333,69.1580666667,92.7945333334,70.9764333334
192.09,64.8148,92.1604333334,91.358,50.3087333333,96.4814666666,66.4429083333,67.3455333333,85.9258666667,68.3332333333
192.47,66.9211333333,87.2264666665,86.7176666667,56.1832,89.5675333333,64.211325,68.2950666667,82.5445333333,66.0052
192.85,61.4092,85.2302666667,81.897,50.9484,85.4743999999,58.4247875,65.0407333333,79.3496,59.9188
193.23,57.8530666667,80.9887,75.1412666667,45.0846666667,83.2767999999,50.6992166667,62.3163333333,72.8248666666,56.1016333333
193.61,61.6665333333,82.8447,76.7815333334,46.7240666667,84.3678666667,51.57335,66.4944,77.4138666667,57.9885666667
193.99,61.6247333334,79.7197666667,73.2774666667,43.5852666667,81.2886,47.90615,69.4117999999,75.7984000001,58.5993666667
194.37,54.1784,67.3474,63.4741333333,39.6243333333,70.1878,40.6514125,61.1267333333,67.23,52.3239666667
194.75,56.3596666667,66.7762333333,62.3684666667,39.2106,71.228,43.2154666667,62.5876666667,65.4388,52.3904333333
195.13,53.8924666667,64.0430333333,60.0861333333,33.8924666667,68.516,40.3441333333,60.7311333333,62.4515333333,48.4946
195.51,49.6206666667,57.1458,54.4111333333,29.4611333333,63.7524666667,35.1571083333,56.7264,55.2095333334,43.9719333333
195.89,44.9794,50.3497666667,48.6830666667,22.7162,59.2591333333,31.9186708334,52.0988,51.2345333333,36.7902333333
196.27,42.1072,46.5133666667,45.9385333333,21.954,55.5555333333,29.7030875,50.6513333333,50.4214666667,36.1493666667
196.65,36.3493333333,40.5754,38.5318666667,12.1826,51.7459333333,21.5152708333,45.1983333333,43.9284666667,32.8572333333
197.03,36.3044666667,37.3368333333,36.8476666667,12.5362,50.4347333333,22.6290333333,43.5146,43.6231333333,33.1704
197.40,33.6141333333,33.5087,32.8421333333,10.7718666667,43.9297333333,20.1689958333,39.0875333333,41.7544,29.5963666667
197.78,33.6156666667,33.7214666667,34.1094,12.0282666667,44.6561333333,21.1486666667,37.9542666667,41.9048666667,30.0176333333
198.16,29.6740666667,29.3478,30.5072666667,8.62313333334,42.21,20.4166041667,33.0072,40.6159333333,26.9019333333
198.54,25.8684,24.2915333333,25.8683333333,2.19560000001,37.1655333333,17.0411458333,27.5849333333,36.8864,22.4351666667
198.92,16.4557333333,18.3333333333,18.6076,-2.95359999999,30.7595333333,10.8754416667,22.6582666667,33.4598666666,15.8016666667
199.30,11.7439333333,10.7283666667,11.4349333333,-5.07726666667,25.1654666667,5.86106666667,18.4546,26.7549333333,10.3974666667
199.68,11.0790666667,10.5036333333,6.61866666666,-8.10560000001,22.0143333333,4.76022916667,18.3692,28.8249333333,9.49636666666
200.06,9.64913333333,8.64029999999,5.17540000001,-8.33333333334,17.5877333334,4.36687083333,17.1929333333,26.0527333333,11.2279666667
200.44,9.36173333334,9.69270000001,5.10633333333,-7.99053333332,17.116,5.23349999999,19.7163333333,26.3830666667,8.72330000001
200.82,10.219,10.8028333333,8.71026666668,-4.81753333333,16.8368666667,10.3224583333,20.9244666666,32.2141333333,8.49150000001
201.19,6.04646666666,8.65643333335,6.66666666665,-7.02853333333,13.3333333333,6.03687083333,17.9327333333,28.1652666667,5.47790000001
201.57,2.80986666667,5.75759999999,5.73006666667,-9.47660000001,13.4986,4.11509583335,18.9531333333,25.2341333333,4.46290000001
201.95,3.5527136788e-16,3.14359999999,1.13826666666,-14.8508666667,10.2981333333,0.545325000006,17.8860666667,20.1626666666,2.87256666666
202.33,2.46159999999,5.0257,3.48726666666,-12.3589333333,10.5128666667,-1.35587499999,19.641,18.8204666667,4.46139999999
202.71,1.60586666667,1.92203333333,1.84913333332,-14.5986,5.40153333331,-4.22145416667,18.5888666667,14.5498666667,1.63009999999
203.09,2.84226666666,-1.86046666667,-0.05173333334,-18.2946,-0.56846666666,-9.11185833335,14.5737333333,11.0595333333,-1.24043333334
203.47,10.8044666667,6.09203333332,6.62073333334,-10.0231333333,6.75859999999,-2.3936625,18.5288,19.0803333333,8.22999999999
203.85,10.1282666667,3.09836666667,6.96573333334,-7.5214,5.85473333333,-4.31617916666,14.7863333333,16.2394,7.26503333332
204.22,9.04099999999,-2.05489999999,2.55706666666,-9.08679999999,3.653,-9.77455416667,11.1872666667,14.2464666667,1.18723333332
204.60,5.79080000001,-11.7031333333,-3.60093333333,-16.107,-1.94639999999,-16.5449333333,2.87106666667,7.4452,-2.11670000001
204.98,-3.88453333334,-21.6798,-16.2729333333,-25.7217333333,-11.9684666667,-26.2467041667,-2.7296,-4.82926666665,-10.7873666667
205.36,-10.1400666667,-29.6358666667,-25.9944,-33.3333333333,-18.7674666667,-32.9376083333,-5.82626666667,-9.80386666664,-15.7982666667
205.74,-9.661,-28.3899,-26.6100666667,-33.2769333333,-18.9830666667,-31.4443,-8.02260000001,-9.49159999998,-18.8983
206.12,-20.5939333333,-42.9373,-41.4520666667,-44.9504666667,-31.6830666667,-45.3134541667,-18.9438,-19.604,-36.5347333333
206.50,-32.0165333333,-61.6049,-60.4938666667,-63.7038,-48.8065333333,-66.5433166667,-33.5803333333,-33.8271333333,-54.9794666667
206.87,-44.4117333333,-77.3039333334,-79.0197333333,-77.1568666666,-58.1373999999,-84.6078708335,-48.9216666666,-46.1764666667,-67.6960999999
207.25,-71.6958666667,-110.175366666,-114.502933333,-105.614,-79.0643333334,-115.877170833,-72.2807333333,-72.0466666666,-93.9766333335
207.63,-126.0,-179.333333333,-182.666666667,-169.5,-128.833333333,-173.3125,-115.833333333,-114.666666667,-154.416666666
208.01,-228.888866667,-322.639,-315.277733333,-312.777733334,-241.9444,-307.378591667,-225.8334,-210.555533333,-284.305533333
208.39,-309.0,-395.666666667,-387.666666667,-397.333333333,-304.0,-379.791666667,-289.666666667,-276.333333333,-350.166666667
208.77,-235.308666667,-287.530933333,-279.012333333,-282.222266667,-216.79,-271.404216667,-202.222133333,-197.037066667,-264.567733333
209.14,-246.913533333,-300.987666667,-283.703666667,-293.580266667,-232.839666667,-275.108070833,-217.777866667,-199.2592,-282.963033333
209.52,-841.481466665,-1018.88886667,-921.481399999,-991.851866668,-842.963133334,-893.055695834,-804.444333333,-719.999933333,-1005.92593333
209.90,-4393.33333333,-5256.66666667,-4700.0,-5060.0,-4430.0,-4688.54166667,-4253.33333333,-3623.33333333,-4945.0
210.28,-1128.33333333,-1344.58333333,-1185.83333333,-1250.83333333,-1150.83333333,-1179.84375,-1092.5,-907.500000001,-1232.5
210.66,-718.461466667,-841.794766667,-746.1538,-749.230733333,-701.025666667,-693.429554166,-686.153933333,-562.051333333,-762.051333333
211.03,-1908.0,-2312.0,-2028.0,-2030.66666667,-1868.0,-1878.91666667,-1856.0,-1516.0,-2027.33333333
211.41,-417.575733333,-504.3938,-424.848333333,-439.090866666,-410.606133333,-397.083291667,-396.9696,-311.515066667,-430.909166667
211.79,-379.733333333,-458.4,-384.0,-400.533333333,-389.6,-373.116666667,-374.4,-296.266666666,-392.4
212.17,-309.462466667,-361.0753,-313.118266667,-320.215066667,-309.247266667,-285.3629,-284.7312,-239.1398,-311.612966667
212.55,-426.388866667,-502.222366667,-443.889,-443.0556,-438.0556,-404.670233333,-394.722133333,-345.555666667,-441.250033333
212.92,-979.444533334,-1159.16673333,-1056.6666,-1037.77786667,-1045.55546667,-983.368166667,-949.444466667,-822.777666667,-1011.1111
213.30,-1344.44453334,-1607.037,-1463.70366667,-1460.0,-1440.74073333,-1396.94440417,-1359.99993333,-1180.74073333,-1374.07406667
213.68,-611.228066667,-751.4035,-668.0702,-674.035133333,-661.754466667,-653.048395833,-621.403466667,-535.087733333,-626.666666667
214.06,-1331.85173333,-1648.14813333,-1473.33326667,-1493.33333333,-1444.44446666,-1439.53708333,-1373.33333333,-1237.03713333,-1401.48153333
214.44,-2003.33333333,-2553.889,-2278.88886667,-2398.88886666,-2197.77766667,-2259.4444,-2116.66673333,-1938.889,-2193.88886666
214.81,-1063.63633333,-1380.00003333,-1218.18193333,-1323.63626667,-1178.78793333,-1217.0078125,-1120.60586667,-1029.0908,-1193.6363
215.19,-536.0,-716.833333333,-625.333333333,-682.0,-615.333333333,-620.395833333,-576.0,-516.0,-631.333333333
215.57,-661.1766,-867.254866667,-770.588266667,-837.647,-758.823466667,-778.750070833,-729.0196,-643.137266667,-798.627633333
215.95,-687.916666667,-895.833333334,-809.166666667,-835.0,-772.083333333,-808.619791667,-735.416666667,-652.083333333,-834.583333334
216.32,-722.666466667,-950.444466667,-861.333333333,-859.111133333,-816.444466667,-866.694354167,-790.222333333,-680.888933334,-880.888999999
216.70,-608.75,-804.375,-723.75,-744.583333333,-677.083333333,-743.932291667,-678.333333333,-561.666666667,-749.375
217.08,-627.142866667,-810.238,-749.0476,-768.095333333,-679.5238,-774.493970833,-687.619066667,-566.6666,-797.618966667
217.46,-617.9488,-768.974466667,-711.282133333,-726.153866667,-656.410266667,-747.531883334,-645.641,-542.564133333,-792.564133333
217.83,-363.333333333,-444.666666667,-415.333333333,-402.333333333,-383.666666667,-432.0625,-373.333333333,-292.666666667,-451.333333333
218.21,-253.888866667,-309.722166667,-288.888866667,-277.7778,-270.555533333,-295.919966667,-250.2778,-196.944333333,-312.638966667
218.59,-280.909066667,-328.333466667,-304.8484,-271.212133334,-296.969733333,-303.5038875,-269.091,-218.787866667,-319.545666667
218.97,-656.969533333,-731.8181,-676.969733333,-611.515133333,-717.5758,-708.371233334,-616.969733333,-529.090866667,-728.181733333
219.34,-1266.6668,-1381.11106667,-1265.5556,-1159.99993333,-1378.88886667,-1322.29170833,-1190.00006667,-1034.44453333,-1419.44443333
219.72,739.333333333,814.333333333,748.666666667,685.333333333,810.666666667,734.916666667,699.333333333,612.666666667,831.333333334
220.10,523.111133333,549.777833333,499.555533333,490.222266667,556.000066667,481.639004167,515.5556,438.666733333,555.111033333
220.47,356.060666667,363.939433333,326.0604,322.727333333,364.242533334,312.802995833,353.333333333,296.363733334,366.969566667
220.85,300.459733333,301.839133334,275.862133333,262.298866667,309.195466667,250.40225,297.9312,257.471266667,299.7702
221.23,358.611266666,374.0278,321.666533334,312.7776,375.277866666,289.809091667,361.388666666,311.111066667,358.472133333
221.61,509.629733333,528.7036,462.592666667,437.037066667,520.7408,413.819391667,509.6296,432.962866667,485.926033333
221.98,537.6472,570.588333333,510.588266667,481.960866667,565.490266667,461.862695833,551.7648,479.215666667,541.960766667
222.36,-963.333333332,-1101.66666667,-945.833333333,-850.833333333,-1040.83333333,-843.177083334,-1020.83333333,-847.499999999,-1024.58333333
222.74,-190.000066667,-225.357033333,-182.380933333,-172.619,-216.1904,-161.696533333,-208.095266667,-157.1428,-218.8096
223.11,-123.725466667,-155.686233333,-125.490266667,-117.843133333,-149.215666667,-113.345595833,-150.392133333,-106.078333333,-149.313666667
223.49,-93.0302666667,-111.7425,-82.4242666666,-84.6970666666,-108.0302,-84.1665916667,-100.4546,-72.1212,-104.924333333
223.87,-48.2352666667,-63.6274333333,-37.4509333333,-44.3138666667,-55.0000666667,-46.8933875,-48.1372666667,-32.5491333333,-58.0392333333
224.24,-32.8395333333,-46.3373333333,-24.6914,-32.7573333333,-40.4116,-38.5237166667,-31.1934,-21.7282666667,-45.7613
224.62,-34.5528666667,-48.9837,-26.5040666667,-37.4796,-44.0649333334,-45.7011208333,-32.6829333334,-21.7073333333,-46.2601333333
225.00,-25.3472666666,-40.1390333333,-19.2360666667,-32.2222666667,-35.7638666667,-40.1085125,-26.875,-15.0,-36.8055333333
225.38,-14.6259333333,-24.83,-7.21086666664,-21.1564666667,-23.4693333333,-29.6045958333,-17.1428666667,-5.51026666667,-22.4150333333
225.75,-2.9488,-15.0961666667,3.26926666666,-12.9486666667,-13.8462,-19.226725,-7.17946666667,5.12813333333,-12.9488
226.13,0.565933333332,-9.43393333333,9.37106666667,-8.93086666666,-5.28299999999,-14.0723416667,-1.38373333333,10.0,-3.01886666666
226.51,-4.67833333333,-12.2515333333,4.6198,-14.3859333333,-10.0000666667,-19.3165625,-7.25160000001,3.85953333333,-7.2514
226.88,-22.7640666667,-30.4334666667,-11.7614666667,-29.3766,-25.9618666667,-36.3650833333,-24.0648666667,-12.1950666667,-22.1949666667
227.26,-21.2037333333,-26.0879,-10.0462666667,-26.2962,-23.8889333333,-31.4265458333,-21.2962,-10.0464,-21.3888333333
227.64,-16.0234,-19.1228666667,-9.20086666667,-19.2592666667,-18.2846,-25.0731083333,-18.1677333333,-7.4076,-16.1207666667
228.01,-18.447,-21.1930666667,-12.6892666667,-20.7954666667,-21.7802666667,-25.7954291667,-20.8712,-11.4772666667,-16.7613666667
228.39,-17.8654,-21.5927666667,-13.7273333333,-19.2119333333,-21.7732,-20.8784958333,-18.4894,-10.6734,-15.7143
228.76,-12.5926666667,-14.4307,-9.60219999999,-13.0862666667,-16.4608666667,-12.9647,-11.4404666667,-6.66653333333,-11.7833333333
229.14,-10.5925333333,-9.66656666666,-7.28393333333,-9.80246666665,-12.8888666667,-7.64818333334,-7.30853333333,-3.43206666667,-9.03700000001
229.52,-9.60980000001,-8.81823333333,-7.46913333334,-9.16393333334,-11.7056,-6.09393749999,-5.46273333333,-2.27433333333,-8.6177
229.89,-9.61546666667,-10.1282666667,-8.03406666667,-10.0214666667,-12.1153333333,-7.28098333333,-6.08973333334,-2.73506666667,-9.46586666667
230.27,-6.82253333333,-8.01156666667,-5.69193333333,-7.60233333334,-10.7992,-4.72838750001,-5.02933333333,-1.2086,-7.63153333333
230.65,-6.51426666666,-6.3429,-3.8858,-5.82853333333,-9.37140000001,-2.3762125,-3.60006666667,1.08586666667,-5.8192
231.02,-4.02306666667,-4.0037,-1.64746666667,-3.4674,-7.06899999999,0.892079166667,-1.16866666667,3.35253333333,-3.46736666666
231.40,-3.34306666667,-3.99026666667,-1.23686666667,-2.02893333333,-6.3962,2.82488333333,-0.927666666668,4.0388,-2.4445
231.78,-5.15866666667,-5.1587,-0.634933333334,-3.27393333333,-6.78566666666,2.8423,-0.912600000002,3.35313333333,-3.05553333333
232.15,-5.03973333333,-3.80946666667,0.753999999999,-2.619,-6.42859999999,3.10764166667,-0.8134,4.38493333334,-2.46026666667
232.53,-2.42793333333,-0.843566666666,3.97126666666,0.493733333336,-4.40326666666,4.96547916667,1.17293333333,6.99579999999,0.617199999999
232.90,-1.48853333333,-0.607966666668,4.29780000001,0.943466666664,-3.87833333334,5.336675,0.607933333334,6.7296,1.70856666667
233.28,-1.08633333333,-1.34186666667,4.11073333333,1.7252,-4.04679999999,3.83787916667,0.745466666668,6.2834,1.92753333333
233.66,-2.1612,-1.59016666667,4.26086666667,1.10093333333,-4.58706666666,2.765075,-0.428066666668,4.77066666666,0.897066666667
234.03,1.33326666667,3.45540000001,7.96246666667,6.2722,0.469533333336,7.06337916666,3.83106666667,7.81206666666,5.03293333333
234.41,1.03706666667,3.43523333333,7.96293333334,7.42579999999,1.42586666667,6.88534166667,4.48153333333,7.537,4.93526666667
234.78,2.2764,4.40826666667,8.12999999999,8.34679999999,3.12553333333,7.34974583333,5.94393333334,7.69639999999,6.33236666667
235.16,4.46733333333,7.62880000001,9.69080000001,10.5326666667,5.92773333334,9.42223749999,8.19593333334,10.2062666667,8.60826666668
235.54,4.47193333333,7.67336666667,9.90093333333,10.0989333333,6.02306666667,8.44057916667,7.85473333333,9.37286666666,8.72930000001
235.91,6.20533333333,8.91799999999,9.64213333333,10.5172,6.44386666667,9.12499166667,7.73279999999,10.3260666667,9.84090000001
236.29,6.57413333333,9.3749,9.27473333333,10.3858666667,7.16046666667,9.36724999999,8.36413333334,11.0648666667,10.5016
236.66,5.97853333333,8.70790000001,8.28746666667,9.57193333333,7.23239999999,8.68115833334,8.19580000001,10.4741333333,9.57953333333
237.04,6.71193333333,10.2338,10.0603333333,10.8447333333,8.73313333334,9.326975,10.3922,12.2172666667,11.1237666667
237.41,6.92026666667,11.0292,10.798,11.4990666667,9.42586666666,9.96652083333,10.6786,13.2738666667,11.9014666667
237.79,6.32286666667,8.63976666667,8.78926666666,10.3438666667,8.29593333333,8.57820416666,9.17800000001,12.6158,10.8519333333
238.17,3.95053333333,5.93316666667,5.69346666666,7.74159999999,5.1996,6.743775,6.43433333334,10.7189333333,8.14093333334
238.54,4.6502,7.09873333333,5.6652,7.64066666667,5.87106666667,7.60801250001,6.96846666667,11.0562666667,8.50476666666
238.92,3.4656,6.2632,4.62959999999,5.87293333334,4.00793333333,6.61542083333,5.25126666667,9.28573333334,7.40746666667
239.29,3.4696,5.74333333333,4.69639999999,5.60093333333,3.59346666667,6.49708333333,4.90693333333,8.71133333334,7.50316666666
239.67,2.72193333333,5.22473333333,3.70233333333,5.32866666666,3.36786666667,6.49722916667,5.25946666667,8.53526666667,7.38736666667
240.04,2.83686666667,5.15196666667,4.02239999999,5.44073333333,3.5462,7.04588333333,5.64333333333,7.87233333334,7.53793333333
240.42,3.4614,5.26713333333,4.256,5.66006666667,3.903,7.61918750001,6.02200000001,7.638,7.49676666667
240.79,4.0334,5.84856666667,4.7792,5.76093333333,4.27706666667,7.76482916667,6.04266666667,7.61033333334,8.08223333333
241.17,3.34,4.95666666667,3.84,4.70666666667,3.37333333333,6.865,4.76,6.53333333333,6.95666666667
241.54,3.50166666667,4.96013333333,3.96206666667,4.68846666667,3.45433333333,6.993975,4.85973333333,6.4956,7.18333333333
241.92,4.01366666667,5.73206666667,4.7392,5.2316,4.125,7.58282916667,5.65533333333,6.97393333334,7.83683333333
242.29,3.8238,5.55876666667,4.695,4.85946666667,4.1376,7.2477375,5.46666666667,6.50740000001,7.80433333333
242.67,3.2736,5.45486666667,4.4446,4.46853333333,3.5232,6.9449,5.2172,6.25393333333,7.60466666667
243.05,3.24546666667,5.30046666667,4.39653333333,4.53073333333,3.43966666667,6.92934583333,5.2474,6.27833333333,7.33703333333
243.42,3.14633333333,5.47896666667,4.27753333333,4.50306666667,3.3988,6.7710125,5.18833333333,6.22046666667,7.12633333333
243.80,3.70266666667,5.98543333333,4.82193333333,4.75993333333,3.92833333333,7.1598625,5.481,6.62706666667,7.3789
244.17,3.81133333333,5.85526666667,4.8116,4.72373333333,3.8378,6.85000833333,5.2764,6.715,7.1469
244.55,4.19226666667,6.15593333333,5.25213333333,5.18373333333,4.26486666667,7.0992625,5.2906,7.0768,7.4466
244.92,4.38546666667,6.27626666667,5.4502,5.3308,4.24573333333,7.1319,5.35546666667,7.1148,7.39633333333
245.30,5.05986666667,6.7047,6.107,5.95853333333,4.83906666667,7.76100416667,6.1108,7.57666666667,7.96306666667
245.67,5.097,6.82583333333,6.15613333333,5.94646666667,4.63546666667,7.7616375,6.16673333333,7.41473333333,7.82376666667
246.05,4.7294,6.46346666667,5.71886666667,5.58766666667,4.21386666667,7.56808333333,5.8054,6.87793333333,7.47213333333
246.42,5.07786666667,6.64636666667,6.01193333334,5.87206666666,4.43186666667,7.77802916667,6.15446666667,7.1934,7.69976666667
246.79,5.42733333333,6.60256666667,6.19393333333,6.06306666667,4.76766666667,7.88778333333,6.2874,7.37986666666,7.82043333333
247.17,5.50106666667,6.4992,6.17313333333,5.992,4.80653333333,7.80326666667,6.3094,7.41826666667,7.77903333333
247.54,5.35426666667,6.03063333333,5.80606666667,5.75853333333,4.565,7.499225,6.05086666667,7.08986666667,7.56306666666
247.92,5.5366,6.06826666667,5.91173333334,5.96466666667,4.69686666667,7.55955,6.16053333333,7.2626,7.69766666667
248.29,5.3388,6.0209,5.80933333333,5.9044,4.60353333333,7.40536666667,6.1192,7.15746666666,7.73786666667
248.67,4.9858,5.78426666667,5.54306666667,5.59993333333,4.3216,7.13158333333,5.9502,6.8282,7.50706666667
249.04,4.635,5.51723333333,5.331,5.52786666667,4.17566666667,6.97261666667,5.81606666667,6.67606666667,7.36963333333
249.42,4.3202,5.24286666667,5.02286666667,5.35066666666,3.93046666667,6.71240833333,5.4402,6.51013333333,7.15343333333
249.79,4.42673333333,5.05653333333,4.9848,5.43373333333,4.10793333333,6.67735833333,5.43366666667,6.50193333333,7.1355
250.17,4.6578,5.25903333333,5.35813333333,5.7684,4.3278,6.75628333333,5.65926666667,6.87613333333,7.48313333333
250.54,4.69853333333,5.2826,5.44246666667,5.8826,4.3144,6.81980416667,5.6128,6.99826666667,7.4942
250.92,4.29326666667,4.88003333333,5.00986666667,5.48646666667,3.89213333333,6.54534583333,5.1776,6.647,7.09896666667
251.29,4.3874,5.07403333333,5.09506666667,5.72226666667,4.0216,6.64337083333,5.24126666667,6.87573333333,7.3444
251.66,4.60686666667,5.48373333333,5.60653333333,6.07266666667,4.24773333333,6.99763333333,5.59953333333,7.43513333333,7.7019
252.04,4.4866,5.69783333333,5.60733333333,6.00506666667,4.12153333333,7.16145,5.70506666667,7.303,7.69
252.41,4.70046666667,5.7818,5.63166666667,6.062,4.29226666667,7.4994625,5.78,7.33453333333,7.64236666667
252.79,5.18826666667,6.25646666667,6.10986666667,6.66306666667,4.54853333333,7.89107083333,6.17006666667,7.81793333333,8.04736666667
253.16,5.87833333333,6.82776666667,6.8144,7.10246666667,5.19606666666,8.4609875,6.60986666667,8.3268,8.42526666667
253.54,5.77766666667,6.7413,6.98853333333,6.95406666667,5.08033333333,8.53952083333,6.56326666667,8.19546666667,8.3698
253.91,5.60053333333,6.68416666667,6.96446666667,6.76853333333,4.75806666667,8.46657083333,6.30993333333,8.23426666667,8.25393333333
254.28,5.6028,6.7942,6.93366666666,6.8932,4.6926,8.29645,6.2864,8.33746666667,7.94883333333
254.66,5.4716,6.7933,6.9664,6.88606666667,4.615,8.197575,6.2782,8.23733333334,8.0113
255.03,5.86546666667,7.30863333333,7.62293333333,7.48566666667,5.19693333333,8.39510416667,6.72853333333,8.62779999999,8.48843333333
255.41,5.66393333333,7.15223333333,7.71520000001,7.44506666667,5.05486666667,8.168475,6.40573333333,8.3196,8.12966666667
255.78,5.58066666667,7.2426,7.79026666667,7.52593333333,5.25026666667,8.12167083333,6.32666666667,8.18226666667,8.09736666667
256.15,5.69993333333,7.35843333333,8.00286666667,7.77533333334,5.50113333333,8.12633333333,6.13606666667,8.40560000001,8.15216666666
256.53,5.69526666667,7.6727,8.25033333333,7.88666666667,5.82866666667,8.20817083333,6.1924,8.79373333334,8.46693333333
256.90,4.95386666667,7.01003333333,7.36633333333,7.11726666667,5.38733333333,7.66178333333,5.4604,8.07046666667,7.682
257.28,4.275,6.2451,6.3552,6.31206666667,4.58233333333,6.8673625,4.72806666667,7.34046666666,7.09023333333
257.65,4.2198,6.0137,6.06286666667,5.968,4.46206666667,6.5309875,4.66553333333,7.12646666667,6.90546666667
258.02,4.1796,5.73826666667,5.82046666667,5.62246666667,4.4748,6.30620416667,4.65146666667,6.80966666667,6.77776666667
258.40,4.26266666667,5.69163333333,5.8496,5.42673333333,4.55493333333,6.45600833333,4.90486666667,6.7502,6.89106666667
