wavelength,Back_PhrPlem,Belly_PhrPlem,Breast_PhrPlem,Crissum_PhrPlem,Crown_PhrPlem,DorTail_PhrPlem,Rump_PhrPlem,Throat_PhrPlem,WingTip_PhrPlem
539.69,9.51973333334,33.8079333333,28.8846666667,37.2444,9.83766666665,8.4793125,10.9240666667,31.8068666667,7.90043333334
540.03,9.53686666667,33.8523,28.9218666667,37.2981333333,9.84206666667,8.4874625,10.9334666667,31.8334666667,7.9091
540.37,9.54433333332,33.891,28.9398666667,37.3257333333,9.84833333331,8.50097499999,10.9423333333,31.838,7.9212
540.72,9.54399999999,33.8754,28.9349333333,37.3247333333,9.83493333335,8.4922375,10.9338,31.8217333333,7.91
541.06,9.54059999999,33.8798666667,28.9452666667,37.3455333333,9.83486666666,8.48166250001,10.9253333333,31.8226666667,7.90693333333
541.40,9.55006666665,33.8978666667,28.9616666667,37.3686666667,9.84306666665,8.49089166666,10.9354666667,31.8372,7.9128
541.75,9.54386666667,33.9034333333,28.9813333333,37.3906666667,9.8326,8.4866125,10.9154666667,31.8444,7.90026666667
542.09,9.54346666666,33.8857666667,28.9752666667,37.3800666667,9.82606666665,8.49009166667,10.9066666667,31.8391333333,7.89116666666
542.43,9.54873333335,33.8938666667,28.9821333333,37.3949333333,9.82786666666,8.49205416666,10.9121333333,31.8447333333,7.88586666667
542.78,9.56706666666,33.9228,29.015,37.4216,9.851,8.51347916667,10.9352,31.8764,7.89836666667
543.12,9.59606666667,33.9335333333,29.0464666667,37.4480666667,9.87160000001,8.5364625,10.9568666667,31.8925333333,7.92436666667
543.46,9.61800000001,33.9321666667,29.0502,37.4696666667,9.87746666666,8.54973333333,10.9673333333,31.8948,7.9344
543.81,9.62246666665,33.8858666667,29.0288,37.4564666667,9.886,8.54982083333,10.9624,31.8842,7.93593333333
544.15,9.61653333333,33.8640333333,29.0032,37.4476666667,9.88333333333,8.54247916666,10.9595333333,31.8641333334,7.9316
544.49,9.62413333333,33.8603333333,28.9957333333,37.4645333333,9.89453333335,8.55904999999,10.9717333333,31.8707333333,7.94943333333
544.84,9.65953333333,33.9208333333,29.0429333333,37.5367333333,9.91880000001,8.58794583334,10.9929333333,31.9163333334,7.9748
545.18,9.68479999998,33.9631,29.094,37.6017333333,9.94000000001,8.61067083333,11.0126666667,31.9495333333,7.99086666667
545.52,9.70140000001,33.9879333333,29.1106,37.6388,9.954,8.62153749999,11.0334666667,31.9815333333,8.00673333333
545.87,9.7076,34.0632333333,29.1434666667,37.7203333333,9.96993333333,8.63275833333,11.0506,32.0322,8.02566666667
546.21,9.72233333335,34.1061666667,29.1686,37.7717333333,9.98193333334,8.64550000001,11.0567333333,32.0552,8.04396666667
546.55,9.71660000002,34.1028,29.1602,37.8018666667,9.99233333333,8.64465833333,11.0604,32.0412,8.05226666667
546.90,9.70546666667,34.1025,29.1567333333,37.8268,9.99246666667,8.62872083333,11.0400666667,32.034,8.03266666667
547.24,9.70026666665,34.1346,29.1792666667,37.8804,10.0009333333,8.61719166667,11.0272666667,32.0712,8.03073333333
547.58,9.72466666667,34.2173333333,29.2599333333,37.963,10.0278,8.64283333333,11.0564,32.1385333333,8.0637
547.92,9.75826666667,34.2497333333,29.3057333333,38.0128666667,10.0466666667,8.66546250001,11.0844666667,32.1740666667,8.09233333333
548.27,9.7976,34.3356666666,29.3762666667,38.1184666667,10.0848,8.69834166666,11.1245333333,32.2478666667,8.1259
548.61,9.81593333333,34.3291333333,29.3682,38.1463333333,10.0994,8.71096250001,11.1359333333,32.2548,8.1387
548.95,9.8436,34.3703333333,29.4034,38.2258,10.1191333333,8.73914166667,11.162,32.2978666667,8.18306666667
549.29,9.868,34.3982666667,29.4302666667,38.2763333333,10.1442,8.76197916667,11.1675333333,32.3058,8.2074
549.64,9.91640000001,34.4449,29.5132666667,38.3868,10.1889333334,8.80127083333,11.2079333333,32.3774666667,8.25283333333
549.98,9.9526,34.5100666667,29.5688666667,38.4439333333,10.2235333333,8.82640833333,11.2398,32.4274666667,8.28916666667
550.32,9.9782,34.5336,29.5815333333,38.4527333333,10.2220666667,8.83547916667,11.2396666666,32.4254,8.29086666667
550.66,10.0156666667,34.6337666667,29.6612666667,38.5726,10.2476666667,8.86248333334,11.2778666667,32.4961333333,8.3347
551.01,10.0360666667,34.6269,29.6693333334,38.5607333333,10.2538666667,8.87140416667,11.2935333333,32.4783333333,8.34206666667
551.35,10.0224666667,34.6179666667,29.6339333333,38.5733333333,10.2459333333,8.85616249999,11.2936,32.4494,8.32546666667
551.69,10.0025333333,34.6308,29.6531333333,38.6242,10.2424,8.8420625,11.2762,32.4516,8.3167
552.03,9.97593333334,34.6390333333,29.6406666667,38.6364666667,10.2176666667,8.80857500001,11.2424,32.4368666667,8.2836
552.38,9.94920000001,34.6398333333,29.6476666667,38.6458,10.2113333333,8.78413749999,11.2381333333,32.4482666667,8.27083333333
552.72,9.94953333332,34.6409,29.6498666667,38.6429333333,10.2269333333,8.7656625,11.2281333333,32.4492,8.2649
553.06,9.93126666666,34.6649,29.6423333333,38.6606,10.2222,8.75528749999,11.2188,32.4477333333,8.25416666667
553.40,9.88046666667,34.6600333333,29.6217333333,38.6492,10.1869333333,8.70299583334,11.1737333333,32.4020666667,8.19786666667
553.74,9.89220000001,34.6485333333,29.6344666667,38.6826,10.203,8.70792916666,11.1908,32.4176,8.20623333333
554.09,9.87499999999,34.6713333333,29.6482666667,38.7456,10.1914,8.68774999999,11.1865333333,32.4270666667,8.18026666667
554.43,9.86573333333,34.6899666667,29.6575333333,38.7734666667,10.1900666667,8.6850625,11.1738,32.4286,8.16766666667
554.77,9.85813333335,34.7408,29.6737333333,38.8673333333,10.2004666667,8.66917916666,11.1774666667,32.4652,8.1755
555.11,9.86313333333,34.7791666667,29.7034,38.9332666667,10.2054,8.67684166667,11.1643333333,32.5080666667,8.1773
555.45,9.85159999998,34.8057333333,29.7093333333,38.9650666666,10.2118,8.66394166667,11.182,32.5343333333,8.18536666667
555.80,9.85579999999,34.8037666667,29.7408,38.9784,10.2292666667,8.67627916667,11.1874666667,32.5296,8.1971
556.14,9.87126666667,34.8991666667,29.8126666667,39.0814,10.2544,8.70877500001,11.2018,32.6074666666,8.21333333333
556.48,9.85526666667,34.9015333333,29.8171333333,39.1025333333,10.2414,8.71594166666,11.2066,32.6084,8.1968
556.82,9.89073333334,34.9536,29.8775333333,39.1858,10.278,8.75086666667,11.2432,32.6511333333,8.23433333334
557.16,9.95393333334,34.9633333333,29.9104666667,39.2284,10.33,8.8039125,11.3020666667,32.6866,8.3007
557.50,9.93326666666,34.9627,29.8965333333,39.2396,10.3078666667,8.79285000001,11.2920666667,32.6844666667,8.30523333333
557.85,9.98599999998,34.9724333333,29.9379333333,39.2988666667,10.356,8.8460625,11.3168,32.7428,8.3523
558.19,9.96339999999,34.9044333333,29.9103333333,39.2485333333,10.336,8.82240833332,11.3066666666,32.7066,8.33416666667
558.53,9.97439999999,34.9068666667,29.9424666667,39.2598,10.3436,8.84283750001,11.3153333333,32.6988,8.34106666667
558.87,9.99346666666,34.9185,29.9447333333,39.2610666667,10.3627333333,8.85459166667,11.3382,32.7014,8.34996666667
559.21,10.0236,34.9523666667,29.9752666667,39.3079333333,10.3706666667,8.88195833333,11.3396,32.7150666667,8.35133333333
559.55,10.0484,34.9540333334,29.9778666666,39.3268666667,10.3783333333,8.88878749999,11.3557333333,32.7381333333,8.374
559.89,10.0588666667,34.9207333333,29.9648666667,39.3110666667,10.3716,8.86994583333,11.3661333333,32.7162,8.38133333333
560.23,10.0774666667,34.9105333333,29.9434,39.3089333333,10.3781333333,8.87356666667,11.3740666667,32.7098,8.39613333333
560.58,10.1080666667,34.9004666667,29.9356,39.3114666667,10.3782666667,8.86495416666,11.3830666667,32.7234666667,8.4051
560.92,10.096,34.8994333333,29.919,39.2809333333,10.3663333333,8.83540833334,11.3710666667,32.6978666667,8.3787
561.26,10.1016,34.9127,29.9302,39.2932,10.3751333333,8.84185833333,11.3548666667,32.7028666667,8.35476666667
561.60,10.08,34.9055,29.9298666667,39.2675333333,10.3347333333,8.80677083333,11.3404666667,32.667,8.34493333333
561.94,10.1093333333,34.9603666667,29.9642666667,39.3347333333,10.3618,8.82840000001,11.3564,32.7123333333,8.37203333333
562.28,10.138,34.9797333333,29.9826,39.3701333333,10.3920666667,8.85197083333,11.3886666667,32.7389333333,8.38976666667
562.62,10.1272,34.9649666667,29.9792,39.3697333333,10.3721333333,8.82715833334,11.3736666667,32.7080666667,8.38996666667
562.96,10.1376,34.9401,29.971,39.3546666667,10.3847333333,8.82514166667,11.3938,32.7156666667,8.40166666667
563.30,10.1773333333,35.0186,30.0258666667,39.4444,10.4290666667,8.87174999999,11.4455333333,32.793,8.42776666667
563.64,10.2008666666,35.0532333333,30.0385333333,39.4880666667,10.4453333333,8.89081666667,11.4474666667,32.8229333333,8.44523333333
563.99,10.2082666667,35.1179666667,30.0910666667,39.5556,10.4604666667,8.89043749999,11.4456666667,32.8453333333,8.45346666667
564.33,10.1802666667,35.1188,30.0778666667,39.572,10.4433333334,8.87220000001,11.4231333333,32.8131333333,8.43846666667
564.67,10.1992666667,35.1633333333,30.11,39.6306666667,10.4614,8.8995,11.4406666667,32.8256,8.47
565.01,10.2394,35.1921,30.134,39.6802,10.4971333333,8.91366250001,11.4836,32.8550666667,8.5162
565.35,10.2463333333,35.2265,30.1328666667,39.7088666667,10.5201333333,8.9277,11.4985333333,32.8681333333,8.53663333333
565.69,10.2827333333,35.2603,30.1374666667,39.733,10.5427333333,8.93601666666,11.5233333333,32.8839333333,8.56073333334
566.03,10.3264666667,35.3025,30.1625333333,39.7572666667,10.5624666667,8.959425,11.5317333333,32.9204,8.59213333333
566.37,10.3618,35.3376333333,30.1868,39.7767333333,10.5939333333,8.98573749999,11.5521333333,32.9433333333,8.61906666666
566.71,10.3826666666,35.3900333333,30.2115333333,39.824,10.6111333333,9.00774166667,11.5768666667,32.9600666667,8.62773333333
567.05,10.3798,35.4078,30.2377333333,39.8429333333,10.619,9.00847083333,11.5751333333,32.9452,8.63083333333
567.39,10.3674666667,35.3813666667,30.2272666667,39.8148,10.6226666667,8.99838749999,11.5608666666,32.9128666667,8.64173333333
567.73,10.3526,35.3799333333,30.2014,39.8194,10.611,8.98218333334,11.5513333333,32.8921333333,8.61629999999
568.07,10.3694666667,35.4115666667,30.2519333333,39.8478,10.6450666667,9.00286666667,11.5836666667,32.9325333333,8.64773333333
568.41,10.3520666667,35.4253333333,30.2582666666,39.8795333333,10.64,8.9915125,11.5620666667,32.9576666667,8.62856666666
568.75,10.2994,35.4082,30.2426666667,39.8742666667,10.5910666667,8.95310833333,11.5116666667,32.9266,8.59090000001
569.09,10.3196666667,35.4090666667,30.2580666667,39.8986666667,10.6133333333,8.94855833334,11.5287333333,32.9234666667,8.59170000001
569.43,10.3103333333,35.4062,30.2823333333,39.9152666667,10.6272,8.96478749999,11.5415333333,32.9354666666,8.59536666667
569.77,10.2751333333,35.4185333333,30.2889333333,39.9419333334,10.6222,8.95125833333,11.5388666667,32.9206666667,8.59346666666
570.11,10.2707333333,35.4169,30.3116,39.9736666667,10.6302666667,8.95367083333,11.538,32.9126,8.58463333333
570.45,10.298,35.4449,30.3576666667,40.025,10.6496666667,8.96100416667,11.5455333333,32.9470666667,8.61879999999
570.79,10.2739333333,35.4167666667,30.3452666667,40.0262666667,10.6278666667,8.93884166667,11.5178,32.9198666667,8.61910000001
571.13,10.305,35.4468666667,30.3794666667,40.0652666666,10.6422666667,8.96289583333,11.545,32.9466,8.63543333333
571.47,10.3234,35.4601,30.4128,40.0701333333,10.6712666667,8.97987916666,11.5602,32.9617333333,8.67290000001
571.81,10.316,35.4671,30.3920666667,40.0916666666,10.6447333333,8.97692916667,11.5405333333,32.9595333333,8.64046666667
572.15,10.3321333333,35.453,30.3812,40.0804666667,10.6493333333,8.96926666666,11.5589333333,32.9394,8.65749999999
572.49,10.3836666667,35.5133,30.4504,40.1518666667,10.6866666667,9.00474166667,11.6048666667,32.991,8.68916666666
572.83,10.381,35.5459666667,30.4936666667,40.1853333333,10.6945333333,9.01897500001,11.6178666667,33.0134,8.71466666667
573.17,10.3724,35.5541333333,30.5045333333,40.2028,10.6874,9.01530833334,11.6074666667,33.0065333333,8.72263333333
573.51,10.3664,35.5487333333,30.5015333333,40.2027333333,10.6849333333,9.00466250001,11.6036666667,33.0025333333,8.71423333333
573.85,10.3816,35.6042333333,30.5140666667,40.2488,10.6944,9.00256666667,11.6104666667,33.0396666667,8.73743333333
574.19,10.3631333333,35.624,30.5176,40.2881333333,10.6935333333,9.00349999999,11.5950666667,33.051,8.72036666666
574.53,10.4056,35.6613333333,30.5422666667,40.3411333333,10.7251333333,9.02811666667,11.6236,33.103,8.73553333333
574.87,10.3931333333,35.6271333333,30.5139333333,40.3054,10.7170666667,9.02274999999,11.6113333333,33.0677333333,8.71429999999
575.21,10.4032,35.6328,30.4888,40.3196,10.6994,9.01955000001,11.6183333333,33.071,8.72923333334
575.55,10.4308666667,35.6397,30.4938666667,40.3427333333,10.7454,9.03359583333,11.6554666667,33.0826666667,8.76819999999
575.89,10.4288,35.6549666667,30.5152666667,40.3814,10.7538666667,9.04770833333,11.6422,33.0952,8.7631
576.22,10.4410666667,35.6417,30.5049333334,40.3688,10.7848,9.05322916667,11.6497333333,33.0797333333,8.78303333334
576.56,10.4464,35.6431,30.488,40.3794,10.7812,9.057225,11.626,33.0834,8.77336666666
576.90,10.471,35.6833333333,30.5166666667,40.4313333333,10.7967333333,9.07258333334,11.65,33.0974666667,8.77909999999
577.24,10.4912,35.7245333333,30.544,40.4958666667,10.8118666667,9.08608333333,11.6642,33.135,8.80033333334
577.58,10.5003333333,35.7319666667,30.5602,40.5321333334,10.8232,9.11987916666,11.6752,33.1640666667,8.81543333333
577.92,10.4899333333,35.6937333333,30.5333333333,40.4865333333,10.7972666667,9.10952500001,11.6707333333,33.1257333333,8.80793333333
578.26,10.4648666667,35.705,30.5403333333,40.4884666667,10.7776666667,9.11996666666,11.6396666667,33.1138666667,8.79773333334
578.60,10.5055333333,35.7993333333,30.6122666667,40.6052666667,10.8218666667,9.17570416667,11.6836,33.1974,8.85466666667
578.94,10.5343333333,35.8427,30.6881333333,40.6736666667,10.8652666667,9.20704166666,11.6964666667,33.2462666667,8.8462
579.28,10.5347333333,35.8722,30.7374666667,40.708,10.8724666666,9.22281666667,11.6872666667,33.2652,8.85236666667
579.61,10.5768,35.9225666667,30.7972666667,40.7674666667,10.9048,9.25954166667,11.7354666667,33.3148666667,8.88926666666
579.95,10.5526,35.9476666667,30.8054666667,40.8143333333,10.8754666667,9.27348749999,11.7198,33.3212666667,8.87213333333
580.29,10.5349333333,35.9491333333,30.7926666667,40.8172,10.8694,9.26282083334,11.7118666667,33.2932,8.8583
580.63,10.5374,35.9033666667,30.7524,40.7866,10.8630666667,9.25900416666,11.6923333333,33.282,8.85973333333
580.97,10.5605333333,35.8832333333,30.7533333333,40.7798,10.8793333333,9.29166666666,11.7041333333,33.2799333333,8.87460000001
581.31,10.5506,35.8830333333,30.7678,40.7758,10.8728,9.26435833333,11.7028,33.2576,8.85873333333
581.65,10.5796,35.8870666667,30.7951333333,40.8455333333,10.932,9.29269166666,11.7152,33.2778666667,8.87513333333
581.98,10.6035333333,35.9179666667,30.8185333333,40.8696,10.9680666667,9.28455416666,11.7526,33.2818,8.89673333333
582.32,10.5838,35.9183333333,30.8364,40.9003333333,10.96,9.24954583334,11.7644666667,33.2728666667,8.89636666667
582.66,10.6008,35.9302666667,30.8596,40.9474,10.9743333333,9.25730416667,11.7842,33.3012666666,8.93636666667
583.00,10.5746,35.9002666667,30.8551333333,40.9346,10.9416,9.23215000001,11.7531333333,33.2594666667,8.91806666667
583.34,10.5808666667,35.9151333333,30.8458666667,40.9501333333,10.9460666667,9.23234583334,11.7412,33.2705333333,8.92183333333
583.68,10.622,35.9609,30.9022,41.0157333333,11.0049333333,9.2634125,11.7878666667,33.3313333333,8.96163333333
584.01,10.6517333333,35.9689,30.9332,41.0356666667,11.0126,9.28635833334,11.8038666667,33.37,8.96976666666
584.35,10.6483333333,35.9819333333,30.9376,41.0742666667,11.0380666667,9.28399999999,11.8042,33.3787333333,8.97723333334
584.69,10.6352666667,35.9827,30.922,41.0947333333,11.0149333333,9.26423333333,11.793,33.3687333333,8.96609999999
585.03,10.6778,35.9815666667,30.9151333333,41.1051333333,11.063,9.30458333334,11.8154666667,33.3876666667,9.0087
585.37,10.6859333333,35.9953,30.9306,41.101,11.06,9.33437916666,11.8337333333,33.3765333333,9.05963333333
585.70,10.7002,35.9246666667,30.8954,41.0395333333,11.0496,9.34265416666,11.8290666667,33.3446,9.05313333333
586.04,10.6902666667,35.9501333333,30.8864,41.0613333333,11.0649333333,9.34610833334,11.8065333333,33.3588666667,9.03686666666
586.38,10.6351333333,35.9082,30.8314,41.0266666667,11.0174666667,9.32036666666,11.7604666667,33.3064,8.97536666667
586.72,10.7646,36.0436333333,30.9108,41.1565333333,11.1112666667,9.41504166666,11.8756666666,33.4576666667,9.09569999999
587.06,10.7134,35.9755333333,30.8278666667,41.0963333333,11.053,9.37397916666,11.8218666667,33.3697333333,9.0633
587.39,10.7428,35.9845,30.8034,41.0752666667,11.0628666667,9.3909,11.8166666667,33.3764666667,9.07310000001
587.73,10.7477333333,36.0227333333,30.8487333333,41.1378,11.0966666667,9.39558749999,11.8522,33.4206,9.10726666667
588.07,10.7492666667,36.0556,30.8967333333,41.1338666667,11.0763333334,9.40460416666,11.8482666667,33.4269333333,9.10806666667
588.41,10.8054,36.1162333333,30.9684666667,41.1995333334,11.1376,9.47322083333,11.8964,33.4815333333,9.16763333334
588.74,10.8116666667,36.1791,31.0525333333,41.2985333333,11.1472666667,9.49912083333,11.9178666667,33.5378666667,9.18740000001
589.08,10.8186666667,36.1931333333,31.0563333333,41.2768666667,11.1497333333,9.48539166666,11.9058,33.5488666667,9.17246666667
589.42,10.8089333333,36.2543666667,31.0994,41.3564,11.1651333333,9.4939375,11.9194666667,33.5904,9.21789999999
589.76,10.8241333333,36.2492333333,31.1068,41.3896666667,11.1646666667,9.50256666667,11.9032666667,33.5822666667,9.22276666668
590.09,10.8941333333,36.3216666667,31.1722,41.4898666667,11.2222666667,9.54959583333,11.9682,33.6645333333,9.29270000001
590.43,10.8328666667,36.2939,31.1578666667,41.4902666667,11.1952666667,9.50191249999,11.9094,33.63,9.23756666666
590.77,10.8474,36.3020666667,31.2075333333,41.5185333333,11.2207333333,9.50734166667,11.9328666666,33.6621333333,9.25103333334
591.11,10.8438666667,36.3037333333,31.267,41.5735333333,11.2260666666,9.47955833333,11.948,33.6671333333,9.25423333334
591.44,10.9152666667,36.3481333333,31.3319333333,41.6388666667,11.2682666667,9.53835,11.9921333333,33.7174666667,9.31633333333
591.78,10.9743333333,36.3923,31.3901333333,41.7223333333,11.3181333333,9.57327499999,12.0543333333,33.7802666667,9.35373333333
592.12,10.9346,36.3899666667,31.3902666667,41.7364666667,11.2953333333,9.51592083333,12.0309333334,33.7800666667,9.31720000001
592.46,10.9394666667,36.4,31.3993333333,41.7408,11.2966,9.48376666667,12.0360666667,33.7875333333,9.30773333333
592.79,10.9330666667,36.3855,31.4101333333,41.7376,11.2938,9.47832916666,12.0376,33.7928,9.311
593.13,10.9678666666,36.3908333333,31.4234666667,41.7639333333,11.3099333333,9.48218749999,12.052,33.7892,9.31259999999
593.47,11.0083333333,36.4663,31.4935333333,41.8259333333,11.357,9.51433750001,12.1166,33.8664666667,9.35289999999
593.80,11.0185333333,36.4888333333,31.5037333333,41.8184,11.3638,9.51859166667,12.0922,33.8569333333,9.36126666666
594.14,11.0098666667,36.4925333333,31.5071333333,41.8018,11.3492666667,9.53026666667,12.1056666667,33.8431333333,9.35506666666
594.48,11.0636666667,36.5862333333,31.5964666667,41.9036,11.405,9.59044166668,12.164,33.9464666667,9.41736666665
594.81,11.0671333333,36.6162666667,31.5872666667,41.8952666667,11.4190666667,9.6085875,12.1631333333,33.9432666667,9.43463333332
595.15,11.0389333334,36.6288,31.5742,41.8921333333,11.3857333333,9.56565,12.1228,33.8963333333,9.4013
595.49,11.0486666667,36.6744333333,31.6158,41.9448,11.4288,9.60775833333,12.1432666667,33.9373333333,9.43299999999
595.82,11.1033333333,36.7245333333,31.6550666667,41.9546,11.4632666667,9.65478333333,12.1871333333,33.9526666667,9.48300000001
596.16,11.0947333333,36.691,31.6096666667,41.9354,11.4418666667,9.65842916666,12.1828,33.9107333333,9.47886666667
596.50,11.1122666667,36.7654333333,31.6639333333,42.0351333333,11.4554,9.68000833333,12.1951333333,33.9779333333,9.49200000001
596.83,11.1233333333,36.8177333333,31.6946,42.0855333333,11.4724666667,9.70530833334,12.2224,34.0327333333,9.53283333333
597.17,11.1169333333,36.7996333333,31.6910666667,42.0854,11.4509333333,9.69895416667,12.2184,34.0206666667,9.52013333334
597.51,11.0969333333,36.7828333333,31.6802666667,42.0699333333,11.4448666667,9.70332083333,12.2246,33.9974,9.53293333334
597.84,11.1478,36.8008,31.7108,42.0926,11.4694,9.73502083333,12.2426,34.0183333333,9.58173333332
598.18,11.1485333333,36.7789,31.6728666666,42.0652,11.484,9.74111666667,12.2496666667,33.981,9.58796666667
598.52,11.1463333333,36.7633666667,31.6728,42.0624666667,11.4842,9.74515,12.2594,33.9944,9.58373333332
598.85,11.1846666667,36.8038666667,31.7068666667,42.1240666667,11.5344666667,9.80602916667,12.3042666667,34.0821333334,9.62609999999
599.19,11.184,36.7978,31.6855333333,42.1124,11.5214,9.78283333333,12.2942,34.0723333333,9.63253333334
599.53,11.1958,36.8192666667,31.7166666667,42.1499333333,11.5366,9.79913333333,12.2876666667,34.0823333333,9.64753333332
599.86,11.2214666667,36.8461333333,31.7508666667,42.1705333333,11.5648,9.83015416666,12.2998666667,34.1195333333,9.66326666667
600.20,11.258,36.8355333333,31.7333333333,42.1858,11.5974666667,9.83217916665,12.3259333333,34.0894666667,9.68896666667
600.53,11.2507333333,36.8040666667,31.736,42.1517333333,11.5861333333,9.83009583333,12.3266666667,34.0831333333,9.66116666667
600.87,11.214,36.7407333333,31.6620666666,42.0651333333,11.5652666667,9.80029166667,12.2586,33.9936,9.63773333335
601.21,11.2148666667,36.6913,31.6386666667,42.0446,11.5436,9.77230833333,12.2486,33.9450666666,9.61289999999
601.54,11.1897333333,36.6286333333,31.5959333333,42.0014666667,11.5501333333,9.74803749999,12.2404,33.9122,9.58350000001
601.88,11.2345333333,36.7061,31.6724,42.0772666667,11.5925333333,9.77442500001,12.2594666667,33.9530666667,9.62253333333
602.21,11.2496,36.7518333333,31.6799333333,42.1198,11.6016,9.77247499999,12.2696666667,33.9492,9.65293333335
602.55,11.2026666667,36.6963666667,31.6367333333,42.0626666667,11.5700666667,9.70787916667,12.2330666667,33.8638,9.60133333333
602.88,11.1573333333,36.6357,31.5712,42.0323333333,11.5090666666,9.65865416667,12.1872666667,33.801,9.5488
603.22,11.1024,36.5919,31.5282666667,42.0034666667,11.4522,9.58927916667,12.131,33.7736,9.48543333333
603.56,11.0755333333,36.6003333333,31.504,41.9845333333,11.4438,9.57243333333,12.1077333333,33.7483333333,9.48239999999
603.89,11.0660666667,36.6439333333,31.5584666667,42.0226,11.4427333333,9.56969583333,12.1069333333,33.7738666667,9.49593333333
604.23,11.0758,36.6580333333,31.559,42.0246,11.447,9.557775,12.0806666667,33.7556,9.498
604.56,11.1132666666,36.7167666667,31.6224666667,42.0960666667,11.4615333333,9.57376250001,12.1136,33.8012666667,9.53803333335
604.90,11.1437333333,36.7862333333,31.6736666667,42.15,11.4927333333,9.6063,12.1482,33.8774,9.58343333335
605.23,11.1636,36.8503666667,31.6875333333,42.1958,11.4913333333,9.62864166667,12.1729333333,33.9157333333,9.62543333335
605.57,11.1436,36.8292666667,31.6530666667,42.1742666667,11.4497333333,9.60685416666,12.1566,33.9029333333,9.59049999999
605.90,11.1438666667,36.8073,31.658,42.1624,11.436,9.61120833333,12.1500666667,33.9099333333,9.5868
606.24,11.1671333333,36.8511,31.6988,42.2039333333,11.46,9.64807083333,12.1720666667,33.9674,9.62989999999
606.58,11.2000666667,36.8992666667,31.7402,42.2192666666,11.4932,9.68132916667,12.1876666667,33.9866,9.66346666667
606.91,11.2380666667,36.914,31.75,42.2596666667,11.5376666667,9.73134166667,12.2385333333,34.0277333333,9.7203
607.25,11.2939333333,36.9246666667,31.813,42.3213333333,11.5576666667,9.76882083333,12.2816,34.0663333333,9.75230000001
607.58,11.2974,36.9026,31.7432,42.2662666667,11.5504666667,9.78367083333,12.2674,34.0296666667,9.73446666668
607.92,11.2924666667,36.9062666667,31.739,42.2802,11.5344,9.78383333333,12.2693333333,34.018,9.73076666667
608.25,11.3034,36.894,31.7106666667,42.2586666667,11.5494666667,9.81149583335,12.2609333333,34.0372666667,9.71933333333
608.59,11.3086,36.8545666667,31.6930666667,42.2079333333,11.5584666667,9.84795833333,12.2487333333,34.0079333333,9.71226666667
608.92,11.2704666667,36.8302333333,31.6928,42.1932,11.5506,9.83435,12.2018666667,33.9694,9.66203333333
609.26,11.2276,36.7511666667,31.6547333333,42.1478666667,11.5134,9.81552916667,12.1762666667,33.9187333333,9.65083333334
609.59,11.2072666667,36.6728,31.6051333333,42.0850666667,11.5038,9.83352500001,12.1518666667,33.8512,9.63103333334
609.93,11.2034,36.6295333333,31.5812666666,42.0300666666,11.4746666667,9.83469583333,12.1432666667,33.8172666667,9.60763333333
610.26,11.2064666667,36.5860666667,31.5588,42.0052666666,11.467,9.85318749999,12.1400666667,33.8188666667,9.61466666667
610.60,11.1929333333,36.5632666667,31.5531333333,41.9460666667,11.4362,9.84570833333,12.1182666667,33.7910666667,9.58729999999
610.93,11.1774666667,36.5450333333,31.5173333333,41.91,11.4348,9.85413333333,12.0914666667,33.7748,9.59910000001
611.27,11.1711333333,36.4746,31.5071333333,41.8696,11.4152666666,9.85263333333,12.0861333333,33.7564666667,9.58773333333
611.60,11.1364,36.4453,31.4524,41.8296666667,11.3853333333,9.85233749999,12.063,33.745,9.57949999999
611.93,11.1334666667,36.4473,31.48,41.8313333333,11.4005333333,9.84118333334,12.1007333333,33.7257333333,9.60623333333
612.27,11.0845333333,36.4264,31.4665333333,41.8339333334,11.3736,9.77557500001,12.0822666667,33.6937333333,9.58766666667
612.60,11.1078,36.4133333333,31.4966,41.8696,11.3788,9.78128333333,12.1006,33.6906666667,9.60853333333
612.94,11.1474666667,36.4746,31.5219333333,41.9184,11.4098,9.81829583333,12.11,33.7138,9.61996666667
613.27,11.1972666667,36.5952,31.6478666667,42.0665333333,11.45,9.83544166666,12.1581333333,33.8442,9.66446666667
613.61,11.2236666667,36.6189,31.6578666667,42.1304666667,11.4725333333,9.83823749999,12.1563333333,33.8557333333,9.68900000001
613.94,11.2276,36.6532333333,31.6650666667,42.1817333333,11.4764,9.82499999999,12.1627333333,33.8415333333,9.66636666667
614.28,11.2238666667,36.6668,31.6205333333,42.1956666666,11.4848666667,9.84308750001,12.17,33.8109333333,9.68493333333
614.61,11.2656666667,36.7321666667,31.6971333333,42.2636666667,11.5333333334,9.8701375,12.2254666667,33.859,9.70510000001
614.94,11.3063333333,36.8328666667,31.793,42.4068,11.5832,9.90308750001,12.2704,33.935,9.78276666668
615.28,11.33,36.8425,31.8355333333,42.4462,11.6186,9.89197916667,12.2878,33.9274,9.77470000001
615.61,11.3002666667,36.8700666667,31.8496666667,42.477,11.5768666667,9.90482499999,12.2653333333,33.9574666667,9.75356666666
615.95,11.3500666667,36.9433666666,31.9021333333,42.5677333333,11.6086,9.95111666668,12.2906,34.0069333333,9.79636666666
616.28,11.3897333333,37.0300333333,31.9308666667,42.6351333333,11.6385333333,9.97020833333,12.3261333333,34.0527333333,9.82189999999
