wavelength,Back_TanChim,Belly_TanChim,Breast_TanChim,Crissum_TanChim,Crown_TanChim,DorTail_TanChim,Patch10_TanChim,Patch11_TanChim,Rump_TanChim,Throat_TanChim,WingTip_TanChim
327.31,11.0082583333,4.73763333333,53.7094666667,5.21301052632,2.71866666667,4.9218,46.3152,64.493,3.72813333333,44.6492666667,5.50406666667
327.67,10.7958916667,4.41896666667,53.8163333333,4.89554035089,2.31173333333,4.5408,46.2524,64.7268,3.51546666667,44.5752666667,5.16286666667
328.04,10.641275,4.32193333333,53.7671333333,4.74487368421,2.18453333333,4.39273333334,46.2204,64.8106,3.37733333333,44.5308,5.07626666667
328.41,10.6192583333,4.33576666667,54.1738,4.73377192983,2.148,4.38986666667,46.5299333333,65.2540666667,3.3572,44.6982,5.01586666667
328.78,10.6812083333,4.3416,54.684,4.69303859649,2.1458,4.30113333333,46.8962,65.9072666667,3.32846666667,45.0105333333,4.92
329.14,10.827075,4.51856666667,55.188,4.73528421054,2.1752,4.39613333333,47.3862666667,66.5121333333,3.4006,45.3605333333,4.98773333334
329.51,10.8743833333,4.48746666666,55.802,4.6111122807,2.09733333333,4.31673333333,47.8275333333,67.2588666667,3.32153333333,45.6597333333,4.99573333333
329.88,10.7064833334,4.30053333333,56.0146,4.48278245613,1.8818,4.16,48.0114666667,67.5676666667,3.1706,45.7317333333,4.88806666667
330.24,10.7860666667,4.3044,56.3856666667,4.49611228071,1.855,4.23426666667,48.2568,67.9358666667,3.1652,45.8978666667,4.91753333333
330.61,10.82175,4.3059,56.7102666667,4.45749473685,1.8838,4.14246666667,48.5263333333,68.4528,3.1322,46.1016,4.90626666666
330.98,10.8743416667,4.46776666667,57.0034666667,4.52636491227,1.96186666667,4.1012,48.8877333333,68.8330666667,3.21313333333,46.3070666667,5.00813333333
331.34,11.149225,4.96496666667,57.6100666667,4.97192982456,2.3106,4.4184,49.3016,69.2408666667,3.55713333333,46.6328,5.41173333333
331.71,11.3055583333,5.21503333334,57.812,5.17149824561,2.49893333333,4.61186666667,49.5018,69.5598,3.65206666667,46.7830666667,5.5802
332.08,11.2422333333,5.06083333333,58.0384666667,5.04842456141,2.34093333333,4.4044,49.4874,69.7486,3.5682,46.7324,5.5084
332.44,11.1689166667,4.95823333333,58.1507333333,4.99265614036,2.3058,4.3236,49.2948,69.7725333333,3.51713333333,46.7395333333,5.4086
332.81,11.276025,5.04143333333,58.3516666667,5.04822456141,2.2662,4.40046666667,49.3326666667,70.0572,3.61673333333,46.8848666667,5.48326666667
333.18,11.268825,4.99166666667,58.3688,5.04230175439,2.17446666667,4.31886666667,49.2313333333,70.0648666667,3.60426666667,46.7728,5.44606666667
333.54,11.3438833333,5.1344,58.5020666667,5.24719999999,2.25293333333,4.38326666667,49.1997333333,70.2288666667,3.7294,46.8198,5.46426666667
333.91,11.508275,5.29613333333,58.727,5.47123859649,2.39893333333,4.559,49.1751333333,70.358,3.8714,46.9053333333,5.5152
334.28,11.745775,5.50393333333,59.0422,5.6778385965,2.53906666667,4.6964,49.3943333333,70.6897333333,4.00246666666,47.0748666667,5.64986666667
334.64,11.8398166666,5.5716,59.3576,5.77387719299,2.53326666667,4.7336,49.4805333333,70.9396,4.0564,47.2814,5.71906666667
335.01,11.9127666667,5.5791,59.6757333333,5.78556491228,2.43066666667,4.74666666667,49.5924,71.3172666667,4.00786666667,47.3523333333,5.64933333334
335.38,11.8012666667,5.38003333333,59.753,5.54676140351,2.23833333333,4.5178,49.6828666667,71.5662,3.764,47.3508,5.41493333333
335.74,11.8581083333,5.42996666667,60.0336,5.55984912281,2.33733333333,4.5006,49.7559333333,71.9080666667,3.85386666666,47.4999333333,5.44346666667
336.11,11.9824333333,5.51786666667,60.3942666667,5.67878947369,2.439,4.59126666667,50.0430666667,72.3531333333,3.88866666667,47.8092666667,5.4574
336.47,12.1418416667,5.68446666667,60.7436,5.85671578947,2.536,4.70106666667,50.3162666667,72.9292666667,3.98486666666,48.0618,5.54353333333
336.84,12.04265,5.5254,61.0403333333,5.7450385965,2.45886666666,4.59133333333,50.4130666667,73.3018666667,3.87466666667,48.1439333333,5.45706666667
337.21,12.0339083333,5.4261,61.2328,5.64569824561,2.43606666667,4.5412,50.4334,73.7198666667,3.76793333333,48.2305333333,5.3808
337.57,11.9347916667,5.26903333333,61.2363333333,5.44178596492,2.3194,4.4856,50.2976666667,73.6664666667,3.58926666667,48.1219333334,5.3176
337.94,11.932225,5.1466,61.5072,5.28947368421,2.26013333333,4.42506666667,50.5345333333,74.0367333333,3.49026666667,48.2181333333,5.3242
338.31,11.7178416667,4.90116666667,61.6394666667,5.04439298246,2.08253333333,4.25486666667,50.4197333333,74.313,3.27633333334,48.2260666667,5.15553333333
338.67,11.7275416667,4.7891,61.9236,4.88917192983,1.99693333333,4.1568,50.5509333333,74.7505333333,3.20706666667,48.2413333333,4.98893333333
339.04,11.7621916667,4.72213333333,62.3150666667,4.80901754386,2.00846666667,4.05573333333,50.7544,75.1525333333,3.2574,48.4138666667,5.02326666667
339.40,11.6894666667,4.5733,62.6619333333,4.63194736842,1.90353333333,3.9198,50.7895333333,75.6392,3.23826666667,48.6286,4.93186666667
339.77,11.7282083333,4.52706666667,62.7831333333,4.56792631579,1.90353333333,3.9546,50.7512666667,75.6998,3.2486,48.5966,4.96826666667
340.14,11.8270083333,4.57266666667,63.2078,4.56611578947,1.92133333333,4.0216,50.9986,76.2702,3.2758,48.8262,4.9586
340.50,11.853275,4.46386666666,63.5452666667,4.45747368421,1.82406666667,3.96513333334,51.2441333334,76.7291333333,3.22046666667,48.9456666667,4.91433333333
340.87,11.9731416667,4.53346666667,63.7916666667,4.53514385964,1.8842,4.05653333333,51.3912666667,77.0013333333,3.2626,49.0644666667,4.9564
341.23,12.0602833333,4.57953333333,64.4076,4.57003508773,1.87966666667,4.07586666667,51.7573333333,77.6282666667,3.275,49.4572,4.96373333333
341.60,12.1160666667,4.55693333333,64.7271333333,4.57852631578,1.84826666667,4.02633333333,51.9053333333,77.9969333333,3.3004,49.5189333333,4.97473333333
341.96,12.24365,4.66773333333,65.1329333333,4.6653122807,1.8794,4.02786666667,52.0474,78.5642,3.32266666667,49.7278666667,4.9656
342.33,12.2819,4.66183333333,65.4500666667,4.69602807017,1.87493333333,3.96626666667,52.1886,78.8107333334,3.28193333333,49.7147333333,4.965
342.70,12.28595,4.67336666667,65.7346666667,4.76146666667,1.8982,3.95373333333,52.3805333333,79.1986,3.23373333333,49.9286,5.054
343.06,12.3002,4.70676666667,65.7449333333,4.81460000001,1.9508,4.0596,52.3268666667,79.2838666667,3.18926666667,49.8248666667,5.03493333333
343.43,12.4746833333,4.80113333333,66.1302666667,4.93277894737,2.0066,4.10846666666,52.5634,79.7346666667,3.23013333333,50.0171333333,5.1212
343.79,12.8257916667,5.04236666667,66.7444,5.29512631579,2.29073333333,4.376,53.014,80.3377333333,3.49926666667,50.3912,5.4278
344.16,12.8134666667,4.99256666667,66.8402666667,5.3574385965,2.28886666667,4.34366666667,52.9668,80.3757333333,3.525,50.3516666667,5.47593333333
344.52,12.7833916667,5.0034,66.8520666667,5.35765614035,2.2798,4.297,52.8303333333,80.3694666667,3.48273333333,50.3829333333,5.42446666667
344.89,12.8138833333,4.9963,67.2584,5.31867719297,2.2516,4.26,53.0512666667,80.8739333333,3.47866666667,50.6427333333,5.38813333333
345.25,12.7875166667,4.965,67.2656666667,5.30513333333,2.20853333333,4.20386666667,52.9876666667,80.8697333333,3.4506,50.5059333334,5.309
345.62,12.9023583333,5.0318,67.632,5.37581754385,2.22213333333,4.2198,53.0957333333,81.3225333333,3.466,50.744,5.34073333333
345.99,13.026275,5.05506666667,67.9139333333,5.49151929825,2.30326666667,4.24213333333,53.2635333333,81.6682,3.57226666667,50.9306666667,5.42053333333
346.35,13.2453583333,5.2581,68.2877333333,5.70124561404,2.51346666667,4.42306666667,53.5845333333,82.2043333333,3.8178,51.3528666667,5.58193333333
346.72,13.2053333333,5.18276666667,68.2755333333,5.58304912281,2.45093333333,4.36186666667,53.4293333333,82.1794666667,3.7686,51.1213333333,5.47226666667
347.08,13.2193583333,5.10393333333,68.5825333333,5.52437192983,2.3842,4.27926666667,53.5274666667,82.5837333334,3.71213333333,51.3364666667,5.43833333333
347.45,13.2259583333,5.06726666667,68.7006666666,5.54452631579,2.37346666667,4.26013333333,53.5838666666,82.7725333334,3.64593333333,51.3907333333,5.44466666666
347.81,13.01635,4.80333333333,68.9062666667,5.2336877193,2.057,3.91793333333,53.5525333333,83.1115333333,3.33606666667,51.4224,5.12653333333
348.18,13.1156166667,4.84206666667,69.3225333333,5.18096842105,2.09426666667,3.91213333333,53.7705333333,83.6591333334,3.36486666667,51.5421333333,5.14826666667
348.54,13.1732416667,4.8255,69.81,5.16972280703,2.1364,3.892,54.0328,84.2573333334,3.38053333333,51.7460666667,5.17846666667
348.91,13.1515666667,4.84543333333,70.0804666667,5.19154736843,2.07973333333,3.85046666667,54.1208666667,84.6237333334,3.365,51.8480666667,5.238
349.27,13.3292416667,4.92733333333,70.4548,5.29504561404,2.19966666667,3.96333333333,54.2762,85.1613333334,3.47533333333,52.0711333333,5.39766666667
349.64,13.2445916667,4.82413333333,70.6256666667,5.20446666667,2.16733333333,3.91386666667,54.4014666667,85.4329333333,3.4012,52.0972,5.2626
350.00,13.1461916667,4.73493333333,70.9287333333,5.06450877193,1.99946666667,3.80186666667,54.3716,85.7021333334,3.26993333333,52.1200666667,5.0866
350.37,13.1366583333,4.6907,71.2403333333,5.01991578948,1.86533333333,3.687,54.3766,86.0647333333,3.18446666667,52.149,4.96773333333
350.73,13.18615,4.74126666667,71.5449333333,5.07538596491,1.86546666667,3.6974,54.4925333333,86.4059333334,3.204,52.3164,4.97293333333
351.10,13.0931333333,4.63703333333,71.6847333333,5.01897894737,1.74773333333,3.598,54.5076,86.6461333333,3.09006666667,52.3035333333,4.852
351.46,13.1961666667,4.7633,72.0716666667,5.07739649123,1.8658,3.71146666666,54.6397333333,87.0889333334,3.2088,52.5324666666,4.91093333333
351.83,13.309025,4.86686666667,72.311,5.18658596491,1.97246666667,3.84773333333,54.7768,87.4026666667,3.31753333333,52.662,5.02153333333
352.19,13.2435833334,4.76243333333,72.3424,5.157,1.8758,3.83133333333,54.6684666667,87.4193333333,3.2132,52.565,4.91353333333
352.55,13.2566,4.74283333333,72.6218,5.19126666667,1.88386666667,3.86333333333,54.7448,87.6579999999,3.2288,52.5957333333,4.91073333333
352.92,13.4401916667,4.89476666667,73.0485333334,5.32654736842,2.0784,3.99073333333,54.964,88.0392,3.38073333333,52.7626,4.97626666667
353.28,13.4487916667,4.9479,73.2651333333,5.39821403509,2.1564,3.9856,55.0332666667,88.1804666667,3.40286666667,52.8260666667,4.97786666667
353.65,13.71275,5.1267,73.9324,5.63093684211,2.37626666667,4.14846666667,55.4418666667,88.9644,3.54933333333,53.2547333333,5.17453333333
354.01,13.7728333333,5.16623333333,74.2878,5.64034736843,2.42453333333,4.19153333333,55.6486666666,89.4349333333,3.54793333333,53.4138,5.21453333333
354.38,13.8261083333,5.09926666667,74.6023333333,5.60624210525,2.44,4.18246666667,55.8567333333,89.9475333334,3.51206666667,53.6126,5.19953333333
354.74,13.951575,5.11466666667,74.8623333333,5.70516140351,2.50146666667,4.28166666667,56.0254,90.3552,3.5598,53.7426,5.23106666667
355.11,14.1614083333,5.31136666667,75.2138,5.91792631579,2.68133333333,4.47146666667,56.1965333333,90.7093333333,3.7638,53.8769333333,5.41913333333
355.47,14.138875,5.22006666667,75.4208666667,5.87002807017,2.5412,4.37106666667,56.2976,90.9482666667,3.68573333333,53.9356,5.35306666667
355.83,14.165675,5.16353333333,75.7867333333,5.85443859649,2.50853333333,4.34106666667,56.5075333333,91.5082666666,3.62213333333,54.1274666667,5.27053333333
356.20,14.1353,5.14316666667,75.9427333333,5.80172631578,2.45826666667,4.2502,56.5518666667,91.8294,3.5984,54.3028,5.2062
356.56,14.1859416667,5.14993333333,76.1802666666,5.75283508772,2.4118,4.20646666667,56.7013333333,92.2740666667,3.5718,54.4644666667,5.16266666667
356.93,14.186925,5.0661,76.4009333333,5.73120701755,2.37473333333,4.19106666667,56.8088666667,92.7319333334,3.48086666667,54.6285333333,5.07893333333
357.29,14.2216583333,5.01923333333,76.7880666667,5.69207368421,2.32586666667,4.1978,56.9907333333,93.2846666666,3.4196,54.8598,5.04033333333
357.66,14.116625,4.90693333333,76.8268666667,5.52009122807,2.17013333333,4.04733333333,56.9635333334,93.4802666667,3.28653333333,54.8296666667,4.8984
358.02,14.1211833333,4.83903333333,76.9285333333,5.44535438597,2.1472,3.9906,57.016,93.7155333333,3.21466666667,54.9212,4.86246666667
358.38,14.149325,4.84146666667,77.1052666667,5.43206315789,2.14973333333,4.00746666667,57.0297333333,93.9552666667,3.15966666667,55.0982666667,4.88126666667
358.75,14.1110916667,4.79526666667,77.5027333333,5.32384210525,2.058,3.87126666667,57.1538,94.3898666667,3.028,55.3202666667,4.8
359.11,13.98765,4.58536666667,77.9421333333,5.09060350877,1.83866666667,3.6248,57.3362666667,94.9703333333,2.821,55.5729333333,4.57846666667
359.48,13.9486333333,4.51236666667,78.3356666667,5.03286315789,1.7436,3.53833333333,57.4574,95.5492666667,2.73266666667,55.7564666667,4.47013333333
359.84,13.848975,4.42233333333,78.4106666667,4.93090526317,1.61046666667,3.42153333333,57.431,95.7354666666,2.61566666667,55.7692666667,4.39206666667
360.20,13.9814,4.48833333333,78.8349333333,4.99583508772,1.66193333333,3.47653333333,57.635,96.2494000001,2.6618,56.0399333333,4.46026666667
360.57,14.0265833333,4.4974,79.1187333333,5.04271578947,1.70193333333,3.51193333333,57.7374,96.5387999999,2.69193333333,56.2108666667,4.459
360.93,14.0855166667,4.5331,79.3242,5.0870245614,1.70426666667,3.52786666667,57.7825333333,96.7197999999,2.7302,56.3448,4.54326666667
361.29,14.1436083333,4.54683333333,79.5145333333,5.10099649122,1.68666666667,3.49193333333,57.9059333333,97.02,2.74906666667,56.4993333333,4.56586666667
361.66,14.1388583333,4.55736666666,79.5328666667,5.10733333333,1.72493333333,3.53013333333,57.8239333333,97.0333333333,2.79833333333,56.5112666667,4.58886666667
362.02,14.1370666667,4.58446666667,79.6004666667,5.17070526316,1.772,3.58886666667,57.7816,97.0791999999,2.851,56.5318666667,4.61486666667
362.39,14.2172666667,4.71913333333,79.6522666667,5.30411228071,1.9208,3.73973333333,57.7797333333,97.0770000001,3.00973333333,56.51,4.7126
362.75,14.280375,4.76946666667,79.8357333334,5.34923859649,1.98353333333,3.82433333333,57.8529333333,97.3061333334,3.11473333333,56.6167333333,4.77126666667
363.11,14.4610416667,4.9179,79.9406,5.54174736843,2.144,4.00353333333,57.9737333333,97.4879333333,3.26453333333,56.8007333333,4.93793333333
363.48,14.583725,5.01323333333,79.9677333333,5.64515789474,2.29346666667,4.13586666667,57.9258,97.5538666667,3.36366666667,56.8152666667,5.01373333333
363.84,14.6265916667,5.07443333333,80.0534666667,5.69898245613,2.38333333333,4.17613333333,57.8545333333,97.6568666667,3.41866666667,56.8919333333,5.04873333333
364.20,14.6215583333,5.07743333333,80.0872666667,5.70454035087,2.4176,4.19866666667,57.8686666666,97.7322666667,3.41613333333,56.9008,5.07713333333
364.57,14.6414666667,5.1168,80.0996666667,5.74051228071,2.43486666667,4.1674,57.8463333333,97.8025333333,3.39326666667,56.9481333333,5.08993333333
364.93,14.6551916667,5.08033333333,80.1356666667,5.72896491228,2.41746666667,4.11926666667,57.8551333333,97.9391333333,3.33693333333,56.9946666667,5.0118
365.29,14.6139166667,5.0034,80.1579333334,5.70107368422,2.37226666667,4.05906666667,57.7891333333,98.0124,3.23766666667,57.0197333333,4.9202
365.66,14.6734166667,4.9798,80.3512,5.76358947369,2.384,4.04246666667,57.9142666667,98.2876666667,3.22053333333,57.201,4.92493333333
366.02,14.6557166667,4.90853333333,80.532,5.71822807017,2.33286666667,3.92153333333,57.9869333333,98.6186666665,3.18346666667,57.4149333333,4.8722
366.38,14.4817083333,4.6801,80.4308666667,5.53792631579,2.11486666667,3.667,57.8698666667,98.6039333333,2.99333333333,57.3659333333,4.62513333333
366.75,14.4876,4.63966666667,80.5382666667,5.5592631579,2.1226,3.59746666667,57.9861333333,98.8468000002,2.95253333333,57.5864666667,4.60106666667
367.11,14.4944166667,4.64886666667,80.6491333333,5.51376842106,2.15213333333,3.55973333333,58.0496666667,99.1116666667,2.92446666667,57.773,4.59233333333
367.47,14.4222333333,4.53426666666,80.8150666667,5.38246315789,2.0422,3.444,58.2150666667,99.2623333334,2.82033333333,57.9828,4.53966666667
367.84,14.529525,4.56633333333,81.1666666667,5.44084561403,2.09433333333,3.48053333333,58.5204,99.6595333334,2.8752,58.3194,4.55526666667
368.20,14.5892333334,4.59716666667,81.2261333333,5.50847719299,2.1484,3.48146666667,58.6261333333,99.7460666667,2.91873333333,58.5228,4.5486
368.56,14.7281166667,4.7234,81.2878,5.62021052631,2.29506666667,3.63246666667,58.7122666667,99.8561333332,3.07293333333,58.7292666667,4.67446666667
368.93,14.6692,4.7049,81.3812,5.58967017543,2.34466666667,3.63173333334,58.7389333333,99.9028000001,3.10926666667,58.8763333333,4.68426666667
369.29,14.673425,4.7678,81.3823333333,5.59480350877,2.40486666667,3.66393333333,58.7786,99.9047333334,3.151,58.9477333333,4.6756
369.65,14.690375,4.82226666666,81.4626666667,5.59101754385,2.42886666667,3.67946666667,58.8987333333,100.010333333,3.12986666667,59.1469333333,4.69253333333
370.01,14.812775,4.90313333333,81.6335333334,5.63770526315,2.47946666667,3.7782,59.1051333333,100.169466667,3.1566,59.3694666667,4.72706666667
370.38,14.921925,4.96493333333,81.887,5.68871578947,2.55113333333,3.86526666667,59.3276666667,100.5172,3.21626666667,59.741,4.81386666667
370.74,14.9818,5.05913333333,81.9221333333,5.74083157895,2.59933333333,3.98326666667,59.3866,100.506466667,3.28306666667,59.8386,4.863
371.10,14.9697833333,5.0927,81.9106666667,5.78153333334,2.65413333333,4.0528,59.4333333333,100.353066667,3.3432,59.9098,4.92006666667
371.46,15.0458416667,5.1972,81.9981333333,5.88577192983,2.72473333333,4.11253333333,59.5757333333,100.498333333,3.426,60.0768666666,4.96666666667
371.83,15.0840583333,5.2586,81.8607333333,5.93157894737,2.781,4.18046666667,59.5982,100.373133333,3.48813333333,60.1866,5.04773333333
372.19,15.1513916667,5.33526666667,82.0309333333,5.95385614035,2.80946666667,4.2236,59.7122,100.550666667,3.525,60.4010666667,5.1226
372.55,15.1116833333,5.28486666667,82.1532,5.87951578947,2.7286,4.18613333333,59.8394666667,100.717933333,3.4452,60.6866666667,5.1028
372.92,15.12215,5.2712,82.0084666667,5.83669122807,2.6942,4.1832,59.9084666667,100.620533333,3.40673333333,60.7543333333,5.07793333333
373.28,15.1410666667,5.27313333333,81.9751333333,5.80454385965,2.68473333333,4.1936,59.9646666666,100.569933333,3.42666666667,60.919,5.10453333333
373.64,15.1263666667,5.249,81.9011333333,5.79227719298,2.6616,4.1852,59.9578666667,100.491933334,3.46286666667,61.0573333333,5.0784
374.00,15.2062333334,5.34383333333,81.914,5.89443508773,2.77553333333,4.28406666667,60.1058666667,100.443066667,3.58686666667,61.308,5.21993333334
374.37,15.3391083333,5.4789,82.0408,6.00670526316,2.896,4.36766666667,60.4054666667,100.5636,3.663,61.5592666667,5.35726666667
374.73,15.3372833333,5.4831,81.9389333333,6.03729824562,2.92026666667,4.37153333333,60.5032,100.500666667,3.63573333333,61.7502666667,5.391
375.09,15.241425,5.35046666667,81.7485333333,5.92995789475,2.78773333333,4.246,60.4721333333,100.3898,3.48193333333,61.7921333333,5.217
375.45,15.2453916666,5.30546666667,81.6151333334,5.93333684212,2.8,4.22913333333,60.4741333333,100.2306,3.40886666667,61.9520666667,5.20273333333
375.81,15.1702166667,5.22413333333,81.4792,5.87282456141,2.713,4.12006666667,60.5246666667,100.1322,3.30533333333,62.0439333333,5.11646666667
376.18,15.1017833333,5.17423333333,81.1586666667,5.86336491228,2.701,4.1082,60.4658666667,99.8068666667,3.2488,62.0699333333,5.046
376.54,14.9406,4.9849,80.9001333333,5.73336842106,2.58206666667,3.96886666667,60.429,99.5368666667,3.1066,62.0075333333,4.8504
376.90,14.9056333333,4.9331,80.9352666667,5.7022631579,2.53853333333,3.8952,60.5813333333,99.5948666667,3.06066666667,62.2521333333,4.7948
377.26,14.89535,4.89523333333,80.7608666667,5.73285614036,2.57313333333,3.88646666666,60.7096666667,99.4032000001,3.08166666666,62.3676666667,4.80433333333
377.63,14.9364416666,4.9094,80.7261333333,5.77071228069,2.59766666667,3.91513333333,60.8812,99.3439333331,3.10466666667,62.5858,4.81893333333
377.99,14.8038583333,4.81163333333,80.4195333333,5.6752491228,2.487,3.7934,60.7975333333,99.0180666667,2.98886666667,62.5598666667,4.67433333333
378.35,14.6593083333,4.6999,80.1913333333,5.57160350878,2.3782,3.7134,60.7978,98.7272666667,2.92426666667,62.6165333333,4.57726666667
378.71,14.6271416667,4.69726666667,79.9314,5.59357894737,2.37833333333,3.68526666667,60.8238,98.4037333333,2.95093333333,62.6522666667,4.5558
379.07,14.7491416667,4.83286666667,79.9976666667,5.74435087719,2.48966666667,3.8022,61.1015333333,98.4478666665,3.10093333333,63.0202666667,4.70513333333
379.44,14.6906583333,4.861,79.7462666667,5.72333684211,2.49646666667,3.81673333333,61.1555333333,98.1164666668,3.15353333333,63.0966666667,4.71453333333
379.80,14.61895,4.8298,79.4359333334,5.67081052631,2.475,3.83346666667,61.1548,97.7567333335,3.14533333333,63.1014666667,4.68066666667
380.16,14.5422,4.74373333333,79.2793333333,5.552,2.369,3.74166666667,61.2898666667,97.5929333332,3.08213333333,63.2695333333,4.5956
380.52,14.6220333333,4.81636666667,79.2143333333,5.63452982455,2.43293333333,3.80133333333,61.4955333333,97.5134666667,3.14293333333,63.5677333334,4.7062
380.88,14.6599166667,4.88843333333,79.0362,5.66812280702,2.47326666667,3.85466666667,61.6787333333,97.2755999999,3.19046666667,63.7769333333,4.7566
381.24,14.5873583333,4.88006666667,78.8398,5.62343157895,2.43206666667,3.8582,61.7614666667,97.0836666665,3.15346666667,63.9580666667,4.72946666667
381.61,14.4885583333,4.7979,78.5054666667,5.5229508772,2.34633333333,3.77993333333,61.8036666667,96.7182,3.06166666666,63.9890666667,4.65066666667
381.97,14.5192416667,4.8089,78.357,5.54684561403,2.39313333333,3.80313333333,62.0625333333,96.595,3.07633333333,64.2369333333,4.68273333333
382.33,14.5332833333,4.84316666667,78.0113333333,5.53756842105,2.41973333333,3.78853333333,62.115,96.1607333333,3.08546666667,64.2948666667,4.7072
382.69,14.48545,4.79,77.7946666667,5.47855789474,2.41146666667,3.7384,62.2310666666,95.8620666668,3.04593333333,64.4571333333,4.69946666667
383.05,14.4091,4.73853333333,77.4686666667,5.40343157894,2.38426666667,3.68646666667,62.2568,95.4099333333,2.98,64.4894666667,4.64606666667
383.41,14.4182166667,4.7199,77.2152666667,5.37881403508,2.38533333333,3.6738,62.4036666667,95.1253333334,2.96766666667,64.6151333333,4.63093333333
383.77,14.5115583333,4.78973333333,77.3356666667,5.45239649123,2.4652,3.72626666667,62.7853333333,95.1559999999,3.02633333333,65.0853333333,4.71513333333
384.14,14.5222083333,4.82506666667,77.1620666667,5.52975789475,2.52553333333,3.77893333333,62.9492666667,94.9036666667,3.07693333333,65.2254,4.7924
384.50,14.5319166667,4.87826666667,76.9738,5.55403859649,2.55273333333,3.79686666667,63.1884,94.6664000001,3.11753333333,65.4041333333,4.82086666667
384.86,14.4842916667,4.86463333333,76.6813333333,5.57935789475,2.55206666666,3.81066666667,63.2240666666,94.2586666666,3.09433333333,65.4696,4.826
385.22,14.4940416667,4.85143333333,76.4931333334,5.57486666666,2.565,3.78866666667,63.4105333333,93.9970666667,3.101,65.6722666667,4.84573333333
385.58,14.5257083333,4.9331,76.3893333333,5.67116842105,2.63406666667,3.88033333333,63.6096,93.7740666665,3.17933333333,65.8948,4.9466
385.94,14.4258916667,4.8877,76.0172,5.62538245613,2.58733333333,3.8436,63.56,93.2877333333,3.14993333333,65.9331333333,4.90826666667
386.30,14.3259916667,4.816,75.6836666667,5.57510526316,2.56506666667,3.81853333333,63.6292,92.8777999999,3.0818,66.0358666667,4.83313333333
386.66,14.32635,4.85823333333,75.4548666667,5.60325614035,2.62446666667,3.9088,63.7495333333,92.5405333333,3.145,66.1615333334,4.88313333333
387.03,14.2995416667,4.85403333333,75.1840666667,5.61970175439,2.62906666667,3.90926666667,63.878,92.1780000001,3.1428,66.294,4.88546666667
387.39,14.2394666667,4.84116666667,74.9758,5.63360350877,2.62406666667,3.90933333333,64.0322,91.8583333334,3.12606666667,66.4505333333,4.87126666667
387.75,14.1707916667,4.80406666667,74.5401333333,5.59633333333,2.59193333333,3.86993333333,64.0502666666,91.3432666665,3.0876,66.4450666667,4.82606666667
388.11,14.1497833333,4.80683333333,74.2104,5.61249824561,2.6286,3.90813333333,64.151,90.9094000001,3.08893333333,66.5767333333,4.84086666667
388.47,14.1054833333,4.79746666667,73.9278,5.62121052632,2.64706666667,3.93593333333,64.2282666667,90.4978666667,3.0914,66.659,4.8386
388.83,14.1447916667,4.84356666667,73.6964,5.6820385965,2.72273333333,3.98866666667,64.4334666667,90.2024666665,3.16993333333,66.8574,4.8758
389.19,14.100625,4.87766666667,73.4356,5.70265263158,2.74166666667,3.99346666667,64.53,89.7733999999,3.168,66.9550666667,4.858
389.55,14.0850416667,4.8606,73.1448666667,5.68748421053,2.75686666667,3.9668,64.7238,89.4022666666,3.16453333334,67.091,4.83286666667
389.91,14.1625083333,4.93293333333,73.0486,5.76161754385,2.84386666667,4.06106666667,65.1067333333,89.2852000001,3.2354,67.3613333333,4.90993333333
390.27,14.2103083333,5.00656666667,72.8517333333,5.83608771931,2.90546666667,4.12773333333,65.3123333333,88.9889999999,3.3236,67.6058666667,4.99613333333
390.63,14.1945416667,5.00373333333,72.5308,5.83615438596,2.88826666667,4.1098,65.4618666667,88.6002000001,3.316,67.7478,4.96113333333
391.00,14.1663333333,4.98056666667,72.2717333333,5.8135754386,2.87253333333,4.0844,65.6790666667,88.2663333334,3.29833333333,67.8947333333,4.934
391.36,14.2311166667,5.06793333333,72.1156666667,5.89246315789,2.96406666667,4.16306666667,65.9443333333,88.0025333334,3.37773333333,68.1332,5.0128
391.72,14.2178333334,5.11856666667,71.7656666667,5.95765263159,3.03486666667,4.22893333334,66.0071333333,87.4915333333,3.45693333333,68.1462666667,5.0666
392.08,14.1587,5.09043333333,71.5279333333,5.90277192983,2.99793333333,4.18073333333,66.1712,87.1292666667,3.425,68.2759333334,5.01473333333
392.44,14.1191,5.06676666667,71.1151333333,5.88568070175,2.9934,4.17106666667,66.1799333333,86.5952666667,3.39826666667,68.2309333333,5.01426666667
392.80,14.0700833333,5.02253333333,70.8264,5.85840701755,2.98113333333,4.158,66.281,86.2011333333,3.372,68.2854,5.008
393.16,14.125075,5.0696,70.6283333333,5.9391614035,3.02506666667,4.24646666667,66.5679333333,85.9666,3.43066666666,68.4613333333,5.0858
393.52,14.0476833333,5.03523333333,70.3186,5.87635438596,2.96293333333,4.20246666667,66.6525333333,85.5549333334,3.3672,68.5471333333,5.0376
393.88,13.9847166667,5.03713333334,69.9306666667,5.85083508773,2.92293333333,4.1798,66.6216,84.9653333334,3.3532,68.492,5.01666666667
394.24,13.9540833333,5.0205,69.8038666667,5.83261754387,2.88573333333,4.16293333333,66.8764666667,84.7734666667,3.33026666667,68.6368,4.99373333333
394.60,13.8457416667,4.91636666667,69.57,5.7249614035,2.79433333333,4.05433333333,67.0304666667,84.4316,3.2248,68.705,4.91293333333
