wavelength,Back_SalNigf,Belly_SalNigf,Breast_SalNigf,Crissum_SalNigf,Crown_SalNigf,DorTail_SalNigf,Patch10_SalNigf,Rump_SalNigf,Throat_SalNigf,WingTip_SalNigf
521.75,10.6533333333,26.1821666666,17.7176666666,23.3703333333,11.6381666667,6.41033333334,25.6135,12.9433333334,5.563,12.3483333334
522.10,10.651,26.1666666667,17.6816666667,23.4201666666,11.5938333334,6.37466666667,25.5545,12.941,5.552,12.3336666667
522.45,10.6593333334,26.1765,17.6888333334,23.505,11.6223333333,6.39483333333,25.6023333333,12.9645,5.56966666667,12.3373333333
522.79,10.653,26.1486666667,17.6661666666,23.5346666667,11.6221666666,6.40225,25.6001666666,12.9255,5.56633333333,12.3263333333
523.14,10.6318333333,26.1508333333,17.6418333333,23.563,11.603,6.3985,25.6135,12.9308333333,5.5635,12.3146666666
523.48,10.6286666667,26.1178333333,17.5891666667,23.5538333333,11.563,6.37991666667,25.5526666667,12.8785833334,5.54833333334,12.2603333333
523.83,10.625,26.1135,17.5815,23.5993333333,11.5645,6.37916666667,25.5446666667,12.8563333333,5.53683333334,12.2633333334
524.17,10.6325,26.1238333333,17.5916666666,23.673,11.5656666666,6.36708333333,25.5726666667,12.85875,5.53966666667,12.2721666667
524.52,10.6438333333,26.1201666667,17.6086666667,23.7065,11.5898333334,6.36925,25.5755,12.8661666667,5.56833333333,12.307
524.87,10.6696666667,26.137,17.6093333334,23.7463333333,11.6016666667,6.36008333333,25.574,12.8760833333,5.57866666667,12.3286666667
525.21,10.656,26.1318333333,17.6298333333,23.7968333333,11.6011666667,6.35508333334,25.5485,12.8668333333,5.597,12.3188333333
525.56,10.664,26.1565,17.6523333333,23.8636666666,11.6173333334,6.37725,25.5696666667,12.8834166667,5.6305,12.3388333333
525.90,10.6823333333,26.225,17.697,23.9283333333,11.6468333333,6.40816666667,25.5923333333,12.8975833333,5.6535,12.3733333334
526.25,10.6816666666,26.242,17.7111666667,23.9825,11.6326666666,6.408,25.585,12.8803333333,5.663,12.3741666667
526.59,10.6913333334,26.3171666667,17.7418333333,24.0675,11.6396666667,6.41766666667,25.6093333334,12.9198333333,5.68166666667,12.4128333333
526.94,10.7,26.3236666667,17.7511666667,24.1095,11.6526666666,6.42391666666,25.617,12.917,5.70716666666,12.4265
527.28,10.7055,26.352,17.7693333333,24.1661666667,11.666,6.44391666667,25.6436666666,12.939,5.71983333333,12.4746666667
527.63,10.7008333333,26.3736666667,17.776,24.2115,11.6626666667,6.44808333334,25.6468333334,12.9459166666,5.726,12.4883333333
527.97,10.6953333333,26.381,17.779,24.2258333333,11.6578333334,6.44675,25.623,12.9503333333,5.71483333334,12.4911666666
528.32,10.698,26.39,17.7903333333,24.2683333333,11.6663333333,6.44958333333,25.6365,12.96125,5.71533333333,12.4813333333
528.66,10.6766666667,26.3998333334,17.7991666667,24.3011666666,11.6696666666,6.45075,25.6673333334,12.9611666666,5.7125,12.4761666667
529.01,10.6783333334,26.4016666667,17.7981666666,24.3101666667,11.6643333333,6.45175,25.6611666666,12.9644166666,5.6995,12.4785
529.35,10.6773333333,26.4173333334,17.7886666667,24.34,11.666,6.44291666666,25.6793333334,12.9675833333,5.6905,12.4708333333
529.70,10.677,26.4078333333,17.7845,24.3693333333,11.6596666667,6.43933333334,25.6761666666,12.9748333334,5.68483333333,12.468
530.04,10.6701666667,26.4213333333,17.7738333333,24.3906666666,11.6618333333,6.44075,25.6731666667,12.9874166667,5.68083333334,12.4855
530.39,10.668,26.4106666667,17.7601666667,24.4085,11.6675,6.43791666667,25.6576666667,12.98325,5.67133333333,12.481
530.73,10.6755,26.4243333333,17.753,24.4641666667,11.6606666667,6.44716666666,25.6488333333,12.97975,5.65383333333,12.4865
531.08,10.6881666666,26.4385,17.7636666667,24.5296666667,11.6728333333,6.44991666667,25.6545,12.9814166666,5.6545,12.4731666666
531.42,10.7165,26.4703333333,17.7711666667,24.5935,11.6801666666,6.4645,25.656,12.9964166667,5.66066666666,12.4783333333
531.77,10.7211666666,26.4721666667,17.7625,24.6533333333,11.6841666667,6.47016666666,25.6635,12.9974166667,5.668,12.4803333333
532.11,10.7156666667,26.5008333333,17.7483333334,24.6866666667,11.6655,6.45875,25.647,12.9895,5.65283333333,12.4805
532.46,10.7378333334,26.5101666667,17.7398333333,24.7385,11.6646666666,6.4745,25.6273333334,12.9945833334,5.65716666666,12.4911666667
532.80,10.749,26.5305,17.7506666666,24.8003333334,11.6733333333,6.4805,25.6418333334,12.9991666667,5.668,12.4993333334
533.15,10.7536666667,26.5533333333,17.765,24.8406666667,11.68,6.48883333334,25.6361666666,13.0085,5.6675,12.5163333334
533.49,10.7688333333,26.5693333334,17.7686666666,24.8735,11.688,6.49241666667,25.6553333334,13.007,5.68,12.5176666667
533.84,10.7786666667,26.5828333333,17.7805,24.9446666667,11.6935,6.49775,25.6703333334,13.0011666667,5.68133333334,12.521
534.18,10.7755,26.5941666667,17.7751666667,24.9856666667,11.6878333333,6.5045,25.6955,12.9974166667,5.6865,12.5236666667
534.52,10.7496666667,26.5911666667,17.7653333334,25.0053333334,11.681,6.48325,25.6748333334,12.9966666667,5.67933333333,12.5083333333
534.87,10.7408333334,26.6125,17.7555,25.0273333333,11.6638333334,6.47358333334,25.656,12.99325,5.675,12.5135
535.21,10.719,26.6001666667,17.7516666666,25.0526666667,11.6768333334,6.47041666666,25.66,12.9818333334,5.66816666666,12.5135
535.56,10.7195,26.6255,17.7671666666,25.1041666667,11.6903333333,6.47083333333,25.6901666667,12.9906666667,5.673,12.5201666666
535.90,10.7261666667,26.6531666667,17.7866666666,25.1755,11.7116666667,6.49033333334,25.7216666667,12.9944166667,5.692,12.548
536.25,10.7203333334,26.666,17.7918333333,25.22,11.7151666666,6.477,25.7201666667,13.0083333333,5.708,12.5541666667
536.59,10.732,26.701,17.7953333334,25.2955,11.7325,6.50375,25.7571666667,13.0134166667,5.73,12.5715
536.93,10.759,26.7391666667,17.8335,25.3668333333,11.768,6.53466666667,25.8246666667,13.0505833333,5.737,12.6178333333
537.28,10.758,26.789,17.8388333334,25.443,11.799,6.55791666667,25.8536666666,13.0711666667,5.74716666667,12.6456666666
537.62,10.7906666667,26.8226666667,17.8556666667,25.489,11.8201666666,6.57816666667,25.8845,13.1026666667,5.77133333333,12.6741666667
537.97,10.8173333333,26.834,17.8768333333,25.5695,11.8413333334,6.57833333333,25.9063333333,13.12375,5.77033333333,12.678
538.31,10.8738333333,26.8955,17.9203333334,25.671,11.8691666667,6.61425,25.9583333333,13.1476666667,5.8035,12.7406666667
538.65,10.8881666667,26.9006666667,17.9433333334,25.7493333334,11.8831666667,6.64341666667,25.983,13.1728333334,5.81783333333,12.747
539.00,10.8853333334,26.8908333333,17.9056666667,25.7905,11.856,6.62525,25.9635,13.1631666667,5.7985,12.7256666666
539.34,10.8861666667,26.9096666667,17.9166666667,25.8243333334,11.8356666666,6.632,25.9488333334,13.1308333334,5.78416666666,12.7226666666
539.69,10.8791666667,26.8641666667,17.9048333333,25.8681666666,11.8381666667,6.63758333333,25.9716666667,13.1518333333,5.78816666667,12.713
540.03,10.8806666667,26.8771666666,17.92,25.8955,11.8355,6.63783333334,25.9633333334,13.1324166667,5.7725,12.7103333334
540.37,10.8573333333,26.8781666666,17.8961666667,25.9061666667,11.8178333333,6.61108333333,25.946,13.1258333334,5.7445,12.6886666667
540.72,10.8351666667,26.8408333333,17.8771666666,25.9081666667,11.7693333333,6.58191666667,25.8876666666,13.0900833333,5.73016666667,12.6466666666
541.06,10.8151666667,26.7983333334,17.845,25.9023333334,11.7341666666,6.564,25.8538333333,13.061,5.69966666667,12.6325
541.40,10.7883333333,26.7783333333,17.8196666667,25.9123333333,11.7293333333,6.55641666667,25.8426666666,13.0353333333,5.67183333333,12.5945
541.75,10.7626666667,26.7741666667,17.8165,25.9275,11.7065,6.55091666666,25.8238333334,13.02125,5.65633333334,12.588
542.09,10.7463333333,26.768,17.8093333333,25.9316666666,11.7235,6.54191666667,25.8613333334,13.0248333333,5.64516666667,12.5628333333
542.43,10.7403333333,26.779,17.8081666667,25.9633333334,11.745,6.53058333334,25.907,13.0320833334,5.63933333333,12.5675
542.78,10.7455,26.8016666667,17.8401666666,26.016,11.7615,6.56408333334,25.9276666666,13.0525833334,5.65416666667,12.5816666667
543.12,10.7383333333,26.808,17.8288333333,26.062,11.7723333334,6.57191666667,25.9591666666,13.0679166667,5.65383333333,12.5705
543.46,10.739,26.83,17.8233333333,26.093,11.7771666667,6.55991666666,25.9793333333,13.0570833333,5.6305,12.5673333333
543.81,10.7176666667,26.8431666666,17.8035,26.1526666666,11.804,6.5565,26.0363333334,13.0741666667,5.61866666666,12.5518333334
544.15,10.7488333333,26.8551666667,17.8181666667,26.1911666667,11.8286666667,6.59041666666,26.0715,13.0809166667,5.63016666667,12.5706666667
544.49,10.7725,26.8876666666,17.8055,26.2496666667,11.8523333333,6.61983333334,26.0925,13.0873333333,5.643,12.5916666667
544.84,10.7738333333,26.9355,17.8116666666,26.318,11.8996666667,6.63058333334,26.1751666667,13.1095833333,5.64366666667,12.6093333334
545.18,10.7808333333,26.9806666667,17.8328333334,26.3746666667,11.9186666667,6.64766666666,26.2165,13.143,5.66283333333,12.6481666667
545.52,10.8211666667,27.024,17.8765,26.4518333333,11.9738333334,6.68416666666,26.2708333333,13.1770833333,5.7145,12.694
545.87,10.8285,27.0518333334,17.8881666667,26.5236666667,11.9805,6.70891666666,26.257,13.193,5.73566666667,12.7131666667
546.21,10.8335,27.1021666667,17.92,26.589,11.9936666667,6.71641666667,26.2833333334,13.1860833333,5.74966666667,12.7316666666
546.55,10.8473333334,27.1325,17.9386666667,26.665,12.0155,6.6895,26.3585,13.1826666667,5.76283333334,12.7441666666
546.90,10.8723333333,27.1411666667,17.9628333333,26.7245,12.048,6.706,26.3765,13.2018333333,5.78433333334,12.7645
547.24,10.8823333333,27.2168333333,17.9916666667,26.7858333333,12.0705,6.72158333334,26.399,13.2111666666,5.80633333334,12.783
547.58,10.8981666667,27.2583333333,18.0291666667,26.8293333333,12.0658333333,6.73475,26.4076666667,13.2085,5.8085,12.8038333333
547.92,10.8851666667,27.2766666667,18.057,26.9198333333,12.0758333333,6.70933333333,26.4435,13.2263333334,5.80916666666,12.8173333333
548.27,10.8536666666,27.3296666666,18.0913333334,26.9885,12.094,6.693,26.5256666667,13.23225,5.80433333334,12.8108333334
548.61,10.825,27.3496666667,18.1143333334,27.045,12.0756666667,6.6995,26.4845,13.2238333334,5.81233333333,12.7945
548.95,10.8528333333,27.3851666667,18.1223333333,27.1236666667,12.0731666666,6.6825,26.4846666666,13.2060833334,5.80766666666,12.7941666666
549.29,10.8538333333,27.4268333333,18.1041666666,27.1968333333,12.078,6.68475,26.5251666667,13.2161666667,5.79016666667,12.7973333334
549.64,10.8853333333,27.5025,18.1361666667,27.2991666667,12.1025,6.70983333334,26.6216666667,13.23075,5.79283333333,12.8341666666
549.98,10.8828333333,27.5193333333,18.1458333333,27.3795,12.0986666667,6.73616666666,26.6298333333,13.2505,5.805,12.8346666666
550.32,10.883,27.5601666666,18.157,27.438,12.0973333334,6.78291666666,26.6063333334,13.29825,5.819,12.846
550.66,10.8536666667,27.6155,18.1606666667,27.5178333333,12.0695,6.76108333333,26.6491666667,13.2860833333,5.78116666666,12.847
551.01,10.837,27.5766666667,18.1471666667,27.5493333333,12.0453333333,6.77708333333,26.616,13.2949166666,5.7755,12.8461666666
551.35,10.8838333334,27.6083333333,18.1638333333,27.6493333334,12.0598333333,6.81133333333,26.6285,13.3466666667,5.80966666667,12.8965
551.69,10.891,27.6166666666,18.1731666667,27.7161666667,12.06,6.82433333333,26.62,13.3455833333,5.83116666667,12.8863333334
552.03,10.9213333333,27.6308333333,18.1801666667,27.807,12.0718333333,6.85716666666,26.5946666666,13.3589166666,5.8735,12.9353333334
552.38,10.9866666666,27.6525,18.2331666667,27.8515,12.089,6.87175,26.6153333334,13.374,5.91733333333,12.9566666667
552.72,11.012,27.6878333333,18.2933333333,27.9355,12.1375,6.92491666667,26.6593333333,13.41425,5.9575,12.9851666667
553.06,11.0168333334,27.7191666667,18.296,27.968,12.1476666667,6.928,26.6263333334,13.3959166667,5.96583333333,12.9873333334
553.40,11.009,27.682,18.2995,27.9631666667,12.1175,6.89416666666,26.5216666666,13.3655833333,5.956,12.9713333333
553.74,11.0221666666,27.709,18.2616666667,27.9761666667,12.1103333333,6.90375,26.4878333334,13.3626666667,5.93133333334,12.9685
554.09,11.0196666667,27.7171666667,18.2665,28.0075,12.1298333333,6.87658333334,26.497,13.33725,5.91766666666,12.9731666667
554.43,11.0463333333,27.7203333333,18.2798333333,28.0351666666,12.1681666667,6.91166666666,26.473,13.3619166666,5.94966666667,13.0295
554.77,11.0915,27.7916666667,18.3463333333,28.1341666667,12.1896666666,6.968,26.4813333334,13.3993333334,5.9985,13.0705
555.11,11.0771666667,27.797,18.3646666667,28.1723333333,12.1881666666,6.96391666666,26.4653333333,13.3938333333,5.98016666667,13.0415
555.45,11.0863333333,27.8905,18.3946666667,28.2318333333,12.1933333334,6.99758333334,26.4743333333,13.4021666667,5.983,13.0738333333
555.80,11.0891666666,27.8815,18.4048333333,28.2516666667,12.1505,6.96766666667,26.4688333333,13.4160833333,5.92183333333,13.0616666667
556.14,11.1208333333,27.9273333333,18.4356666667,28.3543333333,12.1878333333,6.984,26.5208333334,13.48125,5.92216666667,13.1025
556.48,11.0873333333,27.9118333333,18.4255,28.3283333334,12.1595,6.93575,26.5376666666,13.4781666667,5.9025,13.095
556.82,11.096,27.8523333333,18.4568333333,28.4005,12.1443333333,6.949,26.5393333334,13.4971666667,5.9115,13.0868333333
557.16,11.0705,27.8888333333,18.4841666666,28.4466666667,12.1626666667,6.97425,26.5975,13.5270833333,5.91416666667,13.1141666667
557.50,11.0868333334,27.8678333333,18.4816666666,28.4996666667,12.147,6.97375,26.573,13.5280833334,5.92816666666,13.1398333333
557.85,11.1148333333,27.9011666666,18.5206666667,28.577,12.1628333333,7.02725,26.5873333334,13.5485,5.9575,13.1763333333
558.19,11.1103333334,27.9126666667,18.5198333334,28.6296666667,12.1416666666,7.0165,26.5911666667,13.5283333333,5.99683333334,13.1698333333
558.53,11.0783333333,27.8768333333,18.4608333333,28.6331666666,12.1076666667,6.96133333334,26.5848333333,13.49425,5.956,13.1415
558.87,11.0965,27.9313333334,18.4813333334,28.6906666667,12.1343333333,6.97916666666,26.6285,13.4944166667,5.99016666666,13.1621666666
559.21,11.1071666667,27.8891666666,18.4836666667,28.7071666667,12.152,6.97758333333,26.6356666666,13.5043333334,5.9925,13.1313333333
559.55,11.123,27.9066666667,18.4846666666,28.735,12.1931666667,6.9885,26.6415,13.4903333333,6.01966666667,13.1351666667
559.89,11.0988333334,27.913,18.4976666666,28.7853333333,12.1906666666,6.99275,26.649,13.4601666667,6.01883333333,13.171
560.23,11.1113333334,27.9368333334,18.5045,28.832,12.2231666667,7.03258333334,26.6248333333,13.4666666666,6.014,13.1575
560.58,11.1283333333,27.9846666666,18.5293333334,28.8811666667,12.2173333334,7.02291666667,26.638,13.46625,6.00083333333,13.1646666666
560.92,11.1865,28.0485,18.5476666667,28.9921666667,12.2481666667,7.04208333334,26.6936666666,13.4953333333,6.03583333333,13.1645
561.26,11.167,28.0563333333,18.6136666667,29.0265,12.2803333334,7.03191666666,26.7278333333,13.5140833333,6.03516666667,13.1236666666
561.60,11.142,28.033,18.5583333333,29.0076666666,12.2573333334,6.9775,26.7196666666,13.495,5.9795,13.0563333334
561.94,11.1445,28.0261666667,18.5538333333,29.0133333333,12.2483333334,6.95308333333,26.701,13.49825,5.92933333334,13.0296666666
562.28,11.181,28.0003333333,18.5358333333,29.0563333334,12.2545,6.93666666667,26.6975,13.4748333333,5.94033333333,13.008
562.62,11.2096666667,27.9783333334,18.532,29.125,12.2425,6.9505,26.6725,13.4873333333,5.94766666667,13.0355
562.96,11.2201666666,27.9691666666,18.5221666667,29.1801666667,12.2551666667,6.94891666666,26.7001666666,13.5084166666,5.978,13.087
563.30,11.2115,28.0105,18.5445,29.2913333333,12.2745,6.99091666667,26.7218333333,13.5443333334,6.02883333333,13.1071666667
563.64,11.2316666667,28.0545,18.537,29.3835,12.2706666667,6.99391666666,26.6881666666,13.5725833333,6.04783333334,13.1105
563.99,11.2383333333,28.0063333333,18.5293333334,29.4378333333,12.2465,7.00641666667,26.667,13.5776666667,6.06966666667,13.1211666667
564.33,11.195,28.0186666666,18.5035,29.4883333333,12.253,6.98516666667,26.708,13.5869166667,6.0605,13.1363333333
564.67,11.1501666667,27.9561666666,18.4836666667,29.4901666667,12.2355,6.95916666667,26.667,13.5495833334,6.01433333333,13.1158333333
565.01,11.1521666667,27.9731666667,18.4541666666,29.5178333334,12.2131666667,6.9485,26.6693333334,13.5293333333,6.02066666666,13.172
565.35,11.1626666667,27.9693333333,18.4818333333,29.5568333333,12.2185,6.97041666667,26.658,13.5565,6.0485,13.2058333333
565.69,11.1671666667,27.9938333333,18.4921666667,29.6246666667,12.2595,7.00833333333,26.6981666666,13.5883333333,6.05866666666,13.216
566.03,11.1393333333,28.024,18.552,29.6941666667,12.2916666666,7.03333333333,26.748,13.6190833333,6.0625,13.2576666667
566.37,11.1073333333,28.0408333334,18.5316666667,29.6933333333,12.2981666666,7.03708333333,26.7528333333,13.6036666667,6.06733333334,13.2401666667
566.71,11.0938333333,28.0943333334,18.5336666666,29.7286666667,12.2918333334,7.03641666666,26.7071666667,13.5863333333,6.04866666667,13.2385
567.05,11.1005,28.0615,18.5226666667,29.7125,12.2793333333,7.021,26.6963333334,13.5946666667,6.0315,13.2265
567.39,11.0761666667,28.0228333334,18.5045,29.6925,12.2571666667,7.02375,26.6921666666,13.5705833334,6.0025,13.1693333334
567.73,11.0478333333,28.0576666667,18.5156666666,29.718,12.2456666666,6.98858333334,26.7166666666,13.5610833333,5.994,13.1675
568.07,11.0645,28.1006666667,18.5333333333,29.7353333333,12.2486666666,7.01891666666,26.698,13.5510833333,6.01916666666,13.1896666666
568.41,11.0936666667,28.1403333334,18.5515,29.7776666666,12.2496666667,7.03833333334,26.6858333334,13.5796666666,6.06266666666,13.21
568.75,11.103,28.1613333334,18.5446666667,29.8576666667,12.2376666667,7.0315,26.6706666666,13.6015,6.0605,13.2236666667
569.09,11.0838333333,28.132,18.4958333333,29.9046666666,12.2036666667,7.0005,26.6693333334,13.561,6.04233333333,13.2166666666
569.43,11.0843333333,28.1436666666,18.499,29.9233333334,12.1741666667,6.96208333334,26.6283333333,13.5515,6.04166666667,13.2315
569.77,11.1331666667,28.1753333334,18.4975,30.0046666666,12.1861666666,6.96583333334,26.6221666666,13.5721666667,6.0555,13.2805
570.11,11.1825,28.1865,18.5355,30.0676666667,12.1888333334,6.96358333334,26.6495,13.5980833333,6.0715,13.3246666666
570.45,11.1686666667,28.1705,18.5405,30.1146666666,12.1843333333,6.95841666667,26.6671666666,13.59725,6.0705,13.3215
570.79,11.1423333334,28.1848333333,18.5235,30.1433333334,12.1741666666,6.93416666666,26.6195,13.5654166667,6.04116666667,13.3171666667
571.13,11.1461666667,28.2445,18.532,30.2176666667,12.2008333334,6.95475,26.668,13.5936666667,6.06883333334,13.354
571.47,11.1603333333,28.2721666667,18.5458333334,30.3105,12.2346666667,6.95933333333,26.7146666667,13.616,6.0655,13.3448333333
571.81,11.1558333333,28.2233333333,18.5236666667,30.3361666667,12.2183333333,6.94208333333,26.6776666667,13.6104166666,6.0385,13.3281666667
572.15,11.161,28.2538333333,18.532,30.408,12.2388333334,6.94758333334,26.7086666667,13.6218333334,6.039,13.3373333333
572.49,11.1418333333,28.2398333333,18.5295,30.438,12.2465,6.94816666667,26.701,13.6076666666,6.025,13.2938333334
572.83,11.1405,28.2611666667,18.5626666666,30.476,12.2806666666,6.96066666667,26.7146666667,13.63475,6.03483333334,13.327
573.17,11.1151666667,28.2345,18.5893333333,30.5566666666,12.2831666667,6.95933333333,26.7385,13.62625,6.0255,13.3238333333
573.51,11.129,28.2513333334,18.5926666667,30.5578333334,12.2853333333,6.97633333333,26.7526666667,13.6386666667,6.0405,13.3168333333
573.85,11.1088333333,28.2721666667,18.6158333334,30.6158333333,12.2978333333,7.00125,26.7393333333,13.6389166667,6.039,13.3353333334
574.19,11.12,28.29,18.598,30.6481666667,12.2976666666,7.01333333333,26.7308333333,13.6364166666,6.0425,13.3351666667
574.53,11.126,28.2938333334,18.6298333333,30.7255,12.3135,7.06191666667,26.804,13.6515833334,6.07116666667,13.3628333333
574.87,11.1406666666,28.2898333333,18.6646666667,30.7533333333,12.33,7.0595,26.8211666667,13.6463333333,6.07883333333,13.4136666667
575.21,11.1486666667,28.3205,18.673,30.8113333333,12.3401666666,7.08958333333,26.819,13.671,6.092,13.4673333333
575.55,11.1776666667,28.3978333334,18.7173333333,30.906,12.3818333334,7.11658333334,26.8761666667,13.7148333333,6.1385,13.4971666666
575.89,11.174,28.3951666666,18.7078333333,30.927,12.3783333333,7.13016666666,26.856,13.7289166667,6.1315,13.5183333334
576.22,11.2243333333,28.455,18.7676666667,31.014,12.4456666666,7.16441666666,26.9685,13.7785,6.15583333333,13.5733333333
576.56,11.2441666667,28.5085,18.7721666667,31.0448333333,12.4453333333,7.20725,26.9626666667,13.7915,6.17083333334,13.5631666666
576.90,11.3061666667,28.599,18.7748333334,31.1173333333,12.5023333333,7.27691666667,27.0166666666,13.8490833333,6.22283333334,13.6015
577.24,11.287,28.6021666667,18.7471666667,31.1666666667,12.5231666667,7.28575,27.0256666667,13.8399166667,6.2335,13.6093333333
577.58,11.3281666667,28.6588333333,18.7591666666,31.2545,12.5676666667,7.30675,27.1016666666,13.8885833333,6.25633333334,13.6368333333
577.92,11.3526666667,28.7175,18.844,31.3671666667,12.6018333334,7.33483333334,27.1523333334,13.9375833333,6.27433333333,13.6786666666
578.26,11.3895,28.7321666667,18.854,31.3993333333,12.6331666667,7.33133333333,27.168,13.95875,6.26166666667,13.6648333333
578.60,11.3868333334,28.7415,18.8215,31.4251666667,12.6381666667,7.33291666666,27.1945,13.9628333333,6.25116666667,13.6381666667
578.94,11.3591666666,28.7181666666,18.7858333333,31.408,12.6021666667,7.30083333333,27.1641666667,13.89225,6.231,13.5976666666
579.28,11.3508333333,28.7155,18.7948333333,31.4701666667,12.6235,7.31466666666,27.1905,13.9034166667,6.23066666666,13.6331666667
579.61,11.3153333334,28.688,18.7753333333,31.5195,12.5966666667,7.30041666666,27.227,13.8585,6.22083333333,13.5973333333
579.95,11.3181666667,28.709,18.7548333333,31.5636666667,12.6061666667,7.34608333334,27.2383333333,13.8559166667,6.23966666667,13.6098333333
580.29,11.3473333334,28.7563333333,18.797,31.6916666667,12.6493333334,7.332,27.3368333334,13.8733333334,6.26166666667,13.6471666667
580.63,11.38,28.7976666667,18.8238333333,31.7791666667,12.6605,7.36908333334,27.385,13.9040833334,6.2815,13.718
580.97,11.3335,28.7643333334,18.8311666666,31.8228333333,12.647,7.30625,27.3865,13.8764166666,6.20216666666,13.6853333333
581.31,11.2676666667,28.6513333333,18.7516666666,31.8176666667,12.5831666666,7.23383333334,27.3276666666,13.7671666666,6.107,13.6101666667
581.65,11.259,28.5801666667,18.6535,31.7921666666,12.5543333333,7.19408333333,27.3101666666,13.7265,6.06816666667,13.5828333333
581.98,11.2021666667,28.5841666667,18.5925,31.8366666667,12.5135,7.1335,27.2898333333,13.6755,6.05083333333,13.5858333333
582.32,11.2085,28.5941666667,18.6093333334,31.927,12.5186666666,7.12841666667,27.3065,13.66675,6.06383333333,13.5861666667
582.66,11.24,28.6351666667,18.6428333333,31.997,12.5748333333,7.1865,27.3915,13.7274166667,6.0805,13.6181666666
583.00,11.2046666667,28.647,18.6161666666,32.0126666666,12.5443333333,7.15258333334,27.4295,13.6746666666,6.0345,13.5411666666
583.34,11.2838333333,28.6993333333,18.639,32.1488333333,12.631,7.20291666666,27.5311666667,13.7119166666,6.07816666667,13.5811666667
583.68,11.2825,28.6931666667,18.6773333333,32.2113333333,12.5906666667,7.18741666666,27.5021666666,13.6949166667,6.05633333333,13.5935
584.01,11.296,28.728,18.6806666667,32.2993333333,12.6073333333,7.21383333333,27.5536666667,13.7250833333,6.08066666666,13.617
584.35,11.2855,28.7058333333,18.6331666666,32.2786666667,12.5675,7.19033333333,27.5031666666,13.67725,6.07583333333,13.5796666667
584.69,11.3806666667,28.792,18.7305,32.4005,12.6041666667,7.2615,27.5775,13.7388333333,6.14616666666,13.6605
585.03,11.3748333334,28.8681666666,18.7228333333,32.4268333333,12.6046666667,7.25875,27.5996666667,13.76425,6.1775,13.7038333333
585.37,11.4215,28.951,18.8013333334,32.566,12.6793333333,7.31966666667,27.7048333333,13.8305833333,6.25983333333,13.779
585.70,11.4868333333,29.0136666666,18.8995,32.6175,12.7345,7.41333333334,27.75,13.8863333334,6.318,13.882
586.04,11.4375,28.9681666666,18.8448333334,32.6108333334,12.7033333333,7.38425,27.687,13.8796666666,6.24066666666,13.8468333333
586.38,11.464,29.0221666667,18.8583333333,32.7186666667,12.723,7.40641666667,27.7016666666,13.9024166667,6.2705,13.876
586.72,11.5776666666,29.1103333333,18.9235,32.7768333333,12.7775,7.46391666666,27.7665,14.0080833334,6.32833333333,13.96
587.06,11.4631666667,28.9958333333,18.8328333333,32.6265,12.6465,7.37758333334,27.604,13.9130833333,6.2275,13.885
587.39,11.461,28.9948333334,18.7813333333,32.6221666667,12.6455,7.37766666667,27.5946666666,13.9095833333,6.25,13.888
587.73,11.4786666666,29.0003333333,18.807,32.693,12.6343333333,7.425,27.5605,13.8965,6.218,13.8905
588.07,11.4475,29.0128333334,18.8548333333,32.7563333333,12.6753333333,7.4165,27.599,13.9344166666,6.23066666666,13.8796666666
588.41,11.3566666667,28.9385,18.768,32.7338333333,12.628,7.40983333334,27.521,13.9033333333,6.2375,13.7916666667
588.74,11.3776666667,28.9605,18.8011666667,32.7585,12.669,7.46008333333,27.5055,13.9491666667,6.27566666666,13.8018333334
589.08,11.3773333333,28.9421666666,18.8083333333,32.752,12.652,7.45283333334,27.4853333333,13.91925,6.25933333333,13.78
589.42,11.3638333333,28.9558333334,18.7678333333,32.7608333333,12.6475,7.41758333334,27.4851666666,13.92325,6.24216666666,13.7198333333
589.76,11.4543333333,29.0271666666,18.816,32.8368333334,12.6976666667,7.47691666666,27.5306666666,13.983,6.315,13.7913333333
590.09,11.4795,28.9873333334,18.7915,32.8366666667,12.6928333334,7.46358333334,27.5165,13.9943333333,6.3185,13.8178333333
590.43,11.406,28.8895,18.7423333333,32.8443333334,12.6956666667,7.41483333334,27.4883333333,13.9465,6.29683333333,13.7945
590.77,11.4521666667,29.0315,18.8301666667,32.9868333333,12.7853333333,7.47666666667,27.5606666667,14.0369166667,6.36366666666,13.8596666666
591.11,11.4506666667,29.0675,18.8451666667,33.0355,12.8241666667,7.484,27.5916666666,14.0750833333,6.37866666666,13.8518333334
591.44,11.3995,29.0368333333,18.8043333334,32.9806666667,12.8186666667,7.41116666667,27.553,14.058,6.35483333333,13.8428333334
591.78,11.4116666666,29.0581666667,18.8045,33.0033333333,12.8441666667,7.44683333334,27.5573333334,14.0750833333,6.37883333333,13.8508333333
592.12,11.4551666667,29.1315,18.8128333333,33.0471666666,12.8948333334,7.49691666666,27.627,14.0951666667,6.38033333333,13.9325
592.46,11.5225,29.1388333333,18.8861666666,33.1261666667,12.9313333333,7.51358333334,27.7123333334,14.1134166667,6.4065,13.9203333334
592.79,11.489,29.1163333333,18.8101666667,33.1093333334,12.9138333334,7.46966666666,27.6278333334,14.1024166667,6.38633333334,13.8821666667
593.13,11.5106666667,29.1398333334,18.863,33.2506666666,12.9473333334,7.52175,27.6665,14.1376666667,6.4095,13.937
