wavelength,Back_DigGlsf,Belly_DigGlsf,Breast_DigGlsf,Crissum_DigGlsf,Crown_DigGlsf,DorTail_DigGlsf,Patch10_DigGlsf,Rump_DigGlsf,Throat_DigGlsf,WingTip_DigGlsf
557.50,6.16266666667,9.28716666667,11.9093333334,10.4763333333,7.6985,6.70316666667,17.1496666667,6.8295,5.56022222222,7.72066666667
557.85,6.20461111112,9.37733333334,12.0226666667,10.5963333333,7.75533333334,6.76783333334,17.2008333333,6.87633333334,5.62575,7.7675
558.19,6.21172222222,9.44216666669,12.0856666667,10.6926666667,7.7945,6.79266666667,17.2305,6.91266666667,5.66705555556,7.78716666666
558.53,6.19569444445,9.48416666668,12.1406666667,10.7491666667,7.77716666666,6.78733333333,17.2555,6.89383333333,5.68,7.78616666667
558.87,6.19311111112,9.52216666665,12.1833333333,10.7745,7.7635,6.77966666666,17.3168333333,6.89333333333,5.7125,7.83816666666
559.21,6.20205555555,9.56916666667,12.2351666666,10.8076666667,7.75183333333,6.79533333333,17.3116666666,6.917,5.78136111112,7.86508333334
559.55,6.266,9.64533333333,12.326,10.909,7.79083333333,6.8135,17.354,6.96316666666,5.80138888888,7.89841666666
559.89,6.28922222222,9.66433333335,12.3856666666,11.0105,7.80783333334,6.84066666666,17.3633333333,6.9625,5.80461111111,7.89741666667
560.23,6.20069444445,9.61949999998,12.408,10.9868333333,7.78616666667,6.78866666666,17.3015,6.915,5.74986111112,7.86
560.58,6.14988888889,9.56816666665,12.3605,10.9288333333,7.70516666667,6.738,17.2353333333,6.85583333333,5.67219444444,7.76825
560.92,5.99269444445,9.50716666668,12.278,10.8475,7.60133333333,6.57,17.1246666667,6.7725,5.55727777778,7.62875
561.26,5.96816666667,9.48999999998,12.2656666667,10.8788333333,7.57883333333,6.58383333334,17.1215,6.7155,5.53894444445,7.56575
561.60,5.93083333333,9.45049999998,12.2376666667,10.8675,7.5385,6.54583333334,17.0916666666,6.6465,5.51680555555,7.54025
561.94,5.95058333334,9.50549999998,12.2973333334,10.8625,7.55216666667,6.60116666666,17.1001666667,6.66666666666,5.52438888889,7.55383333334
562.28,5.97436111111,9.554,12.3208333334,10.8868333333,7.57183333333,6.5985,17.0963333333,6.68983333334,5.56316666666,7.58641666667
562.62,5.99311111112,9.57949999998,12.3651666667,10.9335,7.61266666667,6.57366666666,17.115,6.68083333334,5.56036111111,7.60166666667
562.96,6.02644444445,9.66450000001,12.4295,11.0081666667,7.6445,6.62283333334,17.1695,6.72716666667,5.53852777778,7.61616666667
563.30,5.98088888888,9.70883333334,12.4628333333,11.0648333333,7.62566666666,6.63366666667,17.1343333333,6.72666666667,5.53530555556,7.6155
563.64,5.98125,9.74050000002,12.5036666667,11.109,7.64716666667,6.60783333333,17.1506666667,6.76966666666,5.55708333334,7.62416666666
563.99,6.03597222222,9.83983333335,12.5631666667,11.183,7.66783333333,6.62,17.1611666667,6.8015,5.58855555555,7.68825
564.33,6.02444444445,9.9105,12.6101666667,11.2276666667,7.67683333333,6.585,17.157,6.79516666667,5.57119444445,7.67641666667
564.67,6.05033333334,9.95366666668,12.6675,11.2563333333,7.69233333333,6.6015,17.1253333333,6.8105,5.59161111111,7.73766666666
565.01,6.04955555555,9.98299999999,12.7361666666,11.2926666667,7.69216666667,6.61683333334,17.1298333333,6.83433333333,5.59505555555,7.73983333333
565.35,6.00911111112,10.0041666667,12.7506666666,11.294,7.6355,6.54433333334,17.0543333334,6.79416666667,5.54033333333,7.71191666667
565.69,6.01202777778,10.0445,12.8026666666,11.3666666667,7.6495,6.532,17.0548333333,6.8135,5.58038888889,7.7535
566.03,5.96858333333,10.0451666667,12.8235,11.368,7.61433333333,6.50383333334,17.0423333334,6.78383333334,5.56402777777,7.7385
566.37,5.9685,10.1171666667,12.908,11.4536666667,7.62733333334,6.53983333334,17.0263333334,6.80216666667,5.57330555555,7.75575
566.71,5.93827777778,10.0875,12.9161666666,11.4411666667,7.59233333333,6.4895,16.9523333333,6.76766666667,5.57933333333,7.74316666667
567.05,5.94927777778,10.0713333333,12.909,11.4298333333,7.59533333333,6.4915,16.9501666666,6.7915,5.58333333334,7.74925
567.39,5.95697222221,10.1435,12.9881666667,11.4708333333,7.60433333333,6.52533333334,16.9363333333,6.7725,5.5795,7.74641666666
567.73,5.94188888888,10.1493333334,12.9936666667,11.4768333333,7.59766666667,6.53333333333,16.9301666667,6.76083333333,5.54433333334,7.73975
568.07,5.91766666667,10.1125,13.0146666667,11.4925,7.53333333333,6.526,16.8851666667,6.74233333333,5.54683333333,7.71675
568.41,5.92491666667,10.1763333333,13.0425,11.5383333333,7.5295,6.5365,16.9161666666,6.7415,5.55483333333,7.72108333333
568.75,5.90958333334,10.2428333333,13.0758333334,11.566,7.53816666667,6.49866666667,16.9008333334,6.70616666667,5.56194444445,7.74825
569.09,5.92541666667,10.2586666667,13.1471666666,11.5853333333,7.599,6.54083333333,16.9348333333,6.76383333334,5.57938888889,7.79025
569.43,5.84488888889,10.226,13.0903333333,11.5381666666,7.49666666667,6.4665,16.8366666667,6.6915,5.48330555555,7.67516666666
569.77,5.89516666667,10.2765,13.1581666667,11.6055,7.51783333334,6.53933333333,16.8525,6.7275,5.48158333334,7.7
570.11,5.91688888888,10.2973333334,13.181,11.6245,7.51416666667,6.495,16.8175,6.7355,5.49722222222,7.7085
570.45,5.89044444445,10.3138333333,13.1995,11.6536666667,7.51133333333,6.48783333333,16.8101666667,6.69533333333,5.49466666667,7.6995
570.79,5.84875,10.3241666667,13.2545,11.6571666666,7.46966666666,6.42866666667,16.7786666667,6.6285,5.46208333334,7.68475
571.13,5.81558333334,10.3223333333,13.238,11.6456666667,7.44783333333,6.36366666666,16.725,6.62933333333,5.45372222222,7.67925
571.47,5.82077777779,10.345,13.2685,11.6515,7.419,6.2945,16.714,6.62383333333,5.48830555555,7.65308333334
571.81,5.86225,10.4455,13.3396666667,11.6885,7.5005,6.31266666666,16.7251666666,6.64483333334,5.53147222222,7.719
572.15,5.90002777779,10.4431666667,13.4291666667,11.7661666667,7.52666666666,6.312,16.7766666667,6.65833333333,5.57483333333,7.77075
572.49,5.92922222221,10.4485,13.4541666666,11.7793333333,7.51416666666,6.31583333334,16.7525,6.70333333333,5.57544444444,7.786
572.83,5.93252777778,10.4886666667,13.483,11.8118333333,7.50816666666,6.31783333333,16.7421666667,6.69583333333,5.58880555556,7.78558333334
573.17,5.99188888888,10.5766666667,13.5691666667,11.9061666667,7.5645,6.32983333333,16.7845,6.7405,5.63366666667,7.87833333334
573.51,5.97508333334,10.5968333334,13.5933333333,11.902,7.53633333333,6.2555,16.7433333334,6.708,5.63375,7.8575
573.85,5.93833333333,10.6086666666,13.6403333334,11.9273333333,7.51883333333,6.27716666666,16.7411666667,6.71716666667,5.61255555555,7.88866666667
574.19,5.94727777778,10.6671666667,13.683,11.9623333333,7.47016666667,6.2665,16.744,6.722,5.58969444444,7.93008333334
574.53,5.98588888889,10.784,13.7553333333,12.013,7.5115,6.27666666667,16.7846666667,6.745,5.63241666666,7.96975
574.87,5.96869444445,10.7871666667,13.7843333333,12.0211666667,7.48183333334,6.29466666666,16.7953333333,6.7245,5.60419444444,7.95125
575.21,5.96541666666,10.8626666667,13.8425,12.0656666666,7.4945,6.34083333334,16.8153333334,6.706,5.61122222222,7.96975
575.55,6.02072222221,10.9185,13.9421666666,12.1818333333,7.50116666667,6.41983333333,16.8938333334,6.77516666667,5.66505555555,8.02758333333
575.89,6.03755555555,11.0183333334,14.0045,12.2073333334,7.54483333333,6.48366666667,16.909,6.833,5.70380555556,8.05266666667
576.22,6.0495,11.109,14.101,12.2611666667,7.565,6.51433333333,16.9198333333,6.85233333334,5.72227777779,8.07883333333
576.56,6.04813888889,11.1256666666,14.0978333333,12.2933333333,7.52583333333,6.52033333333,16.8725,6.83583333333,5.69927777778,8.07425
576.90,6.00572222221,11.097,14.0896666667,12.2526666667,7.48483333333,6.50983333334,16.8586666667,6.77433333333,5.65955555556,8.00616666667
577.24,6.01508333333,11.1586666666,14.1385,12.2791666666,7.503,6.56466666667,16.8306666666,6.78483333333,5.63572222223,7.98633333334
577.58,6.01408333333,11.1875,14.1278333334,12.2671666667,7.46816666667,6.579,16.7985,6.76333333333,5.63986111111,7.94041666666
577.92,6.00147222221,11.1945,14.1696666666,12.2741666667,7.47566666667,6.56616666666,16.7511666667,6.77016666667,5.65008333334,7.91391666667
578.26,5.98533333334,11.145,14.1828333333,12.321,7.451,6.54133333334,16.7035,6.77666666666,5.61344444445,7.91
578.60,6.04352777778,11.228,14.2545,12.3625,7.494,6.50783333334,16.6981666667,6.82516666666,5.64177777778,7.94708333333
578.94,6.068,11.2396666666,14.3231666666,12.4193333333,7.53616666667,6.50916666667,16.7061666666,6.86566666666,5.65208333333,8.00233333333
579.28,5.97355555555,11.2406666667,14.3128333333,12.385,7.51633333333,6.43283333334,16.6451666667,6.825,5.57030555556,7.92275
579.61,5.93213888888,11.2571666667,14.3168333333,12.3925,7.45683333334,6.39683333333,16.5436666666,6.79316666667,5.50736111111,7.89316666666
579.95,5.89761111112,11.2385,14.2978333333,12.4245,7.4545,6.37466666667,16.543,6.76866666667,5.48872222222,7.88041666667
580.29,5.92041666667,11.3181666667,14.3866666667,12.4753333334,7.497,6.4445,16.6105,6.8255,5.58061111112,7.92141666667
580.63,5.96297222222,11.3943333333,14.5316666667,12.5456666667,7.562,6.49883333333,16.6168333334,6.88283333333,5.63944444445,7.9835
580.97,5.95177777778,11.3828333333,14.5325,12.5651666667,7.55616666666,6.47316666666,16.6045,6.86316666667,5.63719444444,8.04141666667
581.31,5.90916666667,11.4091666667,14.5396666666,12.6198333333,7.56883333333,6.42216666666,16.5875,6.82733333333,5.59844444445,8.01225
581.65,5.92161111112,11.5265,14.6216666667,12.6915,7.65516666667,6.51416666666,16.6276666667,6.873,5.64175,8.05266666667
581.98,5.88669444445,11.5548333333,14.6236666666,12.6501666667,7.62633333333,6.55783333334,16.589,6.84133333333,5.60383333334,8.04741666667
582.32,5.82536111112,11.5618333333,14.6515,12.6258333334,7.54733333334,6.54083333333,16.5438333334,6.73433333333,5.56986111111,8.01583333333
582.66,5.72036111112,11.5495,14.5953333334,12.5336666666,7.45183333334,6.502,16.4443333334,6.65116666667,5.50847222222,7.93458333334
583.00,5.79319444445,11.6428333333,14.6646666666,12.5825,7.5005,6.519,16.4671666667,6.66966666666,5.54458333333,7.99591666666
583.34,5.79591666667,11.6626666667,14.7375,12.6013333333,7.46433333333,6.53866666666,16.469,6.64383333333,5.53011111111,7.99025
583.68,5.75841666667,11.683,14.7603333334,12.58,7.46683333333,6.52433333333,16.416,6.64166666667,5.53530555556,7.99608333334
584.01,5.75755555555,11.7258333333,14.81,12.5825,7.451,6.4475,16.374,6.6365,5.46333333334,7.9775
584.35,5.73858333333,11.7391666667,14.7893333333,12.598,7.42466666666,6.44816666666,16.3948333333,6.6195,5.45733333333,7.95658333333
584.69,5.73302777778,11.8285,14.8593333333,12.6685,7.414,6.46583333334,16.438,6.65416666666,5.48319444445,7.9485
585.03,5.79877777778,11.8746666667,14.9748333334,12.7026666666,7.42766666667,6.52666666666,16.4381666667,6.71483333334,5.55511111111,7.997
585.37,5.88091666667,11.9198333333,15.0491666666,12.757,7.46533333333,6.57416666667,16.5181666666,6.76833333333,5.61730555555,8.04575
585.70,5.97186111112,12.0146666667,15.1428333333,12.886,7.57733333333,6.66666666666,16.6023333333,6.86183333333,5.72144444444,8.03541666667
586.04,6.00397222221,12.0668333333,15.2303333333,12.9693333334,7.636,6.73433333333,16.646,6.95733333333,5.78152777778,8.08891666666
586.38,6.09819444445,12.1321666667,15.331,13.0585,7.6785,6.78933333333,16.6928333333,7.03516666667,5.85380555555,8.13875
586.72,6.1285,12.2275,15.3988333334,13.1258333333,7.67233333333,6.83266666667,16.7251666667,7.056,5.91005555555,8.21158333333
587.06,6.12213888889,12.1791666667,15.3456666667,13.121,7.65933333333,6.80483333333,16.7075,7.05533333333,5.93969444445,8.23491666667
587.39,6.13222222221,12.1875,15.3543333334,13.1746666666,7.61266666666,6.823,16.7085,7.01716666667,5.94586111111,8.16416666667
587.73,6.19577777779,12.2891666667,15.4848333333,13.2843333334,7.70233333333,6.88616666666,16.7905,7.06333333334,5.99844444445,8.23183333334
588.07,6.20463888889,12.3376666666,15.518,13.3063333334,7.75416666667,6.86966666667,16.7705,7.04983333333,6.00458333333,8.28191666666
588.41,6.10855555555,12.2646666667,15.4926666666,13.2333333333,7.70383333333,6.75083333333,16.6741666667,6.9445,5.92288888888,8.17575
588.74,6.04827777778,12.2731666667,15.4663333334,13.2068333333,7.64216666667,6.67566666667,16.6145,6.8685,5.84483333333,8.11975
589.08,5.95744444445,12.2006666667,15.4383333334,13.2146666667,7.60066666667,6.59166666667,16.5251666667,6.80716666667,5.80497222223,8.05675
589.42,5.92716666667,12.2345,15.4421666667,13.2311666667,7.59433333334,6.53616666667,16.551,6.78866666667,5.82177777777,8.08283333333
589.76,5.94038888888,12.2923333334,15.4545,13.2361666666,7.62066666667,6.55916666666,16.5388333334,6.79016666666,5.83041666667,8.09283333333
590.09,5.91958333333,12.3136666667,15.4975,13.2801666667,7.62783333333,6.53183333333,16.5365,6.7925,5.78172222222,8.09516666667
590.43,5.82980555555,12.1826666667,15.406,13.1961666667,7.53733333333,6.399,16.4223333333,6.70283333333,5.64477777777,7.93641666667
590.77,5.84313888888,12.2736666667,15.4983333334,13.3041666667,7.5875,6.46,16.484,6.6955,5.69972222222,7.93975
591.11,5.87205555555,12.3488333334,15.5683333333,13.3538333333,7.61183333333,6.45183333333,16.5233333333,6.71833333333,5.73611111111,8.00525
591.44,5.82355555555,12.3261666666,15.5411666667,13.366,7.53133333334,6.38716666666,16.4295,6.64383333333,5.71986111111,7.97266666666
591.78,5.808,12.373,15.5831666666,13.4316666667,7.46983333333,6.38633333334,16.4128333334,6.65066666667,5.74419444445,7.94491666666
592.12,5.88094444445,12.4998333334,15.6843333334,13.5641666667,7.4905,6.49283333333,16.4635,6.69083333334,5.78511111111,8.01575
592.46,5.87988888888,12.5538333333,15.7221666667,13.6056666667,7.525,6.47466666666,16.5366666667,6.72716666667,5.84511111112,8.04
592.79,5.93069444445,12.6823333333,15.7871666667,13.6085,7.50583333333,6.4895,16.5735,6.69683333334,5.82625,8.09258333333
593.13,5.86552777778,12.6056666667,15.8063333334,13.5605,7.37466666667,6.40366666666,16.4638333333,6.60883333333,5.7195,8.03683333334
593.47,5.81641666667,12.624,15.834,13.6088333333,7.30133333333,6.33566666667,16.4648333334,6.57566666667,5.71536111111,8.02516666667
593.80,5.80077777778,12.6576666666,15.8391666666,13.6906666667,7.27716666667,6.36216666667,16.4876666667,6.5665,5.692,8.02758333334
594.14,5.82791666667,12.678,15.9301666667,13.7181666667,7.26266666667,6.39433333334,16.4918333334,6.581,5.73572222222,8.06516666667
594.48,5.77861111112,12.6543333333,15.9075,13.6448333334,7.19216666667,6.3225,16.4098333334,6.56216666667,5.67988888888,8.01208333333
594.81,5.74038888889,12.7301666667,15.9931666666,13.6311666666,7.15233333334,6.28416666666,16.374,6.54816666667,5.62394444444,7.98766666666
595.15,5.78516666666,12.8123333334,16.078,13.6756666666,7.20933333333,6.33416666667,16.4105,6.60566666666,5.68608333334,8.02383333334
595.49,5.81280555555,12.8353333333,16.1505,13.6878333333,7.237,6.36166666667,16.4481666667,6.6395,5.67294444444,8.035
595.82,5.76297222222,12.7565,16.1251666667,13.641,7.22383333333,6.32416666667,16.3638333334,6.63066666667,5.62652777778,8.00325
596.16,5.792,12.8023333333,16.1796666667,13.6681666666,7.22333333333,6.35316666667,16.3151666667,6.632,5.63905555556,8.01208333333
596.50,5.78425,12.7393333334,16.1648333333,13.6693333333,7.21683333333,6.35283333333,16.2631666667,6.6625,5.65302777778,7.96583333334
596.83,5.78291666666,12.8268333333,16.1965,13.7263333334,7.26133333333,6.3915,16.2843333333,6.69883333334,5.65616666666,7.995
597.17,5.78191666667,12.8156666666,16.2471666666,13.7288333333,7.27116666667,6.46516666667,16.2658333334,6.71833333333,5.64916666666,7.99316666667
597.51,5.7765,12.7931666667,16.2708333334,13.686,7.2435,6.44133333333,16.1633333333,6.69466666667,5.68486111111,7.96075
597.84,5.77547222222,12.8765,16.3305,13.755,7.27233333334,6.48316666666,16.1423333333,6.722,5.70597222223,8.0015
598.18,5.77261111112,12.9385,16.3735,13.8668333333,7.32066666666,6.49333333334,16.1738333334,6.7195,5.68597222222,7.96433333334
598.52,5.75577777779,12.8916666666,16.3263333334,13.8736666666,7.2745,6.45416666666,16.0935,6.68216666666,5.64466666667,7.91825
598.85,5.68641666667,12.8386666666,16.236,13.8061666667,7.17816666666,6.4065,16.0383333333,6.62533333333,5.56880555556,7.85391666667
599.19,5.64186111112,12.8678333333,16.2885,13.8575,7.153,6.36566666666,15.9765,6.606,5.54147222222,7.824
599.53,5.77469444445,13.028,16.4526666667,14.0006666666,7.255,6.50933333334,16.1068333334,6.72533333333,5.7065,7.95333333333
599.86,5.88394444445,13.1178333333,16.6446666667,14.1185,7.3705,6.59816666666,16.222,6.82433333333,5.74127777778,8.04858333333
600.20,5.94236111111,13.2743333334,16.7976666667,14.2673333333,7.42433333333,6.693,16.3035,6.895,5.80069444444,8.13941666666
600.53,6.01130555555,13.3481666667,16.911,14.3448333333,7.46216666667,6.769,16.3371666666,6.94966666667,5.91877777778,8.20383333333
600.87,6.06336111112,13.4135,16.9541666666,14.4293333333,7.48233333333,6.81216666667,16.3383333334,6.94466666667,5.92238888889,8.25941666667
601.21,6.12588888889,13.5095,17.0638333334,14.502,7.52883333333,6.8945,16.4045,6.9955,5.89927777777,8.34408333333
601.54,6.10741666667,13.4905,17.0235,14.5256666667,7.5245,6.90933333334,16.4213333333,6.96883333333,5.88163888888,8.30216666667
601.88,6.09305555555,13.5361666667,17.1045,14.524,7.49033333333,6.875,16.3558333333,6.9695,5.87447222222,8.32108333334
602.21,6.07211111111,13.552,17.1431666666,14.5261666667,7.51966666667,6.87333333333,16.366,6.9595,5.88755555556,8.349
602.55,6.008,13.5771666666,17.2188333333,14.5306666667,7.522,6.84133333333,16.3226666667,6.9245,5.89522222222,8.31533333333
602.88,5.96925,13.5858333333,17.1565,14.4526666667,7.47183333333,6.83616666667,16.2646666667,6.88083333333,5.86080555556,8.27925
603.22,5.88977777778,13.5668333333,17.1366666667,14.4116666667,7.42883333333,6.73516666667,16.1928333333,6.81133333333,5.80175,8.19025
603.56,5.791,13.544,17.0591666667,14.3576666667,7.31766666666,6.6585,16.1051666667,6.737,5.74866666667,8.09916666666
603.89,5.70261111112,13.498,17.0418333333,14.3253333334,7.244,6.5655,16.028,6.64316666666,5.63363888889,8.05808333334
604.23,5.66166666667,13.4961666666,17.0276666666,14.2743333333,7.17633333334,6.49133333333,15.9415,6.57583333333,5.51472222222,7.98041666667
604.56,5.62697222222,13.5061666666,17.0311666667,14.2541666667,7.12483333333,6.384,15.8635,6.51933333334,5.49688888889,7.92983333333
604.90,5.60541666667,13.4975,17.0265,14.2505,7.10383333333,6.33483333334,15.8401666666,6.49133333333,5.48947222222,7.87633333333
605.23,5.54719444445,13.489,17.0146666667,14.1845,7.04,6.24783333334,15.7593333333,6.44466666667,5.43383333334,7.85383333334
605.57,5.54952777779,13.477,17.0243333334,14.144,7.0315,6.30366666667,15.7541666666,6.42583333333,5.43580555555,7.84691666667
605.90,5.52230555555,13.4798333333,17.0561666667,14.1715,7.029,6.33316666667,15.732,6.43083333334,5.41955555556,7.80408333333
606.24,5.50536111112,13.487,17.088,14.1935,7.01016666667,6.329,15.6836666667,6.40916666667,5.36166666667,7.78058333333
606.58,5.53280555555,13.4936666667,17.1533333333,14.2738333333,7.02116666666,6.312,15.6631666666,6.45333333334,5.37633333333,7.82433333333
606.91,5.44991666667,13.4561666667,17.0846666667,14.2665,6.89866666667,6.24266666667,15.5573333333,6.35133333333,5.24363888889,7.74333333334
607.25,5.41638888888,13.4263333333,17.1038333333,14.2796666667,6.883,6.25316666666,15.4991666666,6.32166666667,5.20386111111,7.71683333333
607.58,5.41844444445,13.4845,17.1028333333,14.2713333334,6.90133333333,6.28233333333,15.5038333333,6.29383333333,5.20863888889,7.68783333333
607.92,5.38913888888,13.4798333333,17.137,14.3161666667,6.90383333333,6.3055,15.4918333333,6.28433333333,5.26352777778,7.7155
608.25,5.32477777778,13.4491666667,17.1085,14.2928333333,6.88783333334,6.31966666667,15.435,6.28583333333,5.18919444445,7.64825
608.59,5.30019444445,13.449,17.099,14.3506666666,6.8885,6.32116666667,15.438,6.29966666667,5.18533333334,7.66283333333
608.92,5.33441666666,13.5095,17.2165,14.4878333334,6.97316666666,6.4005,15.4588333334,6.351,5.22186111111,7.65966666667
609.26,5.30522222221,13.532,17.2178333334,14.5335,6.94966666666,6.34283333334,15.4031666667,6.34433333334,5.18219444444,7.6855
609.59,5.37777777778,13.6083333334,17.2908333334,14.6515,7.0325,6.43216666666,15.4481666667,6.39,5.24705555555,7.75533333333
609.93,5.45433333334,13.66,17.3223333334,14.7558333334,7.09833333333,6.50733333333,15.4745,6.45983333333,5.29961111112,7.81825
610.26,5.48775,13.7408333334,17.3581666667,14.7996666666,7.14166666667,6.554,15.4618333334,6.44733333333,5.34483333333,7.85241666667
610.60,5.54730555555,13.7998333334,17.4415,14.8386666666,7.22966666667,6.62583333334,15.5135,6.52816666667,5.42247222222,7.946
610.93,5.54322222222,13.872,17.4368333334,14.8931666666,7.22983333333,6.61883333334,15.498,6.48866666666,5.43344444444,7.95658333334
611.27,5.55141666667,13.8948333334,17.4786666667,14.9605,7.23866666666,6.5685,15.4735,6.511,5.48583333334,7.94075
611.60,5.50577777779,13.8448333333,17.4496666666,14.9321666667,7.23716666667,6.51883333333,15.4206666666,6.48183333334,5.45480555555,7.87366666667
611.93,5.46769444445,13.8606666667,17.4993333334,14.9946666667,7.2195,6.46916666667,15.4043333333,6.48333333333,5.43586111111,7.85291666666
612.27,5.43208333334,13.8991666667,17.5238333333,14.9591666667,7.21916666667,6.439,15.3633333333,6.40166666667,5.41816666666,7.79941666666
612.60,5.35697222222,13.8991666667,17.4756666667,14.9036666667,7.112,6.34833333333,15.2958333333,6.33783333334,5.35552777778,7.80541666666
612.94,5.334,13.9486666667,17.5136666666,14.9153333333,7.09433333333,6.35516666667,15.2833333334,6.31783333333,5.36258333334,7.78066666666
613.27,5.28758333334,13.9386666667,17.5311666667,14.8521666666,6.98683333334,6.185,15.2203333333,6.25466666666,5.28933333333,7.69908333334
613.61,5.21161111111,13.949,17.5288333333,14.7761666667,6.93016666667,6.07433333333,15.2335,6.17916666667,5.24702777778,7.6785
613.94,5.11497222222,13.91,17.5188333333,14.7523333334,6.87,5.99733333333,15.2291666667,6.066,5.18880555555,7.59433333334
614.28,5.21322222222,14.0615,17.6891666666,14.86,6.958,6.10133333333,15.321,6.16866666667,5.31675,7.656
614.61,5.16158333333,14.0128333333,17.7456666666,14.8381666667,6.88166666666,6.03466666667,15.2786666667,6.10733333333,5.28661111112,7.62758333334
614.94,5.09519444445,13.9698333333,17.7408333334,14.8061666667,6.82783333333,6.00983333334,15.217,6.056,5.23619444444,7.57116666667
615.28,5.16552777778,14.1521666667,17.8523333333,14.9033333334,6.852,6.03483333333,15.2681666666,6.08,5.27327777778,7.61591666667
615.61,5.32633333333,14.2623333333,17.918,14.9753333333,6.93616666666,6.11433333333,15.418,6.14783333333,5.41183333334,7.70183333334
615.95,5.36483333333,14.3728333333,17.9958333333,15.046,6.983,6.09116666666,15.4718333333,6.22166666666,5.43530555556,7.77658333334
616.28,5.43005555555,14.3695,18.0801666667,15.121,7.0075,6.12466666667,15.5033333333,6.23833333333,5.49130555555,7.75883333333
616.61,5.44708333333,14.3821666667,18.1175,15.1505,6.97216666667,6.08633333334,15.5156666666,6.247,5.50727777778,7.756
616.95,5.46377777778,14.4646666667,18.1658333333,15.205,6.99983333333,6.1675,15.5525,6.28916666667,5.57738888889,7.82166666666
617.28,5.52502777779,14.4926666666,18.2876666666,15.298,7.0095,6.25466666666,15.5423333333,6.36833333334,5.61205555556,7.80116666666
617.62,5.51780555555,14.539,18.3148333334,15.325,6.985,6.26983333333,15.4941666667,6.379,5.58805555555,7.76308333334
617.95,5.38733333334,14.5143333334,18.2506666666,15.2775,6.8165,6.1255,15.3228333334,6.235,5.4315,7.66991666666
618.28,5.41477777778,14.666,18.3438333333,15.3823333333,6.89466666666,6.22233333334,15.3568333334,6.3735,5.44280555555,7.69716666666
618.62,5.44294444445,14.7433333333,18.3833333334,15.3913333333,6.90666666667,6.28516666667,15.3658333334,6.4545,5.48361111111,7.79533333333
618.95,5.44316666667,14.831,18.4115,15.4936666667,6.9125,6.3475,15.3988333333,6.52233333334,5.50608333333,7.84308333334
619.28,5.34283333333,14.7965,18.4245,15.4721666667,6.86666666667,6.289,15.334,6.4445,5.43230555555,7.809
619.62,5.233,14.7766666667,18.4408333333,15.4188333334,6.7395,6.25216666666,15.1793333333,6.3775,5.35513888889,7.71483333334
619.95,5.21175,14.876,18.483,15.4195,6.73966666667,6.26766666666,15.1673333333,6.41716666667,5.34866666667,7.71033333334
620.28,5.28316666667,14.9615,18.6411666667,15.4865,6.91133333334,6.43633333333,15.2606666666,6.51716666667,5.38341666667,7.826
620.62,5.28177777778,15.0688333333,18.6846666667,15.5338333333,6.99233333333,6.53683333334,15.323,6.51083333333,5.35975,7.87291666667
620.95,5.24077777778,15.1733333333,18.6835,15.5285,6.97933333333,6.52866666666,15.351,6.45866666666,5.31344444445,7.89758333334
621.28,5.35947222222,15.3003333334,18.8378333333,15.5776666667,7.04916666667,6.65233333334,15.4498333333,6.592,5.39047222222,7.99733333333
621.62,5.50694444445,15.3021666666,18.9526666666,15.7135,7.17533333333,6.75566666667,15.5993333333,6.67733333333,5.51286111112,8.11758333334
621.95,5.56744444445,15.2955,18.9351666667,15.7325,7.15933333334,6.75833333333,15.6841666667,6.6535,5.52383333334,8.16583333333
622.28,5.65122222222,15.3,19.0568333333,15.8023333333,7.173,6.74433333333,15.7025,6.65283333333,5.48983333333,8.19
622.62,5.76305555555,15.2995,19.1168333333,15.8218333333,7.19683333334,6.787,15.7496666667,6.6565,5.48263888889,8.21091666666
622.95,5.86661111111,15.4946666667,19.2646666667,15.9826666667,7.3135,6.9515,15.8331666667,6.74683333333,5.58588888889,8.35183333333
623.28,5.98233333333,15.6001666667,19.4136666667,16.0926666667,7.4395,7.06783333334,15.991,6.81333333333,5.70269444445,8.4145
623.62,6.04691666667,15.6825,19.5053333334,16.2053333334,7.517,7.11166666667,16.0588333334,6.81916666667,5.78463888889,8.50366666666
623.95,6.01638888889,15.6461666667,19.4578333333,16.1968333333,7.44883333334,7.01833333334,16.0048333333,6.77883333333,5.76469444445,8.41183333334
624.28,6.08572222221,15.677,19.5238333333,16.2363333334,7.4395,6.98416666667,15.9675,6.87433333333,5.79202777778,8.38866666666
624.62,6.00780555555,15.5715,19.4803333333,16.2293333333,7.32716666666,6.93566666666,15.8441666667,6.79416666667,5.73880555556,8.29933333333
624.95,5.93483333333,15.5315,19.4638333333,16.271,7.27066666667,6.85316666667,15.81,6.76566666667,5.67944444445,8.26783333334
625.28,5.88075,15.5953333334,19.4998333333,16.2763333333,7.22616666666,6.80883333334,15.7866666666,6.74383333334,5.64419444445,8.26633333333
625.61,5.90511111112,15.6533333333,19.5281666667,16.3111666666,7.24083333333,6.852,15.7431666667,6.7735,5.68261111111,8.29758333333
625.95,5.844,15.7155,19.5188333333,16.3696666667,7.21666666667,6.821,15.719,6.76516666667,5.70669444445,8.27841666667
626.28,5.80838888888,15.715,19.5966666667,16.4125,7.20266666667,6.82283333333,15.6566666667,6.819,5.72747222222,8.27341666666
