wavelength,Back_PhrPatm,Belly_PhrPatm,Breast_PhrPatm,Crissum_PhrPatm,Crown_PhrPatm,DorTail_PhrPatm,Rump_PhrPatm,Throat_PhrPatm,WingTip_PhrPatm
202.33,4.78480000001,-11.0952666667,14.4533333333,-1.03426666667,-8.51046666667,-13.5714,-3.06287619047,-2.45333333332,11.3181333333
202.71,5.7858,-11.7730666667,16.8772666667,-3.84513333332,-8.51766666665,-12.7686,-4.19856190478,-3.91773333334,11.4913333333
203.09,15.8882666667,-2.17233333333,25.7738,4.48080000002,-1.20193333334,-3.61000000001,4.35868571428,0.345333333326,18.3428
203.47,17.7684,0.738600000013,22.2035333333,5.11893333332,-4.03906666668,0.6472,3.67103809526,-0.397566666661,15.7160666667
203.85,11.249,-6.00826666666,16.0390666667,0.40933333334,-14.4727333333,-4.62720000001,0.27585714286,-7.0934,11.6308
204.22,10.4629333333,-11.7593333333,15.3239333333,-5.50926666664,-21.389,-9.09713333333,-1.00857142858,-10.8333,9.69906666667
204.60,12.6883333333,-5.12366666668,21.7174666667,-1.58326666668,-22.0405333333,-4.41399999999,1.13412380952,-6.80653333333,8.74946666667
204.98,5.30273333332,-14.4356666667,16.2942,-8.22293333338,-29.583,-7.35313333334,-8.11838095239,-14.8232,-5.26520000001
205.36,0.37326666666,-16.0038,15.7132,-13.0450000001,-30.6506,-8.16020000006,-9.48155238097,-18.1098,-6.26099999999
205.74,-4.955,-13.5834,19.6786666667,-13.1098666667,-26.3708,-7.65199999998,-11.0831714286,-15.6286666667,-6.87753333333
206.12,8.20126666667,-1.72573333331,33.1254,3.67506666666,-8.3304,10.3010666667,0.176895238093,-1.95996666665,5.42780000002
206.50,19.7002,17.6685333333,43.9451333333,22.7971333333,6.92246666666,27.3791333333,13.2379714286,15.1225,14.3368666667
206.87,22.9687333333,20.1974666667,49.4666,30.0414666667,13.2303333333,30.4062,16.2833238095,24.2470333333,16.4678666667
207.25,17.9850666667,17.4155333333,47.5945333333,30.9262666667,11.5748666667,30.9067333333,15.0067904762,25.7609666667,12.3262666667
207.63,13.7395333333,11.17,47.3354,27.721,12.3058666667,22.272,12.1013619048,22.5995333333,10.1108666667
208.01,8.37140000001,4.18386666664,48.6195333334,24.0119333333,11.2688666667,16.1350666667,9.09156190476,24.3273,5.65653333333
208.39,11.8918,5.4214,51.6201333333,28.0516,13.3144666667,20.322,12.3814952381,29.9446666667,8.18486666667
208.77,14.8978,3.9456,54.7618666667,32.6530666667,16.3264,19.0476,13.8192095238,33.0952666667,10.4080666667
209.14,15.0877333333,6.3602,58.5346000001,32.6703333333,18.2498666667,19.0734,19.8455142857,36.7195666667,16.5062666667
209.52,22.9808666667,11.0008,63.0143333334,36.8789333333,21.6542,20.2908666667,21.694152381,41.5622,16.9657333333
209.90,26.9154666667,12.8824,69.6704666667,37.2899333333,23.5602,22.9000666667,25.7298476191,47.5688666667,18.2796
210.28,-5.41960000002,-25.0819999999,58.4322,5.48719999998,-9.89840000001,-13.3659333334,7.73910476188,38.4873,-15.6060666667
210.66,-37.8861333334,-80.5810000001,53.0917333333,-35.4241333335,-48.2370666667,-69.7440666666,-16.1180952381,18.8251666667,-50.6010666666
211.03,-59.1136666667,-104.388333333,33.7876666667,-70.0464666667,-91.8093333333,-94.1611333333,-25.9069238095,-12.4859,-79.3284666666
211.41,-87.0016,-144.7938,43.9224666667,-100.951933333,-127.913133333,-147.733333333,-18.9532761905,-28.1705333333,-108.4776
211.79,-127.075,-205.9184,87.619,-160.816266667,-198.843666667,-223.333333333,21.6327142858,-7.10883333327,-168.843533333
212.17,-27.4041333333,-66.3939333334,61.6708666667,-42.1397333333,-56.3854,-67.0717333333,12.4320476191,12.6768333333,-43.4612
212.55,-71.3667333333,-108.044866667,36.3996666667,-88.3778666667,-98.5242666667,-118.4812,-11.5807428571,-18.0246666667,-76.4084
212.92,-101.577466667,-118.338933333,14.1397333332,-115.061866667,-113.821666667,-132.4948,-16.5062190476,-42.9782666667,-95.1839333335
213.30,-91.7057999999,-103.310333333,10.0597333334,-97.6919333333,-108.174733333,-129.183133333,-3.6777238095,-34.164,-95.7670666666
213.68,-209.230866667,-196.017866667,-24.4254666666,-195.8848,-222.475533333,-242.646333333,5.7740285714,-118.996566667,-177.3092
214.06,-50.4030666667,-49.6698666666,36.6768666666,-33.7173999999,-67.5193333335,-76.1529333333,29.9668857142,7.89040000002,-60.4888666667
214.44,-2.81513333334,-0.6102666666,50.9659999999,12.017,-12.7448,-16.0545333334,26.8414095238,30.6228666667,-19.1804
214.81,1.31100000002,2.9836666666,48.9617333334,14.6052,-18.2534666667,-0.98993333342,26.6513904762,36.125,-17.2996666667
215.19,18.3050666666,24.0104,65.8571333334,33.3498666667,17.1733333334,21.4671333333,32.9316285714,65.8164333333,5.50166666666
215.57,17.2581333333,24.3202666667,64.3701333333,25.9368666667,27.0240000001,26.6936,26.4824285715,71.6780999999,9.01693333336
215.95,5.66806666668,11.5755333333,55.6062000001,19.5191333333,23.5897333333,13.6038666666,6.27619999999,57.5048666666,-0.717200000006
216.32,-3.83340000001,12.7407333334,62.7037333332,29.6482,25.6110666665,15.0000000001,20.1561142856,75.0185333333,-6.96293333335
216.70,-1.7778,14.0592666666,60.5776666666,34.6074,26.1629333334,19.3185999999,15.9027428571,80.0146333333,-4.77033333334
217.08,-31.0480666667,-6.8116,62.1627333333,36.2765333333,2.08480000014,11.5942666666,6.52493333333,109.548366667,-32.9878
217.46,-23.9002,1.40353333326,84.7639333333,46.2213333333,17.9215333333,22.3075333333,-1.58095238086,137.6317,-17.9352666667
217.83,-82.1908666667,-52.3656000001,67.8225999999,14.6236666667,-23.2526666667,-11.6935333335,-32.3829047619,195.9006,-99.1263333333
218.21,624.111133334,570.444399999,273.222266666,444.999933334,503.0,432.111133333,268.3334,-242.333333333,642.6666
218.59,357.028933333,365.362266667,206.195666667,264.2754,309.384066667,308.586933334,149.77747619,-51.3586666666,321.702866667
218.97,392.777733333,426.666666665,211.111133333,342.222133333,221.111,334.444533333,31.4285523807,-109.444333333,284.444333333
219.34,215.6864,216.8628,185.4902,188.235333333,196.078533333,184.706,60.8963238095,96.4706333332,178.0392
219.72,186.156133333,208.0064,193.684266667,137.607666667,220.606066667,185.965,40.1321714286,154.800766667,150.239266666
220.10,142.061266667,165.893666667,119.565266667,85.8936666666,156.441266667,141.046666667,11.9554095239,76.0063333332,102.2062
220.47,112.115333333,152.5856,113.675266667,85.2777333334,153.461466667,127.136866667,-16.5018095239,102.425166667,74.7435333332
220.85,42.5000000001,83.8889333332,113.055533333,25.2778666666,131.666733333,136.111066667,-107.182514286,161.666666667,-33.8888666666
221.23,115.2952,253.219066667,80.6857333334,94.3048666669,106.666666667,127.466733333,-58.9415809523,58.4571666665,123.561933334
221.61,122.1886,231.717066667,103.872,98.8888666665,112.862066667,124.410733333,-5.63745714292,86.5826000002,138.383866667
221.98,-280.592533333,-930.3704,-140.481533333,-266.7778,-147.888866667,-316.629666667,165.470847619,-37.9629333334,-460.296266666
222.36,-50.2837333334,-214.007133333,8.67906666668,-7.88120000007,2.34040000006,-61.0018,57.962304762,31.5869333333,-79.672
222.74,-37.7777333333,-150.775933333,1.78133333334,-5.02653333332,14.2504666667,-18.6951333333,42.1264761904,33.7919333333,-45.1146666667
223.11,-29.6454,-99.7296666666,-15.9604,-4.11506666668,-7.7302,-27.646,4.19311428572,8.9014,-39.5844000001
223.49,-4.32953333333,-42.4417333333,5.39186666666,9.4288,15.6635333333,-3.26726666666,9.0536095238,27.5531333333,-5.06453333333
223.87,13.5076,-15.9652,20.1079333333,23.3338,27.4838666667,6.1898,17.5481523809,41.0289666667,10.8176
224.24,13.5644,-14.4155333333,16.6523333333,23.6218666667,29.0764666667,6.51500000002,20.5235238095,36.8218333333,13.0230666667
224.62,14.5554666667,-11.2961333333,22.4074666667,28.7407333333,32.1481333333,12.1112666666,22.2222380952,40.8519000001,15.9258
225.00,14.9312666667,-2.50606666667,22.1623333333,33.7540666667,33.3858666667,17.5394,25.3249333333,43.8319333333,20.2699333333
225.38,7.99526666667,-8.84153333332,21.902,31.5058666667,27.7763333333,14.6737333333,24.0995142857,42.7412000001,15.76
225.75,3.79040000001,-7.76200000001,24.9854666667,35.1379333333,26.1697333333,18.2756666667,22.5486666667,45.7366999999,16.2724666667
226.13,-4.19773333333,-16.8710666667,20.3294666666,31.0330666667,18.8642,15.4914666667,18.6826571429,39.1359333334,12.7509333333
226.51,2.33620000001,-14.8464,20.9679333333,27.0318666667,18.0057333333,17.8375333333,18.6170190476,39.2812333334,12.742
226.88,14.1899333333,-2.59333333333,35.0945333334,41.6853333333,31.1857333333,28.3778,28.007647619,50.9301,22.94
227.26,3.92519999999,-11.1365333333,38.2462000001,43.2062,28.2026,24.811,26.9489238095,49.9437999999,25.3557333333
227.64,-3.56946666667,-17.1707333333,23.8469333333,30.5709333333,15.4402666667,14.858,19.3645619048,38.5582333333,18.4402
228.01,-24.377,-33.2210666667,22.5589333333,17.3961333333,10.6399333333,13.4904666667,14.2281047619,41.5263333333,15.1964
228.39,-27.2279333333,-34.8989333333,11.8407333333,11.2345333333,5.72940000001,3.79913333334,10.2965904762,29.8849333334,9.41073333334
228.76,-25.2824666667,-32.1598,4.83233333333,3.76013333333,5.01413333334,-0.2626,5.61268571429,24.7867666667,3.19273333333
229.14,-26.4663333333,-34.6988,1.16833333334,-4.41066666666,2.37746666665,-6.31073333333,3.02707619047,15.9083666667,-0.398599999994
229.52,-25.8821333333,-33.2409333333,-5.87826666667,-5.11606666665,1.4164,-7.72620000002,1.06199047619,13.7474333333,-1.64086666666
229.89,-19.6751333333,-30.7605333333,-5.95546666666,-6.89573333333,0.83980000002,-8.79326666667,4.73221904763,12.1795666667,0.156533333346
230.27,-20.7963333333,-31.3054666667,-7.10173333334,-6.45366666666,2.81473333333,-9.52793333333,3.35722857143,12.7361,0.435199999994
230.65,-39.7705333333,-39.9040666667,-14.9091333333,-14.1965333333,-2.48720000001,-17.3329333333,-1.46463809524,2.60006666666,-10.2930666667
231.02,-35.8714,-46.8300666667,-22.2765333333,-27.1786666667,-11.6339333333,-21.438,-5.15714285713,-3.70366666668,-14.6513333333
231.40,-27.8451333333,-44.3066666667,-20.8919333333,-28.7852666667,-12.8417333333,-19.9794,-3.47190476191,4.34350000008,-13.6364666667
231.78,-28.3488666667,-42.3948666667,-15.2164666667,-24.4986666667,-10.3411333333,-20.5974,-0.603838095238,9.0483,-15.4779333333
232.15,-25.5105333333,-37.8288666667,-18.0052666667,-20.3578,-15.6216666666,-22.2855333333,-2.14955238095,1.647,-13.291
232.53,-20.4174,-29.7015333333,-14.9122666666,-17.9996,-13.9846,-16.949,-1.88725714286,6.87123333332,-8.78800000001
232.90,-15.8074666666,-26.7926666667,-16.2762,-17.4856,-12.6944,-16.4925333333,0.538485714286,4.34596666666,-8.86706666667
233.28,-20.6348,-33.4518666667,-21.6770666667,-22.2295333333,-18.3804666667,-20.5431333333,-7.68343809524,-4.07426666668,-14.7882
233.66,-14.1008,-27.3483333334,-15.6561333333,-18.9146,-14.0936,-14.686,-1.96890476192,-1.2757,-8.09406666666
234.03,-21.7185333334,-35.0699333333,-24.3308666667,-24.6770666667,-16.4602666667,-21.3132666667,-9.02783809526,-6.71483333334,-12.2398666667
234.41,-22.9514666667,-33.75,-26.4931333333,-26.632,-20.1040666667,-23.6804666667,-12.6240666667,-11.3369,-13.7153333333
234.78,-16.4369333333,-26.6296666667,-20.763,-20.0691333333,-13.9482,-14.2101333333,-6.85788571427,-4.85926666668,-7.24939999999
235.16,-19.0362666667,-25.9268,-22.2865333333,-20.218,-16.5219333333,-15.4560666667,-9.14259047618,-5.45913333332,-7.70366666667
235.54,-23.2471333333,-29.7811333333,-25.8554,-23.605,-18.8937333333,-17.9433333333,-11.6643047619,-10.8699,-9.0042
235.91,-24.2976,-31.5714,-29.9108,-28.2083333333,-23.3096,-18.6369333333,-14.2746285714,-15.9346,-10.4166666667
236.29,-25.2057333333,-33.2766,-32.6507333333,-32.3197333333,-25.2169333333,-20.434,-16.123352381,-19.3554333333,-12.1897333333
236.66,-27.4110666667,-36.0333333333,-34.0586,-32.0784666666,-28.276,-20.8255333333,-16.2566666667,-21.6857333333,-10.2496666667
237.04,-25.5747333333,-32.7676666667,-30.0833333333,-29.8020666667,-26.2682666667,-18.3772666667,-17.1595142857,-18.7525333333,-7.67913333334
237.41,-22.4151333333,-30.3620666667,-28.3165333333,-24.8254666667,-25.5744666667,-16.3394,-15.0691809524,-17.8237333333,-5.68406666666
237.79,-33.655,-38.0934666667,-37.8639333333,-31.4138,-35.2294,-25.6199333333,-24.1946571429,-25.6242666667,-13.9546
238.17,-28.0244666667,-33.3884666667,-32.3575333333,-26.9099333333,-33.7683333333,-20.1322,-19.0054380952,-22.6827,-11.0612
238.54,-26.7360666667,-34.0014,-33.4308,-26.0784666667,-32.8557333333,-19.3492,-18.8322761905,-21.6525666667,-11.7018666667
238.92,-23.7127333333,-32.4086666667,-30.7187333333,-23.677,-32.5776666667,-19.5989333333,-18.8608285714,-21.4288666667,-9.07866666666
239.29,-22.6763333333,-32.308,-29.8064666667,-22.9499333333,-28.3315333333,-19.0778666667,-19.8011523809,-19.9483333333,-13.1612
239.67,-15.7853333333,-24.8802,-23.1812,-15.5492,-21.8653333333,-12.5242,-16.4510857143,-14.2514666667,-9.02246666666
240.04,-13.8991333333,-24.5775333333,-23.0332,-15.0064666667,-21.3307333333,-12.0432,-16.6335333333,-13.9137666667,-8.3898
240.42,-12.0506,-21.6382666667,-19.4120666667,-12.2093333333,-17.9204,-9.48360000001,-14.4215428571,-12.2583333333,-5.2964
240.79,-10.4913333333,-18.0296,-16.8508,-10.2431333333,-14.9240666667,-7.3004,-11.9626380952,-10.5247,-3.60613333333
241.17,-9.16413333332,-16.2658,-14.956,-8.34533333334,-13.8960666667,-5.46866666666,-9.81734285715,-9.55153333333,-2.83166666667
241.54,-8.69673333334,-14.8938,-14.0368,-8.7782,-13.1938666667,-5.56753333333,-9.66317142857,-8.78129999999,-1.83826666666
241.92,-6.60133333334,-13.0862,-11.7821333333,-7.18906666666,-10.7969333333,-3.53813333333,-8.56154285713,-7.07743333333,0.104
242.29,-6.14666666667,-12.1956666667,-10.9840666667,-6.32273333334,-9.17839999999,-2.51273333333,-8.18791428571,-6.7263,0.846
242.67,-5.55453333334,-11.6301333333,-10.5706666667,-6.22799999999,-9.06913333332,-2.17693333333,-8.09493333333,-6.87446666667,0.943933333328
243.05,-7.8222,-12.9190666667,-12.6728,-8.17686666665,-10.1876,-4.11433333333,-9.77634285714,-8.54106666668,-0.772333333334
243.42,-7.58886666665,-12.2603333334,-11.5551333333,-7.80939999999,-9.87013333334,-3.81666666667,-9.34997142858,-8.19223333334,0.48926666666
243.80,-6.62233333335,-10.7615333333,-10.5292,-6.97786666667,-8.58320000001,-3.16533333334,-8.01091428573,-6.43606666667,1.46853333333
244.17,-4.23673333334,-7.2138,-6.80906666666,-3.88166666667,-5.26493333333,-0.215933333333,-5.12997142857,-2.87546666667,4.55199999999
244.55,-3.2022,-6.42093333333,-5.87393333333,-2.97366666667,-4.43026666667,0.7436,-4.31194285714,-1.62143333333,5.33346666667
244.92,-2.1152,-5.67993333333,-4.79019999999,-2.1368,-3.98893333333,1.59820000001,-3.45613333333,-0.585533333332,6.0854
245.30,-1.806,-5.21566666667,-4.0962,-1.58946666667,-3.40506666667,1.86246666667,-3.26536190476,-0.5267,6.349
245.67,-1.23373333333,-4.59973333333,-3.2458,-0.713,-2.27853333333,3.03,-2.42324761905,0.295066666666,7.18186666667
246.05,-0.820866666666,-4.27613333333,-2.64866666667,-0.258333333334,-1.95826666667,3.88660000001,-1.98166666667,0.815533333334,7.17053333333
246.42,0.141933333332,-3.065,-1.67406666667,0.706,-1.16413333333,5.4682,-1.05209523809,2.32136666667,8.2154
246.79,0.867400000001,-2.205,-0.808866666667,1.49553333333,-0.0871333333346,6.9368,-0.128923809524,3.0856,8.98886666666
247.17,2.475,-0.967933333332,0.537599999999,2.904,1.24346666667,8.23886666667,1.2534952381,4.48596666667,10.0238666667
247.54,3.11353333333,-0.191866666667,1.15993333333,3.67506666667,2.34546666667,9.14386666668,2.14921904762,5.43766666666,10.627
247.92,3.22873333333,0.0253333333334,1.4334,3.759,2.74886666667,9.34193333333,2.37518095238,5.5574,10.7080666667
248.29,2.2692,-0.967,0.505400000002,2.68106666667,1.83766666667,8.48086666667,1.58094285714,4.34263333333,9.54039999999
248.67,1.01146666667,-2.3756,-0.494333333334,1.496,0.528666666666,7.12673333333,0.29982857143,2.9036,8.26873333333
249.04,-0.665000000002,-4.10186666667,-2.1224,-0.004733333334,-1.03953333333,5.81506666666,-1.4362952381,1.33366666667,6.71273333333
249.42,-0.839666666668,-4.7284,-2.85413333333,-0.386133333334,-1.58573333333,5.44433333333,-1.69111428572,1.00553333333,6.06686666667
249.79,-0.608066666668,-4.569,-3.16393333333,0.1284,-1.85346666667,5.33926666667,-1.61334285714,0.754033333333,5.35733333334
250.17,-1.31793333333,-4.90333333333,-3.8244,-0.1932,-2.37286666667,4.56873333334,-1.97362857143,0.0923999999994,4.87880000001
250.54,-2.8156,-6.20593333333,-5.27766666667,-1.6046,-4.39146666667,2.52039999999,-3.3330095238,-2.01973333333,2.88233333333
250.92,-3.70113333333,-7.28739999999,-6.358,-2.29053333333,-5.67233333335,1.19713333333,-4.50390476191,-3.17623333333,1.93906666666
251.29,-4.83240000001,-8.70813333335,-7.31446666668,-3.5482,-6.83313333332,-0.0646000000054,-5.79395238097,-4.2832,0.616599999994
251.66,-5.57206666667,-9.76786666666,-8.6736,-4.63106666667,-8.23999999999,-1.81093333333,-7.02074285715,-5.65066666667,-0.863533333334
252.04,-6.6772,-11.3124666667,-10.0458666667,-5.55366666667,-9.43773333333,-3.1164,-8.28185714287,-6.88346666666,-2.10933333333
252.41,-6.95413333335,-11.8708,-11.244,-5.69906666667,-9.71013333333,-3.78273333334,-8.79602857143,-7.34563333332,-2.56126666667
252.79,-5.14846666667,-9.76273333335,-10.1663333333,-4.02826666665,-7.56346666667,-2.05900000001,-7.29821904763,-5.24526666667,-0.75166666666
253.16,-3.2264,-8.15159999999,-8.34640000001,-2.45633333333,-5.57486666668,-0.925800000006,-5.4613047619,-3.27340000001,0.620933333334
253.54,-3.25766666667,-8.10713333334,-8.46266666667,-2.24633333333,-5.18353333333,-0.885999999998,-5.8415047619,-3.01549999999,0.992466666668
253.91,-4.28566666667,-9.03533333333,-8.93839999999,-3.57333333333,-5.78813333334,-1.69233333333,-6.47485714285,-3.11723333333,0.704599999986
254.28,-4.626,-10.0932666667,-9.74213333333,-4.64760000001,-6.55386666667,-2.51206666666,-7.17595238097,-3.38913333333,-0.322133333334
254.66,-4.59120000001,-10.715,-9.93680000001,-5.28186666668,-6.26253333334,-2.94893333332,-7.54344761905,-3.09620000001,-0.359400000006
255.03,-4.74853333333,-10.7629333333,-10.182,-5.24999999999,-6.06813333333,-3.5278,-7.56806666667,-2.73003333334,-0.787599999986
255.41,-4.5162,-10.0831333333,-11.0656,-5.16586666667,-5.98820000001,-3.26733333333,-7.58976190476,-2.54690000001,-0.797599999992
255.78,-3.66519999999,-8.88186666666,-10.3372,-4.57459999999,-5.00579999999,-2.28286666665,-7.16708571428,-1.99173333333,0.087266666674
