wavelength,Back_ThrGlaf,Belly_ThrGlaf,Breast_ThrGlaf,Crissum_ThrGlaf,Crown_ThrGlaf,DorTail_ThrGlaf,Patch10_ThrGlaf,Patch11_ThrGlaf,Rump_ThrGlaf,Throat_ThrGlaf,WingTip_ThrGlaf
303.00,12.9905,16.0720833334,14.5265,14.5336655092,7.01533333333,11.6725,17.1918333333,11.9598333333,12.3363333333,8.79883333335,9.77991666665
303.37,12.9003333333,15.6389166667,14.1885,14.1046527778,6.50966666666,11.4453333333,16.8435,11.514,12.0055,8.82983333335,9.71975
303.74,12.925,15.74825,14.4001666666,14.3551354167,6.70183333333,11.9675,17.1551666667,11.5963333333,12.2511666667,9.525,9.799
304.10,11.5058333334,14.7525,13.3906666667,12.9634270834,5.22,10.3808333333,16.3705,10.3808333333,10.835,7.2925,8.77725
304.47,11.1831666666,14.2596666667,13.1521666667,13.059582176,5.14883333334,10.3861666667,15.692,10.4646666667,10.878,7.1075,8.93366666665
304.84,11.0253333333,14.19275,12.8891666666,12.6838553241,4.8185,10.2518333333,15.6851666667,9.98416666667,10.7078333333,6.96016666667,8.51175
305.21,11.1536666667,14.3383333334,13.2213333333,12.9516597222,5.19783333333,10.8188333333,15.8001666667,10.376,10.888,7.61983333335,8.74183333335
305.58,10.9345,15.042,13.555,13.4640914352,5.52583333334,11.0425,16.215,10.7576666667,11.0815,8.2545,8.93683333335
305.95,10.9191666666,15.1883333334,13.6611666667,13.772230324,5.601,11.3976666667,16.6958333333,10.6651666667,11.3093333333,8.43116666665,9.42125
306.32,11.0883333333,15.88575,13.8728333334,13.8855069445,5.96633333334,11.68,17.1128333333,11.0106666667,11.6801666667,8.85733333335,9.38108333335
306.69,11.191,16.5033333333,13.8135,14.5194189815,6.36883333334,12.0365,17.2525,11.2581666667,11.9883333333,9.5295,9.61575
307.06,11.7693333333,17.3261666667,14.2176666667,15.236212963,6.76733333333,12.0255,17.6253333333,11.8071666667,12.7561666666,10.1175,10.3408333333
307.43,12.063,18.2384166667,14.6763333333,16.1258368056,7.84983333333,12.6861666666,18.4523333333,12.3976666667,13.6531666667,10.8631666666,11.0444166667
307.80,11.6511666666,17.98025,14.3328333333,15.8130462963,7.49583333333,12.3833333334,18.1401666666,12.4931666666,13.5821666667,10.6993333333,11.1065
308.17,12.4956666666,18.5531666667,15.1345,16.2945925926,8.43066666667,13.5936666666,18.4111666667,13.2748333333,14.444,12.1146666666,11.7738333333
308.54,13.2803333334,19.07425,15.7565,16.5516608796,9.29933333333,14.3951666666,19.151,13.8848333333,15.0588333333,12.3958333334,12.1191666666
308.90,13.8113333333,19.64025,16.569,17.1167060185,9.806,14.9861666667,19.6036666666,14.5621666667,15.549,12.865,12.68975
309.27,13.8533333333,19.8883333333,16.5793333333,17.4654768518,9.66866666667,14.6296666667,19.6228333334,14.606,15.7236666666,12.728,12.80325
309.64,14.1333333334,19.8563333334,16.6128333334,16.9463067129,9.627,14.4713333333,19.3306666667,14.4941666666,15.8143333333,12.4598333333,12.5059166667
310.01,13.9461666667,19.6786666667,16.614,16.7879872686,9.305,13.9685,19.0658333333,14.656,15.5083333334,12.2498333334,12.063
310.38,13.9853333333,19.6449166666,16.5931666666,16.9204502315,9.099,13.6995,18.7618333334,14.7106666666,15.2746666666,12.1905,11.9928333333
310.75,14.2171666666,19.44225,17.0176666667,16.9954166667,9.1535,13.952,18.672,14.962,15.363,12.4765,11.9001666666
311.12,14.1748333333,19.4868333333,16.9913333333,16.7859016204,9.14866666667,14.1253333333,18.6995,15.0218333333,15.2408333334,12.565,11.76075
311.49,13.7818333333,19.2724166667,16.8435,16.463525463,8.59133333334,13.7323333333,18.364,15.0826666667,14.9553333333,12.2545,11.10525
311.85,14.1155,19.74925,17.0705,16.473636574,8.57433333333,13.7615,18.5371666667,15.1008333333,15.1715,12.1811666667,10.9905
312.22,13.8181666667,19.9061666667,16.9608333333,16.594636574,8.46583333334,13.4096666667,18.6898333333,15.0095,14.9735,11.9745,10.8011666666
312.59,13.003,19.7758333334,16.608,16.0855532408,7.423,12.643,18.0178333333,14.2951666667,14.3318333333,12.085,10.2826666666
