wavelength,Back_TanCyvm,Belly_TanCyvm,Breast_TanCyvm,Crissum_TanCyvm,Crown_TanCyvm,DorTail_TanCyvm,Patch10_TanCyvm,Patch11_TanCyvm,Rump_TanCyvm,Throat_TanCyvm,WingTip_TanCyvm
358.38,5.01766666667,47.491,48.288,13.9362222222,3.84866666667,6.50755555556,7.64344444444,4.99711111111,9.95944444443,6.02244444444,7.997
358.75,5.02155555556,47.7527777778,48.4895555556,13.8928888889,3.88377777778,6.51588888889,7.664,4.99933333333,9.97844444444,6.05244444445,8.00177777778
359.11,4.99666666667,47.926,48.5576666666,13.9516666667,4.00755555555,6.61055555556,7.778,5.05122222222,10.0462222222,6.16066666667,8.07788888889
359.48,5.28588888889,48.25,48.8037777778,14.1902222222,4.24888888889,6.90388888889,8.04,5.30833333334,10.2567777778,6.46055555556,8.36811111111
359.84,5.42922222222,48.6657777778,49.1417777778,14.3133333333,4.44122222222,7.12844444444,8.22388888889,5.48544444444,10.4183333333,6.61988888889,8.55655555556
360.20,5.372,48.8575555555,49.2288888889,14.3017777778,4.45266666667,7.153,8.28266666667,5.49388888889,10.4611111111,6.72688888889,8.50811111111
360.57,5.33077777778,49.134,49.4597777778,14.345,4.38577777778,7.11077777778,8.27155555556,5.52122222222,10.489,6.74166666667,8.53044444444
360.93,5.30622222222,49.2901111111,49.376,14.2378888889,4.29455555556,7.01622222222,8.22922222222,5.49577777778,10.34,6.67077777778,8.44922222222
361.29,5.42922222222,49.4706666667,49.4335555555,14.4413333333,4.48044444445,7.19211111111,8.39788888889,5.61633333333,10.4566666667,6.82633333333,8.581
361.66,5.50344444445,49.6446666667,49.5868888889,14.5436666666,4.55744444445,7.23311111111,8.44255555555,5.70355555556,10.5092222222,6.91588888889,8.67811111111
362.02,5.30777777778,49.5786666667,49.4917777778,14.4143333333,4.42044444444,6.98611111111,8.24577777778,5.58066666667,10.3343333334,6.75933333334,8.48388888889
362.39,5.25644444444,49.6533333333,49.5585555555,14.3067777778,4.39011111111,6.91644444444,8.21511111111,5.54088888889,10.203,6.77677777778,8.40755555556
362.75,5.13633333333,49.8083333333,49.619,14.3748888889,4.28866666667,6.86888888889,8.12522222222,5.47355555556,10.0764444444,6.65833333333,8.24044444444
363.11,5.16288888889,50.003,49.8206666667,14.3577777778,4.17144444444,6.79611111111,8.18188888889,5.45444444445,10.0197777778,6.64955555555,8.17888888889
363.48,5.00366666667,49.9381111111,49.6974444444,14.1625555555,4.05011111111,6.70377777778,8.06822222222,5.36966666667,9.86777777779,6.52811111111,7.98188888889
363.84,4.88788888889,49.8527777778,49.5947777778,14.0951111111,3.88488888889,6.50311111111,8.01344444445,5.29466666667,9.68399999999,6.39666666667,7.93166666667
364.20,5.11644444444,49.9742222222,49.7322222222,14.3326666667,4.03011111111,6.697,8.21111111111,5.55488888889,9.72399999999,6.52733333333,8.08577777778
364.57,5.05577777778,49.9007777778,49.6094444445,14.3061111111,4.00744444445,6.71388888889,8.13444444444,5.49666666667,9.57266666667,6.38822222222,7.99988888889
364.93,4.99955555556,49.9902222222,49.8101111111,14.3355555556,3.94633333333,6.61855555556,8.088,5.49577777778,9.51311111111,6.38088888889,7.95766666667
365.29,4.91422222222,49.9274444444,49.7384444445,14.2355555556,3.77888888889,6.52211111111,7.95622222222,5.40811111111,9.37022222221,6.30388888889,7.81744444445
365.66,4.79333333333,49.9862222222,49.8002222222,14.1631111111,3.68222222222,6.45922222222,7.83455555556,5.322,9.27455555557,6.26088888889,7.76388888889
366.02,4.77388888889,50.0287777778,49.8384444444,14.1574444445,3.71744444444,6.49488888889,7.81722222222,5.25,9.20133333331,6.26144444444,7.79255555556
366.38,4.78088888889,50.1095555555,49.8172222222,14.2925555556,3.73322222222,6.55866666667,7.88311111111,5.317,9.21655555558,6.30244444444,7.88133333333
366.75,4.983,50.1607777778,49.9421111111,14.2991111111,3.79922222222,6.64111111111,7.96066666667,5.37011111111,9.27699999999,6.44611111111,8.08233333334
367.11,5.03766666667,50.2068888889,49.9977777778,14.4455555556,4.01411111111,6.77677777778,8.05788888889,5.48744444445,9.29244444444,6.56733333333,8.31122222222
367.47,5.05633333333,50.2628888889,50.1034444445,14.4992222222,3.99855555556,6.68388888889,7.94211111111,5.45233333333,9.21922222222,6.59922222222,8.28177777778
367.84,5.12433333333,50.2462222222,50.1134444445,14.552,4.14022222222,6.80188888889,8.04266666667,5.51255555556,9.33655555557,6.73611111111,8.32744444444
