wavelength,Back_NeoFasf,Belly_NeoFasf,Breast_NeoFasf,Crissum_NeoFasf,Crown_NeoFasf,DorTail_NeoFasf,Patch10_NeoFasf,Rump_NeoFasf,Throat_NeoFasf,WingTip_NeoFasf
374.73,10.0338888889,38.1111111111,23.1823333333,39.7665555555,10.4706666667,5.53522222222,4.47455555555,10.7198888889,40.5,7.94155555555
375.09,10.025,38.2174444444,23.1612222222,39.8228888889,10.4516666667,5.46711111111,4.41422222222,10.7057777778,40.5453333333,7.87911111111
375.45,10.0806666667,38.3874444444,23.3312222222,39.9076666667,10.5537777778,5.50788888889,4.47844444444,10.8224444444,40.6511111111,7.94033333333
375.81,10.1168888889,38.4774444444,23.3127777778,39.9676666667,10.609,5.51911111111,4.55377777778,10.8791111111,40.7354444445,7.96922222222
376.18,10.1308888889,38.6252222222,23.4126666667,40.0836666667,10.604,5.53188888889,4.55622222222,10.9313333333,40.8763333333,8.00266666667
376.54,10.1132222222,38.7763333334,23.5128888889,40.1473333334,10.6224444444,5.53033333333,4.55122222222,10.9678888889,41.0287777778,8.01422222222
376.90,10.148,38.9636666667,23.6478888889,40.2636666667,10.7234444444,5.59022222222,4.63033333333,11.0261111111,41.1687777778,8.13055555555
377.26,10.1271111111,38.9968888889,23.6228888889,40.257,10.7185555555,5.53722222222,4.60433333333,11.0161111111,41.1663333333,8.15244444444
377.63,10.0961111111,39.0361111111,23.6196666666,40.247,10.6814444445,5.48477777778,4.53377777778,10.9804444444,41.1442222222,8.13077777778
377.99,10.0764444445,39.1282222222,23.6485555556,40.3148888889,10.6563333333,5.393,4.44966666667,10.913,41.2381111111,8.07
378.35,10.0066666667,39.0524444444,23.6087777778,40.2821111111,10.5412222222,5.27922222222,4.36822222222,10.8022222222,41.1257777778,7.96766666667
378.71,9.9851111111,39.1045555556,23.5566666667,40.2656666667,10.5284444444,5.24622222222,4.33733333333,10.7484444444,41.0537777778,7.97
379.07,9.96888888889,39.162,23.5683333333,40.3362222222,10.5064444444,5.23655555555,4.32955555555,10.7227777778,41.1235555556,7.93888888889
379.44,9.92966666667,39.1385555555,23.509,40.3012222222,10.4718888889,5.19933333333,4.289,10.6567777778,41.1351111111,7.896
379.80,10.0108888889,39.3336666667,23.6803333333,40.4475555556,10.5874444444,5.265,4.37711111111,10.7415555556,41.3254444444,7.99722222222
380.16,10.042,39.4367777778,23.7122222222,40.5314444445,10.6363333333,5.23366666666,4.37866666667,10.7154444444,41.4271111111,7.96266666667
380.52,10.073,39.4722222222,23.7512222222,40.5376666667,10.6828888889,5.26755555556,4.41655555555,10.7177777778,41.4261111111,7.99777777778
380.88,10.0913333333,39.5351111111,23.7676666666,40.5878888889,10.6766666667,5.25466666667,4.38877777778,10.712,41.4766666666,7.94477777778
381.24,10.1522222222,39.7098888889,23.8901111111,40.7618888889,10.6971111111,5.32988888889,4.40488888889,10.7387777778,41.6754444444,7.92111111111
381.61,10.2468888889,39.8834444445,24.0475555556,40.9392222222,10.8343333333,5.45511111111,4.53144444444,10.8034444444,41.8474444445,7.96244444445
381.97,10.3306666667,40.0681111111,24.22,41.0963333334,10.9334444445,5.56511111111,4.60811111111,10.9144444445,41.9671111111,8.03188888889
382.33,10.3764444445,40.2114444444,24.3541111111,41.2147777778,11.0194444444,5.61377777778,4.65055555556,10.9677777778,42.1643333333,8.113
382.69,10.4063333333,40.362,24.4847777778,41.4027777778,11.0356666667,5.63977777778,4.648,10.9644444445,42.3751111111,8.08022222222
383.05,10.4077777778,40.4275555556,24.5435555556,41.4343333333,11.0305555556,5.63222222222,4.62511111111,10.96,42.4446666667,8.04944444444
383.41,10.3642222222,40.5045555555,24.5552222222,41.4813333334,10.9951111111,5.56822222222,4.54188888889,10.8926666667,42.507,7.98533333334
383.77,10.2952222222,40.4938888889,24.5195555556,41.4602222222,10.8877777778,5.50422222222,4.41244444444,10.8071111111,42.4786666667,7.90022222222
384.14,10.2547777778,40.5344444444,24.572,41.5333333333,10.8572222222,5.50844444444,4.38155555555,10.7857777778,42.4941111111,7.92733333333
384.50,10.2182222222,40.6191111111,24.5892222222,41.5942222222,10.7866666667,5.45488888889,4.27755555555,10.7397777778,42.6001111111,7.86822222222
384.86,10.1885555556,40.605,24.6436666667,41.6122222222,10.75,5.41011111111,4.24544444444,10.7182222222,42.6541111111,7.86455555556
385.22,10.1963333333,40.7082222222,24.7294444445,41.6672222222,10.7748888889,5.37111111111,4.25633333333,10.759,42.7337777778,7.871
385.58,10.14,40.7395555556,24.7223333334,41.6842222222,10.702,5.30111111111,4.17444444445,10.7216666667,42.7505555556,7.83411111111
385.94,10.0802222222,40.7078888889,24.6544444444,41.6364444444,10.6382222222,5.237,4.09788888889,10.6915555556,42.7352222222,7.78588888889
386.30,10.093,40.8453333333,24.727,41.7561111111,10.6464444444,5.24088888889,4.119,10.7245555556,42.839,7.77933333333
386.66,10.133,40.9648888889,24.7767777778,41.8353333333,10.7175555556,5.27122222222,4.16888888889,10.7844444444,42.9544444445,7.83844444445
387.03,10.1854444444,41.0677777778,24.8595555556,41.9381111111,10.762,5.34644444445,4.23944444445,10.8712222222,43.0597777778,7.95166666666
387.39,10.2565555555,41.1781111111,24.9742222222,42.113,10.8148888889,5.397,4.31711111111,10.9618888889,43.2204444444,8.00822222222
387.75,10.3125555555,41.3144444445,25.0703333333,42.2386666667,10.8818888889,5.43344444445,4.36511111111,11.0341111111,43.3074444444,8.04988888889
388.11,10.2706666667,41.387,25.0748888889,42.2414444444,10.8414444444,5.37888888889,4.31722222222,11.0425555556,43.3572222222,7.99711111111
388.47,10.3045555556,41.4841111111,25.1364444444,42.3968888889,10.893,5.42566666667,4.37266666667,11.1133333333,43.4735555556,8.03766666667
388.83,10.3323333333,41.5961111111,25.1998888889,42.4502222222,10.9238888889,5.47211111111,4.40088888889,11.1557777778,43.5167777778,8.048
389.19,10.3483333333,41.7087777778,25.251,42.5358888889,10.9776666667,5.51622222222,4.42022222222,11.1748888889,43.6472222222,8.06922222222
389.55,10.388,41.8264444445,25.3155555556,42.6615555555,11.0083333333,5.54888888889,4.44577777778,11.2295555556,43.7623333333,8.07633333333
389.91,10.4476666667,41.942,25.4488888889,42.7787777778,11.057,5.59777777778,4.49277777778,11.2703333333,43.9256666667,8.11411111111
390.27,10.4707777778,42.0458888889,25.5162222222,42.888,11.0957777778,5.60422222222,4.48044444444,11.266,44.0664444444,8.13244444444
390.63,10.4701111111,42.1287777778,25.5854444444,42.9178888889,11.0908888889,5.59288888889,4.46722222222,11.269,44.1317777778,8.137
391.00,10.4401111111,42.1841111111,25.6153333333,42.9323333333,11.0927777778,5.52155555556,4.41111111111,11.2088888889,44.1833333333,8.06177777778
391.36,10.4152222222,42.1983333333,25.6241111111,42.9047777778,11.0516666667,5.52055555556,4.37066666667,11.1778888889,44.1916666666,8.04711111111
391.72,10.4125555556,42.281,25.6726666667,42.9532222222,11.0565555555,5.51855555555,4.36988888889,11.1583333333,44.3068888889,8.02688888889
392.08,10.4525555555,42.349,25.708,43.0231111111,11.09,5.54455555556,4.39555555556,11.1643333333,44.4141111111,8.06444444444
392.44,10.4794444444,42.3867777778,25.7646666667,43.0016666667,11.1115555555,5.53055555556,4.40188888889,11.1734444444,44.4358888889,8.05255555556
392.80,10.474,42.4135555556,25.7631111111,43.0628888889,11.0955555556,5.52522222222,4.382,11.1655555556,44.4685555556,8.04177777778
393.16,10.4681111111,42.4253333333,25.7812222222,43.1141111111,11.0775555556,5.532,4.36766666667,11.1531111111,44.4504444445,8.034
393.52,10.4805555556,42.4577777778,25.8048888889,43.097,11.0832222222,5.51344444445,4.36122222222,11.1175555555,44.4557777778,8.02133333333
393.88,10.4525555556,42.5425555556,25.8208888889,43.1814444444,11.0746666666,5.47977777778,4.33755555555,11.0906666666,44.4917777778,7.99077777778
394.24,10.4,42.5376666667,25.8152222222,43.1964444444,11.0455555556,5.45844444444,4.31744444445,11.0616666666,44.4765555556,7.937
394.60,10.3856666667,42.5483333333,25.8338888889,43.2402222222,11.0392222222,5.46966666667,4.31511111111,11.0476666667,44.5192222222,7.92733333333
394.96,10.3275555556,42.5327777778,25.8207777778,43.2045555556,10.9853333333,5.44522222222,4.29022222222,11.0368888889,44.5356666667,7.89044444444
395.32,10.3344444445,42.6715555555,25.9064444445,43.3157777778,11.0031111111,5.41533333333,4.28877777778,11.0543333333,44.6327777778,7.87344444444
395.68,10.3238888889,42.721,25.9561111111,43.3682222222,10.9832222222,5.41055555555,4.25744444444,11.0477777778,44.693,7.88044444445
396.04,10.3105555556,42.7575555555,25.9712222222,43.4018888889,10.9684444444,5.37844444444,4.25177777778,11.0245555556,44.731,7.847
396.40,10.2676666666,42.8378888889,25.9608888889,43.4801111111,10.9373333333,5.35122222222,4.21577777778,10.9848888889,44.7966666666,7.824
396.76,10.2927777778,43.0282222222,26.0558888889,43.6128888889,10.9835555556,5.32822222222,4.19788888889,11.0042222222,44.992,7.85911111111
397.12,10.2528888889,43.0948888889,26.0501111111,43.6226666667,10.9355555555,5.24211111111,4.15722222222,10.9801111111,45.0815555555,7.81855555556
397.48,10.2294444444,43.1862222222,26.0997777778,43.7568888889,10.9431111111,5.24622222222,4.17122222222,11.0164444445,45.22,7.85555555556
397.84,10.2636666667,43.2057777778,26.1214444444,43.7695555556,10.963,5.26988888889,4.22266666667,11.0433333333,45.2052222222,7.881
398.20,10.3601111111,43.3505555555,26.2113333333,43.8398888889,10.9968888889,5.30466666667,4.255,11.1137777778,45.3435555556,7.94444444444
398.56,10.3543333333,43.3961111111,26.2413333334,43.8847777778,10.9841111111,5.27511111111,4.21044444444,11.1121111111,45.3448888889,7.90955555555
398.92,10.4542222222,43.6098888889,26.3473333333,44.0838888889,11.0553333334,5.32422222222,4.24955555556,11.1692222222,45.516,7.98033333333
399.28,10.4726666667,43.706,26.3723333333,44.1587777778,11.0833333333,5.35877777778,4.28133333333,11.1968888889,45.6028888889,8.01077777778
399.64,10.4935555556,43.8184444444,26.4102222222,44.2743333333,11.0993333333,5.367,4.32966666667,11.2292222222,45.6756666667,8.02166666667
400.00,10.5401111111,43.927,26.482,44.3612222222,11.1573333333,5.42744444444,4.34233333333,11.2834444444,45.743,8.03722222222
400.36,10.5932222222,44.0081111111,26.5648888889,44.3896666666,11.1845555555,5.44722222222,4.371,11.2934444444,45.805,8.08444444444
400.72,10.6412222222,44.1048888889,26.6796666667,44.4614444444,11.2303333333,5.50155555555,4.43077777778,11.3423333333,45.8613333333,8.11355555556
401.08,10.6826666667,44.184,26.742,44.5423333333,11.2553333334,5.54988888889,4.45711111111,11.3645555556,45.9145555556,8.14622222222
401.44,10.7103333333,44.2804444445,26.8201111111,44.5801111111,11.2746666667,5.54777777778,4.48133333333,11.3851111111,45.9858888889,8.14988888889
401.80,10.6997777778,44.4325555556,26.8928888889,44.6852222222,11.2982222222,5.55133333333,4.47422222222,11.4333333333,46.1717777778,8.16022222222
402.16,10.6714444444,44.5377777778,26.908,44.7511111111,11.2887777778,5.53977777778,4.46411111111,11.42,46.2326666667,8.13888888889
402.52,10.7441111111,44.7112222222,26.9768888889,44.8768888889,11.342,5.59366666667,4.53377777778,11.4863333333,46.389,8.208
402.88,10.7235555556,44.7472222222,26.9761111111,44.9175555556,11.3285555556,5.56433333333,4.51077777778,11.4763333333,46.3975555555,8.16833333333
403.24,10.7175555556,44.7738888889,27.0095555555,44.9364444444,11.3122222222,5.54055555556,4.50422222222,11.4647777778,46.4486666667,8.15866666667
403.60,10.7045555555,44.7748888889,26.9941111111,44.922,11.3091111111,5.52177777778,4.46,11.4415555556,46.472,8.11277777778
403.95,10.7478888889,44.9038888889,27.078,44.9921111111,11.3268888889,5.55566666667,4.50533333334,11.4975555556,46.5778888889,8.16555555555
404.31,10.7634444444,45.0287777778,27.1367777778,45.1016666667,11.3543333333,5.59488888889,4.51133333333,11.533,46.6905555555,8.16933333333
404.67,10.7168888889,44.9961111111,27.0756666667,45.0755555556,11.2943333333,5.53888888889,4.47066666667,11.5004444444,46.6962222222,8.12944444444
405.03,10.7494444445,45.0995555555,27.1436666667,45.1486666667,11.324,5.54644444445,4.48533333333,11.5148888889,46.7916666667,8.13344444445
405.39,10.7694444444,45.1674444444,27.1607777778,45.2063333333,11.3383333333,5.58644444445,4.46966666667,11.5261111111,46.8544444445,8.15088888889
405.75,10.79,45.2038888889,27.1766666667,45.2441111111,11.3251111111,5.59377777778,4.44666666667,11.5003333333,46.8816666667,8.162
406.11,10.8516666667,45.305,27.2554444444,45.3475555555,11.3738888889,5.64755555555,4.46111111111,11.5438888889,46.9947777778,8.19855555556
406.47,10.8226666667,45.3065555555,27.2652222222,45.3455555556,11.372,5.63766666667,4.44688888889,11.5206666666,46.9956666667,8.19033333333
406.83,10.853,45.3501111111,27.356,45.3913333333,11.4314444444,5.68711111111,4.49033333334,11.5472222222,47.0533333333,8.24133333334
407.19,10.8718888889,45.4348888889,27.4217777778,45.5177777778,11.4843333333,5.737,4.52244444444,11.5841111111,47.1784444445,8.28511111111
407.55,10.9098888889,45.5603333333,27.5036666667,45.6276666666,11.5115555556,5.77088888889,4.56588888889,11.6532222222,47.2962222222,8.34222222222
407.90,10.8874444444,45.5862222222,27.5332222222,45.6586666667,11.5158888889,5.75877777778,4.54733333333,11.6424444444,47.3485555556,8.33922222222
408.26,10.8712222222,45.6292222222,27.5565555556,45.7038888889,11.4767777778,5.72211111111,4.521,11.6125555555,47.4017777778,8.31811111111
408.62,10.8987777778,45.7705555556,27.6392222222,45.8576666667,11.526,5.769,4.53644444445,11.6455555555,47.5178888889,8.33833333333
408.98,10.913,45.8613333333,27.7008888889,45.9227777778,11.5541111111,5.80322222222,4.56811111111,11.6804444444,47.6284444444,8.38655555555
409.34,10.8998888889,45.9056666667,27.7497777778,45.9546666667,11.5565555556,5.78766666666,4.57277777778,11.6914444445,47.6947777778,8.4
409.70,10.9192222222,45.972,27.7797777778,46.0215555556,11.5758888889,5.77155555556,4.58566666667,11.7093333333,47.7527777778,8.40944444444
410.06,10.8635555555,46.0171111111,27.7926666667,46.0441111111,11.5647777778,5.73522222222,4.56622222222,11.685,47.7911111111,8.38477777778
410.42,10.8632222222,46.1016666667,27.8315555556,46.1154444444,11.5653333333,5.72422222222,4.55555555555,11.6962222222,47.865,8.37766666667
410.77,10.8412222222,46.17,27.8443333333,46.1666666666,11.5358888889,5.69388888889,4.53877777778,11.6873333333,47.948,8.35788888889
411.13,10.819,46.189,27.8296666667,46.1505555555,11.4885555556,5.62211111111,4.517,11.6632222222,47.9284444444,8.30433333333
411.49,10.7928888889,46.229,27.8604444444,46.1668888889,11.481,5.59422222222,4.49411111111,11.6251111111,47.9421111111,8.304
411.85,10.7726666667,46.3047777778,27.8698888889,46.2552222222,11.4628888889,5.54233333333,4.47588888889,11.5997777778,47.9977777778,8.28022222222
412.21,10.7572222222,46.3568888889,27.887,46.3186666666,11.4913333333,5.50988888889,4.45455555556,11.6008888889,48.078,8.25266666667
412.57,10.7661111111,46.3902222222,27.9054444445,46.3154444444,11.4863333333,5.49133333333,4.46244444445,11.6071111111,48.1072222222,8.25
412.92,10.7823333333,46.458,27.9511111111,46.4083333333,11.477,5.46588888889,4.41988888889,11.6052222222,48.1532222222,8.23077777778
413.28,10.8024444444,46.5922222222,28.0155555556,46.5247777778,11.4974444444,5.45355555556,4.41177777778,11.607,48.2622222222,8.23544444444
413.64,10.8042222222,46.6813333334,28.0852222222,46.6047777778,11.5225555555,5.471,4.41122222222,11.6047777778,48.3825555556,8.23066666667
414.00,10.842,46.7062222222,28.1151111111,46.605,11.5441111111,5.47922222222,4.43244444444,11.626,48.406,8.26744444444
414.36,10.8918888889,46.8082222222,28.1853333333,46.6646666667,11.6035555556,5.51522222222,4.46288888889,11.6633333333,48.4556666667,8.286
414.72,10.9452222222,46.9214444444,28.2648888889,46.7411111111,11.6564444444,5.549,4.50233333333,11.7274444445,48.543,8.33466666667
415.07,11.0084444444,47.0334444445,28.365,46.8128888889,11.7061111111,5.62655555556,4.51188888889,11.7831111111,48.6398888889,8.402
415.43,11.034,47.1034444444,28.4085555556,46.8744444444,11.7167777778,5.64322222222,4.51566666667,11.8193333333,48.7217777778,8.39511111111
415.79,11.0258888889,47.1263333333,28.4438888889,46.9077777778,11.7012222222,5.64955555556,4.48977777778,11.8095555556,48.7838888889,8.38566666667
416.15,10.9807777778,47.1472222222,28.4393333333,46.8994444444,11.662,5.62788888889,4.45533333333,11.8056666667,48.7684444444,8.38088888889
416.51,10.9565555555,47.1981111111,28.4606666667,46.9383333333,11.6492222222,5.61466666667,4.44577777778,11.7922222222,48.8057777778,8.36466666667
416.86,10.9313333333,47.1821111111,28.4342222222,46.9212222222,11.6204444444,5.602,4.43877777778,11.7691111111,48.7828888889,8.35766666666
417.22,10.8821111111,47.203,28.4378888889,46.9434444444,11.5595555556,5.57311111111,4.40822222222,11.7301111111,48.7644444444,8.31355555556
417.58,10.8581111111,47.2366666667,28.4383333333,46.9941111111,11.5467777778,5.57222222222,4.40733333334,11.7245555556,48.7452222222,8.31055555556
417.94,10.8461111111,47.3053333333,28.4528888889,47.0748888889,11.5286666667,5.56788888889,4.39977777778,11.7161111111,48.7896666667,8.29566666666
418.29,10.8365555556,47.3203333333,28.4441111111,47.1111111111,11.4845555556,5.54755555556,4.377,11.7093333333,48.8404444444,8.29388888889
418.65,10.8256666666,47.3417777778,28.433,47.1354444444,11.4648888889,5.55366666667,4.35966666667,11.6998888889,48.8405555555,8.27822222222
419.01,10.8021111111,47.351,28.4168888889,47.172,11.4411111111,5.547,4.34655555555,11.673,48.8445555556,8.26833333333
419.37,10.8205555555,47.4256666667,28.4471111111,47.275,11.4417777778,5.55955555556,4.347,11.6831111111,48.9066666667,8.28466666666
419.73,10.8314444444,47.5058888889,28.4573333333,47.3267777778,11.4464444444,5.56533333333,4.35355555555,11.7073333333,48.9178888889,8.28833333333
420.08,10.8746666667,47.5716666667,28.4957777778,47.4026666666,11.4701111111,5.58988888889,4.38877777778,11.7263333333,48.9876666667,8.33133333333
420.44,10.9048888889,47.625,28.5441111111,47.4724444444,11.4927777778,5.61988888889,4.41244444445,11.749,49.026,8.365
420.80,10.9182222222,47.6612222222,28.5684444444,47.4914444444,11.5092222222,5.64077777778,4.43433333333,11.7723333333,49.0414444445,8.37911111111
421.16,10.9627777778,47.6951111111,28.6025555555,47.5348888889,11.5437777778,5.67422222222,4.46844444444,11.8135555556,49.0793333333,8.41277777778
421.51,10.971,47.7361111111,28.6261111111,47.5425555556,11.5422222222,5.67633333333,4.47366666666,11.8296666667,49.1135555555,8.41122222222
421.87,10.9734444444,47.7536666667,28.6616666667,47.5721111111,11.5464444444,5.68388888889,4.46522222222,11.8346666666,49.1345555556,8.42122222222
422.23,10.9426666667,47.7665555556,28.6735555556,47.5402222222,11.5465555556,5.67877777778,4.46544444444,11.812,49.1218888889,8.40544444445
422.58,10.9528888889,47.8411111111,28.7133333333,47.6047777778,11.5596666667,5.68033333333,4.46866666667,11.822,49.1962222222,8.42466666666
422.94,10.9711111111,47.9224444444,28.76,47.6327777778,11.5831111111,5.68744444445,4.48522222222,11.8436666667,49.2457777778,8.43422222222
423.30,10.9572222222,47.9705555556,28.778,47.6336666667,11.5785555556,5.676,4.48355555555,11.8244444445,49.2822222222,8.426
423.66,10.9581111111,47.9636666667,28.7941111111,47.6324444445,11.5881111111,5.67522222222,4.48955555556,11.8082222222,49.3167777778,8.42922222222
424.01,10.9616666667,48.0087777778,28.8266666667,47.6534444445,11.5847777778,5.68222222222,4.48355555556,11.812,49.34,8.42088888889
424.37,10.9448888889,48.0797777778,28.8248888889,47.6807777778,11.577,5.66211111111,4.46533333333,11.8037777778,49.381,8.41155555556
424.73,10.9315555556,48.1252222222,28.8497777778,47.735,11.5815555555,5.65111111111,4.44977777778,11.8048888889,49.4414444444,8.40211111111
425.08,10.9132222222,48.1422222222,28.8463333333,47.7131111111,11.5761111111,5.63911111111,4.42522222222,11.7903333333,49.4458888889,8.39033333333
425.44,10.9218888889,48.1424444444,28.8722222222,47.7211111111,11.587,5.64933333333,4.42933333333,11.7914444445,49.4772222222,8.40177777778
425.80,10.9308888889,48.2174444445,28.8963333333,47.7405555556,11.596,5.64611111111,4.44222222222,11.8118888889,49.538,8.414
426.16,10.9777777778,48.3088888889,28.944,47.8377777778,11.6192222222,5.66722222222,4.44633333333,11.8501111111,49.6462222222,8.43522222222
426.51,10.9635555555,48.3681111111,28.9734444444,47.8693333333,11.6217777778,5.65111111111,4.44588888889,11.8441111111,49.6871111111,8.40877777778
426.87,10.9584444444,48.3997777778,28.9825555556,47.902,11.6137777778,5.63588888889,4.42755555555,11.8546666667,49.7263333334,8.40777777778
427.23,10.9735555556,48.4121111111,29.0066666667,47.9197777778,11.636,5.64211111111,4.435,11.8727777778,49.7297777778,8.42933333333
427.58,10.9866666666,48.4757777778,29.0395555556,47.9515555556,11.643,5.65611111111,4.43611111111,11.9077777778,49.7436666666,8.43177777778
427.94,10.979,48.4734444444,29.0613333333,47.9612222222,11.653,5.65288888889,4.44088888889,11.9063333333,49.7633333333,8.43033333333
428.30,10.986,48.4953333333,29.1002222222,47.9882222222,11.6546666667,5.65988888889,4.43033333333,11.92,49.8043333333,8.43933333333
428.65,11.0013333333,48.5413333333,29.1392222222,48.0032222222,11.656,5.658,4.437,11.9281111111,49.8351111111,8.448
429.01,11.0277777778,48.6526666667,29.2005555556,48.1201111111,11.6834444444,5.66,4.44944444444,11.9488888889,49.9448888889,8.45911111111
429.37,11.0247777778,48.7596666667,29.2117777778,48.1835555556,11.6794444445,5.64077777778,4.43011111111,11.9465555556,50.0077777778,8.44744444445
429.72,11.0308888889,48.8271111111,29.2428888889,48.2823333334,11.6876666667,5.63433333333,4.42322222222,11.9364444444,50.0577777778,8.441
430.08,11.0191111111,48.889,29.2723333333,48.3347777778,11.6838888889,5.62266666667,4.41355555556,11.9298888889,50.0613333334,8.42977777778
430.44,11.0306666667,48.8637777778,29.2697777778,48.3232222222,11.6706666667,5.62033333333,4.407,11.9338888889,50.0707777778,8.45855555556
430.79,11.0467777778,48.9257777778,29.3193333333,48.3707777778,11.6887777778,5.64244444444,4.42933333334,11.926,50.1118888889,8.46655555556
431.15,11.0771111111,48.9956666666,29.3612222222,48.4311111111,11.6925555556,5.665,4.44844444444,11.9423333333,50.1597777778,8.47788888889
431.50,11.1028888889,49.1106666667,29.4332222222,48.5546666667,11.7185555556,5.69277777778,4.45855555555,11.948,50.2835555555,8.50166666667
431.86,11.1222222222,49.2182222222,29.4718888889,48.6488888889,11.7396666667,5.71133333334,4.48533333333,11.9745555556,50.3453333334,8.51011111111
432.22,11.1403333333,49.2841111111,29.5153333333,48.6851111111,11.7544444444,5.72122222222,4.50444444444,11.9895555556,50.4052222222,8.51066666667
432.57,11.1902222222,49.393,29.5887777778,48.8102222222,11.7971111111,5.77022222222,4.54433333333,12.0341111111,50.49,8.56677777778
432.93,11.1811111111,49.4203333333,29.5882222222,48.8258888889,11.7832222222,5.77433333333,4.53233333334,12.0251111111,50.5072222222,8.57533333333
433.29,11.1793333333,49.4748888889,29.624,48.864,11.7963333333,5.77333333333,4.53511111111,12.0316666667,50.5546666667,8.58977777778
433.64,11.1831111111,49.4762222222,29.6384444444,48.8465555555,11.7972222222,5.79366666666,4.54966666667,12.0364444444,50.5394444444,8.59177777778
434.00,11.1936666667,49.493,29.6687777778,48.8651111111,11.7914444444,5.80022222222,4.55822222222,12.0412222222,50.5613333334,8.615
434.35,11.2025555556,49.5455555556,29.699,48.911,11.8058888889,5.81522222222,4.55355555555,12.042,50.5992222222,8.61966666667
434.71,11.2076666667,49.5898888889,29.7174444444,48.9452222222,11.809,5.80711111111,4.54044444445,12.0498888889,50.6541111111,8.61611111111
435.07,11.1852222222,49.637,29.7334444444,48.9901111111,11.8176666667,5.78988888889,4.51511111111,12.0613333333,50.7086666667,8.61566666667
435.42,11.1658888889,49.6335555555,29.7245555556,48.9586666667,11.8003333333,5.76555555555,4.49877777778,12.0484444444,50.686,8.613
435.78,11.1773333333,49.6691111111,29.7532222222,48.9618888889,11.8061111111,5.75977777778,4.48766666667,12.0583333334,50.7227777778,8.62122222222
436.13,11.1986666667,49.7493333333,29.7985555555,49.0194444445,11.8203333333,5.78722222222,4.51077777778,12.0722222222,50.767,8.644
436.49,11.1614444445,49.756,29.767,48.9736666667,11.79,5.74955555556,4.477,12.0504444445,50.7743333333,8.60777777778
436.84,11.1915555555,49.8735555556,29.8495555556,49.0773333333,11.8277777778,5.76933333333,4.51277777778,12.0895555556,50.8568888889,8.63722222222
437.20,11.2185555556,49.9138888889,29.8961111111,49.1323333333,11.8444444444,5.79266666667,4.54044444445,12.125,50.8867777778,8.65433333333
437.56,11.2364444444,49.957,29.9317777778,49.1914444445,11.8622222222,5.79955555555,4.54011111111,12.1464444444,50.9582222222,8.678
437.91,11.2434444444,50.0226666667,29.9566666667,49.2541111111,11.8783333333,5.79766666667,4.53977777778,12.1552222222,51.0244444445,8.67922222222
438.27,11.2847777778,50.1184444444,30.0298888889,49.3563333334,11.9071111111,5.83344444445,4.57666666666,12.194,51.1272222222,8.71788888889
438.62,11.2768888889,50.1296666667,30.0216666667,49.3924444444,11.8991111111,5.82777777778,4.57911111111,12.182,51.1281111111,8.71955555556
438.98,11.2968888889,50.177,30.0453333333,49.4468888889,11.902,5.84333333333,4.60733333333,12.1851111111,51.179,8.722
439.33,11.3197777778,50.2343333334,30.1105555556,49.5073333333,11.913,5.86166666667,4.62388888889,12.2198888889,51.2651111111,8.72711111111
439.69,11.3136666667,50.2677777778,30.116,49.5371111111,11.9003333333,5.86666666666,4.62544444445,12.2216666667,51.3188888889,8.72522222222
440.04,11.2804444445,50.2131111111,30.0925555555,49.5061111111,11.8837777778,5.84255555556,4.59411111111,12.199,51.2891111111,8.71055555556
440.40,11.3028888889,50.2743333333,30.1332222222,49.5708888889,11.9045555556,5.85,4.60177777778,12.2013333333,51.3344444445,8.72388888889
440.75,11.2948888889,50.2532222222,30.1147777778,49.5361111111,11.8823333333,5.834,4.585,12.19,51.3385555556,8.704
441.11,11.2918888889,50.3024444444,30.123,49.5744444444,11.8686666667,5.82377777778,4.56633333333,12.1824444444,51.4013333333,8.71
441.47,11.2703333333,50.347,30.1457777778,49.5834444445,11.8692222222,5.80655555556,4.56022222222,12.177,51.4242222222,8.70566666667
441.82,11.2714444445,50.3583333333,30.1676666667,49.5824444444,11.8741111111,5.80255555556,4.56488888889,12.1856666667,51.4446666667,8.72022222222
442.18,11.2428888889,50.3978888889,30.158,49.5846666667,11.8486666667,5.77455555556,4.544,12.167,51.4528888889,8.68544444445
442.53,11.2624444444,50.467,30.2234444445,49.6351111111,11.8557777778,5.78655555556,4.54522222222,12.1823333333,51.5047777778,8.69655555555
442.89,11.284,50.5093333333,30.2733333334,49.6556666667,11.8783333333,5.80844444445,4.55766666667,12.2014444444,51.5081111111,8.73011111111
443.24,11.2992222222,50.5838888889,30.3126666667,49.7143333333,11.8934444445,5.80166666667,4.54833333333,12.1812222222,51.5436666667,8.75433333333
443.60,11.3267777778,50.6854444445,30.3671111111,49.8048888889,11.9204444444,5.80811111111,4.55433333333,12.1912222222,51.5922222222,8.77677777778
443.95,11.3621111111,50.8007777778,30.4248888889,49.9058888889,11.9507777778,5.82888888889,4.58355555556,12.2101111111,51.6876666667,8.80155555555
444.31,11.3431111111,50.8537777778,30.4254444444,49.9487777778,11.9281111111,5.82311111111,4.56644444444,12.1966666667,51.7352222222,8.79377777778
444.66,11.3441111111,50.9581111111,30.4636666667,50.0208888889,11.9457777778,5.83722222222,4.56577777778,12.2014444444,51.8151111111,8.80822222222
445.02,11.355,51.0172222222,30.5035555555,50.0707777778,11.9566666667,5.84966666667,4.56855555556,12.1953333333,51.839,8.80177777778
