wavelength,Back_SicTacm,Belly_SicTacm,Breast_SicTacm,Crissum_SicTacm,Crown_SicTacm,DorTail_SicTacm,Patch10_SicTacm,Rump_SicTacm,Throat_SicTacm,WingTip_SicTacm
332.08,7.2028,22.5242,17.8003333333,18.6393333333,6.3298,8.15393486842,5.546,8.70733333334,23.8438666667,7.43916666667
332.44,7.399,22.8023333333,17.9952666666,18.7966666667,6.50513333333,8.31727412281,5.67726666667,8.88453333333,24.1166,7.54614444444
332.81,7.55251666667,22.9958,18.0934,18.9963333333,6.59686666667,8.43217280702,5.76453333333,8.9784,24.2006666667,7.53837777778
333.18,7.52291666667,23.0272,18.0808666667,18.9413333333,6.58053333333,8.45131469297,5.72106666667,8.92053333333,24.2973333333,7.4443
333.54,7.41928333333,23.0359333333,18.0270666667,18.87775,6.41506666667,8.37662258772,5.63113333333,8.7886,24.4043333333,7.26093333333
333.91,7.49918333333,23.1884666667,18.139,18.97875,6.47693333333,8.42149364036,5.719,8.89046666667,24.7099333334,7.22987777778
334.28,7.66338333333,23.5202,18.4372666667,19.3489166666,6.6286,8.64481228071,5.92053333333,9.168,25.049,7.41686666667
334.64,7.91746666667,23.706,18.6900666667,19.7569166666,6.78266666667,8.91469912281,6.17113333333,9.41046666666,25.2794,7.63647777778
335.01,7.97681666667,23.9380666667,18.8687333333,19.9353333333,6.81453333333,8.99708552632,6.179,9.48553333333,25.5311333333,7.70294444444
335.38,8.03271666667,24.0512666667,18.9878,19.9798333334,6.8866,9.14649605263,6.2672,9.52633333333,25.672,7.7309
335.74,8.13176666667,24.4274666667,19.1733333333,20.20125,6.97433333333,9.32818728071,6.3938,9.66426666666,25.9777333333,7.86836666667
336.11,8.06685,24.4772666667,19.1509333333,20.2309166667,6.94566666667,9.41724627191,6.35986666667,9.63266666667,25.9438666667,7.81188888889
336.47,7.99388333334,24.5140666667,19.2668,20.3129166667,6.87186666667,9.37361732456,6.28126666667,9.57846666668,26.0144666667,7.71163333333
336.84,7.88808333333,24.5938666667,19.3247333333,20.33825,6.78973333333,9.40362017543,6.213,9.56393333335,26.2299333333,7.6435
337.21,8.09808333333,24.8308666667,19.6202666667,20.5870833334,6.93866666667,9.56638201755,6.369,9.7904,26.4128,7.79953333333
337.57,8.22976666667,25.0418,19.7754666667,20.7826666667,7.13173333333,9.73306622807,6.51966666667,10.0202666667,26.5423333333,8.01805555556
337.94,8.12286666667,25.1450666667,19.7415333333,20.9514166667,7.11173333333,9.72136447369,6.4512,9.94566666665,26.5457333333,7.96912222222
338.31,7.95226666667,25.0456,19.6015333333,20.8183333333,6.9708,9.54578771931,6.25706666667,9.71773333334,26.4052,7.78137777778
338.67,7.8298,25.1355333333,19.5172666667,20.784,6.88026666667,9.42609517543,6.1512,9.61079999999,26.4266,7.64777777778
339.04,7.72996666667,25.1133333334,19.4344,20.7499166667,6.7816,9.3290758772,6.04966666667,9.49733333333,26.3695333333,7.51421111111
339.40,7.7649,25.3593333333,19.5019333333,20.8629166667,6.8286,9.25880570176,6.00053333333,9.55419999999,26.5420666667,7.5551
339.77,7.69458333333,25.3402,19.4735333333,20.7733333333,6.7788,9.07520526315,5.90613333333,9.48606666667,26.5262,7.44511111111
340.14,7.84455,25.5157333333,19.7144,21.0671666667,6.90813333333,9.09758815789,5.9754,9.60473333332,26.7561333333,7.55522222222
340.50,7.93418333333,25.6943333333,19.7893333333,21.2478333333,6.9718,9.15384276317,6.04553333333,9.70686666666,26.8701333333,7.58305555555
340.87,8.16571666667,26.0436,20.018,21.5819166666,7.22493333333,9.32745328948,6.30453333333,9.91460000001,27.1887333333,7.81848888889
341.23,8.06615,26.1545333333,19.9559333333,21.6758333333,7.16213333333,9.26171337718,6.24513333333,9.76286666667,27.2626,7.69312222222
341.60,8.19138333333,26.4068,20.1957333333,21.9615833333,7.26213333333,9.35471140351,6.35006666667,9.86353333333,27.5278,7.78231111111
341.96,8.2809,26.5062666667,20.3268666666,22.0095,7.29226666667,9.39002061403,6.40653333334,9.95539999998,27.6121333333,7.87794444444
342.33,8.38091666667,26.6574666667,20.4738,22.0933333333,7.39993333333,9.45036337719,6.495,10.0432,27.7732,7.97298888889
342.70,8.19816666667,26.6188,20.3948,21.97725,7.19546666667,9.28546798245,6.26293333333,9.89599999999,27.6926666667,7.84056666667
343.06,8.164,26.7375333333,20.4616666667,21.94125,7.1138,9.2604765351,6.23986666667,9.88993333332,27.8081333333,7.77598888889
343.43,8.0891,26.7935333333,20.5094,21.9983333334,6.95586666667,9.21930592105,6.18053333333,9.82993333335,27.8522666667,7.65668888889
343.79,8.11755,26.9382,20.5936666667,22.1159166667,6.93593333333,9.29974912279,6.2358,9.80706666667,28.0022,7.64207777778
344.16,8.10801666667,27.0264,20.6497333333,22.18575,6.90686666667,9.34382807017,6.3004,9.84419999999,28.1608,7.63614444444
344.52,7.95998333333,27.0484,20.6060666667,22.1596666667,6.72813333333,9.18774561403,6.16406666667,9.71,28.2056,7.51118888889
344.89,7.83423333333,27.0785333333,20.5582,22.1575833333,6.52646666667,9.04473026315,5.99173333333,9.58966666667,28.1908,7.3953
345.25,7.77563333334,27.1146,20.5424666667,22.1550833333,6.44473333333,8.99579210526,5.914,9.60833333334,28.2717333333,7.35034444444
345.62,7.65791666667,27.0952,20.5056,22.13275,6.4048,8.92915745613,5.836,9.584,28.2772666667,7.27636666667
345.99,7.71843333333,27.2536,20.611,22.2795833334,6.50353333333,9.02312653508,5.9134,9.62440000001,28.4401333333,7.30436666667
346.35,7.783,27.5036,20.781,22.5014166667,6.59606666667,9.18464473684,5.98566666667,9.72273333334,28.6572666667,7.388
346.72,7.89705,27.6691333333,20.8573333333,22.6174166667,6.7392,9.30157807018,6.1176,9.79699999999,28.845,7.46964444444
347.08,7.94628333333,27.8162,20.925,22.7753333333,6.8732,9.40793859649,6.18713333333,9.89733333334,28.9584666667,7.59503333333
347.45,7.96233333333,27.9228,20.9847333333,22.81175,6.9328,9.44630175439,6.21446666667,9.92493333333,29.0418,7.628
347.81,7.97268333333,27.9792666667,21.0418,22.9256666667,6.91413333333,9.43609385966,6.18966666667,9.90426666665,29.1238,7.63684444444
348.18,7.92085,28.068,21.0118,22.8329166667,6.8572,9.36056293861,6.112,9.81853333331,29.1306666667,7.6107
348.54,8.00965,28.2002666667,21.0752,22.8586666666,6.9644,9.40763684211,6.16913333333,9.87640000001,29.268,7.6961
348.91,7.9774,28.3012666667,21.1026666667,22.9081666667,6.99213333333,9.34030723684,6.16226666666,9.84633333333,29.3575333333,7.65386666667
349.27,7.98571666667,28.3337333334,21.1046,22.9673333333,7.04913333333,9.30388793859,6.20193333333,9.83286666667,29.3830666666,7.67212222222
349.64,8.13173333333,28.5444,21.1482,23.0173333333,7.11693333333,9.39470789475,6.29253333333,9.9184,29.509,7.76957777778
350.00,8.06486666667,28.5586,21.0820666667,22.88975,6.9932,9.23179210526,6.1874,9.82073333332,29.4890666667,7.74548888889
350.37,8.05641666667,28.6017333333,21.0094666667,22.8890833333,6.96753333333,9.13433552631,6.23233333333,9.81273333334,29.5594,7.69285555556
350.73,8.28983333333,29.0133333333,21.3646,23.2685833333,7.18286666667,9.40121842105,6.4496,10.0694,29.9162666667,7.9427
351.10,8.28435,28.9948,21.3504,23.2800833333,7.14733333333,9.32260065789,6.4284,10.0213333333,29.8726,7.84195555556
351.46,8.26175,29.0472666667,21.2786666667,23.4244166667,7.13993333333,9.27141271929,6.35693333333,9.9414,29.9274,7.77468888889
351.83,8.2074,29.0983333333,21.2634,23.4609166667,7.12426666667,9.20690899123,6.2974,9.93826666666,29.9232,7.68832222222
352.19,8.24523333333,29.1986,21.3556,23.5995,7.1482,9.25316622807,6.3008,9.91826666667,30.0239333333,7.61052222222
352.55,8.17896666667,29.3196666667,21.4308666667,23.6195,7.11113333333,9.23640394737,6.2916,9.8738,30.0638666667,7.52422222222
352.92,8.27133333333,29.3704666667,21.5166,23.65425,7.17213333333,9.34929254385,6.34613333333,9.97106666667,30.071,7.55257777778
353.28,8.34211666667,29.6462666667,21.6447333333,23.7785833333,7.222,9.44228092107,6.4336,10.0508,30.2222,7.62346666667
353.65,8.38951666667,29.8289333333,21.7497333333,23.91425,7.2336,9.48837631579,6.47226666667,10.0368666667,30.3432,7.61857777778
354.01,8.49276666667,29.9772666667,21.9242666667,24.1118333333,7.34153333333,9.68191271929,6.59986666667,10.1518,30.4740666667,7.63031111111
354.38,8.52788333333,30.0552,22.0127333333,24.2435,7.35086666667,9.74729539475,6.57953333333,10.1366666667,30.4964666667,7.6138
354.74,8.43426666666,29.9778,21.8757333333,24.15075,7.267,9.59121469299,6.52026666666,10.0532,30.4152666667,7.46317777778
355.11,8.47773333333,30.1733333333,22.0185333333,24.2821666667,7.28113333333,9.62400811403,6.54326666667,10.1366666667,30.5824,7.56997777778
355.47,8.48068333333,30.3304666667,22.1520666667,24.3055833333,7.28526666667,9.64548070175,6.56493333333,10.1954666667,30.6598,7.59166666667
355.83,8.52926666667,30.509,22.2627333333,24.37625,7.32546666666,9.70021030701,6.6152,10.2689333333,30.8136666667,7.58383333333
356.20,8.54471666667,30.6346,22.3089333333,24.4855,7.34606666667,9.71084276315,6.64986666667,10.3472666667,30.9042,7.64304444444
356.56,8.55958333333,30.7838666667,22.3257333333,24.6524166667,7.38666666667,9.79232916668,6.64693333333,10.4107333333,31.0192,7.653
356.93,8.54108333333,30.8821333333,22.3886,24.73875,7.402,9.78953815791,6.6584,10.4119333333,31.027,7.65724444445
357.29,8.56801666667,30.9754,22.4505333333,24.841,7.43453333333,9.82406929825,6.67,10.4489333333,31.1450666667,7.66804444444
357.66,8.53643333333,31.0160666667,22.4777333333,24.862,7.44646666667,9.80008728069,6.65386666666,10.4801333333,31.1978,7.6693
358.02,8.616,31.2514,22.5648666667,25.0480833334,7.53513333334,9.83512850879,6.7074,10.5695333333,31.3926,7.80401111111
358.38,8.6648,31.4431333333,22.6247333333,25.1981666667,7.59893333333,9.84491425439,6.747,10.6420666667,31.5660666667,7.89823333333
358.75,8.63171666667,31.5658666667,22.6787333333,25.2964166667,7.55873333333,9.83520964912,6.7016,10.6258,31.6394,7.90488888889
359.11,8.67058333333,31.7310666667,22.7018666667,25.4305,7.66133333333,9.91158289473,6.753,10.6606,31.8068666667,7.89492222222
359.48,8.67005,31.9306,22.756,25.4995,7.68706666667,9.91283223685,6.79666666667,10.6991333333,31.9526,7.9266
359.84,8.69211666667,32.0743333333,22.8334,25.63075,7.75206666667,9.97965241228,6.86413333333,10.7567333333,32.0552666667,8.03234444445
360.20,8.7115,32.1693333333,22.8418666667,25.6724166667,7.7826,10.0144449561,6.8922,10.7636666667,32.0844,8.03913333334
360.57,8.80543333333,32.2929333333,22.9289333333,25.7773333333,7.86033333334,10.0801381579,6.9532,10.8395333333,32.195,8.11966666667
360.93,8.92813333333,32.4626,23.0336666667,25.8838333333,7.97713333333,10.1905589912,7.06706666667,10.9414,32.3874666666,8.24226666667
361.29,8.93263333333,32.5402,23.0926666667,25.981,7.95873333333,10.1933287281,7.08233333333,10.9386,32.4404,8.21126666667
361.66,9.01455,32.6353333333,23.1844666667,26.0804166667,7.99166666667,10.2211576754,7.16366666666,10.9538666667,32.4939333333,8.25065555556
362.02,9.01103333333,32.6570666667,23.1966666667,26.0935833334,7.98346666667,10.2285337719,7.17606666667,10.9436666667,32.4904666667,8.19451111111
362.39,8.94698333333,32.6433333333,23.2006666667,26.0615,7.90966666667,10.1883026316,7.14486666667,10.8853333333,32.4576,8.10386666667
362.75,9.02075,32.7378666667,23.3006,26.1276666667,8.00066666667,10.288527193,7.23506666667,10.9436,32.524,8.17096666667
363.11,9.08406666667,32.8728,23.4260666667,26.2023333333,8.01573333333,10.304852193,7.30046666667,10.9977333333,32.6217333333,8.20265555556
363.48,9.02461666667,32.7784666667,23.3348666667,26.2145833333,7.96506666667,10.2512942982,7.2398,10.9139333334,32.505,8.14368888889
363.84,9.00758333333,32.8048666667,23.3100666667,26.2321666667,7.93153333333,10.2159445175,7.22306666666,10.904,32.5454666667,8.10081111111
364.20,9.04868333333,32.9742666667,23.4434666667,26.3365,7.99113333333,10.2759953947,7.2726,10.9714666667,32.6863333333,8.14056666667
364.57,9.03103333333,33.0224666666,23.4658666667,26.34375,7.9488,10.2092197368,7.2952,10.9265333333,32.7471333333,8.12334444444
364.93,8.87948333333,33.0804666667,23.405,26.3110833333,7.80513333333,10.0553008772,7.155,10.8049333333,32.7351333333,7.98022222222
365.29,8.85273333333,33.1452666667,23.3763333333,26.2653333333,7.79886666667,9.99412982456,7.10906666667,10.7661333333,32.7020666667,7.95706666667
365.66,8.75243333333,33.213,23.3570666667,26.2875,7.75353333333,9.95491184211,7.00746666667,10.7712666667,32.7074666667,7.88681111111
366.02,8.70813333333,33.3513333333,23.3820666667,26.3155,7.735,9.90739100878,6.99593333333,10.7738666667,32.7721333333,7.85666666667
366.38,8.74526666667,33.4951333333,23.4594,26.3538333333,7.76779999999,9.9329736842,6.99433333333,10.8326,32.8382666667,7.92257777778
366.75,8.73053333333,33.6077333333,23.4921333333,26.3266666667,7.74553333334,9.89493092105,6.96273333333,10.8364666667,32.8909333333,7.87607777778
367.11,8.73801666667,33.6883333333,23.4996,26.3586666666,7.71373333333,9.93676359651,6.93386666667,10.8191333333,32.8677333333,7.86336666667
367.47,8.87118333333,33.9064666667,23.6926,26.5590833333,7.85073333333,10.0519274123,7.073,10.9935333333,33.0408666667,7.94927777778
367.84,8.90621666667,34.0612666667,23.7666,26.6185833333,7.8782,10.0484734649,7.06246666667,11.0106666667,33.0746,7.98943333333
368.20,8.96048333333,34.1501333333,23.7919333334,26.68925,7.89666666666,10.0459432018,7.07266666667,11.0434666666,33.1126,8.06466666667
368.56,8.98141666666,34.1971333334,23.8778,26.7686666666,7.91539999999,10.0816482456,7.06366666667,11.1148,33.1472,8.10602222222
368.93,9.08605,34.2947333333,23.978,26.8969166667,8.00699999999,10.1832085526,7.17733333333,11.205,33.2070666667,8.17667777778
369.29,9.11328333333,34.4666666667,24.0749333333,26.9995833333,8.04513333334,10.2809524123,7.23753333333,11.3201333333,33.3543333333,8.25067777778
369.65,9.16831666667,34.6342,24.1606,27.146,8.09560000001,10.3633190789,7.31666666666,11.3804,33.4660666667,8.34191111111
370.01,9.17193333334,34.7042,24.164,27.1895833333,8.07926666667,10.356404386,7.2824,11.3674666667,33.4768,8.33826666667
370.38,9.19148333333,34.8382666667,24.1488,27.2779166667,8.09406666667,10.3895302632,7.2934,11.3645333333,33.5210666667,8.3012
370.74,9.25325,34.9158,24.1695333333,27.4221666667,8.13473333333,10.4294885965,7.35073333333,11.4187333333,33.5763333333,8.35812222222
371.10,9.30963333333,35.0530666667,24.2528666667,27.5535,8.27586666666,10.5028348684,7.41806666667,11.5260666667,33.6949333333,8.49072222222
371.46,9.30231666666,35.0932,24.2684666667,27.5160833333,8.25473333334,10.5345230263,7.3938,11.5025333333,33.7480666667,8.50034444444
371.83,9.22435,35.0665333333,24.219,27.4373333333,8.21613333333,10.4958633772,7.35333333333,11.451,33.6632666667,8.41733333333
372.19,9.13445,35.0227333333,24.1624666667,27.3895,8.15366666666,10.4332513158,7.2566,11.3533333333,33.5824666667,8.29426666667
372.55,9.17313333333,35.1268666667,24.153,27.3984166667,8.18526666667,10.4745802632,7.2774,11.3745333333,33.5609333333,8.2605
372.92,9.21335,35.282,24.231,27.4611666667,8.21886666666,10.5192096491,7.2738,11.4152666667,33.6199333333,8.28184444445
373.28,9.20791666667,35.2399333333,24.2067333333,27.456,8.23013333333,10.4968995614,7.24266666667,11.3568,33.5700666667,8.21284444444
373.64,9.18511666666,35.2824,24.2024,27.3435,8.20573333333,10.4396756579,7.19826666667,11.3362,33.5877333333,8.14485555555
374.00,9.2635,35.4031333333,24.3294,27.4789166667,8.29646666667,10.5284657895,7.27366666667,11.4297333333,33.6478,8.23583333333
374.37,9.38696666667,35.6245333333,24.4978,27.6444166666,8.43286666666,10.6270379386,7.4058,11.5760666667,33.8139333334,8.36752222222
374.73,9.4224,35.8254666667,24.6124666667,27.7469166667,8.51859999999,10.6969916667,7.44553333333,11.6398666667,33.8799333333,8.41857777778
375.09,9.37509999999,35.8986,24.5932,27.7055,8.46206666667,10.6419241228,7.40273333333,11.6188666667,33.8442,8.3278
375.45,9.44119999999,36.1296666667,24.6749333333,27.84075,8.50520000001,10.6826780702,7.4754,11.7078666666,33.925,8.36881111111
375.81,9.51871666666,36.2986,24.7295333333,27.9515833333,8.54846666667,10.7873254386,7.51973333333,11.8176666667,33.974,8.4425
376.18,9.56965000001,36.5596,24.8031333333,28.0429166666,8.54553333334,10.8193640351,7.58806666667,11.914,34.1029333333,8.49545555556
376.54,9.56173333333,36.7413333333,24.8692666667,28.1255833333,8.54393333334,10.8240741228,7.5962,11.9370666667,34.1323333333,8.5209
376.90,9.48950000001,36.7563333333,24.848,28.0441666666,8.45960000001,10.7362765351,7.4882,11.8957333333,34.1249333333,8.42565555556
377.26,9.45821666667,36.9517333333,24.8964,28.1195,8.41326666666,10.7393008772,7.4706,11.9091333333,34.1818,8.42584444445
377.63,9.43893333334,37.045,24.8774,28.2024166667,8.39439999999,10.7546037281,7.4536,11.9142,34.1714666667,8.40476666667
377.99,9.40610000001,37.1552,24.8595333333,28.1968333333,8.33693333333,10.7320822368,7.42866666667,11.8954666667,34.2104666667,8.35994444444
378.35,9.35068333333,37.1373333333,24.8254666667,28.1618333333,8.25093333334,10.7053561403,7.36986666667,11.8434,34.0976666667,8.30925555555
378.71,9.39893333333,37.2851333334,24.8760666667,28.2261666667,8.272,10.7507787281,7.43606666667,11.8584666667,34.1899333333,8.33067777778
379.07,9.43024999999,37.3856666666,24.8828,28.2224166666,8.2842,10.7671464912,7.45566666667,11.8480666667,34.1943333333,8.37277777778
379.44,9.38190000001,37.4607333333,24.8694666667,28.2295833333,8.24766666666,10.7187223684,7.40233333333,11.8147333333,34.1988666667,8.34343333333
379.80,9.40073333333,37.5944666667,24.9487333333,28.3066666667,8.24713333334,10.6885425439,7.40773333333,11.801,34.3064666667,8.33914444445
380.16,9.37326666666,37.6129333334,24.9408666667,28.2949166667,8.27046666666,10.7143256579,7.411,11.7846666667,34.2249333333,8.31521111111
380.52,9.36078333334,37.6471333333,24.925,28.3611666667,8.25373333334,10.7223932018,7.38926666667,11.777,34.2260666667,8.30412222222
380.88,9.42591666667,37.7824666667,24.9781333333,28.5328333333,8.29120000001,10.8035324561,7.4758,11.8114,34.2398,8.37611111111
381.24,9.52161666667,37.8221333333,25.0077333333,28.5433333333,8.34853333333,10.8170403509,7.53733333333,11.8452,34.204,8.41968888889
381.61,9.57346666667,37.9807333333,25.1187333333,28.6370833333,8.41766666667,10.8585984649,7.601,11.8793333333,34.2744,8.4512
381.97,9.52133333333,37.9703333333,25.0776,28.565,8.40913333333,10.8315364035,7.53793333333,11.8366,34.2035333333,8.40468888889
382.33,9.52375,38.0214,25.0834,28.5295833333,8.44753333334,10.8223570176,7.5608,11.8674,34.2062666667,8.40485555556
382.69,9.48349999999,38.0308666667,25.0357333333,28.538,8.40246666666,10.7829644737,7.49806666667,11.8767333333,34.1250666667,8.3909
383.05,9.44841666667,38.1319333333,25.0538666667,28.6138333334,8.37173333333,10.7512888158,7.4966,11.8758,34.1461333334,8.3498
383.41,9.46698333335,38.1688666667,25.0302,28.57575,8.41406666667,10.7663364035,7.5212,11.8856,34.1006,8.35861111111
383.77,9.5338,38.3045333333,25.0958666667,28.68825,8.4716,10.8498067983,7.5702,11.9604666667,34.1666,8.40948888889
384.14,9.60068333333,38.4121333333,25.1593333333,28.7515833333,8.52080000001,10.883968421,7.59906666667,11.9989333333,34.2404,8.44287777778
384.50,9.60323333335,38.4681333333,25.1848666667,28.7020833333,8.52133333334,10.853322807,7.6062,11.9941333333,34.194,8.40985555555
384.86,9.61643333334,38.5514,25.1976,28.6763333333,8.55086666668,10.8738462719,7.60086666667,12.0282666667,34.2136,8.414
385.22,9.65493333334,38.6781333334,25.2933333333,28.7253333334,8.59706666667,10.9231921052,7.6418,12.0860666667,34.2562666667,8.46496666667
385.58,9.66061666665,38.6631333334,25.2456,28.6665833333,8.56326666667,10.8985089912,7.61946666667,12.1003333333,34.1740666667,8.48658888889
385.94,9.70831666666,38.8056,25.3016666667,28.7173333333,8.57773333333,10.9249890351,7.6322,12.1563333333,34.2051333333,8.50136666667
386.30,9.71301666667,38.979,25.3516666667,28.7893333333,8.5554,10.9311423246,7.629,12.1470666667,34.2228,8.48078888889
386.66,9.65198333333,38.9994,25.3300666667,28.682,8.51326666666,10.8597662281,7.5714,12.0977333333,34.1475333333,8.38372222222
387.03,9.68873333335,39.0729333333,25.3612,28.7348333333,8.5418,10.8813673246,7.57493333333,12.1354666667,34.1503333333,8.39304444444
387.39,9.72286666668,39.2230666667,25.4574,28.7819166667,8.54046666666,10.9302473684,7.60186666666,12.1851333333,34.2005333333,8.38542222222
387.75,9.75774999999,39.3707333333,25.5454,28.8263333333,8.59213333334,10.9573149123,7.655,12.2668,34.2326,8.42584444444
388.11,9.74006666665,39.4452,25.5467333333,28.8140833333,8.56733333333,10.9390563597,7.65066666667,12.2505333333,34.2202666667,8.3934
388.47,9.80013333332,39.6714,25.6412,28.9339166667,8.64666666666,11.0217403509,7.7242,12.3344666666,34.3166,8.46111111111
388.83,9.79243333334,39.7975333333,25.6714666667,28.978,8.65406666666,11.0136129386,7.73666666667,12.3514,34.2799333333,8.46841111111
389.19,9.82171666665,39.9451333333,25.6702666667,29.032,8.66839999999,11.0390107456,7.77286666667,12.3973333333,34.2868,8.47554444444
389.55,9.8639,40.1456666666,25.7688666667,29.1955,8.71813333333,11.0858607456,7.83633333333,12.4444666667,34.4058666667,8.51428888889
389.91,9.89741666666,40.3368666667,25.8329333333,29.2889166667,8.77020000001,11.1123686404,7.90126666667,12.488,34.4416666667,8.53982222222
390.27,9.95016666666,40.4543333333,25.8875333333,29.3355,8.82826666667,11.1307368421,7.9342,12.5434666667,34.5039333333,8.60732222222
390.63,9.96921666666,40.5938,25.8998,29.4279166667,8.82486666666,11.1584554825,7.95546666667,12.5412666667,34.5528666667,8.62977777778
391.00,9.93061666668,40.6514,25.8833333333,29.3544166667,8.79359999999,11.1494239035,7.9266,12.5058666667,34.5107333333,8.62408888889
391.36,9.93255,40.7227333333,25.8684666667,29.4035,8.77393333334,11.1241491228,7.92373333334,12.4878,34.5162666667,8.67053333333
391.72,9.96539999999,40.7835333333,25.8574666667,29.4175833333,8.81160000001,11.149233114,7.94533333333,12.4914666667,34.4653333333,8.70675555555
392.08,9.98928333333,40.941,25.8728666667,29.4595,8.84539999999,11.1725530702,7.9668,12.5341333333,34.4876666667,8.75488888889
392.44,10.0307166667,41.0257333333,25.8772666667,29.4883333333,8.85653333333,11.1940342105,7.97826666667,12.5654666667,34.4929333333,8.79532222222
392.80,10.0165333333,41.0439333333,25.8408,29.479,8.83699999999,11.1880482456,7.96253333333,12.5657333334,34.4602,8.77881111111
393.16,9.99765,41.0792666667,25.859,29.4598333334,8.83093333333,11.1930116228,7.95026666667,12.5464666667,34.4561333333,8.79277777778
393.52,10.00925,41.1057333333,25.8553333333,29.39225,8.83846666666,11.203469079,7.93506666667,12.5550666667,34.3355333333,8.7832
393.88,10.0266166667,41.093,25.8272,29.3725,8.87133333333,11.2323651316,7.9634,12.5738666667,34.252,8.82538888888
394.24,10.0376333333,41.1213333333,25.8089333333,29.3536666666,8.8784,11.2500375,7.98006666667,12.5932,34.1852666667,8.83457777778
394.60,10.1022166667,41.2352666667,25.8808,29.3910833333,8.94693333333,11.2970567983,8.04086666667,12.7018666667,34.1640666667,8.89676666667
394.96,10.1687166667,41.3798,25.9513333333,29.4803333333,9.00913333333,11.3507342105,8.1014,12.8008666667,34.1840666667,8.94307777777
395.32,10.1844333333,41.4426666667,25.9756,29.4985833333,9.06926666667,11.4164570175,8.12226666667,12.8682666667,34.1064666667,8.93544444445
395.68,10.1279666667,41.5165333333,25.9360666667,29.4089166667,9.00593333334,11.3808144737,8.0706,12.8359333334,34.0170666667,8.84789999999
396.04,10.07075,41.4672666667,25.8722,29.3506666667,8.94473333333,11.3236421053,7.99873333333,12.8009333333,33.8472,8.7813888889
396.40,10.0151333333,41.4887333333,25.8344666666,29.2371666666,8.893,11.263364693,7.93026666667,12.7577333334,33.7097333333,8.69648888888
396.76,10.0196333333,41.5847333333,25.8617333333,29.17975,8.89513333334,11.251845614,7.93913333333,12.7764,33.6240666667,8.70063333333
397.12,9.99858333331,41.6808666667,25.8265333333,29.12775,8.88566666667,11.2340743421,7.92073333333,12.7831333333,33.5182666667,8.6821
397.48,10.0106166667,41.7832,25.8092666667,29.0815,8.89686666666,11.2560800439,7.93913333333,12.8196,33.4287333333,8.68647777777
397.84,10.0264833333,41.917,25.8418666667,29.0990833333,8.86640000001,11.2309942982,7.94046666667,12.8354,33.3731333333,8.66264444445
398.20,9.97108333332,41.9752666667,25.7846666666,29.0535833333,8.83366666666,11.2078989035,7.89926666667,12.8237333333,33.2198,8.5943
398.56,9.90958333333,42.0095333333,25.7249333333,28.9855833334,8.74326666666,11.1376252193,7.81046666667,12.7445333333,33.0942666667,8.51576666667
398.92,9.88164999999,42.0421333333,25.6298,28.9530833334,8.70653333334,11.0978230263,7.787,12.6895333333,32.9108666667,8.46021111111
399.28,9.89426666667,42.172,25.6545333333,28.9234166667,8.67560000001,11.074014693,7.78073333333,12.6953333333,32.8428,8.43708888889
399.64,9.91113333335,42.1514,25.6156,28.9123333333,8.68160000001,11.0733653509,7.81013333333,12.6872,32.7206,8.45756666667
400.00,9.99713333331,42.3024,25.6950666667,29.0101666667,8.77479999999,11.1721390351,7.91786666667,12.8002,32.7108666667,8.53202222222
400.36,10.0628,42.4100666667,25.7551333333,29.103,8.82666666667,11.2441894737,8.0042,12.8810666667,32.6838,8.60774444445
400.72,10.1280833333,42.5818666667,25.8102666667,29.2223333333,8.88746666667,11.2942804825,8.08106666667,12.9346666667,32.7154,8.66427777777
401.08,10.1339666667,42.5942,25.7906666666,29.2175833333,8.87586666667,11.2841692982,8.0692,12.9367333333,32.6186,8.63417777778
401.44,10.0847333333,42.6968,25.7833333333,29.239,8.84713333333,11.2261846491,8.02266666667,12.8983333333,32.5746666667,8.60714444444
401.80,10.04635,42.7362,25.7640666667,29.17875,8.83579999999,11.216879386,8.01253333333,12.8658666667,32.5306666667,8.60465555555
402.16,10.114,42.8449333333,25.8322,29.2741666667,8.87773333333,11.2724842105,8.05326666667,12.9139333333,32.5460666667,8.68558888889
402.52,10.1667666666,42.863,25.8316,29.2833333334,8.96073333333,11.3163572368,8.12093333333,12.9454,32.5045333333,8.74091111111
402.88,10.2157666667,43.0261333333,25.9757333333,29.3406666667,9.01526666666,11.3792135965,8.17433333333,13.0256,32.5858666667,8.79947777778
403.24,10.2458166667,43.1063333333,25.9906,29.3663333333,9.05293333334,11.4049342105,8.2208,13.0642666667,32.5834,8.84357777777
403.60,10.30255,43.2412,26.0548666667,29.42725,9.09086666667,11.441364693,8.24213333333,13.1250666667,32.5931333333,8.88488888888
403.95,10.3909833333,43.351,26.1224666667,29.474,9.1486,11.4916256579,8.3042,13.173,32.6342,8.9572
404.31,10.3819166667,43.3833333333,26.093,29.4145833333,9.15173333333,11.4541657895,8.2934,13.1522,32.5849333333,8.95251111111
404.67,10.4011,43.3952666667,26.1002,29.3521666667,9.14739999999,11.4667067983,8.30326666667,13.1569333334,32.5287333333,8.92547777777
405.03,10.3976833333,43.4842,26.1,29.404,9.13999999999,11.460614693,8.30013333333,13.1425333333,32.4989333333,8.90955555555
405.39,10.4483666667,43.5425333333,26.1196,29.4613333333,9.1636,11.4986567983,8.33,13.1795333334,32.5144,8.93233333334
