wavelength,Back_CamParf,Belly_CamParf,Breast_CamParf,Crissum_CamParf,Crown_CamParf,DorTail_CamParf,Rump_CamParf,Throat_CamParf,WingTip_CamParf
227.26,55.8801555556,63.1461333334,73.1087666667,65.9924666667,72.4344666666,102.996133333,70.10295,69.459152,105.992533333
227.64,49.6215111111,55.1648,66.7398666667,55.6410333333,64.4688666667,96.7764666667,62.912075,59.6160426667,101.392
228.01,49.6378666667,57.528,65.8053333333,55.1685666667,64.2696666667,93.3333999999,64.9250916667,54.990208,105.393266667
228.39,45.5773333333,53.7254,56.3726,50.4248333334,56.4052,82.0916666667,63.4191333333,47.8066373333,95.9478666667
228.76,43.4360888889,46.0492,51.9135333333,45.6790333333,55.8642,80.4938000001,61.7129416667,43.8445866667,90.0
229.14,48.5150444445,51.1526,57.6011666667,54.081,59.5017333333,85.1713999999,67.169025,50.3699466667,95.7008666666
229.52,42.9846666667,41.8978666667,49.9026666667,47.9562333333,53.9172,70.8030666667,58.6374291667,41.4422906667,78.4916
229.89,34.9390444445,34.1506,39.4194,39.8925666667,44.3870666667,62.6666,48.6183458333,33.5175093333,64.9462666667
230.27,33.5555111111,32.6667333333,38.4118333333,36.8823666666,41.3725333333,58.0,47.7132125,30.865864,63.2157333333
230.65,36.0148888889,34.6794666667,40.3204,35.7371666667,39.1987333333,51.5063333333,46.945125,32.5564586667,58.5896666667
231.02,38.6823111111,37.2864666667,40.3516,38.6599333333,40.5360666667,54.9415333333,51.3085958333,36.3631706667,62.3786
231.40,33.5483111111,33.4766,32.975,33.7455333333,35.1612666667,50.9318666667,46.6309791667,31.6288266667,57.8494666667
231.78,32.7071111111,32.5598,32.5044333333,33.9042,32.6335333333,49.1712666667,44.59485,30.9525013333,56.8692
232.15,31.6510666667,29.6043333333,33.1826,32.5987333333,30.772,45.7627333333,44.8423125,30.7480586667,54.1242666667
232.53,35.9156,33.3331333333,37.9703666667,35.6425333333,34.4878666667,49.3482666667,46.8923291667,33.8009893333,55.3444666667
232.90,34.1572222222,32.7341333333,36.9100666667,31.9850666667,31.573,46.2922,45.3535875,33.9267573333,53.4830666667
233.28,28.8538444445,26.6315333333,32.1228,24.9123666667,27.9298,42.421,40.7915666667,28.945904,44.7718666667
233.66,25.9136,23.1482666667,27.4073333333,21.3889666667,24.2592666667,40.7039333333,38.8656375,26.68588,43.3703333334
234.03,21.4990222222,17.0019333333,22.4457666667,15.0296333333,17.7119333333,31.637,34.9408625,20.2096426667,40.8679333333
234.41,21.3936222222,17.5518,24.8212,16.4217333333,19.4350666667,33.1826666667,37.3470291667,20.1913093333,38.6442
234.78,14.3093111111,9.68473333333,22.2297,10.4055,11.8469333333,33.2883333333,34.4651041667,12.122552,36.036
235.16,9.1447111111,6.81059999999,21.9664,4.86816666666,8.05753333334,31.9424,29.8681083333,8.09591199998,31.1752
235.54,13.4713111111,9.60933333333,27.5864,9.37930000001,9.24140000001,36.0460666667,33.3678833333,11.47404,34.5747333334
235.91,23.1689555556,19.4870666667,35.4438333333,20.0198,20.8284,41.8935333333,42.0166291667,22.9790933333,40.3944
236.29,26.6059555555,25.4644,39.4536666667,23.4242333333,22.9509333333,46.3752,45.6420291667,28.1281973333,45.1730666667
236.66,27.2165777778,26.229,39.4947666667,25.8250666667,23.0976,46.2626,45.9975333333,30.043192,47.0034666667
237.04,30.4608666666,27.9025333333,41.4958333333,29.9187666667,23.8374,49.7560666667,47.3781375,31.984328,49.7887333333
237.41,27.9382666667,27.1135333334,39.2099,27.2509333333,19.5876,45.7044666667,45.4424875,29.30848,49.0722
237.79,20.0249777778,21.0922,34.8212333333,18.8136,9.26546666665,37.9662,38.7145875,21.5774586667,42.0716
238.17,20.4703777778,21.5520666667,34.9384666667,19.2064333333,11.8167333333,38.4481333333,36.8320708333,24.2482746667,40.6702
238.54,21.932,19.9331333333,32.5794666667,18.9447333333,11.7252,34.3048,32.5230375,24.6673946667,38.9280666667
238.92,22.7777555556,18.9181333333,29.6635666667,19.1373666667,12.2221333333,30.9649333333,30.0841375,25.1918,35.7894666666
239.29,18.0646666667,13.8439333333,23.9381666667,14.6641,6.96233333332,24.4624,23.7702791667,18.41388,30.0001333333
239.67,14.844,10.6714,19.3285,11.1509666667,6.59466666667,19.9279333333,20.9832166667,15.8963013333,25.8274666667
240.04,8.12826666666,4.47426666665,10.6712,2.953,-1.07366666667,12.8187333333,14.0590416667,9.24737066667,18.3222
240.42,1.49017777777,-1.8854,2.95420000001,-1.83653333333,-7.01653333333,5.59766666667,6.37514583334,0.859925333333,9.23233333333
240.79,-0.441155555562,-3.59113333333,1.56346666666,-2.48290000001,-6.82133333333,3.74573333333,4.17847083333,-1.24201866667,7.01026666665
241.17,-1.92277777779,-3.43986666666,-0.152266666674,-3.34863333333,-7.0624,2.1156,2.68083333333,-2.23692533333,4.93153333334
241.54,-0.246355555556,-2.01026666667,0.525333333333,-0.842999999998,-4.12466666667,2.78873333333,4.298025,-0.795213333334,5.77179999999
241.92,2.30102222222,0.236466666667,3.0294,1.33456666667,-0.664466666668,5.56306666667,7.00589166666,2.731088,7.95040000001
242.29,2.9848,1.62046666667,4.13853333333,2.61026666667,0.718133333333,6.81033333333,8.04935416667,3.82512,9.12826666665
242.67,1.94126666667,0.901066666668,3.35746666667,1.44386666667,0.174400000001,6.28873333333,6.85436249999,2.71471733333,7.78106666667
243.05,0.960066666668,-0.084066666668,2.11306666667,0.182366666666,-0.131,5.39493333333,6.15426666667,1.75137066667,6.57306666668
243.42,2.01811111111,0.550400000001,2.88506666667,0.772233333332,0.559266666668,5.70793333333,7.06008333333,2.69076533333,6.92406666668
243.80,2.98231111111,1.4564,3.78846666666,1.87693333333,1.4044,6.31986666666,7.71774583333,3.18238133333,7.44679999999
244.17,2.60722222222,0.941333333334,3.69279999999,1.89566666667,1.26653333333,5.60546666667,6.94744166667,2.78477066666,7.01753333332
244.55,3.24317777778,1.39826666667,4.00333333333,1.55233333333,1.6896,6.01733333333,7.17900416666,3.791968,7.30753333332
244.92,1.55444444444,-0.253333333333,1.54399999999,-1.1995,-0.601800000001,3.80860000001,5.27156666667,2.34048266667,5.26506666667
245.30,1.2982,-0.7456,1.23049999999,-1.6576,-0.731000000001,3.22833333334,4.60554166667,1.85850933333,5.11766666667
245.67,1.58068888889,-0.244666666666,1.86163333333,-1.54103333333,-0.700933333333,3.58466666666,4.05839166667,1.836072,5.39666666667
246.05,2.14102222222,0.338933333333,1.98636666667,-0.787966666667,-0.142800000002,3.78833333333,3.74863333333,1.30506666667,5.63766666667
246.42,2.7296,1.00753333333,1.89706666667,-0.337766666667,-0.326999999999,4.148,3.90845416667,1.31642666667,5.81446666667
246.79,2.81291111111,1.121,1.82573333333,-0.0588333333348,-0.220333333335,3.86693333333,3.91890416667,1.84536,5.99593333333
247.17,2.88166666667,1.46226666667,1.8528,0.267233333334,-0.191866666667,3.62346666667,3.864725,1.90329333333,6.25073333333
247.54,3.12466666667,1.908,1.9078,0.680066666668,0.191133333333,3.94613333333,4.04347916667,2.06211733333,6.85786666666
247.92,2.49437777778,1.27146666667,1.13616666667,-0.105300000001,-0.670066666666,3.37193333333,3.37705833333,1.66009066667,6.08253333334
248.29,3.4088,2.36753333333,2.0353,0.755899999999,0.386266666667,4.36973333333,4.10549583333,2.469152,6.87426666667
248.67,3.07684444444,2.1354,1.89583333333,0.903733333333,0.205933333334,4.14453333333,3.95565,2.14057333333,6.7254
249.04,3.62691111111,2.73406666666,2.5784,1.63523333334,0.731200000001,4.79359999999,4.271825,2.57724266667,7.31546666667
249.42,4.03673333333,3.48953333333,2.84346666667,2.05966666667,1.1264,5.07126666667,4.64824166667,3.085328,7.71040000001
249.79,4.09686666667,3.4644,2.47833333333,2.19426666667,1.14153333333,4.97666666666,4.66181666667,3.22689333333,7.52653333333
250.17,3.70602222222,3.12233333333,2.43933333333,1.93563333333,0.543266666668,4.5674,4.48413333333,3.21214933333,7.115
250.54,3.12053333333,2.61566666667,1.89506666667,1.52336666667,0.533266666665,3.84666666667,3.48720416667,2.89985866667,6.207
250.92,2.40497777778,2.52046666667,1.28466666667,0.9163,-0.200800000001,3.22673333333,3.07882916667,2.17151733333,5.3576
251.29,2.7274,3.40646666667,1.557,1.22563333333,0.133733333332,3.80126666667,3.39932916667,2.22507466667,5.4952
251.66,1.36042222222,1.82413333333,-0.108233333334,-0.170633333333,-1.24666666667,2.2244,1.8270375,1.12981333333,3.45153333333
252.04,1.08486666667,1.24013333333,-0.436266666666,-0.203433333334,-1.5026,1.68653333333,0.828816666664,0.483133333332,2.46726666667
252.41,-1.10077777778,-1.28493333333,-2.98103333333,-2.13126666667,-4.55253333333,-0.835933333334,-1.5743375,-2.07515466667,-0.2694
252.79,-1.77546666667,-2.25966666667,-3.87363333333,-3.1475,-5.38246666667,-1.242,-2.66007083333,-2.70053066667,-1.3054
253.16,-2.40724444444,-2.92726666667,-4.6225,-3.61466666667,-5.8974,-2.18653333333,-3.252975,-3.140976,-2.42173333333
253.54,-2.27611111111,-3.18593333333,-4.5613,-3.63516666667,-6.18946666667,-2.1192,-3.42770833333,-3.112488,-2.89113333333
253.91,-3.374,-4.55466666666,-5.5819,-5.11133333333,-7.52873333334,-3.18966666666,-4.77827916667,-4.12970666667,-3.93673333333
254.28,-4.09686666667,-5.07946666667,-7.02563333333,-6.31523333333,-8.511,-3.8322,-6.07612916667,-5.16625066667,-5.05653333333
254.66,-3.48433333333,-4.49853333333,-6.03563333333,-5.726,-8.62566666667,-3.36046666667,-5.48400416667,-4.798104,-4.47533333333
255.03,-2.90504444444,-4.76986666667,-5.5423,-5.0621,-8.01926666667,-2.88106666667,-5.22459583333,-4.90721866666,-4.19366666667
255.41,-2.96566666667,-5.3826,-5.2015,-4.8315,-7.92593333333,-2.87246666667,-5.71550833333,-4.753432,-4.39506666667
255.78,-4.29873333333,-6.14393333333,-5.64696666667,-6.1482,-8.94600000001,-3.49613333333,-7.03184166666,-6.07948000001,-5.48393333333
256.15,-4.21417777778,-5.36873333333,-5.83246666667,-6.32533333333,-8.62213333333,-3.23646666667,-6.70205833333,-5.64252533333,-4.55133333334
256.53,-1.49357777778,-2.20913333333,-3.0172,-3.9188,-4.7384,-0.156066666666,-3.75490833333,-2.54623733333,-1.58466666667
256.90,0.382222222221,-0.0784000000006,-1.27506666667,-2.1402,-2.08693333333,1.161,-1.74672916667,-0.909856,0.626733333333
257.28,2.39177777778,1.74766666667,0.610133333333,-0.146233333332,-0.292266666666,3.08226666667,0.436491666668,1.00055733333,2.87266666667
257.65,2.0506,1.25313333333,0.354766666667,-0.120333333333,-0.429333333334,2.7696,0.335116666666,0.663909333334,3.05586666667
258.02,2.82693333333,2.1166,1.10703333333,0.821799999999,0.458399999999,3.50166666667,1.34907916667,1.46642133333,4.1258
258.40,3.20844444445,2.57793333333,1.88946666667,1.62796666666,1.1256,3.97566666667,2.20422083333,1.96082133333,5.19346666667
258.77,2.74533333333,1.90626666666,1.31403333333,1.33813333333,0.810733333333,3.69053333333,2.097125,1.50793866667,5.03806666667
259.15,3.17104444444,2.4726,1.65506666667,1.8007,1.14206666667,4.2006,2.31728333333,2.11571466667,5.5512
259.52,2.81528888889,2.00633333334,1.27853333333,1.39053333333,0.762533333333,3.90993333333,2.0030125,1.81485066667,5.3686
259.89,3.93666666667,2.94486666667,2.2325,2.60263333333,1.73426666667,4.72986666667,3.125325,2.71396,6.464
260.27,4.31251111111,3.1828,2.7621,3.09453333333,2.09473333333,5.07666666667,3.5852125,2.899288,6.9652
260.64,4.50764444444,3.05046666667,2.75916666667,3.2639,2.0112,5.1978,3.6401125,2.90106133333,7.16326666667
261.01,4.56906666667,3.1612,2.93816666667,3.39886666667,1.9276,5.0914,3.7050125,3.05513866667,7.29153333334
261.39,4.17811111111,2.98553333333,2.77503333333,3.2477,1.86893333333,4.93606666667,3.43764583333,2.82425866667,7.31033333333
261.76,4.75224444445,3.60186666667,3.2431,3.7603,2.46426666667,5.64873333333,4.022575,3.32189066667,7.74026666667
262.13,4.687,3.76066666667,3.2154,3.71363333333,2.3932,5.6822,4.05114583333,3.21460266667,7.67179999999
262.51,5.17682222222,4.10046666667,3.39533333333,4.30116666667,2.78586666667,6.06173333333,4.3138,3.66112533333,8.06113333333
