wavelength,Back_ComBaef,Belly_ComBaef,Breast_ComBaef,Crissum_ComBaef,Crown_ComBaef,DorTail_ComBaef,Rump_ComBaef,Throat_ComBaef,WingTip_ComBaef
184.87,-200.0,-273.809611111,-39.418,-43.9152222222,23.2803333332,-15.6086666667,-123.809444444,-67.7248888888,-309.523555556
185.25,-369.230666667,-539.743777778,-183.333444444,-151.282222222,-35.042888889,-119.658,-225.640888889,-159.829,-572.649333333
185.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186.01,440.740666667,647.037,324.444444444,334.074111111,199.259444445,280.000111111,337.037111111,294.073888889,577.777777778
186.39,634.567777778,1019.13594444,429.012166667,503.703555555,229.629666666,425.308555556,449.382777778,420.987666667,771.604888889
186.77,356.296444445,649.259388889,242.962888889,303.703666667,161.481444445,251.851833333,262.963,269.629666666,425.926
187.15,2272.22222222,4794.44444444,1575.0,2133.33333334,994.444444446,1727.77777778,1711.11111111,1883.33333333,2816.66666667
187.53,509.090888889,1036.36377778,365.656611111,494.949555555,298.99,404.040444444,387.878888889,436.363666667,591.919444444
187.91,470.0,1038.33333333,336.666666667,501.111111111,254.444444445,322.222222222,376.666666667,395.555555556,547.777777778
188.29,202.666666667,408.222222222,159.777777778,228.0,124.0,148.888888889,175.111111111,201.777777778,218.222222222
188.67,122.222333333,231.292444444,110.203888889,134.240444444,83.2199999999,85.3740555557,115.192777778,134.693888889,137.641666667
189.05,126.984111111,289.841444444,120.158666667,175.238111111,87.9364444443,93.0156666667,134.285888889,142.539666667,165.396555556
189.43,114.714666667,257.207444444,90.991,158.558444445,79.8797777779,62.9128333333,130.931,140.240333333,139.639555556
189.81,120.261444444,253.921722222,70.7516666667,134.640555555,76.797222222,41.1763333333,130.392222222,141.830222222,149.019333333
190.19,95.7855555556,261.494333333,28.5440555556,130.268111111,56.3217777778,0.957666666667,97.701111111,121.455888889,139.463666667
190.57,66.6666666667,183.048444444,35.4701666667,97.1510000001,51.8517777778,9.544,66.3817777777,81.4816666664,113.105222222
190.95,46.9696666667,142.676944444,17.1717222222,70.4545555555,30.0505555556,-8.0808888889,41.6664444444,45.9596666667,90.6566666667
191.33,36.111,108.974388889,9.29483333334,56.624,21.3675555556,-13.9957222222,29.4871111111,33.1196666667,73.5043333333
191.71,24.515,74.6030555556,-5.11483333333,40.5643333332,12.1693333333,-13.8445555556,19.9294444445,17.6366666666,52.3806666667
192.09,24.2197777778,51.6229444444,-1.6855,32.7092222222,16.2298888889,-1.186,13.7327777778,18.477,42.4468888889
192.47,16.6667777778,47.5926111111,-4.4443888889,28.5185555555,9.01244444443,-2.09872222223,8.88877777777,10.8643333333,40.9877777778
192.85,11.4815555556,35.494,-12.5308333333,24.5678888889,-0.246888888867,-3.33355555557,2.2222222222,2.4691111111,32.4692222222
193.23,13.5354444445,32.9798888889,-3.33333333333,15.8584444444,2.42411111111,-0.656555555567,8.38388888887,6.66677777777,29.3936666667
193.61,6.60655555556,25.075,-7.20694444443,7.60766666667,-6.40644444447,-3.00283333333,-0.700777777767,-5.20533333333,26.0261111111
193.99,-0.314555555557,16.5093888889,-19.1301111111,5.76522222223,-18.3438888889,-4.8221111111,-11.7402222222,-15.5136666667,17.4004444444
194.37,4.08344444443,15.9542777778,-8.21455555553,4.36855555554,-14.0551111111,0.759722222233,-8.07222222223,-9.97144444447,15.6694444444
194.75,6.08699999999,18.5022777778,-6.9082222222,2.51211111112,-10.145,-1.0628888889,-8.01944444446,-10.1447777778,18.0676666667
195.13,8.44822222223,16.8962777778,-7.4837777778,0.4592222222,-7.25433333333,1.83655555557,-4.59122222222,-8.90722222224,13.0394444444
195.51,15.7624444444,23.342,-2.67033333333,3.78977777778,0.08611111111,5.77072222223,3.53133333333,-5.16788888887,10.5081111111
195.89,22.4637777778,25.7647222222,5.4346111111,10.3864444445,6.84377777779,10.8695,8.85666666667,3.38188888889,15.8614444444
196.27,31.6425555556,38.4865,16.5056666667,21.3365555556,18.3574444445,22.1015,21.095,16.5058888889,28.3414444444
196.65,35.7144444445,45.2777777778,22.024,25.7142222222,26.6666666667,24.9997777778,25.873,23.3333333333,28.9683333333
197.03,34.4524444444,47.8819444444,25.7391666667,28.5373333333,32.8536666667,26.8985555556,29.6562222222,27.0983333333,32.774
197.40,32.2886666667,44.492,19.4206666667,27.5404444444,32.0037777778,24.4538888889,25.7361111111,26.8755555555,31.4341111111
197.78,38.4058888889,46.6183333333,33.454,39.3718888889,45.4105555556,35.8693888889,36.1515555555,42.029,41.4655555556
198.16,40.4708888889,47.9396111111,39.9925555556,39.2201111111,52.8331111111,40.2132777778,42.8991111111,46.9462222222,45.6216666667
198.54,39.4738888889,42.5805,40.2413333333,39.7661111111,54.9707777778,42.1782222222,45.6138888889,46.8566666667,46.564
198.92,39.7978888889,37.0034444444,36.8013888889,39.7306666667,53.9394444444,39.6295,46.1953333334,45.7911111111,43.1648888889
199.30,37.9627777778,32.2647777778,39.2093888889,40.171,55.1993333333,39.4941111111,46.6524444444,48.2906666667,41.7377777778
199.68,33.3334444445,25.091,34.7856111111,33.6238888889,51.9244444444,38.8162222222,41.3217777778,44.8801111111,37.3276666667
200.06,29.4293333333,24.4368333333,32.6951111111,32.5826666667,53.078,39.6398333333,40.0901111111,42.793,37.7627777778
200.44,21.5466666667,19.2191111111,26.9896111111,27.1021111111,47.6727777778,32.9953333333,34.3844444445,34.8348888889,26.9518888889
200.82,21.3272222222,15.6972222222,26.5848333333,28.3371111111,48.844,34.7875,34.7502222222,33.9298888889,28.9335555556
201.19,23.1546666667,14.8017222222,27.2337222222,27.739,50.8158888889,35.0036666667,34.4988888889,33.0224444445,28.8267777778
201.57,29.0421111111,21.8391666667,35.2874444444,37.4713333333,61.9922222222,40.8432222222,39.0804444445,38.4674444445,33.41
201.95,31.7462222222,20.7340555556,30.3076111111,37.8968888889,71.5277777778,43.8987222222,40.5753333333,34.127,25.0993333333
202.33,31.4631111111,22.9923888889,32.9481666667,43.0142222222,77.0078888888,52.2001666667,42.1343333333,35.3136666667,15.8416666667
202.71,33.8113333333,28.9725,36.559,40.8602222222,80.0477777778,56.3918333333,43.7274444444,36.3202222222,12.6644444444
203.09,25.3231111111,25.0002222222,34.7545555556,34.3667777778,78.6822222222,60.1422222222,37.9846666666,29.0697777778,0.645777777767
203.47,23.4953333333,23.4953888889,32.581,29.1665555556,74.0741111111,57.3496111111,33.6806666667,25.8102222222,6.13422222223
203.85,15.6801111111,11.5266666667,27.0509444444,23.4683333333,63.0321111111,51.2459444444,25.8567777778,23.9875555556,4.25744444443
204.22,2.99644444447,-7.99016666667,18.7265555556,7.74044444447,60.7991111111,44.257,10.9862222222,14.6067777778,-17.9774444444
204.60,-5.2551111111,-27.1770555556,11.0358333333,-6.00600000001,61.8616666667,38.0628888889,-0.7508888889,3.3033333333,-33.7836666667
204.98,1.72144444443,-21.9876111111,20.8917222222,-4.85144444444,68.5445555556,40.6101666667,-1.87799999999,10.6415555556,-45.3833333333
205.36,-1.47066666667,-26.5521666667,8.74172222221,-14.0523333333,65.1961111111,36.7646666667,-9.80388888888,2.9411111111,-58.0065555556
205.74,-0.5168888889,-20.4133888889,6.45994444444,-18.2172222222,55.168,33.0747777778,-5.16799999998,3.22977777778,-50.5168888889
206.12,-9.7221111111,-29.735,1.70444444444,-27.0202222222,48.106,26.3889444444,-12.6264444445,-1.0101111111,-53.4088888889
206.50,-12.5355555557,-34.5441111111,4.91444444444,-34.0457777778,55.983,24.0738333333,-14.815,-3.27633333333,-63.6753333333
206.87,-23.2026666667,-46.4051111111,-0.326666666667,-45.5883333334,62.4183333332,20.0981666667,-27.9412222222,-8.16988888888,-78.2678888889
207.25,-32.3917777778,-64.5951111111,-3.57827777777,-57.6271111111,60.0753333335,14.6891666667,-34.6515555556,-7.53311111113,-92.2787777778
207.63,-30.2833333332,-76.5795555556,2.06972222223,-64.0523333333,66.0131111112,15.5774444444,-40.305111111,-6.10011111113,-107.843222222
208.01,-29.6297777776,-124.074,42.4072222222,-84.8147777777,128.518444445,29.4442777778,-56.2963333334,-4.44444444453,-174.074
208.39,-2.33329207807e-10,-99.2063888889,54.7620555556,-53.0157777777,122.222222222,37.1427777778,-33.3333333333,2.5397777778,-141.904888889
208.77,7.40755555533,-98.0059444444,67.8061111111,-36.4673333334,116.239111111,49.8575,-27.3503333333,16.2393333333,-119.088333333
209.14,-18.5185555557,-170.555444444,63.3332777778,-61.1111111112,119.259222222,39.2592222222,-49.6296666666,-8.14822222223,-150.741
209.52,-33.7035555558,-175.000111111,90.926,-55.926111111,117.037111111,25.1850555556,-39.6296666666,-0.370222222333,-142.962888889
209.90,-74.3961111113,-270.048444444,92.029,-84.5409999999,103.381666667,-18.1159444443,-79.2270000001,-35.2656666665,-210.627888889
210.28,-44.4444444443,-223.888833333,78.148,-66.6666666668,81.111111111,-34.9999444443,-67.0370000001,-35.5555555556,-182.222222222
210.66,-81.1110000003,-266.851888889,43.3333333333,-101.481444444,45.5555555553,-73.7035555557,-102.592555556,-65.9259999999,-214.814555556
211.03,-91.1876666667,-297.892666667,49.0421666667,-92.7202222222,47.8927777777,-62.452,-97.3179999999,-70.114888889,-214.176555556
211.41,-32.2222222221,-182.916666667,70.4166666667,-33.8888888888,67.4999999998,-22.0833333333,-37.2222222223,-28.6111111111,-150.833333333
211.79,-28.3951111112,-190.586611111,78.8580555556,-21.2963333333,84.8765555554,-9.41355555557,-29.9381111111,-28.0863333332,-165.123444444
212.17,-51.1111111112,-227.777611111,72.4074444444,-35.5555555554,86.6666666667,-13.7037222222,-42.963,-40.7407777777,-171.111222222
212.55,-173.333222222,-468.148166667,99.6297777778,-125.926111111,104.444444444,-60.000111111,-100.0,-113.333444444,-353.333222222
212.92,-179.259222222,-437.037,82.5925,-127.407333333,114.074111111,-62.5927222223,-60.000111111,-120.0,-355.555333333
213.30,-123.391777778,-308.771888889,92.1055,-94.1522222222,128.070111111,-17.5437777777,-15.7894444444,-64.3274444443,-274.269111111
213.68,-28.8194444443,-163.715277778,86.8055555556,-24.652777778,111.111111111,42.7083333333,12.5,3.47222222222,-130.555555556
214.06,-63.888888889,-484.722333333,291.666666667,-84.2592222222,288.888888889,159.722222222,28.703777778,32.4072222222,-329.629555556
214.44,-79.3651111113,-685.714333333,583.333444445,-95.2381111111,525.396888889,432.539722222,131.746111111,133.333333333,-446.031555556
214.81,-130.555555557,-1350.0,908.333333333,-311.111111111,749.999999999,595.833333333,83.3333333333,166.666666667,-822.222222222
215.19,200.000000001,1080.0,-603.333333333,406.666666667,-397.777777778,-303.333333333,77.777777778,6.66666666657,893.333333333
215.57,217.284111111,667.283833333,-151.851888889,350.617222222,-93.827222222,-126.543166667,201.234444444,67.9012222221,459.259444444
215.95,277.777777778,636.419888889,-129.012333333,398.765333333,-44.444222222,-53.0865,241.975333333,79.0123333334,533.333333333
216.32,1216.66666667,2836.11111111,-330.555555556,1961.11111111,-172.22222222,52.7777777767,1088.88888889,444.444444444,2988.88888889
216.70,-393.650777778,-929.365111111,20.634888889,-644.444555557,12.6984444443,-11.9045,-420.634666667,-160.317444445,-961.904888889
217.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217.46,224.786333333,500.854666667,-25.2137777777,403.418888889,75.2136666664,-26.4955555557,321.367555556,105.982888889,581.196666667
217.83,133.333444444,210.114,56.9801666666,192.592555556,74.0739999999,49.1453333333,149.857444445,92.5926666667,262.393222222
218.21,140.650555556,194.173222222,83.739888889,188.618,80.2167777778,75.068,152.574555555,95.6639999999,267.208888889
218.59,129.559666667,170.230611111,86.0585,162.683555555,88.679111111,90.566111111,133.752555556,93.7108888889,221.802777778
218.97,136.825444444,172.063333333,66.349,173.650666667,65.0794444445,51.9048333333,123.809555555,74.9205555554,255.237888889
219.34,400.0,590.277777778,173.611111111,602.777777778,37.5,74.3055555557,338.888888889,127.777777778,870.833333333
219.72,197.660777778,234.210666667,59.3565555557,292.982333333,19.2981111111,100.000055556,129.824555555,73.684111111,411.111
220.10,165.333333333,219.333333333,68.8888888887,249.777777778,42.2222222223,112.666666667,112.0,85.3333333334,316.0
220.47,169.777777778,217.111111111,59.5555555557,230.666666667,30.6666666668,103.555555556,106.666666667,88.4444444446,328.0
220.85,199.999888889,284.814611111,27.036888889,264.444555556,-37.0371111111,121.481555556,77.037111111,77.0371111111,422.222333333
221.23,769.444444446,956.944444444,147.222222222,958.333333332,-102.777777778,600.0,219.444444445,252.777777778,1488.88888889
221.61,-3088.88888889,-4750.0,-1494.44444444,-4044.44444444,211.11111111,-3294.44444444,-922.222222223,-1544.44444444,-5833.33333333
221.98,-391.111111111,-818.888888889,-148.888888889,-633.333333334,108.888888889,-555.555555556,-15.5555555557,-175.555555556,-960.0
222.36,-277.777777778,-811.111111111,-14.4444444447,-582.222222222,111.111111111,-408.888888889,46.6666666668,-131.111111111,-904.444444444
222.74,-181.481444444,-548.148111111,121.296277778,-398.148222222,220.370444444,-250.000111111,59.2593333334,1.851777778,-675.926111111
223.11,-883.333333332,-1816.66666667,183.333333333,-1311.11111111,361.11111111,-1108.33333333,-122.222222222,-244.444444444,-2483.33333333
223.49,124.537111111,192.1295,41.8982222222,146.296333333,31.0183333335,148.379666667,81.9445555557,80.0925555557,280.092444444
223.87,108.642,192.181277778,53.0865555554,110.699666667,37.0369999999,107.407277778,90.5348888891,77.3663333335,244.855777778
224.24,77.7777777779,130.452722222,-4.52677777779,57.6132222222,-8.6418888889,30.4525,62.9629999999,40.3292222221,193.415666667
224.62,70.138888889,111.979166667,3.2986111111,69.0972222221,4.8611111111,26.5625,59.3749999999,46.5277777778,149.305555556
225.00,53.229888889,63.6951111111,-8.52716666667,68.4753333334,0.5168888889,29.4573888889,39.7932222222,28.6822222222,114.47
225.38,31.919111111,42.4239444444,-13.7375,43.4343333333,-15.7574444444,8.687,16.7675555556,15.5557777778,79.1916666667
225.75,13.2274444446,0.396777777777,-61.3755,21.9577777779,-48.4127777778,-30.9525,-8.20099999997,-4.23277777778,70.8996666667
226.13,3.41855555553,-37.6067777778,-134.187888889,5.55555555547,-105.128222222,-86.1113333333,-37.1793333335,-26.0685555556,81.1964444443
226.51,-214.814888889,-862.963055557,-1468.51833333,-251.852,-1277.77777778,-1053.70377778,-644.444444446,-551.851777778,425.926
226.88,69.697111111,216.666277778,388.889055555,100.0,367.676888889,320.707,228.282888889,182.828111111,-72.7273333333
227.26,45.2993333333,122.649722222,293.589833333,44.4445555557,270.940222222,220.512611111,144.444444445,94.0171111111,-88.889
227.64,40.5017777779,47.3117777778,152.509111111,41.5771111112,129.749333333,119.354777778,102.150666667,68.8172222222,-9.67766666667
228.01,36.7522222222,34.295,113.889111111,44.0172222222,88.8888888889,84.0809444444,79.701,54.7008888889,19.2307777778
228.39,33.1416666667,22.7011111111,90.134111111,36.0152222222,61.8774444444,58.4292222222,68.9654444443,43.6782222222,8.046
228.76,23.366,22.3857222222,73.2027222222,33.9868888889,47.3856666667,43.3823333333,55.8825555556,39.706,6.86277777778
229.14,1.29633333333,-14.8148888889,39.8148333333,17.2223333333,18.3332222222,21.4813888889,29.8147777778,11.6667777778,-25.3704444444
229.52,-0.64411111111,-20.7728333333,22.9468888889,11.9162222222,7.72966666668,7.40744444444,17.2303333333,1.77155555556,-20.9341111111
229.89,-16.7473333333,-44.9276666667,-4.50905555556,-6.2801111111,-6.44122222222,-10.6280555556,-7.56844444443,-15.9418888889,-38.4864444444
230.27,-37.5261111111,-80.2937222222,-25.3668333333,-26.8345555555,-26.2055555555,-36.8971111111,-31.4465555556,-41.2996666667,-63.1028888889
230.65,-35.9698888889,-82.8626111111,-24.9528333333,-28.0602222222,-30.3201111111,-29.0021666667,-28.6252222222,-43.8794444444,-53.6724444444
231.02,-3.96822222221,-35.6481666667,2.44733333332,0.264555555553,-5.15877777777,3.57155555557,-7.1428888889,-11.9047777778,-19.1798888889
231.40,-9.44444444447,-43.4722222222,-0.416666666667,-6.24999999999,-9.02777777779,-2.77777777777,-11.5277777778,-16.5277777778,-23.75
231.78,-2.64555555554,-26.1904444444,4.03444444446,1.32266666668,-4.23266666666,-2.24872222223,-5.42333333333,-6.61377777778,-13.6245555556
232.15,-9.99940870846e-12,-28.4898888889,-7.26483333333,-3.41900000001,-2.42166666666,-5.91155555557,-9.68666666667,-7.2648888889,-21.3674444444
232.53,-8.98877777779,-31.7102222222,-14.1074444444,-12.6093333333,-2.87144444446,-17.1658888889,-18.4768888889,-11.6105555556,-25.593
232.90,-4.4701111111,-40.8685555556,-15.2617777778,-14.8147777778,-4.59777777777,-19.3488888889,-21.3281111111,-14.4314444444,-25.6701111111
233.28,14.9073333333,-5.87955555556,9.53705555556,11.2037777778,18.3334444444,4.07422222222,2.12955555556,7.87022222222,-3.7961111111
233.66,15.8848888889,-3.16877777778,16.7490555556,14.4033333333,22.3867777778,9.01216666667,6.749,11.2756666667,-0.164555555557
234.03,18.5691111111,4.7945,25.1522777778,18.7214444445,25.3424444444,13.9648333333,14.9924444444,18.1126666667,11.111
234.41,24.4948888889,15.0885,30.2398333333,23.7373333333,29.293,21.0543333333,22.3485555556,26.0101111111,21.6537777778
234.78,27.9998888889,19.5241111111,32.6032222222,26.5398888889,32.8255555556,21.5557222222,25.3334444444,30.7936666667,24.4446666667
235.16,21.7753333333,12.8352222222,24.6167777778,19.9232222222,26.1173333333,14.3038888889,21.1367777778,23.5631111111,20.6256666667
235.54,24.6352222222,18.8552777778,24.2144444445,23.5127777778,27.048,20.3144444444,26.0944444444,27.4974444444,25.8135555556
235.91,18.8074444445,15.2303333333,18.8618888889,17.8862222222,20.9755555555,16.4767222222,20.9214444444,21.897,21.0298888889
236.29,17.3983333333,18.5365,19.5120555556,18.9702222222,21.3007777778,16.5312777778,22.1681111111,22.8184444444,21.0298888889
236.66,23.7934444444,26.5711666667,27.0762222222,26.7676666667,28.2266666667,27.1883333333,30.6397777778,29.9662222222,28.1705555556
237.04,26.5607777778,31.984,30.3437777778,30.3173333333,32.6455555556,32.8568333333,33.8094444445,32.6985555556,31.5871111111
237.41,26.8475555556,30.0638333333,32.5625,27.6448888889,33.4396666667,36.0712777778,35.6192222222,33.6522222222,36.7356666667
237.79,25.4514444444,28.3796111111,30.1038333333,22.0033333333,28.4071111111,34.5373888889,33.1144444444,32.1838888889,33.2236666667
238.17,22.278,25.4326666667,25.4886666667,19.9328888889,25.0138888889,31.2396666667,30.7091111111,27.7498888889,29.5926666667
238.54,18.4241111111,22.1937777778,23.6394444444,19.0475555555,23.1293333333,31.7460555556,28.1746666667,24.4898888889,22.5622222222
238.92,12.5468888889,15.7616111111,17.2908888889,13.2333333333,16.1674444444,25.0,20.3495555556,18.1647777778,18.3517777778
239.29,14.3493333333,17.143,17.2064444444,15.3014444444,16.635,24.6665555556,18.0317777778,19.0476666667,15.2381111111
239.67,6.43955555554,8.01777777778,9.94305555556,7.63877777778,11.0478888889,16.7297777778,6.31311111111,10.6692222222,5.55533333333
240.04,10.8974444445,11.1379444444,12.7136111111,12.5534444445,14.5301111111,20.4058888889,9.98933333333,13.3011111111,9.77555555556
240.42,8.81222222221,5.388,11.566,9.67422222222,10.6323333334,18.3668888889,7.75866666669,8.47688888889,9.00388888889
240.79,9.37644444444,4.17183333333,10.3883333333,8.46766666666,9.54166666667,19.0623333333,7.39366666667,9.78955555554,10.3676666667
241.17,9.30233333332,5.02038888889,10.5205555556,9.22844444444,9.85588888888,20.0443888889,9.63466666668,10.0035555556,11.96
241.54,5.76144444444,2.50366666667,5.64116666667,5.35,4.28666666665,15.7577222222,5.487,4.76666666667,7.47611111111
241.92,3.95066666667,3.41038888889,4.19738888889,6.32711111111,4.38266666666,16.2500555556,5.12322222222,3.27155555556,7.34555555556
242.29,0.724555555557,-0.422777777777,-0.0904444444433,3.14011111111,1.78155555556,14.0848888889,0.815333333333,-0.0905555555543,4.40811111111
242.67,2.40944444444,1.41727777778,0.70861111111,3.79833333333,3.40155555556,14.9945555556,1.559,1.58744444444,6.40577777778
243.05,5.95511111111,4.53755555556,3.58355555555,6.85733333333,7.45044444443,18.8708888889,5.02688888889,4.64033333333,9.46122222222
243.42,4.64833333333,4.12616666667,3.44266666667,5.66733333334,7.18366666668,18.5559444444,5.56788888889,4.07677777778,9.34611111111
243.80,7.95733333332,7.52055555556,6.79277777778,8.07866666665,9.29166666666,21.0092777778,9.63144444443,6.93844444444,12.5183333333
244.17,7.84577777778,6.67616666667,7.43166666667,7.72411111111,9.55166666668,22.1979444444,9.94144444443,6.62766666667,13.8885555556
244.55,9.69911111112,9.4791111111,9.03944444443,9.3981111111,11.5508888889,23.6687777778,11.3887777778,8.84244444446,17.4535555556
244.92,7.04644444445,5.7765,5.36777777778,7.88611111111,8.92422222222,20.9518333333,8.01866666666,5.63288888889,14.6453333333
245.30,6.03288888889,3.707,4.05238888889,6.23588888889,7.67833333333,18.647,6.21588888889,5.17988888889,12.9595555556
245.67,6.42711111111,4.7568888889,5.22872222222,8.24255555555,9.36833333332,19.2358333333,7.20777777778,7.38922222221,13.7981111111
246.05,7.25288888888,4.5205,5.68811111111,8.09722222222,9.14055555556,19.3327777778,7.07077777778,7.5511111111,14.6545555556
246.42,8.34422222222,5.1183888889,6.93916666667,8.43177777778,9.39277777778,19.0329444444,7.96555555556,8.56255555554,14.4457777778
246.79,7.06222222222,3.0535,5.42783333333,7.31766666667,7.43877777778,17.4132777778,6.42977777778,6.57788888889,12.9137777778
247.17,6.507,3.74488888889,5.65988888889,7.04733333333,6.65433333333,17.2316111111,6.96122222222,5.90522222222,12.5233333333
247.54,5.74911111111,2.95661111111,4.8165,6.10111111111,5.74922222222,16.7897777778,6.03066666667,5.057,12.0494444444
247.92,4.89322222222,2.01488888889,3.86083333333,5.477,4.89333333333,15.9595,4.52311111111,4.14133333333,11.2907777778
248.29,5.64322222222,3.05694444444,4.28988888889,5.99388888889,5.435,15.9323333333,5.05144444444,4.85422222222,11.8234444444
248.67,4.75855555555,1.9865,3.17066666667,4.80288888889,4.27166666666,15.0451666667,4.27177777778,3.65211111111,10.2256666667
249.04,4.89577777778,2.84811111111,3.55894444444,4.69255555556,4.61355555556,15.0083333333,4.89577777778,3.57577777778,10.0278888889
249.42,4.77522222222,3.43966666667,3.82388888889,5.03555555556,4.69277777778,15.4140555556,5.26,3.56977777778,9.527
249.79,4.27533333334,2.41933333333,3.15533333333,3.95544444444,3.50755555556,15.3097777778,4.37777777778,2.27855555556,9.02488888889
250.17,4.312,2.43288888889,3.12938888889,4.66333333333,3.46033333333,15.2744444444,4.56888888889,3.02777777778,8.16411111111
250.54,4.35422222222,2.65777777778,3.34927777778,5.126,3.495,16.0113888889,5.44644444444,3.59677777778,8.46066666667
250.92,4.63622222222,3.68583333333,3.97155555556,5.54777777778,4.12622222222,16.3960555556,6.645,4.37344444444,9.303
251.29,3.442,1.26966666667,1.82127777778,4.244,3.19144444445,14.2687777778,4.91222222222,4.01011111111,8.23711111111
251.66,5.42655555556,2.00677777778,3.66927777778,5.30577777778,4.34111111111,14.8835555556,6.44266666667,5.83977777778,8.80266666667
252.04,4.95044444444,1.04494444444,2.94261111111,4.84055555556,3.77688888889,13.8246666667,6.399,5.40888888889,8.59922222222
252.41,1.27155555556,-3.20822222222,-0.244555555553,1.62366666667,0.000111111111,10.9842222222,2.79744444444,2.42577777778,5.00766666667
252.79,-0.362333333333,-5.07261111111,-1.61044444445,0.946,-1.65044444445,9.50072222222,1.32844444445,1.67055555556,4.509
253.16,0.383222222223,-5.15227777778,-1.26027777778,0.98811111111,-1.51255555556,10.0623333333,1.35122222222,1.87533333333,5.24288888889
253.54,0.327,-6.97511111111,-2.47155555555,-0.101999999998,-2.47133333333,7.74111111111,-0.592222222221,0.53088888889,6.27055555556
253.91,2.50244444444,-5.29505555556,-0.300222222223,1.42155555556,-0.039888888889,9.33961111111,1.28122222222,2.88277777778,7.14722222222
254.28,0.597111111111,-8.15733333333,-2.68733333333,-1.27955555556,-2.94322222222,6.34455555556,-1.04511111111,-0.127888888889,4.79833333333
254.66,1.88477777778,-8.4811111111,-2.31227777778,-0.876555555553,-1.86266666666,6.24583333333,-0.810777777778,0.241222222223,5.91711111111
255.03,1.45955555555,-9.65155555557,-3.55461111111,-1.81255555556,-2.40111111111,5.42583333333,-1.836,-0.259000000001,4.80244444444
255.41,3.11588888889,-7.70533333333,-2.53627777778,-0.12088888889,-0.990333333333,6.92027777778,-0.748555555555,-0.289999999999,5.99044444444
255.78,4.42011111111,-5.36005555556,-1.92916666667,2.44211111111,0.537222222222,9.08422222222,1.05,1.31866666667,8.03422222223
256.15,7.43122222223,-2.56411111111,0.629055555557,5.508,3.82233333333,12.5711666667,3.18144444445,4.34477777778,10.4225555556
256.53,10.7817777778,2.55833333333,4.76505555556,8.54177777779,7.57577777778,16.491,7.22455555556,7.31222222222,13.1314444444
256.90,12.6645555555,5.3395,7.6008888889,10.777,10.1083333333,18.2399444444,9.97055555557,9.89188888889,14.2381111111
257.28,11.6246666666,5.08816666667,7.93922222222,11.1294444444,9.80944444443,17.9224444444,10.1943333333,10.0293333333,14.4115555556
257.65,10.0211111111,5.44983333333,7.80072222222,10.1837777778,8.45933333332,18.5944444444,10.0213333333,9.74444444443,13.5677777778
258.02,7.80666666667,4.43738888889,5.90927777778,8.70144444444,5.85866666667,16.4069444444,8.52822222222,7.74911111111,11.7748888889
