wavelength,Back_DigGlam,Belly_DigGlam,Breast_DigGlam,Crissum_DigGlam,Crown_DigGlam,DorTail_DigGlam,Patch10_DigGlam,Rump_DigGlam,Throat_DigGlam,WingTip_DigGlam
186.01,25.0407333335,-82.9268666666,1.78860000008,-26.3414666667,-13.3332666668,10.2439333334,-9.431,-16.0975333333,-26.8291333335,-1.4634
186.39,56.1290666667,-89.4623999999,18.7096666666,-10.9677333333,11.6128000003,40.8600666667,-2.7957333334,6.59991172824e-11,-23.2257999999,13.5483333333
186.77,86.4,-82.6666666666,46.4000000002,8.80000000006,37.6000000001,82.6666666667,4.00000000006,25.8666666667,1.8666666668,31.4666666667
187.15,199.3938,-164.242466666,115.151466667,50.3030666668,115.757533333,209.090866667,-5.4545333332,79.3939333334,50.9090666667,93.9393333334
187.53,723.333333334,-218.333333334,378.333333333,241.666666667,498.333333334,841.666666667,18.3333333334,380.000000001,304.999999999,459.999999999
187.91,-550.000000001,83.3333333326,-288.888866667,-213.333466667,-358.888866667,-645.555600001,-12.2222666662,-324.4444,-237.777866666,-411.111066666
188.29,-782.222333334,-148.889,-511.111066667,-496.666666666,-522.222199999,-873.333266667,-195.555533333,-586.666600001,-439.999999999,-620.000066666
188.67,-623.333333334,-100.833333334,-413.333333334,-419.166666666,-413.333333333,-725.000000001,-138.333333333,-453.333333333,-366.666666667,-474.999999999
189.05,-1751.11113333,-455.555533335,-1235.5556,-1317.77773333,-1284.44446667,-2235.55546667,-413.3332,-1482.2222,-1199.99993333,-1344.44446667
189.43,-736.666666667,-253.333333334,-522.5,-540.833333333,-537.5,-872.500000001,-169.166666667,-630.833333334,-516.666666667,-579.999999999
189.81,-182.1428,-37.8571333332,-118.095266667,-109.2858,-115.237933333,-220.714333333,-17.6189333334,-144.285733333,-107.618933333,-131.190466667
190.19,-108.718066666,-13.6752,-64.4444666667,-50.7691333333,-63.9314666666,-136.0684,19.1451333333,-90.7693333334,-57.2651333333,-78.9742666667
190.57,-61.3333333334,16.1333333333,-27.5999999999,-13.0666666666,-17.3333333334,-74.9333333333,37.7333333334,-44.8,-22.9333333334,-41.3333333333
190.95,-72.1333333334,5.2,-39.7333333333,-19.0666666669,-21.0666666666,-72.7999999999,31.5999999999,-42.6666666667,-25.4666666666,-49.7333333334
191.33,-97.3049999999,-12.9078666667,-56.3119333334,-28.6524666666,-31.6312000001,-77.5887333333,23.8297999999,-51.2056000001,-34.7516666667,-64.5389333333
191.71,-65.1366000001,-1.63939999998,-46.2294666667,-18.4700000001,-15.7378,-47.4318000001,22.5137333334,-31.9125333333,-20.0001333334,-39.1257333333
192.09,-60.5050666667,-0.40399999994,-47.2726666666,-15.9596666666,-13.4344,-41.4141333333,24.8485999999,-27.8788666667,-25.7575333334,-28.3839333333
192.47,-71.4444666666,-8.88886666673,-57.1111333333,-20.3333333333,-20.2222666666,-54.5555999999,21.5555333333,-33.4444666666,-37.1111333334,-33.5555333333
192.85,-79.4252666667,-15.8622000001,-60.5746000001,-27.2413999999,-29.6553333335,-55.6321333333,10.1148666667,-43.5631333333,-47.4712,-36.3218666666
193.23,-74.8634666667,-16.2840666666,-52.1311333334,-18.0328,-30.8195333333,-47.5409999999,6.88519999994,-38.3607333333,-46.5574,-33.5519333334
193.61,-68.1026,-18.5641333334,-48.4102666667,-13.3333333332,-31.2820666667,-46.9742000001,3.79486666667,-41.1281999999,-44.6154,-27.1794000001
193.99,-99.6362666668,-45.8181333332,-80.0001333332,-38.9092000001,-55.1515999999,-80.3636666666,-13.0910000001,-71.3938666667,-77.4545333332,-53.6969333334
194.37,-183.999933333,-97.3332666666,-163.238,-99.9997999999,-118.476266667,-156.9524,-56.1905333332,-131.619066667,-155.619133333,-113.714266667
194.75,-257.066666667,-154.666666667,-221.866666667,-145.333333333,-181.6,-233.866666667,-80.2666666667,-185.333333333,-226.666666667,-158.133333333
195.13,-373.703666667,-235.555666667,-306.296266667,-219.999999999,-274.074,-366.296266667,-142.5926,-304.8148,-347.037133333,-248.148133333
195.51,-351.5788,-233.3334,-294.385866667,-227.368533334,-269.473733333,-388.070200001,-143.508866667,-298.2456,-347.7192,-248.772
195.89,-1506.66666666,-1006.66666667,-1150.66666667,-998.666666667,-1116.0,-1549.33333333,-646.666666665,-1194.66666667,-1482.66666667,-1084.0
196.27,8566.66666667,6080.00000001,6080.0,5966.66666667,6493.33333333,8580.00000001,4473.33333333,7140.00000001,8013.33333333,6506.66666667
196.65,-427.4074,-285.1852,-282.962933333,-273.333333333,-317.407333334,-420.370400001,-205.5556,-342.963,-387.7778,-317.037
197.03,-427.036933333,-308.5186,-296.666733333,-272.592466666,-317.037066667,-420.740666667,-208.888866667,-341.481533333,-388.148133333,-327.4074
197.40,-571.111266667,-430.2222,-442.2222,-396.000000001,-428.000066667,-564.444533334,-310.666666667,-459.999933334,-510.222200001,-447.1112
197.78,-1257.14286667,-945.714266667,-958.095199999,-865.714400001,-937.143000001,-1275.23806667,-677.142733332,-996.190533333,-1121.90473333,-1026.66666667
198.16,-1240.95233334,-930.476266667,-905.714199999,-840.000066668,-912.380999999,-1253.3332,-631.428666666,-992.380866667,-1110.47626667,-1007.61906667
198.54,-832.666666667,-617.999999999,-555.999999999,-545.333333333,-582.000000001,-818.0,-422.666666667,-675.999999999,-729.333333334,-658.000000001
198.92,-578.571466667,-417.619,-380.9524,-371.428666667,-397.619133333,-572.381,-291.904733333,-493.333333333,-477.142866666,-457.1428
199.30,-473.333333333,-370.588133333,-320.784333333,-327.450999999,-349.411733334,-472.548933334,-248.6276,-421.568600001,-394.117666667,-370.980466667
199.68,-235.484,-186.6666,-148.172133333,-164.301066667,-168.602133333,-235.698933333,-118.494733333,-213.9786,-202.1506,-175.913933333
200.06,-113.4722,-98.8889333333,-64.7221999999,-75.9722,-78.6111333333,-129.166733333,-44.1666000001,-114.444333333,-97.9165999999,-77.3611999999
200.44,-62.9378666667,-53.5594,-29.6044000001,-34.5763333333,-40.2258666668,-80.1129999999,-8.13560000014,-65.4237333334,-53.4462666665,-36.1582666667
200.82,-64.8718666667,-61.7948000001,-27.564,-43.0768666667,-40.1282666667,-87.9488666666,-5.89746666668,-71.6666666667,-59.8718666666,-35.2565333333
201.19,-52.4847333333,-48.3636666667,-15.9998666667,-32.8485333333,-27.9999999999,-72.1212000001,6.30306666672,-56.7271333333,-48.2423999999,-22.1819333333
201.57,-32.1839333333,-26.8965333333,8.96559999994,-17.7011333333,-11.3792666667,-49.7701333333,24.2529333333,-38.0458666666,-29.5401333334,-4.94253333325
201.95,-10.5314666666,-1.06280000001,25.5072666667,-5.12080000008,8.98566666661,-17.0047999999,36.8116666666,-7.14979999994,-10.6280666666,16.3283333333
202.33,-3.00466666673,9.01406666667,32.6760666667,2.72306666668,15.3052666667,-6.19713333327,41.1267999999,7.3238666666,0.56346666672,26.8544666667
202.71,0.639266666666,9.49766666667,31.4154666667,7.03186666666,19.7259333334,-1.7350666666,42.9223333333,10.6849333333,3.01373333326,29.8629333333
203.09,-1.20200000008,6.44806666668,30.3824666667,8.30606666666,26.5574000001,1.31139999992,51.0383333333,11.0381999999,-8.52459999992,34.0983999999
203.47,11.4753333333,19.5628666668,37.2678000001,20.6558,39.0162666667,11.5846666667,55.1912666667,23.6065333333,-0.54640000008,45.1367333333
203.85,-3.0065333334,2.8759333334,15.5555333333,11.8953333334,15.4248000001,-4.70579999994,42.0915333333,6.14379999994,-19.7387333333,33.4640000001
204.22,-30.4347333333,-17.1013333333,-2.7536,-9.13039999986,-12.6087333334,-24.7825333332,17.5361999999,-8.69566666672,-43.3333333333,15.3622666666
204.60,-84.1176666667,-67.255,-42.3529333332,-45.0980000001,-60.0000666667,-71.5685333334,-12.3528666666,-53.9215999999,-104.706,-21.1763333332
204.98,-62.9059333333,-43.2478666668,-26.1537333336,-25.6409333332,-43.5897333333,-51.9659333333,5.47013333334,-39.829,-78.4615333333,-8.88886666672
205.36,-45.7142000001,-30.2040666666,-16.4626,-17.5511333333,-30.3402666665,-40.4080666666,1.90486666662,-30.3401333333,-57.1428,-2.17679999986
205.74,-46.4150666667,-39.6226,-17.2325999999,-21.2578666667,-29.6854666667,-42.6414666666,-7.92446666666,-38.2391333333,-63.2705333333,-8.93066666666
206.12,-70.9630666667,-71.7036666667,-41.7779333334,-46.5185333335,-58.6667333333,-71.8518000001,-35.8519333333,-73.0371333333,-85.9258666668,-33.4814666667
206.50,-44.1508666667,-55.4716666666,-24.4025333333,-38.1131333334,-37.8617333333,-45.5345999999,-21.5094000001,-56.4780666666,-64.1509333334,-18.2389999999
206.87,-30.5821333333,-43.8093333334,-11.5346,-34.0740000001,-34.9207333333,-35.4497333333,-13.8625333334,-41.5871999999,-50.4763333333,-12.4868666666
207.25,-14.982,-25.2329999999,2.00726666668,-20.0716000001,-18.9964666667,-22.6523333333,-6.02140000002,-20.9319333334,-26.3082,-4.30113333333
207.63,-21.7359333333,-28.8194000001,3.33333333328,-21.0416666667,-21.8056,-28.3333333333,-4.44446666666,-23.5416666666,-26.7362,-8.54166666667
208.01,-11.1974,-16.9579333333,19.9353333334,-12.4271333333,-4.59553333333,-16.4401333333,6.60206666666,-10.4207333333,-12.2977333333,5.43693333334
208.39,-7.98786666667,-15.916,23.0029999999,-8.10819999999,-0.66066666668,-12.0720666667,7.50746666666,-9.90993333327,-8.58866666668,7.08706666667
208.77,-3.97746666665,-14.2295333333,22.4650666666,-6.2744,3.92146666667,-8.79553333334,8.51533333332,-5.04213333333,-4.98593333334,10.8122666667
209.14,-4.058,-16.3478,19.7101333334,-8.57980000001,2.78266666668,-12.8696,4.75360000001,-6.02899999994,-6.37679999999,8.1738
209.52,-10.6270666667,-27.9869333333,12.4092666667,-20.1980666667,-7.7228,-25.6105333333,-2.17833333332,-18.0858,-17.0297333333,-1.38613333335
209.90,-16.3508666666,-34.9474,3.78946666666,-29.9649333333,-15.3684666667,-36.1402666667,-7.579,-24.9123333334,-20.4910666667,-9.68426666668
210.28,-27.7235999999,-47.0732,-6.09760000006,-43.1708000001,-23.6585333333,-52.2764000001,-15.6910666667,-39.8374666667,-31.5447333333,-20.6503999999
210.66,-29.9566666666,-51.0821999999,-12.0346,-44.4156666666,-31.0823333333,-58.7878666667,-22.2512666666,-47.0995333334,-38.0086666667,-22.6839999999
211.03,-36.4251999999,-57.8744666667,-19.9033333333,-49.3719999999,-35.4590000001,-67.7294666667,-31.0144666667,-57.2947333334,-47.4397333333,-24.3478666667
211.41,-41.9882666667,-72.8654000001,-38.8304000001,-61.9883999999,-56.6083333333,-84.9122000001,-39.7661333334,-77.6607333333,-63.3918666667,-24.4444000001
211.79,-43.4666666667,-85.3333333333,-51.3333333334,-80.9333333332,-68.1333333333,-91.1999999999,-50.9333333334,-88.2666666667,-77.7333333334,-26.8000000001
212.17,-51.4666666666,-94.5333333333,-73.3333333331,-92.1333333333,-84.1333333333,-96.8000000001,-65.6,-101.333333333,-92.2666666667,-40.4
212.55,-103.777733333,-174.888866667,-162.888866667,-178.0,-166.666733333,-170.889066667,-133.555533333,-195.5556,-178.444466667,-94.8889333335
212.92,-157.948733333,-234.615333333,-233.333333333,-253.846066667,-230.0,-235.8974,-196.923133333,-274.358933333,-240.769266667,-149.2308
213.30,-188.3334,-280.555466667,-265.8334,-293.8888,-271.6666,-260.277666667,-227.222333334,-314.444533333,-276.3888,-159.4444
213.68,-117.450866667,-182.549133333,-166.8628,-185.098066667,-170.392,-163.3334,-141.960733333,-192.941333333,-176.666666667,-97.2550000002
214.06,-47.4830666667,-95.2379999999,-84.3538000001,-90.2040000001,-84.6258666667,-79.1836000001,-62.9932,-102.721066667,-92.3808666668,-31.8367333333
214.44,-8.50246666666,-44.2513333333,-30.6281333333,-34.7825999999,-30.4347333333,-29.1788666667,-21.6424,-43.6715333333,-41.2559333334,11.401
214.81,-34.5029333334,-74.2690000001,-51.8128,-64.7952666667,-54.7366666667,-56.8422000001,-42.6900666667,-68.0701333333,-67.6021333334,-5.26326666667
215.19,-33.908,-79.1954,-53.2183999999,-70.2298000001,-55.5172,-58.7356666667,-41.1494,-71.1494666666,-68.1609333334,-11.3792666666
215.57,-52.4848,-94.4242666666,-57.8182,-88.1212666667,-67.5151333333,-70.7879333334,-58.7878666667,-85.3332666667,-84.6060000001,-28.4848666666
215.95,-26.3157333333,-54.8245333333,-33.5965333334,-48.0701333334,-36.8421333333,-41.1404,-31.4911333333,-53.1578000001,-50.7894666667,-9.737
216.32,-22.1621333334,-50.6305333334,-28.4685333334,-45.5855999999,-29.6396666667,-36.036,-21.8018666667,-50.1802,-44.4144666667,-3.15333333335
216.70,-9.83739999994,-38.5365333333,-13.2520666667,-33.2520666666,-14.7154666667,-27.3984000001,-7.96753333334,-35.1219999999,-31.2195333333,6.26006666668
217.08,11.9166666667,-21.3333333333,9.91666666668,-12.1666666666,6.08333333331,-9.16666666666,13.25,-10.8333333333,-9.58333333332,25.8333333334
217.46,16.5544,-15.8052666667,9.28839999998,-5.01873333335,11.3857333333,-2.39706666667,15.8801333333,-7.11613333334,-5.31819999999,25.7678
217.83,11.3858,-21.6479333334,4.19473333334,-10.8613333333,6.81639999999,-3.52046666668,11.5355333333,-15.6554000001,-8.23966666666,22.0226
218.21,7.81886666666,-25.2676000001,0.90533333336,-20.0822666666,4.11526666666,-6.83126666667,12.0988,-17.2016000001,-11.2756666667,22.5514666667
218.59,2.94586666666,-30.0776,-7.36446666665,-26.8217333333,-3.41086666668,-10.6201333333,10.2326,-24.4961333334,-19.3798,10.2325333333
218.97,7.7564,-20.1923333333,-0.96153333332,-16.218,1.47446666668,-2.94880000001,13.4616,-17.436,-7.8846,13.0769333333
219.34,2.93586666666,-21.7126,-5.07633333333,-19.9999333333,-1.83500000002,-6.6666,8.25686666667,-20.1224000001,-10.153,9.54126666666
219.72,-3.43433333335,-31.8518,-12.9966666667,-29.0908666667,-9.36033333334,-13.5354666667,0.875466666668,-30.0336,-15.5554666666,2.22220000001
220.10,-16.5833333334,-48.6666666667,-24.5000000001,-45.3333333333,-21.25,-26.0000000001,-10.3333333333,-45.0000000001,-26.6666666667,-7.91666666668
220.47,-18.0487333333,-48.4552666666,-23.4960666666,-44.0650666667,-24.0651333334,-30.8944000001,-12.5203333333,-47.8048666667,-27.3984,-13.4146666667
220.85,-15.1448,-39.4927333334,-20.0724000001,-38.8405999999,-20.4346666667,-26.9564666667,-9.92753333331,-40.7247333333,-20.9420666667,-10.4349333333
221.23,-13.8095333333,-31.1563333334,-17.6191333333,-33.4012666667,-18.5034666667,-20.2041333333,-6.39466666667,-35.3060666667,-17.7550666667,-4.35373333332
221.61,-12.2449333333,-27.7552,-12.857,-32.7211333333,-17.7550666667,-19.5918,-3.53739999999,-32.5849333334,-16.8707333333,-4.35366666668
221.98,-12.4182,-25.7515999999,-14.5752,-32.2222666667,-19.6078,-23.6600666667,-6.1438,-33.3986666667,-19.4772666667,-6.86273333334
222.36,-21.0,-35.1333333333,-22.3333333333,-39.1999999999,-26.1333333333,-30.7333333333,-15.0,-43.4666666666,-29.4,-15.2666666667
222.74,-41.2820666667,-59.7435999999,-41.7094000001,-64.8717333333,-45.7265333333,-51.1112000001,-38.2906666667,-67.7778,-47.0939333334,-34.188
223.11,-42.6666666666,-66.0000000001,-46.3333333335,-78.2221333333,-47.6667333333,-55.4444666667,-37.0000666667,-77.3332666667,-56.0,-36.3332666667
223.49,-28.6904,-49.0475999999,-26.9047333332,-61.6666666667,-32.0236666667,-39.1667333333,-21.7858666667,-65.2382666667,-41.7857333333,-16.5476
223.87,-5.80633333332,-25.1611333333,-5.16126666652,-34.0860000001,-4.08606666668,-14.301,5.5914,-39.3548000001,-18.2796666667,5.59133333334
224.24,-10.1075333334,-33.5484,-7.84940000013,-40.1076,-4.516,-19.2472666667,5.48373333334,-42.1505333333,-22.1504666667,-0.75266666668
224.62,-31.9727333333,-65.1700000001,-28.0273333333,-64.7619333334,-20.5442666667,-39.4557333334,-13.1972666667,-66.9387999999,-46.6666,-9.932
225.00,-64.375,-109.583333333,-58.3333333334,-100.625,-42.2916666667,-71.8749999999,-37.7083333333,-113.958333333,-86.0416666666,-16.2499999999
225.38,-50.7936666668,-93.0157333333,-46.5078666668,-82.6982666667,-34.2856000001,-64.9205333334,-34.9205333333,-99.6825999999,-77.1428000001,-23.4919999999
225.75,-65.5555999999,-99.8412666666,-57.6188000001,-86.3492666666,-40.0000666667,-74.9205333333,-47.3016666667,-104.444466667,-81.7459999999,-33.9681999999
226.13,-55.9350000001,-88.6178666668,-45.2032666666,-70.8943333333,-17.0731333333,-61.7885999999,-34.7967333333,-87.317,-68.6179333333,-17.2357999999
226.51,-48.4126666665,-80.4762,-41.7459999999,-58.8888,-8.25393333334,-56.6666000001,-33.9681333333,-81.9047999999,-56.6666666666,-10.1586666667
226.88,-31.1864666666,-50.6213999999,-24.7458666667,-39.3220666667,-3.72879999999,-42.5989333333,-19.0960666667,-53.4463999999,-40.7908666667,0.791133333334
227.26,-19.3684666667,-30.3859333333,-15.3685333333,-20.0701333333,1.61413333332,-24.9122000001,-12.3509333333,-30.1755333333,-21.9648,3.43853333333
227.64,-16.3840666667,-24.9717333333,-13.8982666667,-14.7456666667,1.41246666667,-21.6949333333,-8.07906666667,-25.7627333333,-15.7627333333,1.35593333333
228.01,-18.9743333334,-23.2633333333,-17.7156666667,-17.6689333334,-4.47553333335,-21.3054,-12.0746,-25.1281333333,-17.1560666667,-2.79726666667
228.39,-13.981,-14.6286,-13.1809333333,-13.5619333333,-2.93333333333,-14.4381333333,-9.06659999999,-17.2571333333,-13.2190666667,2.1332
228.76,-9.07313333332,-8.55299999999,-8.97566666667,-10.6666666667,-1.30086666667,-10.5690666667,-7.34953333335,-11.9350666667,-9.33333333332,3.70726666667
229.14,-6.72393333333,-6.75253333332,-6.72399999999,-9.89993333333,-1.1158,-8.95566666667,-6.49493333333,-11.0158,-8.21173333333,2.4894
229.52,-9.87433333335,-9.70720000001,-11.1296666667,-13.7518,-3.96100000001,-11.9106666667,-11.0460666667,-14.6722,-10.7114,-1.5064
229.89,-11.6,-12.0,-13.84,-15.6266666667,-4.87999999999,-13.7066666667,-13.4133333333,-16.7733333333,-12.5866666667,-3.22666666667
230.27,-11.2668,-11.0946666667,-12.7674,-15.0799333333,-3.8868,-11.9802,-12.6198,-16.0148,-11.439,-3.0504
230.65,-14.1936,-12.8314,-14.3369333333,-18.2318,-6.45159999999,-13.5245333333,-14.3848,-18.0407333333,-14.1936,-6.4038
231.02,-13.5400666667,-11.8852,-13.0576,-15.6552,-5.79313333334,-11.5402666667,-14.2528666667,-17.3564,-12.7127333333,-5.31033333333
231.40,-15.0827333333,-13.9008,-14.4443333333,-17.0448666667,-7.89593333333,-13.6170666667,-16.4538,-19.5035333333,-15.0354,-7.51773333332
231.78,-18.2338666667,-16.2686666667,-17.1642666667,-19.2287333333,-9.97506666667,-15.3233333333,-20.0996,-21.4427333333,-18.6814666667,-9.22886666665
232.15,-17.8288666667,-16.0919333333,-16.9092666667,-18.9272666667,-8.40366666665,-15.8109333333,-19.8978666667,-20.1532666667,-18.3652,-7.43293333333
232.53,-21.7222,-22.0556,-21.9445333333,-23.2778666667,-12.9722,-21.3056,-25.0277333333,-27.1944,-23.3611333333,-12.9721333333
232.90,-24.925,-26.0060666667,-25.2253333333,-25.2853333333,-13.7838666667,-22.6726,-26.2160666667,-29.9399333333,-24.1441333333,-16.6666
233.28,-28.5948,-29.9674666667,-28.4968,-27.5491333334,-16.438,-24.8039333333,-29.1504,-31.9281333333,-26.5032666667,-18.1372
233.66,-26.8977333333,-28.9109333333,-27.6239333333,-26.5676666667,-17.2938,-24.0263333333,-28.5148,-30.1649333333,-26.3367333333,-16.3036
234.03,-22.4214,-23.805,-22.8302,-23.4905333333,-14.9370666667,-19.8742,-23.4592,-24.7171333333,-21.9812,-12.5787333333
234.41,-23.413,-24.6252,-24.0192666667,-24.9761333333,-17.0016666667,-21.0526,-24.4976666667,-24.2744,-22.807,-13.1419333333
234.78,-13.6194666667,-15.9657333333,-16.5092666667,-15.2218666667,-9.49926666666,-12.6180666667,-16.0802,-16.1086666667,-13.6480666667,-4.89280000001
235.16,-8.95493333333,-11.6666666667,-12.9944666667,-11.9209333333,-5.96026666667,-8.89819999999,-9.80226666666,-12.3728666667,-8.8136,-1.35593333335
235.54,-5.76873333331,-7.97286666666,-9.41486666667,-9.38786666666,-3.4558,-6.06813333333,-5.79593333333,-9.60546666669,-5.52386666666,1.93200000001
235.91,-6.53219999998,-10.5646,-12.043,-13.0106666667,-5.56446666667,-8.9516,-7.60753333333,-11.8816666667,-7.44626666666,-0.860266666674
236.29,-2.33606666667,-7.58520000001,-9.08133333333,-10.3148666667,-3.20199999999,-5.69546666668,-5.17066666667,-10.525,-4.4358,0.629866666666
236.66,0.9374,-3.59366666667,-6.04160000001,-6.82293333333,1.19793333334,-2.55200000001,-0.833266666668,-6.32813333334,0.624999999994,4.8698
237.04,3.01700000001,0.097399999988,-3.79566666665,-4.86626666666,3.08993333334,-1.14339999999,1.31386666667,-4.25793333333,1.43566666667,7.68866666667
237.41,0.54246666666,-0.971799999986,-5.26539999998,-6.62146666666,2.64406666666,-2.80240000001,0.5422,-5.58193333333,0.113000000002,5.83039999999
237.79,-3.14680000001,-4.73179999999,-8.62473333332,-9.55720000001,0.209800000012,-6.03720000001,-2.191,-9.60366666669,-1.93466666666,2.02799999999
238.17,-0.068133333306,-1.97266666667,-4.67140000001,-5.87306666666,2.8798,-2.76646666667,0.997800000001,-6.98413333331,1.40586666666,4.26306666665
238.54,0.22766666666,-2.3436,-4.75553333333,-5.02853333333,1.16033333333,-4.23206666667,0.545933333335,-8.12286666667,1.18320000001,3.77686666667
238.92,-5.12106666667,-7.42799999999,-8.53526666667,-10.6113333333,-4.383,-10.0345333333,-5.05180000001,-12.1107333333,-3.50626666666,-0.39213333334
239.29,-8.5126,-10.3366666667,-10.4018,-12.9642,-7.40499999999,-12.4212666667,-8.64279999999,-14.115,-7.16613333333,-3.23560000001
239.67,-10.3064666667,-11.4538666667,-11.6716,-13.452,-8.64493333333,-12.4430666667,-10.7419333333,-14.2037333333,-8.56573333333,-4.58946666667
240.04,-8.62746666667,-9.18999999999,-9.39466666668,-10.9974,-6.76900000001,-9.78699999999,-9.66746666668,-11.1680666667,-6.54726666667,-2.79620000001
240.42,-9.66373333332,-9.48840000001,-9.38600000001,-10.9796,-7.57313333333,-9.7514,-10.6578666667,-9.92693333334,-7.14920000001,-3.20180000001
240.79,-6.94799999999,-7.07033333334,-6.34853333334,-7.69413333334,-5.15,-6.42193333334,-8.58719999999,-6.89906666667,-5.05206666667,-1.38226666667
241.17,-5.96206666666,-6.7192,-5.50999999999,-6.10926666667,-3.96413333333,-5.75166666667,-7.98106666667,-5.83593333334,-4.31126666667,-1.1462
241.54,-4.24413333333,-5.23006666667,-4.61966666667,-4.02826666667,-3.29586666667,-4.06573333333,-6.84506666667,-4.53519999999,-3.35213333333,-0.253666666666
241.92,-1.51253333333,-2.14546666667,-1.90713333334,-1.31526666666,-0.526066666667,-0.830133333328,-3.91286666667,-1.66039999999,-0.468666666661,2.63053333333
242.29,-2.55466666667,-2.61599999999,-3.02266666667,-2.194,-1.18926666667,-1.189,-5.13246666667,-2.52400000001,-1.35020000001,2.1174
242.67,-1.7372,-1.78059999999,-2.01966666666,-1.60686666667,0.159333333335,-0.007333333334,-4.3286,-1.44033333333,-0.760066666666,3.38766666667
243.05,-0.606600000002,-0.892599999999,-1.15053333334,-0.460200000001,1.08786666667,1.27613333333,-3.30533333333,-0.585866666664,0.0836666666654,4.3026
243.42,0.807999999998,0.289533333334,-0.585999999992,0.424199999999,2.0538,2.303,-2.62613333333,0.5656,1.0842,5.11113333333
243.80,1.8218,0.877799999998,0.131933333334,1.15506666667,2.92413333333,2.83173333334,-1.95366666667,1.43253333333,1.77553333333,5.9472
244.17,2.61006666667,1.6008,0.848666666674,2.0058,3.61306666667,3.56153333333,-1.33073333333,2.10866666667,2.4236,6.48673333334
244.55,3.9256,2.69046666667,2.0918,3.45946666667,4.852,4.66286666667,0.0064000000006,3.2578,3.77446666667,7.72526666667
244.92,4.6478,3.6108,2.81173333333,3.94033333333,5.59933333333,5.31253333333,0.725800000001,4.0074,4.38553333334,8.9418
245.30,5.7318,4.97546666667,3.71133333333,4.7676,6.03186666667,6.61480000001,1.5816,5.31613333333,5.3276,9.94513333334
245.67,7.05953333333,6.211,5.1114,5.61413333333,7.37373333332,7.74026666667,2.61326666667,6.96520000001,6.43106666667,11.1127333333
246.05,6.95586666666,5.9484,4.9892,5.55793333333,7.37040000001,7.54880000001,2.0824,7.23546666667,5.8762,10.7255333333
246.42,7.93259999999,6.54393333333,5.9352,6.3512,8.28293333333,8.22160000001,2.71573333333,8.30926666666,6.22426666666,11.3228
