wavelength,Back_WetStef,Belly_WetStef,Breast_WetStef,Crissum_WetStef,Crown_WetStef,DorTail_WetStef,Patch10_WetStef,Rump_WetStef,Throat_WetStef,WingTip_WetStef
197.40,-58.1196666665,-95.51275,12.8204166667,-36.7521666667,-17.0940833333,-19.6581666667,-27.77775,-86.1110833332,-67.0940833333,-9.61541666668
197.78,-93.1035,-143.10325,6.89633333332,-68.3907499999,-46.2644166666,-52.5860833334,-55.1723333333,-130.459833333,-89.9424999999,-51.7240833333
198.16,-104.0,-164.666666667,1.00000000002,-81.9999999999,-50.9999999999,-73.0000000001,-64.3333333332,-150.666666667,-97.6666666667,-69.6666666665
198.54,-60.6061666667,-115.404,22.9798333332,-53.2828333334,-23.48475,-40.909,-18.9394166667,-105.050583333,-57.57575,-47.2222499999
198.92,-60.1008333333,-117.171583333,16.6665,-50.505,-26.01,-49.9999166666,-18.9395000001,-111.363666667,-61.61625,-53.5352500001
199.30,-58.3333333333,-128.735666667,28.4484166666,-35.3448333334,-37.069,-41.0919166668,-18.1034166667,-109.195416667,-56.6090833334,-54.59775
199.68,-57.03125,-103.90625,42.7083333333,-18.75,-28.90625,-16.1458333333,-2.60416666665,-88.0208333333,-32.5520833333,-31.7708333333
200.06,-36.8333333333,-57.9999999999,32.6666666667,-6.66666666668,-21.6666666667,-0.333333333325,1.83333333332,-61.8333333333,-13.6666666667,-13.1666666667
200.44,-13.6574166667,-30.787,39.1203333333,7.75474999998,-5.20816666667,9.49066666666,12.1526666667,-34.7221666667,6.94441666668,5.90291666667
200.82,3.99641666666,-13.18025,39.28575,19.3878333333,6.63275000001,17.94225,22.3639166667,-16.4116666667,18.1971666667,13.01025
201.19,9.43966666668,-6.19491666667,34.587,23.4513333333,13.12675,21.90275,24.1888333333,-10.0294166667,19.2478333333,15.413
201.57,13.1509166667,1.82283333334,33.7239166667,27.40875,17.9036666667,27.539,26.302,-4.62241666667,21.745,21.8099166666
201.95,11.60975,-1.78058333334,29.62975,26.9230833333,13.8888333333,26.4245,19.7293333333,-9.11691666665,17.3788333333,20.7265
202.33,5.65741666668,-9.86224999997,22.78275,20.3364166667,7.79833333333,22.7065833333,14.9083333333,-14.1436666667,13.7615833333,16.8195
202.71,-4.41666666666,-20.0833333333,14.25,13.25,1.5,16.6666666667,9.25000000002,-22.3333333333,8.66666666667,10.3333333333
203.09,-1.40266666667,-21.12225,11.5511666666,9.81858333334,-1.40266666667,13.61375,4.29041666666,-23.6798333333,3.13516666668,7.83841666668
203.47,9.32341666667,-12.3763333333,22.85475,18.9769166666,9.65349999999,17.4094166667,10.9735833333,-14.0263333333,8.91091666667,16.99675
203.85,-6.16441666666,-40.5251666667,3.42474999997,3.53883333333,-12.8993333333,-1.25558333335,-5.93608333334,-44.63475,-13.81275,-2.73975000001
204.22,-3.33333333335,-38.9285833333,7.49991666668,3.80958333332,-15.8333333333,0.23808333335,-2.73816666667,-41.1903333333,-13.9285833333,2.50008333335
204.60,-34.5831666667,-76.1110833334,-17.22225,-26.9444166667,-53.4723333333,-30.8333333333,-30.8334166666,-72.3610833333,-49.58325,-18.6109166667
204.98,-85.0775833334,-143.992333333,-53.6820833334,-74.0309166666,-108.720916667,-77.9070000001,-71.3178333333,-137.984416667,-95.7364166667,-60.2713333332
205.36,-99.0941666666,-148.188416667,-69.0217500001,-89.3116666667,-118.297083333,-83.3333333334,-78.4419166666,-144.383916667,-99.6376666667,-74.0941666667
205.74,-77.8845833333,-114.583333333,-51.2820833334,-65.5448333332,-90.0640833334,-61.859,-56.5705833333,-117.1475,-81.5704166667,-59.4549999999
206.12,-67.8570833333,-95.0892500001,-38.8393333333,-54.46425,-71.5772499999,-50.4464166666,-46.5774166667,-102.380916667,-73.3629166667,-51.7856666667
206.50,-59.1025833333,-78.4614166666,-34.2309166667,-42.0514166666,-61.1539166667,-39.6154166667,-35.7691666667,-89.4870833332,-60.2563333333,-50.3846666667
206.87,-111.23175,-144.746416667,-86.23175,-88.5869166667,-120.108583333,-82.9712500001,-79.1666666666,-155.97825,-112.13775,-106.340583333
207.25,-103.930833333,-136.320666667,-79.5597499999,-89.3081666667,-106.918333334,-75.4715833333,-77.0440833334,-139.77975,-109.74825,-101.415
207.63,-174.999916667,-225.000083334,-143.018,-154.054166667,-172.297333333,-139.18925,-130.405416667,-228.828666666,-189.414416667,-178.603583333
208.01,-212.345583333,-282.407416667,-171.296333334,-186.111,-206.79,-173.148083333,-149.382666667,-291.97525,-233.950583333,-222.8395
208.39,-112.0615,-172.368333333,-90.5701666667,-102.193083333,-105.921083333,-91.8860833334,-74.9999999999,-164.47375,-134.429916667,-128.289416667
208.77,-85.85275,-137.0155,-66.66675,-85.4651666667,-87.2093333333,-75.5813333333,-52.5195,-131.2015,-109.883833333,-104.263666667
209.14,-92.8294166667,-139.922416667,-74.2247500001,-99.8062500001,-92.6355833333,-82.3642500001,-64.5348333333,-131.39525,-117.05425,-111.046583333
209.52,-90.57975,-134.601416667,-70.83325,-102.8985,-89.8552500001,-81.8840833333,-64.1303333333,-122.826083333,-111.594166667,-112.681333333
209.90,-156.818166667,-224.747583334,-117.929166667,-175.505083333,-157.323166667,-148.989916667,-116.919083333,-202.020333333,-180.808166667,-175.252666667
210.28,-103.030416667,-137.87875,-56.6287500001,-108.9015,-92.4242500001,-89.2043333334,-63.8256666667,-123.674333333,-105.113583333,-104.545416667
210.66,-57.5755833332,-70.6061666666,-13.1819166667,-53.4848333333,-38.93925,-44.2423333333,-16.0606666667,-66.9697500001,-45.0,-50.3030833333
211.03,-106.503916667,-113.618,-52.0325,-92.6827499999,-74.5933333334,-79.2683333333,-46.95125,-109.349666667,-77.4389166666,-88.2113333332
211.41,-96.5908333335,-93.9393333334,-42.4241666667,-81.0605833332,-67.6135833333,-66.0983333333,-32.76525,-94.5076666668,-67.2347500001,-75.947
211.79,-164.166666666,-155.83325,-84.9999166666,-132.500083333,-141.9445,-121.944416667,-78.3334999999,-151.111083333,-125.0,-138.0555
212.17,-162.5,-149.722166667,-93.3332499998,-126.11125,-133.889083333,-129.722166667,-87.4998333333,-156.666666667,-124.166583333,-140.0
212.55,-250.833333333,-226.666666667,-134.583333333,-183.333333333,-214.166666667,-203.75,-135.833333334,-255.416666667,-188.333333333,-210.833333333
212.92,-202.333333334,-186.333333333,-127.333333333,-138.666666667,-192.0,-174.333333333,-117.0,-208.0,-163.0,-160.333333333
213.30,-147.135416666,-124.21875,-91.40625,-96.6145833333,-129.166666667,-122.395833333,-85.9375000001,-140.104166667,-108.854166667,-109.635416667
213.68,-109.2105,-92.9825833335,-80.0439166667,-70.39475,-94.2981666667,-87.7191666667,-63.5966666667,-102.412333333,-86.40325,-75.4386666667
214.06,-87.1794166668,-83.1196666669,-77.3505,-55.7691666667,-86.1110833335,-73.7179166666,-55.9828333333,-87.6069166666,-75.2136666668,-66.8804166667
214.44,-26.3021666667,-27.3439166667,-25.521,-8.85433333335,-30.2084166666,-22.26575,-12.2396666667,-26.8231666667,-24.08875,-14.8439166666
214.81,-29.9769166667,-31.8286666666,-28.00925,-8.10200000001,-27.662,-24.537,-19.9075,-29.1666666667,-22.5695,-14.4675833333
215.19,-40.63925,-32.5341666667,-33.9041666667,-16.0959166667,-32.6484166667,-35.274,-20.662,-39.6118333333,-29.6804166667,-18.0365
215.57,-42.0995833333,-27.48925,-28.46325,-9.63208333334,-31.1688333333,-31.38525,-15.6925833333,-34.8484166667,-26.4069166666,-12.6623333333
215.95,-21.3769166667,-6.70308333335,-14.4925833333,7.69924999999,-9.14858333335,-13.2248333333,1.17758333334,-12.4093333333,-7.78983333332,4.34775000001
216.32,-26.8265,-9.13241666665,-24.315,0.114166666665,-12.32875,-18.0366666667,1.484,-19.863,-9.24650000001,6.62108333334
216.70,-25.91125,-10.6769166667,-26.9529166667,5.72925,-15.1039166667,-17.7080833333,10.4168333333,-21.8749166667,-11.19775,9.63541666667
217.08,-34.6491666667,-21.0528333334,-31.4329166667,0.438583333335,-26.0235,-39.4736666667,8.18716666667,-35.96475,-26.0233333333,-5.70166666668
217.46,-55.40125,-34.4135833333,-47.8395,-18.8271666667,-39.5061666667,-63.8889166667,-3.70374999998,-58.79625,-47.3766666667,-26.85175
217.83,-74.9999166667,-39.6826666667,-56.7460833333,-34.92075,-57.5396666667,-94.6428333334,-8.53183333333,-81.9444999999,-66.8649166667,-39.08725
218.21,-74.14525,-34.1881666666,-58.7606666667,-45.5128333333,-61.75225,-102.991416667,-9.40166666667,-75.6409999999,-75.641,-44.87175
218.59,-62.1213333334,-24.4949166667,-45.2019166666,-45.7069166667,-60.606,-96.4645833333,-2.27275000001,-73.2322499999,-71.2120833333,-32.3231666667
218.97,-191.666666667,-109.848416667,-162.87875,-204.5455,-196.969666667,-320.4545,-46.9697500002,-265.151666667,-265.151416667,-99.2424166667
219.34,520.0,465.0,473.333333333,618.333333333,586.666666667,866.666666666,266.666666667,746.666666667,766.666666667,321.666666667
219.72,-101.470583333,-69.6077499999,-40.1960833333,-104.902083333,-102.450916667,-200.980333333,-30.3921666665,-145.098083333,-177.941166667,-55.3920833332
220.10,-78.0,-50.9999999999,-30.0,-83.9999999999,-73.3333333333,-148.0,-38.3333333333,-102.333333333,-132.333333333,-51.3333333333
220.47,-58.8541666667,-27.0833333333,-12.2395833334,-47.6562500001,-42.1875,-85.6770833333,-19.2708333333,-68.2291666667,-74.4791666667,-23.1770833333
220.85,-41.1905833333,0.476166666675,16.9048333333,-21.1904166667,-24.9998333333,-45.0000833334,8.57133333333,-27.1429166667,-37.85725,18.09525
221.23,-12.7660833333,14.007,27.6595833333,3.90075,2.30475,-10.2835833333,25.8865,-1.95033333331,-0.709166666675,28.7233333333
221.61,-10.9755833333,13.41475,24.5934166666,1.21950000002,-5.28458333333,-6.9105,31.3008333333,-12.1951666667,4.26841666665,30.0814166667
221.98,-2.55375,10.8871666667,18.4139166667,12.2311666667,4.70441666667,4.03216666665,32.3925833333,0.672083333335,11.8280833333,22.58075
222.36,14.7509166667,21.07275,25.862,26.6283333333,15.4215,18.1034166667,36.6858333333,16.858,24.521,21.8390833333
222.74,16.5708333333,25.09575,30.3639166667,28.6398333333,18.0076666666,25.479,44.3485,18.8696666667,31.4176666667,21.5518333333
223.11,23.996,30.723,31.4256666667,36.0441666667,25.30125,29.91975,54.9195833333,24.6986666667,41.1646666666,26.7069166667
223.49,28.9094166667,38.1686666667,33.9506666667,41.15225,34.5678333334,36.41975,61.6255,28.0863333333,47.2220833333,33.6419166667
223.87,33.1348333333,38.492,32.2419166667,36.3095,34.8214166667,35.8135833333,57.4405,28.6705833333,43.0555833334,35.8135
224.24,38.4921666667,36.3096666667,28.7699166667,38.2936666667,36.3095,33.4326666667,52.877,26.5875,41.46825,36.0119166667
224.62,35.67075,36.4838333333,26.01625,36.07725,31.5041666667,31.1990833333,49.5933333333,25.0,34.9593333333,36.1786666667
225.00,39.91225,43.50875,35.9648333334,42.8069166666,41.3159166667,34.2981666666,53.0700833333,35.5261666667,40.5261666667,41.0525833334
225.38,43.8405,47.37325,36.5036666666,42.6630833333,42.6631666666,36.05075,50.18125,33.424,37.8623333333,41.5761666667
225.75,44.4444166666,48.3871666667,40.1434166667,42.025,45.3404166667,37.3656666667,52.0610833333,32.9750833333,39.2474166666,45.2508333333
226.13,33.8435,39.6258333333,32.14275,35.62925,33.5033333333,28.06125,39.6256666667,23.5544166667,27.2959166667,34.8638333333
226.51,23.3844166667,30.9524166667,23.2993333333,23.9796666667,19.813,21.6835,27.0409166666,9.69375000003,14.7956666666,23.12925
226.88,22.22225,31.1905,24.1270833333,24.5239166667,18.65075,25.3174166667,26.6666666667,11.34925,19.3651666667,23.1746666666
227.26,14.1743333333,22.9750833333,16.9003333333,18.0685,10.1246666667,18.7694166667,22.975,5.91891666666,15.7320833333,15.4205833333
227.64,9.78258333333,18.9131666666,12.4636666667,11.8840833333,6.08683333333,15.797,21.7390833333,2.17391666666,12.1015,10.0
228.01,6.84775000002,14.5996666667,8.91466666666,10.4005833333,5.81375,13.8243333333,20.2195833333,-2.00266666668,9.68983333335,8.13949999999
228.39,6.59466666666,13.1894166666,7.49400000001,9.59241666668,5.39583333334,13.9088333333,19.784,-2.69783333333,10.25175,8.81291666668
228.76,7.23958333333,11.5104166667,8.59375,11.4583333333,5.83333333334,13.6979166667,22.9166666667,1.45833333333,12.5,12.03125
229.14,6.74608333334,11.35925,7.78783333333,12.3015833334,5.506,14.0873333333,25.3471666667,3.62108333334,11.9545,12.89675
229.52,9.07291666668,13.2149166666,9.418,12.3274166667,8.67858333333,15.5326666667,28.5503333333,6.11441666668,14.3491666667,16.7159166667
229.89,11.6290833333,13.0885833333,12.4765,15.0188333333,12.4293333333,17.467,30.9793333333,9.32208333334,17.0904166667,19.9624166667
230.27,13.9770833334,14.9470833333,14.6384166667,15.344,13.889,17.10775,32.89225,12.4338333333,17.4603333333,21.649
230.65,20.3704166666,20.28625,18.9393333333,19.3181666667,18.8973333333,23.3585833334,36.9949166667,18.5606666667,22.3906666666,26.431
231.02,22.5388333333,22.6683333333,22.582,23.6184166666,22.5389166667,26.98625,40.9756666667,23.6184166667,26.1226666667,30.4836666667
231.40,20.3860833334,20.80975,20.998,20.1505833334,20.6214166667,24.67025,41.1958333333,23.6816666666,23.68175,28.34275
231.78,17.345,18.3624166667,18.7983333333,20.4940833333,20.3005,25.5813333334,41.1823333334,21.80225,19.6220833333,27.3255833333
232.15,16.3461666667,19.7115,19.9786666667,20.3526666667,21.3675833333,25.48075,41.346,20.3525,18.9636666667,27.671
232.53,13.1493333333,17.6406666667,17.2078333333,17.0454166667,17.5866666667,22.3484166666,36.2554166666,16.5044166666,14.6645,25.1624166667
232.90,12.9796666667,18.6869166667,16.5655833333,17.2728333333,17.5756666667,22.3739166667,34.192,16.0100833333,14.8485,23.1313333333
233.28,7.26608333333,15.6504166667,11.0771666667,13.3636666667,13.6179166667,17.378,29.2683333334,10.97575,9.34966666666,19.76625
233.66,3.09383333334,9.93033333334,6.08783333333,8.08375000001,6.88625,12.7743333333,24.1515833333,6.13774999999,2.59475000001,15.0698333333
234.03,-1.8895,5.03875,1.30808333334,3.63383333332,1.35666666667,7.99424999999,19.96125,-1.11433333333,-3.34291666667,9.20516666666
234.41,-6.78283333333,0.387416666668,-3.68216666666,-1.11433333333,-5.32958333334,4.69958333333,13.0813333333,-6.92833333333,-8.72100000002,1.79266666667
234.78,-0.0872499999983,4.45016666666,2.09416666667,4.88641666668,-0.174500000001,10.3839166666,16.97225,-0.087166666675,-0.69825,5.71558333334
235.16,4.79075,8.45416666667,7.52808333334,7.64874999999,1.52983333334,12.39925,20.20925,6.23999999998,4.99191666667,9.42041666667
235.54,6.00766666667,10.2325,8.95341666666,8.75966666668,3.876,13.41075,24.1085833333,8.95341666668,5.69766666667,11.08525
235.91,6.35291666667,8.93124999999,9.45441666667,7.66075,5.23158333333,14.3124166667,25.9340833333,9.37966666667,7.66058333333,12.5934166667
236.29,5.48233333333,7.20025,10.0876666667,8.15058333334,3.76466666667,13.9255833333,25.7309166667,8.00441666668,6.54250000001,12.6095
236.66,10.4166666667,11.8644166667,14.9365,12.2529166667,6.2145,18.75,30.8616666667,12.4645833333,11.9349166666,16.84325
237.04,13.02075,14.5460833333,18.6384166667,17.7084166667,9.97016666668,23.47475,35.9374166667,14.5833333333,15.5506666667,20.6100833333
237.41,14.9199166666,18.5225,22.6346666666,22.489,14.8835,25.3275,38.5735,18.7409166667,18.5588333333,24.418
237.79,17.2,21.6,25.2,25.2333333333,17.8,26.0666666667,40.9,21.8666666667,21.3,28.6333333334
238.17,18.5324166667,24.5025,27.05225,26.89675,18.81225,26.679,42.16425,21.9216666667,21.45525,31.3744166667
238.54,20.117,23.8596666666,25.7311666667,26.8715,19.0641666667,26.6374166667,41.4619166666,20.4093333333,21.3743333333,31.43275
238.92,22.0413333333,23.3713333334,24.9185,27.0630833333,18.7568333333,26.7913333333,40.2009166667,20.3855833333,21.00975,30.3475
239.29,20.4754166667,22.21375,22.9295,26.0991666667,15.9254166667,25.1024166667,39.4939166667,18.8905833334,18.2514166667,27.9908333333
239.67,18.88875,21.7633333333,20.9904166667,24.8791666667,15.2174166667,24.0095833334,40.0241666666,19.1063333334,16.9805833333,27.1738333334
240.04,17.0308333333,20.1730833333,19.1028333333,23.2924166666,14.5035833334,22.5865,39.2303333333,18.28325,15.6193333333,26.0473333333
240.42,15.6224166667,17.8915,16.9678333334,19.9195833333,13.1125,20.8234166667,36.4458333333,16.2650833333,14.4979166666,22.5904166667
240.79,13.22,14.5233333333,14.2318333333,16.3750833333,9.96216666667,18.2955833333,33.2134166667,13.6829166666,11.76275,19.25575
241.17,10.7186666667,11.3149166667,11.2690833333,12.78275,7.43125,15.7033333334,31.1468333333,10.5965,8.68499999999,15.9325
241.54,8.64558333333,8.46908333333,8.71325,9.90766666668,4.981,13.3144166667,28.2845,8.36058333333,6.47408333333,12.8663333333
241.92,6.12533333333,6.73658333333,6.57433333333,7.52241666667,3.2935,11.1776666667,26.9710833333,6.49958333333,4.45366666667,10.0798333333
242.29,4.03508333333,5.62425,5.26975,5.79566666667,1.87475,10.1510833333,26.2688333333,5.58991666667,3.52091666667,9.01916666667
242.67,4.777,6.242,5.79616666667,6.24208333334,2.78125,10.6368333333,26.82575,6.70908333333,4.66025,9.31008333334
243.05,5.62966666667,6.5475,6.10375,6.0835,3.22833333334,10.8859166667,27.1791666667,7.38491666667,5.58916666667,9.67516666667
243.42,4.7885,5.43475,5.004,4.93533333334,2.12491666667,9.83158333332,25.9989166667,6.33558333333,4.485,8.09816666666
243.80,5.19616666667,6.28441666667,5.08816666667,5.80375,2.20591666667,10.21575,26.5783333333,6.96075,4.72558333333,8.85300000001
244.17,5.97708333333,7.08933333334,5.46116666667,6.49275,2.93283333333,10.82125,27.7609166667,7.66591666667,5.60275,9.67850000001
244.55,6.01516666667,7.10783333333,5.63733333334,6.35216666667,3.08433333333,10.54925,27.6551666667,7.62866666667,5.41275,9.14016666667
244.92,5.85183333333,7.32225,5.67816666667,6.33158333333,3.47216666667,10.3249166667,28.7888333333,7.63883333334,5.80066666667,8.62941666666
245.30,5.40566666666,7.0035,5.49175,6.12316666667,3.253,9.8355,28.3294166667,7.08958333333,5.29091666666,8.45783333333
245.67,5.42983333333,7.00866666666,5.64041666666,5.93858333333,3.544,9.40358333334,28.1929166666,6.66658333333,5.35966666667,8.15791666666
246.05,4.55766666667,6.23216666666,4.8105,5.0,3.041,8.23058333333,27.2115,5.52925,4.38383333333,7.338
246.42,3.59516666667,5.27158333333,3.78908333333,4.39183333333,2.20291666667,7.28725,26.0529166667,4.62025,3.29733333333,6.33141666667
246.79,3.97116666667,5.53508333333,4.02,4.82041666667,2.71258333333,7.66725,26.9,4.80816666667,3.56808333334,6.91591666667
247.17,3.82325,5.18058333333,3.92058333334,4.43975,2.81208333333,7.44633333333,26.91975,4.63441666667,3.42858333333,6.63525
247.54,3.45216666667,4.81116666667,3.61708333334,4.03166666667,2.40816666667,7.11433333333,26.8885,4.3215,3.0075,6.07533333333
247.92,3.8065,5.21416666667,3.631,4.29475,2.61191666666,7.42791666667,27.19,4.64066666667,3.40341666667,6.62216666667
248.29,4.03975,5.10991666666,3.51875,4.49183333333,2.74391666667,7.63225,27.0615,4.67158333333,3.41266666666,6.98208333333
248.67,4.46983333333,5.29583333334,3.66725,4.84308333333,3.10758333334,7.9555,27.6035833333,4.94116666667,3.70008333333,7.3255
249.04,4.63291666666,5.36041666667,3.5295,5.15041666667,3.14391666667,8.05516666667,28.0120833333,4.91608333333,3.8175,7.50841666667
249.42,4.67733333333,5.45783333333,3.29466666666,5.28491666667,3.0955,8.08200000001,28.11125,4.87116666667,3.703,7.4115
249.79,5.71525,6.36541666667,4.01541666667,6.24008333333,3.98125,8.96074999999,29.13525,5.48125,4.30641666667,8.39616666667
250.17,6.18858333333,6.79883333333,4.25158333333,6.51566666667,4.29558333333,9.21366666665,29.6605,5.84283333334,4.37733333333,8.629
250.54,6.68208333334,7.26733333333,4.38275,6.9955,4.29891666667,8.77916666667,30.3371666667,6.06191666667,4.65441666666,9.03708333333
250.92,6.60141666667,7.2825,4.10766666666,7.13441666666,4.16658333333,8.37766666668,30.2176666667,5.57283333333,4.49216666666,9.19916666666
251.29,6.24608333333,6.61716666666,3.757,6.92625,3.67958333333,7.94683333333,30.1483333333,4.90108333333,3.84975,8.64241666666
251.66,6.151,6.78783333333,3.82108333333,6.71808333334,3.75116666667,8.22466666666,30.4675,5.34333333333,3.79,8.71391666668
252.04,6.21883333333,7.01183333333,4.11225,6.70083333333,3.84008333333,8.41116666667,30.7136666667,5.65916666667,3.99566666667,8.77666666666
