wavelength,Back_HemXanm,Belly_HemXanm,Breast_HemXanm,Crissum_HemXanm,Crown_HemXanm,DorTail_HemXanm,Rump_HemXanm,Throat_HemXanm,WingTip_HemXanm
325.47,5.86566666667,15.8231333333,13.3463333333,8.77806666667,4.76006666667,7.45113333333,5.8676,15.4596,8.30386666667
325.84,6.2606,16.3111333333,13.7628666667,9.21853333333,5.16493333333,7.72066666666,6.32546666667,15.8002666667,8.69873333333
326.21,6.46866666667,16.6272666667,13.9787333333,9.54880000001,5.45573333333,7.93826666667,6.55613333333,16.0782666667,9.01373333333
326.57,6.47306666667,16.7679333333,14.1556,9.71586666667,5.45553333333,7.92046666667,6.6508,16.3042666667,9.14586666667
326.94,6.64013333334,17.0736,14.4701333333,9.92993333334,5.69113333333,7.97026666667,6.78726666667,16.5629333333,9.33933333333
327.31,6.63473333333,17.2842666667,14.5098,10.0274666667,5.7514,7.9108,6.7502,16.6319333333,9.33979999999
327.67,6.32153333333,17.2412,14.3774666667,9.82113333333,5.4906,7.75586666667,6.4444,16.6215333333,9.14893333333
328.04,6.1298,17.1268666667,14.1048666667,9.58706666667,5.31113333333,7.53453333333,6.15713333334,16.4738,8.99386666667
328.41,5.913,17.0204666667,13.9252,9.54706666665,5.19633333333,7.3706,6.0178,16.4984666667,8.88153333333
328.78,6.235,17.2576666667,14.0467333333,9.75360000001,5.38073333333,7.53006666667,6.11813333333,16.6684666667,8.8994
329.14,6.03353333333,17.2544666667,13.9456,9.62646666668,5.16493333333,7.32646666667,5.7602,16.5302,8.66513333333
329.51,6.14046666667,17.4997333333,14.1004,9.75413333334,5.253,7.41473333333,5.82493333333,16.6676666667,8.72326666667
329.88,5.46106666667,17.0452666667,13.6284666667,9.17486666668,4.636,6.84153333333,5.2086,16.3386,8.1306
330.24,5.16813333333,17.0304,13.5471333333,8.84766666667,4.3974,6.56466666667,4.91526666667,16.244,7.7258
330.61,5.1058,17.1881333333,13.6,8.82160000001,4.40973333333,6.53733333333,4.8706,16.1294,7.58813333333
330.98,4.8622,17.1075333333,13.4813333333,8.72400000001,4.16933333333,6.39986666667,4.63653333333,15.9046666667,7.34986666667
331.34,5.20933333333,17.4909333333,13.8552,9.02486666665,4.49013333333,6.77493333333,5.012,16.2520666667,7.63866666667
331.71,5.62373333334,17.8664666667,14.1882666667,9.35506666665,4.80293333333,7.09226666667,5.38813333333,16.5117333333,7.88813333333
332.08,5.76593333333,18.1236666667,14.4322666666,9.64780000001,5.02393333334,7.27593333333,5.56206666667,16.746,8.11126666667
332.44,5.9978,18.4650666667,14.7318666667,9.86173333333,5.15573333333,7.50493333333,5.72133333333,16.9412,8.38766666667
332.81,5.81926666667,18.4012666667,14.7669333333,9.84766666666,5.09713333334,7.41593333333,5.68333333333,16.9823333333,8.33413333333
333.18,6.24746666667,18.8738666666,15.1897333333,10.246,5.51746666667,7.72533333333,6.21386666667,17.4260666667,8.72193333333
333.54,6.3694,18.9506,15.3147333333,10.3516,5.64686666667,7.80166666667,6.31346666667,17.5813333333,8.86133333333
333.91,6.80813333333,19.5256666667,15.7343333333,10.7856666667,6.06646666667,8.22766666667,6.70286666667,17.9645333333,9.24706666667
334.28,6.91893333333,19.6427333333,15.7492666667,10.9582,6.1164,8.3038,6.89686666667,18.0482,9.3398
334.64,7.1504,19.8132,15.8987333333,11.1750666667,6.2446,8.43466666667,7.057,18.3738,9.4704
335.01,7.3736,20.0675333333,16.156,11.4072,6.45413333333,8.62566666667,7.39006666667,18.7164666667,9.73799999999
335.38,7.11466666667,19.9560666667,15.9605333333,11.2256666667,6.17146666667,8.30533333333,7.15686666667,18.5894666667,9.5236
335.74,7.02433333333,19.8952666667,15.9208666667,11.1810666667,6.01753333333,8.11993333333,7.08713333334,18.4952,9.39586666667
336.11,6.95906666667,20.0159333333,15.9172,11.1554,5.91553333334,8.0138,7.14126666667,18.5602666667,9.32406666667
336.47,6.93046666667,20.0857333333,15.9046666667,11.1878666667,5.85933333333,7.89973333333,7.12106666667,18.6936,9.26813333333
336.84,6.93686666667,20.2717333333,15.9374,11.2948666667,5.84973333333,7.91186666667,7.09946666667,18.7310666667,9.3292
337.21,6.80213333333,20.2458666667,15.8645333333,11.2686,5.66753333333,7.88166666667,6.8968,18.7754666667,9.2466
337.57,6.79986666667,20.3508666667,15.9643333333,11.3961333333,5.6174,7.99,6.8812,18.8552666667,9.2162
337.94,6.95866666667,20.545,16.1906,11.5614666667,5.7536,8.09846666667,7.0658,19.0728666667,9.36413333333
338.31,6.88633333333,20.6096,16.276,11.6331333333,5.67646666667,8.03746666667,7.0178,19.0964666667,9.40813333333
338.67,6.66813333333,20.5888,16.1865333333,11.4683333333,5.52293333333,7.88906666667,6.8932,18.9102,9.2702
339.04,6.60053333334,20.6422666667,16.1057333333,11.3722,5.4096,7.7426,6.74193333333,18.9103333333,9.1502
339.40,6.786,20.9196,16.3583333333,11.5568666667,5.64753333333,7.8816,6.87313333333,19.1385333333,9.26633333333
339.77,6.82766666667,21.1106,16.4296666667,11.6712,5.82053333333,7.9474,6.9036,19.3042666667,9.38013333333
340.14,6.76786666667,21.0926666667,16.4440666667,11.6565333333,5.68866666667,7.84086666667,6.74373333333,19.2814,9.2024
340.50,6.72366666667,21.2133333333,16.4874666667,11.6700666667,5.69913333333,7.8876,6.68773333333,19.3265333333,9.14273333333
340.87,6.7792,21.2503333333,16.4908666667,11.6841333333,5.7308,7.8886,6.75413333333,19.4024,9.1166
341.23,6.77066666667,21.3163333334,16.5192,11.6706666667,5.77006666667,7.79513333333,6.84566666667,19.4276666667,9.12173333333
341.60,6.83833333334,21.5841333333,16.6892,11.7782,5.8258,7.86386666667,6.95313333333,19.5519333333,9.22400000001
341.96,6.67813333333,21.437,16.5622666667,11.6231333333,5.66833333333,7.74533333333,6.8076,19.3498666667,8.9766
342.33,6.7288,21.5026,16.6454666667,11.6484,5.80026666667,7.77773333333,6.85186666666,19.3624,8.91713333333
342.70,6.91133333333,21.6972,16.8307333333,11.839,6.0162,7.933,6.99053333333,19.5634666667,9.0784
343.06,6.83786666667,21.6567333333,16.777,11.8232,5.93233333333,7.8808,6.8886,19.5094,8.95913333333
343.43,6.81173333333,21.7628666666,16.8766666667,11.9268666667,5.91733333333,7.9024,6.89306666667,19.5676,8.9878
343.79,6.80673333333,21.8502,16.959,11.9931333333,5.90593333334,7.95093333333,6.92953333333,19.6743333333,8.98946666667
344.16,6.939,21.9359333333,16.9864,12.0924,6.05606666667,8.0392,6.96673333333,19.7315333333,9.0842
344.52,6.8644,21.913,16.9606,12.0457333333,6.01253333333,7.90086666667,6.91773333333,19.6826666667,8.9376
344.89,6.93613333333,22.1393333333,17.238,12.2591333333,6.17906666667,8.04126666667,7.03793333333,19.9368666667,9.06893333333
345.25,7.07386666667,22.3260666667,17.4543333333,12.4190666667,6.336,8.20253333333,7.15046666667,20.0548666667,9.19173333333
345.62,7.10306666667,22.2669333333,17.4382666667,12.3794666667,6.3934,8.13533333333,7.11833333333,19.9747333333,9.09926666667
345.99,7.24826666667,22.5923333333,17.6885333333,12.6278,6.5706,8.27146666667,7.24073333333,20.2794,9.30946666667
346.35,7.3328,22.7350666667,17.7942,12.7686666667,6.6768,8.31406666667,7.34666666666,20.5267333333,9.4512
346.72,7.28973333333,22.7389333333,17.7951333333,12.7357333333,6.551,8.22173333333,7.28846666667,20.6154,9.42213333334
347.08,7.2782,22.8653333333,17.9085333333,12.7701333333,6.54273333333,8.2296,7.35746666667,20.7278666667,9.4578
347.45,7.27173333333,22.8661333333,17.9037333334,12.718,6.48913333333,8.2178,7.36746666667,20.7099333333,9.46
347.81,7.34666666667,22.9876666667,17.9625333333,12.7647333333,6.51426666667,8.19313333333,7.394,20.7556,9.4506
348.18,7.4838,23.2908666667,18.242,12.9523333333,6.6396,8.3334,7.66026666667,20.9844666667,9.58553333333
348.54,7.72426666667,23.5772,18.4686,13.2319333333,6.79246666667,8.551,7.90526666667,21.2334,9.87279999999
348.91,7.636,23.6423333333,18.4076,13.1308,6.66653333333,8.34746666667,7.73713333333,21.1204666667,9.70393333333
349.27,7.47153333333,23.6004,18.2505333333,13.0508666667,6.50626666667,8.1556,7.55866666667,21.0525333333,9.51486666667
349.64,7.32266666667,23.7126666667,18.2283333333,13.0662666667,6.34573333334,8.03646666667,7.46513333333,21.0616666667,9.46013333333
350.00,7.14406666667,23.6272,18.0065333334,12.8954666666,6.14686666667,7.8022,7.24793333333,20.8628666667,9.25293333333
350.37,6.95333333333,23.7326,17.945,12.8162666667,5.95513333333,7.6622,7.02746666667,20.7704,9.05306666667
350.73,6.89353333333,23.8201333333,17.9235333333,12.8182666667,5.9452,7.57426666667,6.94826666667,20.7329333333,8.93926666667
351.10,7.0876,23.9906,18.0711333333,12.987,6.2154,7.707,7.09913333333,20.9214666667,9.14053333334
351.46,6.98773333333,24.0186,18.0164,12.946,6.21413333333,7.6022,7.00886666667,20.8954666667,9.0176
351.83,6.68646666667,23.8305333333,17.8186,12.7412666667,5.9458,7.33633333333,6.75546666667,20.6710666667,8.783
352.19,6.5452,23.8256,17.7792666667,12.7164666667,5.84186666667,7.24753333333,6.70013333333,20.6376666667,8.73366666667
352.55,6.33473333333,23.7714,17.6909333333,12.5386,5.63246666667,7.07873333334,6.47913333333,20.585,8.5304
352.92,6.29786666667,23.6856666667,17.6610666667,12.4437333333,5.5542,7.07593333333,6.44473333333,20.5708666667,8.47153333333
353.28,6.58853333333,24.0078666667,17.9694666667,12.7062,5.8012,7.33706666667,6.72446666667,20.8641333333,8.732
353.65,6.77713333333,24.1654666667,18.1612,12.8086,5.9972,7.47046666667,6.8686,21.1124666667,8.81173333333
354.01,6.81146666667,24.2099333333,18.2548666667,12.8702,6.0636,7.54266666667,6.91513333333,21.1957333333,8.80826666667
354.38,6.91666666667,24.2526666667,18.3126666667,12.9114666667,6.143,7.59626666667,6.98753333333,21.2688666667,8.8744
354.74,6.7466,24.1452666667,18.2452,12.8248666667,5.96,7.4804,6.85373333333,21.1789333333,8.75306666667
355.11,6.72306666667,24.281,18.4233333333,12.8652,5.88886666667,7.49313333333,6.83706666667,21.2525333333,8.70486666667
355.47,6.7306,24.3855333333,18.4927333333,12.9665333333,5.87766666666,7.52406666667,6.84033333333,21.3879333333,8.73953333333
355.83,6.94026666667,24.6557333334,18.6776666667,13.2612,6.10146666666,7.7462,7.04113333333,21.6194666667,8.92993333333
356.20,6.92073333333,24.6563333333,18.6431333333,13.2574666667,6.11506666667,7.7466,6.96,21.6356666667,8.84973333333
356.56,7.09813333333,24.8600666667,18.8427333333,13.494,6.2972,7.90626666667,7.1156,21.7966,8.98526666667
356.93,7.221,25.0849333333,18.995,13.7372,6.469,8.067,7.25593333333,21.9418666667,9.1568
357.29,6.99313333334,24.9442,18.8867333333,13.6310666666,6.27286666667,7.87726666666,7.023,21.8248,8.98046666667
357.66,6.90266666667,24.9614,18.8166666667,13.6457333333,6.1938,7.7968,6.936,21.7819333334,8.9704
358.02,6.98786666667,25.1019333333,18.9250666667,13.7824666666,6.26306666667,7.83666666667,7.02173333333,21.9238,9.0648
358.38,7.04606666667,25.2224666667,19.0604666667,13.9133333333,6.34253333333,7.93313333333,7.111,21.99,9.167
358.75,7.30093333333,25.4937333333,19.2870666667,14.1718,6.59086666667,8.13553333333,7.3262,22.2362666667,9.4416
359.11,7.26953333333,25.5702666667,19.21,14.2298,6.5896,8.10546666667,7.3126,22.2194666666,9.40813333333
359.48,7.3816,25.8012666667,19.3907333333,14.3572666667,6.6784,8.19966666667,7.4604,22.3608,9.44953333334
359.84,7.45006666667,26.0039333333,19.5661333333,14.4495333333,6.78346666667,8.27446666667,7.51813333333,22.467,9.53626666666
360.20,7.51846666667,26.2190666667,19.7266,14.5926666667,6.86366666667,8.32846666667,7.5964,22.6247333333,9.64119999999
360.57,7.4706,26.2200666667,19.732,14.5524666667,6.84786666667,8.2622,7.54673333333,22.5904666667,9.56733333333
360.93,7.3326,26.199,19.6341333333,14.4282,6.6998,8.07313333333,7.3828,22.5474666667,9.42046666667
361.29,7.38086666667,26.3835333333,19.7859333333,14.5035333334,6.8078,8.11753333333,7.481,22.6947333333,9.4486
361.66,7.415,26.5036666667,19.9082,14.5789333333,6.85066666667,8.1608,7.53566666667,22.7694,9.50173333333
362.02,7.38546666667,26.5881333333,19.9522,14.5445333333,6.87086666667,8.16073333333,7.55806666667,22.7744666667,9.5474
362.39,7.29606666667,26.5853333334,19.8841333334,14.5145333333,6.754,8.0412,7.41886666667,22.7553333334,9.4136
362.75,7.26633333334,26.6874666667,19.9148,14.5395333333,6.7718,8.0426,7.4106,22.7494,9.34606666667
363.11,7.32233333333,26.8502666667,20.0284,14.6248666667,6.84253333334,8.1156,7.449,22.8522,9.41786666667
363.48,7.33626666667,26.8732,20.0211333333,14.6990666667,6.87706666667,8.13286666667,7.439,22.8496,9.4658
363.84,7.39126666667,26.9653333333,20.1417333333,14.7778666667,6.8876,8.14273333333,7.51726666667,22.9682666667,9.47886666666
364.20,7.42713333333,27.0566666667,20.2366,14.8126,6.92093333333,8.1894,7.54106666667,23.0099333333,9.47153333334
364.57,7.49786666666,27.2344666667,20.3358,14.9322,7.01806666667,8.28953333333,7.64193333333,23.1674666667,9.55860000001
364.93,7.7074,27.4055333333,20.542,15.1519333334,7.2138,8.5144,7.864,23.3212666667,9.73360000001
365.29,7.87093333333,27.5432666667,20.5886666667,15.3217333333,7.31666666667,8.61806666667,7.95253333333,23.3972666667,9.83493333333
365.66,7.86753333333,27.5812666667,20.5884666667,15.3454666667,7.29166666667,8.60346666667,7.96413333333,23.4206,9.83999999999
366.02,7.8268,27.6039333333,20.5896,15.3992,7.21173333333,8.54793333333,7.857,23.4421333333,9.76206666667
366.38,7.84533333334,27.7166666667,20.6510666667,15.4304666667,7.21746666667,8.55966666667,7.9028,23.5168,9.82839999999
366.75,7.7472,27.6646,20.5734,15.3997333333,7.129,8.4266,7.86073333333,23.4964666667,9.72833333333
367.11,7.65546666667,27.5748,20.5715333333,15.3646666667,7.01706666667,8.26086666667,7.73866666667,23.4556666667,9.63486666667
367.47,7.62313333333,27.604,20.6234666667,15.3446666667,6.9866,8.21613333333,7.707,23.4728,9.56393333333
367.84,7.5182,27.5784,20.5157333333,15.2710666667,6.92573333334,8.17946666667,7.6168,23.3861333333,9.50473333334
368.20,7.59653333333,27.633,20.5136666667,15.334,6.94753333333,8.2112,7.67053333333,23.4302,9.52826666667
368.56,7.70293333333,27.744,20.5577333333,15.4208,6.9812,8.24246666667,7.7204,23.4602,9.55766666667
368.93,7.6922,27.8205333333,20.614,15.4221333333,6.90473333333,8.13706666667,7.6898,23.5252666667,9.495
369.29,7.55013333333,27.778,20.5276666667,15.2742,6.69106666667,7.94986666667,7.5208,23.4464,9.3106
369.65,7.51766666667,27.8666,20.5344,15.2216,6.68406666666,7.94333333333,7.50206666667,23.4458666667,9.232
370.01,7.55833333333,27.9323333333,20.597,15.2704,6.73833333333,7.96866666666,7.57646666667,23.5113333333,9.26906666666
370.38,7.6398,28.0443333333,20.7528,15.4253333333,6.85986666667,8.05206666667,7.69133333333,23.644,9.3022
370.74,7.7358,28.2068666667,20.8819333333,15.5259333333,6.91333333333,8.13913333333,7.71546666667,23.7810666667,9.36326666667
371.10,7.8622,28.4278,20.9306,15.6624,7.00893333333,8.24473333333,7.86733333333,23.9382666667,9.4456
371.46,7.8002,28.4940666667,20.9242,15.6391333333,6.91126666667,8.13686666667,7.8112,23.9351333333,9.43653333333
371.83,7.73586666667,28.4800666666,20.8556666667,15.5924666666,6.80566666667,7.99453333333,7.67946666667,23.9020666667,9.28813333333
372.19,7.6538,28.5314,20.8644,15.5781333333,6.7778,7.89133333333,7.5692,23.8909333333,9.25446666667
372.55,7.64306666667,28.5991333333,20.8997333333,15.5562,6.7748,7.85353333333,7.58793333333,23.9432,9.26226666667
372.92,7.6646,28.7727333333,20.9658,15.6461333333,6.87246666667,7.89686666666,7.67686666667,24.0287333333,9.33926666667
373.28,7.63333333333,28.8282,20.9796666667,15.6476,6.9402,7.88846666667,7.7014,24.0706666667,9.37573333333
373.64,7.70593333333,28.9792666666,21.0796,15.7878666667,6.99593333333,7.87993333333,7.729,24.2196,9.3872
374.00,7.69253333333,29.0916,21.1314,15.8244,6.958,7.85853333333,7.67706666667,24.2565333333,9.30993333333
374.37,7.65253333333,29.1278,21.1236666667,15.7789333333,6.9032,7.80753333333,7.61986666667,24.2405333333,9.27626666667
374.73,7.70846666667,29.2261333333,21.2696,15.8653333333,6.956,7.83693333333,7.61626666667,24.314,9.30066666667
375.09,7.66826666667,29.2645333333,21.3228666667,15.869,6.9742,7.80366666667,7.56246666667,24.3166666667,9.2764
375.45,7.80473333333,29.394,21.4584,16.0544,7.14386666667,7.9636,7.71966666667,24.5022,9.394
375.81,7.79433333333,29.4908,21.5088,16.0427333333,7.14166666667,7.985,7.73253333333,24.5479333333,9.37433333334
376.18,7.80493333333,29.5066666667,21.5591333333,16.0990666667,7.155,7.98273333333,7.79373333333,24.6144666667,9.34453333333
376.54,7.76206666667,29.5877333333,21.6190666667,16.1834,7.1536,7.97886666667,7.73773333333,24.6626666667,9.29766666667
376.90,7.70333333333,29.6175333333,21.6355333333,16.2146,7.1242,7.95606666667,7.67433333333,24.6620666667,9.27493333333
377.26,7.74946666667,29.789,21.7707333334,16.3476666667,7.153,8.0268,7.75066666667,24.7686,9.32833333334
377.63,7.79553333333,29.8122666667,21.8236666666,16.395,7.20986666667,8.10066666667,7.76453333333,24.8303333333,9.39293333333
377.99,7.83633333333,29.8932,21.873,16.4407333333,7.23166666667,8.14053333333,7.7772,24.8471333333,9.42913333333
378.35,7.7976,29.9476666667,21.8781333333,16.4617333333,7.19513333334,8.13286666667,7.73546666667,24.9196,9.42539999999
378.71,7.80733333333,30.0698666667,21.9138,16.5363333333,7.23833333333,8.1898,7.7874,24.9934666667,9.49413333334
379.07,7.78786666667,30.0542,21.864,16.5306666667,7.2054,8.1732,7.78106666667,24.9828,9.45546666667
379.44,7.75693333333,30.0953333333,21.8588666667,16.5126666667,7.18793333333,8.15613333333,7.73506666667,24.9768,9.388
379.80,7.7894,30.2516,21.9814666667,16.6597333333,7.2536,8.1716,7.7772,25.0558666667,9.44786666667
380.16,7.90446666667,30.4529333334,22.1260666667,16.805,7.35273333333,8.3036,7.88466666667,25.2041333333,9.56320000001
380.52,7.96306666667,30.5497333333,22.1984,16.8512,7.42346666667,8.38133333333,7.96713333333,25.2696666667,9.64973333333
380.88,8.04886666667,30.6456,22.2954,16.9285333333,7.46033333333,8.4392,8.0414,25.3407333333,9.69226666667
381.24,8.11566666667,30.7526,22.3795333333,17.0414666667,7.5296,8.507,8.05626666667,25.4333333333,9.80473333333
381.61,8.00833333333,30.8336,22.3867333333,17.0530666667,7.42773333334,8.39953333333,7.97646666667,25.4040666667,9.72726666665
381.97,7.93706666667,30.8288,22.3538666667,17.0325333333,7.4078,8.3254,7.92393333333,25.4014666667,9.69193333333
382.33,7.9962,30.9414,22.4043333333,17.0913333333,7.46473333333,8.31586666667,7.94306666667,25.3999333333,9.68426666667
382.69,7.91566666667,30.9728,22.3739333333,17.012,7.38173333333,8.20246666667,7.91046666667,25.4003333333,9.59966666667
383.05,7.86893333334,31.0364,22.4130666667,17.0048666667,7.33333333333,8.15093333333,7.836,25.4001333333,9.57213333334
383.41,7.79093333333,31.0949333333,22.3688666667,16.9819333333,7.26533333333,8.0606,7.7578,25.3726,9.51619999999
383.77,7.78853333333,31.0818,22.3975333333,16.9740666667,7.24126666667,8.07433333333,7.7404,25.4185333333,9.51593333333
384.14,7.65293333333,31.0770666667,22.3203333333,16.8882,7.14013333333,7.958,7.6134,25.3572,9.40493333333
384.50,7.59866666667,31.1129333333,22.3166,16.8733333333,7.0804,7.8506,7.5408,25.3496666666,9.3122
384.86,7.57253333333,31.2082,22.3551333333,16.8907333333,7.10486666667,7.85253333333,7.5338,25.3855333333,9.30893333333
385.22,7.52073333333,31.2117333333,22.3370666667,16.8320666667,7.04926666667,7.79313333333,7.51846666667,25.3556,9.20393333333
385.58,7.53946666667,31.2575333333,22.2964,16.8688,7.06826666666,7.8208,7.53993333334,25.387,9.23293333333
385.94,7.60553333333,31.4197333333,22.4249333333,16.9568666667,7.11833333333,7.85913333333,7.60433333333,25.5133333333,9.27573333333
386.30,7.56833333333,31.5268,22.4908666667,16.9908666667,7.10746666667,7.8522,7.5886,25.5685333333,9.28173333333
386.66,7.62866666667,31.5931333334,22.5204666667,17.0914666667,7.14733333333,7.90413333333,7.60726666667,25.5677333333,9.29333333333
387.03,7.76013333333,31.7703333334,22.6850666667,17.2374,7.25633333333,8.03846666667,7.75286666667,25.7132666667,9.35613333334
387.39,7.8558,31.9047333333,22.7794666667,17.3358,7.3066,8.09853333333,7.8188,25.8232,9.40846666667
387.75,7.893,32.015,22.8416666667,17.3964,7.33433333333,8.1024,7.85453333333,25.8656666667,9.44993333334
388.11,7.9334,32.0878666667,22.9052666667,17.4340666667,7.36333333333,8.12926666667,7.8818,25.9084666667,9.51273333333
388.47,7.91626666667,32.1721333333,22.919,17.4739333333,7.35126666667,8.14853333333,7.88733333333,25.9563333333,9.53906666668
388.83,7.96693333333,32.2564666667,22.9762666667,17.5483333333,7.35813333333,8.1708,7.9016,26.0518666666,9.5668
389.19,8.0474,32.3996666667,23.1085333333,17.6908666667,7.4622,8.25566666667,7.97633333333,26.1830666667,9.68219999999
389.55,8.15593333333,32.5648666667,23.2963333333,17.8144666667,7.54046666667,8.32553333333,8.07306666667,26.3043333333,9.76113333333
389.91,8.18186666667,32.6034,23.2791333333,17.8633333333,7.5706,8.35593333333,8.1092,26.3065333333,9.76573333333
390.27,8.22086666667,32.6348,23.2931333333,17.9092666667,7.58586666667,8.3934,8.15473333333,26.3171333333,9.76126666666
390.63,8.237,32.7891333333,23.4273333333,18.0053333333,7.63573333333,8.43086666667,8.2018,26.4364666667,9.80006666667
391.00,8.21873333333,32.8574666667,23.4600666667,18.0285333333,7.63886666667,8.3886,8.17746666667,26.4850666667,9.83453333333
391.36,8.24193333333,32.9397333333,23.519,18.1135333333,7.67353333333,8.41793333333,8.2052,26.5574,9.879
391.72,8.27666666667,33.0306666667,23.5756666667,18.176,7.73226666667,8.4428,8.25513333333,26.6138666667,9.92673333332
392.08,8.30173333333,33.189,23.699,18.3083333333,7.76906666667,8.45773333334,8.28953333333,26.6966,9.92173333332
392.44,8.32953333333,33.2140666667,23.7356666667,18.3362666666,7.7606,8.435,8.27280000001,26.7086666667,9.91033333335
392.80,8.28866666667,33.1944,23.7014666667,18.2953333333,7.73826666667,8.4006,8.26446666666,26.678,9.84760000001
393.16,8.166,33.1797333333,23.5889333333,18.1966666667,7.60773333333,8.24693333333,8.12886666667,26.5670666667,9.69920000001
393.52,8.07766666667,33.2432666667,23.5430666667,18.162,7.5966,8.17306666667,8.0542,26.5751333333,9.63666666667
393.88,8.03366666667,33.3366,23.5792,18.1835333333,7.5482,8.1318,8.02846666667,26.62,9.61146666667
394.24,8.00026666667,33.3679333333,23.6052666667,18.1918666667,7.53226666667,8.1036,8.0002,26.6620666667,9.5966
394.60,7.8882,33.3313333333,23.5306,18.1127333333,7.43353333333,7.95786666667,7.8482,26.5818,9.48353333333
394.96,7.83373333333,33.3444,23.4962,18.1011333333,7.38713333333,7.924,7.82353333333,26.5491333333,9.44713333333
395.32,7.84473333333,33.3734,23.5478666667,18.1018,7.43073333333,7.9244,7.84533333333,26.5836,9.43753333333
395.68,7.91626666667,33.5123333333,23.6553333333,18.2202,7.48613333333,7.97746666667,7.88373333333,26.7362,9.48866666667
396.04,7.91093333333,33.5065333333,23.604,18.2006666667,7.479,7.97993333333,7.86906666667,26.7356,9.44673333333
396.40,7.86146666667,33.5818666667,23.5928,18.2434,7.48973333333,7.993,7.86746666667,26.7724,9.40673333334
396.76,7.8576,33.7198666667,23.637,18.3280666667,7.50886666667,7.99946666666,7.84126666667,26.8244666667,9.43306666667
397.12,7.97586666667,33.9114666667,23.8097333333,18.5064,7.63513333333,8.1782,7.9534,27.0084666667,9.55306666667
397.48,8.02426666666,33.9768666667,23.8788666667,18.5909333333,7.63186666667,8.23493333333,8.03613333333,27.0674666667,9.56886666667
397.84,7.99373333333,33.9518666666,23.8879333333,18.5964,7.64486666667,8.239,8.01033333333,27.0760666667,9.55946666667
398.20,8.06686666667,34.1251333333,23.9959333333,18.6946666667,7.70966666667,8.27906666667,8.09273333333,27.1663333333,9.63153333334
398.56,8.22346666667,34.3210666667,24.0976,18.8248,7.86573333333,8.4714,8.2784,27.3452666667,9.80433333333
398.92,8.27926666667,34.4316666667,24.1850666667,18.9074666667,7.93306666667,8.52253333333,8.34593333334,27.4303333333,9.82106666667
399.28,8.33086666667,34.5839333333,24.2778,19.0058666667,7.95933333333,8.57193333334,8.37533333334,27.5231333333,9.87920000001
399.64,8.36173333333,34.6096,24.2742,19.0317333334,7.99673333333,8.62366666667,8.42139999999,27.4900666667,9.89706666667
400.00,8.42880000001,34.7510666667,24.3859333333,19.1189333333,8.07513333333,8.68746666667,8.49806666667,27.5579333333,9.9972
400.36,8.52313333333,34.8379333334,24.5244666667,19.2123333333,8.15373333334,8.76193333333,8.54726666667,27.6534,10.0835333334
400.72,8.50366666667,34.8533333333,24.5480666667,19.2212,8.15046666666,8.72973333333,8.54173333334,27.6404,10.0636
401.08,8.55380000001,34.8853333333,24.5802666667,19.2352,8.18180000001,8.7066,8.57199999999,27.6383333333,10.0655333333
401.44,8.5486,34.9171333333,24.6178666667,19.2469333333,8.19799999999,8.689,8.58739999999,27.6549333333,10.0646666667
401.80,8.66506666666,35.0952666667,24.7271333333,19.3907333333,8.29506666666,8.76206666667,8.68506666666,27.739,10.1595333333
402.16,8.68033333334,35.1433333333,24.7755333333,19.4565333333,8.31033333333,8.75706666667,8.68953333333,27.8069333334,10.1203333333
402.52,8.63213333333,35.1237333333,24.8138666667,19.4799333333,8.287,8.72286666667,8.6684,27.8058,10.0809333333
402.88,8.6364,35.1835333333,24.8200666667,19.5106,8.28706666667,8.70293333333,8.63020000001,27.8452,10.0973333333
403.24,8.58019999999,35.1953333333,24.7889333333,19.5017333333,8.23800000001,8.66426666667,8.58406666666,27.8231333333,10.0518666667
403.60,8.49453333333,35.2894666667,24.8168666667,19.495,8.20060000001,8.576,8.5254,27.8671333333,10.0022666667
403.95,8.48973333333,35.2868666667,24.7974666666,19.4975333333,8.15973333334,8.5338,8.52266666667,27.8864,9.98800000001
404.31,8.49013333334,35.3602666667,24.7831333333,19.488,8.121,8.49566666667,8.53173333333,27.8987333333,9.97133333333
404.67,8.49646666666,35.3738666667,24.7990666667,19.5147333333,8.10699999999,8.50513333333,8.54419999999,27.9142,9.94173333333
405.03,8.46606666667,35.4574,24.843,19.5819333333,8.11786666667,8.51226666667,8.57593333332,27.9858666667,9.94833333335
405.39,8.51106666667,35.485,24.8736666667,19.6238,8.15566666666,8.54153333333,8.57933333333,28.0203333333,9.95946666668
405.75,8.51466666667,35.5327333333,24.9109333333,19.6522666667,8.14633333333,8.55473333333,8.58453333333,28.0802666667,9.94826666667
406.11,8.57493333334,35.6214,24.9414,19.6968,8.1988,8.61393333333,8.62393333334,28.0948,10.0045333333
406.47,8.587,35.6673333333,24.9499333333,19.7046666667,8.1584,8.571,8.5994,28.1035333333,9.97286666667
406.83,8.63306666667,35.7784666667,25.0150666667,19.7730666667,8.19053333333,8.63926666667,8.65546666667,28.1508666667,9.98053333334
407.19,8.69346666666,35.8797333333,25.1198,19.8762666667,8.25286666666,8.68566666667,8.72686666666,28.2279333333,10.0352666667
407.55,8.74726666667,35.9366,25.1508666667,19.9299333333,8.2806,8.734,8.78600000001,28.2696666666,10.0536
