wavelength,Back_MelXanf,Belly_MelXanf,Breast_MelXanf,Crissum_MelXanf,Crown_MelXanf,DorTail_MelXanf,Patch10_MelXanf,Rump_MelXanf,Throat_MelXanf,WingTip_MelXanf
524.87,10.9225,29.23025,16.159,36.45725,8.99433333331,10.7071666667,17.617,11.5296666666,17.9111666667,14.4525833334
525.21,10.93,29.25025,16.1876666666,36.498,8.99466666665,10.719,17.6505,11.5253333333,17.9096666667,14.4543333334
525.56,10.9125,29.2243333333,16.1658333333,36.41475,8.96983333333,10.7126666667,17.624,11.4985,17.8768333333,14.4600416667
525.90,10.8615,29.1923333333,16.1656666666,36.3461666666,8.93383333332,10.7075,17.6105,11.4495,17.7963333333,14.4266666667
526.25,10.818,29.1570833333,16.1596666667,36.3141666666,8.87866666668,10.6648333333,17.6186666667,11.408,17.7558333334,14.4045
526.59,10.7716666667,29.11325,16.1233333333,36.27175,8.84016666669,10.6411666667,17.601,11.3745,17.7075,14.3902083333
526.94,10.7516666666,29.0931666666,16.1365,36.2433333333,8.82299999999,10.6478333334,17.5985,11.347,17.6513333334,14.3857916667
527.28,10.7505,29.0998333333,16.1351666667,36.2216666667,8.80816666669,10.6398333334,17.5935,11.3376666667,17.6478333334,14.401
527.63,10.7415,29.0894166666,16.1263333334,36.2215833333,8.79950000001,10.6398333333,17.5945,11.339,17.6211666666,14.402875
527.97,10.7415,29.1175,16.1438333334,36.2569166666,8.80316666669,10.668,17.6241666666,11.3471666667,17.653,14.417875
528.32,10.7561666666,29.1226666666,16.1666666667,36.2525,8.82499999998,10.6895,17.6386666666,11.3741666667,17.6735,14.4324166666
528.66,10.7556666667,29.1149166667,16.1671666667,36.2705833334,8.82616666669,10.6901666667,17.6438333334,11.3671666667,17.6745,14.43525
529.01,10.7566666667,29.1198333334,16.1606666667,36.28375,8.81916666665,10.6981666667,17.6561666667,11.3756666666,17.6763333334,14.4378333333
529.35,10.7591666666,29.1329166666,16.1791666666,36.3160833334,8.82583333331,10.698,17.6731666666,11.3886666666,17.7093333333,14.4419166667
529.70,10.7881666667,29.1658333334,16.2058333333,36.3851666667,8.85000000001,10.726,17.719,11.416,17.7571666667,14.4645416667
530.04,10.8181666667,29.2225,16.2425,36.4496666667,8.89150000002,10.7675,17.7443333333,11.459,17.7855,14.49875
530.39,10.8568333333,29.2603333334,16.2841666667,36.5084166666,8.93083333335,10.8045,17.7821666666,11.4801666666,17.811,14.527625
530.73,10.8853333333,29.3315833334,16.315,36.5925833333,8.95033333333,10.8161666667,17.8315,11.5145,17.8758333334,14.559
531.08,10.8965,29.3535,16.3356666667,36.6441666666,8.95933333333,10.8235,17.8688333334,11.5303333334,17.901,14.5665416667
531.42,10.9348333333,29.4023333334,16.3748333334,36.7115,8.98333333334,10.8541666667,17.9065,11.5511666667,17.9541666666,14.5944583333
531.77,10.9506666667,29.42225,16.3835,36.76475,8.99466666666,10.8581666666,17.9458333333,11.5711666667,17.978,14.6064166666
532.11,10.9473333333,29.466,16.3933333333,36.79125,8.99916666666,10.8625,17.9625,11.5771666667,17.9988333333,14.607
532.46,10.9616666667,29.44325,16.3828333333,36.7820833334,9.01283333333,10.878,17.9805,11.5801666667,18.0196666667,14.6032916667
532.80,10.977,29.4655833333,16.4046666667,36.8003333333,9.02566666666,10.8816666667,17.9921666667,11.5863333333,18.0408333334,14.620375
533.15,10.995,29.4949166666,16.418,36.84225,9.03366666665,10.896,17.994,11.6001666667,18.0636666667,14.6299166667
533.49,10.9891666667,29.5091666666,16.401,36.855,9.02933333335,10.882,17.9863333333,11.5991666666,18.0676666666,14.6406666666
533.84,10.9893333334,29.5124166667,16.3786666667,36.84525,9.0095,10.8711666667,17.9798333333,11.5955,18.0901666666,14.6359583334
534.18,11.0053333334,29.5286666667,16.3821666667,36.8760833333,9.01583333335,10.869,18.0036666666,11.6218333334,18.1041666667,14.638375
534.52,11.0313333334,29.5268333333,16.3941666667,36.8934166666,9.03800000001,10.8833333334,18.007,11.6598333334,18.124,14.63075
534.87,11.062,29.5713333334,16.4253333334,36.9306666666,9.063,10.9133333333,18.0301666666,11.6903333334,18.1385,14.6641666667
535.21,11.064,29.5798333333,16.405,36.9420833333,9.06866666666,10.9091666667,18.0313333333,11.7033333333,18.1601666666,14.6467083334
535.56,11.0566666667,29.5801666667,16.4208333334,36.9814166666,9.07066666668,10.9013333333,18.0178333334,11.6796666667,18.1511666666,14.6421666667
535.90,11.094,29.6005833334,16.4493333333,37.0785833333,9.09166666665,10.9171666667,18.0618333333,11.698,18.2058333334,14.6715416667
536.25,11.0886666666,29.6286666666,16.4991666666,37.1490833334,9.08933333334,10.9141666667,18.0805,11.7206666667,18.2391666667,14.6841666667
536.59,11.1068333333,29.6499166667,16.5003333333,37.1971666667,9.08550000001,10.9173333333,18.1135,11.7211666666,18.2696666667,14.6749583333
536.93,11.1243333334,29.68125,16.5153333333,37.26425,9.07933333334,10.9501666667,18.1421666667,11.7425,18.307,14.69025
537.28,11.13,29.6918333333,16.5401666667,37.2829166666,9.06466666665,10.9343333333,18.142,11.769,18.3245,14.6807916667
537.62,11.1436666666,29.6725833334,16.5565,37.3114166667,9.07783333334,10.9401666667,18.1578333333,11.7726666667,18.3426666667,14.6887083333
537.97,11.1591666667,29.6709166667,16.5661666666,37.3549166666,9.07783333332,10.9268333333,18.1785,11.7888333334,18.3778333334,14.7207916667
538.31,11.1768333333,29.7263333333,16.5676666666,37.4180833333,9.09800000002,10.9756666666,18.223,11.8055,18.416,14.7884166667
538.65,11.1578333333,29.7150833334,16.5445,37.4165833333,9.06883333335,10.9433333334,18.2208333333,11.7853333333,18.3728333334,14.7659166667
539.00,11.1471666667,29.731,16.5761666667,37.4695,9.06516666669,10.9625,18.2548333333,11.7886666666,18.3925,14.7955
539.34,11.1868333333,29.7934166666,16.6413333333,37.4654166667,9.09416666667,11.0145,18.3301666667,11.8528333333,18.4165,14.8519166667
539.69,11.1686666667,29.8328333334,16.6461666667,37.5144166666,9.08999999999,11.0116666667,18.3373333333,11.8648333333,18.389,14.8805
540.03,11.19,29.8640833334,16.6521666667,37.54625,9.1005,11.0481666667,18.3606666667,11.8831666667,18.3658333334,14.92525
540.37,11.1746666667,29.8400833334,16.6291666667,37.5266666667,9.09766666665,11.0468333333,18.3296666666,11.8908333333,18.324,14.9359166666
540.72,11.1743333333,29.81875,16.6453333333,37.5121666667,9.11466666669,11.0365,18.3583333333,11.8853333334,18.3073333334,14.9631666667
541.06,11.208,29.83825,16.666,37.5410833334,9.14983333331,11.0865,18.4068333334,11.8883333333,18.3603333333,14.99525
541.40,11.2275,29.8645,16.7005,37.5685,9.19033333333,11.115,18.466,11.9103333333,18.4116666666,15.0345833333
541.75,11.2485,29.8991666667,16.7153333333,37.5820833333,9.21749999998,11.1556666666,18.508,11.9366666667,18.4706666667,15.058875
542.09,11.24,29.8834166666,16.707,37.5916666666,9.20866666665,11.1398333333,18.5153333333,11.9276666667,18.4966666667,15.0557083333
542.43,11.2583333334,29.88925,16.7398333333,37.6330833334,9.25116666669,11.1656666667,18.5695,11.957,18.5765,15.1118333333
542.78,11.2843333334,29.91975,16.7673333333,37.68375,9.28133333332,11.2006666667,18.6203333334,11.9893333334,18.6165,15.150125
543.12,11.3033333334,29.92225,16.748,37.7439166667,9.29850000002,11.201,18.6431666667,11.9838333334,18.6665,15.1681666666
543.46,11.3321666667,29.9005833333,16.7571666667,37.7429166667,9.31966666667,11.2163333333,18.683,12.0026666667,18.736,15.175875
543.81,11.3548333334,29.9185,16.792,37.7710833333,9.36283333335,11.2268333334,18.7473333333,12.0243333334,18.8183333333,15.2016666666
544.15,11.4088333333,29.9815833334,16.8656666667,37.87475,9.42533333331,11.2653333333,18.8461666666,12.043,18.9408333333,15.2696666667
544.49,11.4375,30.0108333333,16.8885,37.9340833334,9.45433333334,11.2921666667,18.8908333334,12.0678333334,18.9876666667,15.2851666666
544.84,11.4613333334,30.0060833333,16.9345,37.9695,9.46866666668,11.286,18.9368333334,12.108,19.0345,15.3072083334
545.18,11.4493333333,30.0226666667,16.945,38.0175833333,9.45016666665,11.282,18.9373333333,12.1086666667,19.0426666666,15.315125
545.52,11.4431666667,30.0439166666,17.0173333334,38.0689166666,9.48016666665,11.2851666667,18.946,12.1048333334,19.0531666667,15.3206666667
545.87,11.4775,30.0551666666,17.0501666667,38.1413333334,9.50766666666,11.287,18.9628333333,12.1073333333,19.0661666666,15.343
546.21,11.4965,30.0870833333,17.0823333334,38.1935833334,9.50900000001,11.2958333333,18.9815,12.1313333333,19.0946666666,15.32775
546.55,11.5376666667,30.1421666666,17.1398333333,38.2683333334,9.54600000002,11.304,18.9981666667,12.169,19.1265,15.3536666667
546.90,11.5656666666,30.2040833333,17.165,38.32175,9.58116666669,11.3283333333,19.0326666667,12.2271666666,19.1546666667,15.4027083333
547.24,11.5828333333,30.2645,17.2286666667,38.3960833334,9.5945,11.353,19.052,12.228,19.1698333333,15.428375
547.58,11.6023333333,30.3301666667,17.2083333333,38.5321666666,9.59099999998,11.3383333333,19.0723333333,12.2365,19.2281666667,15.437375
547.92,11.627,30.4310833333,17.2698333334,38.6199166666,9.62633333331,11.3841666666,19.1241666667,12.3,19.2186666667,15.4902916667
548.27,11.6478333334,30.4826666666,17.3301666667,38.7219166667,9.6455,11.3813333333,19.1438333333,12.3178333333,19.2565,15.5220833334
548.61,11.6653333333,30.5749166667,17.3326666666,38.8280833333,9.68283333331,11.4081666667,19.1906666667,12.3313333333,19.2428333333,15.5636666667
548.95,11.6931666667,30.6326666667,17.355,38.9020833333,9.69933333335,11.4288333333,19.2341666667,12.3661666666,19.2776666666,15.5996666667
549.29,11.7006666667,30.6825833333,17.3118333334,38.9889166666,9.68233333334,11.4245,19.2606666667,12.3683333333,19.303,15.6352916667
549.64,11.6816666667,30.7561666666,17.3933333334,39.0480833334,9.66216666666,11.4343333333,19.2988333334,12.3673333334,19.3328333333,15.6759583333
549.98,11.7191666667,30.8538333333,17.4361666667,39.2003333334,9.72050000002,11.489,19.3766666666,12.4016666666,19.365,15.7601666667
550.32,11.7631666667,30.91025,17.4751666666,39.2764166667,9.75516666668,11.4973333333,19.4741666667,12.4315,19.4581666667,15.8155833333
550.66,11.775,30.9500833334,17.5811666666,39.3485,9.77366666669,11.5363333334,19.48,12.4385,19.4938333334,15.8220416666
551.01,11.8415,31.0130833334,17.596,39.4439166666,9.83516666668,11.5703333333,19.5325,12.511,19.5243333334,15.8837916666
551.35,11.8611666666,31.033,17.6811666667,39.4905833334,9.87216666665,11.6561666666,19.5723333333,12.5631666667,19.4703333333,15.9187083333
551.69,11.8008333333,30.9683333334,17.5946666667,39.4165,9.83083333332,11.6008333333,19.537,12.484,19.463,15.8565416667
552.03,11.8038333333,31.0510833334,17.613,39.5144166666,9.89116666665,11.6231666667,19.598,12.5206666667,19.5208333333,15.8726666666
552.38,11.851,31.1036666666,17.633,39.5763333334,9.95499999999,11.6545,19.642,12.5475,19.5638333334,15.9201666667
552.72,11.939,31.1981666667,17.7266666666,39.6629166667,10.0323333333,11.704,19.6913333334,12.613,19.5748333333,15.9643333333
553.06,11.9951666667,31.28225,17.78,39.7411666667,10.0451666667,11.7376666667,19.7445,12.6371666667,19.606,15.984125
553.40,12.0143333333,31.2963333333,17.7476666667,39.7278333333,10.0563333334,11.7533333333,19.7683333334,12.6826666667,19.6148333333,15.9897083334
553.74,12.0721666667,31.3281666667,17.7963333333,39.76425,10.0763333333,11.7945,19.7835,12.7293333333,19.6623333333,16.03375
554.09,12.0648333334,31.31525,17.7695,39.7845833333,10.0555,11.7736666667,19.7473333333,12.6971666666,19.6141666667,16.0217083333
554.43,12.0443333334,31.29475,17.7196666666,39.7848333334,10.0451666667,11.7455,19.7425,12.6958333333,19.6286666666,15.9879166667
554.77,12.018,31.3136666667,17.768,39.7996666666,10.0573333333,11.7506666667,19.7791666666,12.6905,19.6683333333,16.0037083333
555.11,12.0966666667,31.369,17.7981666666,39.8675,10.099,11.7738333334,19.814,12.733,19.8021666667,16.06475
555.45,12.1755,31.4470833334,17.915,40.0038333334,10.167,11.8383333334,19.916,12.8585,19.881,16.180875
555.80,12.2021666667,31.4336666666,17.9191666666,39.97825,10.1626666667,11.8451666666,19.9426666666,12.874,19.8471666667,16.2192916667
556.14,12.1246666667,31.40725,17.9173333334,39.9828333334,10.1148333333,11.7898333333,19.8985,12.8405,19.8343333334,16.1532916666
556.48,12.0895,31.3981666666,17.8761666667,40.0436666666,10.0543333333,11.7733333333,19.9051666666,12.8358333333,19.8361666667,16.16
556.82,12.0636666667,31.4006666666,17.8678333333,40.0508333333,10.072,11.7666666667,19.8978333334,12.858,19.7931666666,16.148625
557.16,12.0885,31.50975,17.8945,40.1674166666,10.1286666667,11.779,19.9518333333,12.9098333334,19.8351666666,16.1752083333
557.50,12.0126666666,31.5004166667,17.863,40.1593333334,10.0698333333,11.7045,19.9673333333,12.8561666667,19.806,16.1439166667
557.85,12.0036666667,31.5759166666,17.8713333334,40.2023333333,10.0828333333,11.7461666667,20.0401666667,12.919,19.8331666667,16.1859583334
558.19,12.0598333333,31.6380833334,17.8896666667,40.29725,10.1386666666,11.7331666666,20.0868333333,12.9506666667,19.831,16.2302083333
558.53,12.0551666667,31.66,17.8591666666,40.36775,10.1063333333,11.7401666667,20.0875,12.9713333333,19.8025,16.2225
558.87,12.0025,31.6176666666,17.8291666666,40.3038333333,10.0421666667,11.6578333334,20.0541666667,12.9041666666,19.6601666666,16.182
559.21,11.9545,31.65425,17.8465,40.3506666666,10.0296666666,11.6608333333,20.0576666667,12.8863333333,19.6356666666,16.1364166666
559.55,11.9648333334,31.7158333333,17.8531666667,40.3405833333,9.99766666668,11.6736666666,20.076,12.8851666667,19.6291666667,16.127625
559.89,12.056,31.825,17.874,40.4146666666,10.0358333334,11.7675,20.1605,12.9606666667,19.674,16.2061666667
560.23,12.0793333334,31.87,17.8583333334,40.4335833334,10.0798333333,11.8223333334,20.187,12.981,19.6718333334,16.2281666667
560.58,12.1445,31.892,17.936,40.4841666666,10.086,11.8411666667,20.2436666667,12.9825,19.7483333333,16.27675
560.92,12.1911666667,31.8298333333,17.9961666666,40.43175,10.1435,11.8996666666,20.2983333333,12.9865,19.763,16.29875
561.26,12.2676666666,31.8940833333,18.0283333333,40.4883333333,10.1856666667,11.971,20.3073333333,13.0396666666,19.772,16.2863333334
561.60,12.2796666667,31.8338333334,18.0465,40.4371666667,10.156,11.9318333333,20.2555,12.9975,19.7775,16.254625
561.94,12.2435,31.801,18.0685,40.39475,10.1016666667,11.9523333333,20.2365,12.9683333333,19.7963333333,16.24875
562.28,12.26,31.7694166667,18.0958333334,40.3320833333,10.0965,11.9651666666,20.2645,12.9975,19.8091666667,16.2506666667
562.62,12.3216666666,31.8176666666,18.1558333333,40.3504166666,10.1888333333,12.0603333334,20.3306666666,13.0866666667,19.8746666667,16.302
562.96,12.3906666667,31.7914166667,18.1526666666,40.3835,10.2285,12.0681666667,20.3355,13.1038333333,19.9438333333,16.3471666666
563.30,12.3978333334,31.84625,18.1961666667,40.4775,10.307,12.1123333334,20.352,13.1148333333,19.9928333333,16.3553333333
563.64,12.3711666667,31.8033333334,18.2213333333,40.4488333333,10.27,12.0501666667,20.2836666666,13.0561666667,19.9848333334,16.3343333333
563.99,12.3515,31.7370833334,18.2858333333,40.3889166667,10.2856666667,12.0181666667,20.2848333334,13.048,20.004,16.3156666667
564.33,12.3298333333,31.69825,18.2386666667,40.3285,10.2858333333,11.9875,20.2676666667,13.0778333334,19.959,16.273875
564.67,12.3116666667,31.7213333333,18.1951666666,40.336,10.2216666667,11.9435,20.2266666666,13.0073333334,19.8991666667,16.2504166667
565.01,12.3198333333,31.6699166667,18.1916666667,40.3573333333,10.2193333333,11.9388333334,20.258,13.0181666667,19.8738333333,16.3071666666
565.35,12.2651666666,31.6589166667,18.1528333333,40.3099166666,10.2213333333,11.9196666667,20.2408333334,12.9688333333,19.8408333333,16.265
565.69,12.244,31.6771666666,18.1475,40.2728333333,10.2245,11.9098333334,20.2736666667,12.9596666666,19.8038333333,16.2639583333
566.03,12.2825,31.704,18.197,40.2839166667,10.2555,11.9211666667,20.2683333333,12.942,19.8286666667,16.3066666666
566.37,12.2776666666,31.7318333333,18.1938333333,40.316,10.2166666666,11.9001666666,20.2936666667,12.892,19.8461666666,16.3359583333
566.71,12.2773333334,31.7798333333,18.1958333334,40.3080833333,10.1831666667,11.9073333333,20.3225,12.903,19.8085,16.3305416666
567.05,12.2916666666,31.73625,18.2003333334,40.30675,10.171,11.9043333333,20.3436666667,12.9045,19.8431666666,16.3694583333
567.39,12.2935,31.7120833334,18.2095,40.2963333334,10.2168333333,11.948,20.3826666666,12.925,19.8421666667,16.3729583333
567.73,12.345,31.7525833334,18.1898333334,40.3310833334,10.2121666666,11.9901666667,20.4171666667,12.9336666667,19.8558333333,16.42
568.07,12.3345,31.7925,18.2283333334,40.3669166666,10.2275,12.0426666666,20.4611666667,12.9353333334,19.913,16.4940416666
568.41,12.35,31.8409166666,18.3056666667,40.4400833334,10.273,12.1053333333,20.5378333334,13.0333333334,19.979,16.5464583333
568.75,12.3373333333,31.8935,18.3606666666,40.3895833334,10.289,12.0973333334,20.5515,13.023,20.0245,16.561
569.09,12.3816666666,31.9669166667,18.442,40.4615,10.3041666667,12.1493333334,20.6206666666,13.083,20.0811666666,16.663625
569.43,12.463,32.0059166666,18.479,40.5368333334,10.3323333334,12.2123333333,20.6473333334,13.1401666666,20.135,16.7017916666
569.77,12.4756666666,31.99175,18.4713333333,40.5389166666,10.3368333333,12.2466666667,20.676,13.139,20.1615,16.7007083333
570.11,12.41,32.022,18.469,40.5645833334,10.2995,12.2421666667,20.668,13.1455,20.115,16.683375
570.45,12.4368333334,31.9486666666,18.4771666666,40.52175,10.3196666667,12.2605,20.6693333334,13.1448333334,20.1015,16.7031666667
570.79,12.4586666667,31.9769166666,18.4805,40.5140833334,10.3333333333,12.255,20.7196666666,13.1723333333,20.101,16.7337083334
571.13,12.47,31.99975,18.4951666667,40.5110833334,10.3375,12.27,20.7405,13.1861666667,20.1121666666,16.7650416666
571.47,12.4101666666,31.9268333334,18.48,40.5075833333,10.3306666666,12.2456666667,20.7363333334,13.1571666666,20.0723333334,16.7340833334
571.81,12.4295,31.9094166667,18.4615,40.521,10.3095,12.2405,20.733,13.1288333334,20.0213333334,16.7005
572.15,12.4061666667,31.9139166667,18.4371666667,40.544,10.2878333333,12.2155,20.7045,13.1185,20.019,16.704875
572.49,12.3785,31.9339166666,18.401,40.61475,10.2908333333,12.2185,20.711,13.1168333334,20.008,16.6607916667
572.83,12.436,31.9135833334,18.412,40.64425,10.317,12.2391666667,20.7305,13.1541666666,20.0373333333,16.6417083333
573.17,12.4328333334,31.92275,18.424,40.7158333333,10.3341666667,12.249,20.7775,13.1401666667,20.043,16.6855416667
573.51,12.3865,31.9349166666,18.3923333333,40.67175,10.3371666667,12.2061666667,20.766,13.1096666666,19.986,16.6607083334
573.85,12.469,31.9694166667,18.4448333334,40.7231666667,10.4103333333,12.2338333333,20.82,13.1311666667,20.0348333334,16.6972083333
574.19,12.4186666667,31.9895,18.4836666667,40.76025,10.3895,12.2028333334,20.8243333333,13.0915,20.0816666667,16.6835
574.53,12.4593333333,31.9610833334,18.5015,40.7519166667,10.4018333333,12.2286666666,20.7945,13.1115,20.0593333334,16.6820833333
574.87,12.4775,32.0001666667,18.5496666667,40.82875,10.4276666667,12.2561666666,20.8695,13.1603333333,20.1215,16.7469166667
575.21,12.5066666667,32.0705833334,18.586,40.8505,10.4455,12.2446666666,20.9075,13.1771666667,20.1928333334,16.7810416667
575.55,12.5048333333,32.0969166667,18.6355,40.9065833333,10.4848333333,12.2893333333,20.9635,13.2226666666,20.2595,16.8134583333
575.89,12.5055,32.0591666667,18.6373333333,40.8479166667,10.4671666667,12.2938333334,20.9521666667,13.1695,20.3001666667,16.7650416666
576.22,12.581,32.0731666666,18.711,40.79875,10.5006666667,12.3968333333,20.97,13.2385,20.3588333333,16.8047083333
576.56,12.5486666666,32.0564166666,18.6635,40.8071666667,10.47,12.3695,20.9858333333,13.2046666667,20.3343333333,16.8115833334
576.90,12.5081666666,32.0156666666,18.646,40.7471666667,10.4355,12.3355,20.9448333334,13.1935,20.3071666666,16.7602083333
577.24,12.5435,32.0565833333,18.6526666666,40.8544166666,10.419,12.3543333333,20.9515,13.2066666667,20.3755,16.73875
577.58,12.4988333333,31.9983333333,18.6691666667,40.8133333334,10.4185,12.3743333333,20.9451666666,13.2383333333,20.4465,16.74825
577.92,12.6158333334,32.0905,18.6653333333,40.85075,10.4941666666,12.4856666667,21.023,13.3346666666,20.5438333334,16.8125416667
578.26,12.6165,32.1719166666,18.7213333333,40.98725,10.5385,12.5001666666,21.1001666666,13.3738333333,20.6025,16.8775
578.60,12.6615,32.2266666667,18.7518333333,41.0415,10.5305,12.547,21.1266666667,13.3915,20.6343333333,16.8814583333
578.94,12.6928333334,32.2015833334,18.733,41.0315,10.5193333333,12.5873333333,21.1235,13.4298333334,20.6238333333,16.8621666666
579.28,12.7095,32.22,18.758,41.0666666667,10.4836666667,12.5863333333,21.1193333333,13.4503333333,20.637,16.8795833333
579.61,12.7333333334,32.2515833333,18.803,41.14975,10.5375,12.595,21.1868333334,13.517,20.605,16.9233333334
579.95,12.7071666667,32.26,18.763,41.3078333333,10.509,12.5613333333,21.2051666667,13.4758333333,20.627,16.9543333333
580.29,12.7598333333,32.32075,18.8295,41.4354166666,10.5676666667,12.6555,21.234,13.5453333333,20.6641666667,17.0077916667
580.63,12.8166666667,32.4,18.788,41.509,10.6011666667,12.6625,21.283,13.5921666666,20.7538333334,17.068875
580.97,12.8035,32.3525,18.7836666666,41.5014166667,10.6176666667,12.6738333333,21.3023333333,13.6185,20.7008333333,17.14625
581.31,12.8795,32.4686666666,18.7555,41.6400833333,10.637,12.7713333334,21.4173333333,13.6853333334,20.769,17.215875
581.65,12.8758333333,32.4681666666,18.7771666667,41.69025,10.6225,12.7948333333,21.4381666666,13.6683333333,20.716,17.21825
581.98,12.937,32.5176666667,18.8023333333,41.7041666666,10.6523333333,12.9168333333,21.4515,13.7033333333,20.772,17.2758333334
582.32,12.927,32.3843333333,18.6968333333,41.6965,10.6103333333,12.8331666667,21.3763333333,13.6125,20.6808333334,17.1882083333
582.66,12.921,32.3938333334,18.7308333333,41.79375,10.6528333333,12.8621666667,21.428,13.5825,20.789,17.2225833334
583.00,12.9075,32.331,18.6363333334,41.6700833334,10.6923333333,12.772,21.3901666667,13.5216666667,20.7008333333,17.1939583334
583.34,12.9545,32.3391666667,18.6393333334,41.643,10.7151666667,12.8203333333,21.4173333333,13.5391666667,20.7543333333,17.252
583.68,12.9468333333,32.3461666666,18.6413333333,41.5564166667,10.7128333333,12.7571666667,21.4341666667,13.5111666667,20.6531666667,17.272875
584.01,12.9206666667,32.3636666666,18.6853333334,41.4899166667,10.67,12.7258333333,21.4111666667,13.4941666666,20.6525,17.2596666667
584.35,12.8766666666,32.33375,18.7676666667,41.446,10.6358333333,12.7976666666,21.4215,13.4961666667,20.6413333333,17.2212083333
584.69,12.9238333333,32.44775,18.8488333333,41.496,10.6263333333,12.8561666667,21.5131666667,13.5216666666,20.7495,17.263625
585.03,12.87,32.34975,18.8965,41.42325,10.6088333333,12.7785,21.4358333334,13.4485,20.6946666667,17.2130416667
585.37,12.8701666667,32.3563333334,18.9296666667,41.4875,10.6455,12.7586666667,21.4571666667,13.5091666666,20.7691666667,17.2386666667
585.70,12.7136666667,32.2219166667,18.8256666667,41.35,10.485,12.5791666666,21.389,13.3966666666,20.6811666667,17.1272083333
586.04,12.692,32.3291666666,18.9231666667,41.3593333334,10.5071666667,12.6313333333,21.4376666666,13.4836666667,20.7255,17.200625
586.38,12.73,32.42325,18.9653333333,41.32775,10.529,12.6383333333,21.4753333334,13.5396666667,20.7275,17.2399166667
586.72,12.8598333334,32.54475,19.1225,41.4964166666,10.6858333333,12.8308333333,21.6843333333,13.717,21.0275,17.4103333333
587.06,12.855,32.4980833333,19.1336666667,41.6076666667,10.7175,12.8795,21.678,13.743,21.004,17.3858333333
587.39,12.8788333333,32.5246666666,19.1633333333,41.74325,10.7813333334,12.933,21.7668333334,13.8105,21.1246666667,17.4432916666
587.73,12.8503333334,32.481,19.1003333333,41.77725,10.7898333333,12.9386666667,21.8093333333,13.7623333333,21.1445,17.4315833333
588.07,12.9441666667,32.5864166667,19.1461666667,41.8945,10.8271666667,12.9925,21.8845,13.838,21.1646666666,17.5285
588.41,12.9965,32.6050833334,19.1755,41.9418333334,10.93,13.0295,21.967,13.9025,21.1693333334,17.5661666666
588.74,12.9473333334,32.66975,19.0895,41.9649166666,10.8548333333,13.0211666667,21.9168333333,13.8856666667,21.0855,17.5490416667
589.08,12.8455,32.5784166666,18.9878333333,41.8376666667,10.7691666667,12.9478333333,21.834,13.8085,20.9658333333,17.4427916667
589.42,12.9281666667,32.6406666666,19.0336666666,41.9449166667,10.8431666666,13.0596666667,21.8851666667,13.8571666666,21.0218333334,17.4976666667
589.76,12.9405,32.6966666667,19.0201666667,41.9639166667,10.8895,13.1128333333,21.943,13.8923333333,21.1171666667,17.5218333334
590.09,12.9545,32.7495,19.02,42.04625,10.8393333333,13.0991666667,21.9108333333,13.874,21.1341666666,17.5175
590.43,12.7993333333,32.6765,18.9085,42.0164166667,10.6848333333,12.994,21.7846666666,13.7751666667,20.8838333333,17.40725
590.77,12.7886666666,32.7398333333,18.853,41.9616666667,10.6026666667,12.9211666667,21.8006666667,13.7486666666,20.8673333334,17.45425
591.11,12.7458333333,32.7135833334,18.7595,41.911,10.5616666667,12.9493333333,21.7103333334,13.731,20.8128333333,17.34475
591.44,12.796,32.7559166667,18.7801666666,41.9588333334,10.5566666666,12.94,21.7491666666,13.7646666667,20.7336666667,17.3574166667
591.78,12.7906666667,32.7446666666,18.8291666666,41.9731666667,10.6263333333,12.9406666666,21.7873333333,13.743,20.73,17.345375
592.12,12.7108333333,32.6835,18.7906666667,41.9610833334,10.5956666667,12.9011666666,21.715,13.7106666666,20.7548333333,17.2980833334
592.46,12.8323333333,32.6606666667,18.8848333333,41.965,10.6891666666,12.9383333334,21.7871666667,13.7808333333,20.7393333334,17.3102083334
592.79,12.9071666666,32.6876666667,18.948,42.0409166666,10.7361666667,13.0185,21.7983333334,13.8028333334,20.8635,17.3650416667
593.13,12.9298333334,32.7489166666,19.041,42.12675,10.801,13.0181666666,21.9195,13.8501666667,20.8966666666,17.404875
593.47,12.9585,32.7734166667,19.1136666667,42.1768333334,10.846,13.0261666667,21.9631666667,13.8605,20.8621666666,17.4860833334
593.80,12.988,32.71025,19.1178333333,42.1381666667,10.8913333334,13.079,22.0298333333,13.8826666667,20.8493333333,17.5121666667
594.14,13.0796666666,32.8055,19.2295,42.1425833334,10.9646666667,13.1261666667,22.0781666666,13.8858333333,20.9915,17.5767916667
594.48,13.117,32.8849166666,19.3055,42.1795,11.0293333333,13.1848333333,22.1326666667,13.904,21.0825,17.6027083334
594.81,13.2128333333,32.8970833334,19.3918333333,42.1566666666,11.0661666667,13.1943333334,22.2416666667,13.918,21.1183333334,17.7175833333
595.15,13.1753333334,32.8855,19.4283333333,42.0571666667,11.0775,13.2295,22.2178333333,13.912,21.0961666666,17.737875
595.49,13.1523333334,32.87825,19.3555,42.0044166667,11.0208333333,13.2023333333,22.1868333333,13.8795,21.0836666667,17.7235833333
595.82,13.1791666666,32.898,19.3925,42.0435,11.0195,13.2226666667,22.2015,13.8886666666,21.0441666666,17.7636666666
596.16,13.1715,32.96,19.438,42.0351666666,11.0446666667,13.2728333334,22.2451666667,13.9078333334,21.0803333333,17.7750416667
