wavelength,Back_CreVerm,Belly_CreVerm,Breast_CreVerm,Crissum_CreVerm,Crown_CreVerm,DorTail_CreVerm,Rump_CreVerm,Throat_CreVerm,WingTip_CreVerm
342.70,9.94962222223,6.9152,5.3584,6.4412,6.42106666666,7.16216666667,7.96916296295,7.37753333333,8.45959999999
343.06,9.95784444443,6.9271,5.3998,6.47633333333,6.47746666667,7.24916666667,7.98017777779,7.41039999999,8.52740000001
343.43,10.1261444445,7.03816666667,5.5072,6.71913333333,6.61313333334,7.4326,8.11054444444,7.60285333334,8.69593333334
343.79,10.0600222222,6.99183333333,5.35713333333,6.69586666667,6.4846,7.41033333333,8.06261851851,7.64214666666,8.64833333333
344.16,10.0658777778,7.01046666667,5.3386,6.69246666667,6.51513333333,7.5154,8.04151481482,7.70378666666,8.66513333334
344.52,10.0816444445,7.09973333333,5.33353333333,6.74833333333,6.4978,7.63806666667,8.08351111111,7.73628000001,8.69873333334
344.89,10.0177444444,6.96373333333,5.20446666667,6.5942,6.39026666667,7.4682,7.93118888889,7.59569333333,8.58206666667
345.25,10.1592888889,7.00666666667,5.32966666667,6.6928,6.48066666667,7.5775,7.98983703705,7.73757333332,8.71799999999
345.62,10.2364222222,7.06743333333,5.38646666667,6.77153333333,6.46833333334,7.59916666666,8.08767407408,7.82897333333,8.80026666666
345.99,10.2297666667,7.0262,5.40126666667,6.76206666667,6.4074,7.56233333333,8.06446296295,7.78918666665,8.7558
346.35,10.2304444445,6.9403,5.46953333333,6.83473333333,6.42993333333,7.62483333333,8.10703333334,7.81602666667,8.79193333334
346.72,10.2822222222,7.01356666667,5.50213333333,6.88626666667,6.4604,7.64893333333,8.11563333333,7.88841333334,8.81866666666
347.08,10.1566333333,6.87983333333,5.3118,6.791,6.31773333333,7.43393333333,7.95275925925,7.83368000001,8.71826666667
347.45,10.1899,6.95603333333,5.33793333333,6.82426666667,6.37673333333,7.44343333333,8.03857037036,7.90264,8.75486666667
347.81,10.2028333333,6.96346666667,5.44426666667,6.85846666667,6.43146666667,7.46076666667,8.09351111112,7.89894666667,8.7666
348.18,10.1085333333,6.83223333333,5.3138,6.77993333333,6.25833333333,7.3193,8.00114814814,7.70318666667,8.65093333333
348.54,10.1228666667,6.91316666667,5.29253333333,6.7718,6.28913333333,7.31973333333,8.06126666667,7.73123999999,8.68326666667
348.91,10.3474222222,7.2045,5.52973333333,7.02493333333,6.54193333333,7.57690000001,8.37894444445,8.02501333333,8.95653333333
349.27,10.4044111111,7.29796666667,5.613,7.1016,6.60653333333,7.74943333333,8.52302222221,8.09642666665,8.99060000001
349.64,10.3866111111,7.32826666667,5.649,7.08546666667,6.58666666667,7.77446666666,8.52324074073,8.10122666665,8.95420000001
350.00,10.4794444445,7.50496666667,5.7818,7.25613333334,6.74313333333,7.89433333333,8.70869259259,8.23440000001,9.11480000001
350.37,10.3299888889,7.40586666667,5.51986666667,7.0492,6.5916,7.63629999999,8.53865925926,8.05181333334,9.02053333333
350.73,10.2773222222,7.33596666667,5.4124,6.97706666667,6.50873333333,7.58146666667,8.47275555555,7.95726666666,8.93039999999
351.10,10.3467777778,7.36706666667,5.55266666667,7.07333333334,6.59846666667,7.70473333334,8.61057407408,7.98170666667,8.94706666667
351.46,10.1546,7.21183333333,5.4578,6.92153333333,6.44366666667,7.60326666667,8.46811111112,7.82045333334,8.8152
351.83,10.0692,7.16786666667,5.3832,6.87773333333,6.4394,7.4957,8.37998888889,7.77933333334,8.78413333333
352.19,10.2072222222,7.36883333333,5.56986666667,7.0888,6.63053333334,7.66583333333,8.55450370371,7.98130666666,9.02886666666
352.55,10.2840555555,7.42586666667,5.71293333334,7.20046666667,6.7452,7.76923333333,8.6506962963,8.07256,9.10859999999
352.92,10.2192888889,7.3508,5.69773333333,7.13533333333,6.62906666667,7.71566666667,8.55995925925,7.98156000001,9.00593333333
353.28,10.1234222222,7.2336,5.57926666667,7.02733333333,6.45346666667,7.57766666667,8.44731851853,7.84372,8.89319999999
353.65,10.1867555556,7.31166666667,5.61553333334,7.10633333333,6.4648,7.63489999999,8.49165555555,7.89838666668,8.94039999999
354.01,10.2264444444,7.30236666667,5.63653333333,7.1428,6.4812,7.63293333334,8.49599629629,7.92050666667,8.90660000001
354.38,10.4446888889,7.5777,5.9118,7.4636,6.74153333333,7.93560000001,8.73337407407,8.17197333334,9.10719999999
354.74,10.7062222222,7.86536666666,6.21633333333,7.79659999999,6.97566666667,8.22486666667,9.00354814814,8.47090666666,9.44659999999
355.11,10.8386777778,8.00083333333,6.302,7.90486666667,7.043,8.28213333333,9.06117407407,8.58507999999,9.58586666667
355.47,10.9627555555,8.09266666667,6.37526666667,8.05033333333,7.09513333333,8.32526666667,9.14447777779,8.72641333333,9.68793333333
355.83,11.0846777778,8.19463333333,6.47153333333,8.20913333334,7.1586,8.4438,9.24455185185,8.84077333333,9.76980000001
356.20,11.0575666667,8.12153333333,6.40326666667,8.15013333334,7.08693333333,8.35956666666,9.21499999999,8.81107999999,9.66833333333
356.56,11.1023,8.1082,6.42533333333,8.17879999999,7.02846666667,8.37076666667,9.24052592593,8.86298666665,9.7246
356.93,11.0296888889,8.00773333333,6.32106666667,8.13326666666,6.9374,8.25999999999,9.15148148149,8.78928,9.67459999999
357.29,10.9764,7.86516666667,6.23093333333,8.08793333333,6.82286666667,8.11843333333,9.09193703703,8.72674666667,9.6216
357.66,10.929,7.77776666667,6.16626666667,8.03966666667,6.79813333333,8.02759999999,9.00960740741,8.65964,9.58653333333
358.02,10.9828888889,7.88343333333,6.17066666667,8.09780000001,6.84426666667,8.11833333333,9.06771851851,8.71965333335,9.66606666666
358.38,10.9586222222,7.80476666667,6.13906666667,8.04113333333,6.72766666667,8.05160000001,9.01277407407,8.66752,9.62339999999
358.75,10.7817888889,7.66383333333,6.00653333333,7.87626666667,6.56533333333,7.86640000001,8.82286666666,8.48518666665,9.44539999999
359.11,10.7266888889,7.5887,5.97046666667,7.80846666667,6.4618,7.83066666667,8.74107407407,8.40794666667,9.38186666666
359.48,10.7564222222,7.63753333333,6.0252,7.82046666667,6.50013333333,7.8642,8.74795555555,8.41885333333,9.38359999999
359.84,10.6469222222,7.5822,5.96233333333,7.69406666667,6.3684,7.70526666667,8.64759259259,8.28869333333,9.26846666666
360.20,10.6755,7.6402,6.066,7.7662,6.4252,7.75330000001,8.6626074074,8.28338666665,9.30153333333
360.57,10.6233888889,7.6579,6.0206,7.76606666667,6.41606666667,7.69806666667,8.58854074074,8.21521333334,9.24373333333
360.93,10.7204666667,7.8127,6.16386666667,7.92413333334,6.57873333333,7.84476666667,8.71401111111,8.33802666668,9.36206666667
361.29,10.7578222222,7.93933333333,6.23786666667,8.01033333333,6.6892,7.90813333334,8.7509962963,8.38350666666,9.45966666666
361.66,10.786,7.9935,6.36133333333,8.07146666667,6.78066666667,7.98369999999,8.84249259259,8.43984000001,9.54593333333
362.02,10.7648777778,8.01126666667,6.3996,8.09793333333,6.78466666667,7.94326666666,8.82232592593,8.45238666667,9.56366666667
362.39,10.7928555555,8.0826,6.47793333334,8.12986666666,6.8708,7.95766666667,8.90825925925,8.51199999999,9.62553333333
362.75,10.8534888889,8.108,6.5614,8.20433333335,6.94873333333,8.00003333333,8.98804814815,8.56470666667,9.67293333333
363.11,10.7960666667,8.1232,6.5716,8.203,6.95926666667,7.9565,9.00294814815,8.58570666667,9.6434
363.48,10.7728333333,8.10603333333,6.56326666667,8.19786666667,6.93813333333,7.95466666667,9.00140370371,8.54425333334,9.6374
363.84,10.8457888889,8.21656666667,6.6318,8.2728,7.06333333333,8.13426666666,9.11051481482,8.62414666666,9.76119999999
364.20,10.8216666667,8.1813,6.58253333333,8.23953333334,7.03686666666,8.11400000001,9.07962222221,8.63736,9.7492
364.57,10.8939,8.19143333333,6.62986666667,8.27806666666,7.0878,8.14183333334,9.13508888888,8.66209333335,9.78233333333
364.93,10.9267222222,8.23476666667,6.64486666667,8.29506666666,7.07973333333,8.12986666667,9.16661111112,8.65166666668,9.79713333333
365.29,10.9481111111,8.26223333333,6.65626666666,8.27579999999,7.096,8.14903333334,9.17477407407,8.66867999999,9.77153333334
365.66,10.9385888889,8.19136666667,6.56233333333,8.23653333333,6.97226666667,8.07246666667,9.08582592592,8.61602666667,9.69546666666
366.02,10.9208111111,8.13213333333,6.5278,8.17819999999,6.87853333333,8.01696666666,9.03157037038,8.55662666668,9.61346666667
366.38,10.9468555556,8.17696666667,6.50386666667,8.234,6.8576,8.05013333333,8.98206296296,8.54881333334,9.58659999999
366.75,11.0351222222,8.2865,6.56453333333,8.31413333335,6.90553333334,8.13390000001,9.04484814814,8.62733333333,9.64653333333
367.11,11.1720333333,8.4046,6.63113333333,8.39313333333,7.01886666667,8.19986666666,9.10113703703,8.70762666667,9.76233333333
367.47,11.2490111111,8.4605,6.63873333333,8.41753333333,7.0428,8.1809,9.09537407408,8.73129333332,9.79453333334
367.84,11.2893888889,8.50616666667,6.67806666667,8.49833333333,7.00286666667,8.13453333334,9.10466666666,8.79196000001,9.78473333333
368.20,11.3600888889,8.6027,6.7404,8.59340000001,7.0234,8.20476666667,9.16597037037,8.82434666667,9.82946666666
368.56,11.2828222222,8.6135,6.747,8.55580000001,6.99226666667,8.16720000001,9.16395555555,8.83295999999,9.80946666666
368.93,11.2293666667,8.49476666667,6.73546666667,8.50873333332,6.93213333334,8.10103333333,9.12006666666,8.79186666666,9.73233333333
369.29,11.2857888889,8.5194,6.83466666667,8.60733333333,7.0028,8.13726666666,9.20874814814,8.87907999999,9.81653333333
369.65,11.1861,8.46206666667,6.79353333333,8.56366666667,6.97366666667,8.03523333333,9.15073703704,8.79206666667,9.74186666667
370.01,11.2300333334,8.47186666667,6.83533333333,8.59040000001,7.03573333333,8.05016666667,9.20282222221,8.81841333332,9.80286666667
370.38,11.2042777778,8.39883333333,6.8458,8.5562,7.01706666667,7.97726666667,9.19840000001,8.76349333334,9.74666666667
370.74,11.1062555556,8.30943333333,6.7648,8.41446666666,6.90506666667,7.83746666666,9.09509999999,8.65172,9.64273333333
371.10,10.9834,8.20996666667,6.71333333333,8.32979999999,6.8172,7.75849999999,9.03171851853,8.54485333335,9.53713333333
371.46,10.9348333333,8.15316666667,6.7294,8.31080000001,6.7874,7.72513333333,9.00934444445,8.53993333334,9.5106
371.83,10.9600777778,8.0838,6.73313333333,8.27866666666,6.8354,7.72606666667,8.98848888889,8.48821333334,9.49793333334
372.19,11.0874555555,8.1792,6.88166666667,8.35386666667,6.97686666667,7.83136666667,9.13913703704,8.61013333332,9.61026666666
372.55,11.1306,8.20103333333,6.94866666667,8.39500000001,6.98973333333,7.86016666666,9.16093333334,8.64258666666,9.59793333333
372.92,11.2361666667,8.3636,7.0272,8.47013333334,7.10913333333,7.95336666666,9.23504074074,8.73033333333,9.72173333334
373.28,11.2442555556,8.4459,7.05973333333,8.50099999999,7.14213333333,7.93756666667,9.23496666666,8.73661333334,9.71933333333
373.64,11.4060444444,8.63933333334,7.22553333333,8.62380000001,7.3132,8.09989999999,9.38978888889,8.89785333334,9.87306666668
374.00,11.2781777778,8.52853333333,7.1126,8.51660000001,7.2182,8.0404,9.23697777779,8.77410666667,9.72460000001
374.37,11.3017888889,8.58626666666,7.1086,8.55986666667,7.24553333333,8.0891,9.28650740741,8.83135999999,9.76039999999
374.73,11.3796222222,8.6413,7.2018,8.62286666666,7.3628,8.15383333333,9.36101111111,8.8854,9.82313333332
375.09,11.4762333333,8.69126666667,7.26433333333,8.73366666666,7.43313333333,8.25893333333,9.40880740741,8.95937333333,9.90173333333
375.45,11.5713888889,8.81159999999,7.38953333333,8.82686666665,7.545,8.38050000001,9.51048888888,9.08233333334,10.0016
375.81,11.5246888889,8.80553333333,7.3724,8.83033333334,7.5284,8.38493333333,9.52917777779,9.13955999999,9.97806666665
376.18,11.4942555556,8.7458,7.30966666667,8.79993333333,7.50593333333,8.34356666666,9.47253333334,9.10458666668,9.94133333333
376.54,11.5141777778,8.73143333333,7.29006666667,8.79233333332,7.52573333333,8.33360000001,9.42819629629,9.11857333332,9.99313333334
376.90,11.4169666667,8.59426666667,7.23753333333,8.72973333332,7.44026666667,8.23986666666,9.31415555555,9.05403999999,9.9128
377.26,11.4324777778,8.5532,7.23153333333,8.71433333335,7.42806666667,8.21336666667,9.30465925925,9.0294,9.90660000001
377.63,11.3679555556,8.50116666667,7.19046666667,8.65106666667,7.3514,8.14656666666,9.22238148147,9.00805333334,9.85273333333
377.99,11.4412,8.5875,7.27993333333,8.73626666667,7.4178,8.1677,9.30724814815,9.09956,9.96106666667
378.35,11.4356666667,8.52076666667,7.30326666667,8.69919999999,7.426,8.13659999999,9.23512962963,9.09304000001,9.97079999999
378.71,11.3346,8.37873333333,7.17666666667,8.60326666667,7.30446666667,7.99953333333,9.12429629629,9.03473333332,9.8854
379.07,11.3413777778,8.3948,7.1974,8.57560000001,7.315,7.92803333333,9.10966666667,9.02092000001,9.86053333333
379.44,11.2716444444,8.32136666667,7.14373333333,8.49546666666,7.274,7.84873333333,9.03511111112,8.93826666666,9.79100000001
379.80,11.2821666667,8.2956,7.10133333333,8.43686666668,7.22966666667,7.78126666667,8.94661481482,8.87030666666,9.7688
380.16,11.2859666667,8.3134,7.1416,8.41539999999,7.22906666667,7.76743333333,8.94208518519,8.88440000001,9.79919999999
380.52,11.3419888889,8.36013333333,7.14886666667,8.44260000001,7.26153333333,7.80529999999,8.97473333333,8.89914666667,9.83586666666
380.88,11.3383,8.3423,7.1164,8.38446666667,7.2368,7.74736666667,8.96132222223,8.88277333332,9.7944
381.24,11.2816222222,8.30823333333,7.0842,8.3232,7.17933333333,7.7334,8.90449259259,8.85617333332,9.72333333333
381.61,11.2599444445,8.25823333333,7.04613333333,8.26940000001,7.13486666667,7.7028,8.8615037037,8.80224000001,9.65620000001
381.97,11.2864555556,8.2779,7.0978,8.25686666665,7.16693333333,7.74416666667,8.89458518519,8.83961333335,9.64333333333
382.33,11.3314111111,8.3647,7.1882,8.3044,7.22393333333,7.78813333333,8.95625185185,8.88625333332,9.65020000001
382.69,11.4128333333,8.4799,7.26793333333,8.35419999999,7.29046666667,7.87336666667,9.02902222223,8.94878666667,9.70346666667
383.05,11.3925333333,8.455,7.22813333334,8.33326666667,7.25466666667,7.86276666667,8.9975037037,8.96249333334,9.706
383.41,11.4193888889,8.4929,7.22653333333,8.3536,7.2484,7.8535,9.02573703703,8.98492,9.71973333333
383.77,11.4516666667,8.5156,7.26813333333,8.37493333332,7.31513333333,7.8406,9.06479629629,9.04442666667,9.78560000001
384.14,11.3940555556,8.50776666667,7.23153333333,8.34086666667,7.2844,7.77056666667,9.01819259259,9.02824,9.76406666665
384.50,11.3297222222,8.4679,7.22233333333,8.3082,7.26413333333,7.72756666667,9.01123333334,9.02892,9.71273333333
384.86,11.3209333333,8.46793333333,7.1878,8.32333333333,7.24193333333,7.70193333333,8.98275555555,9.02689333334,9.7078
385.22,11.3511555556,8.46343333333,7.20893333333,8.33746666667,7.2546,7.71353333333,8.99228148149,9.04866666667,9.74666666666
385.58,11.3912222222,8.4891,7.24466666667,8.34293333332,7.31446666667,7.7068,9.00842222222,9.08786666665,9.78133333332
385.94,11.3669666666,8.46913333333,7.17133333333,8.31900000001,7.2946,7.63033333333,8.95067777778,9.06959999999,9.76139999999
386.30,11.2410666667,8.3597,7.01473333333,8.19340000001,7.1554,7.49353333333,8.83976296295,8.96533333334,9.677
386.66,11.2105333333,8.3338,6.98566666667,8.19833333334,7.1312,7.4947,8.82033333333,8.95701333333,9.64733333333
387.03,11.1744888889,8.2809,6.9522,8.15366666667,7.0886,7.4775,8.8051962963,8.92384,9.59186666666
387.39,11.1405666667,8.23683333333,6.90366666667,8.11166666667,7.06433333333,7.45216666667,8.76253333333,8.89909333332,9.55833333333
387.75,11.1006,8.22733333333,6.88473333333,8.08273333333,7.01766666667,7.44336666667,8.73642222223,8.83879999999,9.5258
388.11,11.0272333333,8.1596,6.8038,8.00446666666,6.95,7.38393333333,8.67013333334,8.75454666667,9.43706666667
388.47,11.0058777778,8.13973333333,6.79506666667,7.97460000001,6.92226666667,7.35866666667,8.64368888889,8.70209333333,9.41320000001
388.83,11.0168555556,8.12506666667,6.83853333333,7.92906666666,6.93546666667,7.3783,8.66188148149,8.70260000001,9.43026666666
389.19,10.9467888889,8.05613333333,6.7472,7.84313333333,6.85953333333,7.31953333333,8.60558518518,8.65701333333,9.34346666666
389.55,10.8924666667,8.01853333333,6.68953333333,7.81426666667,6.809,7.28593333333,8.59503703704,8.63298666666,9.3068
389.91,10.8749555556,8.00623333333,6.7176,7.77153333333,6.79126666666,7.2921,8.61607777777,8.60146666665,9.32173333333
390.27,10.9092777778,8.00863333333,6.7494,7.7746,6.8278,7.31153333333,8.63117777779,8.60342666667,9.32933333334
390.63,10.9381222222,8.0345,6.80333333333,7.78986666667,6.87013333333,7.34303333333,8.64803703705,8.64712,9.35579999999
391.00,10.9868444444,8.09166666667,6.84886666667,7.82313333333,6.90806666666,7.36096666667,8.6715962963,8.68751999999,9.40526666668
391.36,11.0720666667,8.18013333333,6.9394,7.88159999999,6.96606666667,7.42273333333,8.72552592592,8.75610666667,9.46626666667
391.72,11.0558777778,8.13536666667,6.9182,7.86473333333,6.95,7.40483333333,8.71618148149,8.76158666666,9.41926666667
392.08,11.1115111111,8.15486666667,6.96553333333,7.92113333334,6.9964,7.44273333333,8.74387777778,8.80604,9.45453333334
392.44,11.0603888889,8.13573333333,6.90426666667,7.87273333333,6.96113333333,7.3765,8.68343703705,8.78195999999,9.39319999999
392.80,11.0734111111,8.161,6.9232,7.91113333333,6.97566666667,7.40196666667,8.70868518518,8.80554666666,9.37866666667
393.16,11.1477666667,8.24923333333,7.02893333333,7.9902,7.07113333333,7.4842,8.78158148147,8.88293333333,9.47873333333
393.52,11.1531444444,8.28083333333,7.02386666667,7.99673333334,7.08286666667,7.48733333333,8.75821111111,8.88689333335,9.47573333334
393.88,11.1631222222,8.30003333333,7.01366666667,8.01413333334,7.07206666667,7.49743333333,8.75432222222,8.91861333334,9.45433333333
394.24,11.1749666667,8.3251,7.0164,8.04273333334,7.0658,7.52263333333,8.75578518518,8.95905333333,9.47453333333
394.60,11.1296666667,8.2588,6.96506666667,7.99219999999,7.01673333333,7.44176666667,8.70931111111,8.93381333333,9.42113333333
394.96,11.1194777778,8.23656666667,6.9308,7.95246666667,7.00233333333,7.4042,8.69658518519,8.91550666668,9.39506666667
395.32,11.0327444445,8.13953333333,6.81766666667,7.88679999999,6.9142,7.3242,8.62442222222,8.84736,9.32020000001
395.68,11.1007333333,8.27513333333,6.91153333333,7.97833333334,6.99833333333,7.39856666667,8.68761111111,8.95418666666,9.4092
396.04,11.0656111111,8.24263333333,6.88066666667,7.94713333333,6.94833333333,7.35106666667,8.6689074074,8.94945333334,9.38733333334
396.40,11.0596555556,8.2081,6.87873333333,7.94040000001,6.9272,7.3581,8.66987407407,8.95196,9.38093333333
396.76,11.0609222222,8.22943333333,6.85486666666,7.93866666666,6.93286666667,7.35223333333,8.66457037038,8.96090666668,9.39566666666
397.12,11.0308111111,8.19276666667,6.80993333333,7.91753333334,6.91053333334,7.29123333333,8.6302962963,8.94587999999,9.33960000001
397.48,11.0526222222,8.20436666667,6.86073333333,7.94860000001,6.92726666667,7.32773333333,8.69139999999,8.96791999999,9.36606666666
397.84,11.0208777778,8.16733333333,6.81006666667,7.93126666666,6.92333333333,7.2889,8.65068148147,8.92633333333,9.32526666667
398.20,11.0257222222,8.2008,6.8338,7.94333333334,6.9518,7.30176666667,8.67433333333,8.96610666666,9.33706666666
398.56,11.0309555555,8.242,6.8334,7.95573333333,6.95566666667,7.3398,8.69947407407,8.98897333334,9.35946666666
398.92,11.0239222222,8.28783333333,6.86226666667,8.02986666667,6.98873333333,7.3784,8.72673703704,9.03341333333,9.40539999999
399.28,11.0405333333,8.29603333333,6.88573333333,8.06513333333,7.00686666667,7.36576666667,8.75482592593,9.04627999999,9.41746666667
399.64,10.9760888889,8.1902,6.81526666667,7.98459999999,6.91646666667,7.28083333333,8.70424444445,8.95856,9.34493333333
400.00,10.9756555556,8.2018,6.7998,7.98973333334,6.92913333333,7.294,8.70789259259,8.94937333334,9.32759999999
400.36,11.0248444445,8.2641,6.84366666667,8.04713333334,6.95846666667,7.33786666667,8.75381111111,8.96869333335,9.33693333334
400.72,11.0254,8.29173333333,6.84466666667,8.06546666667,6.95893333333,7.34786666667,8.75075925926,8.97629333334,9.33073333333
401.08,11.0432555556,8.3517,6.8872,8.1244,6.98813333333,7.3896,8.78565555556,9.00693333333,9.35353333333
401.44,11.0009,8.31923333333,6.84766666667,8.10799999999,6.95493333333,7.34496666667,8.74245185185,9.00594666668,9.3202
401.80,11.0307444444,8.33606666667,6.89233333333,8.12040000001,6.9682,7.3491,8.74649999999,9.04565333334,9.35740000001
402.16,11.0383777778,8.34003333333,6.90046666667,8.14560000001,6.9734,7.35906666667,8.77434814815,9.05204,9.35860000001
402.52,11.0466444445,8.3786,6.93653333333,8.18433333334,7.0108,7.3537,8.79067407408,9.06756,9.37380000001
402.88,11.0674222222,8.38183333333,6.93133333333,8.1732,7.00953333333,7.3353,8.81573703704,9.08966666667,9.35439999999
403.24,11.1201111111,8.42753333333,6.96733333333,8.22420000001,7.07586666667,7.3956,8.86029629629,9.14664,9.40060000001
403.60,11.1618,8.48916666667,7.00233333333,8.2858,7.13246666666,7.45013333333,8.90723333333,9.20565333333,9.43993333333
403.95,11.2350555555,8.5718,7.08006666667,8.36113333334,7.20086666667,7.50153333333,8.97149259259,9.28797333333,9.50499999999
404.31,11.2741888889,8.61323333334,7.13733333333,8.41213333334,7.26246666667,7.52936666667,9.01989259259,9.36769333333,9.59246666666
404.67,11.2541111111,8.603,7.13233333333,8.41586666667,7.2542,7.50246666666,9.02260740741,9.37124000001,9.58246666667
405.03,11.2136333333,8.57393333334,7.08933333333,8.359,7.22813333333,7.4579,8.99552962963,9.32553333332,9.54986666667
405.39,11.2761111111,8.64156666666,7.1434,8.41413333333,7.28613333333,7.50363333333,9.04935555555,9.383,9.61186666667
405.75,11.2829555556,8.69133333333,7.17306666667,8.44959999999,7.32906666667,7.5604,9.10731111111,9.43598666668,9.61386666666
406.11,11.3374555556,8.73876666667,7.23293333333,8.48773333333,7.37886666667,7.60213333333,9.13972962962,9.48955999999,9.64593333333
406.47,11.4049,8.80439999999,7.26766666667,8.54346666665,7.43313333333,7.65413333333,9.20352592593,9.55062666665,9.697
406.83,11.4293777778,8.86096666666,7.30513333333,8.57993333334,7.49586666667,7.71196666667,9.22572222223,9.57505333335,9.73826666667
407.19,11.4041222222,8.89346666666,7.32206666667,8.56279999999,7.48846666667,7.70963333333,9.20643703704,9.5804,9.71839999999
407.55,11.4229666667,8.92136666666,7.3418,8.58486666667,7.52673333333,7.74296666667,9.22045555556,9.62125333335,9.72466666667
407.90,11.4076555556,8.941,7.34593333333,8.58446666665,7.53173333333,7.7506,9.2236074074,9.63892,9.74679999999
408.26,11.4066222222,8.96743333333,7.34546666667,8.603,7.52426666667,7.75656666667,9.21478518519,9.62966666666,9.72866666666
408.62,11.4670111111,9.01593333333,7.40946666666,8.66406666666,7.60453333333,7.8222,9.25108888889,9.68878666666,9.76800000001
408.98,11.5091444444,9.05460000001,7.45606666667,8.73359999999,7.62766666667,7.87483333333,9.2925,9.76559999999,9.80193333334
409.34,11.5011222222,9.073,7.492,8.75646666668,7.63733333333,7.8863,9.29666666666,9.77990666667,9.77326666666
409.70,11.5006666667,9.08060000001,7.4938,8.77066666668,7.61153333333,7.8604,9.27786666667,9.74941333333,9.77186666667
410.06,11.4646444444,9.07406666668,7.4632,8.7698,7.61813333333,7.8482,9.25754444444,9.72796000001,9.74786666667
410.42,11.3835333333,9.00256666667,7.4162,8.73073333333,7.5606,7.78646666667,9.16862222222,9.6608,9.6732
410.77,11.3450222222,8.98663333334,7.4328,8.73413333334,7.525,7.77163333333,9.16345185185,9.63704000001,9.62746666666
411.13,11.3210444444,8.97953333333,7.4126,8.71826666666,7.4966,7.734,9.11562222221,9.61834666666,9.59866666667
411.49,11.3568222222,9.02009999999,7.44733333333,8.75873333335,7.5142,7.74563333334,9.13432222222,9.65333333334,9.62553333333
411.85,11.3775333333,9.04713333332,7.47773333333,8.78919999999,7.55226666667,7.75963333333,9.14060370371,9.67562666667,9.62453333333
412.21,11.3717333333,9.03343333333,7.49186666667,8.80226666667,7.57573333333,7.74053333333,9.13186296296,9.69141333333,9.59966666667
412.57,11.3525555556,9.02746666667,7.49713333333,8.81099999999,7.557,7.7266,9.12225555555,9.68253333333,9.57813333333
412.92,11.4429222222,9.11366666667,7.59266666667,8.87033333333,7.63733333333,7.79736666667,9.17485185186,9.75594666666,9.65426666666
413.28,11.4921444444,9.15086666667,7.6074,8.90173333332,7.68646666666,7.82503333333,9.21530370371,9.78937333333,9.70126666667
413.64,11.5206444444,9.18399999999,7.6634,8.96073333333,7.73913333333,7.8641,9.2483037037,9.86838666667,9.74100000001
414.00,11.5023555556,9.20139999999,7.67306666667,8.95766666668,7.70913333333,7.8227,9.23768888889,9.88537333334,9.73366666666
414.36,11.5806666666,9.27649999999,7.73246666667,9.01193333333,7.77186666667,7.8751,9.31709259259,9.95773333333,9.801
414.72,11.6515555555,9.34046666667,7.78466666667,9.069,7.83246666667,7.90936666667,9.36312592593,10.0383466667,9.854
415.07,11.7213,9.41123333335,7.8608,9.15780000001,7.92646666667,7.99740000001,9.44551851852,10.12244,9.9156
415.43,11.6859777778,9.40899999999,7.86966666667,9.15606666667,7.924,7.99083333333,9.42944814815,10.11932,9.90666666668
415.79,11.7200777778,9.44369999999,7.88866666667,9.18166666667,7.96233333333,8.01910000001,9.45917037038,10.1615866667,9.91753333334
416.15,11.7786888889,9.50833333333,7.93586666667,9.22686666666,8.01706666667,8.07263333334,9.522,10.23088,9.98859999999
416.51,11.7614444444,9.51393333333,7.91493333333,9.19506666666,8.01566666667,8.04203333333,9.50978888888,10.2341066667,9.99360000001
416.86,11.6944555556,9.48573333334,7.88033333333,9.1838,8.0074,8.00013333333,9.47344074073,10.2097466667,9.94259999999
417.22,11.6829666667,9.48460000001,7.8818,9.20999999999,8.0228,7.99896666666,9.46397037037,10.2355466667,9.9532
417.58,11.7099777778,9.49569999999,7.90053333333,9.22813333334,8.0674,8.02506666667,9.47579999999,10.25468,9.96886666668
417.94,11.7715111111,9.55296666667,7.9574,9.29226666666,8.14373333333,8.0833,9.53538888888,10.32288,10.0184666667
418.29,11.7769555555,9.58199999999,8.0048,9.32653333335,8.16893333333,8.11726666666,9.54982592593,10.3674,10.0384666667
418.65,11.7810222222,9.59653333333,8.0096,9.35666666667,8.19193333334,8.13506666666,9.52821851851,10.3752,10.0574666667
419.01,11.7472444444,9.58989999999,8.00653333333,9.34286666667,8.1886,8.11363333334,9.52500000001,10.3729466667,10.0580666667
419.37,11.7438888889,9.61876666666,8.02213333333,9.3488,8.21073333333,8.12006666667,9.5314074074,10.3763466667,10.0654
419.73,11.7297111111,9.61583333333,8.03626666667,9.36346666666,8.20713333333,8.11336666666,9.52872962963,10.3775333333,10.0652
420.08,11.6980333333,9.60746666667,8.0294,9.34593333333,8.19993333333,8.09086666666,9.5046074074,10.3704533333,10.043
420.44,11.7217111111,9.63590000001,8.0606,9.38433333335,8.23,8.12306666667,9.52168148147,10.40788,10.0610666667
420.80,11.7352555556,9.66069999999,8.08106666667,9.39886666667,8.24493333333,8.12636666667,9.52685555555,10.4267866667,10.0794
421.16,11.7194111111,9.65813333334,8.08326666667,9.3784,8.23666666667,8.10993333333,9.49852592593,10.42128,10.0517333333
421.51,11.7035444444,9.67816666666,8.08013333333,9.38006666667,8.22913333333,8.09776666667,9.48300370371,10.4251466667,10.0436666667
