wavelength,Back_BanRotf,Belly_BanRotf,Breast_BanRotf,Crissum_BanRotf,Crown_BanRotf,DorTail_BanRotf,Patch10_BanRotf,Rump_BanRotf,Throat_BanRotf,WingTip_BanRotf
184.87,107.377,89.6175000002,25.9563333333,86.0655000001,61.2023333333,51.9123333333,48.3605,24.0438333333,4.91833333332,105.4645
185.25,107.576,93.9395,27.7778333333,87.1211666665,71.4645,56.3131666667,53.7878333334,41.4141666666,12.8788333334,100.505
185.63,132.679833333,123.529333333,10.4575,96.7318333332,83.9868333332,58.4965,50.3268333333,43.1371666667,1.634,117.647333333
186.01,116.912,98.5293333331,27.2058333333,92.8921666669,69.8526666665,58.0878333333,52.696,45.5881666666,12.01,95.0978333333
186.39,112.025333333,92.4049999998,29.325,94.7256666669,70.4641666667,65.8228333333,53.3755,50.4218333334,19.6203333334,90.9283333333
186.77,108.139666667,87.9843333332,28.2948333333,95.3488333335,64.7286666666,59.3023333333,57.1705,52.1318333334,26.5503333333,84.496
187.15,110.173166667,93.5065000001,19.0476666666,93.9393333333,59.5238333334,51.7315,57.792,50.866,19.0476666666,84.4158333333
187.53,123.076833333,96.9229999998,6.9231666667,93.8463333334,52.8205,45.3846666666,53.8461666667,50.0,5.8975,94.6151666666
187.91,113.888833333,89.1205000002,8.7961666667,85.8795,43.75,40.0463333333,46.9906666667,50.0001666666,6.24983333335,84.0278333334
188.29,136.723333333,110.451833333,16.3841666667,108.757,52.26,55.3676666667,60.4521666667,56.4973333333,10.4521666667,94.3501666666
188.67,126.836166667,99.1523333331,-1.9775,88.4180000002,50.2825,47.4573333334,40.1128333333,49.7173333333,-2.54233333335,77.6835
189.05,132.142833333,104.762,0.89266666665,84.8213333335,56.8453333333,58.036,38.3928333333,55.3573333333,8.03566666665,83.6306666667
189.43,131.632666667,104.081333333,-15.9865,82.9931666669,51.3606666667,43.5375,12.925,47.9591666668,-4.76183333335,82.993
189.81,111.017166667,88.1355,6.77966666666,81.356,47.74,44.9151666667,13.277,52.2599999998,0.8475,66.9491666667
190.19,104.012166666,84.8765000002,-9.56799999999,67.284,48.1483333333,34.8766666666,-3.39483333333,54.0125,-4.93833333335,76.852
190.57,103.418666667,100.854666667,-37.6068333333,62.8205,44.4441666666,25.6408333333,-27.3501666667,56.4103333335,-33.3333333333,86.325
190.95,100.416666667,108.333333333,-28.75,64.5833333335,55.4166666667,37.9166666667,-19.5833333333,62.0833333333,-18.75,77.0833333333
191.33,102.702833334,100.000166667,-36.4865,72.5226666665,58.108,38.2883333333,-37.3873333333,63.0631666667,-23.8738333334,75.2253333333
191.71,96.6666666668,93.6666666667,-5.0,83.3333333335,67.3333333333,47.0,-6.99999999999,59.9999999998,5.33333333335,76.6666666667
192.09,105.925833333,98.8888333335,-17.7776666667,89.2591666667,85.1851666667,55.5555,-15.5556666667,62.9630000001,10.0,77.4071666666
192.47,111.538333334,82.0513333334,-111.5385,76.9231666667,76.2818333333,48.7181666666,-108.333166667,57.0513333332,-54.4869999999,90.3846666667
192.85,83.3334999999,54.3858333332,-194.736833333,58.7716666665,62.2808333334,1.7543333335,-192.105166667,28.0701666665,-126.316,66.6668333333
193.23,35.294,9.804,-257.843166666,2.9411666665,16.6666666667,-40.196,-265.686333333,-23.5293333334,-203.921333333,-4.9021666665
193.61,-45.8333333335,-122.916666667,-645.833333334,-177.083333333,-72.916666667,-210.416666667,-691.666666667,-208.333333333,-552.083333333,-175.0
193.99,383.333333335,633.333333333,1629.16666667,745.833333335,358.333333333,683.333333335,1650.0,729.166666667,1400.0,641.666666665
194.37,107.143,166.666833333,327.777833333,163.492,116.6665,177.777833333,367.4605,215.873,300.793666667,201.5875
194.75,189.394,360.606166667,637.878833333,333.3335,240.909166666,381.818,733.333333333,427.272666667,540.909,419.696833333
195.13,181.25,354.166666666,503.125,295.833333334,220.833333334,355.208333334,602.083333333,393.75,451.041666667,322.916666666
195.51,205.5555,416.666833333,572.222333334,379.166666667,256.944333333,398.611166667,723.611333333,472.222166667,537.5,352.777833333
195.89,97.2221666667,168.055666667,207.4075,155.0925,118.5185,158.796,273.148166667,179.6295,204.629833334,141.204
196.27,90.3508333334,160.087666667,182.0175,153.070166667,119.298333334,158.333333334,247.807,169.298166667,201.754666667,123.684
196.65,71.9698333335,207.575666667,245.4545,224.2425,152.272833333,252.272666667,369.697,250.757333333,293.181833333,176.515
197.03,57.3530000002,140.196166667,155.392333334,160.784333334,121.0785,175.000166667,249.019666667,171.5685,206.862666667,136.765
197.40,53.2406666667,121.759166667,125.926166667,137.963166667,111.111333333,179.166666667,227.314666666,156.944333333,183.796333333,102.314833334
197.78,47.3116666666,121.5055,103.763333333,125.2685,133.333333333,189.2475,229.57,158.602166667,190.322666667,92.4731666665
198.16,37.5,117.261666667,92.857,109.523833333,141.666833333,176.785666666,231.547666666,155.357,168.452166667,80.9521666665
198.54,96.8253333335,169.0475,136.508,162.698166667,223.015666667,228.571333334,312.6985,209.523666666,228.571333333,133.3335
198.92,77.5640000002,141.0255,108.333333333,135.897666667,198.718,189.102666666,261.5385,202.564166667,191.025666667,94.872
199.30,88.4056666665,158.6955,120.289833333,165.942,228.9855,205.797166667,283.333333333,215.217333333,205.072666666,138.4055
199.68,105.729166667,169.791666667,145.3125,185.9375,212.5,197.395833333,258.333333333,204.6875,200.0,173.4375
200.06,184.8485,284.090833333,228.787833334,321.212333333,324.999833333,309.848333334,404.5455,308.333333334,303.788,290.1515
200.44,174.747666667,218.686833333,177.272833333,247.979666666,246.464666667,244.9495,317.171833333,239.393833333,221.212166666,236.363666667
200.82,220.967666667,254.838666667,206.451833333,281.720333333,281.7205,281.7205,341.9355,262.365666667,254.301166666,251.613
201.19,273.889,288.889,260.0,320.0,336.666666667,316.111333333,382.777666666,310.5555,282.222166667,280.0
201.57,407.936333333,436.508,404.762,487.301666667,501.587333333,474.603333334,557.936666667,453.174666667,427.7775,410.317666667
201.95,499.019666667,546.0785,508.8235,637.255,591.176333333,597.058666667,707.843166667,549.0195,493.137166666,499.019666667
202.33,311.666833333,344.444166666,304.444333334,398.888666667,354.444666666,374.444333334,430.5555,326.111166667,300.5555,324.4445
202.71,277.604166666,324.479166666,301.041666666,382.291666666,319.270833333,378.125,393.229166666,293.75,278.125,306.25
203.09,219.512333334,258.536666667,240.650333333,314.634166666,239.430833333,302.8455,307.317166666,221.138166667,217.886,250.406333334
203.47,219.512,264.634166666,224.390333333,304.471666666,252.032666667,288.2115,302.845666666,208.943166667,210.975666666,239.431
203.85,227.777833333,275.396833333,220.238,296.825666667,256.746,309.9205,305.158666667,211.904833333,201.190333333,216.269833334
204.22,223.015833333,274.603166666,221.8255,298.015666667,267.857,307.936333333,296.4285,217.063666667,204.762,211.508
204.60,239.0625,348.4375,270.833333333,377.083333333,331.25,352.083333334,364.0625,259.375,259.895833334,244.791666666
204.98,183.333333333,272.357666667,197.561,294.7155,245.935,276.4225,291.4635,207.317333334,191.463333334,210.569166666
205.36,181.1825,317.2045,183.333166667,337.096666667,265.5915,317.741833333,336.0215,217.741833333,198.387166667,223.655833333
205.74,123.049833333,213.475166667,129.787166667,225.177333333,191.843833334,211.702166666,227.305166666,147.517833333,134.397166666,164.893666666
206.12,122.727333334,200.303,129.696833333,202.727333333,189.696833334,200.606333334,208.485,143.6365,143.939333334,152.727166667
206.50,151.25,260.833333333,173.333333333,272.083333334,245.833333333,268.333333333,269.166666667,200.416666667,195.833333333,191.25
206.87,214.5835,397.916666666,226.388833333,404.166833333,379.861,419.444666666,450.694333334,327.777666667,291.666666667,284.722166667
207.25,590.909,930.302833335,498.484833333,889.394,916.666833333,1000.0,1027.27266667,727.272666667,677.272833333,642.424333334
207.63,847.916666667,1312.5,785.416666667,1281.25,1256.25,1408.33333333,1477.08333333,1045.83333333,958.333333335,850.0
208.01,-2916.66666667,-4541.66666666,-2541.66666666,-4441.66666666,-4316.66666667,-5008.33333334,-5291.66666666,-3450.0,-3225.0,-3200.0
208.39,5650.0,8966.66666665,5000.0,8416.66666665,8350.0,9316.66666666,10783.3333333,6250.0,6283.33333334,6216.66666666
208.77,-1176.66666667,-1686.66666666,-826.666666667,-1603.33333334,-1730.0,-1790.0,-2136.66666666,-1236.66666667,-1140.0,-1206.66666667
209.14,-309.803666667,-456.862666666,-218.627333333,-421.568833333,-485.294166667,-484.313833334,-580.392333334,-332.352833333,-282.352833334,-297.059166667
209.52,-187.5,-276.785666666,-142.857166667,-269.643,-296.428666667,-289.880833333,-350.595333333,-200.595333333,-154.761833333,-188.095166667
209.90,-215.432166666,-288.271666666,-146.296166667,-285.185166667,-283.333166667,-319.135666667,-375.926,-224.6915,-140.740666667,-188.889166666
210.28,-353.9215,-399.019666667,-213.7255,-456.862666666,-400.980333333,-477.450833333,-551.960833333,-327.451,-168.6275,-301.960666667
210.66,-293.650833334,-281.746166667,-148.412833334,-332.539666667,-312.6985,-404.7615,-416.666833333,-224.603333334,-103.968166666,-211.904833333
211.03,-1712.5,-1650.0,-1008.33333333,-2083.33333334,-1750.0,-2270.83333333,-2220.83333333,-1262.5,-758.333333334,-1025.0
211.41,618.181666666,606.0605,418.181833333,812.121499998,650.0,803.030166667,792.424333333,480.303166667,315.1515,413.6365
211.79,239.247,233.871166667,182.258,314.516166666,262.3655,302.688333333,290.322666667,208.602166667,136.0215,180.645166667
212.17,200.980333333,212.255166667,180.8825,284.313833334,238.2355,264.2155,270.588166667,201.4705,127.941166667,167.647
212.55,189.583333333,187.916666667,167.5,247.5,209.583333333,247.5,237.083333333,187.916666667,124.583333333,152.5
212.92,149.712666667,154.885166666,141.092,195.402166667,166.954166667,204.597833334,180.459666667,150.574666667,103.7355,136.781666667
213.30,136.486333333,137.162333333,127.702833333,177.4775,148.1985,176.126,155.856,130.18,101.3515,133.558333334
213.68,100.817,102.124166667,98.6928333331,131.862666666,108.496833334,128.431166667,114.2155,96.732,79.2483333334,100.49
214.06,100.327,104.085,98.2026666667,133.0065,115.033,125.980166667,111.2745,93.3006666666,81.209,106.6995
214.44,112.681166666,124.094166667,111.594,146.0145,135.326,136.775333333,131.702666667,107.246166666,94.7461666669,124.275333334
214.81,107.777833333,123.650833334,103.491833333,139.0475,131.746,122.857166667,129.365,105.396833333,92.6983333334,114.603333334
215.19,107.476666667,120.7165,104.9845,131.152666667,130.996833333,120.716333333,127.1025,104.8285,89.2523333334,126.479333333
215.57,116.304333334,130.978333333,112.318833333,141.6665,143.6595,134.239166667,143.478166666,115.942,92.7535000002,140.761166667
215.95,131.0185,149.074,120.138666667,167.592666667,154.629666666,166.4355,171.759166667,128.472166667,97.2223333334,170.370333334
216.32,137.349333333,151.204833334,123.694833334,168.473833334,152.008166667,164.457833333,163.654666666,124.698833334,105.823166667,168.474166666
216.70,134.722166667,150.992,121.825333333,168.651,153.571333334,160.317333334,161.508,124.2065,101.1905,166.4685
217.08,122.362833333,137.341833333,111.1815,151.688,134.599,144.725666667,148.312333333,107.383833333,84.5989999999,152.742833334
217.46,113.888833334,132.870333333,111.111,141.666666666,129.629833334,130.323833333,148.611166667,101.389166667,73.3796666666,140.278
217.83,143.390833333,172.988333334,136.207,176.724166666,162.931166667,159.482666667,185.632333334,130.459833333,94.8274999999,169.827833333
218.21,118.8095,152.142666667,129.285666666,151.1905,137.857166667,132.142833333,165.9525,118.8095,91.4284999999,139.523833334
218.59,104.605333333,138.815666667,125.219166667,138.157833333,125.657833333,121.052666667,157.894833334,109.649,81.7983333331,134.2105
218.97,110.294166667,142.647,144.117833333,150.735333333,132.843166666,129.657,172.304166667,119.607833333,88.9706666665,150.7355
219.34,115.9315,148.284166666,149.509833334,159.804,142.156833334,139.461,179.166833333,127.941166666,100.9805,147.304166667
219.72,112.433833334,147.3545,153.1745,156.613666666,136.7725,140.476166667,178.571666666,128.571666667,100.793666667,144.444666666
220.10,119.551166666,165.705166667,160.897666667,164.423166666,158.012666667,137.8205,193.589833333,139.423,108.333333333,150.320666667
220.47,131.914666667,174.467833333,166.666666666,176.9505,174.468,147.8725,220.922,162.056833333,110.638333333,157.092333333
220.85,135.0,182.916666667,180.416666667,182.5,174.583333333,177.916666667,242.083333333,171.25,102.916666667,177.5
221.23,143.478333334,192.391333334,186.594,206.521833334,184.7825,190.941833333,248.188333333,184.420166666,128.623166666,194.565333334
221.61,148.188333333,194.927666666,185.8695,226.449333333,197.1015,205.4345,250.362166667,185.507166666,140.579833334,201.086833334
221.98,117.231666667,146.892666667,144.915166666,171.469166667,155.084833334,163.841833334,194.633,146.327833333,105.367333333,160.734333333
222.36,145.39,167.021166666,157.446833333,203.1915,175.8865,188.652166666,220.922,165.602833333,124.822833334,187.943166667
222.74,253.030333333,281.0605,233.333333333,381.818333333,304.5455,299.999833333,357.575666667,281.818166667,190.1515,315.909
223.11,228.395,225.308833333,185.8025,318.5185,268.5185,238.888833334,301.234666667,245.679,156.173,269.135666667
223.49,253.333333334,250.0,153.333333333,356.666666666,290.0,232.5,340.0,247.5,137.5,296.666666666
223.87,179.798,173.7375,109.596,241.919333333,194.9495,161.616,228.788,173.737166667,94.9495000001,218.181833334
224.24,146.731833333,131.045666667,98.3658333335,184.967333333,150.9805,141.176333333,169.607666667,130.0655,83.3335,164.705666667
224.62,118.868166667,112.264166667,88.3648333335,163.2075,133.962166666,122.327,137.736,103.459333333,61.9496666666,134.276666666
225.00,106.944333333,97.7778333331,86.9445,150.277833333,119.166833333,102.777833333,125.555333333,99.7219999998,62.2223333333,119.722166667
225.38,109.6355,93.4896666668,91.1458333335,146.094166667,123.9585,104.166666666,122.656333333,104.687833333,65.8855,115.364666666
225.75,97.8571666665,82.1426666667,83.0951666667,130.952333334,104.523666666,93.0953333333,109.047666666,99.7620000002,57.619,103.809333333
226.13,93.5028333335,75.9886666667,83.6158333333,139.2655,96.8926666665,97.1753333334,113.276666667,94.0678333331,48.5875,113.276666667
226.51,77.7776666666,65.3845,70.513,151.281833334,98.2906666666,106.4105,125.213833334,98.2906666669,10.2563333333,133.760666667
226.88,60.0695,46.5276666667,62.1528333333,111.111166667,78.8193333333,110.069166667,111.111166666,85.4168333333,17.3611666667,106.25
227.26,27.7776666667,48.1481666666,42.2223333334,88.5183333334,42.963,102.222,98.8888333331,65.5555,-0.7406666667,84.074
227.64,24.2186666667,42.9686666667,42.9685,73.6978333333,39.0625,92.7081666667,84.3748333335,53.1248333333,5.9895,74.2186666666
228.01,22.0971666667,38.015,34.8315,54.6815,35.3931666667,70.4118333333,64.2321666667,44.1948333334,16.6666666667,60.8613333334
228.39,14.2156666667,31.0456666667,31.0455,45.2615,30.2288333334,61.7645,58.3333333333,42.647,18.7908333333,59.6406666666
228.76,25.565,35.3106666667,31.9208333334,44.4915,32.7683333333,61.7233333333,64.2655,52.401,29.3786666666,66.2428333334
229.14,26.2625,36.111,29.0406666667,42.803,36.8688333333,54.672,63.1311666667,51.6415,31.4393333333,63.5101666666
229.52,20.325,31.9781666666,18.8346666667,31.5718333333,27.2356666666,44.173,55.42,44.1735,22.7641666666,56.5041666666
229.89,20.0268333333,31.1826666667,11.9623333333,19.758,24.7313333333,44.8923333333,51.0751666667,40.3226666667,20.4301666667,51.4786666666
230.27,32.639,38.31,20.1388333334,28.3565,35.7638333334,45.3703333334,53.7036666667,48.611,32.7546666666,52.5463333333
230.65,38.9491666667,39.5833333333,28.7136666666,31.431,39.7645,42.4818333333,53.3516666667,51.6306666667,38.0433333333,47.7353333333
231.02,42.4171666666,42.5751666667,33.2543333334,36.5721666666,42.338,46.2876666666,55.6081666666,53.8703333334,39.3365,50.2371666666
231.40,44.3946666667,40.583,35.6503333333,37.444,44.0208333333,44.0213333334,54.6336666667,54.6336666667,40.0598333333,49.103
231.78,48.4696666667,42.0916666666,37.16,42.0068333334,47.3641666667,44.0478333333,58.5035,61.6498333333,42.432,50.0851666666
232.15,50.093,45.0651666667,41.8065,46.9273333333,52.2345,48.3236666666,67.1321666667,66.1078333333,45.9963333333,53.1653333333
232.53,51.4733333333,45.6723333333,42.8178333333,46.3166666667,51.6573333333,45.3036666667,66.6666666667,66.2983333333,47.0533333333,51.5655
232.90,42.4328333333,35.9193333333,34.6743333334,40.0381666666,45.0191666667,35.7278333333,56.8966666666,54.9806666666,41.954,43.1995
233.28,43.8343333333,34.6821666666,35.3565,39.8845,44.0271666667,33.0443333333,50.7706666667,51.3486666667,39.4988333333,41.9076666667
233.66,40.3721666667,31.877,35.5178333333,39.0776666667,41.0193333334,34.3853333333,44.903,47.0068333333,38.2685,38.835
234.03,39.6756666667,30.7521666666,36.7995,40.8555,40.1916666667,31.7848333334,42.699,45.2801666667,37.758,39.0115
234.41,37.029,30.0726666667,35.145,37.8986666667,35.942,34.565,41.0868333334,43.5506666667,34.7101666666,34.71
234.78,38.2883333333,30.4055,34.009,40.7658333333,33.7088333334,39.4895,38.4385,40.9908333333,34.6845,37.8378333334
235.16,33.0205,28.0126666667,31.064,37.4023333333,27.6211666666,32.0033333333,31.4553333333,32.8636666667,33.2551666666,33.0985
235.54,23.269,22.5443333334,25.5233333333,33.897,22.8663333333,28.5021666667,25.3623333333,24.7986666667,27.3751666667,29.71
235.91,19.259,18.2963333333,24.0743333334,29.037,19.7038333334,20.7406666667,20.963,19.7035,25.7038333334,25.852
236.29,16.7406666667,13.6295,22.4443333333,28.074,17.7036666667,14.5188333334,14.5925,14.6668333333,21.2593333333,20.2963333333
236.66,16.6665,10.7088333333,20.0603333333,26.7721666667,13.1223333333,12.0661666667,9.7285,11.84,17.798,17.7978333333
237.04,19.954,13.7615,21.6358333333,27.905,13.1498333333,15.902,11.697,15.9785,17.9661666667,19.8776666667
237.41,18.4833333333,13.744,20.6951666666,25.6713333333,11.6905,17.4566666667,11.9275,15.64,19.1155,21.327
237.79,18.1658333333,11.2873333334,18.8713333334,24.9558333334,11.2873333333,13.845,13.5803333333,14.9028333333,19.8413333334,21.0761666666
238.17,22.86,18.8523333333,23.315,31.876,17.4865,20.1273333333,23.2241666667,20.4916666667,26.685,27.3225
238.54,20.5931666666,16.0558333333,20.6803333333,32.6353333333,18.8481666667,14.2235,21.3788333333,19.8953333334,27.9231666666,26.0036666666
238.92,19.0923333333,19.6403333333,22.77,34.1158333333,23.161,16.5101666667,27.7778333333,23.7871666667,28.6385,25.5081666666
239.29,18.93,18.107,21.4676666667,30.8641666667,23.6625,16.5981666666,27.5721666667,24.6228333333,24.5543333334,24.2113333334
239.67,22.3826666666,18.592,21.3598333334,30.0238333333,24.6088333333,18.893,28.3995,26.3536666666,25.0301666667,25.8123333334
240.04,23.9748333333,19.4533333333,21.9243333333,28.1283333333,24.0801666667,22.8183333334,28.181,27.7603333333,24.4478333334,26.4985
240.42,22.609,18.895,19.8233333333,24.559,22.0055,22.7483333334,27.2515,28.3655,22.6088333333,24.8378333333
240.79,19.0418333333,17.5771666667,17.6563333333,21.061,20.7838333333,21.4568333333,25.574,26.0095,20.2691666667,21.9715
241.17,15.804,15.2866666666,15.2863333334,17.8398333333,18.9441666666,18.9443333334,23.1195,22.4981666667,17.4603333333,18.185
241.54,12.956,12.6101666667,12.7986666666,15.6288333334,15.9435,17.4215,21.6983333333,21.195,14.6226666666,14.78
241.92,12.0593333334,12.0306666667,12.7988333334,14.5618333333,14.7895,16.8658333333,20.5631666667,19.4541666666,13.1968333333,13.9931666666
242.29,9.52383333334,9.57866666665,10.208,11.0563333333,13.054,14.4773333333,17.3781666666,17.6245,10.8103333333,11.5218333333
242.67,9.64483333335,9.592,10.7313333334,10.9696666667,13.5398333333,15.5273333334,17.859,17.5411666666,10.9963333333,12.7185
243.05,9.63033333335,8.269,10.4261666667,9.19350000001,12.5835,14.7148333334,16.5383333333,17.1805,10.2721666666,12.0443333334
243.42,11.8248333333,10.1426666667,12.5638333334,11.4421666666,14.3221666666,17.584,18.7563333333,20.158,12.6145,14.0928333334
243.80,12.85,11.5775,14.6818333333,13.028,15.4705,18.5495,19.72,21.0941666667,14.3766666667,15.0636666667
244.17,13.363,13.2638333333,16.1948333333,15.0025,16.2941666666,19.5973333334,20.6408333333,21.8081666667,15.4248333333,15.2755
244.55,12.9708333333,13.2808333333,15.999,15.0453333333,15.9515,19.0986666667,20.1003333334,20.9823333333,15.2123333333,15.689
244.92,13.175,12.337,16.224,15.7121666666,16.038,19.879,19.9255,20.5538333333,15.3396666667,15.7591666666
245.30,14.9403333334,13.4483333333,17.6896666666,17.9028333333,17.5403333333,21.7816666667,20.9931666666,22.0586666666,17.1143333333,17.8386666666
245.67,16.5713333333,14.9161666667,18.0553333333,19.3303333333,18.5693333333,22.5076666666,21.5753333334,22.1271666666,18.5885,19.4063333333
246.05,15.7656666666,14.761,16.4241666666,18.3991666667,17.8273333334,21.379,20.6341666667,22.1586666666,18.0353333333,18.8493333333
246.42,15.2698333334,14.308,15.6268333333,17.9546666666,16.6975,20.686,19.7395,20.8566666666,17.2255,18.622
246.79,13.5613333333,12.7636666666,13.604,15.8975,14.4445,18.0626666666,18.0341666667,18.5898333334,15.3991666667,16.9941666666
247.17,12.3466666667,12.0266666666,12.2266666667,14.8,13.1733333333,16.48,16.8933333333,17.1066666666,14.5333333333,16.16
247.54,11.1323333333,11.0686666666,10.5993333333,12.8205,11.9573333333,15.156,15.5875,15.4225,13.3155,15.118
247.92,11.1028333333,10.7615,9.80966666665,12.0178333334,11.1151666667,14.8116666667,15.1415,15.3,13.0063333333,14.5315
248.29,10.783,10.4948333333,9.44983333331,11.4793333333,10.7228333333,14.1091666667,14.6495,14.9015,12.7881666666,14.5655
248.67,11.2558333334,10.6411666666,9.72533333331,11.6411666667,10.9663333333,13.7743333334,14.618,14.4973333333,13.0635,14.2325
249.04,11.565,11.16,10.0933333333,12.0676666667,11.2091666667,13.4045,14.9496666666,14.778,13.3185,14.7045
249.42,11.0541666667,10.819,9.74633333332,11.2246666666,10.5048333333,12.2711666667,14.5998333333,13.998,12.3626666667,13.9715
249.79,11.2351666666,11.2353333333,10.2703333333,11.387,10.9456666667,12.0348333334,14.7918333333,14.4471666666,12.5035,14.4886666666
250.17,11.4536666667,10.8666666667,10.5873333333,11.6446666667,10.9545,11.9238333334,14.4788333333,13.4656666666,12.6578333333,14.6106666667
250.54,11.4555,10.6291666667,11.1376666666,11.8525,10.8195,11.3441666667,15.046,13.648,12.7105,14.4583333333
250.92,13.0188333333,11.5798333333,12.1988333333,13.2363333334,12.4161666667,12.634,16.7336666666,15.4618333334,13.253,15.4118333333
251.29,12.6323333334,11.0818333333,11.7513333333,13.143,12.5795,12.5968333334,16.5785,14.6583333334,12.6498333333,14.7816666667
251.66,12.1245,10.8975,11.8316666667,13.7363333334,12.9305,11.9966666667,16.5933333333,15.0,12.6191666667,13.9376666666
252.04,10.896,9.37750000001,10.4026666666,12.9841666667,12.984,10.4025,15.4895,13.7243333333,10.9718333334,12.2438333334
252.41,10.9885,8.74049999998,9.6705,12.0153333334,12.7131666667,10.1551666667,15.252,13.8955,10.252,11.4921666667
252.79,11.573,9.28966666666,10.2653333334,12.7048333333,12.8806666667,11.8658333334,16.2176666667,15.0466666667,10.8703333333,12.8023333333
253.16,11.9191666666,9.41500000002,10.3365,12.3598333334,13.081,12.3796666666,16.6665,16.0456666667,11.198,13.3615
253.54,11.8038333333,9.48349999998,10.21,12.3486666667,12.853,12.2883333333,16.6061666666,16.586,11.8036666667,14.2658333334
253.91,11.1815,8.45983333334,10.2531666667,12.1728333333,11.8986666667,11.8986666666,16.308,16.3083333333,11.4135,13.4178333333
254.28,11.1255,8.17966666667,10.5101666667,11.2358333333,11.4995,11.4335,16.6008333333,16.9746666666,10.5538333333,12.9726666666
254.66,13.2405,9.4605,11.3615,12.5993333333,13.3951666666,13.0858333333,17.816,18.5015,12.2015,14.7876666666
255.03,13.8661666667,10.1093333333,12.4771666667,12.3861666666,13.8431666666,14.4126666667,17.7823333333,18.7615,12.6593333333,15.346
255.41,14.7465,9.72033333335,13.3711666667,13.4425,14.0351666666,14.8648333333,17.8046666667,20.4123333333,13.2055,16.2873333333
255.78,15.6188333334,9.881,14.4048333334,14.6428333333,14.238,16.4998333334,17.9761666667,20.4046666667,13.0953333334,17.9048333333
256.15,15.4243333334,10.525,15.2601666667,14.51,13.713,16.573,17.8855,20.3001666667,13.432,19.2921666667
256.53,14.7741666667,10.5335,14.6831666666,14.7513333334,14.2725,16.0053333334,17.5331666667,19.3115,13.3606666667,19.9273333333
256.90,12.7748333333,9.34466666666,12.731,13.1925,13.1706666666,14.556,16.4028333333,17.9638333333,11.7851666666,18.3818333334
257.28,11.574,9.1585,11.4533333333,12.681,12.8018333333,14.0295,15.5796666666,16.3445,10.608,16.6063333334
257.65,10.5801666667,8.51033333333,10.0846666667,11.854,11.8361666666,12.951,14.2426666666,14.6848333333,9.2355,15.4283333334
258.02,8.93916666667,7.34466666667,7.71266666667,9.568,9.78266666667,11.3006666666,12.2663333333,12.404,7.29866666666,13.0021666666
258.40,8.5655,7.49133333333,6.6825,9.02933333333,9.00266666667,11.3233333333,11.7608333333,11.6681666666,7.19983333334,12.4238333334
258.77,7.679,6.93766666667,5.81433333333,7.99166666667,7.59783333333,10.6668333333,10.8755,10.3776666667,6.05733333333,11.3965
259.15,6.31616666667,6.25383333333,4.58433333334,7.13533333333,6.51316666666,9.65566666665,9.75916666665,8.93983333333,5.22716666667,10.4025
259.52,6.3475,6.57533333333,4.68433333334,6.84166666667,6.661,9.71116666665,10.1956666667,8.8655,5.36866666666,10.8895
