wavelength,Back_LoxAnom,Belly_LoxAnom,Breast_LoxAnom,Crissum_LoxAnom,Crown_LoxAnom,DorTail_LoxAnom,Patch10_LoxAnom,Rump_LoxAnom,Throat_LoxAnom,WingTip_LoxAnom
370.01,7.47241666667,6.6055,5.19933333333,3.675,4.11933333333,5.82575,9.21008333331,8.49558333334,3.48133333333,6.70866666667
370.38,7.50383333333,6.66208333333,5.24425,3.72441666666,4.17625,5.93016666667,9.21258333334,8.51191666667,3.571,6.76975
370.74,7.48675,6.68041666667,5.29741666667,3.77658333333,4.19616666667,5.96991666667,9.213,8.48883333333,3.64525,6.79408333334
371.10,7.50666666666,6.72775,5.31525,3.80075,4.22241666666,6.05108333333,9.18283333333,8.499,3.66475,6.82191666666
371.46,7.48666666667,6.7005,5.34358333333,3.77316666667,4.2395,6.02808333334,9.16216666667,8.48033333333,3.67133333333,6.795
371.83,7.5995,6.815,5.49191666667,3.93591666667,4.41983333333,6.14858333333,9.25441666666,8.62025,3.80933333333,6.90058333333
372.19,7.689,6.92241666666,5.54666666667,4.0375,4.49341666667,6.22683333333,9.30158333333,8.70091666667,3.9015,6.96933333333
372.55,7.74933333333,6.93041666667,5.60116666667,4.10816666667,4.57133333333,6.23216666667,9.33583333335,8.72825,3.95808333333,7.03241666667
372.92,7.802,6.93925,5.62541666667,4.12475,4.6195,6.24666666666,9.36083333335,8.7355,3.97491666667,7.03591666666
373.28,7.75766666667,6.9405,5.59791666667,4.07708333333,4.6075,6.20591666667,9.28241666666,8.67425,3.92116666667,6.98133333333
373.64,7.76166666667,6.95866666667,5.5945,4.035,4.60091666667,6.18366666667,9.19066666667,8.656,3.87741666666,6.929
374.00,7.7745,6.99625,5.63458333333,4.07758333333,4.61491666667,6.225,9.15683333333,8.64741666667,3.90833333334,6.91333333333
374.37,7.79275,7.02741666667,5.66525,4.06408333333,4.60616666667,6.22441666667,9.14,8.66366666667,3.9105,6.95391666667
374.73,7.72316666666,6.95883333333,5.55875,3.96308333333,4.52,6.1465,9.02183333333,8.604,3.80533333333,6.87983333333
375.09,7.59091666667,6.86166666667,5.45716666667,3.8875,4.41175,6.00858333333,8.86641666667,8.49658333333,3.69525,6.79566666667
375.45,7.64525,6.94733333333,5.54958333333,3.98541666667,4.496,6.08058333334,8.8605,8.56991666667,3.74808333333,6.90483333333
375.81,7.55308333333,6.88733333333,5.47425,3.91191666667,4.42558333333,6.05066666667,8.72041666666,8.48583333333,3.64066666667,6.81633333333
376.18,7.42866666667,6.80241666666,5.45625,3.84216666667,4.35875,5.98033333333,8.57616666668,8.4075,3.57325,6.72525
376.54,7.37558333333,6.80208333333,5.41516666667,3.81241666667,4.33733333333,5.9695,8.502,8.36483333333,3.56416666667,6.67783333333
376.90,7.357,6.827,5.40375,3.82108333334,4.35175,6.01558333333,8.45541666667,8.35966666666,3.59608333333,6.71108333333
377.26,7.37316666666,6.82241666667,5.394,3.84466666667,4.36058333333,6.02691666667,8.41083333335,8.3485,3.59675,6.72583333333
377.63,7.36091666667,6.81358333333,5.41116666667,3.81916666667,4.35191666667,6.02325,8.38191666668,8.3075,3.60683333333,6.74983333333
377.99,7.33975,6.80841666667,5.39333333333,3.83341666667,4.3705,6.00833333333,8.33941666667,8.30025,3.60441666667,6.76841666667
378.35,7.29358333333,6.74533333333,5.34716666667,3.78841666667,4.34208333334,5.90258333333,8.25275,8.25391666667,3.57541666666,6.67541666666
378.71,7.3115,6.80175,5.38116666666,3.83491666667,4.37891666667,5.94025,8.25508333333,8.28458333333,3.62175,6.7145
379.07,7.322,6.79091666666,5.40083333333,3.83016666666,4.397,5.93083333333,8.23116666666,8.309,3.65025,6.70966666667
379.44,7.278,6.7785,5.3445,3.81708333333,4.36241666667,5.9,8.17333333333,8.27083333334,3.63333333333,6.66366666667
379.80,7.27891666667,6.80483333333,5.36183333333,3.82466666667,4.37191666667,5.87641666666,8.14858333332,8.25,3.66433333333,6.69541666667
380.16,7.31516666667,6.8595,5.38841666667,3.86158333334,4.43375,5.913,8.18600000001,8.27533333333,3.69633333333,6.743
380.52,7.27825,6.82608333333,5.346,3.81975,4.39883333333,5.88841666666,8.12758333333,8.239,3.63983333333,6.693
380.88,7.31916666667,6.8465,5.35758333334,3.85308333333,4.42891666667,5.87291666667,8.10725,8.25366666667,3.64566666667,6.72733333334
381.24,7.29341666667,6.84516666667,5.35658333333,3.82483333333,4.41433333333,5.84516666667,8.06950000001,8.25525,3.63675,6.72158333333
381.61,7.23908333333,6.80941666667,5.28608333333,3.81858333333,4.368,5.80966666667,8.00708333332,8.23725,3.61083333333,6.67333333333
381.97,7.18425,6.78891666667,5.24091666667,3.775,4.29341666667,5.76058333333,7.95058333333,8.18108333333,3.59208333333,6.605
382.33,7.12683333333,6.76566666667,5.20058333334,3.78233333333,4.24633333333,5.76308333333,7.90541666666,8.14616666666,3.52641666667,6.59441666666
382.69,7.12908333333,6.75166666667,5.21125,3.77091666666,4.24916666667,5.73925,7.85166666667,8.15041666667,3.51941666667,6.60858333333
383.05,7.19108333333,6.84416666667,5.314,3.87283333333,4.33666666666,5.8195,7.90158333334,8.23175,3.61233333333,6.69916666666
383.41,7.20533333334,6.86041666667,5.35141666667,3.87408333334,4.34166666667,5.8435,7.87141666667,8.25416666667,3.62133333333,6.74116666667
383.77,7.184,6.85308333333,5.33825,3.86333333333,4.30716666667,5.84066666667,7.84841666666,8.26291666667,3.60641666666,6.73291666666
384.14,7.12758333333,6.81175,5.30291666667,3.82341666667,4.26241666667,5.81383333334,7.7755,8.21991666667,3.57425,6.72091666667
384.50,7.126,6.82741666667,5.31041666667,3.84233333333,4.29716666666,5.79225,7.73541666667,8.20733333333,3.5945,6.738
384.86,7.05625,6.76266666666,5.269,3.79016666666,4.23591666667,5.74741666666,7.66999999999,8.16108333334,3.53575,6.66133333334
385.22,7.06058333333,6.77766666667,5.28008333333,3.82533333333,4.25025,5.75983333333,7.67099999999,8.17533333334,3.55825,6.68041666666
385.58,7.11725,6.82241666667,5.34441666666,3.86708333333,4.31916666666,5.77875,7.68416666666,8.22683333333,3.59258333333,6.72975
385.94,7.13125,6.85366666667,5.38608333333,3.88691666666,4.3585,5.79525,7.65650000001,8.24491666667,3.61125,6.75316666667
386.30,7.14616666666,6.902,5.40183333333,3.89375,4.3895,5.82758333334,7.66349999999,8.26016666667,3.65516666667,6.77225
386.66,7.14016666667,6.90233333334,5.42,3.91766666667,4.401,5.8545,7.65483333333,8.22716666667,3.68283333334,6.79841666667
387.03,7.06633333333,6.83133333333,5.32975,3.84216666667,4.31108333333,5.78591666666,7.54883333333,8.14166666667,3.60666666667,6.73441666667
387.39,7.04966666667,6.82366666667,5.29958333333,3.82575,4.28208333333,5.75741666667,7.51875,8.11325,3.58633333333,6.69766666667
387.75,7.02175,6.79258333333,5.24675,3.77975,4.26783333334,5.70775,7.43741666667,8.05358333333,3.55758333333,6.67283333334
388.11,7.01141666667,6.78316666667,5.20566666666,3.7565,4.26116666666,5.67816666667,7.34525,8.01825,3.54525,6.63916666666
388.47,7.01425,6.78091666667,5.2215,3.76166666667,4.22825,5.68541666666,7.30341666667,8.0255,3.54866666667,6.63266666667
388.83,7.01191666666,6.82125,5.24508333333,3.78475,4.25341666667,5.69275,7.26908333333,8.02658333333,3.59066666667,6.66016666667
389.19,6.98283333333,6.82491666667,5.25075,3.79675,4.263,5.69233333334,7.2025,8.00916666666,3.60591666667,6.65541666667
389.55,6.93275,6.82358333333,5.23833333333,3.80008333333,4.24208333333,5.68708333333,7.14391666667,7.95941666666,3.60083333334,6.64391666666
389.91,6.93083333333,6.8075,5.231,3.79383333333,4.24991666667,5.68608333333,7.12,7.95841666667,3.59241666666,6.66391666667
390.27,6.94925,6.82983333333,5.29316666667,3.83225,4.30566666667,5.71791666667,7.10366666667,7.97733333333,3.64066666667,6.702
390.63,6.92558333333,6.856,5.29391666667,3.83758333333,4.31541666667,5.72316666667,7.07633333334,7.9815,3.62216666667,6.67791666667
391.00,6.90783333333,6.89191666667,5.29666666667,3.836,4.33433333333,5.73241666667,7.04,7.96175,3.643,6.68725
391.36,6.90208333333,6.92158333334,5.33033333334,3.87175,4.3685,5.76725,7.02025,7.97083333334,3.69516666667,6.7345
391.72,6.94383333334,6.99108333333,5.41108333333,3.94233333334,4.42325,5.82816666667,7.05441666667,8.04166666667,3.75383333333,6.79425
392.08,6.94925,7.04974999999,5.50208333333,3.99758333333,4.48458333333,5.873,7.07475,8.06408333333,3.7975,6.84841666666
392.44,6.99708333333,7.12808333333,5.55675,4.06725,4.56583333333,5.954,7.0945,8.1295,3.8385,6.92741666667
392.80,7.00858333333,7.16,5.58591666667,4.09541666667,4.59133333333,5.99975,7.091,8.145,3.84933333333,6.93991666667
393.16,6.94808333333,7.12,5.54475,4.0555,4.5485,5.983,7.02541666667,8.09325,3.78925,6.922
393.52,6.89791666667,7.10558333332,5.516,4.01908333333,4.51841666667,5.96375,6.957,8.06808333333,3.75766666667,6.9015
393.88,6.83116666667,7.09283333334,5.48191666667,4.01008333333,4.494,5.93083333333,6.87275,8.03208333334,3.72858333334,6.88225
394.24,6.78958333333,7.09558333333,5.47108333333,4.00433333333,4.46033333333,5.902,6.79441666667,7.99216666667,3.70816666667,6.87766666667
394.60,6.7765,7.10558333333,5.48616666667,4.02041666667,4.46516666667,5.88616666667,6.74,7.99191666667,3.73175,6.89841666667
394.96,6.75516666667,7.11149999999,5.51116666667,4.04366666667,4.48875,5.89966666667,6.71708333333,7.99033333333,3.74325,6.90916666667
395.32,6.68166666667,7.08125,5.47466666667,4.00191666667,4.45175,5.861,6.61483333333,7.92575,3.67225,6.868
395.68,6.6035,7.01474999999,5.41925,3.9605,4.3905,5.81891666667,6.49616666667,7.83733333333,3.608,6.82058333333
396.04,6.56,6.99433333332,5.35316666667,3.957,4.3585,5.80191666666,6.42766666667,7.81008333333,3.5855,6.80708333333
396.40,6.47233333333,6.94541666667,5.28825,3.89483333334,4.30275,5.71658333333,6.32083333333,7.71183333333,3.5455,6.74133333333
396.76,6.43891666667,6.94966666667,5.28275,3.89058333333,4.30241666667,5.68758333334,6.24766666667,7.68458333333,3.54175,6.74866666666
397.12,6.45333333333,6.96691666667,5.32383333333,3.9155,4.34475,5.6925,6.20625,7.68883333334,3.57858333333,6.761
397.48,6.49216666667,7.01616666667,5.38175,3.9885,4.4015,5.74258333333,6.21475,7.72141666667,3.63216666666,6.82183333333
397.84,6.52358333333,7.0655,5.44733333333,4.05883333333,4.44683333333,5.81891666667,6.21716666667,7.75525,3.70425,6.87066666667
398.20,6.52466666667,7.08333333333,5.46608333333,4.08908333334,4.47691666666,5.84558333334,6.20375,7.77158333333,3.73433333333,6.89016666667
398.56,6.47433333333,7.07591666666,5.4545,4.06991666667,4.46541666667,5.84691666666,6.13958333333,7.73033333333,3.71233333333,6.8485
398.92,6.4595,7.07091666667,5.46608333333,4.0885,4.47425,5.84116666667,6.10883333333,7.72633333333,3.73358333333,6.87291666667
399.28,6.46825,7.09516666667,5.48041666667,4.1125,4.50433333334,5.87,6.09116666666,7.73558333333,3.78658333333,6.87475
399.64,6.44925,7.13399999999,5.504,4.14208333333,4.52183333333,5.87983333333,6.05883333333,7.7425,3.81591666667,6.88516666667
400.00,6.45941666667,7.13533333333,5.53858333333,4.16,4.53508333333,5.89583333334,6.03591666667,7.74691666667,3.84733333333,6.90816666667
400.36,6.43941666667,7.15424999999,5.56191666667,4.16683333334,4.53475,5.92583333333,5.99975,7.74025,3.86858333333,6.93666666666
400.72,6.43608333333,7.16308333334,5.57433333333,4.19308333333,4.5505,5.94841666667,5.97641666667,7.74466666667,3.89258333333,6.98425
401.08,6.42108333333,7.19900000001,5.54941666666,4.20316666667,4.54325,5.97233333333,5.9525,7.74975,3.89541666667,6.98266666667
401.44,6.37658333333,7.18499999999,5.52783333333,4.1815,4.52025,5.95125,5.88458333333,7.71308333333,3.87641666667,6.95508333333
401.80,6.37358333333,7.21433333334,5.53725,4.17766666667,4.53325,5.9525,5.87258333334,7.71566666667,3.88558333334,6.95175
402.16,6.31641666666,7.18766666667,5.508,4.14408333333,4.50208333333,5.9235,5.78591666666,7.65125,3.84641666667,6.91083333333
402.52,6.29958333333,7.16875000001,5.49766666667,4.1265,4.48225,5.90325,5.73916666666,7.63225,3.83533333333,6.92041666667
402.88,6.31666666667,7.20716666667,5.48733333334,4.13858333333,4.48716666666,5.91066666667,5.71983333333,7.64483333333,3.84875,6.93125
403.24,6.30666666667,7.21458333334,5.5,4.14083333333,4.48,5.88258333333,5.69108333333,7.65533333333,3.8275,6.96166666666
403.60,6.32175,7.22299999999,5.525,4.1415,4.49558333334,5.89458333333,5.7,7.66025,3.84291666667,6.98733333334
403.95,6.33475,7.26225,5.55608333333,4.1695,4.51166666667,5.93291666667,5.7075,7.68591666667,3.85575,7.02216666667
404.31,6.3275,7.24666666666,5.55825,4.1945,4.52216666667,5.92383333333,5.716,7.67983333333,3.85808333333,7.016
404.67,6.31683333333,7.26374999999,5.55858333334,4.2055,4.52416666667,5.93783333333,5.72341666667,7.67525,3.861,7.01166666666
405.03,6.31058333333,7.25466666666,5.58291666666,4.20858333333,4.53016666667,5.94783333333,5.7175,7.66733333333,3.8695,7.02733333333
405.39,6.30416666667,7.27041666666,5.60425,4.2195,4.53708333333,5.9545,5.728,7.68275,3.895,7.04658333333
405.75,6.25833333333,7.24724999999,5.58566666667,4.19275,4.51166666667,5.9125,5.69708333333,7.64675,3.85408333333,7.03191666667
406.11,6.23891666667,7.24375,5.55991666667,4.17966666666,4.48666666667,5.89733333334,5.68466666666,7.65083333333,3.85233333334,7.03075
406.47,6.23683333333,7.26050000001,5.56366666667,4.19975,4.49508333333,5.91158333333,5.69625,7.66941666667,3.87816666667,7.041
406.83,6.19841666667,7.25041666666,5.55383333333,4.18658333333,4.48375,5.89675,5.67258333333,7.63225,3.86225,7.00975
407.19,6.18475,7.23033333333,5.54508333333,4.179,4.47216666667,5.88883333333,5.65975,7.60875,3.863,6.99691666667
407.55,6.15283333333,7.24349999999,5.53425,4.18658333334,4.46825,5.88175,5.64208333333,7.61925,3.86075,6.977
407.90,6.11641666667,7.22941666666,5.50816666666,4.16708333333,4.458,5.85016666667,5.62458333333,7.60658333333,3.84375,6.94516666667
408.26,6.11625,7.25358333334,5.5225,4.17933333333,4.47175,5.86008333333,5.61058333333,7.62133333334,3.8575,6.97833333333
408.62,6.1295,7.27883333333,5.54816666667,4.20141666667,4.505,5.86575,5.60083333333,7.655,3.88516666667,6.9845
408.98,6.14783333333,7.31550000001,5.57341666667,4.22825,4.53283333333,5.86433333333,5.61125,7.67891666667,3.90066666667,7.00733333333
409.34,6.16983333333,7.34716666667,5.60775,4.26775,4.57325,5.91125,5.63741666667,7.70625,3.9305,7.04775
409.70,6.20466666667,7.37191666668,5.63558333334,4.31191666667,4.59766666666,5.95275,5.64475,7.735,3.97775,7.09191666667
410.06,6.24908333333,7.4175,5.68416666667,4.35916666667,4.64283333333,5.98875,5.66366666666,7.78325,4.01875,7.13708333334
410.42,6.24833333333,7.42374999999,5.6815,4.38175,4.65483333334,5.97333333333,5.654,7.77425,4.03033333334,7.16233333333
410.77,6.24616666667,7.403,5.68083333334,4.37866666666,4.64708333333,5.95733333333,5.62066666667,7.774,4.02391666667,7.16808333333
411.13,6.25008333333,7.42099999999,5.678,4.40341666667,4.65258333334,5.97533333333,5.60633333333,7.78,4.02841666667,7.16841666667
411.49,6.27516666667,7.42025,5.69216666666,4.4345,4.6815,6.0015,5.61525,7.78883333333,4.05075,7.18625
411.85,6.284,7.44108333333,5.7295,4.46966666667,4.70616666667,6.0315,5.61858333333,7.8095,4.08833333334,7.20791666666
412.21,6.28191666667,7.43866666667,5.72541666667,4.46525,4.69258333333,6.04266666667,5.607,7.80333333333,4.09825,7.18516666667
412.57,6.293,7.42616666667,5.72533333333,4.48116666667,4.66783333334,6.04758333333,5.59066666667,7.78708333334,4.094,7.19166666667
412.92,6.301,7.43616666667,5.7435,4.51625,4.67383333333,6.06758333333,5.59633333333,7.78608333333,4.12475,7.20816666667
413.28,6.288,7.43483333334,5.74216666667,4.53366666666,4.67333333333,6.05325,5.56591666667,7.788,4.13458333333,7.21625
413.64,6.26866666667,7.43691666666,5.74691666667,4.54608333333,4.68291666667,6.05408333333,5.54433333333,7.773,4.12683333333,7.21133333334
414.00,6.238,7.40283333334,5.73175,4.54566666666,4.67408333333,6.02525,5.50991666667,7.733,4.11358333333,7.19816666667
414.36,6.2505,7.42983333334,5.76241666667,4.57658333333,4.68383333334,6.0655,5.51758333333,7.75241666667,4.13225,7.21775
414.72,6.26083333334,7.49058333333,5.81325,4.6265,4.71408333333,6.11158333333,5.54541666667,7.7825,4.16525,7.25816666666
415.07,6.27058333333,7.53050000001,5.86041666667,4.65975,4.748,6.16783333333,5.56383333333,7.82349999999,4.20483333334,7.32191666667
415.43,6.21658333333,7.50066666667,5.83608333333,4.63775,4.72491666667,6.14675,5.51125,7.79016666667,4.193,7.32066666667
415.79,6.16858333334,7.46558333332,5.79025,4.59333333333,4.67991666667,6.09266666667,5.43141666667,7.71883333333,4.15391666667,7.29458333333
416.15,6.11641666666,7.45516666667,5.78408333333,4.58375,4.66875,6.06625,5.37466666667,7.69091666667,4.12233333333,7.28383333334
416.51,6.0365,7.42658333333,5.75816666667,4.54866666667,4.62708333334,6.02,5.3,7.6335,4.07058333333,7.24716666667
416.86,6.00591666666,7.4295,5.75233333333,4.54091666667,4.62233333333,6.016,5.24808333333,7.61025,4.06375,7.23383333334
417.22,5.98641666666,7.42033333334,5.72783333333,4.52333333333,4.60341666667,5.99625,5.19958333334,7.56733333333,4.03958333333,7.22691666667
417.58,5.95916666667,7.39525000001,5.70033333334,4.5105,4.58341666667,5.97991666667,5.14433333334,7.53541666667,4.03708333333,7.20841666667
417.94,5.91141666667,7.37225000001,5.67566666667,4.49066666666,4.56433333333,5.97966666667,5.09,7.49508333333,4.01166666667,7.17391666667
418.29,5.85266666667,7.33983333333,5.64683333333,4.45533333334,4.5415,5.93925,5.01466666667,7.44775,3.97391666667,7.14425
418.65,5.79941666667,7.30091666667,5.606,4.42475,4.50625,5.92541666666,4.94225,7.40308333334,3.94458333333,7.11533333333
419.01,5.74983333333,7.25999999999,5.57433333333,4.41266666667,4.48275,5.88808333333,4.88383333333,7.34975,3.92458333333,7.06933333333
419.37,5.73616666667,7.27516666666,5.5805,4.42291666667,4.48741666667,5.88966666667,4.85791666667,7.32625,3.92083333334,7.07033333333
419.73,5.70925,7.26450000001,5.57575,4.42166666666,4.48541666667,5.89608333333,4.83316666667,7.30558333333,3.9145,7.0575
420.08,5.68958333333,7.26408333333,5.58133333333,4.43791666667,4.48575,5.89708333333,4.80675,7.289,3.92458333333,7.06983333333
420.44,5.66591666667,7.25049999999,5.566,4.43008333334,4.4795,5.901,4.77,7.27341666667,3.91741666667,7.0645
420.80,5.63441666667,7.23058333334,5.54375,4.41966666666,4.46741666666,5.88666666667,4.73191666667,7.244,3.90766666667,7.04966666666
421.16,5.605,7.21008333333,5.5465,4.41641666667,4.4635,5.889,4.69808333334,7.22841666666,3.91108333334,7.03275
421.51,5.58466666667,7.21941666667,5.556,4.42175,4.46633333334,5.89458333333,4.67558333333,7.22675,3.91258333334,7.04233333333
421.87,5.57583333333,7.23675000001,5.57708333333,4.44125,4.47108333333,5.89808333333,4.66208333333,7.23133333333,3.93041666667,7.0615
422.23,5.57558333334,7.24241666667,5.592,4.45675,4.47841666667,5.91883333333,4.65433333333,7.23608333333,3.94541666667,7.06233333333
422.58,5.57058333333,7.23000000001,5.60283333333,4.4665,4.4865,5.91683333333,4.6375,7.224,3.95291666666,7.06675
422.94,5.55758333333,7.23966666667,5.61475,4.47591666667,4.49833333333,5.91983333333,4.62625,7.21841666667,3.96058333333,7.08541666667
423.30,5.53508333333,7.23041666666,5.62266666667,4.475,4.48816666667,5.92216666667,4.60408333333,7.21725,3.964,7.08933333334
423.66,5.53975,7.23816666667,5.63675,4.49066666667,4.48583333333,5.92441666667,4.59125,7.22158333333,3.97616666667,7.106
424.01,5.53441666667,7.24308333334,5.64283333333,4.494,4.48733333333,5.93233333333,4.58016666666,7.22533333333,3.98,7.11241666667
424.37,5.53766666667,7.25658333334,5.66283333333,4.52075,4.50541666667,5.94033333333,4.5925,7.23241666667,4.01058333333,7.12708333333
424.73,5.51283333333,7.24141666666,5.6655,4.5165,4.49366666666,5.92933333334,4.57208333333,7.21791666666,4.00108333333,7.11758333334
425.08,5.4995,7.24433333333,5.65975,4.52666666667,4.48575,5.92525,4.55991666666,7.20991666667,3.997,7.11825
425.44,5.48708333333,7.23591666667,5.66625,4.52925,4.48758333333,5.91033333333,4.55566666667,7.20458333333,4.00516666667,7.11658333333
425.80,5.4895,7.23700000001,5.67358333334,4.54308333333,4.50225,5.92083333334,4.55675,7.20416666667,4.01316666666,7.13233333333
426.16,5.47483333333,7.23149999999,5.67566666667,4.55016666667,4.5025,5.91808333333,4.54891666666,7.18783333333,4.02225,7.13758333333
426.51,5.46033333333,7.2485,5.68058333333,4.559,4.50666666666,5.91091666667,4.54033333333,7.18791666667,4.03291666667,7.13825
426.87,5.47075,7.26033333334,5.6835,4.568,4.50891666667,5.91191666667,4.53283333333,7.19908333333,4.04283333334,7.1405
427.23,5.49091666667,7.28716666666,5.69508333333,4.60625,4.54533333333,5.93275,4.5425,7.21925,4.07525,7.15508333333
427.58,5.47125,7.29166666667,5.6965,4.61991666667,4.5585,5.92975,4.53783333333,7.2185,4.0745,7.16466666667
427.94,5.47441666667,7.28950000001,5.68875,4.62808333333,4.5655,5.92125,4.53175,7.22483333333,4.08975,7.15766666667
428.30,5.47533333333,7.29108333333,5.69341666666,4.62525,4.57658333333,5.91466666667,4.5225,7.22508333334,4.08641666667,7.17341666667
428.65,5.50616666666,7.32249999999,5.71341666667,4.66375,4.60666666667,5.93608333333,4.53566666666,7.26366666667,4.11516666666,7.21208333333
429.01,5.51025,7.32866666667,5.72408333334,4.67233333333,4.6225,5.93508333333,4.53475,7.26808333333,4.12366666667,7.21266666667
429.37,5.51425,7.34283333334,5.7115,4.68025,4.62208333333,5.94775,4.52041666667,7.26883333333,4.1095,7.21316666666
429.72,5.51333333333,7.35508333333,5.71991666667,4.68791666667,4.62433333333,5.95966666667,4.51308333333,7.27825,4.10541666667,7.211
430.08,5.54158333333,7.37858333333,5.72908333333,4.71608333333,4.64575,5.97375,4.53341666667,7.31083333333,4.11141666667,7.22941666667
430.44,5.56366666667,7.39625,5.73875,4.72941666667,4.64841666666,6.00075,4.55258333333,7.31983333333,4.11658333333,7.24933333333
430.79,5.55541666667,7.38241666666,5.71841666667,4.72475,4.63508333334,5.992,4.537,7.31516666667,4.111,7.23908333333
431.15,5.52783333333,7.34024999999,5.69066666667,4.68508333334,4.59208333334,5.94408333334,4.51075,7.27358333333,4.07141666667,7.21116666667
431.50,5.53525,7.35275,5.69741666667,4.69258333333,4.5985,5.95675,4.50775,7.29216666667,4.08875,7.20916666667
431.86,5.52791666666,7.33649999999,5.69666666667,4.69275,4.59666666666,5.94758333333,4.50725,7.28491666666,4.07825,7.21416666667
432.22,5.53541666667,7.34550000001,5.68883333334,4.70108333333,4.59633333334,5.96425,4.5185,7.2935,4.09041666666,7.20991666667
432.57,5.53825,7.34758333334,5.69566666666,4.70583333333,4.60275,5.9675,4.53308333333,7.29516666667,4.08383333333,7.20933333333
432.93,5.5245,7.33508333333,5.67583333334,4.69208333333,4.57758333334,5.94858333333,4.52925,7.28375,4.0615,7.19741666667
433.29,5.52933333333,7.33075000001,5.67975,4.70491666667,4.57516666667,5.94625,4.54766666667,7.28183333333,4.06516666667,7.20283333334
433.64,5.53291666667,7.33283333333,5.66558333334,4.69683333334,4.56633333333,5.9325,4.55591666667,7.277,4.06333333333,7.20291666666
434.00,5.50991666667,7.31533333333,5.64483333333,4.67183333333,4.53891666667,5.90016666667,4.5315,7.2565,4.04258333333,7.19366666667
434.35,5.5165,7.323,5.65025,4.68366666667,4.55183333333,5.89,4.54008333333,7.27433333333,4.04525,7.192
434.71,5.528,7.33675,5.689,4.71166666667,4.577,5.90475,4.57283333333,7.29683333333,4.06016666667,7.225
435.07,5.54725,7.35658333333,5.69458333333,4.735,4.58691666667,5.91833333333,4.59233333334,7.32358333333,4.06833333333,7.23108333334
435.42,5.56716666666,7.35575,5.6945,4.75366666667,4.59533333333,5.92466666666,4.61783333333,7.34283333333,4.07891666667,7.24341666667
435.78,5.58383333333,7.37783333334,5.70216666666,4.77533333333,4.60216666667,5.94475,4.64133333333,7.36616666667,4.085,7.26016666667
436.13,5.56591666667,7.36925000001,5.702,4.76258333333,4.58275,5.91275,4.63225,7.35675,4.06716666667,7.24725
436.49,5.555,7.35691666667,5.68833333333,4.75033333333,4.56216666667,5.89408333333,4.62416666667,7.35425,4.05891666667,7.24075
436.84,5.57833333333,7.37725,5.71475,4.77316666667,4.58341666667,5.90316666667,4.64916666666,7.38191666667,4.08183333333,7.26633333333
437.20,5.57575,7.38825000001,5.72083333333,4.769,4.58325,5.9055,4.646,7.39858333334,4.08,7.27291666667
437.56,5.58308333333,7.39224999999,5.73116666667,4.77958333333,4.58758333334,5.91741666667,4.65641666667,7.40733333334,4.089,7.27991666667
437.91,5.61075,7.42425,5.77075,4.81166666667,4.62666666667,5.94383333333,4.69408333333,7.45691666667,4.11416666667,7.31383333334
438.27,5.61241666667,7.41408333334,5.77566666667,4.82233333333,4.6265,5.95541666667,4.69341666667,7.46575000001,4.117,7.32425
438.62,5.57125,7.38391666667,5.72966666667,4.78241666667,4.5795,5.91491666667,4.65375,7.42216666666,4.07975,7.288
438.98,5.54825,7.37299999999,5.71933333333,4.76558333333,4.56325,5.90533333333,4.63641666667,7.39941666668,4.06466666667,7.28283333333
439.33,5.52866666667,7.36158333332,5.70458333333,4.75441666667,4.54491666667,5.88483333333,4.60516666667,7.37241666666,4.04166666666,7.27475
439.69,5.51225,7.35691666667,5.69791666667,4.753,4.54116666667,5.87708333333,4.58966666666,7.36049999999,4.03508333333,7.258
440.04,5.5095,7.35408333333,5.69458333333,4.76541666667,4.54458333333,5.88541666666,4.58058333333,7.35974999999,4.03416666667,7.26633333333
440.40,5.51291666667,7.35683333332,5.695,4.78,4.5475,5.8925,4.57841666666,7.35525000001,4.03425,7.27125
440.75,5.50925,7.36308333333,5.70058333334,4.79841666667,4.55283333333,5.90775,4.56675,7.35591666667,4.04441666666,7.28666666666
441.11,5.51216666667,7.36608333334,5.70675,4.81066666667,4.55633333334,5.92041666667,4.56516666667,7.35425,4.05191666667,7.2905
441.47,5.49708333333,7.35849999999,5.69641666666,4.81275,4.54575,5.90716666667,4.53858333333,7.34466666667,4.04741666666,7.28883333333
441.82,5.46375,7.33633333334,5.66166666667,4.80675,4.518,5.89583333333,4.49416666667,7.29941666667,4.03266666667,7.26191666667
442.18,5.46225,7.356,5.66708333333,4.82683333334,4.52133333333,5.90308333334,4.48966666667,7.30299999999,4.04875,7.28075
442.53,5.48566666666,7.386,5.69908333333,4.8645,4.55675,5.93733333333,4.50841666667,7.32633333333,4.08608333333,7.31133333333
442.89,5.50716666667,7.41241666666,5.72283333333,4.90341666667,4.58916666667,5.9705,4.51933333333,7.34225,4.12166666667,7.3485
443.24,5.49616666667,7.42475000001,5.73858333333,4.91258333333,4.59733333334,5.98933333333,4.51583333334,7.33258333333,4.1335,7.35258333333
443.60,5.50241666667,7.44058333333,5.75108333333,4.92525,4.61133333333,5.99925,4.50166666667,7.33475,4.154,7.3915
443.95,5.51841666667,7.47650000001,5.7785,4.95983333334,4.644,6.02183333333,4.50608333333,7.35691666667,4.18466666667,7.41866666667
