wavelength,Back_LoxAnom,Belly_LoxAnom,Breast_LoxAnom,Crissum_LoxAnom,Crown_LoxAnom,DorTail_LoxAnom,Patch10_LoxAnom,Rump_LoxAnom,Throat_LoxAnom,WingTip_LoxAnom
756.62,20.3829166667,15.8716666667,11.4383333333,35.8645,10.26575,15.59725,31.3054166667,23.9305833333,8.98758333334,18.994
756.93,20.1898333333,15.6065,11.19425,35.426,9.90741666668,15.3115,31.0694166667,23.6175,8.79674999999,18.782
757.24,20.3113333333,15.62275,11.21225,35.4641666667,9.92816666665,15.4459166667,31.0838333333,23.6604166667,8.86933333332,18.83025
757.56,20.4971666666,15.5573333334,11.2165,35.3621666667,9.94025,15.34,31.0795,23.5546666667,8.79566666668,18.88025
757.87,20.54725,15.7009166667,11.31875,35.4335833334,10.02525,15.5319166667,31.1676666666,23.72425,8.96366666667,19.1048333333
758.18,20.6160833333,15.8750833333,11.426,35.48375,10.1045833333,15.7848333333,31.2555,23.7739166666,9.19275,19.3673333333
758.50,20.8446666666,16.1183333333,11.7216666667,35.7153333333,10.3204166667,15.9245833333,31.4795,23.941,9.46783333332,19.6549166666
758.81,20.6436666666,15.96325,11.4956666667,35.5999166666,10.14725,15.7483333334,31.3854166667,23.8160833333,9.25408333333,19.3710833334
759.13,21.0925833333,16.1153333334,11.74,35.8069166666,10.3260833333,16.004,31.7576666667,24.0161666667,9.50175,19.6789166667
759.44,21.34775,16.34925,11.978,36.1298333333,10.51775,16.2881666666,32.1523333333,24.2735833333,9.77108333332,19.8719166667
759.75,21.3100833334,16.2191666667,11.8260833333,36.0345,10.4983333333,16.1660833333,32.1420833334,24.0945,9.71666666666,19.7546666667
760.07,21.3344166667,16.425,11.9083333333,36.201,10.7075,16.2915,32.2556666667,24.2524166667,9.80625000001,20.0176666667
760.38,21.3035,16.5944166667,11.9425833334,36.37375,10.9000833333,16.3449166667,32.1511666667,24.319,9.90974999999,20.10375
760.69,21.30225,16.7035833333,12.0480833333,36.43375,11.0025833333,16.28475,32.16775,24.4049166667,10.0059166667,20.08275
761.01,21.25275,16.8423333333,12.126,36.4889166666,11.0658333334,16.45275,32.2025,24.4629166667,10.1771666667,20.0623333334
761.32,21.15475,16.6276666667,11.94225,36.4623333333,10.9848333334,16.2328333333,32.0615833334,24.37775,9.98625,19.8254166666
761.63,21.1583333333,16.5401666667,11.9421666666,36.5961666667,10.9574166667,16.1831666667,32.1686666666,24.237,9.9215,19.7033333333
761.94,21.1081666667,16.4728333333,11.8205833333,36.6075,10.8916666667,16.1595,32.1403333333,24.1990833333,9.82883333332,19.57
762.26,21.12,16.51775,11.8685,36.7524166666,10.871,16.1791666667,32.1379166666,24.22475,9.83291666666,19.6125
762.57,21.0665,16.4975833334,11.8303333333,36.667,10.8214166667,16.114,31.988,24.2035833334,9.75916666668,19.5284166666
762.88,20.8998333333,16.2783333333,11.75575,36.4720833333,10.6498333333,15.9034166667,31.6621666667,24.0654166667,9.5495,19.3238333333
763.20,20.9913333333,16.3694166667,11.9139166667,36.58675,10.6816666667,16.02175,31.7420833333,24.1624166666,9.61991666667,19.46375
763.51,21.086,16.3741666667,12.0306666667,36.72325,10.7383333333,16.1594166667,31.8373333334,24.1816666667,9.70508333333,19.4716666667
763.82,21.11675,16.362,12.0413333333,36.7,10.6939166667,16.1663333333,31.8715833333,24.1528333333,9.70083333333,19.3965
764.14,21.2309166667,16.4280833333,12.1875,36.6844166667,10.7948333333,16.3373333333,31.9776666667,24.36,9.77933333333,19.5608333333
764.45,21.507,16.5685833333,12.3641666667,36.981,11.0129166667,16.5931666666,32.16525,24.651,9.94675000001,19.82
764.76,21.9445,16.9714166667,12.7970833333,37.3406666667,11.3909166667,17.0569166667,32.4534166667,24.9261666667,10.34575,20.2426666667
765.07,22.1765833333,17.08075,12.9323333333,37.37325,11.44625,17.1694166667,32.3198333333,25.1388333334,10.465,20.4995
765.39,22.2369166667,17.1450833333,12.9384166667,37.41575,11.4714166667,17.2273333333,32.3364166667,25.3140833333,10.4745833333,20.60575
765.70,22.3309166666,17.2048333333,12.9545,37.4631666667,11.4825833333,17.4035833333,32.4576666667,25.3551666666,10.5625,20.6646666667
766.01,22.237,17.1306666667,12.8980833333,37.4623333333,11.5390833333,17.3353333334,32.4124166667,25.3698333333,10.54275,20.6945
766.32,22.2065,17.1425833333,12.7540833333,37.5199166667,11.5579166667,17.3445,32.5308333333,25.39875,10.5385833333,20.7935833333
766.64,22.0616666667,17.0649166667,12.6275833333,37.4869166667,11.5161666667,17.3951666667,32.3130833333,25.4320833333,10.56375,20.7136666667
766.95,22.0321666667,17.0305833333,12.4280833333,37.5175833333,11.36625,17.2585833333,32.2635833333,25.4453333333,10.54625,20.6634166667
767.26,22.0995833333,17.08175,12.55475,37.6780833333,11.48875,17.2611666667,32.2170833333,25.6143333333,10.6335,20.89925
767.57,22.061,17.1625,12.4883333333,37.8323333333,11.5175,17.2790833334,32.2776666667,25.5860833333,10.65425,20.9265833333
767.88,21.8915,17.0725833333,12.34075,37.63525,11.3185,17.1205833333,32.07375,25.2916666667,10.6870833333,20.6859166667
768.20,21.6413333333,16.9761666667,12.08525,37.5185,11.1751666667,16.9235833333,32.0425,25.13,10.53125,20.5114166667
768.51,21.6518333333,17.25925,12.2485833334,37.8540833333,11.38025,17.2914166667,32.51,25.31725,10.7265,20.72275
768.82,21.7185833334,17.248,12.4128333333,37.9319166667,11.4505,17.5008333333,32.6796666667,25.3219166667,10.8034166667,20.9071666667
769.13,21.9996666667,17.53925,12.834,38.35075,11.8069166667,17.64675,33.05125,25.68125,11.1358333333,21.2779166667
769.44,21.9075833333,17.67575,12.89825,38.5433333333,11.6865,17.8508333333,33.1309166667,25.66925,11.1546666667,21.2005833334
769.76,22.2643333333,17.9168333333,13.1723333333,38.8855,11.94325,18.0714166667,33.3545,25.92,11.3815,21.583
770.07,22.20425,17.7755,13.0943333334,38.9938333333,11.6746666667,17.7143333333,33.3911666667,25.7765833334,11.2229166667,21.43475
770.38,22.1794166666,17.60075,13.1135,38.9046666667,11.718,17.8205,33.12825,25.6630833333,11.1538333333,21.403
770.69,22.241,17.6265,13.1999166667,39.2051666667,11.7171666666,17.8974166666,33.4236666667,25.8131666667,11.10375,21.4243333333
771.00,22.1441666667,17.44075,13.0441666666,39.217,11.4461666667,17.6936666667,33.2145833333,25.61325,10.9248333333,21.2241666666
771.32,21.9930833333,17.3695833334,13.0154166667,39.2885833333,11.37525,17.3851666667,33.3100833334,25.6326666667,10.5943333333,21.302
771.63,21.9505833333,17.0148333333,12.9765833333,39.2460833334,11.355,17.347,33.3374166667,25.6208333333,10.4769166667,21.2980833334
771.94,21.3674166667,16.3868333333,12.426,38.62225,10.8978333333,16.7425833333,32.92525,25.2400833334,9.98566666667,20.6193333333
772.25,21.0643333333,16.16425,12.1353333333,38.4646666667,10.6719166667,16.464,32.608,24.9350833333,9.72758333332,20.2658333333
772.56,20.9634166667,16.1585833334,12.1869166667,38.1420833334,10.8495833333,16.70725,32.3049166667,24.82925,9.687,20.4266666667
772.87,21.07675,16.1594166666,12.1411666667,38.33325,10.8290833334,16.6460833333,32.4339166666,24.8845,9.60808333333,20.5198333333
773.18,21.17725,16.3226666667,12.2430833334,38.3208333333,10.9494166667,16.762,32.52075,25.1161666667,9.75541666667,20.5015833333
773.50,21.3315833334,16.5375,12.38125,38.2108333333,11.3473333333,16.9834166667,32.4453333333,25.26275,9.74233333333,20.7519166666
773.81,21.2144166667,16.7555833333,12.5211666667,38.402,11.3988333333,17.0095833334,32.7194166666,25.3090833333,9.7815,20.87575
774.12,21.0768333333,16.6921666666,12.3158333333,38.18425,11.4683333333,17.0266666667,32.5368333333,25.0380833333,9.6975,20.721
774.43,21.3035833334,16.8650833333,12.7070833333,38.7120833333,11.7065833334,17.2834166667,32.67325,25.3709166667,9.79116666668,21.05325
774.74,21.4499166667,16.9606666667,12.6865,38.9150833333,11.4665,17.46525,32.4688333333,25.3599166667,9.72900000001,20.976
775.05,21.2810833334,16.9211666667,12.6229166667,38.5405,11.2793333333,17.4965,31.8756666667,25.1975,9.75158333332,20.8815
775.36,21.499,17.10325,12.6675833333,38.7214166667,11.3536666666,17.5043333334,31.8034166667,25.15425,9.9075,21.0978333333
775.67,21.4375833334,16.8628333334,12.2035,38.5723333333,10.88375,17.1080833333,31.6079166666,24.8439166667,9.64424999999,20.8535
775.98,21.6919166667,17.0599166667,12.10225,38.9235,10.7285,17.01925,31.6704166667,24.9051666667,9.57149999999,21.1498333333
776.30,22.1711666667,17.409,12.57,39.0776666667,11.348,17.4316666667,31.87575,25.3215,9.91316666666,21.7634166667
776.61,22.0069166667,17.2718333333,12.614,39.0645833334,11.5265833333,17.42625,31.7823333333,25.20475,9.68883333334,21.57925
776.92,22.30075,17.6146666667,13.0238333333,39.5254166667,12.1211666667,18.03675,32.349,25.5308333333,10.2023333333,22.05125
777.23,22.4738333333,17.7061666666,13.2819166667,39.7008333333,12.3281666667,18.18975,32.4295,25.7138333334,10.2765,22.3879166667
777.54,22.475,17.5614166667,13.2289166667,39.6593333333,12.0664166667,18.1970833333,32.2343333333,25.9401666667,10.3814166667,22.4386666667
777.85,22.4101666666,17.6050833333,13.1880833333,39.3610833333,12.09625,18.19175,32.219,25.9430833333,10.58925,22.3470833333
778.16,22.1845833334,17.4226666667,12.9458333333,39.05475,12.0859166667,17.8573333333,32.2515833333,25.74225,10.3838333334,22.1708333334
778.47,22.089,17.3323333333,12.6859166666,39.3800833333,11.9283333334,17.369,32.2360833333,25.5830833333,9.98608333334,21.9558333333
778.78,22.3366666667,17.559,13.056,39.5845,12.2964166667,17.6873333334,32.3585833333,25.77325,10.2095,22.0849166667
779.09,23.0184166667,18.4376666667,14.1815833333,40.3349166667,13.2621666667,18.6573333333,33.0815,26.6384166666,11.08375,23.0964166667
779.40,22.78575,18.0656666667,13.88725,40.2909166666,12.9979166667,18.4500833333,32.9674166667,26.5055,10.7929166667,22.6143333334
779.71,22.39375,17.5881666667,13.368,39.9494166667,12.3713333333,18.1076666667,32.6781666667,26.3054166667,10.55575,22.0990833333
780.02,22.362,17.5478333333,13.1,40.2808333333,11.9905,18.05725,32.6285,26.1000833333,10.7238333333,22.2189166666
780.33,22.0446666667,17.28575,12.656,39.8483333333,11.4661666667,17.49675,32.0525,25.6475,10.28125,21.4928333333
780.64,22.0966666667,17.1980833333,12.5315,39.517,11.5216666667,17.314,31.7729166667,25.5458333333,10.2898333333,21.1354166666
780.95,22.2906666667,17.3868333333,12.7425833333,39.72175,11.7921666667,17.4356666667,32.00575,25.436,10.3223333334,21.19825
781.26,22.3575,17.493,12.7128333333,39.811,11.9308333333,17.6710833334,32.2000833334,25.46025,10.4265,21.0955833333
781.57,22.7524166667,17.9361666667,13.12475,40.11075,12.3888333333,18.0645,32.4985833333,25.9236666666,11.065,21.478
781.88,23.0995833333,18.4829166666,13.6283333333,40.25625,12.7821666666,18.5866666667,33.0365,26.4004166667,11.6091666667,21.9418333333
782.19,23.3143333333,18.9393333333,13.8168333333,40.5579166667,12.8536666667,18.7186666667,33.32825,26.54525,11.8754166667,22.2155
782.50,23.0208333333,18.661,13.5328333333,40.3540833334,12.5968333333,18.4116666667,33.1451666667,26.155,11.4773333333,21.73875
782.81,22.7789166667,18.64575,13.286,40.2390833333,12.4664166667,18.2025,33.08075,26.16475,11.34825,21.5883333333
783.12,22.52025,18.39775,12.9914166667,39.9979166666,12.06075,17.5815833334,32.6679166667,25.6551666667,10.9950833333,21.1686666667
783.43,22.5098333333,18.4190833333,12.8740833334,39.7310833333,11.9219166667,17.46175,32.48075,25.62775,10.7553333333,20.9665833333
783.74,22.61075,18.6550833333,12.9854166666,40.0369166667,12.1150833333,17.72675,32.6476666667,25.9915833333,11.097,21.5085
784.05,22.7685833333,19.08325,13.2296666667,40.42925,12.46825,17.904,33.106,26.5121666667,11.765,22.0548333333
784.36,22.9946666667,19.39675,13.3069166667,40.47075,12.7938333333,18.053,33.4603333333,26.8306666666,12.2010833333,22.2485
784.67,23.1180833333,19.27475,13.3268333333,40.5535,12.7385,18.0555,33.5719166667,26.7546666666,12.2455833333,22.4449166667
784.98,22.9285,19.0141666667,13.3365,40.4503333334,12.72575,18.1963333333,33.5510833333,26.48725,12.1149166667,22.40275
785.29,22.6819166667,18.3998333333,12.7978333334,40.2713333334,12.3416666667,17.7453333333,33.1295,25.95525,11.55825,21.8664166667
785.60,22.7805,18.1925,12.85225,40.0341666667,12.6228333334,17.7923333334,33.20525,25.9603333334,11.6624166667,21.8950833334
785.91,22.4135833333,17.8045,12.4263333334,39.5858333333,12.1944166667,17.4094166667,32.9119166667,25.75325,11.3201666666,21.513
786.22,22.3301666667,18.0195833333,12.6285833333,39.4135833334,12.3355,17.608,32.9115,25.4371666667,11.5329166667,21.65125
786.53,22.6896666666,18.77525,13.2515833333,39.9214166667,13.1205,18.4119166667,33.5351666666,26.05925,12.2024166667,22.39725
786.84,22.6218333334,18.7589166666,13.5090833333,39.9745,13.5928333334,18.6649166667,33.6736666666,26.2335833334,12.2311666667,22.4836666666
787.14,22.733,18.5175833334,13.41075,39.7668333333,13.4301666667,18.5124166667,33.7886666667,25.9548333334,11.94675,22.3903333333
787.45,22.8900833333,18.48625,13.5065833334,39.70675,13.1969166667,18.62175,33.8656666667,25.7453333334,11.6676666667,22.2028333334
787.76,22.6884166666,18.2094166667,13.5668333334,39.6961666667,12.78825,18.5120833333,33.6265833333,25.47575,11.3130833334,22.1020833334
788.07,22.3610833334,18.2569166666,13.41,39.4396666667,12.5478333334,18.07,33.7115833333,25.2680833333,10.9195833333,21.80075
788.38,22.6251666667,18.8234166667,13.8083333333,39.7374166667,13.0118333333,18.4109166667,34.144,25.6635,11.4571666667,22.2553333334
788.69,23.0036666667,19.5040833333,14.6563333333,40.1635833333,13.6791666666,19.0531666667,34.6861666667,26.0521666666,12.1148333333,22.9189166666
789.00,22.663,19.4161666666,14.6519166666,40.273,13.3530833333,18.885,34.7031666667,25.9623333333,11.8126666667,22.7909166667
789.31,22.6011666667,19.3724166667,14.63725,40.4000833333,13.62025,18.9598333333,34.8446666667,25.9115,11.9075,22.8745833333
789.62,23.0691666667,19.5558333333,15.05525,40.5050833334,14.1889166667,19.2363333333,35.1963333333,26.2388333333,12.21925,23.0641666667
789.92,23.77725,20.0206666667,15.6699166666,41.03325,14.673,19.6868333333,35.5675833334,26.5469166667,12.6154166667,23.3401666667
790.23,23.78075,20.0580833333,15.7135,40.6583333334,14.2684166667,19.431,35.4105,26.3243333333,12.58275,23.2390833333
790.54,23.7365833333,20.1730833333,15.9293333334,41.0015,14.2068333333,19.4255,35.5558333333,26.53675,12.3761666667,22.96825
790.85,23.0005,19.4958333333,15.3265833333,40.68275,13.662,18.85775,35.067,25.952,11.72625,22.22925
791.16,23.1025,19.7659166667,15.3244166667,40.77725,13.9391666666,18.9899166667,35.39775,26.2289166667,11.934,22.2834166667
791.47,23.2835,19.7044166667,15.1505833333,40.665,14.1216666667,19.3090833333,34.8656666667,26.2563333333,12.1779166666,22.2384166667
791.78,22.6340833333,18.7458333333,14.33925,39.9679166666,13.137,18.5030833333,33.8241666667,25.5348333333,11.1735833333,21.3433333333
792.08,21.85125,18.1935,13.1375833334,39.1275,12.15325,17.4888333333,32.8858333333,24.8435,10.2571666667,20.2964166666
792.39,22.0481666667,18.01775,12.5909166667,39.1859166667,12.1311666667,17.3025833334,32.601,24.699,10.1213333333,20.1749166667
792.70,22.6099166667,18.6801666667,13.1645,39.5790833333,12.8165833333,17.682,32.8655833334,25.1939166667,10.6091666667,20.8931666666
793.01,22.3409166667,18.539,13.169,39.3578333334,12.3650833333,17.5280833333,32.5293333333,25.0630833334,10.4295833333,20.7155
793.32,21.1378333333,17.5595,12.2825833334,38.4828333333,11.4244166667,16.71875,31.7849166667,24.078,9.58008333335,19.7924166666
793.62,20.94275,17.243,12.0794166667,38.5661666666,11.4339166667,16.68975,31.4948333333,23.928,9.55525,19.6864166667
793.93,20.4405833333,16.8445,11.4360833333,38.088,11.09775,16.25925,30.6779166666,23.2621666666,9.26258333333,19.3621666667
794.24,20.6840833333,16.9018333333,11.2831666667,38.0566666667,11.0421666667,16.17875,30.5210833334,23.3356666667,9.24574999999,19.6510833333
794.55,20.2110833333,16.1964166667,10.6560833333,37.434,10.4325,15.5539166667,29.634,22.6084166667,8.51691666667,19.041
794.86,19.8326666667,15.9860833333,10.41525,37.4915833333,9.84991666667,15.2593333333,29.677,22.3646666666,8.01608333333,19.1868333334
795.16,20.1330833333,16.3109166667,10.7724166667,37.9361666667,9.94041666668,15.5875833333,29.9240833333,22.7215,8.31608333334,19.7313333334
795.47,20.3640833333,16.3139166667,11.3084166667,38.16825,10.23875,15.8361666667,30.0284166666,23.3900833333,8.86258333333,20.3015
795.78,20.2275833333,16.4865833334,11.6800833333,38.2580833334,10.26025,15.9343333333,30.0370833333,23.5350833333,8.98133333333,20.3741666667
796.09,19.78125,16.0774166667,11.14475,38.008,9.32091666668,15.41525,29.5005833333,22.963,8.35558333334,19.4669166667
796.40,19.6825833333,15.94075,10.72475,38.2625,9.16616666667,15.1305833333,29.6026666666,23.1151666667,8.17583333333,19.3449166667
796.70,19.7804166667,15.6024166667,10.4448333333,38.0573333333,8.62624999999,14.6846666667,29.2961666667,23.0349166666,7.86033333333,19.099
797.01,19.60525,15.4161666667,10.14475,37.5113333333,8.54641666666,14.474,29.0881666667,22.8521666666,7.6715,18.9265833333
797.32,20.0,15.5760833333,10.53125,37.7684166666,8.93175,15.0111666667,29.575,23.0370833333,8.1655,19.4295
797.63,20.0458333334,15.8903333333,10.94725,38.0250833333,9.35541666667,15.4545833333,29.7755833333,23.14,8.32225,19.7330833333
797.93,20.11,16.07675,11.2944166667,38.5465833333,9.63241666666,15.674,30.16225,23.4285833333,8.4695,20.0418333333
798.24,20.8331666667,16.592,12.092,39.2471666667,10.47125,16.1665833333,30.793,23.9080833333,9.22408333334,20.26425
798.55,20.7223333333,16.3511666667,11.9155,39.1305,10.37875,15.8834166667,30.5634166667,23.6794166667,8.90616666667,19.78725
798.85,20.8390833334,16.3834166667,11.88625,39.1525,10.52275,15.9995833333,30.648,23.4655,8.9885,19.7474166667
799.16,20.4785833333,16.03525,11.3036666667,38.7206666667,10.1611666667,15.867,30.2129166667,23.046,8.646,19.3540833333
799.47,20.6335,16.0854166667,11.5613333333,38.7960833333,10.5863333333,16.1761666667,30.287,23.274,9.22358333334,19.846
799.78,20.5346666667,16.02625,11.6899166667,38.9319166667,10.3965833333,16.0939166667,30.0999166667,22.9613333333,9.15858333332,19.7954166666
800.08,21.1333333333,16.86025,12.4811666667,39.6113333333,11.3631666667,16.9104166667,30.7970833333,23.7630833333,9.80766666666,20.6271666667
800.39,21.4885833334,17.2411666667,12.91625,40.5695,11.4059166667,17.2474166667,31.3903333333,24.0898333333,9.876,20.9594166667
800.70,21.8384166667,17.6880833334,13.4400833333,40.4891666667,11.5015,17.1806666667,31.41425,24.5965833334,10.15475,21.1683333333
801.00,22.1784166667,18.0708333333,13.74675,40.7745,11.6864166667,17.30325,31.5026666667,25.0984166667,10.5183333333,21.2598333334
801.31,22.3210833333,18.5951666667,14.0271666667,40.7780833333,11.7759166667,17.4170833333,31.543,25.3424166667,10.92025,21.2348333334
801.62,21.9515,18.0644166667,13.72475,40.3355,11.31525,17.07275,30.9105,24.86025,10.1970833333,20.9599166667
801.92,22.5758333333,19.0370833333,14.464,40.88775,12.1071666667,17.7476666667,31.7284166667,25.53725,10.8514166667,21.7365
802.23,22.7035,19.238,14.44575,40.8691666667,11.68175,18.00725,32.0684166667,25.4675833333,10.6916666667,21.75475
802.54,23.1243333334,19.5668333333,15.04725,41.0368333333,11.711,18.3761666667,32.4544166667,25.8513333333,10.8318333333,21.9821666667
802.84,23.5434166666,19.5658333333,15.1749166667,41.0925,11.7298333334,18.7465833333,32.8570833333,26.1345,10.9034166666,21.97475
803.15,24.5844166667,20.3171666666,16.0570833333,41.51425,12.3856666667,19.88775,33.5481666666,26.97425,11.9630833333,22.88725
803.46,24.573,20.2204166666,16.2879166667,41.4944166667,12.5068333333,19.7934166667,33.5398333333,27.0454166666,12.1488333333,22.8511666667
803.76,25.0206666667,20.48625,16.7148333334,41.8728333333,12.7301666666,20.5413333333,34.0409166666,27.4868333333,12.5654166667,23.2688333333
804.07,24.7923333333,20.3558333333,16.2514166667,42.28275,12.46525,20.56325,34.1778333334,27.26325,12.2369166667,23.1173333333
804.38,23.9096666667,19.34725,15.257,41.5833333333,11.3263333333,19.71525,33.3403333333,26.3264166666,11.5555833334,22.3055
804.68,23.8609166667,19.00025,14.83025,41.44575,11.0744166667,19.2695,33.3126666667,26.0495833333,11.454,22.625
804.99,23.82425,19.3550833333,14.7208333333,41.7835833333,11.1179166667,19.1625,33.4845833333,26.767,11.8606666666,22.85475
805.30,23.1876666667,18.9084166667,14.3636666667,41.3533333333,10.78625,18.5745,33.1016666666,26.4513333333,11.7335,22.37675
805.60,23.0323333333,18.6273333333,14.28475,41.73575,10.64625,18.1855833333,33.1676666667,26.51875,11.32975,22.0450833333
805.91,23.1441666667,18.5571666667,14.0395833334,42.1671666667,10.474,17.85525,33.4794166667,26.6889166667,11.3358333333,22.0530833333
806.21,23.114,18.9088333333,14.1450833333,42.47,10.3659166667,17.9380833333,33.4310833333,26.7321666667,11.0924166667,22.53425
806.52,22.3901666666,18.3879166667,13.5670833334,41.7296666667,10.1665833333,17.2615,32.6616666667,26.0565,10.6491666667,21.7253333334
806.83,22.5969166666,18.8084166667,13.684,42.232,10.45375,17.9600833333,32.75375,26.0390833333,10.7930833333,21.86175
807.13,22.38725,18.826,13.4806666667,42.0206666667,10.6274166667,17.5020833333,32.6040833333,25.7931666667,10.8963333334,21.7289166667
807.44,22.4408333333,18.955,13.7939166667,41.92325,11.0065833333,17.793,32.6773333333,26.2475,11.27025,21.77075
807.74,23.8341666667,20.7224166666,15.5221666667,42.9756666667,12.7324166667,19.9714166667,34.40625,27.6751666667,12.904,23.35475
808.05,24.8615,21.8240833333,16.8269166667,43.99775,13.8913333333,21.5545833333,35.3366666667,29.05,14.0589166667,24.308
808.35,24.8974166667,21.9189166667,17.2975,43.7573333333,14.2606666667,21.57425,35.3359166667,28.7853333333,14.1725833334,24.4351666666
808.66,25.2235,21.86475,17.5975833333,43.8934166667,14.53675,21.9764166667,35.67175,28.90975,14.6113333333,24.5084166667
808.97,26.5500833333,22.9480833333,19.1170833333,44.7224166667,16.2164166666,23.31725,36.6991666667,30.0560833333,16.06875,25.8636666667
809.27,26.9499166667,23.21325,19.9880833333,45.0325833333,17.282,24.2364166667,37.04775,30.479,16.61475,26.557
809.58,26.4815833333,22.4954166667,19.54725,44.4795833333,17.1404166667,23.5409166666,36.4620833333,30.2873333333,16.208,25.91
809.88,26.8485,22.7773333334,19.7448333334,44.9815833333,17.3923333333,23.541,37.03025,30.5989166667,16.06325,26.28325
810.19,26.4273333333,22.2530833333,19.12025,44.159,16.8595,22.8163333333,36.7823333334,30.3471666667,15.5401666666,25.9028333333
810.49,26.6760833333,22.1804166667,19.1180833333,44.11825,16.8625833333,22.9168333333,36.8499166667,30.4119166667,15.35075,25.7675833334
810.80,26.9638333333,22.23275,19.0441666667,43.6625,16.57925,22.5669166667,36.9195,30.0175,14.9729166667,25.485
811.10,26.8563333333,21.80975,18.5631666667,43.0568333333,16.03175,21.4159166667,36.3709166667,29.677,14.5533333333,24.7428333333
811.41,25.9050833333,21.282,17.661,42.2485,14.9289166667,20.3523333333,35.4670833333,28.6050833333,13.2960833333,23.6741666667
811.71,25.8956666667,21.02,17.1724166667,42.2470833333,14.2620833334,20.0581666667,35.2405,28.4991666667,12.7361666667,23.2919166667
812.02,26.8398333333,22.043,17.66625,43.0529166666,14.7345,20.5308333333,35.9543333334,29.4271666667,12.9284166667,23.9834166667
812.32,25.9324166667,21.838,16.6751666667,42.489,13.87775,20.066,35.3423333333,28.86575,12.2245833333,23.3130833333
812.63,25.8145,22.1234166667,16.115,42.4814166667,13.8406666667,19.4329166667,35.2258333333,28.8016666667,12.2624166667,23.2264166667
812.93,26.6005833333,22.8996666666,17.28475,42.9625,14.7696666667,20.1388333333,36.0603333333,29.3191666667,13.0505,24.1021666666
813.24,26.65475,22.8909166666,17.42975,42.9955,14.6346666667,20.3189166667,35.7939166667,29.4065833333,13.2285833333,24.2455833333
813.54,27.315,23.6625833333,18.08125,43.35575,15.2178333333,21.2791666667,36.29975,30.024,14.4119166667,24.8713333333
813.85,27.1945,23.8301666667,18.2461666667,43.1779166666,15.1726666667,21.3370833333,36.2109166667,29.9778333333,14.8308333333,25.2305833333
814.15,26.7233333333,23.2681666667,17.97825,43.43275,14.909,20.82475,35.9654166667,29.9640833333,14.50625,25.4458333333
814.46,26.3614166667,22.6934166667,17.4730833333,43.5656666667,14.8630833333,20.1354166667,35.6139166666,29.5699166667,13.649,25.21675
814.76,27.1138333334,22.7901666667,17.7235833333,44.1299166667,15.6970833333,20.54525,36.3994166666,29.6295833333,14.0985,25.7164166666
815.07,27.9249166667,23.3211666667,18.181,44.8943333333,16.5713333333,21.4435,37.0888333333,29.5776666666,14.63325,26.3846666667
815.37,27.079,22.3356666667,17.182,44.0426666666,15.9766666667,20.42275,36.4691666666,28.4153333333,13.6005833333,25.5764166667
815.68,26.8635833333,21.6771666667,17.1676666667,44.1281666667,15.7261666667,19.6115833333,36.3660833333,28.0239166667,13.4845833333,25.334
815.98,26.80725,21.34975,17.2631666667,44.0616666667,15.1085,19.5155,36.3870833333,27.6264166666,13.2835,25.1335
816.29,26.6385,21.53725,16.7286666666,44.4474166667,14.8513333333,19.5183333334,36.2646666667,27.524,13.3368333334,24.6899166666
816.59,26.8803333333,21.91025,16.6579166666,44.6681666667,15.2011666667,19.6060833333,36.8114166667,27.8689166667,13.4358333333,24.6115833333
816.89,26.4298333333,21.4999166667,16.4911666667,44.6491666667,14.89475,18.7456666667,36.2984166667,27.6489166667,12.386,24.3858333333
817.20,26.0481666667,21.353,16.8225833333,44.6206666666,14.8129166667,18.4164166667,36.0100833334,27.7720833333,12.1621666667,23.9259166667
817.50,26.4250833333,22.0489166667,17.7313333333,45.2213333333,15.7864166667,19.7266666667,36.8376666667,28.3365833333,13.4139166667,24.26225
817.81,26.43725,22.3435833333,17.91825,45.0823333333,15.9078333334,20.0259166667,36.9833333334,28.5288333334,13.6545833333,24.5479166667
818.11,26.02725,22.1039166667,17.5935833334,44.43925,15.4850833334,19.5319166667,36.1060833333,28.5218333333,13.22225,23.8723333333
818.41,25.4164166667,22.05675,17.5138333334,43.5435833333,15.5126666667,19.50775,35.6778333333,28.995,13.2778333333,23.7365833333
818.72,25.5315833333,22.58775,17.859,43.88125,15.8695,20.3189166667,35.8680833334,29.66075,13.87975,24.4413333333
819.02,25.4455833333,22.5464166666,17.4385,43.56175,15.8133333333,20.7329166666,35.4041666666,29.6686666666,13.56675,24.2970833333
819.33,24.9441666667,22.3785833334,17.1129166667,42.587,15.63475,20.6046666667,35.02325,29.4234166666,13.3589166667,23.7785
819.63,23.8985833333,21.1740833333,15.9953333334,41.5700833333,14.6425833334,19.7248333333,34.0965,28.4155,12.5409166667,22.9516666667
819.93,23.2870833334,20.2995,15.2785,40.94825,14.0241666667,19.1141666667,33.5118333333,27.80875,11.8566666667,22.6741666667
820.24,23.3135,19.9885833333,14.9698333333,40.5615833333,13.8786666667,19.1554166666,33.5543333334,27.5601666666,11.8625,22.627
820.54,23.3344166667,19.7914166667,14.5595833333,40.4166666667,13.5648333334,19.0145833334,33.46525,27.24175,11.61575,22.56625
820.85,23.4154166667,19.8040833334,14.4188333334,40.4236666666,13.5120833333,18.8555,33.2865833333,27.3143333333,11.5983333333,22.6979166667
