wavelength,Back_PhrCarf,Belly_PhrCarf,Breast_PhrCarf,Crissum_PhrCarf,Crown_PhrCarf,DorTail_PhrCarf,Rump_PhrCarf,Throat_PhrCarf,WingTip_PhrCarf
354.38,6.361,15.796,8.71666666667,8.29066666667,5.76433333333,6.361,6.47066666667,8.88133333333,8.242
354.74,6.65466666667,16.074,8.971,8.522,5.919,6.40933333333,6.625,8.887,8.42633333333
355.11,6.704,16.0866666667,8.884,8.61466666667,5.948,6.37,6.64533333333,8.884,8.47366666667
355.47,7.02166666667,16.2846666667,9.11333333333,8.711,6.05633333333,6.54466666667,6.91266666667,9.15933333333,8.74533333333
355.83,7.14566666667,16.1173333333,9.118,8.73466666667,6.171,6.54833333333,6.99366666667,9.19133333333,8.887
356.20,7.29166666667,16.3953333333,9.44166666667,9.08133333333,6.433,6.782,7.14766666667,9.314,9.20333333333
356.56,7.31766666667,16.4003333333,9.45266666667,9.034,6.367,6.72,7.25766666667,9.25666666667,9.12666666667
356.93,7.339,16.4803333333,9.54066666667,9.29533333333,6.46,6.737,7.318,9.22066666667,9.16733333333
357.29,7.16333333333,16.3616666667,9.36133333333,9.17766666667,6.12166666667,6.50566666667,7.04733333333,9.09833333333,8.89366666667
357.66,7.39133333333,16.4486666667,9.55533333333,9.151,6.19766666667,6.54533333333,7.04366666667,9.20266666667,8.99533333333
358.02,7.536,16.6536666667,9.45733333333,9.14366666667,6.33366666667,6.54433333333,7.09933333333,9.313,9.087
358.38,7.54966666667,16.798,9.60066666667,9.213,6.43566666667,6.65766666667,7.17666666667,9.46966666667,9.21266666667
358.75,7.35033333333,16.714,9.50733333333,9.09066666667,6.33333333333,6.67066666667,7.08233333333,9.50233333333,8.99666666667
359.11,7.29333333333,16.7663333333,9.63833333333,9.08366666667,6.31533333333,6.734,7.05466666667,9.59466666667,8.97166666667
359.48,7.18366666667,16.6666666667,9.44533333333,9.05066666667,6.324,6.68466666667,7.03633333333,9.58266666667,8.90366666667
359.84,7.205,16.8326666667,9.40166666667,9.065,6.25866666667,6.651,7.11733333333,9.66966666667,9.01433333333
360.20,7.2,16.8366666667,9.33266666667,9.05166666667,6.21866666667,6.589,7.129,9.78766666667,8.989
360.57,7.163,16.868,9.28033333333,9.16366666667,6.29266666667,6.665,7.08933333333,9.83933333333,8.995
360.93,7.325,17.156,9.363,9.24466666667,6.48533333333,6.793,7.13066666667,10.0843333333,9.14366666667
361.29,7.428,17.394,9.472,9.398,6.595,6.84633333333,7.242,10.21,9.299
361.66,7.36066666667,17.3933333333,9.42166666667,9.41333333333,6.62366666667,6.77766666667,7.25933333333,10.211,9.34833333333
362.02,7.41066666667,17.5193333333,9.57633333333,9.43233333333,6.634,6.814,7.25433333333,10.2013333333,9.32033333333
362.39,7.373,17.5473333333,9.501,9.33366666667,6.536,6.67933333333,7.17366666667,10.0866666667,9.282
362.75,7.51866666667,17.5923333333,9.613,9.418,6.66,6.72,7.28433333333,10.2326666667,9.52933333333
363.11,7.59966666667,17.6676666667,9.59333333333,9.28233333333,6.66266666667,6.66233333333,7.32866666667,10.2313333333,9.58533333333
363.48,7.602,17.7786666667,9.709,9.31033333333,6.54266666667,6.607,7.25166666667,10.172,9.536
363.84,7.56233333333,17.7506666667,9.84066666667,9.415,6.63,6.65033333333,7.12466666667,10.1716666667,9.46033333333
364.20,7.68766666667,17.9246666667,9.807,9.35533333333,6.62566666667,6.57133333333,7.144,10.1536666667,9.443
364.57,7.81366666667,18.0126666667,9.85866666667,9.279,6.629,6.55666666667,7.149,10.1953333333,9.49666666667
364.93,7.78166666667,17.9423333333,9.86166666667,9.177,6.56433333333,6.52933333333,7.09733333333,10.0956666667,9.463
365.29,7.79266666667,17.8446666667,9.876,9.02333333333,6.57533333333,6.55766666667,7.116,9.995,9.42333333333
365.66,7.92733333333,17.9566666667,9.87433333333,9.24633333333,6.62133333333,6.63466666667,7.22766666667,10.0516666667,9.47166666667
366.02,7.88333333333,17.8733333333,9.87933333333,9.42233333333,6.62766666667,6.60533333333,7.32433333333,10.1586666667,9.48033333333
366.38,7.779,17.7486666667,9.83633333333,9.45,6.602,6.597,7.22366666667,10.205,9.285
366.75,7.66433333333,17.787,9.811,9.557,6.56866666667,6.551,7.23666666667,10.118,9.174
367.11,7.54366666667,17.822,9.83166666667,9.77366666667,6.556,6.47533333333,7.226,10.0593333333,9.12533333333
367.47,7.50533333333,17.8156666667,9.67733333333,9.736,6.509,6.36933333333,7.218,10.0506666667,9.063
367.84,7.48,17.864,9.74333333333,9.68933333333,6.45666666667,6.28533333333,7.20066666667,10.0586666667,8.968
368.20,7.528,17.9753333333,10.0016666667,9.86633333333,6.62666666667,6.50066666667,7.334,10.0463333333,9.07766666667
368.56,7.459,18.0453333333,10.0986666667,9.89133333333,6.63766666667,6.40333333333,7.35066666667,9.959,9.12366666667
368.93,7.40366666667,17.9783333333,10.081,9.923,6.61233333333,6.29566666667,7.39466666667,9.923,9.04533333333
369.29,7.282,17.998,10.045,9.92766666667,6.51166666667,6.11066666667,7.37233333333,9.90466666667,8.999
369.65,7.25433333333,18.0213333333,10.1836666667,9.74866666667,6.52766666667,5.97566666667,7.30366666667,9.937,8.99066666667
370.01,7.18066666667,18.0383333333,10.111,9.55933333333,6.509,5.878,7.07833333333,9.82133333333,8.919
370.38,7.251,18.1216666667,10.138,9.40233333333,6.449,5.87566666667,7.119,9.72833333333,8.99233333333
370.74,7.35,18.205,10.103,9.299,6.524,5.84233333333,7.11833333333,9.70566666667,9.07166666667
371.10,7.38166666667,18.2023333333,10.1723333333,9.22033333333,6.36466666667,6.01433333333,7.03533333333,9.78266666667,8.96933333333
371.46,7.40133333333,18.3806666667,10.311,9.334,6.51433333333,6.184,7.13566666667,9.88666666667,9.09
371.83,7.43466666667,18.4253333333,10.1346666667,9.321,6.55333333333,6.17033333333,7.18333333333,9.78533333333,9.23166666667
372.19,7.30766666667,18.3496666667,10.0596666667,9.264,6.478,6.03766666667,7.079,9.75933333333,9.16666666667
372.55,7.35166666667,18.347,10.0713333333,9.256,6.427,6.043,7.001,9.87266666667,9.176
372.92,7.36966666667,18.5056666667,10.075,9.28233333333,6.468,6.141,6.99666666667,9.899,9.186
373.28,7.364,18.634,10.207,9.36066666667,6.514,6.30566666667,6.96433333333,9.986,9.177
373.64,7.22066666667,18.716,10.0466666667,9.30766666667,6.44866666667,6.403,6.89966666667,9.98833333333,9.10333333333
374.00,7.30966666667,18.6766666667,10.0536666667,9.14866666667,6.41333333333,6.463,7.05133333333,9.97833333333,9.253
374.37,7.44666666667,18.956,10.136,9.36166666667,6.55166666667,6.531,7.151,10.194,9.36533333333
374.73,7.40966666667,18.9386666667,10.1596666667,9.36833333333,6.51066666667,6.544,7.022,10.296,9.298
375.09,7.53933333333,19.2233333333,10.1613333333,9.469,6.758,6.54233333333,7.059,10.3116666667,9.43633333333
375.45,7.54433333333,19.1333333333,10.1753333333,9.45433333333,6.68333333333,6.495,6.936,10.2356666667,9.34233333333
375.81,7.43666666667,19.177,10.17,9.37866666667,6.56366666667,6.48466666667,6.89233333333,10.2953333333,9.203
376.18,7.44433333333,19.335,10.2396666667,9.414,6.623,6.56933333333,6.93,10.4393333333,9.18766666667
376.54,7.393,19.4203333333,10.149,9.53133333333,6.629,6.56133333333,6.95633333333,10.48,9.08333333333
376.90,7.476,19.3466666667,10.1196666667,9.58866666667,6.61733333333,6.55833333333,7.034,10.5653333333,9.139
377.26,7.52233333333,19.381,10.184,9.53566666667,6.65566666667,6.41533333333,7.01966666667,10.5733333333,9.14266666667
377.63,7.62566666667,19.4663333333,10.3573333333,9.66866666667,6.65733333333,6.403,7.10566666667,10.565,9.15633333333
377.99,7.61366666667,19.6946666667,10.4133333333,9.93433333333,6.741,6.46433333333,7.128,10.6653333333,9.05766666667
378.35,7.60266666667,19.566,10.4126666667,9.91333333333,6.69866666667,6.4,7.156,10.6306666667,9.03733333333
378.71,7.585,19.7453333333,10.527,9.93366666667,6.639,6.335,7.187,10.635,8.96366666667
379.07,7.55533333333,19.7176666667,10.455,9.944,6.606,6.297,7.28066666667,10.6603333333,8.99466666667
379.44,7.513,19.8103333333,10.4593333333,9.94333333333,6.637,6.19366666667,7.35366666667,10.6806666667,9.04
379.80,7.45933333333,19.8316666667,10.3853333333,9.91233333333,6.62633333333,6.14633333333,7.30366666667,10.655,8.983
380.16,7.43066666667,19.7406666667,10.304,9.789,6.56633333333,6.12,7.27866666667,10.619,8.914
380.52,7.46,19.8483333333,10.457,9.83266666667,6.64933333333,6.27666666667,7.322,10.6743333333,9.03266666667
380.88,7.44166666667,20.0676666667,10.634,9.80866666667,6.75333333333,6.32333333333,7.30033333333,10.796,9.11
381.24,7.35233333333,20.0013333333,10.5213333333,9.876,6.683,6.38933333333,7.28766666667,10.8666666667,9.036
381.61,7.28966666667,19.9176666667,10.483,9.88733333333,6.66366666667,6.35633333333,7.24233333333,10.9193333333,9.042
381.97,7.19833333333,19.8383333333,10.5476666667,9.65933333333,6.52433333333,6.233,7.08433333333,10.8796666667,9.03233333333
382.33,7.17633333333,19.771,10.5753333333,9.64,6.50466666667,6.294,6.95933333333,10.8353333333,9.01433333333
382.69,7.197,19.6893333333,10.662,9.692,6.56066666667,6.282,7.03466666667,10.8343333333,9.134
383.05,7.13033333333,19.6186666667,10.7146666667,9.642,6.511,6.20766666667,7.012,10.8356666667,9.09633333333
383.41,7.21433333333,19.6086666667,10.7863333333,9.67233333333,6.469,6.22033333333,7.007,10.8333333333,9.12766666667
383.77,7.173,19.5743333333,10.9006666667,9.64566666667,6.418,6.24433333333,7.04566666667,10.7643333333,9.102
384.14,7.107,19.5323333333,10.8116666667,9.641,6.26333333333,6.04,6.90533333333,10.5763333333,9.07866666667
384.50,7.10533333333,19.5106666667,10.757,9.617,6.254,5.932,6.913,10.613,9.05766666667
384.86,7.10166666667,19.4056666667,10.7456666667,9.66266666667,6.223,5.865,6.95666666667,10.5296666667,9.039
385.22,7.18933333333,19.6333333333,10.8786666667,9.73333333333,6.35366666667,5.892,6.98766666667,10.5863333333,9.123
385.58,7.28733333333,19.7903333333,11.014,9.78733333333,6.36266666667,5.991,7.071,10.6596666667,9.17366666667
385.94,7.409,19.939,11.132,9.93833333333,6.525,6.15,7.23266666667,10.808,9.307
386.30,7.391,20.1553333333,11.2483333333,10.041,6.575,6.16433333333,7.36566666667,10.8766666667,9.32633333333
386.66,7.38833333333,20.1943333333,11.2716666667,10.0663333333,6.505,6.22533333333,7.366,10.8826666667,9.23066666667
387.03,7.44533333333,20.3436666667,11.3746666667,10.1466666667,6.59633333333,6.26233333333,7.42066666667,10.9373333333,9.311
387.39,7.408,20.4716666667,11.3806666667,10.215,6.655,6.406,7.44433333333,11.0703333333,9.27666666667
387.75,7.59166666667,20.6266666667,11.6,10.3756666667,6.75333333333,6.50233333333,7.567,11.2723333333,9.44
388.11,7.694,20.755,11.7456666667,10.476,6.86633333333,6.60833333333,7.727,11.452,9.52766666667
388.47,7.68766666667,20.8183333333,11.9226666667,10.521,6.88166666667,6.66866666667,7.797,11.4553333333,9.55366666667
388.83,7.68066666667,20.9226666667,11.9653333333,10.5713333333,6.92266666667,6.70266666667,7.76233333333,11.5086666667,9.59066666667
389.19,7.64333333333,20.8546666667,11.9003333333,10.5296666667,6.822,6.68233333333,7.76733333333,11.4473333333,9.56033333333
389.55,7.56566666667,20.7473333333,11.671,10.419,6.79166666667,6.454,7.61633333333,11.3153333333,9.44333333333
389.91,7.46133333333,20.5766666667,11.544,10.371,6.64666666667,6.34033333333,7.53466666667,11.1853333333,9.292
390.27,7.49266666667,20.7223333333,11.6896666667,10.4076666667,6.721,6.444,7.57566666667,11.2933333333,9.33366666667
390.63,7.53233333333,20.8146666667,11.699,10.4176666667,6.81233333333,6.49033333333,7.65233333333,11.39,9.43966666667
391.00,7.572,20.8116666667,11.7503333333,10.4183333333,6.76333333333,6.522,7.577,11.3606666667,9.34066666667
391.36,7.66766666667,20.7656666667,11.827,10.3803333333,6.83,6.45633333333,7.60566666667,11.329,9.424
391.72,7.61433333333,20.7483333333,11.6683333333,10.3826666667,6.8,6.35333333333,7.49966666667,11.2583333333,9.29466666667
392.08,7.638,20.821,11.7786666667,10.432,6.89233333333,6.44233333333,7.484,11.3556666667,9.31633333333
392.44,7.605,20.8073333333,11.6936666667,10.3976666667,6.81033333333,6.30433333333,7.366,11.3126666667,9.22
392.80,7.59466666667,20.839,11.585,10.2973333333,6.676,6.205,7.29966666667,11.24,9.14866666667
393.16,7.591,20.8593333333,11.631,10.3263333333,6.669,6.179,7.30533333333,11.2203333333,9.07
393.52,7.507,20.899,11.751,10.279,6.59866666667,6.24133333333,7.27533333333,11.2966666667,9.01133333333
393.88,7.457,21.0003333333,11.714,10.2896666667,6.54,6.15366666667,7.19866666667,11.2763333333,8.93466666667
394.24,7.39466666667,20.881,11.5143333333,10.2373333333,6.47233333333,6.02433333333,7.126,11.2083333333,8.91866666667
394.60,7.35233333333,20.913,11.5003333333,10.255,6.42133333333,5.95933333333,7.02633333333,11.137,8.80933333333
394.96,7.25666666667,20.9623333333,11.466,10.212,6.352,5.86066666667,7.01566666667,11.1426666667,8.792
395.32,7.131,21.077,11.4256666667,10.2246666667,6.28633333333,5.77233333333,6.92633333333,11.124,8.68
395.68,7.14033333333,21.205,11.5006666667,10.2713333333,6.359,5.85366666667,7.011,11.211,8.80066666667
396.04,7.08966666667,21.2166666667,11.4386666667,10.2826666667,6.32966666667,5.84933333333,7.00766666667,11.231,8.76466666667
396.40,7.168,21.3093333333,11.5366666667,10.3573333333,6.40766666667,5.89866666667,7.134,11.286,8.825
396.76,7.168,21.3573333333,11.7606666667,10.4816666667,6.51733333333,6.009,7.234,11.411,8.80633333333
397.12,7.23333333333,21.4683333333,11.845,10.523,6.61166666667,6.07133333333,7.29733333333,11.523,8.973
397.48,7.295,21.518,11.872,10.625,6.67766666667,6.06733333333,7.386,11.5203333333,9.061
397.84,7.48433333333,21.732,12.0503333333,10.7533333333,6.91533333333,6.28766666667,7.62433333333,11.7293333333,9.35066666667
398.20,7.52466666667,21.7516666667,12.081,10.8426666667,6.93466666667,6.28666666667,7.58333333333,11.7626666667,9.30366666667
398.56,7.55433333333,21.742,12.1346666667,10.865,6.98433333333,6.317,7.62733333333,11.8076666667,9.374
398.92,7.65566666667,21.8513333333,12.2363333333,10.9923333333,7.12933333333,6.38966666667,7.721,11.9426666667,9.45966666667
399.28,7.73266666667,21.902,12.264,11.05,7.221,6.475,7.863,12.042,9.54566666667
399.64,7.68233333333,21.8603333333,12.2786666667,10.9913333333,7.169,6.38766666667,7.788,12.0176666667,9.48533333333
400.00,7.70366666667,21.8946666667,12.3856666667,11.0393333333,7.18266666667,6.35566666667,7.821,12.0266666667,9.46333333333
400.36,7.75466666667,21.9823333333,12.4693333333,11.0533333333,7.264,6.48566666667,7.833,12.1006666667,9.50866666667
400.72,7.77066666667,22.0413333333,12.4343333333,11.036,7.29433333333,6.46966666667,7.84166666667,12.138,9.562
401.08,7.77433333333,22.016,12.3846666667,11.0743333333,7.30033333333,6.46566666667,7.86366666667,12.1606666667,9.56333333333
401.44,7.82,22.1163333333,12.4996666667,11.0886666667,7.425,6.549,7.93666666667,12.2546666667,9.696
401.80,7.70733333333,21.9403333333,12.4413333333,11.006,7.26966666667,6.443,7.79966666667,12.1646666667,9.51333333333
402.16,7.698,21.9936666667,12.5156666667,10.9836666667,7.227,6.49233333333,7.81533333333,12.1776666667,9.48733333333
402.52,7.70433333333,22.049,12.5423333333,11.0023333333,7.20633333333,6.45766666667,7.83,12.245,9.48666666667
402.88,7.61133333333,22.0043333333,12.5246666667,10.8933333333,7.10166666667,6.40233333333,7.76633333333,12.2226666667,9.426
403.24,7.58466666667,22.011,12.4863333333,10.865,7.05633333333,6.37433333333,7.72933333333,12.1653333333,9.376
403.60,7.62066666667,22.1003333333,12.555,10.9616666667,7.14233333333,6.44833333333,7.752,12.2146666667,9.41133333333
403.95,7.641,22.2196666667,12.5803333333,10.9233333333,7.14166666667,6.48966666667,7.69533333333,12.219,9.42233333333
404.31,7.55733333333,22.0966666667,12.519,10.8973333333,7.047,6.387,7.626,12.1396666667,9.366
404.67,7.58466666667,22.1073333333,12.5776666667,10.968,7.06866666667,6.40066666667,7.61333333333,12.154,9.39833333333
405.03,7.603,22.2153333333,12.6773333333,10.9073333333,7.121,6.41766666667,7.63166666667,12.1576666667,9.38233333333
405.39,7.655,22.243,12.6766666667,10.9566666667,7.119,6.41533333333,7.63233333333,12.1213333333,9.346
405.75,7.683,22.3306666667,12.7286666667,10.957,7.16566666667,6.354,7.65866666667,12.1006666667,9.40166666667
406.11,7.75466666667,22.4303333333,12.7996666667,10.961,7.216,6.39433333333,7.71333333333,12.1486666667,9.45466666667
406.47,7.72666666667,22.4463333333,12.78,10.9246666667,7.23033333333,6.387,7.69866666667,12.0836666667,9.48933333333
406.83,7.85566666667,22.526,12.818,11.05,7.323,6.46866666667,7.79866666667,12.1296666667,9.572
407.19,7.9,22.6113333333,12.9493333333,11.098,7.32033333333,6.51933333333,7.79466666667,12.194,9.62266666667
407.55,7.943,22.645,13.019,11.1583333333,7.30366666667,6.518,7.841,12.2836666667,9.63833333333
407.90,8.00333333333,22.6066666667,12.9376666667,11.1873333333,7.322,6.46,7.90933333333,12.329,9.68666666667
408.26,8.07933333333,22.8363333333,12.9856666667,11.1833333333,7.40233333333,6.51466666667,8.00266666667,12.4293333333,9.805
408.62,8.09333333333,22.9083333333,12.9946666667,11.1773333333,7.419,6.51933333333,8.04,12.4213333333,9.815
408.98,8.06166666667,22.9196666667,13.006,11.2133333333,7.37833333333,6.485,8.00466666667,12.443,9.801
409.34,7.962,23.0026666667,13.1276666667,11.232,7.30733333333,6.47433333333,7.96033333333,12.4576666667,9.73833333333
409.70,7.88,22.9496666667,13.1603333333,11.218,7.225,6.508,7.899,12.4963333333,9.64766666667
410.06,7.832,22.9266666667,13.1626666667,11.253,7.231,6.445,7.92033333333,12.492,9.67833333333
410.42,7.849,22.9313333333,13.235,11.2556666667,7.22966666667,6.45,7.94,12.5743333333,9.61833333333
410.77,7.78233333333,22.9323333333,13.2396666667,11.2536666667,7.19966666667,6.42666666667,7.86366666667,12.5833333333,9.58733333333
411.13,7.82033333333,22.9326666667,13.3383333333,11.224,7.27466666667,6.411,7.92033333333,12.648,9.64766666667
411.49,7.78866666667,22.958,13.3043333333,11.116,7.21466666667,6.40033333333,7.90533333333,12.592,9.607
411.85,7.76433333333,23.002,13.4816666667,11.156,7.241,6.469,7.91833333333,12.62,9.63566666667
412.21,7.73433333333,22.9363333333,13.5066666667,11.2016666667,7.18233333333,6.41733333333,7.877,12.5713333333,9.59033333333
412.57,7.69,22.902,13.4816666667,11.175,7.10033333333,6.31133333333,7.82166666667,12.6043333333,9.52566666667
412.92,7.718,22.8676666667,13.473,11.22,7.11466666667,6.315,7.816,12.619,9.56566666667
413.28,7.77566666667,22.8286666667,13.4383333333,11.1986666667,7.14733333333,6.27033333333,7.868,12.6086666667,9.648
413.64,7.88833333333,23.0123333333,13.5363333333,11.326,7.304,6.32866666667,7.96566666667,12.669,9.75933333333
414.00,7.893,22.9966666667,13.5583333333,11.2706666667,7.26333333333,6.30666666667,7.92133333333,12.645,9.70866666667
414.36,7.946,23.1836666667,13.5856666667,11.3766666667,7.337,6.36533333333,7.992,12.6603333333,9.76133333333
414.72,7.959,23.192,13.6376666667,11.348,7.37766666667,6.37666666667,8.02633333333,12.6936666667,9.74533333333
415.07,7.945,23.206,13.6123333333,11.3266666667,7.35633333333,6.30933333333,8.00333333333,12.587,9.717
415.43,7.981,23.244,13.697,11.3643333333,7.38,6.315,8.002,12.648,9.728
415.79,7.92833333333,23.2816666667,13.695,11.3466666667,7.32,6.26,7.97833333333,12.6383333333,9.69166666667
416.15,7.97733333333,23.3436666667,13.734,11.3803333333,7.385,6.328,8.03333333333,12.746,9.77366666667
416.51,8.026,23.4053333333,13.8693333333,11.449,7.47733333333,6.44233333333,8.14933333333,12.8113333333,9.865
416.86,8.07566666667,23.5373333333,13.9646666667,11.534,7.50766666667,6.49933333333,8.20366666667,12.8783333333,9.90766666667
417.22,8.053,23.54,13.9803333333,11.5386666667,7.49233333333,6.47666666667,8.15766666667,12.9493333333,9.864
417.58,8.01666666667,23.5636666667,13.9756666667,11.5356666667,7.47033333333,6.46266666667,8.16033333333,12.9783333333,9.87066666667
417.94,8.02166666667,23.6273333333,13.9706666667,11.5823333333,7.488,6.51033333333,8.17333333333,13.0306666667,9.86366666667
418.29,7.99533333333,23.5636666667,14.0143333333,11.5553333333,7.478,6.47866666667,8.13266666667,13.0663333333,9.86333333333
418.65,7.98466666667,23.5223333333,13.9756666667,11.5593333333,7.46733333333,6.45733333333,8.08866666667,13.0556666667,9.861
419.01,7.96366666667,23.5273333333,14.0096666667,11.5973333333,7.45066666667,6.507,8.08533333333,13.156,9.86566666667
419.37,7.917,23.5346666667,13.9863333333,11.5973333333,7.41866666667,6.48266666667,8.07066666667,13.1266666667,9.81033333333
419.73,7.932,23.5566666667,13.9583333333,11.614,7.42566666667,6.495,8.059,13.174,9.79333333333
420.08,7.92333333333,23.5966666667,14.016,11.632,7.452,6.493,8.06833333333,13.153,9.761
420.44,7.87633333333,23.6116666667,13.9893333333,11.595,7.38833333333,6.459,7.99233333333,13.1206666667,9.68933333333
420.80,7.847,23.5563333333,13.973,11.5813333333,7.38633333333,6.43833333333,7.97766666667,13.107,9.65566666667
421.16,7.85866666667,23.593,13.956,11.61,7.40366666667,6.469,7.99366666667,13.124,9.659
421.51,7.85366666667,23.579,13.9693333333,11.6086666667,7.37933333333,6.456,7.964,13.1426666667,9.633
421.87,7.86133333333,23.5956666667,14.027,11.6396666667,7.39766666667,6.463,7.96666666667,13.1673333333,9.656
422.23,7.89033333333,23.6643333333,14.0676666667,11.683,7.43633333333,6.49666666667,7.987,13.1926666667,9.66233333333
422.58,7.937,23.7446666667,14.1296666667,11.725,7.471,6.551,8.034,13.206,9.69166666667
422.94,7.92933333333,23.813,14.1403333333,11.7346666667,7.48,6.53933333333,8.01866666667,13.2056666667,9.65833333333
423.30,7.972,23.8426666667,14.181,11.742,7.542,6.55533333333,8.062,13.258,9.742
423.66,7.97433333333,23.863,14.204,11.7246666667,7.54166666667,6.55533333333,8.05666666667,13.238,9.72166666667
424.01,7.96766666667,23.8873333333,14.2046666667,11.7166666667,7.51833333333,6.55233333333,8.031,13.2693333333,9.70433333333
424.37,8.006,23.9206666667,14.2606666667,11.784,7.54,6.553,8.065,13.2966666667,9.74033333333
424.73,7.99633333333,23.9503333333,14.268,11.7526666667,7.52566666667,6.56033333333,8.06133333333,13.2886666667,9.73433333333
425.08,8.03166666667,24.03,14.3406666667,11.7813333333,7.56066666667,6.571,8.093,13.338,9.77833333333
425.44,8.083,24.0656666667,14.3716666667,11.8486666667,7.61733333333,6.601,8.14733333333,13.3686666667,9.80833333333
425.80,8.11366666667,24.1213333333,14.4303333333,11.8576666667,7.659,6.60433333333,8.17433333333,13.433,9.85966666667
426.16,8.12166666667,24.1416666667,14.4533333333,11.8863333333,7.655,6.59566666667,8.201,13.4263333333,9.89466666667
426.51,8.07733333333,24.175,14.5,11.8646666667,7.645,6.55666666667,8.186,13.4786666667,9.874
426.87,8.09933333333,24.1806666667,14.5243333333,11.923,7.65833333333,6.57833333333,8.23666666667,13.4913333333,9.915
427.23,8.071,24.1936666667,14.544,11.9773333333,7.64033333333,6.58666666667,8.19933333333,13.5233333333,9.888
427.58,8.085,24.2443333333,14.6543333333,12.0316666667,7.67033333333,6.599,8.24333333333,13.5723333333,9.966
427.94,8.10766666667,24.2633333333,14.6953333333,12.0546666667,7.68333333333,6.615,8.26266666667,13.6263333333,9.99133333333
428.30,8.158,24.3423333333,14.71,12.0593333333,7.73933333333,6.64933333333,8.303,13.685,10.051
428.65,8.19933333333,24.4646666667,14.805,12.1216666667,7.766,6.66433333333,8.30766666667,13.7813333333,10.08
429.01,8.19166666667,24.4703333333,14.854,12.1326666667,7.77766666667,6.70933333333,8.29133333333,13.7823333333,10.061
429.37,8.132,24.539,14.857,12.089,7.706,6.67933333333,8.217,13.7756666667,10.0106666667
429.72,8.109,24.6106666667,14.8676666667,12.0886666667,7.65866666667,6.66366666667,8.225,13.7503333333,9.93733333333
430.08,8.111,24.6706666667,14.9213333333,12.1006666667,7.67333333333,6.68333333333,8.20233333333,13.8333333333,9.907
430.44,8.17966666667,24.731,14.94,12.178,7.683,6.72966666667,8.276,13.874,9.97
430.79,8.22733333333,24.822,15.0716666667,12.224,7.747,6.76066666667,8.31966666667,13.9553333333,10.0366666667
431.15,8.30266666667,24.9306666667,15.1303333333,12.2996666667,7.806,6.79233333333,8.41566666667,14.026,10.094
431.50,8.30766666667,24.9743333333,15.1336666667,12.331,7.808,6.81233333333,8.43733333333,14.0526666667,10.1006666667
431.86,8.27633333333,24.9586666667,15.128,12.339,7.81833333333,6.77633333333,8.42933333333,14.0226666667,10.092
432.22,8.267,24.9536666667,15.18,12.355,7.82366666667,6.80066666667,8.43033333333,14.061,10.096
432.57,8.31466666667,25.0163333333,15.25,12.42,7.84933333333,6.85266666667,8.49533333333,14.0923333333,10.1293333333
432.93,8.32533333333,25.0596666667,15.2643333333,12.4363333333,7.84733333333,6.85766666667,8.51066666667,14.1243333333,10.151
433.29,8.37266666667,25.1123333333,15.307,12.4636666667,7.91066666667,6.916,8.586,14.168,10.2256666667
433.64,8.36533333333,25.091,15.2996666667,12.4946666667,7.91266666667,6.937,8.58433333333,14.175,10.2566666667
434.00,8.362,25.1003333333,15.2783333333,12.4906666667,7.90266666667,6.92766666667,8.598,14.1983333333,10.2796666667
434.35,8.34633333333,25.123,15.3246666667,12.4923333333,7.94566666667,6.91033333333,8.607,14.2046666667,10.2953333333
434.71,8.288,25.0923333333,15.2443333333,12.4623333333,7.90066666667,6.894,8.548,14.1676666667,10.224
435.07,8.24433333333,25.0776666667,15.2276666667,12.3993333333,7.86533333333,6.87166666667,8.48533333333,14.1026666667,10.2106666667
435.42,8.25966666667,25.135,15.2583333333,12.45,7.892,6.89366666667,8.49566666667,14.137,10.2276666667
435.78,8.28633333333,25.1993333333,15.2986666667,12.4873333333,7.908,6.93466666667,8.53,14.176,10.2753333333
436.13,8.29033333333,25.2686666667,15.2776666667,12.4963333333,7.92066666667,6.927,8.53266666667,14.1986666667,10.287
436.49,8.264,25.2306666667,15.251,12.4693333333,7.93133333333,6.89233333333,8.47833333333,14.2036666667,10.271
436.84,8.26366666667,25.264,15.2443333333,12.472,7.964,6.884,8.49666666667,14.2303333333,10.2846666667
437.20,8.25366666667,25.296,15.3186666667,12.4916666667,7.96066666667,6.89266666667,8.45866666667,14.2786666667,10.2426666667
437.56,8.309,25.351,15.3973333333,12.549,8.03466666667,6.914,8.48466666667,14.316,10.279
437.91,8.33566666667,25.414,15.4373333333,12.5886666667,8.079,6.96,8.51233333333,14.3433333333,10.3196666667
438.27,8.346,25.431,15.4263333333,12.582,8.06666666667,6.98966666667,8.496,14.3686666667,10.3263333333
438.62,8.42966666667,25.539,15.5253333333,12.6346666667,8.13733333333,7.03233333333,8.55633333333,14.4636666667,10.4036666667
438.98,8.45266666667,25.5376666667,15.602,12.64,8.14433333333,7.03033333333,8.58733333333,14.5206666667,10.4083333333
439.33,8.473,25.536,15.6263333333,12.628,8.144,7.021,8.60766666667,14.515,10.4016666667
439.69,8.474,25.5623333333,15.6333333333,12.6666666667,8.15,6.98433333333,8.60466666667,14.5273333333,10.38
440.04,8.467,25.5633333333,15.6863333333,12.6936666667,8.167,7.004,8.60633333333,14.545,10.386
440.40,8.45733333333,25.59,15.7003333333,12.6963333333,8.17266666667,6.971,8.63033333333,14.547,10.3953333333
