wavelength,Back_AniMelm,Belly_AniMelm,Breast_AniMelm,Crissum_AniMelm,Crown_AniMelm,DorTail_AniMelm,Patch10_AniMelm,Patch11_AniMelm,Patch12_AniMelm,Patch13_AniMelm,Patch14_AniMelm,Rump_AniMelm,Throat_AniMelm,WingTip_AniMelm
388.47,9.08933333333,7.002,5.7435,7.05033333333,17.5746666667,6.88733333333,9.523,6.12533333333,9.00533333333,6.49966666667,2.98566666667,10.4323333333,7.05,7.755
388.83,9.00433333333,6.8585,5.6755,6.934,17.6316666667,6.91,9.41833333333,6.11866666667,8.97366666667,6.43866666667,2.97266666667,10.369,6.93833333333,7.729
389.19,9.099,6.868,5.7095,6.989,17.6946666667,6.997,9.485,6.236,9.058,6.52233333333,3.04333333333,10.437,6.98866666667,7.83666666667
389.55,9.132,6.8475,5.723,6.92466666667,17.7566666667,7.07233333333,9.571,6.28633333333,9.10433333333,6.51766666667,3.11133333333,10.4723333333,7.03366666667,7.88166666667
389.91,9.07933333333,6.7605,5.6705,6.82166666667,17.6913333333,7.03666666667,9.53633333333,6.306,9.10466666667,6.453,3.08133333333,10.4546666667,7.028,7.883
390.27,9.01866666667,6.6655,5.6385,6.725,17.671,6.97233333333,9.50133333333,6.269,9.104,6.38966666667,3.05966666667,10.388,6.93933333333,7.89066666667
390.63,8.962,6.539,5.504,6.58066666667,17.6606666667,6.88733333333,9.45466666667,6.28166666667,9.026,6.29633333333,2.98533333333,10.3776666667,6.828,7.81866666667
391.00,8.914,6.399,5.406,6.50466666667,17.592,6.779,9.41366666667,6.143,8.928,6.196,2.909,10.2786666667,6.722,7.762
391.36,8.93033333333,6.3815,5.4155,6.444,17.594,6.77733333333,9.474,6.135,8.94833333333,6.20133333333,2.914,10.2566666667,6.68266666667,7.77666666667
391.72,8.89166666667,6.3055,5.431,6.352,17.6253333333,6.82033333333,9.49866666667,6.13866666667,8.955,6.18,2.88366666667,10.216,6.61066666667,7.79266666667
392.08,8.92133333333,6.2675,5.3185,6.261,17.6983333333,6.882,9.521,6.16733333333,8.99566666667,6.25466666667,2.92066666667,10.1853333333,6.57333333333,7.78633333333
392.44,8.94133333333,6.2615,5.248,6.218,17.7273333333,6.93966666667,9.56133333333,6.15633333333,9.02633333333,6.31633333333,2.95066666667,10.206,6.56066666667,7.83466666667
392.80,8.98766666667,6.281,5.184,6.14233333333,17.733,6.912,9.60833333333,6.179,9.04533333333,6.345,2.93866666667,10.2383333333,6.50766666667,7.854
393.16,8.875,6.195,5.071,5.957,17.7103333333,6.841,9.56733333333,6.14133333333,9.0,6.276,2.88366666667,10.201,6.39533333333,7.80866666667
393.52,8.771,6.082,4.914,5.80566666667,17.6176666667,6.736,9.54066666667,6.04433333333,8.90933333333,6.173,2.78166666667,10.107,6.234,7.765
393.88,8.80733333333,6.056,4.9395,5.773,17.668,6.77033333333,9.567,6.034,8.93866666667,6.19033333333,2.80933333333,10.111,6.186,7.81366666667
394.24,8.79133333333,6.051,4.86,5.70833333333,17.6306666667,6.81,9.58766666667,6.06333333333,8.98233333333,6.23333333333,2.80433333333,10.1106666667,6.12433333333,7.814
394.60,8.76633333333,5.989,4.8255,5.70466666667,17.5543333333,6.82466666667,9.60933333333,6.038,9.025,6.22933333333,2.85133333333,10.0803333333,6.04933333333,7.88
394.96,8.75,5.985,4.79,5.59133333333,17.5813333333,6.894,9.59533333333,6.045,9.04166666667,6.207,2.82666666667,10.1123333333,5.993,7.88
395.32,8.75666666667,5.911,4.6475,5.532,17.6596666667,6.91866666667,9.535,6.08433333333,8.963,6.21266666667,2.832,10.128,5.90933333333,7.85666666667
395.68,8.68533333333,5.8235,4.4875,5.40933333333,17.5703333333,6.79366666667,9.43133333333,6.01466666667,8.86366666667,6.13,2.835,10.0776666667,5.774,7.81566666667
396.04,8.668,5.749,4.499,5.38833333333,17.6026666667,6.818,9.456,5.98466666667,8.86533333333,6.09933333333,2.82166666667,10.127,5.72033333333,7.84266666667
396.40,8.66433333333,5.658,4.5265,5.346,17.607,6.77533333333,9.44033333333,5.985,8.871,6.06866666667,2.84033333333,10.199,5.64266666667,7.914
396.76,8.67866666667,5.62,4.549,5.324,17.6233333333,6.81133333333,9.466,6.02,8.88066666667,6.10766666667,2.887,10.218,5.60166666667,7.943
397.12,8.781,5.581,4.519,5.33533333333,17.6423333333,6.86933333333,9.51333333333,5.99733333333,8.88933333333,6.13733333333,2.95833333333,10.171,5.588,7.981
397.48,8.86,5.5515,4.4905,5.344,17.7426666667,6.92133333333,9.531,6.04933333333,8.92833333333,6.24266666667,3.05566666667,10.2203333333,5.60133333333,7.99633333333
397.84,8.83233333333,5.488,4.3685,5.23033333333,17.681,6.87766666667,9.49266666667,6.021,8.88266666667,6.23533333333,3.04233333333,10.2173333333,5.52333333333,7.98166666667
398.20,8.838,5.396,4.359,5.21066666667,17.6616666667,6.856,9.461,5.998,8.862,6.20233333333,2.998,10.2366666667,5.471,7.98233333333
398.56,8.87166666667,5.3955,4.326,5.151,17.731,6.86233333333,9.475,5.99166666667,8.87533333333,6.255,2.978,10.2413333333,5.48066666667,7.99066666667
398.92,8.93866666667,5.388,4.31,5.146,17.82,6.86366666667,9.53,6.03133333333,8.921,6.31633333333,3.06233333333,10.292,5.506,8.083
399.28,8.91533333333,5.2515,4.304,5.01,17.739,6.83766666667,9.515,5.98233333333,8.96433333333,6.27166666667,3.002,10.2296666667,5.46966666667,8.07333333333
399.64,8.94866666667,5.1275,4.3005,4.91666666667,17.7813333333,6.86566666667,9.55533333333,5.99866666667,8.96833333333,6.24166666667,2.93433333333,10.2183333333,5.41066666667,8.05666666667
400.00,8.978,5.1375,4.301,4.881,17.761,6.86733333333,9.595,6.02633333333,8.931,6.251,2.95566666667,10.2513333333,5.40733333333,8.109
400.36,8.88766666667,5.0385,4.1685,4.758,17.7046666667,6.85333333333,9.57533333333,5.97266666667,8.866,6.21466666667,2.907,10.1453333333,5.32233333333,8.03433333333
400.72,8.89333333333,4.948,4.106,4.64766666667,17.655,6.82633333333,9.55,5.968,8.856,6.132,2.849,10.1326666667,5.24233333333,7.99533333333
401.08,8.857,4.8995,4.047,4.57333333333,17.611,6.77166666667,9.491,5.96033333333,8.84933333333,6.087,2.842,10.207,5.14133333333,7.96033333333
401.44,8.82166666667,4.837,4.0435,4.47733333333,17.516,6.72633333333,9.48533333333,5.95866666667,8.79266666667,5.997,2.78766666667,10.1953333333,5.062,7.94433333333
401.80,8.817,4.7865,4.0005,4.47,17.483,6.76466666667,9.45666666667,5.97766666667,8.751,5.925,2.783,10.1923333333,5.01666666667,7.89
402.16,8.80966666667,4.773,3.946,4.41233333333,17.488,6.80066666667,9.40366666667,6.02166666667,8.70066666667,5.93666666667,2.83033333333,10.171,4.969,7.87933333333
402.52,8.798,4.7585,3.919,4.40366666667,17.4786666667,6.80666666667,9.33066666667,6.05333333333,8.70433333333,5.93733333333,2.82433333333,10.1853333333,4.91966666667,7.86766666667
402.88,8.78,4.763,3.9035,4.398,17.4006666667,6.834,9.31266666667,6.06966666667,8.69333333333,5.94766666667,2.83033333333,10.218,4.872,7.76966666667
403.24,8.766,4.839,3.863,4.46033333333,17.3793333333,6.807,9.348,6.07866666667,8.649,5.96366666667,2.82,10.209,4.8,7.76433333333
403.60,8.74666666667,4.901,3.868,4.44266666667,17.352,6.82766666667,9.36266666667,6.082,8.65066666667,5.99766666667,2.833,10.238,4.80433333333,7.76866666667
403.95,8.713,4.847,3.7805,4.41833333333,17.344,6.82166666667,9.32566666667,6.099,8.71966666667,6.00533333333,2.84433333333,10.2226666667,4.79866666667,7.819
404.31,8.70833333333,4.8295,3.703,4.387,17.2966666667,6.804,9.27633333333,6.113,8.682,5.95633333333,2.87233333333,10.1786666667,4.757,7.79866666667
404.67,8.60133333333,4.76,3.5795,4.384,17.2766666667,6.76266666667,9.219,6.062,8.61366666667,5.887,2.846,10.131,4.73166666667,7.74466666667
405.03,8.59666666667,4.7455,3.5965,4.38433333333,17.2793333333,6.78366666667,9.25466666667,6.105,8.628,5.91366666667,2.86,10.0803333333,4.73233333333,7.788
405.39,8.60166666667,4.757,3.5985,4.43666666667,17.2766666667,6.82666666667,9.24433333333,6.10733333333,8.66566666667,5.99166666667,2.87533333333,10.11,4.73133333333,7.78266666667
405.75,8.575,4.7465,3.5915,4.406,17.339,6.822,9.269,6.12033333333,8.695,6.05133333333,2.90266666667,10.1316666667,4.70266666667,7.828
406.11,8.52033333333,4.698,3.563,4.39,17.3246666667,6.76166666667,9.267,6.10733333333,8.70933333333,6.01033333333,2.88466666667,10.119,4.68033333333,7.842
406.47,8.543,4.6685,3.5225,4.38266666667,17.339,6.77833333333,9.31633333333,6.11466666667,8.66733333333,6.01766666667,2.88166666667,10.0946666667,4.67966666667,7.845
406.83,8.492,4.558,3.4145,4.31066666667,17.3136666667,6.75566666667,9.27166666667,6.066,8.585,5.94933333333,2.80633333333,9.99333333333,4.58866666667,7.82133333333
407.19,8.436,4.526,3.395,4.242,17.317,6.74866666667,9.207,6.058,8.571,5.93433333333,2.807,10.039,4.55666666667,7.83
407.55,8.433,4.473,3.345,4.249,17.2533333333,6.74233333333,9.16233333333,6.04933333333,8.554,5.952,2.80633333333,10.0353333333,4.54933333333,7.802
407.90,8.45533333333,4.4725,3.366,4.26366666667,17.253,6.76,9.114,6.05466666667,8.533,5.957,2.809,10.0303333333,4.519,7.7
408.26,8.489,4.477,3.4215,4.25,17.2583333333,6.76166666667,9.15933333333,6.069,8.602,6.01666666667,2.79366666667,10.0886666667,4.492,7.739
408.62,8.59566666667,4.577,3.499,4.257,17.2436666667,6.791,9.17933333333,6.11366666667,8.67033333333,6.13766666667,2.83066666667,10.098,4.51333333333,7.82666666667
408.98,8.56733333333,4.5545,3.5245,4.27033333333,17.2123333333,6.80666666667,9.09733333333,6.055,8.64666666667,6.12933333333,2.79233333333,10.0723333333,4.493,7.805
409.34,8.56533333333,4.571,3.4965,4.21833333333,17.2193333333,6.81333333333,9.08266666667,6.06366666667,8.62666666667,6.09333333333,2.785,10.0553333333,4.46533333333,7.827
409.70,8.611,4.571,3.5125,4.225,17.196,6.82433333333,9.09533333333,6.07766666667,8.60766666667,6.08366666667,2.78266666667,10.0273333333,4.45733333333,7.80233333333
410.06,8.68366666667,4.605,3.513,4.243,17.2153333333,6.85533333333,9.11033333333,6.107,8.59833333333,6.15066666667,2.8,10.0616666667,4.45133333333,7.81133333333
410.42,8.621,4.5795,3.5155,4.225,17.1643333333,6.82633333333,9.09533333333,6.10266666667,8.65033333333,6.13666666667,2.80733333333,10.0846666667,4.38833333333,7.837
410.77,8.666,4.627,3.576,4.238,17.1803333333,6.81466666667,9.10633333333,6.16633333333,8.72433333333,6.16466666667,2.85366666667,10.1593333333,4.42466666667,7.89066666667
411.13,8.71533333333,4.653,3.597,4.258,17.1903333333,6.858,9.13566666667,6.185,8.729,6.21133333333,2.90766666667,10.1843333333,4.45233333333,7.94666666667
411.49,8.68533333333,4.657,3.594,4.25433333333,17.2056666667,6.86566666667,9.12466666667,6.2,8.75633333333,6.20033333333,2.92733333333,10.163,4.46833333333,7.97833333333
411.85,8.68466666667,4.6565,3.6175,4.23266666667,17.2066666667,6.86966666667,9.15933333333,6.222,8.773,6.20966666667,2.957,10.184,4.45333333333,8.04166666667
412.21,8.693,4.683,3.625,4.22233333333,17.2306666667,6.91866666667,9.15933333333,6.23933333333,8.813,6.18033333333,2.96833333333,10.1616666667,4.466,8.04666666667
412.57,8.61266666667,4.575,3.5435,4.16733333333,17.239,6.92133333333,9.13833333333,6.22833333333,8.79666666667,6.15233333333,2.96433333333,10.179,4.42166666667,8.00866666667
412.92,8.61433333333,4.552,3.4565,4.098,17.2506666667,6.90533333333,9.16633333333,6.27233333333,8.816,6.191,2.955,10.2246666667,4.42,7.97
413.28,8.55433333333,4.4975,3.421,4.024,17.196,6.86233333333,9.191,6.272,8.788,6.18833333333,2.91866666667,10.189,4.40233333333,7.933
413.64,8.56066666667,4.517,3.3795,4.022,17.1726666667,6.871,9.174,6.28433333333,8.83333333333,6.19733333333,2.90066666667,10.205,4.394,7.966
414.00,8.55766666667,4.4935,3.3945,3.979,17.154,6.91766666667,9.20233333333,6.27166666667,8.85133333333,6.16166666667,2.88466666667,10.212,4.35766666667,7.98566666667
414.36,8.61233333333,4.4875,3.401,3.953,17.152,6.97066666667,9.23333333333,6.29033333333,8.81933333333,6.17166666667,2.908,10.1856666667,4.38233333333,7.99033333333
414.72,8.54466666667,4.3805,3.332,3.86566666667,17.109,6.90733333333,9.226,6.20533333333,8.74066666667,6.135,2.86366666667,10.083,4.30366666667,7.93233333333
415.07,8.514,4.287,3.249,3.79166666667,17.0473333333,6.84966666667,9.18866666667,6.14633333333,8.75266666667,6.06333333333,2.79133333333,9.984,4.262,7.82966666667
415.43,8.54033333333,4.262,3.2465,3.73466666667,17.0333333333,6.883,9.185,6.127,8.80633333333,6.06633333333,2.80333333333,10.0603333333,4.19933333333,7.86633333333
415.79,8.55866666667,4.2415,3.2265,3.74666666667,16.9873333333,6.93333333333,9.166,6.123,8.815,6.06733333333,2.80066666667,10.0406666667,4.20233333333,7.851
416.15,8.56166666667,4.2125,3.2135,3.77366666667,16.965,6.932,9.17833333333,6.12,8.78566666667,6.10566666667,2.811,10.0733333333,4.18966666667,7.88266666667
416.51,8.58566666667,4.2375,3.2185,3.756,16.9296666667,6.96533333333,9.18733333333,6.153,8.77066666667,6.08533333333,2.77766666667,10.0836666667,4.17833333333,7.88666666667
416.86,8.57533333333,4.2115,3.195,3.733,16.8863333333,6.96933333333,9.161,6.15833333333,8.75966666667,6.049,2.78866666667,10.06,4.12233333333,7.898
417.22,8.55866666667,4.1695,3.165,3.73466666667,16.8626666667,6.985,9.10733333333,6.16433333333,8.75733333333,6.025,2.81,10.0443333333,4.07833333333,7.88666666667
417.58,8.49233333333,4.098,3.1135,3.663,16.8143333333,6.92666666667,9.058,6.12133333333,8.729,5.975,2.76666666667,10.0173333333,3.98633333333,7.84566666667
417.94,8.44233333333,4.0245,3.0465,3.60533333333,16.7313333333,6.84833333333,9.01066666667,6.06833333333,8.68133333333,5.91766666667,2.736,9.983,3.931,7.79033333333
418.29,8.409,3.9945,2.9985,3.60833333333,16.6753333333,6.80666666667,8.97933333333,6.033,8.67066666667,5.90033333333,2.741,10.0006666667,3.876,7.76933333333
418.65,8.42066666667,3.956,2.975,3.60866666667,16.6483333333,6.82866666667,8.943,6.05033333333,8.66166666667,5.89566666667,2.734,10.0086666667,3.85366666667,7.79633333333
419.01,8.40066666667,3.9315,2.96,3.59266666667,16.6403333333,6.86133333333,8.92266666667,6.06,8.63,5.88666666667,2.79233333333,10.0333333333,3.82233333333,7.81333333333
419.37,8.426,3.867,2.926,3.59533333333,16.6116666667,6.846,8.93533333333,6.071,8.607,5.88666666667,2.80666666667,10.0203333333,3.82033333333,7.81166666667
419.73,8.38766666667,3.825,2.899,3.525,16.5923333333,6.80833333333,8.91566666667,6.063,8.58266666667,5.867,2.78466666667,10.0143333333,3.771,7.81533333333
420.08,8.33633333333,3.747,2.8485,3.46133333333,16.511,6.773,8.883,6.03266666667,8.50366666667,5.81333333333,2.74766666667,9.96466666667,3.70066666667,7.76666666667
420.44,8.32166666667,3.685,2.8095,3.44533333333,16.4813333333,6.73633333333,8.84033333333,5.98666666667,8.48033333333,5.79433333333,2.752,9.92866666667,3.647,7.74333333333
420.80,8.29066666667,3.6405,2.7755,3.422,16.4476666667,6.70533333333,8.83,5.96533333333,8.42633333333,5.75966666667,2.72366666667,9.928,3.60366666667,7.73233333333
421.16,8.304,3.6135,2.7545,3.39433333333,16.4316666667,6.67833333333,8.83666666667,5.95166666667,8.422,5.737,2.70966666667,9.94433333333,3.603,7.73633333333
421.51,8.31133333333,3.5945,2.765,3.378,16.3963333333,6.69833333333,8.86433333333,5.95833333333,8.42566666667,5.746,2.736,9.97266666667,3.613,7.75666666667
421.87,8.31566666667,3.5785,2.749,3.36233333333,16.3786666667,6.70266666667,8.85866666667,5.962,8.42066666667,5.74633333333,2.718,9.988,3.57733333333,7.76233333333
422.23,8.30633333333,3.5485,2.743,3.29566666667,16.362,6.70966666667,8.86133333333,5.95833333333,8.401,5.70866666667,2.69933333333,9.962,3.54866666667,7.74333333333
422.58,8.29066666667,3.5555,2.744,3.289,16.3063333333,6.73333333333,8.89566666667,5.98266666667,8.423,5.70066666667,2.72433333333,9.98833333333,3.55366666667,7.74166666667
422.94,8.29766666667,3.526,2.72,3.272,16.2786666667,6.71333333333,8.90333333333,5.987,8.418,5.686,2.69266666667,9.98533333333,3.538,7.71033333333
423.30,8.23966666667,3.515,2.719,3.23033333333,16.2546666667,6.71966666667,8.905,5.96066666667,8.38366666667,5.666,2.66766666667,9.968,3.49133333333,7.68566666667
423.66,8.23,3.469,2.689,3.21166666667,16.2166666667,6.69866666667,8.89866666667,5.93266666667,8.35633333333,5.64533333333,2.661,9.93033333333,3.46933333333,7.65633333333
424.01,8.24833333333,3.496,2.687,3.20566666667,16.211,6.68733333333,8.89333333333,5.939,8.38966666667,5.64766666667,2.67966666667,9.954,3.48466666667,7.65266666667
424.37,8.23833333333,3.496,2.6975,3.19733333333,16.2093333333,6.70466666667,8.92033333333,5.95166666667,8.384,5.646,2.696,9.976,3.47233333333,7.65966666667
424.73,8.26033333333,3.5025,2.7125,3.18733333333,16.1703333333,6.729,8.91466666667,5.96033333333,8.419,5.65833333333,2.71466666667,9.95566666667,3.47733333333,7.65466666667
425.08,8.24233333333,3.468,2.6945,3.18066666667,16.1443333333,6.72366666667,8.90466666667,5.95166666667,8.41033333333,5.66666666667,2.72266666667,9.95033333333,3.43433333333,7.63433333333
425.44,8.22166666667,3.458,2.655,3.17966666667,16.133,6.71966666667,8.89833333333,5.93833333333,8.38766666667,5.64866666667,2.72866666667,9.93233333333,3.40266666667,7.61433333333
425.80,8.22666666667,3.4595,2.648,3.194,16.1423333333,6.71266666667,8.91933333333,5.96966666667,8.39833333333,5.671,2.77966666667,9.91066666667,3.425,7.626
426.16,8.24133333333,3.4495,2.638,3.19366666667,16.1386666667,6.71666666667,8.91833333333,5.99666666667,8.42266666667,5.703,2.78966666667,9.90766666667,3.42666666667,7.648
426.51,8.27833333333,3.4595,2.6155,3.182,16.1593333333,6.70233333333,8.907,5.99833333333,8.41466666667,5.72166666667,2.80266666667,9.89533333333,3.38266666667,7.63433333333
426.87,8.287,3.4635,2.626,3.18666666667,16.131,6.69633333333,8.90333333333,6.01366666667,8.42433333333,5.75333333333,2.82966666667,9.909,3.365,7.665
427.23,8.286,3.443,2.5795,3.176,16.079,6.66566666667,8.86,6.01066666667,8.40133333333,5.74433333333,2.82333333333,9.88266666667,3.33066666667,7.652
427.58,8.30466666667,3.4755,2.552,3.19266666667,16.0256666667,6.68666666667,8.85666666667,6.03666666667,8.41033333333,5.74533333333,2.82733333333,9.92233333333,3.30966666667,7.65733333333
427.94,8.31,3.4405,2.527,3.184,16.0366666667,6.72733333333,8.872,6.057,8.42366666667,5.76666666667,2.83,9.97266666667,3.30066666667,7.67
428.30,8.32533333333,3.4445,2.518,3.15566666667,16.002,6.73,8.87033333333,6.09666666667,8.463,5.78566666667,2.813,9.987,3.304,7.674
428.65,8.32333333333,3.44,2.5135,3.156,16.0006666667,6.728,8.882,6.086,8.46966666667,5.82133333333,2.81033333333,10.014,3.29666666667,7.68366666667
429.01,8.325,3.4705,2.5045,3.13133333333,15.9486666667,6.75,8.871,6.09633333333,8.48966666667,5.81866666667,2.81266666667,10.001,3.29366666667,7.70166666667
429.37,8.35666666667,3.476,2.5015,3.12666666667,15.9013333333,6.74766666667,8.85366666667,6.10933333333,8.47833333333,5.82533333333,2.801,10.005,3.29433333333,7.70333333333
429.72,8.377,3.474,2.529,3.119,15.863,6.789,8.84233333333,6.10833333333,8.49233333333,5.83433333333,2.792,10.053,3.30333333333,7.69033333333
430.08,8.337,3.446,2.5045,3.108,15.7966666667,6.779,8.824,6.07633333333,8.43666666667,5.79666666667,2.76633333333,10.0843333333,3.27966666667,7.666
430.44,8.31333333333,3.419,2.53,3.13166666667,15.7626666667,6.78533333333,8.80233333333,6.05533333333,8.45733333333,5.80866666667,2.75866666667,10.1086666667,3.315,7.69266666667
430.79,8.30433333333,3.3845,2.5375,3.08766666667,15.704,6.749,8.78166666667,6.04933333333,8.46066666667,5.78533333333,2.72733333333,10.083,3.29033333333,7.67766666667
431.15,8.32633333333,3.4045,2.5865,3.08133333333,15.6786666667,6.743,8.77666666667,6.104,8.49433333333,5.81066666667,2.726,10.103,3.30766666667,7.65233333333
431.50,8.32,3.404,2.611,3.086,15.682,6.743,8.82066666667,6.105,8.50833333333,5.83166666667,2.73566666667,10.0876666667,3.336,7.64566666667
431.86,8.34533333333,3.4445,2.658,3.125,15.6573333333,6.75866666667,8.83933333333,6.12933333333,8.54633333333,5.85833333333,2.77366666667,10.0756666667,3.37566666667,7.68166666667
432.22,8.34366666667,3.4515,2.6615,3.12933333333,15.6123333333,6.76433333333,8.847,6.09533333333,8.53433333333,5.855,2.78733333333,10.0683333333,3.38766666667,7.662
432.57,8.30633333333,3.4415,2.6265,3.12066666667,15.584,6.76233333333,8.85166666667,6.08666666667,8.50466666667,5.82066666667,2.78066666667,10.056,3.40033333333,7.64566666667
432.93,8.27633333333,3.4125,2.618,3.106,15.5333333333,6.73566666667,8.826,6.05966666667,8.44466666667,5.80266666667,2.763,10.023,3.36466666667,7.601
433.29,8.29633333333,3.4265,2.648,3.123,15.5536666667,6.75933333333,8.85,6.08433333333,8.464,5.82633333333,2.765,10.0313333333,3.40166666667,7.641
433.64,8.296,3.4405,2.651,3.123,15.5296666667,6.78966666667,8.85633333333,6.09133333333,8.48566666667,5.83366666667,2.76833333333,10.0306666667,3.408,7.66366666667
434.00,8.31666666667,3.4425,2.69,3.14966666667,15.528,6.797,8.87666666667,6.10533333333,8.505,5.871,2.785,10.042,3.43033333333,7.68233333333
434.35,8.303,3.4595,2.6965,3.138,15.4946666667,6.80733333333,8.893,6.12666666667,8.47766666667,5.87333333333,2.784,10.0563333333,3.43533333333,7.676
434.71,8.302,3.4945,2.692,3.186,15.496,6.85966666667,8.912,6.12366666667,8.45466666667,5.88433333333,2.797,10.054,3.452,7.65233333333
435.07,8.30166666667,3.5025,2.6955,3.20366666667,15.472,6.86333333333,8.91733333333,6.11633333333,8.45666666667,5.87966666667,2.80133333333,10.0646666667,3.467,7.657
435.42,8.301,3.48,2.6985,3.203,15.4653333333,6.86833333333,8.87333333333,6.117,8.44233333333,5.876,2.80033333333,10.0606666667,3.43,7.65266666667
435.78,8.29033333333,3.483,2.6915,3.183,15.4413333333,6.844,8.853,6.112,8.40366666667,5.85566666667,2.79333333333,10.0616666667,3.40233333333,7.60266666667
436.13,8.32433333333,3.499,2.7115,3.231,15.4386666667,6.86366666667,8.83,6.14166666667,8.41133333333,5.892,2.81666666667,10.0876666667,3.424,7.63833333333
436.49,8.37133333333,3.5615,2.787,3.27033333333,15.4236666667,6.87233333333,8.82433333333,6.17633333333,8.45,5.94133333333,2.87466666667,10.1563333333,3.457,7.67133333333
436.84,8.43633333333,3.597,2.852,3.31566666667,15.472,6.92033333333,8.882,6.26333333333,8.557,6.01633333333,2.91666666667,10.227,3.536,7.742
437.20,8.43066666667,3.606,2.8735,3.34133333333,15.4643333333,6.936,8.88266666667,6.284,8.57333333333,6.03933333333,2.94466666667,10.249,3.53766666667,7.72266666667
437.56,8.429,3.6115,2.875,3.376,15.4253333333,6.92533333333,8.91566666667,6.29633333333,8.58533333333,6.06033333333,2.96033333333,10.2603333333,3.54433333333,7.75133333333
437.91,8.454,3.631,2.87,3.391,15.3776666667,6.94666666667,8.89066666667,6.319,8.63433333333,6.07166666667,2.97033333333,10.2543333333,3.555,7.75066666667
438.27,8.48933333333,3.6265,2.8745,3.38766666667,15.3406666667,6.93766666667,8.89066666667,6.33533333333,8.659,6.095,2.96566666667,10.2376666667,3.58266666667,7.75733333333
438.62,8.47166666667,3.601,2.853,3.327,15.269,6.89133333333,8.83466666667,6.303,8.664,6.066,2.931,10.2356666667,3.55566666667,7.75866666667
438.98,8.45233333333,3.6125,2.8125,3.31266666667,15.252,6.88066666667,8.822,6.29766666667,8.668,6.04833333333,2.934,10.245,3.53766666667,7.76533333333
439.33,8.445,3.614,2.81,3.287,15.1866666667,6.84066666667,8.83066666667,6.27866666667,8.67266666667,6.03733333333,2.916,10.2446666667,3.53533333333,7.74166666667
439.69,8.44633333333,3.591,2.804,3.289,15.1466666667,6.85633333333,8.821,6.28533333333,8.677,6.03933333333,2.9,10.2276666667,3.531,7.786
440.04,8.43,3.58,2.7795,3.275,15.1163333333,6.86533333333,8.83666666667,6.28633333333,8.68633333333,6.033,2.89633333333,10.2226666667,3.50833333333,7.78433333333
440.40,8.42366666667,3.538,2.7415,3.244,15.107,6.84433333333,8.815,6.28166666667,8.66366666667,6.02366666667,2.87233333333,10.1986666667,3.50033333333,7.76966666667
440.75,8.446,3.524,2.717,3.26066666667,15.083,6.83933333333,8.80966666667,6.253,8.643,6.013,2.87966666667,10.2236666667,3.50433333333,7.77366666667
441.11,8.43433333333,3.491,2.6755,3.24533333333,15.041,6.821,8.78866666667,6.264,8.64466666667,5.99666666667,2.86866666667,10.226,3.47833333333,7.76333333333
441.47,8.43833333333,3.4625,2.6615,3.214,15.0193333333,6.81566666667,8.748,6.23566666667,8.60833333333,5.95933333333,2.85466666667,10.211,3.46333333333,7.71833333333
441.82,8.41033333333,3.4605,2.6555,3.21066666667,15.0346666667,6.81566666667,8.788,6.25266666667,8.57033333333,5.95833333333,2.88066666667,10.2406666667,3.461,7.738
442.18,8.394,3.4505,2.6545,3.22433333333,15.0376666667,6.82433333333,8.78,6.23466666667,8.562,5.942,2.89966666667,10.2566666667,3.43966666667,7.757
442.53,8.426,3.458,2.6845,3.27133333333,15.0673333333,6.86966666667,8.864,6.27966666667,8.58966666667,6.0,2.96866666667,10.3166666667,3.47966666667,7.81033333333
442.89,8.45233333333,3.4415,2.7265,3.279,15.0643333333,6.88733333333,8.90166666667,6.295,8.589,6.035,2.985,10.3266666667,3.51266666667,7.835
443.24,8.49666666667,3.467,2.7405,3.28066666667,15.0703333333,6.946,8.929,6.32066666667,8.6,6.068,3.025,10.3633333333,3.52433333333,7.9
443.60,8.51266666667,3.44,2.7535,3.262,15.0406666667,6.96166666667,8.94333333333,6.30366666667,8.60833333333,6.081,3.05,10.3793333333,3.52,7.88166666667
443.95,8.511,3.3905,2.748,3.232,14.9996666667,6.93266666667,8.96033333333,6.31733333333,8.60833333333,6.067,3.031,10.3946666667,3.519,7.875
444.31,8.52066666667,3.383,2.756,3.227,14.974,6.972,8.984,6.32633333333,8.625,6.05966666667,3.03733333333,10.4043333333,3.48666666667,7.89433333333
444.66,8.51133333333,3.411,2.763,3.20666666667,14.9343333333,6.97966666667,8.98533333333,6.35266666667,8.63733333333,6.02933333333,3.028,10.3903333333,3.465,7.90133333333
445.02,8.51566666667,3.3835,2.7505,3.173,14.886,6.98466666667,8.98166666667,6.32866666667,8.62366666667,6.00366666667,3.02366666667,10.377,3.45333333333,7.89733333333
445.37,8.50466666667,3.3585,2.725,3.15933333333,14.8373333333,6.995,8.99433333333,6.349,8.64633333333,5.99633333333,3.01766666667,10.379,3.43466666667,7.89933333333
445.72,8.52166666667,3.3355,2.6875,3.12833333333,14.786,6.96166666667,8.956,6.332,8.633,5.98066666667,2.982,10.3566666667,3.39733333333,7.86633333333
446.08,8.499,3.3065,2.6665,3.095,14.715,6.948,8.945,6.34066666667,8.612,5.957,2.956,10.3623333333,3.36833333333,7.834
446.43,8.50933333333,3.3105,2.673,3.086,14.6916666667,6.967,8.941,6.355,8.604,5.94566666667,2.951,10.3593333333,3.34566666667,7.83866666667
