wavelength,Back_TanLarf,Belly_TanLarf,Breast_TanLarf,Crissum_TanLarf,Crown_TanLarf,DorTail_TanLarf,Patch10_TanLarf,Patch11_TanLarf,Patch12_TanLarf,Patch13_TanLarf,Patch14_TanLarf,Patch15_TanLarf,Rump_TanLarf,Throat_TanLarf,WingTip_TanLarf
191.33,-17.2885,15.1741666667,32.3383333333,-4.72633333334,-29.1045,7.46283333333,-1.49258333334,19.6516666667,11.5671666666,-25.1245,-1.11949999999,-14.1790833334,30.3481666667,0.8705,-16.6665833333
191.71,-22.9168333334,25.59525,37.2025,-8.77958333335,-25.14875,7.58949999997,-6.39883333333,20.53575,6.39883333332,-38.3930833333,-5.65474999997,-19.1964166666,32.8869166666,-3.27391666668,-26.4881666667
192.09,-28.2945833333,28.4885000001,31.2014166667,-11.2403333333,-28.4884166667,3.68225,-11.0465,20.3488333334,5.814,-57.1705000001,-1.93791666667,-40.11625,40.50375,-7.36449999993,-48.8374166668
192.47,-26.1904166667,44.5238333333,40.9524999999,3.80958333325,-31.9047499998,8.09516666667,-6.19041666666,22.3809166667,20.2380833334,-60.9524166667,4.52391666667,-39.5238333333,59.5236666666,-19.5239166666,-51.6666666666
192.85,-32.4712500001,57.1838333333,47.1263333334,-1.72416666675,-26.1493333333,-0.574666666675,-7.75849999992,29.0228333333,24.4251666667,-71.8391666667,15.2299166667,-43.3906666667,59.4828333333,-18.9654166665,-56.3216666668
193.23,-44.697,63.2577500002,45.8334166667,-23.1059166667,-46.2120833333,-18.9395833332,-23.8635833333,14.0151666666,42.0454166666,-86.7424166667,8.71216666664,-58.3332499999,58.7121666667,-40.5302499998,-82.1970833332
193.61,10.5393333333,79.4118333334,53.6765,14.9509999999,2.20583333333,17.1569166667,12.2548333333,37.2549166667,52.2058333333,-19.6078333333,37.255,-7.10791666667,66.1764166668,-12.2549166668,-30.3921666666
193.99,-8.65375,85.5770000001,40.7051666668,-9.29483333335,-6.4102500001,-1.60275,-7.69233333333,13.1410833334,38.1408333333,-35.2565,28.2051666666,-23.0769166667,62.1794166666,-35.5769166666,-63.1410833333
194.37,26.6204166667,106.713,54.6295833334,28.00925,43.287,32.1759166666,35.4167499999,45.6017500001,77.0831666666,8.102,61.3426666667,15.97225,68.75,15.2777499999,-11.3423333333
194.75,17.8571666667,128.273916667,44.0475833333,26.7857500001,44.0476666668,10.4168333334,30.3571666668,50.8928333334,83.9285833334,0.297583333425,56.8452499999,9.52375000001,66.369,2.67841666668,-28.8690833334
195.13,41.66675,165.579666667,69.9275,64.8549999998,63.0435,14.1304166665,59.7825833334,82.9710833332,107.246333333,36.5943333332,70.6521666667,55.0723333333,97.1013333332,19.2028333333,-20.2899166667
195.51,3.1249999999,209.375,34.8958333334,43.2291666668,47.9166666667,-35.4166666667,25.0000000002,92.7083333332,99.9999999999,17.7083333333,67.7083333332,55.7291666667,64.0625000001,-8.33333333342,-45.3124999999
195.89,-47.4999999999,115.416666667,-20.4166666667,5.0,1.25000000001,-61.6666666667,-15.4166666666,42.0833333333,56.25,-12.0833333335,32.9166666667,18.7499999999,-7.91666666665,-40.4166666666,-68.7499999999
196.27,-34.7702499999,83.6205833334,-13.2185,12.6435833332,2.29891666675,-36.7816666668,-3.44816666665,30.7470833333,40.8045,1.72408333335,24.4253333334,18.9655833332,-16.0919166667,-23.2759166668,-37.9310833333
196.65,-50.2687499999,66.6665833334,-35.7525833333,2.15041666658,-8.6021666665,-48.3870833334,-10.7527500002,20.4301666667,25.0000833334,-3.76358333317,11.2903333333,12.6343333334,-36.8278333333,-24.4623333334,-36.5590833334
197.03,-22.4488333333,53.9115833334,-11.0545,20.7483333335,-2.89099999992,-11.2246666667,3.23125000002,24.6598333333,35.374,17.6870833333,19.8979166667,17.3469166667,-3.74150000002,-5.44216666668,-4.25175000001
197.40,-31.2925,60.2040833334,-13.09525,25.3402499998,3.06125000007,-7.65291666665,3.91158333334,21.5985833333,25.5101666667,17.3470833333,22.1086666667,13.0951666667,-9.01358333333,-5.78233333342,4.08166666666
197.78,-95.6018333335,24.7685000002,-65.7406666666,-19.6758333332,-46.52775,-60.64825,-39.3518333333,-14.58325,-13.1944166667,-27.0834166668,-16.6666666666,-30.5555,-57.8701666667,-53.9350833332,-36.8055833333
198.16,-54.0,16.6666666667,-43.1666666667,-8.33333333335,-27.0,-35.3333333333,-22.1666666667,-1.83333333333,-1.49999999997,-20.3333333334,-5.00000000001,-12.1666666667,-35.6666666667,-36.0,-12.1666666667
198.54,-49.84275,5.81758333325,-46.3835,-7.23274999993,-27.5156666667,-28.6164166667,-18.868,0.628916666675,-10.3774166666,-15.0943333333,-4.87408333334,-12.2641666667,-33.648,-36.1634166667,-9.59124999999
198.92,-55.5555000001,-3.59474999991,-58.33325,-16.6665,-34.9673333333,-29.5751666667,-27.6144166666,-4.08491666665,-19.4444166667,-23.8562499999,-5.71883333334,-16.0130833333,-38.7256666667,-43.4640833334,-13.2353333333
199.30,-43.5028333334,4.66108333325,-49.2936666667,-8.75700000008,-22.599,-15.9605,-23.3051666667,0.282416666658,-11.8645833333,-25.5649166668,1.27124999999,-15.2541666667,-28.8135833333,-35.8756666666,-11.7233333333
199.68,-20.3569166667,8.9284999999,-37.381,7.26191666668,-9.88091666667,-4.76183333335,-7.97608333333,7.49999999998,-2.73808333333,-11.1904166667,9.28566666665,-12.14275,-15.71425,-25.71425,-1.42874999999
200.06,-38.7345833334,-2.31475,-59.568,-7.56183333325,-25.7715833333,-18.3641666667,-27.1604166667,-3.70383333333,-21.2964166666,-30.0926666667,2.16041666665,-38.8888333333,-33.0246666667,-49.0740833333,-7.71608333335
200.44,-77.4123333333,-34.42975,-104.824583333,-37.7193333334,-65.1315833334,-46.49125,-62.9385,-28.7280833334,-42.9825,-69.5175833333,-19.079,-79.60525,-63.3772499999,-99.5615,-14.9120833334
200.82,-115.053833333,-62.3656666666,-151.612833333,-74.1935000001,-108.333333333,-77.68825,-99.9998333334,-52.4192499999,-71.5054166666,-106.720333333,-45.9677500001,-118.27975,-101.61275,-142.204416667,-34.6774999999
201.19,-1469.44441667,-1038.88891667,-1949.99991667,-1183.33341667,-1375.0,-1180.55541667,-1283.33333333,-883.333166667,-1191.66658333,-1475.0,-980.555500001,-1538.88891667,-1488.88883333,-1936.11108333,-549.999833332
201.57,281.666666667,257.5,371.25,253.75,269.166666667,238.75,266.25,191.25,259.166666667,295.416666667,223.75,281.25,266.666666667,374.166666667,151.25
201.95,238.888916667,222.222166667,317.063666667,188.88875,204.365083333,175.79375,194.0475,152.380833333,225.000166667,237.698416667,175.396833333,234.920583333,219.047666667,314.682416667,105.555583333
202.33,175.833416667,151.666666666,223.888916667,121.389,148.611083333,123.333416667,125.833416667,119.4445,162.500166667,158.0555,125.000083333,165.277833333,157.222166667,233.888833334,90.5555833334
202.71,114.4345,98.2141666667,130.0595,81.5475833333,104.91075,81.5475833334,80.6548333332,85.1192500001,103.571333333,102.97625,88.3929166667,102.381,98.0654166667,146.577333333,64.4346666667
203.09,102.924083333,90.0584166666,116.66675,69.7368333334,97.807,73.538,65.0585,78.6549999999,89.4738333335,88.3041666668,81.2865,89.3275833333,91.2281666668,135.81875,53.0702499999
203.47,86.8311666667,79.5266666666,96.8105833334,66.1523333333,84.6708333334,65.6378333334,56.4815833333,69.13575,75.3083333333,74.177,68.4156666667,75.8230000001,72.8394999999,110.699583333,47.9425833333
203.85,79.6295833334,75.3703333333,86.0184166666,63.4260000001,75.1850833333,56.11125,51.66675,66.4814999999,67.22225,69.9075,63.5184166667,65.18525,64.9999166666,101.851916667,44.6295833333
204.22,70.7465833333,71.5277500001,84.4618333334,58.0729166666,69.0971666667,52.7778333333,49.045,63.802,60.9375833333,66.0589166667,62.5,56.5105833333,57.7258333333,98.8715833335,40.5384166667
204.60,71.1956666666,73.64125,93.1159166666,63.6775833333,72.7355833334,59.4204166667,53.4419166667,68.7500833334,66.5760833333,69.7463333333,70.9239166667,59.6920833333,62.5000000001,105.797,46.1049166666
204.98,61.5225833333,72.5309999998,88.7861666667,52.8808333333,66.8725,52.7778333334,44.9589166667,61.6255000001,61.4199166667,64.1975833333,67.284,54.11525,53.7038333333,105.144166666,31.6870833333
205.36,72.381,83.3334166667,104.0475,58.0951666666,73.5713333333,64.16675,55.2380833333,68.2143333334,68.8094999999,77.3809166668,74.4048333332,62.619,63.6904166667,118.333333333,41.1903333333
205.74,78.4592499999,86.6352499999,115.8805,52.8302500001,83.4905833333,68.2390833333,58.6476666667,70.283,68.0816666667,89.1509166668,81.1321666667,68.2389999999,63.0503333334,136.949666667,39.1509166667
206.12,81.3724166666,87.7449999998,123.039333333,47.2222499999,84.9673333332,75.9804166667,68.9540833334,67.4836666668,62.4184166668,96.2419166665,81.2093333334,65.5226666667,62.4182499999,143.6275,31.2091666666
206.50,89.72225,97.2221666666,130.97225,56.6665833333,88.3334166666,85.5556666667,82.7777499999,71.3889166668,72.2220833334,101.805583333,84.8610833333,81.5277499999,72.91675,142.361166667,36.9443333333
206.87,95.5027500002,105.952333333,148.280416667,74.074,94.0475833332,100.132083333,100.132416667,80.9523333334,81.2170833334,112.169083333,95.8994166666,94.1796666665,85.4498333333,149.603166666,50.39675
207.25,97.65625,106.380166667,158.203166667,82.6822500001,92.0572500001,102.473833333,110.546916667,87.10925,91.6669166666,114.973833333,100.390666666,101.0415,87.6303333334,158.723916667,56.9010000001
207.63,117.1985,132.092083333,205.851083333,94.1489166665,108.865333333,129.787166667,139.007083333,101.241166667,109.75175,135.815666667,128.545916667,123.758833333,110.28375,204.9645,65.7800833332
208.01,105.139,111.805583333,175.277833333,86.3889166667,96.2500833333,116.66675,119.583333333,85.5555833334,93.0554166666,114.02775,112.222,113.472083333,92.9165833333,172.499916666,60.8332500001
208.39,118.749916667,121.484333333,181.77075,101.5625,110.15625,122.00525,123.30725,94.6614166667,108.073083333,120.703166667,121.874916667,123.567666667,105.208333333,178.515416667,72.5260833334
208.77,113.77325,118.286833333,167.476916667,104.051,103.935166667,109.02775,117.592666667,87.6158333332,101.967416667,114.699166667,108.449,115.162,100.462833333,168.055666667,69.7916666668
209.14,112.35625,109.48275,152.682,105.0765,98.9463333334,101.43675,116.092083333,90.5173333334,102.107333333,114.176166667,102.4905,111.877333333,98.0844166667,157.950166666,76.8199999999
209.52,107.42575,101.485083333,137.78875,98.7624166666,95.2144999999,91.8315000001,110.1485,86.3861666668,100.330083333,109.4885,95.2970833333,106.353083333,89.4390000001,143.3995,75.3300833335
209.90,104.089583333,98.997,134.182166667,94.676,93.4414166668,87.1913333333,102.623583333,85.4936666666,97.9167500001,104.629666667,91.1265833333,100.926083333,87.1914166666,134.799416667,75.0
210.28,100.98475,94.7725833335,129.92425,94.92425,92.42425,79.1666666667,98.7879166668,85.4545833333,93.25775,100.7575,88.33325,99.01525,84.2423333334,132.3485,74.3182499998
210.66,100.58475,88.0849166669,122.076,95.4678333334,89.47375,73.1725833333,97.0029166665,79.9706666666,87.35375,96.7105833332,84.649,95.1023333333,80.1169166668,126.023333334,71.6373333332
211.03,102.370583334,85.9912500002,118.247083333,91.8103333335,88.2183333333,68.7501666667,95.5459166668,76.8678333333,87.35625,96.9828333333,81.9684166667,94.0373333333,77.9454166667,124.281583333,70.8333333332
211.41,110.95675,91.6667499999,126.466083333,95.1389166666,98.8425833332,73.2251666667,99.8456666668,81.4044166667,89.4289999999,105.0155,86.1884166666,98.6110833333,83.1789166667,129.62975,72.2991666667
211.79,119.230833333,97.3558333333,135.577,103.685916667,108.573833333,78.2050833333,106.97125,89.1024166667,99.4392500001,114.90375,89.6635,104.967916667,91.2659999999,136.378166667,79.4070833335
212.17,135.092666667,112.499916667,156.759416666,118.79625,126.57425,85.7406666667,124.907416667,103.055583333,118.5185,135.5555,100.092666667,117.685083333,107.222333333,155.833333333,91.20375
212.55,143.541666667,121.770833333,162.604166667,121.666666667,131.041666667,85.3125,130.729166667,110.520833333,127.083333333,148.645833333,105.416666667,120.625,111.5625,165.0,93.0208333334
212.92,162.666666667,133.77775,176.777916667,132.444416667,149.4445,99.8888333335,146.777833333,130.444333333,153.333333333,167.111083333,126.000083334,137.666666667,128.888833333,178.111,109.000083334
213.30,180.376416667,148.387,196.5055,144.623583333,168.414083334,103.763333333,156.98925,141.666583333,166.532166667,184.0055,134.139833333,147.580666667,141.397833333,197.715083333,117.06975
213.68,207.427416666,165.03625,235.144916666,159.058083333,190.036166667,105.797166667,167.7535,168.29725,177.89875,209.601416667,153.62325,165.76075,160.869583333,236.9565,125.362583333
214.06,198.611083333,163.194416667,225.000083333,160.416583333,180.555583333,109.027833333,166.145833333,163.020916667,174.479166667,201.04175,156.42375,168.923583333,162.673666667,235.243083334,123.611
214.44,177.155083333,148.850583333,198.4195,145.6895,157.902333333,103.160916667,152.0115,149.138,162.499833333,180.31625,143.247,155.747166667,146.551666667,204.741333333,111.925083333
214.81,169.091,153.030333333,202.878916667,145.303083333,159.697,103.9395,154.545333333,155.606,173.78775,186.3635,149.69675,152.424333333,144.242333333,206.060583334,110.4545
215.19,178.889,170.555666667,229.444333333,147.777916667,177.963,102.407333333,169.4445,174.629666667,191.85175,201.29625,157.22225,157.777916667,149.999916666,226.111083334,116.111
215.57,159.821416667,158.631,194.642833333,128.72025,155.208166667,93.8986666666,155.952416666,149.553416667,166.517833333,175.744083333,143.75,143.601166667,133.77975,194.791666667,112.0535
215.95,144.362583333,141.544083333,167.524583333,115.808833333,136.397083334,92.7695833333,143.25975,135.53925,146.3235,155.392083333,131.740333333,128.063833333,118.872416667,170.588166667,99.5099166667
216.32,116.485416667,107.427583333,131.793333334,93.1159166666,109.96375,78.0796666667,112.862416667,107.608666667,113.224833333,121.37675,107.60875,100.996416667,94.4747499999,136.05075,80.7064166666
216.70,114.72225,102.962916667,133.518583334,92.2220833332,112.962916667,80.2779166667,114.907416667,104.629666667,108.610916666,116.296333333,109.537166667,100.463083333,92.31475,139.25925,81.7593333332
217.08,113.065916667,99.1768333333,130.4525,83.4361666666,103.395166667,74.5884166667,109.876583333,95.9875833333,99.4855833334,110.596666667,103.806583333,93.1069166667,80.9672499999,143.107083333,69.8558333333
217.46,117.971666667,106.827333333,140.06025,91.265,109.839416667,81.7270833332,114.65875,105.02,108.534083333,113.755,113.453833333,104.116583333,82.6304166667,148.092333333,72.9920000001
217.83,134.389666667,128.755833333,163.497666667,112.676083333,127.582,98.9434999999,134.154916667,118.89675,128.755916667,130.399083333,133.568,120.892083333,88.615,175.234666667,80.8685833332
218.21,154.943583333,149.011333333,192.655333333,128.248583333,148.446333333,112.853083333,153.389916667,138.559333333,145.621416667,148.728833333,149.7175,139.124166667,97.8813333334,205.932166667,85.7344999999
218.59,197.22225,191.86525,259.72225,162.103083333,199.603166667,150.0,193.849166667,179.365,187.5,195.8335,195.436416667,172.22225,123.214333333,269.84125,108.73
218.97,207.5,190.416666667,270.0,161.041666667,208.541666667,157.708333333,185.208333333,176.875,191.666666667,200.416666667,197.916666667,180.0,125.416666667,272.916666667,108.333333333
219.34,244.607833333,222.303833333,318.8725,215.686333333,246.323416667,193.137333333,213.4805,205.637333334,241.421583333,245.098,243.87275,227.451,157.843333333,330.637166667,129.411833333
219.72,241.129,213.172083333,320.698916667,233.602083333,244.354833333,195.16125,198.655916667,217.741916667,254.032333333,249.999916667,245.96775,233.064583333,144.8925,336.29025,124.462333333
220.10,216.414083333,187.37375,298.232333333,229.040416667,227.27275,169.444416667,167.929416667,203.282916667,235.353666667,225.2525,214.141416666,214.1415,123.98975,296.9695,119.444416667
220.47,1362.5,1195.83333333,1972.91666667,1468.75,1412.5,1045.83333333,902.083333334,1291.66666667,1525.0,1393.75,1375.0,1385.41666667,602.083333332,1977.08333333,595.833333333
220.85,-395.512916667,-333.974333333,-524.999916667,-416.025583333,-388.461583333,-263.4615,-217.307666667,-375.641166667,-426.923166667,-380.12825,-348.077,-410.256416667,-133.33325,-542.307583334,-148.076916667
221.23,-296.568666667,-264.21575,-418.137166667,-335.784416667,-320.097916667,-218.137416667,-183.8235,-332.843166667,-334.313583333,-297.548916667,-266.176333333,-326.470583334,-101.96075,-396.568666667,-163.235333333
221.61,-261.979166666,-220.3125,-368.229166667,-290.625,-269.270833333,-189.583333333,-159.895833333,-294.791666667,-308.854166667,-270.833333333,-219.791666666,-268.75,-64.5833333334,-360.416666666,-149.479166667
221.98,567.708333333,479.166666667,736.458333333,615.624999999,634.375,452.083333333,387.5,648.958333334,718.749999999,616.666666667,463.541666667,571.875,221.875,751.041666667,409.375
222.36,191.025583333,159.6155,231.410166667,214.102333333,215.384583333,166.987083333,142.948833334,222.435916667,252.243583333,217.62825,160.8975,193.269166667,89.1025833333,250.961583333,152.564083333
222.74,133.546916667,105.76925,155.341833333,149.786333334,145.726416667,112.60675,104.700833333,150.640916667,173.931583333,146.794833333,110.47025,134.188083333,68.5895833333,170.299166667,102.77775
223.11,153.27375,134.523833333,181.25,176.488,170.833333333,132.142833333,129.166666667,186.90475,195.238083334,176.78575,126.488166667,157.440583333,60.1190833334,209.226166667,122.32125
223.49,130.324,105.555583333,147.916666667,119.907583333,133.333333334,115.740666667,112.963083333,152.77775,148.8425,141.435166667,101.852,120.138916667,43.2870833333,164.583416667,99.0740833333
223.87,204.41175,110.78425,249.50975,146.078333333,183.33325,157.352916667,143.62725,221.078416667,213.235416667,206.3725,116.666666667,148.03925,-5.88233333325,271.568666667,131.862916667
224.24,246.212083333,119.697166667,308.333166667,113.636333333,205.303,171.212083333,178.787916667,284.091,258.333333333,253.030416667,134.848666667,179.545416667,-76.5151666667,380.302833333,121.212166667
224.62,242.361,108.3335,325.000083333,111.805666667,222.222166667,171.527583333,188.888916666,270.833333333,252.77775,261.111166667,139.583333333,188.889,-68.0555833332,390.2775,130.555583333
225.00,131.944666667,38.426,225.000083333,40.7408333333,118.9815,107.870333333,111.111083333,130.5555,163.889,156.481583333,94.9073333334,102.314833333,-75.4629166666,231.944333333,75.0001666665
225.38,87.0371666665,-16.6666666667,192.592583333,-13.4260000002,64.8149166665,58.3332500001,45.8333333334,60.1850833333,114.814833333,111.11125,59.2593333333,51.3888333331,-114.814916667,204.62975,19.4444166667
225.75,124.0195,12.2546666668,247.549083333,27.4508333335,106.862666667,102.94125,88.2352500001,89.706,154.411833333,160.784333333,114.706,99.0195,-75.0001666667,263.23525,74.9999166668
226.13,-1229.16666667,-79.1666666667,-2216.66666667,-325.0,-854.166666666,-875.0,-987.499999999,-724.999999998,-1337.5,-1500.0,-1083.33333333,-845.833333333,574.999999999,-2383.33333333,-841.666666667
226.51,-51.0416666666,18.75,-117.1875,2.08333333332,-28.6458333333,-26.8229166667,-38.28125,-19.2708333334,-43.2291666667,-61.4583333334,-48.6979166668,-26.5625,66.9270833334,-113.020833333,-31.5104166667
226.88,-24.4535833333,11.8850833333,-56.8306666667,1.77591666667,-14.2076666667,-13.2513333334,-22.6775833333,-8.06016666665,-19.1256666667,-28.96175,-26.9126666667,-14.3441666667,41.9399166667,-55.601,-19.6721666667
227.26,-47.096,-3.91425000003,-76.5151666667,-21.9696666667,-34.3434166667,-26.8939166667,-46.2120833333,-25.88375,-39.6465,-44.0655833333,-45.707,-33.0809166666,13.2575833333,-71.21225,-36.3635833333
227.64,-29.3440833333,-3.10283333333,-50.6206666667,-17.90775,-24.8226666667,-17.1098333334,-29.8758333333,-17.1985,-27.8368333333,-25.9750833333,-31.5600833333,-21.01075,11.9680833333,-46.3653333333,-21.45375
228.01,-27.1970833333,-8.03025000002,-44.8484166667,-22.0455833333,-28.7120833333,-15.0,-30.6818333333,-18.3334166666,-28.6363333333,-27.7273333333,-29.4696666666,-23.7879166667,8.86358333333,-41.1364166667,-19.0150833333
228.39,-18.7810833333,-1.30591666667,-31.96525,-14.3035833333,-20.83325,-7.40058333332,-21.1443333333,-6.96508333333,-18.0970833333,-20.02475,-18.719,-12.9351666667,11.3806666667,-29.5398333333,-11.567
228.76,-12.9509166667,2.44166666667,-21.2314166666,-8.75783333332,-12.2079166667,-2.70700000002,-14.70275,-1.69858333333,-12.9511666667,-12.208,-10.56275,-5.51999999999,14.9151666667,-19.3736666666,-3.66241666666
229.14,-11.3725833333,4.90191666667,-17.451,-6.96058333334,-10.7353333333,-1.0785,-13.4315,-1.27458333333,-8.38233333333,-9.50983333333,-7.45083333331,-3.13716666667,15.0489166667,-17.353,-0.63725
229.52,-14.2288333333,1.99466666666,-16.9325833333,-9.04241666667,-13.1205,-3.05849999999,-14.9379166667,-3.32449999999,-9.57433333333,-11.6134166667,-8.95391666667,-5.45225,12.18975,-16.2678333333,-2.65958333334
