wavelength,Back_TanCalf,Belly_TanCalf,Breast_TanCalf,Crissum_TanCalf,Crown_TanCalf,DorTail_TanCalf,Patch10_TanCalf,Rump_TanCalf,Throat_TanCalf,WingTip_TanCalf
578.60,4.62591666667,11.9251666667,10.13825,5.73116666667,57.5788333333,5.16166666666,12.6895833334,100.073305555,11.7093333333,6.65827083333
578.94,4.6685,11.95375,10.1685,5.78341666667,57.7944166667,5.2,12.7110833333,100.222666667,11.7484166666,6.70285416667
579.28,4.71641666667,11.9678333333,10.20975,5.8385,57.9325,5.25475,12.6973333333,100.320027778,11.78425,6.73733333333
579.61,4.7405,11.9894166667,10.2215,5.88433333334,58.0345833333,5.27308333333,12.6684166667,100.409416667,11.7724166667,6.7535625
579.95,4.78716666667,12.0105833333,10.2344166667,5.91125,58.1291666667,5.31675,12.6553333333,100.413361111,11.7843333333,6.79010416666
580.29,4.80275,12.0051666667,10.2313333333,5.92466666667,58.2450833333,5.34308333333,12.6415,100.490388889,11.7785833333,6.85952083333
580.63,4.85483333333,12.0549166667,10.2545,6.00266666667,58.3818333333,5.41583333333,12.6599166667,100.613777778,11.823,6.91683333334
580.97,4.9045,12.097,10.27925,6.02075,58.5875,5.44,12.6611666667,100.766361111,11.819,6.91535416667
581.31,4.9155,12.0908333333,10.26125,6.03941666667,58.7341666667,5.45391666667,12.63475,100.880972222,11.79975,6.94070833333
581.65,4.9175,12.1030833333,10.2731666667,6.07183333333,58.8841666667,5.45991666667,12.63875,100.939472222,11.8143333333,6.9551875
581.98,4.90083333333,12.0581666667,10.246,6.01541666667,58.96275,5.44241666667,12.58825,101.012111111,11.7765833334,6.92952083333
582.32,4.91183333333,12.0651666667,10.22675,6.00708333333,59.1865833333,5.43908333333,12.5729166667,101.212805556,11.7450833333,6.94027083333
582.66,4.90183333334,12.0466666667,10.19675,5.99241666667,59.29775,5.42766666667,12.5525,101.351083333,11.7076666667,6.94164583334
583.00,4.87625,11.9920833333,10.1523333333,5.96658333333,59.4725833333,5.38725,12.5428333333,101.54125,11.6599166667,6.91160416667
583.34,4.88708333333,11.992,10.1710833333,5.97166666666,59.6389166667,5.39833333333,12.5563333333,101.619611111,11.7004166666,6.956875
583.68,4.87691666667,11.9768333333,10.1696666667,5.97108333333,59.8504166667,5.38966666667,12.5274166666,101.833222222,11.7,6.9519375
584.01,4.89375,12.0264166667,10.1919166667,6.0125,60.0171666667,5.41816666667,12.5575,101.95975,11.7256666667,6.971375
584.35,4.91533333333,12.0140833333,10.2229166667,6.00725,60.199,5.412,12.56075,102.190305556,11.7326666667,6.9926875
584.69,4.98833333333,12.0823333334,10.3120833333,6.0905,60.34475,5.51266666667,12.6414166667,102.345,11.8390833334,7.083875
585.03,5.03333333334,12.11125,10.33825,6.1245,60.4538333333,5.52325,12.6545,102.477472222,11.8574166667,7.1205
585.37,5.07175,12.13625,10.3788333333,6.16091666667,60.5761666667,5.56508333333,12.6935,102.53225,11.8681666666,7.20872916667
585.70,5.1185,12.1535833333,10.4045,6.22208333333,60.626,5.62375,12.7093333333,102.450944444,11.8715,7.23802083333
586.04,5.18075,12.19725,10.454,6.29408333334,60.7178333333,5.71825,12.75325,102.456277778,11.9255,7.29947916667
586.38,5.20175,12.1928333333,10.4998333333,6.30266666666,60.93075,5.74741666667,12.7771666667,102.69325,11.9385,7.3145
586.72,5.21825,12.2648333334,10.5445833333,6.34108333333,60.9776666667,5.79358333334,12.8226666667,102.707944444,11.9579166667,7.35595833333
587.06,5.15683333334,12.1730833334,10.4689166667,6.29908333334,61.0794166667,5.74583333333,12.744,102.82525,11.8726666666,7.27452083333
587.39,5.15516666667,12.1365833333,10.4479166667,6.27158333333,61.1699166667,5.72533333333,12.7040833333,102.859333334,11.8314166667,7.2686875
587.73,5.16225,12.11075,10.4355,6.25475,61.2116666666,5.711,12.65375,102.812444445,11.78775,7.2369375
588.07,5.16116666667,12.0925,10.40925,6.24316666667,61.2675,5.72291666667,12.6364166667,102.723833333,11.748,7.24189583333
588.41,5.074,11.9763333333,10.30525,6.168,61.2175833333,5.65333333333,12.505,102.533194444,11.6345,7.1826875
588.74,5.02883333334,11.91575,10.2624166667,6.12683333333,61.247,5.638,12.4520833333,102.525583333,11.5863333333,7.15797916667
589.08,5.03725,11.9011666667,10.2336666667,6.10558333333,61.4459166667,5.6415,12.4248333333,102.740583333,11.56075,7.14522916667
589.42,4.95741666667,11.8183333333,10.1561666667,6.01966666667,61.6246666667,5.55408333333,12.3375,102.971416667,11.5040833333,7.11804166667
589.76,4.88833333333,11.7841666667,10.1090833333,5.97,61.6914166666,5.48283333333,12.2739166667,103.009166667,11.44425,7.07160416667
590.09,4.8965,11.8040833333,10.0803333333,5.99866666667,61.777,5.47066666667,12.2355,102.9435,11.4606666667,7.07660416666
590.43,4.82575,11.6784166666,9.95566666666,5.86366666667,61.8766666666,5.37266666667,12.08075,102.939111111,11.3488333333,6.98710416667
590.77,4.84016666666,11.6748333333,9.94025,5.86741666667,61.9673333333,5.38841666666,12.0803333333,102.894055556,11.3499166667,6.98452083333
591.11,4.82325,11.6779166667,9.93633333335,5.90191666667,62.038,5.39616666666,12.0719166667,102.871888889,11.3664166667,7.00533333333
591.44,4.84791666667,11.6715833333,9.94541666666,5.91666666667,62.24025,5.39391666667,12.074,103.027055556,11.3961666667,7.014875
591.78,4.82741666667,11.6411666667,9.91308333332,5.91391666667,62.395,5.35183333333,12.012,103.179361111,11.3650833333,6.9844375
592.12,4.855,11.6885,9.91075000001,5.94808333333,62.6599166667,5.36166666667,12.042,103.435694444,11.3748333333,7.00997916667
592.46,4.90408333333,11.7576666667,9.93508333334,6.00133333333,62.9300833333,5.41425,12.1045833333,103.635277778,11.415,7.042125
592.79,4.88466666667,11.7358333333,9.90724999999,6.02491666667,62.9796666667,5.40991666666,12.0735833333,103.562777778,11.386,7.00754166667
593.13,4.89208333333,11.7331666667,9.88891666667,6.03925,63.0180833333,5.40066666666,12.0503333334,103.486777778,11.3524166667,6.96910416667
593.47,4.94325,11.7465833333,9.88841666666,6.08016666667,63.22575,5.44108333333,12.0465,103.625083333,11.3853333333,7.00360416667
593.80,4.95158333333,11.7320833333,9.88975000002,6.04391666667,63.31625,5.47166666667,12.0406666667,103.670472222,11.3800833333,7.02495833333
594.14,4.98641666667,11.76675,9.91733333334,6.11858333333,63.4434166667,5.50725,12.0861666667,103.692638889,11.4220833333,7.066875
594.48,5.03216666667,11.7948333333,9.94816666668,6.16,63.5655833333,5.54516666667,12.0835,103.723722222,11.4415,7.129625
594.81,5.03583333333,11.8284166666,9.95000000002,6.14608333333,63.6686666666,5.54841666667,12.0723333333,103.753277778,11.4305,7.1150625
595.15,4.96616666666,11.753,9.83991666666,6.06141666667,63.6099166667,5.49825,11.9758333333,103.628777778,11.3234166667,7.06641666666
595.49,4.96366666667,11.7491666666,9.84041666668,6.07133333333,63.7788333333,5.51341666666,11.98,103.724166667,11.3289166667,7.0904375
595.82,4.95,11.71125,9.84475,6.05425,63.8846666667,5.48508333333,11.9594166667,103.754166667,11.3088333333,7.06445833333
596.16,4.96,11.6950833333,9.86674999999,6.08108333333,63.9981666667,5.49266666667,11.94075,103.793277778,11.3375833333,7.10179166667
596.50,4.9835,11.72175,9.87541666669,6.09541666667,64.088,5.5055,11.9290833333,103.790027778,11.3565,7.16247916667
596.83,5.04533333333,11.7668333334,9.90925,6.13391666666,64.1860833333,5.56916666666,11.9606666667,103.719583333,11.4089166667,7.2234375
597.17,5.08533333333,11.7710833333,9.94558333333,6.14308333333,64.3265,5.58316666667,11.9895833333,103.746222222,11.43075,7.25885416667
597.51,5.0815,11.7415833334,9.93425,6.16,64.3570833333,5.5625,11.9691666667,103.647111111,11.41025,7.24695833333
597.84,5.08258333333,11.74075,9.91941666667,6.15641666667,64.4433333333,5.58008333333,11.9423333333,103.612222222,11.4035,7.26452083333
598.18,5.02875,11.7265833333,9.87716666666,6.09508333333,64.58125,5.54683333333,11.9021666667,103.684555555,11.37925,7.22004166667
598.52,5.04216666667,11.6889166666,9.87616666666,6.10408333333,64.6365,5.578,11.8828333333,103.595194445,11.3736666667,7.23235416667
598.85,5.0405,11.6954166667,9.88866666666,6.13416666667,64.9018333333,5.58725,11.85475,103.638972222,11.3736666667,7.2351875
599.19,5.01083333333,11.651,9.83924999998,6.11316666667,64.9035,5.59083333334,11.7998333333,103.391416667,11.3395833333,7.23579166667
599.53,5.00325,11.6281666666,9.81041666666,6.11058333333,64.94475,5.60441666667,11.7716666666,103.221805556,11.32425,7.24895833333
599.86,4.94575,11.5704166667,9.75125000002,6.04741666667,64.9284166666,5.56216666667,11.7186666666,102.9535,11.2301666667,7.19116666666
600.20,4.92625,11.5080833333,9.71125,5.99483333333,64.89175,5.53025,11.6646666667,102.636722222,11.1940833333,7.13841666667
600.53,4.89833333333,11.4949166667,9.71283333335,6.01258333333,65.0924166667,5.52075,11.6814166667,102.794805555,11.17625,7.13710416667
600.87,4.85025,11.4715,9.65191666668,5.98658333334,65.0275,5.50633333333,11.6168333333,102.605111111,11.1295,7.09897916667
601.21,4.79391666667,11.4275,9.59441666667,5.93416666667,65.034,5.44808333334,11.5380833333,102.416111111,11.0488333333,7.06483333333
601.54,4.80333333333,11.4481666667,9.60258333334,5.9575,65.12175,5.44433333333,11.5374166666,102.421805555,11.0463333333,7.06054166667
601.88,4.84741666667,11.4778333333,9.65766666667,6.01716666667,65.19625,5.515,11.5635833333,102.328944445,11.0624166667,7.11958333333
602.21,4.86358333333,11.48025,9.63116666667,6.01333333333,65.3525833333,5.50008333333,11.5714166667,102.448083333,11.052,7.10958333333
602.55,4.97,11.55775,9.70033333333,6.09841666667,65.3415833334,5.57775,11.6593333334,102.375833333,11.1501666667,7.19845833333
602.88,4.9955,11.57125,9.73216666667,6.09833333333,65.4809166667,5.56375,11.66425,102.439111111,11.15225,7.16466666667
603.22,5.01858333333,11.59,9.7505,6.11825,65.6015,5.60908333333,11.65975,102.465333333,11.17575,7.19352083333
603.56,5.07858333333,11.6334166666,9.78125000001,6.17791666667,65.68725,5.65116666667,11.6925833333,102.448916667,11.2090833333,7.24497916667
603.89,5.09458333333,11.67925,9.79833333333,6.21741666667,65.9098333334,5.68566666666,11.7429166667,102.629027778,11.2268333333,7.2805
604.23,5.10791666666,11.6929166667,9.80100000001,6.22333333333,65.99875,5.69558333333,11.73575,102.537666667,11.20475,7.31341666667
604.56,5.09933333333,11.6560833333,9.79208333334,6.23525,66.0061666667,5.69766666667,11.7230833333,102.282277778,11.1763333333,7.311125
604.90,5.12283333334,11.6686666667,9.80400000001,6.25958333333,66.1505833333,5.72766666667,11.7538333333,102.314416666,11.1869166667,7.3429375
605.23,5.14083333334,11.6485,9.80599999999,6.25966666667,66.205,5.73333333333,11.7268333333,102.168833333,11.175,7.35591666667
