wavelength,Back_PhrFrum,Belly_PhrFrum,Breast_PhrFrum,Crissum_PhrFrum,Crown_PhrFrum,DorTail_PhrFrum,Patch10_PhrFrum,Patch11_PhrFrum,Rump_PhrFrum,Throat_PhrFrum,WingTip_PhrFrum
308.17,5.9497,6.4921,2.14393333333,7.77338518518,2.46463333333,4.99646666666,3.3334,4.86716666667,6.00033333333,4.5058,5.49886666667
308.54,6.06673333333,6.7306,2.45406666667,8.05237777777,2.6273,5.2686,3.48686666667,5.0653,6.29456666667,4.722,5.74786666667
308.90,6.03609166667,6.77753333333,2.51253333333,8.04677407407,2.5689,5.30986666666,3.46673333333,4.9627,6.37033333334,4.63813333333,5.69206666667
309.27,6.11111666667,6.77473333333,2.71426666667,8.13472222223,2.6303,5.36293333333,3.4786,4.83033333333,6.38933333333,4.6774,5.80413333333
309.64,6.328775,7.03976666667,2.97806666667,8.37477777777,2.8769,5.61486666667,3.72433333333,5.1714,6.68676666667,4.92133333333,6.20486666667
310.01,6.14090833333,6.87173333333,2.83206666667,8.19998148148,2.76783333333,5.43333333333,3.63446666667,4.98306666667,6.5738,4.76573333333,6.052
310.38,6.22159999999,6.90876666667,2.8954,8.30998518519,2.78436666667,5.56853333333,3.80093333333,5.06593333333,6.79076666667,4.8814,6.1504
310.75,6.27077500001,6.9052,2.89226666667,8.33407037038,2.896,5.57526666667,3.76666666667,5.29693333333,6.83143333334,4.8678,6.22486666667
311.12,6.77700833333,7.39396666667,3.53026666667,8.9793037037,3.36746666667,6.0624,4.29173333333,5.82283333333,7.40163333333,5.29733333333,6.74046666666
311.49,7.09253333333,7.73633333333,3.79466666667,9.22831111112,3.6099,6.39106666667,4.61753333333,6.09296666667,7.69776666666,5.5774,7.05286666667
311.85,7.26423333334,8.11763333333,4.09746666667,9.4653,3.77923333333,6.62906666667,4.8818,6.3222,7.9345,5.74333333333,7.14526666667
312.22,7.04179166667,8.00606666666,4.003,9.222,3.58976666667,6.43306666667,4.6566,6.17366666667,7.78756666666,5.57053333333,6.91933333333
312.59,6.76608333333,7.77986666666,3.59833333333,8.84587037037,3.24613333333,6.00886666666,4.3684,5.85603333333,7.42799999999,5.26606666667,6.60666666667
312.96,6.61613333333,7.73096666667,3.41406666667,8.67831851852,3.16533333333,5.7686,4.1548,5.7281,7.25933333333,5.06106666667,6.53106666667
313.33,6.62789166667,8.03153333333,3.3432,8.78347777778,3.26253333333,5.81833333333,4.2792,5.89603333333,7.39743333334,5.16926666667,6.51726666667
313.70,6.60375000001,8.0823,3.261,8.75038148149,3.25286666667,5.73786666667,4.29586666667,5.83666666667,7.33676666667,5.13093333334,6.42026666666
314.07,6.78045,8.44433333334,3.57853333333,9.00861851852,3.4365,5.91346666667,4.43173333333,6.1283,7.54090000001,5.32506666667,6.53733333333
314.43,6.71456666667,8.59669999999,3.54813333333,8.99291111112,3.3997,5.8118,4.42453333333,6.1623,7.46176666667,5.3072,6.3652
314.80,6.67902500001,8.71266666666,3.51973333333,9.04965555556,3.44746666667,5.8816,4.41006666667,6.14366666667,7.53060000001,5.3378,6.16666666667
315.17,6.48099999999,8.67723333334,3.22026666667,8.90673703703,3.22233333333,5.74333333333,4.26566666667,6.08293333333,7.29916666666,5.20253333333,6.06013333333
315.54,6.17460833333,8.62103333334,3.04633333333,8.79452962962,3.01056666667,5.5276,4.09326666667,5.92066666667,7.1624,4.937,5.9424
315.91,6.09195833333,8.61416666667,2.83706666667,8.68788888888,2.84756666667,5.33113333333,4.05133333333,5.83423333333,7.1896,4.88266666666,5.9778
316.28,6.45981666666,9.01063333333,3.03513333333,9.0928037037,3.0987,5.54226666667,4.2934,6.04696666667,7.54580000001,5.07533333333,6.36626666667
316.64,7.05428333333,9.5843,3.71513333333,9.78786666666,3.70813333333,6.1412,4.9036,6.53576666667,8.1483,5.75833333333,6.89793333333
317.01,7.03200833333,9.49036666667,3.68633333333,9.73339999999,3.57523333333,6.02606666667,4.85513333333,6.40133333333,8.06913333334,5.7456,6.75093333333
317.38,6.91068333333,9.21073333334,3.6252,9.71066296297,3.38766666667,5.85586666667,4.62966666667,6.24716666667,7.90619999999,5.52753333333,6.66186666667
317.75,6.68964166667,9.0379,3.55406666667,9.6527,3.18303333333,5.64026666667,4.4158,6.0257,7.80653333333,5.2798,6.44233333333
318.12,6.71429166667,9.10363333333,3.49153333333,9.72569259261,3.18826666667,5.65786666667,4.40446666667,5.9202,7.80143333333,5.36066666667,6.44386666667
318.49,6.92316666666,9.39206666667,3.65966666667,9.9444,3.3754,5.7686,4.41306666667,5.8722,7.9981,5.48206666667,6.64973333333
318.85,7.1076,9.62296666666,3.835,10.2360148148,3.46396666667,5.86393333333,4.6186,5.917,8.21666666667,5.56646666667,6.86746666667
319.22,7.06215833334,9.65306666666,3.90866666667,10.3959,3.63916666667,5.939,4.73533333333,5.8992,8.44326666667,5.61993333333,6.9156
319.59,7.40970833334,9.86536666666,3.97566666667,10.7582703704,3.93933333333,6.15026666667,4.91873333333,6.12963333333,8.65336666666,5.954,7.10546666667
319.96,7.42863333334,9.78133333333,4.0212,10.9543814815,3.94056666667,6.20993333333,4.81986666667,6.12083333333,8.59046666667,5.94866666667,7.00853333333
320.32,7.45678333334,9.75030000001,4.04253333333,11.0566555556,4.10333333333,6.35,4.95373333333,6.21096666667,8.6561,6.10126666667,6.98353333334
320.69,7.47199166666,9.88473333333,3.9234,11.1052777778,4.121,6.35753333334,4.89753333333,6.22136666667,8.52539999999,6.063,6.998
321.06,7.729725,10.2267666667,4.1142,11.3846037037,4.46533333333,6.58526666666,5.16133333333,6.63343333333,8.76436666666,6.27986666667,7.20153333333
321.43,8.04819166666,10.4693666667,4.42246666666,11.5222740741,4.6804,6.76433333333,5.42966666667,6.76316666667,9.00990000001,6.56653333333,7.3218
321.80,8.25890833333,10.6624,4.46546666667,11.6832703704,4.85163333333,6.94746666667,5.56953333333,6.939,9.1923,6.69093333333,7.49713333333
322.16,8.47711666668,10.8719333333,4.6924,11.7785925926,5.02456666667,7.1704,5.82713333333,7.27603333333,9.45660000001,6.79613333333,7.6982
322.53,8.36555833333,10.7483333333,4.61173333333,11.7323740741,4.96293333333,7.09073333333,5.85126666667,7.2724,9.26590000001,6.69026666667,7.72006666667
322.90,8.40359999999,10.8246666667,4.6068,11.6433037037,4.9481,7.0956,5.83633333333,7.21213333333,9.18896666667,6.6274,7.75313333333
323.27,8.16126666667,10.4874333333,4.24853333333,11.1800740741,4.5254,6.60366666667,5.3698,6.70486666667,8.73009999999,6.2546,7.34426666667
323.63,8.05659166667,10.5230666667,4.34993333333,11.0038074074,4.52326666667,6.5424,5.333,6.5784,8.65419999999,6.159,7.244
324.00,8.22553333333,10.7667333333,4.42673333333,10.9944888889,4.75196666667,6.72966666667,5.45946666667,6.55736666667,8.85896666666,6.3134,7.51
324.37,8.06134999999,10.7600666667,4.22373333334,10.818237037,4.64136666667,6.47506666667,5.24046666667,6.37933333333,8.75816666666,6.06566666667,7.32466666667
324.74,7.96675833333,10.6247,4.26646666667,10.7338296296,4.58946666667,6.30006666667,5.23206666666,6.41136666667,8.90933333333,5.93753333333,7.21853333333
325.10,7.96540833334,10.7709666667,4.39966666667,10.8436481482,4.6343,6.28593333333,5.34086666667,6.39513333333,8.93446666667,6.0584,7.25393333333
325.47,7.869025,10.7036666667,4.25193333333,10.7968111111,4.5304,6.19386666667,5.3322,6.292,8.75243333333,6.0424,7.16393333333
325.84,7.93559166667,10.7163666667,4.285,10.8490777778,4.5933,6.2084,5.35053333333,6.32593333333,8.69103333334,6.14493333333,7.21226666667
326.21,7.870975,10.6280333333,4.1014,10.8928555555,4.4964,6.05846666667,5.2164,6.18416666667,8.49793333333,6.0672,7.11806666667
326.57,7.83875,10.4980333333,3.9728,10.8448037037,4.4301,5.8742,5.0818,6.1386,8.41593333333,5.9944,6.9496
326.94,7.78776666667,10.3815333333,3.94746666667,10.8758185185,4.44876666666,5.7874,5.04006666667,6.17213333333,8.44920000001,5.99706666667,6.89593333333
327.31,7.88347499999,10.6614333333,4.06133333333,11.0733111111,4.6005,5.88893333333,5.13813333333,6.47363333333,8.63979999999,6.1424,6.95006666667
327.67,8.06056666667,10.8554,4.22326666667,11.2498481481,4.70953333333,5.98006666667,5.31986666667,6.74473333333,8.84836666667,6.2958,7.0234
328.04,8.10356666667,10.8716333333,4.23806666667,11.3586074074,4.73663333333,5.89693333333,5.25813333333,6.945,8.84749999999,6.33553333333,6.89753333333
328.41,8.20440833333,10.9304,4.4082,11.5297259259,4.74973333333,5.98173333333,5.40386666667,7.1092,8.94593333334,6.48773333333,7.11293333333
328.78,8.18036666667,10.9355333333,4.33153333334,11.5051407407,4.7285,5.97086666667,5.3424,7.01363333333,8.80056666667,6.53553333333,7.1256
329.14,8.05902499999,10.7913666667,4.122,11.4762185185,4.66753333333,5.89113333333,5.24846666667,6.915,8.64079999999,6.4486,7.06913333333
329.51,7.69265,10.7015333333,3.85713333333,11.2144851852,4.3818,5.63046666667,4.884,6.6647,8.39326666667,6.0886,6.76773333333
329.88,7.83770833333,10.9496,4.04346666667,11.4834814815,4.48743333333,5.7956,5.14286666667,6.89196666667,8.61300000001,6.27813333333,6.90426666667
330.24,7.86159166667,11.1697333333,4.19066666667,11.5674407407,4.49636666667,5.8368,5.28806666667,6.8917,8.79143333333,6.3268,6.90033333333
330.61,7.97636666667,11.4057333333,4.31333333333,11.7465592593,4.56796666667,5.96333333334,5.4576,6.9784,8.98199999999,6.42153333333,6.9748
330.98,8.00407500001,11.6902666667,4.37706666666,11.8389555556,4.63796666667,5.9974,5.5076,6.94536666667,9.04326666667,6.46253333334,6.9428
331.34,8.01506666667,11.6499333333,4.338,11.8489555555,4.73306666667,5.97746666667,5.60233333333,6.94026666667,8.93180000001,6.44813333333,6.96546666667
331.71,7.96326666668,11.7734,4.30033333333,11.9366111111,4.58706666667,5.88153333333,5.5362,6.84476666667,8.85666666667,6.4308,6.9822
332.08,7.84659166667,11.8067,4.22946666667,11.9327148148,4.3742,5.87686666667,5.59466666667,6.72166666667,8.80146666667,6.2946,7.0002
332.44,7.85499999999,11.9318333333,4.3346,12.0230296296,4.5401,5.8356,5.57133333334,6.7283,8.79953333334,6.3046,6.969
332.81,7.68125833333,11.8562666667,4.22693333333,12.0363296296,4.43316666667,5.72546666667,5.46393333333,6.63073333333,8.75689999999,6.14853333333,6.83713333333
333.18,7.79785833335,11.9495666667,4.46246666667,12.223862963,4.49576666667,5.87773333333,5.47893333333,6.77146666667,8.97679999999,6.20653333333,6.96406666667
333.54,7.78575,11.9537666667,4.50373333333,12.3246333333,4.62406666667,5.8432,5.551,6.74603333333,9.09520000001,6.2344,7.0238
333.91,7.68753333333,11.9550666667,4.45513333333,12.1713074074,4.5644,5.70386666667,5.3486,6.57363333333,8.9941,6.10846666667,6.91706666666
334.28,7.69936666666,11.9376,4.4042,12.1614037037,4.61983333333,5.71673333333,5.23913333333,6.6032,8.92563333333,6.09066666667,6.97726666667
334.64,7.47096666667,11.8297333333,4.29673333333,12.0396407407,4.5767,5.64506666667,5.0342,6.49756666667,8.81813333334,5.99486666667,6.8868
335.01,7.44665,11.7469,4.29046666667,12.0974666667,4.5864,5.62046666667,5.02833333333,6.55396666667,8.7809,5.93193333333,7.0038
335.38,7.36540833333,11.7588333333,4.289,12.1235888889,4.46293333333,5.6308,4.93033333333,6.40533333333,8.7575,5.89066666667,7.01466666667
335.74,6.95549166667,11.3352333333,3.88193333333,11.8149851852,4.15883333333,5.2822,4.5868,6.01416666667,8.35363333333,5.5538,6.6634
336.11,6.71104999999,11.2791,3.68086666667,11.6654925926,4.03533333333,5.11653333333,4.34433333333,5.82083333333,8.0998,5.35846666667,6.3916
336.47,6.51046666666,11.0809,3.41253333333,11.4062037037,3.68216666667,4.91693333333,4.1274,5.5742,7.88816666667,5.07693333333,6.17086666667
336.84,6.63098333334,11.3165,3.5386,11.563262963,3.74443333333,4.96526666667,4.1556,5.5878,7.92843333333,5.1272,6.26726666667
337.21,6.57573333334,11.3274666667,3.42846666667,11.4191296296,3.6464,4.82253333333,4.1024,5.4468,7.81273333333,5.06526666667,6.0668
337.57,6.83429999999,11.5702666667,3.60113333333,11.725662963,3.8115,5.00086666667,4.25433333333,5.74203333333,7.96993333333,5.26226666666,6.2796
337.94,6.45850000001,11.3282666667,3.29213333333,11.5374,3.4853,4.72186666667,3.96893333333,5.47563333333,7.71543333333,4.96793333333,5.97773333333
338.31,6.34807499999,11.2526,3.30293333333,11.4902666666,3.39796666667,4.548,3.95733333333,5.45736666667,7.68643333333,4.89193333333,5.8492
338.67,6.47659166666,11.4193,3.38346666667,11.5707703704,3.41146666667,4.64233333334,4.0836,5.56936666667,7.7797,4.98566666667,5.94093333333
339.04,6.50364999999,11.4878333333,3.37106666667,11.5669222222,3.33863333333,4.65126666667,4.0534,5.47256666667,7.82233333333,4.99693333333,5.89973333333
339.40,6.25006666667,11.3954666667,3.1404,11.3306444444,3.0516,4.3862,3.76713333333,5.214,7.63063333333,4.69333333334,5.59873333333
339.77,6.33131666667,11.4796333333,3.1876,11.3811148148,3.09523333333,4.3908,3.74946666667,5.27406666667,7.71603333333,4.54266666667,5.5266
340.14,6.52812499999,11.5967666667,3.39,11.580162963,3.27366666667,4.45686666667,3.93833333333,5.4358,7.8825,4.72053333333,5.66233333333
340.50,6.73095833333,11.8637666667,3.5946,11.8943962963,3.5391,4.70113333333,4.21126666667,5.6272,8.03453333333,5.03026666667,5.85373333333
340.87,6.82108333333,11.9296666667,3.66626666667,12.011,3.66626666667,4.85753333333,4.40193333333,5.7011,8.14583333334,5.15046666667,5.94126666667
341.23,6.63592500001,11.7522,3.45713333333,11.9285962963,3.4879,4.70146666667,4.2642,5.49203333333,7.99896666667,4.95186666667,5.8624
341.60,6.44438333334,11.6981333333,3.3362,11.7706111111,3.36266666666,4.54073333333,4.14013333333,5.3127,7.91063333333,4.827,5.6766
341.96,6.78545,11.983,3.61953333333,12.0869185185,3.65643333333,4.83793333333,4.38126666667,5.61236666667,8.17823333333,5.07946666667,5.89626666667
342.33,6.72528333334,12.011,3.50673333333,12.0930555556,3.6627,4.82426666667,4.3242,5.52806666667,8.1463,4.9968,5.82686666667
342.70,6.80243333333,12.0899666667,3.50866666667,12.2556814815,3.78663333333,4.852,4.42613333333,5.57376666667,8.1985,5.05073333333,5.8654
343.06,6.81483333333,12.1385333333,3.52446666667,12.3190925926,3.84436666667,4.8474,4.516,5.64833333333,8.17013333333,5.12246666667,5.87513333333
343.43,7.15836666667,12.4042333333,3.87513333333,12.6860518518,4.1925,5.1224,4.8888,5.9274,8.47496666667,5.39573333333,6.2338
343.79,7.08393333333,12.4271,3.89093333333,12.6813888889,4.15973333333,5.1108,4.87753333333,5.83346666667,8.44156666667,5.4726,6.2348
344.16,7.06761666667,12.4675,3.88546666667,12.7694148148,4.23023333333,5.15473333333,4.86886666667,5.79663333333,8.5112,5.45613333333,6.29753333333
344.52,7.07174166667,12.5849,3.81653333333,12.8296111111,4.18636666667,5.0736,4.77793333333,5.77816666667,8.61863333333,5.3614,6.26326666667
344.89,6.890925,12.5193666667,3.66346666667,12.7329037037,3.99946666667,4.92673333333,4.57433333333,5.69166666667,8.51593333333,5.152,6.02133333333
345.25,7.00249999999,12.781,3.82026666667,12.9468703704,4.14396666666,5.06406666667,4.77473333333,5.8839,8.73466666667,5.264,6.1486
345.62,7.11041666667,12.8177333333,3.919,13.0089777778,4.1922,5.18153333333,4.87146666667,5.99616666667,8.81876666667,5.25153333333,6.14986666667
345.99,7.113375,12.9004,3.94486666667,13.0665074074,4.22813333333,5.1388,4.88933333333,5.94743333333,8.81466666667,5.28086666667,6.18706666667
346.35,7.25894166667,13.1153333333,4.103,13.2492222222,4.3372,5.32386666667,4.98413333333,6.05013333333,8.94063333333,5.41546666667,6.37346666667
346.72,7.14588333333,13.0572,4.05986666667,13.1726259259,4.1808,5.19146666666,4.79506666667,5.96026666667,8.87273333333,5.2762,6.26046666667
347.08,7.19457500001,13.2469333333,4.18546666667,13.2554777778,4.2436,5.29193333333,4.8352,6.06833333333,8.97059999999,5.339,6.3344
347.45,7.00806666667,13.0991666667,3.92866666667,13.0693518518,4.08046666666,5.07966666667,4.589,5.8824,8.74676666666,5.22313333333,6.1228
347.81,7.10088333334,13.2893333333,3.98926666667,13.2080407407,4.2202,5.12953333333,4.7094,6.03003333333,8.91536666667,5.35386666667,6.26746666667
348.18,7.034775,13.3064666667,3.85326666667,13.0953444445,4.08076666667,5.005,4.66453333333,5.97853333333,8.79333333334,5.27173333333,6.21926666667
348.54,6.82763333334,13.1287,3.69226666667,12.9136444444,3.9311,4.82186666667,4.50206666667,5.7966,8.54326666667,5.088,5.9998
348.91,6.75035833334,13.1736333333,3.55433333333,12.9346259259,3.873,4.67866666667,4.45413333333,5.7501,8.41456666667,5.0468,5.99766666667
349.27,6.8212,13.2853333333,3.6328,12.9532592593,4.00696666667,4.6956,4.44986666667,5.85263333333,8.48803333333,5.13853333333,6.0092
349.64,6.82598333333,13.4021333333,3.5572,12.9939407407,4.00983333333,4.5786,4.40233333333,5.7615,8.47083333333,5.1538,6.05026666667
350.00,6.48444166667,13.0062,3.2052,12.6824851852,3.6896,4.23126666667,4.163,5.43213333333,8.17096666667,4.8446,5.76233333333
350.37,6.24130833333,12.7698,3.003,12.5573666667,3.51803333333,3.97773333333,4.0172,5.23946666667,7.95853333333,4.6796,5.62386666667
350.73,6.21370833333,12.9289333333,3.0368,12.6148407407,3.5738,4.04426666667,4.10093333333,5.24096666667,7.96176666667,4.74873333333,5.6652
351.10,6.02305833333,12.7243333333,2.83533333333,12.435262963,3.34963333333,3.80813333333,3.90813333333,5.03193333333,7.72836666667,4.51513333333,5.4332
351.46,6.10756666666,12.9246333333,2.9556,12.6665333333,3.39723333333,3.9936,4.12426666667,5.15933333333,7.89016666667,4.56486666667,5.51486666667
351.83,5.95408333333,12.7628,2.85106666667,12.6482407407,3.20713333333,3.9288,4.05593333333,5.0086,7.7479,4.39833333333,5.40033333333
352.19,5.717175,12.5268666667,2.6446,12.5055851852,3.027,3.79006666667,3.85553333333,4.78883333333,7.5433,4.20653333333,5.1558
352.55,5.80508333333,12.6454333333,2.76246666667,12.6896185185,3.1567,3.94906666667,3.97173333333,4.86116666667,7.61043333333,4.38293333333,5.27066666667
352.92,5.98530833334,12.7471,2.9902,12.7998222222,3.3234,4.20126666667,4.18726666667,4.97743333333,7.81053333333,4.61866666667,5.44173333333
353.28,5.93519999999,12.7351333333,2.99853333333,12.9192444444,3.30673333333,4.30993333334,4.1786,4.95376666667,7.73266666667,4.61646666667,5.4888
353.65,5.91224999999,12.8416333333,3.0514,13.0157444444,3.31733333333,4.46486666667,4.23106666667,5.01213333333,7.76083333333,4.677,5.56173333333
354.01,6.08842500001,13.1420333333,3.1962,13.2465518519,3.4525,4.66113333333,4.4082,5.20113333333,7.92176666667,4.8044,5.68173333333
354.38,6.08730833333,13.1856,3.163,13.2170740741,3.42263333333,4.65966666667,4.37066666667,5.15516666667,7.90073333333,4.73893333333,5.54053333333
354.74,6.05795,13.0951333333,3.1042,13.1754777778,3.36206666667,4.55453333333,4.29786666667,5.09283333333,7.83643333333,4.63153333333,5.39713333333
355.11,6.06517499999,13.19,3.07806666667,13.3118185185,3.4109,4.6016,4.34153333333,5.13936666667,7.8877,4.68233333333,5.46353333333
355.47,6.08840833333,13.2367,3.10466666667,13.3436851852,3.48193333333,4.58166666667,4.28006666667,5.15386666667,7.90816666667,4.72606666667,5.5006
355.83,6.20293333334,13.376,3.1558,13.4408814815,3.57396666667,4.6578,4.31386666667,5.22783333333,7.93,4.81453333333,5.535
356.20,6.32355000001,13.5698,3.23706666667,13.5327814815,3.6276,4.68366666667,4.32746666667,5.28293333333,8.01083333333,4.90293333333,5.58433333333
356.56,6.30839166667,13.6940666667,3.241,13.6075185185,3.6242,4.725,4.3496,5.34306666667,8.04123333333,4.8842,5.62946666667
356.93,6.102225,13.5738,2.99886666667,13.4602888889,3.40493333334,4.49706666667,4.11693333333,5.1498,7.8574,4.64706666667,5.41673333334
357.29,5.97895,13.5460333333,2.7728,13.3271333333,3.17586666667,4.28033333333,3.933,4.97486666667,7.70906666667,4.4484,5.263
357.66,5.96073333333,13.5198,2.67186666667,13.3051037037,3.09176666667,4.1698,3.8674,4.95143333333,7.647,4.3478,5.19693333333
358.02,5.94150833333,13.6160666667,2.70686666667,13.3400148148,3.15206666666,4.23333333333,3.9086,5.05576666667,7.70146666667,4.39966666667,5.2528
358.38,5.97754166667,13.7273,2.69606666667,13.4336296296,3.19063333333,4.28713333333,3.97046666667,5.12516666667,7.73853333333,4.459,5.28433333334
358.75,6.04649166667,13.8287666667,2.6778,13.5855444444,3.22346666667,4.35993333333,4.05826666667,5.14536666667,7.78573333333,4.5366,5.4322
359.11,6.18130833333,14.0202666667,2.7918,13.7466777778,3.31036666667,4.4944,4.19666666667,5.19483333333,7.9047,4.674,5.5272
359.48,6.136775,14.0516,2.77746666667,13.7979407407,3.25423333333,4.449,4.19333333333,5.20883333333,7.8654,4.70646666667,5.49
359.84,6.27660833333,14.2414666667,2.94206666667,13.981937037,3.47583333333,4.5788,4.33153333333,5.3709,8.02713333333,4.8882,5.6866
360.20,6.39778333333,14.4426333333,3.16353333333,14.2110074074,3.6235,4.69986666667,4.52066666667,5.57543333333,8.2367,5.0264,5.85326666667
360.57,6.38710833333,14.3903666667,3.1304,14.2109333333,3.5623,4.60786666667,4.44646666667,5.5258,8.19196666667,4.98906666667,5.8108
360.93,6.51579166667,14.5847,3.30453333333,14.4196777778,3.7254,4.7564,4.56926666667,5.68036666667,8.3246,5.0976,5.96273333333
361.29,6.62378333334,14.6824333333,3.42353333334,14.549962963,3.86466666667,4.8572,4.6672,5.79266666667,8.44540000001,5.2442,6.0558
361.66,6.67125833333,14.8005,3.48926666667,14.6638925926,3.91056666667,4.9154,4.7232,5.84886666667,8.48566666667,5.3504,6.10953333333
362.02,6.63581666666,14.8092333333,3.4232,14.674662963,3.82456666667,4.8304,4.62666666667,5.76493333333,8.4201,5.328,6.0478
362.39,6.68955833333,14.8681,3.49613333333,14.7633259259,3.8492,4.82166666667,4.62446666667,5.79146666667,8.44006666666,5.40846666667,6.15106666667
362.75,6.65845000001,14.8868666667,3.496,14.7692481482,3.81423333333,4.80833333333,4.56993333333,5.78816666667,8.38100000001,5.38253333333,6.09806666667
363.11,6.58390833334,14.7695333333,3.38166666667,14.6937518519,3.7372,4.70746666666,4.48,5.72003333333,8.30736666667,5.29213333333,5.9852
363.48,6.63676666667,14.7617666667,3.35793333333,14.6501185185,3.78476666667,4.7296,4.5044,5.7003,8.31416666666,5.24806666667,6.00486666667
363.84,6.62426666666,14.8434,3.31766666667,14.6447333334,3.74686666667,4.70633333333,4.48893333333,5.68866666667,8.30186666667,5.23153333333,5.9962
364.20,6.64079166667,14.8891666667,3.28053333333,14.6816592593,3.7784,4.73266666667,4.46173333333,5.69176666667,8.27603333333,5.24486666666,5.97213333333
364.57,6.71936666667,15.012,3.3668,14.7765777778,3.8999,4.80013333333,4.5614,5.7813,8.35623333334,5.3468,6.04006666667
364.93,6.74493333334,15.0323333333,3.32546666667,14.7655740741,3.88453333333,4.78393333334,4.56633333333,5.72453333333,8.35713333333,5.37833333333,6.0006
365.29,6.70625833333,15.0204666667,3.2692,14.7954814815,3.8601,4.7392,4.56993333333,5.6445,8.29456666667,5.34866666667,5.9676
365.66,6.80066666667,15.0964666667,3.37186666667,14.8844925926,4.0019,4.857,4.6772,5.70016666667,8.40926666666,5.414,6.04433333333
366.02,6.82085833334,15.1128666667,3.35853333333,14.8758,4.03903333334,4.9044,4.7274,5.66826666667,8.44893333334,5.3546,6.04746666667
366.38,6.83553333333,15.1994,3.39886666667,14.9433296296,4.11846666667,4.99753333333,4.84886666666,5.73523333333,8.54549999999,5.3692,6.0508
366.75,6.91755833333,15.3476333333,3.432,15.0443074074,4.26503333333,5.05546666667,4.93886666667,5.8297,8.62916666667,5.42253333333,6.0956
367.11,6.94875833333,15.4816333333,3.4906,15.1269185185,4.33096666667,5.1058,4.97673333333,5.8736,8.66416666667,5.45586666667,6.12593333333
367.47,7.00845833334,15.6475666667,3.5874,15.2734851852,4.3882,5.2208,5.0412,5.9753,8.75916666666,5.54693333333,6.17173333333
367.84,7.04615833334,15.6685333333,3.59973333333,15.3134333333,4.3921,5.278,5.0446,5.95606666667,8.78946666666,5.52933333333,6.18993333333
368.20,6.98587499999,15.6306333333,3.49106666666,15.2922259259,4.27913333333,5.2168,4.94766666667,5.83293333333,8.68176666667,5.4488,6.12133333333
368.56,6.917475,15.6283,3.43526666667,15.2403592592,4.1883,5.17053333333,4.85346666667,5.7658,8.61033333333,5.37453333333,6.0486
368.93,6.79009166666,15.5595,3.3444,15.1859703704,4.0896,5.02913333333,4.70713333333,5.68626666667,8.46393333333,5.2288,5.96846666667
369.29,6.71691666667,15.5662,3.28433333333,15.1315148148,3.98643333333,4.95773333333,4.59226666667,5.6213,8.36926666667,5.0954,5.91893333333
369.65,6.54672499999,15.4582333333,3.12386666667,14.9850259259,3.7826,4.7272,4.3878,5.4249,8.1725,4.91546666667,5.7622
370.01,6.71935833334,15.7301333333,3.37986666667,15.2456444445,4.0101,4.9414,4.59513333333,5.66106666667,8.35663333333,5.16473333333,5.9744
370.38,6.84076666667,15.8809666667,3.44266666667,15.3952666667,4.0891,5.00386666667,4.67186666667,5.7557,8.47556666667,5.24746666666,6.0728
370.74,6.83830000001,15.8737666667,3.43726666667,15.3750703704,3.9791,5.0068,4.64933333333,5.70996666667,8.49466666667,5.23093333333,6.05653333333
371.10,6.99525833333,16.0554666667,3.60106666667,15.5430407407,4.1247,5.14146666667,4.77593333333,5.82953333333,8.65823333333,5.3688,6.2652
371.46,6.90618333334,16.0483333333,3.53,15.5093148148,4.0647,5.0436,4.6634,5.7649,8.5882,5.2896,6.2046
371.83,6.78366666666,15.9413333333,3.3694,15.4464074074,3.90226666667,4.85606666667,4.5548,5.6695,8.44813333333,5.17786666667,6.03293333333
372.19,6.89390833333,16.1466,3.55253333334,15.5791111111,4.04666666667,4.95626666667,4.7192,5.80313333333,8.5803,5.30626666667,6.21293333333
372.55,6.95430833334,16.2155666667,3.61993333333,15.6824185185,4.06533333333,5.00726666667,4.79446666667,5.82023333333,8.65279999999,5.3592,6.27373333333
372.92,7.14013333333,16.4154,3.82513333333,15.9036444445,4.24023333333,5.21453333333,5.01213333333,6.00953333333,8.86343333333,5.56326666667,6.46966666667
373.28,7.31854166666,16.5670666667,4.02153333333,16.0680740741,4.39533333333,5.4104,5.1698,6.16423333333,9.06866666667,5.7342,6.62066666667
373.64,7.45314166667,16.7027333333,4.14353333333,16.2244,4.53276666667,5.56846666667,5.29586666667,6.29606666667,9.23190000001,5.88493333333,6.79753333333
374.00,7.340425,16.5782333333,3.99753333333,16.1223888889,4.38426666667,5.42493333333,5.1286,6.1097,9.08973333333,5.75353333333,6.67486666667
374.37,7.16626666666,16.4757666667,3.87753333333,15.9898407407,4.21023333333,5.2954,4.93006666666,5.9624,8.93013333333,5.6504,6.52186666667
374.73,7.16354999999,16.5480333333,3.97446666667,16.0489925926,4.2664,5.3184,4.97633333333,5.99663333333,8.96433333333,5.7166,6.58613333333
375.09,6.94217499999,16.4095666667,3.7206,15.9579481481,4.0177,5.09953333333,4.76753333333,5.80886666667,8.76976666666,5.5072,6.3828
375.45,6.98013333333,16.4901333333,3.72593333333,16.0441074074,4.0329,5.12146666667,4.8182,5.8009,8.7939,5.5126,6.41
375.81,6.96108333334,16.5237333333,3.79426666667,16.0919,4.08086666667,5.15266666667,4.78813333333,5.7735,8.79353333333,5.50173333333,6.39353333333
