wavelength,Back_ThrCypf,Belly_ThrCypf,Breast_ThrCypf,Crissum_ThrCypf,Crown_ThrCypf,DorTail_ThrCypf,Patch10_ThrCypf,Patch11_ThrCypf,Rump_ThrCypf,Throat_ThrCypf,WingTip_ThrCypf
187.53,55.8025333333,82.7159333333,121.728466666,112.592666667,83.5391333333,77.6954000001,70.0410666666,64.4444666666,87.4074666666,88.6419333333,92.0988000001
187.91,62.6668,87.4511333335,129.7254,116.6274,89.0197333333,86.5098666666,78.5099333333,78.0392666667,88.8627333333,97.9607333333,99.5292666667
188.29,67.4602666667,92.9364666666,137.698266666,124.761933333,92.1428666668,92.3016000001,79.7619333333,88.254,91.2699333333,104.6032,107.460333333
188.67,76.7424666667,99.3939333333,139.393866667,130.151533333,94.9243333334,102.3486,91.2121333335,99.5454000001,100.909133333,110.984733333,114.5454
189.05,77.6720000001,110.1588,166.7726,160.105866667,103.068666667,116.5078,98.9417333333,109.100466667,110.2646,123.7038,128.571466667
189.43,79.2156666667,101.490266667,144.470533333,136.000066667,90.5881333334,110.196066667,94.4314000001,98.5882666667,100.862666667,109.019666667,113.1766
189.81,67.3201999999,87.5816666667,123.725533333,114.248333333,78.6928000001,95.3594,79.0848,86.4704666667,84.3791333334,91.9606666667,94.5099333333
190.19,73.9856,94.7101333333,134.637666667,124.999933333,83.9130000001,101.739133333,84.8550666666,94.2029333333,91.4491333334,96.0145999999,102.4638
190.57,77.3662,94.7325999999,141.069866667,136.954733333,88.2304000001,106.502133333,86.4197333333,97.6953333332,98.1069999999,104.279933333,109.9588
190.95,100.625266667,124.791866667,179.583666667,168.5418,121.562733333,138.021,112.291933333,119.479333333,130.417,138.229333333,146.8752
191.33,91.2280666666,111.052666667,149.999933333,146.052533333,101.7544,115.789533333,100.877266667,104.649,118.4212,119.386066667,130.526266667
191.71,85.7723333333,103.6586,139.430933333,133.1708,90.4064666667,106.7478,94.5528666667,98.5364666665,109.593533333,112.195266667,118.8616
192.09,94.0740000001,113.004066667,139.423933333,139.753133334,96.1316666667,114.4856,98.8476000001,104.691333333,118.8478,117.284066667,123.868333333
192.47,81.7508,97.5084,114.410666667,113.872133333,81.6836,97.5757999999,88.5522,90.4376666665,99.3266000001,97.5083333334,103.097533333
192.85,73.9450666666,90.7646000002,104.4036,101.2844,73.4557333333,86.2386666667,79.6330666667,78.2874666666,88.6849333334,88.4403333333,90.2141333334
193.23,70.3124666666,84.7916666668,92.3436,93.8019333333,69.7916,76.8229999999,74.0104,75.7811333333,80.2082666667,84.0103333335,85.4687333332
193.61,68.0580666667,85.3334000001,93.8549999999,95.8839333333,68.9276,75.1304666667,73.1014666667,76.2899333334,80.4638,89.9130000001,84.6377333333
193.99,65.6496666667,82.1468666666,90.7909333333,90.9604,67.4011333333,70.7344666666,74.0113333334,73.8982666667,78.0791333333,88.8134666667,81.8077999999
194.37,68.0991333333,83.6362666666,91.5702,90.1926666666,67.6033333333,74.2148666667,76.9696666666,71.6254666667,80.9916666667,90.9091333334,80.8815333333
194.75,65.8156666667,81.2292000001,87.0921333333,82.0804666666,64.3498666667,69.8818666667,73.5223333333,68.1796,78.2505333333,85.9574000001,77.2577333333
195.13,62.5375333333,76.9463333333,81.5484666667,78.1935999999,59.312,65.4193333333,66.6238,66.8387333333,72.7742,79.2257333334,69.6773333333
195.51,64.5416666667,76.0416666667,82.9166666667,79.5416666667,60.7083333333,67.875,68.4583333334,69.3333333333,75.4166666667,79.5416666667,70.3749999999
195.89,64.5752,78.0391999999,87.0152666667,83.2681333334,61.9609333333,69.1503333333,70.5881333334,70.9366666667,77.7778,81.7866,70.4138
196.27,58.0712666667,74.7169999999,83.7317333333,77.5682666667,59.3291333333,63.1865333333,66.6246666667,65.7022666667,74.2977333333,77.6939333333,65.6185333333
196.65,56.1960666667,71.7253333333,78.5097333333,76.1176666667,55.8822666667,58.1177333333,60.196,60.6667333333,71.6862666667,73.9216666667,61.6079333333
197.03,55.8811333333,69.9787333333,75.6263999999,75.4138666667,53.5882,54.3099333333,56.4756,59.6177333334,70.8705333333,73.2484666667,60.2546666667
197.40,57.8683333333,75.1020000001,82.4941333333,76.5532666667,58.4126666667,60.5442,59.9094,61.814,75.4647333333,78.1404666667,62.8570666667
197.78,55.4192,68.0573333333,72.8424666667,70.1841333333,54.724,55.5010666667,56.3190666667,57.3006,70.8794,70.5522,58.5276
198.16,58.0202,72.3636,74.7071333333,72.6062,55.8787333333,60.0404,55.9595333333,59.0303333333,73.9394666667,72.9697333333,60.5655333333
198.54,56.328,69.3761333333,69.9108,68.4134666667,55.9357333334,57.0766666667,56.0428666667,59.7504666667,70.4456666667,71.0516666667,58.4669333333
198.92,57.0543333333,72.8682666667,71.2015333334,69.7674666667,57.2480666667,59.9611333333,57.6744,63.4496,71.8217333333,74.1084666667,59.1861333333
199.30,52.972,68.7148,66.3453333333,67.5904,54.6186,55.9840666667,55.5422666667,60.4016666666,66.8674,71.5260666667,57.8714
199.68,54.6587333333,73.4940666667,67.4298000001,69.3574,58.5141333333,59.1967333333,55.5019333333,63.1326,67.751,75.3414,61.0842666667
200.06,60.7500000001,78.8333333333,72.3333333333,73.2916666667,64.0416666667,64.1666666666,60.8333333333,70.4166666667,72.9166666667,83.375,67.0
200.44,66.1643333334,82.6027999999,78.5843333333,76.3013333334,67.1690666666,67.1690666666,65.0228666667,74.3836,76.8037333333,87.0776666667,71.7809333333
200.82,71.6029999999,88.9058666667,85.4963333333,77.1500666668,72.4682,73.8422666667,74.7074666667,79.3382666667,85.8015999999,95.5724666667,78.7784666667
201.19,66.0402666667,82.461,79.2840666666,70.1119333333,65.6376666667,70.425,71.3198666667,73.5124,79.0157333334,87.6958666667,72.528
201.57,65.1453999999,79.1051333333,75.4809333333,67.3379333333,61.5658666667,67.8299333333,68.6801333333,73.2886666667,79.8658,85.5929333333,68.3220666667
201.95,71.8032666666,94.3716666667,87.8142000001,78.634,71.2568666667,80.9835333333,78.1420666667,86.2294666667,93.1147333333,99.8907999998,78.6884666667
202.33,64.1529999999,85.1365333333,78.1966666667,69.2349333333,66.0654666667,69.8359999999,70.6010666667,78.1968000001,85.1912666667,91.8032666668,70.2734
202.71,66.9934666666,90.7843333333,82.1568666668,74.0523333333,67.0588666667,71.6992666665,71.1764666667,83.7907999999,88.6928666667,92.6797333332,70.9804666667
203.09,71.9444666666,95.6944,84.2361333333,76.9444666666,70.8334666667,70.0000666667,75.0001333333,84.9305333333,94.1665999999,93.1943333334,75.2777333333
203.47,84.4714666667,109.268266667,97.2358000001,81.8700000001,80.8942666666,81.3821333334,86.7479333333,98.2926666667,107.7236,104.3088,81.7072666667
203.85,86.4242666667,126.5454,102.909133333,77.2121333333,76.0000000001,81.3332,101.696933333,114.181933333,125.575733333,116.242533333,74.5455333333
204.22,81.8888000001,120.3334,91.7778666667,67.4444666667,71.5556,78.7777333333,94.0000000001,103.888933333,117.555533333,106.222266667,65.8887999999
204.60,105.912066667,141.006266667,107.5472,85.6603999999,88.1761333333,98.6162666667,115.974733333,130.943466666,134.088066667,127.7986,79.7485333334
204.98,102.411466667,142.127666667,109.219866667,84.3970666666,81.1348666665,96.3121333333,109.078,134.609933333,129.219933333,118.723466667,67.3757999999
205.36,287.692266667,427.179466667,339.999933333,240.0,271.2822,265.641,341.025533333,427.692333333,364.102533333,341.538466667,144.102533333
205.74,337.575800001,491.515,390.909066667,253.333333333,313.939333333,304.242333333,406.0606,503.6364,404.2424,360.606066667,192.727333333
206.12,431.1112,571.111066667,463.703666667,296.2962,389.6296,371.8518,463.703666667,604.444399999,453.333333333,437.037066667,217.037
206.50,-406.666666667,-514.0,-376.666666666,-243.333333333,-296.0,-332.0,-410.0,-553.333333333,-335.333333333,-354.0,-178.666666667
206.87,-826.666800001,-995.5556,-804.444333333,-467.777866667,-598.888933333,-678.889066667,-833.333333332,-1072.22213333,-716.666733333,-799.999933335,-504.4444
207.25,-474.666666667,-533.333333333,-456.0,-214.666666667,-337.333333333,-398.666666667,-446.666666667,-624.0,-350.0,-468.666666667,-272.0
207.63,1871.11113333,2237.77773333,1786.66673333,991.111066665,1408.88886667,1675.5556,1902.22226667,2224.44446667,1435.5556,1971.11126666,1313.33333333
208.01,1510.66666667,1561.33333333,1453.33333334,933.333333333,1237.33333333,1317.33333333,1432.0,1549.33333333,1158.66666667,1473.33333333,1185.33333333
208.39,643.888933333,672.222266667,628.888866666,427.777666666,537.777733333,594.999999999,618.333333333,648.888866667,485.000133333,592.777733333,529.444466666
208.77,434.761866667,491.428466667,432.857266667,242.857133333,366.666666667,419.047666667,450.952333333,460.0,339.0476,415.238133333,364.7618
209.14,793.333333335,903.333333333,787.500000001,427.5,642.5,720.0,796.666666666,836.666666667,601.666666667,783.333333334,661.666666667
209.52,245.7142,296.190533333,249.523866667,137.142933333,189.047666667,238.333466667,255.238,259.047533333,201.190333333,245.0,221.666666667
209.90,274.133333333,333.866666667,269.866666666,160.0,218.666666667,250.933333333,285.066666667,281.333333333,222.666666667,274.666666667,224.266666667
210.28,144.5752,176.9934,144.052333333,83.7908666667,115.0328,135.555466667,157.1242,145.882466667,121.176533333,138.431333333,113.594733333
210.66,146.962866667,186.962866667,163.703733333,81.1851333333,126.518533333,148.888866667,176.148133333,154.666666667,134.0742,144.7408,125.925866667
211.03,161.010066666,226.464733333,172.9292,75.5555333333,145.050533333,173.333333333,204.4444,180.808066667,149.696933333,151.919266667,130.909
211.41,157.916666667,246.041666667,169.166666667,77.2916666666,129.583333333,165.208333333,205.833333333,178.541666667,148.75,147.5,120.416666667
211.79,164.722266667,281.944533333,178.333266667,69.7221333333,132.499933333,163.611066667,217.777866667,211.111266667,147.777666667,146.666733334,99.7221999999
212.17,95.4545333333,244.242466667,103.0304,-12.4242,59.6968666665,103.6364,144.848466667,158.787866667,71.8182,63.9393333333,13.6364000001
212.55,76.9443333333,210.000066667,79.7222000001,-33.0555333332,55.0001333333,62.7776666668,116.9444,149.4444,59.7221999999,65.0000666667,11.6665333334
212.92,98.5964000001,258.5966,102.4562,-38.5964666666,88.4210666665,83.1579333334,137.543866667,192.2806,91.2281333334,84.2104666666,4.56139999994
213.30,121.25,303.333333333,84.9999999999,-44.1666666666,144.583333333,123.333333333,159.583333333,250.416666667,107.5,83.3333333331,9.99999999986
213.68,-436.666666668,-1116.66666667,-205.0,198.333333333,-590.000000001,-429.999999999,-490.0,-983.333333333,-406.666666666,-256.666666667,-35.0000000001
214.06,325.555533334,780.000000001,137.777866666,-170.000066666,388.888866667,369.999933333,354.4444,655.555533333,247.7778,186.666666667,87.7777333331
214.44,-72.5000000001,-241.666666666,5.00000000014,113.333333333,-104.583333333,-64.1666666667,-60.4166666667,-212.5,-20.4166666667,-3.75000000006,2.50000000001
214.81,-7.91666666661,-177.916666667,85.8333333331,190.833333333,-28.7500000001,20.8333333331,29.5833333333,-135.416666667,54.5833333333,58.7500000001,84.9999999999
215.19,-131.1112,-574.4444,43.3332666667,352.2222,-200.0,-34.4443999999,-19.9999333334,-450.000133334,61.1111333333,51.1111333332,71.111133334
215.57,-82.6666666666,-521.333333333,126.666666667,483.999999999,-228.0,-36.0,3.99999999986,-490.666666667,109.333333333,160.0,118.666666667
215.95,72.0000000006,-429.333333333,178.666666667,622.666666666,-113.333333333,40.0000000002,59.9999999993,-333.333333334,126.666666667,305.333333334,172.000000001
216.32,79.5237999999,260.952533333,59.0476666667,-99.0475999999,154.761933333,66.6666,107.142666667,224.762066667,61.4285333334,13.3334000001,50.9524
216.70,-61.3333333335,-278.666666667,-27.3333333335,193.333333333,-113.333333333,-29.9999999998,-80.6666666666,-227.333333333,-29.9999999999,92.0000000002,53.3333333335
217.08,2.31886666654,-94.7826666666,26.3768000001,120.2898,-1.15933333334,30.1450666667,13.9129999999,-37.1014000003,36.2317999999,95.3622666666,40.8695333333
217.46,21.2345333332,-64.4444666667,40.7407333333,119.259266667,28.8887999999,54.0740666666,27.1604666666,2.2222666666,56.2962,105.432066667,44.9384
217.83,-290.000000001,-1306.66666666,90.0,1276.66666667,13.333333332,500.0,-13.3333333335,-330.000000001,263.333333333,1073.33333333,206.666666664
218.21,39.7916666667,-16.4583333333,52.7083333334,127.083333333,54.3750000001,98.7499999999,54.7916666666,23.9583333335,71.25,130.0,57.2916666667
218.59,59.6666666667,15.3333333333,67.8333333332,142.0,74.8333333333,109.166666667,71.6666666667,57.6666666667,76.5000000001,134.333333333,63.8333333333
218.97,4.0,-40.4443333332,30.6667333335,126.000066667,27.5556000001,91.7777999999,30.8888000001,6.00006666666,25.1111333333,129.555466667,13.5556
219.34,8.71793333332,-21.1966,32.9913999999,119.145266667,29.9145333333,88.8888666666,41.8803333333,26.1537333333,26.8376,119.4872,21.8802666667
219.72,-2.27266666667,-24.8484666667,26.5151333334,95.1514666666,12.2727333333,70.6060666666,32.5758666667,23.3333333334,19.3938666667,95.4545333333,13.0303333333
220.10,-18.8888,-16.3492,25.5555333333,98.8888000001,4.60326666658,66.3491333334,37.3015333333,18.0951999999,13.3333333333,90.9524,5.23799999999
220.47,-14.3939333333,0.60599999998,40.3029333333,105.605933333,16.6666666667,58.7878666665,48.9394666667,33.7878000001,14.0908666667,98.7880000003,16.0604666667
220.85,-31.5314666666,-20.7207333333,22.3423333333,111.7118,-3.06313333328,37.2974000001,33.1530000001,14.2341333333,-8.8288,99.8199333335,-3.78379999993
221.23,-99.6969333333,-74.8484666666,-1.51526666673,137.878866667,-52.4243333333,6.6666,7.57566666666,-40.909,-75.1514666666,103.9394,-38.1817333333
221.61,-722.222266666,-535.555533333,-131.111066666,919.999999999,-551.111266667,-59.9998666672,26.6667333333,-435.555533333,-733.333266667,557.777866667,-264.4444
221.98,6.87499999993,24.7916666666,58.1249999999,153.75,7.08333333346,51.0416666666,68.3333333333,26.0416666667,11.0416666667,115.833333333,41.6666666667
222.36,-155.0,-46.6666666666,40.0000000001,430.833333333,-150.833333333,-25.8333333334,111.666666667,-44.1666666665,-146.666666667,241.666666667,20.8333333331
222.74,943.333333334,540.0,393.333333333,-1170.0,1086.66666667,736.666666667,193.333333334,826.666666667,1213.33333333,-300.000000001,220.000000001
223.11,184.0,128.0,146.0,-176.666666667,268.666666666,205.333333333,99.3333333334,195.333333333,284.666666667,31.3333333333,44.6666666667
223.49,81.1111333335,7.22226666666,59.4444666667,-223.888866667,151.111,154.444533333,42.2222666665,111.6666,182.2222,18.3334666666,-18.3333333333
223.87,-67.8787333335,-150.909066667,-41.8182000001,-422.4242,11.5151999999,47.8788,-91.5152000001,2.4243333332,66.0606,-135.151466667,-161.212066667
224.24,-34.5833333333,-73.7500000001,1.66666666666,-244.166666667,37.4999999999,67.9166666667,-19.5833333333,49.1666666667,75.4166666666,-65.8333333333,-95.8333333334
224.62,-14.7826666667,-35.0724666665,34.4927333333,-165.797133333,48.9854666667,53.3334,1.15946666662,61.1594,56.2317999999,-25.5073333333,-43.7682000001
225.00,-31.0254666669,-55.3846000001,-0.769199999926,-165.641066666,23.3332666667,6.66673333332,-32.8206,28.4616666667,24.6152666667,-32.5641333334,-42.0512
225.38,-54.0350666667,-96.1402666665,16.1403999999,-223.859666667,19.2982,-5.26326666668,-39.6490666667,17.5438666667,14.7370000001,-59.2981333332,-75.0877333333
225.75,-233.3334,-391.111133333,6.66666666666,-817.777733333,-58.8888666674,-120.000066667,-187.777733334,-42.2222,-53.3334000001,-253.333333333,-304.444266667
226.13,-8.57160000006,-61.2698666666,48.8888666668,-171.111,40.3175333335,27.3015333333,20.3174666667,30.4761999999,62.5396666667,-16.1905333333,-32.3809333333
226.51,-26.6665333333,-97.6189333332,30.4760666665,-273.8096,51.9047333333,-19.0476666665,18.0953333335,18.0953333334,84.7620000001,-25.7142,-59.9998666666
226.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227.26,-74.1176,-129.4118,-34.5097999998,-241.1764,-31.3725999998,-74.902,-18.4314,-30.9805333333,9.41180000006,-55.6863333335,-70.9804666667
227.64,-18.4613999999,-69.4871999999,3.8462000002,-117.1796,-7.69233333332,-22.8205333333,24.1026,3.8460666666,28.7180666666,-12.8204000001,-16.4102
228.01,34.3704666667,8.29626666666,43.111,-27.4073333334,37.7777333333,26.6666,58.6666666667,36.8888666667,68.2963333333,37.9259333335,38.2223333333
228.39,26.8146666667,-1.62966666667,37.0369999999,-33.1850666667,22.8148666667,12.1481999999,46.3702666667,21.6296666667,58.2221333333,36.4444666668,36.4444
228.76,19.6899333333,-12.2479333333,28.8371333333,-30.5426,15.9689999999,6.6666,42.7906666667,16.7442666667,61.7054000001,30.3876,33.0232
229.14,18.8678666667,-2.76733333335,29.0566666667,-12.0754666667,23.1448,16.9812,50.6918666666,20.1258,56.3522,32.8302,29.5597333333
229.52,8.64186666666,-9.01226666664,12.5926000001,-22.0988,11.4814666666,8.14833333334,44.1974666667,6.66673333334,42.4690666667,24.6912666667,22.0986666667
229.89,8.58586666666,3.93939999999,21.3131333333,-1.41426666668,18.5858666667,16.1616,45.5555333334,13.4344666667,44.3435333333,31.4142666667,30.1009333333
230.27,-12.5556,-14.6666666667,4.77793333334,-26.4444666667,-10.4444,-5.55553333332,25.2222666667,-4.55553333333,23.8888666667,11.3332666667,13.0
230.65,-12.4999333333,-8.88873333332,12.3149333333,-19.4445333333,-5.46293333333,7.6852,24.9999333333,0.55553333334,22.4076,11.6666666667,13.7964
231.02,5.07939999999,2.92073333333,18.6666,-4.31740000001,6.41273333336,16.381,25.1428,9.58726666667,27.0476666667,18.8573333333,16.8888
231.40,-8.49320000001,-14.1552,8.31039999998,-24.5662,-6.84926666667,6.30133333334,13.6072,-8.85846666665,22.0091333333,12.7855333333,5.02273333333
231.78,-10.1666666667,-9.08333333335,9.08333333334,-22.5833333333,-0.833333333334,3.24999999998,17.1666666667,-7.25,24.9166666666,13.9166666667,2.75
232.15,-20.9401333333,-21.8804,0.42726666668,-26.3248,-15.2136666667,-11.7094666667,8.37613333333,-15.3846,17.0084666667,3.58980000001,-10.4274666667
232.53,-16.9546666667,-17.3662666667,-0.98766666666,-18.4362666667,-10.6995333333,-5.26746666666,17.6130666667,-10.0411333333,22.716,5.84366666666,-8.39506666668
232.90,-24.5528666667,-17.1545333334,-5.52833333333,-20.7316,-11.9512,-3.73966666666,15.6910666667,-16.5854,16.748,5.60973333335,-7.80506666669
233.28,-29.465,-25.5142666667,-12.0988,-26.5020666667,-22.2222666667,-10.8642,8.7242,-23.3746,11.5224666667,1.31686666667,-14.8148666667
233.66,-21.4286,-20.6803333333,-7.41493333332,-20.9525333333,-13.9456,-5.51020000001,7.21086666669,-12.109,16.5987333333,8.23126666665,-4.69399999999
234.03,-14.1896,-18.838,-5.32106666669,-17.6759333333,-11.1314,1.28440000001,11.3150666667,-6.3608,19.9998666667,9.84720000001,0.611733333326
234.41,-4.7778,-9.66666666665,5.72226666668,-1.66673333332,2.61113333333,10.7778,20.6112666667,6.94433333333,30.6666666667,20.0555333333,12.1666
234.78,-0.416666666666,-7.96873333335,4.7396,1.51046666666,2.49986666667,8.69786666665,21.0936666667,10.3645333333,31.4062666667,21.3018666667,15.9896
235.16,-4.72233333332,-13.1666,2.05553333334,-3.33326666664,-3.61113333333,6.05559999999,19.5554666667,7.11106666667,29.4444666667,18.9999333333,14.6110666667
235.54,-11.8688,-17.8788,-5.55553333334,-8.63640000002,-12.4746666667,-2.97973333331,12.4243333333,0.808066666666,17.1211333333,9.49486666667,8.88886666668
235.91,-14.5833333333,-17.5520666667,-7.18753333333,-8.38559999999,-15.0001333333,-5.573,10.4687333333,-0.416666666654,15.7290666667,7.70820000001,9.11453333332
236.29,-4.10953333333,-7.76253333333,2.32873333336,1.23279999999,0.0456,7.07766666667,21.0046666667,8.53873333335,21.6438,19.863,18.5844666667
236.66,-10.9691333333,-13.8062,-3.45166666666,-6.85579999998,-5.62646666666,-0.09453333332,14.0900666667,2.364,14.8464,16.7376,13.8061333333
237.04,0.246933333332,-4.03286666667,4.85600000002,1.52253333333,4.52673333333,6.21386666668,23.1686666667,11.3992,20.2469333333,23.2097333333,19.1768666667
237.41,2.66679999999,-1.0504,5.77766666666,3.55559999997,7.43446666667,9.69699999999,25.6564666667,14.1414,22.9090666667,25.2930666667,22.6262666667
237.79,5.02853333333,0.990399999994,7.80940000002,8.26653333332,8.95233333334,10.1714,26.5143333333,14.6286,20.4952666667,25.0668,22.5522666667
238.17,5.88640000001,5.67380000001,10.5319333333,10.6028,11.2057333333,10.9928666667,28.5813333333,16.4537333333,21.8085333333,27.8014,21.8794666667
238.54,6.96666666668,7.06666666666,11.9666666667,10.1666666667,9.26666666668,11.8,27.8,15.2333333333,19.6333333333,28.4666666667,18.7666666667
238.92,6.92946666667,8.50566666667,14.4170666667,11.7898666667,9.52386666667,14.6798666667,29.9178666667,15.6321333333,20.2626666666,29.3596,17.6026
239.29,7.45646666666,10.4264,16.2086,14.7867333333,12.3222666667,16.5561333333,30.7426,18.357,20.7583333333,31.3113333333,19.8419333333
239.67,11.9886,15.5077333333,20.4290666667,19.7710666667,17.4535333333,21.4306,33.9914,23.5192666667,24.4348,35.2503333333,24.8640666667
240.04,10.067,12.5301333333,16.3588,17.1619333333,15.1272,20.1606,31.1378,21.071,19.4914,31.8606,22.008
240.42,6.17653333333,10.245,11.8626666667,13.1862666667,8.01466666667,16.0049333333,24.7548666666,17.7205333333,14.5587333333,24.4852666666,17.8431333333
240.79,9.42820000001,12.4486666667,13.7863333333,15.5123333333,8.91046666667,18.2739333333,25.2427333333,20.1078666667,14.973,23.9050666667,20.0215333333
241.17,9.3374,12.0497333333,12.8157333333,14.9896,7.26706666667,17.6398,23.4368,20.4140666667,14.5134666667,23.6853333333,19.3374666667
241.54,7.94646666666,10.4870666667,10.7354666667,12.2444666667,5.1768,15.4345333333,19.828,17.8413333333,11.1556,20.7640666667,16.7526666667
241.92,10.8836666667,14.9078666667,13.4558,14.3481333333,7.64646666667,19.2477333333,23.0795333333,21.8372666667,14.8031333333,22.8346,19.2475333333
242.29,11.6080666666,14.8744,14.2546,15.2429333333,7.73866666666,20.5694666667,23.0989333333,22.1441333333,15.7454666667,22.5294666667,19.4973333333
242.67,11.4309333333,14.5962666667,13.5412666667,15.6036666667,8.55320000001,20.4316,22.7976,22.5738666667,16.0991333333,22.51,20.5916666667
243.05,11.6328666667,14.748,13.1828666667,16.2678,8.86379999999,19.8946,22.0317333333,22.7238,16.4634666666,22.0918,20.1204
243.42,10.5616666667,13.9752,11.5680666667,15.8133333333,7.86286666666,18.4536,21.5171333333,21.3858,15.6528666667,20.248,18.2786
243.80,11.4346666667,14.6181333333,11.9058666667,15.7745333334,8.0514,19.5145333333,21.4418666667,21.6988666667,16.4740666667,19.6288,18.0014
244.17,12.1758,14.7558666667,12.887,15.9971333333,8.46579999999,20.0838,21.6457333333,23.5844666667,18.187,19.7487333333,18.4102666667
244.55,11.263,13.7751333333,12.2844,15.5970666667,8.64046666666,19.9172666667,21.2008,24.0442666667,17.8606666667,19.4894,16.8392
244.92,12.0385333333,15.2180666667,13.8076666667,16.3590666667,9.91033333335,20.6793333333,21.2819333333,25.3718666667,19.3075333333,19.7178,17.0256666667
245.30,10.4979333333,14.0479333334,12.1032,14.7978666667,7.83826666666,18.6526666667,18.9689333333,24.4756,17.3637333333,17.0592,15.1494
245.67,11.5706666667,15.0129333333,13.0741333333,15.6454,9.11353333333,19.0253333333,20.1659333333,25.2462666667,18.1855333333,17.4183333333,15.8735333333
246.05,10.1973333333,12.7466,11.2651333333,13.7182666667,7.17653333333,16.9408666667,18.1722666667,23.5884,15.9018666667,15.1708,13.5739333333
246.42,10.6487333333,12.9306666667,10.255,13.1544666667,7.31979999999,16.5100666666,17.6106,24.2772666666,14.8366666667,14.5236,13.5033333333
246.79,11.2858666667,13.7591333333,11.0973333333,12.9894666667,7.42833333334,16.6094,17.5022,24.226,14.7912,14.6683333333,13.4234666667
