wavelength,Back_ParDomf,Belly_ParDomf,Breast_ParDomf,Crissum_ParDomf,Crown_ParDomf,DorTail_ParDomf,Rump_ParDomf,Throat_ParDomf,WingTip_ParDomf
539.00,7.07133333333,53.7460416667,48.6456666667,49.8426666667,5.77441666667,6.97225,14.2731666667,4.74408333334,10.7015
539.34,7.05683333333,53.7006666667,48.6095,49.8324166667,5.75983333333,6.95483333333,14.2526666667,4.73933333333,10.6787222222
539.69,7.02775,53.651125,48.5799166667,49.7649166666,5.73641666667,6.92825,14.215,4.72558333333,10.6537777778
540.03,6.99891666667,53.62375,48.54525,49.75,5.73683333333,6.918,14.1848333333,4.71508333333,10.6412222222
540.37,6.97833333333,53.5590416667,48.4976666666,49.7201666667,5.72391666667,6.91483333333,14.155,4.70108333333,10.6327777778
540.72,6.97166666667,53.5215833333,48.4774166667,49.67325,5.71908333333,6.902,14.141,4.70275,10.6548888889
541.06,6.95533333333,53.5255416667,48.4749166666,49.6614166667,5.70716666667,6.8895,14.1358333333,4.69825,10.6592777778
541.40,6.94258333333,53.447,48.4255833334,49.6060833333,5.71158333333,6.88641666667,14.1275,4.70808333333,10.6734444444
541.75,6.96258333333,53.4759583334,48.43525,49.6195,5.74083333333,6.90175,14.1465833333,4.73175,10.6797777778
542.09,6.97858333333,53.5095833334,48.4750833333,49.64825,5.74008333333,6.90466666666,14.15625,4.74508333333,10.6859444444
542.43,6.99383333333,53.5469166667,48.5115833333,49.6785833333,5.76033333333,6.9175,14.1819166667,4.75958333333,10.6962222222
542.78,6.99891666667,53.5480833334,48.5024166667,49.6830833333,5.75808333333,6.923,14.1815,4.75841666667,10.7018333333
543.12,7.00816666666,53.5727916666,48.5241666667,49.7026666667,5.78225,6.9355,14.18225,4.77433333333,10.7419444444
543.46,7.01633333333,53.5944166666,48.5129166667,49.7125833333,5.79866666667,6.95358333333,14.1999166667,4.78616666667,10.7605
543.81,7.0245,53.563125,48.4708333333,49.6746666666,5.79908333333,6.95166666666,14.1979166667,4.78766666667,10.7721666667
544.15,7.04166666667,53.6267916667,48.52175,49.7235,5.81858333333,6.96325,14.228,4.81108333333,10.8063888889
544.49,7.04791666667,53.687875,48.5703333333,49.7761666667,5.83475,6.9625,14.237,4.81916666667,10.8100555556
544.84,7.08675,53.8054166667,48.6775833333,49.8990833333,5.87941666667,7.00741666667,14.2799166667,4.8575,10.8467222222
545.18,7.08541666667,53.835875,48.6751666667,49.8994166666,5.87775,7.00016666667,14.2759166667,4.85758333333,10.8345555556
545.52,7.10558333333,53.9017083334,48.7464166666,49.9576666667,5.89458333333,7.01866666667,14.2963333334,4.87666666667,10.8653888889
545.87,7.095,53.9440833334,48.7875,50.03175,5.90958333334,7.00908333333,14.30675,4.87708333334,10.8697777778
546.21,7.07983333333,53.974375,48.7895833334,50.0366666667,5.88658333333,6.98308333334,14.2771666667,4.84008333333,10.8646666667
546.55,7.083,54.033375,48.8310833334,50.0960833333,5.90025,6.97475,14.28425,4.84825,10.8733888889
546.90,7.10524999999,54.0965416666,48.87375,50.1456666667,5.91716666667,6.98308333334,14.3245833333,4.871,10.8478333333
547.24,7.13666666667,54.1894583333,48.9568333333,50.2234166666,5.94908333333,6.9895,14.331,4.88316666667,10.8626111111
547.58,7.15716666667,54.2739166667,49.0315833333,50.3185,5.968,7.01483333333,14.3489166667,4.90983333333,10.8751666667
547.92,7.15599999999,54.317,49.05075,50.3133333334,5.97008333333,7.00516666666,14.3388333333,4.91783333333,10.885
548.27,7.21833333333,54.3949166667,49.0900833333,50.3980833333,6.04458333333,7.07341666667,14.4204166667,4.98258333333,10.9418888889
548.61,7.23683333333,54.3882916667,49.03725,50.3749166667,6.06741666666,7.05391666667,14.4389166666,5.01491666667,10.9683888889
548.95,7.28358333333,54.5016666666,49.1178333333,50.4925833333,6.11416666667,7.092,14.4868333333,5.05608333333,11.0171111111
549.29,7.27341666668,54.551,49.1388333333,50.5295,6.10541666667,7.08308333333,14.491,5.05108333333,11.018
549.64,7.26850000001,54.6040833333,49.1083333334,50.53,6.10191666667,7.08066666667,14.4715,5.064,11.0209444444
549.98,7.28816666668,54.677625,49.1666666667,50.60725,6.14316666666,7.09358333333,14.5064166667,5.14708333333,11.0601666667
550.32,7.36499999999,54.7385,49.2511666667,50.6605,6.21,7.16933333333,14.5628333333,5.24825,11.122
550.66,7.37349999999,54.818875,49.31475,50.7199166667,6.23891666667,7.19075,14.5798333333,5.28216666667,11.1625
551.01,7.40758333333,54.8515,49.3551666667,50.75625,6.27475,7.25158333333,14.6216666667,5.33775,11.2297777778
551.35,7.43508333333,54.9447916667,49.44,50.8365,6.31508333333,7.27866666667,14.6575833334,5.38816666667,11.2680555556
551.69,7.42441666666,54.9104583334,49.3544166667,50.8310833334,6.31,7.28625,14.6653333333,5.3835,11.2107222222
552.03,7.38541666667,54.8655833333,49.3589166667,50.8451666667,6.25975,7.243,14.5883333333,5.34633333333,11.1931111111
552.38,7.37591666666,54.8669166667,49.371,50.8439166667,6.26091666667,7.24933333333,14.5636666667,5.33091666666,11.1644444444
552.72,7.42366666667,54.891125,49.4274166667,50.89075,6.31633333333,7.29766666667,14.5906666666,5.39275,11.2093333333
553.06,7.47399999999,54.9074166667,49.4310833334,50.95175,6.36833333334,7.35166666667,14.6653333333,5.47091666666,11.2755555556
553.40,7.51475000001,54.9367916667,49.545,51.0130833333,6.43391666667,7.39216666667,14.6960833333,5.51408333333,11.3146666667
553.74,7.52291666666,54.947125,49.5433333333,51.0253333333,6.43633333333,7.41083333333,14.6830833333,5.50383333333,11.2878333333
554.09,7.50533333332,55.0095,49.6009166667,51.1146666666,6.42166666667,7.38541666667,14.7015,5.46608333333,11.3297222222
554.43,7.503,54.9870416667,49.5548333333,51.11125,6.419,7.3775,14.6736666667,5.46366666667,11.3288888889
554.77,7.51133333333,55.0392083334,49.5790833333,51.1525,6.45075,7.366,14.6970833333,5.47741666667,11.3295555556
555.11,7.44916666666,55.0110416667,49.5860833333,51.1621666667,6.38883333334,7.29658333333,14.6515,5.42775,11.2525
555.45,7.50116666666,55.1443333333,49.74775,51.3011666667,6.44633333333,7.34375,14.7045,5.4685,11.3664444444
555.80,7.53266666667,55.2289583333,49.8274166667,51.3685,6.49575,7.38391666667,14.7405833333,5.51408333333,11.4046111111
556.14,7.52716666666,55.2225833334,49.8350833333,51.3586666667,6.48016666667,7.3905,14.7398333333,5.50758333333,11.3953888889
556.48,7.51924999999,55.2822916667,49.89225,51.4189166667,6.48675,7.36975,14.7693333334,5.50383333333,11.3818888889
556.82,7.47524999999,55.3247083333,49.9545833334,51.485,6.471,7.31533333333,14.70175,5.44525,11.3313888889
557.16,7.42858333334,55.3596666666,49.93725,51.4880833333,6.46233333333,7.27591666667,14.6895833333,5.44241666667,11.3066666667
557.50,7.41833333333,55.4470833333,50.0673333333,51.578,6.45691666667,7.27258333333,14.703,5.44108333333,11.3032777778
557.85,7.41924999999,55.3598333333,49.9905833333,51.491,6.48666666667,7.2725,14.6729166666,5.47,11.2772777778
558.19,7.39666666667,55.4672083334,50.1039166667,51.5991666667,6.49358333333,7.25975,14.7040833334,5.47991666667,11.2944444444
558.53,7.35341666666,55.397,50.0791666667,51.5565833334,6.4415,7.22283333333,14.6339166667,5.44175,11.2287777778
558.87,7.38683333334,55.4269166667,50.0301666667,51.545,6.5055,7.27008333333,14.6611666667,5.47491666666,11.2949444444
559.21,7.37508333333,55.3832916667,50.0155833333,51.4741666667,6.502,7.23716666667,14.6314166667,5.496,11.2752222222
559.55,7.34300000001,55.3470416667,49.9183333333,51.4115,6.49475,7.2125,14.62475,5.49908333334,11.2783333333
559.89,7.32166666668,55.38975,49.9629166667,51.4513333334,6.49191666667,7.20275,14.6251666666,5.52075,11.2895555556
560.23,7.25416666667,55.397,49.9388333333,51.4359166667,6.43141666667,7.135,14.5550833333,5.49716666666,11.2511666667
560.58,7.26525,55.4538333333,49.9985,51.4125833333,6.45025,7.15008333333,14.56825,5.54233333333,11.2746666667
560.92,7.32666666666,55.492125,50.0736666667,51.5001666667,6.51616666667,7.22975,14.643,5.61025,11.3497222222
561.26,7.36908333332,55.4785,50.038,51.5014166667,6.59683333333,7.28333333333,14.6661666667,5.685,11.3889444444
561.60,7.31649999999,55.5601666667,50.0775833333,51.5534166667,6.58516666667,7.26125,14.625,5.67233333333,11.3724444444
561.94,7.40133333334,55.53225,50.0386666667,51.5128333334,6.674,7.36925,14.6880833333,5.77575,11.4324444444
562.28,7.41425,55.573,50.063,51.5459166667,6.71358333334,7.3935,14.723,5.84675,11.4737222222
562.62,7.44274999999,55.673875,50.14975,51.6289166666,6.73316666667,7.40041666667,14.7464166667,5.90758333333,11.5192777778
562.96,7.43949999999,55.6860416666,50.1543333333,51.7201666667,6.76758333333,7.43641666667,14.7575,5.93808333333,11.5722777778
563.30,7.45725,55.7203333333,50.1963333333,51.7340833333,6.79125,7.449,14.7523333333,5.96433333333,11.5641666667
563.64,7.54891666666,55.7200416667,50.2088333334,51.77225,6.87533333333,7.51233333333,14.7911666667,6.05491666667,11.6125
563.99,7.61775000001,55.7450833333,50.2544166667,51.8020833333,6.96091666667,7.59025,14.8618333333,6.135,11.6555555556
564.33,7.60391666667,55.7214583333,50.23575,51.83775,6.96825,7.59591666667,14.8423333334,6.12375,11.6443333333
564.67,7.62116666668,55.70825,50.1965833333,51.78875,6.99366666667,7.58775,14.8235833334,6.14416666666,11.634
565.01,7.59816666666,55.7465416667,50.1938333333,51.80775,6.97741666666,7.571,14.8043333333,6.141,11.6482777778
565.35,7.637,55.724875,50.1793333333,51.8095833334,7.02333333333,7.59858333333,14.8390833333,6.19633333333,11.6585
565.69,7.59116666666,55.7074583333,50.2003333333,51.7895833334,7.00058333334,7.54016666666,14.79925,6.172,11.6252777778
566.03,7.60741666668,55.715375,50.2455833333,51.8286666667,7.04291666667,7.55608333333,14.799,6.18591666667,11.6422222222
566.37,7.58475,55.6534583333,50.2116666667,51.8103333334,7.07191666667,7.55791666667,14.7785833333,6.1975,11.6253888889
566.71,7.65550000001,55.6900416667,50.2593333333,51.84725,7.1635,7.61333333334,14.8415,6.2805,11.6368333333
567.05,7.61683333334,55.6313333333,50.232,51.79875,7.14066666667,7.57233333333,14.7874166667,6.24766666667,11.6127777778
567.39,7.57825000001,55.625125,50.2074166667,51.78375,7.14825,7.54816666667,14.7613333334,6.24141666667,11.6161666667
567.73,7.54508333334,55.6201666667,50.1893333333,51.7718333334,7.144,7.50783333334,14.742,6.22516666667,11.6050555556
568.07,7.55708333333,55.56775,50.1370833333,51.7410833333,7.18833333333,7.5,14.77575,6.29025,11.6453333333
568.41,7.54249999999,55.525625,50.1171666667,51.7155,7.214,7.51666666666,14.78225,6.34841666667,11.6525555556
568.75,7.56475,55.4495833333,50.0606666667,51.6776666666,7.27241666667,7.50275,14.791,6.40325,11.6774444444
569.09,7.54066666667,55.52,50.0864166667,51.7273333333,7.26933333334,7.49366666667,14.7834166667,6.41033333333,11.6796666667
569.43,7.55016666668,55.522625,50.1066666666,51.7510833333,7.30166666667,7.486,14.7796666667,6.44983333333,11.6930555556
569.77,7.54799999999,55.501875,50.0486666667,51.7125,7.34925,7.478,14.7995833334,6.49141666667,11.7104444444
570.11,7.53541666668,55.5264166667,50.05725,51.70325,7.36733333333,7.49075,14.7974166667,6.51958333333,11.7195555556
570.45,7.46633333334,55.4645833333,49.9695,51.6026666667,7.32666666666,7.40575,14.7054166667,6.50225,11.6899444444
570.79,7.48366666667,55.5714583333,50.038,51.69975,7.39708333333,7.42183333333,14.7638333333,6.59691666667,11.7183888889
571.13,7.50958333332,55.5960833333,50.0351666667,51.6926666666,7.45641666667,7.45125,14.7883333333,6.67975,11.7240555556
571.47,7.48700000001,55.50625,49.9540833333,51.6338333333,7.469,7.43125,14.72275,6.7025,11.6828333333
571.81,7.49516666666,55.5016666667,49.9420833333,51.5864166667,7.49391666667,7.44575,14.6864166667,6.74,11.6690555556
572.15,7.47691666666,55.5060416667,49.91975,51.5796666666,7.5075,7.40841666667,14.6484166667,6.74016666666,11.6595555556
572.49,7.50341666668,55.5931666667,49.9666666666,51.6075,7.57841666667,7.47716666667,14.6946666667,6.84425,11.7216111111
572.83,7.50116666667,55.5671666667,49.9945833334,51.6391666667,7.62191666667,7.47891666667,14.69025,6.91691666667,11.7413333333
573.17,7.51025,55.5317916667,49.9455833333,51.6369166667,7.68475,7.50133333333,14.7094166667,6.99416666667,11.7935
573.51,7.49816666667,55.556,49.97425,51.64625,7.71025,7.48791666666,14.6941666667,7.05333333333,11.7833333333
573.85,7.48675000001,55.5305833333,49.9706666667,51.6698333333,7.73891666667,7.45316666667,14.7083333333,7.11308333334,11.7770555556
574.19,7.49833333334,55.5424166667,50.0205,51.71875,7.80175,7.4645,14.7375833333,7.18266666667,11.7755
574.53,7.52366666666,55.5389583333,50.0105833333,51.7044166667,7.85075,7.47825,14.75325,7.23208333333,11.8186111111
574.87,7.52883333334,55.5950833333,50.1175833333,51.79025,7.91866666667,7.48,14.7746666667,7.28741666666,11.8728888889
575.21,7.63666666667,55.7387083333,50.2545833333,51.9176666666,8.07775,7.61141666666,14.8978333333,7.47133333333,12.036
575.55,7.61383333333,55.7785416667,50.31375,51.98875,8.115,7.57816666667,14.9086666667,7.50516666667,12.0203333333
575.89,7.61558333334,55.7305,50.3101666666,51.9779166667,8.16141666667,7.57233333333,14.8911666667,7.58808333333,12.0193333333
576.22,7.58191666667,55.734125,50.3425833333,52.04775,8.198,7.51433333333,14.853,7.59016666667,11.9832777778
576.56,7.59174999999,55.69025,50.30375,52.0106666667,8.27491666666,7.51141666667,14.8680833334,7.66666666666,11.9608333333
576.90,7.59866666667,55.7061666667,50.3111666666,52.0394166666,8.33183333333,7.51658333333,14.84025,7.72091666667,11.9206111111
577.24,7.60299999999,55.7177083333,50.3000833334,52.0799166666,8.39283333333,7.525,14.81325,7.77891666667,11.943
577.58,7.63866666668,55.74925,50.3518333334,52.1298333333,8.47666666666,7.565,14.8074166667,7.84058333333,11.9578333333
577.92,7.63783333333,55.7096666667,50.2521666666,52.0474166667,8.53325000001,7.5565,14.7640833333,7.90108333333,11.9562222222
578.26,7.66066666666,55.7695,50.3101666667,52.1109166667,8.64783333332,7.6105,14.7816666667,8.03683333333,11.9582222222
578.60,7.67483333333,55.7270833334,50.2349166667,52.0920833333,8.72458333333,7.62283333333,14.7618333334,8.121,11.8965555556
578.94,7.57875,55.7107083333,50.18725,52.0305,8.70950000001,7.50575,14.6701666667,8.09875,11.8365
579.28,7.63825,55.7731666667,50.2181666667,52.054,8.88258333334,7.57966666667,14.69225,8.26583333333,11.929
579.61,7.68516666667,56.004375,50.3435833333,52.25175,9.02775000001,7.65941666667,14.78,8.39341666667,11.9828888889
579.95,7.71433333332,55.9324583333,50.3048333333,52.1533333333,9.07908333333,7.67475,14.7758333333,8.48824999999,11.9497777778
580.29,7.74283333333,55.9308333334,50.2608333333,52.1204166667,9.16133333334,7.70591666667,14.774,8.55741666667,11.9698888889
580.63,7.70224999999,55.9598333333,50.2654166666,52.08625,9.17558333332,7.64708333333,14.7728333334,8.61700000001,11.9411666667
580.97,7.69525,55.99025,50.26275,52.083,9.25291666667,7.64016666667,14.7935833333,8.74708333334,11.9325555556
581.31,7.725,55.964,50.2199166667,52.0076666667,9.39608333333,7.65825,14.8301666667,8.91783333332,11.9853333333
581.65,7.74658333334,56.1000833333,50.3655833333,52.1778333334,9.52475000002,7.752,14.8860833333,9.07558333332,12.0556666667
581.98,7.72075,55.9701666667,50.2731666667,52.07525,9.60575000001,7.71583333334,14.8554166667,9.17416666667,12.0195
582.32,7.68950000001,55.9678333333,50.2495833333,52.0635,9.67458333332,7.67216666667,14.8120833333,9.27441666667,12.0399444444
582.66,7.71566666666,55.9391666667,50.2705833333,52.0904166667,9.80250000001,7.70408333333,14.832,9.44208333334,12.0177777778
583.00,7.67600000001,55.8769166667,50.207,52.0510833334,9.85766666665,7.66691666667,14.7989166667,9.52400000001,11.9413333333
583.34,7.64133333333,55.709875,50.1010833333,51.887,9.90591666667,7.61133333334,14.75225,9.61391666667,11.898
583.68,7.63899999999,55.724625,50.0476666667,51.8935833333,9.99216666668,7.60241666667,14.7536666667,9.73450000001,11.8964444444
584.01,7.66700000001,55.8035,50.1446666667,51.9653333333,10.1341666667,7.63266666667,14.78875,9.91933333333,11.9702222222
584.35,7.70924999999,55.7984583333,50.2030833333,52.0128333333,10.32725,7.70208333333,14.8190833334,10.101,12.0389444444
584.69,7.73033333334,55.815625,50.24025,52.0598333333,10.4621666667,7.739,14.8334166667,10.2366666667,12.0280555556
585.03,7.72274999999,55.857625,50.2788333334,52.09875,10.56325,7.74608333333,14.8265833334,10.3465833333,12.0096666667
585.37,7.77208333332,55.8358333333,50.2954166667,52.1221666667,10.69525,7.72541666666,14.8705833333,10.4970833333,12.0451111111
585.70,7.78133333334,55.8759166667,50.2929166667,52.1775833333,10.7976666667,7.70691666667,14.8814166667,10.5913333333,12.1125
586.04,7.82533333334,55.9315416666,50.342,52.2188333333,10.958,7.78041666667,14.9540833333,10.766,12.1582222222
586.38,7.85941666666,55.8395416666,50.2283333334,52.14525,11.0955,7.80275,14.9551666667,10.9206666667,12.1729444444
586.72,7.94924999999,55.81425,50.2483333333,52.1739166667,11.2495,7.91041666667,15.0519166666,11.1141666667,12.2600555556
587.06,7.92333333333,55.837625,50.2205833333,52.1896666667,11.3458333333,7.89266666667,15.0290833333,11.2160833333,12.2671666667
587.39,7.92366666666,55.8259166667,50.23825,52.161,11.4854166667,7.93183333333,15.06,11.3920833333,12.3282222222
587.73,7.892,55.8891666667,50.3249166666,52.1965833333,11.5705833333,7.89558333333,15.0389166666,11.507,12.2768888889
588.07,7.86966666666,55.8709583333,50.31325,52.18325,11.6590833333,7.87975,15.0375833333,11.6320833333,12.2652222222
588.41,7.85841666666,55.9172916667,50.36225,52.2325,11.7811666667,7.8705,15.0410833334,11.7619166667,12.3048333333
588.74,7.88708333334,55.9766666667,50.4066666667,52.2796666667,11.9075833333,7.88291666666,15.0678333333,11.942,12.3534444444
589.08,7.78633333333,55.9021666667,50.25825,52.1009166667,11.9453333333,7.81758333333,14.9918333334,12.0030833333,12.2863888889
589.42,7.82674999999,55.83625,50.2449166667,52.0319166667,12.06625,7.84616666666,14.99775,12.1721666667,12.2776666667
589.76,7.75683333332,55.7470416666,50.1785833333,51.94975,12.09875,7.78816666667,14.955,12.24475,12.2369444444
590.09,7.71349999999,55.7725416667,50.2453333334,52.0085833334,12.18275,7.75141666667,14.9174166666,12.3235,12.2422777778
590.43,7.58908333334,55.74875,50.1750833333,51.9781666666,12.19475,7.58858333333,14.78875,12.3496666667,12.1641666667
590.77,7.65133333332,55.78025,50.2016666666,52.0165,12.3710833333,7.59791666667,14.8134166667,12.5230833333,12.2209444444
591.11,7.65474999999,55.89275,50.3031666667,52.1175,12.5140833333,7.59825,14.8331666667,12.69075,12.2444444444
591.44,7.70058333333,55.953375,50.2863333334,52.1816666667,12.6865833333,7.6235,14.9078333333,12.91075,12.3237777778
591.78,7.73291666668,56.1087916667,50.34425,52.2979166667,12.8409166667,7.674,14.9453333333,13.1121666666,12.3716666667
592.12,7.71033333334,56.003375,50.2185,52.1714166667,12.9375,7.63316666667,14.9034166667,13.2348333333,12.3567777778
592.46,7.75266666667,55.9729166667,50.1821666667,52.1651666667,13.0879166666,7.67375,14.9261666666,13.4093333333,12.3964444444
592.79,7.84133333334,56.104375,50.3280833334,52.3449166667,13.3163333333,7.77833333333,15.00025,13.6814166667,12.4583333333
593.13,7.81233333333,56.232875,50.45675,52.487,13.4880833333,7.82525,15.0220833333,13.8464166667,12.4931666667
593.47,7.84641666668,56.314,50.5554166667,52.6080833333,13.69125,7.83108333333,15.06325,14.0545833333,12.5524444444
593.80,7.88575,56.3824583333,50.5699166667,52.6565833333,13.865,7.867,15.0965,14.27725,12.5687222222
594.14,7.93208333334,56.451625,50.6105833334,52.69325,14.0793333333,7.95566666667,15.1521666667,14.5125833334,12.6290555556
594.48,7.88966666667,56.4613333333,50.6644166667,52.7381666667,14.18375,7.94683333333,15.1315,14.674,12.6457777778
594.81,7.83641666667,56.2594583333,50.5164166667,52.6048333333,14.284,7.89183333333,15.0573333333,14.7731666667,12.5565555556
595.15,7.78650000001,56.1849583334,50.4545,52.5244166667,14.3676666667,7.88375,15.0115833333,14.8710833333,12.4951666667
595.49,7.77616666667,56.139625,50.4653333333,52.4998333333,14.51725,7.85375,14.9923333333,15.0161666667,12.4966111111
595.82,7.80133333333,56.23425,50.5856666667,52.5525,14.64625,7.89775,15.0321666666,15.1915833333,12.4935555556
596.16,7.7825,56.2777083333,50.63925,52.57925,14.7595,7.86108333334,15.0013333333,15.336,12.4646666667
596.50,7.79166666667,56.2395416666,50.6344166666,52.55925,14.8636666667,7.863,15.0069166667,15.445,12.49
596.83,7.78849999999,56.207375,50.5846666667,52.533,14.9615833333,7.84416666667,14.97125,15.58525,12.4742222222
597.17,7.82316666667,56.2472916667,50.5905833333,52.5453333334,15.1181666666,7.87358333334,15.0005,15.74525,12.4941666667
597.51,7.81824999999,56.297125,50.6096666666,52.52725,15.1959166667,7.8455,14.9790833333,15.8305,12.4623888889
597.84,7.82849999999,56.2940416667,50.6464166666,52.5248333333,15.2740833333,7.84616666666,14.9975,15.9815833334,12.4698888889
598.18,7.82058333333,56.319375,50.6593333333,52.5005,15.3714166667,7.84133333333,14.9914166667,16.1021666666,12.4053333333
598.52,7.86858333333,56.4752916667,50.8161666666,52.6221666667,15.5271666667,7.88941666667,15.0449166666,16.2975833333,12.5000555556
598.85,7.86266666666,56.4644166667,50.8108333333,52.619,15.6573333333,7.87825,14.9926666667,16.43225,12.5418888889
599.19,7.90183333333,56.4637083333,50.7618333333,52.5916666667,15.7795,7.92475,15.0355833334,16.5755,12.5712777778
599.53,7.94133333333,56.4767916667,50.7803333333,52.6675,15.9595,7.95058333334,15.0459166667,16.7856666667,12.6126666667
599.86,7.91158333334,56.4479583333,50.75325,52.6690833333,16.0801666667,7.96416666666,15.02975,16.93,12.6352222222
600.20,7.89025,56.4949583333,50.7491666667,52.74075,16.2505,7.9785,15.04025,17.13475,12.6168888889
600.53,7.843,56.426625,50.6604166667,52.6835833334,16.3293333333,7.93916666667,15.01075,17.26225,12.5664444444
600.87,7.79733333332,56.3922083333,50.5778333333,52.6210833333,16.3949166667,7.91283333333,14.9293333333,17.36125,12.5197777778
601.21,7.73416666666,56.2485833333,50.4605,52.5783333334,16.4948333334,7.88283333333,14.9008333334,17.5448333333,12.5234444444
601.54,7.70258333333,56.2394583334,50.4321666667,52.59525,16.6234166667,7.82808333333,14.8761666667,17.6515833333,12.5083333333
601.88,7.76858333333,56.2057916667,50.433,52.59925,16.81125,7.91366666667,14.8954166667,17.8866666667,12.6226666667
602.21,7.75433333333,56.1687083333,50.3331666667,52.5654166667,16.9045,7.87233333333,14.859,18.0493333333,12.5818888889
602.55,7.74466666666,56.1219583334,50.29875,52.54825,17.012,7.84616666666,14.825,18.18875,12.5597222222
602.88,7.70066666666,56.124875,50.28875,52.558,17.1018333333,7.79308333333,14.7735,18.3280833333,12.5335555556
603.22,7.66575,56.0742083334,50.2429166667,52.4960833334,17.1625833333,7.77241666667,14.7506666667,18.4265,12.5458888889
603.56,7.6905,56.1285,50.252,52.539,17.3004166667,7.79716666667,14.8069166667,18.5968333333,12.5740555556
603.89,7.69674999999,56.0770416667,50.2285833333,52.46625,17.3838333333,7.7785,14.7988333333,18.6835833333,12.5888888889
604.23,7.71541666666,56.1139583333,50.2891666667,52.4633333333,17.49625,7.81,14.82375,18.8054166667,12.6261111111
604.56,7.70641666667,56.146,50.36175,52.4985,17.5610833333,7.78866666667,14.8293333334,18.9204166667,12.6312777778
604.90,7.73308333333,56.209125,50.4206666666,52.5321666667,17.67425,7.80541666667,14.8780833333,19.0185833333,12.6608333333
605.23,7.77025,56.218375,50.3995,52.5143333334,17.7945,7.86133333333,14.9129166667,19.1615833333,12.6707222222
605.57,7.73625,56.1999166666,50.3663333333,52.5146666667,17.8833333333,7.81383333333,14.9040833334,19.23275,12.6380555556
605.90,7.69441666667,56.167625,50.3678333333,52.4915833333,17.961,7.8015,14.86575,19.2608333333,12.6115555556
606.24,7.78516666666,56.27075,50.4711666666,52.5509166667,18.1366666667,7.85483333333,14.9680833334,19.4426666667,12.6846666667
606.58,7.85633333333,56.2992083333,50.5604166667,52.6003333334,18.31725,7.92075,15.0265833333,19.6169166667,12.7266666667
606.91,7.87941666666,56.332875,50.5941666667,52.6426666667,18.5038333333,7.96591666667,15.0636666667,19.8025833333,12.7772777778
607.25,7.84816666668,56.2914166667,50.5980833333,52.6116666667,18.6226666667,7.94116666667,15.0450833333,19.9115,12.8158888889
607.58,7.83391666666,56.33925,50.6445833333,52.6688333333,18.7650833333,7.89858333333,15.0738333334,20.0475833334,12.8171111111
607.92,7.92333333334,56.3850416667,50.6794166666,52.7364166667,18.9554166667,7.93983333333,15.1151666666,20.267,12.887
608.25,7.8925,56.2306666667,50.55175,52.64575,19.0614166667,7.93333333333,15.09425,20.3575,12.8697777778
608.59,7.87024999999,56.212375,50.4945833333,52.585,19.1591666666,7.89666666667,15.0449166666,20.47,12.8268888889
608.92,7.85150000001,56.1465833334,50.46575,52.5556666667,19.2964166666,7.88391666666,15.01725,20.6023333333,12.8387222222
609.26,7.86049999999,56.0229583333,50.368,52.4351666667,19.3598333334,7.89891666667,15.02025,20.685,12.8175
609.59,7.95766666667,56.0345833333,50.37425,52.439,19.56375,7.96541666667,15.1093333333,20.8956666667,12.9158333333
609.93,7.9185,55.928125,50.28,52.37075,19.6181666666,7.979,15.0853333334,20.9754166666,12.8954444444
610.26,7.84058333333,55.7660416667,50.1084166667,52.18675,19.628,7.87433333333,14.9873333333,20.9871666667,12.8196666667
610.60,7.839,55.6940416667,50.0463333333,52.1264166667,19.7096666667,7.8455,14.9785,21.05525,12.7828333333
610.93,7.85833333334,55.5954583333,49.95175,52.0299166667,19.79275,7.85558333333,14.94675,21.11675,12.7540555556
611.27,7.87533333333,55.6066666667,49.9219166666,51.987,19.8785,7.89166666667,14.9185,21.26225,12.7784444444
611.60,7.86799999999,55.604625,49.8925833333,51.9454166667,19.9959166667,7.88491666666,14.9425,21.365,12.7877222222
611.93,7.95308333334,55.6060416667,49.89575,51.9134166667,20.1314166666,7.94016666667,14.988,21.5613333333,12.8462222222
612.27,8.03266666668,55.6764583333,50.0155,51.99625,20.3303333333,8.06725,15.0928333333,21.7605,12.9627222222
612.60,8.02308333333,55.6756666667,50.055,51.99175,20.4160833333,8.07208333333,15.0971666667,21.8358333333,12.9767777778
612.94,8.01866666667,55.8522083333,50.2154166667,52.1496666667,20.5475,8.0915,15.1275,21.9960833334,13.041
613.27,7.96616666667,55.8438333333,50.22425,52.1430833333,20.5978333333,8.06233333333,15.0848333333,22.0584166667,13.0224444444
613.61,7.98866666667,55.8693333333,50.2780833333,52.1619166667,20.7516666666,8.09291666667,15.0995,22.2305833333,13.0922222222
613.94,7.97975,56.007875,50.3829166667,52.3249166666,20.8621666667,8.15258333333,15.1130833333,22.3989166666,13.1403888889
614.28,7.97216666666,56.0424583333,50.4128333333,52.3794166667,20.92125,8.14383333333,15.0893333333,22.5078333333,13.1651111111
614.61,7.95900000001,56.242,50.5728333333,52.5760833333,21.04575,8.15075,15.1255833333,22.6789166667,13.1765555556
614.94,8.05291666667,56.23225,50.6475833333,52.6886666667,21.2039166667,8.25425,15.2458333333,22.8505833333,13.2505
615.28,8.04141666667,56.2376666667,50.6804166667,52.7925,21.2875,8.27425,15.2319166667,22.9401666667,13.2714444444
615.61,8.0325,56.3609166666,50.7765833333,52.9015,21.423,8.30241666666,15.2470833333,23.08325,13.3343888889
