wavelength,Back_XenParm,Belly_XenParm,Breast_XenParm,Crissum_XenParm,Crown_XenParm,DorTail_XenParm,Patch10_XenParm,Rump_XenParm,Throat_XenParm,WingTip_XenParm
194.75,-14.5833333333,-15.4166666667,31.8749999999,41.875,-2.29166666664,23.75,-26.4583333333,-32.0833333333,36.8750000001,-79.6875
195.13,-24.79675,-31.9105833333,29.6749166667,33.7399166667,-25.20325,13.2113333334,-30.2845,-42.2764166668,28.2520833334,-82.72375
195.51,-57.6389999999,-59.72225,24.0739999999,13.6573333333,-50.9259166666,-0.231333333332,-60.1851666667,-76.1574166666,17.5926666667,-114.1205
195.89,-97.1354166667,-97.3958333335,5.72916666668,-15.3645833333,-94.5312499999,-19.0104166666,-103.645833333,-111.197916667,-5.46874999993,-156.770833333
196.27,-155.0,-152.333333333,-11.6666666667,-53.6666666668,-167.0,-43.9999999999,-162.0,-162.333333333,-35.3333333332,-228.5
196.65,-175.617083333,-150.925916667,-21.2963333334,-58.9504999999,-178.70375,-69.7532499999,-160.185083333,-176.54325,-41.3581666665,-228.394958333
197.03,-183.0645,-143.54825,-32.2580833334,-76.3439166666,-175.268833333,-83.8709166668,-150.806416667,-174.462416667,-35.4840000001,-198.252708334
197.40,-191.927083333,-134.635416667,-33.8541666668,-89.5833333333,-166.145833333,-96.09375,-157.291666667,-164.322916667,-30.7291666668,-188.671875
197.78,-451.785666667,-316.666583333,-105.952416667,-230.952416667,-383.333333333,-272.02375,-379.166833333,-356.54775,-73.2141666665,-406.547541667
198.16,-219.333333333,-139.666666667,-20.0000000001,-83.6666666667,-147.666666667,-105.666666667,-160.666666667,-127.0,2.66666666675,-163.833333333
198.54,-129.5045,-70.4955,6.53158333333,-27.0270833333,-76.1262500001,-52.4774166666,-88.2882500002,-58.5585,16.8916666667,-85.0225416667
198.92,-121.458333333,-65.8333333334,-0.416666666693,-21.0416666666,-74.3749999999,-57.4999999999,-73.75,-49.7916666668,20.625,-90.0
199.30,-100.463083333,-47.2223333333,23.1480833333,-2.08341666665,-59.9538333334,-32.1758333332,-57.4074166666,-23.3796666667,50.4631666667,-73.14825
199.68,-78.4186666666,-33.5471666667,31.1966666667,14.1026666667,-47.0085,-21.7949166667,-42.9486666666,-10.2563333333,63.8890000001,-47.9699583333
200.06,-59.1666666667,-17.9166666667,29.7916666667,19.375,-42.9166666666,2.29166666665,-36.6666666667,11.4583333333,67.0833333333,-31.0416666667
200.44,-76.3889166666,-36.8055833333,43.0556666667,23.9583333334,-80.5555833332,1.38891666668,-62.1529166667,23.2638333333,100.0,-49.826375
200.82,-24.9999999999,-10.9374999999,50.5208333333,44.5312499999,-36.71875,13.28125,-12.2395833333,35.6770833336,87.2395833333,-18.359375
201.19,9.42025000007,13.2248333334,59.9639166667,55.7971666667,-3.9855,28.62325,20.471,48.5507499999,82.4275833333,6.43129166668
201.57,-1.70066666667,0.850333333318,36.3945,34.0135,-17.687,8.50341666665,6.80275,30.9523333333,59.6939166667,-8.7585
201.95,-35.1562499999,-28.125,9.63541666675,22.1354166667,-57.8124999999,-12.7604166667,-21.09375,20.3125000002,61.4583333333,-51.5625
202.33,-4.65691666658,1.71558333335,37.0098333333,44.6079166667,-31.1274999999,25.7353333333,1.71558333333,41.4216666668,81.8628333333,-9.191125
202.71,17.6135833334,21.2121666667,45.4546666667,60.7954166666,-1.51516666667,30.1135833333,26.8939166667,45.8334166667,75.3786666667,11.0796249999
203.09,33.7606666667,31.1966666666,60.0428333334,79.0599166666,4.91450000002,42.3076666667,48.7180833334,57.0512499999,96.7947499999,12.7135833332
203.47,39.3114999999,32.9709166667,65.7609166667,80.6158333332,15.942,49.819,52.7173333332,61.0507500001,96.9203333332,23.7320416667
203.85,38.3334999999,39.40475,61.6666666666,71.4284999999,20.8334166667,48.4525,47.381,54.4048333333,75.1189166667,29.2857916667
204.22,39.2858333333,43.2540833333,71.6932499999,76.7195833333,17.7249166667,54.4975,48.1481666667,58.7301666667,85.0528333334,33.1348333334
204.60,25.9721666667,42.9168333333,63.1945000001,66.1110833333,6.52766666665,52.2221666666,35.2779166667,51.9444999999,73.7499166667,21.8055
204.98,19.5075,57.3864166667,80.4923333334,77.0832500001,-1.70475,65.1514166667,31.4395833334,53.2195833334,84.8486666668,19.0342083333
205.36,48.6842499999,97.149,119.517583333,101.973583333,21.2719166667,105.482416667,64.9123333333,68.8595833333,120.1755,44.1886249999
205.74,31.2500833333,108.9285,141.071416667,111.3095,5.35708333342,113.393,60.7143333333,67.5595000001,123.8095,32.1428333333
206.12,-10.6061666665,114.772666667,152.272583333,104.166666667,-33.3332499998,110.606083333,31.8181666667,48.4849166666,126.515166667,20.6439583333
206.50,19.6428333334,83.135,102.976166667,77.976,11.90475,76.7858333334,36.9048333333,51.3889166666,92.0634166667,41.7658333333
206.87,20.0854166667,98.5041666666,120.085416667,89.9573333333,25.0,74.1453333332,44.8715833334,69.0171666666,104.48725,53.7394583333
207.25,-0.537666666675,102.688083333,122.311916667,88.1720833333,10.4839166666,63.9784166667,37.6344166667,69.3548333334,108.333333333,43.6826666667
207.63,-18.2795833333,79.3010000001,98.1181666667,79.3012499999,-11.8279166667,52.4194166667,26.613,48.3870833333,85.4839166667,32.1235
208.01,-46.5278333333,54.8611666666,104.513916667,85.0693333334,-33.3334166666,35.76375,25.34725,22.9166666666,78.1250000001,47.3957916667
208.39,-18.8270833334,41.6665833333,103.0865,88.2715,-31.1728333333,37.0370833333,51.2345833332,26.2345000001,85.4938333333,58.3334583334
208.77,-13.426,29.398,93.5184166666,79.8611666667,-20.6018333334,24.0740833333,47.2221666667,34.72225,68.2869999999,53.0093333333
209.14,-25.22525,3.15325,67.3424166666,63.7387499999,-36.71175,-4.72974999998,22.2972500001,15.76575,45.9460833333,27.70275
209.52,-12.8049166667,3.04883333332,65.4471666666,71.5445833334,-16.66675,0.812916666668,30.4878333334,28.04875,46.5448333333,31.1992916666
209.90,-53.9999999999,-27.0,82.9999999999,88.6666666667,-46.3333333334,-12.3333333332,25.0,29.6666666667,47.0000000001,30.5
210.28,-77.0832499999,-56.5971666665,65.6249999999,71.8748333333,-82.2916666667,-20.8335000001,0.347250000175,-3.47216666673,25.6944166667,-11.284625
210.66,-103.703833333,-96.7594166665,78.7036666667,82.87025,-140.27775,-32.87025,-21.2963333335,-30.09275,12.0371666667,-21.7592083333
211.03,-120.833333333,-99.4046666665,114.28575,66.0714166667,-149.404833333,-27.9761666667,-32.1428333335,-20.2381666668,16.0715,-33.9285416667
211.41,-44.6666666666,-26.0,74.3333333333,50.9999999999,-66.3333333333,9.00000000008,1.33333333323,13.3333333332,40.6666666667,-16.6666666667
211.79,-19.5402499999,2.87341666667,83.3333333333,62.3562500001,-23.8506666668,34.48275,10.0574166667,32.7585833334,50.57475,-5.89075
212.17,-4.47166666665,12.8046666667,63.2114166667,51.6261666666,-7.11366666665,25.60975,8.94316666665,31.0976666666,48.7804166667,5.08116666666
212.55,24.1496666667,41.6665833334,83.5035000001,56.2925833334,21.93875,49.83,36.5644999999,49.8299166667,70.4080833333,34.2686666667
212.92,44.2308333333,58.6538333334,92.4680000001,59.4551666666,33.65375,68.4295,47.43575,60.5768333333,81.73075,45.2725
213.30,35.5903333333,55.7293333333,79.1666666667,43.7499166667,13.3680833333,57.9861666668,28.2985833334,48.2640000001,61.8055833333,39.2360833333
213.68,58.7838333332,70.946,100.901,52.2521666666,23.8739166667,71.1713333333,42.3422500001,68.6936666667,74.099,58.22075
214.06,65.0000833334,76.9047499999,102.142833333,54.7619166667,36.66675,69.5239999999,49.0477499999,76.1904166665,81.66675,63.9285
214.44,70.045,73.64875,100.901,67.34225,28.82875,58.3333333334,48.8739999999,72.2971666667,77.4774166667,72.9731666666
214.81,75.8064166665,74.9998333333,112.3655,73.1183333333,14.51625,65.5913333334,38.9783333332,86.5591666666,75.8064166667,86.4248333333
215.19,65.6861666666,60.0490833334,96.0782499999,63.4805,-13.9705833333,37.0098333333,26.4705000001,71.8136666667,57.3528333333,71.2007500001
215.57,63.8888333333,50.5555833333,93.0555,58.8888333333,-38.0556666667,33.0554166667,20.8333333333,60.2778333333,39.16675,61.9443333333
215.95,85.5263333333,67.9825000002,117.543833333,106.140416667,-91.2281666667,38.1577499999,25.4385,89.9122499999,44.7369166667,85.9648333333
216.32,32.2916666667,39.0624999999,113.541666667,94.7916666667,-156.770833333,-13.0208333334,-8.85416666658,61.4583333334,15.1041666666,45.8333333333
216.70,18.5184166667,31.4814166666,112.037,97.6851666667,-115.740666667,-22.6851666667,6.48149999991,55.5556666668,38.4258333332,25.926125
217.08,24.6794166667,60.5769999999,95.1923333333,87.1795833334,-55.4485833334,5.1280833334,34.9358333332,55.1283333332,55.44875,44.711625
217.46,51.6667499999,85.8334166667,128.055416667,115.277833333,-11.6665833334,43.6111666666,66.6666666667,77.7778333334,73.6111666667,56.9443333333
217.83,44.4443333333,105.555583333,128.888833333,122.222166667,8.33341666669,53.889,66.6665833333,83.8888333332,87.2221666667,45.4166666667
218.21,68.9654166667,136.781583333,161.206916667,156.8965,52.2988333334,73.2758333333,103.160833333,117.52875,129.310333333,66.5230833333
218.59,83.3334166665,245.833416666,297.023833333,286.904833333,103.5715,143.452333333,192.261916667,193.452416667,235.714333333,107.738166667
218.97,-8.3333333335,-443.333333333,-586.666666667,-525.0,-181.666666667,-163.333333333,-328.333333333,-298.333333333,-458.333333333,-1.66666666657
219.34,59.3750000001,-189.583333333,-319.791666667,-252.083333333,-93.7500000002,-18.75,-147.916666667,-102.083333333,-218.75,59.3749999999
219.72,58.8235000001,-25.9803333333,-106.372583333,-74.9999166667,-6.86274999992,46.0784999998,-14.7059166666,-19.6080000001,-51.9605833334,47.304
220.10,57.6389166668,3.47233333334,-59.7220833332,-31.2501666666,38.8888333334,48.2638333332,9.02783333342,14.5833333333,1.38883333335,49.8263333333
220.47,53.6458333332,29.4270833333,-26.8229166667,-17.4479166667,54.6874999999,39.3229166666,23.6979166666,28.90625,27.0833333333,42.7083333332
220.85,54.2735833334,34.8289166667,0.213583333325,4.48716666666,52.1367499999,43.58975,26.7094166667,23.9315833333,29.701,30.8760416667
221.23,51.0058333334,47.70125,17.5288333333,22.5573333333,51.8678333333,42.8160833333,29.59775,31.6091666667,35.776,29.166875
221.61,55.6764166666,54.5891666667,33.2126666667,39.8551666667,59.0579166667,50.7245,39.1305,48.4299166667,50.6038333333,39.2510416667
221.98,49.63225,47.0586666667,34.5588333333,37.86775,51.5931666667,48.407,36.5195833333,39.9509166667,47.3038333333,35.539375
222.36,60.5951666667,53.3331666667,46.4285,43.4524166667,61.5475833333,57.3809166667,47.2619166667,40.8333333333,57.6190833333,38.5714166667
222.74,54.7795,50.6126666667,46.0784166667,40.4413333333,60.907,47.6716666666,45.3431666667,38.1129166667,56.0048333333,36.88725
223.11,50.4695,43.0751666666,44.4835833333,38.0283333333,55.1643333333,42.9578333333,40.2581666667,43.1923333333,47.6526666666,38.262875
223.49,34.1111666667,27.44425,33.66675,25.77775,35.8889166667,30.2221666667,28.2223333333,32.22225,28.6665833333,24.8333333333
223.87,33.4324166667,27.1824166667,32.7381666667,31.0515833333,32.6389166667,38.9880833333,36.1111666667,38.59125,26.7856666667,31.1507083333
224.24,34.5744166667,30.8510833334,33.2446666667,30.319,35.8156666667,39.4503333333,38.9184166667,40.0708333334,30.4078333333,33.6877083334
224.62,33.5858333334,33.165,35.94275,28.367,36.7004166667,42.0033333333,38.8046666667,39.7306666667,33.2493333333,33.8384166667
225.00,29.6195833333,29.529,30.5255,21.6485833334,32.79,36.8659166667,36.413,36.413,28.8044166666,28.03425
225.38,29.11875,31.226,27.6819166666,21.7431666667,34.1953333333,36.4943333333,36.3025833334,33.7163333333,28.63975,25.6226666667
225.75,9.72233333334,12.8969166667,2.77783333333,4.46416666666,12.8968333333,14.7819166667,17.0634166667,18.4524166667,8.82941666667,5.45629166667
226.13,4.9145,6.83758333333,-4.16666666668,-2.13683333333,5.12841666667,10.7906666667,12.5,11.5383333333,5.02125000001,-0.2135
226.51,-14.7341666667,-10.6280833333,-18.4784166667,-19.686,-9.29958333331,-4.34774999999,-2.29483333332,-7.00491666667,-7.24633333334,-18.2368333333
226.88,-11.2745,-6.24999999999,-13.9705,-14.33825,-6.74024999999,-3.55383333333,-1.22549999999,-11.1520833333,-1.96074999999,-16.9116666667
227.26,-24.317,-20.0821666667,-26.2295,-29.2349166667,-21.7213333333,-19.672,-19.6723333333,-28.6884166667,-7.10391666666,-29.2350416667
227.64,-23.9246666667,-28.7634166666,-27.55375,-32.2581666666,-26.2096666667,-21.9085833334,-19.8925833333,-24.5968333333,-18.414,-26.747
228.01,-50.90925,-63.4849166667,-62.7273333334,-60.1515,-54.5454166667,-53.4848333333,-46.3636666667,-42.42425,-50.4545833333,-55.1514166667
228.39,-27.45725,-37.9274166667,-36.8589166667,-32.1581666667,-29.1665833333,-24.7864166667,-25.7479166667,-22.1153333334,-22.3290833333,-31.4638333334
228.76,-21.1734166667,-28.9115833334,-28.6566666667,-24.9999166667,-23.63925,-18.1974166667,-19.21775,-9.77883333333,-17.26175,-25.97775
229.14,-10.41675,-16.5229166666,-11.70975,-13.865,-9.91391666668,-6.53716666665,-8.62083333335,0.431083333333,-5.53158333332,-12.7157916667
229.52,4.02691666666,-0.72700000001,4.41833333333,0.279833333323,4.75391666665,9.06041666667,6.26408333332,12.5279166667,5.59300000001,2.60066666666
229.89,13.8401666666,9.50291666668,13.8889166667,9.79541666668,12.9141666667,16.6180833333,16.2768333333,21.6373333333,16.32575,12.5973333334
230.27,8.38341666666,2.71066666667,7.27916666667,2.86149999999,5.07025,11.1445,10.9940833333,17.9216666667,12.3495,9.71383333333
230.65,14.0954166667,7.66675000002,11.381,7.33325000003,12.3333333333,15.71425,17.9525,20.71425,16.09525,17.857125
231.02,13.1783333333,5.95916666666,12.1124166667,6.83141666668,10.0775,14.2925833333,17.8778333334,19.96125,15.9398333333,16.9572916667
231.40,15.692,9.45425000001,17.3976666667,11.5008333334,13.6939166667,19.542,22.6608333333,21.1500833333,20.614,20.7604166667
231.78,18.9571666667,12.6218333333,20.273,11.9884166667,15.3021666667,21.9296666667,25.2924166667,23.4404166667,22.6120833333,23.805875
232.15,29.5119166667,23.5728333333,30.8930833333,22.7901666667,26.1050833333,31.99825,34.5304166666,31.3995,31.722,34.5532083333
232.53,31.6940833333,26.0929166667,29.9178333333,25.3189166667,26.6393333333,34.6085,36.7485833333,33.4243333333,32.8780833333,38.9570833333
232.90,28.663,22.2985,27.1520833333,23.1225833334,22.16125,30.2656666666,33.1960833334,30.4945833333,29.7161666667,37.477
233.28,25.62725,20.4749166666,23.9245833334,19.9371666667,19.84775,26.5233333333,28.629,24.6415833333,25.5824166667,31.9670416667
233.66,28.5948333333,25.73525,27.4509166667,23.7745,25.5719166667,31.536,31.7810833333,24.7956666667,27.5735833334,33.5581666666
234.03,26.7295,24.52825,25.7075833334,22.60225,22.681,30.9746666666,27.2799166666,22.40575,24.8426666667,28.93075
234.41,26.4684166667,26.2113333334,25.514,24.8899166667,24.2289166667,32.2686666666,28.1570833333,21.6225833334,26.6886666667,29.2034166667
234.78,27.02425,26.5858333333,25.2699166667,24.5613333333,25.7084166667,32.0513333333,28.9136666666,21.7611666667,27.5304166667,32.0175833333
235.16,24.1435833334,24.2095833334,23.4848333333,22.4308333333,25.1645833333,29.9078333333,27.8985833334,19.3016666667,24.90125,31.9170833333
235.54,16.39675,18.0163333334,17.5776666667,14.9796666667,19.467,22.8069166667,21.8286666667,13.0229166667,18.1848333333,26.9400833333
235.91,12.7964166667,12.901,14.4003333333,9.62358333335,16.4226666667,18.8284166667,17.1896666666,8.71683333334,14.2956666667,21.0949583333
236.29,9.03658333334,10.3024166667,9.66958333333,6.61033333334,13.9240833333,16.3854166667,12.23625,4.92266666668,11.67375,16.5964166667
236.66,8.90058333333,10.8510833333,9.29075000001,7.58866666667,14.5389166667,17.9786666667,11.9148333333,6.09933333332,12.5531666667,19.4502916666
237.04,10.2921666667,11.3605,10.8261666667,8.54699999999,15.2065,16.84475,11.0399166667,8.04850000001,12.60675,20.299
237.41,9.61549999999,10.54125,10.7195,8.51125,14.8148333333,14.42325,10.5414166667,9.40158333334,12.7136666667,18.483125
237.79,10.659,10.9496666667,9.81916666667,8.23641666667,15.73,13.8566666667,10.6911666667,12.0154166667,13.1135833333,18.7012916667
238.17,10.3835833333,10.4168333333,9.06066666668,9.72225000002,15.3438333334,13.1945,9.52375,13.6575,12.6321666667,17.3116666667
238.54,9.80766666668,8.84608333334,7.43599999999,10.032,13.4935833333,13.75,8.17316666667,13.622,11.0256666667,16.4744166667
238.92,11.87875,10.3031666667,8.30324999999,12.51525,15.3636666667,16.4545,10.6363333333,15.6361666667,14.18175,17.6970416666
239.29,10.9758333333,8.56558333332,7.72350000001,11.7885833334,14.402,14.6920833333,11.12075,14.2566666667,12.3404166667,17.0151666666
239.67,10.3201666667,6.6225,7.67125,11.2583333333,14.404,14.4866666667,11.81025,13.6589166667,10.92725,16.25275
240.04,7.53500000001,2.79433333333,4.01691666667,8.35824999999,10.8780833333,10.554,8.30833333333,9.83025000001,7.43524999999,11.5768333333
240.42,6.4815,1.83033333333,2.95008333333,7.66583333333,9.087,9.58233333334,8.31174999999,9.45308333333,6.61066666666,10.6588333333
240.79,7.02758333333,3.82108333333,3.91708333333,7.719,8.62133333333,10.67575,9.92708333332,10.2919166667,6.68191666666,11.9239583333
241.17,6.15791666667,3.91225,4.00008333333,6.71916666667,7.56158333333,10.614,9.14033333333,9.54383333333,5.38591666667,10.1665416667
241.54,6.01758333333,4.40275,4.52466666667,5.63683333333,6.64216666667,10.0853333334,8.16583333333,8.68366666668,4.9055,10.2377916667
241.92,5.8155,4.63875,4.26933333333,5.24075,6.43133333333,8.90816666666,7.36175,8.31958333334,4.91241666667,9.62666666666
242.29,5.60866666667,4.07466666667,3.98866666667,4.65141666667,5.85433333334,8.16166666666,6.922,7.42508333334,4.23425,8.984
242.67,6.66675,5.77166666666,5.13433333334,6.25291666666,7.13658333334,9.83225,7.87475000001,8.56824999999,5.55941666667,10.0165833333
243.05,8.1205,7.59899999999,6.37508333333,7.33283333334,7.88641666668,11.3345833333,9.02516666667,9.98316666666,7.30091666667,11.5155
243.42,9.73608333333,9.08141666667,8.032,8.74916666667,9.07108333332,12.926,10.4841666667,11.97,8.94633333333,13.1337916667
243.80,8.72408333334,8.13274999999,7.13983333333,7.45666666666,8.36516666667,12.5580833333,9.43175,11.3751666667,8.19608333333,12.278
244.17,7.89758333333,7.18516666667,6.64333333333,7.22783333334,8.33333333333,12.2130833333,8.86475,10.87375,7.69575,11.3734166667
244.55,9.29250000001,8.26941666666,7.99216666666,8.40791666666,9.59083333334,13.0009166667,9.91058333332,11.73275,9.34575,13.128875
244.92,9.18991666667,7.67766666668,7.46608333334,8.33333333333,9.01016666667,12.5845833333,10.00425,11.1780833333,9.13708333333,12.3096666667
245.30,9.345,7.80258333334,8.40350000001,8.93416666666,8.77408333333,12.7904166667,10.657,11.4381666667,9.12458333333,12.4249583334
245.67,9.03941666666,7.84100000001,8.6955,8.75133333333,8.36099999999,12.5789166667,11.0368333333,11.3154166667,8.97450000001,11.8264166666
246.05,8.70341666667,7.28866666666,8.6705,8.32508333334,7.98783333333,12.0105,10.98225,11.2948333333,9.06541666667,11.3525
246.42,8.21841666666,6.45266666667,7.81658333334,7.78066666666,7.59408333333,10.8885833333,10.3503333333,10.4938333333,8.398,10.4365
246.79,6.74383333334,5.26375,6.61516666667,6.52508333333,6.5895,9.94208333332,9.35008333334,9.06033333334,7.13,9.31141666667
247.17,6.78733333333,5.59191666666,6.62066666667,6.68975,6.7415,10.0516666667,9.28158333332,8.99991666667,7.24716666667,9.12070833334
247.54,6.78225,5.49558333333,6.3745,6.37983333334,6.54383333333,9.93208333334,9.064,8.67216666665,7.18958333333,8.93158333333
247.92,6.21216666667,4.8535,5.96975,6.07583333333,6.197,9.70208333334,8.57575,8.2625,6.58591666667,8.32825
248.29,6.72108333333,5.34633333334,6.53316666667,6.50341666667,6.87425,10.2176666667,8.88725000001,8.97125,7.25525,8.84266666667
248.67,6.55608333333,5.26175,6.25875,6.153,6.90841666667,10.2010833333,8.721,8.81666666667,7.12491666666,8.64295833333
249.04,5.88508333334,4.595,5.47791666667,5.73183333333,6.51441666666,9.53358333333,7.83091666667,8.42325,6.78408333333,8.30166666666
249.42,5.43358333333,4.51841666667,5.25616666667,5.6165,6.45741666666,9.43158333334,7.42391666666,8.17325,6.52608333333,8.20483333333
249.79,4.8215,4.14458333333,5.21383333333,5.04941666667,6.30208333334,9.13058333334,7.07416666666,8.06108333334,6.15025,7.79229166666
250.17,5.44258333333,4.82008333333,5.75375,5.20058333333,7.08841666668,9.59191666666,7.60041666667,8.70658333333,6.67358333333,7.74883333333
250.54,5.51483333333,4.66175,5.91875,5.01975,7.21341666666,9.51391666667,7.73925,8.539,6.55841666666,7.93329166667
250.92,6.174,4.7825,6.198,5.44625,7.72549999999,9.46091666666,8.12541666667,8.77316666667,6.94166666667,8.34141666667
251.29,6.49533333333,5.48133333333,6.25608333333,5.44016666667,7.84708333334,9.49566666666,8.39933333334,9.07516666666,7.20416666667,8.60108333333
251.66,5.89316666667,5.32858333334,5.97616666667,5.31208333333,7.67766666666,9.404,8.2005,8.59075,6.69833333334,8.200625
252.04,6.18616666667,5.48708333333,6.15341666667,5.79158333333,8.10291666668,9.40275,8.30891666666,8.85158333332,7.37075,8.43620833333
252.41,7.16133333333,6.6405,7.17783333333,6.78725,9.04958333332,10.8805,9.15533333335,9.62725,8.13783333334,9.49308333334
