wavelength,Back_DigGlsm,Belly_DigGlsm,Breast_DigGlsm,Crissum_DigGlsm,Crown_DigGlsm,DorTail_DigGlsm,Patch10_DigGlsm,Rump_DigGlsm,Throat_DigGlsm,WingTip_DigGlsm
371.46,4.93522222222,2.59316666666,3.67158333333,3.03151388889,5.39866666667,5.53641666667,14.5001666667,7.52758333333,4.69825,5.57016666667
371.83,5.05845833333,2.668375,3.80804166666,3.12675,5.54441666667,5.68216666667,14.6225833333,7.65945833334,4.84375,5.71933333333
372.19,5.12754166667,2.71429166667,3.80441666667,3.17308333333,5.62441666666,5.74179166667,14.6455,7.75916666667,4.927,5.83416666667
372.55,5.16818055556,2.81254166667,3.80579166667,3.22290277778,5.72091666667,5.77245833333,14.7145833333,7.81575,5.05075,5.89375
372.92,5.09363888889,2.70229166667,3.70216666667,3.12851388889,5.6735,5.71579166667,14.6019166667,7.7075,4.99741666667,5.75708333333
373.28,5.12254166667,2.68541666666,3.735,3.13782638889,5.68533333333,5.70004166667,14.5716666666,7.69391666667,4.985,5.79166666667
373.64,5.12356944444,2.653375,3.698,3.13176388889,5.64133333333,5.68620833333,14.58275,7.66820833334,4.94458333333,5.83366666667
374.00,5.06608333333,2.59654166666,3.73329166667,3.12716666667,5.60308333333,5.702625,14.56225,7.61579166667,4.91866666667,5.7435
374.37,5.02905555555,2.50416666667,3.59533333334,3.06472222222,5.51425,5.63133333333,14.4868333333,7.592625,4.9215,5.59791666667
374.73,4.96940277778,2.45175,3.48766666667,2.97915277778,5.41716666667,5.57,14.4341666667,7.55754166667,4.87608333333,5.47475
375.09,4.86669444444,2.293375,3.342,2.81883333333,5.26316666667,5.4215,14.28525,7.41970833333,4.67383333333,5.379
375.45,4.95893055555,2.28070833333,3.37275,2.86761805555,5.32433333333,5.46954166667,14.3935833333,7.45991666667,4.72616666666,5.43091666667
375.81,4.98620833333,2.37333333334,3.40641666667,2.93770138889,5.36875,5.50116666667,14.4065,7.47466666667,4.76675,5.45083333333
376.18,4.9475,2.30108333333,3.3905,2.92039583333,5.31866666666,5.48233333333,14.33425,7.40020833333,4.68841666667,5.35883333333
376.54,4.91444444444,2.27175,3.35233333333,2.91851388889,5.26291666667,5.44879166667,14.261,7.34966666667,4.57625,5.26475
376.90,4.89598611111,2.26404166667,3.28804166667,2.8864375,5.22658333333,5.39283333333,14.2304166667,7.30308333333,4.52508333334,5.22716666667
377.26,4.88266666667,2.20466666667,3.31454166666,2.91140972222,5.21858333333,5.45504166667,14.1863333333,7.31041666667,4.55183333333,5.2095
377.63,4.98172222222,2.28841666666,3.417125,2.97636805556,5.32791666667,5.59395833333,14.2395833333,7.39658333333,4.674,5.2285
377.99,5.08280555555,2.429625,3.492375,3.04859027778,5.42591666667,5.72433333333,14.2736666667,7.50895833334,4.73908333333,5.34508333333
378.35,5.07609722222,2.44225,3.50441666667,3.04942361111,5.43091666667,5.74920833333,14.2420833333,7.44283333333,4.70366666667,5.39891666667
378.71,5.20431944444,2.565125,3.64,3.16486805555,5.55441666667,5.868375,14.35875,7.532,4.773,5.5015
379.07,5.25822222222,2.68345833333,3.732625,3.24972222222,5.64716666667,5.95825,14.4208333334,7.564,4.87616666667,5.50883333333
379.44,5.31145833333,2.78470833333,3.879375,3.33331944444,5.63583333333,6.009625,14.4246666667,7.636125,4.93675,5.58016666667
379.80,5.24140277778,2.68025,3.793625,3.25864583333,5.54791666667,5.927625,14.3795,7.52545833334,4.88041666667,5.51666666667
380.16,5.26755555555,2.74308333333,3.83041666667,3.27338888889,5.61266666667,5.95775,14.4518333333,7.52591666667,4.94666666667,5.55558333333
380.52,5.24290277777,2.754375,3.844875,3.25302777778,5.584,5.92341666667,14.4425833333,7.51458333334,5.00408333333,5.60266666667
380.88,5.29290277778,2.83533333333,3.971125,3.34098611111,5.63725,5.97458333333,14.4603333333,7.616375,5.06683333333,5.70516666667
381.24,5.29152777778,2.85875,4.01183333333,3.36577777778,5.6225,5.95083333333,14.5165833333,7.62379166667,5.065,5.75775
381.61,5.29168055556,2.857375,3.98958333333,3.37431944444,5.58008333333,5.894375,14.4990833333,7.60570833333,5.02,5.77633333333
381.97,5.31923611111,2.85716666666,4.042625,3.41806944444,5.59125,5.91908333333,14.5465,7.6115,5.03141666667,5.78416666667
382.33,5.29447222222,2.86466666667,4.02079166667,3.41050694444,5.5345,5.98158333333,14.5216666667,7.62229166667,5.02258333333,5.74241666667
382.69,5.17255555556,2.78325,3.91679166667,3.35156944444,5.41825,5.90533333333,14.36375,7.480125,4.94716666666,5.66141666667
383.05,5.23134722222,2.7835,3.94725,3.42169444444,5.44766666667,5.93120833333,14.4348333333,7.53395833333,5.00958333333,5.70175
383.41,5.175375,2.75795833333,3.87791666667,3.35458333334,5.4295,5.902125,14.4589166667,7.45329166666,4.96991666667,5.62091666667
383.77,5.13611111111,2.7015,3.86720833333,3.31248611111,5.39441666667,5.86229166667,14.367,7.43375,4.91091666667,5.56425
384.14,5.21013888889,2.805125,3.94495833333,3.43977083333,5.4445,5.95545833333,14.4400833333,7.54733333334,5.013,5.65066666666
384.50,5.29577777778,2.875125,4.02354166667,3.51392361111,5.50658333333,6.02058333333,14.4948333333,7.61470833333,5.05716666667,5.7095
384.86,5.29201388889,2.861125,3.99775,3.51290277778,5.47958333333,6.01541666667,14.4630833333,7.57070833333,5.01983333333,5.71925
385.22,5.23652777778,2.82975,3.92966666667,3.46272222222,5.426,5.94295833333,14.41675,7.50666666667,4.96308333333,5.64041666667
385.58,5.105625,2.72466666667,3.87266666667,3.41175,5.31891666667,5.85408333333,14.3478333333,7.43533333334,4.89666666667,5.534
385.94,5.083125,2.71329166667,3.810375,3.38427777778,5.26216666667,5.80116666667,14.36875,7.46579166667,4.88175,5.49958333333
386.30,5.10647222223,2.7005,3.79779166667,3.37852777778,5.31708333333,5.74745833333,14.41675,7.47633333333,4.88458333333,5.49116666667
386.66,5.23797222222,2.79891666666,3.92691666666,3.48975694444,5.45791666667,5.8215,14.5525833334,7.63545833334,4.99933333333,5.58508333333
387.03,5.25116666667,2.87525,3.92945833334,3.50294444444,5.49466666667,5.826375,14.514,7.6495,4.99683333333,5.59633333333
387.39,5.29116666667,2.893125,3.92391666667,3.53632638889,5.49416666666,5.845875,14.4665,7.677375,4.9835,5.56583333333
387.75,5.29119444444,2.92545833333,3.891375,3.57451388889,5.52866666667,5.8815,14.5325833333,7.678625,4.996,5.59
388.11,5.20626388889,2.857375,3.77070833333,3.47491666666,5.44508333333,5.78254166667,14.4039166667,7.57704166667,4.85416666667,5.49241666667
388.47,5.16315277778,2.81066666667,3.71145833333,3.44928472222,5.45558333333,5.81045833333,14.3970833333,7.54441666667,4.82691666667,5.5005
388.83,5.15441666667,2.818125,3.727375,3.44743055555,5.453,5.81729166667,14.4271666667,7.56066666667,4.85566666667,5.4855
389.19,5.24783333333,2.89575,3.79883333333,3.51115972222,5.542,5.92175,14.5094166667,7.64741666667,4.92275,5.51725
389.55,5.34051388889,2.96116666667,3.854625,3.52556944444,5.65041666667,5.987,14.5680833333,7.68033333333,4.96075,5.59641666667
389.91,5.32141666666,2.89129166667,3.86045833333,3.46232638889,5.6355,5.94854166667,14.4343333333,7.56158333333,4.92158333333,5.53708333333
390.27,5.24586111111,2.84375,3.84079166666,3.416125,5.59116666666,5.86,14.3445,7.45654166667,4.84866666667,5.47925
390.63,5.27266666667,2.88733333333,3.86329166667,3.45533333334,5.62575,5.85483333333,14.3923333333,7.46345833333,4.84966666667,5.51958333333
391.00,5.20866666667,2.81179166667,3.83104166667,3.38314583333,5.56783333333,5.80316666667,14.3460833334,7.40241666667,4.78641666667,5.50016666667
391.36,5.13301388889,2.73683333333,3.75483333333,3.31915972222,5.53675,5.71208333333,14.3129166667,7.34879166667,4.74333333334,5.48791666666
391.72,5.22544444444,2.809625,3.87875,3.37759722222,5.56866666667,5.732125,14.35225,7.426875,4.81183333333,5.56241666667
392.08,5.29329166667,2.85695833333,3.95904166667,3.42072222222,5.60475,5.75870833333,14.425,7.47429166666,4.84191666667,5.59316666667
392.44,5.310125,2.84816666667,3.98995833333,3.42524305556,5.57466666667,5.735625,14.3966666667,7.46929166667,4.83625,5.5375
392.80,5.30077777778,2.83679166667,3.983375,3.43123611111,5.61533333333,5.70320833333,14.3963333334,7.48179166667,4.796,5.5175
393.16,5.24486111111,2.78441666667,3.91704166667,3.40171527778,5.55825,5.63841666667,14.3390833333,7.40983333333,4.74116666667,5.49783333334
393.52,5.269625,2.83154166667,3.97754166667,3.48249305556,5.57008333333,5.71670833333,14.36175,7.48458333334,4.77675,5.55875
393.88,5.305375,2.91291666667,4.02333333333,3.56857638889,5.6165,5.76445833333,14.46125,7.56770833333,4.79125,5.63158333333
394.24,5.40488888889,3.04766666667,4.12529166667,3.68802777778,5.702,5.89445833333,14.5944166667,7.71229166667,4.91191666667,5.749
394.60,5.30648611111,2.95979166667,4.04983333333,3.57775694444,5.5885,5.82016666667,14.536,7.64091666666,4.82108333333,5.65991666666
394.96,5.29968055556,2.92858333333,4.06491666666,3.58329861111,5.5535,5.855125,14.5219166667,7.64954166666,4.84183333333,5.624
395.32,5.35690277778,2.96441666667,4.13145833333,3.61743055555,5.57325,5.895375,14.5525,7.691875,4.88866666667,5.65566666667
395.68,5.33330555556,2.94870833333,4.06483333333,3.57746527778,5.556,5.88870833333,14.5155,7.70641666667,4.85391666666,5.59991666667
396.04,5.29030555556,2.88579166667,4.00395833334,3.54609027778,5.5215,5.87958333333,14.4485833333,7.65054166667,4.84916666667,5.5985
396.40,5.21290277778,2.817625,3.930625,3.48309722222,5.46583333333,5.817625,14.3835,7.58895833333,4.78266666667,5.55125
396.76,5.23672222222,2.84641666667,3.96916666667,3.51075,5.45858333333,5.85995833333,14.4068333334,7.58854166667,4.83616666667,5.57091666667
397.12,5.15177777778,2.81695833333,3.92904166667,3.44770833333,5.40633333333,5.80775,14.3480833333,7.54641666667,4.7625,5.499
397.48,5.152625,2.8035,3.88375,3.4250625,5.39758333333,5.75904166667,14.30225,7.50470833333,4.74633333333,5.44833333333
397.84,5.043,2.68479166667,3.734875,3.31480555556,5.29083333333,5.668375,14.1576666667,7.37933333333,4.67283333333,5.33433333333
398.20,5.05233333333,2.65320833333,3.75408333333,3.29694444444,5.279,5.64133333333,14.0989166667,7.332125,4.66558333333,5.36816666667
398.56,5.09009722222,2.68475,3.77354166667,3.35459722222,5.31783333334,5.70645833333,14.0745833333,7.33304166667,4.70575,5.39516666667
398.92,5.12034722222,2.73258333333,3.78341666667,3.41677083333,5.36183333333,5.71108333333,14.1031666667,7.34479166667,4.70583333333,5.41141666666
399.28,5.14330555556,2.76670833333,3.83,3.46140972222,5.40016666667,5.78579166667,14.1236666667,7.3635,4.72633333333,5.44041666667
399.64,5.12548611111,2.752875,3.85925,3.48643055555,5.39825,5.753875,14.0786666667,7.30654166667,4.71208333334,5.43925
400.00,5.16686111111,2.81758333333,3.93875,3.54699305556,5.45541666667,5.79608333333,14.1791666666,7.39641666666,4.73025,5.46383333333
400.36,5.26788888889,2.933375,4.052625,3.65572222222,5.53183333333,5.884375,14.2709166667,7.50308333333,4.82083333333,5.57108333333
400.72,5.25784722222,2.91954166667,4.02633333333,3.66765277778,5.51166666667,5.86545833333,14.2203333334,7.46741666667,4.79275,5.5465
401.08,5.30834722222,2.95558333333,4.05675,3.72413888889,5.551,5.88029166667,14.2294166667,7.48308333334,4.8235,5.57733333333
401.44,5.25720833333,2.9255,4.05029166667,3.70759722222,5.50966666667,5.82679166667,14.2213333333,7.45895833333,4.797,5.51166666667
401.80,5.26391666667,2.95870833333,4.11779166667,3.71834027778,5.50966666667,5.82379166667,14.2654166667,7.49579166667,4.81725,5.521
402.16,5.288625,2.99491666667,4.1545,3.76886805556,5.516,5.83725,14.3194166667,7.55045833333,4.79641666667,5.53316666667
402.52,5.27115277778,2.96854166667,4.177,3.74441666667,5.50966666666,5.804375,14.3036666667,7.55479166667,4.78908333333,5.53683333333
402.88,5.26705555555,2.98691666666,4.19683333334,3.72967361111,5.51258333333,5.78454166667,14.2895833333,7.56695833333,4.77041666667,5.55325
403.24,5.27463888889,3.00258333334,4.22679166667,3.73347916667,5.49891666667,5.76975,14.3034166666,7.57054166667,4.76075,5.54341666667
403.60,5.24604166666,2.982625,4.17945833333,3.67895138889,5.43433333333,5.76375,14.2718333333,7.54495833333,4.72183333333,5.52466666667
403.95,5.25533333333,3.0065,4.181375,3.67351388889,5.4125,5.767,14.2719166667,7.52425,4.75308333333,5.55091666667
404.31,5.26106944444,3.01570833333,4.18275,3.69486805556,5.4205,5.78125,14.278,7.53041666667,4.76633333333,5.57225
404.67,5.27861111111,3.063625,4.237375,3.69599305555,5.45391666667,5.837,14.3099166667,7.567625,4.79425,5.62575
405.03,5.31304166666,3.08045833333,4.26625,3.70802777778,5.45108333333,5.86083333333,14.34825,7.60725,4.84733333333,5.67866666667
405.39,5.31444444444,3.06775,4.272125,3.69531944444,5.45608333334,5.86633333333,14.3513333333,7.60854166667,4.84241666667,5.71091666667
405.75,5.36806944445,3.099625,4.31604166666,3.75284722222,5.4945,5.93108333333,14.3764166666,7.64475,4.88491666667,5.751
406.11,5.31918055556,3.06133333333,4.2495,3.70149305555,5.44341666666,5.888375,14.3056666667,7.57770833333,4.84466666667,5.65983333333
406.47,5.34398611111,3.093875,4.300625,3.75316666666,5.46425,5.93054166667,14.317,7.6095,4.84108333333,5.6725
406.83,5.36034722222,3.11554166666,4.32591666667,3.77526388889,5.45875,5.950375,14.3043333333,7.60495833333,4.86733333333,5.70683333333
407.19,5.342875,3.12775,4.30983333333,3.77957638889,5.44925,5.9265,14.2565833333,7.59529166667,4.8615,5.69483333333
407.55,5.37201388889,3.16833333333,4.360625,3.82830555556,5.49658333333,5.94525,14.2936666667,7.62325,4.88533333333,5.73225
407.90,5.34825,3.13716666667,4.3475,3.82710416667,5.48558333333,5.90604166667,14.2520833334,7.61479166667,4.84741666666,5.70241666667
408.26,5.31876388889,3.09720833333,4.29504166666,3.779125,5.45875,5.84666666667,14.2076666667,7.56395833333,4.79875,5.62691666667
408.62,5.29284722222,3.05041666666,4.23908333333,3.74575694445,5.41683333333,5.78579166667,14.1566666667,7.527,4.757,5.57816666667
408.98,5.26209722222,3.01533333333,4.234625,3.71267361111,5.38558333334,5.75579166667,14.098,7.46179166667,4.68775,5.52458333333
409.34,5.29447222223,3.06208333333,4.24483333334,3.73354861111,5.42708333333,5.79504166667,14.1168333333,7.47941666667,4.69766666667,5.55183333333
409.70,5.33013888889,3.10945833334,4.306125,3.75545833333,5.44816666666,5.80529166667,14.15,7.501,4.70825,5.60133333333
410.06,5.34331944445,3.1215,4.36133333333,3.77657638889,5.46808333333,5.82370833333,14.1795833333,7.51608333334,4.73808333334,5.61383333333
410.42,5.33302777778,3.11275,4.327125,3.74761805556,5.43841666667,5.79895833333,14.1701666667,7.489875,4.75391666667,5.60633333333
410.77,5.3235,3.11091666667,4.33129166667,3.74909722222,5.4445,5.78795833333,14.1948333333,7.498125,4.74558333333,5.55166666667
411.13,5.30790277778,3.10904166667,4.33570833333,3.76040972222,5.46958333333,5.79054166667,14.2125,7.52416666667,4.75391666667,5.573
411.49,5.31598611111,3.103,4.35241666667,3.79744444444,5.496,5.80858333333,14.2161666667,7.53629166666,4.80166666667,5.57783333334
411.85,5.34209722222,3.14283333333,4.38708333333,3.80547916667,5.53466666667,5.83075,14.2410833333,7.55604166667,4.8285,5.6195
412.21,5.32958333333,3.14208333333,4.42575,3.79132638889,5.52208333333,5.81920833333,14.2515,7.56504166666,4.80983333333,5.622
412.57,5.29788888889,3.10704166667,4.396625,3.74858333334,5.46883333333,5.76291666667,14.2440833333,7.53616666667,4.779,5.58641666667
412.92,5.30379166667,3.11445833333,4.437875,3.75981944445,5.49358333333,5.73841666667,14.272,7.57666666666,4.79841666667,5.59008333333
413.28,5.276875,3.09391666667,4.42108333333,3.74632638889,5.45416666666,5.71541666667,14.2406666667,7.55929166667,4.76691666667,5.54541666666
413.64,5.20295833334,3.03566666667,4.33775,3.68169444445,5.40533333333,5.643125,14.1895833333,7.50120833334,4.73008333333,5.45891666667
414.00,5.19584722222,3.025375,4.32795833333,3.67625,5.41175,5.643,14.1701666667,7.505875,4.72575,5.46608333333
414.36,5.17443055556,3.02741666667,4.29425,3.65854166667,5.38125,5.61075,14.1221666667,7.47241666667,4.68733333333,5.44058333333
414.72,5.16022222222,2.98225,4.230875,3.62170833333,5.34558333334,5.60525,14.0913333334,7.44791666667,4.6565,5.41916666667
415.07,5.15744444445,2.97866666667,4.20641666666,3.59525694444,5.316,5.58045833333,14.0794166667,7.41129166667,4.64191666667,5.37558333333
415.43,5.14944444444,2.98941666667,4.20870833333,3.56595833333,5.28233333333,5.59058333333,14.0925833333,7.39320833333,4.62733333333,5.36541666667
415.79,5.11597222223,2.94475,4.16970833334,3.51925694444,5.23075,5.57741666667,14.0649166667,7.35733333334,4.57925,5.3295
416.15,5.08063888889,2.932125,4.13979166667,3.51275694444,5.21291666667,5.57295833333,14.0256666667,7.335875,4.55783333333,5.3155
416.51,5.08684722222,2.93795833333,4.13295833333,3.53510416667,5.2175,5.58966666667,14.0304166667,7.33475,4.56633333333,5.35908333333
416.86,5.130125,2.99020833333,4.14291666667,3.56674305555,5.25341666667,5.65283333333,14.06225,7.37754166667,4.60741666667,5.43475
417.22,5.16258333333,2.98908333333,4.19225,3.604125,5.26566666667,5.661125,14.0825,7.394125,4.663,5.46633333334
417.58,5.205875,3.03275,4.2485,3.66134027778,5.32466666667,5.739875,14.10275,7.43879166667,4.71358333333,5.49991666667
417.94,5.236625,3.06075,4.27304166667,3.69365277778,5.36166666667,5.769625,14.1470833333,7.47179166667,4.76433333333,5.55508333334
418.29,5.24406944444,3.059,4.29966666666,3.70243055555,5.38141666667,5.797375,14.1746666667,7.50041666667,4.79591666667,5.55666666667
418.65,5.22165277778,3.06970833333,4.30075,3.69436111111,5.3735,5.76020833333,14.1578333333,7.485375,4.78566666667,5.57091666667
419.01,5.215625,3.05758333333,4.30458333333,3.696,5.35825,5.77616666667,14.1544166667,7.486125,4.77966666667,5.59008333334
419.37,5.22029166667,3.06675,4.312375,3.70399305556,5.368,5.76675,14.1480833333,7.50670833333,4.78741666667,5.603
419.73,5.22363888889,3.07029166667,4.32870833333,3.727625,5.37091666666,5.782,14.1460833333,7.52079166666,4.78916666667,5.60316666667
420.08,5.25083333334,3.07941666666,4.33595833333,3.74795833333,5.38983333333,5.79570833333,14.1445,7.52329166667,4.80966666667,5.6265
420.44,5.28952777778,3.115,4.40079166667,3.78679166667,5.4365,5.843625,14.1704166667,7.566,4.85141666667,5.65666666667
420.80,5.26938888889,3.09541666666,4.38979166667,3.77870833333,5.42441666667,5.83941666667,14.1436666667,7.545125,4.84283333334,5.6225
421.16,5.24018055555,3.09720833333,4.36925,3.74786805556,5.4105,5.8195,14.1096666667,7.52233333334,4.81016666667,5.60833333333
421.51,5.21966666667,3.08866666667,4.34816666667,3.72180555556,5.37841666667,5.783375,14.0750833333,7.499875,4.78483333333,5.6175
421.87,5.19315277778,3.06129166666,4.3095,3.70138888889,5.33958333333,5.75,14.0225,7.47075,4.74291666667,5.59066666667
422.23,5.20988888889,3.07975,4.31766666667,3.71018055556,5.35325,5.75741666667,14.0335,7.47491666667,4.73883333334,5.61475
422.58,5.21295833333,3.076875,4.32404166667,3.71745833334,5.34375,5.76333333333,14.01925,7.48183333333,4.73216666666,5.61566666667
422.94,5.198625,3.07466666667,4.30979166667,3.70677777778,5.33341666667,5.74616666667,14.0043333334,7.45604166667,4.72433333333,5.61441666666
423.30,5.20088888889,3.077375,4.30645833333,3.71028472222,5.32433333333,5.73470833333,13.9968333334,7.44141666666,4.70558333333,5.61116666667
423.66,5.19718055555,3.08595833333,4.31725,3.71409722222,5.33133333334,5.737125,13.9853333333,7.43779166667,4.71783333334,5.61141666667
424.01,5.21625,3.11383333333,4.35216666667,3.73834027778,5.34491666667,5.763875,14.0198333333,7.460625,4.74583333333,5.64866666667
424.37,5.21251388889,3.128625,4.34258333333,3.74709722222,5.34791666667,5.76108333333,14.0079166667,7.464,4.7425,5.65525
424.73,5.19713888889,3.11508333333,4.33979166667,3.73232638889,5.32441666667,5.74620833333,13.9834166666,7.449375,4.71808333333,5.65616666667
425.08,5.20755555556,3.126375,4.34645833334,3.74870138889,5.329,5.765125,13.9878333333,7.45341666667,4.73225,5.65958333333
425.44,5.19381944445,3.11879166667,4.34158333333,3.74440972222,5.32925,5.75133333333,13.9876666667,7.43979166667,4.71775,5.65275
425.80,5.18780555556,3.13758333333,4.35758333333,3.73715277778,5.33025,5.74504166667,13.9801666667,7.42991666667,4.70983333333,5.64266666666
426.16,5.1405,3.10041666667,4.333,3.70045833334,5.29208333333,5.6915,13.918,7.38279166667,4.67508333334,5.60025
426.51,5.13734722222,3.08804166667,4.338875,3.69005555556,5.28783333333,5.68925,13.8981666667,7.371875,4.674,5.58783333334
426.87,5.14116666666,3.08425,4.34225,3.68895833333,5.28283333333,5.68025,13.87075,7.37125,4.66758333333,5.569
427.23,5.12326388889,3.06966666667,4.35420833333,3.68842361111,5.27666666667,5.69175,13.8436666666,7.36316666667,4.67633333333,5.58083333333
427.58,5.116875,3.05616666667,4.35041666667,3.68934722222,5.26366666667,5.685125,13.8209166667,7.359875,4.67383333333,5.56416666666
427.94,5.08688888889,3.04,4.32445833333,3.64727083333,5.236,5.65179166667,13.782,7.335875,4.63991666667,5.51658333334
428.30,5.06116666667,3.01058333333,4.303875,3.61272222222,5.19841666667,5.628125,13.7551666667,7.30708333333,4.60858333333,5.49383333333
428.65,5.07052777778,3.017875,4.3055,3.62855555555,5.215,5.639125,13.7725,7.33208333334,4.6255,5.49983333333
429.01,5.05830555556,3.00033333333,4.29658333333,3.61477777778,5.18841666666,5.61270833333,13.756,7.32058333333,4.61383333333,5.49591666667
429.37,5.10597222222,3.03525,4.32495833333,3.66766666667,5.20475,5.66066666667,13.7710833333,7.36916666667,4.64766666667,5.53041666667
429.72,5.13029166667,3.05866666667,4.3555,3.6953125,5.2265,5.71595833333,13.8113333333,7.397375,4.68033333333,5.57316666667
430.08,5.17251388889,3.10279166667,4.38258333333,3.75134722222,5.25033333333,5.76179166667,13.8569166666,7.43729166666,4.70891666667,5.61875
430.44,5.16643055556,3.12283333334,4.374625,3.74988194444,5.26391666667,5.76895833333,13.8874166667,7.43866666667,4.72591666667,5.66
430.79,5.17406944444,3.14766666667,4.38558333333,3.76885416667,5.29158333333,5.78841666667,13.9094166667,7.45829166667,4.73616666667,5.687
431.15,5.18338888889,3.15066666667,4.37175,3.76036805556,5.30291666667,5.777,13.9334166667,7.471875,4.727,5.66783333334
431.50,5.202,3.19254166667,4.4005,3.78559722222,5.33583333333,5.78566666667,13.9575833333,7.48420833333,4.74591666667,5.69583333333
431.86,5.23604166667,3.21741666667,4.42525,3.84197222222,5.377,5.810375,13.9779166667,7.51875,4.78183333333,5.74025
432.22,5.24325,3.23404166667,4.442,3.85350694444,5.38466666666,5.80858333333,13.9875,7.52725,4.793,5.72625
432.57,5.268875,3.26570833334,4.48820833333,3.87660416666,5.407,5.8175,13.998,7.53258333333,4.82191666667,5.7615
432.93,5.27613888889,3.29466666666,4.51104166667,3.90534027778,5.42841666667,5.85225,14.01975,7.55325,4.84133333333,5.79008333333
433.29,5.25441666667,3.271,4.5085,3.88510416667,5.41458333333,5.82591666667,14.00675,7.53575,4.8315,5.78425
433.64,5.25127777778,3.25466666667,4.49983333333,3.87888194445,5.409,5.791375,13.9929166667,7.52958333333,4.83183333333,5.78633333333
434.00,5.24520833333,3.27445833334,4.5125,3.8773125,5.41841666666,5.79154166667,13.9779166667,7.529375,4.84291666667,5.78183333333
434.35,5.24655555556,3.2685,4.51329166667,3.87932638889,5.41175,5.776,13.9666666667,7.51025,4.83066666666,5.7645
434.71,5.23626388889,3.26158333333,4.519,3.87611111111,5.39733333334,5.7635,13.9205,7.48975,4.82375,5.7445
435.07,5.23779166667,3.29883333334,4.5155,3.88303472222,5.39825,5.760875,13.89725,7.48195833333,4.83941666667,5.75558333333
435.42,5.21733333333,3.29295833333,4.48458333333,3.87174305556,5.3745,5.73283333333,13.8743333333,7.44979166667,4.83016666666,5.76891666667
435.78,5.168125,3.26175,4.463375,3.83125,5.32558333333,5.688125,13.8174166667,7.397625,4.77841666667,5.72875
436.13,5.16654166667,3.26370833333,4.47670833333,3.84584722222,5.3235,5.69804166667,13.8085,7.38608333333,4.78758333334,5.7505
436.49,5.13409722222,3.25933333333,4.43208333333,3.82782638889,5.296,5.66104166667,13.769,7.36345833334,4.77933333333,5.70233333333
436.84,5.14536111111,3.27475,4.446625,3.83198611111,5.31175,5.65216666667,13.77275,7.3575,4.78491666667,5.69108333333
437.20,5.13643055555,3.286625,4.43358333333,3.82550694444,5.30016666667,5.6435,13.74775,7.33395833333,4.76983333333,5.66891666667
437.56,5.10575,3.285,4.40804166667,3.79876388889,5.2755,5.64516666667,13.71775,7.31008333333,4.73,5.64116666666
437.91,5.12351388889,3.306375,4.42725,3.81475,5.28141666667,5.67195833333,13.7269166667,7.328,4.74558333334,5.68408333333
438.27,5.18369444444,3.38904166667,4.48841666667,3.89757638889,5.348,5.74525,13.7950833333,7.40679166666,4.796,5.74941666667
438.62,5.20513888889,3.41220833333,4.5225,3.92840277778,5.37175,5.78004166667,13.8305833333,7.448875,4.80491666667,5.79008333333
438.98,5.20888888889,3.415875,4.56329166667,3.93760416667,5.38283333334,5.80604166667,13.8471666667,7.45870833334,4.80383333333,5.80083333333
439.33,5.24336111111,3.45333333333,4.59804166666,3.95948611111,5.41258333333,5.843,13.8564166667,7.49495833334,4.80933333334,5.81875
439.69,5.29313888889,3.50029166667,4.63654166667,4.0,5.45666666667,5.89366666667,13.90025,7.53045833333,4.84433333333,5.85983333333
440.04,5.28694444445,3.50108333333,4.61158333333,3.98992361111,5.44491666667,5.86833333333,13.8874166667,7.51920833333,4.829,5.85475
440.40,5.30663888889,3.52058333333,4.62425,4.01677083333,5.45975,5.91058333333,13.8829166667,7.524375,4.81633333333,5.87741666666
440.75,5.30297222222,3.51054166667,4.62445833334,4.02509722222,5.44775,5.89695833333,13.8681666667,7.52283333333,4.81241666667,5.89308333333
441.11,5.31565277778,3.531875,4.64541666667,4.03861805555,5.4615,5.91066666667,13.8759166666,7.54425,4.82116666667,5.90908333333
441.47,5.37273611111,3.58629166667,4.70216666667,4.10136805556,5.513,5.956625,13.9171666666,7.592375,4.88133333333,5.96175
441.82,5.38186111111,3.5855,4.71520833333,4.11294444444,5.5185,5.95179166667,13.9258333333,7.605,4.88641666667,5.95133333333
442.18,5.35625,3.56441666667,4.70766666667,4.07733333333,5.49158333333,5.91754166667,13.8891666667,7.57441666667,4.87316666667,5.91975
442.53,5.36063888889,3.58695833334,4.70795833333,4.08252083333,5.503,5.92329166667,13.91125,7.57370833333,4.89075,5.91625
442.89,5.37255555555,3.62229166667,4.7085,4.10521527778,5.51816666666,5.94754166667,13.9034166667,7.58954166667,4.91283333333,5.92716666667
443.24,5.34575,3.59916666667,4.69270833334,4.09233333333,5.48358333333,5.92304166667,13.8879166667,7.58020833333,4.89425,5.88958333333
443.60,5.30930555556,3.57425,4.66741666666,4.05213888889,5.43883333333,5.882875,13.8505833334,7.55420833333,4.88166666667,5.84625
443.95,5.31413888889,3.60354166666,4.69125,4.07363194444,5.45316666667,5.90370833333,13.8438333334,7.57191666667,4.90241666667,5.849
444.31,5.30958333333,3.61479166667,4.71058333333,4.06766666667,5.45075,5.891625,13.8581666667,7.58175,4.9225,5.842
444.66,5.32254166667,3.63404166667,4.735,4.0813125,5.46708333333,5.904,13.8635833334,7.59925,4.91891666667,5.84716666667
