wavelength,Back_DigVenm,Belly_DigVenm,Breast_DigVenm,Crissum_DigVenm,Crown_DigVenm,DorTail_DigVenm,Patch10_DigVenm,Rump_DigVenm,Throat_DigVenm,WingTip_DigVenm
184.49,52.1505833333,65.4960436508,73.3869166666,93.7275833334,81.9891666667,76.2545833333,75.6274444445,67.2045000001,77.1955833332,57.4672222222
184.87,56.38525,75.7576732805,80.4112500001,107.79225,92.0998333333,85.9307499999,87.8790000001,77.0563333332,87.7162916667,57.72
185.25,64.323,82.0187169313,87.4999166667,121.6145,97.7862500002,89.7135833333,91.3192222221,82.552,94.85675,56.7707777778
185.63,89.6894166667,106.660977513,122.881416667,154.378416667,131.356,118.502833333,118.644111111,112.57075,116.878666667,85.2166666667
186.01,127.23575,155.365156085,171.95125,209.1465,179.878083333,172.357833333,169.376666667,158.536583334,167.98775,112.0595
186.39,134.42975,173.433611111,189.473416667,225.000083333,192.9825,195.394666667,190.351,171.92975,183.771916667,127.777833333
186.77,125.308666667,149.421907408,159.876583333,191.666833333,163.271833333,177.777833333,161.728333333,157.407416667,156.018458333,122.839611111
187.15,98.7562499998,121.584587302,128.233666667,152.4875,130.721333333,147.139416667,124.544,120.149333333,112.997458334,98.0928333333
187.53,99.7685833333,123.432891534,127.54625,143.63425,129.050833333,144.097333333,121.913666666,115.856583333,111.168958333,108.0245
187.91,109.635416667,136.640219577,142.448083333,148.307333333,142.057333333,147.526083333,135.243111111,122.265666667,118.099083333,112.499944444
188.29,102.7425,121.60260582,125.0,129.95775,124.0505,128.586583333,116.877666667,112.34175,110.70675,109.142
188.67,93.7275833333,111.176554233,112.455333333,116.666583333,117.831583333,114.605666667,107.526888889,104.838583333,103.315333333,108.602333333
189.05,87.6212499999,102.428511905,104.12625,106.634166667,113.187583333,109.627833333,99.5684444444,99.4335833334,98.9887083333,103.236333333
189.43,89.2641666668,100.681542328,101.876833333,102.17725,115.615583334,107.65775,102.102111111,100.825833333,96.7718333334,106.356277778
189.81,82.4257499999,93.5119113755,89.8515833333,95.9570833333,107.095833333,101.485,95.0494444443,91.2541666668,91.9141249999,92.5191111112
190.19,72.74025,79.6856626984,78.9546666667,82.5565,92.5140833332,85.4520833333,78.3428888889,77.8249166666,78.95475,76.7419444446
190.57,79.92425,83.2588174603,84.0909166667,84.2422499999,99.8484166666,87.5000000001,83.1312222221,84.6212500001,84.5833333334,78.6363333332
190.95,84.3552499999,86.0598703703,85.4560000001,83.25475,101.572416667,84.8270833334,85.8491111111,84.90575,85.5739583333,83.4380555557
191.33,97.4999166667,95.8033809524,95.3029999998,92.197,112.121166667,94.2424166667,100.707222222,100.227333333,97.0077083334,91.3637222223
191.71,105.612166667,103.521437831,100.765333333,102.976166667,122.278833333,105.102,109.183666667,109.013583333,104.591833333,94.0475555557
192.09,107.25,105.1494709,101.333333333,110.583333333,124.5,111.166666667,108.222222222,113.333333333,109.791666667,97.5
192.47,111.891333333,109.002066137,111.891166666,119.475583333,135.206166667,122.472083333,113.857555555,119.288333333,116.4325,100.873888889
192.85,122.764166667,117.642662699,123.98375,126.016333333,145.426916667,133.333416667,129.403777778,129.776333333,129.268375,104.268111111
193.23,101.746,96.0544537037,99.2856666666,101.111083333,113.809416667,104.523833333,104.021333333,102.22225,103.333333333,83.6509444444
193.61,94.9700000001,88.9220992064,90.5405833333,92.4173333332,104.27925,98.1981666668,95.6956666668,93.6938333334,95.833375,74.7248333333
193.99,92.0765000001,83.3517910053,85.9973333334,85.9971666665,96.9945833333,91.735,88.8888888889,89.8906666666,92.2471249999,74.1804999999
194.37,93.4524166667,87.3428082012,88.5416666665,90.47625,101.562583333,95.2379999999,93.1547777778,92.7827499999,97.5447083333,79.9603333334
194.75,81.4451666666,78.811202381,77.2134999999,81.9009166666,93.2941666667,88.1511666667,82.2047777778,80.53375,88.7371666667,74.2186111111
195.13,76.9173333332,77.0226084656,73.8939166668,79.86725,98.1564166667,83.33325,78.761,75.3688333333,90.4129166667,68.6824444444
195.51,81.3367500001,77.9554629631,77.7776666667,85.4167500001,107.986166667,85.5034166667,80.2083333333,77.4306666667,99.4791666668,74.768611111
195.89,87.0748333334,78.5740859788,82.398,85.1189999999,110.629166667,86.4795,87.5283333333,80.69725,103.486458333,77.9479444444
196.27,82.0036666668,72.4486957672,77.0389166667,78.3688333333,106.649,79.5210833333,79.6692222222,69.4149166667,97.1187083334,71.690388889
196.65,84.6153333334,71.5884642858,70.1464999999,71.3370000001,103.7545,73.0768333333,80.0978888889,67.4909166667,94.8718333333,62.5151111111
197.03,85.7981666666,67.4324841271,62.6761666666,66.5492499999,106.92475,71.7135833333,67.1362222222,60.3285833333,89.4367083334,60.8763333333
197.40,110.606166667,79.0043386243,72.8789166666,80.4544166666,133.78775,88.6361666666,81.616111111,74.2424166666,105.833458333,72.929388889
197.78,120.542583333,90.9776388889,79.8448333333,79.0698333334,149.418583333,93.2169999999,94.8321111111,71.7054166667,118.120208333,73.6435
198.16,122.166666667,98.7804232806,87.1666666666,75.6666666668,148.333333333,97.5,108.888888889,77.3333333332,112.0,78.7777777779
198.54,160.41675,120.976654762,92.82425,64.1204166667,179.86125,113.425833333,139.814666666,96.2962500001,112.731416667,96.7592777777
198.92,185.215083333,125.38843254,90.3225833334,43.2796666666,188.172083333,105.914,151.254444444,97.8493333333,93.1452083334,95.1611666668
199.30,182.184,113.28680291,64.6550833331,17.8160833333,164.080333333,106.321833333,137.548222222,89.3679166666,68.1032499999,79.6934444444
199.68,142.777666667,85.3967433863,27.4999166667,-21.3889166665,123.889,64.9998333334,80.3702222221,36.9443333333,24.7221666666,38.8887777777
200.06,106.97675,71.954686508,29.6510833332,-4.45733333332,95.34875,57.7519166667,42.894111111,32.36425,24.5154166667,37.0801666668
200.44,107.558166667,66.7681997354,22.6744999999,-18.7983333334,87.4031666666,50.1938333333,32.2996666667,28.682,14.631875,32.8165555554
200.82,105.185166667,66.6724973545,29.8149166668,-14.6296666667,85.3703333334,47.22225,28.6421111112,25.0000833333,14.7223333333,42.8393888889
201.19,87.7194166667,51.9933716931,20.0290833333,-19.737,63.1579999999,22.95325,26.511,16.5205,9.42983333332,21.7349444444
201.57,70.3030833334,37.1307513228,5.15158333341,-45.3030833333,48.4846666668,3.33325000003,9.899,1.36358333333,-9.31816666666,5.8586111111
201.95,68.1158333332,19.8585621693,-11.77525,-68.8405833332,32.2465,-22.8261666667,-8.69555555557,-21.3769166667,-31.2499583334,-12.6813333333
202.33,11.6666666666,-66.6878306877,-126.0,-216.333333334,-49.3333333334,-143.666666667,-141.333333333,-152.333333333,-169.5,-122.0
202.71,-41.2036666668,-160.640892857,-220.370333333,-333.33325,-132.4075,-243.055583333,-268.518444444,-260.185166667,-260.184916666,-245.3705
203.09,-28.5714166668,-211.422895503,-267.261916667,-413.09525,-201.190583334,-288.09525,-310.317444444,-306.547583333,-307.440583333,-305.555555556
203.47,-1025.0,-3744.70899471,-4325.0,-6633.33333333,-3775.0,-4800.0,-4877.77777778,-5041.66666666,-4916.66666667,-5477.77777778
203.85,91.6665833335,591.358050264,712.499999999,1104.16658333,645.833333333,738.88875,729.629555555,772.222166667,738.1945,935.184999999
204.22,113.4615,382.926199736,418.589833333,630.769,407.051416667,443.589833333,418.803444445,460.256333333,417.307583333,523.931555556
204.60,104.861166667,251.157313492,262.499916667,395.138916666,256.9445,278.125,271.759444444,277.083333333,285.590416667,312.962944444
204.98,130.050583333,230.611699735,237.878666667,335.858666667,240.656583333,238.88875,247.138,241.919166666,266.287875,286.868722222
205.36,122.222166667,182.200705027,178.125083333,248.090333333,186.632,177.257,185.879666667,184.02775,199.305666667,214.583222222
205.74,127.8275,171.740482804,168.898833333,227.232166667,186.904666667,170.387,184.127111111,178.273916667,193.303625,211.011888889
206.12,148.366,195.886378307,193.790833333,263.235166667,208.823583333,195.424833333,211.982555555,194.77125,219.362625,238.671055555
206.50,111.111083333,147.427925926,142.361083334,200.115666667,157.754583333,147.222166666,153.549333333,146.411916667,163.715291667,176.234666667
206.87,125.367583333,162.947297619,154.656666667,222.916666667,172.058916667,170.34325,166.993444444,167.5245,189.522125,191.666611111
207.25,153.214333334,183.267059523,177.262,243.214,193.9285,193.09525,193.809555556,192.023916667,204.821291667,212.381
207.63,189.367666667,222.306634921,219.253,295.258666667,239.080583333,238.793083333,236.398444444,233.764333333,245.7615,260.153166667
208.01,176.64325,202.813243387,205.046916667,262.324,214.906083333,219.366166667,207.668111111,210.680666667,223.884875,238.967111111
208.39,153.60825,166.412892857,172.508583333,214.08925,177.5775,186.42625,170.446555556,174.054916667,187.027375,196.792833333
208.77,180.158583333,187.893660053,201.09125,243.849333333,206.9445,222.3215,193.518333333,199.40475,213.591291667,230.621722222
209.14,174.344583333,177.850646825,194.475583333,230.056166666,192.790333334,213.202333333,178.152666667,186.236,202.247166667,217.540722222
209.52,181.79,184.995607143,209.567833333,240.637916667,204.01225,226.33725,189.025888889,194.650083333,218.312666667,228.6695
209.90,171.220833333,179.591171958,202.907083333,227.519416667,188.953583333,209.39925,177.906888889,186.62775,205.862458334,211.498833333
210.28,148.82025,154.818084656,172.050083333,185.840583333,161.947,175.22125,152.999,159.881916666,171.312666667,177.531833333
210.66,196.901666667,207.838157407,234.40175,245.299166666,215.277916667,237.71375,205.555555556,208.012916667,227.297083333,240.171055556
211.03,233.757083334,254.436829365,285.59325,302.542333333,266.243,284.887166667,256.874,253.248666667,271.610291667,300.565
211.41,223.18175,251.796637566,284.848416667,298.636416667,262.121083333,289.091,255.959666667,249.545583333,275.985041667,301.414277778
211.79,197.474833333,220.053715608,244.065666667,260.353666667,224.999916667,243.813166666,230.639666667,217.045416667,243.055541667,252.1885
212.17,212.222083333,234.512759259,254.722166667,278.749916667,244.861083333,260.416833333,248.518444445,231.388833334,269.375,265.277833333
212.55,209.672583334,240.988906085,257.887083334,284.672583333,255.803583334,264.434416667,250.198444445,237.202416667,281.101291667,271.626722222
212.92,156.540083333,185.103175926,193.987333333,210.337583333,192.7215,193.987333334,181.856555556,179.325,206.11825,200.984388889
213.30,172.1015,205.73385582,214.371916667,238.285,216.3045,213.285083333,208.856777778,203.623166666,223.30925,223.6715
213.68,164.954333333,197.403439153,201.9405,227.6255,203.652916667,203.538916667,198.934555556,196.57525,211.415458333,213.926833333
214.06,185.215166667,218.672111111,228.629,254.16675,234.005416667,233.467833333,222.76,215.726,231.989125,240.681055555
214.44,241.463416666,292.286083334,315.447083333,355.691083333,323.98375,309.552833333,307.588,298.577416667,324.593458333,319.918611111
214.81,179.093583333,207.054767196,228.216416666,263.889,241.66675,228.94725,230.409333333,222.660666666,240.935666667,239.863611111
215.19,167.204333333,190.591332011,209.543,237.365666667,222.177416667,210.88725,208.960444445,207.258166667,221.841166666,210.215111111
215.57,171.505416666,190.179641535,209.274333334,238.70975,219.623666667,210.752583333,199.283,207.12375,229.502666667,214.784944444
215.95,215.909083333,243.794994709,270.265166667,307.0075,289.583333333,281.439333334,255.050555556,264.77275,297.727333333,287.373611111
216.32,242.8295,270.908687831,290.503833333,322.6745,313.178333334,299.612333333,288.888666667,294.573583333,300.968958333,317.958611111
216.70,539.166666667,583.346560847,615.833333334,671.666666667,650.0,626.25,633.888888889,600.0,621.458333333,687.222222222
217.08,-1734.72216667,-1841.97533201,-1945.83316667,-2190.27775,-2098.61125,-1998.61108333,-2055.55577778,-1911.11133333,-2022.222375,-2264.81483333
217.46,5750.0,6118.58465609,6562.5,7320.83333333,7112.5,6858.33333334,6794.44444444,6379.16666667,7025.0,7511.11111111
217.83,5554.16666667,5912.36772487,6550.0,7304.16666667,7045.83333333,6670.83333334,6800.0,6266.66666667,6850.0,7377.77777778
218.21,-3702.77783334,-3852.6454881,-4047.22225,-4875.00008334,-4508.33325,-4408.33325,-4425.926,-4072.22216667,-4529.16675,-4859.25927778
218.59,2388.33333333,2328.01587302,2505.0,3016.66666667,2745.0,2760.0,2682.22222222,2498.33333334,2744.16666667,3102.22222222
218.97,-1193.33333333,-1195.33068783,-1255.83333333,-1475.83333334,-1335.83333333,-1338.33333333,-1271.11111111,-1215.83333333,-1319.58333334,-1509.44444444
219.34,2621.66666666,2520.5026455,2701.66666667,3088.33333333,2813.33333333,2788.33333334,2671.11111111,2531.66666667,2727.5,3250.0
219.72,1127.77775,1074.68033466,1108.33333333,1305.55558333,1197.22241667,1152.77775,1173.14822222,1054.16666667,1094.7915,1339.35188889
220.10,352.916666666,334.04431217,351.458333333,410.625,376.458333333,358.958333334,355.277777778,325.625,348.4375,409.444444444
220.47,278.666666667,257.002645503,284.333333334,323.833333333,296.166666667,283.0,272.222222222,246.5,288.916666667,312.777777778
220.85,228.362583333,211.129640212,235.818666667,268.859666667,243.567166667,229.093583333,218.908333333,205.848,238.742833333,254.775777778
221.23,183.7065,173.37515873,193.407916667,219.27875,197.388166667,183.33325,184.742888889,171.64175,192.2265,202.985
221.61,204.16675,186.994533069,207.142916667,233.482083333,216.517916667,198.0655,196.825444444,181.994083333,202.753083333,217.658555556
221.98,273.484833333,241.684665344,266.66675,289.204583334,283.712083334,260.416583333,249.495111111,240.151666667,263.730833333,279.166611111
222.36,263.6525,234.8784709,259.929166667,271.985916667,280.14175,249.290666667,236.643222222,236.347583333,255.407791667,273.640611111
222.74,374.166666666,345.198351852,366.66675,386.110916667,402.777833333,360.5555,340.370444444,329.444583333,361.388916667,393.518666667
223.11,254.166583333,222.919706349,245.64375,261.931916667,278.5985,247.53775,216.666666667,210.037916667,250.1895,268.308
223.49,347.311833334,302.154776455,343.548583333,361.559166667,385.75275,360.215,301.792111111,294.354833333,355.241875,370.430055556
223.87,1000.83333333,831.83862434,1018.33333333,1017.5,1113.33333333,1086.66666667,800.0,823.333333333,1047.5,1061.11111111
224.24,-672.619083333,-539.068351852,-653.57125,-677.97625,-726.785666667,-736.309583333,-537.301666667,-556.547583333,-662.202291667,-691.666666667
224.62,-186.4815,-147.910108466,-175.0,-187.40725,-201.481583333,-203.333416667,-146.172777778,-151.296333334,-165.185083333,-195.185222222
225.00,-234.40175,-178.829171958,-221.581166667,-223.076916666,-258.119666667,-249.145416667,-183.190888889,-191.02575,-203.205083333,-245.868888889
225.38,-248.125,-179.074074074,-214.791666667,-223.333333334,-265.625,-244.583333333,-179.166666667,-182.083333333,-198.4375,-252.777777778
225.75,-263.1945,-184.266597883,-222.222333333,-230.324,-281.018583333,-247.916583333,-191.358,-194.907416667,-205.092541667,-275.154277778
226.13,-329.166666667,-230.09744709,-281.547583334,-303.5715,-359.821416667,-301.78575,-244.047444445,-240.77375,-251.041541667,-349.603
226.51,-597.916666667,-420.949074074,-515.625,-578.645833334,-656.25,-546.354166667,-447.916666666,-451.5625,-444.53125,-629.513888889
226.88,-846.21225,-574.254403439,-708.333416667,-796.96975,-907.575749999,-718.181916667,-595.959555556,-603.030333333,-606.439541667,-871.717166667
227.26,-569.117583333,-396.039574074,-455.88225,-517.647083333,-574.999916667,-468.627416666,-425.490222222,-436.2745,-383.088125,-557.516222222
227.64,-547.05875,-394.078883598,-438.235333334,-497.058833333,-567.156833333,-451.960916666,-381.045666667,-412.254833334,-356.61775,-536.274555556
228.01,-5045.83333333,-3977.51322751,-4183.33333334,-4625.0,-5383.33333334,-4058.33333334,-3850.0,-4162.5,-3414.58333333,-5094.44444444
228.39,1762.49991667,1361.04496958,1450.0,1516.66658333,1836.11116667,1383.33325,1324.07411111,1423.61108333,1211.11104167,1782.40761111
228.76,500.37875,386.808626984,407.9545,435.606166667,524.242333333,395.075666667,383.838333333,404.545333333,349.053083333,494.949666667
229.14,662.5,508.975798942,539.881,636.904833333,725.0,514.880833334,492.857333333,545.83325,458.035666667,681.349222222
229.52,1720.0,1290.74074074,1488.33333334,1611.66666667,1918.33333333,1421.66666666,1242.22222222,1490.0,1312.5,1732.22222222
229.89,1372.61908334,1051.37960317,1191.66666667,1301.19058333,1474.99991667,1176.1905,958.73011111,1217.85708333,1080.952375,1373.01605556
230.27,-1541.66675,-1242.30593915,-1297.22225,-1461.11116667,-1616.66675,-1388.88891667,-1022.22222222,-1319.4445,-1297.916625,-1597.22205555
230.65,-475.000083333,-387.691462963,-415.7895,-457.894666667,-489.035166667,-454.8245,-333.333444445,-405.70175,-428.508791667,-494.736722222
231.02,-367.753583333,-294.985044974,-322.826166667,-356.1595,-376.811666667,-365.5795,-256.521666666,-317.391166667,-348.369583333,-388.888944445
231.40,-199.5495,-160.267337301,-171.171166667,-196.3965,-201.801916667,-204.279416666,-136.036222222,-167.342416667,-197.522458333,-212.912833333
231.78,-208.56475,-166.993785714,-184.490833333,-210.648333334,-209.02775,-214.583333334,-157.716111111,-172.685083333,-212.38425,-230.401333333
232.15,-187.83775,-138.924650794,-176.351416667,-197.747833333,-183.78375,-198.648666667,-143.843888889,-153.153083333,-198.986416667,-206.306277778
232.53,-148.333333334,-115.852448413,-146.110916667,-164.074083333,-150.370333333,-157.77775,-117.284111111,-130.555583333,-168.518458333,-167.530666667
232.90,-117.452833334,-86.7849894181,-120.283166667,-136.9495,-113.2075,-129.874083334,-95.5973333334,-110.53475,-144.025,-133.438166667
233.28,-121.12075,-91.4090793651,-118.534583333,-123.850416667,-111.494333333,-127.298833333,-103.448222222,-114.367833333,-139.511625,-125.862166667
233.66,-143.868083333,-118.336243386,-146.69825,-146.383583334,-131.446583333,-150.629,-127.253777778,-137.578583333,-158.962166667,-152.83
234.03,-99.1935833333,-86.3159563493,-106.048166666,-105.1075,-95.1615,-106.18275,-92.4732222223,-97.5805833333,-114.448833333,-101.433611111
234.41,-107.768333333,-92.4468888888,-120.056583333,-116.949083333,-109.0395,-106.920833333,-106.779666667,-108.050916667,-116.454875,-104.237166667
234.78,-85.1850833334,-76.6230489418,-103.5715,-94.0474166666,-91.5343333333,-81.0845833333,-89.0652222222,-89.6825833334,-91.6006666666,-80.3350555556
235.16,-115.4545,-111.955141535,-144.242416667,-135.909166666,-138.787916667,-116.060583334,-122.222222222,-127.121166667,-128.257625,-116.767611111
235.54,-111.723166667,-109.765977513,-144.491583333,-128.2485,-141.242916666,-109.039666667,-118.644,-129.378416667,-123.587541667,-110.169611111
235.91,-79.4047500001,-74.8810330688,-103.8095,-96.78575,-101.904833333,-69.40475,-82.2222222222,-96.1903333334,-85.238125,-71.8255555556
236.29,-66.7735833333,-64.3993690476,-80.7691666667,-79.1665000001,-86.6451666668,-55.1284166667,-68.376,-80.6625,-66.3461666667,-58.8321111111
236.66,-54.0674166667,-52.8421693122,-65.5755833333,-67.8571666666,-71.42875,-45.3373333334,-51.8518888889,-67.4603333333,-52.6785833333,-41.7989444444
237.04,-50.76625,-54.0138677249,-58.046,-58.14175,-71.7433333333,-38.98475,-48.1481111111,-63.1225833333,-48.5630833334,-36.6539444445
237.41,-42.11,-43.6803320106,-46.4539166667,-49.9113333333,-59.9290833333,-35.81575,-42.3166666667,-53.4573333333,-43.8385833333,-27.7778333333
237.79,-37.2548333333,-40.5437089947,-38.0718333333,-48.5293333334,-58.4968333333,-31.69925,-41.6121111111,-50.7353333333,-43.014625,-22.2768333333
238.17,-42.17175,-46.4098306878,-44.3601666667,-55.3870833333,-65.48825,-38.468,-46.9135555556,-55.2186666667,-49.7474583333,-27.7215
238.54,-24.7049166667,-30.8178148148,-25.4425833334,-37.6843333333,-46.0915833334,-25.2948333333,-27.3351111111,-41.5191666667,-36.2832083334,-15.831
238.92,-34.7700833333,-35.2844708994,-29.3103333333,-39.2958333333,-52.5860833333,-29.7414166666,-29.5975555555,-44.6839166667,-43.4627916666,-22.1265
239.29,-36.3281666667,-33.5504576719,-25.6510833333,-34.44025,-45.3125833333,-25.4559166667,-29.427,-42.9688333333,-40.4297083333,-16.8839444445
239.67,-43.30825,-38.1433994709,-34.2803333334,-43.5605833333,-51.3258333333,-31.50275,-39.2255555556,-50.2524166666,-46.9065833333,-21.7172222222
240.04,-44.6759166667,-41.4386626984,-34.4328333334,-42.9398333334,-51.0994166667,-31.8286666667,-41.3578888889,-49.6526666667,-46.7591666667,-21.9521111111
240.42,-34.0125833334,-31.7351534392,-26.6305,-32.1558333333,-38.9946666667,-23.1883333333,-30.8574444444,-38.63225,-37.61325,-13.5868888889
240.79,-28.4885,-27.8036481482,-24.1474166667,-26.589,-33.682,-18.1784166667,-25.9433333333,-32.5580833333,-32.771375,-13.3333333333
241.17,-20.41675,-20.5026269841,-18.3975,-21.0255,-23.8140833333,-12.3716666667,-15.3418888889,-23.1088333333,-24.3748333333,-7.54283333333
241.54,-19.2398333333,-20.3523214286,-17.9533333333,-19.59075,-22.22225,-9.97083333335,-12.3586666667,-20.58475,-23.7573333333,-6.25727777779
241.92,-16.4504166667,-16.7546335979,-15.2326666667,-17.0185,-17.9654166667,-6.52058333333,-8.54988888889,-16.6938333333,-19.1692916667,-2.84977777778
242.29,-12.1614166667,-12.6840079365,-12.3248333333,-13.3285833333,-13.8189166667,-4.01483333333,-5.57111111111,-13.8655833334,-14.9860416666,0.03127777779
242.67,-13.9645,-14.6580529101,-14.98625,-15.64475,-15.4404166666,-6.63033333334,-8.41644444443,-15.395,-16.8141666666,-1.10494444444
243.05,-12.0071666667,-13.4561865079,-13.0375833333,-15.4346666667,-13.5754166667,-5.39866666668,-7.97500000001,-15.569,-15.389875,0.851333333323
243.42,-7.14283333334,-8.93531084656,-9.39616666668,-11.03325,-10.0340833333,-2.06208333333,-4.47844444444,-11.9685833333,-11.7879166667,4.97444444446
243.80,-1.40525,-4.47558068783,-3.72133333333,-4.49308333333,-4.96833333333,2.35558333333,1.214,-5.34433333334,-7.09612500001,8.11583333332
244.17,2.11091666667,-1.33176587302,-0.752583333332,-0.238666666666,-2.00075,5.02933333334,4.35633333333,-1.94575,-4.19416666666,10.0955555556
244.55,3.70175,-0.236984126982,0.590250000002,0.733083333333,-0.6795,6.09808333333,5.46022222222,-0.572083333333,-3.04916666667,10.1452222222
244.92,2.35,-0.967989417988,0.433333333332,-0.199999999998,-1.06666666667,5.26666666666,4.7111111111,-0.733333333332,-3.225,10.1666666667
245.30,3.39458333333,0.292239417989,1.07033333333,1.07016666667,-0.382333333333,6.51391666668,5.21955555554,0.39758333333,-2.19433333333,11.264
245.67,3.92333333333,1.50029761905,1.19058333333,1.31241666667,-0.06775,6.83183333334,6.06077777779,1.51525,-0.548041666665,10.2632777778
246.05,4.80808333333,2.35132671958,1.81058333333,2.50591666667,0.623583333333,7.84175000001,7.29022222223,2.79391666666,0.5035,10.1518888889
246.42,5.04816666666,2.71670634921,3.06616666667,3.20833333333,1.90541666666,9.32991666666,8.07422222222,4.24875,0.876041666666,10.5781666667
246.79,5.96516666667,4.09433201058,4.54808333333,5.1625,3.33925,11.0779166667,9.79022222223,6.3515,2.373125,11.9765555555
247.17,7.167,4.99275,5.19058333334,6.54391666667,4.60291666667,11.7789166667,10.672,7.69241666668,3.86391666666,12.767
247.54,7.11575,4.62415873016,5.376,6.27083333333,4.73825,11.6550833333,10.6804444444,8.06833333333,4.0465,12.4088888889
247.92,6.18491666667,4.01588095238,4.67941666667,5.078,3.92258333333,11.0269166666,10.2212222222,7.10450000001,3.503375,11.9247777778
248.29,5.09883333333,2.65858333334,3.03175,3.52625,2.40758333333,9.73574999999,9.27388888888,5.75575,2.11179166666,10.7707222222
248.67,4.77358333333,2.31595767196,2.75325,3.16883333333,1.90616666667,9.433,9.18866666668,5.64508333333,1.72695833333,10.7852777778
249.04,6.09375,3.79615873016,3.87966666667,4.21241666667,3.03875,10.5560833333,10.5338888889,6.79308333333,2.93875,11.8546111111
249.42,6.35866666666,4.02686243386,4.77558333333,4.93208333333,3.4535,11.1169166667,10.9486666667,7.30683333334,3.49279166667,12.1491111111
249.79,6.75133333333,3.88214285714,5.67516666666,4.97616666667,3.808,11.4973333333,11.1233333333,7.47791666667,3.711375,13.1774444445
250.17,6.82975,3.75569444445,6.06316666667,4.19608333333,3.97016666666,11.20275,11.3863333333,7.44908333333,3.54758333333,13.4172777778
250.54,6.43699999999,3.52351190476,5.0675,3.4345,3.00258333333,10.2401666667,10.9003333333,6.87933333333,3.56608333333,12.9935
250.92,5.47441666667,2.47946693122,3.90066666667,1.89491666667,1.7065,8.97608333333,9.82577777778,5.04208333333,2.84791666667,11.9237222222
251.29,4.23725,1.76605687831,3.284,0.259000000001,0.317666666665,8.20391666667,9.24344444444,3.83716666666,1.524375,10.8442777778
251.66,4.72883333333,2.6649047619,3.69008333333,1.09958333333,0.953166666666,8.38208333332,10.264,4.59425,2.41933333333,11.2332777778
252.04,5.43591666667,3.08937301587,3.76425,2.50125,1.39933333333,9.18766666666,10.6983333333,5.20066666666,2.674625,11.4495555555
252.41,4.78716666666,3.22771428572,4.49608333333,2.49483333333,1.82358333334,9.09316666666,10.6551111111,5.01508333333,2.805125,11.9722777778
252.79,3.44116666667,1.84615740741,2.99183333334,1.21966666667,0.269583333333,7.47283333334,8.62866666667,3.28708333333,1.41241666667,10.572
253.16,1.99675,-0.138415343915,1.42441666667,-0.771999999999,-1.71725,5.72408333333,6.67377777778,1.6775,-0.332791666668,8.50194444446
253.54,-0.194166666666,-2.24528968254,-1.844,-4.0905,-4.21516666667,2.96733333333,4.4,-0.901333333332,-3.22379166667,5.63877777778
253.91,0.0428333333333,-1.64877777778,-2.26116666667,-3.541,-3.83966666667,2.773,5.00588888889,-0.412416666666,-3.413,4.83505555556
254.28,-0.187166666665,-1.79116137566,-2.64841666667,-2.749,-3.51175,2.90733333333,4.31777777778,-0.1295,-3.64129166667,4.81688888889
