wavelength,Back_DigSitm,Belly_DigSitm,Breast_DigSitm,Crissum_DigSitm,Crown_DigSitm,DorTail_DigSitm,Rump_DigSitm,Throat_DigSitm,WingTip_DigSitm
527.97,11.5941666667,23.6395833334,21.5900833334,19.1559083333,12.0271666667,10.28075,13.34475,23.6166666667,10.6976666667
528.32,11.598875,23.6885833333,21.6384166667,19.2015333333,12.0314166667,10.288125,13.3545,23.663125,10.7055833333
528.66,11.6024583333,23.7093333333,21.6676666666,19.21505,12.0330833333,10.288,13.3589166667,23.6494583333,10.7138333333
529.01,11.6007916667,23.7450833333,21.6901666667,19.2470833333,12.0374166666,10.2983333333,13.3598333334,23.67825,10.7265
529.35,11.6109583333,23.7925833334,21.73225,19.2975833333,12.04525,10.30125,13.36525,23.7351666666,10.7384166667
529.70,11.615875,23.832,21.7763333333,19.3306416667,12.0518333334,10.3099166667,13.37825,23.7690416667,10.7604166667
530.04,11.6410416667,23.88975,21.8136666667,19.3818166667,12.08075,10.3324166666,13.39775,23.8249166667,10.7933333333
530.39,11.6389583333,23.9205,21.8379166667,19.402725,12.0734166667,10.3164583333,13.3946666667,23.840375,10.79825
530.73,11.6363333333,23.95825,21.86925,19.456525,12.08525,10.3342916666,13.40675,23.8675,10.8093333334
531.08,11.627875,23.9880833333,21.9081666667,19.4859666667,12.0998333333,10.3333333333,13.39975,23.890875,10.8291666667
531.42,11.6252916667,24.0211666667,21.9393333333,19.5285333334,12.101,10.3376666667,13.39475,23.913625,10.8271666667
531.77,11.63075,24.09125,21.995,19.5865166667,12.1119166666,10.3599583333,13.4025,23.975875,10.8509166667
532.11,11.6379583333,24.1260833333,22.0115833333,19.6285416667,12.11225,10.3583333334,13.4018333333,24.005375,10.85425
532.46,11.66325,24.19925,22.0601666667,19.6904916667,12.1253333333,10.3720833333,13.4076666667,24.0888333333,10.8796666666
532.80,11.6705416667,24.2340833333,22.1185,19.7317166667,12.1239166667,10.3745833333,13.4065,24.1145833334,10.8939166667
533.15,11.643375,24.2475,22.1453333333,19.7355083333,12.10075,10.3609166667,13.393,24.1029583333,10.8788333334
533.49,11.6505416666,24.3051666667,22.1945,19.788775,12.1199166667,10.3742916667,13.4111666667,24.137,10.8938333333
533.84,11.6167083333,24.3248333333,22.20825,19.7913833333,12.0965833334,10.3513333333,13.38775,24.1381666667,10.86975
534.18,11.6305833333,24.3939166667,22.27175,19.85445,12.1198333333,10.3997083333,13.4130833333,24.1841666667,10.8885
534.52,11.6240833333,24.4298333333,22.2800833333,19.860525,12.109,10.378375,13.4030833334,24.1822916667,10.8905833333
534.87,11.6395833334,24.5015833333,22.3408333333,19.9258666667,12.1189166667,10.40375,13.4165,24.2334583333,10.9079166666
535.21,11.6747083333,24.5708333334,22.4109166667,20.0008583333,12.1409166666,10.4367916667,13.4366666666,24.297875,10.9473333333
535.56,11.6795416667,24.6156666667,22.4451666667,20.0644083334,12.1639166666,10.4467916667,13.4481666666,24.3300833333,10.9600833333
535.90,11.694375,24.701,22.53925,20.1237416667,12.1801666666,10.489375,13.46175,24.38525,10.9966666667
536.25,11.6999583334,24.77875,22.6033333334,20.1839416667,12.21375,10.5182083333,13.48075,24.4412916666,11.035
536.59,11.6955416667,24.82125,22.6350833333,20.2177583333,12.2228333333,10.5241666667,13.4849166667,24.489625,11.0391666667
536.93,11.6967916667,24.84525,22.6479166667,20.25915,12.2374166667,10.5282916667,13.4880833333,24.5205416667,11.0724166667
537.28,11.698625,24.8584166667,22.679,20.2774083333,12.2259166667,10.5349166667,13.4650833333,24.5711666667,11.07225
537.62,11.7139583333,24.8833333333,22.749,20.3297416667,12.2310833333,10.551625,13.4793333333,24.620375,11.094
537.97,11.6837083334,24.8721666667,22.7476666667,20.3464416667,12.2155833334,10.5149166667,13.444,24.588625,11.0845
538.31,11.7,24.91125,22.83575,20.425175,12.2375,10.5427083333,13.4626666666,24.64025,11.11125
538.65,11.67175,24.91375,22.8221666667,20.447,12.2203333333,10.5084583333,13.4555833333,24.616625,11.1213333333
539.00,11.6353333333,24.9383333334,22.85275,20.4585,12.1981666666,10.489625,13.4334166667,24.6240416667,11.1045833333
539.34,11.6380416667,25.0005833333,22.9290833333,20.51105,12.2001666667,10.5003333333,13.4511666667,24.682375,11.132
539.69,11.6130833333,24.9845833333,22.92425,20.5226,12.1766666667,10.4857916667,13.42625,24.6962916667,11.0983333333
540.03,11.584375,24.9833333334,22.898,20.516525,12.1515,10.4712083333,13.4013333333,24.68425,11.0799166667
540.37,11.5671666667,25.01075,22.9251666667,20.527525,12.1513333333,10.473375,13.3929166667,24.6892083333,11.0934166667
540.72,11.5565833333,25.05325,22.9505,20.5512583333,12.1425,10.457125,13.3936666667,24.7252083334,11.0784166666
541.06,11.5239166667,25.0368333333,22.9369166666,20.55555,12.1195833333,10.4252916667,13.3613333333,24.7070833333,11.05775
541.40,11.5193333333,25.05925,22.943,20.5670916667,12.1199166667,10.4115416667,13.3526666667,24.7112916667,11.0663333334
541.75,11.554625,25.1254166667,22.998,20.62425,12.1484166667,10.44875,13.3784166667,24.7807083333,11.1051666667
542.09,11.569625,25.1761666667,23.0255833333,20.6589,12.1640833333,10.4687916667,13.3963333334,24.8436666667,11.1209166667
542.43,11.5897916667,25.2001666667,23.0716666667,20.6940333333,12.1709166666,10.4835833333,13.39575,24.8826666667,11.1265
542.78,11.5879166667,25.20675,23.0784166666,20.717,12.18075,10.4850833333,13.3954166667,24.923875,11.1464166667
543.12,11.5468333333,25.1871666667,23.0528333334,20.69445,12.1445833333,10.4490416667,13.3513333333,24.9080833333,11.10975
543.46,11.53975,25.2209166667,23.06975,20.7275833334,12.1604166667,10.441125,13.3568333334,24.9205,11.1316666667
543.81,11.5207916667,25.24225,23.1339166667,20.7448333333,12.1503333333,10.432625,13.3460833333,24.9441666666,11.1236666666
544.15,11.527,25.2785,23.14975,20.801925,12.17075,10.4419583333,13.35125,25.0105,11.129
544.49,11.5411666667,25.3170833334,23.2105833333,20.8566166667,12.2040833333,10.49825,13.3630833333,25.0440416667,11.15975
544.84,11.5625416667,25.422,23.2828333333,20.9241916667,12.2285,10.5217083333,13.3919166666,25.1108333333,11.2005833334
545.18,11.563625,25.48275,23.3548333333,21.0117416666,12.229,10.5386666667,13.3995,25.1722083333,11.1915833333
545.52,11.5612916667,25.5331666667,23.4084166667,21.0668,12.24425,10.551875,13.411,25.251375,11.19625
545.87,11.5594166667,25.6059166667,23.4460833333,21.1211416667,12.2546666666,10.5665,13.4145,25.2617083333,11.2230833334
546.21,11.5687916667,25.7045833333,23.5241666667,21.2103333333,12.2799166666,10.598875,13.4464166667,25.345125,11.2423333334
546.55,11.5846666667,25.8154166666,23.6320833333,21.2771166667,12.301,10.6232083333,13.4820833333,25.3919166666,11.2495
546.90,11.683625,25.9404166667,23.755,21.423675,12.3970833333,10.7132083333,13.5751666667,25.478875,11.36175
547.24,11.70975,26.01125,23.8216666667,21.4839416667,12.4181666667,10.7364583334,13.5895,25.5629166667,11.3875
547.58,11.760625,26.1364166666,23.88775,21.6156666667,12.4910833334,10.7785416667,13.6304166666,25.6544583334,11.4424166667
547.92,11.7719583333,26.2233333333,23.9410833334,21.68965,12.47325,10.7880416667,13.6366666667,25.7014166667,11.4506666666
548.27,11.783625,26.2729166667,23.9618333333,21.7316166667,12.4584166666,10.774875,13.6211666667,25.743,11.4578333333
548.61,11.8265416666,26.3218333333,24.0199166667,21.8252,12.4945833333,10.839,13.6573333333,25.7930833334,11.4836666667
548.95,11.862625,26.3985833334,24.0828333333,21.8665,12.5548333333,10.8882916667,13.6981666667,25.8209166666,11.5608333333
549.29,11.8546666667,26.4534166667,24.1095833333,21.908175,12.5474166667,10.880125,13.6906666666,25.8201666666,11.5695833333
549.64,11.8419166667,26.4690833333,24.1828333334,21.926075,12.53025,10.848,13.6845,25.8334166666,11.563
549.98,11.8729583333,26.5645,24.24525,21.992375,12.5855,10.8813333333,13.726,25.9384583333,11.6243333334
550.32,11.9293333333,26.6495,24.3033333334,22.1217083333,12.6408333333,10.944375,13.7683333334,26.0237916667,11.67575
550.66,11.8758333334,26.6668333333,24.3425833333,22.1212166666,12.5865,10.8683333333,13.7161666667,26.09975,11.6145833333
551.01,11.8601666667,26.758,24.3908333333,22.1699083334,12.5711666667,10.8794583333,13.7145,26.1321666667,11.6141666667
551.35,11.87525,26.7291666667,24.3995,22.17835,12.5069166667,10.8525,13.7009166667,26.1192083333,11.5759166667
551.69,11.9069583333,26.7495833333,24.4926666667,22.202925,12.55725,10.8534583333,13.7039166667,26.1400833333,11.5965
552.03,11.928875,26.8304166666,24.5870833334,22.2724166666,12.5913333334,10.8622083334,13.73525,26.2083333333,11.6075833333
552.38,11.93175,26.87275,24.6619166667,22.2919333333,12.5756666667,10.846625,13.714,26.28475,11.5950833333
552.72,11.9140833333,26.9173333333,24.6838333334,22.3604333333,12.5564166666,10.8125833333,13.6840833333,26.3495416666,11.57075
553.06,11.96225,27.0055833333,24.7574166667,22.41095,12.5953333334,10.8509583333,13.7295833333,26.461375,11.6180833334
553.40,11.9411666667,27.0639166667,24.7614166667,22.4460083333,12.58,10.851625,13.7203333333,26.50875,11.56775
553.74,11.9114583333,27.056,24.7595833334,22.4585833333,12.54425,10.8157916667,13.6620833333,26.486125,11.53325
554.09,11.8857083333,27.0726666667,24.7809166667,22.4566583333,12.515,10.7885416667,13.6194166667,26.458,11.52075
554.43,11.895875,27.1259166667,24.8016666667,22.4963833333,12.52875,10.8294583333,13.6279166667,26.4415416667,11.5310833333
554.77,11.922875,27.1630833333,24.882,22.5840833333,12.5736666667,10.8732083333,13.6485833333,26.498375,11.586
555.11,11.8671666667,27.22775,24.8893333334,22.6096916667,12.5860833333,10.8626666667,13.6371666667,26.5639583333,11.5825
555.45,11.8222083333,27.3150833333,24.9296666667,22.6580166666,12.53275,10.8676666666,13.651,26.5709166667,11.5278333333
555.80,11.8394166666,27.3386666666,24.97775,22.7107916667,12.5598333333,10.920125,13.655,26.6254166667,11.5665833333
556.14,11.8241666667,27.3710833334,24.9879166667,22.7329,12.5838333334,10.9339166666,13.6609166667,26.6125833334,11.5808333334
556.48,11.8685,27.3931666666,25.05775,22.75225,12.6236666666,10.9907916667,13.6766666667,26.67075,11.60325
556.82,11.84225,27.4129166667,25.1318333333,22.8105916667,12.6041666667,11.0048333333,13.6363333334,26.61825,11.5971666667
557.16,11.9076666667,27.5054166666,25.26425,22.946375,12.6674166667,11.0672083333,13.66575,26.7232916667,11.6899166667
557.50,11.9066666667,27.5615,25.3441666667,22.9888,12.6655,11.1024583334,13.6789166667,26.7600416667,11.6878333333
557.85,11.9382916667,27.6309166667,25.3815833333,23.0666916667,12.68675,11.1390416667,13.7079166667,26.8392916667,11.711
558.19,11.9172916667,27.6926666667,25.4155833333,23.1294416667,12.6905833333,11.1562083333,13.702,26.876375,11.7295
558.53,11.944875,27.7686666666,25.4625833333,23.1912166666,12.6976666667,11.148125,13.721,26.9133333333,11.7559166667
558.87,11.9665833333,27.8038333333,25.5509166667,23.241975,12.699,11.1564166667,13.7311666667,26.8986666667,11.7814166667
559.21,12.0245416667,27.8634166667,25.6566666666,23.3481916666,12.7845833333,11.2241666667,13.79375,27.0281666667,11.89025
559.55,12.0159583333,27.9439166667,25.6524166667,23.3650166667,12.7370833333,11.1725,13.7895,27.0467083333,11.86875
559.89,12.0608333334,28.0339166667,25.7375,23.4336583333,12.7578333333,11.1666666667,13.8313333333,27.1595416667,11.905
560.23,12.007125,28.0716666667,25.6931666667,23.4470666667,12.68775,11.106875,13.7995833333,27.0888333333,11.85725
560.58,11.9754583333,28.0590833333,25.6785833334,23.44095,12.6550833333,11.065,13.7750833334,27.1264583334,11.8054166667
560.92,11.9390833333,28.058,25.65775,23.4325666667,12.6115,11.0399583333,13.7660833333,27.1355416667,11.76875
561.26,11.9224583334,28.0466666667,25.63525,23.4076583333,12.5511666667,11.00775,13.7206666667,27.0982916666,11.7309166666
561.60,11.8315416667,27.9843333333,25.64275,23.3418083333,12.483,10.9435,13.64825,27.0754583333,11.65275
561.94,11.8485,27.9855833333,25.6875833333,23.3777416666,12.4824166667,10.9313333333,13.6401666666,27.1539166667,11.6369166667
562.28,11.842125,28.008,25.72275,23.4156583333,12.4989166667,10.9395,13.64725,27.1714583333,11.6288333333
562.62,11.92475,28.1458333333,25.8775833333,23.5354333333,12.5749166667,11.0337916667,13.7328333333,27.3215,11.75775
562.96,11.8887916667,28.11,25.82325,23.5089666667,12.4866666667,10.9507916667,13.6383333334,27.253875,11.6873333333
