wavelength,Back_ConBicf,Belly_ConBicf,Breast_ConBicf,Crissum_ConBicf,Crown_ConBicf,DorTail_ConBicf,Patch10_ConBicf,Rump_ConBicf,Throat_ConBicf,WingTip_ConBicf
216.32,584.444444442,920.0,842.222222221,821.111111111,471.11111111,1006.66666667,468.888888889,1109.62962963,459.999999999,684.444444446
216.70,-3533.33333333,-5855.55555557,-5111.11111111,-4916.66666667,-3388.88888889,-6177.77777778,-3388.88888889,-6688.88888889,-3088.88888889,-4055.55555556
217.08,711.111111111,1325.0,1069.44444444,1001.38888889,716.666666664,1366.66666667,750.0,1471.29629629,661.111111111,858.333333332
217.46,215.151444444,453.535333333,387.878777778,369.696944445,270.707111111,503.030222222,264.646333334,528.619407407,280.808111111,313.131222222
217.83,110.802444444,186.419666667,152.160444444,165.432111111,120.061666667,203.086555555,104.629666667,199.38262963,134.876555556,125.308555556
218.21,134.285777778,200.952333333,169.523777778,192.063444444,137.460222222,218.730111111,115.873,215.449592593,158.412666667,151.111111111
218.59,385.555555556,549.999999999,498.888888889,531.666666667,362.222222222,652.222222223,283.333333333,643.333333333,411.111111111,435.555555556
218.97,4144.44444444,5477.77777777,4944.44444444,5311.11111111,3311.11111111,6477.77777778,2744.44444444,6222.22222222,3877.77777778,4166.66666667
219.34,-252.777777778,-350.925777778,-306.481444445,-336.111111111,-169.444333333,-467.592555556,-140.740777778,-443.209740741,-213.888888889,-243.518555556
219.72,-1303.70377778,-1811.11111111,-1499.99988889,-1838.88883333,-981.481444443,-2299.99988889,-925.926000001,-2200.00003704,-1114.81466667,-1496.29633333
220.10,706.666666665,988.888888888,933.333333333,1076.66666667,537.777777779,1320.0,524.444444444,1337.77777778,593.333333333,851.11111111
220.47,207.602222222,270.760222222,274.853888889,312.865444444,173.099444445,387.719222222,132.748666667,365.302185185,178.947333333,230.409333333
220.85,116.374333333,126.315777778,147.368555555,163.157777778,90.0585555557,200.0,75.4386666667,189.376259259,90.6433333332,126.900444444
221.23,123.361777778,129.344777778,159.259111111,174.216333333,100.569666667,209.116777778,89.7434444443,202.848925926,93.7322222224,154.131111111
221.61,92.1811111112,106.995888889,120.164666667,141.357944444,73.8681111112,160.082333333,73.6624444443,155.692814815,72.8394444444,120.576
221.98,84.1269999999,107.256333333,119.501222222,140.816222222,60.770888889,167.800333333,82.7664444445,159.486148148,60.0906666666,141.723222222
222.36,56.2646666667,95.981111111,107.092111111,131.442166667,43.2622222222,155.555666667,70.4492222223,149.88162963,40.1892222222,125.532
222.74,59.6492222222,90.9354444444,99.1228888891,115.277833333,50.0,121.491333333,73.684111111,122.563481481,54.5322222222,107.017333333
223.11,53.7271111111,88.3264444443,99.4373333333,113.080111111,50.9141111111,118.846777778,76.7932222223,122.222111111,54.8522222222,107.454444444
223.49,53.3607777778,95.6105555556,103.155,118.518611111,54.8696666667,121.673444444,79.4238888889,121.582111111,62.8257777778,115.363555555
223.87,65.5983333335,129.273666667,140.811777778,157.371722222,69.658,168.376111111,109.401666667,163.176518518,87.8204444446,155.555444445
224.24,99.715,184.330444444,185.470111111,206.552722222,101.994222222,231.338888889,150.142444444,227.635148148,144.444444444,218.803333333
224.62,125.925888889,201.587222222,192.592444445,222.354444444,115.079222222,236.507888889,178.042444445,235.097111111,169.576777778,239.153222222
225.00,213.526555556,367.149777778,320.772888889,392.270611111,189.855,426.086888889,298.550666667,410.305851852,311.594333333,426.570111111
225.38,226.262666667,394.949555555,334.343222222,437.121388889,212.626111111,463.636333333,339.899111111,439.394,353.030222222,452.020222222
225.75,437.606888889,647.863111111,578.632333333,721.794833333,390.598333333,792.307666667,572.649777778,754.701037037,616.239333333,783.760777778
226.13,-668.055555558,-913.888888888,-886.111111111,-1109.72222222,-552.777777778,-1140.27777778,-797.222222223,-1166.20370371,-944.444444445,-1147.22222222
226.51,-297.660777778,-366.081888889,-353.801222222,-469.298222222,-228.654777778,-473.099444444,-336.257222222,-488.498888889,-423.976666667,-473.684222222
226.88,-59.1397777778,-77.5984444443,-61.4696666666,-106.2725,-36.9175555555,-103.584222222,-69.5339999999,-112.066703704,-97.8494444443,-111.828111111
227.26,-40.329,-54.8696666666,-38.6831111111,-84.6365555556,-26.8862222222,-71.1933333332,-49.9314444445,-80.0182962964,-73.9366666668,-81.3444444443
227.64,-31.8928888889,-37.037,-26.9546666667,-62.7057222222,-19.1357777778,-47.9424444445,-34.8764444445,-60.5624074074,-54.9383333333,-54.9381111111
228.01,-32.7535555556,-35.2657777778,-25.894,-64.1544444444,-20.5796666667,-43.1884444444,-34.4927777778,-64.0578888889,-55.0723333333,-54.3961111111
228.39,-19.0365555555,-18.9588888889,-16.006,-51.4761666667,-7.92555555557,-26.4181111111,-23.1546666667,-45.1697037037,-33.4888888889,-32.8671111111
228.76,-4.84644444443,-7.15122222223,-5.26000000001,-30.6441666667,3.19144444443,-14.4207777778,-8.56966666667,-25.9847777778,-15.0117777778,-14.8935555556
229.14,-3.55777777777,-3.77666666667,-4.65233333333,-27.3947222222,4.21466666667,-9.19522222221,-7.55322222221,-21.3281851852,-12.3153333333,-11.549
229.52,-5.21966666668,-2.4291111111,-3.92777777779,-22.3773333333,7.9588888889,-4.80622222222,-4.08266666665,-17.5193703704,-10.5942222222,-7.85522222222
229.89,-3.50866666669,-0.92588888889,-2.68022222221,-21.5157777778,9.6491111111,-3.36244444445,-3.31377777777,-16.4881851852,-7.55355555554,-5.55555555556
230.27,-2.9878888889,-1.21388888889,-1.68077777777,-19.8646111111,10.1773333333,-3.64144444443,-2.988,-16.1376296296,-7.98322222222,-5.32211111111
230.65,-2.38399999998,-2.42933333333,-2.42911111111,-18.331,10.5712222222,-3.68866666666,-3.10377777779,-15.0248518519,-7.51233333333,-5.57811111111
231.02,-6.29633333334,-5.41666666666,-7.73166666667,-21.574,7.73144444446,-6.62033333334,-7.17611111112,-17.6852592592,-10.6482222222,-8.14811111112
231.40,-4.17222222222,-4.30833333333,-6.25866666667,-18.2314444445,11.338,-5.17011111111,-4.71655555557,-15.0718518519,-8.02733333334,-7.6191111111
231.78,-6.16144444443,-7.17177777777,-7.72722222223,-19.8992222222,12.6263333333,-7.07066666667,-6.86866666667,-16.2121481481,-9.2928888889,-10.5555555555
232.15,-6.63444444443,-7.6591111111,-10.1942222222,-20.2264444445,15.2643333333,-7.92877777778,-7.60511111111,-14.9228888889,-8.03677777778,-10.7875555556
232.53,-9.18600000003,-12.3763333333,-12.0462222222,-21.0672222222,14.3013333333,-10.6711111111,-8.47077777778,-15.3648888889,-11.8262222222,-14.9064444444
232.90,-7.70977777777,-11.5646666667,-10.4876666667,-19.6428888889,14.7958888889,-7.31288888889,-8.67333333332,-12.4338518518,-10.7143333333,-14.1723333334
233.28,-6.0898888889,-11.1645555556,-10.5234444444,-20.8600555555,14.1557777778,-7.53211111112,-7.37166666667,-12.393,-9.88266666667,-13.9424444445
233.66,-0.519222222233,-9.19000000002,-7.11344444443,-19.3146111111,16.6148888889,-5.86722222221,-5.14033333334,-10.1593703704,-6.54211111111,-11.9936666667
234.03,-3.14555555557,-15.3222222222,-9.79188888889,-21.1313333333,10.9081111111,-10.2485555556,-9.89355555554,-14.4089259259,-12.2273333333,-16.8443333333
234.41,-8.16233333337,-23.8544444444,-15.5344444444,-26.0401666667,4.89733333336,-14.692,-16.535,-20.7478888889,-18.6413333333,-23.3282222222
234.78,-13.2074444445,-30.7652222222,-21.9603333333,-32.3375,-0.471777777756,-18.2912222222,-22.3794444444,-26.5199259259,-23.5325555556,-30.6078888889
235.16,-8.60522222223,-27.3286666667,-18.7235555555,-26.4775555555,0.898222222223,-16.2647777778,-18.487,-24.6809259259,-19.7635555556,-26.1465555556
235.54,-11.39,-28.0334444444,-23.6633333334,-30.6136111111,-2.65,-19.8513333333,-21.3855555556,-29.2887407407,-24.2213333333,-28.7307777778
235.91,-7.84066666667,-23.3542222222,-20.7127777778,-27.9664444444,-1.845,-18.4066666667,-17.7357777778,-26.5130370371,-21.9706666667,-25.2412222222
236.29,-7.0778888889,-22.4594444445,-20.0077777778,-26.9080555556,-1.1467777778,-17.4774444445,-16.3702222222,-25.6623703704,-21.7873333333,-23.4481111111
236.66,-5.35266666667,-20.3766666667,-18.6783333334,-22.7018888889,-1.10733333332,-14.7654444444,-15.4301111111,-22.3575185185,-17.8295555556,-21.8898888889
237.04,-4.88055555557,-18.7262222222,-17.8261111111,-21.5126666667,-0.9001111111,-14.0533333333,-14.3647777778,-22.7414074074,-17.8954444444,-21.0107777778
237.41,-5.40344444443,-18.3383333333,-15.7716666666,-20.1621666667,0.911777777757,-11.7866666667,-13.7788888889,-21.6818148148,-17.528,-18.5074444445
237.79,-6.38088888888,-18.5713333333,-15.2697777778,-19.3968333333,-0.285777777767,-11.3334444444,-13.4604444444,-21.7883703704,-16.7937777778,-18.0633333333
238.17,-3.30888888891,-13.4791111111,-11.7486666667,-15.3612222222,3.825,-5.91977777778,-9.16800000001,-17.2738148148,-12.2343333333,-13.3274444445
238.54,-0.358333333333,-9.53933333334,-8.27122222221,-12.4343888889,5.90011111111,-3.86011111111,-5.87277777778,-11.2122222222,-8.57466666668,-7.80255555555
238.92,1.68355555557,-5.82766666667,-5.07666666668,-7.67933333333,7.9511111111,-1.32088888889,-2.25311111112,-8.24492592594,-5.85355555556,-2.53822222222
239.29,0.874444444447,-6.713,-5.34977777779,-9.01505555553,7.76755555557,-1.13155555556,-1.69744444445,-7.36451851852,-6.99577777778,-2.05755555556
239.67,0.83877777778,-7.12788888889,-4.61222222223,-6.56877777778,7.08144444444,0.233,-1.23444444444,-4.82188888889,-5.63688888889,-0.39611111111
240.04,-0.14766666667,-7.50577777778,-4.74377777777,-5.74538888889,5.96666666665,0.674666666668,-0.674666666667,-3.67555555556,-4.006,0.759
240.42,-1.43177777778,-8.05655555554,-6.16633333332,-6.86333333333,3.30277777779,-0.744666666667,-2.13822222222,-4.58185185185,-4.88733333334,-0.61088888889
240.79,-0.852111111113,-6.169,-5.24888888889,-6.32244444444,3.74911111112,0.051222222221,-0.715666666667,-3.85722222222,-4.43077777778,1.48244444444
241.17,0.582333333333,-3.73366666666,-3.15111111111,-3.74866666667,4.92833333335,2.00133333333,1.49344444445,-0.955703703705,-2.61355555556,3.56922222222
241.54,2.68655555556,-1.29111111111,-1.23877777778,-0.867277777777,5.46422222221,3.91233333333,3.12988888889,1.44759259259,-0.495444444444,5.13844444445
241.92,2.52411111111,-0.881444444443,-1.715,-0.766833333333,4.75833333334,3.913,2.94688888889,1.60625925926,-0.808999999997,5.57977777778
242.29,2.827,-0.624555555554,-1.81877777778,-0.5095,4.54744444444,3.78033333333,2.87088888889,2.01614814815,-0.756,5.76366666667
242.67,2.749,-0.36577777778,-1.92333333333,0.0261666666667,4.46344444444,3.91977777778,2.90588888889,1.82562962963,-0.972222222223,5.519
243.05,2.90611111111,-0.502666666667,-2.22211111111,-0.296611111113,4.30377777778,3.57966666667,2.49388888889,2.05803703704,-1.00544444444,4.57522222222
243.42,3.11455555556,-0.166000000001,-1.87466666667,0.0437777777767,4.05211111111,3.79811111111,2.12844444444,2.12525925926,-0.790888888887,4.32544444444
243.80,3.22822222222,0.192777777779,-1.57077777778,0.318111111111,3.92233333333,3.82566666667,2.51522222222,1.76340740741,-1.10822222222,4.37511111111
244.17,2.99333333333,-0.236777777778,-1.98933333333,-0.0427222222233,3.64688888889,3.57111111111,1.84722222222,1.08625925926,-1.904,3.83644444445
244.55,4.16666666667,0.865777777779,-0.405888888889,1.49716666667,4.65377777778,4.71688888889,3.07555555556,2.5252962963,-0.82988888889,5.14077777778
244.92,4.09077777778,0.802777777778,-0.401555555556,1.7295,4.59488888889,4.99611111111,3.21966666667,2.82125925926,-0.78577777778,5.00455555556
245.30,3.14,0.0642222222223,-1.27355555555,0.692888888889,3.66888888889,4.30988888889,2.29111111111,1.91462962963,-1.53011111111,4.326
245.67,2.09933333333,-0.959777777778,-2.34677777778,-0.224833333332,2.80411111111,3.23144444445,1.642,1.14940740741,-2.15933333333,3.75622222222
246.05,2.91466666667,-0.162333333334,-1.50811111111,0.662722222222,3.618,3.92911111111,2.77955555556,2.45485185185,-1.07522222222,4.646
246.42,2.80588888889,-0.0186666666653,-1.41522222222,0.935444444445,3.64144444444,4.15266666667,2.96166666667,2.74122222222,-0.605,4.94444444444
246.79,2.98255555556,0.444222222223,-1.32111111111,1.0845,3.64022222222,4.60933333333,3.09222222222,3.02107407407,0.127000000001,5.29588888889
247.17,3.54,1.16555555556,-0.679888888889,1.56494444444,3.90155555556,5.38011111111,3.65311111111,3.65507407407,0.787777777777,6.14111111111
247.54,4.07044444445,1.809,-0.287777777776,2.06833333333,4.55344444444,5.95133333333,4.14222222222,4.19714814815,1.58788888889,6.75311111111
247.92,4.49777777778,2.23622222222,0.100444444443,2.27633333333,5.00522222222,6.357,4.56811111111,4.89322222222,2.28144444444,7.31711111112
