wavelength,Back_ConBicf,Belly_ConBicf,Breast_ConBicf,Crissum_ConBicf,Crown_ConBicf,DorTail_ConBicf,Patch10_ConBicf,Rump_ConBicf,Throat_ConBicf,WingTip_ConBicf
585.03,15.8354444444,60.6011111111,42.126,51.9056111111,17.2576666666,14.9791111111,31.8208888889,20.7205555555,40.9766666667,12.8281111111
585.37,15.8177777778,60.5548888889,42.073,51.9078888889,17.2287777778,14.9542222222,31.8151111111,20.6833703704,40.913,12.8353333334
585.70,15.7168888889,60.5954444445,42.0433333333,51.915,17.1752222222,14.7966666666,31.7501111111,20.5348888889,40.8826666667,12.7433333333
586.04,15.7175555556,60.6114444445,42.1141111111,51.9434444444,17.1445555556,14.8141111111,31.7394444444,20.5221851852,40.893,12.721
586.38,15.6491111111,60.5501111111,42.0873333333,51.9045555555,17.064,14.7776666667,31.694,20.4834444444,40.8266666667,12.6647777778
586.72,15.7234444445,60.6193333333,42.1286666667,51.9161111111,17.1704444444,14.8704444444,31.7396666667,20.5746296296,40.9134444445,12.7586666666
587.06,15.6937777778,60.7514444445,42.2458888889,51.9829444444,17.1961111111,14.875,31.7943333333,20.5884444445,41.0363333333,12.8264444444
587.39,15.7452222222,60.8411111111,42.2901111111,52.0159444444,17.2072222222,14.9,31.8143333333,20.619037037,41.0767777778,12.8538888889
587.73,15.8177777778,60.9154444444,42.3303333333,52.1087777778,17.195,14.9048888889,31.8567777778,20.6311481481,41.1181111111,12.9183333333
588.07,15.8807777778,60.9531111111,42.328,52.1070555555,17.2196666667,14.9687777778,31.9094444444,20.6842962963,41.1128888889,12.9313333333
588.41,15.9093333334,61.0565555556,42.3934444444,52.2272777778,17.2382222222,14.9776666667,31.9745555555,20.7152222222,41.2134444444,12.9325555556
588.74,15.9162222222,61.1063333333,42.3874444444,52.2265,17.243,14.9891111111,31.9867777778,20.7281481482,41.2177777778,12.9487777778
589.08,15.9677777778,61.1803333333,42.5193333333,52.2968333333,17.2305555556,15.0553333333,32.0368888889,20.7539259259,41.3093333334,12.9633333333
589.42,15.9862222222,61.2954444444,42.5851111111,52.3873333333,17.2415555555,15.1104444444,32.0818888889,20.8087037037,41.363,12.9907777778
589.76,16.0181111111,61.3791111111,42.6075555556,52.4245555555,17.268,15.1208888889,32.1342222222,20.8295185185,41.4294444444,12.9981111111
590.09,16.0611111111,61.477,42.68,52.5276666667,17.2895555556,15.1374444445,32.1705555556,20.7888518518,41.4854444445,12.9977777778
590.43,16.0011111111,61.5331111111,42.6942222222,52.5221666667,17.1714444444,15.0558888889,32.1132222222,20.6941851852,41.4671111111,12.9402222222
590.77,15.9477777778,61.4104444445,42.6484444444,52.4579444444,17.0821111111,15.0396666667,32.0063333333,20.6447037037,41.3546666667,12.8318888889
591.11,15.8742222222,61.4026666667,42.5955555555,52.4261111111,17.0545555556,14.9812222222,31.9803333333,20.6112592593,41.3415555556,12.8146666666
591.44,15.8286666667,61.3716666667,42.5398888889,52.3535,16.9827777778,14.954,31.9273333333,20.543,41.2774444444,12.7202222222
591.78,15.8181111111,61.3421111111,42.6022222222,52.3145,16.9333333333,14.9212222222,31.8994444444,20.4926666667,41.2618888889,12.7028888889
592.12,15.8155555556,61.3198888889,42.6544444445,52.3097777778,16.9457777778,14.9268888889,31.8766666667,20.4533703704,41.1828888889,12.7048888889
592.46,15.8014444445,61.3012222222,42.6555555556,52.3186666667,16.9188888889,14.9376666667,31.8426666667,20.3928888889,41.1545555555,12.6817777778
592.79,15.7032222222,61.2927777778,42.6042222222,52.3086666667,16.8753333333,14.91,31.7992222222,20.3511111111,41.1131111111,12.6553333333
593.13,15.6793333333,61.2453333333,42.5994444444,52.2878888889,16.7937777778,14.884,31.7998888889,20.3395185185,41.1251111111,12.6437777778
593.47,15.6491111111,61.1752222222,42.5137777778,52.2172222222,16.7644444445,14.9177777778,31.7752222222,20.292962963,41.0576666667,12.657
593.80,15.7707777778,61.2402222222,42.5388888889,52.2609444444,16.8445555556,15.0436666667,31.8303333333,20.4418518518,41.0796666667,12.7738888889
594.14,15.8614444444,61.3178888889,42.5981111111,52.3545555556,16.942,15.1787777778,31.9301111111,20.5162592593,41.1483333333,12.8661111111
594.48,15.9934444445,61.5092222222,42.7032222222,52.4243888889,17.069,15.3086666667,32.0717777778,20.5961481482,41.2681111111,13.0454444444
594.81,16.0823333333,61.5671111111,42.8375555555,52.5383333333,17.1353333333,15.4387777778,32.1714444445,20.6709629629,41.34,13.1075555555
595.15,16.0804444444,61.7005555556,42.9801111111,52.6383888889,17.1836666667,15.5016666666,32.2566666667,20.7222222222,41.3804444444,13.1662222222
595.49,16.1443333333,61.966,43.1113333333,52.7844444444,17.2807777778,15.5755555555,32.4024444444,20.828,41.5517777778,13.2586666667
595.82,16.2162222222,61.9878888889,43.1297777778,52.8349444444,17.3542222222,15.7093333333,32.4564444445,20.914962963,41.6273333333,13.3822222222
596.16,16.3317777778,62.0811111111,43.266,52.9272222222,17.4816666667,15.8063333334,32.5933333333,21.0118148148,41.7024444445,13.4851111111
596.50,16.4312222222,62.2201111111,43.3577777778,53.0342777778,17.5191111111,15.8326666667,32.6583333333,21.0102962963,41.7824444444,13.542
596.83,16.4465555556,62.2556666667,43.4135555556,53.0534444444,17.5788888889,15.8907777778,32.6523333333,21.0144444444,41.7751111111,13.5462222222
597.17,16.4912222222,62.4412222222,43.6021111111,53.2721666667,17.612,15.894,32.7282222222,21.0582962963,41.9063333333,13.6082222222
597.51,16.4265555555,62.4602222222,43.6223333333,53.3210555556,17.5553333333,15.846,32.6861111111,20.9986666667,41.9372222222,13.6051111111
597.84,16.3231111111,62.369,43.5958888889,53.2748888889,17.4497777778,15.7303333333,32.6003333333,20.8977037037,41.8696666667,13.5422222222
598.18,16.1948888889,62.2756666667,43.5247777778,53.2540555555,17.3073333333,15.5933333334,32.4881111111,20.7872962963,41.7907777778,13.416
598.52,16.1632222222,62.3347777778,43.5316666667,53.2796111111,17.286,15.5383333333,32.4117777778,20.7285925926,41.831,13.3806666667
598.85,16.1801111111,62.2895555555,43.4857777778,53.3021666667,17.2692222222,15.4978888889,32.3224444445,20.6671111111,41.8582222222,13.3427777778
599.19,16.0821111111,62.0764444445,43.3486666666,53.2413888889,17.1695555556,15.4387777778,32.1683333334,20.5160740741,41.6944444444,13.2862222222
599.53,15.9654444445,62.1575555555,43.3591111111,53.2675,17.0492222222,15.3053333333,32.1053333333,20.3805185185,41.6228888889,13.1325555555
599.86,15.8642222222,62.1358888889,43.2683333334,53.2396111111,16.8894444444,15.178,31.9613333333,20.2857777778,41.5418888889,13.0532222222
600.20,15.7707777778,62.0306666667,43.1888888889,53.153,16.8021111111,15.1446666667,31.9164444444,20.2805555556,41.4757777778,13.0225555556
600.53,15.7882222222,62.1145555555,43.2616666667,53.1967777778,16.7755555556,15.1471111111,31.9846666667,20.2454444444,41.5474444445,13.0737777778
600.87,15.8247777778,62.2314444444,43.3248888889,53.2716111111,16.7756666667,15.2336666667,32.0466666667,20.3297777778,41.6307777778,13.0931111111
601.21,15.8605555556,62.3243333333,43.4175555555,53.3306666667,16.7863333333,15.3223333334,32.1217777778,20.3805185185,41.6795555555,13.1621111111
601.54,15.9713333333,62.485,43.5178888889,53.4137777778,16.8566666667,15.3855555556,32.2277777778,20.4676666667,41.7504444444,13.2408888889
601.88,16.104,62.597,43.5952222222,53.4601111111,16.9707777778,15.5384444444,32.3742222222,20.6072962963,41.8254444444,13.3864444445
602.21,16.1546666667,62.5871111111,43.5763333333,53.3969444445,17.0187777778,15.6171111111,32.4374444444,20.6615555555,41.8112222222,13.5203333333
602.55,16.2672222222,62.7443333333,43.6997777778,53.4846111111,17.0976666667,15.7507777778,32.594,20.7786296296,41.9632222222,13.6618888889
602.88,16.3868888889,62.8734444445,43.842,53.5453333333,17.1887777778,15.8643333333,32.7092222222,20.9012592593,42.0735555555,13.7506666667
603.22,16.4414444444,62.9245555556,43.8936666667,53.5761111111,17.2427777778,15.9073333333,32.7713333334,20.9576296296,42.1696666667,13.8468888889
603.56,16.5495555556,63.1088888889,44.0703333333,53.7506666667,17.3872222222,16.0638888889,32.9307777778,21.078,42.3571111111,13.9604444445
603.89,16.642,63.2116666667,44.1821111111,53.8761111111,17.5322222222,16.1692222222,33.0116666666,21.163037037,42.4218888889,14.0404444445
604.23,16.6852222222,63.2928888889,44.2298888889,54.007,17.5607777778,16.2066666667,33.0704444444,21.2477777778,42.4852222222,14.0773333333
604.56,16.6452222222,63.169,44.1667777778,53.8955,17.5488888889,16.2075555556,33.0316666667,21.203,42.429,14.0783333333
604.90,16.6041111111,63.1464444444,44.1164444444,53.8614444444,17.5311111111,16.1691111111,32.9995555556,21.1751851852,42.418,14.0378888889
605.23,16.5598888889,63.0544444445,44.1201111111,53.8905,17.4978888889,16.2097777778,32.9624444445,21.1768518519,42.429,14.0275555556
605.57,16.519,62.9926666667,44.1536666667,53.9158333333,17.4961111111,16.1812222222,32.9253333333,21.1475925926,42.4464444444,14.0063333333
605.90,16.5013333333,62.962,44.2268888889,53.9862222222,17.4725555555,16.1441111111,32.9147777778,21.1094444445,42.455,13.9253333333
606.24,16.4034444445,62.8611111111,44.2097777778,53.9460555556,17.4321111111,16.1125555556,32.8505555556,21.0813333333,42.3943333333,13.9048888889
606.58,16.378,62.8104444444,44.168,53.9281111111,17.4006666667,16.1131111111,32.8264444444,21.0262592593,42.4135555555,13.9087777778
606.91,16.3465555555,62.8686666667,44.2556666667,54.0058888889,17.3683333333,16.099,32.8664444444,21.0251481481,42.4564444444,13.9051111111
607.25,16.2562222222,62.7655555555,44.1325555556,53.9222777778,17.2421111111,16.0476666667,32.7817777778,20.9282592593,42.4066666667,13.8307777778
607.58,16.1703333334,62.7188888889,44.1115555556,53.8558888889,17.1357777778,15.9738888889,32.693,20.8381481481,42.3782222222,13.771
607.92,16.0465555556,62.6084444444,44.0082222222,53.73,17.0075555556,15.8961111111,32.5541111111,20.7135185185,42.2888888889,13.6958888889
608.25,15.9783333333,62.5058888889,43.8806666667,53.6661666667,16.9321111111,15.8163333333,32.4812222222,20.5978148148,42.1851111111,13.6037777778
608.59,15.8446666667,62.3718888889,43.7823333333,53.6079444444,16.7742222222,15.6877777778,32.3234444444,20.4112592592,42.069,13.4464444444
608.92,15.6027777778,62.225,43.5665555556,53.4549444445,16.6005555555,15.4442222222,32.1138888889,20.1839259259,41.9418888889,13.2432222222
609.26,15.4273333333,62.1172222222,43.4454444444,53.3271666667,16.3781111111,15.2606666666,31.9488888889,19.9741481481,41.8364444444,13.0808888889
609.59,15.2032222222,61.9741111111,43.2643333334,53.1757777778,16.1623333333,15.049,31.7274444444,19.7461481481,41.7083333333,12.9122222222
609.93,15.0211111111,61.8055555555,43.0671111111,52.9935,15.916,14.818,31.545,19.5045555556,41.5497777778,12.6597777778
610.26,14.7591111111,61.6436666667,42.8987777778,52.8808888889,15.6905555555,14.5087777778,31.3007777778,19.2444444444,41.363,12.4061111111
610.60,14.5878888889,61.3901111111,42.6822222222,52.6666666667,15.4836666667,14.3521111111,31.0091111111,19.0187777778,41.1744444445,12.1983333333
610.93,14.325,61.267,42.549,52.5499444444,15.2508888889,14.0533333333,30.7375555555,18.7787037037,41.0507777778,11.959
611.27,14.1592222222,61.1602222222,42.398,52.4767777778,15.0684444444,13.8767777778,30.5825555555,18.6042592593,40.9537777778,11.7896666667
611.60,14.0875555556,61.1043333333,42.3122222222,52.4558333333,15.0165555556,13.7738888889,30.4837777778,18.5101851852,40.9528888889,11.7032222222
611.93,13.9765555556,61.06,42.2708888889,52.4310555556,14.9024444444,13.6416666667,30.3055555555,18.3683703704,40.9076666666,11.5842222222
612.27,13.9431111111,61.0083333333,42.2718888889,52.3948888889,14.9093333333,13.5865555555,30.2963333333,18.3555925926,40.9305555556,11.5544444444
612.60,14.1214444444,61.1752222222,42.431,52.5028888889,15.0197777778,13.6965555556,30.4281111111,18.4821111111,41.0254444444,11.6692222222
612.94,14.056,61.2844444444,42.4095555556,52.5926666667,14.9984444445,13.688,30.4128888889,18.479962963,41.0321111111,11.6022222222
613.27,14.2046666667,61.528,42.565,52.8322777778,15.1673333333,13.8844444445,30.6265555555,18.7211481481,41.2318888889,11.7693333333
613.61,14.3404444444,61.7178888889,42.7501111111,53.0917777778,15.3451111111,13.9873333333,30.7242222222,18.8615555556,41.429,11.9438888889
613.94,14.5275555555,61.8666666667,42.9052222222,53.2767222222,15.5207777778,14.2128888889,30.8963333333,19.0689259259,41.6023333333,12.143
614.28,14.6577777778,62.0394444444,43.0643333333,53.4127222222,15.6984444445,14.3791111111,31.0787777778,19.2628888889,41.7554444444,12.3232222222
614.61,14.928,62.1397777778,43.2623333333,53.5176111111,15.9566666667,14.6946666667,31.3456666666,19.5464814815,41.9025555556,12.5766666667
614.94,15.0374444445,62.2647777778,43.4655555555,53.6405555555,16.1133333333,14.8128888889,31.5273333333,19.6839259259,42.0451111111,12.7342222222
615.28,15.0603333333,62.3815555556,43.6338888889,53.7271111111,16.1844444444,14.8981111111,31.6845555555,19.7565925926,42.0593333333,12.8193333333
615.61,15.1701111111,62.5566666667,43.8388888889,53.878,16.362,15.0566666667,31.9144444445,19.9408518519,42.2571111111,13.0346666667
615.95,15.3845555556,62.8697777778,44.088,54.0965555556,16.606,15.3056666666,32.1854444445,20.1692962963,42.48,13.2623333333
616.28,15.4523333333,62.9752222222,44.2466666667,54.1979444444,16.7031111111,15.4292222222,32.2788888889,20.2576296296,42.6095555555,13.3288888889
616.61,15.6744444445,63.0736666667,44.4166666666,54.3083888889,16.9345555556,15.6151111111,32.4788888889,20.4602592592,42.7506666667,13.5481111111
616.95,15.6711111111,63.1791111111,44.5388888889,54.3506111111,16.9102222222,15.5882222222,32.4562222222,20.4165185185,42.742,13.5827777778
617.28,15.6758888889,63.2537777778,44.5845555555,54.3256111111,16.9811111111,15.6903333334,32.5681111111,20.474037037,42.7932222222,13.6822222222
617.62,15.6778888889,63.3561111111,44.6713333333,54.3857777778,16.9653333333,15.6805555556,32.6017777778,20.5182592592,42.8966666667,13.6757777778
617.95,15.69,63.3578888889,44.7256666667,54.4303333333,17.0154444445,15.6667777778,32.6815555555,20.5082222222,42.9168888889,13.7275555555
618.28,15.523,63.2941111111,44.6405555556,54.4603333333,16.9374444445,15.5338888889,32.5835555555,20.3874814815,42.8232222222,13.6383333333
618.62,15.4855555555,63.3536666667,44.6082222222,54.43,16.9282222222,15.5782222222,32.5578888889,20.451037037,42.8873333334,13.6595555555
618.95,15.4451111111,63.3001111111,44.5706666667,54.4312222222,16.8812222222,15.501,32.439,20.3904444444,42.891,13.6101111111
619.28,15.454,63.3274444444,44.5366666667,54.4071666667,16.8373333333,15.5102222222,32.4225555556,20.3941851852,42.9022222222,13.5622222222
619.62,15.3164444445,63.2901111111,44.4925555555,54.2598888889,16.6772222222,15.4218888889,32.2731111111,20.2908148148,42.8201111111,13.4864444444
619.95,15.2478888889,63.3574444444,44.5037777778,54.3005,16.6264444444,15.4002222222,32.3444444444,20.2745925926,42.8833333334,13.5206666667
620.28,15.16,63.366,44.5224444445,54.3076666667,16.511,15.349,32.2915555556,20.2054444444,42.8838888889,13.4994444445
620.62,15.1854444444,63.2355555556,44.4986666667,54.2201666667,16.4796666667,15.3822222222,32.2884444444,20.1880370371,42.8803333333,13.4887777778
620.95,15.1896666667,63.2107777778,44.4821111111,54.2815,16.4822222222,15.3816666667,32.2446666667,20.1519259259,42.8566666667,13.4958888889
621.28,15.1535555556,63.2356666667,44.5416666666,54.2298888889,16.528,15.4232222222,32.2327777778,20.1630740741,42.8633333333,13.5307777778
621.62,15.1564444445,63.2152222222,44.5152222222,54.1656111111,16.4547777778,15.4011111111,32.1428888889,20.1200740741,42.8766666667,13.4882222222
621.95,15.2601111111,63.2805555556,44.5627777778,54.1222222222,16.5498888889,15.4844444444,32.2253333333,20.198,42.9627777778,13.6143333333
622.28,15.2055555555,63.2126666667,44.5348888889,54.1380555555,16.507,15.4493333334,32.1792222222,20.0717777778,42.9085555556,13.5404444444
622.62,15.3213333334,63.389,44.6781111111,54.2701111111,16.5896666667,15.5804444444,32.3054444444,20.2108148148,43.0446666667,13.6456666667
622.95,15.2735555556,63.5743333333,44.8207777778,54.4067777778,16.573,15.5918888889,32.3372222222,20.2383333334,43.1347777778,13.6595555555
623.28,15.2466666666,63.5035555556,44.7505555556,54.3923333333,16.6066666667,15.5767777778,32.3768888889,20.2035555556,43.1272222222,13.6788888889
623.62,15.2691111111,63.4641111111,44.7176666667,54.2592222222,16.5815555556,15.6253333333,32.3573333333,20.1991111111,43.0594444445,13.69
623.95,15.3587777778,63.5581111111,44.7892222222,54.2892777778,16.7225555556,15.7648888889,32.4392222222,20.269,43.1385555556,13.7815555556
624.28,15.3796666667,63.6197777778,44.8164444444,54.2947222222,16.8696666667,15.8786666667,32.5357777778,20.3908888889,43.2024444444,13.9141111111
624.62,15.4144444444,63.6773333333,44.9043333333,54.313,16.9056666667,15.966,32.6291111111,20.4578518519,43.1896666667,13.994
624.95,15.5575555555,63.8061111111,44.9768888889,54.4034444444,16.9901111111,16.102,32.7924444444,20.5374444445,43.2254444445,14.1055555556
625.28,15.5913333333,63.9965555556,45.0923333333,54.5764444444,17.0664444445,16.1997777778,32.9013333333,20.6416666667,43.3234444444,14.2113333333
625.61,15.5687777778,64.0258888889,45.1407777778,54.5858888889,17.0337777778,16.2404444445,32.9553333333,20.6361111111,43.3757777778,14.2252222222
625.95,15.6741111111,64.0861111111,45.2152222222,54.5950555556,17.0823333333,16.3205555556,33.0215555556,20.7300740741,43.3932222222,14.3855555555
626.28,15.6327777778,63.9458888889,45.0742222222,54.4211111111,17.057,16.3596666667,32.9596666667,20.6667407407,43.3046666667,14.4064444444
626.61,15.6967777778,63.8928888889,45.0276666667,54.3801111111,17.1178888889,16.4246666667,32.9324444444,20.6693703704,43.2671111111,14.5183333333
626.94,15.7473333333,63.8886666667,45.0834444444,54.3989444444,17.1127777778,16.545,32.969,20.7234074074,43.2688888889,14.6045555555
627.28,15.7327777778,63.8764444445,45.1113333333,54.4491111111,17.0871111111,16.4608888889,32.9137777778,20.6545185185,43.2813333333,14.5972222222
627.61,15.7772222222,63.9453333333,45.2278888889,54.5476666667,17.0998888889,16.4681111111,32.9658888889,20.6995185185,43.3485555555,14.6757777778
627.94,15.7511111111,64.0192222222,45.2254444445,54.5806111111,17.0181111111,16.4211111111,32.9568888889,20.6172962963,43.3253333333,14.6452222222
628.27,15.7724444444,64.0206666667,45.1588888889,54.5366666667,16.9496666667,16.3853333333,32.9012222222,20.584037037,43.3505555556,14.5742222222
628.61,15.6212222222,63.9261111111,44.9698888889,54.4534444445,16.7978888889,16.2788888889,32.7093333334,20.3915185185,43.296,14.4914444444
628.94,15.5744444444,63.8787777778,44.9093333333,54.4249444444,16.7574444444,16.2708888889,32.6958888889,20.3248518519,43.2694444444,14.4836666667
629.27,15.5364444444,63.8392222222,44.8752222222,54.4082777778,16.6691111111,16.1941111111,32.5883333333,20.1917777778,43.1524444444,14.4136666667
629.60,15.4475555556,63.8255555556,44.8533333333,54.4656666667,16.6145555556,16.104,32.5348888889,20.111037037,43.1715555556,14.3058888889
629.94,15.3296666667,63.8093333333,44.8645555556,54.4721666667,16.4994444445,15.948,32.4127777778,20.0480740741,43.095,14.2213333333
630.27,15.1658888889,63.655,44.7316666667,54.3482777778,16.3498888889,15.8367777778,32.3202222222,19.9132962963,42.9888888889,14.0491111111
630.60,15.0725555555,63.6118888889,44.6463333333,54.3628888889,16.2826666667,15.6811111111,32.244,19.795,42.9144444445,14.0024444444
630.93,15.0015555555,63.6891111111,44.6875555556,54.45,16.2727777778,15.7653333333,32.2735555555,19.7911481482,42.9257777778,13.9991111111
631.26,14.9765555556,63.8178888889,44.6993333333,54.5409444445,16.2866666667,15.7957777778,32.361,19.7918148148,42.9445555556,14.0117777778
631.60,14.9595555555,63.7902222222,44.7371111111,54.5899444444,16.2773333333,15.7983333333,32.3776666667,19.7524814815,42.9417777778,13.9618888889
631.93,14.9244444445,63.7864444444,44.8121111111,54.5812222222,16.3084444444,15.8551111111,32.439,19.7812592593,42.9854444444,14.0741111111
632.26,14.8966666667,63.7175555556,44.886,54.6015555556,16.3355555555,15.8826666666,32.4557777778,19.8478518518,42.9094444445,14.1488888889
632.59,14.92,63.5776666667,44.7726666667,54.4436666667,16.3416666667,15.9235555556,32.4263333333,19.8683333334,42.8108888889,14.2012222222
632.92,14.9384444444,63.5108888889,44.7716666666,54.4065,16.3677777778,15.9775555556,32.4281111111,19.9341111111,42.7858888889,14.2757777778
633.26,15.0374444444,63.5641111111,44.7937777778,54.3812222222,16.4317777778,16.0693333333,32.4717777778,20.0136666667,42.8302222222,14.3947777778
633.59,15.0862222222,63.5751111111,44.8385555555,54.3635555556,16.4804444445,16.153,32.5847777778,20.0554444444,42.8926666667,14.4857777778
633.92,15.1318888889,63.6204444445,44.8847777778,54.4342777778,16.5168888889,16.1713333333,32.6421111111,20.1532592592,42.9243333333,14.562
634.25,15.0986666667,63.6188888889,44.8766666667,54.4497222222,16.5334444444,16.189,32.5895555556,20.1538518519,42.9832222222,14.4988888889
634.58,15.1567777778,63.6618888889,44.8866666667,54.3667777778,16.5952222222,16.1755555556,32.616,20.219,42.953,14.5516666666
634.91,15.0695555556,63.4108888889,44.7464444444,54.1513888889,16.5147777778,16.1037777778,32.4341111111,20.133962963,42.8415555556,14.4876666667
635.25,15.0853333333,63.4316666667,44.7444444445,54.1529444444,16.5117777778,16.1694444444,32.4311111111,20.1882962963,42.9046666667,14.5694444444
635.58,14.9351111111,63.2743333334,44.6335555556,54.0814444445,16.3786666667,15.9807777778,32.2614444444,20.0685925926,42.7643333333,14.4404444444
635.91,14.896,63.2831111111,44.62,54.0347777778,16.3362222222,15.9164444444,32.2497777778,20.0072592592,42.7683333333,14.335
636.24,14.7295555555,63.216,44.6535555555,54.0049444444,16.2146666667,15.7258888889,32.1301111111,19.8922962963,42.6818888889,14.2041111111
636.57,14.6134444445,63.1641111111,44.577,53.9018888889,16.109,15.6028888889,32.0283333333,19.7693703704,42.6011111111,14.1127777778
636.90,14.4797777778,63.0491111111,44.5357777778,53.8053333333,15.9837777778,15.462,31.8885555556,19.6172222222,42.477,13.9768888889
637.23,14.4557777778,62.9971111111,44.4455555556,53.7807777778,15.9802222222,15.4015555556,31.8423333333,19.5675185185,42.4433333333,13.9517777778
637.56,14.4268888889,62.958,44.4691111111,53.7694444445,15.9184444444,15.3388888889,31.7667777778,19.4357407408,42.3737777778,13.9174444445
637.90,14.4533333333,62.9087777778,44.3816666667,53.7021111111,15.8243333333,15.2628888889,31.7005555555,19.3759259259,42.2783333333,13.8853333333
638.23,14.3264444444,62.722,44.2578888889,53.6735555556,15.6753333333,15.1687777778,31.571,19.2498888889,42.1547777778,13.8242222222
638.56,14.2331111111,62.7335555556,44.2582222222,53.6714444444,15.5524444445,15.0398888889,31.537,19.1536296296,42.1078888889,13.7338888889
638.89,14.121,62.5894444444,44.1005555556,53.5159444444,15.4633333333,14.8254444445,31.3967777778,19.0522222222,41.9181111111,13.6688888889
639.22,14.0838888889,62.7017777778,44.1263333333,53.5648888889,15.4045555556,14.838,31.4108888889,18.9904444444,41.9042222222,13.5921111111
639.55,14.1357777778,62.7257777778,44.1193333333,53.5011666667,15.3608888889,14.8333333333,31.4074444444,18.9644814815,41.9065555556,13.6326666666
639.88,14.1822222222,62.7168888889,44.1236666667,53.5574444445,15.3513333333,14.8486666667,31.4652222222,18.9666666667,41.9658888889,13.6117777778
640.21,14.1817777778,62.742,44.1488888889,53.6915,15.2906666667,14.7855555556,31.4734444444,18.9048148148,41.9941111111,13.6017777778
640.54,14.1497777778,62.7065555555,44.1065555555,53.6975555555,15.2413333333,14.8014444444,31.5072222222,18.895,41.9713333333,13.559
640.87,14.1321111111,62.6431111111,44.0653333333,53.619,15.1924444444,14.824,31.4816666667,18.844962963,41.8958888889,13.5146666667
641.20,14.0438888889,62.5002222222,43.9243333333,53.4407222222,15.0085555556,14.7296666667,31.3361111111,18.7057777778,41.709,13.391
641.53,14.0886666667,62.6268888889,44.0963333333,53.5794444445,15.1187777778,14.8011111111,31.484,18.7546296296,41.7904444444,13.4857777778
641.87,14.098,62.6921111111,44.1602222222,53.534,15.1303333333,14.7668888889,31.508,18.7298148148,41.8162222222,13.4204444444
642.20,14.0805555555,62.8326666667,44.1072222222,53.6755,15.1143333333,14.7721111111,31.5327777778,18.7330740741,41.7844444444,13.3976666667
642.53,14.2195555556,62.9275555556,44.2073333334,53.8608333333,15.2587777778,14.9573333333,31.6296666667,18.8312222222,41.9524444445,13.5121111111
642.86,14.1794444444,62.9405555556,44.2372222222,53.8201666667,15.2053333333,14.9476666667,31.6124444445,18.7805185185,41.9577777778,13.5127777778
643.19,14.0613333333,62.8568888889,44.1821111111,53.9199444445,15.0986666667,14.8312222222,31.5153333333,18.7121111111,41.9418888889,13.3767777778
643.52,13.9934444444,62.8586666667,44.1276666667,53.9277777778,15.0581111111,14.8045555555,31.4756666667,18.5982962963,41.9071111111,13.3768888889
643.85,13.9235555555,62.9996666667,44.096,53.9453333333,15.0875555556,14.8766666667,31.4816666667,18.6756666667,41.8676666667,13.3655555556
644.18,13.9636666666,63.1648888889,44.152,54.1011666667,15.1695555556,15.0173333333,31.5848888889,18.6963333333,41.9353333333,13.4056666667
644.51,13.8033333334,63.4208888889,44.2394444445,54.3131666667,15.064,14.9128888889,31.5413333333,18.5728518519,41.9743333333,13.2763333333
644.84,13.6786666667,63.5302222222,44.3006666667,54.4017777778,15.0582222222,14.9142222222,31.5854444445,18.5361851852,42.1054444444,13.2615555556
645.17,13.5116666667,63.5354444445,44.2628888889,54.2878888889,14.9391111111,14.8792222222,31.4003333333,18.4338888889,42.1022222222,13.1448888889
645.50,13.561,63.5412222222,44.223,54.4499444444,14.9746666667,15.021,31.4095555556,18.5088888889,42.1921111111,13.2628888889
645.83,13.6118888889,63.3496666667,44.1751111111,54.2253333333,14.9725555555,15.0925555555,31.3318888889,18.5295185185,42.2487777778,13.2855555556
646.16,13.4433333333,63.3102222222,44.0567777778,54.0525555556,14.7334444445,14.9562222222,31.193,18.3447407408,42.0713333333,13.062
646.49,13.5023333333,63.3612222222,44.0574444444,54.1108333333,14.8262222222,14.9997777778,31.2684444444,18.423037037,42.0837777778,13.0994444444
646.82,13.6252222222,63.5805555555,44.1988888889,54.2115555555,14.9578888889,15.1474444444,31.4008888889,18.5310740741,42.1653333333,13.2111111111
647.15,13.6402222222,63.7591111111,44.244,54.2166666667,14.9321111111,15.1791111111,31.3525555555,18.6022592592,42.246,13.2445555556
647.48,13.6955555555,63.7341111111,44.2882222222,54.1973333333,14.9616666667,15.1963333333,31.3885555556,18.5458518519,42.3237777778,13.257
647.81,13.5173333333,63.602,44.1251111111,54.0980555556,14.7904444444,14.9628888889,31.1988888889,18.4461111111,42.2331111111,13.1647777778
648.14,13.6395555556,63.6732222222,44.1538888889,54.0930555555,14.8906666667,15.0478888889,31.2142222222,18.5438518519,42.2952222222,13.2631111111
648.47,13.8874444444,63.9153333333,44.4407777778,54.3163333333,15.1497777778,15.2948888889,31.4878888889,18.7655555556,42.499,13.48
648.80,14.0067777778,63.8814444444,44.4642222222,54.3751111111,15.2008888889,15.3797777778,31.6661111111,18.8903703704,42.4723333334,13.6153333333
649.13,14.1245555556,64.0457777778,44.5638888889,54.4348333333,15.3156666667,15.3758888889,31.7971111111,18.9080740741,42.5484444444,13.644
649.46,13.993,64.0764444444,44.6257777778,54.5127222222,15.26,15.2217777778,31.7733333333,18.7507407407,42.397,13.5066666666
649.79,14.0391111111,64.0816666667,44.7127777778,54.5760555556,15.3474444444,15.2831111111,31.8641111111,18.8878888889,42.4855555556,13.6357777778
