wavelength,Back_CreDenf,Belly_CreDenf,Breast_CreDenf,Crissum_CreDenf,Crown_CreDenf,DorTail_CreDenf,Patch10_CreDenf,Rump_CreDenf,Throat_CreDenf,WingTip_CreDenf
205.74,58.5,40.1666666667,40.5,56.5,-14.1666666667,36.3333333333,6.8333333333,14.8333333333,35.6666666667,0.0
206.12,61.2215,43.7295,42.0791666666,64.1915,-13.5313333334,39.604,10.2308333334,9.73616666666,38.4486666667,-1.8151666667
206.50,64.1156666667,43.3673333333,43.7073333334,69.8978333333,-16.3265,37.2448333334,8.5035,2.2108333333,39.6258333334,3.7413333333
206.87,56.111,35.3705,37.963,65.3705,-29.6296666666,30.1851666667,-8.7038333333,-14.2593333333,35.1853333334,-5.18533333335
207.25,58.6498333333,31.6456666667,21.941,55.4853333333,-41.9828333334,27.0041666667,-33.1223333333,-26.7933333333,35.021,-19.198
207.63,59.0908333334,35.2271666667,25.1893333333,65.5303333334,-27.6513333333,37.8786666666,-25.1895,-12.5,43.1816666667,-2.08333333335
208.01,59.794,41.409,31.0995,70.7905,-14.9483333333,42.6116666667,-12.7146666667,2.5775,56.1855,7.04483333335
208.39,62.5001666667,46.3141666667,35.096,71.4743333333,-11.5385,40.064,-4.16666666665,5.60883333334,58.3333333333,13.1413333333
208.77,64.486,53.1153333333,39.2525,73.3645,-1.7135,37.539,3.1151666667,6.8535,54.6728333333,17.2898333333
209.14,55.5085,55.085,43.2201666667,68.5028333333,6.63850000002,37.2881666666,9.181,8.61583333335,54.3783333333,22.0338333333
209.52,57.4075,60.4496666667,48.4125,69.709,12.9628333333,38.8888333333,17.9895,18.3863333333,57.4075,27.6455
209.90,61.0705,59.9758333333,51.8248333333,69.3431666667,21.0461666666,45.6205,27.0071666667,30.0488333334,61.8005,39.2945
210.28,70.8335,59.6266666667,55.7471666667,75.7185,17.0976666667,47.701,23.276,33.7643333334,70.977,42.5286666667
210.66,69.709,56.7461666666,54.762,73.9418333333,19.1796666667,53.3068333333,28.5715,40.4763333333,72.8833333333,39.4181666667
211.03,77.3536666666,60.178,61.7048333334,77.7351666667,25.9541666667,58.1425,34.4783333333,48.0915,78.2441666667,44.2748333333
211.41,76.593,62.8676666667,66.6668333333,83.5785000002,30.1473333333,60.1715,42.5246666667,50.6126666667,77.3283333334,46.0783333333
211.79,83.0666666667,68.2666666667,74.5333333333,91.2,36.0,64.9333333333,52.8,54.6666666667,80.9333333333,46.8
212.17,84.6995,67.7593333333,70.6283333333,93.989,38.9345,66.8031666667,54.3715,48.6338333333,77.7323333333,48.4973333333
212.55,77.4508333334,63.3578333334,65.809,86.3969999999,38.7255,65.9313333333,50.4901666666,44.9755,74.5096666666,45.8333333333
212.92,80.1526666666,66.1576666667,70.3563333333,90.8396666669,38.677,72.0101666667,51.5268333333,45.6741666667,83.5878333334,45.4198333333
213.30,82.1236666667,64.113,70.4301666666,93.5485,33.4676666666,70.43,46.7741666667,46.1021666666,89.2475,46.371
213.68,91.6664999999,64.4558333333,76.5305,108.6735,25.8505,84.8638333333,48.9796666666,47.619,102.380833333,49.32
214.06,102.156833333,62.5491666667,88.0393333333,122.549,22.7451666667,94.9018333333,58.2353333333,41.9606666667,119.607833333,45.098
214.44,95.8333333335,65.2778333333,94.6181666666,116.493166667,29.5136666666,98.611,63.1945,47.3958333333,115.798333333,48.7846666666
214.81,110.486833333,71.3485,106.7415,126.779166667,33.5205,104.494333334,67.7905,49.4381666666,131.2735,54.8688333333
215.19,125.570833334,80.1368333331,121.689333334,144.063833333,33.3331666667,118.721333333,78.3103333334,44.2921666667,145.433833333,54.5661666667
215.57,117.370833334,62.4413333333,119.483666667,130.986,25.5868333333,113.380166667,59.155,25.8215,140.845,43.662
215.95,121.354333333,57.8125,123.9585,126.041833333,14.8436666667,120.052166667,44.0106666666,10.4165,155.2085,44.0105
216.32,155.333333333,75.3333333333,170.333333333,153.666666667,15.6666666666,148.0,53.6666666667,13.3333333333,194.666666667,60.6666666667
216.70,266.6665,119.4445,281.666666667,257.778,22.222,252.222166667,101.666833333,24.4445,317.222333334,115.5555
217.08,310.0,112.0,320.666666667,259.333333333,2.0,295.333333334,103.333333333,31.3333333331,374.0,160.666666667
217.46,419.298166667,137.719166667,409.648833333,348.2455,29.8248333333,408.772,162.280666667,57.8946666667,488.596833333,224.5615
217.83,262.068833334,95.4023333334,258.620666667,219.540333333,40.2298333335,252.8735,97.7009999999,40.8046666667,313.218333334,132.758666667
218.21,195.833166667,93.5186666668,207.407333333,172.685166667,37.963,186.574166666,73.1479999999,35.648,241.666666666,110.185166667
218.59,211.458333333,100.0,203.125,173.4375,40.6249999999,187.5,65.625,15.625,247.916666667,123.958333333
218.97,167.5675,102.703,177.477333333,146.846833334,40.5406666669,159.459333334,53.1529999999,0.0,214.865,113.5135
219.34,134.353833333,91.1563333334,153.741666667,128.571333334,52.381,143.537333333,51.3605000002,23.1293333333,187.074833333,114.2855
219.72,163.821166667,119.512333333,166.666833333,167.4795,56.9106666665,165.8535,69.5121666665,39.0245,223.577333334,136.5855
220.10,140.8805,112.264166667,141.823833334,150.943333333,67.2956666665,147.169833334,76.1006666668,56.2893333333,190.8805,127.673
220.47,115.064,84.6153333334,118.910333333,133.012833333,49.3588333334,131.730666667,59.2946666667,42.3075,180.128166666,102.2435
220.85,88.2513333334,58.7431666666,102.459166667,101.092666667,38.5245,103.278833334,43.9891666667,29.235,150.819833334,73.4973333332
221.23,97.5310000001,58.0246666666,113.271666667,113.580333333,44.753,107.407333333,46.9136666667,26.2346666667,176.543166667,65.4321666665
221.61,125.666666667,67.0,131.333333333,132.666666667,57.3333333333,125.666666666,63.3333333335,34.3333333333,208.333333333,79.6666666665
221.98,172.3685,84.2105,186.403666666,177.6315,78.5088333335,154.385833333,91.2280000002,42.1051666667,292.543666667,99.1228333334
222.36,175.833333333,82.0833333335,175.0,174.583333333,71.25,164.583333333,98.3333333332,46.6666666667,285.0,91.2500000001
222.74,145.185333334,61.1110000001,155.926,138.889,58.5183333334,136.666666666,82.2221666669,40.3703333333,259.259166666,64.4443333335
223.11,187.096833334,39.7849999999,198.9245,173.118333334,59.1398333332,174.731166667,97.8493333334,32.2581666667,350.537666667,61.828166667
223.49,541.666666666,-85.4166666665,491.666666667,356.25,27.0833333335,460.416666666,181.25,-127.083333333,1152.08333334,37.5
223.87,1638.88883333,-144.4445,1666.66666666,1016.66666667,450.000000001,1516.66666667,661.111000001,-133.333333333,3377.77766667,611.111
224.24,-327.381166667,55.9525,-378.5715,-201.1905,-96.4286666665,-305.952333333,-113.0955,67.8573333333,-680.952333334,-111.904833333
224.62,-103.333333333,33.75,-111.25,-42.9166666667,-18.75,-86.2500000001,-25.8333333333,50.4166666667,-207.5,-12.9166666665
225.00,-65.8601666667,19.8925,-61.2903333333,-25.8065,-12.3656666667,-45.9678333333,-17.2043333334,31.7205,-126.344,-4.03233333335
225.38,-69.2306666666,14.6155,-59.487,-30.0,-23.3331666667,-43.8461666666,-28.9743333334,21.0253333333,-108.718,-5.89750000015
225.75,-54.5045,9.68449999999,-50.0,-16.6666666667,-23.4235,-37.3875,-21.1711666667,21.1711666666,-89.8648333333,-4.2795
226.13,-45.783,5.42183333335,-41.767,-6.42566666667,-17.0681666667,-35.1406666667,-13.8555,23.8955,-70.8836666666,-2.81116666665
226.51,-34.3235,8.91083333335,-27.7228333334,0.0,-14.3565,-17.8218333333,-3.3005,22.7723333333,-54.9503333334,-1.4851666667
226.88,-13.6361666667,19.6968333333,-7.57583333335,8.39166666667,-0.1165,-0.9323333333,8.97433333335,26.923,-24.7086666667,6.41033333335
227.26,-6.20383333335,19.2591666667,-1.389,11.9445,4.44433333331,4.25933333335,11.296,22.6853333334,-14.2591666666,6.85183333335
227.64,-2.79066666668,19.9225,-1.2405,10.3875,5.19366666665,7.20933333333,10.4651666667,18.7598333334,-10.0001666666,8.91483333335
228.01,0.968833333315,18.992,1.87333333333,10.7236666667,5.36183333334,7.75183333332,9.62550000001,18.1523333334,-5.5555,12.2736666667
228.39,3.87583333334,19.6566666667,4.15283333333,13.3443333334,6.36749999999,10.3545,10.1883333333,16.6668333333,-3.87583333333,14.5628333333
228.76,6.03733333332,19.608,4.59233333334,13.8288333334,6.65633333334,10.1133333333,11.0421666667,15.0155,-2.27033333333,15.2218333333
229.14,9.6045,20.7156666667,5.36733333333,15.9135,8.28616666667,11.7703333333,12.853,15.6778333333,0.706333333335,15.7721666667
229.52,13.6323333334,22.3503333334,8.41883333333,18.5896666667,10.5126666667,12.9486666667,15.9828333333,18.5898333333,3.80333333333,17.3076666667
229.89,16.5095,23.5456666667,10.456,19.6146666667,12.382,16.0771666667,17.1776666667,20.3615,6.643,20.5976666667
230.27,15.8765,22.9495,10.9105,18.8111666667,10.7223333333,16.0271666667,15.4626666667,20.1281666666,5.90683333333,20.6923333333
230.65,14.5971666666,21.1381666667,8.98,17.5906666667,9.34933333334,13.3406666667,13.7101666667,18.6251666667,4.915,20.0295
231.02,13.7696666667,18.8485,7.29866666666,16.7418333334,8.05116666665,12.0015,11.0233333333,17.8328333333,4.17616666667,19.9396666667
231.40,12.135,16.6668333333,4.45466666667,15.5146666667,5.49133333333,9.83100000001,8.44866666665,15.0921666667,2.8415,18.6636666666
231.78,12.4998333333,16.0166666666,5.6575,15.4051666667,5.2755,9.36516666668,9.02149999999,13.9145,3.2875,18.5396666667
232.15,12.073,16.2195,5.1625,16.8291666666,6.30083333334,10.4065,7.92683333334,14.2276666667,2.84533333334,18.9838333333
232.53,12.2916666667,14.8333333333,6.125,17.7083333333,6.70833333332,10.2083333333,7.41666666666,14.9166666667,4.125,19.625
232.90,8.52333333333,11.2656666667,3.16466666667,14.979,2.2365,7.42633333334,4.00833333335,11.5613333333,0.422,16.6666666667
233.28,7.8455,11.6621666667,3.817,15.1398333334,1.951,5.3435,2.84149999999,10.5175,-0.127333333333,17.5996666667
233.66,5.0595,9.14116666667,1.0205,11.9046666667,0.4675,3.18883333333,0.5953333333,7.73816666669,-2.5085,15.4763333334
234.03,4.40416666667,7.72883333334,1.12266666666,10.708,-0.51816666667,1.03616666667,-0.5613333333,5.78583333333,-3.36766666666,14.6803333333
234.41,3.75633333334,8.20383333333,-1.07933333333,8.8515,-0.95,0.129666666665,-0.51816666665,3.23816666666,-2.50433333333,13.86
234.78,6.13166666667,9.54733333334,-0.49383333333,9.50633333334,0.9055,2.34566666667,0.946333333335,4.11516666667,-0.493666666669,13.9096666667
235.16,6.47266666667,10.2325,1.04633333333,11.1628333333,2.1705,4.10866666667,1.74416666669,3.7595,-0.775333333332,15.0775
235.54,8.86116666668,12.5565,5.09066666667,14.2533333333,4.22316666666,6.86266666666,4.56266666665,6.41033333332,1.546,18.2503333333
235.91,8.44700000002,11.7423333334,4.84833333333,14.8863333333,3.18183333333,6.70466666669,4.16666666665,7.84066666668,0.530166666668,18.8635
236.29,8.51866666667,11.3335,6.037,14.5555,2.48166666667,6.48166666666,4.77783333335,7.55549999999,1.03716666667,19.1481666667
236.66,10.1706666667,13.4371666667,6.45883333334,15.479,4.08316666666,7.86916666668,6.90400000001,8.61183333333,2.2645,20.4158333333
237.04,10.1255,12.9711666667,5.87583333334,14.5601666666,5.69133333333,7.72383333333,7.31699999998,8.6475,1.2195,19.0316666667
237.41,8.44466666667,10.8146666667,4.4815,11.963,4.25933333334,7.99983333333,7.66666666667,8.5925,-0.074,17.2961666666
237.79,8.99183333333,10.3461666667,4.891,13.2053333334,3.9125,9.14216666667,7.44916666667,9.21766666667,1.01566666666,18.0963333333
238.17,9.4615,10.9168333333,5.313,14.5925,5.38566666667,11.2081666667,8.15133333331,10.444,3.74816666667,18.2676666667
238.54,8.22683333333,7.83683333333,3.227,12.9433333333,2.94316666667,9.00716666669,6.80850000001,8.47516666667,1.24116666666,15.9218333333
238.92,10.3675,9.57999999998,5.51183333333,13.2218333334,3.609,10.4005,9.15350000002,9.87516666666,4.65883333334,17.4866666667
239.29,11.2145,10.8116666667,7.249,13.3211666667,5.04933333333,11.3693333333,10.9355,10.7806666667,6.84633333334,17.5961666667
239.67,10.2786666667,8.827,5.3135,10.4528333333,3.194,10.1915,9.69783333335,9.84333333335,5.05233333333,16.115
240.04,9.58016666665,8.81916666667,4.6195,9.84250000002,3.5695,9.76366666669,8.29399999998,8.08383333333,5.80066666667,14.8556666667
240.42,10.4453333333,9.38916666666,5.0735,10.3306666667,4.68333333333,10.744,8.86116666665,7.874,7.7135,15.7485
240.79,8.85166666667,8.23366666667,5.1235,9.689,3.987,10.4665,7.59549999998,6.7185,7.3365,14.9321666667
241.17,8.69266666667,8.20183333333,5.34516666667,9.65633333333,3.97833333334,10.9008333334,7.76383333332,6.9225,7.606,15.545
241.54,8.4605,7.729,4.73933333333,9.17616666667,3.91216666667,10.178,6.55216666667,6.0115,6.9815,15.3311666666
241.92,6.89116666666,6.48316666667,3.919,7.47383333333,2.87,8.90133333333,5.28833333332,4.6765,5.68166666667,14.2773333334
242.29,6.2465,5.9035,3.089,6.35633333333,2.2515,8.1275,4.84616666666,3.65166666667,4.654,13.5775
242.67,6.37316666666,6.62216666667,3.8685,6.714,2.7015,9.179,4.95666666667,3.829,5.1535,13.6373333333
243.05,5.2965,5.56833333333,2.96566666666,6.3065,2.30516666667,8.53416666667,3.85916666667,3.08233333333,4.09216666667,13.1055
243.42,4.515,4.69433333333,2.1615,5.628,1.50933333333,7.84083333334,3.2105,2.021,3.13383333333,12.3816666667
243.80,4.9065,5.66783333333,2.8215,6.59166666667,2.58433333333,8.2145,3.93233333333,2.447,4.10733333334,12.8463333333
244.17,5.53916666667,5.73566666667,3.1075,6.63233333333,2.94766666666,9.03966666667,4.75316666666,2.99683333334,4.44633333333,13.5593333333
244.55,5.41766666667,5.673,2.75733333333,5.89183333334,3.04916666667,9.00133333334,4.847,3.06116666667,3.62,13.1316666667
244.92,5.6255,5.84666666667,2.399,5.52083333334,3.3425,8.64216666667,4.95016666666,2.9815,3.51733333333,12.8116666667
245.30,6.02516666667,6.12266666666,2.68733333334,5.60266666666,3.42433333333,8.56083333333,4.78983333334,3.17516666667,3.59783333333,12.4946666666
245.67,6.34166666666,6.31183333334,3.17066666667,5.48933333334,3.43833333333,8.51166666667,5.05333333333,3.468,3.81516666667,12.1385
246.05,6.9465,6.766,3.4235,5.98916666666,3.99283333333,9.12366666667,5.8175,4.22783333333,4.092,12.0505
246.42,6.7245,6.461,3.4155,5.69533333333,3.97516666667,8.88883333334,5.7365,4.3705,3.9505,11.8023333333
246.79,6.50033333333,6.0545,3.00833333333,5.276,3.8625,8.29166666667,5.291,4.26316666666,3.70366666666,11.4665
247.17,6.53,6.058,3.14883333334,5.12133333333,3.92383333333,8.1785,5.3185,4.3745,3.77583333334,11.2216666667
247.54,6.43116666666,5.93016666667,2.97183333333,4.8335,3.78433333333,7.961,5.17866666667,4.48133333333,3.79083333333,11.1766666667
247.92,6.42666666667,5.70383333333,2.96483333334,4.669,3.6675,8.09116666666,4.98733333333,4.35733333333,3.72733333334,10.9963333333
248.29,5.79083333333,5.24333333334,2.61833333333,4.0825,3.19883333334,7.58466666667,4.3595,3.865,3.14616666667,10.4273333333
248.67,5.361,4.50516666666,2.196,3.62916666666,2.5875,7.0065,3.92116666667,3.4435,2.72683333333,9.89916666665
249.04,5.489,4.46833333333,2.49616666667,3.65483333333,2.9375,7.2265,4.34433333334,3.88916666666,2.772,10.2811666667
249.42,5.72616666666,4.6075,2.88866666667,3.88333333333,3.56166666667,7.452,4.84133333334,4.41716666667,3.3055,10.4723333333
249.79,5.64483333334,4.5755,2.83033333334,3.7185,3.68716666667,7.68866666667,4.85833333334,4.6305,3.41983333334,10.401
250.17,5.17233333333,3.877,2.25783333333,2.9225,3.50216666666,7.04666666667,4.33683333333,3.95366666666,2.846,9.90949999998
250.54,5.13533333333,3.91166666666,2.07633333334,3.01266666667,3.49466666667,6.86866666666,4.02283333333,3.54116666667,2.6975,9.89983333331
250.92,5.75866666667,4.42116666667,2.84433333334,3.7225,4.09183333333,7.57483333333,4.91016666667,4.1715,3.18366666667,10.5388333333
251.29,5.38316666667,4.36983333333,2.77616666667,3.77883333333,3.79983333333,7.58916666667,4.81316666666,4.09533333333,2.9555,10.4811666667
251.66,5.02283333333,4.13683333333,2.61383333334,3.586,3.47816666667,7.3125,4.61233333334,3.802,2.57083333333,9.85099999998
252.04,4.94816666667,3.99383333334,2.304,3.21483333334,3.43433333334,7.121,4.44366666666,3.84016666667,2.5015,9.84216666668
252.41,5.25266666667,4.32083333333,2.09883333333,3.3445,3.70366666666,7.03716666667,4.84866666667,3.96183333333,2.73866666666,9.80900000002
252.79,5.64366666667,5.20766666667,2.83316666666,4.0605,4.72583333334,7.46733333334,5.2535,4.56533333333,3.20033333333,10.3463333333
253.16,4.949,4.7055,2.3295,3.23366666667,3.77833333333,6.75716666667,4.474,3.53516666666,2.59616666667,9.42283333331
253.54,2.99416666666,2.946,0.649500000001,0.96183333333,1.35883333334,5.09866666667,2.24866666667,1.527,0.517,7.68400000002
253.91,2.61733333333,2.27166666666,0.197666666669,1.02466666667,0.999999999998,4.48133333333,2.0,0.987666666665,0.3085,7.76550000001
254.28,3.09866666667,2.71633333334,0.994666666665,1.55566666666,1.37716666667,4.56516666667,2.2315,1.42816666667,1.02016666666,8.59466666666
254.66,2.77116666667,1.91016666666,0.8745,0.63233333333,0.739833333335,4.03566666667,1.95033333333,1.12983333334,0.578333333334,8.09783333332
255.03,1.76483333333,0.911000000001,0.113833333333,-0.41283333333,0.341666666666,2.54766666667,1.11,0.18516666667,-0.0996666666665,7.1735
255.41,0.6575,-0.568,-1.3005,-1.58433333334,-0.329000000002,1.24083333333,-0.1345,-1.2705,-0.986666666665,6.293
