wavelength,Back_CalCocm,Belly_CalCocm,Breast_CalCocm,Crissum_CalCocm,Crown_CalCocm,DorTail_CalCocm,Rump_CalCocm,Throat_CalCocm,WingTip_CalCocm
202.71,85.6919166667,100.314416667,94.9685833332,59.9055833333,78.4591666667,101.1005,75.4716666666,80.0313333333,79.7170000001
203.09,82.9024166667,90.6609166667,87.7873333333,59.339,76.1493333333,95.4023333334,69.5401666666,72.4139166667,76.8678333333
203.47,81.2500833333,88.5416666666,88.3926666668,62.6488333333,77.2321666667,97.17275,69.0475833333,70.2380833333,77.2320833333
203.85,75.463,83.642,86.1110833333,56.1729166667,74.5369166667,96.2963333333,66.51225,64.3518333333,72.8394166666
204.22,68.4210833333,76.1695833334,79.38575,50.8771666667,67.9825,88.0117500001,60.38,60.2338333333,68.8595
204.60,73.0769166667,75.6409166666,79.6473333332,55.9293333333,67.468,91.98725,64.4230833333,61.2179166667,71.3140833333
204.98,71.3836666667,67.4528333333,72.6415,52.6729166667,60.6919166667,84.5910833333,60.0629166666,54.7170833333,66.8239166667
205.36,74.3196666667,65.3060833333,68.7073333333,51.1904166667,58.3335,85.0339166666,60.2039166667,52.3809166667,67.347
205.74,70.1086666667,61.9565,65.9420000001,51.4493333333,55.7973333333,84.2391666666,58.5145833333,50.5434166667,65.0361666667
206.12,65.57975,55.2535833334,64.1303333333,45.6521666667,49.4565833333,77.5362500001,53.8043333333,45.1085833333,63.94925
206.50,63.82575,50.5680833333,59.8484166667,44.697,49.9999999999,78.2197500001,52.0834166667,41.6665833333,62.5
206.87,44.0475833333,32.1429166667,42.3470833333,26.53075,34.0135833333,61.90475,34.1836666667,24.4898333333,42.00675
207.25,40.35925,30.0654166667,39.7059166667,22.0589166667,32.026,58.17,33.3333333333,20.4248333333,34.4770833333
207.63,40.5229166666,30.2288333333,33.987,18.79075,31.04575,56.6995,29.2485,18.1373333333,33.0065833333
208.01,43.2203333333,33.8983333333,35.0281666667,23.87,31.3558333333,54.9435,30.64975,20.76275,36.8643333333
208.39,44.5354166667,34.9725833334,34.6994166666,24.3169166667,36.4754166667,56.8305833333,31.694,18.8525,38.79775
208.77,37.6305,30.07825,28.9064166667,16.2760833333,33.7239166667,51.1719166667,24.3490833333,12.3698333333,31.6406666667
209.14,30.8333333334,28.7500833333,27.0833333333,11.2500833334,34.7223333333,50.0000833334,18.4723333333,8.33341666667,29.4443333333
209.52,26.04175,22.619,22.0238333334,6.39875,35.5655,47.47025,12.2024166667,-7.50000062055e-12,24.40475
209.90,29.8246666667,24.85375,22.9531666666,9.35683333334,38.74275,47.5145833333,16.5205833333,-1.75433333333,26.3158333333
210.28,36.6666666666,32.87875,28.03025,18.4848333333,49.5454166667,55.4545,22.42425,3.63624999999,32.57575
210.66,36.6013333333,34.6405833333,25.3268333333,17.1568333333,50.4901666667,57.67975,22.0586666667,-0.653583333325,30.88225
211.03,46.6665833333,40.926,27.4074166667,24.4445,63.1481666668,64.62975,24.4445,2.22224999999,38.5185
211.41,41.87,32.9269166667,18.9025,17.0730833333,62.8049166666,62.3985,15.244,-6.30083333332,34.5529166667
211.79,38.2936666666,28.1745,14.8809166667,14.6825833333,62.5001666667,57.34125,12.4999166667,-10.119,31.34925
212.17,52.7776666667,33.9743333333,22.4358333333,21.5811666667,79.9144999999,69.8718333332,20.51275,-4.05966666669,38.4614166667
212.55,44.608,20.83325,9.31375,10.2941666667,72.3040833333,64.9509166667,5.63716666666,-23.5293333333,25.0
212.92,44.7223333333,18.6111666667,1.38908333332,3.05566666666,72.7778333334,67.7777499999,-1.66666666665,-31.1110833333,23.0554166667
213.30,43.1033333333,12.0689166667,-7.18391666665,-0.861999999992,68.9654166666,68.3909166666,-4.02299999998,-35.9195,15.51725
213.68,44.4445,8.68058333327,-14.2361666667,-4.51383333335,72.2221666668,78.1249166667,-19.09725,-51.0417499999,8.33316666666
214.06,30.3922500001,-28.9215833334,-59.8039166667,-43.13725,63.2351666668,85.7843333333,-68.1370833334,-100.980416667,-19.60775
214.44,-9.25924999993,-137.962916667,-188.888916667,-178.70375,27.7778333332,79.62975,-216.666833333,-271.296333333,-115.740666666
214.81,-50.0,-360.416666667,-456.25,-435.416666667,18.75,102.083333333,-531.25,-633.333333333,-239.583333334
215.19,277.777833333,644.444333333,808.333250001,783.333416666,158.333416667,47.2221666667,847.222166668,1008.33333333,552.77775
215.57,454.166666666,954.166666668,1250.0,1216.66666667,337.5,174.999999999,1275.0,1583.33333333,916.666666669
215.95,147.222416667,304.166666667,388.888833333,402.777833333,95.8334166666,47.2223333332,358.333166667,522.222166667,280.555416667
216.32,215.277833333,330.55575,415.27775,441.666666666,144.4445,108.33325,348.611,558.33325,324.999916667
216.70,216.666666667,491.66675,669.4445,719.444416667,119.444333333,38.8889166665,469.4445,936.111166667,444.444416667
217.08,-49.9999166667,-330.5555,-449.999916667,-483.33325,97.2222500001,97.2220833332,-319.444583333,-766.666666667,-236.111083333
217.46,125.0,-79.9999999998,-141.666666667,-186.666666666,166.666666667,193.333333333,-38.3333333333,-336.666666667,5.0
217.83,102.083333333,-34.3750000001,-70.8333333335,-95.8333333332,127.083333333,127.083333333,18.7499999999,-186.458333333,17.7083333334
218.21,118.18175,16.6667499999,-28.0303333333,-25.7575,128.787833333,124.242416667,59.0909999999,-100.7575,33.3333333334
218.59,113.095166667,32.7380833333,-10.1189999999,-4.16666666666,125.0,120.833416667,63.09525,-64.2856666666,30.3571666666
218.97,142.361166667,47.9166666667,-8.33341666675,16.6666666667,152.083416667,143.75,79.1665,-76.3888333334,32.6388333333
219.34,137.8205,42.94875,7.05124999985,19.8716666667,149.359083333,145.512916667,71.7947499999,-55.1280833334,36.5385
219.72,188.888916667,46.2964166664,-8.3332499999,42.5925833334,225.92575,239.814583334,112.037083333,-62.9629166668,56.4815000001
220.10,193.518416667,45.37025,-26.8518333332,53.7038333333,218.518583333,246.296083333,87.9630833335,-70.3703333334,30.5556666667
220.47,458.333416667,13.8889166666,-241.666666667,33.3334166667,519.444416667,669.444416667,63.8888333333,-358.33325,-27.7776666667
220.85,500.0,-175.0,-504.166666666,-45.8333333334,645.833333334,779.166666667,-75.0,-620.833333333,-225.0
221.23,333.333333333,-258.333333333,-633.333333334,-179.166666667,512.499999999,558.333333332,-179.166666667,-770.833333332,-404.166666668
221.61,83.3333333335,1125.0,1875.0,774.999999999,-600.0,-483.333333332,999.999999999,2166.66666667,1533.33333333
221.98,-8.33333333325,-231.25,-414.583333333,-160.416666667,175.0,185.416666667,-208.333333333,-491.666666667,-379.166666666
222.36,-72.9166666668,-208.333333333,-406.25,-166.666666667,177.083333333,181.25,-260.416666667,-500.0,-402.083333333
222.74,-66.6666666667,-171.666666667,-305.0,-89.9999999998,141.666666667,146.666666667,-158.333333333,-370.0,-328.333333333
223.11,-77.7776666668,-161.111166667,-258.33325,-116.6665,108.33325,109.722333334,-154.166666667,-293.055666666,-311.111166667
223.49,-85.4166666667,-134.375,-216.666666667,-98.9583333333,40.625,32.2916666668,-135.416666667,-254.166666667,-264.583333334
223.87,-115.27775,-204.166583333,-318.0555,-199.999916667,-1.38891666667,-9.72225000008,-218.05575,-376.389,-368.0555
224.24,-293.75,-445.833333333,-587.5,-433.333333333,-162.5,-162.5,-447.916666667,-681.25,-643.750000001
224.62,-83.33325,-159.25925,-223.14825,-140.74075,-39.81475,-45.3704166665,-167.592666667,-250.925833334,-242.5925
225.00,-127.777666667,-216.666583333,-311.111,-219.444416666,-56.9445833334,-70.8333333335,-251.388916667,-377.777833333,-358.333166667
225.38,170.833333333,406.25,475.0,354.166666667,116.666666667,81.2499999999,393.75,558.333333333,552.083333334
225.75,68.7500000001,187.5,219.791666667,162.5,61.4583333333,62.5,197.916666667,257.291666667,271.875
226.13,49.5615000001,109.2105,125.438666667,90.3509166667,41.66675,60.0878333332,107.456083333,127.192916667,128.07025
226.51,29.3860000001,98.2456666665,108.333333333,76.3157499999,24.123,56.1404166666,82.89475,114.473666667,98.2455000001
226.88,17.0634166667,75.7935833333,84.9204999999,61.5080000001,10.7143333333,41.66675,71.0316666666,92.0634166666,66.66675
227.26,16.288,72.7271666667,80.3030833333,54.9242499999,6.43925,37.8786666667,64.0150833333,90.1514999998,57.1969166666
227.64,-0.260416666675,33.0729166667,39.84375,25.0,-12.7604166667,8.59374999999,28.6458333333,49.4791666666,17.96875
228.01,3.37308333335,23.4126666667,26.7859166666,17.0634166667,-8.53174999999,9.52391666667,24.0079166667,41.0715,14.8809166667
228.39,-6.02825,8.33325,11.7020833333,5.319,-19.3260833333,-2.48225,10.1063333333,20.0354166667,3.90066666667
228.76,-9.69691666667,0.60625,3.78791666665,-2.57566666667,-22.7274166667,-6.81824999998,2.72733333334,6.96966666668,-3.6364166667
229.14,-10.55575,-1.8055,4.44441666667,-4.72224999998,-22.22225,-10.5555,-2.08341666666,1.11108333335,-6.11116666665
229.52,-11.7724166666,-6.4815,3.04225000002,-5.15883333334,-22.619,-12.0370833334,-4.10066666666,-1.45483333333,-7.27516666665
229.89,-16.6664166667,-11.328,-1.30191666666,-9.24449999999,-24.0884166666,-19.4008333333,-6.38,-7.55191666667,-11.7185
230.27,-19.401,-16.66675,-8.07283333335,-12.36975,-25.3904166667,-24.4793333333,-9.37491666667,-13.9324166667,-15.4948333333
230.65,-5.85583333332,-3.82883333333,0.112583333325,-0.337833333325,-9.90991666666,-14.527,4.72983333335,-5.74333333332,-3.37833333334
231.02,1.76475,3.23541666667,6.37250000002,5.49016666668,-1.07841666668,-6.37241666667,10.58825,-0.0980000000075,3.23525
231.40,4.88500000001,5.45966666667,9.67441666665,8.81233333334,4.11875000001,-3.44824999999,12.9309166667,2.10725000001,8.33325
231.78,2.46908333333,6.17291666668,10.8023333333,7.30441666668,4.93833333334,-3.90941666667,13.1686666667,-0.41141666666,9.67075000002
232.15,-1.59808333334,6.62116666666,11.8720833333,4.56616666668,2.85375000001,-7.42008333334,12.1004166667,-5.25108333334,8.79000000001
232.53,0.810166666667,11.3425833333,15.6249166667,7.639,9.25949999999,-3.24074999999,16.7824166667,0.925916666668,13.1943333333
232.90,12.3873333333,22.2970833334,24.0990833333,19.7073333333,18.9188333333,6.98191666667,27.365,11.937,25.4505
233.28,18.2291666667,26.1458333333,26.7708333333,25.9375,22.8125,12.0833333333,35.1041666667,17.5,31.7708333333
233.66,14.5299166667,21.79475,20.9400833333,21.2606666667,19.4443333333,8.97441666668,31.5171666667,14.31625,27.5640833333
234.03,17.0995,25.3246666666,22.1861666667,23.9176666667,23.052,12.3376666667,33.4415833333,17.7488333333,28.0304166666
234.41,11.3248333333,18.6966666667,18.3760833333,19.1240833333,18.9101666667,8.11958333334,27.3504166667,13.2478333333,21.58125
234.78,10.49775,15.368,17.2078333333,14.82675,17.5325,8.76625000001,23.4849166667,10.6060833333,20.0215833333
235.16,3.52116666667,8.68533333334,11.9716666667,7.981,11.6196666667,1.99533333333,19.014,3.87325,16.9015
235.54,-7.68233333335,-1.17191666668,1.0415,-3.90633333332,2.21341666666,-6.77108333333,9.89549999998,-9.11475,1.30208333334
235.91,-8.86250000002,-6.48141666666,-2.51325000002,-5.82016666669,1.19049999998,-10.8465,5.0265,-12.5661666667,-5.55558333334
236.29,-6.40083333333,-10.50725,-6.40083333333,-6.40099999998,-1.00000008274e-11,-11.232,1.44924999999,-12.6811666667,-10.74875
236.66,-3.829,-10.69825,-5.63058333334,-6.64408333333,-1.01341666666,-8.446,0.675583333317,-13.5135833333,-12.6126666667
237.04,-7.306,-14.84,-7.76241666665,-10.8448333333,-2.28316666667,-10.7306666667,-2.51141666667,-15.6393333334,-18.2648333333
237.41,-17.2793333333,-23.03925,-16.6665833333,-21.5686666666,-6.00483333333,-16.1764166667,-12.9901666666,-26.7156666666,-29.53425
237.79,-3.99991666666,-10.5555,-3.4445,-8.44441666667,5.77775000001,-3.22225,-0.777833333333,-14.8889166667,-18.22225
238.17,-3.39516666667,-12.9629166667,-5.14399999999,-9.9795,3.80658333333,-5.14383333335,-3.29208333333,-15.8436666667,-19.13575
238.54,3.92175,-6.07833333334,1.07849999999,-3.92166666668,11.0784166667,2.64716666665,4.70575000001,-8.5295,-10.7843333333
238.92,0.181083333333,-6.97466666667,-0.905833333343,-4.52908333334,8.06166666665,-0.000166666649999,1.35858333333,-8.06158333332,-12.8625
239.29,5.16666666668,-4.75,0.250000000007,-0.08333333335,9.83333333332,3.0,3.08333333334,-3.41666666667,-9.99999999999
239.67,10.6398333333,-0.520750000003,3.42258333334,5.8035,13.1696666667,7.51491666667,8.40766666666,2.30658333333,-3.05066666666
240.04,13.47125,4.69925,7.08024999998,9.46116666668,15.7895,12.2180833333,11.7795,5.63900000001,2.13041666667
240.42,10.217,3.42458333333,4.39508333333,7.59141666668,14.3264166667,9.24658333334,9.24649999999,1.99775,1.99775
240.79,8.01899999999,0.262000000001,0.68125,4.35016666666,10.3249166667,5.39833333335,6.23699999999,-1.78216666666,-0.262083333333
241.17,8.60491666667,0.226416666667,1.35883333334,5.25366666666,9.69199999999,6.56699999999,6.24983333334,-0.996333333332,0.724666666668
241.54,8.93733333333,1.24791666667,1.89208333334,6.44149999999,8.53458333334,6.32049999999,6.92425,0.201333333334,2.01283333333
241.92,6.98199999999,-0.825833333332,-0.037416666665,4.12908333334,6.00599999999,3.19058333334,4.24175,-1.80175,0.0375
242.29,6.65233333334,-1.0015,-0.178749999997,3.82699999999,5.25741666667,3.68391666667,4.25608333333,-1.96708333333,0.321916666665
242.67,4.54224999999,-2.73225,-1.94666666667,1.87833333333,2.90300000001,1.60516666667,2.42491666667,-3.9275,-1.81016666667
243.05,3.738,-3.87508333333,-3.08658333333,1.02883333334,1.71466666667,0.44575,1.852,-5.3155,-3.18925
243.42,2.75533333333,-3.965,-3.39391666667,0.772833333333,0.940999999999,-0.302416666675,1.4115,-6.14916666667,-3.86425
243.80,3.141,-2.40375,-1.79483333333,2.01925,1.60258333332,0.705000000008,2.62816666667,-4.83975,-2.40383333333
244.17,2.39025,-3.26225,-1.93808333333,1.97033333333,-8.333333425e-05,0.258333333325,3.16533333333,-5.0065,-2.7455
244.55,3.40325000001,-2.799,-0.5725,2.73541666667,0.318,1.39949999999,4.83466666667,-3.65758333333,-2.163
244.92,4.00583333332,-1.37425,1.49116666667,4.18116666666,1.57891666667,3.45033333334,6.462,-1.11091666667,-0.380083333332
245.30,1.98666666666,-1.98666666667,0.220666666668,2.67666666667,0.496666666667,1.54525000001,5.40841666667,-2.42825,-1.26925
245.67,0.488583333333,-3.49775,-0.180166666667,1.3375,-0.385999999999,0.874583333326,4.01233333334,-2.67491666667,-2.39191666667
246.05,-1.299,-5.12266666667,-2.23025,-0.392166666667,-2.2305,-0.784333333333,2.4755,-4.77933333333,-3.92158333333
246.42,-1.53391666667,-4.945,-1.87725,-0.412083333332,-2.381,-1.1675,1.92316666667,-4.69325,-3.80041666667
246.79,-0.572500000001,-4.00766666667,-1.14508333333,0.657333333334,-1.6115,-0.445166666668,2.56583333334,-3.732,-2.50208333333
247.17,0.0993333333325,-2.99583333333,-0.0200000000025,1.60708333333,-0.416666666668,0.615,3.49208333333,-2.79758333333,-1.23016666666
247.54,0.326416666665,-2.55366666667,0.595166666667,1.68975,0.153583333333,1.11358333333,3.72508333333,-2.43841666667,-1.3635
247.92,-2.04,-5.08075,-1.71291666667,-0.846833333332,-1.75125,-1.09708333333,1.28941666667,-4.86925,-3.84916666667
248.29,-2.52625,-5.67483333333,-2.696,-1.41391666667,-1.6025,-1.678,0.697583333334,-5.411,-4.61925
248.67,-3.14441666667,-6.61666666667,-2.95141666667,-1.79408333334,-2.29558333333,-2.46908333333,0.135,-5.74858333333,-5.36275
249.04,-4.88725000001,-8.20791666667,-4.26066666667,-2.61066666667,-3.13283333333,-4.07275,-1.08608333333,-7.35166666667,-6.93391666667
249.42,-5.79533333333,-9.79341666665,-5.27858333334,-3.23458333333,-3.95316666667,-4.87441666667,-2.089,-7.68208333333,-8.10875000002
249.79,-5.43474999999,-9.87916666667,-5.57966666666,-2.87433333333,-3.59908333333,-4.97575,-1.76341666667,-7.68141666667,-8.45416666665
250.17,-5.45266666668,-9.31066666666,-4.83541666667,-1.90316666667,-2.62341666666,-4.2695,-0.84875,-6.04425,-7.97333333333
250.54,-5.54641666667,-9.45358333332,-5.02733333333,-0.874333333336,-1.88516666666,-3.66125,0.24575,-5.71033333333,-8.03283333334
250.92,-6.05266666667,-9.38591666667,-4.70775,-0.409250000002,-1.90058333333,-3.12858333333,0.730999999998,-5.14633333333,-8.97641666668
251.29,-6.41024999999,-9.92058333335,-4.8535,-0.6105,-1.8315,-3.38833333333,1.09891666667,-4.91466666666,-9.21850000001
251.66,-4.18191666667,-7.21216666668,-2.54541666667,1.697,0.9395,-0.606,3.90916666667,-2.2425,-5.81808333333
252.04,-1.73358333333,-4.714,-0.0302499999975,4.16666666666,2.88925,1.58158333333,6.174,-0.273749999999,-3.40633333333
252.41,-2.9875,-5.31441666667,-0.220000000001,3.61633333333,2.16991666667,1.00616666667,5.50325,-0.880416666666,-3.7735
252.79,-4.29591666666,-5.42633333333,-1.48566666667,2.81008333333,1.77658333333,0.742833333335,5.00641666667,-2.35791666667,-4.29591666666
253.16,-3.75308333333,-4.51658333333,-1.39958333333,2.95808333333,1.94008333333,1.11333333333,5.15258333333,-1.62208333333,-3.59416666667
253.54,-1.47433333333,-1.57058333334,1.41025,5.12824999999,4.00641666667,3.71791666667,7.66008333333,0.929583333335,-0.80125
253.91,-0.966666666667,-0.566666666667,2.06666666667,5.76666666666,4.7,4.73333333333,8.83333333333,1.56666666667,0.533333333334
254.28,0.172083333332,-0.069,3.82233333333,5.75075000001,5.47516666667,6.26725000001,10.1239166667,1.584,1.72166666667
254.66,0.602749999998,0.709166666665,5.63833333333,6.06366666666,5.63833333333,6.98591666667,10.3545833333,2.41133333333,2.55316666667
255.03,0.292416666665,0.18283333333,6.1405,5.66524999999,6.54233333333,6.43275,10.23375,2.668,2.66825
255.41,-0.63525,-0.07475,5.45591666667,5.30633333333,6.05383333333,6.35266666666,9.34216666667,2.20475,2.39166666667
255.78,-4.369,-3.27666666667,3.60033333333,3.96449999999,3.27675,3.72166666667,7.07933333333,-0.566416666666,-0.525666666674
256.15,-6.04966666666,-5.12824999999,2.24358333334,2.20358333333,1.56241666667,2.68425,4.32691666667,-1.68275,-1.36208333333
256.53,-2.11208333333,-1.92025,5.29958333333,4.56983333333,4.10916666667,5.87558333333,6.98916666665,1.53608333333,2.07383333334
256.90,-1.77833333333,-2.02233333333,4.95108333333,4.49791666667,3.417,5.29983333334,6.48533333333,2.26641666667,2.30125
257.28,-0.694416666668,-0.663083333332,6.4395,4.98741666667,4.04041666667,5.68175,6.72333333332,3.25125,2.68308333333
257.65,-2.50283333333,-2.47516666667,3.76783333333,2.28291666667,1.67766666667,3.24516666666,4.53808333332,0.577499999997,0.164999999999
258.02,-2.06566666667,-2.01883333334,4.03766666667,1.80741666667,1.57291666667,3.45066666667,4.155,0.680833333333,0.446083333335
258.40,-1.443,-0.955166666669,3.78058333333,2.5,1.76833333333,3.4755,4.16666666666,0.934916666667,0.813
258.77,-2.28258333333,-1.86575,2.1195,1.10508333333,0.398666666667,2.08333333333,2.95283333333,-0.308,-0.489166666664
259.15,-1.9195,-1.59133333333,2.00133333333,1.1155,0.377166666667,2.01775,3.084,-0.311749999999,0.0328333333318
259.52,-1.467,-1.36116666667,2.13258333333,1.27033333333,0.438666666667,2.17775,3.02483333334,0.0605833333317,0.257000000001
259.89,-1.27341666667,-1.35825,1.83925,0.947833333335,0.679166666669,2.13641666666,2.7305,7.49976469816e-13,0.282916666666
260.27,-1.02116666666,-0.855416666665,2.11091666667,1.47625,0.937999999999,2.26266666666,3.22841666667,0.234500000002,0.317333333333
