wavelength,Back_CyaLucf,Belly_CyaLucf,Breast_CyaLucf,Crissum_CyaLucf,Crown_CyaLucf,DorTail_CyaLucf,Patch10_CyaLucf,Patch11_CyaLucf,Rump_CyaLucf,Throat_CyaLucf,WingTip_CyaLucf
543.46,17.8092,40.2357,27.296,29.2019333333,15.8747666667,8.87393333333,25.9250666667,25.7294666667,20.0638,28.9968,7.88453333334
543.81,17.8493666667,40.3235,27.3036,29.2324,15.9000666667,8.88223333333,25.9395333333,25.7591333333,20.1062666667,29.0658666667,7.88986666667
544.15,17.8942,40.3942,27.3174666667,29.2902,15.9439,8.9119,25.9778,25.8024666667,20.1379333333,29.1534,7.89339999999
544.49,17.9699666667,40.4974666667,27.3350666667,29.3754666667,15.9997666666,8.96013333333,26.0168666667,25.8738,20.1997333333,29.2505333333,7.91673333333
544.84,18.0235,40.6063666667,27.3762,29.4609333333,16.0411333333,8.9756,26.0416,25.9346,20.2619333333,29.3594,7.94319999999
545.18,18.0949333333,40.7261333333,27.4272666667,29.5371333333,16.0991333333,9.0082,26.08,26.0122666667,20.3452,29.4366666667,7.9732
545.52,18.1349333333,40.7764666667,27.423,29.5620666667,16.1387333333,9.02076666667,26.0898,26.0398,20.4002,29.5074666667,8.00206666666
545.87,18.1557666667,40.8374,27.4152,29.583,16.1519666667,9.01643333333,26.0795333333,26.067,20.4358,29.5645333333,8.00246666666
546.21,18.2041333333,40.8984333333,27.4279333333,29.6408666667,16.1858333333,9.04533333333,26.1178666667,26.1186666667,20.4988666667,29.6225333333,8.00413333333
546.55,18.2540666667,41.0334666667,27.4940666667,29.7416666667,16.2528333333,9.07783333333,26.1831333334,26.2126666667,20.5986666667,29.7459333333,8.03733333333
546.90,18.3026666667,41.1332333333,27.5450666667,29.7985333333,16.3091333333,9.1113,26.2366666667,26.2763333333,20.6686666667,29.8270666667,8.07380000001
547.24,18.2950333333,41.1677333333,27.5220666667,29.8562,16.3322666667,9.10683333333,26.2344666667,26.3018666667,20.7047333333,29.8759333334,8.07346666667
547.58,18.3144666667,41.2470666667,27.5419333333,29.9225333333,16.3553333333,9.11893333333,26.2704,26.3590666667,20.7607333333,29.9195333333,8.05939999999
547.92,18.3298333333,41.321,27.5333333333,29.9535333333,16.3736,9.1104,26.2844666667,26.4022,20.806,29.9841333333,8.06586666667
548.27,18.3346,41.414,27.5704666667,29.9949333334,16.4045333333,9.12086666666,26.3365333333,26.4172,20.8473333333,30.0731333333,8.05800000001
548.61,18.3504333333,41.4403,27.5728,30.0386,16.4341333333,9.17313333333,26.3794,26.4448666666,20.9066666667,30.1367333333,8.07820000001
548.95,18.3219666667,41.4427666667,27.5254666667,30.0344666667,16.417,9.16556666667,26.3708,26.4173333333,20.9023333333,30.1772,8.05793333333
549.29,18.3625333333,41.5021333333,27.5275333333,30.089,16.4604333333,9.22296666667,26.4044666667,26.4568666667,20.952,30.2248,8.0786
549.64,18.3954666667,41.5502666667,27.5264666667,30.1284,16.5001666667,9.25243333333,26.4178,26.4922,20.9966,30.2718,8.06206666667
549.98,18.3696333333,41.5553333333,27.5123333333,30.1428666667,16.5293666667,9.23556666667,26.4022666667,26.4874666667,21.0325333333,30.3237333333,8.08626666667
550.32,18.3489,41.5449,27.4493333334,30.1004,16.5116,9.21283333333,26.3812,26.4588666667,21.0136666667,30.3384,8.06366666667
550.66,18.3465333334,41.5421666667,27.4123333334,30.102,16.5191333333,9.2062,26.3512,26.4417333333,21.0195333333,30.3484666667,8.04226666667
551.01,18.3822666667,41.6316333333,27.4535333333,30.1377333333,16.5425333333,9.21816666667,26.3796666667,26.4996666667,21.0766666667,30.4062,8.02466666667
551.35,18.3546,41.5910333333,27.3800666667,30.0834,16.5322,9.187,26.3068666667,26.4561333333,21.0454666667,30.4174666667,7.99573333334
551.69,18.3755666667,41.5892,27.3890666667,30.0933333333,16.5662333333,9.19933333333,26.279,26.4905333333,21.0908,30.4277333333,8.02046666666
552.03,18.4065333333,41.5984333333,27.3886,30.1193333333,16.6086666667,9.2084,26.2888,26.5382,21.1304666667,30.4416,8.06673333333
552.38,18.4264666666,41.6783333333,27.4084,30.1256666667,16.6215,9.1936,26.288,26.5820666667,21.1517333333,30.4729333333,8.05039999999
552.72,18.4414666667,41.7113,27.4041333333,30.1364,16.6159,9.19223333333,26.2735333333,26.5628,21.1629333333,30.5187333333,8.03226666667
553.06,18.4463,41.8045666667,27.4165333333,30.1613333333,16.6161333333,9.15293333333,26.2657333334,26.5952666667,21.1708666667,30.5848,8.0268
553.40,18.5076666667,41.9049333333,27.4701333333,30.2355333333,16.6698,9.20186666667,26.3146666666,26.6528,21.2239333333,30.6877333333,8.08113333333
553.74,18.6133,42.0578666667,27.5388,30.3198,16.7338666667,9.2717,26.4120666667,26.7530666667,21.2892,30.7963333333,8.11486666667
554.09,18.6368,42.1254333333,27.5894666667,30.3863333333,16.7851666667,9.30796666667,26.4152666667,26.7940666667,21.3276,30.8404666667,8.15053333333
554.43,18.6310666667,42.1444333333,27.5702666667,30.3922,16.7862666667,9.2746,26.3922666667,26.7816,21.3409333333,30.8742,8.14159999999
554.77,18.6751333333,42.2261666667,27.5951333333,30.4575333333,16.8250333333,9.2904,26.4229333333,26.8354,21.4142,30.9600666667,8.16246666666
555.11,18.7121,42.2814666667,27.5959333333,30.5047333333,16.8411,9.3081,26.422,26.8733333333,21.4411333333,31.0185333333,8.18479999999
555.45,18.7165333333,42.3744333333,27.6313333333,30.5698666667,16.8498,9.31470000001,26.4685333333,26.8776,21.4794666667,31.1046666667,8.18266666666
555.80,18.6886333333,42.4141333333,27.5816,30.5789333333,16.8113666667,9.2665,26.4184,26.8477333333,21.4860666667,31.1075333333,8.13393333333
556.14,18.695,42.4366333333,27.5396666667,30.5990666667,16.8255333333,9.27153333333,26.3850666667,26.8344666667,21.5228,31.1277333333,8.1294
556.48,18.7446666667,42.4626333333,27.5203333333,30.6481333333,16.8887333333,9.29356666666,26.3828,26.9097333333,21.5477333333,31.181,8.17786666666
556.82,18.7299666667,42.4403,27.4910666667,30.6497333333,16.8747666667,9.27506666667,26.358,26.8948666667,21.5391333333,31.1560666667,8.15346666667
557.16,18.7142333333,42.4513,27.4354,30.6703333333,16.8628333333,9.24560000001,26.3616666667,26.8867333334,21.5648666666,31.1561333333,8.15326666667
557.50,18.6450666666,42.4082333333,27.3664,30.6350666667,16.8235333333,9.20809999999,26.2565333333,26.8265333333,21.5196,31.1227333333,8.12839999999
557.85,18.6820333333,42.3861,27.3276666666,30.6213333333,16.8268666667,9.21826666666,26.2538,26.8248,21.5513333333,31.1622666667,8.13966666666
558.19,18.6940666667,42.4437666667,27.3188,30.6545333333,16.8249,9.26733333333,26.2414666667,26.8632666666,21.5812666667,31.1887333333,8.12946666667
558.53,18.6960333333,42.4696333333,27.3112,30.6676666667,16.8474333333,9.29823333333,26.2292,26.8727333333,21.5972,31.2183333333,8.13273333333
558.87,18.725,42.5558666667,27.3722666667,30.7378,16.9021,9.33859999999,26.2632,26.9218,21.6840666667,31.2761333333,8.16306666667
559.21,18.7315666667,42.5548666667,27.2966,30.7164666667,16.8984666667,9.32936666667,26.2254,26.9316,21.6786666667,31.2772,8.1272
559.55,18.7570666667,42.564,27.2971333333,30.7102666667,16.9208,9.34776666666,26.199,26.9456,21.6888666667,31.3384666666,8.12806666667
559.89,18.7422666667,42.5602666667,27.2852,30.7297333333,16.9191666667,9.33366666666,26.1879333333,26.9435333333,21.6876666667,31.3637333333,8.1214
560.23,18.7096333333,42.6050333333,27.2602666667,30.6970666666,16.8836,9.32026666667,26.1408,26.919,21.6990666667,31.3364,8.08733333333
560.58,18.7180666667,42.6579666667,27.2596666667,30.7096666667,16.8900333333,9.31619999999,26.104,26.9120666667,21.7264666667,31.3728,8.06186666666
560.92,18.7225,42.6267333333,27.2494666667,30.6630666667,16.9103333333,9.32583333333,26.0578,26.8992,21.7514,31.3711333333,8.08433333333
561.26,18.7412,42.6615666667,27.2454666667,30.6851333333,16.9207666667,9.32619999999,26.0693333333,26.9392,21.7764,31.3778666667,8.09413333333
561.60,18.709,42.7272,27.2214,30.7131333333,16.879,9.29713333333,26.0386666667,26.9355333333,21.7562666667,31.3896,8.07166666666
561.94,18.7216333333,42.7555333333,27.2269333333,30.7281333333,16.8950333333,9.28096666666,26.0627333333,26.9486666667,21.8037333333,31.4294666667,8.07640000001
562.28,18.6848,42.6945,27.1423333333,30.6766,16.8510333333,9.24553333333,25.9966,26.9085333333,21.7506,31.376,8.05220000001
562.62,18.6963666667,42.7270333333,27.1138,30.6944,16.8485666667,9.24223333333,26.0258,26.9162666667,21.7722,31.3966666667,8.08340000001
562.96,18.7044,42.7325,27.0972,30.6894,16.8512,9.26853333333,26.0205333333,26.9078666667,21.8027333333,31.4248666667,8.10200000001
563.30,18.6825333333,42.7008333333,27.0478,30.6842666667,16.8392,9.2529,25.994,26.8982,21.7918,31.3916666667,8.10073333333
563.64,18.6839666667,42.7274666667,27.0059333333,30.6438,16.8057,9.23216666667,25.9561333333,26.8831333334,21.7926,31.3710666666,8.10560000001
563.99,18.7238,42.7825,27.0444,30.7216,16.8757,9.2765,25.9828,26.9330666667,21.8740666667,31.4584666667,8.18126666667
564.33,18.7095,42.7385333333,26.9908,30.7274,16.8601666667,9.28543333333,25.9526,26.9253333333,21.8994,31.4607333333,8.19493333333
564.67,18.6784666667,42.8014333333,26.9618666667,30.7246666666,16.8347,9.26006666666,25.9129333333,26.9248666667,21.8860666667,31.4423333333,8.14506666666
565.01,18.7046333333,42.7931333333,26.9296,30.7316,16.8243,9.27829999999,25.8678666667,26.8860666667,21.9224,31.4462666667,8.1454
565.35,18.7147333333,42.7943666667,26.9286666667,30.7514666666,16.8558333333,9.30329999999,25.8556666667,26.9154666667,21.9830666667,31.4458666667,8.16746666667
565.69,18.7319333333,42.8173333333,26.93,30.7726666667,16.8696333333,9.3504,25.8438666667,26.9209333333,21.9833333333,31.4676,8.19786666666
566.03,18.7554,42.8646,26.9211333333,30.7935333333,16.8998666667,9.39113333333,25.8428666666,26.9308,22.0243333333,31.5177333333,8.25026666666
566.37,18.7396333333,42.8745,26.9006,30.7946666667,16.8999333333,9.39563333333,25.7967333333,26.936,22.0135333333,31.5388666667,8.21726666667
566.71,18.7558333333,42.9426333333,26.9182666667,30.8493333333,16.9265,9.40836666667,25.7816,26.9478,22.0255333334,31.5710666666,8.24473333334
567.05,18.7641666667,42.9867,26.918,30.8767333333,16.9240666667,9.43083333334,25.7667333333,26.9339333333,22.0556666667,31.6390666667,8.26053333334
567.39,18.7797333333,43.0193333333,26.9239333334,30.9142,16.9465,9.46239999999,25.7701333333,26.941,22.0955333333,31.7074,8.2878
567.73,18.7735,43.0385666667,26.8894,30.9177333333,16.9193,9.45656666666,25.761,26.9308,22.0936666667,31.7222,8.24553333333
568.07,18.8265333333,43.1576333333,26.9426666667,30.9957333333,16.9827666667,9.5229,25.8017333333,26.9989333333,22.1601333333,31.8114666667,8.30886666667
568.41,18.8463333333,43.1445,26.9329333333,31.0408666667,17.0021666667,9.54856666667,25.8102666667,26.9867333333,22.1781333333,31.8651333333,8.33953333334
568.75,18.8134666667,43.1334666667,26.8792,31.0490666667,17.0085666667,9.5272,25.8004,26.9815333333,22.1566666667,31.8984666667,8.33946666666
569.09,18.8240666667,43.2086333333,26.857,31.0830666667,17.0274333333,9.54753333333,25.8035333333,26.9832,22.1612666667,31.9554,8.35640000001
569.43,18.8171333333,43.2277,26.7957333333,31.0959333333,17.0105,9.53100000001,25.7425333333,26.9614,22.1748,31.9282666667,8.34680000001
569.77,18.8233333333,43.2610333333,26.8124,31.1245333333,17.0079,9.54593333333,25.7172666667,26.9664,22.1906,31.9474,8.38173333333
570.11,18.8181666667,43.2729,26.7905333333,31.1251333333,17.0087333333,9.53353333333,25.6952,26.9556,22.2103333333,31.96,8.40373333334
570.45,18.7766,43.2141333333,26.7408,31.0947333333,16.9722333333,9.51943333333,25.6522,26.9247333333,22.1945333333,31.9215333333,8.39266666667
570.79,18.7886333333,43.2648333333,26.7447333333,31.1202666666,16.9988,9.55413333333,25.6593333333,26.9764,22.2168,31.9236666667,8.43386666666
571.13,18.8115333333,43.2975,26.7449333333,31.1463333333,17.0448666667,9.58913333333,25.6647333333,27.0122,22.2373333333,31.9519333333,8.45913333333
571.47,18.8163,43.3238666667,26.7442,31.1456666667,17.0474,9.58933333334,25.6486,27.0044666667,22.2468,31.9256,8.493
571.81,18.7689666667,43.2928333333,26.6842,31.1086,17.0017333333,9.55643333333,25.6109333333,26.9570666667,22.2156666667,31.9138,8.45680000001
572.15,18.7247666667,43.2928333333,26.6368666667,31.0631333334,16.9725,9.53276666667,25.5582666667,26.9227333333,22.1855333333,31.8794,8.43680000001
572.49,18.725,43.3216666667,26.6495333333,31.0581333333,16.9832666667,9.5718,25.5511333333,26.9423333333,22.2162666667,31.8967333333,8.4472
572.83,18.6963,43.2725666667,26.6262666667,31.0206,16.9496333333,9.55343333333,25.5069333333,26.8936666667,22.1845333333,31.8504,8.42326666666
573.17,18.6646,43.2800666667,26.6084666667,30.9978,16.9366,9.54113333333,25.497,26.8681333334,22.1694,31.9014666667,8.40900000001
573.51,18.6265333333,43.2407666667,26.5492666667,30.9710666667,16.91,9.50523333333,25.4694666667,26.8148,22.1427333333,31.8964666667,8.371
573.85,18.6458,43.2403,26.5373333333,30.9841333333,16.9122,9.52119999999,25.4654666667,26.7986,22.1741333333,31.8923333333,8.38933333334
574.19,18.6373333333,43.2618,26.5076666667,30.9814666667,16.9022333333,9.52220000001,25.4570666667,26.7884666667,22.1942,31.9024,8.38493333333
574.53,18.5854666666,43.2253,26.4466,30.9442666667,16.8515666667,9.48386666667,25.415,26.7148,22.1724666667,31.8828666667,8.35213333334
574.87,18.5488666667,43.1858,26.3937333333,30.9252,16.8145,9.47723333333,25.3649333333,26.6648,22.1469333333,31.8980666667,8.337
575.21,18.5117,43.1802,26.3649333333,30.9502,16.8013333333,9.47676666666,25.3484,26.6371333333,22.1366,31.9640666667,8.31633333334
575.55,18.5401,43.1971,26.3509333333,30.9943333333,16.8329,9.51493333334,25.3563333333,26.631,22.1498,32.0004,8.36533333334
575.89,18.5888333333,43.2794666667,26.3856,31.0816666667,16.8658333333,9.60126666667,25.4118666667,26.6768666667,22.2020666667,32.1134,8.46326666667
576.22,18.5848,43.3490333333,26.3974666667,31.1154666667,16.8644666667,9.60273333333,25.4063333333,26.6721333333,22.2033333333,32.1565333333,8.47506666667
576.56,18.5714666667,43.3880666667,26.3488,31.1332,16.8282333333,9.57963333333,25.3878666667,26.6410666667,22.1967333333,32.2334,8.4594
576.90,18.5673333333,43.3908666667,26.3097333333,31.1411333333,16.8219,9.58023333334,25.3744,26.6281333333,22.1784666667,32.2540666667,8.46933333333
577.24,18.6003666667,43.4355333333,26.3309333333,31.1858666667,16.8457666667,9.63209999999,25.3993333333,26.645,22.2245333333,32.3684666667,8.50233333333
577.58,18.5935333333,43.4586333333,26.3092,31.2202,16.874,9.70753333333,25.3956,26.6550666667,22.2105333333,32.4545333333,8.54246666667
577.92,18.6389,43.5444,26.3427333333,31.297,16.9185,9.75726666666,25.4288,26.6742666667,22.236,32.5647333333,8.61606666667
578.26,18.6626,43.5817,26.3394666667,31.3276,16.9306666667,9.79290000001,25.4292,26.6872666667,22.2596666667,32.6618,8.63120000001
578.60,18.6568333334,43.6477333333,26.3124666667,31.3487333333,16.9076,9.77629999999,25.4306,26.6745333333,22.2569333333,32.6892,8.63113333333
578.94,18.6154333333,43.6124666667,26.2315333333,31.2548,16.8652333333,9.75119999999,25.3644666666,26.5941333333,22.2114,32.6448666667,8.60560000001
579.28,18.57,43.6196,26.1822,31.2131333333,16.7997,9.70496666668,25.2824,26.5443333333,22.1583333333,32.6894,8.56493333333
579.61,18.5289666667,43.5468666667,26.0842666667,31.1576,16.7452333333,9.65516666665,25.2129333333,26.4476666666,22.1294666667,32.6455333333,8.48213333333
579.95,18.5118,43.5024666667,26.0253333333,31.1523333333,16.7047333333,9.64746666667,25.1847333333,26.3892,22.1266,32.6866,8.49666666667
580.29,18.5453333333,43.5531333333,26.037,31.1952,16.7579666667,9.72053333333,25.2015333333,26.416,22.1670666667,32.7614,8.58466666666
580.63,18.5633666667,43.5890666667,26.0737333333,31.2754666667,16.7813333333,9.77206666668,25.2568666667,26.4488666667,22.2084,32.8604666667,8.64440000001
580.97,18.5562,43.6442,26.0324,31.2906666667,16.7499,9.76029999999,25.2464666667,26.4266666667,22.1886666667,32.8325333333,8.59713333333
581.31,18.5121666667,43.7259666667,26.0471333334,31.3112,16.6881666667,9.68946666667,25.2717333333,26.4134666667,22.1747333333,32.8924,8.55513333333
581.65,18.5144333333,43.7658666667,26.0194666667,31.3436666667,16.7061333333,9.72133333334,25.278,26.416,22.1629333333,32.9799333333,8.56346666667
581.98,18.5315,43.8177666667,26.0105333333,31.3832666667,16.7162,9.80203333333,25.2958666667,26.4115333333,22.1622,33.0021333333,8.6388
582.32,18.5589,43.8684333333,26.0299333333,31.4555333333,16.7592,9.86596666668,25.3208666667,26.4392666667,22.1965333333,33.087,8.69566666667
582.66,18.5880333333,43.9177333333,26.0156666667,31.5345333333,16.7803333333,9.8983,25.3888666667,26.472,22.214,33.1544666667,8.74786666667
583.00,18.5657666667,43.9409,25.9959333333,31.5539333333,16.8039666667,9.93176666665,25.3942,26.4694666667,22.2338,33.1744666667,8.77386666667
583.34,18.5323333333,44.0000333333,26.0185333333,31.5958,16.7882666667,9.90853333332,25.387,26.4578666667,22.2182666667,33.2506666667,8.7868
583.68,18.5379,44.0396,26.0236666667,31.6248,16.8201666667,9.95233333332,25.3771333333,26.4742,22.2200666667,33.2928666667,8.77773333334
584.01,18.5185333333,43.9932,25.9788666667,31.6012666667,16.8016666667,9.93273333333,25.3686666667,26.4548,22.2024,33.2638,8.76560000001
584.35,18.4871333333,44.0365333333,25.9549333333,31.6086,16.8062333333,9.91016666667,25.3323333333,26.4374666667,22.2058666667,33.2709333333,8.77173333334
584.69,18.4834666667,44.0652666667,25.9675333333,31.6317333334,16.8302,9.91153333333,25.3259333333,26.4630666667,22.1912666666,33.3118,8.81946666666
585.03,18.4756333333,44.0575333333,25.9040666667,31.6172,16.821,9.92043333333,25.2432,26.3878,22.1482666667,33.3007333333,8.81340000001
585.37,18.3839,44.0423,25.8296,31.5832666667,16.7300333333,9.84973333333,25.1660666667,26.322,22.1068666666,33.2845333333,8.74593333334
585.70,18.3243,43.9949666667,25.7704666666,31.5904,16.7101666667,9.77186666666,25.1218,26.2661333333,22.0448,33.2982,8.674
586.04,18.2501333333,43.9312,25.7004,31.5118666667,16.6392333333,9.70303333334,25.0434666667,26.1654666667,21.9549333333,33.2480666667,8.6218
586.38,18.2671333333,43.9958333333,25.7682,31.5976,16.6948,9.7738,25.0367333333,26.2158,21.9687333333,33.3678666667,8.66693333333
586.72,18.3265,44.0927666667,25.8224666667,31.6664666667,16.7613666667,9.8272,25.1464,26.2676,22.0096,33.4078,8.71066666667
587.06,18.2826333333,44.0168,25.7436666667,31.5893333333,16.7246333333,9.8135,25.0746666667,26.2120666667,21.9766666667,33.3774,8.67393333333
587.39,18.2344333333,44.0213333333,25.7016,31.5652,16.6819666667,9.78513333333,25.0634666667,26.1591333334,21.923,33.3625333333,8.68826666667
587.73,18.1911333333,44.0437666667,25.6909333333,31.5705333333,16.6603666667,9.80603333333,25.0341333333,26.1266,21.922,33.4168,8.70573333334
588.07,18.1507333333,43.9923333333,25.6234,31.5098,16.6017,9.8261,24.9936,26.0724666667,21.8508,33.3634,8.69133333334
588.41,18.1123666667,43.9980666667,25.5997333333,31.4914,16.5966666667,9.86186666666,24.9884666667,26.036,21.8634666667,33.378,8.75893333333
588.74,18.1091,43.9828,25.6112,31.5022,16.6144,9.88286666668,25.0152,26.0551333333,21.8854,33.4172,8.8146
589.08,18.1326,43.9536,25.6398666667,31.5172666667,16.6445666667,9.89150000001,25.0067333333,26.0622,21.9068666667,33.3888,8.87413333333
589.42,18.1232333333,44.0334,25.6638666667,31.5164666667,16.6404666667,9.90656666666,25.0159333333,26.0476666667,21.9223333333,33.4318666667,8.88813333334
589.76,18.1849666667,44.1432,25.7302666667,31.6146666667,16.7064666667,9.99593333334,25.1188,26.1242,22.0049333333,33.5375333333,8.9744
590.09,18.1468666667,44.1250333333,25.6928,31.5662666666,16.6416333334,9.97043333333,25.0913333333,26.0860666667,21.9861333333,33.508,8.98906666667
590.43,18.0220666667,43.9971333333,25.5768666667,31.4646,16.5231,9.89500000001,24.9232666667,25.956,21.8810666667,33.45,8.95133333333
590.77,18.0617333333,44.0579666667,25.6154,31.5681333333,16.5643666666,9.9436,25.0064666667,26.0328666667,21.9236,33.525,9.01166666666
591.11,18.0954333333,44.0744,25.6226666667,31.6227333333,16.5835333333,9.98549999999,25.0528666667,26.0192666667,21.9504,33.5877333333,9.08993333334
591.44,18.0925333333,44.0289333333,25.6075333333,31.637,16.5961666667,10.0143666667,25.0532,26.0008666667,21.9308,33.5607333333,9.11833333333
591.78,18.0914,44.0082,25.6254,31.6529333333,16.6039666667,10.0404,25.0704,25.9826666667,21.9657333333,33.6071333333,9.19080000001
592.12,18.0104333333,43.9213,25.5553333333,31.5931333333,16.5087,9.95506666667,24.9892,25.887,21.8704666667,33.5537333333,9.10686666666
592.46,17.9314,43.9315333333,25.5068,31.5757333333,16.4606333333,9.91543333334,24.9735333333,25.8294666667,21.8258666667,33.5474666667,9.036
592.79,17.9056,43.9468,25.4640666667,31.5620666667,16.4518333333,9.95956666667,24.9788,25.7974666667,21.8061333333,33.5884,9.0256
593.13,17.9104333333,43.9278333333,25.4287333333,31.5528,16.4486333333,9.96210000001,24.9415333333,25.782,21.7821333333,33.5917333333,9.08086666667
593.47,17.8390333334,43.8609,25.3882,31.5267333333,16.4032333333,9.918,24.8548,25.7285333333,21.7238666667,33.5414,9.0592
593.80,17.7934,43.8142333333,25.3409333333,31.5364666667,16.3790333333,9.90096666666,24.8132,25.6554,21.6875333333,33.5351333333,9.03246666667
594.14,17.7831333334,43.7415666667,25.3254666667,31.5384,16.3565,9.88663333333,24.8256,25.6227333333,21.6608666667,33.5530666667,9.04893333333
594.48,17.7742,43.7906666667,25.3522,31.5516666667,16.3479,9.92120000001,24.8204,25.5962666667,21.6639333334,33.5345333333,9.12200000001
594.81,17.6946666667,43.7485333333,25.2742666667,31.5049333333,16.2761666667,9.90083333333,24.7129333333,25.5597333333,21.612,33.4735333333,9.082
595.15,17.6264,43.7140666667,25.2102,31.4736,16.2029666667,9.81009999999,24.6856,25.4792,21.5601333333,33.4358666667,9.0284
595.49,17.6050666667,43.7505666667,25.1814,31.4911333333,16.2038333333,9.78753333333,24.6095333333,25.4500666667,21.5226666667,33.4196666667,9.00086666667
595.82,17.5600666667,43.7194666667,25.1035333333,31.4608,16.1703,9.7746,24.556,25.3785333333,21.463,33.3645333333,8.99700000001
596.16,17.5229666667,43.683,25.0318,31.4405333334,16.1185,9.75603333333,24.4903333333,25.3418,21.3996,33.3392,9.01873333333
596.50,17.4557333334,43.6802666667,25.0061333333,31.4042666667,16.0468,9.70603333333,24.4276666667,25.2698,21.3399333333,33.3219333333,9.01420000001
596.83,17.4096666667,43.6460666667,24.9812,31.3843333333,15.9860666667,9.66786666666,24.3722,25.2176666667,21.2990666667,33.303,8.97773333334
597.17,17.3674666667,43.6654666667,24.9400666667,31.3534666667,15.9606666667,9.64890000001,24.3341333333,25.1749333333,21.2619333333,33.261,8.98819999999
597.51,17.3351666667,43.6805,24.9007333333,31.3430666667,15.9404333333,9.64426666667,24.2863333333,25.1466,21.2261333333,33.2966,8.97879999999
597.84,17.3574,43.7987666667,24.9536,31.3957333333,15.9660666667,9.71233333334,24.3011333334,25.1715333333,21.2496666667,33.3204,9.02626666666
598.18,17.2639333333,43.7319666667,24.8416,31.3177333333,15.8929333333,9.65653333334,24.1719333333,25.0602,21.1476666667,33.3234,8.95646666667
598.52,17.2465666667,43.7377,24.8409333333,31.3303333333,15.8863666667,9.65690000001,24.1544666667,25.0132,21.1208,33.3708666667,8.97266666667
598.85,17.2158,43.7689666667,24.8108666667,31.2938,15.8788666667,9.7079,24.0765333333,24.9718666667,21.0442,33.4218666667,8.98699999999
599.19,17.1996666667,43.7716333333,24.7686,31.2788,15.8411333333,9.71596666667,24.0733333333,24.9336,20.9900666667,33.4672,8.99280000001
599.53,17.2001666667,43.8433,24.792,31.3339333333,15.8805333333,9.78423333333,24.0786666667,24.9638,20.9933333333,33.5778666667,9.02106666666
599.86,17.2227666667,43.8535,24.8348666667,31.3640666667,15.9206,9.86169999999,24.0892666667,24.9393333333,21.0019333333,33.6024666667,9.09713333333
600.20,17.2021,43.8060666667,24.8130666667,31.3721333333,15.9493,9.90469999999,24.0965333333,24.9358666667,20.9703333333,33.5928666667,9.15126666667
600.53,17.2085666667,43.8093333333,24.8063333333,31.4227333333,16.027,9.98496666665,24.1298,24.9602666667,21.0184666666,33.632,9.26200000001
600.87,17.1279666667,43.7568,24.7356666667,31.3986666667,15.9590666667,9.93960000001,24.0943333333,24.8752,20.9429333333,33.6695333333,9.19053333333
601.21,17.1046,43.7439666667,24.7378,31.4189333333,15.9628333333,9.94433333334,24.1131333333,24.8672666666,20.9573333333,33.6353333333,9.23566666666
601.54,17.0114,43.7126666667,24.6432666667,31.4098666667,15.8809,9.87196666668,24.1046666667,24.8322666667,20.9200666667,33.6569333333,9.17160000001
601.88,16.9636666667,43.6723333333,24.6214,31.3807333333,15.8600666667,9.8423,24.1169333333,24.8052666667,20.8655333333,33.6578666667,9.16913333333
602.21,16.8842333333,43.6865,24.5536666667,31.3132,15.8161333333,9.75043333333,24.0978666667,24.7626,20.8028,33.6144666667,9.14773333333
602.55,16.8031333333,43.6440333333,24.4998666667,31.3378,15.7457666667,9.64046666667,24.0665333333,24.7306666667,20.7622,33.5098,9.11846666666
602.88,16.6972666667,43.6100333333,24.4747333333,31.2967333333,15.6757,9.60746666667,24.0161333333,24.6686,20.7088666667,33.4796666666,9.0742
603.22,16.6815666667,43.6234,24.4890666667,31.3082,15.6370666667,9.57709999999,24.0462666667,24.6454666667,20.7110666667,33.4838666667,9.11160000001
603.56,16.6588,43.6732333333,24.4462666666,31.2928,15.6024666667,9.55113333333,24.0213333333,24.6226666667,20.6918666667,33.5087333333,9.08906666666
603.89,16.5809,43.5942666667,24.332,31.2027333333,15.5016,9.44829999999,23.9236666667,24.5264666667,20.5827333333,33.4314,8.99646666667
604.23,16.4894666667,43.6115666667,24.2714666667,31.1762,15.4254666667,9.40219999999,23.8868,24.475,20.5013333333,33.3877333333,8.90960000001
604.56,16.4936333333,43.6513333333,24.2674,31.2018666667,15.4349666667,9.41010000001,23.8781333333,24.4811333333,20.49,33.4288,8.97546666666
604.90,16.4146,43.6333333333,24.1773333333,31.1264666667,15.3581333333,9.33543333333,23.8114,24.4110666667,20.3942,33.3898666667,8.90706666667
605.23,16.3532,43.6058666667,24.1146666667,31.0440666667,15.3161333333,9.30756666667,23.7401333333,24.3041333333,20.2994666667,33.3585333333,8.89113333334
605.57,16.3424,43.6259,24.1057333333,31.0470666667,15.3134,9.30486666667,23.7278666667,24.2759333333,20.2747333333,33.3624,8.90206666666
605.90,16.3276,43.6646,24.095,31.0727333333,15.3060666667,9.30503333333,23.7003333333,24.25,20.2537333333,33.4164666667,8.90086666667
606.24,16.2998,43.6616,24.0676,31.0489333334,15.2736666667,9.33099999999,23.656,24.1970666667,20.2240666667,33.4922666667,8.89526666667
606.58,16.2320666667,43.5757666667,23.9812,30.9694666667,15.2187,9.27063333334,23.6097333333,24.0912666667,20.1611333333,33.4150666667,8.91726666667
