wavelength,Back_CyaLucf,Belly_CyaLucf,Breast_CyaLucf,Crissum_CyaLucf,Crown_CyaLucf,DorTail_CyaLucf,Patch10_CyaLucf,Patch11_CyaLucf,Rump_CyaLucf,Throat_CyaLucf,WingTip_CyaLucf
182.97,75.9047000001,99.4760666666,69.7142666666,96.0954,101.571433333,49.6191666667,67.9998666667,76.6667999999,90.0000000001,55.2380666667,101.524
183.35,66.8751,94.7916333333,65.9374,96.1457999999,94.1147333333,43.0206333333,61.7706666667,72.5000000001,87.2918000001,55.2084,98.4376666667
183.73,65.1233666667,94.5062333333,61.1111333333,106.172866667,99.7531,43.4566666667,61.1111333334,71.6048666667,96.2962666666,57.9012,107.1606
184.11,38.9855666667,90.1449666667,41.3044,95.3622,85.2173666667,25.0726,33.0433333333,55.0725333333,89.5650666667,39.8549333334,97.6810666666
184.49,27.3612333333,85.6251333333,37.5000666667,83.8888666665,72.7083333333,14.4443333333,18.0555333333,43.3331999999,82.2221999999,21.1110666667,83.1944666667
184.87,9.92593333336,83.1112,22.074,78.8148666667,66.7407333334,3.92583333332,3.55566666666,30.3703333333,71.4072666667,3.99993333332,70.3703333333
185.25,4.9631,76.3706333333,9.48140000001,82.5186,73.3333333334,4.59240000001,-3.70373333333,37.1852,71.2592,-8.59260000006,66.3703333333
185.63,-4.04266666668,74.3262666666,-3.68779999999,64.2552666666,56.5956,-3.12070000002,-16.7374666667,21.9858,53.7589333333,-18.8654666667,54.7517333333
186.01,-16.6667333333,109.999966667,-6.2364,85.3763333333,73.1182333335,-16.7742,-43.6558000001,17.8494,61.5054666667,-41.5052666667,67.9568666667
186.39,-10.0853,89.0598333333,-3.4188,70.0854666667,59.8291,-9.31629999998,-28.5470666666,13.6752,51.7947333333,-32.6497333333,50.2566
186.77,-15.3921666667,107.058733333,-7.64713333335,80.9803999999,67.1567000001,-14.0196666666,-31.5686,1.37260000001,58.2352666667,-41.9608000001,67.6470666667
187.15,-21.2281333333,98.3332666667,-1.40340000001,69.6492,54.5614333334,-11.9299333333,-25.2630666667,-15.7894666666,54.7369333333,-36.3157333333,63.3331333333
187.53,-28.6992,84.8780333333,-16.5854,55.4471333333,48.0487666667,-10.7316000001,-24.3902,-33.0082,41.9511333333,-47.6422666667,49.5935333333
187.91,-15.3704,72.9628666666,-7.03706666666,51.3582,45.7407666667,-6.78996666674,-9.753,-23.2098666667,29.7531333333,-33.9507333333,46.2963333333
188.29,-0.142799999994,69.7142333333,9.80946666667,51.238,48.7142666667,7.71433333334,4.28586666667,-8.00013333333,34.0951333333,-13.9998666667,47.3333333333
188.67,-3.59403333334,68.1248666667,9.79153333333,52.2914666667,50.1041,2.29153333326,-0.312799999994,-11.146,31.1456666667,-8.7502,43.9582666667
189.05,-0.31523333334,54.4595666667,13.6937333333,47.2973333333,43.8287666667,4.5046,4.14413333332,-8.19819999999,28.2883333333,-1.53153333335,43.6936
189.43,3.70833333333,54.7916666667,14.75,43.25,41.4166666667,12.1666666667,8.75000000001,-11.4166666667,27.0833333333,1.66666666668,41.4166666667
189.81,-11.2625666667,55.4544333333,6.06066666667,38.485,35.6061,-1.41410000006,1.51519999998,-29.3939333333,17.5758,-9.69693333335,35.0504
190.19,-25.9787666667,39.8413666667,-9.62953333333,27.619,28.0951666667,-10.2116666666,-5.39680000002,-44.7619333333,6.4552,-20.7407333333,21.3755333333
190.57,-42.9932666667,41.2925,-14.6938,35.6462666667,32.9252,-23.2653,-10.0680666667,-57.0068,2.04073333334,-30.3402666667,21.4966666667
190.95,-63.7121999999,33.1062,-29.8485333333,29.3938666667,26.8940333333,-32.2727000002,-24.697,-77.7273333334,-11.6665333334,-46.5152000001,10.1514666667
191.33,-117.6767,10.9092,-70.7069999999,7.87879999999,1.31310000002,-72.4243333333,-65.6565333333,-124.040333333,-52.9292000001,-106.0608,-22.0200666667
191.71,-94.4445,29.3518,-43.3332666667,20.7408,18.7037,-41.1111333332,-49.8148666667,-82.4072666667,-25.5556666666,-86.2962,-3.7036
192.09,-258.333366667,-31.1112,-147.777933333,-50.0000666666,-40.3704,-142.222166667,-181.481266667,-242.5926,-106.666533333,-250.370466667,-75.1850666668
192.47,-789.047666667,-230.000066667,-480.9526,-205.7144,-185.714366667,-438.095299999,-573.333466667,-684.761866667,-371.428466666,-739.047533333,-279.047533333
192.85,-493.0303,-148.484833333,-311.5152,-120.6062,-100.303,-220.6059,-347.8786,-438.181866667,-235.757666667,-487.272733333,-110.9092
193.23,-272.666666667,-84.4999999999,-178.666666667,-68.6666666667,-64.6666666667,-124.5,-199.0,-248.666666667,-123.666666667,-284.333333333,-79.6666666667
193.61,-207.5642,-49.1025333333,-132.0512,-44.3589999999,-39.2307333333,-100.384566667,-150.2564,-177.9486,-79.4871333333,-213.8462,-49.7435333333
193.99,-170.666566667,-44.4445,-101.111133333,-29.5556666667,-19.4443666667,-75.6669333335,-125.999933333,-150.000066667,-58.0000666667,-179.777666667,-38.8888666667
194.37,-114.333333333,-17.8333333333,-53.1666666666,-8.66666666667,-2.91666666667,-40.0833333333,-86.5000000001,-96.6666666667,-25.0,-123.166666667,-2.33333333334
194.75,-138.7619,-24.9522333333,-67.4285999999,-24.762,-22.2857666667,-41.9048333333,-116.380933333,-126.476133333,-38.6667333334,-154.476333333,-13.9046000001
195.13,-115.726466666,-29.8290333334,-63.9315999999,-26.3248666667,-21.8803333334,-40.1708666667,-99.3161999999,-111.9658,-41.3674666667,-144.615266667,-12.1366000001
195.51,-108.108133333,-18.8290333333,-51.1710666666,-4.86499999999,-4.41426666668,-25.4955000001,-80.5406,-100.540533333,-29.1892000001,-144.864933333,6.8467333334
195.89,-165.632166667,-71.3794666666,-102.2988,-37.0114,-42.8736333333,-68.2758666668,-128.735533333,-164.827533333,-70.8046666667,-204.597666666,-20.6895333333
196.27,-115.926066667,-27.4999999999,-65.1851333334,-12.9628666667,-11.1112,-30.4628666667,-73.8889333335,-107.2222,-33.7037333333,-139.629733333,-4.62953333334
196.65,-149.333366667,-42.5556666667,-102.222133333,-43.7777333333,-43.0001,-47.0000666667,-94.2222666667,-150.4444,-61.1111333333,-183.333266667,-17.1111999999
197.03,-148.850533333,-46.4367333333,-103.908,-45.7472,-43.1034666667,-57.0116333333,-94.0230666667,-156.091933333,-50.8045999999,-199.310133333,-35.4026000001
197.40,-158.194433333,-24.3057333333,-99.9998666665,-39.9998666667,-29.3054666666,-39.3056000001,-83.8888000001,-164.166666667,-41.111,-202.499933333,-8.3332666666
197.78,-309.523733333,-111.4285,-171.4286,-90.4761999999,-105.9524,-92.1427333333,-155.714133333,-297.619066667,-105.7142,-373.333266667,-65.7144
198.16,-218.245633333,-82.4561666668,-108.771866667,-55.0878000001,-84.5613666666,-81.7545000001,-111.579,-191.929866667,-70.5263333333,-265.614,-38.2454666667
198.54,-548.75,-267.5,-303.333333333,-208.333333334,-271.666666667,-265.833333333,-290.833333333,-504.166666667,-263.333333334,-703.333333333,-190.0
198.92,-246.666666667,-153.333333333,-139.166666667,-93.7499999999,-92.5,-128.75,-120.833333333,-218.75,-135.0,-350.833333333,-94.1666666667
199.30,-345.1516,-221.5151,-170.909,-143.0304,-142.121066667,-145.4545,-147.272733333,-312.121133333,-154.545466667,-447.272733333,-130.909066667
199.68,-140.757566667,-84.9999666668,-67.5758666666,-80.0,-50.6060666666,-32.5758666666,-57.8788666667,-119.696866667,-62.4242666668,-183.333333333,-56.6666666667
200.06,-103.333233333,-55.4168333334,-34.4443333335,-70.5555333333,-19.5832666667,-17.0832,-42.4999333334,-91.6666,-51.6665333333,-151.944466667,-28.3333333333
200.44,-205.4761,-153.8096,-100.4762,-172.3808,-76.9047666667,-81.6666666666,-125.238,-182.8572,-138.0952,-272.857,-69.5236666667
200.82,-158.333333333,-121.296266667,-71.4814,-132.222133333,-38.3333,-64.2591666666,-97.7776000002,-141.111066667,-109.259333333,-215.185066667,-62.5924666666
201.19,-713.888766666,-541.110966667,-463.333333332,-611.111133333,-323.8888,-396.666633333,-465.5556,-549.999933333,-563.333466667,-825.555599999,-381.111133333
201.57,860.555599999,686.666566667,633.333333333,781.111,398.333400001,528.333266667,653.333399999,605.555466666,692.222133333,935.5556,574.4446
201.95,373.333433333,294.4444,282.666733333,342.222133333,151.333266667,216.2222,266.2222,251.111066667,301.777666667,357.3334,247.111133333
202.33,191.0345,147.241533333,145.747,190.574666667,75.7472,91.8389000001,131.264333333,119.0804,155.4022,173.103466667,138.391
202.71,179.7143,148.9524,140.380933333,179.238133333,87.8094666667,91.1427333333,127.999933333,108.761933334,140.952533333,151.8094,140.9522
203.09,151.956566666,121.304333333,112.898466667,154.782533333,84.8551333333,76.6665666666,111.1594,98.5508,121.159466667,118.260933333,121.014333333
203.47,137.261833333,115.476066667,104.761866667,143.333333333,78.0357666666,82.3809000001,106.071533333,90.0001333335,117.261933333,111.0714,118.214333333
203.85,127.3059,111.0499,99.5432666667,125.844666666,79.1323333332,82.2831,97.3515999999,90.2282,105.570733333,100.4566,107.031866667
204.22,131.428566667,117.6191,107.792066667,127.532533334,89.3505666666,86.2335999999,99.2208000001,96.3636666667,110.4762,103.896133333,112.987066667
204.60,160.104433333,142.0316,127.604333333,152.396133333,112.864733333,103.1251,121.250133333,119.687666667,137.396066667,127.9166,145.833466667
204.98,178.275766667,161.724233333,137.4712,168.045933333,127.126333333,113.908,132.298733333,128.161,151.379333333,140.689533333,160.574866667
205.36,199.166633333,181.736266667,143.750066667,188.611133333,139.236233334,114.861266667,146.5278,144.3054,170.972133333,146.111333333,174.999933333
205.74,212.9458,189.380033333,152.558066666,192.403133333,156.279166667,120.775233333,151.162866667,155.193933333,185.736466667,155.038733333,191.3176
206.12,181.066666667,172.6,130.4,171.733333333,147.4,115.2,134.933333333,137.066666667,171.333333333,145.733333333,169.333333333
206.50,263.854166667,264.895833333,186.25,238.333333333,215.416666667,159.479166667,183.958333333,203.541666667,250.625,211.041666667,242.916666667
206.87,444.0,456.000066667,312.888866667,422.666466667,344.888933333,233.7779,300.000066667,341.333466667,450.666666667,350.222266667,439.5556
207.25,1693.33333333,1902.22216667,1306.66666667,1688.88886667,1361.11116667,842.222299999,1062.22226667,1264.44446667,1880.0,1168.88873333,1846.66673333
207.63,-302.666666667,-420.333333333,-223.333333333,-313.333333333,-245.666666667,-56.3333333333,-156.666666667,-188.666666667,-381.333333333,-162.666666667,-408.0
208.01,-64.0579333333,-142.898633333,-35.6522666667,-75.3624,-52.6087000001,21.3043666667,-23.1884666667,-20.0001333333,-117.3914,-12.1739999999,-133.912933333
208.39,25.1724333333,-51.8390333333,58.8506666667,5.97700000005,27.8162,76.0918333333,46.8967333333,62.5287333334,-13.5632666666,72.8734666666,-41.1493999999
208.77,93.1372666667,-40.9805,134.509866667,67.4510000001,119.215833333,180.392033333,147.451,189.804,36.0784666668,179.215533333,-7.8431333334
209.14,784.444433333,-72.2221666667,826.666733333,415.555533334,801.110999999,1125.55543333,1048.88886667,1175.55553333,311.111066667,1211.11106667,-24.4444666666
209.52,2880.0,-150.0,2380.0,1646.66666667,2516.66666667,3283.33333333,3620.0,3733.33333333,1080.0,3946.66666667,-93.333333334
209.90,-772.5,165.0,-635.0,-309.999999999,-565.0,-810.833333333,-891.666666665,-906.666666667,-164.999999999,-941.666666666,123.333333333
210.28,693.333433333,103.333266667,571.111133334,361.111133333,529.444533333,734.4444,732.222333333,750.0,344.4444,832.222066667,82.2223333334
210.66,-361.333333333,13.3333333333,-265.333333333,-135.333333333,-265.0,-352.333333333,-351.333333333,-416.666666667,-148.0,-400.666666667,-0.6666666666
211.03,-159.074133333,75.3704000001,-102.963,-30.3703999999,-96.2963333333,-137.7779,-151.4816,-180.0,-36.6665333333,-172.592533333,18.8890666666
211.41,-70.9523333333,104.126966667,-37.7776666667,35.5556,-19.6826000001,-82.0632999999,-71.4284666667,-104.762,19.0475999999,-51.4286666669,49.2062
211.79,-2.91666666667,108.958333333,9.79166666667,66.875,33.3333333333,-24.8958333334,-8.54166666666,-31.0416666667,51.875,9.58333333334,48.9583333335
212.17,12.037,97.8704,25.5556666667,75.5556000001,45.8332999999,-7.59259999999,9.44453333333,-4.62966666674,58.3334666667,17.4075333335,57.4074666667
212.55,43.0556333333,154.3055,84.7221999999,133.8888,95.139,0.55573333326,33.0556,26.6665333334,115.0,77.2222666667,118.0556
212.92,82.3530333335,239.412033333,127.0588,207.0588,164.5097,19.8038000001,71.3726666666,74.1176666667,198.431466667,129.803933333,202.745266667
213.30,139.259133333,391.852,171.851933333,310.3704,278.148066667,-20.7407666667,122.962933333,94.0741333331,309.629666666,216.296333333,360.740866667
213.68,298.333333334,1381.66666667,253.333333333,1143.33333333,776.666666667,-373.333333333,456.666666667,79.9999999994,1036.66666667,816.666666668,1246.66666667
214.06,7.0155505559e+14,2.08760607727e+15,5.24567002053e+14,1.79546916963e+15,9.38249922367e+14,-3.85961899883e+14,9.33985149993e+14,3.58240879451e+14,1.36899193219e+15,1.32207943606e+15,1.53105328241e+15
214.44,-2250.0,-4456.66666667,-1993.33333333,-4160.0,-2270.0,-500.000000001,-2886.66666667,-1706.66666667,-3553.33333334,-3146.66666667,-3613.33333333
214.81,-109.473666667,-212.1054,-97.193,-208.421133333,-114.561366667,-5.61399999988,-139.6492,-89.4737999999,-184.912333333,-113.3334,-178.9474
215.19,-73.6363666666,-101.2121,-54.3434666667,-120.201933334,-69.1919333333,2.8282,-85.0504666668,-54.3434000001,-104.848466667,-56.1616666667,-108.687
215.57,-48.9286,-94.9998333334,-33.3333333333,-104.285666667,-45.5952000001,12.0238666667,-63.5714,-43.0952666667,-88.8094,-11.4286666667,-99.9998666668
215.95,4.88373333334,-16.8217,15.1937333333,-26.9768000001,14.4961666667,42.0931333333,-3.10066666668,9.4572,-25.5814666667,35.814,-40.31
216.32,28.1666666667,5.08333333334,37.8333333333,-10.1666666667,36.4166666667,66.1666666666,20.8333333333,33.5000000001,-18.6666666666,45.3333333332,-27.6666666667
216.70,55.9375000001,31.1458333333,67.7083333334,3.33333333334,69.4791666666,96.5625000001,41.4583333333,64.9999999999,-12.0833333333,82.5,-15.6250000001
217.08,113.7878,80.6060666667,114.2424,10.3032,111.3636,143.788033333,73.9395333332,112.424333333,3.33333333334,136.363733333,-13.6363333333
217.46,150.666666667,104.666666667,145.333333333,38.4000000001,136.666666667,149.733333333,127.466666667,137.066666667,51.1999999999,165.866666667,37.8666666667
217.83,219.111233333,138.2224,206.222133333,20.4444000002,178.666533333,219.5555,179.555533333,191.1112,58.2221999998,263.555466667,26.2222666667
218.21,242.291666667,174.583333333,219.583333333,56.2500000001,162.916666666,219.583333333,222.916666667,203.333333333,76.6666666669,276.25,61.6666666667
218.59,334.444433333,225.833233333,295.555533333,103.888933333,198.611133334,299.166733333,316.6666,256.6668,130.000133333,350.000066667,92.7777333333
218.97,-944.999999999,-631.666666667,-798.333333333,-241.666666667,-571.666666667,-776.666666667,-918.333333332,-640.0,-368.333333333,-843.333333334,-186.666666667
219.34,-195.0,-102.5924,-157.407533333,-44.8148,-113.148166667,-135.925966667,-184.444333334,-132.222133333,-53.3332000002,-152.963,2.96293333334
219.72,-259.444533333,-133.888866667,-257.777866666,-53.8888000001,-143.333333333,-198.333133333,-231.666733333,-196.111066667,-63.8888666667,-193.888933333,32.2223333333
220.10,-116.0,-3.3333333332,-140.0,124.666666667,31.3333333334,-42.3333333333,-119.333333333,-34.6666666667,110.666666667,-59.3333333334,184.666666667
220.47,3.0555,133.333466667,-20.5556666667,209.4444,165.8332,54.7223333335,19.9999333333,95.5554666667,156.111066667,5.5556,232.777733333
220.85,31.4583333334,164.166666667,7.50000000002,193.333333333,168.75,86.0416666666,42.0833333333,109.166666667,135.0,25.8333333332,190.0
221.23,77.3333333334,519.333333333,-92.0000000001,510.666666667,532.0,195.333333333,53.3333333334,306.666666667,409.333333333,6.6666666668,489.333333333
221.61,297.222133333,600.555633333,186.666733333,612.222266667,675.555533333,381.111233333,346.666733333,444.444333333,609.999866667,233.333333333,571.111333333
221.98,378.333300001,728.333166667,243.333333333,667.777733333,760.5556,448.888866667,408.888866667,508.8888,684.4444,314.444400001,723.333399999
222.36,-1116.66666667,-2045.0,-639.999999999,-1763.33333334,-2058.33333333,-1211.66666667,-1186.66666667,-1266.66666667,-1843.33333333,-616.666666666,-2070.0
222.74,-233.333333333,-411.666666667,-132.5,-404.166666667,-452.5,-248.75,-223.333333333,-239.166666667,-436.666666667,-56.6666666668,-441.666666667
223.11,-71.4814666665,-158.703566667,-38.8888,-168.8888,-183.703666667,-94.8148666665,-103.333333333,-72.5925333332,-187.037,-3.7038,-162.592666667
223.49,-41.0526333334,-105.965,3.50866666668,-138.245466667,-139.8245,-48.7720999999,-55.0877333334,-44.9122666667,-141.754266667,23.1580666667,-109.473866667
223.87,-30.8333666667,-72.2222333334,-15.8333333333,-113.611066667,-98.7501000001,-39.5831666666,-20.0,-35.5555999999,-102.2222,34.4445999999,-81.3888666667
224.24,7.3913333334,-52.8984,14.4927333333,-81.7390666668,-63.0435333333,-26.0870333333,10.4348,9.8550666668,-60.0000000001,60.8695333333,-55.942
224.62,27.3958333332,-14.5833333333,31.0416666667,-35.0000000001,-15.3125000001,-5.0,40.8333333333,36.0416666667,-22.7083333333,62.9166666666,-16.8750000001
225.00,9.73680000002,-12.7193,19.2982666667,-38.2455333334,-21.0526666667,-12.4562,20.5263333333,19.1228666667,-25.2632,35.965,-15.0878
225.38,-13.3332333333,-38.2881666667,-13.6938,-65.4054666667,-35.3152666667,-42.1620666667,1.80180000001,-6.30619999999,-47.3874,7.02706666665,-35.6757333333
225.75,-6.08333333332,-39.5,-7.5,-62.1666666666,-30.6666666666,-38.3333333333,7.0,-7.66666666666,-36.8333333333,5.16666666666,-41.1666666667
226.13,-4.58343333334,-15.8332666667,-9.30566666666,-48.4722,-19.8612333333,-34.7916,13.611,6.66666600008e-05,-29.8612,5.55573333331,-28.0557333333
226.51,-12.0833333333,-24.3333333333,-21.5,-74.6666666667,-34.3333333333,-56.3333333333,7.1054273576e-16,-20.0,-50.8333333333,-12.1666666667,-50.8333333333
226.88,-12.1016,-30.5073,-21.4492666667,-68.116,-38.1158333333,-59.9275666667,-5.94219999999,-27.2462666667,-45.0724,-19.1306,-50.7246666667
227.26,-3.17729999999,-9.73983333332,-4.47933333332,-35.3126666667,-20.8857,-32.2919,6.97880000001,-9.06273333336,-19.2712,-9.06259999999,-31.7712
227.64,-1.45306666667,-2.6495,-5.38439999999,-22.7351333333,-17.4785333333,-22.3077,5.04273333333,-5.21373333333,-14.6154,-5.81186666666,-18.4615333333
228.01,7.26186666668,5.63476666667,2.93666666668,-13.4128,-12.6192,-9.92066666667,12.4602666667,4.44439999998,-6.90473333334,-2.06360000001,-1.74593333332
228.39,7.07913333333,4.98283333333,0.755999999987,-10.9964666667,-13.0583666667,-6.73529999999,9.20953333332,3.64266666667,-8.31620000001,-1.71826666667,1.4434
228.76,7.53090000001,9.8766,5.00013333333,-8.39506666667,-5.55543333332,-3.70359999999,10.1234,5.98766666667,-2.90133333333,-3.95059999999,5.24693333334
229.14,15.6666666667,18.9231333333,14.6666,4.76919999999,5.05136666666,10.0513,19.436,15.1794666667,5.74359999999,6.30759999999,11.7948
229.52,19.6867,19.9999666667,18.613,9.03800000001,8.5906,15.2348,19.9553333333,18.255,11.1408666667,10.425,13.7808666667
229.89,12.9197666667,15.3773,13.3818666667,4.62286666667,2.14126666667,12.2870666667,13.1386,12.8955333333,3.84426666667,6.61793333333,8.85653333334
230.27,18.4366333333,18.8506333333,19.4483333334,12.2298666666,9.01143333333,20.8044,18.069,19.5402,10.6206,12.6895333333,17.4712
230.65,19.3334666667,18.8235,17.7649333333,14.9803333333,12.1177,21.8823333333,18.5490666666,20.9804,13.5294666667,13.2156666667,18.0784666667
231.02,17.7108333333,18.7348666667,17.4699333333,15.6626666667,11.8072333333,22.2891333333,18.9558666667,21.8072,13.9356666667,12.3694666667,17.3091333333
231.40,15.4567333333,15.2282,13.6073333333,12.2374,10.5478666667,18.1049666667,16.9405333333,18.0822666667,11.0045333333,12.8310666667,14.6576
231.78,15.0001,11.7875333333,13.1884666667,10.1932666667,9.29936666666,15.7488,18.0676,16.3285333333,10.6280666667,15.2658,13.0919333333
232.15,10.4697666667,7.91946666668,13.1543333333,10.5594,9.82093333335,12.8188666667,13.9596666667,12.707,7.02466666666,13.6910666667,6.0404
232.53,7.86026666667,6.84693333334,12.0721333334,9.14406666667,8.33333333334,13.4684666667,11.9818666666,11.8918666667,7.11706666666,12.7928,7.16220000001
232.90,4.52380000001,1.3333,5.19040000001,6.5714,3.0951,10.4048333333,7.38106666669,9.90459999999,2.90466666667,11.0474666667,1.80953333333
233.28,-0.246833333346,-5.23463333333,-0.83953333334,1.87646666667,-0.8149,3.45683333333,3.85193333333,5.67899999999,-2.56806666667,8.5432,-3.35793333333
233.66,-4.90476666667,-7.2143,-3.99999999999,-0.238133333332,-2.61906666667,1.11903333333,3.0474,4.04753333334,-5.71426666666,7.71439999999,-2.4284
234.03,-0.470399999992,-1.22706666667,0.204599999994,2.61746666666,1.77913333334,4.35563333333,7.56639999999,5.8486,-2.65846666667,8.83433333333,2.12673333333
234.41,-1.84556666666,-0.2447,-0.150599999993,1.05453333334,-0.357700000009,3.22033333333,4.63279999998,1.09226666667,-3.50286666667,5.8756,-0.941600000007
234.78,-2.7219,-0.7494,-0.315400000009,-0.828533333333,-2.4259,2.66276666667,5.56206666669,0.670599999993,-4.4972,4.93106666667,-1.53840000001
235.16,1.75433333333,3.78936666667,1.26293333334,1.5088,1.29813333333,3.9649,6.91213333334,4.45600000001,-2.2456,7.78940000001,1.89466666667
235.54,5.96576666667,7.88166666667,4.76626666667,6.16813333333,3.4425,9.11210000001,9.71973333332,8.2242,1.74453333333,8.97179999999,5.42066666666
235.91,1.88946666667,3.36389999999,1.10606666666,2.21193333332,-1.41323333333,5.68343333333,2.58066666667,3.87106666666,-2.0276,2.48859999999,-0.675933333334
236.29,2.00616666667,5.06186666667,-0.308466666667,2.19133333333,-1.68206666667,5.80236666667,-0.061733333334,3.51853333333,-1.389,0.463000000008,-1.14193333333
236.66,6.1818,9.27273333333,3.66680000001,6.39393333334,2.49993333333,10.2576,3.63640000001,6.18179999999,3.24226666667,4.12113333333,1.00006666667
237.04,7.76356666667,12.8489666667,6.41020000001,9.0598,5.02846666667,12.8489333333,5.3846,7.1224,6.23933333333,5.84066666667,2.64946666666
237.41,7.13859999999,14.02,4.72106666668,7.83973333333,3.24746666667,13.1473666667,2.37486666667,5.95120000001,6.98146666666,2.88966666667,0.944200000008
237.79,11.5678333333,21.0671,10.7772666667,12.411,7.7734,17.8787666667,6.2714,10.9618666667,12.3846666667,6.64033333333,4.32153333333
238.17,10.4072,18.5241333333,8.93133333333,10.5597333333,6.8703,15.4198666667,4.4784,9.59280000001,12.6971333333,5.6998,4.12186666666
238.54,7.04283333334,13.5925666667,5.44746666667,6.27753333333,2.9055,10.2074333333,1.63413333333,6.14780000001,9.13099999999,1.50460000001,1.24506666667
238.92,5.0445,11.3053666667,4.94293333334,5.60206666667,2.45886666667,8.0988,1.44486666667,4.94300000001,8.56766666668,-0.659000000001,0.27906666666
239.29,6.69163333333,13.9575333333,9.28846666668,7.81519999999,5.63036666667,11.4481333333,4.54426666667,7.44066666667,11.1611333333,1.54813333333,2.24713333333
239.67,4.8149,12.5187,7.90133333335,5.6296,4.3211,10.4939,3.679,5.33333333334,9.67906666667,0.049266666674,1.28399999999
240.04,8.37493333333,14.9378666667,11.2629333334,8.34373333332,7.71220000001,12.1118333333,8.2608,8.94413333334,11.263,4.65846666667,6.91506666666
240.42,10.2026333333,14.5949666667,12.2099333333,8.32413333333,8.17673333333,12.3665333333,10.1288666667,9.61333333333,11.5839333333,6.04053333333,8.47153333333
240.79,8.05696666669,12.2439333333,10.5041333333,6.42280000001,7.0162,9.18713333333,8.43899999999,7.44719999999,8.89433333333,4.12993333333,6.79666666666
241.17,8.81626666668,11.1038333333,10.5157333333,7.29119999999,7.05159999999,9.17209999999,9.1938,7.95939999999,8.90326666667,4.79286666666,8.64200000001
241.54,9.09946666667,9.56236666666,10.8569333333,7.70493333333,7.06693333333,9.14960000001,9.93113333333,7.77979999999,8.8932,6.56666666667,9.08046666667
241.92,8.08950000001,7.66563333333,9.65146666667,6.9572,6.1557,8.30430000001,8.95479999999,6.60866666667,7.93266666667,5.7374,8.54826666666
242.29,9.40573333334,9.57943333333,11.2829333333,8.79080000001,7.99153333332,10.4943,10.4626,8.84326666668,9.29533333335,7.44473333333,10.1787333333
242.67,8.58246666667,8.89543333333,10.3323333333,8.24046666667,7.00866666667,10.2834,9.70673333332,8.30893333332,8.79766666666,7.34093333332,9.62833333333
243.05,9.50950000001,10.2660333333,11.0591333333,9.32593333334,7.4782,11.8798333333,10.1606,9.29853333333,9.36273333333,9.14253333333,10.6557333333
243.42,8.41723333333,8.73443333333,9.47093333333,8.3862,5.86426666667,10.9171666667,8.53619999999,8.03346666667,7.89246666666,7.78646666666,9.96486666668
243.80,7.97313333334,8.0987,8.91113333332,8.03186666667,5.1507,10.1174,8.29986666667,7.97326666667,7.6298,7.83073333333,9.09546666667
244.17,6.64993333333,6.95156666667,7.06866666667,7.2614,3.9028,9.10806666667,7.1358,7.14406666667,6.83419999999,6.49066666667,8.19093333333
244.55,5.6785,6.3222,6.4452,7.2078,3.1939,8.4829,6.5354,6.9536,6.5108,6.109,8.0934
244.92,5.68323333333,5.69893333333,6.284,7.08033333333,2.65026666667,8.39973333335,6.65886666667,6.92413333333,6.25293333333,6.64306666667,7.6502
245.30,5.03926666667,5.40623333333,6.38186666667,6.60246666667,2.26496666667,8.10176666666,6.35333333333,6.7022,5.50553333333,6.39606666667,6.70926666667
