wavelength,Back_SalOrem,Belly_SalOrem,Breast_SalOrem,Crissum_SalOrem,Crown_SalOrem,DorTail_SalOrem,Patch10_SalOrem,Patch11_SalOrem,Rump_SalOrem,Throat_SalOrem,WingTip_SalOrem
187.15,-1886.66666667,-1470.0,-1703.33333333,-1516.66666667,-605.0,-700.0,-616.666666666,-934.999999999,-907.499999999,-1263.33333333,-1350.0
187.53,-456.1904,-268.5715,-385.714266667,-306.666533333,-92.3810333332,-76.1903333334,-73.3332999998,-179.047633333,-159.285666667,-251.428533334,-346.6666
187.91,-230.833333333,-101.25,-192.5,-154.583333333,-55.2083333334,-30.8333333333,-37.2916666666,-111.458333333,-82.7083333333,-121.666666667,-186.25
188.29,-54.9205999999,1.34930000002,-38.0951999999,-33.1746000001,14.6826333333,19.0476666667,10.9523666667,4.99996666667,5.99185000001,-13.9682666667,-49.6826
188.67,-15.399,28.7794333333,-4.50706666668,-1.12666666668,24.5070666667,28.5446666667,25.2113,17.4648,16.5258666667,11.6433333333,-9.76526666667
189.05,3.22099999999,38.5767666667,12.3596,10.7863333333,34.0449,36.2548,35.1684666667,23.7079,27.6965833333,20.8989333333,1.34846666667
189.43,-5.70366666664,37.2593666667,4.9632,4.29626666665,28.7037333334,27.9998666667,27.4074,17.7406666667,20.57405,13.0371333333,-7.77793333333
189.81,-10.0352,32.1403,1.12280000002,2.03513333333,22.4211333333,22.5262,22.0001,8.1754,14.3684666667,9.54373333332,-10.8067333333
190.19,-16.2963333333,23.0369666667,-6.4444,-1.92586666667,15.8889,17.0371333333,13.5184666667,3.5927,9.38876666666,3.18513333334,-23.1112
190.57,-8.7234,31.7374,-1.41833333335,-1.70226666667,23.4398,22.8368666667,16.8439,5.28360000001,15.0886166667,10.709,-14.7518
190.95,-7.94320000001,33.4752666667,0.709200000006,0.921933333334,24.7162666667,18.2979333333,15.5320333333,0.106266666666,15.5851166667,9.57439999998,-15.6738
191.33,-2.0756,41.0378,11.4464666667,6.3522,30.4089333333,19.4338666667,20.1256666667,-0.346,17.3742166667,12.2640666667,-6.72946666666
191.71,9.70666666667,47.6533333333,24.96,18.9333333333,39.1466666667,31.36,29.5466666667,13.92,29.4133333333,23.68,8.00000000001
192.09,17.28,56.72,35.6266666667,28.64,49.3866666667,39.2533333333,38.32,26.56,38.0266666667,33.3333333333,16.8
192.47,6.48480000002,51.7576,29.5151333333,20.3030666667,41.4849,31.7578,30.1212666667,8.99996666665,27.0151833333,20.8486,6.60613333333
192.85,2.94740000001,50.2455666667,30.5965333333,19.0175333333,44.2806333333,29.8244,31.4385666667,6.24563333332,29.1753666667,19.5789333333,1.54366666667
193.23,-6.66679999999,46.6666333333,23.2520666667,16.0976666667,43.2521,25.2848,20.0000666667,-0.569166666654,22.4390666667,10.4877333333,-2.60173333334
193.61,6.98426666667,54.6826666667,40.2381333333,24.2063333333,57.7380666667,43.1746,31.1904666667,9.16673333334,33.5912166667,26.3492,10.5555333333
193.99,5.06666666665,55.2443666667,45.7777333333,22.1333333333,63.4667666667,43.2,25.0223,9.24456666666,33.17785,25.5110666667,0.711
194.37,9.86293333333,71.3241333333,50.1369333334,29.1324666667,71.1872666667,52.0548666667,28.4931333333,16.3926,42.1004833333,36.5296666667,11.4155333333
194.75,15.4902,80.3431333333,63.2352000001,46.7647333333,82.5000000001,54.8039333333,39.9510666667,27.1078,48.4314833333,38.6276,16.1764666667
195.13,4.81486666667,91.4813333333,69.0123999999,52.716,94.8149333333,66.5429333333,33.9507,27.5308666667,45.0618000001,33.9506,3.45693333334
195.51,12.5926,93.4567333333,71.2346666667,63.4567999999,107.469133333,73.9505333333,37.2841,43.8888,60.46295,43.9505999999,12.9628
195.89,-4.87819999993,102.3577,67.9675333333,65.2031333333,119.2683,66.5041333333,27.4796666667,26.9106333333,52.4796833332,32.8455333333,-2.6016
196.27,7.35053333327,114.615266667,84.1025333333,81.0257333333,135.042733333,81.3674,27.4358666667,25.8120666667,59.7863500001,38.6325333333,-3.58993333334
196.65,8.0807333334,138.888933333,97.9795999998,103.232333333,159.090866667,93.3334000001,36.8686666667,39.4948666666,65.5555666665,61.616,-4.04033333334
197.03,13.5042666666,131.965766667,95.7264000001,91.1111333334,141.0257,90.0855333333,38.4614666667,44.4445666666,61.1538666665,61.1964666665,8.03413333332
197.40,34.2076666667,111.420666667,86.4480666669,80.8743333333,107.158466667,80.0001333333,55.6830333333,52.8416666667,63.4699666667,66.1201999999,21.0929333333
197.78,34.6268,103.7314,78.3083333333,82.7860666667,94.2784999999,70.3482,55.9204,55.2735,60.7462666666,63.4825999999,20.6966
198.16,48.3106,111.324133333,95.0685999999,91.5981333333,94.5660333333,73.8814,73.1964,60.4108333333,70.2054500001,71.3242666667,39.5434
198.54,43.9506,98.4362666666,90.6995333333,79.4238,83.4156333333,62.8806666667,69.8765666667,51.6459,60.0823833333,61.4814666666,30.8642666667
198.92,29.6774666667,78.4945999999,70.1076,58.4230666667,61.7922,46.7383333333,50.4659,35.914,44.80285,49.6773333333,20.0
199.30,29.3471333333,71.8556666666,67.9724,56.0136666667,50.6187,32.6460666667,47.5946666667,34.4674333333,41.18555,47.0104,16.4949333333
199.68,31.0371333333,74.1851333333,73.1851333333,57.2594666667,46.4815,31.9260666667,49.4073,34.4815,41.1111333333,48.3703333333,11.2592666667
200.06,23.5206,67.0785333333,65.4683333334,50.1872666667,35.8427333333,20.3745333333,42.6591333333,32.1724,31.2173,42.6217333334,1.72273333334
200.44,19.6168,64.5976333333,67.7395333333,45.6705333333,29.3487666667,11.4942,43.9846,31.5710333333,27.0306166667,38.8504,-1.91566666666
200.82,18.5606,59.8865333333,71.2879333334,48.5606,30.9469666667,12.8031333333,44.2044333333,34.2045666667,30.3218833333,36.8939333333,0.227133333334
201.19,26.323,58.9346666667,70.859,54.2268666667,35.4983333333,18.4192666667,47.1133333333,37.4914666667,33.1100833334,39.5189333333,4.81093333333
201.57,26.5872666667,59.9206333334,79.6030666666,58.0159333333,39.127,13.4128666667,43.611,38.4128666667,32.0040666667,41.2697333333,3.96813333335
201.95,19.0195333333,58.5295,85.2939999999,53.8236,37.353,-4.50993333333,38.9705,27.8431333333,22.8921666667,32.4509333333,-8.33333333334
202.33,11.9999999999,62.9998333333,77.6666666667,56.7777333333,32.7222666667,-11.1111333333,29.9444333333,26.2778666667,18.74995,33.0001333333,-20.2223333333
202.71,7.33333333325,61.1110333333,78.2220666667,60.6667333333,28.0555666667,-15.2224,25.8888,25.7222333333,16.86115,31.4444666666,-19.6664666667
203.09,13.7414,80.0680333333,100.0,76.1905333335,29.7277333333,-20.9524,38.3673333333,28.5032666667,14.8299666667,34.4218,-29.6597333333
203.47,38.9581333333,85.5728000001,107.187333333,82.9165333334,54.6352999999,13.8538666667,56.875,43.6977666667,41.6666666667,52.8123333333,10.7290666667
203.85,44.4705999999,75.7254,90.5882666667,75.4508666667,54.9803666666,21.4902,53.4901666667,45.0196333333,39.3922333333,46.3529333333,16.2354
204.22,47.6189333333,74.5421999999,90.3297333333,78.0952666667,58.4249666667,30.7691333333,53.0403333333,43.3333,44.5054333333,47.3992666667,20.9524
204.60,42.2745333333,65.0588666667,83.5293333332,74.7451333333,55.6471,20.7058,44.9021,37.6860333334,40.3333,43.2156666667,13.804
204.98,48.3849333334,64.1580333333,78.763,70.4467333333,57.5256666667,23.0239333333,47.1477666667,44.6048666667,42.3368,47.0102666667,23.8487333333
205.36,42.4898666667,58.2330666667,77.9117333333,66.5864666667,51.7269666667,9.39773333334,36.6266666667,38.9559666667,35.2610833333,39.7591333333,11.2448
205.74,35.7778,52.7036,71.9258,62.0739333333,48.1852333333,7.25926666666,35.3703,38.6295666667,33.0185833333,36.0741333333,6.59266666666
206.12,40.2,53.3,72.6,68.3333333333,49.9333333333,15.8,36.1,42.2666666667,33.3333333333,41.3333333333,14.5333333333
206.50,36.3296,44.1198666667,72.8091333333,62.2471333333,46.854,6.14233333334,28.2396666667,37.6404666667,22.5655333333,31.0112666667,5.46820000002
206.87,31.1711333333,34.8198,70.0900666666,57.2072,42.7027,-11.081,16.0810333333,28.7386333333,9.66229999998,20.1801333333,-15.6757333333
207.25,33.9131333334,39.7585,78.9373333333,60.7728666667,49.4202000001,-13.0433333333,16.0386,39.7584666667,16.64255,22.6085333333,-19.0338666667
207.63,22.7956666667,34.7312,67.0968,49.5699333334,37.1505666667,-38.4945999999,6.72046666667,31.2365666667,3.46791666666,11.7204666667,-35.0538
208.01,14.0136666667,43.6055,82.5850666665,58.9116000001,43.3332666667,-59.4556666666,8.23129999998,34.2176666667,1.70068333332,16.7348,-40.6802666667
208.39,25.6666666666,51.7778000001,88.0,61.5555333333,46.4444333333,-43.6667333333,17.7222333333,45.5555,14.4443666667,27.6666666667,-16.6668
208.77,36.4761333333,64.4761999999,93.4284666667,68.9525999999,52.5713666667,-23.0477333333,34.0476333333,51.8095,23.0476833333,37.6191333333,8.57133333334
209.14,48.5569999999,79.5026,105.373133333,82.388,54.9252999999,-18.2090666667,43.3831666667,54.2289,28.9053833333,36.0199333333,9.45293333334
209.52,55.3233333333,89.6518666667,112.0398,93.2337999999,55.6219333333,-14.5273333333,48.6566666667,55.3234666666,36.9650833333,39.9004666667,16.5176
209.90,63.5555333334,101.055666667,122.3332,102.2222,58.3333666667,-16.8889333333,51.7223,53.6665666667,39.9722666667,47.6668,19.6666
210.28,56.0605999999,92.8787000002,104.3434,85.4545333334,46.7170333333,-21.9194,46.4141333334,47.3231666667,37.9545,39.3939333333,17.8789333333
210.66,56.4658000001,88.3535333333,96.8674666665,82.9719333334,50.5220999999,-4.4176,55.4217000001,51.0843,49.0161,46.2650666667,31.4058
211.03,55.9632,82.1712,87.2782666667,77.9206666667,51.0701999999,10.5810666667,56.8500333333,52.7215333333,53.2109833333,48.5626666667,40.6726666667
211.41,49.2389333333,70.4462666667,78.6876666667,72.6508666667,44.3044666667,12.4410666667,51.3124333333,45.7217333333,47.6377833333,42.0998,41.3122666667
211.79,48.7254666667,66.7401333333,77.3038666667,70.3432666667,46.2500666667,17.2056,51.2501333333,47.8676666667,47.4263833333,41.7646666667,37.7942666667
212.17,45.5034,57.8525,70.962,63.0425333333,39.9554333333,14.452,47.2260333333,43.8927,44.13885,39.1948666667,34.0491333333
212.55,44.9095333333,56.9509666667,70.5942666667,60.3617999999,39.9225,8.73373333334,48.5012,40.9043,41.24045,37.8294666667,30.5943333333
212.92,41.0133333333,54.3733333333,62.8266666667,54.88,36.8,7.09333333334,46.3733333333,38.4,39.0933333334,36.32,25.1733333333
213.30,28.0578666667,39.4494,51.3624,43.4782666667,27.7681666667,-4.63753333334,35.6232333333,27.7682333333,27.9710333333,27.9419333333,11.0724
213.68,26.1666666667,33.6944666666,47.4444666667,38.9445333333,27.5278,-4.05553333333,34.8611666667,29.3056,26.4860833333,26.6111333334,14.3890666667
214.06,30.1818666667,33.4546666667,50.606,42.0607333333,29.4848,-1.3938,36.3637,35.4848666667,27.57565,26.0,15.0303333333
214.44,20.8790666667,27.5458,52.9671333333,42.7106,23.6264,-9.96346666666,33.3333333333,31.1721333333,21.6665833333,21.3921333333,2.7106
214.81,28.2576666667,32.9169,57.1212,52.4243333333,28.6362333333,-3.10613333335,36.5531,35.9090333333,25.625,28.485,2.7272
215.19,35.3536666666,31.9193333333,61.9190666666,55.5556,24.8484,-15.5555333333,36.9697333333,40.7070666667,25.0758333333,31.8181333333,-8.88893333334
215.57,39.0278000001,29.7917333333,65.0,53.7499333333,26.3195,-28.3333333333,34.0972333333,44.6527666667,22.95135,42.6388666667,-30.5554
215.95,32.8788666667,20.9848,50.3031999999,49.6971999999,19.7728,-34.8486,23.4846999999,42.0456,19.0530833333,34.0908666666,-31.8182666667
216.32,31.4813999999,18.9813666667,45.1851999999,47.4074666666,8.7963333334,-36.1111333333,10.8332666667,42.6853333333,14.4908833333,25.7405999999,-41.4816666666
216.70,47.2726,41.5152,59.6969333334,63.9393333334,23.8635666667,-2.12106666666,25.9848333334,57.1969666667,37.0074500001,42.7272666667,-1.66646666666
217.08,43.9024000001,33.5771,66.8293333333,65.8538000001,12.0326,-11.7073333333,13.0895333333,52.3576666667,33.1300833333,33.1707333333,1.78853333332
217.46,44.5333333333,45.3333333333,72.9333333334,72.4000000001,21.6,-6.93333333334,23.2666666667,53.4666666667,46.9666666666,41.6000000001,17.4666666667
217.83,44.2305999999,52.3719333333,77.0512666667,73.3332666666,32.3717999999,-2.56420000001,30.5769333333,56.4743333333,53.4935999999,44.7435333333,19.8717333333
218.21,30.1817999999,43.4546333333,68.7272000001,58.3031333334,26.1818666667,-10.5454666667,30.6060666666,45.3333333333,45.6061999999,37.9392666667,16.8486
218.59,40.4629333333,46.3425333333,68.6110000001,54.1666666667,35.3704,5.55560000001,39.6296333333,50.5556,51.7593333333,41.6666,27.4071333333
218.97,26.1615333333,33.8384,64.3434666667,43.7373333333,24.9493666667,-3.63633333334,31.5152,40.1009666667,43.1818833334,29.5959333333,20.0000666667
219.34,18.8734,24.8357333333,64.2252666667,38.0282666667,25.9624666667,7.32406666667,30.3286333333,32.5353333333,34.3897333333,22.4414,24.3192666667
219.72,9.50986666666,20.7352,59.0196,30.8823333333,17.5981,-3.43153333333,25.3921,24.2645666667,28.6029333333,15.0979333333,27.353
220.10,-3.84166666665,6.89263333334,58.8700666667,17.514,5.19783333334,-21.6947333333,12.3163666667,6.77969999998,12.2033,3.84173333333,14.1240666667
220.47,-30.3876666667,-10.6978,58.6046666667,2.1706,-12.5581333333,-63.5659333333,-2.63559999998,-13.1782666667,-8.41073333333,-16.8993333333,-4.34106666666
220.85,-45.0450666667,-31.2613333333,49.7298,-9.36933333334,-21.3514666666,-89.5496666666,-8.73876666668,-13.4234,-16.0810166667,-26.8469999999,-32.9729333333
221.23,-27.9069333334,-20.9302333333,42.3256666667,-4.65093333331,-8.8372,-71.7828000001,1.39539999998,-2.94593333334,-8.83713333333,-8.68219999999,-25.1163333334
221.61,-18.5815333333,-10.7091333333,43.6880666667,-4.2552,-9.21993333334,-45.9574666667,3.5461,0.42546666666,-8.43965000002,1.98593333334,-8.6524
221.98,-1.19053333334,3.03566666667,50.9523333333,8.57153333334,2.73813333334,-20.3570666667,11.1309666667,17.0238,4.28563333332,17.7381333333,1.66673333332
222.36,6.05126666667,12.2050666667,49.4358,13.5384666667,3.48713333336,-17.3332,9.94866666666,18.564,10.2820166667,23.2820666667,10.9742666667
222.74,-1.40353333333,10.1169,49.1228666667,3.97673333335,-8.18706666666,-36.3743333333,0.52633333334,13.5673333333,3.01176666668,21.9882,5.26293333332
223.11,16.6170666667,28.4576666667,48.9552666667,11.0447333333,6.36816666665,-20.9949333333,11.7910666667,27.3633,16.86565,36.9154,14.5274666667
223.49,28.6325333333,48.7181,53.5043333333,28.1197333333,22.9914666667,-7.52133333335,28.3760333333,41.2822666667,38.35465,55.1282666667,25.7264666667
223.87,37.8788666667,50.7575666667,56.5152,36.1364,32.5379333333,6.36373333332,32.2727,47.7652,43.9772333333,60.0758666667,25.6818
224.24,46.3830666667,59.9289333333,60.993,41.4895333333,38.8297,18.5105333333,40.4254,52.1632333333,53.1913666667,65.8157333333,30.7801333333
224.62,58.9226,68.2492333333,71.9864,55.0842,51.3468333333,35.3536,52.8956,61.5153,63.6194333333,77.0371333333,41.2121333333
225.00,57.5362,70.6159666667,72.7536,56.9564,51.413,34.4928666667,49.6377666666,55.9058666667,61.3224833333,75.797,38.9854666667
225.38,56.7424666667,69.3939,72.5000666667,59.4696666667,51.3636666667,36.7424,43.0304,53.1818666667,62.0455333333,71.5909333333,34.8485333333
225.75,57.9844,71.2404666667,73.5659333333,59.1472,56.938,40.9304,46.7054333333,55.3875333333,64.8062,71.4728666667,32.5582666667
226.13,49.0476666667,66.5238333334,68.2857333333,49.2382,50.381,33.2379333333,38.2857333333,48.0,60.0713666667,65.6190666667,21.8095333333
226.51,45.1978,73.3334000001,73.3333333333,50.2825333333,58.6440000001,35.9323333333,36.7232,46.6665333333,63.9264833333,65.3108000001,13.8983333333
226.88,46.7796666667,72.3165,68.7005333334,51.7514,68.4744666667,49.2655333333,41.1863666667,49.0394666667,66.4124666666,65.8757333333,16.7229333333
227.26,32.5604,56.1836333333,60.2898666666,45.9904,57.5363,46.5698666667,36.6183666667,41.9807666666,54.37185,54.8791333333,19.1306
227.64,23.4538,38.9558333333,45.7028666667,33.6547333333,43.0120333333,35.02,26.0241,29.5180333333,36.2650666667,36.3855333333,13.1727333333
228.01,9.99993333333,24.7347666667,29.6211333333,19.4697333333,25.2652333333,17.0454666667,13.4469666667,14.5833,21.8371166667,15.3030666667,5.60613333334
228.39,9.85199999999,21.1481333333,27.6295333333,25.0371333333,21.9258666667,13.4813333333,11.2963333333,12.4445333333,17.7407833333,13.4815333333,12.0000666667
228.76,14.6783333333,21.5205,26.7836666667,23.5088,25.2339333333,15.7310666667,15.6433333333,16.8128,19.57595,17.3099333333,19.123
229.14,19.0025333333,24.4619333333,30.551,25.4592666667,27.0078666667,19.7376666667,21.9683666667,19.7636666667,21.6667,21.9423333334,25.7744666667
229.52,28.9052,34.3307333333,38.1021333333,31.5326666667,33.2117333333,24.8662666667,32.4816333333,30.7786666667,29.2456666667,32.1168,36.4476
229.89,28.3214,33.3569333333,36.5013333333,31.0165333333,31.5839,21.8911333333,32.3405666667,32.4349666667,29.8344833333,31.9622,40.5200666667
230.27,28.82,34.9895333333,35.7351333333,32.0911333333,28.9026,21.6147333333,33.6438666667,29.5237333333,27.9606,30.4761333333,41.2836
230.65,28.611,33.3928333333,33.2140666667,29.9602,26.0119666667,21.4684666667,34.1268666667,27.9168333333,24.6924333333,28.7302,40.476
231.02,27.9458,31.3177666667,31.7054666667,29.0310666667,21.9186,19.4574,32.6744666667,25.6009333333,24.0407166667,26.6666666667,39.7285333333
231.40,23.3124666666,27.9918,26.9151333333,23.0227333333,17.5777333334,11.8011333333,27.2670666667,21.3044666667,18.9648166667,23.5196,34.948
231.78,19.2702,21.7275,25.596,17.5669333333,12.9197,7.00733333333,22.5061666667,17.0075,13.3456333333,21.606,34.0144666667
232.15,31.5195333333,32.2549333333,36.8628,30.294,26.9117,20.3920666667,36.2991666667,28.2351666667,22.92885,38.4314,45.6374666667
232.53,32.7778666667,34.9999333333,39.5454666667,28.0304,28.5100666667,20.4544,38.409,31.6919333333,25.6817666667,43.9394,45.4544666667
232.90,28.2926,32.3304666667,37.3983333333,25.8534,25.0133333333,17.2358,36.4769,27.5608,24.1326833333,39.8372666667,39.6206
233.28,24.7618,30.1399,33.5574,24.0336,19.6918666667,16.4705333333,32.0448333333,26.0784666667,22.4508833333,38.3752,36.807
233.66,20.678,27.7965666667,33.1637333333,23.9546666667,21.6948333333,19.2653333333,31.4124333333,22.3729,20.6356833334,36.3842666667,33.6723333333
234.03,18.4898,23.3073666667,30.9376,21.0416666667,20.4428,17.9688666667,26.6146333333,19.0886,17.7604666666,33.0731333333,26.7709333333
234.41,15.9662666667,17.1428666667,27.8993333333,15.7422666667,17.3107666667,13.0531333333,21.3444,15.3500333333,14.6499333333,32.7729333333,17.8713333333
234.78,21.44,19.3333333333,31.52,21.6,21.0666666667,15.3066666667,22.1866666667,17.44,18.84,36.5866666667,20.2133333333
235.16,21.2722666667,19.3384333333,30.1272,23.4097333333,20.2799333333,15.3179333333,19.4656333333,16.6666666667,18.6004,36.0815333333,20.0
235.54,25.6640666667,17.9950666667,32.1304,25.564,20.2757666667,16.1904666667,21.4285,16.5664333333,20.9899,34.2356666667,19.2481333333
235.91,30.2818666667,23.9200666667,32.3003333333,27.1831333333,22.9109333333,18.5916,24.6948666667,20.2347333333,25.9625,33.8028666667,22.9578666667
236.29,21.546,15.0965333333,25.7488,16.7633333333,13.6956333334,10.6764666667,15.8938,12.8743666667,18.6352666667,23.7681333333,13.3816
236.66,20.0919333333,14.6436,25.4713333333,16.9194666667,14.5287,11.9541333333,13.9999,12.0459,16.66665,19.9541333333,13.1035333333
237.04,23.2456666667,21.3814333333,28.421,20.3508666667,16.8640333333,16.4912666667,15.8334333333,15.2411666667,18.3112833333,24.4737333333,17.5876666667
237.41,24.4310666667,24.9299666667,29.9402,23.5929333333,19.521,18.1636666667,20.0799,19.7604,20.83835,24.5109333333,20.3592666667
237.79,20.1541333334,21.5221333333,25.6646666667,20.6936666667,12.6589,13.0635333333,15.6068666666,14.8553666667,16.2909166667,19.9228666667,16.3775333333
238.17,18.7654,22.6954333333,24.4854666667,21.6461333333,8.78616666667,11.8519333333,13.2924,11.7902333333,13.4568833333,19.465,14.1152666667
238.54,24.6486666667,31.3334,32.1802666667,29.7656666667,18.9370333333,20.7206,20.7929666667,22.5045666667,21.1532666667,25.8017333333,21.5135333333
238.92,24.8604,33.4810666667,31.9540666667,31.0016,20.8701666667,22.8570666667,23.0378333333,26.4529666667,24.1214333333,26.2398666667,24.0394666667
239.29,22.3718666667,30.7211666667,29.3588666667,29.2948666667,19.5353333333,21.7629333333,21.8749333333,24.6955333333,21.5786333333,23.2372666667,23.686
239.67,23.7322,33.0199666666,29.2022666667,30.4274,21.6240333333,24.0173333333,25.0141666667,26.0683,23.23355,26.1539333333,28.3758666667
240.04,20.7752,30.1033,27.416,29.3279333333,19.6123666667,21.1627333333,23.1267333333,24.0310333333,20.6137,24.2636,27.7261333333
240.42,23.4568666667,32.4803,30.0786666667,32.0764,22.1999,25.5892666667,25.3648333333,26.3525666667,25.2583,26.6218666667,31.0886666667
240.79,21.7868,30.8646666667,27.5697333333,30.5092,22.2669666667,26.1673333333,25.0240666667,25.4371,26.2007666667,25.8596,30.5859333333
241.17,18.8772666667,26.6407,24.5940666667,27.0810666667,19.4991666667,22.6598,21.5284666667,22.2280333333,23.912,22.2106666667,28.3938666667
241.54,17.1628666667,24.0541666667,22.682,24.8838,18.4187333333,22.1395333333,19.1783666667,19.8140666667,22.0581,21.0077333333,26.5737333333
241.92,15.9752,22.2682,21.4246,22.6278,17.7524,21.4662,17.9530333333,19.2046666667,21.1653833333,20.2489333334,25.3111333333
242.29,16.3994666667,22.0292333333,22.0100666667,22.4427333333,18.2507,22.8242,18.2698,19.8665,21.38675,20.0382,26.0940666667
242.67,15.7998,20.4213,20.9523333333,21.1722,16.4712,21.9779333333,17.3992333333,17.8509333333,20.4945,18.7789333333,26.0806
243.05,14.7524666667,19.2726,19.9641333333,19.7136666667,15.325,21.0255333333,16.3744,16.3744,19.4094666667,17.6743333333,24.6630666667
243.42,12.7378666667,17.2387,18.4706,17.0113333333,12.9656666667,19.1244,13.9054333333,13.7595333333,17.2884666667,15.7502,21.8914
243.80,10.0534666667,14.7416,16.9101333333,15.199,10.9626,17.3973333333,11.5330666667,11.7706666667,15.3536666667,13.7849333333,19.2513333333
244.17,8.89660000001,13.5772666667,15.9696666667,14.309,9.9535,17.4214666667,10.8306,10.3947666667,14.5236166667,13.1822666667,17.5261333333
244.55,7.5556,12.4671333333,14.0513333334,12.9458666667,8.7408,16.1254,9.78909999999,8.54693333334,12.5298666667,12.1708,15.8178
244.92,5.12986666667,9.46886666667,11.9888,10.4859333333,5.76840000001,13.8982666667,7.6214,5.88140000001,9.24023333333,9.3108,14.3050666667
245.30,4.2308,9.05453333333,11.2929333333,10.4165333333,5.26710000001,13.5684,7.50536666667,5.65163333334,8.05014999999,8.83540000001,13.4295333333
245.67,2.16673333333,6.40193333333,8.26453333333,6.74513333332,2.30886666667,10.2058,4.93633333333,2.6814,5.24993333334,5.73533333333,10.4316
246.05,3.28393333333,6.5545,8.93673333334,7.73446666667,3.28846666667,11.0812666667,5.54053333333,3.48573333333,5.68635000001,6.04753333334,11.1798666667
246.42,3.3778,5.92903333333,8.56113333334,6.79553333333,3.1518,9.70579999999,5.10666666667,3.1842,5.33454999999,5.70733333334,10.8907333333
246.79,3.27093333333,5.82713333333,8.08213333333,6.33673333333,3.50193333333,9.8202,5.50423333333,3.39933333333,5.27308333333,5.94066666667,10.9350666667
247.17,2.8214,5.00163333333,7.12780000001,5.45966666667,3.0451,9.14206666667,5.03903333333,2.79423333333,4.63218333333,5.41873333333,10.4917333333
