wavelength,Back_ButExif,Belly_ButExif,Breast_ButExif,Crissum_ButExif,Crown_ButExif,DorTail_ButExif,Patch10_ButExif,Patch11_ButExif,Patch12_ButExif,Patch13_ButExif,Rump_ButExif,Throat_ButExif,WingTip_ButExif
307.43,7.63176666667,9.25766666666,8.59099999999,5.34566666667,12.3397333333,8.32693333333,8.81693333334,24.8309333333,8.77066666666,7.24646666667,8.31693333333,5.52593333334,9.72686666667
307.80,7.49883333333,9.32459999999,8.5036,5.387,12.3692,8.2618,8.79203333333,24.8354666667,8.73006666667,7.166,8.20366666667,5.4386,9.64946666665
308.17,7.49413333333,9.27840000001,8.5354,5.2256,12.2336666667,8.04933333333,8.59550000001,24.5970666667,8.70066666666,7.0626,8.14513333334,5.2961,9.43246666667
308.54,7.40396666667,9.18519999999,8.53726666666,5.08633333333,12.1380666667,7.9442,8.44786666666,24.5350666667,8.65959999999,7.01526666667,8.09746666667,5.14926666667,9.30733333332
308.90,7.26946666667,9.09413333334,8.49459999999,4.87053333333,11.9964,7.70566666667,8.28726666666,24.3458,8.49466666666,6.8174,7.88293333333,4.8981,9.18786666665
309.27,7.2542,9.16053333333,8.56146666666,4.91773333333,11.9767333333,7.66346666667,8.35660000001,24.224,8.50646666667,6.68033333333,7.8554,4.8706,9.11786666668
309.64,7.24383333333,9.12846666666,8.57779999999,4.9106,11.8261333333,7.5076,8.3742,24.1174,8.49693333333,6.6566,7.83566666667,4.78853333333,8.98013333335
310.01,7.0918,9.11286666667,8.3156,4.7616,11.6842,7.335,8.34403333334,24.0144666667,8.29946666667,6.42526666667,7.69566666667,4.6007,8.79059999999
310.38,7.2664,9.44100000001,8.59653333334,4.8854,11.8868666667,7.54873333333,8.59806666666,24.1207333333,8.51193333333,6.62146666667,7.91006666667,4.81826666667,8.97806666666
310.75,7.31973333333,9.58693333333,8.77246666667,4.88913333333,11.9439333333,7.5524,8.70930000001,24.2977333333,8.6384,6.67586666667,7.94366666667,4.77133333333,8.98653333333
311.12,7.40506666667,9.74280000001,8.898,4.9516,11.9801333333,7.58166666666,8.70726666667,24.4750666666,8.72993333334,6.7202,8.06426666667,4.82563333333,9.01726666667
311.49,7.42966666667,9.84093333333,8.97693333333,4.9404,11.9632666667,7.52606666667,8.67960000001,24.448,8.78593333333,6.68806666667,8.11926666667,4.69026666667,9.07040000001
311.85,7.66296666667,10.0099333333,9.25319999999,5.07566666667,12.0947333333,7.70986666667,8.86076666667,24.5773333333,8.99933333332,6.88833333333,8.3606,4.89643333333,9.23606666667
312.22,8.12303333333,10.5205333333,9.65626666666,5.45506666667,12.6234666667,8.16133333333,9.34116666666,25.0376,9.44479999999,7.3264,8.86479999999,5.34246666667,9.60593333335
312.59,8.2883,10.6886,9.8368,5.49486666667,12.7951333333,8.262,9.45070000001,25.2417333333,9.60919999999,7.37373333333,8.95626666666,5.4072,9.66646666665
312.96,8.50936666667,10.8373333333,10.0325333333,5.56786666667,13.0039333333,8.46466666667,9.49766666667,25.4430666667,9.82966666667,7.4342,9.14306666667,5.5386,9.72886666668
313.33,8.77213333333,11.0641333333,10.1399333333,5.65586666667,13.1802666667,8.63806666667,9.58620000001,25.7775333333,10.03,7.6506,9.34886666667,5.7161,9.83020000001
313.70,8.86143333333,11.1438666667,10.246,5.55733333333,13.2473333333,8.65166666666,9.52190000001,25.8979333333,10.1774,7.57126666667,9.41873333334,5.67766666667,9.83326666665
314.07,8.98053333333,11.21,10.4678,5.61286666666,13.3386666667,8.73566666667,9.58419999999,26.1044666667,10.4078666667,7.7468,9.5938,5.87013333333,9.97799999999
314.43,9.14856666666,11.2856,10.4753333333,5.60566666667,13.3841333333,8.77766666667,9.5847,26.3457333333,10.5696,7.8162,9.75333333333,5.89946666667,10.0037333333
314.80,9.0121,11.1031333333,10.2675333333,5.3686,13.1828666667,8.51813333333,9.16446666667,26.1578666667,10.4604666667,7.72886666667,9.54126666666,5.7565,9.78266666667
315.17,8.95399999999,11.0564666667,10.162,5.183,13.1940666667,8.38866666667,8.94176666667,26.0488,10.3356,7.58766666667,9.38400000001,5.5062,9.55373333333
315.54,8.8204,11.0287333333,9.92353333333,5.1178,13.188,8.2814,8.82046666667,25.9630666667,10.1658666667,7.5428,9.2294,5.43376666667,9.36326666667
315.91,9.03546666667,11.3218666667,10.0432666667,5.26046666667,13.5135333333,8.5252,8.99550000001,26.2318,10.5012666667,7.78893333333,9.5614,5.6151,9.62193333333
316.28,8.89216666666,11.3338666667,10.0108666667,5.2276,13.3236,8.4124,8.90293333334,26.0414,10.5414666667,7.68493333333,9.45253333333,5.57383333333,9.57619999999
316.64,8.9953,11.6406,10.0384,5.36333333334,13.4915333333,8.4526,9.05256666667,26.0812666667,10.6675333333,7.88306666667,9.66079999999,5.81226666667,9.78546666667
317.01,9.04753333333,11.9799333333,10.0377333333,5.5826,13.6083333333,8.48266666667,9.15736666667,26.1187333333,10.6766,8.1088,9.76666666665,6.04543333333,9.88526666667
317.38,8.593,11.7413333333,9.72326666667,5.2538,13.3074666666,8.02206666667,8.79996666667,25.7474,10.3364666667,7.74926666667,9.42686666667,5.70833333333,9.57006666666
317.75,8.5565,11.9200666667,9.62133333333,5.355,13.447,8.00046666667,8.85973333333,25.7934666667,10.2731333333,7.9744,9.40406666667,5.72273333333,9.56339999999
318.12,8.661,12.0970666667,9.655,5.3746,13.4812,7.929,8.925,25.7064666667,10.217,8.065,9.405,5.6516,9.437
318.49,8.72573333333,12.2866666667,9.72640000001,5.52986666667,13.608,7.91986666667,8.92639999999,25.6341333333,10.2796,8.1924,9.48366666667,5.74333333333,9.43959999999
318.85,9.20606666667,12.9455333333,10.3494,5.91906666667,14.093,8.3254,9.51530000001,26.0424666667,10.7839333333,8.69486666667,10.0788666667,6.0768,9.75146666667
319.22,9.21060000001,13.0487333333,10.4215333333,5.87426666667,14.0466,8.2048,9.72783333333,26.1018666667,10.8726,8.68826666667,10.2570666667,6.10476666667,9.71846666667
319.59,9.42773333333,13.2704,10.8635333333,6.1066,14.1979333333,8.3978,10.066,26.2953333333,11.1921333334,8.90506666667,10.5652,6.46066666667,9.88533333333
319.96,9.15926666667,13.2436666667,10.8366,6.0082,13.957,8.22366666667,10.0458333333,26.0796666667,10.9671333333,8.6844,10.3904666667,6.27833333333,9.5914
320.32,9.26646666665,13.5181333333,10.9818,6.08186666667,14.0965333333,8.29586666666,10.2399666667,26.2480666667,11.025,8.72673333333,10.4278,6.26846666667,9.62346666666
320.69,9.6163,13.8872,11.4046,6.41846666666,14.4661333333,8.56679999999,10.6402666667,26.5435333333,11.3512666667,9.06746666667,10.8321333333,6.4983,9.89633333334
321.06,9.63659999999,13.8592,11.5169333333,6.26913333333,14.5863333333,8.53886666667,10.6658,26.6668,11.5232,9.0276,10.9516666667,6.34256666667,9.82713333335
321.43,9.64573333334,13.8678666667,11.5957333333,6.327,14.7271333333,8.67766666667,10.8129,26.7246,11.5956666667,9.1312,10.991,6.3726,9.90173333333
321.80,9.54053333334,13.799,11.6816,6.13266666667,14.5253333333,8.51906666667,10.6830666667,26.6294666667,11.4623333333,8.86066666667,10.9634,6.2133,9.73393333332
322.16,9.55453333333,13.9127333333,11.8832666667,6.07733333333,14.4671333333,8.52026666666,10.5911666667,26.5524666667,11.5528666667,8.78773333333,10.9921333333,6.1028,9.70546666666
322.53,9.26809999999,13.8401333333,11.7062,5.74,14.2257333333,8.2696,10.3523333333,26.4122,11.2538666667,8.47973333333,10.7168,5.79456666667,9.42873333332
322.90,8.87719999999,13.3964,11.178,5.41726666667,13.8484666667,7.95133333333,9.92500000001,26.0626,10.8446,8.00273333333,10.2802666667,5.44693333333,9.06866666667
323.27,8.93013333333,13.5554,11.261,5.5784,13.9836,8.04046666667,9.86006666667,26.1612,10.9773333333,8.0714,10.2268,5.5282,9.16946666666
323.63,8.90826666667,13.3880666667,11.1458666667,5.46053333334,13.8976,7.854,9.60193333333,26.0871333333,10.9079333333,7.8048,10.1018666667,5.20566666667,8.96193333333
324.00,9.02699999999,13.3554,11.0436666667,5.3548,13.7706666667,7.73966666667,9.4679,25.9370666667,10.9426666667,7.66426666667,10.0239333333,5.0744,8.83306666666
324.37,8.5794,12.8518,10.6058666667,4.86573333333,13.3206666667,7.2544,8.95266666667,25.6102666667,10.5608,7.14613333333,9.57986666666,4.57896666667,8.27653333333
324.74,8.15953333333,12.3501333333,10.2136666667,4.36826666667,12.8146666667,6.86713333334,8.40766666667,25.1173333333,10.2892,6.53833333333,9.03366666667,4.19773333333,7.74293333333
325.10,8.0278,12.0974666667,9.97613333333,4.26513333334,12.5294666667,6.6478,8.28226666667,24.8250666666,10.0733333333,6.29106666667,8.76086666667,4.0426,7.55413333333
325.47,8.23013333333,12.1707333333,10.1360666667,4.31806666667,12.5649333333,6.5848,8.2969,24.8593333333,10.2096666667,6.24573333333,8.88166666667,4.11853333333,7.4902
325.84,8.40626666667,12.3488,10.3138666667,4.40473333333,12.6644666667,6.62746666667,8.36376666667,24.9183333333,10.3975333333,6.31973333333,8.8764,4.34173333333,7.53986666667
326.21,8.2477,12.1278666667,9.99853333333,4.1832,12.4738666667,6.3808,8.2647,24.6566,10.2665333333,6.00746666667,8.65413333333,4.18086666667,7.38573333333
326.57,8.70893333333,12.4054,10.4808666667,4.57333333333,12.7618,6.75586666667,8.63413333333,24.8630666667,10.7497333333,6.36733333333,9.02893333333,4.56136666667,7.7458
326.94,8.73306666667,12.488,10.5496666667,4.5934,12.7788666667,6.71286666667,8.62819999999,24.8427333333,10.7880666667,6.32186666667,9.01493333334,4.5839,7.69933333333
327.31,8.79536666668,12.5096,10.6362,4.5642,12.7082666667,6.681,8.66806666667,24.7502666667,10.8318,6.2722,9.05206666667,4.5127,7.62726666667
327.67,8.97536666667,12.8398666667,10.7522,4.65753333333,12.8558666666,6.92306666667,8.84423333333,24.9410666667,11.0645333333,6.48866666667,9.19499999999,4.66706666667,7.76586666667
328.04,9.0736,12.9318,10.8758,4.60573333333,12.9478666667,6.97446666667,8.83559999999,25.004,11.1658666666,6.6086,9.2194,4.73786666667,7.75526666667
328.41,9.26376666666,13.1612,10.8873333333,4.66113333333,13.0733333333,7.05846666667,8.97043333333,25.0414,11.3294666666,6.83733333333,9.40186666667,4.8577,7.87733333333
328.78,9.39603333333,13.3365333333,10.962,4.8004,13.1966666667,7.11933333333,9.07746666667,25.2546666667,11.4194666667,7.05013333333,9.57453333333,4.89426666667,7.96193333333
329.14,9.24949999999,13.3900666667,10.9966,4.6668,13.1182666666,6.94186666667,8.9302,25.0272666667,11.3337333333,6.96013333333,9.44886666667,4.72273333333,7.7924
329.51,9.40746666667,13.7954,11.1668,4.81873333333,13.2574,7.13026666667,9.13023333333,25.1846666667,11.5055333333,7.1658,9.64933333333,4.77746666667,7.91266666667
329.88,9.31353333333,13.7281333333,11.1576666667,4.7444,13.2397333333,7.143,9.13493333333,25.1679333333,11.4485333333,7.14813333333,9.64873333334,4.63553333333,7.90693333333
330.24,9.38639999999,13.9803333333,11.3629333333,4.87646666667,13.3660666667,7.24493333333,9.16589999999,25.3740666667,11.5876666667,7.3016,9.74259999999,4.6764,7.90586666667
330.61,8.98353333333,13.7146,10.8672,4.4854,13.0709333333,6.74253333333,8.79953333334,25.0720666667,11.2175333333,6.82886666667,9.28993333333,4.28083333333,7.45
330.98,9.10963333333,13.9252666667,11.0019333333,4.53933333333,13.2098666667,6.86573333333,8.95523333333,25.2650666667,11.3827333333,6.9154,9.46293333334,4.32053333333,7.55713333333
331.34,9.01463333333,13.7770666667,10.8292,4.29493333333,13.0801333333,6.71413333333,8.72156666667,25.1750666667,11.2945333333,6.77546666667,9.27786666666,4.25746666667,7.42613333333
331.71,8.95356666667,13.7208666667,10.8645333333,4.2314,13.0062666667,6.5526,8.56106666667,25.0247333334,11.1648666667,6.6716,9.22259999999,4.1316,7.299
332.08,8.63733333333,13.5716,10.7076,4.0642,12.7256,6.2054,8.29000000001,24.8750666667,10.8774666667,6.27033333333,8.96773333334,3.81863333333,7.0662
332.44,8.80150000001,13.6596,10.9627333333,4.20333333334,12.735,6.32606666667,8.40393333333,24.9074666667,11.0490666667,6.32586666667,8.99326666666,3.9038,7.16726666667
332.81,8.6103,13.6392666667,10.8309333333,3.984,12.5491333333,6.0596,8.21086666667,24.694,10.9096666667,6.14166666667,8.86326666667,3.71896666667,7.00326666667
333.18,8.79059999999,13.7582,10.9733333333,4.13533333333,12.5883333333,6.21346666667,8.34773333333,24.9516666667,11.1349333334,6.26406666667,9.09646666667,3.8452,7.15166666667
333.54,8.51833333333,13.4117333333,10.7304666667,3.85213333333,12.2144666667,5.83913333333,7.9386,24.7078666667,10.9591333333,5.89726666667,8.72593333333,3.54563333333,6.8876
333.91,8.57816666667,13.3874666667,10.663,3.8834,12.1808,5.7894,7.8643,24.6693333333,11.0451333333,5.8218,8.71966666667,3.49113333333,6.81373333333
334.28,8.4806,13.2377333333,10.5858,3.70213333333,12.0067333333,5.63146666667,7.74873333333,24.4459333333,10.9030666667,5.7378,8.64753333333,3.36436666667,6.7124
334.64,8.52623333333,13.2990666667,10.7514,3.74466666667,11.9444,5.7316,7.85273333333,24.5043333333,11.0062,5.8366,8.72093333333,3.36173333333,6.68893333333
335.01,8.68286666666,13.3479333333,10.9224,3.87526666667,11.9783333333,5.75593333333,8.02666666667,24.5328666667,11.1686,5.9188,8.78720000001,3.45486666667,6.75693333333
335.38,8.74506666667,13.3669333333,11.0300666667,3.9772,12.0004,5.7696,8.17523333333,24.501,11.2788666667,5.95693333333,8.81626666666,3.46866666666,6.79986666667
335.74,8.61153333334,13.2306,10.8836666667,3.80546666667,11.7964666667,5.59186666667,8.06833333333,24.3864,11.195,5.867,8.63966666667,3.3746,6.7348
336.11,8.74110000001,13.3464,10.9466,3.87533333334,11.8938,5.71226666667,8.19123333333,24.5246,11.3581333333,6.1326,8.79426666666,3.43633333333,6.86253333333
336.47,8.70933333333,13.2534,10.9318666667,3.8756,11.9136666667,5.66066666667,8.1278,24.4421333333,11.3756,6.13866666667,8.8786,3.47173333333,6.845
336.84,9.0666,13.5015333333,11.3276,4.22033333333,12.1692,5.99893333333,8.47396666667,24.6426,11.7288,6.4312,9.13386666667,3.79193333333,7.11973333333
337.21,9.49223333333,13.9022,11.7684,4.64386666667,12.5578666667,6.37246666667,8.85726666667,24.8907333333,12.1594,6.86226666667,9.54979999999,4.17836666667,7.46846666667
337.57,9.89233333335,14.3155333333,12.1354666667,4.97906666666,12.9162,6.7256,9.24076666667,25.0558666667,12.4992666667,7.2236,9.92106666667,4.52133333333,7.8178
337.94,9.97269999999,14.4435333333,12.2726,4.9802,12.9774666667,6.69266666667,9.34919999999,25.1005333333,12.6642,7.32373333333,10.0465333333,4.50726666666,7.82353333333
338.31,10.3039,14.8430666667,12.5525333333,5.3788,13.3047333333,6.9952,9.63603333333,25.3352666667,13.0156666667,7.65586666667,10.3775333333,4.8617,8.06346666667
338.67,10.4353,15.0256666667,12.6528,5.5568,13.5058,7.05513333334,9.73303333334,25.4251333333,13.1119333333,7.76693333333,10.5705333333,5.02103333333,8.19866666666
339.04,10.4559666667,15.0584666667,12.647,5.5806,13.4346,7.0288,9.6494,25.3712,13.1334666667,7.78253333333,10.6031333334,5.02466666667,8.20946666667
339.40,10.4261,15.0942,12.6085333333,5.554,13.4017333333,6.931,9.59259999999,25.2936,13.104,7.76046666667,10.6651333333,4.93396666667,8.12566666667
339.77,10.5027,15.1739333333,12.6181333333,5.60926666667,13.4226666667,6.88246666667,9.62583333333,25.2164,13.2508666667,7.75193333333,10.7326,4.9034,8.01833333333
340.14,10.5049333333,15.1143333333,12.5244,5.56206666666,13.3070666667,6.72966666667,9.56733333334,25.0539333333,13.2585333333,7.62153333333,10.6408666667,4.83586666667,7.9038
340.50,10.5484333333,15.263,12.6124666667,5.57366666666,13.2916,6.69806666667,9.64953333334,25.0973333333,13.3252666667,7.59513333333,10.6397333333,4.78976666667,7.9148
340.87,10.4826,15.181,12.4654,5.46493333333,13.1996666667,6.58353333333,9.52966666667,25.014,13.2448,7.5202,10.5619333333,4.6287,7.81786666667
341.23,10.1457333333,14.9205333333,12.0374666667,5.06253333333,12.8267333333,6.2054,9.17863333333,24.7734666667,12.9484666667,7.176,10.2080666667,4.19626666667,7.439
341.60,9.93753333334,14.6633333333,11.7809333333,4.883,12.6432,6.01133333333,9.04473333333,24.6427333333,12.8372,7.01493333333,10.0526666667,3.94576666667,7.20386666667
341.96,9.91180000001,14.5843333333,11.723,4.84793333333,12.5776666667,6.0024,8.98703333333,24.6268666667,12.8138666667,6.98026666667,9.97513333333,3.90236666667,7.08953333333
342.33,9.83103333334,14.4157333333,11.619,4.7598,12.4786666667,5.89093333333,8.85939999999,24.5231333333,12.7190666667,6.93186666667,9.9074,3.7425,7.04066666667
342.70,9.86640000001,14.3386,11.6200666667,4.72446666667,12.444,5.88213333333,8.79723333333,24.5088,12.7668666667,6.93266666667,9.93166666665,3.61246666667,7.05206666666
343.06,9.73853333334,14.2612666667,11.4702,4.631,12.3957333333,5.7546,8.6995,24.4181333333,12.6634,6.81753333333,9.84546666666,3.4312,6.9718
343.43,9.89420000001,14.4296666667,11.6676,4.75093333333,12.5400666667,6.03486666667,8.8816,24.5796,12.8152666667,7.04106666667,9.9852,3.56596666667,7.20866666667
343.79,9.83523333333,14.3130666667,11.6632,4.72113333333,12.5484666667,6.05433333333,8.8966,24.6312,12.7471333333,7.01786666667,10.0224666667,3.5085,7.2152
344.16,9.87840000001,14.4049333333,11.8474,4.7566,12.6865333333,6.14546666667,8.98163333333,24.779,12.9142,7.041,10.1484,3.5241,7.29133333333
344.52,10.0057333333,14.4388,11.9987333333,4.9204,12.7933333333,6.23053333333,9.05403333333,24.8429333333,13.0244,7.18346666667,10.3253333333,3.71326666667,7.38126666667
344.89,10.0269333333,14.4857333333,12.1568,4.97846666667,12.8286666666,6.2444,9.15706666667,24.8332,13.1182,7.21486666667,10.3976,3.72583333333,7.41526666667
345.25,10.1612666667,14.5495333333,12.339,5.1774,13.0082666667,6.30773333333,9.235,24.9272666667,13.2868666667,7.34833333333,10.5352666667,3.91863333333,7.48093333333
345.62,10.1569666667,14.5598666667,12.3936666667,5.1124,12.9729333333,6.22613333333,9.19336666667,24.9180666667,13.2428666667,7.31046666667,10.5219333333,3.88616666667,7.45946666667
345.99,10.1566,14.6747333333,12.5368666667,5.19006666667,13.0348,6.2106,9.1948,24.9119333333,13.2667333333,7.33113333333,10.6222,3.9404,7.62413333333
346.35,10.2243666667,14.8053333333,12.6510666667,5.19453333333,13.0467333334,6.23006666667,9.36713333333,25.0654,13.4399333333,7.3702,10.6716,4.03316666667,7.6388
346.72,10.2142666667,14.9329333333,12.7569333333,5.2434,13.0502666667,6.22433333333,9.46403333333,25.0942666667,13.5073333333,7.45113333333,10.6865333334,4.10476666666,7.68173333333
347.08,10.3046,15.0168,12.962,5.28053333333,13.0828,6.28266666667,9.59560000001,25.1871333333,13.6181333333,7.5802,10.741,4.21773333333,7.72946666667
347.45,10.3210666667,15.0352666667,12.973,5.32993333333,13.0790666666,6.21353333333,9.5937,25.1925333333,13.6457333333,7.5378,10.8086,4.2408,7.6852
347.81,10.3920666667,15.1894,13.1125333333,5.39246666667,13.1596666667,6.22846666667,9.66583333334,25.2396,13.7275333333,7.635,10.8216,4.31033333333,7.79713333333
348.18,10.4943,15.3380666667,13.2520666667,5.48526666667,13.1646666667,6.279,9.83086666667,25.1526666666,13.7509333333,7.802,10.8618,4.41183333333,7.8938
348.54,10.5859333333,15.4924666667,13.3562,5.51086666667,13.2747333333,6.36213333333,9.98796666665,25.1968666667,13.8006666667,7.93013333333,10.9094666667,4.3442,7.98393333333
348.91,10.7882333333,15.7303333333,13.5423333333,5.68693333333,13.4213333333,6.56613333333,10.2057,25.3634666666,13.9860666667,8.2432,11.1098666667,4.54033333333,8.2122
349.27,10.7553,15.7691333333,13.5746,5.64106666666,13.3756666667,6.51566666667,10.2246666667,25.2602,13.9074,8.22186666667,11.0395333333,4.47916666667,8.27
349.64,10.8622666667,15.9424,13.682,5.82766666667,13.4662,6.63266666667,10.2962666667,25.361,14.0622,8.3674,11.2,4.61803333333,8.36166666667
350.00,10.9154333333,15.9976,13.6584666667,5.9348,13.4620666667,6.70973333333,10.3880333333,25.4051333333,14.1249333333,8.4602,11.2982,4.70886666667,8.3688
350.37,10.9775333333,16.0970666667,13.7839333333,6.0364,13.6057333333,6.81113333333,10.4648333333,25.4648,14.1673333333,8.57153333333,11.4048,4.79813333333,8.48866666667
350.73,10.9508333333,16.0314,13.7303333333,5.99406666667,13.5642,6.7392,10.4405666667,25.4486,14.1867333333,8.53486666666,11.386,4.70696666667,8.4168
351.10,11.0496,16.1342666667,13.8608,6.10806666667,13.6140666667,6.73546666667,10.5147333333,25.5117333333,14.2885333333,8.56346666667,11.5298,4.7437,8.43906666667
351.46,10.9008,16.0156666667,13.8826,6.02793333333,13.5014,6.5682,10.4488,25.4366,14.1999333333,8.4548,11.4478666667,4.64783333333,8.35333333333
351.83,10.7688,15.8274666667,13.7286666667,5.88726666667,13.2542,6.32973333333,10.3074333333,25.234,14.0874666667,8.23313333333,11.3650666667,4.50796666667,8.14426666667
352.19,10.6855,15.6574666667,13.6102,5.846,13.2047333333,6.25486666667,10.1788,25.2838666667,14.0634,8.11706666667,11.3774,4.43723333333,8.05053333333
352.55,10.5683666667,15.5432666667,13.51,5.843,13.083,6.15526666667,10.0623,25.2576666667,14.0106666667,7.9736,11.2912666667,4.37803333334,8.0214
352.92,10.4827666667,15.4628666667,13.3732666667,5.81766666667,13.0205333333,5.9892,9.97253333334,25.2448666667,13.9331333334,7.75086666667,11.2125333333,4.27076666667,7.90286666667
353.28,10.3861333333,15.2994666667,13.2502666667,5.7522,12.9338666667,5.9432,9.90286666668,25.1625333333,13.8358666667,7.6854,11.192,4.1396,7.76926666667
353.65,10.2879,15.1782,13.1622666667,5.62993333333,12.9262666667,5.87973333333,9.85906666667,25.1304666667,13.7623333333,7.56286666667,11.0791333334,4.01226666666,7.7496
354.01,10.3403,15.2271333333,13.1860666667,5.67066666667,12.9962,5.91,9.94323333332,25.1067333333,13.7796666666,7.56673333333,11.0423333333,3.9607,7.7968
354.38,10.2232333333,15.0121333333,13.0585333333,5.57526666667,12.8372,5.7598,9.75446666667,24.9604,13.583,7.3492,10.9180666667,3.75286666667,7.63133333333
354.74,10.3139,15.069,13.1244,5.65466666667,12.8914666667,5.86153333333,9.79446666668,25.0216,13.6210666667,7.3602,10.9817333333,3.87283333333,7.72953333334
355.11,10.2111,14.9149333333,12.9619333333,5.52973333333,12.8048,5.81633333333,9.7186,24.9797333333,13.5322666667,7.2576,10.8663333333,3.74283333333,7.69626666667
355.47,10.3394333333,15.0131333333,12.9161333333,5.62726666667,12.8629333333,5.87346666667,9.75890000001,24.9992666667,13.6340666666,7.33366666667,10.912,3.82673333333,7.78233333333
355.83,10.5597666667,15.2028666667,13.0750666667,5.85166666667,13.0928,6.13146666667,9.98506666667,25.1898,13.8406,7.56446666667,11.077,4.01636666667,7.99993333333
356.20,10.6054333333,15.2680666667,13.1888666667,5.95746666667,13.1907333333,6.18506666667,10.0183333333,25.2436666667,13.8779333333,7.68753333333,11.0942666667,4.0982,8.07766666667
356.56,10.6126666667,15.2860666667,13.19,5.92246666667,13.2314666667,6.17206666667,10.0129333333,25.2727333333,13.8658666667,7.71986666667,11.0762666667,4.06536666667,8.06946666667
356.93,10.4899666667,15.1272666667,13.1226666667,5.75673333333,13.1590666666,6.0802,9.87516666666,25.1606,13.7688,7.64493333333,10.9387333333,3.9224,7.9346
357.29,10.5226666667,15.1948,13.1588,5.78253333333,13.1703333333,6.12426666667,9.92303333333,25.2296666667,13.8476666667,7.65906666667,10.955,3.9693,7.96726666667
357.66,10.6395666667,15.2183333333,13.2767333333,5.8944,13.2316,6.19393333333,10.0573333333,25.3136666667,13.9228666667,7.79166666667,11.0748,4.09116666667,8.06406666666
358.02,10.5741666667,15.1310666667,13.275,5.85933333333,13.225,6.17886666667,10.0296,25.3766,13.8727333333,7.79086666667,11.0497333333,4.13483333333,8.01593333333
358.38,10.5539,15.1267333333,13.2488,5.87526666667,13.2572,6.19573333333,10.0563,25.3688,13.9310666667,7.85566666667,11.0553333333,4.2305,8.0246
358.75,10.3899333333,14.8852,13.1498,5.69473333333,13.1614,6.0678,9.96133333334,25.1881333333,13.7751333333,7.7008,10.9353333334,4.08386666667,7.8868
359.11,10.3856,14.9000666667,13.1944666667,5.72,13.291,6.1304,9.9854,25.1917333333,13.7876,7.74006666667,11.0197333333,4.20486666667,7.94733333333
359.48,10.4346333333,14.9212666667,13.3104666667,5.7304,13.4028,6.21113333333,10.08,25.2827333333,13.8038666667,7.7916,11.0816666666,4.29253333333,7.9994
359.84,10.4285,14.9500666667,13.3386666667,5.74573333333,13.4601333333,6.24953333333,10.0710666667,25.3641333334,13.7802666667,7.83646666667,11.083,4.37086666667,8.01993333333
360.20,10.3736333333,14.9141333333,13.2844666667,5.67093333333,13.4312666667,6.23433333333,10.0635333333,25.3576666667,13.7164,7.79553333333,11.0331333333,4.34803333333,7.9368
360.57,10.3752,14.8516666667,13.287,5.68906666667,13.4829333333,6.27466666667,10.1032666667,25.3436666667,13.6970666667,7.83373333333,11.0306,4.4161,7.95413333333
360.93,10.4210666667,14.8826666667,13.3185333333,5.76306666666,13.5534666667,6.32686666667,10.1852666667,25.4174666667,13.7397333333,7.91446666667,11.0868666667,4.53603333333,8.0242
361.29,10.3384,14.7795333333,13.2764,5.70573333333,13.5225333333,6.28046666667,10.1001,25.4069333333,13.6336,7.87093333333,11.0857333333,4.47346666667,7.9756
361.66,10.2919333333,14.8052666667,13.2737333333,5.6944,13.5070666667,6.2332,10.0650333333,25.3818666667,13.5581333333,7.8344,11.0483333333,4.44743333333,7.92886666667
362.02,10.1761666666,14.6809333333,13.1712666667,5.61693333333,13.435,6.09666666667,9.94346666667,25.2856666667,13.4663333333,7.71913333333,10.9543333333,4.2928,7.80866666667
362.39,10.1334666667,14.65,13.1751333333,5.5864,13.4246666667,6.09353333333,9.91273333333,25.2992666667,13.3988666667,7.68926666667,10.9251333333,4.2229,7.761
362.75,10.2068666667,14.7415333333,13.2022,5.67893333333,13.5362666667,6.1872,9.94163333334,25.4586,13.453,7.8032,10.9766,4.28583333333,7.847
363.11,10.1716333333,14.7280666667,13.1326666667,5.6866,13.5251333333,6.14853333333,9.88593333333,25.4608666667,13.4265333333,7.80793333333,10.9228666667,4.22563333333,7.8054
363.48,10.0680333333,14.6516,13.0732,5.6618,13.4668,6.12013333333,9.80146666667,25.3960666667,13.3423333333,7.74773333333,10.8274666667,4.127,7.73653333333
363.84,9.93286666668,14.5028666667,13.0057333333,5.59566666667,13.4600666667,6.0666,9.75129999999,25.3394666667,13.2206666667,7.65233333333,10.7505333333,4.00256666667,7.67
364.20,9.91439999999,14.4202666667,12.972,5.657,13.5125333333,6.13033333333,9.78996666667,25.3414666667,13.1684,7.63773333333,10.7489333333,4.0062,7.70153333333
364.57,9.79083333333,14.2982666667,12.8914,5.57486666667,13.4358,6.05566666667,9.70356666667,25.3467333333,13.0970666667,7.50293333333,10.6554666667,3.93073333333,7.59433333333
364.93,9.62086666667,14.1606,12.7138666667,5.4858,13.3042666667,5.921,9.54993333333,25.2689333333,12.904,7.3344,10.5407333333,3.77223333333,7.47766666667
365.29,9.70973333333,14.2632666667,12.7999333333,5.62573333333,13.4468666667,6.0062,9.6577,25.4187333333,12.9910666667,7.41513333333,10.5600666667,3.90873333333,7.60913333333
365.66,9.61573333332,14.0973333333,12.6911333333,5.59513333334,13.4712,6.0042,9.61119999999,25.4361333333,12.9221333333,7.3694,10.4832,3.87273333333,7.55113333333
