wavelength,Back_RamFlaf,Belly_RamFlaf,Breast_RamFlaf,Crissum_RamFlaf,Crown_RamFlaf,DorTail_RamFlaf,Rump_RamFlaf,Throat_RamFlaf,WingTip_RamFlaf
193.99,-24.1521333333,-57.4269333333,-30.0000666667,-34.6198666667,-65.7309333333,-42.573,-41.8127333333,-44.9122666667,-24.7953333333
194.37,-23.4646,-49.6062666667,-25.3019333333,-32.7558666667,-57.7428,-38.3202666667,-36.9028666667,-40.5773333333,-23.3596
194.75,-12.6087333333,-39.1787333333,-13.6232666667,-23.9131333333,-44.1062666666,-27.2946,-27.7293333333,-28.5507333333,-15.8936
195.13,-11.2643333333,-36.0461333333,-11.4482666667,-21.2414666667,-41.6550666666,-25.0114666667,-26.7124,-25.4712666666,-14.3448
195.51,-7.34173333333,-28.6076,-8.60760000001,-18.8185333333,-35.7384666667,-22.2786,-21.139,-20.5484666667,-9.87346666669
195.89,-12.7555333333,-33.5112,-12.9778,-24.5333333333,-41.8666,-28.9332,-27.1556,-23.9556,-14.3112
196.27,-8.70126666666,-29.6969333333,-11.8182,-19.8700666667,-37.4891333333,-26.1904666667,-21.9047333333,-20.1730666667,-11.2986
196.65,-8.34500000001,-28.4382,-11.7016,-18.8811333333,-39.021,-28.3450666667,-21.8181333333,-19.3006,-11.7482
197.03,-9.09906666667,-26.5764666666,-9.90986666667,-17.4774666667,-36.1262666667,-28.1982,-20.2702,-16.4414666667,-12.1621333333
197.40,-17.1364666667,-34.4966,-15.123,-23.3557333333,-41.5659333333,-36.7338666667,-28.3221333333,-21.7449333333,-19.0604
197.78,-32.0512,-52.4614666667,-28.5128666667,-42.6152666667,-58.8718,-53.2820666666,-43.5896666667,-38.1026666667,-35.487
198.16,-44.2576666667,-67.5069333333,-39.6078,-57.7591333333,-73.7254000001,-67.5070666667,-56.7507333333,-51.5966666667,-51.7087333333
198.54,-65.9476,-89.3463333333,-57.5163333333,-76.2090666667,-95.3594000001,-90.7189333334,-77.451,-69.8693333333,-71.5032000001
198.92,-85.8334666665,-107.4306,-74.2360666666,-90.3471333333,-113.680533333,-112.5694,-96.0417333333,-88.9583333335,-88.75
199.30,-85.6357333333,-105.1546,-71.8212000001,-87.2165333334,-110.584266667,-111.477733333,-93.4021333334,-86.8041333334,-88.5910000001
199.68,-101.392,-122.4908,-84.4689333334,-100.732666667,-124.542133333,-129.010933333,-109.011066667,-99.7802,-106.007333333
200.06,-94.6258666665,-117.619066666,-80.8165333333,-91.5646666667,-116.1224,-123.6054,-101.020533333,-94.0137333334,-100.680333333
200.44,-108.865333333,-130.496466667,-88.0850000001,-100.496466667,-125.1064,-134.0426,-113.4752,-102.694866667,-109.1488
200.82,-122.6242,-146.950333333,-99.6453999999,-112.766133333,-134.042733333,-145.177333333,-127.234133333,-114.680933333,-121.2058
201.19,-139.767466667,-165.813866667,-112.868333333,-125.736333333,-152.403066667,-163.643466667,-144.7286,-128.682133333,-134.651
201.57,-176.713733333,-207.0422,-141.314533333,-153.708933333,-189.577333333,-201.690133333,-182.629066667,-160.938933333,-174.1784
201.95,-155.6964,-181.518866667,-119.493733333,-125.569666667,-165.1476,-178.902866667,-160.9282,-138.059066667,-148.438733333
202.33,-133.026866667,-158.161,-100.0766,-99.3103333333,-138.007733334,-154.7892,-134.559333333,-115.4022,-123.065133333
202.71,-124.565066667,-151.5942,-94.5652000001,-92.8986666666,-131.6666,-144.4928,-125.652266667,-108.550733333,-115.507333333
203.09,-140.406466667,-170.0,-106.178733333,-105.691133333,-146.748,-159.3496,-140.894266667,-123.252,-132.357666667
203.47,-162.8444,-198.1334,-126.844466667,-126.399933333,-168.177666667,-183.822266667,-165.244533333,-144.9778,-159.289
203.85,-150.464066667,-180.675066666,-113.8396,-109.5358,-151.983133333,-165.7384,-148.8606,-130.126666667,-145.569666666
204.22,-135.891466667,-162.325533333,-104.5738,-98.5270666667,-135.271333333,-145.116333333,-135.968933333,-114.031,-130.6202
204.60,-143.939333333,-166.818133333,-113.106066667,-105.530333333,-143.1818,-152.9544,-144.9242,-117.575666667,-140.4544
204.98,-172.3424,-199.639666667,-137.657666667,-126.486533333,-175.855933333,-189.279333333,-175.855933333,-139.009066667,-172.252333333
205.36,-139.176066667,-159.475733333,-112.284733333,-101.947533333,-140.149733333,-154.531666667,-140.3746,-110.636666667,-142.9214
205.74,-116.8628,-135.816933333,-95.9476,-86.9281333334,-118.104466667,-134.2484,-116.209133333,-94.1830666666,-121.111133333
206.12,-105.269866667,-126.5396,-88.1903999999,-79.9999333333,-108.508,-126.349266667,-106.0954,-84.3808666667,-112.380933333
206.50,-112.333333333,-135.333333333,-93.4666666666,-85.6666666667,-117.666666667,-137.733333333,-116.8,-91.3333333332,-121.066666667
206.87,-140.803333333,-165.0602,-116.7068,-107.068266667,-145.7832,-173.735066667,-148.835466667,-115.6626,-154.6184
207.25,-183.240666667,-209.722266667,-158.981533333,-146.4814,-190.370333333,-223.0556,-193.240733333,-152.1296,-198.148266667
207.63,-196.0784,-225.294133333,-175.294066667,-161.8628,-210.3922,-244.215666667,-213.529466667,-165.588333333,-207.647133333
208.01,-221.587266667,-254.497333333,-202.962933333,-191.322733333,-242.2222,-282.6456,-247.301466667,-190.476266667,-236.296133333
208.39,-313.333333333,-351.914866667,-280.709133333,-272.198533333,-338.865266667,-399.716266667,-347.376,-274.184466667,-335.460866667
208.77,-350.158733333,-390.634933333,-315.238133333,-303.174666666,-376.6668,-447.936466667,-384.603133333,-313.333266667,-378.7302
209.14,-275.897533333,-300.5128,-241.4102,-233.461666666,-285.5128,-342.820466667,-294.487333333,-243.5898,-293.205333333
209.52,-305.151533333,-340.606,-266.8182,-261.363733333,-316.969666667,-387.727333333,-337.878866667,-275.1514,-331.666733333
209.90,-238.2052,-256.282133333,-205.897533333,-198.461533333,-244.8718,-306.6668,-265.384733333,-208.3334,-262.051466667
210.28,-272.907933334,-278.156,-232.340533333,-224.9644,-280.567466667,-340.425533333,-301.702133333,-236.312133333,-301.985866667
210.66,-295.4608,-292.482266667,-251.3476,-241.985666667,-293.475066667,-348.652466667,-320.1418,-254.893666667,-321.276466667
211.03,-301.9444,-303.888933333,-266.805533333,-252.500133333,-301.111,-357.6388,-327.2222,-266.805533333,-325.972066667
211.41,-275.640933333,-267.051266667,-244.3588,-222.1794,-269.358933333,-324.871866667,-295.384466666,-238.589733333,-297.435866667
211.79,-365.666666667,-341.0,-316.0,-280.833333333,-347.166666667,-423.666666667,-382.833333333,-314.0,-393.0
212.17,-322.727333333,-289.8486,-267.424266667,-234.545533333,-296.212066667,-364.394066667,-325.303066667,-272.575866667,-341.8182
212.55,-336.744266667,-304.031,-280.465266667,-238.914866667,-310.232666667,-371.627933333,-336.124,-282.945666667,-351.007733333
212.92,-428.235333333,-391.764866667,-362.745133333,-306.6666,-401.960933333,-471.960733333,-435.490266667,-369.0196,-456.470466667
213.30,-624.444466667,-583.611066667,-546.666666667,-464.722266667,-613.055666667,-703.611066667,-647.2222,-550.0,-670.5556
213.68,-763.809333333,-697.777800001,-662.857,-566.0318,-752.698466667,-852.6984,-767.618933333,-678.412666667,-791.745933333
214.06,-17473.3333333,-16193.3333333,-15373.3333333,-13180.0,-17193.3333333,-18873.3333333,-17520.0,-15746.6666667,-17760.0
214.44,1549.44433333,1467.22233333,1390.55546667,1187.77773333,1497.77786667,1638.88906666,1535.0,1388.88893333,1563.88893333
214.81,589.090866667,551.717333333,534.545466667,464.444466667,569.697,624.646466667,571.515133333,531.717266667,591.5152
215.19,715.641133333,654.8718,627.692333333,549.2308,681.538466667,750.0,677.435933333,628.718,708.2052
215.57,763.6112,711.111133333,662.7778,588.888866667,742.777733333,802.7778,718.611066667,674.999933333,751.9444
215.95,918.666666666,864.666666667,794.333333333,721.333333333,906.000000001,950.333333333,836.999999999,820.666666667,892.333333335
216.32,565.686266667,534.117533333,501.568733333,453.5294,566.0784,585.2942,508.039266667,516.666666667,546.8628
216.70,482.0,445.666666667,423.166666667,385.333333333,476.0,494.5,419.333333333,431.666666667,463.833333333
217.08,486.0,449.166666667,427.5,394.833333333,477.166666667,498.666666667,421.666666667,432.666666667,455.5
217.46,421.629533333,388.000066667,377.037133333,346.5184,408.7408,430.222266667,363.259266667,377.333133333,394.963
217.83,388.027333333,362.040733333,354.693933333,319.863866667,375.102,398.7756,337.550933333,344.489866667,370.068066667
218.21,459.166666667,424.833333333,419.5,385.5,445.5,483.666666667,397.5,407.666666667,441.833333333
218.59,766.3636,699.999933334,706.0606,652.424266667,754.848466667,840.302933333,666.666666667,693.3334,746.969666667
218.97,1068.88886667,947.555466666,965.777800001,882.222266667,1029.77773333,1177.33333333,914.2222,923.111133333,1012.88873333
219.34,1506.0,1312.0,1362.66666667,1261.33333333,1434.0,1652.0,1254.66666667,1254.66666667,1408.0
219.72,3546.66666667,3113.33333333,3251.66666667,2976.66666667,3388.33333333,4028.33333333,2976.66666667,2906.66666667,3355.0
220.10,-1537.03706667,-1362.22213333,-1422.963,-1288.88886667,-1468.88893333,-1770.3704,-1328.14826667,-1231.11106666,-1469.62973334
220.47,-663.0,-584.666666667,-591.0,-546.666666667,-625.0,-771.0,-585.333333333,-508.333333333,-641.0
220.85,-592.7272,-535.1514,-534.8484,-503.939533333,-564.242333333,-700.000066667,-541.818133333,-458.788066667,-585.151466667
221.23,-447.586066667,-403.678266667,-406.436733333,-390.114866667,-426.896666666,-530.3448,-405.517266667,-353.333266667,-448.735666667
221.61,-362.905933334,-319.999933333,-320.683733333,-315.213666667,-341.709333333,-420.683733333,-332.991533333,-292.649533333,-357.948666667
221.98,-307.210866667,-272.517066667,-268.299266667,-269.795933333,-290.476266667,-344.0816,-284.4898,-247.210933333,-297.6872
222.36,-313.466666667,-282.266666667,-277.066666667,-274.933333334,-299.2,-346.0,-294.266666667,-256.4,-303.333333333
222.74,-253.989066667,-228.852466667,-221.092933333,-215.846933333,-242.295,-272.2404,-232.459066667,-206.229466667,-240.765
223.11,-209.389666667,-195.493,-185.727666667,-181.220666667,-206.2912,-228.356866667,-197.089133334,-176.619666667,-202.535066667
223.49,-210.2348,-201.9718,-189.2958,-182.5352,-214.554,-231.737133333,-204.600933334,-182.9108,-204.976533333
223.87,-196.177733333,-188.622266667,-171.466733333,-169.155533333,-199.288866667,-210.755533333,-192.800066667,-169.2444,-190.311133333
224.24,-175.083333333,-165.75,-151.5,-147.0,-177.25,-185.75,-171.25,-152.0,-171.75
224.62,-172.564066666,-169.9146,-156.752133333,-148.034133334,-177.7776,-182.820533333,-169.487133333,-154.188066667,-171.453066667
225.00,-156.434133333,-152.7906,-141.938,-133.798466667,-160.930266667,-162.248,-152.248133333,-140.8528,-151.472933333
225.38,-128.041266666,-125.6358,-117.731933333,-106.185533333,-135.189,-133.127133333,-126.598,-112.783533333,-125.360733333
225.75,-103.151533333,-103.878933333,-95.7576,-85.2121333333,-113.757666667,-108.121066667,-101.9394,-89.6363333333,-104.6666
226.13,-100.4486,-99.9999999999,-95.2564666667,-83.718,-115.384533333,-105.1282,-98.7821333333,-91.4103333333,-107.051466667
226.51,-78.1967333333,-76.9399333333,-71.9672000001,-61.7486,-90.3824000001,-80.8743333334,-74.2076666667,-70.6011333333,-81.2569333333
226.88,-80.3888666666,-79.0000666667,-76.6666000001,-64.8888666667,-91.8888000001,-84.5554666668,-77.5555333333,-73.6667333333,-83.4998666666
227.26,-67.5525333333,-65.0816,-64.5221333333,-53.5664,-75.0581333333,-67.7854666667,-63.8228,-59.4871333333,-68.7646
227.64,-59.2678,-53.8727333333,-55.0672666667,-46.4738666667,-62.7360666667,-55.7226666667,-53.6032,-51.1367333333,-58.6128
228.01,-52.7124,-46.8954,-49.5750666666,-42.1568,-54.9020666666,-48.2026666666,-46.5686666667,-47.4182666667,-49.8366666667
228.39,-51.4067333333,-44.1285333334,-47.7064,-42.3854,-51.896,-46.2996,-44.8623333333,-46.1774666667,-46.6360666667
228.76,-46.3401333333,-38.1769333333,-41.7688,-37.3878,-46.2312666667,-40.9796,-40.4354,-41.2244666667,-40.4626
229.14,-39.5342666667,-32.4755333333,-35.2941333333,-31.2499333334,-39.3627333333,-36.3726,-34.1912666667,-35.7598,-33.8480666667
229.52,-36.8721333333,-30.6848,-32.283,-30.0228,-35.8219333333,-34.1095333333,-31.0273333333,-33.7899333333,-30.7306
229.89,-36.2058666667,-29.3891333333,-31.4684,-29.0246,-34.0621333333,-33.0330666667,-29.5392,-32.7758666667,-29.2177333333
230.27,-35.3191333333,-28.1864666667,-30.8208666667,-27.9434,-31.7934666667,-32.6038,-28.6727333333,-31.2868,-27.1935333333
230.65,-35.1532666667,-27.9327333333,-31.1177333333,-28.1702666666,-31.553,-31.5528666667,-29.0602666667,-30.4648666667,-27.8534666667
231.02,-32.7477333333,-25.0990666667,-28.9896,-26.289,-29.0463333333,-29.1784666666,-27.0820666667,-27.8376,-26.1378
231.40,-34.9667333333,-28.1292666667,-32.2886666667,-28.8699333333,-31.8898666667,-32.2885333333,-30.1236666667,-31.1492,-29.3257333334
231.78,-37.0919333333,-31.5330666667,-36.3601333333,-31.4341333333,-34.5399333333,-35.5092666667,-33.2739333333,-34.3818,-32.5024666667
232.15,-37.9179333333,-32.1136,-38.2756,-32.7024666667,-35.3732,-37.8759333333,-34.2166666667,-35.1209333333,-34.8896
232.53,-40.8198,-35.4691333333,-42.1142,-36.246,-39.3527333333,-41.7044666667,-37.1521333333,-37.9289333333,-38.9212666667
232.90,-41.6722,-36.178,-43.4527333333,-37.481,-40.6731333333,-42.8446666667,-38.1975333333,-38.7187333333,-40.1302666667
233.28,-40.5079333333,-35.1958666667,-43.7037333333,-37.7355333333,-41.3334,-41.2276,-37.418,-37.5662,-41.1428666666
233.66,-41.3801333334,-35.7112,-44.9894666667,-37.8982,-41.9107333333,-41.3163333333,-38.1104,-38.1316666667,-42.5902666667
234.03,-39.5100666667,-34.4835333333,-42.7476666667,-35.5909333333,-39.4888,-38.9564,-36.3152666667,-36.0595333333,-41.1928666667
234.41,-38.0624,-35.2080666666,-41.0206,-35.208,-38.5414,-37.2497333333,-34.9372,-35.1248,-40.2498
234.78,-39.6043333333,-37.2919333333,-42.4794,-37.3750666666,-39.6043333333,-39.2502,-35.9377333333,-36.9378,-41.2085333333
235.16,-40.3739333333,-39.0446,-42.7620666667,-38.214,-40.6230666667,-39.9791333333,-37.5285333333,-38.2553333333,-42.43
235.54,-35.4154,-34.8148,-37.4374666667,-34.1342,-36.4164,-35.1152,-32.7127333333,-34.1541333333,-38.3182
235.91,-31.9145333333,-31.6424,-33.7220666667,-31.1565333333,-33.9748,-31.6619333333,-29.2712666667,-30.7871333333,-35.1604
236.29,-31.6049333333,-31.9847333333,-33.4092,-30.2944,-34.0361333333,-30.0475333333,-28.6420666667,-30.1614,-34.2830666667
236.66,-27.3136,-28.1222,-28.9487333333,-25.7324,-28.7691333333,-25.301,-25.3188,-25.7682,-29.7394666667
237.04,-24.1666,-25.2304666667,-26.4893333333,-23.2801333333,-25.0885333333,-22.4821333333,-22.8545333333,-22.8192,-27.766
237.41,-19.8114666667,-21.9023333333,-21.7309333333,-18.646,-19.8114666667,-17.8749333333,-18.9203333333,-18.5432666667,-23.6503333333
237.79,-17.6558,-20.0498666667,-19.1687333333,-16.5252,-18.2377333333,-15.6442666667,-17.606,-16.6750666667,-20.981
238.17,-15.9386,-18.2038666667,-18.3494666667,-15.3075333333,-17.1358666667,-14.466,-16.7314666667,-15.0162666667,-18.835
238.54,-13.6582,-14.7873333333,-15.963,-12.4207333333,-14.4625333333,-12.2504666667,-13.9829333333,-12.034,-15.5761333333
238.92,-12.2342,-12.6102,-13.8684,-10.4409333333,-13.5069333333,-10.2096,-11.9451333333,-10.2964,-13.8394666667
239.29,-10.4307333333,-10.8548666667,-11.0537333333,-8.60166666665,-12.1536666667,-7.78013333333,-9.31746666667,-8.66793333333,-11.0536
239.67,-10.0613333333,-9.71813333334,-10.0368,-8.21080000001,-11.875,-6.94853333332,-8.22306666665,-7.76973333334,-9.58333333334
240.04,-8.24826666667,-7.64406666668,-7.81993333334,-6.29333333333,-9.63206666666,-5.31573333334,-6.6008,-5.91986666667,-7.44646666667
240.42,-6.24046666667,-5.48293333334,-5.79553333333,-4.48853333333,-7.60419999999,-3.48486666667,-5.12313333333,-4.22346666667,-5.53013333333
240.79,-4.62953333333,-4.29293333333,-4.37726666667,-3.31653333333,-6.48986666667,-2.14646666667,-3.67006666667,-3.12286666667,-3.98993333333
241.17,-5.30913333333,-5.2414,-4.99246666667,-4.15533333333,-7.42826666667,-2.56413333333,-4.20806666667,-4.012,-4.21573333333
241.54,-5.7076,-5.04553333333,-5.13333333333,-4.4648,-7.58533333333,-2.5262,-4.3702,-4.6066,-3.84346666667
241.92,-5.14713333333,-4.45473333333,-4.62006666667,-4.39953333333,-6.86886666667,-2.2486,-3.5416,-4.3688,-3.52333333333
242.29,-4.94173333333,-4.04206666667,-4.35526666667,-4.3438,-6.6554,-1.96406666666,-3.22226666667,-4.34386666667,-3.10853333333
242.67,-5.21553333333,-4.3266,-4.7712,-4.8998,-7.06286666667,-2.28646666667,-3.77506666667,-5.1032,-3.57693333333
243.05,-5.2536,-4.591,-5.00513333333,-5.06726666667,-7.06006666667,-2.54133333333,-4.1512,-5.50206666667,-3.7216
243.42,-5.17326666667,-4.37813333333,-5.27,-5.0866,-6.7788,-2.7218,-4.3732,-5.53506666667,-3.797
243.80,-5.02526666667,-4.1338,-5.1012,-5.0454,-6.45386666667,-2.63926666667,-4.316,-5.4762,-3.76906666667
244.17,-4.99746666667,-4.1006,-4.99753333333,-5.1072,-6.41746666667,-2.54106666666,-4.35486666667,-5.53546666667,-3.63726666667
244.55,-4.5638,-3.81373333333,-4.4264,-4.64226666667,-5.87266666666,-1.99493333333,-3.81873333333,-5.10293333333,-3.05886666667
244.92,-4.64206666667,-3.64606666667,-4.18353333333,-4.6932,-5.58266666667,-1.82526666667,-3.76193333333,-5.01273333333,-2.89553333334
245.30,-4.01106666667,-2.6896,-3.18413333333,-3.75533333333,-4.68453333333,-1.21906666667,-2.9198,-4.16886666667,-2.00753333334
245.67,-3.70626666667,-2.43713333333,-2.99146666667,-3.49933333333,-4.3742,-1.35526666667,-2.73773333334,-3.7688,-1.69873333333
246.05,-3.39226666667,-2.0844,-2.71506666667,-3.1498,-4.12253333333,-1.05113333333,-2.77573333333,-3.32086666667,-1.18646666667
246.42,-2.52666666667,-1.42626666667,-1.91366666667,-2.32986666667,-3.1656,-0.2064,-2.05226666667,-2.58786666667,-0.487266666667
246.79,-1.59306666667,-0.571266666666,-0.880399999999,-1.26326666667,-2.1996,0.789133333332,-1.01593333333,-1.54306666667,0.347466666667
247.17,-0.831733333334,0.150066666667,-0.242666666667,-0.627066666667,-1.49973333333,1.4506,-0.231800000001,-0.842599999999,0.962400000001
247.54,-0.7868,0.2174,-0.139733333333,-0.535599999999,-1.4078,1.6408,0.0025333333326,-0.683266666667,0.993733333333
247.92,-0.460866666666,0.408733333333,0.121466666667,-0.257733333333,-1.085,1.92006666667,0.158666666666,-0.441066666667,1.224
248.29,-0.370533333333,0.4554,0.0871999999994,-0.184066666667,-1.01253333333,1.99853333333,0.268733333333,-0.489200000001,1.18686666667
248.67,-0.148933333333,0.634000000001,0.259400000001,-0.137133333333,-0.811799999999,2.04606666667,0.468266666666,-0.415599999999,1.27773333333
249.04,0.0491999999992,0.754733333335,0.334333333333,0.0025333333334,-0.7866,2.08213333333,0.705533333333,-0.353933333334,1.3004
249.42,0.445599999999,0.978866666667,0.541066666666,0.1908,-0.499800000001,2.34426666667,0.942799999999,-0.113266666667,1.556
249.79,0.952333333333,1.4658,1.0512,0.650466666667,-0.0028,2.9394,1.37233333333,0.318466666667,1.9048
250.17,1.38593333333,1.93573333333,1.5234,1.21646666667,0.532200000001,3.37426666667,1.9854,0.6578,2.16666666667
250.54,1.10346666667,1.78973333334,1.22873333333,0.893333333334,0.203666666667,3.10606666667,1.82426666666,0.467133333333,1.74893333333
250.92,0.714533333333,1.29406666667,0.610066666667,0.394333333333,-0.390933333333,2.64233333333,1.3718,0.0505999999992,1.24373333333
251.29,0.607066666666,1.22113333333,0.4864,0.202266666667,-0.497133333333,2.5736,1.16426666667,0.0071333333346,1.11106666667
251.66,1.28753333333,1.80406666667,0.982066666667,0.665466666667,0.0219333333314,3.0152,1.604,0.578466666667,1.76393333333
252.04,1.5298,1.96173333333,1.19486666667,0.658733333333,0.249399999998,3.17506666667,1.9096,0.733333333333,2.06966666667
252.41,1.47506666667,1.96306666667,1.21606666667,0.693733333334,0.285866666668,3.08753333333,1.8334,0.727933333334,2.09273333333
252.79,0.762199999999,1.53246666667,0.623933333334,0.252733333333,-0.4858,2.48433333333,1.14926666667,0.244799999999,1.56813333333
253.16,0.388399999999,1.335,0.2548,0.0810000000006,-0.8738,2.16826666667,0.679666666667,0.052733333334,1.27026666667
253.54,-0.735333333333,0.483199999999,-0.743466666667,-0.776466666667,-1.79673333333,1.14826666667,-0.243733333333,-0.921266666667,0.297399999999
253.91,-1.93733333333,-0.621800000001,-2.08113333333,-1.912,-3.03713333333,-0.190399999999,-1.50593333334,-2.20393333333,-1.0956
254.28,-2.77013333333,-1.43566666667,-3.1588,-2.91133333333,-4.0866,-1.078,-2.61546666667,-3.18093333333,-2.19566666667
254.66,-2.87553333334,-1.72153333333,-3.489,-3.0862,-4.4048,-1.4424,-2.90293333333,-3.64466666667,-2.60533333333
255.03,-3.1232,-1.81953333333,-3.63413333333,-3.3618,-4.4174,-1.7002,-3.13746666667,-3.93033333333,-2.93693333333
255.41,-3.70753333333,-2.495,-4.12173333333,-3.97206666667,-4.99006666667,-2.25053333333,-3.69773333333,-4.6308,-3.5032
255.78,-4.1898,-2.94866666667,-4.54373333333,-4.24613333333,-5.49233333333,-2.66146666667,-4.0256,-5.17926666667,-4.04613333333
256.15,-4.987,-3.6796,-5.4832,-4.69266666667,-6.35146666667,-3.31273333333,-4.93546666667,-5.96366666667,-4.96126666666
