wavelength,Back_LanLeuf,Belly_LanLeuf,Breast_LanLeuf,Crissum_LanLeuf,Crown_LanLeuf,DorTail_LanLeuf,Patch10_LanLeuf,Rump_LanLeuf,Throat_LanLeuf,WingTip_LanLeuf
363.48,3.6666,6.81912502806,3.4342,3.7528,2.95743333333,6.08623333333,4.46313333333,2.56266666667,3.84813333333,8.0102
363.84,3.55473333333,6.67144399551,3.35733333333,3.64153333333,2.8279,5.93063333333,4.3196,2.4612,3.74693333333,7.87813333333
364.20,3.63513333333,6.79128866442,3.4684,3.76506666667,2.90593333333,6.04453333333,4.399,2.5412,3.84333333333,7.96113333333
364.57,3.63236666666,6.84339169472,3.50393333333,3.80206666667,2.94273333333,6.10446666667,4.40066666667,2.6244,3.87566666667,7.939
364.93,3.6358,6.88296498316,3.5248,3.80813333333,2.9705,6.0471,4.3882,2.6498,3.94673333333,7.9272
365.29,3.73196666667,6.97054029181,3.58326666667,3.84,3.06796666667,6.08566666667,4.45993333333,2.74466666667,4.05893333333,7.94226666667
365.66,3.65023333333,6.92077777778,3.56766666667,3.7172,3.06166666667,5.9632,4.41346666667,2.64466666667,4.00933333333,7.81466666667
366.02,3.5646,6.87876228956,3.5072,3.6538,2.9909,5.89923333333,4.34713333333,2.53566666667,3.92766666667,7.72793333333
366.38,3.7195,7.00805364759,3.67226666667,3.7842,3.12103333333,6.04483333333,4.44166666667,2.62026666667,4.0226,7.91406666667
366.75,3.80403333333,7.01274657688,3.60813333333,3.77606666667,3.12776666667,6.01836666667,4.48593333333,2.58093333333,4.08386666667,7.9862
367.11,3.7803,6.95961705948,3.55353333334,3.7262,3.07963333333,5.87056666667,4.44446666667,2.591,4.01713333333,7.98966666667
367.47,3.77126666667,6.92668305275,3.55233333333,3.7028,3.03253333333,5.81473333333,4.4098,2.58546666667,4.00433333333,7.97633333333
367.84,3.539,6.80758451179,3.30093333333,3.50606666667,2.8095,5.61063333333,4.23786666667,2.33686666667,3.74873333333,7.77506666667
368.20,3.3273,6.59523007856,3.10633333333,3.2944,2.60116666667,5.37486666667,4.04613333333,2.15413333333,3.58193333333,7.53146666667
368.56,3.33336666667,6.59133670034,3.12486666667,3.21266666667,2.59723333333,5.307,4.0728,2.10153333333,3.56453333333,7.54106666667
368.93,3.48173333333,6.73471402918,3.2686,3.36306666667,2.7352,5.5275,4.22853333333,2.26706666667,3.67813333333,7.6484
369.29,3.4901,6.73110931538,3.25833333333,3.4392,2.68563333333,5.57726666667,4.22546666667,2.27466666667,3.71313333333,7.66753333333
369.65,3.6287,6.84112098765,3.37393333333,3.5786,2.759,5.6932,4.3562,2.4458,3.82073333333,7.78986666667
370.01,3.65533333333,6.80438832772,3.382,3.56393333333,2.73503333334,5.71313333333,4.31973333333,2.44713333333,3.876,7.76293333333
370.38,3.50843333334,6.69089203143,3.20813333333,3.37573333333,2.59026666667,5.51546666667,4.18573333333,2.34106666667,3.75793333333,7.59253333333
370.74,3.466,6.69278540965,3.223,3.3644,2.60393333333,5.4951,4.15106666667,2.35033333333,3.72993333333,7.56366666667
371.10,3.5031,6.74898675645,3.30173333333,3.42426666667,2.6761,5.61053333333,4.21466666667,2.39853333333,3.7852,7.60126666667
371.46,3.29243333333,6.57237239057,3.06266666667,3.27313333333,2.46406666666,5.42023333333,4.0594,2.20046666667,3.57093333333,7.3898
371.83,3.42356666667,6.68879955106,3.18026666667,3.4068,2.6104,5.6078,4.1624,2.36266666667,3.70306666667,7.4444
372.19,3.6618,6.89652794613,3.37493333333,3.6078,2.78376666667,5.81193333333,4.3716,2.5532,3.8738,7.61933333333
372.55,3.65253333333,6.90277216611,3.3922,3.62453333333,2.7571,5.78953333333,4.3816,2.51733333333,3.87686666667,7.61053333333
372.92,3.53876666667,6.77519259259,3.299,3.5512,2.67383333333,5.66926666667,4.28173333333,2.39733333333,3.7978,7.53653333333
373.28,3.41803333333,6.68578922559,3.26733333333,3.46446666667,2.64646666667,5.58616666667,4.18253333333,2.32193333334,3.70853333333,7.4012
373.64,3.4042,6.67451964085,3.29406666667,3.4518,2.71236666667,5.59226666667,4.19893333333,2.3086,3.74646666667,7.3996
374.00,3.5394,6.75733108866,3.41473333333,3.57453333333,2.84663333333,5.64673333333,4.31326666667,2.44626666667,3.76026666667,7.48713333333
374.37,3.6613,6.84627519641,3.54946666667,3.7042,2.9669,5.80666666667,4.4382,2.54446666667,3.87826666667,7.56726666667
374.73,3.80013333333,7.01243613917,3.7006,3.8634,3.12093333333,5.95906666667,4.5832,2.66773333334,4.032,7.68166666667
375.09,3.85406666667,7.03744062851,3.77366666667,3.89506666667,3.16196666667,6.02056666667,4.6196,2.698,4.10073333333,7.69733333333
375.45,4.03493333333,7.19731402918,3.9528,3.99713333333,3.36706666666,6.2004,4.71133333333,2.8042,4.261,7.8564
375.81,4.0045,7.13030594837,3.98113333334,3.93986666667,3.31713333333,6.11523333333,4.66673333333,2.73546666667,4.28126666667,7.8446
376.18,4.0142,7.14573445567,3.99926666667,3.97233333333,3.3916,6.0881,4.71086666667,2.75886666667,4.331,7.86913333333
376.54,4.05523333333,7.20829203143,4.021,4.06726666667,3.48273333333,6.1531,4.7786,2.8566,4.4282,7.94046666667
376.90,4.03173333333,7.245732211,4.01926666667,4.05946666666,3.4918,6.15516666667,4.75746666667,2.84753333334,4.39286666667,7.9346
377.26,4.0184,7.2285349046,3.96806666667,4.04706666667,3.4365,6.11613333333,4.76206666667,2.80273333333,4.37653333333,7.91453333333
377.63,4.05813333333,7.27348282828,3.96246666667,4.14133333333,3.47356666667,6.18673333333,4.79433333333,2.84053333333,4.40406666667,7.91753333333
377.99,3.9638,7.2080664422,3.89926666667,4.10413333333,3.41366666667,6.15186666667,4.7596,2.77353333333,4.37413333333,7.82613333333
378.35,3.9544,7.19831941639,3.87546666667,4.143,3.46506666667,6.10046666667,4.78666666667,2.84173333333,4.39573333333,7.84186666667
378.71,3.87083333333,7.04816296296,3.7942,4.03033333334,3.34213333333,6.01113333333,4.70953333333,2.776,4.34373333333,7.71786666667
379.07,3.77686666667,6.90172480359,3.661,3.9404,3.21766666667,5.88686666667,4.591,2.6464,4.23993333333,7.62366666666
379.44,3.7704,6.88300606061,3.68933333333,3.99526666667,3.22716666667,5.86946666667,4.6122,2.69126666667,4.2614,7.5946
379.80,3.90056666667,7.03047474747,3.81826666667,4.15186666667,3.39,5.98216666667,4.78953333333,2.8646,4.41793333333,7.748
380.16,3.8482,6.96151829405,3.79766666667,4.10326666666,3.35776666667,5.92823333333,4.74973333333,2.864,4.3582,7.68
380.52,3.9369,7.06644040404,3.93393333333,4.1696,3.48493333333,6.0327,4.8288,2.94026666667,4.43126666667,7.7752
380.88,3.96673333333,7.05468484848,3.9426,4.20173333333,3.5179,6.05916666667,4.8814,2.98346666667,4.4794,7.77433333333
381.24,4.04026666667,7.11240897868,4.0594,4.24826666667,3.60266666667,6.13726666667,4.93326666667,3.06306666667,4.56026666667,7.8358
381.61,3.9767,7.02990011223,4.05513333333,4.1922,3.56236666667,6.04536666667,4.8462,3.02653333333,4.52446666667,7.81326666667
381.97,4.0294,7.12965364759,4.09426666667,4.2556,3.61533333333,6.08333333333,4.9158,3.09506666667,4.60193333333,7.92086666667
382.33,3.9762,7.08299887767,4.06746666666,4.1992,3.50886666667,6.0644,4.82753333333,3.023,4.547,7.83846666667
382.69,3.95223333333,7.07052547699,4.06313333333,4.17613333333,3.48666666667,6.05503333333,4.7488,2.97653333333,4.4934,7.7862
383.05,3.93276666667,7.14332704826,4.0928,4.14593333333,3.5111,6.06663333333,4.79326666667,3.009,4.468,7.75446666667
383.41,3.91886666667,7.15554769921,4.10126666667,4.12053333334,3.5306,6.0706,4.7708,3.00433333333,4.46306666667,7.77566666667
383.77,3.83223333333,7.03022379349,3.99893333333,4.01733333333,3.46453333333,6.0045,4.63506666667,2.88666666667,4.34786666667,7.65613333333
384.14,3.79593333333,7.00864264871,3.94886666667,3.99113333333,3.4005,6.00816666667,4.57393333333,2.82973333333,4.32453333333,7.667
384.50,3.7909,6.97520426487,3.91113333333,3.97793333333,3.34346666667,5.99063333333,4.56093333333,2.83753333333,4.33186666667,7.66493333333
384.86,3.84026666667,7.00813849607,3.95486666667,3.98606666667,3.3503,6.0431,4.55806666667,2.86713333333,4.36953333333,7.7244
385.22,3.73443333333,6.94318406285,3.8316,3.93373333333,3.26063333333,5.9426,4.49373333333,2.7908,4.2592,7.67293333333
385.58,3.74286666667,6.94753804714,3.82433333333,3.91013333333,3.24356666667,5.97736666667,4.48353333333,2.7678,4.2534,7.68793333333
385.94,3.6596,6.87599169473,3.75993333333,3.844,3.1873,5.89193333333,4.40373333333,2.70266666667,4.227,7.58186666667
386.30,3.6688,6.9137973064,3.76433333333,3.8658,3.22203333333,5.89273333333,4.4392,2.69726666667,4.24333333333,7.62533333333
386.66,3.76156666667,7.01501818182,3.84866666667,3.97193333333,3.34393333333,5.97293333333,4.5742,2.80353333333,4.35473333334,7.74933333333
387.03,3.739,6.93074657688,3.79513333333,3.9576,3.31223333333,5.93233333333,4.50726666667,2.75893333333,4.34893333333,7.741
387.39,3.66823333333,6.87880583614,3.71653333333,3.8854,3.21523333333,5.84256666667,4.4812,2.67386666667,4.298,7.6742
387.75,3.74643333333,6.94406083053,3.79833333333,3.94233333333,3.26143333333,5.887,4.56593333333,2.744,4.36393333333,7.77313333333
388.11,3.81066666667,7.00928035915,3.87846666667,4.00426666667,3.34793333333,5.93713333333,4.65953333333,2.8312,4.45713333333,7.8066
388.47,3.7492,6.97471874298,3.84053333333,3.9822,3.3122,5.91493333333,4.646,2.79246666667,4.369,7.75733333333
388.83,3.75443333333,7.00829584736,3.87646666667,4.02066666667,3.35296666667,5.8909,4.6846,2.803,4.4018,7.78426666667
389.19,3.84266666667,7.05894769921,3.97753333333,4.06393333333,3.43396666667,5.99883333333,4.73953333333,2.863,4.47973333333,7.8542
389.55,3.89463333333,7.10868709316,4.01566666667,4.089,3.47933333333,6.04296666667,4.8278,2.93106666667,4.5296,7.88373333333
389.91,3.94206666667,7.13148350168,4.0462,4.10806666667,3.50773333333,6.11503333333,4.84813333333,2.96113333333,4.52193333333,7.9356
390.27,3.89213333333,7.08107991021,3.99606666667,4.0346,3.44936666667,6.0734,4.767,2.8938,4.46653333333,7.8912
390.63,3.85076666667,7.04402671156,3.9654,4.00753333334,3.426,6.0149,4.7006,2.85946666667,4.43873333333,7.85433333334
391.00,3.857,7.06299281706,3.99093333333,4.00626666667,3.44293333333,6.05386666667,4.73973333333,2.88493333333,4.44213333333,7.87493333333
391.36,3.87493333333,7.05497620651,4.008,4.02686666667,3.49796666667,6.08586666667,4.76913333333,2.9242,4.43786666667,7.88846666667
391.72,3.80806666667,6.98229068462,3.93553333333,4.00393333333,3.42823333333,6.0255,4.6962,2.8542,4.40346666667,7.83006666667
392.08,3.7371,6.88679236812,3.87906666667,3.95746666667,3.3632,5.959,4.58646666667,2.75373333333,4.35826666667,7.76646666667
392.44,3.69343333333,6.80382648709,3.82853333333,3.90006666667,3.30796666667,5.87993333333,4.50233333333,2.70933333333,4.37446666667,7.70473333333
392.80,3.62983333333,6.69771874298,3.75573333333,3.80873333333,3.22753333333,5.81006666667,4.4092,2.66433333333,4.30386666667,7.60606666667
393.16,3.66616666667,6.73062783389,3.77693333333,3.8586,3.2869,5.80883333333,4.41153333333,2.71253333333,4.35206666667,7.60573333333
393.52,3.5891,6.63605881033,3.69913333333,3.81566666667,3.19076666667,5.7534,4.31913333333,2.6316,4.31333333333,7.5374
393.88,3.6543,6.6643687991,3.7918,3.86566666667,3.2385,5.76933333333,4.3644,2.6812,4.4006,7.57226666667
394.24,3.7173,6.65578428732,3.83746666666,3.90246666667,3.2801,5.80756666667,4.41553333333,2.7324,4.44353333333,7.5778
394.60,3.74793333333,6.65724421998,3.85606666667,3.89586666667,3.28163333333,5.8273,4.45293333333,2.7328,4.45906666667,7.59586666667
394.96,3.74503333333,6.62660089787,3.86626666667,3.8922,3.2942,5.8141,4.4326,2.7348,4.50266666667,7.59233333333
395.32,3.79446666667,6.66461212121,3.9174,3.9314,3.34713333333,5.82896666667,4.44926666667,2.78893333333,4.59186666667,7.6126
395.68,3.79943333333,6.65827991021,3.93626666667,3.9016,3.3632,5.84066666667,4.47433333333,2.83513333333,4.597,7.6084
396.04,3.8077,6.64040359147,3.9444,3.9268,3.36886666667,5.8541,4.53386666667,2.8702,4.60926666666,7.61046666667
396.40,3.80386666667,6.64368439955,3.97473333333,3.9532,3.4107,5.8783,4.56206666667,2.89213333333,4.58586666667,7.5958
396.76,3.8546,6.67461930415,4.00926666667,3.98686666667,3.4672,5.90223333333,4.61213333333,2.903,4.62313333333,7.64813333333
397.12,3.8678,6.6220637486,4.0242,3.971,3.47106666667,5.87146666667,4.66186666667,2.91966666667,4.63986666667,7.65066666667
397.48,3.92726666667,6.66076049383,4.08333333333,4.0154,3.5405,5.88313333333,4.7278,2.97873333333,4.68406666667,7.67826666667
397.84,3.77666666667,6.50627474748,3.94026666667,3.86793333333,3.4172,5.74963333333,4.63006666666,2.86066666667,4.5422,7.55553333333
398.20,3.79336666667,6.5321003367,4.0002,3.9102,3.47546666667,5.756,4.67553333333,2.91573333333,4.58266666667,7.6002
398.56,3.71526666667,6.46951156005,3.93466666667,3.8552,3.42256666667,5.70826666667,4.62993333333,2.85153333333,4.53353333333,7.52493333333
398.92,3.7213,6.49796655443,3.92046666667,3.91213333333,3.4353,5.67306666667,4.6466,2.83186666667,4.51206666667,7.5474
399.28,3.75636666667,6.50139349046,3.94766666667,3.94293333333,3.43756666667,5.70106666667,4.657,2.82806666667,4.52913333333,7.57326666667
399.64,3.7483,6.52667025814,3.98466666667,3.96033333334,3.44186666667,5.6742,4.65833333333,2.8272,4.53973333334,7.55326666667
400.00,3.7755,6.56935331089,4.038,3.96266666667,3.46886666667,5.70406666667,4.6236,2.82973333333,4.5702,7.59326666667
400.36,3.86096666667,6.60869876543,4.10633333333,3.97733333333,3.5225,5.75,4.6568,2.84866666667,4.65913333333,7.63786666667
400.72,3.8963,6.62870078563,4.17146666667,4.01586666667,3.55246666667,5.79093333333,4.72486666667,2.8942,4.70226666667,7.65533333333
401.08,3.84186666667,6.5718312009,4.1094,3.97366666667,3.5025,5.77216666667,4.68066666667,2.8232,4.67113333333,7.6134
401.44,3.87526666667,6.59107340067,4.14613333333,4.01946666667,3.5371,5.81333333333,4.74493333333,2.8646,4.72673333333,7.65666666667
401.80,3.99043333333,6.67308237935,4.25666666667,4.11926666667,3.63123333333,5.94003333333,4.8334,2.9642,4.8676,7.75446666667
402.16,3.9634,6.6345959596,4.20613333334,4.07873333333,3.5789,5.93396666667,4.80346666667,2.89493333333,4.8802,7.75426666667
402.52,4.0,6.63762446689,4.22466666667,4.1074,3.5959,5.97026666667,4.80413333333,2.93133333333,4.91933333333,7.80233333333
402.88,4.049,6.64532996633,4.2812,4.11653333333,3.6085,6.0433,4.82693333334,2.95853333333,4.98893333333,7.83986666667
403.24,4.02983333333,6.60764983165,4.27453333333,4.11053333333,3.61056666667,6.05653333333,4.81526666667,2.9392,5.0032,7.86586666667
403.60,4.0194,6.55759304152,4.24326666667,4.1114,3.59613333333,6.041,4.7804,2.88926666667,5.01373333333,7.86346666667
403.95,4.03713333333,6.55954478114,4.23426666667,4.094,3.60076666667,6.05346666667,4.83953333333,2.8978,5.02433333333,7.882
404.31,3.9763,6.49394792368,4.17486666667,4.0668,3.56323333333,6.021,4.8052,2.86993333333,4.97066666666,7.8296
404.67,3.9099,6.42275533109,4.09286666667,4.01373333333,3.49753333333,5.95816666667,4.71773333333,2.79726666667,4.91253333333,7.7692
405.03,3.92326666667,6.46326038159,4.13713333333,4.0356,3.52236666666,5.99586666667,4.71393333333,2.7976,4.924,7.78173333333
405.39,3.90406666667,6.41961818182,4.12453333333,4.02413333333,3.50016666667,5.96286666667,4.6782,2.76313333333,4.8996,7.75673333333
405.75,3.89043333333,6.43015690236,4.11133333333,4.04286666667,3.51006666667,5.95453333334,4.67333333333,2.7314,4.87326666667,7.75673333333
406.11,3.95493333333,6.50070819304,4.1836,4.15146666667,3.60256666667,6.0065,4.72513333333,2.8068,4.92353333333,7.80233333333
406.47,4.00716666667,6.54137777778,4.26133333333,4.20706666667,3.6482,6.0542,4.76766666667,2.86806666667,4.98686666667,7.85046666667
406.83,4.01933333333,6.5732318743,4.2778,4.21153333333,3.68393333333,6.0709,4.80806666667,2.9038,5.0034,7.83706666667
407.19,4.0616,6.61827519641,4.32686666667,4.25526666666,3.712,6.10833333333,4.87953333333,2.95493333333,5.04393333333,7.86913333333
407.55,4.09346666667,6.65509292929,4.34193333333,4.26166666667,3.7405,6.14836666667,4.92446666667,2.9856,5.06813333334,7.88386666667
407.90,4.0629,6.62557777778,4.3216,4.2442,3.72726666667,6.11193333333,4.8882,2.95346666667,5.03813333333,7.83646666667
408.26,4.07553333333,6.64143883277,4.3314,4.23926666667,3.7271,6.10576666667,4.9026,2.94513333333,5.04966666667,7.86326666667
408.62,4.1108,6.67334657688,4.3874,4.2626,3.78346666667,6.15176666667,4.94786666667,2.988,5.1102,7.9012
408.98,4.06046666667,6.6272657688,4.3372,4.23246666667,3.72676666666,6.095,4.9476,2.97793333333,5.0944,7.86913333333
409.34,4.0224,6.60037441077,4.32413333333,4.1862,3.72013333333,6.07416666667,4.91906666667,2.9436,5.06046666667,7.85213333334
409.70,3.9874,6.49391380471,4.29186666667,4.11733333333,3.65576666667,5.9974,4.85906666667,2.89106666667,5.01513333333,7.79106666667
410.06,3.9379,6.44139483726,4.26726666667,4.04553333333,3.5977,5.9768,4.83613333333,2.86453333333,5.00313333333,7.77713333333
410.42,3.89286666667,6.39449337823,4.23806666667,3.997,3.56476666667,5.90883333333,4.8182,2.81153333334,4.94233333333,7.70766666667
410.77,3.90346666667,6.38319438833,4.25346666667,4.01266666667,3.55723333333,5.90566666667,4.81386666667,2.80386666667,4.94806666667,7.73973333333
411.13,3.8982,6.3785369248,4.2398,3.98973333333,3.5446,5.87396666667,4.7938,2.7782,4.9352,7.71453333334
411.49,3.86753333333,6.33558092031,4.24646666667,3.96686666667,3.5247,5.8653,4.75746666667,2.76433333333,4.9236,7.696
411.85,3.8572,6.32636790123,4.25653333333,3.97606666667,3.53893333333,5.89013333333,4.75286666667,2.77393333333,4.96186666667,7.72113333333
412.21,3.8465,6.31955937149,4.25033333333,3.98113333333,3.5465,5.87896666667,4.72226666667,2.77233333333,4.9928,7.7316
412.57,3.80713333333,6.30689786756,4.23713333333,3.9756,3.50516666667,5.84816666666,4.7044,2.76693333333,4.97346666666,7.69273333333
412.92,3.7748,6.28107564534,4.2482,3.967,3.4792,5.81843333333,4.64853333333,2.72706666667,4.9646,7.67
413.28,3.8348,6.35364354658,4.3044,4.0114,3.51746666667,5.8734,4.706,2.7648,5.03886666667,7.72486666667
413.64,3.88223333333,6.44374971942,4.3524,4.0828,3.58446666667,5.95736666667,4.765,2.8262,5.1152,7.79293333333
414.00,3.86006666667,6.41839438833,4.327,4.05273333333,3.56106666666,5.93176666667,4.738,2.80006666667,5.08766666667,7.76106666667
414.36,3.8532,6.42028462402,4.30273333333,4.03366666667,3.55943333333,5.9419,4.71706666667,2.77053333333,5.12513333333,7.783
414.72,3.82806666667,6.39334455668,4.29953333333,4.03073333333,3.57613333333,5.93303333333,4.7106,2.7726,5.1328,7.78573333333
415.07,3.77453333333,6.33752794613,4.27486666667,3.9882,3.54536666667,5.9109,4.64066666667,2.73006666667,5.10493333333,7.73386666667
415.43,3.85636666667,6.39835016835,4.3414,4.05913333333,3.62476666667,5.96816666667,4.72826666666,2.79093333333,5.1702,7.80646666667
415.79,3.8999,6.42076969697,4.37706666667,4.092,3.6651,5.9888,4.7858,2.843,5.20993333334,7.8164
416.15,3.9176,6.41908574635,4.38073333333,4.11853333333,3.66966666667,6.03666666667,4.81513333333,2.85513333333,5.23286666667,7.81693333333
416.51,3.96623333333,6.43704579125,4.3842,4.13546666667,3.71736666667,6.05796666667,4.86293333333,2.8746,5.3078,7.8948
416.86,4.0197,6.44642850729,4.3956,4.1508,3.7698,6.10626666667,4.92093333333,2.90333333333,5.3716,7.94386666667
417.22,3.97053333333,6.3767362514,4.3432,4.11153333333,3.73463333333,6.06253333333,4.88913333333,2.87506666667,5.3644,7.89886666667
417.58,3.96926666667,6.37101503928,4.36566666667,4.12026666667,3.731,6.07863333333,4.9008,2.88086666666,5.389,7.90293333333
417.94,3.97386666667,6.36013984288,4.37553333333,4.1296,3.744,6.08363333333,4.92693333333,2.8844,5.40693333334,7.9114
418.29,3.9957,6.35807295174,4.38946666666,4.15506666667,3.76896666667,6.0992,4.96493333333,2.9212,5.44086666667,7.9226
418.65,3.99513333333,6.34567384961,4.39473333333,4.1462,3.7631,6.09973333333,4.9624,2.91233333333,5.4528,7.91606666667
419.01,3.98806666667,6.30111402918,4.38746666667,4.14426666667,3.754,6.0845,4.9844,2.9176,5.46146666667,7.91893333333
419.37,3.94343333334,6.25575892256,4.35273333333,4.0962,3.70703333333,6.0632,4.95646666667,2.8794,5.43233333333,7.87246666667
419.73,3.93653333333,6.23658967452,4.3474,4.0894,3.698,6.05256666667,4.93966666667,2.86386666667,5.42926666667,7.87206666667
420.08,3.92283333333,6.21045274972,4.3614,4.07706666667,3.6912,6.02436666667,4.95053333333,2.86566666667,5.4274,7.8656
420.44,3.8888,6.15595151515,4.34986666667,4.0584,3.6645,5.9975,4.93166666667,2.83346666667,5.38873333333,7.82033333333
420.80,3.87133333333,6.12568978676,4.35626666667,4.04906666667,3.65216666667,5.98866666667,4.91913333333,2.82493333333,5.3788,7.80746666667
421.16,3.86526666667,6.10001818182,4.3576,4.04226666667,3.647,5.98656666667,4.91393333333,2.8138,5.37686666667,7.78806666667
421.51,3.8313,6.04435667789,4.32973333333,4.00213333333,3.63333333333,5.9479,4.891,2.78553333333,5.35753333333,7.76046666667
421.87,3.8293,6.01111425365,4.32786666667,3.98606666667,3.61546666667,5.93716666667,4.8742,2.76733333333,5.35213333333,7.73393333333
422.23,3.806,5.96607138047,4.3028,3.95673333333,3.57983333333,5.91813333333,4.8536,2.7396,5.3398,7.70806666667
422.58,3.7756,5.92501212121,4.2712,3.9248,3.5493,5.88843333333,4.83473333333,2.7284,5.3202,7.6848
422.94,3.80303333333,5.92614074074,4.29366666667,3.94846666667,3.57906666667,5.91693333333,4.8532,2.75086666667,5.348,7.69826666667
423.30,3.80426666667,5.90987744108,4.29226666667,3.9576,3.59226666667,5.91196666667,4.8454,2.74553333333,5.36833333333,7.70506666667
423.66,3.79576666667,5.88278608305,4.28206666666,3.9482,3.57626666667,5.9077,4.84646666667,2.73766666667,5.3758,7.704
424.01,3.8049,5.86497687991,4.27646666667,3.94533333333,3.5826,5.91826666667,4.84093333333,2.7332,5.39006666667,7.7128
424.37,3.817,5.85841167228,4.28373333333,3.94846666667,3.5966,5.93363333333,4.83766666667,2.742,5.41726666667,7.72153333333
424.73,3.8214,5.84420538721,4.27286666667,3.93706666667,3.60023333333,5.92613333333,4.8546,2.74766666667,5.43313333333,7.71806666667
425.08,3.8507,5.86129135802,4.294,3.95513333333,3.6251,5.94533333333,4.8754,2.77493333333,5.46246666667,7.755
425.44,3.85013333333,5.85246531987,4.28886666667,3.95313333333,3.62913333333,5.94373333333,4.8766,2.7698,5.477,7.7566
425.80,3.8588,5.85930415264,4.29526666667,3.97366666667,3.65963333333,5.95793333333,4.89893333333,2.791,5.5076,7.77073333333
426.16,3.86536666667,5.85655667789,4.3178,3.98626666667,3.6821,5.95476666667,4.9126,2.814,5.51746666667,7.78586666667
426.51,3.9045,5.87316184063,4.35846666667,4.0226,3.73173333333,5.98753333333,4.9556,2.83926666667,5.567,7.7998
426.87,3.87246666667,5.85305858586,4.3318,3.9792,3.7078,5.95123333333,4.93213333333,2.8052,5.5614,7.77646666667
427.23,3.88856666667,5.856,4.35933333333,3.99433333333,3.73103333333,5.95653333333,4.95166666667,2.83546666666,5.5824,7.7922
427.58,3.8839,5.83594298541,4.35733333333,3.99286666667,3.73886666667,5.93236666667,4.94073333333,2.8274,5.59653333334,7.7852
427.94,3.89753333333,5.84330998878,4.38466666667,3.99773333333,3.76466666667,5.9349,4.96753333333,2.84493333333,5.6272,7.79666666667
428.30,3.94963333333,5.89338900112,4.4334,4.0438,3.8255,5.9857,5.02726666667,2.90033333333,5.69686666667,7.8408
428.65,4.01206666666,5.96058945006,4.50326666667,4.1014,3.88846666667,6.03126666667,5.07546666666,2.94793333333,5.76766666667,7.89533333333
429.01,4.0193,5.96533916947,4.52506666666,4.11866666667,3.90403333333,6.049,5.10006666667,2.9638,5.7904,7.9126
429.37,4.1059,6.04180471381,4.61053333333,4.18353333333,3.9771,6.1263,5.17993333333,3.047,5.8684,7.99273333333
429.72,4.1278,6.07049584736,4.655,4.20873333333,4.0067,6.16726666667,5.22073333333,3.0834,5.92646666667,8.0426
430.08,4.14863333333,6.0923667789,4.68713333333,4.2338,4.0503,6.20653333333,5.24246666667,3.0918,5.97793333333,8.0796
430.44,4.14233333333,6.09877261504,4.6986,4.2458,4.04213333333,6.21453333333,5.24966666667,3.09173333333,5.99746666667,8.1044
430.79,4.1706,6.13606891134,4.74186666667,4.2932,4.06236666667,6.24433333333,5.29926666667,3.13433333334,6.03166666667,8.1292
431.15,4.18603333333,6.13854792368,4.74126666667,4.29593333333,4.0619,6.2566,5.3194,3.1454,6.05966666667,8.13453333333
431.50,4.19233333333,6.16400785634,4.7848,4.30853333333,4.0738,6.2971,5.32946666667,3.15873333333,6.0788,8.12733333333
431.86,4.1701,6.15505050505,4.7788,4.29866666667,4.05203333333,6.29276666667,5.30033333333,3.1396,6.07593333333,8.10646666667
432.22,4.11593333333,6.10537822671,4.75433333333,4.24706666667,3.97633333333,6.24103333333,5.23446666667,3.08273333333,6.026,8.05066666667
432.57,4.0995,6.09439438833,4.7414,4.25046666667,3.96586666667,6.2305,5.223,3.07986666667,6.0098,8.04326666667
432.93,4.0886,6.08127968575,4.73846666667,4.21933333333,3.9436,6.2076,5.20006666667,3.06526666667,6.01006666667,7.99786666667
433.29,4.04906666667,6.03705342312,4.69566666667,4.17746666667,3.89726666667,6.156,5.15786666667,3.02086666667,5.96633333334,7.9368
433.64,4.0306,6.02785140292,4.6852,4.16986666667,3.88006666667,6.13956666667,5.12593333333,2.99726666667,5.9486,7.9132
434.00,4.04246666667,6.05080763187,4.70786666666,4.1834,3.89226666667,6.16663333333,5.14166666667,3.011,5.9686,7.9004
434.35,4.04483333333,6.05018518519,4.71653333333,4.1714,3.88973333333,6.15903333333,5.1326,3.00553333333,5.97086666667,7.8758
434.71,4.04153333333,6.04921414141,4.7152,4.16353333333,3.89163333333,6.15273333333,5.10606666667,2.9858,5.9832,7.86426666667
435.07,4.013,6.03125050505,4.70553333333,4.13966666667,3.86483333333,6.1204,5.08653333333,2.95686666667,5.97333333333,7.83626666666
435.42,4.0365,6.06622446689,4.73653333333,4.15273333333,3.89866666667,6.1229,5.1084,2.97826666667,6.00226666667,7.8514
435.78,4.03236666667,6.07654769921,4.74193333333,4.15226666667,3.89263333333,6.10383333333,5.10986666667,2.97253333333,6.0026,7.84646666667
436.13,4.08376666667,6.146667789,4.79546666667,4.2132,3.9608,6.1561,5.17426666667,3.02526666667,6.05673333333,7.90273333333
436.49,4.09156666667,6.1536996633,4.8154,4.22466666667,3.95886666667,6.16313333333,5.17686666667,3.03006666667,6.08346666667,7.8998
436.84,4.08036666667,6.17765521886,4.82053333333,4.24433333333,3.9773,6.1577,5.17566666667,3.01613333333,6.08733333333,7.90653333333
437.20,4.109,6.23080942761,4.87313333333,4.2888,4.01356666667,6.20326666667,5.2096,3.05973333333,6.14333333333,7.95753333333
