wavelength,Back_NemPilm,Belly_NemPilm,Breast_NemPilm,Crissum_NemPilm,Crown_NemPilm,DorTail_NemPilm,Patch10_NemPilm,Rump_NemPilm,Throat_NemPilm,WingTip_NemPilm
187.15,8.81726666665,23.2257333333,26.3082666667,-19.9284,-8.24380000001,-4.30106666666,8.10033333332,26.3084,15.8422,17.7778666667
187.53,2.28066666668,18.2456666667,20.0000666666,-36.4912,-25.9649333333,-20.2632666667,-7.98253333331,18.5088,3.59653333333,13.1578666667
187.91,2.79286666666,14.8648,17.7476,-37.6577333333,-28.2882666667,-26.2162666667,-10.3604,18.4684,0.630599999994,8.82873333334
188.29,4.3192,23.8498,15.7747333333,-37.371,-27.1362,-26.2911333333,-4.13133333332,21.5961333333,3.66186666668,9.20193333333
188.67,-31.8787333333,-8.96966666668,-12.9698,-84.4848666667,-78.9091333334,-77.6968666666,-44.6060666667,-16.6061333333,-38.0605333334,-28.6060666667
189.05,-64.4444666667,-27.2222666667,-45.5556000001,-146.4814,-133.888866667,-128.703733333,-79.2595333335,-50.9259333333,-72.5926000001,-57.7777333333
189.43,-148.461533333,-95.8974666665,-124.871866667,-238.205133333,-229.487333333,-224.359,-156.923133334,-130.5128,-147.6922,-135.128133333
189.81,-145.5556,-66.3888666666,-111.666666667,-224.444466667,-224.166733333,-233.3334,-151.944466667,-120.5556,-139.999933333,-126.9444
190.19,-195.1852,-109.2592,-158.518533333,-311.851866667,-302.963066667,-307.036866667,-210.3704,-168.518533333,-183.333333333,-173.7036
190.57,-184.444533333,-107.9364,-153.3332,-276.8254,-252.380866667,-283.8094,-191.111133334,-167.301466667,-187.3016,-157.143
190.95,-513.333466666,-341.481466667,-454.8148,-724.444466667,-677.777866667,-739.259333334,-501.481466667,-482.963,-537.777733333,-454.8148
191.33,1906.6666,1555.55553333,1913.33326667,2562.22226667,2453.33333333,2799.99993333,1942.2222,2033.33346666,2044.44453333,1724.44453333
191.71,523.888733334,443.888866667,545.0,670.555666667,623.3334,769.999933333,527.777666667,549.444466667,544.999933333,498.3334
192.09,-1005.33333333,-786.666666667,-1017.33333333,-1338.66666667,-1229.33333333,-1574.66666667,-1013.33333333,-1058.66666667,-984.0,-998.666666667
192.47,-718.333333333,-594.166666667,-700.833333333,-919.166666667,-793.333333333,-1072.5,-757.5,-730.833333333,-698.333333333,-684.166666667
192.85,-489.697,-374.5454,-472.1212,-614.545466667,-519.394066667,-726.060666667,-520.000066667,-449.697,-476.3636,-449.696933333
193.23,-481.666733333,-357.2222,-453.333266667,-560.0,-499.999933333,-666.111066667,-507.2222,-392.222266667,-422.7778,-397.777866667
193.61,-6226.66666667,-4540.0,-5926.66666667,-7206.66666666,-6426.66666667,-8793.33333333,-6426.66666667,-4820.0,-5660.0,-5340.0
193.99,477.435933333,377.435933333,454.359,572.820466667,506.666733333,663.076933333,479.999933333,381.538533333,450.256466667,427.692266667
194.37,-805.714266667,-637.142866667,-800.9524,-939.047599999,-897.142800001,-1149.5238,-856.190533331,-602.8572,-810.476066667,-744.761866666
194.75,345.2632,306.666733333,350.8772,423.8596,394.035,469.4738,383.157933333,277.192933333,345.263266667,323.859666667
195.13,313.3334,300.5796,348.4058,384.927466667,367.2464,426.6666,367.8262,272.753666666,331.014466667,320.8696
195.51,334.666666667,276.666666666,330.0,360.0,360.0,419.333333333,367.0,219.333333333,308.666666667,313.666666667
195.89,6706.66666667,4873.33333334,6000.0,6693.33333334,6593.33333334,7533.33333333,6740.00000001,4020.0,5706.66666667,5840.0
196.27,470.0,360.416666667,430.833333333,451.666666667,441.666666667,487.916666667,475.0,305.0,420.833333333,385.833333333
196.65,440.0,339.583333333,430.833333333,432.083333333,438.333333333,432.916666667,436.666666667,281.25,405.833333333,350.416666667
197.03,893.333333333,748.333333333,910.833333334,870.000000001,889.999999999,900.0,856.666666666,605.833333333,797.5,777.5
197.40,521.538533333,491.794933333,573.333533333,566.1538,514.8718,561.0258,553.333333333,402.564133333,492.820466666,554.358866667
197.78,-2184.4444,-1937.7778,-2493.3334,-2248.88893333,-2086.66666667,-2171.11113333,-2346.66673333,-1575.55546667,-1891.11106667,-2284.44446666
198.16,-675.151466667,-591.515133334,-763.0304,-686.0606,-621.212066666,-662.424133333,-737.575733333,-518.788,-579.393933333,-667.2728
198.54,681.111133333,548.888866667,724.999933333,679.444533333,588.888933333,638.888866667,698.888866666,513.333266667,539.444533333,620.555466666
198.92,-200.0,-127.555666667,-207.333333333,-171.5556,-156.0,-166.000066667,-193.3334,-121.7778,-123.111,-171.3334
199.30,-100.972333333,-42.7778,-93.1945333334,-76.1112666666,-59.4445333333,-70.4165333334,-94.8611333333,-45.5556,-47.3611999999,-76.8053999999
199.68,-180.000066667,-103.010866667,-187.526933333,-163.225866667,-135.2688,-141.720533333,-183.441,-115.698866667,-133.3334,-160.645066667
200.06,-394.666666667,-260.444466667,-441.3334,-344.444466667,-304.000066667,-315.999933333,-386.2222,-258.666666667,-284.889,-373.777666667
200.44,-493.333266667,-320.0,-554.761733333,-438.5714,-408.095266667,-415.2382,-485.238066667,-344.762,-388.5714,-476.666533333
200.82,-1202.22213333,-915.555466668,-1311.11106667,-1011.11113333,-989.999999998,-1094.44446667,-1208.88893333,-916.666733333,-928.888866669,-1232.22213333
201.19,-6786.66666667,-4773.33333333,-7219.99999999,-5453.33333334,-5633.33333333,-5766.66666667,-6906.66666666,-5053.33333334,-5380.0,-6733.33333333
201.57,-278.260933333,-184.637666667,-279.130533333,-198.261,-233.6232,-233.6232,-268.695666667,-204.927533333,-228.115933333,-270.144866667
201.95,-149.090933333,-94.3434666666,-135.3536,-86.4645333334,-112.121266667,-112.525133334,-138.383866667,-104.0404,-119.394,-138.383866667
202.33,-155.913933333,-98.7097333333,-149.462266667,-73.5484,-111.827933333,-107.096866667,-149.032266667,-96.9892,-122.150533333,-152.473
202.71,-272.666666667,-189.0,-269.666666667,-148.666666667,-195.666666667,-202.666666667,-266.666666667,-191.0,-250.666666667,-288.333333333
203.09,6259.99999999,4780.0,6746.66666667,4013.33333333,5020.0,5033.33333333,6286.66666667,4913.33333333,6773.33333333,7013.33333333
203.47,278.6206,232.183866667,301.609266667,201.609266666,250.8046,250.574666667,274.252866667,237.930866667,305.057466667,304.367933334
203.85,-826.6666,-630.476266667,-906.666733333,-484.761933334,-629.523666666,-715.237999999,-879.047533333,-725.714333334,-936.190466666,-972.380933333
204.22,-1188.33333333,-981.666666666,-1388.33333333,-680.000000001,-988.333333332,-1111.66666667,-1458.33333333,-1141.66666666,-1550.0,-1475.0
204.60,-201.777866667,-199.111133333,-257.777666667,-82.2221999999,-166.222133333,-190.2222,-289.333333334,-215.555533333,-327.110933333,-300.000066667
204.98,-272.592666667,-229.6296,-382.222266667,-79.2593333333,-207.4074,-234.8148,-450.370466667,-296.296333333,-537.037133333,-434.814866667
205.36,-488.333333334,-345.0,-753.333333333,86.6666666667,-286.666666667,-378.333333333,-844.999999999,-515.000000001,-1106.66666667,-890.000000001
205.74,175.238066667,121.9048,270.0,7.14286666673,99.9999333334,130.952466667,264.2856,150.476066667,320.952333333,246.666666667
206.12,118.958333333,100.208333333,163.958333333,47.7083333333,91.25,97.0833333333,163.958333333,112.708333333,196.041666667,157.5
206.50,104.444466667,76.7903333334,154.8148,20.9877999999,83.9506,80.9876000001,147.901333333,125.679,191.358133333,149.1358
206.87,257.037,183.7036,364.4444,-13.3333333333,225.925866667,199.259333333,405.185066667,339.259333333,493.333333333,380.740666667
207.25,-29.9999999999,-12.3809999999,-93.3333333333,132.381,6.6666666668,-4.2857333332,-143.333266667,-98.0953333332,-166.1904,-109.047733333
207.63,44.0740666667,45.3704,16.6666,102.222333333,66.4815333333,58.7036666666,-6.85193333332,16.6666666667,-5.92600000006,-0.37040000002
208.01,67.7778666665,68.5185333333,39.2591333333,225.555533333,109.6296,133.703733333,13.7037333333,47.0370666667,-12.5926,3.3334
208.39,35.0000000001,69.1666666667,9.16666666674,420.833333333,185.833333333,240.833333333,-54.1666666668,-7.50000000006,-142.5,-92.5
208.77,-63.3333333335,266.666666667,-236.666666667,1640.0,753.333333335,846.666666667,-209.999999999,-233.333333333,-363.333333331,-589.999999999
209.14,12.7777333335,92.7779333333,41.6666000001,336.6666,187.777666667,196.666666667,50.0000666667,6.11093333326,6.66680000014,-32.2221333333
209.52,-12.2222666666,18.6111333333,0.27773333326,134.166666667,73.8888666668,58.6111333334,4.99993333334,-43.0556000001,-8.6110666666,-20.2777333332
209.90,40.3333333333,62.6666666667,53.6666666666,210.333333333,139.0,101.333333333,56.3333333334,-25.3333333333,23.3333333332,2.66666666666
210.28,126.666666667,146.0,130.333333333,274.666666667,207.666666667,161.0,133.0,14.6666666667,113.333333333,61.6666666668
210.66,120.000133333,108.5714,132.857133333,314.285733333,240.952333333,169.047733333,129.047666667,-6.66673333334,65.7142,26.1905333333
211.03,90.5264000001,82.456,101.7544,251.228066667,195.0878,145.964866667,99.6490666666,-9.82453333334,76.8421333334,31.5788666665
211.41,13.3333333334,-70.0000000006,-353.333333332,-1593.33333333,-1030.0,-583.333333334,-203.333333333,829.999999999,126.666666669,540.0
211.79,111.666666667,89.1666666667,-12.4999999999,-351.666666667,-150.0,-55.0,14.9999999999,327.5,124.166666667,198.333333333
212.17,177.333333333,164.666666667,91.333333333,-106.666666667,-3.33333333346,94.6666666667,117.333333333,364.666666667,193.333333333,280.666666667
212.55,172.5926,164.4444,114.444533333,10.7408000001,81.4814,130.370266667,136.296333333,277.777866667,177.407466667,232.222266667
212.92,177.5,166.25,78.3333333334,-14.1666666668,70.4166666665,117.5,108.333333333,258.75,164.583333333,220.833333333
213.30,116.216266666,115.495533333,70.6306666667,41.0811333333,78.018,99.6395333334,91.892,152.2522,112.252066667,144.144066667
213.68,88.5965333333,95.0877333334,53.1579333333,25.2630666667,60.5262666667,66.842,64.3859999999,116.666533333,89.2981333333,134.210533333
214.06,141.1112,131.111066667,90.1851333333,68.8888666667,114.074,100.0,100.925933333,164.259333333,127.963,172.407466667
214.44,300.0,281.777666666,184.444533333,159.999933333,244.888933333,231.999933333,209.777866667,323.555533334,292.889,369.777733333
214.81,313.809466667,272.857133333,172.381,136.190466667,253.3332,227.142933333,219.047733333,320.0,289.047533333,376.190533334
215.19,179.722266667,152.7778,88.0554666667,83.8890000001,136.944333334,130.555533333,99.1665999999,169.722333333,169.444533333,214.444466667
215.57,260.3704,220.370266667,128.5184,105.555466667,200.370266667,169.6296,132.963,251.4814,219.6296,293.333466667
215.95,232.941266667,196.8628,87.0588000001,77.6471333333,189.019733333,149.4118,98.0392000001,210.980333333,192.549,273.725466667
216.32,438.333333334,380.833333333,135.0,115.833333334,381.666666666,267.5,170.0,440.0,371.666666666,530.833333333
216.70,-121.333333333,-67.3333333335,124.666666667,111.333333333,-99.3333333333,-16.6666666665,150.666666667,-125.333333333,-77.3333333333,-168.666666667
217.08,-70.6665333333,-50.6667333334,80.0,87.5555333333,-90.2224000001,-2.22220000006,100.888933333,-83.1109333333,-82.2222000001,-93.3333333333
217.46,-112.3076,-72.8205999998,36.9232000001,63.5896666666,-138.974333333,-22.0512666667,96.4102666665,-102.5642,-139.487066667,-126.666733333
217.83,-2800.0,-1833.33333333,-306.666666668,-366.666666666,-2426.66666667,-966.666666665,53.3333333333,-2326.66666667,-2913.33333333,-2073.33333333
218.21,229.166666667,127.5,-72.5,-56.6666666666,145.0,34.9999999999,-80.0000000001,184.166666667,324.166666666,177.5
218.59,114.8148,87.0370666667,-27.7777999999,-42.2222666667,80.7406666667,13.3332,-7.77779999994,98.8889333334,152.592533333,100.3704
218.97,50.3225999999,37.4193333333,-32.6881333334,-24.0860666667,32.2579333333,-6.66679999999,-26.2364666667,46.0216,67.7420000001,53.7634
219.34,32.0833333332,17.0833333333,-110.833333333,-96.2499999999,30.0,-64.5833333333,-69.5833333333,39.1666666665,88.75,61.25
219.72,20.3510666666,4.91233333348,-78.9473333333,-64.2104666667,43.1578666667,-34.0350666667,-66.3158666666,46.6666666667,93.3332000001,71.9297333333
220.10,-8.66666666674,-47.3333333333,-199.333333333,-164.0,12.0000000001,-117.333333333,-174.0,62.6666666667,134.666666667,70.0
220.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220.85,39.4444666667,117.222266667,189.444466667,198.8888,54.9999333334,157.7778,150.555533333,47.7778000001,-46.6666666666,-35.0000666667
221.23,154.4444,280.0,434.4444,385.5556,145.555533334,315.555666667,214.4444,81.1110666668,-72.2223333334,-86.6667333333
221.61,96.8518,101.851866667,144.629533333,123.333333333,88.7037333334,115.0,105.7406,57.9629999999,48.7037333333,51.2964000001
221.98,98.8035999999,96.0683333334,131.794866667,117.948866667,82.7350000001,99.9999999999,102.222133333,49.5726,53.8462,36.2393999999
222.36,60.6060666667,62.4243333333,90.5454000001,78.0606,48.6059333334,64.4847333333,71.9999333332,36.7272666666,41.2121333333,24.1213333333
222.74,50.5820666666,51.6402,75.7671333333,71.217,43.7036666666,54.4972666667,73.2275999999,35.3438,41.0582666667,24.6562
223.11,49.1452666667,51.453,67.0940666667,64.7864666667,42.5641333333,47.3504,69.7436666667,34.3588666667,48.547,28.2052
223.49,54.9772666667,54.4292,77.4429333333,71.5982,48.3106,49.2238666667,78.9039999999,36.1643333333,54.7031333333,32.6028
223.87,63.5136,59.5494666667,84.6847333335,81.8919333333,59.3694666667,57.1172,84.8649333334,46.5765333333,61.3514666667,42.0722
224.24,58.1060666667,53.1818666667,77.5757333333,71.4394,53.8636666667,54.5454666667,75.303,46.7424666667,56.5908666667,41.2878666667
224.62,64.2222,58.7407333333,86.0739333333,72.2964,60.9629333333,60.5928666666,81.8518666667,51.1111333333,60.1482666667,47.3332
225.00,62.7705333333,48.4849333333,87.7922666666,71.0821333333,52.4675333334,55.8440666667,82.6838666666,42.684,62.6840666667,41.2986666667
225.38,52.9671333333,43.0768,73.6263999999,58.2418666667,43.5897333333,43.5164666667,76.3371333333,36.5567333333,56.1173333333,33.6264
225.75,39.5513333334,33.0126666667,55.6409333333,46.6026666667,28.9742666667,29.7436666666,57.6281333333,28.2052,43.2691333333,17.9488
226.13,40.7673333333,34.4844,54.3885333334,47.1942,30.6954,32.1822,54.8201333333,34.1966666667,42.7337333333,27.0024666667
226.51,42.1296666667,32.8704666667,50.6943333333,46.0648666667,32.1296,32.5,52.3612,34.2592666667,42.2222666666,26.0648
226.88,37.9874,34.3815333333,48.6372666667,40.3773333333,28.2179333333,30.566,47.7148,30.566,37.8198,25.5766
227.26,38.1104666667,33.6898666667,47.8788,40.7843333333,29.3048666667,33.6541333333,43.4223333333,31.9785333333,33.583,26.4528
227.64,29.8816,25.4146666667,37.3605333333,29.1032666667,18.7816666667,26.0913333333,35.2961333333,23.6886666667,24.1625333333,17.5634666667
228.01,28.1481333333,24.9030666667,37.3192,26.7724666667,16.2611333333,25.0792,34.2504,23.3156,23.2097333333,16.7196
228.39,24.5656,21.0505333333,35.596,20.6868,8.4848,18.6667333333,30.7879333334,18.3028666667,21.0506,10.182
228.76,29.3785333333,26.516,38.1545333333,28.1731333333,16.1581333333,25.3859333333,36.2335333333,25.0846666667,26.2147333333,18.7194
229.14,33.3980666667,33.6569333333,39.6116666667,31.9418,22.2006,31.1974,40.6795333333,29.4822666667,29.7411333333,22.4918
229.52,30.9428,32.2894666667,37.5084,30.7408,21.9864666667,31.0438,40.0336,28.4176,27.6768666667,23.5015333333
229.89,28.2522666667,31.2432,37.6215333333,29.4776,20.1081333333,31.0630666667,40.6486,28.2162,26.162,23.9639333333
230.27,22.9541333333,24.8702666667,32.8542666667,22.8743333333,13.533,25.5489333333,34.1715333333,23.0338666667,18.1237333334,16.2076
230.65,29.1164,31.3654,42.7711333333,29.6386,17.4298,29.8795333333,40.1607333333,27.9116,23.9357333333,22.4498666667
231.02,30.9015333333,30.9014666667,42.977,29.0984666667,18.2392,29.2663333333,39.4130666667,29.8534,23.9832,19.9582
231.40,24.3026,25.0119333333,38.0142,22.3168666667,12.1040666666,22.4586,36.3592666667,25.1063333333,17.3522,12.3404666666
231.78,30.8277333333,32.7516666667,42.5950666667,31.1857333333,21.3870666667,29.0382,39.5078,33.1990666667,25.0558666667,18.7918
232.15,24.4719333333,28.3644666667,37.5569333333,25.6728666667,17.8881333333,23.8508666667,36.3147333333,29.6066666667,19.9586,12.9607333333
232.53,24.4054666667,27.3684666667,33.8010666667,28.3041333333,18.8693333333,27.4074,36.5692,29.7466,19.4932,15.3994666667
232.90,14.0079333333,18.4524,24.6428,18.4920666667,6.78573333334,15.9524,24.9206,22.5396666667,10.2778,3.41266666667
233.28,5.73960000001,8.16779999999,20.0440666667,11.5673333334,-3.62039999999,9.71299999999,16.9537333333,17.2628,2.031,-3.53199999999
233.66,11.0848,11.6766,25.1280666667,16.2131333333,1.26239999999,15.4636,19.0927333334,21.1438666667,7.14000000001,-0.907266666661
234.03,16.175,13.7704,25.9744666667,17.3406,5.31880000001,17.3406,21.0565333333,23.0966666667,12.1311333333,1.27500000001
234.41,19.6716,19.9014,30.4104666667,21.248,9.2282,22.069,27.3234,26.798,19.4746,8.67
234.78,18.8472666667,19.3768666667,27.3519333333,21.8069333334,9.59500000001,21.7445333333,27.6324666666,29.0343333333,19.0965333333,10.0622666667
235.16,18.1958666667,18.6850666667,25.6879333333,19.5106666667,7.88993333334,20.7951333333,26.0856,27.7371333333,17.1866666667,8.86853333333
235.54,17.7054,17.7673333333,26.0774,19.4418,4.217,20.4650666666,25.1162,27.2248,16.8061333333,7.93806666667
235.91,14.0475333333,14.8297333333,23.2312,14.8979333333,-1.29246666666,17.7211333333,23.7415333333,25.4081333333,13.3332666667,4.72793333332
236.29,16.8823333333,13.4328,23.2172666667,14.4941333333,-2.02319999999,17.5455333333,20.2654,24.378,14.7926,7.69493333332
236.66,11.4329333333,9.3768,19.0655333333,10.4048666667,-5.23366666667,12.461,16.6978666667,19.595,10.0312,2.86606666667
237.04,6.86373333333,3.48120000001,15.5336666667,3.90800000001,-10.3777333333,6.76526666665,11.1658,14.1214,4.03940000001,-2.10166666667
237.41,13.4529333333,8.251,18.0269333333,8.63979999999,-2.57093333333,11.5696,16.6816666667,19.0133333333,8.31080000003,4.18533333333
237.79,10.7219333334,6.23653333334,14.6851333333,5.37646666665,-5.31486666667,7.43473333333,12.6882666667,17.8802,5.16133333335,1.99686666667
238.17,7.11533333333,4.29493333333,12.5001333333,1.82706666667,-9.93586666666,5.96153333333,8.65379999999,16.5386,0.160266666666,1.12186666667
238.54,1.13993333334,-5.83766666667,2.79793333334,-7.39213333333,-17.2021333333,-3.35060000001,-1.72719999999,8.53193333333,-11.3298,-7.97933333334
238.92,-4.6208,-13.2979333333,-4.05639999999,-14.7091333333,-25.9612,-8.85360000001,-10.4409333333,-0.247000000001,-19.8941333333,-16.5079333333
239.29,-4.974,-13.6442666667,-1.48520000001,-11.8136,-24.0068,-5.69953333334,-8.01380000001,0.759866666665,-18.411,-14.1279333333
239.67,0.316200000007,-5.86206666669,1.0632,-7.29893333333,-15.4022666667,-1.12066666667,-3.47706666667,3.76426666667,-11.2068,-6.52306666669
240.04,1.06073333333,-5.53033333332,2.07060000001,-3.48486666667,-12.6514666667,0.530399999992,-1.1616,4.697,-9.82319999999,-3.73740000002
240.42,3.68613333333,-0.79633333332,3.91359999999,1.2286,-6.75766666666,6.09773333332,2.8896,8.71433333335,-5.6656,0.636999999998
240.79,10.7272,5.65653333333,8.98980000001,6.88886666665,0.525333333334,11.3738666667,7.71720000001,14.3233333333,1.01006666667,6.96973333333
241.17,11.0120666667,7.26086666668,8.69073333333,8.48659999999,0.501333333333,12.6463333333,9.97199999999,14.8002666667,2.4698,8.22666666667
241.54,6.77300000001,3.28006666666,5.31926666667,6.09926666667,-3.5284,8.9716,4.91133333333,10.5852,-1.2234,4.23766666667
241.92,6.20786666667,2.60446666667,3.76746666667,6.09333333333,-3.91486666667,8.55046666667,4.71746666666,8.73053333334,-1.70353333333,3.9968
242.29,6.66660000001,2.67913333333,4.29906666667,7.2118,-3.45793333333,9.84426666667,5.46733333333,8.70713333333,-1.26160000001,4.34573333333
242.67,8.92760000001,6.57906666666,8.35886666668,11.7870666667,-0.291733333335,13.3479333333,8.6944,11.6994,2.29033333333,7.62946666666
243.05,8.98193333333,6.38786666667,8.25653333334,11.4923333333,-0.3068,13.152,7.67079999999,11.1438,3.04046666666,8.38213333333
243.42,8.61613333333,5.37140000001,7.22560000001,10.5656666667,-1.10426666667,12.1744,6.09413333333,9.92493333333,2.01780000001,7.78453333334
243.80,7.76653333334,4.03253333333,6.23226666666,10.4277333333,-2.2132,11.2968,5.09166666666,9.51793333333,0.868999999998,7.38626666667
244.17,7.50820000001,2.83233333334,5.42406666668,9.57906666666,-2.36473333333,10.4476,3.50033333333,7.49500000001,0.708199999999,6.07879999999
244.55,7.97693333334,2.51766666667,5.85746666666,9.42840000001,-2.82593333333,9.73653333333,3.91773333333,7.51439999999,0.924933333333,5.65186666667
244.92,5.5514,0.288199999998,3.99746666666,6.86713333333,-5.23806666667,8.07013333333,2.1176,5.47613333333,-1.72926666667,4.22300000001
245.30,4.50673333333,-1.55293333333,2.32346666667,5.59260000001,-6.30473333333,6.45646666666,0.560400000002,3.561,-3.05893333333,3.26913333333
245.67,7.06686666667,1.21113333333,4.62339999999,7.41446666667,-2.76973333333,9.05733333333,3.4334,5.95046666667,0.126333333334,6.36126666667
246.05,9.51273333335,3.30926666667,6.7052,8.86646666665,-0.704333333334,11.1722,5.19053333333,7.94980000001,2.06466666667,8.73133333333
246.42,9.61,3.62593333333,6.17900000001,8.70560000001,0.274866666666,11.1348,5.5142,7.89013333333,2.9078,9.12233333333
246.79,8.77326666668,2.58886666667,4.91533333335,7.13193333333,-1.31146666667,10.1776666667,4.40786666667,7.20806666667,1.71753333333,8.25713333333
247.17,7.365,1.3236,4.06006666667,5.9928,-2.3712,9.11093333334,3.91393333333,6.23633333333,0.365333333334,6.78026666667
247.54,7.64146666666,1.72166666667,4.09586666666,6.18713333333,-1.56453333334,9.5204,4.44166666667,6.92606666666,0.8334,7.29553333335
247.92,8.05260000001,1.95893333333,4.42133333333,6.72086666667,-0.480000000001,9.97286666666,5.00993333333,6.79826666667,1.16133333333,7.3016
248.29,7.02653333334,1.5102,3.46626666667,5.9624,-1.66673333333,9.39746666666,4.64013333333,6.49446666667,0.273933333335,6.55713333333
248.67,6.4328,1.10446666667,2.112,5.12693333333,-2.93426666667,9.11726666666,3.78886666667,5.36873333333,-0.661,5.40906666667
249.04,4.81666666667,-0.520000000001,0.187666666668,3.80206666667,-5.24286666667,7.29739999999,1.90113333333,3.85333333333,-2.3786,2.95813333334
249.42,4.87506666667,-0.673000000002,0.1182,3.52893333333,-5.10233333333,7.63979999999,1.67353333334,3.65633333333,-2.69206666667,2.11006666667
249.79,3.933,-1.82893333333,-1.17999999999,2.89073333334,-6.78473333333,6.70593333333,0.766933333334,2.94006666667,-4.21833333333,0.9144
250.17,0.475333333332,-4.12746666667,-4.27873333334,0.626866666667,-9.61640000001,4.33266666666,-1.83673333333,0.453800000001,-6.2886,-1.73973333333
250.54,0.3672,-4.45213333334,-3.75226666667,0.8148,-10.0632666667,3.90126666667,-2.467,0.837600000002,-6.2766,-2.00813333333
250.92,0.3874,-4.28406666665,-3.23953333334,1.46706666667,-8.41553333333,4.01406666667,-1.56093333333,0.962533333334,-4.43673333333,-1.385
251.29,3.7676,-0.880200000006,-1.2206,4.61273333333,-4.58913333333,6.6548,1.385,3.26293333333,-1.33813333333,1.40846666667
251.66,3.40446666666,-0.972733333333,-1.49473333333,5.172,-5.30253333333,6.00246666667,1.39973333333,2.49106666667,-1.26926666666,1.2574
252.04,1.5062,-2.55573333333,-3.64199999999,2.8766,-7.5186,3.91360000001,-1.01226666667,1.3828,-2.60486666667,-0.913600000001
252.41,3.60233333333,-1.3884,-2.28893333333,4.50266666667,-5.47853333333,4.8156,-0.262600000001,2.7392,-1.15066666666,0.9132
252.79,0.788066666667,-4.48313333334,-3.90179999999,2.5324,-7.20926666667,1.88633333333,-2.48066666667,0.736533333332,-3.51433333334,-0.917333333334
253.16,2.13946666667,-3.00066666667,-2.46573333333,4.35746666667,-5.08806666667,3.3008,-1.33066666667,2.19173333333,-1.59153333333,0.743666666659
253.54,3.7266,-1.76666666667,-1.31526666667,5.41586666667,-3.57186666667,4.91299999999,0.064399999998,3.79113333333,0.025799999996,2.06313333333
253.91,3.56773333333,-0.364666666668,-0.403666666666,5.74226666667,-2.44813333333,5.13019999999,-0.377666666665,3.841,0.559933333328,2.38286666667
