wavelength,Back_IncPerf,Belly_IncPerf,Breast_IncPerf,Crissum_IncPerf,Crown_IncPerf,DorTail_IncPerf,Patch10_IncPerf,Patch11_IncPerf,Rump_IncPerf,Throat_IncPerf,WingTip_IncPerf
521.41,6.18766666667,23.8876666667,17.4596666667,15.7783333333,10.8153333333,6.24833333333,4.63566666667,22.822,8.61166666667,13.43,6.94766666667
521.75,6.18633333333,23.9086666667,17.472,15.8166666667,10.821,6.24066666667,4.62166666667,22.8145,8.62833333333,13.459,6.97033333333
522.10,6.187,23.9343333333,17.4936666667,15.8583333333,10.8596666667,6.27333333333,4.63366666667,22.818,8.65633333333,13.472,6.97066666667
522.45,6.19733333333,23.9913333333,17.5166666667,15.875,10.8623333333,6.27633333333,4.613,22.876,8.66766666667,13.482,6.97533333333
522.79,6.19833333333,24.0233333333,17.513,15.8853333333,10.89,6.30566666667,4.611,22.876,8.68966666667,13.4946666667,6.99233333333
523.14,6.21266666667,24.0443333333,17.5213333333,15.878,10.901,6.288,4.62033333333,22.854,8.704,13.4936666667,6.97033333333
523.48,6.20666666667,24.0366666667,17.565,15.871,10.9506666667,6.298,4.65333333333,22.871,8.739,13.5013333333,7.00333333333
523.83,6.22266666667,24.044,17.551,15.868,10.947,6.317,4.652,22.87,8.74966666667,13.4953333333,7.013
524.17,6.237,24.0666666667,17.591,15.87,10.9703333333,6.316,4.64933333333,22.891,8.764,13.5106666667,7.036
524.52,6.25866666667,24.0923333333,17.6146666667,15.8783333333,10.9666666667,6.309,4.63966666667,22.9245,8.77533333333,13.502,7.02166666667
524.87,6.25733333333,24.0963333333,17.6446666667,15.891,10.9526666667,6.31533333333,4.64,22.9535,8.77933333333,13.52,7.02133333333
525.21,6.28833333333,24.1063333333,17.6703333333,15.91,10.9483333333,6.32833333333,4.64566666667,22.9395,8.78866666667,13.512,7.03266666667
525.56,6.31033333333,24.148,17.7036666667,15.911,10.944,6.34466666667,4.646,22.9785,8.79666666667,13.5146666667,7.03533333333
525.90,6.32466666667,24.1703333333,17.7303333333,15.9073333333,10.927,6.32566666667,4.61,22.992,8.78433333333,13.511,7.03033333333
526.25,6.34133333333,24.2106666667,17.7673333333,15.9326666667,10.934,6.335,4.61433333333,22.985,8.786,13.5416666667,7.05966666667
526.59,6.35633333333,24.2676666667,17.8196666667,15.9863333333,10.945,6.33933333333,4.61566666667,23.0465,8.78266666667,13.5623333333,7.06733333333
526.94,6.374,24.327,17.8756666667,16.021,10.9423333333,6.348,4.606,23.146,8.792,13.61,7.08033333333
527.28,6.38566666667,24.3923333333,17.922,16.0596666667,10.938,6.35366666667,4.59066666667,23.211,8.8,13.644,7.076
527.63,6.39166666667,24.4266666667,17.9703333333,16.0843333333,10.9353333333,6.346,4.585,23.245,8.79966666667,13.6673333333,7.07566666667
527.97,6.38433333333,24.4643333333,17.9906666667,16.1046666667,10.943,6.34866666667,4.57466666667,23.296,8.80533333333,13.6823333333,7.08166666667
528.32,6.389,24.478,18.004,16.115,10.9463333333,6.34366666667,4.566,23.3025,8.80133333333,13.6803333333,7.07933333333
528.66,6.39566666667,24.4846666667,18.0206666667,16.1053333333,10.951,6.342,4.56666666667,23.3085,8.806,13.675,7.08733333333
529.01,6.409,24.5116666667,18.0456666667,16.1136666667,10.9683333333,6.34533333333,4.56533333333,23.3435,8.80466666667,13.6813333333,7.095
529.35,6.421,24.5393333333,18.0616666667,16.1296666667,10.9836666667,6.34766666667,4.564,23.345,8.80366666667,13.703,7.10733333333
529.70,6.441,24.5623333333,18.0663333333,16.1416666667,11.003,6.351,4.57966666667,23.3615,8.816,13.728,7.11833333333
530.04,6.44666666667,24.564,18.0713333333,16.1523333333,11.0076666667,6.346,4.586,23.3895,8.813,13.7216666667,7.108
530.39,6.47033333333,24.5646666667,18.072,16.1613333333,11.0106666667,6.36166666667,4.587,23.365,8.816,13.7196666667,7.11433333333
530.73,6.49166666667,24.572,18.0873333333,16.1753333333,11.0376666667,6.382,4.59966666667,23.3435,8.83266666667,13.7193333333,7.13466666667
531.08,6.50733333333,24.5826666667,18.0853333333,16.1913333333,11.036,6.383,4.60566666667,23.345,8.85133333333,13.709,7.15833333333
531.42,6.52566666667,24.6016666667,18.0913333333,16.2286666667,11.052,6.402,4.61233333333,23.353,8.85866666667,13.7123333333,7.17933333333
531.77,6.56933333333,24.637,18.1136666667,16.2576666667,11.0733333333,6.42633333333,4.62633333333,23.34,8.86533333333,13.7146666667,7.17833333333
532.11,6.578,24.6836666667,18.151,16.2896666667,11.1086666667,6.458,4.64366666667,23.351,8.88466666667,13.7453333333,7.205
532.46,6.60033333333,24.7266666667,18.18,16.3533333333,11.1373333333,6.49,4.67366666667,23.3875,8.90233333333,13.791,7.21666666667
532.80,6.60966666667,24.746,18.1573333333,16.3633333333,11.135,6.501,4.67333333333,23.3805,8.91633333333,13.8013333333,7.21866666667
533.15,6.62566666667,24.7626666667,18.1776666667,16.3966666667,11.1563333333,6.52133333333,4.68566666667,23.4085,8.936,13.807,7.22766666667
533.49,6.62033333333,24.7923333333,18.1943333333,16.4143333333,11.1646666667,6.53466666667,4.69366666667,23.4335,8.94333333333,13.8103333333,7.242
533.84,6.62966666667,24.8336666667,18.2066666667,16.44,11.188,6.55866666667,4.704,23.447,8.96266666667,13.8173333333,7.25566666667
534.18,6.64633333333,24.874,18.2183333333,16.4713333333,11.2043333333,6.547,4.71333333333,23.4795,8.97733333333,13.8396666667,7.25433333333
534.52,6.65166666667,24.8996666667,18.2203333333,16.4916666667,11.213,6.54333333333,4.71966666667,23.47,8.97233333333,13.8503333333,7.25966666667
534.87,6.64433333333,24.915,18.2123333333,16.49,11.2166666667,6.53666666667,4.697,23.4325,8.95666666667,13.849,7.244
535.21,6.65666666667,24.9116666667,18.2076666667,16.4723333333,11.2053333333,6.551,4.70933333333,23.407,8.961,13.8496666667,7.22933333333
535.56,6.65733333333,24.9346666667,18.2096666667,16.481,11.2086666667,6.54666666667,4.71933333333,23.4165,8.97633333333,13.8603333333,7.258
535.90,6.676,24.9593333333,18.2126666667,16.512,11.1873333333,6.55733333333,4.722,23.4335,8.98633333333,13.8756666667,7.268
536.25,6.69233333333,24.9813333333,18.2166666667,16.4986666667,11.1676666667,6.56266666667,4.71266666667,23.4215,8.991,13.869,7.26666666667
536.59,6.69433333333,24.9976666667,18.2546666667,16.524,11.19,6.559,4.72933333333,23.4455,9.0,13.9016666667,7.27766666667
536.93,6.69433333333,25.0433333333,18.255,16.5533333333,11.1826666667,6.54433333333,4.74333333333,23.4435,9.009,13.9343333333,7.29
537.28,6.72233333333,25.079,18.28,16.591,11.1733333333,6.567,4.73633333333,23.4415,9.02266666667,13.932,7.27866666667
537.62,6.75566666667,25.113,18.2926666667,16.605,11.195,6.574,4.727,23.4655,9.019,13.9713333333,7.29133333333
537.97,6.75766666667,25.1393333333,18.3273333333,16.6,11.1933333333,6.60133333333,4.72233333333,23.4695,9.03366666667,13.9786666667,7.30533333333
538.31,6.76733333333,25.154,18.341,16.591,11.19,6.63633333333,4.71866666667,23.453,9.04233333333,13.9926666667,7.29133333333
538.65,6.79533333333,25.177,18.351,16.6303333333,11.217,6.674,4.75733333333,23.471,9.05666666667,14.0186666667,7.313
539.00,6.81666666667,25.234,18.4,16.6633333333,11.251,6.71366666667,4.76633333333,23.5655,9.065,14.039,7.35333333333
539.34,6.837,25.2913333333,18.4566666667,16.6983333333,11.2653333333,6.74233333333,4.777,23.618,9.09166666667,14.0693333333,7.363
539.69,6.85,25.3553333333,18.4856666667,16.713,11.2763333333,6.76433333333,4.779,23.677,9.10766666667,14.084,7.36933333333
540.03,6.85566666667,25.3803333333,18.4973333333,16.748,11.2953333333,6.77066666667,4.746,23.6975,9.112,14.0903333333,7.376
540.37,6.87366666667,25.433,18.536,16.7703333333,11.3103333333,6.78666666667,4.74,23.7105,9.11833333333,14.1063333333,7.38333333333
540.72,6.88666666667,25.448,18.5393333333,16.7546666667,11.307,6.80733333333,4.70433333333,23.728,9.12333333333,14.0743333333,7.38333333333
541.06,6.891,25.4576666667,18.5896666667,16.767,11.3303333333,6.828,4.716,23.754,9.12833333333,14.0896666667,7.39766666667
541.40,6.89333333333,25.4766666667,18.6076666667,16.776,11.3266666667,6.86,4.72266666667,23.765,9.13966666667,14.086,7.41633333333
541.75,6.896,25.482,18.6053333333,16.7803333333,11.33,6.87566666667,4.718,23.8095,9.136,14.0856666667,7.41966666667
542.09,6.895,25.5253333333,18.5986666667,16.7996666667,11.3463333333,6.87833333333,4.716,23.8475,9.142,14.0843333333,7.44166666667
542.43,6.924,25.5453333333,18.6256666667,16.8206666667,11.3646666667,6.89533333333,4.721,23.897,9.15666666667,14.0883333333,7.45466666667
542.78,6.93066666667,25.587,18.6233333333,16.842,11.3826666667,6.901,4.73,23.9055,9.16866666667,14.0933333333,7.46733333333
543.12,6.92733333333,25.591,18.6063333333,16.827,11.3853333333,6.90566666667,4.71633333333,23.905,9.148,14.088,7.45566666667
543.46,6.94166666667,25.5916666667,18.6016666667,16.8326666667,11.414,6.92466666667,4.731,23.899,9.163,14.0836666667,7.48233333333
543.81,6.94633333333,25.642,18.6166666667,16.845,11.423,6.94333333333,4.74166666667,23.915,9.15933333333,14.0783333333,7.485
544.15,6.95966666667,25.6613333333,18.584,16.866,11.436,6.96033333333,4.75733333333,23.9305,9.16,14.0576666667,7.496
544.49,6.97366666667,25.698,18.605,16.903,11.4683333333,6.98233333333,4.78633333333,23.95,9.16633333333,14.0813333333,7.49766666667
544.84,6.98233333333,25.7493333333,18.5726666667,16.9113333333,11.467,6.98366666667,4.75933333333,23.9575,9.18866666667,14.095,7.51433333333
545.18,6.99633333333,25.7786666667,18.592,16.9346666667,11.4766666667,6.98166666667,4.77733333333,23.963,9.20066666667,14.0946666667,7.50666666667
545.52,6.99533333333,25.8526666667,18.6143333333,16.988,11.4893333333,6.98833333333,4.80833333333,23.96,9.21733333333,14.114,7.53633333333
545.87,7.02066666667,25.8773333333,18.665,17.0183333333,11.4966666667,7.01166666667,4.819,23.9745,9.21966666667,14.1456666667,7.53966666667
546.21,7.03833333333,25.946,18.702,17.0303333333,11.515,7.046,4.83633333333,23.987,9.23966666667,14.1813333333,7.562
546.55,7.059,25.997,18.7203333333,17.033,11.509,7.018,4.825,23.9765,9.23533333333,14.1956666667,7.55433333333
546.90,7.087,26.032,18.7346666667,17.0703333333,11.5203333333,7.027,4.83366666667,23.979,9.26333333333,14.2206666667,7.549
547.24,7.09333333333,26.072,18.7733333333,17.089,11.5186666667,7.024,4.82166666667,23.9925,9.256,14.2543333333,7.53266666667
547.58,7.11233333333,26.0913333333,18.8096666667,17.096,11.5323333333,7.02533333333,4.84,24.022,9.28766666667,14.2853333333,7.53833333333
547.92,7.14766666667,26.1586666667,18.9016666667,17.126,11.5483333333,7.053,4.84266666667,24.071,9.315,14.333,7.54966666667
548.27,7.19666666667,26.1833333333,18.9446666667,17.1373333333,11.5816666667,7.073,4.85266666667,24.099,9.33266666667,14.3716666667,7.56133333333
548.61,7.21266666667,26.2216666667,18.993,17.1643333333,11.5976666667,7.10433333333,4.90333333333,24.1255,9.33833333333,14.4013333333,7.56533333333
548.95,7.235,26.261,19.0396666667,17.2066666667,11.615,7.11166666667,4.92133333333,24.1495,9.34833333333,14.4433333333,7.58933333333
549.29,7.302,26.2753333333,19.073,17.2396666667,11.6486666667,7.146,4.91833333333,24.1575,9.38366666667,14.483,7.566
549.64,7.308,26.3066666667,19.0673333333,17.2723333333,11.6703333333,7.13333333333,4.916,24.1655,9.40166666667,14.469,7.56233333333
549.98,7.30533333333,26.3316666667,19.068,17.2836666667,11.642,7.104,4.86966666667,24.1855,9.374,14.4656666667,7.53033333333
550.32,7.308,26.306,19.117,17.3126666667,11.6993333333,7.135,4.877,24.247,9.45533333333,14.5003333333,7.55266666667
550.66,7.346,26.3243333333,19.1663333333,17.3773333333,11.711,7.15266666667,4.90466666667,24.3215,9.49733333333,14.5276666667,7.61
551.01,7.38433333333,26.3493333333,19.153,17.411,11.712,7.163,4.91166666667,24.37,9.52433333333,14.5226666667,7.61
551.35,7.43666666667,26.3783333333,19.166,17.47,11.7456666667,7.20366666667,4.935,24.356,9.572,14.5526666667,7.67666666667
551.69,7.44833333333,26.388,19.179,17.4833333333,11.746,7.237,4.933,24.3575,9.60933333333,14.5756666667,7.69233333333
552.03,7.469,26.4486666667,19.2126666667,17.5493333333,11.7743333333,7.23666666667,4.945,24.3895,9.642,14.581,7.704
552.38,7.496,26.5176666667,19.259,17.6096666667,11.848,7.26066666667,4.95766666667,24.488,9.664,14.6263333333,7.74433333333
552.72,7.48333333333,26.5116666667,19.233,17.5693333333,11.845,7.26166666667,4.92166666667,24.479,9.67633333333,14.6133333333,7.71233333333
553.06,7.486,26.531,19.2473333333,17.539,11.8766666667,7.23566666667,4.92866666667,24.4935,9.65366666667,14.6273333333,7.73266666667
553.40,7.47566666667,26.544,19.2913333333,17.5203333333,11.8596666667,7.20633333333,4.89466666667,24.519,9.64666666667,14.6206666667,7.73066666667
553.74,7.45133333333,26.5396666667,19.324,17.5156666667,11.8723333333,7.209,4.89466666667,24.506,9.67633333333,14.6193333333,7.73233333333
554.09,7.482,26.5573333333,19.3326666667,17.5293333333,11.831,7.21166666667,4.909,24.448,9.61866666667,14.584,7.718
554.43,7.488,26.6413333333,19.353,17.52,11.846,7.239,4.90433333333,24.413,9.622,14.5806666667,7.713
554.77,7.49266666667,26.688,19.3803333333,17.53,11.87,7.22866666667,4.90866666667,24.402,9.609,14.6086666667,7.71733333333
555.11,7.46866666667,26.731,19.3843333333,17.538,11.8813333333,7.19566666667,4.87233333333,24.378,9.54966666667,14.5776666667,7.68066666667
555.45,7.49266666667,26.7733333333,19.3943333333,17.5796666667,11.904,7.175,4.87933333333,24.4145,9.54333333333,14.5666666667,7.69833333333
555.80,7.47433333333,26.775,19.394,17.5316666667,11.8266666667,7.17566666667,4.88266666667,24.398,9.50566666667,14.541,7.712
556.14,7.47666666667,26.744,19.3846666667,17.5023333333,11.78,7.137,4.83833333333,24.302,9.45333333333,14.4936666667,7.65166666667
556.48,7.51666666667,26.826,19.4326666667,17.5596666667,11.7553333333,7.14633333333,4.83833333333,24.3205,9.44666666667,14.5003333333,7.64866666667
556.82,7.53666666667,26.8846666667,19.4606666667,17.5646666667,11.727,7.14533333333,4.822,24.3645,9.474,14.495,7.653
557.16,7.605,26.9273333333,19.4413333333,17.6346666667,11.765,7.18566666667,4.87066666667,24.401,9.49433333333,14.535,7.65533333333
557.50,7.66533333333,27.037,19.476,17.6963333333,11.8243333333,7.214,4.94266666667,24.5025,9.517,14.5853333333,7.68333333333
557.85,7.738,27.139,19.5263333333,17.7556666667,11.8976666667,7.31,4.97133333333,24.581,9.574,14.6766666667,7.755
558.19,7.734,27.1566666667,19.5686666667,17.7606666667,11.8913333333,7.294,4.948,24.601,9.54133333333,14.6716666667,7.72733333333
558.53,7.75066666667,27.1543333333,19.617,17.7863333333,11.8643333333,7.29533333333,4.93233333333,24.62,9.53033333333,14.6403333333,7.72133333333
558.87,7.80066666667,27.215,19.6166666667,17.8163333333,11.9093333333,7.32366666667,4.97233333333,24.736,9.57933333333,14.7176666667,7.71866666667
559.21,7.78933333333,27.22,19.6653333333,17.8203333333,11.9216666667,7.34366666667,4.98166666667,24.7305,9.61866666667,14.7336666667,7.69066666667
559.55,7.841,27.2376666667,19.6926666667,17.8773333333,11.9836666667,7.37366666667,4.974,24.7505,9.65766666667,14.7886666667,7.68066666667
559.89,7.86533333333,27.27,19.748,17.9353333333,12.0016666667,7.389,4.99966666667,24.8145,9.71666666667,14.8173333333,7.73466666667
560.23,7.89033333333,27.2986666667,19.7943333333,17.9586666667,12.0533333333,7.38466666667,5.015,24.84,9.75533333333,14.888,7.79733333333
560.58,7.879,27.2703333333,19.8093333333,17.9946666667,12.0666666667,7.40733333333,5.009,24.856,9.763,14.872,7.81666666667
560.92,7.86666666667,27.2926666667,19.826,17.9793333333,12.0533333333,7.42766666667,5.01233333333,24.805,9.77366666667,14.887,7.83766666667
561.26,7.88566666667,27.244,19.8133333333,17.9793333333,12.0513333333,7.41433333333,4.987,24.751,9.758,14.885,7.87266666667
561.60,7.84166666667,27.226,19.7963333333,17.9036666667,12.05,7.31933333333,4.941,24.746,9.74,14.8613333333,7.83133333333
561.94,7.87466666667,27.2426666667,19.7833333333,17.925,12.0986666667,7.336,4.945,24.7815,9.761,14.8836666667,7.88033333333
562.28,7.90733333333,27.328,19.8386666667,18.001,12.1423333333,7.37533333333,4.96733333333,24.828,9.80266666667,14.9746666667,7.94933333333
562.62,7.933,27.3286666667,19.8933333333,18.0153333333,12.1276666667,7.38566666667,4.99433333333,24.7845,9.79966666667,14.9646666667,7.987
562.96,7.98766666667,27.345,19.888,18.0346666667,12.15,7.39166666667,4.99166666667,24.7915,9.77333333333,14.9783333333,8.01066666667
563.30,7.96633333333,27.4053333333,19.8703333333,18.0526666667,12.1516666667,7.39766666667,4.967,24.795,9.76,14.9813333333,8.03533333333
563.64,7.98033333333,27.4676666667,19.8746666667,18.06,12.1683333333,7.38133333333,4.964,24.836,9.77666666667,14.9766666667,8.038
563.99,8.02633333333,27.545,19.867,18.098,12.191,7.39033333333,4.98366666667,24.853,9.80066666667,14.9676666667,8.04766666667
564.33,8.10433333333,27.6176666667,19.9126666667,18.132,12.233,7.43933333333,5.02566666667,24.9035,9.82066666667,15.015,8.08966666667
564.67,8.17866666667,27.681,19.9573333333,18.2073333333,12.2766666667,7.47766666667,5.03566666667,24.9575,9.84733333333,15.0323333333,8.13633333333
565.01,8.22766666667,27.7296666667,19.9833333333,18.2616666667,12.2813333333,7.53533333333,5.05,25.012,9.88033333333,15.0793333333,8.13166666667
565.35,8.242,27.798,20.023,18.3286666667,12.2606666667,7.58166666667,5.075,25.039,9.926,15.08,8.15533333333
565.69,8.245,27.8256666667,20.071,18.3336666667,12.247,7.55433333333,5.075,25.0455,9.96333333333,15.1156666667,8.14966666667
566.03,8.25566666667,27.8033333333,20.0323333333,18.297,12.2846666667,7.54,5.06833333333,25.0675,10.003,15.0833333333,8.13633333333
566.37,8.24133333333,27.7923333333,20.032,18.2513333333,12.2613333333,7.51866666667,5.02966666667,25.0915,10.011,15.049,8.10233333333
566.71,8.229,27.8046666667,20.021,18.245,12.2403333333,7.514,5.035,25.106,10.001,15.042,8.091
567.05,8.23666666667,27.811,20.0693333333,18.2613333333,12.2536666667,7.506,5.06833333333,25.1485,10.035,15.036,8.09766666667
567.39,8.28166666667,27.7873333333,20.0733333333,18.259,12.245,7.552,5.074,25.135,10.0096666667,15.0543333333,8.08633333333
567.73,8.28433333333,27.778,20.0816666667,18.2576666667,12.2226666667,7.54466666667,5.04366666667,25.1235,9.97033333333,15.0606666667,8.08233333333
568.07,8.27533333333,27.8103333333,20.1063333333,18.2463333333,12.1973333333,7.514,5.00966666667,25.1145,9.96733333333,15.0533333333,8.03633333333
568.41,8.24366666667,27.792,20.0963333333,18.1723333333,12.1853333333,7.48566666667,4.984,25.1235,9.963,15.0623333333,7.99833333333
568.75,8.261,27.7973333333,20.1316666667,18.1363333333,12.2006666667,7.475,4.969,25.099,9.95466666667,15.0416666667,7.99766666667
569.09,8.32666666667,27.8316666667,20.1753333333,18.1473333333,12.2073333333,7.50066666667,4.98466666667,25.1225,9.96266666667,15.1073333333,8.01266666667
569.43,8.35033333333,27.808,20.1516666667,18.1563333333,12.2366666667,7.56033333333,4.981,25.1425,9.95466666667,15.0943333333,8.017
569.77,8.354,27.8586666667,20.1993333333,18.1866666667,12.218,7.57533333333,4.99266666667,25.0975,9.93066666667,15.1236666667,8.00466666667
570.11,8.39466666667,27.921,20.2126666667,18.2443333333,12.2563333333,7.631,5.00266666667,25.106,9.91433333333,15.1823333333,8.04366666667
570.45,8.39033333333,27.9483333333,20.2396666667,18.2426666667,12.2556666667,7.627,4.99833333333,25.127,9.92933333333,15.152,8.04633333333
570.79,8.43133333333,28.0173333333,20.2483333333,18.283,12.261,7.64466666667,4.999,25.1435,9.96233333333,15.1983333333,8.066
571.13,8.40733333333,28.0646666667,20.2556666667,18.298,12.2676666667,7.67233333333,4.99966666667,25.1655,10.001,15.214,8.095
571.47,8.407,28.0873333333,20.2646666667,18.3116666667,12.299,7.722,5.00233333333,25.158,10.0303333333,15.2233333333,8.077
571.81,8.39466666667,28.042,20.2566666667,18.3066666667,12.294,7.72866666667,5.00733333333,25.133,10.0366666667,15.2286666667,8.105
572.15,8.45166666667,28.1186666667,20.32,18.4003333333,12.302,7.76966666667,5.033,25.188,10.052,15.247,8.15433333333
572.49,8.44266666667,28.1993333333,20.312,18.4406666667,12.3203333333,7.77633333333,5.05466666667,25.2435,10.0786666667,15.2376666667,8.19233333333
572.83,8.42866666667,28.1986666667,20.291,18.4606666667,12.3493333333,7.74833333333,5.02666666667,25.2475,10.065,15.177,8.19433333333
573.17,8.45366666667,28.268,20.332,18.51,12.3596666667,7.75266666667,5.06433333333,25.277,10.103,15.214,8.21933333333
573.51,8.51666666667,28.3356666667,20.3823333333,18.5276666667,12.365,7.77133333333,5.06233333333,25.313,10.1186666667,15.225,8.23466666667
573.85,8.54433333333,28.372,20.415,18.539,12.3563333333,7.75366666667,5.07333333333,25.3395,10.151,15.2216666667,8.26766666667
574.19,8.59533333333,28.4186666667,20.4333333333,18.591,12.368,7.78833333333,5.08033333333,25.395,10.1826666667,15.2856666667,8.31966666667
574.53,8.615,28.4246666667,20.4826666667,18.5913333333,12.409,7.813,5.10533333333,25.4855,10.1866666667,15.272,8.36066666667
574.87,8.63633333333,28.4766666667,20.502,18.621,12.426,7.80333333333,5.111,25.51,10.18,15.267,8.371
575.21,8.65,28.4876666667,20.5413333333,18.6056666667,12.4206666667,7.766,5.12033333333,25.61,10.182,15.2523333333,8.38633333333
575.55,8.69733333333,28.5636666667,20.541,18.6413333333,12.4686666667,7.79766666667,5.15866666667,25.6165,10.2283333333,15.2536666667,8.414
575.89,8.66533333333,28.502,20.5093333333,18.589,12.4733333333,7.79966666667,5.154,25.5615,10.229,15.2593333333,8.397
576.22,8.711,28.505,20.551,18.617,12.4846666667,7.84233333333,5.11833333333,25.5565,10.2253333333,15.2883333333,8.398
576.56,8.742,28.558,20.6006666667,18.6693333333,12.501,7.91366666667,5.151,25.5735,10.253,15.353,8.42933333333
576.90,8.789,28.5986666667,20.666,18.684,12.5213333333,7.95266666667,5.17866666667,25.5735,10.2573333333,15.3716666667,8.46166666667
577.24,8.784,28.602,20.6543333333,18.7143333333,12.558,7.98866666667,5.21133333333,25.5965,10.2363333333,15.3546666667,8.507
577.58,8.79033333333,28.6466666667,20.654,18.7293333333,12.5763333333,8.018,5.213,25.593,10.2256666667,15.342,8.486
577.92,8.819,28.6723333333,20.7153333333,18.746,12.6326666667,8.057,5.251,25.557,10.225,15.3606666667,8.491
578.26,8.84066666667,28.6536666667,20.6483333333,18.7386666667,12.6086666667,8.063,5.22566666667,25.4505,10.2013333333,15.367,8.43266666667
578.60,8.874,28.6403333333,20.695,18.7373333333,12.6283333333,8.07733333333,5.20733333333,25.439,10.2153333333,15.419,8.41633333333
578.94,8.94166666667,28.6946666667,20.6836666667,18.804,12.6823333333,8.14733333333,5.21433333333,25.4215,10.238,15.4366666667,8.449
579.28,8.94866666667,28.7503333333,20.7166666667,18.841,12.664,8.161,5.18133333333,25.474,10.2193333333,15.4596666667,8.41433333333
579.61,8.98833333333,28.8176666667,20.7376666667,18.8603333333,12.661,8.145,5.14,25.5245,10.2066666667,15.4583333333,8.38833333333
579.95,8.98133333333,28.8423333333,20.7013333333,18.85,12.611,8.122,5.15433333333,25.5285,10.19,15.4626666667,8.32933333333
580.29,9.02866666667,28.8376666667,20.683,18.806,12.598,8.08733333333,5.143,25.5435,10.1903333333,15.4193333333,8.295
580.63,9.006,28.7863333333,20.5453333333,18.7626666667,12.5503333333,8.05433333333,5.082,25.474,10.134,15.333,8.27366666667
580.97,8.96066666667,28.7746666667,20.5316666667,18.7176666667,12.534,8.04166666667,5.04433333333,25.464,10.1206666667,15.32,8.208
581.31,8.967,28.7576666667,20.592,18.769,12.542,8.03933333333,5.046,25.5475,10.1626666667,15.3496666667,8.21666666667
581.65,8.96966666667,28.792,20.5636666667,18.769,12.4966666667,8.04233333333,5.03133333333,25.557,10.167,15.292,8.18233333333
581.98,8.96566666667,28.8253333333,20.6176666667,18.7973333333,12.4703333333,8.07566666667,5.01866666667,25.622,10.185,15.346,8.198
582.32,9.003,28.8756666667,20.6116666667,18.815,12.4886666667,8.09966666667,5.045,25.66,10.219,15.3136666667,8.225
582.66,8.96166666667,28.8546666667,20.6623333333,18.8156666667,12.4086666667,8.06566666667,4.984,25.6645,10.1833333333,15.3163333333,8.208
583.00,8.93333333333,28.845,20.6183333333,18.8053333333,12.398,8.046,4.94633333333,25.6385,10.1546666667,15.2816666667,8.197
583.34,8.983,28.951,20.678,18.843,12.4513333333,8.086,5.04433333333,25.6725,10.2193333333,15.348,8.26866666667
583.68,9.01233333333,29.0053333333,20.727,18.8983333333,12.5026666667,8.11233333333,5.10033333333,25.695,10.2673333333,15.3973333333,8.34466666667
584.01,9.03233333333,29.03,20.7453333333,18.8766666667,12.551,8.16933333333,5.11266666667,25.7,10.2756666667,15.4266666667,8.364
584.35,9.05,29.078,20.89,18.9216666667,12.569,8.20966666667,5.13566666667,25.7495,10.2963333333,15.4723333333,8.33933333333
584.69,9.148,29.102,20.935,19.0106666667,12.631,8.26066666667,5.17466666667,25.8345,10.3956666667,15.5633333333,8.41266666667
585.03,9.19366666667,29.1386666667,20.8963333333,19.0193333333,12.6286666667,8.24633333333,5.132,25.7845,10.3846666667,15.579,8.39066666667
585.37,9.28866666667,29.201,20.9303333333,19.0786666667,12.7156666667,8.30266666667,5.13366666667,25.804,10.452,15.6606666667,8.45733333333
585.70,9.30166666667,29.2503333333,20.949,19.1116666667,12.752,8.307,5.153,25.7615,10.47,15.635,8.47033333333
586.04,9.31633333333,29.231,20.9223333333,19.1406666667,12.7426666667,8.28833333333,5.152,25.71,10.4423333333,15.665,8.475
586.38,9.39333333333,29.2873333333,20.959,19.1663333333,12.8266666667,8.39766666667,5.23766666667,25.7095,10.52,15.7663333333,8.54233333333
586.72,9.601,29.4353333333,21.194,19.3056666667,13.008,8.56233333333,5.39766666667,25.8795,10.7,15.994,8.71366666667
587.06,9.59266666667,29.4666666667,21.22,19.3936666667,12.9443333333,8.605,5.382,25.9265,10.6813333333,15.934,8.704
587.39,9.57566666667,29.418,21.2136666667,19.3693333333,12.893,8.584,5.32833333333,25.9015,10.6666666667,15.9023333333,8.68133333333
587.73,9.53533333333,29.4513333333,21.2626666667,19.452,12.888,8.55,5.344,25.943,10.6456666667,15.9353333333,8.67966666667
588.07,9.534,29.4276666667,21.1893333333,19.4586666667,12.862,8.499,5.269,25.934,10.6556666667,15.9273333333,8.677
588.41,9.545,29.4643333333,21.2166666667,19.4723333333,12.8403333333,8.47066666667,5.26466666667,25.8995,10.66,15.8916666667,8.68
588.74,9.56733333333,29.534,21.2646666667,19.4703333333,12.925,8.52966666667,5.33166666667,25.9515,10.7006666667,15.947,8.753
589.08,9.51966666667,29.503,21.2623333333,19.451,12.9003333333,8.49,5.311,25.97,10.643,15.9696666667,8.75466666667
589.42,9.59666666667,29.578,21.3226666667,19.4856666667,12.9343333333,8.49933333333,5.33566666667,26.0105,10.6823333333,15.983,8.77933333333
589.76,9.65666666667,29.63,21.431,19.5123333333,12.9573333333,8.55666666667,5.35433333333,26.1035,10.7433333333,16.007,8.777
590.09,9.692,29.629,21.431,19.5276666667,12.9376666667,8.51866666667,5.33733333333,26.1045,10.7463333333,15.96,8.741
