wavelength,Back_MelNigf,Belly_MelNigf,Breast_MelNigf,Crissum_MelNigf,Crown_MelNigf,DorTail_MelNigf,Patch10_MelNigf,Rump_MelNigf,Throat_MelNigf,WingTip_MelNigf
323.63,6.42613333333,7.00223333333,5.8516,7.0524,4.53006666667,6.7862,14.2896,7.97206666667,5.54193333333,9.08986666668
324.00,6.54400000001,7.02993333333,5.9032,7.18753333333,4.6186,6.79313333333,14.4688,8.0198,5.6328,9.0604
324.37,6.4258,6.96386666667,5.74706666667,7.15086666667,4.58286666667,6.69226666667,14.431,7.92953333333,5.5408,8.95426666667
324.74,6.38246666667,6.98503333333,5.70813333333,7.1666,4.58273333333,6.6454,14.4313333333,7.87673333333,5.4678,8.869
325.10,6.33646666666,6.9526,5.55073333333,7.1232,4.4578,6.54526666667,14.4129333334,7.7534,5.39633333333,8.79180000001
325.47,6.07679999999,6.63636666667,5.30473333334,6.90813333333,4.17126666667,6.25406666667,14.2278,7.45886666667,5.1608,8.50906666666
325.84,6.16173333334,6.73376666667,5.45513333333,7.00006666667,4.30406666667,6.31446666667,14.3898666667,7.57966666667,5.27786666667,8.57779999999
326.21,6.08666666667,6.6621,5.42086666667,6.9066,4.19046666667,6.22026666667,14.3668,7.50746666666,5.1984,8.474
326.57,5.925,6.52116666667,5.2982,6.7184,4.0136,6.04133333333,14.3316,7.38766666667,5.05773333333,8.33646666667
326.94,5.99766666667,6.62013333334,5.3814,6.8308,4.1682,6.1364,14.4282666667,7.42873333333,5.23433333333,8.41226666667
327.31,5.96146666666,6.65173333333,5.34926666667,6.8768,4.2626,6.10146666667,14.4889333333,7.44993333333,5.2928,8.41040000001
327.67,5.80693333333,6.5995,5.2196,6.80453333333,4.15713333333,5.9588,14.4665333333,7.41626666667,5.26706666667,8.33046666667
328.04,5.71300000001,6.62056666667,5.14093333333,6.767,4.11026666667,5.91626666667,14.4702666667,7.36473333333,5.20386666667,8.3056
328.41,5.77199999999,6.68966666667,5.149,6.71993333333,4.05846666667,5.90446666667,14.612,7.4218,5.22486666667,8.353
328.78,5.72426666667,6.60203333333,5.05746666667,6.65833333333,3.932,5.78906666667,14.6862,7.39706666667,5.19373333333,8.29866666667
329.14,5.69453333333,6.5924,5.101,6.71486666667,3.9922,5.77786666667,14.7998,7.46093333333,5.3076,8.30846666667
329.51,5.8234,6.76613333333,5.2504,6.8718,4.09546666667,5.84813333333,15.0662666667,7.57353333333,5.3914,8.39586666667
329.88,6.0028,6.8977,5.36946666667,7.0148,4.2408,6.0188,15.2487333333,7.69373333333,5.53053333333,8.56846666666
330.24,6.14466666666,7.0179,5.4704,7.18873333333,4.38173333333,6.07853333333,15.4265333333,7.7754,5.62146666667,8.69746666667
330.61,6.41433333334,7.19193333333,5.67473333333,7.38873333333,4.57086666667,6.2874,15.6094,8.00193333333,5.7592,8.84446666667
330.98,6.5762,7.3209,5.7938,7.51106666667,4.69786666667,6.43886666667,15.894,8.20213333334,5.8592,8.98580000001
331.34,6.63093333333,7.3377,5.74153333333,7.5106,4.69706666667,6.48953333333,15.9980666667,8.2364,5.85593333333,8.96106666667
331.71,6.69813333334,7.3706,5.72653333333,7.55593333333,4.7914,6.55993333333,16.0626666667,8.22326666666,5.8768,8.89826666666
332.08,6.54293333333,7.1762,5.5418,7.38826666667,4.639,6.35206666667,15.9625333333,8.00160000001,5.74226666667,8.74726666667
332.44,6.2918,6.908,5.36393333333,7.2304,4.46933333333,6.09726666667,15.7776,7.73086666667,5.59166666667,8.50799999999
332.81,6.13873333333,6.75836666666,5.23326666667,7.08493333333,4.39213333333,5.94233333333,15.6509333333,7.54273333334,5.4856,8.37806666667
333.18,6.15986666666,6.78243333333,5.25433333333,7.13553333333,4.3558,5.9432,15.7075333334,7.50066666666,5.45833333333,8.37846666667
333.54,6.3444,7.00076666667,5.48173333333,7.35533333333,4.59986666667,6.1262,15.8752,7.72613333334,5.72473333334,8.60346666666
333.91,6.27366666667,7.0546,5.41333333333,7.3368,4.5384,6.02766666667,15.8245333333,7.71639999999,5.70046666667,8.54013333333
334.28,6.2326,7.09853333333,5.38746666667,7.3254,4.4558,6.0056,15.8697333333,7.69793333334,5.72626666667,8.45226666667
334.64,6.15446666667,7.07043333334,5.30246666667,7.3368,4.394,5.9174,15.8758,7.65633333334,5.73753333333,8.42406666667
335.01,6.12213333334,7.06136666667,5.26433333333,7.2688,4.34546666667,5.8526,15.8729333333,7.61979999999,5.72206666667,8.36646666667
335.38,6.13553333333,7.11163333333,5.38326666667,7.327,4.35026666667,5.87093333333,15.925,7.63593333334,5.73326666667,8.35666666667
335.74,6.16879999999,7.13723333333,5.46266666667,7.38206666667,4.35013333333,5.8568,16.0154,7.68673333333,5.70333333333,8.43046666667
336.11,6.21293333334,7.17063333333,5.57073333333,7.426,4.41786666667,5.89906666667,16.0533333334,7.75626666666,5.7376,8.45966666667
336.47,6.38966666666,7.32213333333,5.72113333333,7.5264,4.55973333333,6.0768,16.2214666667,7.94260000001,5.81513333333,8.5794
336.84,6.73846666667,7.66326666667,6.04486666667,7.82746666667,4.87373333333,6.3624,16.5833333333,8.30886666667,6.10646666667,8.8772
337.21,6.81540000001,7.7909,6.13033333333,7.87986666667,5.0066,6.4538,16.7168666666,8.42526666666,6.20266666667,8.94653333333
337.57,6.91986666667,7.8773,6.2074,7.96986666667,5.09046666667,6.52613333333,16.8335333333,8.49106666667,6.292,9.01619999999
337.94,7.04633333333,7.94336666667,6.33046666667,8.07826666667,5.18453333333,6.64193333333,17.0160666667,8.60666666667,6.4128,9.12426666666
338.31,7.13993333333,8.01533333333,6.387,8.17066666667,5.33273333333,6.7338,17.1582666666,8.69426666667,6.52153333334,9.25140000001
338.67,7.20813333333,8.1195,6.4594,8.19373333333,5.4276,6.85133333333,17.2916,8.7648,6.59299999999,9.29826666667
339.04,7.27326666666,8.15506666667,6.53786666667,8.27793333333,5.46893333333,6.93593333333,17.3499333333,8.83106666666,6.68033333333,9.29826666667
339.40,7.34173333333,8.26123333333,6.61246666667,8.34406666667,5.5142,6.99006666667,17.4114,8.9288,6.81493333333,9.34526666667
339.77,7.34313333333,8.21813333333,6.56766666667,8.2984,5.4658,6.96766666667,17.4234,8.88726666667,6.8398,9.28946666667
340.14,7.36539999999,8.2744,6.5568,8.31206666667,5.44093333333,6.964,17.5208666667,8.89133333332,6.80906666666,9.2576
340.50,7.29660000001,8.2236,6.46626666667,8.3082,5.325,6.85846666667,17.5607333333,8.76993333333,6.762,9.10866666666
340.87,7.10053333334,8.0763,6.33066666667,8.2178,5.14413333333,6.756,17.4531333333,8.58139999999,6.60586666666,8.91279999999
341.23,7.1766,8.08186666667,6.3652,8.31113333333,5.1642,6.80266666667,17.4945333333,8.66680000001,6.61706666666,8.959
341.60,7.16480000001,8.0196,6.27193333333,8.25606666667,5.06806666667,6.7132,17.4673333333,8.61339999999,6.50193333333,8.89193333334
341.96,7.2334,8.06586666667,6.2542,8.30966666666,5.117,6.68606666667,17.543,8.67420000001,6.49780000001,8.90113333333
342.33,7.23013333334,8.03173333333,6.2524,8.27906666667,5.05426666667,6.61213333333,17.5452666667,8.63533333332,6.46946666667,8.85613333333
342.70,7.16026666667,7.95793333333,6.20066666667,8.2446,4.9722,6.50373333333,17.5214666667,8.57353333333,6.40233333333,8.80006666667
343.06,7.03720000001,7.79696666667,5.9984,8.1254,4.8296,6.28213333333,17.4556666667,8.43573333333,6.23086666666,8.61586666667
343.43,6.95260000001,7.6821,5.89413333333,8.04133333333,4.75906666667,6.12526666667,17.4430666667,8.38740000001,6.1078,8.53353333333
343.79,7.01760000001,7.76346666667,6.00846666667,8.13286666667,4.80773333333,6.1754,17.5863333333,8.45813333332,6.20446666667,8.61473333333
344.16,7.13199999999,7.8602,6.12606666667,8.25646666666,4.8958,6.263,17.7469333333,8.62800000001,6.34266666667,8.7718
344.52,7.16513333334,7.88383333334,6.1706,8.26893333333,4.95713333333,6.26966666667,17.7544666666,8.71653333335,6.36366666667,8.86386666667
344.89,7.13806666667,7.79376666667,6.10313333333,8.17726666667,4.92906666667,6.16473333333,17.721,8.68566666667,6.30066666667,8.84366666667
345.25,6.99673333334,7.70673333333,5.95493333333,7.99506666667,4.8186,6.03593333333,17.7092,8.56046666667,6.1854,8.72533333333
345.62,7.05026666667,7.77133333333,5.9966,8.07626666667,4.9008,6.08986666667,17.8456666667,8.66686666667,6.2886,8.79993333334
345.99,6.97126666666,7.73643333333,5.96953333333,7.9922,4.81513333334,5.99626666667,17.7996,8.61173333333,6.2328,8.72166666667
346.35,6.92713333333,7.71153333333,5.92626666667,7.99266666667,4.80566666667,5.92386666667,17.8486,8.62673333332,6.19806666667,8.6996
346.72,6.90606666667,7.6495,5.85326666667,7.92873333333,4.76546666667,5.87046666667,17.8602,8.59799999999,6.15693333333,8.5964
347.08,6.8844,7.6086,5.86233333333,7.913,4.714,5.849,17.9081333333,8.55066666666,6.1176,8.5776
347.45,6.89253333334,7.55756666667,5.82826666667,7.89186666667,4.66073333334,5.83806666666,17.9660666667,8.49120000001,6.10253333334,8.562
347.81,6.87393333334,7.56936666667,5.78886666667,7.87153333333,4.71346666667,5.79853333334,17.9526666667,8.496,6.09513333333,8.5018
348.18,6.76586666667,7.4376,5.65586666667,7.74113333333,4.63353333333,5.68886666666,17.8612,8.37286666666,5.99533333333,8.31166666667
348.54,6.75786666667,7.43486666667,5.61606666667,7.748,4.61686666667,5.68913333333,17.9767333333,8.36786666667,6.01386666667,8.29573333333
348.91,6.92666666667,7.63833333333,5.7626,7.98346666667,4.77186666667,5.8444,18.1828,8.50686666667,6.1656,8.4342
349.27,7.0692,7.73273333333,5.88933333333,8.16046666667,4.8954,5.91993333333,18.2288666667,8.57213333333,6.26893333334,8.48406666667
349.64,7.0286,7.64326666667,5.84306666667,8.07053333333,4.80873333333,5.8728,18.2044666667,8.50253333333,6.20366666667,8.38673333333
350.00,7.0948,7.63023333333,5.85293333333,8.17153333333,4.85213333333,5.94713333333,18.2982666667,8.50406666667,6.2696,8.39866666666
350.37,7.22893333333,7.7383,5.91846666667,8.25206666667,4.954,6.04766666667,18.3839333333,8.61386666667,6.37146666667,8.44093333333
350.73,7.34279999999,7.88476666667,6.01066666667,8.36646666667,5.05446666667,6.105,18.5416666667,8.71986666667,6.4872,8.5236
351.10,7.42466666666,8.0465,6.09853333333,8.46553333333,5.1658,6.1738,18.6554,8.84213333333,6.58246666667,8.62819999999
351.46,7.54140000001,8.1775,6.1968,8.58273333333,5.30146666667,6.246,18.7784,8.96533333333,6.68973333334,8.7154
351.83,7.5548,8.1393,6.18986666667,8.64486666667,5.2694,6.21906666667,18.8554,8.97179999999,6.68966666667,8.69959999999
352.19,7.57326666667,8.16483333333,6.1784,8.70413333334,5.31366666667,6.19806666667,18.8988666667,9.01726666665,6.69813333334,8.70353333334
352.55,7.59120000001,8.1852,6.18886666667,8.767,5.315,6.15306666667,18.9495333333,9.07353333333,6.66186666667,8.68900000001
352.92,7.5186,8.1477,6.10466666667,8.67473333333,5.19973333333,6.02166666666,18.9548666667,9.03513333333,6.5504,8.594
353.28,7.4322,8.05456666667,5.99453333333,8.59553333333,5.0612,5.92706666667,18.9654666667,8.95906666667,6.46046666666,8.5336
353.65,7.52433333334,8.24113333333,6.10466666667,8.77180000001,5.1986,6.02366666667,19.1241333333,9.10100000001,6.56886666667,8.67493333333
354.01,7.41173333333,8.195,6.0128,8.66953333334,5.1358,5.91173333333,19.0955333333,9.0458,6.42273333333,8.5744
354.38,7.26179999999,8.08163333333,5.92786666667,8.57813333333,4.966,5.79086666667,19.0203333333,8.91026666665,6.28366666667,8.43153333333
354.74,7.1692,8.00806666667,5.9012,8.54353333334,4.91813333333,5.737,19.0023333333,8.84260000001,6.2032,8.40439999999
355.11,7.1446,7.94876666667,5.84533333333,8.50119999999,4.89306666667,5.71846666667,19.0412666667,8.85373333334,6.188,8.3842
355.47,7.05186666666,7.85713333334,5.76626666667,8.44673333334,4.80046666667,5.64533333333,18.9792666667,8.78106666667,6.134,8.29653333333
355.83,7.06886666667,7.88566666667,5.8198,8.44146666665,4.78793333333,5.66253333333,19.0025333333,8.80633333333,6.14446666666,8.30113333333
356.20,7.12759999999,7.94266666667,5.9126,8.50366666668,4.80073333334,5.72233333333,19.0710666667,8.82759999999,6.207,8.36786666667
356.56,7.15740000001,8.00406666667,5.9936,8.55886666667,4.86326666667,5.78086666667,19.1734666667,8.8348,6.27566666667,8.42553333334
356.93,7.10573333333,7.92316666667,5.9338,8.48206666667,4.83713333333,5.76153333333,19.1193333333,8.79473333334,6.28373333334,8.37713333333
357.29,7.08179999999,7.92533333333,5.9634,8.45220000001,4.8742,5.73093333333,19.1527333333,8.85093333333,6.29586666667,8.35733333333
357.66,7.00720000001,7.80783333333,5.90773333333,8.37580000001,4.77766666667,5.60346666667,19.1170666667,8.744,6.2156,8.2302
358.02,6.98826666666,7.79466666667,5.91133333333,8.36666666667,4.75686666667,5.58553333333,19.1758666667,8.74506666668,6.23666666667,8.212
358.38,7.10993333333,7.8961,6.00426666667,8.46219999999,4.8716,5.6988,19.3462666667,8.86319999999,6.3582,8.3416
358.75,7.11199999999,7.87923333333,5.98926666667,8.43526666667,4.83733333333,5.69513333333,19.3576,8.87113333334,6.34733333333,8.28726666667
359.11,7.08820000001,7.89066666667,6.01426666667,8.47339999999,4.80633333333,5.66673333333,19.3657333333,8.85286666667,6.35706666667,8.28793333333
359.48,7.17986666667,7.968,6.1134,8.58013333333,4.89626666667,5.74206666667,19.5610666667,8.97486666667,6.44473333333,8.38673333333
359.84,7.08819999999,7.89956666667,6.02433333333,8.54666666667,4.83406666667,5.69873333333,19.5651333333,8.91966666667,6.37626666667,8.3042
360.20,7.08233333334,7.90023333333,6.01093333333,8.55846666667,4.848,5.72693333333,19.7089333333,8.9514,6.39686666667,8.3336
360.57,7.15513333333,7.95206666667,6.05086666667,8.63446666667,4.9188,5.8088,19.7594666667,9.03086666667,6.4978,8.34713333333
360.93,7.25466666666,8.03646666667,6.153,8.79580000001,5.01426666667,5.89926666667,19.8718,9.10020000001,6.57373333333,8.4252
361.29,7.30986666666,8.05603333333,6.19593333334,8.8606,5.0342,5.96473333333,19.9388,9.10180000001,6.5984,8.47620000001
361.66,7.37793333333,8.10916666666,6.25566666667,8.91273333333,5.1042,6.0754,20.0311333333,9.18466666666,6.66966666667,8.54299999999
362.02,7.46053333333,8.16346666667,6.31453333333,8.97540000001,5.16353333334,6.13313333333,20.1171333333,9.22320000001,6.70953333333,8.61546666667
362.39,7.44233333334,8.15583333333,6.30193333333,8.96193333333,5.17406666667,6.0994,20.1153333333,9.20286666665,6.66573333334,8.59580000001
362.75,7.47746666667,8.1945,6.33026666667,9.03399999999,5.21986666667,6.09846666667,20.1848666667,9.23406666666,6.71166666667,8.65366666667
363.11,7.55740000001,8.26883333333,6.3956,9.11839999999,5.32033333333,6.14773333333,20.3086666667,9.29193333333,6.77720000001,8.71986666667
363.48,7.55253333333,8.2716,6.36593333333,9.10286666667,5.31593333333,6.1334,20.2727333333,9.2478,6.74253333334,8.69173333333
363.84,7.61899999999,8.30933333333,6.40473333334,9.12813333333,5.3706,6.1134,20.3489333333,9.30380000001,6.77073333334,8.732
364.20,7.63266666667,8.28736666667,6.41313333333,9.1414,5.3468,6.07766666667,20.3431333333,9.29333333333,6.76333333334,8.69653333333
364.57,7.60073333334,8.23516666667,6.357,9.0642,5.28426666667,6.0074,20.3383333333,9.22366666665,6.68913333333,8.6546
364.93,7.66206666666,8.29413333333,6.39133333333,9.06739999999,5.33266666667,6.02586666667,20.4356,9.28740000001,6.73606666667,8.71213333333
365.29,7.73193333333,8.36156666667,6.41786666666,9.12113333333,5.38053333333,6.0234,20.5403333333,9.35200000001,6.78833333333,8.7542
365.66,7.59839999999,8.26486666667,6.2952,8.99626666667,5.26553333333,5.86386666667,20.4709333333,9.24739999999,6.67619999999,8.64979999999
366.02,7.55653333334,8.25633333333,6.3056,8.98613333333,5.24413333333,5.84246666666,20.4710666667,9.26026666667,6.67146666667,8.62
366.38,7.51919999999,8.23573333333,6.31973333333,8.97766666666,5.2306,5.8262,20.4610666666,9.24973333334,6.67553333334,8.59853333334
366.75,7.5588,8.2661,6.3598,9.00486666667,5.26933333333,5.87693333333,20.5156666666,9.30266666666,6.71540000001,8.61619999999
367.11,7.4878,8.1442,6.23546666667,8.86826666666,5.14506666667,5.75813333333,20.4444,9.21426666666,6.60666666667,8.48513333333
367.47,7.46213333333,8.10186666667,6.20193333333,8.83399999999,5.09073333333,5.6764,20.5051333333,9.19079999999,6.56419999999,8.4086
367.84,7.48759999999,8.14683333333,6.22033333333,8.88806666666,5.1494,5.73186666667,20.5612666666,9.23373333334,6.61666666667,8.46066666667
368.20,7.50393333334,8.2023,6.20953333333,8.92513333334,5.18906666667,5.74313333333,20.6245333333,9.28986666667,6.62893333333,8.47273333333
368.56,7.44473333333,8.15013333333,6.198,8.90639999999,5.1472,5.67833333333,20.6446,9.28766666668,6.57993333333,8.43146666667
368.93,7.42126666667,8.11803333333,6.21113333333,8.9058,5.14353333333,5.68466666667,20.7126,9.26353333333,6.59286666667,8.40606666667
369.29,7.31886666667,8.04883333333,6.16033333333,8.86460000001,5.08533333333,5.6056,20.7050666667,9.20820000001,6.54253333332,8.321
369.65,7.40540000001,8.13706666667,6.26213333333,8.98213333334,5.18493333334,5.68826666667,20.8174666667,9.27393333332,6.60853333333,8.38506666667
370.01,7.45653333333,8.17453333333,6.29726666667,9.02980000001,5.23793333333,5.738,20.8804,9.30860000001,6.65519999999,8.41213333333
370.38,7.5496,8.2266,6.3362,9.08693333335,5.2814,5.78,21.0085333333,9.37773333333,6.68800000001,8.41946666667
370.74,7.61926666666,8.2633,6.394,9.15246666667,5.294,5.8062,21.1092,9.41433333333,6.72260000001,8.43060000001
371.10,7.7154,8.37643333333,6.52826666666,9.30673333333,5.41433333333,5.97246666667,21.2886,9.54200000001,6.83019999999,8.53539999999
371.46,7.78873333334,8.4704,6.61293333333,9.40606666667,5.50713333333,6.10033333333,21.3886,9.63193333333,6.91673333333,8.63526666667
371.83,7.90606666667,8.53966666667,6.71466666667,9.49893333332,5.545,6.20146666667,21.5420666667,9.70213333333,6.99506666666,8.7258
372.19,7.94153333333,8.54903333333,6.79406666667,9.54326666666,5.56773333333,6.23733333333,21.6054,9.69913333333,7.02093333334,8.77593333333
372.55,8.06553333333,8.64493333334,6.87673333333,9.64466666666,5.68426666667,6.3422,21.7149333333,9.79766666666,7.09660000001,8.86239999999
372.92,8.07799999999,8.66303333333,6.88233333333,9.66539999999,5.66313333333,6.36026666667,21.7254666667,9.82573333333,7.06339999999,8.84453333333
373.28,8.1944,8.75783333333,7.001,9.77313333333,5.75,6.48673333333,21.8554,9.928,7.16179999999,8.91306666667
373.64,8.2368,8.78189999999,6.9976,9.81033333333,5.76506666667,6.49,21.9142,9.93873333332,7.18540000001,8.90346666667
374.00,8.25966666666,8.78593333333,7.0182,9.83446666667,5.75226666667,6.46426666666,21.9508,9.94066666666,7.20566666666,8.90979999999
374.37,8.27253333333,8.80753333334,7.0418,9.87593333333,5.75866666667,6.4772,21.9882,9.97033333335,7.21406666667,8.93606666667
374.73,8.18346666667,8.73230000001,6.94386666667,9.79099999999,5.67826666667,6.38033333333,21.9726,9.88526666668,7.09633333333,8.86073333333
375.09,8.14066666667,8.70536666667,6.89253333333,9.7394,5.6122,6.2896,21.9410666667,9.83906666666,7.04619999999,8.81806666667
375.45,8.10966666666,8.67826666667,6.9056,9.763,5.60893333333,6.27446666667,21.986,9.82599999999,7.02699999999,8.80306666666
375.81,8.02919999999,8.65753333333,6.85553333333,9.75066666667,5.5904,6.18553333333,21.9648,9.77353333334,6.96320000001,8.73846666667
376.18,7.98800000001,8.64256666666,6.81186666667,9.7012,5.56306666667,6.13533333333,22.0086,9.77913333335,6.95073333333,8.65586666668
376.54,7.93233333333,8.61933333333,6.77666666667,9.66813333333,5.5194,6.11393333333,22.0374,9.74973333332,6.93546666666,8.61726666666
376.90,7.94819999999,8.62416666667,6.77853333333,9.67793333333,5.5376,6.0802,22.1194,9.73746666667,6.94446666666,8.63233333333
377.26,7.88386666667,8.56323333333,6.70566666667,9.63633333333,5.48086666667,6.01106666667,22.0928,9.65100000001,6.86786666667,8.57526666666
377.63,7.82233333334,8.5212,6.6582,9.59899999999,5.40626666667,5.9574,22.0870666667,9.6286,6.80626666666,8.5068
377.99,7.77786666667,8.4694,6.5712,9.54973333333,5.3524,5.90033333333,22.1148666667,9.60293333333,6.73513333334,8.45153333334
378.35,7.73146666667,8.4475,6.50553333333,9.49913333333,5.31773333333,5.87466666667,22.1402666667,9.56293333332,6.73233333333,8.43026666667
378.71,7.72766666667,8.45783333333,6.4986,9.56079999999,5.33793333333,5.89833333333,22.1704666666,9.5578,6.77020000001,8.46186666667
379.07,7.65766666667,8.3878,6.4272,9.53193333334,5.27886666667,5.81066666667,22.1418,9.46919999999,6.69059999999,8.3912
379.44,7.65466666666,8.37133333333,6.38133333333,9.52093333332,5.24006666666,5.76373333333,22.1252666667,9.43726666668,6.66919999999,8.3546
379.80,7.6842,8.3673,6.37906666667,9.54093333335,5.21586666667,5.77646666667,22.1638,9.43079999999,6.68693333333,8.34986666667
380.16,7.77959999999,8.44813333334,6.44133333333,9.61386666667,5.28153333333,5.8444,22.236,9.48213333333,6.7226,8.43553333333
380.52,7.79280000001,8.44123333333,6.43026666667,9.63840000001,5.27486666667,5.80273333333,22.2487333333,9.47979999999,6.7418,8.4502
380.88,7.75713333334,8.40763333333,6.37946666667,9.63693333334,5.2172,5.7802,22.2492,9.4702,6.69726666667,8.40226666667
381.24,7.75633333333,8.4295,6.369,9.64020000001,5.2312,5.77286666667,22.2909333333,9.50093333333,6.72426666666,8.41713333333
381.61,7.8556,8.5245,6.46426666666,9.71939999999,5.31973333333,5.8574,22.4084,9.56606666666,6.82406666666,8.524
381.97,7.939,8.59973333333,6.58506666667,9.82066666667,5.41446666666,5.92746666667,22.5262,9.66339999999,6.91606666666,8.59526666667
382.33,7.97360000001,8.58886666667,6.61053333333,9.87506666666,5.40666666667,5.89833333333,22.6012,9.70053333333,6.91679999999,8.5788
382.69,8.0332,8.6287,6.66266666667,9.90633333334,5.42486666666,5.87833333333,22.7292,9.78213333333,6.9282,8.57566666667
383.05,8.11099999999,8.69236666667,6.71526666667,9.97339999999,5.4798,5.9626,22.8571333333,9.86653333333,7.01213333333,8.64166666667
383.41,8.15359999999,8.7644,6.76073333333,10.0227333333,5.51806666666,6.01286666667,22.9592666667,9.92633333333,7.07740000001,8.67546666666
383.77,8.10993333333,8.753,6.73066666667,10.0040666667,5.4928,5.973,22.9752,9.89873333333,7.04319999999,8.63346666667
384.14,8.063,8.71026666667,6.69133333333,9.9998,5.45833333333,5.93666666667,22.9794,9.88659999999,7.02106666667,8.58320000001
384.50,8.08186666667,8.74503333333,6.7268,10.0349333333,5.4724,5.93753333333,23.0326666667,9.88419999999,7.02353333333,8.57493333333
384.86,8.11779999999,8.77693333333,6.7812,10.0560666667,5.51446666667,5.9444,23.1030666667,9.93913333334,7.08359999999,8.60386666667
385.22,8.17886666667,8.81163333333,6.8318,10.1226666667,5.54006666667,5.9742,23.2092666667,9.9958,7.10433333333,8.65780000001
385.58,8.20166666666,8.82186666667,6.835,10.1504666667,5.56586666667,5.9646,23.2697333333,10.0286666667,7.11893333333,8.67833333333
385.94,8.21273333333,8.85526666667,6.84,10.1928,5.58046666667,5.99153333334,23.3335333333,10.0412,7.14653333333,8.69826666667
386.30,8.20953333334,8.87263333334,6.8462,10.2004666667,5.59526666667,6.001,23.3678666667,10.0436666667,7.15059999999,8.72639999999
386.66,8.26226666667,8.9227,6.88893333334,10.2254,5.64673333334,6.05386666667,23.405,10.0937333333,7.21693333333,8.77260000001
387.03,8.29806666667,8.96213333333,6.95786666667,10.2599333333,5.70733333333,6.08233333333,23.4522,10.1544,7.26086666667,8.79119999999
387.39,8.30626666667,8.97823333333,6.9796,10.2582666667,5.72726666667,6.07673333333,23.4794,10.1865333333,7.25833333333,8.81553333334
387.75,8.41153333333,9.07656666666,7.07746666667,10.3516666667,5.8294,6.17393333333,23.6164,10.3174666667,7.34793333333,8.92666666667
388.11,8.43599999999,9.09046666667,7.102,10.3745333333,5.84886666667,6.17893333333,23.6799333333,10.3299333333,7.37113333333,8.93873333333
388.47,8.45959999999,9.10283333333,7.11993333333,10.379,5.86686666667,6.22786666667,23.7511333333,10.3787333333,7.38853333334,8.96473333333
388.83,8.46513333333,9.11769999999,7.11186666667,10.3809333333,5.8574,6.2188,23.7968,10.3689333333,7.37260000001,8.94773333334
389.19,8.45806666667,9.12596666666,7.10733333333,10.3595333333,5.8306,6.20126666667,23.8350666667,10.3534666667,7.35206666667,8.91519999999
389.55,8.40673333333,9.10469999999,7.075,10.3582666667,5.76273333333,6.15353333333,23.8476,10.3277333333,7.3144,8.8656
389.91,8.41553333333,9.11736666666,7.0714,10.3683333333,5.76426666667,6.1404,23.8959333333,10.334,7.31193333333,8.86293333333
390.27,8.45473333333,9.14669999999,7.10253333333,10.4142,5.7966,6.18953333333,23.9592,10.3762666667,7.35306666667,8.87946666667
390.63,8.4568,9.16116666665,7.11453333333,10.4554666667,5.786,6.22606666667,24.0350666667,10.3788666667,7.35406666667,8.89939999999
391.00,8.4886,9.18446666666,7.1214,10.5054666667,5.7794,6.24686666667,24.1291333333,10.3797333333,7.35246666667,8.90413333333
391.36,8.50506666667,9.18216666667,7.1236,10.5414666667,5.76746666667,6.25246666667,24.2134,10.3832,7.36273333333,8.88333333334
391.72,8.51433333334,9.18393333335,7.12866666667,10.5539333334,5.765,6.2388,24.2676,10.3690666667,7.36906666667,8.85593333333
392.08,8.52119999999,9.19676666669,7.12346666667,10.5746666667,5.76566666667,6.23673333333,24.333,10.3771333333,7.36286666667,8.85366666667
392.44,8.52566666667,9.18073333332,7.10426666666,10.6186,5.75346666667,6.19646666667,24.3804666667,10.3777333333,7.3526,8.82166666666
392.80,8.55313333333,9.21623333333,7.15033333333,10.6908,5.78366666667,6.22906666667,24.4555333333,10.4242,7.39699999999,8.86026666667
393.16,8.53139999999,9.20683333334,7.1458,10.7169333334,5.78053333333,6.2294,24.4858666667,10.4370666667,7.39926666667,8.84880000001
393.52,8.57026666667,9.21976666665,7.1802,10.7214,5.81253333333,6.25626666666,24.514,10.4539333333,7.42879999999,8.86719999999
393.88,8.56826666667,9.20093333333,7.162,10.7008,5.77933333333,6.2434,24.5374,10.4364,7.41473333333,8.85320000001
394.24,8.52780000001,9.18126666665,7.13266666667,10.6908666667,5.75206666667,6.1806,24.5472666667,10.3940666667,7.37206666666,8.80186666667
394.60,8.50453333333,9.16959999999,7.1272,10.6846,5.7278,6.12226666667,24.5874,10.3923333333,7.36213333334,8.78200000001
394.96,8.47266666667,9.16789999999,7.10813333333,10.6566666666,5.70833333333,6.084,24.6047333333,10.4055333333,7.34673333333,8.77860000001
395.32,8.43313333334,9.13183333334,7.057,10.6302,5.6908,6.0402,24.5776666667,10.3767333333,7.31226666667,8.75146666667
395.68,8.379,9.09206666667,7.00546666666,10.6088666667,5.6434,5.9846,24.5597333333,10.3378666667,7.26473333333,8.69293333333
396.04,8.36246666666,9.09503333332,6.97586666667,10.6178666667,5.6124,5.9498,24.568,10.3245333333,7.23873333333,8.67766666667
396.40,8.36239999999,9.1314,6.9956,10.6108666667,5.6216,5.96406666667,24.6180666667,10.3466,7.25233333334,8.70766666666
396.76,8.34833333334,9.11703333333,6.9584,10.5938666667,5.59866666667,5.9458,24.6469333333,10.3332,7.23466666667,8.6876
397.12,8.38886666666,9.15193333333,6.96453333333,10.618,5.64566666667,5.9592,24.7384666667,10.3532,7.25546666666,8.707
