wavelength,Back_LoxNocm,Belly_LoxNocm,Breast_LoxNocm,Crissum_LoxNocm,Crown_LoxNocm,DorTail_LoxNocm,Rump_LoxNocm,Throat_LoxNocm,WingTip_LoxNocm
196.27,72.7714666667,82.9962666667,80.1498,65.2436,65.0188,82.6217333335,88.4644666668,57.6779333333,50.8613333333
196.65,73.4921,86.9047333333,85.3173333333,71.5872666667,70.3174,89.5237999999,94.6032333333,62.0634666667,56.3492
197.03,70.7662666666,84.7509333333,80.3832000001,71.4942,68.046,87.1265333333,91.0344666668,58.0842000001,56.1685333333
197.40,65.7876000001,81.2453333333,75.9707333333,70.2564666667,68.5713333333,81.8316666668,89.3040999999,54.6518666667,52.0878666667
197.78,52.2679666667,68.5910666666,64.0550666667,60.5496666667,60.0688,67.0790666666,76.4947666667,42.2680666667,38.6942
198.16,57.8171333333,69.3215333334,64.6607333333,61.003,63.9529333333,67.6105333334,78.2889999999,44.1887333333,41.4159333333
198.54,64.4444666667,75.0842000001,62.3568666666,62.2896666666,67.6766666667,71.2459333333,86.5992666667,44.1750666667,40.1346666667
198.92,59.5744000001,71.9857333334,53.8298666667,62.1276,61.2055333333,68.4398666666,85.3901666667,40.7092,33.3332666667
199.30,61.5575666667,72.5857333334,56.7601333333,64.4236,62.9906666667,69.2836,83.9564666667,45.4828666667,35.7632
199.68,67.3927333334,76.3696000001,58.8119333333,69.1089333333,65.8746666667,72.8053333333,91.3201000001,44.2245333333,35.9734666667
200.06,59.3574666667,70.2008666666,52.0482666667,67.2290666667,58.0724,64.1767999999,92.0481666667,30.2810666667,20.4016
200.44,52.2598333333,70.3955333334,43.1638666667,66.8927333333,48.8135999999,55.8192666666,99.0960999999,10.5084666667,-4.97186666667
200.82,31.8333333333,57.8333333333,12.3333333333,53.3333333333,18.1666666667,34.5000000001,94.6666666666,-32.5000000001,-55.3333333334
201.19,5.71426666672,52.857,-13.0953333334,38.5714000001,-9.52373333327,11.4286,110.476166667,-79.7618666666,-114.761866667
201.57,21.8888000001,48.6666666667,-13.1111333333,35.3333333333,-22.4444666666,6.44440000006,97.1109666667,-79.5555333333,-97.3333333334
201.95,40.2857333333,52.7619333334,-4.38086666666,31.9999333333,-16.5714666666,24.7618666667,90.0952333334,-57.1428,-63.4286
202.33,25.9524333333,33.0952000001,-24.0477333333,10.2381333333,-52.1428666667,9.28560000006,89.881,-89.5238000001,-97.3808000001
202.71,15.8025,27.6542666667,-13.5802666667,17.0370666667,-60.9877333334,19.9999333334,103.703766667,-84.4445333333,-95.5556000001
203.09,19.2592666666,30.3703333333,8.14806666666,15.5556,-44.4443999999,11.4814666667,83.2407000001,-51.2962666667,-66.6666666666
203.47,-9.90753333341,-3.3332666668,-17.037,-6.48139999999,-81.6666000001,-20.9258666667,60.2779,-71.4815333333,-82.7778000001
203.85,-12.7273333333,-2.12126666669,-11.6667333334,-4.091,-72.1212666667,-18.0301333333,44.3181333335,-53.6363999999,-67.8789333333
204.22,0.96046666668,8.47460000006,2.25993333333,6.44073333333,-43.0508666667,-2.59893333333,40.0000666667,-31.2994666667,-43.3896666667
204.60,7.1861,9.09093333333,4.0692,6.32026666667,-25.5410666667,5.02166666665,29.3073666666,-21.905,-29.1774666667
204.98,13.5580333333,13.8576,8.83886666668,11.4606,-13.6328,11.3857333333,29.2509666667,-13.5580666667,-15.8052
205.36,14.1391333333,12.0147333333,2.27093333335,9.5238,-17.3626666666,6.95973333331,22.0146333333,-16.4103333333,-18.9744
205.74,7.35926666667,5.54119999999,-7.96539999999,1.38533333335,-27.9654,1.29866666667,17.2294333333,-25.7140666667,-33.7662666667
206.12,3.8235,1.37246666665,-13.6272666667,-2.94119999999,-33.4315333333,-8.43126666667,13.8236333333,-35.5881999999,-49.2154666667
206.50,-16.7856666667,-11.4287333333,-37.8572666667,-19.5238666667,-56.5475333333,-30.5951999999,-1.84529999999,-54.4048,-78.9285333333
206.87,-26.0494333333,-17.6544,-49.0123333334,-29.5062666667,-59.8764666667,-41.9754,-17.0370000001,-68.6420000001,-87.1605999999
207.25,-71.5447,-63.9024666667,-109.2682,-69.5935333334,-105.203266667,-88.7805333333,-61.4633,-131.869933333,-142.113866666
207.63,-85.0000666665,-72.5926666666,-146.111,-90.5556666667,-118.148066667,-106.8518,-87.9630666665,-167.222266667,-175.740666667
208.01,-105.476233333,-89.5238666667,-187.380933333,-110.238066667,-151.428533333,-136.666666667,-109.999966667,-216.6666,-229.047666667
208.39,-62.4730666666,-37.4193333333,-146.666666667,-63.0108666667,-103.225933333,-82.7958,-51.6129,-158.279666667,-159.784933333
208.77,-73.3334333333,-34.3589999999,-188.205,-72.0512666667,-122.3078,-95.8975999999,-51.1539666667,-179.999866667,-186.153866667
209.14,-116.25,-62.5000000002,-318.75,-128.75,-202.916666667,-133.75,-90.6249999997,-308.333333333,-331.666666667
209.52,-57.7776999999,-1.48146666666,-218.148133334,-63.3333333333,-107.7778,-66.6667333333,-21.8518333335,-215.925933333,-232.222333333
209.90,-38.5333333333,8.26666666666,-154.933333333,-35.4666666666,-70.3999999999,-31.7333333334,-13.3333333333,-152.266666667,-155.466666667
210.28,-20.7618333333,21.1427999999,-109.9048,-15.6190666667,-52.1904666668,-12.3809333334,-5.4287,-90.4761333335,-90.4760666666
210.66,6.99336666667,32.5490000001,-59.7386000001,2.87580000001,-23.1373333334,15.4248,15.4249,-49.6731333333,-47.7125333333
211.03,23.5714333333,38.1903333333,-31.1429333333,14.0953333333,-4.28566666668,29.6190666667,28.0475333333,-22.381,-21.0476666667
211.41,44.2647333333,58.1371333334,-11.6666,27.647,10.9804,50.4903333333,45.2941,-9.01966666667,-7.54900000002
211.79,58.5333333333,74.5333333333,-12.8,34.9333333333,10.5333333333,74.3999999999,64.0666666668,-14.4,-10.8
212.17,48.4314,59.9999333334,-22.8759333334,22.353,0.13066666666,66.2744000001,51.4378333334,-20.0001333333,-13.8562666667
212.55,30.0724,42.1738666666,-36.9566,3.33340000001,-21.0144,55.0724666666,29.5652333333,-40.0,-38.8405333333
212.92,26.8468666667,34.0540000001,-42.8828666667,-4.50453333335,-34.0539999999,52.7926666666,28.8287000001,-59.8198000001,-55.3153333333
213.30,20.8080666667,26.2626666667,-51.5151333334,-10.5049333333,-43.6364666666,26.6667333333,23.8382333333,-71.1112666667,-65.0504666667
213.68,-36.2499333333,-44.1667333333,-138.888733333,-83.8888666666,-153.3334,-29.7224666666,-49.5834666667,-167.777733333,-167.222133333
214.06,-60.2298333333,-74.9423999999,-123.218466667,-99.3103333333,-166.896533333,-66.4368666666,-78.1609333333,-171.494266667,-172.873666667
214.44,-115.872933333,-154.6032,-178.4128,-156.8254,-272.380933333,-129.8412,-145.872966667,-284.4444,-281.904733333
214.81,-182.037033333,-229.259333333,-233.703666667,-213.7038,-366.666666667,-211.111133334,-215.1852,-367.777733333,-369.259333333
215.19,-608.333333333,-772.2222,-727.777866667,-706.6666,-1194.4444,-747.7778,-698.888966667,-1209.99993333,-1180.00006667
215.57,-1378.88893333,-1668.8888,-1615.55553333,-1526.66666667,-2608.88886667,-1628.8888,-1495.55553334,-2515.5556,-2420.0
215.95,-358.055533333,-453.333333333,-435.5556,-407.2222,-691.666666667,-442.222266667,-396.1111,-651.111133333,-598.3336
216.32,-194.509833333,-249.411666667,-257.254933333,-240.000066667,-423.9216,-278.4314,-220.784266667,-412.941266666,-359.215666667
216.70,-78.0000999999,-114.666666667,-121.5556,-110.666733333,-204.889,-140.6666,-94.6667333333,-206.889,-178.8888
217.08,-16.3888333333,-39.3054666666,-43.4721333333,-37.2220666667,-104.722266667,-56.1111333333,-32.6389,-93.8887999999,-82.2222
217.46,1.97916666667,-10.2086,-16.1459333333,-15.8334,-65.7292,-20.7292,-4.06256666666,-54.3751333333,-46.8750666667
217.83,15.5931666667,5.98866666669,-2.48579999999,-0.79086666666,-50.3954666667,-3.27700000001,21.8643333333,-38.9831333333,-29.9434666667
218.21,23.2591666667,16.0,-2.8148,6.96293333334,-58.5186666667,-1.92586666666,37.2591333333,-45.4814666667,-33.0368666667
218.59,39.7778,40.7408,18.074,21.4814666667,-27.8519333333,27.2592666667,65.7037333333,-17.6294666667,-10.6667333333
218.97,48.7720000001,49.6492,18.4210666667,27.0176,-20.5264,36.6666666667,78.1578666667,-13.6842,0.526266666646
219.34,17.931,21.6092666667,-10.5747333333,5.97706666668,-59.5401333333,10.5748,50.4598333333,-41.1494666667,-40.2298666667
219.72,14.5371666667,19.4446,-5.55573333334,14.4444,-33.7038,5.00013333333,37.5,-18.1481333333,-27.7779333333
220.10,23.2576666667,38.7878,18.3334,36.8180666667,-4.84846666666,21.2122,44.6969666667,10.9089333333,-7.27273333332
220.47,13.0066,25.7516666667,9.15019999999,29.9346666667,-10.3266666667,14.1176666667,31.6339,8.49673333333,-14.2482666667
220.85,-9.59353333332,9.10573333331,-12.1952,16.9105333334,-36.2602,4.06493333334,15.3659,-11.3820666667,-34.309
221.23,-34.8958333333,-3.54166666667,-42.0833333333,10.2083333333,-52.0833333333,-11.875,16.4583333334,-33.3333333334,-54.3749999999
221.61,-36.6666666667,3.74999999999,-42.5,23.125,-39.5833333334,-9.99999999993,22.0833333333,-23.7499999999,-41.4583333333
221.98,0.69183333332,25.6604,-4.65419999999,37.4844,3.64766666669,16.3522666667,32.5787,4.27666666666,1.00633333334
222.36,19.7059333333,36.2746,14.1177333333,46.1764,23.3334,29.7058666667,42.8922,25.1961333333,20.5880666667
222.74,18.2564666667,34.4616,12.1024666667,50.9744,17.3333333333,20.718,38.1539333333,25.7436,21.9487333333
223.11,16.5714333333,33.0476666667,10.6667333333,45.7143333333,10.6667333333,17.9048666667,33.381,21.6191333333,13.0476666667
223.49,18.8385,40.1010666666,14.9493333333,50.202,12.1211333333,19.293,39.1415666667,26.4647333333,16.9697333333
223.87,10.1666333333,33.1110666667,8.88886666668,40.6667333333,6.66666659995e-05,15.7778,32.5,14.8888666666,9.44440000001
224.24,-23.9024666667,5.52853333334,-27.6422,14.4716,-38.2112666667,-24.8780666667,6.09746666665,-28.1302,-29.9187333333
224.62,-35.4385333334,-16.6666666667,-45.0876666667,-7.01753333333,-61.5788666667,-39.6492000001,-8.77179999998,-45.2631333333,-44.3859333333
225.00,-8.43153333333,-3.7908,-21.8300666667,4.57526666667,-36.8626666667,-16.8626666667,8.56203333333,-14.1176,-18.8236
225.38,-12.0555666667,-12.6666666667,-20.6666666667,-5.44446666667,-36.3332,-14.6666666667,-1.22223333334,-22.2221333333,-23.8889333333
225.75,-13.1252,-17.8127333333,-20.4168666667,-13.4377333333,-40.4168666666,-15.3125333333,-5.98980000003,-29.5836,-27.1876666667
226.13,-14.7806333333,-21.4913333333,-21.4912,-16.5788666667,-41.6666666667,-21.6666666667,-13.2894333333,-30.2632666667,-27.6314666667
226.51,-7.40383333335,-9.10260000001,-13.7179333333,-7.30760000001,-24.8077333333,-8.26906666667,-5.03210000002,-18.3974666667,-14.4230666667
226.88,-8.0423,-10.8465333333,-17.5662,-10.7936666667,-23.6507333333,-5.76726666667,-7.3545,-18.6243333333,-12.1162666667
227.26,1.55553333333,0.1212,-4.52513333333,0.767599999998,-8.52546666667,5.77766666666,1.21196666666,-6.34346666666,1.29293333334
227.64,8.54823333333,7.14066666667,4.00000000001,8.62226666667,1.3038,13.7778666667,8.45930000001,1.4518,9.48153333333
228.01,12.8679333333,11.7735333333,9.08166666667,14.0629333333,7.59753333333,18.4150666667,12.7799666667,6.89313333333,13.5346
228.39,18.4234,17.1641333333,15.217,18.9841333333,13.6085333333,24.1482,18.582,14.0106,19.9576
228.76,19.1267333333,18.6478666667,16.676,20.7136666667,15.7746,24.9766,20.1782666667,15.1174666667,21.3332666667
229.14,20.4545666667,20.3386,18.6986666667,22.2280666667,18.5740666667,26.6132,21.7290666667,16.3636,23.0481333333
229.52,21.42,21.2756,19.7278,22.9932666667,19.9148666667,27.109,22.5341333334,18.0782,24.7108
229.89,20.3669,19.5693333333,18.8835333333,22.4242,18.8516,25.5022666667,21.0206666667,18.3253333333,24.3062666667
230.27,20.2497666667,19.4847333333,18.7040666666,21.8736,19.1101333333,25.527,20.9525,18.8914666667,23.5597333333
230.65,19.5249,18.4481333333,18.3373333333,21.2352,18.9074,25.5898666667,20.7047,18.3372666667,22.6444666667
231.02,21.1894,20.3443333333,21.2676,23.3176,21.5180666667,27.3082666667,23.1455666667,20.0156666667,23.5523333334
231.40,19.4681,17.8055333333,18.9691333333,21.0474666667,19.3515333333,24.8212666667,21.4382,17.6725333333,20.5486666667
231.78,19.4897666667,17.379,18.0475333333,19.9648666667,19.314,24.4502666667,21.1521333333,17.6076666667,19.4899333333
232.15,20.9042333333,18.0319333333,18.5815333333,20.9574,19.61,24.5212666667,22.7481666667,19.0602666667,20.9395333333
232.53,20.6486666667,17.3873333333,17.4594,20.1262,19.081,23.6034666667,22.2973666667,18.6126,20.0541333333
232.90,20.2196333333,17.8938,18.0402,19.7252,19.2673333333,22.8388,21.5843333333,19.1026666667,19.4506
233.28,16.5575,15.3734,14.6630666666,16.1566,14.8087333333,19.5992666667,17.4498,15.9562666667,15.9927333333
233.66,12.8633666667,12.9256,11.9504,13.5462,11.0106666667,16.7730666667,13.9627666667,13.6168666667,12.7834666667
234.03,12.5111666667,13.5319333333,11.7433333333,13.2970666667,10.84,17.5788666667,14.3449333333,13.55,12.1046666667
234.41,12.1836333333,13.2798,11.4438,13.2621333333,10.5881333333,17.6114666667,14.2157333333,13.262,12.4242666667
234.78,10.6718666667,11.6056,9.42400000001,10.8725333333,8.28973333334,15.0436,12.26,10.9772,11.0646
235.16,11.7784,12.8370666666,9.66086666666,10.9345333333,8.50286666667,14.7063333333,12.7213,10.6698666667,11.6791333333
235.54,14.8591333333,16.0876666667,13.302,14.0062666667,11.5024,17.0579333333,16.1736666667,13.8341333333,15.7745333333
235.91,14.5469,15.745,13.1183333333,13.1951333333,10.5683333333,15.6989333333,15.3456666666,13.6866666667,15.2227333333
236.29,12.7640333333,14.0372666667,10.9814,11.0712,9.00373333333,13.7826666667,13.1386333334,11.4608,13.3033333333
236.66,11.6921,13.5366,10.4866666667,10.1961333333,8.59833333333,13.8562,11.9898,10.4138666667,12.3022
237.04,11.8794,12.7375333333,10.4823333333,10.4966,8.12773333334,14.3122,11.3404,10.0424666667,13.0780666667
237.41,12.5560666667,12.8850666667,10.5041333333,11.3166,8.92166666666,14.6219333333,11.7086666667,10.014,13.5434
237.79,13.7449,13.2373333333,10.7683333333,12.1537333333,9.753,15.2538666667,12.1741666667,10.0960666667,14.2799333333
238.17,13.2409333333,12.2378,9.6766,11.3795333333,9.66340000001,14.3498,11.2672666667,9.12213333333,14.4422666667
238.54,10.3654333333,10.1449333333,7.37246666666,9.12413333332,7.67486666666,12.5016,8.96663333333,6.54066666667,12.2242
238.92,11.2377333333,10.3444,8.30133333333,10.4614,8.68640000001,13.018,9.78986666666,7.1338,13.5786666667
239.29,9.74946666667,8.45866666667,7.13406666667,9.30433333334,7.4902,12.7211333333,8.24710000001,6.24373333333,12.9662666667
239.67,7.86606666667,7.04053333333,5.81506666667,7.93366666667,6.51086666667,12.0871333333,6.37596666667,4.87006666667,11.2773333333
240.04,7.70546666667,6.9254,6.20499999999,8.13486666667,7.20226666667,12.3729333333,6.6667,5.0232,11.3482
240.42,6.73713333333,6.03726666667,5.78046666667,7.18846666667,6.71633333333,11.5775333333,6.04553333333,4.45533333334,10.4844666666
240.79,6.80676666667,5.87026666667,5.6638,7.27866666666,6.59286666667,11.0694,6.0323,4.528,10.413
241.17,6.27846666667,5.61586666667,5.5154,6.56646666667,6.245,10.8366666667,5.9807,4.12973333333,9.93980000001
241.54,6.27533333333,5.63326666667,5.84213333333,6.362,6.00353333333,10.7706,6.24263333333,4.2354,9.95226666668
241.92,6.30513333333,5.8134,6.1666,6.2754,6.0742,11.035,6.63106666667,4.36813333333,9.97533333331
242.29,6.7565,6.6018,6.8216,6.71153333333,6.52186666666,11.4207333333,7.14846666666,4.82893333333,10.1273333333
242.67,6.97306666667,6.595,6.90626666667,6.6476,6.36486666667,11.2451333333,7.0618,4.9618,9.97133333335
243.05,6.9197,6.7838,7.02726666667,6.38553333333,6.395,11.3376,6.98753333333,5.219,9.80086666667
243.42,6.6713,6.51166666667,6.62113333333,6.03753333333,6.2654,11.0032,6.57546666667,5.06613333333,9.31153333333
243.80,6.73186666667,6.46446666667,6.47793333334,5.92553333333,6.2894,10.9523333333,6.55203333333,5.09886666667,9.27679999999
244.17,6.45593333333,6.39153333333,6.19626666667,5.75686666667,5.94326666667,10.8656666667,6.34043333334,4.758,9.11233333333
244.55,6.66886666667,6.59693333333,6.3442,5.72553333333,6.11313333333,11.1721333333,6.4161,4.7408,9.1852
244.92,6.04956666667,6.1746,5.84966666667,5.049,5.75793333333,10.5856,5.97466666667,4.1692,8.59713333334
245.30,5.57373333333,5.68773333333,5.17693333333,4.5348,5.31626666667,9.9324,5.56983333333,3.68726666667,7.88933333333
245.67,5.0361,5.1508,4.56453333333,4.0524,4.91426666667,9.38353333334,5.07326666667,3.254,7.41213333334
246.05,4.3566,4.5746,3.80346666667,3.40333333333,4.27526666667,8.63526666666,4.48193333333,2.60293333333,7.01806666666
246.42,3.55863333333,3.69773333333,3.03553333333,2.6636,3.46493333333,7.99706666667,3.6403,1.79,6.43406666667
246.79,3.78066666667,3.76393333333,3.23786666667,2.91646666667,3.70586666667,8.35893333333,3.7834,2.03026666667,6.9464
247.17,3.41713333333,3.42466666667,3.00233333333,2.84753333333,3.3372,8.25926666667,3.4481,1.77306666667,6.87806666667
247.54,3.31253333333,3.42053333334,3.06673333333,2.92906666667,3.24113333333,8.28366666667,3.57176666667,1.6808,7.04513333333
247.92,2.89833333333,3.06206666667,2.68673333333,2.59826666667,2.85406666667,7.85706666666,3.29976666666,1.20466666667,6.80526666667
248.29,2.8642,2.87126666667,2.60653333333,2.5192,2.70606666667,7.74193333333,3.2411,1.1224,6.81786666667
248.67,2.89666666667,2.95253333333,2.70886666667,2.76313333333,2.79633333333,7.79513333333,3.36996666667,1.2302,7.01453333333
249.04,2.89263333333,2.82293333333,2.6442,2.835,2.69786666667,7.87366666667,3.34556666667,1.25606666667,7.07066666666
249.42,2.8228,2.6898,2.53773333333,2.86273333333,2.62526666667,7.95886666667,3.29463333333,1.29726666667,7.21860000001
249.79,2.81343333333,2.63166666667,2.53473333333,2.959,2.66506666667,8.02833333333,3.246,1.13966666667,7.41273333333
250.17,3.28886666666,2.96733333333,3.01473333333,3.53046666667,3.10066666667,8.48986666667,3.64753333333,1.6036,7.86126666667
250.54,3.59966666667,3.28573333333,3.3554,3.955,3.37766666667,8.7884,3.99306666667,1.9854,8.17006666667
250.92,3.2705,3.0206,3.2382,3.80226666667,3.09213333334,8.53893333333,3.98913333333,1.7498,7.90686666667
251.29,3.84646666667,3.58726666667,3.77553333333,4.20886666667,3.66186666667,8.93606666667,4.6563,2.2092,8.17253333334
251.66,4.16686666667,3.94026666667,4.09113333333,4.4666,3.94773333333,9.03246666667,5.02206666667,2.52033333333,8.38113333333
252.04,4.5033,4.09386666667,4.35686666667,4.70993333333,4.04886666667,9.35586666667,5.22066666667,3.05353333333,8.72493333334
252.41,4.47666666667,4.11026666667,4.25446666667,4.62306666667,4.16706666667,9.23066666667,5.03503333333,3.10353333333,8.65339999999
252.79,5.12633333333,4.63446666667,4.8986,4.98666666667,4.71873333333,9.9158,5.51473333333,3.76573333333,9.12373333334
253.16,5.73843333333,5.25493333333,5.60033333333,5.7078,5.3088,10.5138666667,6.099,4.37666666667,9.99226666665
253.54,6.1623,5.89566666667,6.14886666667,6.11373333333,5.84486666667,10.9151333333,6.59273333333,4.8248,10.5217333333
253.91,6.62513333333,6.31433333333,6.65893333333,6.532,6.31046666666,11.4132666667,7.26246666667,5.63353333333,10.9500666667
254.28,6.61716666667,6.02966666667,6.54673333333,6.15373333333,6.25306666667,11.4142666667,7.20023333333,5.54593333333,10.7651333333
254.66,7.0961,6.26066666666,7.16673333333,6.5086,6.92306666667,11.7989333333,7.88686666667,6.11546666667,11.2906
255.03,7.51336666667,6.54693333333,7.2384,6.60906666667,7.18526666667,11.8795333333,8.03426666667,6.29433333333,11.3786
255.41,6.60833333333,5.59446666667,6.16313333333,5.60373333333,6.31226666667,10.7038666667,7.02336666667,5.47786666667,10.6012666667
255.78,6.4603,5.35233333334,5.99766666666,5.50406666667,6.3108,10.3676666667,6.5789,5.47086666667,10.3012666667
256.15,6.87376666667,5.91346666667,6.57246666666,6.07346666667,6.7702,10.8709333333,7.00573333333,5.76273333333,10.6120666667
256.53,6.6272,5.74733333333,6.7176,6.10946666667,6.69906666667,10.8216666667,7.02653333333,5.60353333333,10.3944666667
256.90,5.1535,4.40473333333,5.46053333333,4.80226666667,5.0498,9.51640000001,5.9023,4.28973333333,9.18493333333
257.28,4.85873333333,4.15766666666,5.30906666667,4.42013333333,4.58586666667,8.98186666666,5.46463333333,3.9434,8.66266666665
257.65,3.9903,3.38846666667,4.461,3.7756,3.71153333333,8.22586666667,4.47336666666,3.1326,7.789
258.02,3.56203333333,3.165,4.08593333333,3.369,3.22653333333,7.77626666667,3.9328,2.68266666667,7.254
258.40,3.42183333333,3.2542,4.0722,3.50486666667,3.2408,7.77773333333,3.7795,2.6022,7.24473333333
258.77,3.3046,3.29546666667,3.89106666667,3.41253333333,3.06326666667,7.7474,3.63923333333,2.44213333333,7.13813333333
259.15,3.1785,3.26053333333,3.9188,3.3896,3.03486666667,7.79453333333,3.64706666667,2.34593333333,7.1116
259.52,3.39403333333,3.49946666667,4.11513333333,3.63933333333,3.17853333333,8.0852,3.8708,2.531,7.29560000001
259.89,3.39006666667,3.54706666667,4.1722,3.60133333333,3.20513333333,8.236,3.99056666667,2.53293333333,7.3266
