wavelength,Back_LoxNocm,Belly_LoxNocm,Breast_LoxNocm,Crissum_LoxNocm,Crown_LoxNocm,DorTail_LoxNocm,Rump_LoxNocm,Throat_LoxNocm,WingTip_LoxNocm
529.70,3.88796666666,5.17766666667,4.76666666667,5.26013333333,3.85053333333,5.8996,4.36546666667,4.13593333333,5.96766666667
530.04,3.8851,5.1708,4.75773333334,5.26486666667,3.8448,5.88906666667,4.35583333333,4.13393333334,5.9624
530.39,3.87976666667,5.1668,4.76253333333,5.2704,3.8468,5.88033333333,4.35393333333,4.13946666667,5.95553333333
530.73,3.863,5.14366666667,4.7442,5.25493333333,3.82373333333,5.86186666667,4.33326666667,4.13133333333,5.93006666667
531.08,3.85696666666,5.1396,4.74066666666,5.26113333333,3.8092,5.8502,4.32703333333,4.133,5.9274
531.42,3.84916666667,5.132,4.7322,5.2678,3.79873333334,5.83646666667,4.31503333333,4.1376,5.91433333333
531.77,3.85556666666,5.1386,4.74146666667,5.2912,3.81,5.85266666667,4.32313333333,4.15693333333,5.93013333334
532.11,3.86153333333,5.1494,4.75506666667,5.31573333333,3.81466666667,5.8732,4.33446666667,4.1792,5.9418
532.46,3.8684,5.16093333333,4.75953333333,5.32713333333,3.82273333333,5.87546666667,4.33306666667,4.1918,5.94666666667
532.80,3.88413333333,5.17813333333,4.7728,5.3494,3.8358,5.89413333333,4.34553333333,4.21186666667,5.96
533.15,3.86563333333,5.15466666666,4.74686666667,5.3362,3.81053333333,5.85946666667,4.3186,4.2024,5.9352
533.49,3.87513333334,5.16013333334,4.7528,5.34886666667,3.82453333333,5.8666,4.32376666667,4.21433333333,5.9428
533.84,3.88326666667,5.17533333333,4.76206666667,5.36486666667,3.83526666667,5.87626666667,4.33923333333,4.23606666667,5.95946666667
534.18,3.88286666667,5.17326666667,4.75526666667,5.37233333333,3.8348,5.87413333333,4.336,4.24433333333,5.95633333333
534.52,3.8905,5.18453333333,4.765,5.39826666667,3.84506666667,5.88453333333,4.3452,4.26106666667,5.9722
534.87,3.90006666667,5.1892,4.7692,5.4168,3.86093333333,5.8914,4.3471,4.28173333333,5.98186666667
535.21,3.90836666667,5.18206666667,4.77453333334,5.42826666667,3.86233333333,5.89913333333,4.3585,4.2992,5.98186666667
535.56,3.89776666666,5.17053333333,4.76573333333,5.42953333334,3.85186666667,5.8726,4.34203333333,4.29966666667,5.96706666667
535.90,3.9023,5.1646,4.76626666667,5.4316,3.8608,5.8654,4.3337,4.30686666667,5.96413333333
536.25,3.906,5.16686666667,4.7692,5.44793333333,3.85766666667,5.87106666667,4.3356,4.31733333333,5.96873333333
536.59,3.90516666667,5.18033333333,4.77433333333,5.47113333333,3.8596,5.8768,4.33763333333,4.33853333333,5.98053333333
536.93,3.9363,5.2104,4.7984,5.50413333333,3.88573333333,5.90893333333,4.3719,4.3692,6.00993333333
537.28,3.94183333333,5.2208,4.811,5.53206666667,3.888,5.91733333333,4.38856666667,4.39886666667,6.0236
537.62,3.94036666667,5.21293333333,4.822,5.53646666666,3.8884,5.92493333333,4.38696666667,4.41713333333,6.01353333333
537.97,3.9405,5.2124,4.81986666667,5.5488,3.88346666667,5.93013333333,4.3906,4.4244,6.02306666667
538.31,3.9481,5.22486666667,4.83566666667,5.56953333333,3.88946666667,5.93213333333,4.4021,4.452,6.03446666667
538.65,3.94316666667,5.2162,4.8288,5.56993333333,3.8762,5.9268,4.39943333334,4.4586,6.02446666666
539.00,3.94596666667,5.22646666667,4.83746666667,5.58493333333,3.88346666667,5.93093333333,4.4009,4.477,6.0296
539.34,3.9722,5.24653333333,4.85826666667,5.619,3.90666666667,5.96753333333,4.4259,4.51073333333,6.05713333333
539.69,3.9788,5.25453333333,4.86606666667,5.63413333333,3.9116,5.98046666667,4.43733333333,4.5276,6.07106666667
540.03,3.97903333333,5.25,4.859,5.64266666667,3.90713333333,5.9874,4.4353,4.53786666667,6.0734
540.37,3.96926666667,5.23673333333,4.85413333333,5.64086666667,3.8998,5.97766666667,4.4302,4.5422,6.062
540.72,3.94753333333,5.21753333333,4.84013333333,5.64106666667,3.8752,5.95726666667,4.4088,4.53726666667,6.0448
541.06,3.94933333333,5.2168,4.8396,5.64393333333,3.87386666667,5.95786666667,4.40936666667,4.5432,6.04086666667
541.40,3.9506,5.22066666667,4.83613333333,5.65486666667,3.8774,5.9558,4.41393333334,4.55586666667,6.04793333333
541.75,3.95026666667,5.22433333333,4.84013333333,5.6604,3.87166666666,5.9514,4.41196666667,4.56786666667,6.0456
542.09,3.95083333333,5.22333333333,4.8402,5.66086666667,3.87653333333,5.95653333333,4.41166666667,4.569,6.04346666667
542.43,3.9576,5.23013333333,4.84166666667,5.6692,3.88046666667,5.9588,4.42146666667,4.5716,6.04913333333
542.78,3.96593333333,5.23566666667,4.84493333333,5.68246666666,3.88946666666,5.9634,4.43083333333,4.58833333333,6.06246666667
543.12,3.95903333333,5.24226666667,4.84506666667,5.68666666667,3.88473333333,5.95466666667,4.43446666667,4.60026666667,6.0564
543.46,3.94943333333,5.24093333333,4.8396,5.6978,3.8848,5.94586666666,4.4352,4.6142,6.05093333333
543.81,3.9437,5.23306666667,4.83313333333,5.6952,3.88233333333,5.9282,4.43466666667,4.62386666667,6.04066666667
544.15,3.9413,5.2234,4.82006666666,5.70093333333,3.8768,5.91873333333,4.42053333333,4.6258,6.03313333333
544.49,3.97183333333,5.2524,4.8482,5.7364,3.9188,5.95066666667,4.44996666667,4.67913333333,6.0652
544.84,3.97343333333,5.25533333333,4.8546,5.75846666667,3.9284,5.96013333333,4.457,4.6988,6.06833333333
545.18,3.9857,5.26906666667,4.86473333334,5.78806666667,3.94,5.97086666667,4.46226666667,4.71306666667,6.08893333333
545.52,3.9909,5.26446666667,4.86553333333,5.8052,3.95566666667,5.9772,4.4672,4.72906666666,6.0922
545.87,3.97696666667,5.25366666667,4.84666666667,5.80866666667,3.94066666667,5.95733333333,4.45546666667,4.7314,6.08013333333
546.21,3.96236666667,5.24713333333,4.83613333333,5.82566666667,3.93793333333,5.94493333333,4.44326666667,4.7498,6.07366666667
546.55,3.95413333333,5.25113333333,4.82826666667,5.83946666667,3.9362,5.9408,4.43323333333,4.75746666667,6.07346666667
546.90,3.97636666667,5.26626666667,4.85133333333,5.87513333333,3.9674,5.96806666667,4.45886666667,4.78946666667,6.09746666667
547.24,4.0142,5.293,4.87926666667,5.91266666666,3.9968,5.988,4.4759,4.82893333333,6.12106666667
547.58,4.03976666667,5.3224,4.91266666667,5.97746666667,4.02173333333,6.028,4.50796666667,4.881,6.16506666667
547.92,4.0776,5.3668,4.96433333333,6.03073333333,4.0674,6.0692,4.55903333333,4.933,6.2132
548.27,4.07523333333,5.36346666667,4.95226666667,6.04006666667,4.05373333334,6.0622,4.56396666667,4.94546666667,6.20933333333
548.61,4.0735,5.3552,4.9484,6.03053333333,4.03266666667,6.0506,4.54236666667,4.95646666667,6.20313333333
548.95,4.0814,5.35653333333,4.9514,6.04086666667,4.03586666667,6.05653333333,4.55163333334,4.98426666667,6.19986666667
549.29,4.081,5.37073333333,4.95833333333,6.0526,4.036,6.06673333333,4.54806666667,5.0038,6.2022
549.64,4.13136666667,5.41433333333,5.009,6.11946666667,4.07073333333,6.1128,4.57666666667,5.06793333333,6.24833333334
549.98,4.18006666667,5.46273333333,5.06713333333,6.18326666667,4.1182,6.1716,4.63593333333,5.1466,6.30113333333
550.32,4.20916666667,5.4864,5.09793333333,6.22413333334,4.1414,6.203,4.66126666667,5.1858,6.32
550.66,4.18433333333,5.46153333333,5.0672,6.21753333333,4.10673333333,6.17346666667,4.61513333334,5.1742,6.28693333333
551.01,4.1586,5.43266666667,5.03806666667,6.22433333333,4.0704,6.1596,4.58136666667,5.1614,6.25986666667
551.35,4.13603333333,5.41066666667,5.02526666667,6.20413333333,4.05933333333,6.13573333334,4.55976666667,5.14593333333,6.2328
551.69,4.11073333334,5.38986666667,4.98506666667,6.18126666666,4.021,6.1146,4.52263333333,5.13173333333,6.20073333333
552.03,4.10506666667,5.38206666667,4.99626666667,6.17093333333,4.00866666667,6.11093333333,4.50576666667,5.12026666667,6.18933333334
552.38,4.11943333333,5.40866666667,5.0168,6.21073333333,4.02746666667,6.13053333333,4.52506666667,5.14526666667,6.20666666667
552.72,4.10036666667,5.3888,4.98793333333,6.2154,3.99733333333,6.11566666667,4.50403333333,5.13993333333,6.19126666667
553.06,4.11106666667,5.39393333333,4.98386666667,6.2326,3.98746666667,6.109,4.50973333333,5.1572,6.20266666667
553.40,4.0752,5.36033333333,4.9536,6.20413333333,3.9614,6.07573333333,4.48683333333,5.13666666667,6.17093333333
553.74,4.0724,5.35913333333,4.94146666667,6.21326666667,3.96286666667,6.07293333334,4.4652,5.13386666667,6.1582
554.09,4.05316666667,5.34533333333,4.92886666667,6.20546666667,3.94806666667,6.06053333333,4.449,5.14373333333,6.14006666667
554.43,4.06913333333,5.376,4.953,6.232,3.97006666667,6.07666666667,4.4731,5.18,6.17093333333
554.77,4.0657,5.39426666667,4.961,6.24793333333,3.97026666667,6.079,4.48866666667,5.219,6.18793333333
555.11,4.1007,5.44086666667,4.97653333333,6.3,3.99453333333,6.10513333333,4.51796666667,5.26393333333,6.21273333333
555.45,4.09536666667,5.4354,4.97293333333,6.31746666667,3.99553333333,6.08666666667,4.52106666667,5.28173333333,6.20813333333
555.80,4.09036666667,5.43453333333,4.96586666667,6.34213333333,4.01153333333,6.08106666667,4.52396666667,5.29853333333,6.20286666667
556.14,4.078,5.42073333333,4.94593333333,6.34933333333,4.00666666667,6.07913333333,4.51096666667,5.3104,6.19366666667
556.48,4.0603,5.41793333333,4.9502,6.352,4.00046666667,6.07313333333,4.49883333333,5.315,6.1662
556.82,4.0744,5.42646666666,4.96813333333,6.39246666666,4.0208,6.08713333334,4.5177,5.356,6.17166666667
557.16,4.10333333333,5.45073333333,5.0006,6.4396,4.04513333333,6.1166,4.5431,5.4106,6.18833333333
557.50,4.08543333333,5.43373333333,4.99606666667,6.43433333334,4.02333333333,6.11626666667,4.52826666667,5.41613333333,6.1844
557.85,4.10303333333,5.45426666667,5.00693333333,6.4732,4.0304,6.14193333333,4.53966666666,5.44633333333,6.21306666667
558.19,4.0852,5.41946666667,4.9896,6.47853333333,4.02273333333,6.13333333333,4.5369,5.44553333333,6.189
558.53,4.125,5.44213333333,5.02613333333,6.51666666667,4.057,6.16933333333,4.5721,5.48453333333,6.20933333333
558.87,4.11923333333,5.43326666667,5.04353333333,6.5372,4.05746666667,6.17406666667,4.5833,5.51286666667,6.2214
559.21,4.15373333333,5.4552,5.08433333333,6.59353333333,4.07346666667,6.20913333333,4.6086,5.56473333333,6.2568
559.55,4.16313333333,5.48026666667,5.08633333333,6.62013333333,4.07866666667,6.21566666667,4.62363333333,5.60706666667,6.27933333333
559.89,4.213,5.5418,5.14386666667,6.69633333333,4.13,6.2634,4.6865,5.67866666667,6.34573333333
560.23,4.2629,5.58753333333,5.19033333333,6.7478,4.17913333333,6.2978,4.73583333333,5.74046666667,6.40606666666
560.58,4.26416666667,5.59053333333,5.20513333333,6.766,4.177,6.31026666667,4.7456,5.76053333333,6.42706666667
560.92,4.2594,5.59293333334,5.1902,6.7772,4.16806666667,6.31906666667,4.74996666667,5.77326666667,6.44806666667
561.26,4.27026666667,5.59993333333,5.20293333333,6.7996,4.1674,6.31746666667,4.7641,5.80333333334,6.4516
561.60,4.22693333333,5.55853333333,5.16653333333,6.7614,4.12493333334,6.25693333333,4.71703333333,5.7706,6.40313333333
561.94,4.24306666667,5.57533333334,5.17833333333,6.78526666667,4.12433333333,6.25946666667,4.71526666667,5.80273333333,6.43793333333
562.28,4.195,5.542,5.13573333333,6.76826666667,4.08713333333,6.21593333333,4.67933333333,5.77686666666,6.4032
562.62,4.17093333333,5.50833333333,5.09633333333,6.74506666667,4.06166666667,6.1868,4.64563333333,5.75546666667,6.3794
562.96,4.11216666667,5.47533333334,5.04206666667,6.70773333334,4.022,6.151,4.60053333333,5.72526666667,6.32813333333
563.30,4.1025,5.45853333333,5.03833333333,6.727,4.00933333333,6.15273333333,4.58983333333,5.7318,6.317
563.64,4.0661,5.41633333333,4.98606666667,6.69673333333,3.97006666667,6.10386666667,4.5451,5.71386666667,6.26346666667
563.99,4.03553333333,5.38173333333,4.96026666666,6.6994,3.926,6.0758,4.51676666666,5.70733333333,6.2482
564.33,4.02393333333,5.38526666667,4.94466666667,6.71033333333,3.9244,6.0794,4.50213333333,5.72113333333,6.23746666666
564.67,4.03203333333,5.4074,4.9512,6.73706666667,3.9404,6.08633333333,4.50443333333,5.74286666667,6.24886666667
565.01,4.0516,5.43246666667,4.98093333333,6.78166666667,3.9668,6.09666666667,4.52393333333,5.7778,6.2758
565.35,4.11003333334,5.49313333333,5.03193333333,6.86046666667,4.0314,6.1518,4.59103333333,5.84573333333,6.342
565.69,4.10733333333,5.51166666667,5.03366666667,6.8854,4.036,6.17326666667,4.60546666666,5.8686,6.3526
566.03,4.13096666667,5.53333333333,5.0576,6.92893333333,4.05933333333,6.20866666667,4.6149,5.91166666667,6.37553333333
566.37,4.14996666667,5.562,5.08546666667,6.96393333333,4.0786,6.23173333333,4.62706666667,5.94266666667,6.38993333333
566.71,4.19446666667,5.5934,5.12673333333,7.0186,4.12633333333,6.27093333333,4.6622,5.99866666667,6.42553333334
567.05,4.19653333333,5.6018,5.13193333333,7.03393333333,4.13233333333,6.27773333333,4.65743333333,6.00946666667,6.4362
567.39,4.18673333333,5.60166666667,5.1384,7.04926666667,4.1274,6.27866666667,4.66486666667,6.02893333333,6.44393333333
567.73,4.21786666667,5.6382,5.17413333333,7.09553333333,4.1712,6.3246,4.69753333333,6.0864,6.46933333333
568.07,4.24183333333,5.64573333333,5.18906666667,7.12406666667,4.1878,6.33333333333,4.70943333333,6.12366666667,6.48073333333
568.41,4.23006666666,5.62973333333,5.19186666667,7.14173333333,4.17633333333,6.3164,4.70173333333,6.14493333333,6.4648
568.75,4.2208,5.6284,5.16866666667,7.1442,4.1668,6.31106666666,4.6898,6.16106666667,6.44813333333
569.09,4.2087,5.62306666667,5.17053333333,7.1486,4.16393333333,6.32233333333,4.6874,6.1878,6.4494
569.43,4.2187,5.61746666667,5.17253333333,7.162,4.16446666667,6.32086666667,4.68523333333,6.20726666667,6.4344
569.77,4.22393333333,5.62253333333,5.17373333333,7.1622,4.16333333333,6.31726666667,4.69423333333,6.23026666667,6.434
570.11,4.25636666667,5.6518,5.19673333333,7.213,4.18166666666,6.35253333334,4.71963333333,6.28326666667,6.4526
570.45,4.2744,5.67266666667,5.2118,7.23593333333,4.18313333333,6.36053333333,4.7264,6.32633333333,6.472
570.79,4.2652,5.6682,5.20373333333,7.2336,4.17933333333,6.3534,4.73456666667,6.33686666667,6.46286666667
571.13,4.27173333333,5.6786,5.2144,7.26253333333,4.18393333333,6.36513333333,4.74123333333,6.35966666667,6.47893333333
571.47,4.26326666667,5.67313333333,5.1958,7.26873333333,4.1764,6.3486,4.7331,6.37713333333,6.47993333333
571.81,4.25323333333,5.6672,5.1956,7.2754,4.1778,6.33893333333,4.72106666667,6.38713333333,6.4724
572.15,4.24773333333,5.67106666667,5.18506666667,7.28273333333,4.17806666667,6.33486666667,4.71636666667,6.4118,6.46926666667
572.49,4.2253,5.64626666667,5.1662,7.2816,4.16586666667,6.32353333333,4.6906,6.40293333333,6.45946666667
572.83,4.22456666667,5.64753333333,5.16266666667,7.30906666667,4.15066666667,6.31753333333,4.68413333333,6.41526666667,6.44586666667
573.17,4.20623333333,5.63826666667,5.15466666667,7.31066666667,4.13353333333,6.30426666667,4.65996666667,6.4224,6.4294
573.51,4.17126666667,5.602,5.1174,7.3028,4.0934,6.2656,4.61406666667,6.41273333333,6.40753333333
573.85,4.1573,5.5856,5.10646666667,7.30066666667,4.0822,6.24526666667,4.59643333333,6.42553333333,6.40966666667
574.19,4.1173,5.55246666667,5.07633333333,7.28353333333,4.05406666667,6.2118,4.5778,6.40706666667,6.37353333333
574.53,4.1574,5.58373333334,5.10613333333,7.3414,4.08126666667,6.25013333333,4.5985,6.4664,6.407
574.87,4.1664,5.591,5.11353333333,7.36326666667,4.09713333333,6.25773333333,4.59966666667,6.49633333333,6.40406666667
575.21,4.1812,5.60533333333,5.12426666667,7.3844,4.10653333333,6.266,4.61026666666,6.50906666667,6.4056
575.55,4.1938,5.61893333333,5.1458,7.42506666667,4.118,6.28286666667,4.62573333333,6.544,6.43073333333
575.89,4.2263,5.63353333333,5.16493333333,7.46546666667,4.1446,6.3024,4.6485,6.57753333333,6.46213333333
576.22,4.2502,5.64986666667,5.185,7.51073333333,4.15506666667,6.3218,4.6752,6.61966666667,6.48253333333
576.56,4.22783333333,5.60833333333,5.15726666667,7.48653333333,4.13546666667,6.29253333333,4.6498,6.61546666667,6.45226666667
576.90,4.25063333333,5.62413333333,5.17393333333,7.51633333333,4.16506666667,6.30086666667,4.68626666667,6.64946666667,6.47633333333
577.24,4.29,5.6664,5.2244,7.578,4.21453333333,6.33733333333,4.7253,6.7038,6.51246666667
577.58,4.2771,5.66026666666,5.2132,7.59526666667,4.21,6.32413333333,4.73203333333,6.71886666667,6.50466666667
577.92,4.28043333333,5.67486666667,5.22313333333,7.63093333333,4.2196,6.32633333333,4.73173333333,6.74086666667,6.52326666667
578.26,4.25486666667,5.67473333333,5.22373333333,7.64553333333,4.20006666667,6.31626666667,4.7271,6.76293333333,6.51846666667
578.60,4.30906666667,5.7254,5.27,7.70333333333,4.2508,6.36953333333,4.77496666667,6.82373333333,6.56446666667
578.94,4.3022,5.71666666667,5.2538,7.7104,4.23793333333,6.37,4.7666,6.8432,6.5554
579.28,4.25163333333,5.686,5.1924,7.68373333333,4.18133333333,6.32286666667,4.73463333334,6.8078,6.50306666667
579.61,4.22386666667,5.66506666667,5.1884,7.66406666667,4.15466666667,6.30446666667,4.70726666667,6.8122,6.48066666667
579.95,4.1996,5.6428,5.171,7.651,4.13086666667,6.29513333333,4.68416666667,6.834,6.46873333333
580.29,4.2441,5.68526666667,5.20326666667,7.7092,4.1664,6.327,4.703,6.89706666667,6.5062
580.63,4.25683333333,5.68133333333,5.2098,7.73886666666,4.169,6.33666666667,4.68393333333,6.9414,6.5116
580.97,4.21156666666,5.63413333333,5.17,7.70293333333,4.1096,6.3068,4.6502,6.92713333333,6.46693333333
581.31,4.17643333333,5.61193333333,5.16013333333,7.6964,4.07853333333,6.29013333333,4.60506666667,6.91626666667,6.43473333333
581.65,4.17966666667,5.598,5.15826666667,7.71586666667,4.07066666667,6.31466666667,4.60186666667,6.95126666667,6.42893333333
581.98,4.162,5.56486666667,5.14233333333,7.70093333333,4.0536,6.29413333334,4.57763333333,6.946,6.40446666666
582.32,4.0855,5.49293333333,5.07973333333,7.65406666666,3.95693333333,6.22033333333,4.48656666667,6.89573333333,6.32553333333
582.66,4.06263333333,5.48373333333,5.07666666667,7.6642,3.94126666667,6.20486666667,4.45033333333,6.90573333333,6.31046666667
583.00,4.0622,5.4764,5.07353333333,7.66346666666,3.94286666667,6.20106666667,4.44403333334,6.9354,6.32073333334
583.34,4.0826,5.5024,5.08386666667,7.71826666667,3.97126666667,6.23546666667,4.48243333333,6.98,6.3434
583.68,4.11936666667,5.55586666667,5.12886666667,7.76573333333,4.0132,6.265,4.54033333333,7.0248,6.37446666667
584.01,4.0894,5.52853333333,5.1116,7.76166666666,3.9878,6.24253333333,4.52283333333,7.01013333333,6.36533333333
584.35,4.07656666667,5.53893333333,5.1116,7.79346666666,3.9724,6.2508,4.53766666667,7.03253333333,6.37
584.69,4.13476666667,5.60333333333,5.1616,7.87126666666,4.04013333333,6.30486666667,4.5829,7.10013333334,6.4186
585.03,4.14523333333,5.60453333333,5.1568,7.89393333334,4.05353333333,6.31306666667,4.59363333333,7.11093333333,6.4384
585.37,4.11996666667,5.56393333333,5.12193333333,7.87026666667,4.0218,6.26686666667,4.5625,7.0892,6.40133333333
585.70,4.12476666667,5.56933333334,5.10406666667,7.89793333334,4.03046666667,6.24306666666,4.56253333333,7.11033333333,6.39886666666
586.04,4.14343333333,5.58486666667,5.10493333333,7.91786666666,4.05586666667,6.23813333333,4.58406666667,7.15846666667,6.42653333333
586.38,4.14486666667,5.5746,5.10886666667,7.92980000001,4.0526,6.23166666667,4.5922,7.19086666667,6.4336
586.72,4.253,5.68446666667,5.22293333333,8.05853333333,4.1574,6.34046666667,4.6974,7.3102,6.53933333333
587.06,4.2271,5.6576,5.20646666667,8.039,4.13033333333,6.32553333333,4.66213333333,7.29046666667,6.50893333333
587.39,4.2279,5.64353333333,5.1934,8.06746666667,4.11746666667,6.3238,4.63806666667,7.31373333333,6.50706666667
587.73,4.22696666666,5.65286666667,5.20126666667,8.09239999999,4.12806666667,6.32246666667,4.64563333333,7.35753333333,6.50106666667
588.07,4.1865,5.61233333333,5.16146666667,8.05926666666,4.089,6.28326666667,4.5952,7.333,6.4664
588.41,4.15326666667,5.59266666667,5.1432,8.049,4.06066666667,6.256,4.5832,7.345,6.44566666667
588.74,4.18103333333,5.6162,5.16273333333,8.08140000001,4.07906666667,6.28513333333,4.60056666667,7.40793333333,6.47073333333
589.08,4.2605,5.70106666667,5.242,8.16459999999,4.13226666666,6.35246666667,4.65876666667,7.5026,6.54653333333
589.42,4.2904,5.71833333333,5.26686666667,8.19580000001,4.1338,6.39606666667,4.68576666667,7.55966666667,6.57593333333
589.76,4.32823333334,5.73906666667,5.301,8.25866666666,4.17686666667,6.437,4.72476666667,7.59966666667,6.62033333333
590.09,4.3112,5.72793333333,5.2958,8.2714,4.169,6.44173333334,4.71873333333,7.61033333333,6.61626666667
590.43,4.22906666667,5.6448,5.1916,8.18486666667,4.07993333333,6.35173333333,4.63476666667,7.55526666667,6.5242
590.77,4.24633333334,5.66486666666,5.2112,8.24506666667,4.087,6.37073333333,4.65316666667,7.6088,6.54293333333
591.11,4.26853333333,5.67653333333,5.22533333333,8.2778,4.11126666667,6.38446666667,4.67226666667,7.64786666667,6.55786666667
591.44,4.2793,5.68153333333,5.23226666667,8.30719999999,4.1098,6.406,4.68496666667,7.67893333333,6.57366666667
591.78,4.31396666667,5.71393333333,5.25953333333,8.34286666666,4.15133333333,6.43153333333,4.71416666667,7.72806666667,6.6096
592.12,4.3289,5.70593333333,5.24526666666,8.36999999999,4.16306666666,6.42706666667,4.71666666667,7.74413333333,6.63513333334
592.46,4.34733333333,5.73426666667,5.27766666667,8.42233333333,4.18846666667,6.4502,4.765,7.8068,6.6656
592.79,4.32313333333,5.73286666667,5.24433333333,8.43473333334,4.17946666667,6.43946666667,4.76556666667,7.81126666667,6.66693333333
593.13,4.33576666667,5.75153333333,5.248,8.472,4.181,6.44413333333,4.7648,7.854,6.6898
593.47,4.3102,5.74446666667,5.2292,8.48366666667,4.145,6.42806666666,4.74473333333,7.87866666666,6.67886666667
593.80,4.306,5.74433333333,5.214,8.51426666667,4.14533333333,6.4224,4.7337,7.88766666667,6.6906
594.14,4.34,5.75846666667,5.2546,8.58766666667,4.1686,6.46506666667,4.7635,7.95113333333,6.72246666667
594.48,4.36073333333,5.7718,5.26566666667,8.60846666666,4.18233333333,6.46713333333,4.76926666667,7.9912,6.75273333333
594.81,4.32326666667,5.76653333333,5.24346666667,8.60226666667,4.15473333333,6.43313333334,4.74116666667,7.98146666667,6.733
595.15,4.32863333333,5.77673333334,5.23093333333,8.64253333333,4.15746666667,6.453,4.74336666667,8.01386666667,6.739
595.49,4.3436,5.8082,5.2454,8.70833333333,4.17973333333,6.4852,4.77596666667,8.07526666666,6.776
595.82,4.31646666667,5.79733333333,5.2372,8.72113333334,4.1674,6.4896,4.7628,8.09366666667,6.75606666667
596.16,4.29706666667,5.76906666667,5.2092,8.71926666667,4.13366666667,6.4678,4.7346,8.09819999999,6.743
596.50,4.28446666667,5.76293333333,5.21566666667,8.73853333333,4.14193333333,6.4756,4.7334,8.12186666666,6.73693333333
596.83,4.2768,5.7712,5.224,8.75953333334,4.17,6.4836,4.74273333333,8.12399999999,6.7446
597.17,4.29666666667,5.79266666667,5.24066666667,8.79340000001,4.18966666667,6.4996,4.7651,8.1602,6.77326666667
597.51,4.32543333333,5.8344,5.2734,8.84046666667,4.21693333333,6.5416,4.79456666667,8.2184,6.7904
597.84,4.30456666667,5.83193333333,5.2522,8.85046666667,4.2014,6.53866666667,4.77093333333,8.21926666666,6.78946666667
598.18,4.31216666667,5.85913333333,5.26706666666,8.90946666666,4.2308,6.5624,4.79696666667,8.25913333333,6.79293333333
598.52,4.3208,5.8716,5.2846,8.96573333334,4.25486666667,6.61626666667,4.8183,8.31713333333,6.8126
598.85,4.32826666667,5.89713333333,5.3188,8.9806,4.2716,6.61206666667,4.8353,8.34846666667,6.83946666667
599.19,4.34416666667,5.9124,5.33446666667,9.01046666666,4.26773333333,6.63946666667,4.85753333333,8.38153333333,6.841
599.53,4.41526666667,5.97473333333,5.38393333333,9.07533333333,4.31213333333,6.69346666667,4.9213,8.46899999999,6.91546666667
599.86,4.43813333333,6.001,5.40746666667,9.11579999999,4.34873333333,6.7146,4.9526,8.51506666666,6.9356
600.20,4.41943333333,5.9894,5.38906666667,9.11086666667,4.32513333333,6.6954,4.93873333333,8.52953333333,6.93453333334
600.53,4.38353333334,5.93606666667,5.36053333333,9.06986666667,4.27653333333,6.65286666666,4.8998,8.54653333333,6.8944
600.87,4.31833333333,5.8726,5.28626666667,9.01073333334,4.216,6.60553333333,4.83163333333,8.49553333333,6.8152
601.21,4.26223333333,5.8252,5.25853333333,9.00233333333,4.17006666666,6.54713333333,4.8014,8.48966666667,6.79233333333
601.54,4.2529,5.84026666667,5.255,9.02793333334,4.16293333333,6.53646666667,4.80893333333,8.53606666666,6.7854
601.88,4.24596666667,5.82386666667,5.2344,9.01906666667,4.14873333333,6.52313333333,4.78316666667,8.54206666667,6.793
602.21,4.2843,5.836,5.23453333333,9.02333333333,4.15353333333,6.51173333333,4.79073333333,8.58133333334,6.80446666667
602.55,4.3257,5.86573333333,5.26366666667,9.08766666667,4.18326666667,6.55626666667,4.81453333333,8.64353333333,6.84466666667
602.88,4.3292,5.8686,5.27906666666,9.11473333333,4.1934,6.55266666667,4.794,8.68480000001,6.87113333333
603.22,4.32686666667,5.86266666666,5.2886,9.14080000001,4.20366666667,6.5714,4.79776666667,8.69873333333,6.8536
603.56,4.33353333333,5.87866666667,5.29286666667,9.16680000001,4.20093333333,6.58666666667,4.79533333333,8.71733333333,6.86613333333
603.89,4.37576666667,5.91313333333,5.31966666667,9.23193333333,4.23266666667,6.6276,4.8018,8.76853333334,6.88373333333
604.23,4.38833333333,5.9372,5.32746666667,9.29046666666,4.24713333333,6.6594,4.8142,8.8006,6.911
604.56,4.41226666667,5.955,5.36673333333,9.34453333334,4.2726,6.69566666667,4.8438,8.85540000001,6.94453333333
604.90,4.41613333333,5.9594,5.34806666667,9.35473333333,4.2676,6.71786666667,4.84196666667,8.87506666667,6.93893333333
605.23,4.4389,5.96693333333,5.37726666667,9.3874,4.29493333333,6.74513333333,4.86893333333,8.89959999999,6.9682
605.57,4.4414,5.98713333333,5.394,9.42646666667,4.30073333333,6.7636,4.8877,8.93186666666,6.9846
605.90,4.40123333333,5.97826666667,5.37486666667,9.44333333333,4.26566666667,6.752,4.86633333333,8.9352,6.96606666667
606.24,4.35713333333,5.94366666667,5.32266666667,9.42473333332,4.22833333333,6.72166666667,4.82703333333,8.92406666666,6.923
606.58,4.35863333334,5.9366,5.31986666667,9.43873333334,4.226,6.74033333333,4.84896666667,8.94033333332,6.9094
606.91,4.39036666667,5.97646666667,5.3508,9.50046666667,4.25126666666,6.76446666667,4.88116666667,9.00259999999,6.94286666667
607.25,4.4194,6.00746666667,5.38373333333,9.56873333333,4.29893333333,6.8072,4.91913333333,9.08686666666,6.97406666667
