wavelength,Back_SalAtem,Belly_SalAtem,Breast_SalAtem,Crissum_SalAtem,Crown_SalAtem,DorTail_SalAtem,Patch10_SalAtem,Rump_SalAtem,Throat_SalAtem,WingTip_SalAtem
303.37,0.655333333333,2.88786666667,3.6874,-0.152733333333,-0.394333333333,1.68673333333,-0.124799999999,0.493377777777,8.73286666667,5.13426666667
303.74,0.805733333333,3.05433333333,3.8888,0.067266666666,-0.172133333334,1.84586666667,0.0491333333332,0.718622222221,8.9752,5.32113333333
304.10,1.0284,3.29553846154,4.10693333333,0.376666666667,0.124333333332,2.075,0.357000000001,1.02937777778,9.34580000001,5.64486666667
304.47,1.16753333333,3.53084102564,4.28553333333,0.628866666667,0.329133333334,2.32053333333,0.637066666667,1.21771111111,9.63240000001,5.83146666667
304.84,1.44113333333,3.8308,4.65706666667,1.0582,0.499533333333,2.6504,0.966133333334,1.45271111111,9.97453333333,6.12113333333
305.21,1.50646666667,4.00174358974,4.80173333333,1.21733333333,0.584800000001,2.7602,1.115,1.50417777778,10.1686,6.2174
305.58,1.5722,4.13645128205,4.89386666667,1.2952,0.653399999999,2.83913333333,1.25866666667,1.5318,10.3682,6.22893333333
305.95,1.52466666667,4.08211794872,4.86786666667,1.2336,0.438999999999,2.7548,1.09906666667,1.41608888889,10.3292666667,6.14293333333
306.32,1.64286666667,4.26357435897,5.01053333333,1.3424,0.519200000001,2.80833333333,1.20386666667,1.53655555556,10.5435333333,6.2392
306.69,1.76026666667,4.4243025641,5.078,1.432,0.630200000001,2.83066666667,1.33866666667,1.6336,10.746,6.2782
307.06,1.77246666667,4.52641025641,5.03906666667,1.46426666667,0.699599999999,2.83853333333,1.40433333333,1.63475555556,10.8712666667,6.18513333333
307.43,1.96993333333,4.74536410256,5.3264,1.65433333333,0.842866666667,2.96966666667,1.56493333333,1.81966666667,11.2296666667,6.32793333333
307.80,2.1692,4.96949230769,5.38426666667,1.74446666667,0.979333333333,3.08693333333,1.68933333333,1.93106666667,11.4754,6.38926666667
308.17,2.4288,5.24436410256,5.54446666667,1.90846666667,1.097,3.3254,1.87706666667,2.10033333333,11.7194666667,6.53426666667
308.54,2.401,5.3146,5.53406666667,1.8646,1.11113333333,3.24913333333,1.84933333333,2.10042222222,11.7118,6.43126666667
308.90,2.0416,5.03146153846,5.27446666667,1.41173333333,0.8488,2.877,1.5532,1.73833333333,11.5866666667,6.07106666667
309.27,1.98313333333,5.01802051282,5.27953333333,1.33066666667,0.8302,2.81773333333,1.52893333333,1.68466666667,11.6742666667,5.92473333333
309.64,1.97906666667,5.0232,5.28446666667,1.27893333333,0.84,2.7338,1.42966666667,1.64,11.7163333333,5.87426666667
310.01,1.9444,5.01323589743,5.2912,1.223,0.876533333333,2.6738,1.35373333333,1.57011111111,11.6922666667,5.8024
310.38,1.97266666667,5.11233333333,5.37213333333,1.2092,0.913,2.70046666667,1.31833333333,1.60135555556,11.7988,5.7892
310.75,1.97526666667,5.18523076923,5.48653333333,1.19573333333,0.8968,2.67626666667,1.29486666667,1.61271111111,11.8851333333,5.76613333333
311.12,2.02033333333,5.30585128205,5.6976,1.2092,0.906,2.69033333333,1.34946666667,1.67397777778,12.0026666667,5.83393333333
311.49,2.03473333333,5.41685128205,5.74373333333,1.16206666667,0.905266666667,2.6478,1.34466666667,1.62931111111,12.0466666667,5.82673333333
311.85,2.15933333333,5.57476923077,5.9962,1.2852,0.987933333333,2.73753333333,1.4282,1.64635555556,12.2264,5.943
312.22,2.148,5.62326153846,6.07006666667,1.26766666667,1.029,2.684,1.42306666667,1.6436,12.2915333333,5.91873333333
312.59,2.4216,5.84906666667,6.30773333333,1.45793333333,1.25373333333,2.8248,1.62186666667,1.82082222222,12.6156,6.1008
312.96,2.69926666667,6.14290769231,6.5896,1.72173333333,1.47233333333,3.01766666667,1.85686666667,2.12526666667,12.9076,6.25666666667
313.33,2.849,6.28354358975,6.70326666667,1.7738,1.4844,3.03826666667,1.8818,2.1898,12.9862,6.26406666667
313.70,2.75593333333,6.23813846154,6.76093333333,1.74113333333,1.43886666667,2.9446,1.87286666667,2.16613333333,13.0032666667,6.14413333333
314.07,2.88953333333,6.46838461539,6.95006666667,1.87993333333,1.5154,3.0306,2.068,2.28437777778,13.3076666667,6.18686666666
314.43,2.78966666667,6.4194974359,6.89413333333,1.82606666667,1.40073333333,2.92466666667,1.98886666667,2.15215555556,13.3405333333,6.02133333333
314.80,3.11793333333,6.7634974359,7.1382,2.11493333333,1.6674,3.2196,2.3246,2.4518,13.7090666667,6.27586666667
315.17,3.29713333333,6.88864615385,7.24166666667,2.2408,1.76693333333,3.2972,2.43753333333,2.51022222222,13.9315333333,6.33446666667
315.54,3.55866666667,7.08664102564,7.45299999999,2.48326666667,2.02326666667,3.523,2.6698,2.75377777778,14.2440666667,6.4924
315.91,3.53866666667,7.16806666667,7.5116,2.5018,2.0156,3.53073333333,2.75673333333,2.8406,14.4238,6.43866666667
316.28,3.68413333333,7.2940974359,7.60906666666,2.66726666666,2.1288,3.61613333333,2.87633333333,2.86891111111,14.7112666667,6.49246666667
316.64,3.59773333333,7.34155897436,7.68106666666,2.6488,2.14546666667,3.59126666667,2.83726666667,2.85495555556,14.7822666667,6.4334
317.01,3.52353333333,7.42985128205,7.64893333333,2.61813333333,2.16386666667,3.52193333333,2.73213333333,2.81768888889,14.95,6.46433333333
317.38,3.60586666666,7.60677948718,7.80333333334,2.74726666667,2.33006666667,3.65746666667,2.85546666667,3.0134,15.2591333333,6.56653333334
317.75,3.69693333334,7.82177948718,7.87153333333,2.76886666667,2.36733333333,3.72606666667,2.91473333333,3.09895555556,15.4044666667,6.69086666667
318.12,3.6038,7.7837948718,7.78466666666,2.68693333334,2.26846666667,3.6742,2.8308,3.09057777778,15.4564666667,6.72233333333
318.49,3.70006666667,7.91004615385,7.9174,2.7832,2.41,3.76733333333,2.9616,3.22688888889,15.699,6.83853333333
318.85,3.49166666667,7.76227692308,7.84600000001,2.55653333333,2.28606666667,3.5378,2.75946666667,3.03977777778,15.6458,6.6156
319.22,3.2844,7.65876410256,7.6676,2.46586666667,2.1592,3.39533333333,2.56846666667,2.927,15.6368666667,6.42973333333
319.59,3.21993333333,7.7161025641,7.5354,2.45453333333,2.08773333333,3.31326666667,2.44106666667,2.86584444445,15.6595333334,6.33813333333
319.96,3.62406666667,8.17126153846,7.81606666667,2.76113333333,2.51813333333,3.64913333333,2.78133333333,3.23244444444,16.0644,6.74533333333
320.32,3.9562,8.6195025641,8.27653333333,3.11953333333,2.9274,4.01473333333,3.0778,3.66288888889,16.4046,7.03253333333
320.69,4.05306666667,8.71037435897,8.37346666667,3.14793333333,2.95766666667,4.0732,3.1464,3.68131111111,16.6566666667,7.0924
321.06,3.9978,8.62249230769,8.35259999999,3.01633333333,2.8108,4.0746,3.07626666667,3.60488888889,16.6150666667,6.99053333333
321.43,3.77666666667,8.41102564102,8.18333333333,2.73666666667,2.51,3.81,2.70666666667,3.27277777778,16.44,6.78833333333
321.80,3.7316,8.33416923077,8.13986666667,2.63726666667,2.41953333333,3.70346666667,2.56913333333,3.07482222222,16.6526,6.6402
322.16,3.86086666667,8.60631794872,8.43866666666,2.7926,2.63626666667,3.897,2.7564,3.24128888889,17.1020666667,6.6864
322.53,3.92653333333,8.75816410256,8.5526,2.83686666667,2.72233333334,3.962,2.79493333333,3.36013333334,17.2114,6.6844
322.90,3.95373333333,8.84488717949,8.64193333333,2.93446666667,2.71913333333,4.06453333333,2.7906,3.4358,17.3536,6.6682
323.27,4.1948,9.11242051281,8.96513333334,3.1136,2.8848,4.33266666667,3.0272,3.69788888889,17.7804,6.90186666667
323.63,4.11773333333,9.08997948717,9.04666666667,2.9826,2.83813333333,4.2852,2.9522,3.61811111111,17.9487333333,6.83713333333
324.00,3.66313333333,8.61187692308,8.78933333333,2.59506666667,2.4094,3.947,2.49253333333,3.13277777778,17.6471333333,6.3666
324.37,3.4698,8.48027692308,8.64173333333,2.35226666667,2.18546666667,3.78313333333,2.25513333333,2.99431111111,17.5664,6.17186666667
324.74,3.35253333333,8.49330769231,8.61886666667,2.3684,2.1344,3.76033333334,2.1738,2.98911111111,17.4832666667,6.0582
325.10,3.52773333333,8.75755384615,8.84666666667,2.59246666667,2.35386666667,3.9404,2.33453333333,3.13322222222,17.7607333333,6.18506666667
325.47,3.6866,9.01745641025,9.11899999999,2.84133333333,2.59646666667,4.186,2.58686666667,3.41824444444,18.0954666667,6.3356
325.84,3.82853333333,9.25362564103,9.37426666666,3.11246666667,2.80646666667,4.4036,2.74446666667,3.67873333333,18.2737333333,6.49133333333
326.21,4.04193333333,9.47277948717,9.60313333333,3.31066666667,2.9688,4.567,2.8792,3.87137777778,18.389,6.73033333333
326.57,4.18486666667,9.66552307693,9.8066,3.40266666667,3.05973333333,4.74373333333,3.00293333333,3.98362222222,18.6525333333,6.86206666667
326.94,4.3786,9.85974358976,9.95239999999,3.58233333333,3.25853333333,4.9206,3.17206666667,4.14604444444,18.8914666667,7.01646666667
327.31,4.2164,9.74325641026,9.8044,3.42166666667,3.14013333333,4.75753333333,2.97486666667,3.9604,18.7639333333,6.7776
327.67,4.12653333333,9.73679487179,9.82853333333,3.3882,3.0402,4.71546666667,2.89233333333,3.89453333333,18.7245333333,6.68733333333
328.04,4.27673333333,9.9460102564,9.93153333332,3.50346666667,3.15933333333,4.7668,2.98466666667,4.09766666667,18.9412,6.77366666667
328.41,4.01166666667,9.68250769231,9.69879999999,3.25366666667,2.8542,4.50593333333,2.77233333333,3.81382222222,18.7687333333,6.4808
328.78,4.0624,9.71956410257,9.75106666667,3.27093333333,2.82426666667,4.4986,2.84826666666,3.86522222222,19.0272,6.50306666667
329.14,3.94446666667,9.67307179486,9.71753333333,3.17326666667,2.71146666667,4.37066666667,2.78486666667,3.85066666667,19.0251333333,6.32326666667
329.51,3.88893333333,9.70602051281,9.67973333332,3.04866666667,2.64166666667,4.2794,2.72546666667,3.80268888889,19.0663333333,6.24993333333
329.88,4.2042,10.0180564103,9.92626666667,3.24853333333,2.87626666667,4.48053333333,2.975,4.05,19.4734666667,6.51526666667
330.24,4.16526666667,9.97264615386,9.87066666668,3.20833333333,2.89526666667,4.41826666667,2.96653333333,4.02486666667,19.5920666667,6.3956
330.61,4.16846666667,10.0580512821,9.96226666667,3.297,2.95486666667,4.47433333333,3.01226666667,4.10371111111,19.7374,6.48513333333
330.98,4.19513333333,10.0995846154,10.1148666667,3.29593333333,2.94826666667,4.4928,3.01053333333,4.18128888889,19.8489333333,6.5308
331.34,4.31526666667,10.2493128205,10.2834,3.45986666667,3.04046666667,4.62053333333,3.105,4.35362222222,20.0687333333,6.66253333333
331.71,4.207,10.1993948718,10.1679333333,3.34086666667,2.92346666667,4.54273333333,2.952,4.31215555556,20.1210666667,6.53753333333
332.08,4.0544,10.213374359,10.0752666667,3.24173333333,2.78173333333,4.45786666667,2.7832,4.2154,20.1802666667,6.44866666666
332.44,4.24493333333,10.4668923077,10.3503333333,3.45886666667,3.0388,4.59346666667,2.955,4.38686666666,20.5386,6.66933333333
332.81,4.21133333333,10.4973076923,10.356,3.44326666667,3.04673333333,4.57926666666,2.85173333333,4.37602222222,20.5286,6.62206666667
333.18,4.40026666667,10.6854717949,10.5746,3.64513333333,3.198,4.7674,2.95986666667,4.53417777778,20.8155333333,6.8214
333.54,4.52166666667,10.8374358974,10.7219333333,3.80393333333,3.32133333333,4.928,3.12933333333,4.67133333333,21.0706666666,6.9308
333.91,4.41073333334,10.7485948718,10.6472,3.72933333333,3.22506666667,4.89966666667,3.05766666666,4.65402222222,21.0304666667,6.80293333333
334.28,4.1928,10.5350051282,10.4875333333,3.4736,2.88506666667,4.7002,2.79526666667,4.45886666667,20.8337333333,6.52146666667
334.64,4.032,10.4019435897,10.2926666667,3.27953333333,2.61266666667,4.45853333333,2.5578,4.25855555556,20.7082666667,6.218
335.01,3.67493333333,10.1516717949,9.94853333333,2.89993333333,2.25886666667,4.0922,2.25173333333,3.87082222222,20.5152,5.87333333334
335.38,3.69286666667,10.1912102564,10.0060666667,2.86006666667,2.26086666667,4.0726,2.31386666667,3.88893333333,20.569,5.89266666667
335.74,3.87786666667,10.3202358974,10.2836,3.03326666667,2.357,4.18266666667,2.57533333333,4.05684444444,20.7509333333,6.03446666667
336.11,3.92733333333,10.3174051282,10.3900666667,3.05013333333,2.34773333333,4.20993333333,2.662,4.11182222222,20.8631333333,6.0252
336.47,3.91586666667,10.3848871795,10.4580666667,3.03126666667,2.2664,4.263,2.68433333333,4.1822,21.0092,5.9892
336.84,3.9382,10.4243128205,10.4727333333,3.0434,2.2168,4.33293333333,2.7436,4.19697777778,21.1830666667,5.99973333333
337.21,3.79666666667,10.343348718,10.3814,2.91506666667,2.0876,4.219,2.65253333333,4.06737777778,21.2095333333,5.94053333333
337.57,3.7542,10.2917435897,10.3557333333,2.86546666667,1.94013333333,4.092,2.49666666667,3.9802,21.1876,5.8374
337.94,3.52993333333,10.1406512821,10.2125333333,2.62486666667,1.6752,3.8168,2.2534,3.72722222222,21.0444666667,5.6496
338.31,3.50913333333,10.2469282051,10.2741333333,2.68926666667,1.71153333333,3.82046666667,2.24493333333,3.73231111111,21.2318666667,5.67286666667
338.67,3.52613333333,10.2718461538,10.3464666667,2.7388,1.80913333333,3.8402,2.33026666667,3.76811111111,21.3652666667,5.77106666667
339.04,3.593,10.4018615385,10.5160666667,2.8604,1.8498,3.96733333333,2.36826666667,3.87962222222,21.5447333333,5.84086666667
339.40,3.50593333333,10.3407948718,10.5042666667,2.8144,1.7632,3.9176,2.31253333333,3.82251111111,21.5928,5.74733333333
339.77,3.53086666667,10.4304820513,10.5388,2.884,1.85673333333,3.9964,2.34013333333,3.95266666667,21.7538,5.79266666667
340.14,3.54413333333,10.4630358974,10.5886666667,2.88026666667,1.87653333334,4.0254,2.3266,3.98486666667,21.8098666667,5.80866666667
340.50,3.51633333333,10.4323025641,10.5623333333,2.86426666667,1.87473333333,3.96066666667,2.3102,3.96968888889,21.7790666667,5.84526666667
340.87,3.54506666667,10.3974871795,10.6142666667,2.81153333333,1.84966666667,3.87466666667,2.27193333333,3.96128888889,21.8398666667,5.8528
341.23,3.48686666667,10.3030564103,10.591,2.72073333333,1.7234,3.75246666667,2.21393333333,3.92544444444,21.8617333333,5.7288
341.60,3.42186666667,10.1782153846,10.5128,2.6484,1.69126666667,3.67006666667,2.188,3.91528888889,21.8546,5.6944
341.96,3.66913333333,10.3984717949,10.7989333333,2.87806666667,1.95286666667,3.93126666667,2.4848,4.19984444444,22.1982,5.95613333334
342.33,3.75446666667,10.4846102564,10.8493333333,2.90086666667,1.99206666667,3.99873333333,2.5972,4.27497777778,22.2988,6.0428
342.70,3.8218,10.5652358974,10.9593333333,2.9384,2.015,4.08446666667,2.65206666667,4.40477777778,22.4952,6.10546666667
343.06,4.0508,10.7140769231,11.2002666667,3.1388,2.237,4.2906,2.895,4.60697777778,22.7912,6.3482
343.43,4.06553333333,10.7659333333,11.2496,3.18073333333,2.3008,4.31733333333,2.9766,4.6902,22.9212,6.4258
343.79,4.08313333333,10.8306,11.2864,3.13313333333,2.233,4.2584,2.93433333333,4.60897777778,23.0154666667,6.46
344.16,4.11206666667,10.8606,11.2784,3.1016,2.18473333333,4.17693333333,2.91766666667,4.56508888889,23.0646666667,6.4198
344.52,4.1702,10.9447589743,11.3288,3.10653333333,2.19906666667,4.2008,2.8936,4.60651111111,23.2521333333,6.3798
344.89,4.18413333333,11.0426051282,11.4025333333,3.1198,2.2162,4.16326666667,2.91526666667,4.6334,23.3766,6.3644
345.25,4.25446666667,11.1372,11.4382666667,3.16313333333,2.2834,4.2084,2.95266666667,4.70073333333,23.4507333333,6.41573333333
345.62,4.3402,11.3143333333,11.6080666667,3.20593333333,2.33686666667,4.29793333333,3.04953333333,4.7602,23.6920666667,6.49626666667
345.99,4.18666666667,11.2719282051,11.5145333333,3.09713333333,2.18453333333,4.18953333333,2.88866666667,4.64264444444,23.7414666667,6.31593333333
346.35,4.30246666667,11.3748615385,11.6987333333,3.2432,2.35853333333,4.296,3.01246666667,4.80568888889,23.9670666667,6.41926666667
346.72,4.29433333333,11.3877487179,11.7075333333,3.2922,2.36493333333,4.29613333333,2.98313333333,4.80224444444,24.0019333333,6.4156
347.08,4.17073333333,11.3826974359,11.6518,3.1846,2.25573333333,4.168,2.86986666667,4.73437777778,24.0264,6.28506666667
347.45,4.1276,11.3709435897,11.5865333333,3.08153333333,2.1296,4.0564,2.75126666667,4.64362222222,24.0887333333,6.17813333333
347.81,3.9048,11.1499948718,11.3866,2.84886666667,1.8902,3.8178,2.5248,4.44444444445,23.9583333333,5.93853333334
348.18,3.95133333334,11.2867333333,11.5298,2.91806666667,1.9642,3.9522,2.60826666666,4.54993333334,24.1146666667,6.0242
348.54,3.9672,11.2978974359,11.5823333333,2.9384,1.95073333333,4.00166666667,2.68313333333,4.55113333333,24.1900666667,6.05173333333
348.91,3.96046666667,11.3411025641,11.6811333333,2.9992,1.93013333333,4.0388,2.70046666667,4.56491111111,24.3298,6.08726666667
349.27,3.93973333333,11.3876102564,11.6905333333,3.01113333334,1.93653333333,4.04666666667,2.71046666667,4.54586666667,24.3798666667,6.08633333333
349.64,3.93933333333,11.4019384615,11.6933333333,3.0584,1.92546666667,4.022,2.72653333333,4.54562222222,24.418,6.1236
350.00,4.00193333333,11.4466102564,11.8201333333,3.13246666667,1.9668,4.02653333333,2.76513333333,4.60095555556,24.4990666667,6.1174
350.37,3.89206666667,11.3103641026,11.7092666667,2.9722,1.74233333333,3.825,2.60733333333,4.43197777778,24.4914,5.93113333333
350.73,3.8098,11.2585025641,11.6506666667,2.855,1.59233333333,3.67753333333,2.5248,4.30086666666,24.5008666667,5.81866666667
351.10,3.90813333333,11.3105435898,11.6518,2.9606,1.622,3.66133333333,2.5908,4.40224444444,24.6386,5.87846666667
351.46,3.9708,11.3313179487,11.773,2.99526666667,1.67033333333,3.63533333333,2.64593333333,4.42506666667,24.7422666667,5.91473333333
351.83,4.2068,11.5625333333,11.9898,3.27073333333,1.93453333333,3.82793333333,2.9092,4.64695555556,24.9544,6.0956
352.19,4.20773333333,11.5309025641,12.0021333333,3.2966,1.96706666667,3.7812,2.9308,4.63691111111,25.1388666667,6.101
352.55,4.3118,11.6529692308,12.0942666666,3.37073333333,2.05686666667,3.8088,3.00266666667,4.74364444445,25.2278666667,6.21873333333
352.92,4.47393333333,11.7758051282,12.2144,3.518,2.2184,3.94986666667,3.14766666667,4.89037777778,25.3394,6.3872
353.28,4.55313333333,11.8952051282,12.2566666667,3.63006666667,2.31586666667,4.01413333333,3.24086666666,4.9812,25.4630666667,6.45706666667
353.65,4.6926,12.0025794872,12.3764666666,3.80133333333,2.44473333333,4.15126666667,3.3722,5.0982,25.5478,6.53913333333
354.01,4.74226666667,12.0509025641,12.3796666667,3.78253333333,2.4356,4.1352,3.4198,5.06784444444,25.6246666667,6.62353333333
354.38,4.717,12.1033128205,12.3951333333,3.81126666667,2.45833333333,4.16673333333,3.43073333333,5.08064444445,25.5661333333,6.65266666667
354.74,4.819,12.3025641026,12.599,3.91766666667,2.62853333333,4.30986666667,3.60346666667,5.25982222222,25.7300666667,6.78706666667
355.11,4.7512,12.2759333333,12.6068666667,3.8472,2.6048,4.3176,3.5712,5.17466666667,25.6707333333,6.7336
355.47,4.90593333333,12.4848769231,12.7466666666,4.04413333333,2.78493333333,4.5176,3.70993333333,5.34637777778,25.8636,6.9064
355.83,4.94426666666,12.5590410257,12.8412666666,4.10793333333,2.84793333333,4.58546666667,3.75373333333,5.37613333333,25.9956666666,6.9704
356.20,4.92333333333,12.5965282051,12.8552666667,4.10726666667,2.83,4.59286666667,3.74006666667,5.36502222222,25.9890666667,6.95226666667
356.56,4.97013333333,12.679374359,12.9552,4.1586,2.87893333333,4.66446666667,3.8106,5.37457777778,26.1976666667,7.0006
356.93,4.86893333333,12.6184974359,12.8496,4.04226666667,2.7936,4.58493333333,3.74006666667,5.28564444444,26.1923333333,6.86713333333
357.29,4.92713333333,12.6893384615,12.9838666667,4.07786666667,2.8266,4.64806666667,3.77666666667,5.34686666667,26.3725333333,6.9342
357.66,4.871,12.6909384616,12.9704666666,4.0056,2.76293333333,4.60213333333,3.70826666667,5.28091111111,26.5184,6.86846666667
358.02,4.8616,12.7160307693,12.965,4.01826666667,2.77613333333,4.60513333333,3.7006,5.27342222222,26.5619333334,6.841
358.38,4.93126666667,12.8237179487,13.0401333333,4.09013333333,2.833,4.65513333333,3.7206,5.29608888889,26.7332666667,6.912
358.75,4.93326666667,12.7918923077,12.9658666667,4.07373333333,2.76986666667,4.5772,3.66273333333,5.16368888889,26.7891333333,6.87086666667
359.11,4.9916,12.8957794872,13.0648,4.15713333333,2.82326666667,4.62166666667,3.74606666667,5.22582222222,26.9838666667,6.92246666667
359.48,4.8394,12.8279589743,12.9730666667,4.02533333333,2.65126666666,4.48826666667,3.65053333333,5.08746666667,26.9886666667,6.79346666667
359.84,4.76033333333,12.8153384615,12.9170666667,3.94646666667,2.56386666667,4.40746666667,3.6246,5.04084444444,27.0506,6.7116
360.20,4.79286666667,12.8667897436,12.9403333333,3.9476,2.584,4.38006666667,3.64333333333,5.02673333333,27.2534,6.72406666667
360.57,4.7328,12.851974359,12.9069333333,3.945,2.56413333333,4.35153333333,3.6164,4.96902222222,27.2776666667,6.65893333333
360.93,4.74226666667,12.9476564102,12.9602666667,3.98946666667,2.59253333333,4.36413333333,3.62573333333,4.96028888889,27.413,6.7212
361.29,4.73366666667,12.9912461538,12.9972666667,3.98006666667,2.5614,4.33233333333,3.61093333333,4.94451111111,27.4706666667,6.70173333333
361.66,4.71373333333,13.030948718,13.0122,3.964,2.56373333333,4.33373333333,3.60386666667,4.93473333333,27.5370666667,6.7152
362.02,4.71666666667,13.070625641,13.0372,3.99986666667,2.59066666667,4.36873333333,3.63993333333,4.93035555556,27.6729333333,6.7176
362.39,4.74246666667,13.1189230769,13.0786666667,4.0354,2.6046,4.3836,3.7234,4.9544,27.781,6.7284
362.75,4.7958,13.1723794872,13.1627333333,4.10086666667,2.68153333333,4.45746666667,3.79953333333,5.0146,27.9067333333,6.7658
363.11,4.88193333334,13.3138,13.2791333333,4.19073333333,2.76593333333,4.54,3.8796,5.0944,28.0692,6.85993333333
363.48,4.9706,13.4176,13.3718666667,4.26693333333,2.86546666667,4.6312,3.9656,5.19093333333,28.1526666666,6.925
363.84,5.12353333333,13.5662615385,13.5232,4.40613333333,3.0218,4.783,4.09033333333,5.33628888889,28.4139333333,7.0896
364.20,5.17246666667,13.6469128205,13.6322666666,4.49753333333,3.10106666667,4.86326666666,4.1844,5.43826666666,28.4856,7.13113333333
364.57,5.17253333333,13.7166820513,13.6641333333,4.5152,3.0884,4.83106666667,4.16126666667,5.45053333333,28.5571333333,7.14273333333
364.93,5.24686666667,13.7960615385,13.7925333333,4.58513333333,3.1758,4.90626666667,4.2476,5.55611111111,28.6918666667,7.19786666667
365.29,5.22826666667,13.7968564102,13.7844,4.57813333333,3.217,4.873,4.25993333333,5.52144444445,28.7226666667,7.185
365.66,5.22753333333,13.8189179487,13.7996666667,4.61086666666,3.27506666667,4.87,4.3136,5.53515555556,28.7298666667,7.18633333333
366.02,5.1904,13.8666205128,13.8428666667,4.629,3.26566666667,4.88033333333,4.30906666667,5.55857777778,28.7988666667,7.2048
366.38,5.1974,13.9157692308,13.8968,4.67453333333,3.3206,4.92073333333,4.31146666667,5.61248888889,28.9152,7.2766
366.75,5.2746,14.0439128205,13.989,4.789,3.44506666667,5.0078,4.40026666667,5.77955555556,29.047,7.35713333333
367.11,5.25753333333,14.0590820513,13.9825333333,4.79813333333,3.47066666667,4.98746666667,4.36226666667,5.75482222222,29.1478,7.32313333333
367.47,5.43993333333,14.2211435897,14.151,4.98313333333,3.64553333333,5.1308,4.51733333333,5.87855555555,29.3716,7.47446666667
367.84,5.38066666667,14.2294512821,14.1756666667,4.96753333333,3.58,5.0536,4.4538,5.817,29.3816666667,7.41886666667
368.20,5.3718,14.2918153846,14.2183333333,4.99146666667,3.5846,5.06573333333,4.42073333333,5.82846666667,29.5232666667,7.48773333333
368.56,5.42573333333,14.3745128205,14.2884666667,5.03413333334,3.67333333333,5.1082,4.4934,5.8884,29.617,7.54453333333
368.93,5.36753333333,14.374348718,14.287,5.00513333333,3.64066666667,5.04873333333,4.44113333333,5.81911111111,29.675,7.47726666667
369.29,5.426,14.4439384616,14.3952666667,5.10473333333,3.68446666667,5.12746666667,4.5144,5.89726666667,29.8694666666,7.52626666667
369.65,5.36033333333,14.4461384615,14.4016666667,5.0718,3.58993333333,5.04093333333,4.4348,5.83848888889,29.9882666667,7.48126666666
370.01,5.36573333333,14.4032,14.4248666667,5.0714,3.5778,4.97746666667,4.43373333333,5.81731111111,30.0094,7.4636
370.38,5.37126666667,14.4314102564,14.4211333333,5.0816,3.58313333333,4.97006666667,4.43133333333,5.80057777778,30.0132,7.43993333333
370.74,5.30033333333,14.4231538462,14.417,5.001,3.4956,4.8944,4.351,5.67791111111,30.102,7.40993333333
371.10,5.21346666667,14.3476410256,14.3411333333,4.90506666667,3.39646666667,4.7902,4.29986666667,5.5636,30.0888,7.31606666667
371.46,4.9986,14.2401384615,14.2107333333,4.7698,3.23773333333,4.59433333333,4.11693333333,5.37,30.0344666667,7.1326
371.83,4.96566666667,14.2667025641,14.188,4.77953333333,3.26353333333,4.5892,4.12433333333,5.33551111111,30.1506,7.09373333333
372.19,4.99093333333,14.3015589743,14.1688,4.84373333333,3.29286666667,4.62393333333,4.20566666667,5.33473333333,30.179,7.07606666667
372.55,4.96333333333,14.2623128205,14.1510666667,4.86393333333,3.25186666667,4.59406666667,4.15933333333,5.29542222222,30.2786666666,7.06513333334
372.92,5.001,14.3129179487,14.1769333333,4.94893333333,3.3064,4.64713333333,4.22453333333,5.31111111111,30.3258,7.14206666667
373.28,4.99406666667,14.3426666667,14.1465333333,4.9698,3.3068,4.63193333333,4.24173333333,5.29815555555,30.4172666667,7.15966666667
373.64,5.08413333333,14.4787435898,14.2678,5.07533333333,3.4124,4.7494,4.38353333333,5.41382222222,30.6033333333,7.28046666667
374.00,5.15873333333,14.6043948718,14.3199333333,5.1712,3.52093333333,4.85266666667,4.4896,5.49228888889,30.7524666667,7.3882
374.37,5.133,14.636948718,14.3454,5.16333333333,3.53273333333,4.83573333333,4.51613333333,5.46064444444,30.8831333333,7.38366666667
374.73,5.08286666667,14.6465897436,14.3081333333,5.17433333333,3.50813333333,4.82233333333,4.5258,5.42584444444,30.9321333333,7.35326666667
375.09,5.1356,14.7786923077,14.4222666667,5.2882,3.59666666667,4.92786666666,4.62633333333,5.49993333333,31.0780666667,7.45513333333
375.45,5.11633333333,14.835451282,14.4838666667,5.2858,3.5986,4.95033333333,4.64133333333,5.50264444444,31.2157333333,7.47446666667
375.81,5.09226666667,14.8338205128,14.4929333333,5.27473333333,3.59686666667,4.9622,4.64846666667,5.45802222222,31.2402,7.49133333333
376.18,5.06753333333,14.8447384615,14.5372666666,5.2482,3.57246666667,4.9372,4.61973333333,5.3862,31.2758,7.50486666667
376.54,5.0622,14.9318564102,14.5773333333,5.24706666667,3.60793333333,4.9644,4.68,5.39468888889,31.3998,7.51973333333
376.90,4.98306666667,14.9439846154,14.5723333333,5.20833333333,3.54453333333,4.919,4.62986666667,5.34206666667,31.5174666667,7.44866666667
377.26,4.95753333333,14.9537076923,14.5726,5.18553333333,3.54193333333,4.91026666667,4.6216,5.31071111111,31.509,7.42966666667
377.63,4.9478,14.973948718,14.5669333333,5.199,3.56066666667,4.91266666667,4.602,5.26035555555,31.5221333333,7.4092
377.99,4.87826666667,14.9701435898,14.5708,5.17866666667,3.52993333333,4.8612,4.56393333333,5.20553333333,31.5854,7.3782
