wavelength,Back_SpoFrof,Belly_SpoFrof,Breast_SpoFrof,Crissum_SpoFrof,Crown_SpoFrof,DorTail_SpoFrof,Rump_SpoFrof,Throat_SpoFrof,WingTip_SpoFrof
557.16,11.3533333334,25.2705,19.7678333333,20.1383333334,9.68833333333,13.0866666667,11.3753333333,21.5605,11.403
557.50,11.4,25.3196666667,19.8576666666,20.2238333333,9.73833333333,13.144,11.4125,21.6318333334,11.43
557.85,11.506,25.3763333333,19.9303333333,20.3235,9.78766666668,13.2335,11.4935,21.7043333334,11.5196666667
558.19,11.5108333333,25.3855,19.9478333333,20.2838333333,9.78299999998,13.2795,11.5091666667,21.763,11.5101666667
558.53,11.4576666667,25.3121666667,19.8533333334,20.2681666666,9.74183333334,13.2218333333,11.4855,21.7128333333,11.4656666667
558.87,11.4945,25.3408333333,19.944,20.2875,9.75566666669,13.2883333333,11.5378333334,21.7735,11.5103333333
559.21,11.466,25.3055,19.8621666666,20.2758333333,9.76066666669,13.2858333334,11.536,21.7493333333,11.4721666667
559.55,11.531,25.3475,19.8783333333,20.3291666666,9.80633333335,13.3353333334,11.5835,21.8108333333,11.5443333334
559.89,11.5698333333,25.3748333334,19.9261666666,20.3585,9.83366666666,13.3688333333,11.6183333333,21.8626666667,11.623
560.23,11.5445,25.394,19.8996666666,20.3556666666,9.78683333332,13.3725,11.6231666667,21.8973333333,11.5986666667
560.58,11.5871666667,25.4266666667,19.8788333334,20.37,9.81316666665,13.3808333334,11.6683333333,21.9236666667,11.6046666667
560.92,11.5895,25.4181666667,19.9035,20.3601666667,9.80033333332,13.3608333334,11.6405,21.9185,11.5691666667
561.26,11.6163333333,25.471,19.9643333333,20.3801666666,9.83016666668,13.386,11.7046666667,21.9435,11.6191666666
561.60,11.5656666666,25.5488333334,20.0045,20.3935,9.85483333333,13.4001666666,11.7143333333,21.9728333333,11.6026666667
561.94,11.5838333334,25.564,20.0563333334,20.4201666667,9.90816666665,13.4286666667,11.7123333333,21.9863333334,11.6246666667
562.28,11.6255,25.6228333333,20.1223333333,20.4395,9.89616666666,13.4773333333,11.715,22.0075,11.6338333334
562.62,11.6838333333,25.7206666667,20.1245,20.5325,9.98816666665,13.5443333333,11.7436666667,22.0625,11.7158333333
562.96,11.7505,25.7826666667,20.2045,20.5836666667,9.99166666667,13.534,11.7505,22.1548333333,11.7715
563.30,11.7136666667,25.7646666667,20.1775,20.523,9.95833333332,13.517,11.7646666667,22.155,11.7535
563.64,11.6533333333,25.7255,20.142,20.5353333333,9.90683333331,13.463,11.726,22.1221666667,11.6686666667
563.99,11.677,25.7228333333,20.1555,20.5385,9.95983333332,13.4645,11.7521666666,22.1433333334,11.6661666667
564.33,11.6941666667,25.7553333334,20.2576666666,20.6081666666,10.0156666667,13.4721666667,11.7783333333,22.1553333334,11.706
564.67,11.6948333333,25.7373333333,20.2426666667,20.6235,9.99766666665,13.4786666666,11.7968333333,22.1321666667,11.7228333333
565.01,11.635,25.7095,20.2118333334,20.6075,9.96999999998,13.4415,11.766,22.0868333333,11.65
565.35,11.6338333334,25.6655,20.1668333333,20.5896666667,9.9645,13.406,11.7305,22.0466666666,11.6633333333
565.69,11.6348333334,25.6891666666,20.192,20.5963333334,9.94416666668,13.387,11.755,22.0203333334,11.6851666667
566.03,11.687,25.7328333334,20.219,20.6793333333,10.0165,13.4318333333,11.8098333333,22.0738333334,11.7415
566.37,11.6781666667,25.6826666667,20.2561666667,20.678,9.9935,13.4228333334,11.8148333334,22.074,11.7421666667
566.71,11.653,25.66,20.2113333333,20.6463333333,9.97650000002,13.4416666667,11.8171666667,22.038,11.7228333333
567.05,11.5991666667,25.6345,20.2318333334,20.6866666666,9.96183333334,13.3988333333,11.7713333333,22.0125,11.677
567.39,11.6338333333,25.6738333334,20.2606666666,20.6896666667,10.0023333334,13.4323333333,11.8085,22.0386666667,11.7023333333
567.73,11.6578333333,25.7203333333,20.3453333333,20.7466666667,10.0326666667,13.487,11.8595,22.0673333333,11.7683333334
568.07,11.6843333334,25.755,20.3251666666,20.7706666667,10.032,13.5448333333,11.8853333333,22.0925,11.7705
568.41,11.6561666667,25.7716666667,20.3065,20.7678333333,10.0353333333,13.5568333333,11.9081666667,22.12,11.7431666667
568.75,11.7126666667,25.7993333333,20.2961666667,20.8083333333,10.0876666666,13.6255,11.9631666667,22.1686666666,11.8336666667
569.09,11.7588333334,25.7806666667,20.3268333334,20.8466666667,10.0933333333,13.6606666667,12.019,22.1941666666,11.8296666667
569.43,11.7858333334,25.7816666667,20.2748333334,20.8616666667,10.121,13.6846666666,12.0286666667,22.2011666667,11.8326666667
569.77,11.7263333333,25.754,20.2518333333,20.784,10.0841666667,13.6411666667,12.0093333333,22.1658333333,11.8065
570.11,11.7603333334,25.7921666666,20.2458333333,20.7766666667,10.1201666667,13.6831666667,12.0558333333,22.1548333333,11.8031666667
570.45,11.7176666667,25.8186666667,20.273,20.7946666666,10.1241666667,13.6671666666,12.0565,22.1446666667,11.7895
570.79,11.7786666667,25.9306666667,20.2978333333,20.83,10.1738333334,13.7081666667,12.111,22.1871666667,11.8445
571.13,11.7666666667,25.9278333333,20.2945,20.8486666667,10.1473333333,13.6888333333,12.1048333334,22.1808333334,11.8393333333
571.47,11.7346666666,25.8886666666,20.1925,20.8341666666,10.0825,13.6368333333,12.0623333334,22.1461666667,11.789
571.81,11.743,25.8931666667,20.2036666667,20.8225,10.1031666667,13.6225,12.0633333334,22.1505,11.7985
572.15,11.776,25.9273333333,20.2476666666,20.8415,10.1073333333,13.6081666666,12.0681666667,22.1656666667,11.8353333334
572.49,11.778,25.965,20.2918333333,20.8398333334,10.1065,13.576,12.0691666667,22.1528333334,11.8251666667
572.83,11.7623333333,26.0135,20.3305,20.8276666666,10.0978333333,13.5661666667,12.0413333333,22.1523333333,11.8451666666
573.17,11.7393333334,26.0386666667,20.3561666667,20.8303333334,10.0898333334,13.5778333334,12.0305,22.1923333333,11.8368333334
573.51,11.7388333333,26.0711666667,20.4063333333,20.8921666666,10.0903333333,13.6173333334,12.0371666666,22.2006666667,11.812
573.85,11.6801666666,26.0765,20.4243333333,20.8798333333,10.035,13.5771666667,11.9906666667,22.1758333333,11.7891666667
574.19,11.6871666667,26.0858333333,20.43,20.887,10.0173333333,13.582,11.9891666667,22.191,11.78
574.53,11.6665,26.0441666666,20.4096666667,20.8845,9.98200000002,13.5805,11.9728333333,22.1616666666,11.7585
574.87,11.6688333333,26.0613333333,20.3881666667,20.8818333334,9.99050000002,13.569,11.9803333333,22.1531666667,11.7698333333
575.21,11.701,26.1436666666,20.4918333334,20.9181666667,10.0378333333,13.6173333334,12.0133333333,22.206,11.8168333333
575.55,11.6823333333,26.1533333334,20.4648333334,20.9208333333,10.0223333333,13.5808333334,12.013,22.2045,11.8176666667
575.89,11.7151666666,26.2003333333,20.4605,20.964,10.0701666667,13.6288333334,12.0311666667,22.2353333333,11.8236666667
576.22,11.7593333333,26.2395,20.4906666667,21.0223333333,10.124,13.6918333333,12.0843333333,22.2958333334,11.8611666667
576.56,11.7751666667,26.2601666667,20.4578333334,21.0598333333,10.1571666667,13.7211666666,12.1145,22.301,11.8865
576.90,11.7883333333,26.288,20.4511666666,21.1035,10.1618333333,13.7006666667,12.1236666666,22.3035,11.9145
577.24,11.8518333334,26.3236666666,20.4003333333,21.0935,10.1643333333,13.7005,12.1246666667,22.3373333333,11.923
577.58,11.949,26.3463333333,20.4186666667,21.1425,10.2106666667,13.7463333333,12.1658333334,22.3918333334,11.9998333333
577.92,12.0326666666,26.4381666666,20.441,21.167,10.2825,13.7916666667,12.2075,22.437,12.0668333333
578.26,12.1026666667,26.5071666667,20.4686666667,21.2128333333,10.3395,13.8138333333,12.2463333333,22.549,12.1325
578.60,12.2006666667,26.6096666666,20.5763333334,21.3291666666,10.4371666667,13.9473333333,12.32,22.7188333333,12.2368333333
578.94,12.2368333334,26.6518333333,20.6176666666,21.3478333333,10.4291666667,13.9698333333,12.3296666667,22.7416666666,12.2418333333
579.28,12.2708333333,26.7148333334,20.6878333333,21.3845,10.4491666667,14.041,12.3618333333,22.7888333333,12.2873333333
579.61,12.2548333333,26.6288333333,20.6985,21.3446666666,10.3948333334,14.0183333333,12.3171666667,22.7761666666,12.2711666667
579.95,12.2706666666,26.6468333333,20.7026666666,21.3588333333,10.3665,14.0105,12.2748333333,22.8441666666,12.2645
580.29,12.241,26.6963333333,20.7133333334,21.3588333333,10.3136666667,13.9866666666,12.2496666667,22.8806666667,12.2516666667
580.63,12.2928333333,26.7601666667,20.7453333334,21.3876666666,10.3331666667,14.0455,12.2795,22.9418333333,12.256
580.97,12.256,26.7293333333,20.7475,21.3995,10.3341666666,14.0255,12.2743333334,22.972,12.288
581.31,12.21,26.723,20.7453333334,21.4101666667,10.3215,13.9973333333,12.2478333334,22.98,12.2513333334
581.65,12.2241666667,26.7046666666,20.7998333334,21.451,10.3176666667,13.9988333333,12.2536666667,23.0265,12.3028333333
581.98,12.2638333334,26.7223333334,20.8225,21.4736666667,10.3118333333,14.0456666666,12.2763333333,23.0446666667,12.3378333333
582.32,12.2356666667,26.7141666667,20.7798333333,21.4245,10.2603333334,13.9763333333,12.2561666666,22.9636666666,12.2995
582.66,12.2471666666,26.6888333333,20.7706666667,21.467,10.3021666667,14.016,12.2493333334,22.974,12.3125
583.00,12.2593333333,26.7201666667,20.7831666667,21.4875,10.2558333334,13.9885,12.2246666667,23.0228333333,12.3098333333
583.34,12.2643333333,26.8258333334,20.807,21.551,10.3321666667,14.0023333333,12.2971666667,23.0913333333,12.3163333333
583.68,12.2645,26.8201666666,20.7525,21.529,10.328,13.9895,12.2711666667,23.0075,12.3245
584.01,12.3681666666,26.875,20.8238333334,21.6023333333,10.431,14.0961666666,12.374,23.1125,12.4225
584.35,12.3868333334,26.8641666667,20.9095,21.6385,10.4906666667,14.0933333333,12.428,23.1036666667,12.4945
584.69,12.4701666667,26.901,20.964,21.6798333334,10.5618333333,14.1526666667,12.4798333334,23.1076666667,12.5406666667
585.03,12.5291666666,27.0096666666,20.9765,21.7161666667,10.623,14.22,12.5323333333,23.1423333333,12.5865
585.37,12.5255,27.045,20.9036666666,21.7323333333,10.604,14.2298333333,12.5056666667,23.1116666667,12.5341666667
585.70,12.4536666667,27.0543333333,21.0086666667,21.7483333334,10.6428333334,14.2008333334,12.5041666667,23.1141666667,12.4566666667
586.04,12.4796666667,27.0596666667,21.0521666666,21.805,10.724,14.2811666667,12.5551666666,23.1606666667,12.469
586.38,12.4856666667,27.0916666667,21.0403333333,21.8423333333,10.736,14.2591666667,12.5888333333,23.155,12.4816666667
586.72,12.543,27.1103333333,21.1113333334,21.8925,10.8331666667,14.3661666666,12.664,23.1968333333,12.5263333333
587.06,12.4951666667,27.0613333333,21.01,21.8475,10.7948333333,14.341,12.5968333333,23.1181666667,12.512
587.39,12.4878333334,27.0406666666,21.0178333333,21.842,10.797,14.3606666666,12.6066666666,23.1406666666,12.4935
587.73,12.5226666667,27.074,21.0385,21.9026666666,10.864,14.3903333333,12.6686666667,23.1393333333,12.4933333333
588.07,12.5305,27.162,21.1038333333,21.9283333333,10.8851666667,14.438,12.6911666667,23.2195,12.4405
588.41,12.491,27.2691666667,21.1925,21.9751666666,10.8645,14.4385,12.7193333333,23.2541666667,12.4446666667
588.74,12.4858333334,27.198,21.2315,21.9498333333,10.8545,14.4215,12.7201666666,23.2693333333,12.4228333333
589.08,12.5091666667,27.1763333333,21.331,21.9653333333,10.8906666666,14.4451666666,12.7811666666,23.303,12.4353333333
589.42,12.5856666667,27.1853333334,21.2903333333,21.9468333333,10.898,14.5118333334,12.8076666667,23.3501666667,12.5495
589.76,12.5301666667,27.1368333333,21.2821666666,21.862,10.7631666667,14.4136666666,12.6911666667,23.2471666667,12.4745
590.09,12.5558333333,27.1893333333,21.2866666666,21.8363333333,10.767,14.4203333333,12.6836666666,23.2726666667,12.5065
590.43,12.5136666667,27.1868333334,21.2348333334,21.7836666666,10.7098333333,14.3596666667,12.6376666667,23.1761666667,12.4668333333
590.77,12.5425,27.1711666667,21.2436666667,21.7956666667,10.6741666666,14.3576666667,12.6406666667,23.1681666667,12.4688333334
591.11,12.52,27.2,21.2895,21.8168333333,10.6728333333,14.3575,12.6363333333,23.1955,12.4748333333
591.44,12.4908333333,27.2065,21.3055,21.801,10.6165,14.3725,12.5898333334,23.2033333333,12.4306666666
591.78,12.5896666667,27.2461666666,21.3023333333,21.8335,10.634,14.4243333333,12.6473333333,23.1936666667,12.542
592.12,12.6706666667,27.2713333334,21.3178333334,21.87,10.7375,14.4871666666,12.6831666667,23.281,12.6235
592.46,12.73,27.3435,21.3018333334,21.9413333334,10.7938333333,14.5115,12.7361666667,23.304,12.7036666667
592.79,12.7136666667,27.364,21.231,21.962,10.7976666667,14.5138333334,12.7146666667,23.2833333333,12.6951666666
593.13,12.6991666667,27.3738333333,21.1396666667,21.9956666667,10.7586666667,14.4465,12.7205,23.2033333333,12.6501666667
593.47,12.76,27.4335,21.0926666667,22.09,10.8466666667,14.536,12.8098333333,23.2745,12.7191666667
593.80,12.7698333334,27.3828333333,21.1431666666,22.1126666667,10.8475,14.5485,12.8133333334,23.2778333333,12.7081666667
594.14,12.7436666667,27.3588333333,21.1053333333,22.1315,10.824,14.5371666667,12.7941666667,23.2565,12.6886666667
594.48,12.7881666667,27.4395,21.2071666667,22.1945,10.884,14.6021666667,12.855,23.3406666667,12.7366666666
594.81,12.8296666666,27.5011666667,21.2758333334,22.2821666667,10.9246666667,14.6543333333,12.9388333333,23.3428333333,12.7915
595.15,12.8401666666,27.4826666666,21.2585,22.2741666667,10.9073333333,14.5938333334,12.9598333333,23.2835,12.849
595.49,12.7933333333,27.449,21.2191666667,22.272,10.8938333333,14.567,12.9065,23.242,12.808
595.82,12.78,27.4446666667,21.207,22.3015,10.8683333333,14.5653333333,12.8981666666,23.1903333333,12.8095
596.16,12.6971666667,27.3928333333,21.219,22.2691666667,10.8401666666,14.51,12.8335,23.1401666666,12.7253333334
596.50,12.7181666666,27.4355,21.2425,22.2953333334,10.8506666666,14.5381666666,12.8565,23.151,12.7371666667
596.83,12.6968333333,27.4353333333,21.3405,22.2725,10.8801666667,14.5536666666,12.8255,23.175,12.7131666667
597.17,12.6748333334,27.4315,21.4138333333,22.2656666666,10.9033333333,14.5608333334,12.861,23.208,12.7551666667
597.51,12.6478333334,27.4465,21.3993333334,22.2778333333,10.8805,14.5375,12.8958333333,23.2116666667,12.7648333333
597.84,12.6798333334,27.4515,21.485,22.3235,10.9596666666,14.5508333333,12.9365,23.2718333333,12.8048333333
598.18,12.7306666666,27.5095,21.5191666667,22.3871666666,10.9851666667,14.6161666667,13.0061666666,23.3371666666,12.8741666666
598.52,12.7578333333,27.5291666666,21.528,22.3766666667,10.9861666666,14.616,13.0136666666,23.3731666667,12.9168333333
598.85,12.7668333334,27.4816666667,21.5231666666,22.3343333333,10.9733333334,14.5875,12.9785,23.3856666666,12.9038333334
599.19,12.79,27.4748333333,21.6053333333,22.3445,10.9941666667,14.5973333334,13.0038333333,23.443,12.9631666667
599.53,12.7613333333,27.446,21.6433333334,22.2933333333,10.9876666667,14.5698333334,13.0313333334,23.4683333333,12.9611666667
599.86,12.8775,27.5405,21.736,22.3505,11.0388333333,14.6415,13.1443333334,23.567,13.0833333333
600.20,12.8568333334,27.4983333334,21.7593333333,22.3153333333,11.0451666667,14.6173333333,13.1608333333,23.6213333334,13.1146666667
600.53,12.8728333333,27.5423333334,21.6763333334,22.3848333333,11.0488333334,14.6543333333,13.2235,23.6533333333,13.1706666667
600.87,12.9311666667,27.6043333333,21.7036666667,22.4048333333,11.0278333333,14.6325,13.2036666666,23.6405,13.2168333333
601.21,13.0023333333,27.6668333333,21.6986666666,22.4523333333,11.0618333334,14.6916666667,13.2081666666,23.6343333333,13.2551666667
601.54,13.0225,27.7233333333,21.7285,22.4961666667,11.0446666666,14.7655,13.1985,23.6765,13.2583333333
601.88,12.9958333333,27.7246666666,21.7205,22.5098333333,11.0153333334,14.7211666666,13.1406666666,23.6688333334,13.215
602.21,12.9553333334,27.6618333333,21.695,22.4838333333,10.9836666666,14.6885,13.101,23.5938333333,13.1395
602.55,12.8891666667,27.7003333334,21.7371666666,22.541,11.031,14.7166666666,13.0996666667,23.6036666667,13.0588333333
602.88,12.8546666667,27.7226666667,21.7215,22.5708333334,11.0208333333,14.713,13.1435,23.5603333334,13.0105
603.22,12.8523333333,27.7165,21.6828333334,22.5831666667,11.0116666667,14.708,13.1366666667,23.5425,12.9696666667
603.56,12.7986666666,27.6871666667,21.606,22.545,10.9885,14.6705,13.1155,23.4796666667,12.912
603.89,12.7658333333,27.6993333333,21.6271666666,22.5725,10.9993333334,14.6673333333,13.1435,23.4493333333,12.9058333333
604.23,12.7471666667,27.661,21.6493333334,22.5628333333,10.9738333334,14.686,13.1273333333,23.4153333333,12.873
604.56,12.7258333333,27.6813333333,21.6415,22.6018333334,11.0101666667,14.6885,13.1313333333,23.4486666667,12.8243333334
604.90,12.7295,27.6975,21.67,22.5823333334,11.0426666666,14.6718333334,13.1416666667,23.4635,12.8163333333
605.23,12.6785,27.6576666667,21.615,22.5575,11.0121666666,14.6191666666,13.1248333333,23.437,12.7668333333
605.57,12.6581666667,27.662,21.5971666667,22.555,11.0605,14.6623333333,13.1695,23.3965,12.7693333334
605.90,12.6886666667,27.7225,21.538,22.5805,11.116,14.7075,13.189,23.435,12.8016666667
606.24,12.748,27.7481666667,21.5321666666,22.6091666666,11.1171666667,14.7518333333,13.255,23.4628333333,12.8588333333
606.58,12.8063333334,27.7695,21.5423333334,22.6293333334,11.114,14.808,13.2555,23.5358333333,12.8983333333
606.91,12.838,27.798,21.589,22.6731666667,11.1171666667,14.8648333333,13.2803333333,23.5543333334,12.9498333333
607.25,12.8721666667,27.8838333333,21.6636666667,22.775,11.1488333333,14.9701666667,13.2943333333,23.6388333334,13.0043333333
607.58,12.9975,27.9376666666,21.7106666666,22.8723333333,11.2255,15.097,13.3355,23.742,13.0635
607.92,13.065,27.9633333334,21.7641666666,22.9038333334,11.235,15.0688333333,13.3303333333,23.7663333333,13.109
608.25,13.1326666666,27.9408333333,21.7803333334,22.8786666666,11.2206666667,15.1245,13.358,23.752,13.1921666666
608.59,13.1541666667,27.941,21.8346666667,22.8741666666,11.2073333334,15.1636666667,13.3985,23.7851666666,13.2493333333
608.92,13.2585,27.9915,21.9211666667,22.8951666667,11.244,15.2401666667,13.4711666666,23.8445,13.346
609.26,13.2831666667,27.9816666667,21.9836666667,22.8463333333,11.203,15.1845,13.4075,23.8681666666,13.3441666667
609.59,13.3163333334,28.0145,22.065,22.8171666667,11.1821666666,15.1325,13.4188333333,23.8725,13.3571666666
609.93,13.3283333333,28.0783333333,22.098,22.8053333333,11.199,15.1481666667,13.3838333334,23.8788333333,13.4038333334
610.26,13.3456666667,28.1015,22.1565,22.7783333333,11.2135,15.159,13.3701666667,23.9068333334,13.4386666667
610.60,13.3575,28.132,22.1548333333,22.7755,11.2263333333,15.166,13.3273333333,23.9803333333,13.436
610.93,13.3996666666,28.137,22.1388333334,22.7246666666,11.227,15.1521666667,13.2935,24.0166666667,13.4505
611.27,13.3943333333,28.1688333333,22.201,22.668,11.1923333333,15.1358333333,13.2365,23.997,13.4958333333
611.60,13.3881666667,28.1945,22.1855,22.5998333333,11.1796666667,15.16,13.2496666667,23.9938333333,13.4806666666
611.93,13.385,28.255,22.2461666666,22.595,11.1766666667,15.1385,13.2346666666,24.0156666666,13.4555
612.27,13.4263333334,28.3475,22.2513333334,22.6976666667,11.2376666667,15.1955,13.2191666667,24.1073333333,13.4615
612.60,13.4293333333,28.4165,22.2688333334,22.7251666667,11.2821666666,15.2245,13.2165,24.1333333333,13.4773333333
612.94,13.4981666667,28.4631666667,22.2856666667,22.805,11.3608333333,15.2966666667,13.3411666667,24.212,13.6051666666
613.27,13.4951666667,28.4633333333,22.2746666666,22.8443333334,11.3411666667,15.3298333334,13.3245,24.2298333334,13.6193333333
613.61,13.5026666667,28.4668333334,22.2823333334,22.8793333333,11.3706666666,15.3285,13.382,24.2518333333,13.6155
613.94,13.4725,28.4588333334,22.2258333333,22.914,11.4055,15.3696666666,13.4298333334,24.2131666667,13.6251666667
614.28,13.532,28.532,22.2313333334,22.945,11.434,15.3961666667,13.4911666666,24.1935,13.6703333333
614.61,13.5473333333,28.5391666666,22.2698333334,22.987,11.4306666667,15.4541666666,13.6175,24.1981666667,13.6516666667
614.94,13.5365,28.5115,22.1863333333,22.9798333334,11.3796666667,15.4033333333,13.603,24.1955,13.6045
615.28,13.5158333333,28.4828333333,22.2628333334,23.0346666667,11.412,15.4201666667,13.606,24.232,13.6216666667
615.61,13.467,28.4503333333,22.0918333333,23.0528333334,11.4258333333,15.4296666667,13.609,24.2165,13.6341666666
615.95,13.461,28.4078333333,22.1376666666,23.0045,11.3781666666,15.4256666666,13.6356666667,24.1913333334,13.644
616.28,13.4611666666,28.4038333334,22.0125,22.9953333334,11.3865,15.35,13.6231666667,24.1946666667,13.6486666666
616.61,13.4505,28.3845,21.9831666666,23.0033333333,11.3146666666,15.349,13.5908333333,24.1481666667,13.5871666666
616.95,13.5085,28.3891666667,22.0438333334,23.0725,11.3936666666,15.4588333333,13.6716666667,24.2553333334,13.6585
617.28,13.612,28.4083333334,22.12,23.1358333333,11.416,15.5096666667,13.7228333333,24.3376666667,13.765
617.62,13.7391666667,28.5311666667,22.2261666667,23.2448333334,11.5,15.5428333333,13.7753333333,24.4446666667,13.8165
617.95,13.7431666667,28.489,22.274,23.2721666667,11.4916666666,15.5806666667,13.8178333333,24.4653333333,13.8576666667
618.28,13.7225,28.481,22.3128333333,23.3008333333,11.5008333334,15.5343333334,13.7513333334,24.4633333334,13.897
618.62,13.7133333333,28.5701666666,22.331,23.3108333334,11.5805,15.5908333333,13.817,24.447,13.9328333334
618.95,13.829,28.6665,22.344,23.4413333333,11.667,15.685,13.8933333334,24.5266666667,14.0343333333
619.28,13.9428333333,28.7995,22.5106666667,23.5405,11.771,15.8096666667,13.9801666667,24.6495,14.1133333333
619.62,13.9158333333,28.7421666667,22.461,23.534,11.7585,15.7706666667,13.951,24.6498333333,14.1236666667
619.95,13.9301666666,28.7123333334,22.5208333333,23.5703333333,11.7608333333,15.8205,13.9715,24.7133333334,14.1321666667
620.28,13.9265,28.7185,22.5325,23.5375,11.7778333333,15.7985,13.9775,24.6846666667,14.1328333333
620.62,13.9063333334,28.7885,22.6106666666,23.5833333333,11.8071666667,15.823,14.002,24.6925,14.146
620.95,13.8678333333,28.7283333333,22.6066666666,23.5165,11.7761666667,15.7643333333,13.957,24.6405,14.057
621.28,13.7316666667,28.6363333333,22.4823333333,23.4041666666,11.6751666667,15.6558333333,13.8695,24.5486666666,13.9573333333
621.62,13.7883333333,28.7556666667,22.5866666666,23.4436666666,11.8065,15.6926666666,13.941,24.6228333333,14.0206666666
621.95,13.8346666667,28.8018333333,22.5801666667,23.4936666667,11.8493333333,15.7246666667,13.9715,24.6311666666,14.0651666667
622.28,13.8603333333,28.7721666667,22.6448333334,23.5493333333,11.8285,15.6561666666,14.0126666666,24.661,14.0428333333
622.62,13.8393333334,28.7478333334,22.6921666666,23.4866666667,11.8088333333,15.6101666667,14.0226666667,24.6928333333,13.9865
622.95,13.8023333333,28.6651666666,22.7036666667,23.4511666667,11.7131666667,15.5635,13.9741666667,24.6291666667,13.9245
623.28,13.7793333333,28.6551666666,22.6725,23.4276666667,11.7155,15.5558333333,13.9605,24.5678333334,13.8341666667
623.62,13.794,28.706,22.7423333334,23.4673333333,11.687,15.567,13.9986666666,24.5068333333,13.8508333333
623.95,13.7638333333,28.7841666667,22.7336666667,23.4946666666,11.7145,15.6516666667,13.9835,24.5388333333,13.8148333333
624.28,13.7108333333,28.7283333334,22.6298333333,23.4686666667,11.6873333334,15.5803333333,13.938,24.4561666666,13.736
624.62,13.6886666667,28.7988333333,22.6478333334,23.5101666667,11.719,15.6376666667,13.9656666667,24.446,13.7533333333
624.95,13.7035,28.8305,22.6778333334,23.5675,11.7256666666,15.6838333333,14.0231666667,24.4521666667,13.797
625.28,13.607,28.7106666667,22.6581666666,23.5745,11.6336666667,15.6526666666,13.9696666667,24.3808333333,13.7215
625.61,13.617,28.7228333333,22.6885,23.5408333334,11.667,15.695,14.0281666667,24.3966666666,13.7541666667
625.95,13.643,28.737,22.7076666666,23.555,11.669,15.7555,13.9758333333,24.4213333333,13.7863333334
626.28,13.6103333334,28.7411666667,22.6553333334,23.5655,11.634,15.7588333333,13.9546666666,24.4058333333,13.8776666667
626.61,13.5973333334,28.7321666667,22.6203333334,23.5603333334,11.6965,15.7708333333,13.982,24.391,13.888
626.94,13.6581666667,28.8241666667,22.6701666666,23.6333333334,11.7453333334,15.8243333334,14.0503333333,24.46,13.9923333334
627.28,13.672,28.8258333333,22.6893333333,23.6405,11.7905,15.8416666666,14.0628333333,24.5323333333,13.9715
627.61,13.7283333334,28.7961666667,22.6806666666,23.6911666666,11.8316666667,15.8138333334,14.0595,24.5326666667,14.0398333333
627.94,13.7801666667,28.853,22.7376666667,23.7506666666,11.8618333333,15.9031666666,14.1181666667,24.6105,14.1243333334
628.27,13.802,28.8841666667,22.7025,23.7816666667,11.8645,15.9168333334,14.1078333334,24.645,14.1476666667
628.61,13.8073333333,28.7816666667,22.6375,23.701,11.8461666666,15.9223333333,14.0588333334,24.5868333333,14.1141666667
628.94,13.8853333334,28.8558333333,22.6206666666,23.7023333333,11.8665,15.963,14.0886666666,24.6036666666,14.1711666666
629.27,13.9248333333,28.8616666667,22.6006666666,23.7126666667,11.8768333333,15.9941666667,14.093,24.6155,14.2213333333
629.60,13.9143333333,28.83,22.6048333334,23.6888333334,11.853,15.9765,14.1153333334,24.595,14.2211666666
629.94,13.9455,28.8785,22.6191666666,23.7085,11.8696666666,16.0016666667,14.1371666666,24.6075,14.176
630.27,13.9701666666,28.9073333333,22.6733333334,23.7395,11.8428333333,16.0045,14.1446666667,24.646,14.2025
630.60,13.9788333333,28.8826666666,22.6565,23.6861666667,11.85,16.0105,14.1508333333,24.6285,14.1916666667
630.93,14.0376666667,28.9371666667,22.6931666667,23.698,11.8783333333,16.1113333334,14.1835,24.6258333333,14.3166666667
631.26,14.1008333333,28.9968333334,22.8153333334,23.7691666667,11.9563333333,16.2438333333,14.3423333334,24.7445,14.3801666667
631.60,14.0605,28.8958333334,22.7985,23.6986666667,11.8945,16.163,14.251,24.6525,14.2928333333
631.93,14.077,28.9131666667,22.869,23.711,11.907,16.1921666667,14.2568333333,24.6995,14.3231666666
632.26,14.077,29.0235,22.969,23.7506666666,11.9283333334,16.223,14.3288333333,24.7941666666,14.3596666666
632.59,13.9991666666,28.9513333334,22.946,23.7595,11.8848333334,16.1645,14.2585,24.7763333333,14.275
632.92,13.9956666666,29.0223333333,23.0971666667,23.8813333333,11.9106666667,16.2203333333,14.3191666667,24.9211666667,14.2531666666
633.26,14.0695,29.0543333333,23.1095,23.9405,11.99,16.3186666666,14.4163333333,24.9936666667,14.3323333333
633.59,14.1346666666,29.0985,23.212,24.041,12.0986666667,16.411,14.5071666667,25.0103333334,14.4296666667
633.92,14.0955,29.0858333334,23.1056666667,23.9813333333,12.0871666666,16.364,14.483,24.9523333333,14.3633333334
634.25,14.0481666666,29.1211666667,23.0841666666,24.0243333334,12.0918333333,16.3413333334,14.473,25.0158333333,14.3441666667
634.58,14.0143333334,29.0236666667,23.0158333334,23.952,12.0593333334,16.269,14.4476666667,24.9353333334,14.2661666667
634.91,14.0545,29.1211666667,22.9823333333,24.036,12.0911666667,16.3045,14.4396666667,24.9761666666,14.3328333333
635.25,14.1331666667,29.252,23.0671666666,24.1436666666,12.2191666667,16.4135,14.5721666667,25.0995,14.4838333333
