wavelength,Back_ConFerm,Belly_ConFerm,Breast_ConFerm,Crissum_ConFerm,Crown_ConFerm,DorTail_ConFerm,Patch10_ConFerm,Rump_ConFerm,Throat_ConFerm,WingTip_ConFerm
577.58,11.3530666667,18.9983333333,18.1391266667,14.8814666667,15.2513333333,10.2186,42.3513333333,14.9602,21.8247666667,9.14913333333
577.92,11.358,19.0550666667,18.17638,14.8948666667,15.256,10.2200666667,42.3744666667,14.9445333333,21.8490333333,9.15226666667
578.26,11.3132,19.0418,18.1510866667,14.8947333333,15.2252,10.1842666667,42.3656,14.8606,21.8306666667,9.12000000001
578.60,11.311,19.0755333333,18.20666,14.9246666667,15.2698,10.181,42.4006666667,14.8647333333,21.9104333333,9.109
578.94,11.3132666667,19.0704666667,18.21484,14.9181333333,15.2611333333,10.1808,42.3686,14.8650666667,21.9186333333,9.09046666667
579.28,11.3595,19.1252,18.28932,14.9906666667,15.3091333333,10.2218666667,42.4223333333,14.8848666667,22.0046666667,9.13173333333
579.61,11.3388333333,19.1778,18.3260466667,15.0176,15.3144666667,10.2323333333,42.4628666667,14.8904666667,22.0438,9.15373333333
579.95,11.3282,19.2147333333,18.37646,15.0500666667,15.2924666667,10.2174,42.4678666667,14.8758,22.0698,9.12213333334
580.29,11.3145,19.1899333333,18.3741266667,15.031,15.2416666667,10.2042666667,42.4459333334,14.8644,22.0933666667,9.0786
580.63,11.2981666667,19.2616,18.44994,15.1027333333,15.2583333333,10.1923333333,42.5198,14.8688666667,22.1569333333,9.0814
580.97,11.2747666666,19.2974666667,18.46998,15.1576,15.2278,10.1879333333,42.5450666667,14.8627333333,22.2089333333,9.04626666666
581.31,11.2655,19.3522666667,18.50176,15.2234666667,15.2395333333,10.1976666667,42.5914,14.856,22.2600666667,9.05919999999
581.65,11.2567333334,19.3724,18.5240866667,15.2766,15.2318,10.1964,42.6019333333,14.8590666667,22.3058666667,9.07386666667
581.98,11.3037333333,19.4666,18.62668,15.3516666667,15.294,10.2575333333,42.6597333333,14.9420666667,22.3731,9.11666666667
582.32,11.2933666667,19.5255333333,18.6810466667,15.3984666667,15.2996,10.2511333333,42.6926,14.9404666667,22.4342,9.10886666667
582.66,11.2521666667,19.5442666667,18.7303933333,15.4577333333,15.3007333333,10.2378,42.7114,14.9322666667,22.4553333334,9.08686666667
583.00,11.2152333333,19.5365333333,18.7386066667,15.4629333333,15.2807333333,10.2002,42.7334,14.8643333333,22.4675666667,9.05973333333
583.34,11.2442,19.6726666667,18.7909533333,15.5514,15.317,10.2312666667,42.7798,14.8999333333,22.5928,9.06086666667
583.68,11.2595333333,19.7378,18.8223066666,15.5870666667,15.3578,10.253,42.8511333333,14.9112666667,22.6564,9.08406666667
584.01,11.2554333333,19.8125333333,18.8923666666,15.6554666667,15.3855333333,10.2694,42.8798,14.8944666667,22.7114,9.08080000001
584.35,11.2565333333,19.8262,18.90626,15.6702666667,15.3850666667,10.3080666667,42.8384,14.8741333333,22.73,9.07593333333
584.69,11.2833333333,19.9261333333,18.9662933333,15.6905333333,15.4301333333,10.3315333333,42.868,14.8969333333,22.8053666667,9.08646666667
585.03,11.2746666667,19.9530666667,19.0250733333,15.6991333333,15.4392666667,10.3103333333,42.8671333333,14.9054666667,22.8372666667,9.10546666667
585.37,11.2368333333,20.0090666667,19.0665933333,15.7342666667,15.4326,10.2693333333,42.9007333333,14.8698666667,22.8574666667,9.09026666667
585.70,11.2163333333,20.0517333333,19.0972266667,15.7598,15.428,10.2606,42.8781333333,14.8221333333,22.9079666667,9.04726666667
586.04,11.2057666667,20.0538666667,19.0911333333,15.7728666667,15.4036666667,10.2627333333,42.8280666667,14.7762,22.9109333333,9.06486666668
586.38,11.2773,20.2278,19.2045266667,15.8898,15.4843333333,10.338,42.9909333333,14.8222,23.11,9.15713333334
586.72,11.3145666667,20.3668,19.29542,15.9979333333,15.4667333333,10.3542666667,42.9784,14.9062,23.1397,9.17813333333
587.06,11.2153,20.2722,19.2521066667,15.9265333333,15.3576666667,10.2562,42.9024666667,14.7983333333,23.0277,9.09886666667
587.39,11.1991666667,20.3064666667,19.32234,15.9522,15.3384666667,10.2440666667,42.8709333333,14.7889333333,23.0341666667,9.06706666667
587.73,11.2453333333,20.3828,19.3884266667,16.022,15.3698,10.2878,42.9197333333,14.8086,23.0714,9.0924
588.07,11.2528,20.4720666667,19.4703266667,16.0867333333,15.3878,10.293,42.9457333333,14.8391333333,23.1977,9.1464
588.41,11.2232,20.4757333333,19.5206733333,16.144,15.3855333333,10.2842666667,43.0486666667,14.8100666667,23.2567,9.14040000001
588.74,11.2199,20.5422666667,19.5476733333,16.1838666667,15.3753333333,10.279,43.0649333333,14.7726,23.3038666667,9.1232
589.08,11.2304333333,20.5933333333,19.58844,16.1926,15.3693333333,10.3011333333,43.0484666667,14.7788666667,23.3708,9.11053333333
589.42,11.2208333333,20.6168,19.6334066666,16.2244,15.3766666667,10.2885333333,43.1150666667,14.7718,23.4139666667,9.12013333333
589.76,11.2906,20.7304666667,19.74982,16.3048666667,15.4573333333,10.369,43.2179333333,14.8509333333,23.5137666667,9.17006666667
590.09,11.2509333333,20.7384666667,19.76664,16.2757333333,15.399,10.3329333333,43.1548,14.8158666667,23.4589333333,9.14173333333
590.43,11.2368666666,20.7553333333,19.7797066667,16.2956666667,15.4233333333,10.3330666667,43.1836,14.7969333334,23.5085,9.17253333333
590.77,11.3193333333,20.8712666667,19.9084133333,16.4264,15.5292666667,10.4334666667,43.2461333333,14.8753333333,23.6410333333,9.2602
591.11,11.3031,20.9143333333,19.9068666667,16.4437333333,15.5247333333,10.4242,43.1978666667,14.8390666667,23.7309333333,9.27366666666
591.44,11.2604666667,20.9331333333,19.88626,16.4366,15.4806666667,10.3745333333,43.1481333333,14.8020666667,23.7298333333,9.27913333333
591.78,11.2534333333,20.9296666667,19.8708266667,16.4236,15.4456,10.3499333333,43.0875333333,14.7250666667,23.6918,9.23333333334
592.12,11.3041666667,21.0546666667,19.9667333333,16.5376,15.4945333333,10.4286666667,43.1178,14.8163333334,23.7837,9.31479999999
592.46,11.3305333333,21.1532,20.07888,16.6044666667,15.5416666667,10.4857333333,43.1636,14.8678666667,23.8770333333,9.3646
592.79,11.3377,21.2022666667,20.14772,16.6673333333,15.5668,10.5086666667,43.2425333333,14.88,23.9228666667,9.39006666667
593.13,11.3694,21.3103333333,20.20614,16.724,15.5742,10.5280666667,43.2528666667,14.9032,23.982,9.44933333332
593.47,11.3261666667,21.384,20.2429733333,16.7802666667,15.5514666667,10.4919333333,43.2635333333,14.8953333333,24.0285,9.43579999999
593.80,11.3926666667,21.5083333333,20.3419333333,16.9362,15.6286666667,10.5379333333,43.3558,14.9431333333,24.1430333333,9.49533333334
594.14,11.4107333333,21.5782,20.4111133333,16.9574666667,15.6394666667,10.5689333333,43.3557333333,14.9558666667,24.2082,9.48406666666
594.48,11.4360333333,21.6888,20.4788666667,17.0160666667,15.6572,10.5988666667,43.4012,14.9935333333,24.3201333333,9.50033333334
594.81,11.4813,21.8096666666,20.5781066667,17.1123333333,15.7172666667,10.6584,43.5209333333,15.064,24.3832333333,9.54893333333
595.15,11.5067666667,21.8910666667,20.7143133333,17.1916666667,15.7330666667,10.6978666667,43.6131333333,15.0903333333,24.5021666667,9.54546666665
595.49,11.5019333333,21.9733333333,20.76406,17.2420666667,15.773,10.7223333333,43.672,15.1124666667,24.568,9.57693333333
595.82,11.524,22.0706,20.83836,17.2696666667,15.8325333333,10.7308666667,43.7524666667,15.1256,24.671,9.58433333334
596.16,11.5023666667,22.0800666666,20.86848,17.2732666667,15.8144666667,10.7101333333,43.7812,15.1092,24.6709666667,9.56120000001
596.50,11.5405333333,22.2001333333,20.92984,17.337,15.8634,10.7305333333,43.8330666667,15.1672,24.7718333333,9.59099999999
596.83,11.5432,22.2602666667,20.9780466667,17.3994,15.9042,10.7583333333,43.8792,15.2140666667,24.8620333333,9.61373333332
597.17,11.5534666667,22.2876666667,20.9962733334,17.4238666667,15.9043333333,10.7388666667,43.8962,15.1826,24.8952,9.61873333333
597.51,11.5219333333,22.2856666667,20.9980733333,17.4019333333,15.8677333333,10.7261333333,43.866,15.1582666667,24.8921666667,9.5838
597.84,11.5194666667,22.3354666667,21.0533933333,17.4600666667,15.8980666667,10.7369333333,43.9484,15.1364,24.9596333333,9.59546666666
598.18,11.4687,22.3587333333,21.06212,17.4650666666,15.8666666667,10.6888666667,43.9431333333,15.0946,24.9630666667,9.57066666666
598.52,11.4787,22.4226666667,21.1113266667,17.5419333333,15.8642,10.7018666667,43.9897333333,15.1058,25.0552,9.58760000001
598.85,11.5078333333,22.5104666667,21.17738,17.5762,15.9322666667,10.7350666667,44.0155333333,15.1471333333,25.1226333333,9.64419999999
599.19,11.5093333334,22.5241333333,21.21506,17.6338,15.9177333333,10.7360666667,44.0282666667,15.1562666666,25.1445333333,9.62273333333
599.53,11.4845333333,22.5212666667,21.19486,17.6644666667,15.8505333333,10.6876666667,43.9722666667,15.0918,25.1412333333,9.59893333334
599.86,11.4448333333,22.5393333333,21.1528866667,17.7108666667,15.8036666667,10.6574,43.9208666667,15.0335333333,25.1418666667,9.55373333334
600.20,11.4008333333,22.5153333333,21.1543066667,17.6974,15.7323333333,10.6317333333,43.8939333333,14.9568666667,25.1336,9.51546666667
600.53,11.3456,22.5159333333,21.1805133333,17.6994,15.6582,10.575,43.8338666667,14.877,25.123,9.42726666667
600.87,11.2833333333,22.5313333333,21.1919133333,17.6884666667,15.5950666667,10.5724666667,43.7920666667,14.8540666667,25.1362,9.39653333333
601.21,11.3003666667,22.6551333333,21.3235933333,17.7926,15.6634,10.6213333333,43.8712666667,14.8934,25.2325666667,9.46340000001
601.54,11.3054333333,22.7218,21.4026333333,17.8434666667,15.6812,10.6181333333,43.9159333333,14.9234,25.3055333333,9.47353333333
601.88,11.3568333333,22.8167333334,21.4869066667,17.9208666666,15.7119333334,10.6598666667,43.9828,14.9506,25.3814333333,9.53559999999
602.21,11.3048333333,22.8275333333,21.5335333333,17.8872,15.6776666667,10.6404666667,43.9472666667,14.9094666667,25.3833,9.49646666666
602.55,11.2661666667,22.8435333333,21.5319933333,17.9229333334,15.6292,10.6300666667,43.902,14.8438666667,25.3961333333,9.46553333333
602.88,11.2936,22.9536666667,21.6373733333,17.9908,15.6791333333,10.6742,43.9604,14.8823333333,25.5234,9.49413333334
603.22,11.2771666667,22.9794666667,21.6797333333,17.9893333333,15.6645333333,10.7036,43.9276,14.8732666667,25.5245333333,9.49253333333
603.56,11.3062666667,23.0429333333,21.7584933333,18.0364666667,15.6994,10.7435333333,43.9801333333,14.9097333333,25.6245666667,9.50866666667
603.89,11.3548333333,23.0963333333,21.84952,18.1266,15.7666,10.8152,44.0132666667,14.9718666667,25.6962,9.56473333333
604.23,11.3640333333,23.1406666667,21.88016,18.1476,15.7866666667,10.8246666667,44.0618,14.9751333333,25.7413666667,9.58806666667
604.56,11.3754,23.201,21.91226,18.1708666667,15.8163333333,10.8453333333,44.0936,14.9726666667,25.7961,9.59286666667
604.90,11.3903,23.2437333333,21.9148933333,18.1952666667,15.8343333333,10.8536666667,44.0914,14.9931333333,25.8557666667,9.60393333333
605.23,11.3699333333,23.269,21.9255066667,18.1992,15.8100666667,10.8438666667,44.0834666667,14.9641333333,25.8556333333,9.58126666666
605.57,11.3643,23.305,21.98306,18.2259333333,15.8222,10.8416,44.0949333333,14.9451333333,25.8903333333,9.58779999999
605.90,11.3767,23.3694666667,22.0172666667,18.2941333333,15.8675333333,10.8621333333,44.1323333333,14.9462,25.9356333333,9.61566666667
606.24,11.4053666667,23.4181333333,22.06422,18.3363333333,15.9134666667,10.8806,44.1554666667,14.9897333333,25.9998,9.64873333333
606.58,11.3821666667,23.472,22.0850533333,18.3579333333,15.9067333333,10.8541333333,44.2324666667,14.9619333333,26.0339666667,9.64186666666
606.91,11.4292333333,23.5528666667,22.1595733333,18.4601333333,15.9719333333,10.863,44.3023333333,15.0096666667,26.1166,9.68053333333
607.25,11.4828666667,23.6561333333,22.2872533333,18.5340666667,16.0328666667,10.9130666667,44.3956,15.051,26.1952,9.7636
607.58,11.4208666667,23.6702,22.2329333333,18.5319333333,15.9710666667,10.8378,44.3496666667,14.9686,26.1866666667,9.70926666666
607.92,11.4405333333,23.7268,22.2963666667,18.5852,16.0018666667,10.9246,44.3358,14.9673333333,26.2253666667,9.73506666666
608.25,11.505,23.8010666667,22.417,18.6904,16.0492,10.9860666667,44.3702,15.0224666667,26.2925666667,9.7914
608.59,11.4448,23.7645333333,22.3969666667,18.6518,15.9937333333,10.962,44.3284,14.9365333333,26.2730333333,9.70226666667
608.92,11.4696666667,23.8128,22.4213466667,18.7355333334,16.0442,11.027,44.3336666667,14.9436666667,26.3084666667,9.72826666667
609.26,11.3841666667,23.7477333333,22.3563333333,18.6747333333,15.974,11.0096,44.2316,14.8776,26.2489,9.62333333334
609.59,11.3723333333,23.7231333333,22.3194066667,18.6597333333,15.937,11.0033333333,44.1395333334,14.8328666667,26.1829666667,9.59799999999
609.93,11.4150666667,23.8257333333,22.40598,18.7643333333,15.9735333333,11.088,44.2019333333,14.8410666667,26.2377333333,9.62439999999
610.26,11.4183,23.8176,22.42446,18.7556,15.9655333333,11.1485333333,44.1003333333,14.8224666667,26.1926,9.63793333333
610.60,11.4048,23.8944,22.4888733333,18.7894666667,15.9743333333,11.2250666667,44.1318,14.8208,26.2469,9.64586666668
610.93,11.3817,23.8903333333,22.46908,18.812,15.9302666667,11.2157333333,44.0649333333,14.7598666667,26.2174666667,9.596
611.27,11.3982333333,23.9936666667,22.5701,18.8896666667,15.9744666667,11.3148666667,44.089,14.7842666666,26.2626,9.64793333334
611.60,11.3747,24.0407333333,22.6022266667,18.92,15.9418666667,11.2844666667,44.1023333333,14.7797333333,26.2621666667,9.62993333333
611.93,11.3189333333,24.0595333333,22.5800933333,18.9117333333,15.9096666667,11.2664666667,44.1105333333,14.7236666667,26.2698,9.55526666666
612.27,11.3586333334,24.1686666667,22.69586,19.0285333333,15.9574666667,11.3251333333,44.2362,14.7721333333,26.3559666667,9.61953333333
612.60,11.3267666667,24.1808,22.71082,19.0426,15.9104,11.3066666667,44.1758,14.7242,26.3823333333,9.60146666666
612.94,11.3604666667,24.2969333333,22.7999866667,19.1438,15.9632,11.3257333333,44.3352,14.7151333333,26.466,9.62273333333
613.27,11.4109,24.4253333334,22.9811533333,19.2812666667,16.0536666667,11.386,44.4952,14.7816666667,26.6676333333,9.67313333334
613.61,11.2748666667,24.3638666667,22.9109,19.1566666667,15.9834666666,11.2715333333,44.4152666667,14.7001333333,26.6198333333,9.593
613.94,11.2882333333,24.4473333333,22.9677933333,19.2190666666,16.0166666667,11.273,44.4797333333,14.7178666667,26.7177333333,9.62466666666
614.28,11.2636333333,24.4356,22.9538866667,19.2195333333,15.9412666667,11.18,44.4774,14.6818666667,26.7215666667,9.61566666666
614.61,11.2317333333,24.4948,22.9788933333,19.2242666667,15.9642,11.1685333333,44.4658,14.705,26.7840333333,9.62886666668
614.94,11.2021666667,24.4764666667,22.9853266667,19.2008666667,15.9395333333,11.0904666667,44.4870666667,14.641,26.8305666667,9.56153333333
615.28,11.2485333333,24.5309333333,23.0573066667,19.2522,16.0052,11.0865333333,44.5603333333,14.6709333333,26.9562,9.59946666666
615.61,11.2562333333,24.544,23.0849333334,19.2756666667,15.9930666667,11.0559333333,44.5298,14.6516,26.9739333333,9.63080000001
615.95,11.1960666667,24.5296,23.0604533334,19.2482,15.9183333333,10.9861333333,44.3815333333,14.6112666667,26.8982666667,9.61793333333
616.28,11.1929,24.6314666667,23.16534,19.2813333333,15.953,10.9809333333,44.4874,14.6314,26.9675333333,9.62846666667
616.61,11.251,24.7374,23.2725266667,19.3784666667,16.0079333333,11.0127333333,44.5077333333,14.7402,27.0993666667,9.713
616.95,11.2277,24.7349333333,23.2939066667,19.384,16.0114666667,10.9997333333,44.4982,14.7301333333,27.0742666667,9.71833333335
617.28,11.3514666667,24.8577333334,23.4438333333,19.5343333333,16.1164666667,11.0856,44.5610666667,14.7856666667,27.2261,9.81459999999
617.62,11.4216,24.9984,23.5519533333,19.711,16.1945333333,11.1664,44.6680666667,14.87,27.3518666667,9.88379999999
617.95,11.3692333333,24.9934666667,23.57838,19.7001333334,16.2149333333,11.1856666667,44.6443333333,14.8192,27.3473333333,9.82760000001
618.28,11.4081,25.091,23.67138,19.7732,16.2507333333,11.2072,44.7572666667,14.8069333333,27.4669333333,9.86206666667
618.62,11.4321,25.1717333333,23.7495,19.8345333333,16.3140666667,11.2573333333,44.7611333333,14.8313333333,27.5142333333,9.92066666666
618.95,11.4384,25.2322,23.7717733333,19.9064666667,16.322,11.2908666667,44.7218,14.819,27.5338666667,9.95406666666
619.28,11.4162,25.2902666667,23.8174466667,19.9408,16.3464666667,11.2729333333,44.7664666667,14.7897333333,27.6096333333,9.96373333333
619.62,11.5365333333,25.4068,23.9339133333,20.0758,16.4668666667,11.3692,44.9006,14.8694666666,27.796,10.0518
619.95,11.5801666667,25.5034666667,23.9723533333,20.1922666667,16.4935333333,11.401,44.9855333333,14.9461333333,27.9072666667,10.089
620.28,11.5415333333,25.4748,23.9517066667,20.1668,16.4535333333,11.3725333333,44.8888666666,14.8802,27.8938,10.0667333333
620.62,11.5081,25.4822,23.9419533333,20.1368666667,16.3558666667,11.3306666667,44.8418,14.7888,27.9037666667,10.03
620.95,11.4427666667,25.4938666667,23.93172,20.1286,16.2985333333,11.2746,44.8653333333,14.7659333333,27.8891,9.96706666667
621.28,11.296,25.388,23.8284533333,19.999,16.1359333333,11.0856666667,44.7682666667,14.6241333333,27.7542666667,9.81746666666
621.62,11.2350333333,25.3868,23.8636933333,20.0368666667,16.1116666667,11.0129333333,44.7701333333,14.5699333333,27.7811,9.79479999999
621.95,11.1580333333,25.3676,23.8275333333,20.0438666667,16.0756666667,10.993,44.7504,14.5394666667,27.7189666667,9.7288
622.28,11.1659666667,25.4387333333,23.85674,20.0594666667,16.0329333333,10.9812666667,44.7706666667,14.5767333333,27.766,9.72086666666
622.62,11.1615666667,25.5052,23.93262,20.0886,16.0342,10.9756666667,44.8606,14.6005333333,27.7993333333,9.70433333333
622.95,11.2434333333,25.6557333334,24.0973933333,20.2170666667,16.1167333333,11.0694666667,44.9435333333,14.6843333333,27.9129333333,9.78946666666
623.28,11.1340333333,25.6266,24.0846,20.1674666667,16.0374,10.9556,44.9202666667,14.5528,27.8655333333,9.66426666667
623.62,11.0529333333,25.5511333333,24.0771466667,20.0506666667,15.9527333333,10.8723333333,44.8086666667,14.4499333333,27.8319333333,9.55513333334
623.95,11.0132333333,25.6692666667,24.13514,20.0902,15.9577333333,10.866,44.9547333333,14.4275333333,27.9017,9.49799999999
624.28,11.0442666667,25.7885333333,24.2074,20.1764,15.9940666667,10.8987333333,44.9937333333,14.4966,28.0279666667,9.54013333333
624.62,11.0352,25.8816,24.2506133333,20.2284666667,15.997,10.8826,45.0742,14.5219333333,28.0976666667,9.52019999999
624.95,11.1241333333,26.0285333333,24.4316266667,20.3580666667,16.1122666667,10.9881333333,45.1964,14.5992,28.2854333333,9.59646666667
625.28,11.2428,26.1874,24.5239466667,20.4740666667,16.1696,11.0788666667,45.2772,14.6820666667,28.3953,9.66866666667
625.61,11.2436,26.2286666667,24.5677333333,20.4800666667,16.1319333333,11.0468666667,45.2550666667,14.6793333333,28.4274333333,9.67160000001
625.95,11.2997,26.2944666667,24.64836,20.6155333333,16.1876666667,11.0932666667,45.3902666667,14.713,28.4988,9.72766666667
626.28,11.3586,26.3898,24.7541266666,20.7284,16.2495333333,11.1722666667,45.4736666667,14.7748,28.6118333333,9.80673333334
626.61,11.3167333333,26.3964,24.72402,20.7482,16.2009333333,11.1276,45.4988,14.7524,28.5985333333,9.74713333333
626.94,11.3807,26.5070666666,24.8104866667,20.8119333333,16.2714,11.1975333333,45.5724,14.8354,28.713,9.83380000001
627.28,11.4626,26.6484,24.92392,20.9588666667,16.373,11.3036666667,45.7210666667,14.8940666667,28.8034666667,9.95326666666
627.61,11.5709,26.6958666667,25.0530666667,21.0627333333,16.4417333333,11.3912,45.8015333333,14.9872,28.9012666667,10.067
627.94,11.5303,26.7352666667,25.11012,21.0925333333,16.4541333333,11.3746,45.8919333333,14.9618,28.9076666667,10.0246
628.27,11.5070666666,26.6821333333,25.1119533333,21.0838666667,16.4292666667,11.3689333333,45.7595333333,14.8852666667,28.9017,10.0442666667
628.61,11.4635333333,26.6518,25.04792,21.0506,16.3769333333,11.3216666667,45.7164,14.8357333333,28.8700333333,10.0296
628.94,11.3978,26.6332,25.03262,21.0370666667,16.3651333333,11.27,45.6688666667,14.7932666667,28.8246666667,9.99320000001
629.27,11.3928666667,26.6322666666,25.0404133333,21.0877333333,16.379,11.2657333333,45.6623333333,14.7520666667,28.8395666667,10.0095333333
629.60,11.3665,26.6586,25.0791,21.0703333333,16.3823333333,11.2783333333,45.5978666667,14.7094666667,28.8683,9.98946666667
629.94,11.285,26.6264,25.0116333333,21.0238,16.3351333333,11.2253333333,45.5063333333,14.6093333333,28.8322666667,9.90859999999
630.27,11.381,26.7651333333,25.1565933333,21.1392666667,16.4372,11.3199333333,45.5604,14.7030666667,28.9511,10.0266666667
630.60,11.3417333333,26.7192,25.11054,21.1118,16.3782666667,11.2751333333,45.4236,14.6342,28.8770666667,9.9886
630.93,11.3147,26.742,25.0996933333,21.0772666667,16.3748,11.2590666667,45.3258666667,14.6206,28.8319,9.94706666666
631.26,11.3224,26.7932,25.12866,21.1273333333,16.3885333333,11.2885333333,45.2644,14.644,28.8544333333,9.98186666667
631.60,11.3947333333,26.8229333333,25.1376466667,21.1724666667,16.3842666667,11.3263333333,45.2574,14.6781333333,28.9093,10.0338
631.93,11.4104,26.9156666667,25.2302466667,21.2774666667,16.3673333333,11.3124666667,45.3906,14.7157333333,28.9659,10.0064666667
632.26,11.3887666667,26.9230666667,25.2895066667,21.2631333333,16.3496666667,11.2944666667,45.3464666667,14.6883333333,28.9526,9.9678
632.59,11.4156666667,26.9674666667,25.3545333333,21.301,16.3667333333,11.3221333333,45.3612,14.7184,29.0269,10.0222
632.92,11.4781666667,27.1215333333,25.4993933333,21.3935333333,16.4379333333,11.4112,45.4720666667,14.8234666667,29.2204333333,10.0914666667
633.26,11.4806,27.1730666667,25.5530266667,21.3982,16.4342,11.3978666667,45.5127333333,14.8286666667,29.2588333333,10.0784
633.59,11.4656666667,27.1813333334,25.5866733333,21.3686666667,16.396,11.3761333333,45.5128666667,14.7866,29.2484333333,10.0729333333
633.92,11.2995,27.0722,25.4716133333,21.2610666667,16.2566666666,11.2608666667,45.3524,14.6323333333,29.1611,9.94040000001
634.25,11.3865,27.237,25.6298,21.4046666667,16.3562666667,11.3406666667,45.5248,14.7199333333,29.3156666667,10.0409333333
634.58,11.4431333333,27.3741333333,25.73028,21.5460666667,16.4127333333,11.3982666667,45.6432666667,14.8094666667,29.4795333333,10.1334
634.91,11.3842,27.3741333333,25.7250266667,21.5358,16.4009333333,11.3246,45.6435333333,14.7471333333,29.4714666667,10.0732
635.25,11.3700333333,27.4732666667,25.7915666667,21.605,16.4392666667,11.3686,45.6689333333,14.7606666667,29.5443,10.0654666667
635.58,11.4044666667,27.5548,25.8438933333,21.647,16.4995333333,11.4125333333,45.7003333333,14.7720666667,29.6305333333,10.1306
635.91,11.4962666667,27.7203333333,25.94832,21.8023333333,16.5709333333,11.4994,45.8126666667,14.8674666667,29.8011,10.238
636.24,11.5246,27.8476666667,26.05326,21.8745333333,16.5741333333,11.5152666667,45.9244,14.8654,29.9322666667,10.2416
636.57,11.5593,27.9218666667,26.1559933333,21.9927333333,16.6696666667,11.598,46.0463333333,14.9188,29.9608,10.276
636.90,11.4883666667,27.9115333333,26.1057733333,22.0189333333,16.6486,11.5615333333,46.0412666667,14.8675333333,30.0186333333,10.2375333333
637.23,11.5097,27.9782666667,26.1620333333,22.1013333333,16.6652666667,11.5764,46.0656666666,14.9054666667,30.1235333333,10.2660666667
637.56,11.6098333333,28.1195333333,26.3309066666,22.2247333333,16.7218666667,11.6612,46.2548666667,15.0034666667,30.2318333333,10.3412
637.90,11.5434666667,28.1296666667,26.3419533333,22.2384,16.6758666667,11.6662666667,46.2072,14.9607333333,30.2545333333,10.2500666667
638.23,11.4949,28.0612,26.3576666667,22.2056,16.5971333333,11.5686,46.1426,14.8630666667,30.2479666667,10.1721333333
638.56,11.5385333333,28.1308666667,26.42894,22.3046,16.5942666667,11.6587333333,46.136,14.9106,30.2819333333,10.2348
638.89,11.5515,28.1457333333,26.49418,22.3080666667,16.5906666667,11.6236666667,46.1981333333,14.8689333333,30.3391333333,10.2278
639.22,11.49,28.1346666667,26.5211466667,22.3176,16.5587333333,11.6254,46.2420666667,14.8508,30.3431333333,10.1937333333
639.55,11.4787666667,28.1683333333,26.5980466667,22.3563333333,16.5411333333,11.6406666667,46.2757333333,14.8357333333,30.3912,10.1732
639.88,11.4792666667,28.1222,26.5430933333,22.3334666667,16.4862666667,11.6167333333,46.2092,14.8225333333,30.3278666667,10.1497333333
640.21,11.4805666666,28.0777333333,26.4885466667,22.2308666667,16.414,11.5658666667,46.0532666667,14.7485333333,30.3081333333,10.1182
640.54,11.5531666667,28.1442,26.6480333333,22.3191333333,16.4342666667,11.625,46.1019333333,14.8122666667,30.3221666667,10.2109333333
640.87,11.4965,28.1903333333,26.6714266667,22.3766,16.3988,11.5743333333,46.1048,14.8252,30.3126666667,10.1699333333
641.20,11.4527,28.1797333333,26.6549533333,22.3492,16.3922666667,11.5494,46.0402666667,14.7661333333,30.2946666667,10.1819333333
641.53,11.4877,28.2422666667,26.6774266667,22.3930666667,16.3884666667,11.5426,46.0879333333,14.7971333333,30.3213,10.2396
641.87,11.4344,28.281,26.60982,22.3877333333,16.3529333333,11.5607333333,46.0738,14.7523333333,30.2834,10.2226
642.20,11.3858,28.306,26.5685533333,22.3302,16.3172,11.4555333333,46.0253333333,14.6758,30.2295,10.1546666667
642.53,11.3569333333,28.3208666667,26.5880733333,22.351,16.279,11.4115333333,45.9294666667,14.6856666667,30.1930333333,10.1967333333
642.86,11.4453666667,28.3815333333,26.6570866667,22.3637333333,16.3254666667,11.4658,45.8639333333,14.7541333333,30.2558,10.2715333334
643.19,11.4417666667,28.4474666667,26.70428,22.4536666667,16.4349333333,11.5068666667,45.9222666667,14.7514,30.3114666667,10.3142666667
643.52,11.4429666667,28.4977333333,26.8038266667,22.5286666667,16.5044666667,11.5606666667,45.9312,14.7761333333,30.3742666667,10.3576
643.85,11.3581333333,28.5046666667,26.81454,22.5341333333,16.4498,11.4976666667,45.9161333333,14.6543333333,30.3909,10.3292
644.18,11.2834666667,28.5252,26.72276,22.4591333333,16.3808,11.419,45.8249333333,14.5536,30.3368666667,10.2441333333
644.51,11.2591666666,28.4816,26.67642,22.4138666667,16.3097333333,11.4043333333,45.7208,14.4395333333,30.3509333333,10.1833333333
644.84,11.2562333333,28.5406666667,26.7049933333,22.4716,16.3162666667,11.3905333333,45.7774666667,14.4550666667,30.4210666667,10.1012666667
645.17,11.2313666667,28.5384666667,26.7414533333,22.4824,16.3046666667,11.37,45.8419333333,14.3992,30.4303666667,10.0638
645.50,11.3448,28.7088666667,27.0029466667,22.6442666667,16.4400666667,11.4886666667,46.0386666667,14.5358,30.6896,10.2064
645.83,11.4839,28.8825333333,27.1870333333,22.8200666667,16.5930666667,11.6164666667,46.2595333333,14.6506,30.9768666667,10.3304
646.16,11.4928333333,28.9349333333,27.2461466667,22.8533333333,16.6426,11.6598666667,46.3183333333,14.6712,31.0853,10.3106666667
646.49,11.4110333333,29.013,27.2331266667,22.9018,16.6333333333,11.6319333333,46.4151333333,14.5892666667,31.0786333333,10.2477333333
