wavelength,Back_EmbHerm,Belly_EmbHerm,Breast_EmbHerm,Crissum_EmbHerm,Crown_EmbHerm,DorTail_EmbHerm,Patch10_EmbHerm,Patch11_EmbHerm,Rump_EmbHerm,Throat_EmbHerm,WingTip_EmbHerm
589.08,14.9380833333,48.434,45.9147916667,36.5186666666,11.8195833333,10.7612460317,18.61,9.62883333334,15.44675,53.6829166667,9.89683333333
589.42,14.9430833333,48.44175,45.952625,36.5365833333,11.8479166667,10.773281746,18.6208333333,9.63283333334,15.459,53.6895,9.87708333334
589.76,15.0113333334,48.5146666667,46.0040833334,36.55675,11.9243333333,10.8714285714,18.68,9.70283333334,15.54675,53.716,9.97075
590.09,14.9940833333,48.5386666667,46.067875,36.5883333333,11.9383333333,10.9065,18.72375,9.71658333332,15.5716666666,53.7185,9.99033333334
590.43,14.8571666667,48.4251666667,45.908625,36.4291666667,11.8084166667,10.7884880952,18.54775,9.59891666667,15.4365,53.5456666667,9.88008333333
590.77,14.9005833333,48.4358333333,45.8842916667,36.46175,11.8404166667,10.815031746,18.6073333333,9.64483333332,15.50775,53.4883333333,9.91499999998
591.11,14.92825,48.4591666667,45.861,36.4768333334,11.9051666667,10.8664722222,18.62,9.70608333333,15.5540833333,53.48125,9.94441666668
591.44,14.97775,48.52375,45.9087916667,36.5445833333,11.9680833333,10.9328095238,18.6819166667,9.75858333332,15.62125,53.4776666667,10.0079166667
591.78,15.0289166666,48.5434166667,45.9570833333,36.5634166667,12.0110833333,10.9706666667,18.7015833334,9.81191666666,15.6718333333,53.47625,10.0139166667
592.12,15.1675,48.7125,46.0680416667,36.7063333334,12.1516666667,11.1035912699,18.8315,9.95249999999,15.80675,53.5445,10.1658333333
592.46,15.1449166666,48.72525,46.1077916667,36.68775,12.1236666667,11.0633571429,18.83925,9.91800000001,15.8,53.5496666666,10.15075
592.79,15.1235833334,48.8221666666,46.206875,36.7844166667,12.1321666667,11.0244642857,18.8756666667,9.89233333333,15.8231666667,53.6453333333,10.0945
593.13,15.1146666667,48.7935,46.1845,36.77425,12.122,10.9786230159,18.8691666666,9.86416666666,15.8064166667,53.639,10.0941666667
593.47,15.0121666667,48.7418333333,46.154875,36.7563333333,12.0613333333,10.8602380952,18.8013333333,9.78958333333,15.7761666667,53.60675,10.0144166667
593.80,15.0706666667,48.7370833333,46.1371666667,36.7676666667,12.1211666667,10.8738809524,18.8019166667,9.84633333334,15.8156666667,53.5874166667,10.0703333333
594.14,15.19775,48.8080833333,46.2352916666,36.896,12.2354166667,10.9900079365,18.93425,9.96049999999,15.9141666667,53.6435,10.1764166667
594.48,15.1959166666,48.7725,46.2328333333,36.8756666666,12.19325,10.9518452381,18.9163333333,9.91708333332,15.8793333333,53.6088333333,10.1359166667
594.81,15.24675,48.7635,46.2405,36.8669166667,12.2010833333,10.9750952381,18.9640833334,9.91824999999,15.9088333334,53.5920833333,10.1425
595.15,15.30525,48.82775,46.3395,36.937,12.2235,11.0059007937,19.0133333333,9.98666666667,15.95475,53.7094166667,10.1781666667
595.49,15.3454166667,48.90825,46.4059166667,36.9866666667,12.2404166667,11.0367539683,19.0593333334,9.98816666667,15.97725,53.8015,10.2059166667
595.82,15.3513333333,48.9200833333,46.4621666667,37.02775,12.2584166667,11.0584285714,19.0575,9.99474999999,16.0,53.83,10.1931666667
596.16,15.4378333333,49.0195,46.5819583333,37.1684166667,12.33125,11.1360793651,19.1420833334,10.06175,16.0820833333,53.9860833333,10.2710833333
596.50,15.4598333333,49.05225,46.6435416667,37.215,12.3235,11.149984127,19.13225,10.039,16.0858333333,54.03725,10.2936666667
596.83,15.5156666667,49.0970833333,46.676125,37.24225,12.3691666667,11.2157063492,19.1778333333,10.10525,16.11725,54.0875,10.3599166667
597.17,15.5928333333,49.1433333333,46.718875,37.3108333333,12.3999166667,11.2634166667,19.2216666667,10.1510833333,16.1361666667,54.14425,10.392
597.51,15.6080833333,49.2080833333,46.7540416666,37.3188333333,12.4039166667,11.2984166667,19.2295,10.13825,16.1545,54.2213333333,10.3876666667
597.84,15.5889166667,49.2094166667,46.749375,37.3269166667,12.3915,11.2991388889,19.20975,10.1158333333,16.1815833334,54.2706666667,10.39575
598.18,15.6400833334,49.2358333333,46.8071666666,37.3779166667,12.4531666667,11.3409166667,19.2225833333,10.1618333333,16.228,54.3630833333,10.4449166667
598.52,15.6384166667,49.3370833333,46.903625,37.5195833333,12.4715833333,11.3564285714,19.243,10.1759166667,16.2784166666,54.4989166667,10.4701666667
598.85,15.5208333333,49.1639166667,46.7402083333,37.4013333334,12.361,11.2540793651,19.1096666667,10.0750833333,16.1776666667,54.3528333333,10.3769166667
599.19,15.521,49.11825,46.6631666666,37.3834166666,12.3283333333,11.2338293651,19.0930833333,10.0725,16.1731666667,54.2859166667,10.3444166667
599.53,15.48825,49.0100833333,46.5818333333,37.3221666667,12.2770833333,11.1898849206,19.0294166667,10.049,16.134,54.2400833334,10.29325
599.86,15.42125,49.006,46.5114583333,37.2641666666,12.2441666666,11.1514126984,18.9913333333,10.0140833333,16.1205833333,54.19275,10.23775
600.20,15.45175,48.99725,46.4965416667,37.2451666667,12.2678333333,11.1966785714,19.0378333333,10.0689166667,16.10925,54.1308333333,10.2649166667
600.53,15.4876666667,49.0763333334,46.589375,37.31225,12.2788333333,11.2078571428,19.09025,10.08575,16.1729166666,54.1849166667,10.2556666667
600.87,15.4590833333,49.0968333333,46.6164166666,37.314,12.25925,11.1976468254,19.09675,10.0943333333,16.175,54.1956666667,10.2424166667
601.21,15.4615833333,49.1034166666,46.6137916667,37.3745,12.2445,11.1830793651,19.1540833333,10.1209166667,16.2246666666,54.1490833333,10.2685833333
601.54,15.5379166667,49.229,46.7127916666,37.4375833333,12.2904166667,11.1838888889,19.21725,10.1683333333,16.2745833333,54.21,10.2920833333
601.88,15.53475,49.279,46.7268333334,37.4845833334,12.3149166667,11.2081984127,19.2990833333,10.1810833333,16.32175,54.2245,10.3164166666
602.21,15.6430833333,49.3524166667,46.8309166666,37.5226666667,12.39275,11.2791507937,19.3859166667,10.2513333333,16.36775,54.2378333333,10.4224166667
602.55,15.74875,49.4086666666,46.893,37.5514166666,12.4818333333,11.3515873016,19.4880833334,10.29975,16.4475,54.23725,10.5055
602.88,15.7474166667,49.406,46.9576666667,37.5675,12.5079166667,11.3486388889,19.4989166667,10.27975,16.44275,54.2496666667,10.5676666667
603.22,15.8115,49.5105,47.0121666667,37.6445833333,12.581,11.4283452381,19.5796666666,10.3249166667,16.5199166667,54.32975,10.6471666667
603.56,15.8973333333,49.5221666667,47.029375,37.6671666667,12.6511666667,11.5037698412,19.63375,10.3884166667,16.5689166667,54.3134166666,10.7025
603.89,15.8770833333,49.5125,47.022,37.677,12.6411666667,11.4769365079,19.5930833334,10.35075,16.5826666666,54.3460833333,10.6610833333
604.23,15.8720833334,49.4756666666,46.98875,37.6445833333,12.637,11.4824007937,19.5855,10.35875,16.57825,54.3284166666,10.6640833333
604.56,15.91375,49.5065833334,47.0217083333,37.6855,12.6579166667,11.5169761905,19.60125,10.3701666667,16.616,54.3484166667,10.6848333333
604.90,15.9501666667,49.6058333333,47.1054583333,37.7729166666,12.7230833334,11.5494761905,19.6285833333,10.4106666667,16.6398333333,54.4675833333,10.7199166667
605.23,15.9625833333,49.59575,47.1412083334,37.7850833334,12.75175,11.5904920635,19.64225,10.43975,16.6755,54.48125,10.74675
605.57,15.9863333333,49.6293333334,47.1935,37.79725,12.7293333333,11.593234127,19.6071666667,10.4546666667,16.687,54.4969166667,10.7474166667
605.90,15.9085,49.5866666667,47.1364166666,37.7265,12.6594166667,11.5128253968,19.53175,10.42425,16.6406666667,54.5166666667,10.6528333333
606.24,15.8833333333,49.6331666666,47.156,37.7885,12.6465,11.5009563492,19.5193333333,10.4066666667,16.6303333334,54.5969166667,10.6230833333
606.58,15.8665,49.60725,47.0658333333,37.7486666667,12.6329166667,11.5061150794,19.5075,10.4078333333,16.6274166667,54.5338333334,10.5711666667
606.91,15.8678333333,49.5983333333,47.0785833333,37.7495833334,12.6030833333,11.4866349207,19.5111666667,10.4225833333,16.648,54.5333333334,10.5384166667
607.25,15.85675,49.6531666667,47.1749166667,37.7819166666,12.5834166667,11.4737857143,19.5164166666,10.4068333333,16.6606666667,54.6366666667,10.546
607.58,15.8434166667,49.6054166667,47.159625,37.74075,12.56325,11.4746666667,19.52575,10.4286666667,16.6535,54.5986666667,10.5500833333
607.92,15.7973333334,49.5685833333,47.1538333334,37.7548333333,12.5345,11.4600357143,19.52,10.4079166667,16.6379166667,54.565,10.51075
608.25,15.7885833333,49.575,47.119,37.7588333333,12.5706666667,11.4791706349,19.5299166667,10.41525,16.6349166667,54.5700833333,10.5298333333
608.59,15.7281666666,49.4344166667,47.0343333333,37.6585833333,12.5464166667,11.4895634921,19.5020833333,10.4010833333,16.5971666667,54.452,10.4895833333
608.92,15.6815833333,49.3154166667,46.8980416667,37.5839166666,12.5106666667,11.4653849206,19.4481666666,10.3323333333,16.5279166667,54.3326666667,10.4504166666
609.26,15.6258333333,49.2788333333,46.82525,37.54225,12.5056666667,11.4691388889,19.42025,10.2916666667,16.4861666667,54.3423333333,10.4194166667
609.59,15.5526666667,49.2265,46.7461666667,37.50275,12.4599166667,11.4752539683,19.36975,10.2228333333,16.4475,54.2840833333,10.3791666667
609.93,15.5450833334,49.2369166667,46.75775,37.5054166667,12.4585,11.5139126984,19.3925833333,10.2284166667,16.4541666666,54.29,10.38
610.26,15.5699166667,49.3470833333,46.8955,37.6139166667,12.481,11.5683174603,19.4298333334,10.2855,16.506,54.4279166667,10.4174166667
610.60,15.5925,49.4065833333,46.9190416667,37.67925,12.5164166667,11.6266865079,19.4565833333,10.2855833333,16.5414166667,54.4965,10.4495
610.93,15.57325,49.3521666666,46.8195833333,37.664,12.48175,11.6430793651,19.426,10.2849166667,16.5358333333,54.43075,10.45075
611.27,15.5785,49.3230833333,46.7542916667,37.66575,12.4808333333,11.6451468254,19.4200833333,10.31225,16.5610833333,54.4038333333,10.47925
611.60,15.5786666667,49.3659166667,46.713875,37.6960833333,12.4550833334,11.6078253968,19.3696666667,10.2785,16.5375,54.4649166666,10.4775
611.93,15.5441666667,49.3279166667,46.7460416667,37.6338333333,12.4284166667,11.5667142857,19.3555833333,10.24975,16.5310833334,54.4735833333,10.4465833333
612.27,15.6261666667,49.4505833333,46.8282916667,37.7015,12.4419166667,11.583781746,19.3455,10.2856666667,16.6083333334,54.5811666666,10.4900833333
612.60,15.6630833333,49.5730833333,46.9810416667,37.8418333333,12.4499166667,11.6440476191,19.412,10.337,16.665,54.7574166667,10.53525
612.94,15.7475833333,49.6209166667,47.0771666667,37.9101666667,12.5176666667,11.6925674603,19.4834166667,10.4229166667,16.7383333333,54.8265833333,10.6295
613.27,15.9354166666,49.7491666667,47.3029166666,38.1014166667,12.6469166667,11.8030634921,19.63625,10.5494166667,16.8865833333,55.0559166667,10.7408333333
613.61,16.0805833333,49.8143333333,47.3478333333,38.2186666667,12.7735833333,11.9019087302,19.7385833333,10.6579166667,17.0355,55.15375,10.8488333334
613.94,16.1776666667,49.8790833333,47.3604166667,38.2811666667,12.87025,11.9632261905,19.8534166667,10.7514166667,17.1331666667,55.2026666667,10.9201666667
614.28,16.2618333333,49.92725,47.4351666667,38.3353333333,12.9431666666,11.9751865079,19.8923333333,10.8405,17.1505,55.27825,10.9816666667
614.61,16.3248333333,49.92575,47.47275,38.3778333333,12.9938333333,11.9885714286,19.9563333334,10.867,17.178,55.258,11.0103333333
614.94,16.4061666667,50.0973333333,47.6385,38.5266666667,13.0463333334,12.0614603175,20.0563333333,10.9125833333,17.2256666667,55.3944166667,11.0361666667
615.28,16.4655,50.1465,47.7343333334,38.5975,13.1149166667,12.1368452381,20.1380833333,10.9795833333,17.2655,55.45325,11.089
615.61,16.51525,50.17925,47.773375,38.7019166667,13.1376666667,12.1839047619,20.1665833333,11.0065833334,17.3020833333,55.4840833334,11.1580833333
615.95,16.479,50.067,47.708875,38.6571666666,13.1065,12.1452896825,20.1813333334,10.9440833333,17.2576666667,55.4104166667,11.15075
616.28,16.5159166666,50.1178333333,47.7155,38.6523333334,13.1450833333,12.148265873,20.2058333333,10.99125,17.2695,55.4088333333,11.1614166667
616.61,16.45275,50.1626666667,47.7031666667,38.71175,13.0825833333,12.0591706349,20.1708333333,10.9183333333,17.2354166667,55.437,11.0596666666
616.95,16.4039166667,50.1383333333,47.5848333333,38.6890833333,13.0516666667,11.9871865079,20.11,10.8789166667,17.20775,55.2536666667,11.037
617.28,16.33075,50.0798333333,47.581375,38.5869166667,13.0006666667,11.9389404762,20.04725,10.8405833333,17.143,55.1816666667,11.0125
617.62,16.2918333333,50.0215833334,47.568375,38.5133333333,12.9395,11.8895,19.9621666667,10.7510833333,17.1110833333,55.1380833333,10.96475
617.95,16.1859166667,49.922,47.4659583333,38.3976666666,12.8490833334,11.8121388889,19.8761666667,10.6510833333,17.041,54.9908333333,10.8899166667
618.28,16.1225,50.0050833333,47.4690416667,38.39975,12.785,11.7357738095,19.8396666667,10.5696666667,16.972,55.0809166666,10.83725
618.62,16.1,50.03875,47.460875,38.3676666667,12.7896666667,11.7299087302,19.8328333333,10.545,16.946,55.1024166667,10.8394166667
618.95,16.1410833333,50.0993333333,47.4767916667,38.3895833333,12.8469166667,11.7785873016,19.8935,10.5758333333,17.0146666667,55.1335,10.8853333334
619.28,16.17375,50.13925,47.4934583333,38.4105833333,12.8440833333,11.77625,19.9195,10.5701666667,17.0325833334,55.16425,10.8446666666
619.62,16.2001666666,50.236,47.5643333333,38.4710833333,12.8446666667,11.8017698413,19.9149166667,10.5905833333,17.0280833333,55.2981666666,10.84925
619.95,16.1374166667,50.20925,47.504125,38.46675,12.8256666667,11.7552896825,19.875,10.5030833333,17.0233333333,55.2743333334,10.8296666667
620.28,16.2150833333,50.2010833333,47.5297916667,38.47625,12.8491666667,11.8268928571,19.9186666667,10.5396666667,17.0479166667,55.2918333333,10.9111666667
620.62,16.2375833333,50.2074166667,47.5647083333,38.5174166667,12.892,11.919936508,19.97725,10.5529166667,17.0703333333,55.3779166667,10.965
620.95,16.2685,50.3264166667,47.63975,38.60825,12.9156666667,11.9388611111,20.0111666666,10.5580833333,17.0849166667,55.4761666667,11.0016666667
621.28,16.2561666667,50.3463333333,47.6650833333,38.6651666667,12.93375,11.9539166667,20.0363333333,10.55575,17.1019166667,55.5123333333,10.994
621.62,16.26,50.362,47.6975833333,38.6798333333,12.8964166667,11.9651388889,19.9958333333,10.5140833333,17.0635833333,55.54025,10.9456666667
621.95,16.3295,50.309,47.6882916667,38.70775,12.9689166667,12.0153531746,20.0003333333,10.5655,17.1029166666,55.46775,10.971
622.28,16.263,50.1744166667,47.6234583333,38.6595833333,12.8970833333,11.9053690476,19.8739166667,10.4390833333,17.0616666667,55.3908333333,10.8644166667
622.62,16.19925,50.1421666667,47.6370416666,38.6164166667,12.8428333333,11.8742063492,19.7945,10.389,17.05625,55.3259166667,10.8023333333
622.95,16.1945,50.1988333333,47.6545833333,38.6465,12.832,11.8627698413,19.78425,10.3763333333,17.09675,55.3574166666,10.80425
623.28,16.185,50.2151666667,47.5873333333,38.6944166666,12.8821666667,11.8951706349,19.7986666666,10.3901666667,17.1275,55.2510833333,10.7893333333
623.62,16.2278333333,50.2519166667,47.6257083333,38.7155833333,12.8911666667,11.9172896825,19.8274166667,10.4735,17.1911666667,55.2918333333,10.7885833333
623.95,16.2085,50.3099166667,47.6639166667,38.78,12.9075,11.9093611111,19.86975,10.5058333334,17.2313333334,55.296,10.76825
624.28,16.2204166666,50.27425,47.6750833333,38.7393333333,12.8491666666,11.8334960318,19.87425,10.4885833333,17.2518333333,55.2901666667,10.7458333333
624.62,16.22725,50.2225,47.6805833333,38.70825,12.8193333333,11.8201111111,19.8874166667,10.4779166667,17.2675,55.2584166666,10.7150833333
624.95,16.3071666667,50.3758333333,47.815375,38.8179166667,12.9245,11.8516150793,19.9745833333,10.5421666667,17.33575,55.3855833333,10.8420833333
625.28,16.3446666666,50.4105,47.8632916667,38.92475,13.0065,11.8769801587,20.08875,10.6260833333,17.4440833334,55.4070833333,10.9465
625.61,16.3,50.4139166667,47.892,38.88975,12.98,11.8740396825,20.0775833333,10.6135,17.4644166667,55.4215,10.89675
625.95,16.3921666666,50.5890833333,48.048125,39.0238333333,13.05075,11.9873095238,20.1830833333,10.7160833333,17.5475833333,55.5701666667,10.9879166667
626.28,16.418,50.613,48.1134166666,39.0460833333,13.0610833333,12.0255753968,20.2391666667,10.7346666667,17.5894166666,55.6116666666,11.0254166667
626.61,16.44,50.60775,48.1199166667,39.0505,13.11175,12.1037579365,20.2635,10.8051666667,17.62025,55.5910833333,11.0890833333
626.94,16.52625,50.71525,48.302375,39.135,13.1875833333,12.1487380952,20.3486666667,10.854,17.7153333333,55.76075,11.1811666667
627.28,16.5831666667,50.7113333333,48.34075,39.1915,13.2044166666,12.183218254,20.3896666667,10.8705,17.73375,55.756,11.20575
627.61,16.6061666667,50.7441666667,48.3880833333,39.1910833333,13.21275,12.2315634921,20.3771666667,10.87125,17.76475,55.8035833333,11.2291666667
627.94,16.5793333333,50.8221666666,48.4262916667,39.2295833333,13.2478333333,12.249031746,20.3791666667,10.8615,17.7681666667,55.86425,11.2468333333
628.27,16.5881666667,50.89725,48.4305,39.2654166666,13.28675,12.2709920635,20.3996666666,10.9053333333,17.84225,55.872,11.2765
628.61,16.6249166667,50.85425,48.367625,39.2743333333,13.2646666667,12.3306904762,20.38625,10.9690833333,17.8554166667,55.8476666666,11.2745833333
628.94,16.6301666666,50.92575,48.360625,39.2376666667,13.2624166667,12.3720873016,20.3911666667,10.9798333333,17.8875,55.8685,11.2615833333
629.27,16.72025,51.0090833333,48.4529166666,39.3731666667,13.30675,12.4308650794,20.50525,11.0749166667,17.96175,55.9789166667,11.34875
629.60,16.735,51.0341666667,48.4169583333,39.365,13.3355833333,12.4444365079,20.5495833333,11.0964166667,17.9629166667,55.94325,11.3938333333
629.94,16.7976666667,51.0966666667,48.4155833333,39.4595,13.3723333333,12.4501984127,20.5945833333,11.1419166666,17.9630833333,56.0093333333,11.4524166667
630.27,16.81375,51.085,48.4077916667,39.482,13.3590833333,12.4224642857,20.5970833333,11.1139166667,17.9791666667,56.0053333333,11.4539166667
630.60,16.7700833333,51.0121666667,48.2638333334,39.3851666667,13.30875,12.4183412698,20.57075,11.1208333333,17.9615,55.9061666667,11.4261666667
630.93,16.6694166667,51.0151666667,48.2045,39.3565833333,13.2438333333,12.3613095238,20.5090833333,11.0201666667,17.9226666667,55.8775,11.33525
631.26,16.65,50.9853333333,48.18325,39.3243333333,13.2078333333,12.3240277778,20.5269166667,11.0146666666,17.8678333333,55.8038333333,11.3368333333
631.60,16.6855,50.9679166667,48.1970833333,39.3324166667,13.1950833333,12.3672182539,20.51175,11.0313333333,17.8340833333,55.742,11.352
631.93,16.7645,51.0395,48.3914583334,39.5069166666,13.2545,12.4531626984,20.61675,11.0990833333,17.86975,55.8735,11.4064166667
632.26,16.7423333333,51.1445833333,48.5182083333,39.5421666667,13.2351666667,12.4485753968,20.6293333333,11.0850833333,17.8543333333,55.9044166667,11.3700833333
632.59,16.8460833333,51.1724166667,48.5999583333,39.6338333333,13.3078333333,12.5164563492,20.6866666667,11.1601666667,17.8979166667,56.00475,11.4625833333
632.92,16.8499166667,51.1699166666,48.564,39.6156666667,13.3234166667,12.5496230159,20.68025,11.1208333333,17.8755833334,55.97125,11.4718333333
633.26,16.79525,51.0849166667,48.5403333333,39.5673333333,13.3093333333,12.5121071429,20.6366666667,11.1114166666,17.8883333333,55.965,11.45275
633.59,16.8019166667,51.07575,48.5276666667,39.535,13.3453333333,12.5181984127,20.6326666667,11.1365833333,17.901,55.9585833333,11.4506666667
633.92,16.8545833333,51.1718333333,48.6621666667,39.6153333334,13.3764166667,12.5269722222,20.6755833333,11.1881666667,17.91925,56.0869166666,11.4620833334
634.25,16.8850833333,51.1403333333,48.7085,39.6879166667,13.3631666667,12.4953571429,20.6629166666,11.14025,17.9145833334,56.1178333333,11.4646666667
634.58,16.93975,51.1870833333,48.7876666666,39.746,13.432,12.5124404762,20.69975,11.2054166667,17.9130833333,56.1558333334,11.5578333333
634.91,17.0208333333,51.3053333333,48.8727916667,39.8275833333,13.5265833333,12.5623174603,20.7573333333,11.2670833334,18.0819166667,56.26875,11.6298333333
635.25,17.06825,51.3903333334,48.9467083333,39.9300833333,13.5855,12.5742698413,20.86025,11.3256666667,18.1946666667,56.3505,11.6349166666
635.58,17.0276666666,51.3959166667,48.866125,39.8563333333,13.5559166667,12.5348214286,20.7931666667,11.2645,18.1541666667,56.3401666667,11.63025
635.91,17.0458333333,51.2801666667,48.7205,39.7909166666,13.5913333333,12.5266428571,20.7981666667,11.2431666667,18.1714166667,56.2856666667,11.6918333334
636.24,17.05975,51.3394166667,48.7959583334,39.869,13.6165833334,12.5505198413,20.8346666667,11.2424166666,18.2256666666,56.3783333333,11.7026666667
636.57,17.0826666666,51.3659166667,48.886625,39.9081666666,13.6603333333,12.4787103175,20.8489166666,11.2516666666,18.3151666667,56.4495,11.7118333333
636.90,17.1045833333,51.3818333333,48.9105416667,39.9393333333,13.6639166667,12.491734127,20.8368333333,11.2518333333,18.3501666667,56.4486666666,11.7295
637.23,17.202,51.4775833333,49.0291666667,40.0649166666,13.7165833333,12.5673849206,20.9385,11.2893333333,18.47625,56.5380833333,11.79375
637.56,17.2160833333,51.5319166667,49.0325,40.134,13.7759166666,12.6323809524,21.00425,11.32825,18.5273333333,56.5851666667,11.88
637.90,17.1498333333,51.6669166666,49.077,40.15025,13.7414166667,12.6031587302,21.0173333334,11.31075,18.4823333333,56.63375,11.8345833334
638.23,17.12675,51.63175,49.0595,40.0349166666,13.6790833333,12.572218254,20.9775,11.2410833333,18.4438333333,56.6359166667,11.7849166667
638.56,17.15325,51.62175,49.0697083333,40.1401666667,13.71625,12.6608650793,21.0225833333,11.266,18.4205833334,56.6698333333,11.7866666666
638.89,17.1625,51.6385,49.105625,40.17025,13.7411666667,12.6853214286,20.9790833333,11.2521666667,18.4179166667,56.7413333333,11.8341666667
639.22,17.2205833333,51.6261666667,49.1555,40.2179166667,13.7584166667,12.7000753968,20.9989166667,11.2916666667,18.47125,56.8048333334,11.8759166667
639.55,17.08625,51.5354166667,49.088625,40.11625,13.65075,12.6322023809,20.9021666667,11.2129166667,18.4239166667,56.7108333334,11.7156666667
639.88,16.9268333333,51.4981666667,48.95725,39.99575,13.49925,12.4612777778,20.7591666667,11.0278333333,18.3005,56.6255,11.5250833333
640.21,16.8730833333,51.52575,48.9528333334,40.01375,13.4574166667,12.48775,20.7203333333,10.99425,18.2265833333,56.63275,11.5010833333
640.54,17.01075,51.7693333334,49.2076666666,40.2963333333,13.5675833333,12.6442380952,20.925,11.1185833334,18.37925,56.9286666667,11.6008333333
640.87,16.981,51.77575,49.1747916667,40.2493333333,13.5835,12.5861349206,20.8808333334,11.1145833333,18.3220833334,56.9160833333,11.5595833333
641.20,16.8921666666,51.6525833333,49.0187083333,40.1384166667,13.4560833333,12.4561984127,20.721,10.96525,18.2300833333,56.7549166667,11.41975
641.53,16.8798333333,51.59825,49.0809583333,40.1706666666,13.4825,12.4934484127,20.7551666667,10.9799166667,18.2934166666,56.7670833333,11.4339166667
641.87,16.8676666666,51.6711666667,49.1264583333,40.3220833333,13.4941666667,12.5222301587,20.7648333333,10.981,18.3251666667,56.8461666667,11.41075
642.20,16.8856666667,51.7215833333,49.222875,40.3269166666,13.47125,12.5185912698,20.7391666667,10.9539166667,18.3369166667,56.8659166667,11.4109166667
642.53,17.01275,51.8735,49.2927916667,40.3770833334,13.6238333333,12.6834960318,20.92075,11.1265,18.4735,56.96625,11.5765
642.86,17.0315833333,52.0061666667,49.3118333334,40.4738333333,13.6539166666,12.6963333333,20.9365833333,11.1361666667,18.5123333333,56.94425,11.5679166666
643.19,17.1688333333,52.0996666667,49.4307083333,40.687,13.7866666667,12.844484127,21.04625,11.2556666667,18.6010833333,57.09975,11.7321666667
643.52,17.3528333333,52.126,49.5282083333,40.7796666667,13.9283333333,13.0338492063,21.2554166667,11.4970833333,18.7641666666,57.12925,11.9566666666
643.85,17.39675,52.1765,49.5419583333,40.7831666666,13.9361666667,13.0750793651,21.2923333334,11.5309166667,18.82275,57.135,12.0280833333
644.18,17.4454166667,52.1054166667,49.4007083333,40.65125,13.93875,13.055797619,21.2696666667,11.5825,18.81375,57.0529166667,12.0489166666
644.51,17.4565833334,52.0181666667,49.4204166667,40.69525,13.9626666667,13.1339563492,21.32,11.57125,18.8933333333,57.0241666666,12.111
644.84,17.5679166666,52.1399166666,49.578125,40.7885833333,14.1095833333,13.2662619048,21.4986666666,11.6976666667,18.99,57.1795,12.2528333333
645.17,17.6925833333,52.1279166667,49.5287916667,40.8191666667,14.23375,13.4049960317,21.54425,11.8020833334,19.05,57.0769166667,12.3513333333
645.50,17.8261666666,52.1785833333,49.5847916666,40.8574166667,14.3505833333,13.5285039682,21.67775,11.9796666667,19.2278333333,57.1395,12.5046666667
645.83,17.7874166667,52.1004166667,49.4657083333,40.7736666667,14.3405,13.4408809524,21.6265,11.9614166667,19.1740833333,57.09275,12.4383333333
646.16,17.6210833334,51.9675833333,49.3711666666,40.6684166667,14.1250833334,13.1933333333,21.3885,11.7688333333,19.0256666667,57.0155,12.2144166666
646.49,17.5085,51.8038333333,49.2571666667,40.54275,14.00775,13.0901150794,21.2593333333,11.6656666667,18.8845833333,57.0085833333,12.0628333333
646.82,17.4946666667,51.8995,49.3532083333,40.55675,13.98875,13.0291190476,21.2496666667,11.6226666667,18.8716666667,57.0661666667,12.0208333333
647.15,17.4535,51.9706666667,49.3663333333,40.5738333333,13.9571666667,12.9883333333,21.1863333333,11.5574166666,18.8261666667,57.0949166667,11.9779166667
647.48,17.5144166666,52.0400833333,49.48975,40.65375,14.0218333334,13.0562103175,21.2389166666,11.6334166667,18.8814166667,57.1775833333,12.0014166667
647.81,17.48225,51.9325833333,49.4325,40.569,14.0349166667,13.0329722222,21.2245833333,11.5960833333,18.8674166667,56.98925,11.9886666666
648.14,17.4624166667,51.9490833333,49.3672083333,40.517,13.9843333333,13.0729126984,21.1875,11.5874166667,18.8283333333,56.8886666667,12.00325
648.47,17.5025,51.9806666667,49.4172083333,40.6145,13.9888333333,13.0813253968,21.2165,11.6155833333,18.8995,56.9355,12.0399166667
648.80,17.5375,52.0425,49.5042083334,40.6233333334,13.9793333333,13.0691865079,21.2251666667,11.6199166667,18.8946666667,57.0491666666,12.0331666667
649.13,17.55525,52.0304166666,49.49075,40.5880833333,13.9758333333,13.0753611111,21.25325,11.648,18.8431666667,57.0541666666,12.0595
649.46,17.5603333334,51.9968333333,49.4661666667,40.5440833333,13.9755833333,13.127281746,21.2549166667,11.6854166667,18.8811666667,57.003,12.1425
649.79,17.6260833333,51.95675,49.41325,40.6413333334,14.0424166667,13.2382222222,21.3469166666,11.7620833333,18.897,56.955,12.2285
650.11,17.6921666667,52.0436666666,49.4715833333,40.7156666667,14.0898333333,13.2898849206,21.4014166667,11.8304166667,18.997,56.9139166667,12.3100833333
650.44,17.6975833333,52.01325,49.325875,40.6559166667,14.122,13.2796031746,21.43275,11.8371666666,19.0304166667,56.803,12.3109166667
650.77,17.7579166667,51.9156666667,49.3738333333,40.68925,14.2113333333,13.3138293651,21.46625,11.9155,19.06325,56.8024166667,12.3443333333
651.10,17.8075,51.91175,49.375125,40.7456666667,14.2963333333,13.3306269841,21.54025,11.9870833334,19.1440833333,56.8161666667,12.4084166666
651.43,17.869,52.0858333333,49.5337916667,40.9239166667,14.3211666667,13.3869761905,21.6071666667,12.0135,19.1759166667,57.0988333334,12.4635
