wavelength,Back_ConMarm,Belly_ConMarm,Breast_ConMarm,Crissum_ConMarm,Crown_ConMarm,DorTail_ConMarm,Rump_ConMarm,Throat_ConMarm,WingTip_ConMarm
517.95,18.9436666667,44.6562,35.7183333333,46.9479333333,16.4165333333,12.6226,22.5874066667,34.8107333333,10.9900666667
518.29,18.9263333333,44.6363333333,35.719,46.8967333333,16.4095333333,12.6142666667,22.5782866667,34.7864,10.9781333333
518.64,18.9268666667,44.6194666667,35.7242,46.8918,16.4194,12.6115333333,22.57436,34.7676,10.9806666667
518.99,18.9133333333,44.6319333333,35.7289333333,46.8876666666,16.4132,12.6093333333,22.5717,34.7615333333,10.9754666667
519.33,18.9226,44.6684,35.7515333333,46.9134666667,16.4115333333,12.6175333333,22.5849733333,34.79,10.9688666667
519.68,18.9442666667,44.6587333333,35.7488666667,46.9237333333,16.4158,12.6339333333,22.58442,34.796,10.9674666667
520.02,18.949,44.6341333333,35.7175333333,46.9063333333,16.4109333333,12.6404,22.5678733333,34.7790666667,10.9647333333
520.37,18.9654666666,44.6120666667,35.7118666667,46.8936,16.4223333333,12.6434,22.56434,34.7538666667,10.9715333333
520.72,18.987,44.6395333333,35.7534,46.9588,16.4495333333,12.6712,22.5782933333,34.7867333333,10.9813333333
521.06,19.0128666667,44.6706,35.7942666667,47.0142,16.4764,12.6728,22.59086,34.8078666667,10.9948666667
521.41,19.0474666666,44.7235333333,35.8622666667,47.0871333333,16.526,12.6966,22.6340666667,34.8738666667,11.0352666667
521.75,19.0330666667,44.7016,35.8613333333,47.0616666667,16.5287333333,12.6732666666,22.62598,34.8768666667,11.0271333333
522.10,19.0363333333,44.7378,35.8619333333,47.1103333333,16.5196666666,12.6557333333,22.6085733333,34.8798666667,11.0217333333
522.45,19.0196666667,44.7294,35.8453333333,47.0930666667,16.5042666666,12.6586666667,22.5968466667,34.891,11.0129333333
522.79,19.0324,44.7191333333,35.8426,47.113,16.5085333333,12.6792666667,22.6058266667,34.9079333333,11.0336
523.14,19.0493333333,44.7151333333,35.8533333333,47.1122,16.5281333333,12.7013333333,22.62352,34.8992666667,11.058
523.48,19.0229333333,44.7098666667,35.8744,47.1146666667,16.5217333334,12.6868666666,22.6171533333,34.9084666667,11.0590666667
523.83,18.9997333333,44.6942666667,35.8572666667,47.0944,16.5092,12.6874,22.6188333333,34.881,11.0555333333
524.17,18.994,44.7183333333,35.8818,47.1126,16.5046,12.6944666667,22.62932,34.8935333333,11.0633333333
524.52,18.9874,44.7520666667,35.8926666667,47.1436666666,16.4851333333,12.6824666666,22.6340266667,34.9207333333,11.0397333333
524.87,18.9652666667,44.7772,35.8878,47.1337333333,16.4666,12.6862,22.6362066667,34.9368,11.0370666667
525.21,18.9434,44.7383333333,35.8511333333,47.0740666667,16.4360666667,12.6625333333,22.6192066667,34.8938,11.0156666667
525.56,18.9439333333,44.7282666667,35.8161333333,47.065,16.4294,12.6834,22.6295,34.8794,11.0245333333
525.90,18.9291333333,44.7296666667,35.8052,47.0440666667,16.4228666667,12.6874,22.6329666667,34.8643333333,11.028
526.25,18.9463333333,44.7658666667,35.8513333333,47.0708,16.4286,12.697,22.6466066667,34.882,11.0416
526.59,18.9714666667,44.8382666667,35.9072666667,47.1273333333,16.4601333333,12.7234666667,22.6716666666,34.9422,11.0644
526.94,18.9509333334,44.8774666667,35.9174666667,47.1462,16.4478666667,12.7178666667,22.6712066667,34.9522666667,11.0595333333
527.28,18.9436666667,44.9012,35.9092,47.1338666667,16.4426,12.7276,22.6603933333,34.9464666667,11.0556666667
527.63,18.9508666667,44.9346,35.9308666667,47.1552,16.4532666667,12.7414666667,22.6678266667,34.9628666667,11.0652
527.97,18.9478,44.9322666667,35.9044,47.1616666667,16.4495333334,12.7402,22.6576333333,34.9574666667,11.0623333333
528.32,18.9328666667,44.9,35.8822,47.1160666667,16.4382,12.7306,22.63346,34.9308666667,11.0666
528.66,18.9246666667,44.8862666667,35.8803333333,47.0978,16.44,12.7209333333,22.6100466667,34.9111333333,11.0587333333
529.01,18.922,44.9102,35.902,47.1108,16.4427333333,12.7282666667,22.6138,34.9183333333,11.0626
529.35,18.9164666667,44.9434666667,35.9302,47.1274,16.446,12.7196666667,22.6010733333,34.9319333333,11.0552
529.70,18.9282,44.9528666667,35.9592,47.1421333333,16.4649333333,12.7354,22.60642,34.9506666667,11.0696
530.04,18.9276,44.9622666667,35.9544,47.1496,16.4770666667,12.7527333333,22.6118933333,34.9478,11.085
530.39,18.9146,44.9470666667,35.9467333333,47.1270666667,16.4632666667,12.7424,22.5979466667,34.9143333333,11.0734666667
530.73,18.9209333333,44.9258666667,35.9374,47.1123333333,16.4701333333,12.7422,22.5801866667,34.9060666667,11.0778
531.08,18.9507333333,44.9340666667,35.9588666667,47.1456666666,16.4913333333,12.7595333333,22.59892,34.9142,11.1064666666
531.42,18.9846666667,44.9468,35.9834666667,47.1665333333,16.5172666667,12.7888,22.6247133333,34.9372666667,11.1454
531.77,18.9912,44.9762666667,36.0174,47.1782,16.522,12.8012,22.6388533333,34.9601333333,11.161
532.11,19.0118666667,45.0333333333,36.0480666667,47.2405333333,16.5406666667,12.821,22.6683466667,34.9974,11.1734666667
532.46,19.0181333333,45.0096,36.0472,47.2430666667,16.5416666667,12.8352,22.6695866667,34.9905333334,11.1869333333
532.80,19.028,44.994,36.0322,47.2450666667,16.5456666667,12.8517333333,22.66274,34.9949333333,11.1896666666
533.15,19.0410666667,44.9966,36.0469333333,47.2739333333,16.5594,12.8668,22.6684933333,35.0068666667,11.202
533.49,19.0300666666,44.9972666667,36.0471333333,47.2836,16.5506,12.8565333333,22.65578,35.022,11.1898666667
533.84,19.0187333333,44.9937333333,36.0516,47.2938666667,16.5417333333,12.8454666667,22.6394666667,35.0172666667,11.1777333333
534.18,19.0182,44.9866,36.0559333333,47.2862666667,16.5447333333,12.8515333333,22.63796,35.0296,11.1967333333
534.52,19.036,45.0288,36.0882,47.3088,16.5737333333,12.8901333333,22.6554066667,35.0634,11.2166
534.87,19.0367333333,45.0571333333,36.1051333333,47.3187333333,16.5800666667,12.8849333333,22.6586,35.0817333334,11.211
535.21,18.9865333333,45.0064,36.0838,47.2917333333,16.5433333333,12.8456666667,22.6161333333,35.0576,11.1762
535.56,18.9598,44.9857333333,36.0746,47.2844666667,16.5394666667,12.8314,22.5944733334,35.0420666667,11.1544
535.90,18.9823333333,44.9905333333,36.1061333333,47.2972,16.5665333333,12.8492,22.6010733333,35.0534666667,11.1744666667
536.25,18.9981333333,45.0642,36.1527333333,47.3498,16.592,12.8657333333,22.64192,35.1024666667,11.2031333333
536.59,19.0091333333,45.1112666667,36.1836666667,47.4127333333,16.6104,12.8611333333,22.6526666667,35.128,11.2308
536.93,18.9906666667,45.125,36.176,47.4061333333,16.6030666667,12.8567333333,22.6533,35.1152666667,11.2358
537.28,19.0012,45.1418666667,36.158,47.4178,16.6093333333,12.8496666666,22.6562266667,35.09,11.2441333333
537.62,19.0178666667,45.1372,36.1658666667,47.4128,16.6225333333,12.8828,22.6571066667,35.0924,11.2648666667
537.97,19.0063333333,45.1215333333,36.1441333333,47.4187333333,16.6035333333,12.8900666667,22.6438466667,35.0626666667,11.2582666667
538.31,19.0088,45.1006,36.1466666667,47.4182,16.5876,12.8967333333,22.6339066667,35.0260666667,11.2843333333
538.65,19.0068,45.0801333333,36.1306666667,47.4047333333,16.5827333333,12.9109333333,22.629,35.0131333333,11.3030666667
539.00,19.0008666667,45.0673333333,36.1172666667,47.3948,16.5638666666,12.9072666667,22.6123933333,34.9662,11.3072
539.34,19.0612,45.1288,36.1732666667,47.4508666667,16.6072,12.9785333333,22.6716933333,35.0227333333,11.3760666667
539.69,19.0517333333,45.1220666667,36.1636,47.4394666667,16.5818666667,12.9733333333,22.67526,35.011,11.3699333333
540.03,19.0474,45.0962666667,36.1354666667,47.4232,16.5544,12.9768,22.65742,34.9782,11.3600666667
540.37,19.0315333333,45.0799333333,36.1386666667,47.4022666667,16.5217333333,12.9835333333,22.63272,34.9502666667,11.3481333333
540.72,19.0077333333,45.0258,36.1167333333,47.356,16.5022666667,12.9822,22.6242266667,34.9365333333,11.3447333333
541.06,19.0178666667,45.0512666667,36.1705333333,47.3852,16.5096666666,13.0116666667,22.6384533333,34.9694666667,11.3788
541.40,19.0204666667,45.0526666667,36.1631333333,47.388,16.5124666667,13.0116666667,22.64372,34.9822666667,11.3984
541.75,19.0176666667,45.0541333333,36.1443333333,47.3632,16.5027333333,13.0024666667,22.6268666667,34.9724666666,11.3862666667
542.09,19.009,45.0438666667,36.1488666667,47.3644666667,16.4967333333,12.9855333333,22.62326,34.9648,11.3708
542.43,18.9962,45.0577333333,36.1494666666,47.3635333333,16.4996,12.9964666667,22.6172533333,34.9688666667,11.3817333333
542.78,19.0338,45.1343333333,36.194,47.4284666667,16.5500666667,13.0413333333,22.6541266667,35.036,11.413
543.12,19.0392,45.1244666667,36.1972,47.4540666667,16.5548666667,13.0256,22.6373466667,35.0300666667,11.4034
543.46,19.0106666667,45.1090666667,36.1807333333,47.4314666667,16.5598666667,13.0330666667,22.6106066667,35.0049333333,11.4026
543.81,18.9908666667,45.1288,36.2031333333,47.4731333333,16.5742666667,13.0344,22.6036333334,35.0236,11.3980666666
544.15,19.036,45.1785333333,36.2392,47.5346,16.6462666667,13.0864,22.66134,35.0831333333,11.4545333333
544.49,19.0776,45.235,36.2695333333,47.5988666667,16.6733333333,13.1182,22.6688,35.1063333333,11.4866666666
544.84,19.0698666667,45.2272,36.2486666667,47.6226,16.6666,13.1267333333,22.65956,35.1129333333,11.4702666667
545.18,19.0620666667,45.2496666667,36.2662,47.6526,16.6628666667,13.1298666667,22.6672466667,35.1126,11.4522
545.52,19.0506,45.2487333333,36.2888666667,47.7088666667,16.661,13.1284666667,22.6691266667,35.1164,11.4474
545.87,19.0272,45.2526666667,36.2588666667,47.7297333333,16.6516666667,13.1248,22.6499133333,35.13,11.4538
546.21,19.0504,45.2961333333,36.3124666667,47.8284,16.6577333333,13.1344,22.6813666667,35.1728666667,11.4456666667
546.55,19.0463333333,45.3192666667,36.3331333333,47.8636,16.6492,13.1371333333,22.6968066667,35.1872666667,11.444
546.90,19.0140666667,45.3267333333,36.3317333334,47.8514,16.6323333333,13.1363333333,22.70568,35.1578666667,11.4315333333
547.24,19.0306666667,45.3579333333,36.3633333333,47.9075333333,16.6276,13.1318,22.7153466667,35.1834,11.4446
547.58,19.0576666666,45.383,36.357,47.8976666667,16.632,13.1214666667,22.71348,35.1833333333,11.4602666667
547.92,19.0014,45.3346666666,36.2862,47.8614666667,16.5741333333,13.0738,22.6524866666,35.134,11.4108666667
548.27,19.0277333333,45.3707333333,36.3432666667,47.9133333333,16.6147333333,13.1218,22.7189,35.1782666667,11.4393333333
548.61,19.0844666667,45.4176666667,36.3864666667,47.9435333333,16.6866,13.1802,22.7752266667,35.2153333333,11.5158666667
548.95,19.0936666667,45.474,36.4220666667,48.0048,16.7022,13.1860666667,22.7930066667,35.2440666667,11.544
549.29,19.1521333333,45.5589333333,36.4796,48.0657333333,16.7814666667,13.2391333333,22.85862,35.3268666667,11.6258666667
549.64,19.1862666667,45.6181333333,36.5248,48.1044666667,16.8030666667,13.283,22.9021733333,35.3540666667,11.6399333333
549.98,19.189,45.6168,36.5374,48.0778,16.8359333333,13.3004666667,22.9002466667,35.3425333334,11.6786666667
550.32,19.2068666666,45.6176666667,36.5622666667,48.0712,16.8424,13.3117333333,22.8955333333,35.3375333333,11.6919333333
550.66,19.2511333333,45.6710666667,36.6033333333,48.1024666667,16.8980666666,13.3519333333,22.9093066667,35.3989333333,11.7423333333
551.01,19.2441333333,45.6518,36.595,48.0892,16.8932666667,13.3792666667,22.9041933333,35.361,11.7571333333
551.35,19.2654666667,45.6430666667,36.6108666667,48.0957333333,16.8888666667,13.44,22.9313466667,35.3542666667,11.7986666667
551.69,19.2912,45.6900666667,36.6729333333,48.1059333333,16.8947333333,13.4578,22.9558666667,35.3707333333,11.8305333333
552.03,19.2745333333,45.6864666666,36.6757333333,48.0890666667,16.8726666667,13.4266666666,22.91866,35.3693333333,11.8146
552.38,19.2458666667,45.6674666667,36.6618666667,48.0576,16.856,13.4026666666,22.8992266667,35.3301333333,11.7861333333
552.72,19.2332,45.6425333333,36.6286666667,48.0546666667,16.8604,13.4009333333,22.88864,35.3152666667,11.7922
553.06,19.204,45.6162666667,36.6116666667,48.0591333333,16.8160666667,13.3874666667,22.8524533333,35.2751333333,11.7505333333
553.40,19.2108666667,45.6184666667,36.6342,48.0398,16.8542666667,13.3905333333,22.86038,35.2656666667,11.7733333333
553.74,19.1928666667,45.5956,36.5947333333,48.0052,16.82,13.3768,22.86524,35.2324666667,11.7636
554.09,19.1541333333,45.5549333333,36.5417333333,47.9643333333,16.8101333333,13.3710666667,22.8286133333,35.2034666666,11.74
554.43,19.1472,45.544,36.552,48.0120666667,16.7888666667,13.3857333333,22.8151,35.2032,11.7544
554.77,19.1696,45.5966666667,36.6125333333,48.0956,16.8308666666,13.3946,22.83976,35.3010666667,11.77
555.11,19.2016,45.6376,36.6561333333,48.1472,16.8910666667,13.437,22.8790466667,35.3580666667,11.8126
555.45,19.1591333333,45.6042666667,36.6236,48.1407333333,16.8787333333,13.4185333333,22.86912,35.3500666666,11.7910666667
555.80,19.149,45.5810666666,36.5870666667,48.1528,16.8678666667,13.3980666667,22.8588333333,35.3077333333,11.7844666667
556.14,19.0912,45.5428666667,36.5322,48.1407333333,16.7926666667,13.3422666667,22.7866466667,35.2703333333,11.7209333333
556.48,19.1538666667,45.6149333333,36.5962,48.1978666666,16.8282,13.4094,22.8273533333,35.3239333333,11.7610666667
556.82,19.1838666667,45.6882,36.6609333333,48.2466666667,16.8786,13.4529333333,22.8652133333,35.3698,11.8054666667
557.16,19.1180666667,45.6169333333,36.5734666667,48.2145333333,16.7999333333,13.3978,22.80832,35.316,11.7495333333
557.50,19.1226666667,45.648,36.5784,48.2696666667,16.8056666667,13.4124666667,22.7833333333,35.3332,11.7540666667
557.85,19.1218,45.6441333333,36.5873333333,48.2842,16.8028666667,13.4014,22.78804,35.3364666667,11.7708
558.19,19.0803333333,45.6225333334,36.5498666667,48.2249333333,16.777,13.3742666667,22.7617333333,35.2879333333,11.7431333333
558.53,19.0534,45.587,36.4997333333,48.1414,16.7463333333,13.3828666667,22.74326,35.2073333333,11.7535333333
558.87,19.0006666667,45.5784,36.4876666667,48.1142,16.7038,13.3343333333,22.6908333333,35.1803333333,11.7134
559.21,18.9913333333,45.5843333333,36.4897333333,48.1076,16.6787333333,13.3123333333,22.66688,35.1612,11.6877333333
559.55,19.0236666667,45.6895333333,36.5395333333,48.1836666667,16.6923333333,13.3539333333,22.7193133333,35.2178666667,11.7414666667
559.89,19.0516666667,45.6959333333,36.5664666667,48.183,16.7060666667,13.3888,22.7665,35.2054,11.7744666667
560.23,18.9822,45.5834,36.4732666667,48.0736666667,16.6296666667,13.3161333333,22.6750733333,35.1033333333,11.7123333333
560.58,18.9492,45.5166,36.4211333333,48.0067333333,16.5976,13.3023333333,22.6602533333,35.0524,11.7117333333
560.92,19.0373333333,45.6300666667,36.5294,48.1012666667,16.6645333333,13.3934,22.7371933333,35.1460666667,11.7990666666
561.26,19.0348666667,45.6505333333,36.5369333333,48.0878666667,16.6651333333,13.4038,22.7374866667,35.1658666667,11.8007333333
561.60,19.0770666667,45.6170666667,36.5622666667,48.0946666667,16.7112666667,13.4609333333,22.7659333333,35.1326,11.8602
561.94,19.1249333333,45.666,36.6216,48.1279333333,16.7253333333,13.5143333333,22.8221666667,35.1708666667,11.8999333333
562.28,19.1136666667,45.6648666666,36.5887333334,48.1221333333,16.7110666666,13.5237333333,22.80882,35.1557333333,11.8897333333
562.62,19.1343333333,45.6866666667,36.5922,48.1420666666,16.7297333333,13.5329333333,22.83892,35.1648,11.9073333333
562.96,19.1569333333,45.6705333333,36.5606666667,48.1321333333,16.7202666667,13.5757333333,22.8309533333,35.1758666667,11.9341333333
563.30,19.1314666667,45.6289333333,36.5178,48.0777333333,16.6769333333,13.5594,22.7750133334,35.1278,11.9001333333
563.64,19.1016,45.6700666667,36.5148666667,48.1216,16.679,13.5664,22.7559933333,35.1636666667,11.8917333333
563.99,19.0764666667,45.7158,36.538,48.1628,16.6771333333,13.5686666666,22.7781466667,35.177,11.8769333333
564.33,19.0733333333,45.7296666667,36.5316666667,48.1952,16.6703333333,13.5507333333,22.7878,35.1812,11.8868
564.67,19.0432666667,45.7133333333,36.4816,48.1706,16.6442666666,13.5151333333,22.7640466667,35.1534,11.8658666667
565.01,19.0217333333,45.6833333333,36.4787333334,48.1628666667,16.6368,13.5034,22.7642733333,35.1060666667,11.8705333333
565.35,18.9741333333,45.7368666667,36.4861333333,48.1931333333,16.5990666667,13.471,22.73378,35.1566666667,11.8479333333
565.69,18.9522,45.7169333333,36.461,48.1937333333,16.5969333333,13.4434666667,22.71152,35.153,11.8399333333
566.03,18.9538,45.7288,36.4758,48.1910666667,16.6029333333,13.4128666667,22.70782,35.1668,11.8328
566.37,18.8971333334,45.662,36.4263333333,48.1407333333,16.5370666667,13.3836666667,22.64252,35.1070666667,11.7842
566.71,18.8747333333,45.685,36.4294666667,48.1459333333,16.5335333333,13.3584,22.6455733333,35.0906,11.7816666667
567.05,18.8444,45.6516,36.4106666667,48.1394666667,16.5539333334,13.3774,22.6382266667,35.1064666667,11.8033333333
567.39,18.8554666667,45.6423333333,36.4082,48.143,16.5279333333,13.3843333333,22.63536,35.0838,11.8416666666
567.73,18.8865333333,45.6709333333,36.4245333333,48.1644,16.5611333333,13.4356666666,22.6416733333,35.1372,11.8963333333
568.07,18.9061333333,45.7142666667,36.4388,48.1740666667,16.5597333333,13.4678666667,22.6246866667,35.1352,11.8916
568.41,18.9042,45.7063333333,36.4427333333,48.1739333333,16.5711333333,13.5158666667,22.63332,35.1376666667,11.9192666667
