wavelength,Back_HemRucf,Belly_HemRucf,Breast_HemRucf,Crissum_HemRucf,Crown_HemRucf,DorTail_HemRucf,Patch10_HemRucf,Patch11_HemRucf,Rump_HemRucf,Throat_HemRucf,WingTip_HemRucf
202.71,4.59766666667,-32.184,-81.609,-121.839,-1.14933333333,-128.735333333,-152.873333333,74.7126666667,-28.736,-119.54,-48.2756666667
203.09,5.26333333333,-8.77233333333,-78.947,-96.491,-4.38566666667,-79.8246666667,-132.456333333,59.6493333333,-6.14033333333,-82.4563333333,-51.7546666667
203.47,0.000333333333335,-11.9046666667,-54.762,-75.397,31.746,-59.5236666667,-88.889,80.9523333333,57.9363333333,-61.905,-30.159
203.85,3.22566666667,-19.3546666667,-97.8493333333,-78.4946666667,70.9676666667,-48.387,-132.258333333,55.914,104.301,-112.903333333,-60.215
204.22,-6.66666666667,-1.111,-87.7776666667,-71.111,87.7776666667,-32.2223333333,-114.444333333,64.4443333333,120.0,-72.2223333333,-62.222
204.60,21.3333333333,-5.33333333333,-97.3333333333,-68.0,134.666666667,-17.3333333333,-102.666666667,53.3333333333,204.0,-29.3333333333,-46.6666666667
204.98,31.183,6.45166666667,-74.1936666667,-38.71,141.935333333,24.7313333333,-45.1613333333,49.4623333333,158.064666667,-24.731,-34.4083333333
205.36,49.2063333333,17.4603333333,-19.8413333333,2.381,155.555333333,53.1746666667,-5.55566666667,50.7933333333,140.476,19.0476666667,16.6663333333
205.74,42.424,28.7876666667,-9.84833333333,15.1516666667,177.272666667,44.6966666667,-12.121,29.5453333333,139.394,33.3333333333,7.57566666667
206.12,61.3093333333,25.595,-7.143,23.8093333333,136.309333333,27.381,-8.92833333333,30.3573333333,105.952666667,17.8573333333,4.76166666667
206.50,47.541,17.4863333333,16.9396666667,31.6943333333,139.890666667,34.973,-9.836,34.4263333333,112.568333333,32.2403333333,16.3933333333
206.87,24.762,-6.66666666667,11.4286666667,9.52366666667,122.857,37.143,-11.4286666667,39.0476666667,83.8093333333,27.619,0.952666666667
207.25,25.862,-5.17233333333,30.46,29.31,153.448,39.0806666667,0.574666666667,45.4023333333,112.069,42.5286666667,5.17233333333
207.63,35.2566666667,19.872,43.5896666667,38.4616666667,178.205333333,43.59,-12.8206666667,45.5126666667,125.640666667,50.0,8.33333333333
208.01,11.6666666667,-9.44466666667,37.2223333333,20.5556666667,145.555666667,13.889,-30.5556666667,44.4446666667,85.0,46.1113333333,-8.889
208.39,11.4753333333,-6.011,54.0983333333,31.1473333333,148.634,27.869,-30.0546666667,25.1366666667,94.5353333333,37.1583333333,-13.6613333333
208.77,-1.93233333333,3.38133333333,47.826,15.9423333333,128.019,21.739,-33.3333333333,18.8403333333,68.599,10.628,-15.459
209.14,9.283,4.21966666667,40.9283333333,20.675,121.096666667,20.2533333333,-39.6623333333,26.1603333333,68.3543333333,13.502,-3.37566666667
209.52,0.444333333333,12.889,50.2223333333,32.8886666667,117.777666667,24.4443333333,-40.889,26.2223333333,90.6666666667,9.77766666667,-6.66666666667
209.90,-26.923,-2.564,11.5386666667,7.05166666667,121.795,-0.641,-89.1023333333,21.795,89.7433333333,-15.3846666667,-30.1283333333
210.28,-32.0,18.6666666667,20.6666666667,8.0,142.0,-8.66666666667,-80.6666666667,22.0,122.0,4.66666666667,-25.3333333333
210.66,-36.42,14.1976666667,4.93833333333,5.55566666667,122.839333333,-17.284,-67.9013333333,5.92118946467e-16,104.938333333,3.70366666667,-20.3706666667
211.03,-37.3016666667,38.095,-0.793666666667,15.8726666667,141.27,-27.7776666667,-83.3336666667,-19.841,157.142666667,15.873,-15.873
211.41,-45.8333333333,38.3333333333,-4.16666666667,0.833333333333,140.0,-22.5,-88.3333333333,-42.5,157.5,-5.83333333333,-20.8333333333
211.79,-253.333333333,9.47390314347e-15,-131.111,-86.6666666667,286.666666667,-144.444333333,-320.0,-268.889,277.777666667,-75.5556666667,-228.888666667
212.17,-322.222333333,133.333333333,-248.148,-66.6666666667,433.333333333,-222.222333333,-444.444333333,-470.370333333,629.629666667,-96.2963333333,-344.444333333
212.55,-176.923,156.41,-228.205,-10.2563333333,323.077,-87.1793333333,-307.692333333,-294.872,433.333666667,10.2566666667,-166.666666667
212.92,-203.333333333,120.0,-363.333333333,-123.333333333,423.333333333,-150.0,-460.0,-396.666666667,520.0,86.6666666667,-300.0
213.30,-516.666666667,325.0,-816.666666667,-300.0,908.333333333,-125.0,-825.0,-1191.66666667,1141.66666667,225.0,-725.0
213.68,-255.555666667,144.444666667,-644.444333333,-244.444666667,838.888666667,-5.55566666667,-466.666666667,-650.0,644.444333333,294.444333333,-488.889
214.06,1.19413626483e+15,-6.61039718032e+14,1.17281240296e+15,5.75744270545e+14,-3.60373265637e+15,-7.03687441777e+14,6.18391994289e+14,2.58018728651e+15,-3.32652245203e+15,-1.30075557419e+15,1.30075557419e+15
214.44,172.549,7.843,152.941,127.451,-294.117666667,-35.294,96.0783333333,264.706,-239.215666667,-7.843,135.294333333
214.81,101.333333333,25.3333333333,109.333333333,88.0,-185.333333333,-20.0,113.333333333,209.333333333,-153.333333333,17.3333333333,118.666666667
215.19,100.0,5.128,78.2053333333,42.3076666667,-179.487,-25.641,87.1793333333,189.743666667,-133.333333333,28.2053333333,115.384666667
215.57,83.3333333333,28.205,60.2563333333,15.3846666667,-178.205,-37.1793333333,75.641,171.795,-124.359333333,-6.41033333333,121.795
215.95,80.0,70.0,113.333333333,-50.0,-480.0,-200.0,96.6666666667,300.0,-426.666666667,-40.0,170.0
216.32,74.6666666667,76.0,46.6666666667,25.3333333333,-152.0,-70.6666666667,97.3333333333,173.333333333,-93.3333333333,48.0,90.6666666667
216.70,115.151333333,203.030333333,69.697,51.5153333333,-366.666666667,-145.454666667,169.697333333,318.182,-209.091,72.7273333333,184.848666667
217.08,118.333333333,156.666666667,70.0,-5.0,-116.666666667,-58.3333333333,140.0,183.333333333,-81.6666666667,90.0,108.333333333
217.46,77.2726666667,95.4546666667,45.4546666667,16.6666666667,-32.5756666667,4.54533333333,104.545333333,93.9396666667,-32.5753333333,60.606,75.7576666667
217.83,88.889,98.889,-4.44466666667,-17.7776666667,-74.4446666667,-18.8886666667,121.111,126.667,-87.7776666667,30.0,35.5553333333
218.21,88.889,105.555333333,-46.2963333333,-94.4443333333,-155.555666667,-24.074,216.666666667,170.370333333,-187.037,16.667,61.111
218.59,-133.333333333,-216.666666667,533.333333333,908.333333333,966.666666667,500.0,-733.333333333,-666.666666667,975.0,266.666666667,25.0
218.97,-44.4446666667,55.5556666667,388.888666667,627.777666667,744.444333333,344.444333333,-266.666666667,-327.778,638.888666667,305.555666667,188.889
219.34,-37.5,75.0,154.166666667,412.5,575.0,266.666666667,-316.666666667,-337.5,375.0,158.333333333,170.833333333
219.72,533.333333333,-16.6666666667,300.0,-1083.33333333,-1966.66666667,-533.333333333,2083.33333333,2033.33333333,-700.0,33.3333333333,-350.0
220.10,60.0,-36.6666666667,0.0,-263.333333333,-370.0,-133.333333333,373.333333333,380.0,-176.666666667,-100.0,-76.6666666667
220.47,-25.0,-275.0,-70.8333333333,-383.333333333,-591.666666667,-145.833333333,366.666666667,279.166666667,-400.0,-354.166666667,-250.0
220.85,-8.33333333333,-87.5,-8.33333333333,-111.111333333,-162.5,-61.1113333333,91.6663333333,81.9446666667,-144.444333333,-106.944333333,-95.8333333333
221.23,-192.307666667,-310.256333333,-74.359,-297.436,-484.615333333,-202.564,-7.692,71.795,-376.923,-292.308,-279.487333333
221.61,457.142666667,866.666666667,338.095,733.333333333,1061.90466667,604.762,328.571666667,71.4283333333,909.523666667,928.571666667,738.095333333
221.98,-1.9831191541e+15,-3.83829513696e+15,-1.25810785045e+15,-2.79342590523e+15,-4.17947692692e+15,-2.5162157009e+15,-1.30075557419e+15,-2.55886342464e+14,-3.51843720888e+15,-3.24122700455e+15,-2.94269293834e+15
222.36,322.222,516.666666667,94.4443333333,344.444333333,602.777666667,422.222,188.889,72.222,511.111333333,408.333,425.0
222.74,380.0,623.333333333,110.0,456.666666667,646.666666667,433.333333333,213.333333333,103.333333333,536.666666667,553.333333333,463.333333333
223.11,1033.33333333,1988.889,222.222333333,1588.889,2077.77766667,1311.111,888.889,500.0,1733.33333333,1555.55566667,1188.889
223.49,250.980666667,413.725666667,180.392,376.470666667,460.784333333,303.921333333,309.804,247.058666667,417.647,390.196,313.725666667
223.87,916.666666667,1791.66666667,891.666666667,1633.33333333,2025.0,1291.66666667,1425.0,1333.33333333,1800.0,1866.66666667,1383.33333333
224.24,276.666666667,690.0,253.333333333,656.666666667,816.666666667,466.666666667,573.333333333,443.333333333,630.0,680.0,543.333333333
224.62,123.188333333,275.362333333,146.376666667,285.507333333,369.565,227.536333333,321.739,186.956666667,282.608666667,284.058,240.579666667
225.00,143.859666667,326.315666667,163.158,366.666666667,398.245666667,263.157666667,340.350666667,198.245333333,284.210333333,315.789333333,240.351
225.38,733.333333333,5033.33333333,2266.66666667,5566.66666667,6400.0,4833.33333333,6333.33333333,2600.0,4666.66666667,5066.66666667,3666.66666667
225.75,194.444333333,800.0,350.0,866.666666667,944.444333333,833.333333333,1083.333,355.555666667,600.0,700.0,477.778
226.13,-14.8146666667,-440.741,-144.444333333,-481.481666667,-511.111333333,-500.0,-692.592666667,-181.481333333,-314.814666667,-396.296,-122.222333333
226.51,10.4166666667,-118.75,-57.2916666667,-139.583333333,-112.5,-120.833333333,-219.791666667,-44.7916666667,-41.6666666667,-119.791666667,-31.25
226.88,18.1286666667,-40.351,-23.9766666667,-67.8363333333,-36.2573333333,-40.9356666667,-107.017333333,-9.35666666667,-1.75433333333,-47.9533333333,-5.26333333333
227.26,36.478,-34.591,-37.107,-52.8303333333,-23.2703333333,-40.2516666667,-103.773666667,17.61,12.5786666667,-36.4776666667,-16.3523333333
227.64,41.35,2.10966666667,2.10933333333,-7.59466666667,20.675,0.0,-37.1306666667,41.3503333333,43.8816666667,2.53166666667,23.6286666667
228.01,41.0713333333,-10.7143333333,-7.738,-17.857,5.95233333333,-13.095,-71.4286666667,50.0,38.6906666667,-18.4523333333,20.8333333333
228.39,40.2983333333,0.497666666667,-9.45266666667,-1.99,14.9253333333,3.98,-41.2936666667,51.7413333333,43.7813333333,4.975,26.8656666667
228.76,21.645,-12.554,-9.95666666667,-18.1816666667,-1.73166666667,-6.92633333333,-34.632,25.541,41.5586666667,-6.06033333333,18.615
229.14,14.458,-17.6703333333,-26.506,-22.0886666667,-19.6786666667,-11.6466666667,-44.9796666667,10.0403333333,26.9076666667,-18.0723333333,8.032
229.52,7.07066666667,-47.9796666667,-69.1916666667,-50.505,-38.889,-16.6666666667,-63.6363333333,-17.1716666667,28.7876666667,-41.414,1.18423789293e-15
229.89,2.604,-54.1666666667,-81.771,-74.4793333333,-74.4786666667,-11.9793333333,-73.9583333333,-26.5626666667,18.229,-55.729,-34.375
230.27,6.746,-30.9523333333,-51.5873333333,-53.1746666667,-36.111,9.127,-39.6826666667,-13.095,33.73,-34.127,-21.4283333333
230.65,18.6506666667,-25.0,-35.3173333333,-45.6346666667,-23.8096666667,18.651,-18.254,5.15866666667,46.4283333333,-28.9683333333,-16.667
231.02,14.0353333333,-37.7193333333,-30.7016666667,-42.1053333333,-35.965,10.526,-25.0,-3.50866666667,39.0353333333,-34.649,-24.5613333333
231.40,-5.92118946467e-16,-33.3333333333,-15.6246666667,-38.542,-35.0693333333,7.29166666667,-9.02766666667,-8.68066666667,29.1666666667,-38.1943333333,-14.2363333333
231.78,-8.75,-53.3333333333,-26.25,-58.3333333333,-56.6666666667,-3.33333333333,-19.1666666667,-18.3333333333,19.1666666667,-59.1666666667,-47.5
232.15,-18.8756666667,-46.5863333333,-21.6863333333,-57.4296666667,-34.9396666667,2.008,-13.6546666667,-14.458,20.08,-46.5866666667,-50.2006666667
232.53,-19.7803333333,-54.2126666667,-24.176,-54.5786666667,-27.4723333333,-13.9193333333,-12.4543333333,-14.286,16.85,-49.4503333333,-50.5496666667
232.90,-12.8206666667,-41.346,-10.577,-37.1793333333,-9.29466666667,1.282,-3.846,0.320666666667,27.564,-35.577,-36.859
233.28,-0.000333333333333,-33.3333333333,3.08633333333,-26.543,-4.63,22.8396666667,8.642,18.8273333333,40.432,-25.0,-30.5553333333
233.66,-8.262,-24.2163333333,6.55266666667,-29.9143333333,-0.000333333333333,12.5356666667,9.40166666667,19.0883333333,40.171,-30.4843333333,-33.903
234.03,4.10966666667,-5.70766666667,23.516,-5.936,15.9813333333,22.8306666667,22.603,26.4843333333,45.8903333333,-10.274,-10.7306666667
234.41,-5.31366666667,-12.0773333333,23.1886666667,-11.5943333333,1.93233333333,14.2513333333,13.2853333333,19.8066666667,37.4396666667,-18.599,-18.5993333333
234.78,-7.87433333333,-13.386,17.0603333333,-14.9606666667,-4.98666666667,5.24966666667,5.51166666667,12.0733333333,33.071,-27.034,-22.3096666667
235.16,-8.718,-14.1026666667,10.7693333333,-18.9743333333,-8.97433333333,2.05133333333,2.82066666667,12.564,23.846,-31.0256666667,-22.3076666667
235.54,-14.1666666667,-21.6663333333,-0.833333333333,-28.3333333333,-13.611,-10.2776666667,-8.889,5.55533333333,20.2776666667,-36.389,-33.0556666667
235.91,-14.481,-18.5793333333,-2.73233333333,-34.4263333333,-15.3006666667,-7.377,-10.1093333333,6.55733333333,22.6776666667,-35.519,-21.858
236.29,-17.631,-27.5483333333,-17.3553333333,-44.353,-30.303,-17.3553333333,-23.416,-2.755,17.3556666667,-40.7713333333,-26.9973333333
236.66,-31.8183333333,-33.6366666667,-19.697,-60.6063333333,-45.7573333333,-22.7273333333,-43.03,-19.3943333333,12.121,-47.8786666667,-35.1516666667
237.04,-32.0873333333,-31.776,-30.218,-65.7323333333,-54.2056666667,-30.5296666667,-52.025,-26.1683333333,0.934666666667,-54.8286666667,-37.6946666667
237.41,-44.9543333333,-47.095,-39.7553333333,-75.2293333333,-56.5746666667,-46.4833333333,-65.1373333333,-41.2843333333,-15.2903333333,-64.526,-46.1776666667
237.79,-35.606,-39.6463333333,-26.01,-53.0303333333,-47.475,-31.3133333333,-49.4946666667,-25.2526666667,-12.6263333333,-44.9493333333,-35.606
238.17,-40.4196666667,-44.8816666667,-34.646,-63.7793333333,-46.194,-36.2203333333,-59.58,-35.1703333333,-19.6846666667,-47.5066666667,-38.3203333333
238.54,-30.6876666667,-42.5926666667,-32.5396666667,-63.4923333333,-43.3863333333,-29.1006666667,-60.8463333333,-35.185,-20.3703333333,-51.852,-38.6243333333
238.92,-38.2353333333,-47.304,-38.2353333333,-67.402,-45.8333333333,-24.5096666667,-56.1273333333,-39.2156666667,-19.1176666667,-51.2253333333,-39.2156666667
239.29,-42.0093333333,-46.575,-41.3243333333,-63.242,-42.2373333333,-29.4523333333,-56.3926666667,-37.215,-11.8723333333,-50.2286666667,-40.6393333333
239.67,-33.5196666667,-37.4303333333,-26.6293333333,-48.417,-30.54,-15.4563333333,-41.8993333333,-28.864,-6.33133333333,-38.5473333333,-28.678
240.04,-29.8576666667,-30.49,-18.9573333333,-35.387,-24.1706666667,-12.3223333333,-34.5973333333,-25.5923333333,-4.89733333333,-29.6996666667,-22.907
240.42,-16.5383333333,-21.1536666667,-9.487,-18.9743333333,-8.333,-3.718,-23.846,-15.2563333333,2.82066666667,-17.0513333333,-11.154
240.79,-15.162,-17.7083333333,-12.6156666667,-16.667,-6.59733333333,-2.89366666667,-20.6016666667,-12.3843333333,1.273,-18.287,-8.79633333333
241.17,-7.22033333333,-10.6826666667,-2.37366666667,-5.737,1.68166666667,4.15433333333,-10.1883333333,-2.37366666667,8.40766666667,-7.31933333333,1.58233333333
241.54,-6.336,-5.05066666667,-1.561,-3.48966666667,4.68333333333,6.79533333333,-4.683,-0.183666666667,12.9476666667,-4.224,6.42833333333
241.92,-7.58366666667,-5.02633333333,-2.29266666667,-2.99833333333,4.321,7.49566666667,-4.93833333333,-1.14633333333,11.7286666667,-4.14466666667,7.40733333333
242.29,-10.101,-6.56566666667,-5.38733333333,-4.293,-1.76766666667,4.882,-6.64966666667,-2.18866666667,9.42766666667,-6.818,5.38733333333
242.67,-12.1426666667,-6.66666666667,-7.46033333333,-3.254,-3.33333333333,3.33333333333,-5.15866666667,-1.27,8.095,-4.92066666667,5.31733333333
243.05,-10.1916666667,-4.368,-4.44433333333,-1.45566666667,-2.069,4.44466666667,-3.37166666667,0.536333333333,6.82,-1.226,7.73933333333
243.42,-7.997,-4.11066666667,-2.54133333333,-1.121,-4.70833333333,5.68033333333,-2.61566666667,1.34533333333,7.47366666667,1.41966666667,8.37066666667
243.80,-2.84433333333,0.583333333333,0.146,4.15733333333,-1.23966666667,9.99266666667,1.094,5.03266666667,12.108,4.08433333333,12.837
244.17,-1.965,0.491,-1.26333333333,3.50866666667,-0.842,10.9476666667,1.33333333333,5.82433333333,11.228,3.509,15.1576666667
244.55,-6.885,-2.38566666667,-3.95366666667,-0.818,-6.20333333333,8.11133333333,-0.272666666667,2.31766666667,7.08933333333,-0.886333333333,11.452
244.92,-1.46233333333,0.731,1.82833333333,4.44833333333,-1.70666666667,12.1876666667,4.20466666667,5.18,8.77533333333,4.57033333333,15.539
245.30,-3.77566666667,-0.295333333333,-0.590333333333,-0.0586666666667,-3.65766666667,8.73166666667,1.239,1.94666666667,5.19166666667,1.593,11.799
245.67,-2.72866666667,-1.33766666667,-1.07,-0.641666666667,-4.227,7.59766666667,0.695333333333,1.87266666667,2.14,2.782,9.41666666667
246.05,-0.973,-0.340333333333,0.0486666666667,-1.21633333333,-3.358,7.39666666667,1.168,1.65433333333,2.579,3.84433333333,9.97566666667
246.42,-0.0903333333333,1.26433333333,2.12266666667,-0.135666666667,-0.948666666667,8.53666666667,2.98133333333,3.568,3.70366666667,5.46533333333,11.7436666667
246.79,1.17833333333,2.86166666667,3.61933333333,0.925666666667,0.505,9.596,3.66133333333,4.08233333333,4.798,6.86033333333,12.7946666667
247.17,2.16366666667,3.48566666667,3.60566666667,2.96466666667,0.240333333333,10.2563333333,3.806,4.12633333333,6.20966666667,7.09133333333,13.782
247.54,1.39066666667,3.24466666667,2.58766666667,3.78533333333,2.12433333333,10.6603333333,4.17133333333,3.708,5.44633333333,6.95266666667,13.094
247.92,0.492,2.91333333333,2.043,2.384,1.32433333333,9.61033333333,4.01066666667,2.989,3.481,7.45366666667,12.0316666667
248.29,0.798,2.88866666667,1.74833333333,2.69866666667,0.304,9.502,3.991,1.48233333333,2.24266666667,8.78,10.9083333333
248.67,2.95266666667,4.62333333333,3.10766666667,3.53533333333,1.515,10.7616666667,5.63333333333,2.68066666667,3.14666666667,10.1006666667,12.393
249.04,-0.083,2.039,-0.208,0.166333333333,-1.706,8.48933333333,2.78833333333,0.0416666666667,1.415,7.61533333333,9.405
