wavelength,Back_TanFasm,Belly_TanFasm,Breast_TanFasm,Crissum_TanFasm,Crown_TanFasm,DorTail_TanFasm,Patch10_TanFasm,Patch11_TanFasm,Patch12_TanFasm,Rump_TanFasm,Throat_TanFasm,WingTip_TanFasm
182.21,-8.3898888889,-47.1654444444,15.1926666667,13.0383333333,-32.5397777778,-16.9502777778,-21.8822222222,4.19500000003,-13.1518888889,-30.4988888889,-28.2313333333,-19.9547777778
182.59,-14.4564444444,-53.0466666667,16.607,11.2306666667,-34.8864444445,-15.0537222222,-27.7182222222,1.19488888889,-14.4564444444,-39.0681111111,-35.4837777778,-26.6426666667
182.97,2.2817777778,-27.2818888889,25.0991111111,25.496,-14.881,2.9266111111,-9.52388888888,12.5993333333,4.76188888889,-16.7657777778,-20.3372222222,-8.43244444443
183.35,7.70477777777,-16.626,25.3042222222,27.3316666667,-8.11033333335,8.31305555553,-6.4071111111,15.1662222222,8.0291111111,-10.1377777778,-13.2197777778,-4.7038888889
183.73,2.00488888889,-23.8928888889,23.7257777778,21.4704444445,-11.4453333333,1.71272222223,-10.8604444445,7.10111111112,0.1671111111,-14.954,-17.1262222222,-11.2781111111
184.11,7.50966666668,-13.7165555556,25.9003333334,23.678,-4.29122222222,3.065,-4.98099999999,10.115,2.069,-9.42544444446,-11.1111111111,-7.0498888889
184.49,11.8671111111,-10.8087777778,29.0251111111,28.3445555556,3.4768888889,5.8198888889,-1.28500000001,13.9077777778,7.55855555557,-6.5761111111,-5.06433333331,-2.72122222223
184.87,11.1915555556,-14.8148888889,29.5491111111,30.3543333333,4.42833333335,2.97888888888,-6.11933333333,10.8696666667,5.31399999999,-6.84366666667,-9.17866666666,-6.19966666667
185.25,12.8394444445,-13.4156666667,32.5926666667,32.181,7.819,8.80666666667,0.0822222222222,11.8518888889,6.00822222221,-2.38688888887,-3.45688888889,-1.64611111113
185.63,9.77444444445,-15.0377777778,28.2373333333,31.0777777778,6.85022222221,6.64138888888,-2.75688888888,10.6098888889,4.00988888891,-4.17733333332,-8.0201111111,-0.9188888889
186.01,7.686,-19.4651111111,23.9766666667,26.817,3.34166666668,0.3761111111,-6.93377777779,5.17955555556,0.584777777777,-10.1084444444,-12.3643333333,-4.762
186.39,7.35411111111,-17.9855555556,23.9008888889,29.4963333334,4.39644444443,0.999277777767,-7.83366666667,1.91844444444,5.92118946467e-16,-12.0702222222,-10.8714444445,-6.3148888889
186.77,8.59944444445,-17.1993333333,25.5705555555,29.8325555556,2.05466666668,-0.60877777779,-2.43522222222,0.913222222223,1.4457777778,-9.74133333333,-6.16444444443,-0.380444444443
187.15,-8.50700000001,-37.3263333334,16.3195555556,16.146,-13.4546666667,-19.0537222222,-20.2257777778,-12.413,-15.8854444444,-29.7743333333,-17.3608888889,-20.7463333333
187.53,-8.2081111111,-44.2442222222,21.7216666667,16.8168888889,-16.216,-23.1228888889,-21.5214444444,-17.4173333333,-17.7176666667,-35.8357777777,-18.5184444444,-23.2232222222
187.91,-10.1677777778,-51.2578888889,19.3921111111,18.763,-22.7462222222,-29.1928888889,-27.4632222222,-16.8762222222,-14.9894444444,-40.8805555556,-21.3834444444,-26.1006666666
188.29,-5.94833333333,-51.8518888889,29.4053333334,27.0483333333,-19.6407777778,-23.3445555556,-27.1604444445,-14.927,-7.63177777779,-41.4142222222,-18.0697777778,-24.0178888889
188.67,-14.9895555556,-57.4425555556,17.5052222222,20.2304444444,-28.7212222222,-27.2534444445,-33.7526666666,-20.4402222222,-14.675,-46.540888889,-25.0523333333,-32.8092222222
189.05,-20.915,-61.22,9.804,19.1721111111,-29.8475555556,-30.4466666667,-36.1655555555,-25.9261111111,-15.7952222222,-51.8517777778,-27.7777777778,-37.3637777778
189.43,-22.0163333334,-60.5966666667,7.0987777778,20.1646666667,-28.6007777778,-34.5679444444,-38.0657777778,-28.0863333333,-12.7572222222,-52.4691111112,-29.2181111111,-37.5514444444
189.81,-15.9596666667,-53.3332222222,13.4342222222,22.9291111111,-24.5454444444,-32.2221666667,-32.7273333333,-22.6262222222,-8.6868888889,-50.3030000001,-24.4443333333,-35.2525555556
190.19,-20.6197777778,-58.4401111111,12.7137777778,26.282,-28.312,-39.4764444445,-39.4231111111,-25.9616666667,-12.4998888889,-53.3117777779,-27.1366666667,-40.4913333333
190.57,-26.0493333334,-70.1235555556,7.77777777779,26.9136666667,-38.5183333333,-51.0493888889,-46.4198888889,-30.1235555556,-15.3086666667,-65.432,-33.5803333333,-51.3582222222
190.95,-21.1763333334,-69.1504444445,11.8955555556,37.5162222222,-31.634,-44.9671666667,-45.6211111111,-25.2286666667,-11.8953333333,-59.8692222221,-30.9804444444,-53.4641111111
191.33,-17.6707777778,-71.218111111,14.7255555555,45.5152222222,-31.3253333334,-39.1567777778,-40.4283333333,-26.9076666667,-7.89833333333,-55.4217777777,-32.2623333333,-46.5862222222
191.71,-34.3303333333,-87.1796666667,5.9828888889,36.6095555556,-41.3103333333,-55.9828888888,-51.2820000001,-38.889,-18.9458888889,-70.3704444446,-48.2907777778,-56.4104444444
192.09,-28.5714444444,-75.7576666666,16.1616666666,44.8773333333,-34.3435555555,-50.288611111,-39.827,-35.9307777778,-16.0173333333,-59.3073333333,-39.6824444445,-45.3101111111
192.47,-45.7325555556,-91.7873333334,8.05144444443,51.3687777778,-38.9694444444,-67.4718333333,-40.5795555555,-45.8937777778,-28.9853333333,-70.6923333332,-48.7924444444,-52.6572222222
192.85,-53.0053333333,-100.728666667,15.4826666667,53.0054444444,-32.4223333333,-72.2222777778,-36.7941111111,-51.7304444445,-34.4262222222,-79.052888889,-52.6411111111,-53.1877777779
193.23,-32.2377777778,-79.1861111111,26.4474444444,53.9906666667,-17.3708888889,-48.7481111112,-16.7448888889,-35.6807777778,-15.6496666667,-54.9296666667,-31.299,-41.0017777778
193.61,-24.762,-76.6665555556,31.4287777778,53.3335555556,-10.3175555556,-42.3809999999,-9.20622222223,-33.8095555556,-10.7937777778,-50.1586666667,-25.7143333333,-40.1587777777
193.99,-28.205,-75.8975555555,42.9061111111,68.0344444444,-5.29899999998,-32.8206111112,3.59,-32.1367777778,-10.5983333333,-41.5383333333,-12.9915555556,-36.0683333334
194.37,-19.3603333333,-62.6261111111,47.9797777778,64.8147777778,-1.51499999999,-18.4342777778,9.25933333337,-28.6194444444,-5.219,-35.1851111111,-6.734,-29.293
194.75,-53.9682222222,-107.936444444,44.4444444444,52.1541111111,-26.9841111112,-29.9319444444,-12.245,-65.0792222222,-30.8388888889,-63.9455555557,-38.322,-52.6076666666
195.13,-48.3538888889,-88.065888889,41.9754444444,45.8847777778,-25.1028888889,-18.8272222221,-5.967,-61.9341111111,-36.0082222222,-70.3702222221,-40.1234444444,-37.4486666667
195.51,-50.9435555556,-81.3417777779,32.4946666667,50.5242222222,-23.8992222222,-10.4821111111,-9.01466666667,-64.1508888891,-32.7045555555,-72.3272222223,-44.8636666667,-47.589111111
195.89,-108.080888889,-150.841777778,17.845111111,56.9024444444,-64.9832222222,-19.0234444446,-44.4444444443,-130.976333333,-81.8182222222,-144.444444444,-95.2862222223,-115.488222222
196.27,-96.9697777778,-126.936222222,20.2021111111,57.2391111111,-51.1784444443,7.23905555557,-45.1177777777,-112.794666667,-74.0742222222,-141.750888889,-88.2153333333,-120.875333333
196.65,-81.5873333333,-108.254,14.2857777777,40.3173333333,-41.269888889,14.6033333333,-46.349,-97.7776666666,-53.016,-125.396777778,-77.4603333333,-111.428555556
197.03,-111.934222222,-140.740888889,15.2264444444,31.6871111111,-81.893,-8.43633333323,-69.1358888887,-138.271666667,-68.7243333332,-174.485666667,-105.349666667,-151.440333334
197.40,-386.111111111,-463.888888889,37.5,109.722222222,-251.388888889,14.5833333333,-261.111111111,-469.444444445,-229.166666667,-659.722222222,-388.888888889,-459.722222222
197.78,424.444444444,452.222222222,104.444444444,-4.44444444433,328.888888889,109.444444444,342.222222222,450.0,294.444444444,645.555555555,404.444444444,432.222222222
198.16,224.242555556,235.353333333,105.555555555,62.6262222221,189.393888889,100.000111111,212.121222222,245.959444444,167.171777778,339.393888889,240.909222222,242.424222222
198.54,151.851666666,157.576,62.2894444446,45.7913333333,118.518555556,72.0539444443,131.313,161.279555556,109.091111111,232.996444445,158.249333333,155.892111111
198.92,111.111333333,119.219222222,33.032888889,17.7177777778,86.7868888888,63.2130555556,91.2913333333,119.819666666,70.8707777779,183.783777778,108.408333333,117.717777778
199.30,87.1032222222,96.0315555558,42.2617777778,31.9444444444,74.2062222222,64.7818888888,82.9366666666,98.412777778,47.0238888889,131.150777778,83.7301111111,105.555666667
199.68,63.3634444444,71.1711111111,30.9308888889,37.9881111111,56.3062222222,55.6306111111,54.9551111111,69.2192222221,33.6336666667,95.3453333333,63.6635555556,72.9728888889
200.06,48.9581111111,60.7638888889,19.2706666667,25.1734444444,48.9583333332,57.0312222222,47.0485555556,64.9303333332,12.6736666667,85.0693333332,51.3887777778,65.7985555557
200.44,48.8584444444,67.1232222222,27.093,29.3761111111,48.4018888889,57.9908888889,48.5543333333,68.3412222224,11.5676666667,84.4747777778,57.5343333333,65.2968888889
200.82,51.5032222222,71.7648888889,31.2418888889,34.7711111111,55.6863333333,49.0851666667,52.8105555555,70.1962222224,20.392,80.1307777777,59.3465555556,71.1112222222
201.19,49.8737777778,71.8434444446,32.5757777778,24.3687777778,54.2928888889,44.3813333333,52.7776666666,68.9393333333,18.308,71.8435555556,58.5857777778,67.5505555556
201.57,50.6005555556,67.5675555556,27.9278888889,25.0751111111,59.7596666667,46.3963333333,51.5015555557,70.120111111,8.40822222223,72.2221111111,66.066,73.7237777778
201.95,43.9394444445,64.3097777778,18.0134444444,20.5387777778,58.5858888888,36.7002222222,43.6027777778,74.5792222222,-2.69366666666,65.4881111111,72.3905555556,73.0640000001
202.33,27.9913333333,53.8462222221,-5.1282222222,-1.70933333336,42.3076666667,21.3676111111,28.2052222223,63.4615555557,-34.4017777778,55.5555555556,60.6836666667,67.5213333333
202.71,-4.3652222222,28.9682222222,-40.8731111113,-58.7301111112,30.5555555556,-13.0950555556,-4.7620000001,55.1587777777,-118.254,46.8254444445,36.9045555554,77.7778888889
203.09,-36.3635555557,55.5556666667,-91.919111111,-142.424222222,49.4948888887,-78.7880555557,3.03011111133,152.525111111,-243.434222222,168.686888889,72.7273333333,224.242444444
203.47,-322.222444444,92.5925555543,-485.185222223,-785.184999999,-196.296444444,-505.555722222,-359.259333333,262.963,-1029.62966667,311.111,-99.999999999,485.185000001
203.85,53.3333333334,253.333333333,-93.3333333333,-395.555555555,2.22222222233,-120.0,-15.5555555567,428.88888889,-397.777777778,413.333333334,86.6666666667,588.88888889
204.22,-140.740666668,-485.185222221,111.111111112,544.444444446,111.111111111,272.222222222,122.222333333,-651.85188889,651.85188889,-825.925888889,-25.9258888877,-1051.85177778
204.60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205.36,14.814777779,277.777777778,92.592666669,-22.2223333333,-155.555666666,-92.5925555557,-374.073888888,570.370555553,-674.074111112,811.111111112,-74.0741111123,981.481666667
205.74,65.2175555555,122.222222222,95.6520000001,78.7438888888,51.6907777779,51.2077222223,25.603777778,145.893666667,-3.38155555567,161.352555555,49.2753333333,185.507222222
206.12,62.4998888889,118.055555556,99.9998888888,82.8703333334,26.3888888889,40.7407222221,-8.7962222221,115.740666666,-6.01855555533,144.444444444,-0.46300000011,193.981666667
206.50,28.9854444446,106.280111111,89.3718888888,85.9903333332,22.7053333333,24.8790555556,-33.3333333332,101.932444444,-41.5459999999,119.806777778,-25.6036666666,171.497555555
206.87,53.8461111111,85.8120000001,76.0683333333,82.7350000001,45.812,54.4444999999,39.1453333333,85.812,33.846,86.6666666668,40.8547777778,108.034111111
207.25,50.0001111111,75.1462222221,64.3275555554,71.4915555555,43.2748888889,44.4444999999,25.8771111111,73.0993333335,23.2457777778,66.8128888888,40.7895555556,87.1345555557
207.63,50.0,66.1375555555,59.9205555557,71.1640000001,47.6188888889,43.32,25.7935555556,71.164111111,25.1321111111,61.9047777778,45.1056666667,80.2908888888
208.01,46.866,65.241888889,60.2562222222,77.0653333334,49.0028888889,38.1053333333,29.2023333333,71.7948888889,20.3703333333,60.9686666667,42.0227777778,85.3276666667
208.39,38.8887777778,54.522,51.1626666667,73.6434444446,41.9896666667,31.1371666667,28.8114444445,59.0438888889,19.5088888889,51.5501111111,38.6303333333,71.1885555556
208.77,36.3888888889,54.4444444444,59.861111111,83.888888889,51.1111111111,39.0277777779,32.0833333333,60.4166666668,21.6666666667,57.2222222222,45.1388888889,78.7500000001
209.14,35.4978888889,52.8138888888,62.9146666667,82.8281111111,48.9177777778,32.2512222222,32.0345555556,57.4315555554,19.3363333333,51.6594444444,43.4345555556,81.9625555555
209.52,29.8904444444,54.773,59.7808888889,86.2284444443,44.9138888889,35.2113888888,36.9326666667,58.2160000001,16.432,55.3992222222,38.9671111111,83.0984444446
209.90,39.3827777778,54.9383333333,61.9754444444,84.321111111,48.0246666667,47.8394999999,37.1603333334,63.0865555557,28.2715555556,60.6173333333,41.6046666667,77.283888889
210.28,39.415,51.462,58.4795555556,80.7016666667,49.4735555556,51.9296666668,44.2104444445,60.7016666667,33.3333333333,58.9474444444,47.1345555556,69.3565555556
210.66,44.5483333333,54.7247777778,54.9324444444,77.5698888889,44.4443333333,51.6615000001,45.1713333333,60.9555555556,35.9295555556,59.3976666667,46.4174444444,67.1858888889
211.03,48.227,59.9291111111,58.9835555555,78.487,52.6005555556,54.3143333334,51.8912222222,66.0756666667,34.3971111111,63.7118888889,52.7185555556,68.9125555555
211.41,42.6143333333,53.0718888889,63.2681111111,84.9673333333,49.1504444445,56.8628333333,50.718888889,68.1045555555,29.8038888889,60.9148888889,50.4574444444,72.4183333334
211.79,35.0947777778,51.6261111111,65.0404444443,87.8048888889,44.8511111111,58.3331666668,55.8264444443,67.0733333333,25.8807777778,58.401,45.9351111111,75.0677777778
212.17,25.541,45.8874444444,57.4314444446,78.2107777778,30.8801111111,55.0506111111,48.6291111112,57.287,18.9032222222,52.8137777778,38.3838888889,65.9451111112
212.55,33.3333333333,57.1428888889,65.9451111111,80.0865555556,44.0115555556,66.8110555557,59.8845555556,68.9755555556,26.6956666667,56.5655555555,46.4647777778,78.2106666666
212.92,22.3611111111,41.5277777778,50.5555555557,62.2222222222,27.2222222222,45.2777777778,50.6944444446,56.6666666667,12.7777777778,45.6944444444,28.4722222222,61.6666666667
213.30,28.9972222222,43.0894444444,54.0651111112,68.2926666667,28.5908888889,49.0514444444,51.3548888889,60.2981111111,17.3441111111,52.7101111111,32.2491111111,65.1762222221
213.68,27.1866666667,35.9338888889,46.4538888889,59.6927777778,23.6406666667,40.4256111111,38.2978888889,54.6097777778,7.68311111111,43.1442222222,25.4136666667,57.2105555556
214.06,12.4376666667,20.398,37.4791111111,55.0578888889,5.141,25.0414444444,28.6898888889,46.2686666667,-14.4276666667,27.1973333333,5.97011111111,57.5454444445
214.44,12.7696666667,23.8805555556,42.2885555555,64.0131111111,5.80444444447,20.7297777778,32.1724444444,50.5803333334,-20.398,35.655,8.29200000001,66.6666666668
214.81,7.40733333331,21.8856666667,47.6431111111,65.9933333333,6.229,18.3502222222,31.9863333333,41.5825555555,-20.8753333334,34.0066666667,13.4678888889,66.6663333332
215.19,-0.469666666667,7.35522222222,30.8293333334,57.7463333333,-3.91255555553,10.3285555556,11.5804444445,28.0124444444,-26.7604444445,23.6306666667,2.19088888889,57.9031111111
215.57,2.9321111111,20.6791111111,28.3951111111,61.5741111111,0.308666666677,15.4321666667,21.7591111111,29.9384444445,-20.2162222222,34.8766666667,11.8828888889,67.284111111
215.95,-23.9464444444,1.14933333333,7.0881111111,43.1033333333,-29.8851111111,-11.4942777778,-9.00388888889,9.19544444443,-53.4482222221,17.433,-4.21433333337,55.1724444446
216.32,-49.794,-13.5802222222,-2.46900000001,39.0945555556,-43.4155555555,-24.3828333334,-24.074,-5.96688888887,-77.7777777779,4.52666666668,-19.3415555555,35.1852222222
216.70,-42.0202222222,-21.0101111111,1.212,37.1717777778,-36.3636666667,-24.3433333333,-27.4746666667,-7.87877777777,-78.99,6.26244444446,-17.9798888889,33.1312222222
217.08,-15.0942222222,6.49888888889,18.4486666666,55.346,-24.7381111111,-3.24955555553,-21.5933333333,10.4823333333,-59.3291111111,10.0626666667,1.04822222222,51.153
217.46,-7.8432222222,5.01111111112,15.904,61.8735555555,-18.9543333333,11.3291666667,-17.8647777778,16.1217777778,-59.0415555556,2.61444444443,15.6862222222,57.7342222223
217.83,-12.2222222222,-10.5555555555,13.3333333333,65.0,-31.3888888889,11.9444444444,-20.5555555556,9.44444444443,-75.5555555557,-9.16666666667,17.2222222222,48.3333333334
218.21,-1.6907777778,23.6715555556,32.6086666667,66.4253333334,-9.17888888887,32.3672222222,8.9372222221,17.3913333333,-51.2076666667,12.802,41.7874444444,61.8358888889
218.59,-22.5588888889,21.5488888889,22.5587777778,55.8923333334,-26.2628888889,43.0976666668,-2.0201111112,11.4477777778,-82.8283333332,-10.7744444444,42.7608888889,78.1144444442
218.97,-7.12255555557,22.5071111111,15.3845555555,48.1480000001,-10.2564444445,51.9942777779,7.69222222223,30.7694444444,-60.399,-1.13966666667,36.4672222222,76.3533333333
219.34,-9.25922222223,34.6561111111,30.4232222222,65.6085555555,-0.528888888877,53.8360555554,28.5714444444,38.0950000001,-52.91,9.52388888887,50.000111111,78.5714444446
219.72,-10.0,20.6666666667,20.6666666667,46.8888888889,-15.5555555555,31.0,16.6666666667,24.8888888889,-56.4444444444,-5.33333333333,17.7777777778,48.0
220.10,28.5087777778,44.4445555556,45.9063333333,67.5438888889,24.4152222222,58.3333888889,53.2164444444,49.4154444444,-3.65500000003,33.3332222222,36.6958888889,59.7952222222
220.47,45.9827777778,58.8034444446,53.6753333334,76.4105555556,29.9145555555,78.3761666668,70.5982222222,69.2307777777,4.61533333336,46.4958888889,52.9914444445,78.1195555555
220.85,34.7667777778,52.3297777778,44.2652222222,67.9212222222,8.96066666666,68.7275555554,63.0825555556,65.7706666667,-9.67755555553,39.6057777778,49.2833333333,74.3727777778
221.23,20.6627777778,42.8851111111,33.3334444444,62.573,3.70366666666,64.7174999999,53.801,62.5731111112,-25.1461111111,31.384,42.3003333333,73.8791111111
221.61,-3.7036666667,30.0653333333,18.3006666667,43.7908888889,-14.1612222222,48.5840000001,38.7797777778,47.9301111111,-53.5948888889,18.5186666667,13.0718888889,54.2484444445
221.98,-2.36847578587e-15,34.5912222222,22.2222222222,48.4277777778,-10.2726666667,47.2745555556,45.7022222222,49.0566666667,-43.8155555555,26.415,23.4802222222,62.2642222222
222.36,-12.8018888888,21.2561111111,9.1788888889,52.174,-19.0822222222,37.6808888889,39.372,50.7246666667,-71.2562222223,24.1546666667,12.0774444444,48.0675555555
222.74,21.2122222222,29.0908888889,32.9293333333,73.9393333333,10.7071111111,56.5656111111,56.9696666667,65.8586666666,-33.5353333333,50.3031111111,34.5454444444,60.2021111111
223.11,24.2424444444,25.2525555556,37.8787777778,83.8383333333,1.26266666667,66.5405555557,69.9494444445,76.0101111111,-46.212,58.3333333333,46.2122222223,74.7475555557
223.49,36.7284444445,32.7160000001,40.7406666667,77.7778888889,-3.08655555553,80.8642777778,79.6294444446,76.8517777779,-63.2716666667,55.247,49.3826666667,87.9627777779
223.87,50.0001111109,32.5926666667,57.4072222222,77.0371111111,2.9631111111,114.999944444,88.8890000001,84.4444444445,-61.1111111111,75.926,71.851888889,114.444333333
224.24,64.1025555557,7.69222222223,37.6068888888,84.6153333336,-56.4101111111,187.606833333,107.692333333,123.931666667,-180.341888889,101.709444444,106.837666667,209.401666667
224.62,52.4692222223,35.1851111111,48.7653333333,72.5308888889,24.3826666667,85.0309444446,53.395,60.1853333333,-38.8888888889,53.7037777777,63.2716666667,113.271555556
225.00,65.6565555555,37.0371111111,57.2391111112,77.1043333333,36.3636666666,94.4443888888,44.4444444445,56.5655555556,-30.9764444444,60.2693333332,70.3705555557,108.754222222
225.38,53.283,25.5051111111,48.4847777778,52.5252222222,21.2122222222,75.6312222223,51.5151111111,41.4142222222,-18.6868888889,57.5756666666,58.3333333332,74.7474444443
225.75,71.7458888888,40.6348888889,52.0635555556,61.2698888889,24.1268888889,83.4918888888,59.9998888889,48.2538888889,-16.508,80.634888889,78.73,71.4285555557
226.13,126.315888889,111.111111111,105.847888889,119.883333333,66.6667777777,168.713333333,122.222111111,99.9999999999,-19.883,174.853666667,154.970666666,158.479555556
226.51,128.655,87.7193333332,89.4737777777,80.701777778,46.1987777778,176.608166667,112.280777778,91.2279999999,-5.26333333331,154.386,129.824444444,164.912444445
226.88,-70.370333333,-70.3704444443,-92.5925555553,-216.666444444,-288.888777778,83.3332777777,-55.5553333333,-127.777666667,-461.111111111,46.2963333333,20.3704444444,155.555555556
227.26,139.682666667,115.873,193.650777778,280.952555555,341.269777778,73.015777778,111.111111111,161.904777778,500.000111111,9.52377777789,66.6666666667,-1.58744444433
227.64,77.7777777778,84.7222222222,115.277777778,125.0,188.888888889,70.8333333334,97.2222222222,63.1944444444,232.638888889,18.75,43.0555555554,19.4444444443
228.01,68.9816666667,70.8334444443,94.4444444446,99.0738888889,131.018555556,69.2131111111,82.8704444443,52.3148888889,176.851777778,38.8887777777,27.7776666667,20.8334444444
228.39,52.3147777778,45.3704444444,71.2964444445,79.6297777778,112.963111111,78.4723888889,95.3703333334,35.648,181.018555556,39.8147777778,9.72233333333,-2.31455555557
228.76,32.275,31.2168888889,51.851888889,52.9102222222,75.9258888889,56.2167222222,67.1956666667,29.6297777778,107.936444444,26.7195555556,7.40744444443,5.29111111113
229.14,14.1666666667,-3.05555555553,26.3888888889,26.6666666667,56.3888888889,31.3888888889,36.9444444445,0.277777777767,93.3333333335,-1.66666666668,-17.2222222222,-28.0555555556
229.52,20.1644444444,-0.411666666677,30.8642222222,20.9878888889,44.4445555556,26.0288333333,38.8888888889,0.823000000023,83.9505555556,2.0576666667,-13.1687777778,-21.8106666667
229.89,12.7371111111,0.542111111133,28.4552222222,20.8672222222,43.3605555556,21.6803888889,35.7723333333,-8.67222222223,102.710111111,0.813,-24.1192222222,-64.4986666667
230.27,44.4443333334,38.8888888889,71.0145555557,42.7536666667,83.0921111111,53.5022777778,68.8406666666,26.8115555555,129.468444444,36.7151111111,15.2172222222,-15.4586666667
230.65,40.4214444445,45.7853333333,69.3486666666,41.1877777778,76.2452222221,58.9078888889,72.4138888889,32.1838888889,112.835111111,43.2951111111,20.8813333334,-0.191555555533
231.02,18.2222222222,30.0,57.7777777779,6.88888888889,64.6666666668,38.2222222222,55.1111111111,10.6666666667,102.444444444,22.2222222222,-3.55555555555,-11.1111111111
231.40,20.7974444444,24.7864444445,58.6895555557,-11.3961111111,55.5554444443,24.2163333333,70.3703333333,8.2621111111,118.518333333,16.2393333333,-12.2507777778,-31.3391111111
231.78,40.8984444444,34.0425555556,58.8655555556,5.20122222223,54.8463333333,24.8228888889,68.7944444445,25.532,115.602777778,28.8415555555,6.38322222223,-12.5293333333
232.15,28.7582222222,10.1306666667,46.4053333333,-34.9673333333,34.3137777778,-6.37244444443,50.9804444444,-5.2287777778,128.431333333,0.326777777777,-18.3006666667,-31.0458888889
232.53,54.023,39.4635555556,71.2644444443,-28.3524444445,50.5746666666,-1.14927777777,67.816111111,12.6435555556,162.069,14.1762222222,-8.046,-17.2414444444
232.90,74.1830000001,59.804,90.1962222223,13.0718888889,60.7843333334,21.0783888889,68.6275555556,32.353,166.993555555,31.0458888889,29.085,24.8365555556
233.28,84.9673333333,106.862888889,114.052333333,25.1635555556,93.7907777778,51.1440555556,90.1962222222,66.6666666667,172.548888889,55.5555555556,60.7843333333,50.3267777778
233.66,90.643111111,118.421111111,117.543888889,41.8125555556,103.508777778,69.2982777779,111.695777778,85.6725555555,159.356666667,73.9767777778,77.7778888889,68.1287777778
234.03,81.1964444443,84.8288888889,83.1195555555,28.419,81.6238888889,61.2177777779,88.4616666667,67.9487777778,115.811888889,57.2647777778,61.9657777778,58.7606666667
234.41,69.9998888889,79.4443333333,64.074,35.5557777778,59.0741111111,58.5184444445,77.2221111111,58.3333333333,98.5185555557,53.8888888889,50.7406666667,52.7777777778
234.78,65.4146666667,67.1362222222,58.9983333333,36.1502222222,51.1738888889,49.6869444444,63.0671111111,55.399,89.3584444444,47.7307777778,45.6964444444,46.1657777778
235.16,66.6665555556,66.6667777778,64.591,56.7765555556,54.7008888889,54.0903888889,66.6665555556,60.4394444445,88.5226666668,51.5263333333,54.4566666667,48.4736666667
235.54,62.1993333333,63.5738888889,60.9391111111,54.8684444444,56.5866666667,51.2027222222,63.9176666666,58.3046666667,85.4525555556,46.5062222222,50.2861111111,42.0388888889
235.91,56.0606666667,62.7524444444,61.7424444444,51.5152222222,50.2524444444,48.2955,64.6464444444,51.3887777778,84.4696666667,33.4594444444,42.9293333334,35.8585555555
236.29,50.2266666667,62.0181111111,60.6577777778,47.6188888889,50.4534444444,48.1293333333,63.9454444444,51.2471111111,77.4374444445,30.6122222222,41.3832222222,30.8391111111
236.66,40.1777777778,51.9111111111,51.5555555556,42.9333333333,45.2444444444,40.2666666667,51.3777777778,43.4666666667,62.5777777778,25.1555555556,33.7777777778,31.2888888889
237.04,41.6022222222,54.8663333333,55.3832222222,42.8942222222,50.2151111111,40.2671111111,55.6415555555,45.1334444444,66.0638888889,26.012,37.4675555556,32.2996666667
237.41,44.7531111111,54.4754444444,58.8734444444,47.3765555555,51.929,43.017,59.028,43.0557777778,69.213,29.244,38.5802222222,37.0368888889
