wavelength,Back_CyaNitf,Belly_CyaNitf,Breast_CyaNitf,Crissum_CyaNitf,Crown_CyaNitf,DorTail_CyaNitf,Patch10_CyaNitf,Rump_CyaNitf,Throat_CyaNitf,WingTip_CyaNitf
539.00,26.1855555556,60.1423333333,34.0756666667,50.2942222222,20.8152222222,14.1553333333,22.6943333333,32.4636666667,34.4954444445,8.74155555557
539.34,26.221,60.161,34.0372222222,50.3082222222,20.823,14.1298888889,22.6595555556,32.4843333333,34.5036666667,8.73955555555
539.69,26.2491111111,60.2043333333,34.042,50.3744444444,20.8666666667,14.1311111111,22.6232222222,32.5468888889,34.5875555556,8.73766666667
540.03,26.2967777778,60.2024444444,34.0335555556,50.363,20.9162777778,14.1684444444,22.6,32.576,34.6428888889,8.75466666667
540.37,26.325,60.1946666667,34.0111111111,50.3576666667,20.9301666667,14.1597777778,22.5596666667,32.5876666667,34.6524444444,8.74100000001
540.72,26.3558888889,60.1981111111,33.9893333333,50.3574444445,20.9412222222,14.1342222222,22.5412222222,32.6063333333,34.633,8.70044444443
541.06,26.3858888889,60.2067777778,33.9828888889,50.3806666667,20.9868333333,14.1768888889,22.5565555556,32.65,34.6792222222,8.72366666666
541.40,26.3988888889,60.1817777778,33.9578888889,50.3627777778,20.9976666667,14.1854444445,22.5474444444,32.66,34.6946666667,8.723
541.75,26.4276666667,60.1586666667,33.9614444444,50.4036666667,21.0112777778,14.1883333334,22.5462222222,32.6932222222,34.7156666667,8.71277777779
542.09,26.4197777778,60.122,33.9188888889,50.3983333333,21.0204444444,14.1738888889,22.5314444445,32.6742222222,34.7135555556,8.68344444446
542.43,26.4585555556,60.1606666667,33.9094444445,50.4643333333,21.0536111111,14.1977777778,22.5613333333,32.7171111111,34.7852222222,8.70911111111
542.78,26.4762222222,60.1328888889,33.8725555555,50.4747777778,21.066,14.2021111111,22.5613333333,32.7272222222,34.8065555556,8.68233333333
543.12,26.4893333333,60.097,33.8375555556,50.495,21.1071111111,14.2141111111,22.5698888889,32.7227777778,34.8322222222,8.67211111111
543.46,26.5585555556,60.0827777778,33.8355555556,50.5151111111,21.1435,14.2522222222,22.5767777778,32.7591111111,34.8567777778,8.69233333332
543.81,26.5996666666,60.0673333333,33.8148888889,50.5562222222,21.1877777778,14.2776666666,22.6143333333,32.7912222222,34.8834444444,8.69300000001
544.15,26.6283333333,60.0994444444,33.7762222222,50.6245555556,21.2325,14.2987777778,22.6255555556,32.8217777778,34.9224444444,8.6838888889
544.49,26.688,60.1342222222,33.7518888889,50.7094444445,21.3056111111,14.3467777778,22.6484444444,32.8647777778,35.028,8.727
544.84,26.7083333333,60.1315555555,33.7292222222,50.7354444444,21.3173333333,14.3334444445,22.6393333333,32.8687777778,35.0464444445,8.71377777778
545.18,26.7743333333,60.1844444444,33.7366666667,50.8083333334,21.3753888889,14.3855555555,22.6431111111,32.9096666667,35.1088888889,8.75333333333
545.52,26.8274444444,60.1815555556,33.6787777778,50.8194444444,21.4172777778,14.4061111111,22.6266666667,32.9154444444,35.1127777778,8.77877777777
545.87,26.9041111111,60.2507777778,33.6968888889,50.8971111111,21.4607777778,14.446,22.6414444444,32.9748888889,35.1573333333,8.797
546.21,26.9378888889,60.2352222222,33.7073333333,50.912,21.4972222222,14.4601111111,22.6185555556,32.981,35.1722222222,8.78400000001
546.55,26.9983333333,60.2446666667,33.699,50.9566666667,21.5477222222,14.5075555556,22.6101111111,32.9974444445,35.221,8.82577777779
546.90,27.1073333334,60.404,33.7411111111,51.0654444444,21.6071666667,14.5518888889,22.6204444445,33.088,35.3325555556,8.8561111111
547.24,27.1123333333,60.3822222222,33.6605555555,51.0683333333,21.6096111111,14.5431111111,22.5908888889,33.0965555555,35.3508888889,8.84555555557
547.58,27.1526666667,60.3648888889,33.6621111111,51.1034444444,21.6061666667,14.5272222222,22.5611111111,33.1154444444,35.4031111111,8.85933333335
547.92,27.2198888889,60.3874444444,33.6765555556,51.1312222222,21.6527222222,14.6027777778,22.611,33.1483333333,35.4827777778,8.93055555557
548.27,27.2031111111,60.3456666667,33.6725555556,51.1323333333,21.6556666667,14.5997777778,22.603,33.1515555556,35.5065555556,8.91866666668
548.61,27.2632222222,60.3585555556,33.6781111111,51.1832222222,21.7172777778,14.6404444444,22.6317777778,33.2024444444,35.5871111111,8.95933333332
548.95,27.3366666667,60.3945555556,33.6833333333,51.2896666667,21.7783888889,14.6654444444,22.6515555555,33.2642222222,35.6376666667,8.9808888889
549.29,27.4178888889,60.4587777778,33.7407777778,51.3696666667,21.8349444445,14.7567777778,22.7161111111,33.3488888889,35.7828888889,9.03433333332
549.64,27.4664444445,60.5326666667,33.7514444444,51.4397777778,21.9226666666,14.8041111111,22.7186666667,33.376,35.8715555555,9.07544444443
549.98,27.5025555556,60.4954444444,33.6855555556,51.4833333334,21.9545555555,14.8041111111,22.6912222222,33.3814444444,35.915,9.09077777779
550.32,27.55,60.6098888889,33.6783333333,51.5503333333,21.9675,14.8163333334,22.7107777778,33.4391111111,35.9814444445,9.07588888888
550.66,27.5783333333,60.5961111111,33.67,51.6096666667,22.0227222222,14.8643333333,22.6977777778,33.441,36.0425555556,9.09366666667
551.01,27.6141111111,60.5752222222,33.6865555556,51.594,22.0891111111,14.9108888889,22.7058888889,33.417,36.0684444444,9.15777777777
551.35,27.6327777778,60.6918888889,33.6748888889,51.6758888889,22.1177222222,14.9446666667,22.6876666666,33.4562222222,36.1413333333,9.18144444444
551.69,27.6565555555,60.6943333333,33.6392222222,51.7204444444,22.1196666667,14.9285555556,22.6021111111,33.4706666667,36.1876666667,9.16200000001
552.03,27.6796666667,60.6291111111,33.5534444445,51.6914444444,22.0907222222,14.9352222222,22.5316666667,33.4333333333,36.146,9.17877777779
552.38,27.689,60.5761111111,33.5003333333,51.6718888889,22.071,14.9514444444,22.4865555555,33.3995555556,36.142,9.16555555556
552.72,27.6755555556,60.6117777778,33.4775555556,51.6371111111,22.045,14.9445555556,22.4567777778,33.3751111111,36.1933333333,9.14733333334
553.06,27.6791111111,60.6041111111,33.4345555555,51.635,22.0532777778,14.909,22.4133333333,33.3474444444,36.1772222222,9.12122222222
553.40,27.6834444444,60.5357777778,33.3842222222,51.6386666667,22.0394444444,14.9074444444,22.3887777778,33.3001111111,36.1902222222,9.11722222222
553.74,27.7191111111,60.5677777778,33.376,51.695,22.0900555555,14.9497777778,22.3963333333,33.3444444444,36.2401111111,9.14088888889
554.09,27.7393333333,60.56,33.3846666667,51.7541111111,22.1185,14.9865555556,22.3733333334,33.3954444444,36.3025555556,9.18955555555
554.43,27.715,60.5051111111,33.34,51.7376666667,22.1128333334,14.9812222222,22.3713333333,33.3745555556,36.2997777778,9.19077777779
554.77,27.7041111111,60.5236666667,33.2936666667,51.7627777778,22.1207777778,14.9837777778,22.3388888889,33.361,36.319,9.17366666666
555.11,27.716,60.4505555556,33.221,51.7491111111,22.1356111111,14.9912222222,22.3137777778,33.3226666667,36.3124444444,9.16566666668
555.45,27.7611111111,60.4838888889,33.2203333333,51.7665555556,22.1837777778,15.0257777778,22.3561111111,33.3294444445,36.348,9.19766666666
555.80,27.7881111111,60.5397777778,33.2212222222,51.8531111111,22.2393888889,15.0936666667,22.3857777778,33.3797777778,36.4447777778,9.21977777777
556.14,27.8056666666,60.5374444445,33.1992222222,51.8995555556,22.2505555555,15.0951111111,22.3824444444,33.3698888889,36.4583333333,9.24811111112
556.48,27.8406666667,60.4363333333,33.1502222222,51.9076666667,22.3197777778,15.1441111111,22.3898888889,33.3714444444,36.4946666667,9.31811111112
556.82,27.7982222222,60.3412222222,33.0754444444,51.9127777778,22.3269444444,15.139,22.3594444444,33.3138888889,36.4918888889,9.32055555554
557.16,27.879,60.5022222222,33.0995555556,52.036,22.4022777778,15.1587777778,22.3897777778,33.4024444444,36.6034444444,9.349
557.50,27.8876666667,60.5405555555,33.1015555555,52.0528888889,22.3915,15.1924444445,22.3997777778,33.3971111111,36.6478888889,9.34888888889
557.85,27.8991111111,60.5155555556,33.0577777778,52.1016666667,22.4458333333,15.2173333334,22.3818888889,33.3891111111,36.6911111111,9.34922222223
558.19,27.8857777778,60.4936666667,33.0185555556,52.1264444445,22.3979444444,15.2111111111,22.3371111111,33.3674444445,36.7435555556,9.33644444444
558.53,27.9333333334,60.5641111111,33.0162222222,52.2486666667,22.3892222222,15.2305555555,22.3517777778,33.4267777778,36.8074444444,9.36111111111
558.87,27.9346666667,60.5457777778,32.9698888889,52.2565555555,22.3776111111,15.2316666667,22.317,33.3676666667,36.8454444444,9.34422222221
559.21,27.8104444444,60.4606666667,32.8481111111,52.2245555556,22.2863333333,15.1691111111,22.2175555555,33.2753333333,36.8426666667,9.26155555556
559.55,27.832,60.5095555556,32.8244444444,52.2684444445,22.3037222222,15.1724444444,22.2027777778,33.2461111111,36.8774444444,9.26966666668
559.89,27.7844444445,60.5256666667,32.7496666667,52.2288888889,22.3285,15.1944444445,22.1564444445,33.2235555556,36.9333333333,9.27733333333
560.23,27.7616666667,60.4681111111,32.6723333333,52.1997777778,22.3130555556,15.1987777778,22.1148888889,33.1562222222,36.9208888889,9.283
560.58,27.8037777778,60.5317777778,32.6661111111,52.219,22.3404444445,15.2486666667,22.132,33.1965555556,36.9973333333,9.34222222221
560.92,27.7228888889,60.3665555556,32.5624444444,52.123,22.2875555556,15.3043333333,22.0793333333,33.1403333333,36.9525555556,9.38677777779
561.26,27.6541111111,60.2495555555,32.4461111111,52.0505555556,22.2398888889,15.2462222222,21.99,33.0535555555,36.9393333333,9.38355555557
561.60,27.6264444444,60.1721111111,32.389,51.9843333333,22.196,15.2411111111,21.9595555555,32.9475555556,36.8814444445,9.41722222222
561.94,27.6235555555,60.1093333333,32.31,51.9473333334,22.1972222222,15.272,21.9518888889,32.925,36.8612222222,9.44977777777
562.28,27.6026666667,59.9731111111,32.2066666667,51.8472222222,22.1845,15.271,21.8801111111,32.8065555555,36.7986666667,9.44966666665
562.62,27.6178888889,60.0335555555,32.1562222222,51.904,22.2148333333,15.2973333333,21.8797777778,32.8563333333,36.8355555555,9.50733333332
562.96,27.6834444445,60.0787777778,32.1753333333,51.9765555555,22.2889444445,15.3458888889,21.8982222222,32.8708888889,36.8983333334,9.56200000001
563.30,27.6874444444,60.0511111111,32.1136666667,52.0196666667,22.2851111111,15.3562222222,21.8938888889,32.8714444444,36.9398888889,9.60455555557
563.64,27.7585555555,60.063,32.0835555556,52.0607777778,22.3252777778,15.4043333333,21.9185555556,32.8671111111,36.9805555555,9.61255555556
563.99,27.697,60.1273333333,32.0318888889,52.0957777778,22.2781666667,15.348,21.894,32.8121111111,37.0,9.58122222222
564.33,27.5997777778,60.0745555556,31.9291111111,52.0765555556,22.2211111111,15.303,21.801,32.702,36.9647777778,9.53066666667
564.67,27.5447777778,60.0435555555,31.8245555555,52.0991111111,22.1718333333,15.2296666667,21.7003333333,32.6555555555,36.9934444445,9.45333333334
565.01,27.5281111111,60.0132222222,31.7964444444,52.0954444444,22.1702777778,15.2713333333,21.6674444444,32.636,36.9747777778,9.47822222223
565.35,27.4895555556,59.9718888889,31.6824444444,52.0634444444,22.1282222222,15.2303333333,21.5986666667,32.5818888889,36.9967777778,9.45711111111
565.69,27.4676666667,59.9494444445,31.6573333333,52.0486666667,22.1187222222,15.1932222222,21.5702222222,32.5496666667,37.0398888889,9.45244444443
566.03,27.4642222222,59.997,31.6474444444,52.1114444444,22.1536111111,15.2077777778,21.5931111111,32.5615555556,37.1354444444,9.47377777778
566.37,27.4346666667,59.9633333333,31.6444444444,52.1462222222,22.1649444444,15.2205555556,21.5996666666,32.5041111111,37.1733333333,9.49866666666
566.71,27.3753333334,59.8612222222,31.5474444445,52.0911111111,22.1262222222,15.1913333333,21.5767777778,32.4254444445,37.1334444444,9.51233333334
567.05,27.327,59.8286666667,31.5082222222,52.0504444444,22.1194444444,15.1705555555,21.5291111111,32.3642222222,37.1127777778,9.48022222223
567.39,27.1561111111,59.694,31.3701111111,51.9943333333,21.9929444444,15.0646666667,21.4008888889,32.2486666667,37.0278888889,9.44066666666
567.73,27.1882222222,59.6242222222,31.3575555556,51.9961111111,22.0113888889,15.104,21.3861111111,32.2678888889,37.0511111111,9.48477777777
568.07,27.2072222222,59.688,31.35,52.0805555555,22.0343888889,15.1316666667,21.4062222222,32.2961111111,37.1542222222,9.53177777779
568.41,27.1751111111,59.653,31.3331111111,52.0693333333,22.0468333333,15.1457777778,21.4238888889,32.2344444444,37.1393333334,9.56233333332
568.75,27.1,59.6403333333,31.2347777778,52.0715555556,21.9947222222,15.0892222222,21.3743333333,32.1176666667,37.1314444444,9.49899999999
569.09,26.995,59.5412222222,31.1673333333,52.0077777778,21.9241111111,15.0437777778,21.3488888889,32.013,37.0996666667,9.45755555554
569.43,26.8992222222,59.4637777778,31.0426666667,51.9905555555,21.8612222222,15.0143333333,21.3094444444,31.9035555556,37.0744444444,9.42111111112
569.77,26.8462222222,59.4886666667,30.99,52.012,21.8219444444,14.9726666667,21.2673333333,31.8451111111,37.1095555556,9.38722222223
570.11,26.7582222222,59.4098888889,30.8656666667,51.9657777778,21.7358888889,14.9191111111,21.2237777778,31.7393333333,37.0717777778,9.34233333335
570.45,26.7496666667,59.4448888889,30.8518888889,52.0026666667,21.7448333333,14.9345555556,21.198,31.7045555555,37.1005555556,9.36100000001
570.79,26.7006666667,59.422,30.7653333333,52.003,21.6662222222,14.9033333333,21.1508888889,31.6101111111,37.0865555556,9.34188888888
571.13,26.6725555556,59.3627777778,30.7352222222,52.0047777778,21.6757222222,14.9306666667,21.1465555556,31.5682222222,37.0865555555,9.35888888889
571.47,26.6163333333,59.3516666667,30.6463333333,51.9982222222,21.6635,14.9114444445,21.1134444444,31.5033333333,37.0947777778,9.33966666668
571.81,26.5601111111,59.2374444444,30.5612222222,51.9524444445,21.5879444444,14.8845555555,21.0544444445,31.3924444444,37.0287777778,9.31333333334
572.15,26.5375555555,59.2123333333,30.4786666667,51.9365555555,21.5385,14.8723333333,21.0258888889,31.3222222222,37.0272222222,9.29622222223
572.49,26.5526666667,59.3011111111,30.4797777778,51.9834444445,21.5668333333,14.8976666667,21.0527777778,31.3512222222,37.1073333333,9.34944444446
572.83,26.5564444445,59.3621111111,30.4394444444,52.0596666666,21.6163888889,14.9443333333,21.0391111111,31.3415555556,37.1637777778,9.3858888889
573.17,26.6308888889,59.549,30.5237777778,52.216,21.6759444445,15.0347777778,21.1063333333,31.3741111111,37.323,9.48477777777
573.51,26.551,59.3913333333,30.4024444444,52.0881111111,21.6215,15.0668888889,21.0851111111,31.2557777778,37.2377777778,9.53655555554
573.85,26.5837777778,59.4664444445,30.4293333334,52.1425555556,21.6739444444,15.1031111111,21.0862222222,31.2761111111,37.3333333333,9.58455555557
574.19,26.4931111111,59.4234444445,30.3261111111,52.1121111111,21.6173888889,15.1026666666,21.0715555556,31.1975555556,37.3515555556,9.57877777778
574.53,26.4706666667,59.4046666666,30.3096666667,52.1122222222,21.6412777778,15.1198888889,21.0784444444,31.1418888889,37.4204444445,9.63733333333
574.87,26.4843333333,59.4607777778,30.267,52.1275555555,21.6321666667,15.1017777778,21.0574444445,31.0737777778,37.518,9.65622222222
575.21,26.3536666667,59.4703333333,30.178,52.1117777778,21.5165555556,15.0288888889,20.9818888889,30.9573333333,37.5304444444,9.59388888888
575.55,26.3212222222,59.529,30.1398888889,52.1526666666,21.5242777778,14.9971111111,20.9666666667,30.9207777778,37.6236666666,9.58166666668
575.89,26.2523333333,59.5474444445,30.0988888889,52.1736666667,21.5236111111,14.9805555556,20.9846666666,30.8736666667,37.7104444444,9.60055555556
576.22,26.1555555556,59.391,30.0111111111,52.1295555555,21.4744444445,14.9821111111,20.9771111111,30.7517777778,37.7238888889,9.62200000001
576.56,26.1044444445,59.3485555555,29.9716666667,52.1222222222,21.4274444444,14.9641111111,21.0027777778,30.6694444444,37.725,9.63499999999
576.90,25.9685555556,59.232,29.8288888889,52.024,21.3652222222,14.877,20.9344444445,30.537,37.6238888889,9.59755555556
577.24,25.9024444445,59.2341111111,29.7847777778,52.0514444445,21.3638333334,14.8168888889,20.8945555556,30.466,37.6936666667,9.56077777779
577.58,25.7721111111,59.1374444444,29.6382222222,51.9578888889,21.2631666667,14.7795555556,20.8438888889,30.3144444445,37.6332222222,9.52944444443
577.92,25.7805555556,59.1414444444,29.6357777778,51.9471111111,21.2867777778,14.7998888889,20.8547777778,30.2913333333,37.6831111111,9.56899999999
578.26,25.7056666667,59.0246666667,29.53,51.8966666667,21.2482777778,14.8134444445,20.8831111111,30.211,37.6462222222,9.5828888889
578.60,25.6848888889,59.1137777778,29.5588888889,52.0133333333,21.2805,14.8752222222,20.9931111111,30.2475555556,37.7704444445,9.63044444445
578.94,25.6474444444,58.9894444444,29.5132222222,51.9855555556,21.2827222222,14.925,21.0676666667,30.1621111111,37.7733333333,9.67666666667
579.28,25.4602222222,58.7877777778,29.3357777778,51.8247777778,21.1322222222,14.8394444444,20.9883333333,29.9636666667,37.6574444445,9.60188888889
579.61,25.3597777778,58.6851111111,29.2407777778,51.7266666666,21.0361666667,14.7908888889,20.9214444444,29.8363333333,37.5997777778,9.62088888889
579.95,25.2958888889,58.6837777778,29.1538888889,51.738,20.9882222222,14.7003333333,20.8574444444,29.7143333333,37.5612222222,9.57588888889
580.29,25.1851111111,58.7185555555,29.1043333333,51.7346666667,20.9342777778,14.6652222222,20.8477777778,29.6477777778,37.6047777778,9.55700000001
580.63,25.1316666667,58.623,29.0398888889,51.679,20.9090555556,14.687,20.8443333333,29.5872222222,37.6008888889,9.54166666667
580.97,25.026,58.5863333333,28.9541111111,51.6951111111,20.8142222222,14.6407777778,20.8122222222,29.4858888889,37.6008888889,9.53233333332
581.31,24.9764444444,58.5177777778,28.8878888889,51.6833333333,20.764,14.6138888889,20.7863333333,29.3893333334,37.5966666667,9.50833333334
581.65,24.8228888889,58.4435555555,28.7936666667,51.6494444444,20.6694444444,14.4865555556,20.7237777778,29.2581111111,37.5794444445,9.46588888888
581.98,24.7236666667,58.5176666667,28.7407777778,51.7098888889,20.5798333333,14.4087777778,20.6871111111,29.1401111111,37.5981111111,9.39122222222
582.32,24.4966666666,58.2465555556,28.4728888889,51.512,20.3592777778,14.2417777778,20.4757777778,28.8925555555,37.3641111111,9.2688888889
582.66,24.4211111111,58.2802222222,28.4066666667,51.5685555555,20.3106111111,14.1848888889,20.4214444444,28.8265555556,37.3823333333,9.23377777779
583.00,24.42,58.2723333333,28.4048888889,51.6381111111,20.338,14.2383333333,20.5064444444,28.8195555556,37.4137777778,9.33522222221
583.34,24.3534444444,58.2771111111,28.3746666667,51.7014444444,20.2793333333,14.2154444444,20.4963333333,28.7457777778,37.4105555556,9.29622222221
583.68,24.2288888889,58.1986666667,28.2911111111,51.6586666667,20.1793333333,14.1935555556,20.4706666667,28.6234444444,37.4163333333,9.30899999999
584.01,24.1197777778,58.0427777778,28.1337777778,51.5992222222,20.0154444444,14.097,20.3357777778,28.4476666667,37.3672222222,9.26155555554
584.35,23.9857777778,58.0057777778,28.0061111111,51.5976666666,19.9668333334,14.0194444444,20.2952222222,28.3206666667,37.3482222222,9.21455555555
584.69,23.8868888889,58.0162222222,27.9395555556,51.6014444445,19.8737222222,13.9476666667,20.2541111111,28.1914444444,37.3673333333,9.15344444444
585.03,23.7952222222,58.0471111111,27.8992222222,51.6618888889,19.8336111111,13.9105555555,20.2708888889,28.1536666667,37.4446666667,9.17166666667
585.37,23.7332222222,57.9593333333,27.7736666667,51.6776666667,19.7996111111,13.968,20.2647777778,28.0717777778,37.4965555555,9.21999999999
585.70,23.651,57.8752222222,27.6827777778,51.6146666667,19.7672777778,13.9616666667,20.243,27.9677777778,37.5524444444,9.23944444444
586.04,23.5987777778,57.8376666667,27.69,51.6348888889,19.7635,13.9824444444,20.2993333334,27.8617777778,37.6075555556,9.256
586.38,23.4307777778,57.7067777778,27.5647777778,51.5554444444,19.6718888889,13.8642222222,20.2165555555,27.6572222222,37.5475555556,9.21199999999
586.72,23.362,57.6337777778,27.4861111111,51.4561111111,19.6325555555,13.8571111111,20.1852222222,27.5512222222,37.5375555556,9.18877777779
587.06,23.1851111111,57.5868888889,27.361,51.4478888889,19.5311666667,13.7595555555,20.0604444444,27.3631111111,37.5726666667,9.11644444446
587.39,23.0913333333,57.5081111111,27.2188888889,51.3975555556,19.4746111111,13.6907777778,19.9956666667,27.2813333333,37.5671111111,9.05411111112
587.73,23.0181111111,57.4962222222,27.1778888889,51.4083333333,19.5179444444,13.7012222222,20.0374444445,27.1687777778,37.6274444444,9.03177777778
588.07,22.9403333333,57.4644444444,27.0898888889,51.4115555556,19.4136111111,13.6447777778,19.9657777778,27.0455555556,37.7187777778,9.01433333333
588.41,22.8801111111,57.4007777778,27.0084444444,51.3668888889,19.3363888889,13.6645555555,19.9284444444,26.9606666667,37.6778888889,9.03833333332
588.74,22.7316666667,57.2401111111,26.8667777778,51.2422222222,19.2117222222,13.606,19.8087777778,26.7668888889,37.6053333333,8.97733333333
589.08,22.6517777778,57.2547777778,26.8244444445,51.2157777778,19.1251111111,13.5266666667,19.7667777778,26.6741111111,37.5871111111,8.94344444444
589.42,22.6054444444,57.2508888889,26.7868888889,51.2538888889,19.0871111111,13.4962222222,19.7308888889,26.5924444444,37.5798888889,8.93566666667
589.76,22.5686666667,57.3154444444,26.7397777778,51.2932222222,19.0502777778,13.4834444444,19.7262222222,26.5293333333,37.6007777778,8.93633333334
590.09,22.6121111111,57.3912222222,26.7654444445,51.3503333333,19.0856666667,13.6098888889,19.8097777778,26.5823333333,37.6842222222,9.04977777777
590.43,22.4637777778,57.3888888889,26.6344444445,51.3288888889,18.9310555556,13.5215555556,19.6905555555,26.4124444445,37.683,8.98244444446
590.77,22.4991111111,57.3594444444,26.5602222222,51.2955555556,18.9273888889,13.5497777778,19.7501111111,26.3602222222,37.6567777778,8.99311111112
591.11,22.4998888889,57.4295555555,26.5925555556,51.3376666667,18.9465,13.6574444445,19.8276666667,26.3467777778,37.7316666667,9.09177777779
591.44,22.4172222222,57.4684444445,26.5201111111,51.3611111111,18.8694444445,13.6421111111,19.7908888889,26.2971111111,37.7552222222,9.12366666667
591.78,22.3473333333,57.4486666667,26.4497777778,51.368,18.8265,13.653,19.7516666666,26.2104444444,37.6846666667,9.1468888889
592.12,22.2832222222,57.4575555555,26.3964444444,51.3842222222,18.8333333333,13.6411111111,19.7732222222,26.1392222222,37.7157777778,9.17266666666
592.46,22.2611111111,57.5557777778,26.3651111111,51.4925555555,18.8567777778,13.6406666667,19.8121111111,26.1206666667,37.7832222222,9.21077777777
592.79,22.1493333333,57.4765555555,26.2675555556,51.4998888889,18.7992777778,13.6052222222,19.7316666667,26.0004444445,37.771,9.16966666668
593.13,22.0824444445,57.6031111111,26.2063333334,51.5884444444,18.7791111111,13.619,19.7076666667,26.0195555556,37.8758888889,9.18566666666
593.47,22.02,57.7117777778,26.1613333333,51.7223333333,18.7232222222,13.5943333333,19.6925555555,25.956,37.9607777778,9.17255555557
593.80,21.8625555555,57.605,25.9782222222,51.6338888889,18.5390555556,13.51,19.5741111111,25.7561111111,37.9322222222,9.088
594.14,21.8592222222,57.71,26.0452222222,51.7584444444,18.5843333334,13.5716666667,19.6216666667,25.7181111111,38.0132222222,9.13622222222
594.48,21.7776666667,57.6711111111,26.0218888889,51.7487777778,18.5618333333,13.598,19.579,25.6228888889,38.0144444444,9.20166666668
594.81,21.677,57.655,25.9218888889,51.8001111111,18.5072222222,13.5004444445,19.5184444444,25.4947777778,37.9741111111,9.16611111111
595.15,21.598,57.5977777778,25.8723333333,51.7776666667,18.4525555556,13.5018888889,19.5013333334,25.3951111111,37.9522222222,9.12877777779
595.49,21.5291111111,57.6568888889,25.8622222222,51.8121111111,18.3975555556,13.461,19.483,25.3271111111,37.9835555556,9.13155555557
595.82,21.4324444445,57.6296666667,25.8017777778,51.8131111111,18.3156666667,13.4187777778,19.4196666667,25.2202222222,37.9968888889,9.12477777778
596.16,21.3433333333,57.5556666667,25.7233333334,51.7924444445,18.2695,13.4196666667,19.4017777778,25.1483333333,37.9343333333,9.12955555554
596.50,21.2766666667,57.597,25.6868888889,51.7927777778,18.2343333333,13.4227777778,19.4213333333,25.0541111111,37.9617777778,9.14866666667
596.83,21.1687777778,57.438,25.5981111111,51.7162222222,18.1211111111,13.3526666667,19.348,24.8745555556,37.8424444444,9.13333333334
597.17,21.1075555555,57.3117777778,25.5111111111,51.5972222222,18.0802777778,13.3427777778,19.3375555556,24.7926666667,37.8558888889,9.15844444443
597.51,21.056,57.3026666666,25.4843333333,51.6391111111,18.0910555556,13.3431111111,19.3002222222,24.7478888889,37.8521111111,9.22066666665
597.84,20.8981111111,57.0946666667,25.3273333333,51.5304444445,17.9884444444,13.2363333334,19.2075555556,24.5684444444,37.7715555555,9.18866666665
598.18,20.8135555555,57.2198888889,25.3103333333,51.6225555556,17.9558888889,13.1907777778,19.2181111111,24.5602222222,37.8488888889,9.16144444443
598.52,20.7236666666,57.1617777778,25.267,51.5604444444,17.8901666667,13.1783333333,19.1868888889,24.4181111111,37.8448888889,9.11322222221
598.85,20.6683333333,57.1704444445,25.2034444445,51.6152222222,17.8411666667,13.152,19.1967777778,24.3972222222,37.8831111111,9.18244444443
599.19,20.612,57.0867777778,25.1268888889,51.5496666667,17.7895555556,13.1473333333,19.1993333333,24.2905555556,37.8788888889,9.19700000001
599.53,20.4782222222,56.9835555556,24.9976666667,51.4606666667,17.6489444444,13.0837777778,19.1602222222,24.1728888889,37.7866666667,9.1428888889
599.86,20.4533333333,57.0158888889,24.9857777778,51.4378888889,17.6356666667,13.1066666667,19.1916666667,24.0822222222,37.8618888889,9.21211111111
600.20,20.4988888889,57.054,24.9981111111,51.5797777778,17.6722222222,13.1502222222,19.3065555555,24.1072222222,37.9561111111,9.28388888888
600.53,20.4197777778,56.9874444444,24.9576666667,51.5596666667,17.6513333333,13.1484444444,19.3097777778,24.0482222222,38.0223333333,9.29933333332
600.87,20.3212222222,56.946,24.8665555556,51.5656666667,17.5498888889,13.0791111111,19.2311111111,23.893,37.9433333333,9.28111111111
601.21,20.2761111111,56.9122222222,24.8303333333,51.565,17.5396111111,13.0633333333,19.2732222222,23.7655555555,37.9594444445,9.27533333334
601.54,20.295,57.0092222222,24.8165555555,51.6404444444,17.5270555555,13.1146666667,19.3236666667,23.7901111111,38.027,9.356
601.88,20.3213333333,56.9832222222,24.7913333333,51.6354444445,17.5173888889,13.2017777778,19.3553333333,23.7293333333,38.0777777778,9.45166666668
602.21,20.3081111111,57.0083333333,24.7178888889,51.7158888889,17.4979444444,13.2302222222,19.4368888889,23.7603333333,38.148,9.52166666666
602.55,20.268,56.9538888889,24.6671111111,51.6887777778,17.4936111111,13.2261111111,19.4284444444,23.6552222222,38.1064444444,9.5601111111
602.88,20.2174444444,57.0324444444,24.6181111111,51.7545555556,17.4558888889,13.2041111111,19.4004444444,23.5988888889,38.133,9.54811111112
603.22,20.2151111111,57.0977777778,24.5947777778,51.877,17.4806666667,13.2383333333,19.4231111111,23.5524444444,38.2308888889,9.58977777779
603.56,20.1527777778,57.0745555556,24.5014444444,51.9308888889,17.3952777778,13.1835555555,19.3446666667,23.4444444445,38.2327777778,9.55099999999
603.89,20.0985555556,57.0638888889,24.4484444444,51.923,17.339,13.1912222222,19.3091111111,23.3677777778,38.1953333333,9.5851111111
604.23,20.0618888889,57.0262222222,24.4176666667,51.8717777778,17.3099444445,13.2006666667,19.3393333333,23.298,38.155,9.63933333333
604.56,19.988,56.999,24.3641111111,51.858,17.2682777778,13.2241111111,19.366,23.2635555556,38.1572222222,9.68088888889
604.90,19.8996666666,57.0023333333,24.2758888889,51.8327777778,17.16,13.1652222222,19.3412222222,23.1833333333,38.134,9.64899999999
