wavelength,Back_RamCarf,Belly_RamCarf,Breast_RamCarf,Crissum_RamCarf,Crown_RamCarf,DorTail_RamCarf,Rump_RamCarf,Throat_RamCarf,WingTip_RamCarf
184.49,2811.111,2822.2222,2913.33333333,2888.88886667,2539.99986667,2631.11106667,3468.88893333,2895.55553333,2468.8888
184.87,2646.66666667,2684.44446666,2857.77773333,2784.4444,2428.88893333,2548.8888,3342.2222,2777.77786667,2282.22223333
185.25,270.4762,286.857133333,296.952333333,293.142866667,271.047666667,269.523866667,327.047533333,282.0952,229.047633333
185.63,185.3594,200.915133333,205.359466667,200.261533333,188.888933333,185.620933333,229.542466667,189.934666667,156.209133333
186.01,166.9048,178.571466667,183.9284,179.762,167.261866667,162.619066667,203.809466667,166.904733333,141.8452
186.39,153.446333333,165.4238,171.4124,162.146733333,159.321933333,154.011333333,190.7344,152.203333333,130.339033333
186.77,125.410533333,135.2656,139.999933333,128.3092,125.4106,126.183533333,158.550733333,124.2512,100.966133333
187.15,133.333333333,140.090066667,145.946,131.441466667,124.954866667,132.7028,162.522533333,129.5496,108.648566667
187.53,144.7888,152.676,158.028133333,139.248866667,131.831,140.187866667,172.863866667,134.741733333,120.0939
187.91,128.185666667,134.4304,134.9366,121.9408,114.6836,121.772266667,153.7554,118.227733333,103.966233333
188.29,106.881733333,110.5376,113.261666667,98.9245999999,94.4085333333,100.5734,128.315466667,95.5555999999,80.8958999999
188.67,101.294466667,108.6084,111.1326,93.9805333334,91.9093333333,99.0937999999,121.488666667,92.6213333333,78.8348333333
189.05,100.370466667,106.358,108.703733333,88.7653333333,91.6666666667,95.7408666666,118.642,87.7779333333,78.1172
189.43,106.516933333,111.9102,120.674066667,90.1871333334,94.1573333333,102.172266667,133.408133333,91.7602000001,83.7453333333
189.81,114.6502,118.930066667,132.592533333,93.9094666666,100.082333333,109.547266667,141.316866667,96.7077333333,84.4444666667
190.19,121.434866667,126.835466667,138.396733333,97.5528,104.557066667,116.539933333,147.5106,103.037933333,86.2024666667
190.57,105.8426,110.7866,121.722933333,83.5955333334,90.4869333333,97.3033333333,127.640466667,84.7940666667,69.2508666667
190.95,108.9746,117.179466667,128.376066667,88.2052666668,98.2906666668,100.2564,135.641,86.3247333333,71.2820333333
191.33,88.8608666667,104.388133333,114.092866667,72.5738,87.7637333332,85.2320000001,119.324866667,71.3080666667,58.2279
191.71,86.8398666667,100.086666667,113.766133333,69.6104,86.2337333334,85.0215333335,116.709866667,66.6668,55.2382333333
192.09,98.7065999999,109.253666667,132.338133333,71.0447333334,95.8209333331,88.6568666667,122.487733333,69.4527333334,54.0797
192.47,98.6022000001,108.709733333,133.440866667,67.3118666667,90.0000000001,86.8817333333,116.344066667,67.5269333334,51.6129666667
192.85,82.7272666667,87.7777333332,117.676866667,53.1313333333,72.1212,70.6060666667,96.5657333333,54.2423333333,34.1919
193.23,80.4901999999,85.0000000001,122.058866667,57.7450666667,71.7646666667,73.3333333333,96.6666666667,55.2940666666,38.9214666667
193.61,90.3196666666,93.7899333334,124.474866667,71.5068000001,83.1049333334,83.9270000001,102.0092,62.5570000001,46.1186666667
193.99,87.2973333335,92.7026666666,119.549466667,72.3424,81.3513333334,85.045,97.9279333333,56.8467333334,45.991
194.37,75.5556666667,81.2445333333,110.9334,69.3332666667,74.3110666667,75.8220000001,88.1776666667,46.4889333334,40.7556
194.75,80.9949333333,86.9651999999,119.900333333,75.5224666666,77.6119333332,84.4777333335,92.8359333333,47.3632666667,44.3283333333
195.13,61.9913333333,71.8613999999,103.117,61.7316666667,63.5497999999,68.4847999999,77.3161333333,31.1687333333,31.2987
195.51,51.8420666667,58.7718666666,91.7543999999,51.7544666667,50.3508666667,56.2282,65.7894,15.7017333333,20.0001
195.89,40.1754666667,45.7895333333,76.6666666665,41.228,41.8422,41.0526,51.842,1.31586666667,5.74566666668
196.27,28.889,41.4816,67.9629999999,34.9074,32.037,35.6481333333,45.1851333333,-9.72219999999,-1.62036666668
196.65,27.3092666667,43.0522,62.0081333333,34.8593333333,35.9036,36.7068666667,49.6384,-5.54219999999,-2.00806666666
197.03,22.0253333333,40.5063333333,63.5442666667,33.0801333333,31.2236666667,34.0928,51.0548666667,-13.4178,-7.17313333333
197.40,16.54,36.2868666667,55.1053333333,21.6878,21.0971333333,25.4008666667,42.2784666667,-18.3966666667,-16.6245
197.78,1.51099999998,26.0442666667,46.1333333333,7.91106666665,7.111,10.9334,30.8444,-32.0,-29.6889666667
198.16,0.772999999994,22.1255333333,42.1256666667,5.02406666667,2.22213333332,7.5364,31.4975333333,-37.198,-35.3624
198.54,-18.7879333333,11.8788666666,36.606,-20.4848,-18.6666,-15.9999333334,26.4241333333,-65.0909333333,-67.3333666667
198.92,-49.9999333334,-9.68246666667,20.7936666667,-59.2064666666,-50.3175999999,-53.9682000001,19.0475333333,-109.841266667,-114.762
199.30,-38.5365999999,2.11386666666,30.0812666666,-54.4715333334,-42.1137999999,-40.4878666667,26.6666,-93.6586000001,-95.4472000001
199.68,-16.7376666666,22.8368666666,41.1347333333,-35.3191333333,-22.6950666666,-21.9859999999,37.5887999999,-61.1347333333,-69.4326333333
200.06,-68.2826666665,5.2524666666,38.1818666666,-73.5352666666,-72.3231999999,-59.1917999999,26.2626000001,-112.525333333,-123.6365
200.44,-84.2424666665,-15.3536000001,29.8988666667,-78.5857333334,-83.4341333332,-63.4343333334,17.3738,-123.8384,-133.8385
200.82,-105.777666667,-36.2221333334,21.7777999999,-96.2221333333,-107.333333333,-84.8890000001,-4.00000000007,-147.111133333,-145.3333
201.19,-124.000066667,-52.0000000001,-5.77773333334,-115.111066667,-118.888933333,-102.888866667,-27.1110666667,-169.1112,-154.444433333
201.57,-168.888866667,-76.9444666667,-34.7221333332,-152.222266667,-159.166666667,-151.111133333,-49.4445333332,-233.055533333,-203.194466667
201.95,-159.080466667,-93.3333999999,-59.5402000001,-151.264333333,-156.091933333,-148.275866667,-68.0460666667,-223.678266667,-181.4943
202.33,-124.736933333,-68.7717999999,-39.4738,-115.0878,-115.438666667,-117.894866667,-52.9824666666,-163.6844,-132.456133333
202.71,-110.7016,-60.8773333334,-41.5789333333,-104.736866667,-106.140266667,-100.5264,-52.1053333333,-149.4738,-115.7895
203.09,-112.0,-52.3333333334,-47.4999999999,-99.6666666665,-109.666666667,-100.666666667,-67.3333333333,-140.0,-110.75
203.47,-150.090133333,-91.3514,-93.5134666666,-138.018066667,-147.387333333,-145.5856,-99.0990666667,-187.3874,-159.639733333
203.85,-348.5714,-257.460333333,-236.8254,-313.016,-327.619,-325.079333333,-261.587333333,-408.888933333,-367.142866667
204.22,-258.2716,-190.8642,-183.950733333,-237.7778,-246.172733334,-237.530866666,-204.691333333,-304.9384,-279.0122
204.60,-161.142933333,-112.952333333,-112.190533333,-147.809466667,-160.1906,-151.238,-126.4762,-198.857133333,-182.857233333
204.98,-189.333266667,-126.888933333,-123.3332,-162.222066667,-182.2222,-168.888866667,-150.222133333,-225.5556,-209.777733333
205.36,-146.060666666,-96.9697333332,-91.3131333333,-119.595933333,-149.696933333,-132.727266667,-118.787866667,-181.01,-169.393933333
205.74,-167.291666667,-115.833333333,-95.4166666665,-125.0,-163.125,-140.208333333,-125.625,-195.0,-179.6875
206.12,-185.0,-123.095133333,-103.3334,-128.0952,-187.380866667,-156.6666,-141.1904,-219.5238,-198.5714
206.50,-132.190333333,-82.4761333334,-65.1427999999,-84.3809999999,-132.571466667,-107.047666667,-93.3334666667,-157.9048,-135.047666667
206.87,-109.365133333,-61.9049333334,-44.2857333333,-60.1588000001,-109.2064,-86.1904666667,-67.4603333333,-129.365133333,-101.8254
207.25,-63.2748000001,-33.0994,-7.60233333334,-21.8713333333,-54.6198666665,-41.1696666666,-25.9648,-75.4385999999,-50.5262333334
207.63,-73.6969333333,-38.6666,-9.21206666666,-28.3635333333,-65.6969999999,-42.0606,-37.5757333333,-82.3030666667,-52.4848666667
208.01,-51.5846000001,-16.7213333333,1.74853333332,-11.9126000001,-49.0710666667,-23.0602,-16.0656,-61.6394,-27.5410333333
208.39,-49.1803333333,-14.2076666667,-0.109333333326,-13.2240666667,-46.4482000001,-22.8416,-11.9124666667,-64.5902,-28.9071333333
208.77,-79.7434666667,-33.3335333334,-17.9488,-36.7948666667,-72.3076666667,-42.8206666667,-34.6154,-97.0512666667,-56.2179666667
209.14,-102.449066667,-55.7823333333,-39.5919333333,-59.5918666666,-91.9727999999,-65.8502666667,-54.5578666667,-127.483,-79.2517333333
209.52,-194.9496,-122.828266667,-105.050666667,-133.535333333,-176.363466667,-141.4142,-123.0304,-228.8888,-161.717166667
209.90,-216.666666667,-140.0,-140.416666667,-160.625,-198.75,-163.958333333,-145.625,-260.833333333,-190.625
210.28,-206.095333333,-143.0478,-139.428533333,-164.952266667,-188.5714,-160.9524,-144.380866666,-245.904666667,-187.8094
210.66,-5113.33333333,-3913.33333333,-3840.0,-4166.66666667,-4566.66666667,-4193.33333333,-4023.33333333,-5746.66666667,-4718.33333334
211.03,961.111133334,773.888866667,773.888866666,804.444399999,863.889000001,793.8888,784.4444,1073.33313333,938.611199999
211.41,735.833333333,600.0,630.0,650.416666667,691.666666667,627.083333333,623.75,852.916666667,738.541666667
211.79,492.7536,411.014533333,429.565333333,438.5508,460.579666667,434.4928,419.130333333,582.318866667,510.2899
212.17,426.1904,368.0952,379.523733334,385.0,398.095266666,390.7142,374.999933333,493.8096,440.357066667
212.55,408.8172,368.817133333,363.4408,358.2796,384.516,377.849533333,370.107533333,463.870933333,417.4193
212.92,840.000066667,772.888933333,749.333266667,724.888999999,777.333400001,798.222266667,771.999933333,947.555666667,838.888900001
213.30,1580.0,1440.0,1442.5,1348.33333333,1434.16666667,1494.16666667,1432.5,1695.0,1544.58333333
213.68,2429.33333333,2204.0,2274.66666667,2089.33333333,2153.33333333,2260.0,2160.0,2508.0,2338.66666667
214.06,575.454533333,528.787866667,538.787866667,499.697,513.6364,539.393866667,527.575733333,577.575733333,556.060666667
214.44,350.090133333,323.2432,332.792733333,304.684666667,315.675733333,329.909866667,328.108,343.4234,342.612633333
214.81,672.548933333,618.8236,648.235333333,580.000133333,608.235333334,648.235266667,634.117666667,651.764666667,674.313666667
215.19,10273.3333333,9506.66666667,9813.33333333,8626.66666668,9160.00000001,10280.0,9873.33333333,9746.66666666,10483.3333333
215.57,6.36730515498e+15,5.81714951869e+15,6.15833130864e+15,5.11346207691e+15,5.43332000499e+15,6.264950618e+15,6.06877108878e+15,5.78729611207e+15,6.56135229802e+15
215.95,-2313.33333334,-1988.33333333,-2133.33333333,-1701.66666667,-1883.33333333,-2266.66666666,-2191.66666667,-1980.0,-2324.16666667
216.32,-1345.55546667,-1145.55553333,-1264.4444,-931.111133333,-1111.11113333,-1313.3332,-1330.0,-1146.66673333,-1406.66666667
216.70,-331.666666667,-254.666666667,-301.333333333,-209.666666667,-251.0,-313.0,-315.666666667,-264.666666667,-336.666666667
217.08,-659.333333333,-515.333333333,-634.0,-424.666666666,-564.666666667,-666.666666667,-626.0,-564.666666666,-678.0
217.46,-566.666666666,-476.3636,-548.484933333,-368.4848,-543.030333333,-606.060666667,-554.5454,-520.606066667,-587.575733333
217.83,-242.539666667,-215.238133333,-233.650866667,-146.349266667,-263.492,-304.127066667,-265.7142,-239.682533333,-261.745966667
218.21,-67.1112666667,-55.8518,-60.2963333333,-23.8519333333,-77.4815333334,-103.2594,-87.5556,-66.0740666667,-78.7406666667
218.59,-45.0847333334,-34.2373333333,-38.531,-13.3333333333,-46.2146666666,-69.3786,-56.7230666667,-43.6158,-52.2598666667
218.97,-41.6666000001,-32.7777333334,-37.3333333333,-17.0000666667,-44.8889333333,-60.4444,-51.2220666667,-47.0,-47.8888333333
219.34,-52.7160666667,-33.5802666667,-45.8026666667,-26.0495333333,-57.2840666667,-71.7282666667,-58.3952,-59.3826666667,-56.4196333333
219.72,-77.9710000001,-58.9853999999,-67.3913333333,-45.9420666667,-90.4348666667,-107.681133333,-86.0868,-90.2898666667,-79.4928666666
220.10,-81.7949333334,-67.0512666667,-75.5127999999,-63.8462666666,-99.3589999999,-106.5384,-87.8203999999,-97.9487333332,-83.8460333333
220.47,-80.3510000001,-64.7953333334,-70.9941333333,-65.7308666667,-95.7895333333,-102.807,-79.5322666666,-94.9707333333,-75.4386999999
220.85,-135.7896,-121.228133333,-124.210466667,-126.842133333,-169.298333333,-182.9824,-137.368466667,-163.333333333,-131.754366667
221.23,-280.333333333,-266.333333333,-275.666666667,-292.0,-343.666666667,-365.666666667,-307.0,-328.0,-289.333333333
221.61,-218.787933333,-190.606,-205.151533333,-231.818133333,-272.727266667,-276.0606,-250.0,-256.666733333,-241.060666667
221.98,-337.254933333,-280.000133333,-308.235266667,-336.078333333,-380.0,-376.470666667,-354.117733333,-391.7648,-361.960766667
222.36,-3576.66666667,-3133.33333333,-3523.33333333,-3523.33333334,-3910.0,-3803.33333333,-3553.33333333,-4086.66666666,-3820.0
222.74,479.607733333,408.235266667,482.745,461.176466667,516.078333333,509.4118,468.2354,538.823533333,496.078466667
223.11,282.365466667,230.3226,278.064533333,263.8708,290.752733333,293.548333333,270.107533333,306.4516,288.602066667
223.49,329.1358,267.9014,325.679066667,309.629666667,323.456733333,329.135933334,318.271666667,349.382666667,330.617266667
223.87,286.444466667,225.777866667,276.888866666,266.666666667,268.222266667,269.111133333,277.111133333,286.4442,282.333266667
224.24,243.2432,198.018066667,232.4324,220.360333333,222.7028,221.8018,234.4144,238.198266667,231.982
224.62,297.2414,231.7242,271.494266667,258.390733333,257.011533333,259.540333333,271.2644,276.5516,274.367866667
225.00,571.999933333,451.111133333,552.000133333,505.333266667,487.5556,494.222133333,537.777866667,532.4444,549.7778
225.38,-1580.0,-1204.0,-1404.0,-1305.33333333,-1260.0,-1330.66666667,-1373.33333333,-1413.33333333,-1452.0
225.75,915.555533333,733.333266666,848.889,791.851733333,756.2962,809.6296,815.555533333,859.259333333,838.1481
226.13,-841.666666667,-651.666666667,-758.333333333,-710.833333333,-695.0,-735.833333333,-760.0,-791.666666667,-735.0
226.51,-124.761933333,-84.4445333332,-97.6190666668,-95.8730666667,-96.3491333335,-101.9048,-107.7778,-114.761866667,-96.1903666667
226.88,-46.9136666667,-25.9258666667,-27.1605333333,-30.3704,-31.6872,-32.5925333333,-39.2594,-39.9998666667,-29.5062
227.26,-18.0361333333,-5.32299999999,-5.01299999998,-8.78546666666,-10.3358666667,-10.8008666667,-14.1602,-12.1963333333,-7.64863333335
227.64,-10.3268666667,-1.21993333335,0.04366666666,-2.17866666667,-7.9738,-4.96726666666,-6.7538,-6.75373333333,-0.9149
228.01,-5.7868,1.31973333333,1.48900000001,1.11680000001,-5.51606666666,-1.25206666667,-1.48899999999,-5.4484,0.72756666666
228.39,2.67200000001,8.15106666667,7.12546666667,7.09853333333,1.99726666666,5.50613333334,6.12693333333,2.05126666666,7.70596666665
228.76,3.26046666667,7.63986666667,6.13133333334,6.52079999999,1.33806666667,5.2798,4.9392,1.75186666667,6.1313
229.14,5.85473333333,10.3846666667,9.57273333333,9.74366666668,3.24780000001,9.16666666668,7.86326666666,4.97853333333,9.47663333332
229.52,6.782,12.3534666667,11.3928666667,11.2777333333,4.53406666667,11.3352666667,8.97213333334,6.43620000001,10.9893666667
229.89,7.3884,12.5945333333,12.1306,11.9758666667,6.25433333333,11.9072666667,10.5842666667,7.52586666667,11.4775666667
230.27,5.14846666667,10.6270666667,9.83499999999,9.10893333333,4.98346666666,9.901,8.66333333334,5.26406666667,8.16833333334
230.65,5.11326666667,9.93520000001,8.91579999999,7.73466666667,4.51453333333,9.67633333334,8.31713333333,5.33986666667,7.19246666667
231.02,4.78466666667,8.85166666668,7.863,6.55506666666,3.55679999999,8.48486666667,7.28873333333,4.4338,6.02069999999
231.40,2.33913333333,5.44686666666,4.04333333333,3.92646666667,0.0836,5.24633333333,4.07673333333,0.551266666665,3.23303333333
231.78,1.16006666667,4.03473333333,2.82253333333,3.53240000001,0.190466666667,4.3462,2.07793333333,-0.6062,2.64086666667
232.15,-1.11426666666,1.9684,1.00286666667,1.54133333333,-1.26293333333,2.11686666667,-0.687200000001,-2.35846666667,1.34646666667
232.53,-4.73893333334,-1.0842,-1.70686666667,-1.48593333333,-4.47786666668,-1.00413333333,-4.27700000001,-5.3816,-2.62053333333
232.90,-8.62973333334,-4.53993333333,-4.68293333333,-5.13273333333,-7.75046666667,-3.76273333333,-7.79120000001,-8.91613333333,-5.58266666667
233.28,-12.2649333333,-7.8206,-7.69233333334,-9.0598,-9.31640000001,-6.73079999999,-11.4529333333,-12.2221333333,-9.17739999999
233.66,-13.6590666667,-10.1412,-9.66340000001,-11.6178666667,-10.0108666667,-7.36153333333,-12.6386666667,-13.2898666667,-10.1412333333
234.03,-14.1123333333,-11.6018666667,-11.039,-12.2727333333,-10.671,-8.65813333334,-13.8312,-13.9178,-11.0607
234.41,-13.2475333333,-11.7041333333,-10.1822666667,-10.7824,-9.79640000001,-7.45966666666,-13.0547333333,-12.5617333333,-9.67840000001
234.78,-12.2967333333,-10.3252,-9.18693333333,-8.94306666667,-8.47553333335,-6.4838,-11.5244666667,-11.6869333333,-7.7134
235.16,-10.6980666667,-9.47893333332,-8.12193333333,-6.8238,-7.68920000001,-5.13273333334,-9.99013333333,-10.5998,-6.7159
235.54,-7.1272,-5.4144,-3.05713333333,-3.536,-3.95946666666,-0.607666666667,-5.85640000001,-6.05913333333,-2.78083333333
235.91,-4.79386666667,-3.02393333333,-0.429533333333,-2.49146666667,-2.90386666666,1.048,-3.4192,-3.96913333333,-1.2284
236.29,-3.08933333333,-1.41473333333,0.634066666668,-1.69106666667,-1.8536,2.84546666667,-1.86993333333,-2.21146666667,-0.390266666666
236.66,-2.98593333334,-1.248,-0.221199999998,-1.327,-2.74873333333,2.70133333333,-2.4962,-2.7804,0.015666666666
237.04,2.163,3.17033333333,4.37033333333,3.3926,2.0296,7.08153333333,2.25186666667,2.13326666666,4.70366666667
237.41,2.992,2.87593333333,4.6042,4.12486666667,2.4256,6.812,2.45473333333,2.716,6.0494
237.79,3.71153333333,3.80946666666,4.25773333333,5.2522,2.91326666667,6.1626,2.40893333333,3.1932,6.4005
238.17,3.9972,4.43526666667,4.54493333333,5.8864,2.9022,7.44693333333,2.36826666667,4.12066666667,6.94056666667
238.54,5.1766,5.25366666667,4.8298,6.91066666667,4.0848,8.56773333334,3.73806666667,5.35626666666,8.35583333333
238.92,4.282,3.93266666667,3.7578,6.04253333333,3.2958,8.23966666667,2.63426666667,4.5944,7.41573333333
239.29,4.96766666667,4.72173333333,4.41706666667,6.3034,4.47586666667,9.3146,3.52666666667,5.49506666667,8.48853333333
239.67,4.20146666667,4.22293333333,3.66553333333,5.78773333333,4.06213333333,8.52086666667,3.0654,4.85526666667,7.79743333333
240.04,3.3676,3.11446666667,2.7834,4.72986666667,3.79573333333,7.51346666667,2.59846666667,4.39893333333,6.8661
240.42,1.5752,1.29673333333,2.01906666667,3.3246,2.35866666666,5.72653333333,0.922466666666,2.78493333333,4.84786666667
240.79,1.86486666666,1.4044,2.78606666667,3.67686666667,3.156,6.06273333334,1.63086666667,3.5788,4.9604
241.17,1.3482,0.761666666666,2.01546666667,2.8784,2.44026666667,5.6016,1.22013333334,2.9322,4.50286666667
241.54,1.82573333333,1.74913333333,2.56193333333,3.2744,2.8268,6.1838,2.06126666667,3.33926666667,4.8764
241.92,1.72446666667,1.54133333333,2.58686666667,3.15286666667,2.67853333333,6.26793333334,2.08573333333,3.14206666667,4.61863333333
242.29,1.67053333334,1.7404,2.58066666667,2.94073333333,2.7806,6.09646666667,2.2756,2.93573333333,4.46863333333
242.67,0.626866666665,0.942799999999,1.9478,1.9574,1.67026666667,5.0634,1.23946666667,1.92866666667,3.453
243.05,0.397000000001,0.900333333333,1.8606,1.8652,1.3806,4.80146666667,1.1912,1.8098,3.3034
243.42,-0.0318666666666,0.854399999999,1.686,1.4768,1.0588,4.42633333333,0.872533333333,1.38146666667,2.81986666667
243.80,-0.197933333334,0.620866666667,1.3584,1.22813333333,0.611599999999,4.1204,0.544199999999,1.0796,2.55733333333
244.17,-0.0927333333336,0.737400000001,1.27153333333,1.2716,0.512133333333,4.15026666667,0.459133333333,0.883066666667,2.5055
244.55,1.01026666667,1.79033333333,2.012,2.2592,1.607,4.9658,1.53873333333,1.83286666667,3.71903333333
244.92,1.74726666667,2.60706666667,2.69973333333,2.78446666667,2.19126666667,5.55693333333,2.11046666667,2.23553333333,4.326
245.30,1.8896,2.96686666667,2.84193333333,2.97046666667,2.27506666667,5.61986666667,2.1506,2.49046666667,4.4144
245.67,2.43713333333,3.2162,3.17486666667,3.2472,2.56806666667,5.90486666667,2.26126666667,2.76126666667,4.60026666667
246.05,2.42693333333,3.1564,3.1408,2.8212,2.4518,5.8556,2.1168,2.574,4.55303333333
246.42,2.30513333333,2.88486666666,3.13633333333,2.65066666667,2.19366666667,5.6784,1.89093333333,2.42793333334,4.54593333333
246.79,2.73286666667,3.32166666667,3.52226666667,3.061,2.6338,6.28893333333,2.3472,2.8162,5.15043333333
247.17,2.99093333333,3.52573333333,3.66366666667,3.11433333333,2.83126666667,6.56253333333,2.56746666667,2.9062,5.45673333333
247.54,3.20666666666,3.6448,3.87493333333,3.31393333333,3.00146666667,6.86953333333,2.82586666667,3.1542,5.80233333333
247.92,3.17053333333,3.6378,3.86586666666,3.31446666667,3.0908,6.93686666667,2.78533333333,3.175,5.79326666667
248.29,3.41166666667,3.82046666667,4.07693333333,3.56166666667,3.26166666667,7.14713333333,2.95053333333,3.405,6.09266666667
248.67,3.15106666667,3.52426666666,3.88006666667,3.29953333333,2.94826666667,6.95686666667,2.73426666667,3.20126666667,5.9378
249.04,3.02986666667,3.33453333333,3.70233333333,3.1202,2.7548,6.90813333333,2.6104,3.16526666667,5.9221
249.42,2.80906666667,2.97033333333,3.49466666667,2.8754,2.5078,6.643,2.37006666667,2.74253333333,5.54813333333
249.79,2.63153333333,2.9066,3.38813333333,2.77926666667,2.37933333333,6.45273333333,2.32326666667,2.59086666667,5.39426666667
250.17,2.73046666667,3.0352,3.53526666667,3.15606666667,2.52713333333,6.63646666667,2.40613333333,2.692,5.56803333333
250.54,2.771,3.01193333333,3.53446666667,3.1382,2.6626,6.61086666667,2.46886666666,2.6068,5.57896666667
250.92,2.95086666667,3.22346666667,3.69706666667,3.12013333334,2.7846,6.5412,2.57453333333,2.71253333333,5.4296
251.29,3.0372,3.1232,3.80826666667,3.229,2.79253333333,6.44826666667,2.42846666667,2.66346666666,5.29356666667
251.66,2.65146666667,2.57886666666,3.442,2.89313333333,2.32686666667,5.86553333333,1.99886666667,2.24766666667,4.7764
252.04,2.99666666667,2.84206666667,3.91566666667,3.2526,2.60353333333,6.08766666667,2.428,2.6492,5.063
252.41,2.60766666667,2.62206666667,3.74273333333,2.8232,2.306,5.78306666667,2.25586666667,2.30953333333,4.58333333333
252.79,3.30946666667,3.35346666667,4.22133333333,3.35373333333,2.75793333333,6.2034,2.79106666666,2.8608,4.88883333333
253.16,3.2402,3.3296,4.17973333333,3.2028,2.65473333333,6.0588,2.63246666667,2.56153333334,4.6327
253.54,3.613,3.74153333333,4.50853333333,3.458,3.16706666667,6.43613333334,2.92133333334,2.91,5.15486666667
253.91,3.56766666667,3.7846,4.61746666666,3.35086666667,3.2848,6.51553333333,2.95946666667,3.00986666667,5.27016666667
254.28,4.03246666667,4.31766666667,5.14566666667,3.5254,3.58886666667,6.948,3.4622,3.62833333333,5.70026666667
254.66,4.19413333333,4.6688,5.13113333333,3.65326666667,3.46733333333,7.2446,3.74406666667,4.128,5.89673333333
255.03,3.7828,4.29086666667,4.734,3.3964,3.1836,6.8752,3.39213333333,3.9566,5.71996666667
255.41,4.03786666667,4.92906666667,5.18566666667,3.77233333333,3.68206666667,7.15726666667,4.03773333333,4.506,6.19176666667
255.78,4.66066666667,5.8076,5.88073333333,4.4368,4.5832,7.8274,4.7018,5.16333333333,6.81976666667
256.15,5.1476,6.30966666667,6.1862,4.873,4.9736,8.34599999999,5.2208,5.56386666667,7.17226666667
256.53,5.4318,6.55106666667,6.3824,5.352,5.3474,8.7186,5.40533333333,5.7606,7.45946666667
256.90,4.9844,6.06286666667,6.067,4.92193333333,4.87613333333,8.4572,4.88866666667,5.21333333333,7.19126666667
257.28,4.95326666667,5.93186666667,5.95473333333,5.03346666667,4.86573333333,8.34193333333,4.94953333333,5.25406666667,7.2569
257.65,4.28526666667,5.24713333334,5.304,4.33206666667,4.22173333333,7.78553333333,4.31533333333,4.74613333333,6.6533
258.02,3.7898,4.6422,4.84393333333,3.87613333333,3.6458,7.424,3.88206666667,4.26493333333,6.16116666667
258.40,3.5188,4.2836,4.4988,3.72933333333,3.42986666667,7.18133333333,3.66246666667,3.93713333333,5.93896666667
258.77,3.77906666666,4.59986666667,4.81466666667,4.1658,3.7706,7.39513333333,3.9188,4.10786666667,6.24336666667
259.15,3.6432,4.37033333333,4.6696,4.0384,3.57786666667,7.29786666667,3.833,3.99053333333,6.0864
259.52,3.57966666667,4.21986666667,4.50666666667,3.95073333333,3.4936,7.23486666667,3.63766666666,3.89266666666,6.01763333333
259.89,3.46233333333,4.11566666667,4.3572,3.88413333333,3.37133333333,7.2308,3.517,3.77173333333,5.94446666667
260.27,3.5222,4.22753333333,4.42746666667,3.91893333333,3.49653333333,7.33686666667,3.54453333333,3.87086666667,6.10053333333
260.64,3.5268,4.2678,4.4402,3.86986666667,3.497,7.34986666667,3.61613333333,3.93893333333,6.17226666667
261.01,3.61726666667,4.369,4.5422,3.91813333333,3.62346666667,7.41386666667,3.728,4.01813333334,6.27726666667
