wavelength,Back_RamCarf,Belly_RamCarf,Breast_RamCarf,Crissum_RamCarf,Crown_RamCarf,DorTail_RamCarf,Rump_RamCarf,Throat_RamCarf,WingTip_RamCarf
542.78,3.42993333333,6.06986666667,5.5092,5.3268,3.67266666667,5.03853333333,3.7658,5.16833333333,4.75046666667
543.12,3.4278,6.07,5.513,5.32766666667,3.6686,5.03413333333,3.7652,5.16186666667,4.75206666667
543.46,3.4268,6.0782,5.52206666667,5.34073333333,3.66233333333,5.03773333333,3.769,5.163,4.76033333333
543.81,3.44386666667,6.11886666667,5.5454,5.3646,3.67846666667,5.06406666667,3.7868,5.1834,4.78876666667
544.15,3.43826666667,6.11946666667,5.54786666667,5.3696,3.67653333333,5.05926666667,3.78513333333,5.17906666667,4.78633333333
544.49,3.45873333333,6.1564,5.57906666667,5.39853333333,3.68933333333,5.07713333333,3.81446666667,5.20846666667,4.80513333333
544.84,3.48126666667,6.1954,5.61753333333,5.44073333334,3.71086666667,5.09953333333,3.84013333333,5.23613333333,4.82386666667
545.18,3.48153333333,6.2166,5.63553333333,5.4556,3.70493333333,5.0966,3.8462,5.2416,4.82123333333
545.52,3.50746666667,6.25873333333,5.674,5.4928,3.73646666667,5.124,3.88033333333,5.2734,4.8469
545.87,3.5344,6.2904,5.69926666667,5.52266666667,3.75833333334,5.1422,3.89906666667,5.30553333333,4.8667
546.21,3.53653333333,6.30313333333,5.707,5.53553333333,3.74706666667,5.1344,3.90633333333,5.31306666667,4.86643333333
546.55,3.54306666667,6.3116,5.72506666667,5.5464,3.7504,5.12306666667,3.9094,5.3148,4.86293333333
546.90,3.575,6.34573333334,5.76133333333,5.58,3.78426666667,5.14766666667,3.93813333333,5.34406666667,4.87826666667
547.24,3.601,6.38106666667,5.79746666667,5.61633333333,3.81273333333,5.166,3.9688,5.37473333333,4.89916666667
547.58,3.5984,6.37293333333,5.80193333333,5.62206666666,3.81313333334,5.14753333333,3.9708,5.38493333333,4.89353333333
547.92,3.58393333333,6.3776,5.7954,5.61653333334,3.7932,5.11886666667,3.95993333333,5.3712,4.87993333333
548.27,3.59406666667,6.39993333333,5.81233333333,5.64206666667,3.8044,5.11966666667,3.9682,5.376,4.88073333333
548.61,3.61046666667,6.4248,5.82853333333,5.66886666667,3.81933333333,5.12846666667,3.98786666667,5.3984,4.88866666666
548.95,3.63753333333,6.4458,5.84706666667,5.70393333333,3.83933333334,5.1382,4.0072,5.431,4.90666666667
549.29,3.62653333333,6.4488,5.84153333333,5.707,3.81053333333,5.1086,3.9956,5.41853333333,4.8898
549.64,3.616,6.4786,5.85633333333,5.72273333333,3.80106666667,5.10873333333,4.00753333333,5.42566666667,4.88103333333
549.98,3.61633333333,6.51226666667,5.86606666667,5.74186666667,3.80273333334,5.09346666667,4.01213333333,5.436,4.8785
550.32,3.63013333333,6.548,5.8856,5.7708,3.81293333333,5.10773333333,4.02626666666,5.4542,4.88616666667
550.66,3.64433333333,6.58806666667,5.90606666667,5.80486666667,3.8156,5.12,4.0304,5.48346666667,4.89413333333
551.01,3.6546,6.61473333333,5.92473333333,5.82673333333,3.82066666667,5.12073333333,4.0348,5.50153333333,4.8968
551.35,3.68066666667,6.66766666667,5.96793333333,5.87266666667,3.837,5.14406666667,4.0598,5.5334,4.9175
551.69,3.73,6.72373333333,6.03373333333,5.93113333333,3.896,5.19026666667,4.1066,5.60293333333,4.9665
552.03,3.75473333334,6.76326666667,6.06366666667,5.97846666667,3.9326,5.22193333333,4.13806666667,5.65653333333,5.0023
552.38,3.74693333333,6.78186666667,6.07733333333,5.99026666667,3.93913333333,5.22673333333,4.1452,5.659,5.01216666667
552.72,3.74,6.787,6.0852,6.00233333333,3.93873333333,5.2308,4.14413333333,5.65826666667,5.0103
553.06,3.7524,6.82566666667,6.10566666667,6.031,3.95533333333,5.25286666667,4.1576,5.69593333333,5.02673333333
553.40,3.75046666667,6.83706666667,6.11706666667,6.05386666667,3.9678,5.256,4.16546666667,5.6946,5.03783333333
553.74,3.7704,6.8758,6.15306666667,6.09586666667,3.98826666667,5.2916,4.1906,5.7156,5.0674
554.09,3.8048,6.9356,6.20453333333,6.14926666667,4.03373333333,5.33726666667,4.2498,5.77793333333,5.11646666667
554.43,3.8222,6.97393333333,6.23366666667,6.1862,4.06073333333,5.34093333334,4.28846666667,5.80246666667,5.1407
554.77,3.82306666667,7.0022,6.237,6.197,4.05793333333,5.34293333333,4.28646666667,5.80213333333,5.13876666667
555.11,3.80573333333,7.00633333333,6.2402,6.21066666667,4.06113333333,5.3254,4.28166666667,5.78666666667,5.13716666667
555.45,3.8174,7.051,6.27333333334,6.26213333334,4.06733333334,5.34746666666,4.30193333333,5.8008,5.1614
555.80,3.83466666667,7.0804,6.3018,6.2772,4.07146666667,5.3622,4.31053333333,5.7908,5.16486666667
556.14,3.8518,7.11746666667,6.33653333333,6.316,4.08793333333,5.3718,4.32973333333,5.809,5.17673333333
556.48,3.8436,7.13433333333,6.33693333333,6.31833333334,4.0728,5.34393333333,4.31793333333,5.79633333333,5.16526666667
556.82,3.87313333333,7.16493333333,6.3604,6.35286666667,4.09873333333,5.36306666667,4.3412,5.81246666667,5.16726666667
557.16,3.8966,7.19686666667,6.39146666667,6.36573333333,4.0964,5.3816,4.35306666667,5.84273333333,5.17463333333
557.50,3.86526666667,7.16173333333,6.37226666667,6.33733333333,4.06153333333,5.33673333333,4.32206666667,5.81153333333,5.12703333334
557.85,3.84133333333,7.16326666667,6.36946666666,6.33406666667,4.03726666667,5.32073333333,4.30433333333,5.7934,5.096
558.19,3.82173333333,7.15713333333,6.36373333333,6.33386666667,4.02273333334,5.3018,4.28666666667,5.7726,5.07356666667
558.53,3.8134,7.1554,6.366,6.33353333333,4.02526666667,5.285,4.28833333333,5.76706666667,5.0712
558.87,3.8384,7.2002,6.38493333333,6.3438,4.02593333333,5.30213333333,4.31293333333,5.80866666667,5.07826666667
559.21,3.87006666667,7.25586666667,6.40673333333,6.38113333334,4.0574,5.3274,4.35133333333,5.84953333333,5.09386666667
559.55,3.86586666667,7.28326666667,6.42253333333,6.39993333333,4.06213333333,5.32166666667,4.3718,5.8766,5.09706666667
559.89,3.87206666667,7.31686666667,6.4388,6.40606666667,4.0788,5.3246,4.37966666667,5.906,5.09906666667
560.23,3.89406666667,7.3702,6.48053333333,6.45266666667,4.10666666667,5.3582,4.41306666667,5.9398,5.1266
560.58,3.88846666667,7.40146666667,6.50813333333,6.4828,4.1134,5.35506666667,4.40806666667,5.94986666666,5.14013333333
560.92,3.90846666667,7.43806666667,6.5448,6.53413333333,4.141,5.3698,4.42473333334,5.97293333333,5.1643
561.26,3.95853333333,7.51613333333,6.60306666667,6.6012,4.18646666667,5.41406666667,4.47306666667,6.03146666667,5.2163
561.60,4.013,7.58326666667,6.64533333334,6.66966666667,4.23193333333,5.4458,4.51186666667,6.08346666667,5.26583333333
561.94,4.04653333333,7.62413333334,6.669,6.7126,4.25373333333,5.48026666667,4.5356,6.11306666667,5.29216666667
562.28,4.03006666667,7.63053333333,6.67386666667,6.7286,4.24533333333,5.4732,4.53053333333,6.12273333333,5.28486666667
562.62,4.00733333333,7.61066666667,6.66526666667,6.73233333333,4.21393333333,5.43913333333,4.50233333333,6.08593333333,5.2661
562.96,3.9978,7.6118,6.67333333333,6.74013333333,4.19173333333,5.42313333333,4.49086666667,6.07246666666,5.25383333333
563.30,3.98206666667,7.61186666667,6.67086666667,6.73973333333,4.174,5.3896,4.45913333333,6.0524,5.22623333333
563.64,3.99253333333,7.64973333333,6.69433333333,6.7874,4.16746666667,5.40773333333,4.46993333333,6.06653333333,5.2482
563.99,4.02206666667,7.68166666667,6.73713333334,6.812,4.19466666667,5.422,4.49326666667,6.09506666667,5.26103333333
564.33,4.03906666667,7.70146666667,6.7666,6.829,4.19146666667,5.4414,4.52526666667,6.097,5.25233333333
564.67,4.02513333333,7.71733333334,6.76646666666,6.82193333333,4.17386666667,5.43053333333,4.52313333333,6.09053333333,5.23296666667
565.01,4.02466666667,7.74886666667,6.78553333333,6.83413333333,4.1746,5.43286666667,4.52613333333,6.1044,5.23693333333
565.35,4.03093333333,7.756,6.81393333333,6.83806666667,4.17113333333,5.43833333333,4.5416,6.1132,5.2384
565.69,4.04886666667,7.81133333334,6.86526666667,6.88686666667,4.192,5.45706666667,4.5764,6.15046666667,5.26853333333
566.03,4.1048,7.88233333333,6.92906666667,6.95946666666,4.2388,5.51326666667,4.63186666667,6.22126666667,5.3156
566.37,4.1514,7.96213333333,6.97493333333,7.01919999999,4.3008,5.5666,4.69193333333,6.2886,5.35276666667
566.71,4.1608,7.99206666667,6.9932,7.02653333333,4.31573333333,5.57726666667,4.70753333333,6.30533333333,5.3586
567.05,4.17893333333,8.02586666667,7.03006666667,7.06053333333,4.3234,5.60426666667,4.75153333333,6.32913333333,5.37446666667
567.39,4.18166666667,8.0372,7.04293333333,7.0698,4.3224,5.59713333333,4.76093333333,6.33073333333,5.36643333333
567.73,4.15993333333,8.04626666667,7.03333333333,7.07586666667,4.2944,5.5724,4.74793333333,6.32253333333,5.34253333333
568.07,4.16133333333,8.07226666667,7.05986666667,7.10039999999,4.2976,5.56333333333,4.74613333333,6.345,5.35946666667
568.41,4.17153333333,8.0996,7.09093333333,7.14139999999,4.30286666666,5.5656,4.75786666667,6.3696,5.366
568.75,4.15373333333,8.0932,7.07926666667,7.13513333333,4.27573333333,5.5414,4.7478,6.34746666667,5.3478
569.09,4.12093333333,8.11146666667,7.06066666667,7.1308,4.251,5.52173333333,4.72486666667,6.32373333333,5.31663333333
569.43,4.09206666667,8.10366666667,7.05373333333,7.11479999999,4.22126666667,5.4934,4.7134,6.3044,5.28476666667
569.77,4.0654,8.10406666667,7.047,7.10260000001,4.18313333333,5.4594,4.6938,6.28373333333,5.2503
570.11,4.0218,8.0734,7.03846666667,7.08506666667,4.14493333333,5.4232,4.64386666666,6.25346666667,5.21556666667
570.45,4.0,8.07566666667,7.03226666667,7.11866666667,4.12866666667,5.39613333333,4.6224,6.24453333333,5.195
570.79,4.00306666667,8.10806666666,7.0418,7.14560000001,4.13033333333,5.40446666667,4.62853333333,6.2532,5.20613333333
571.13,4.0382,8.1482,7.09086666667,7.2068,4.16666666667,5.44413333333,4.6768,6.29753333333,5.23633333333
571.47,4.0496,8.1804,7.11406666667,7.24799999999,4.185,5.47593333333,4.70386666667,6.327,5.2526
571.81,4.05926666667,8.20693333333,7.11826666667,7.28233333334,4.19533333333,5.49753333333,4.72693333333,6.3506,5.269
572.15,4.07713333333,8.25253333333,7.14733333333,7.319,4.21973333333,5.52426666667,4.74833333333,6.38686666667,5.2872
572.49,4.10313333333,8.31193333333,7.1912,7.37286666666,4.25853333333,5.56,4.78873333333,6.44093333333,5.3095
572.83,4.1314,8.33886666667,7.2358,7.41966666667,4.27486666667,5.56686666666,4.8216,6.47673333333,5.33586666667
573.17,4.14506666667,8.38066666667,7.26186666666,7.4548,4.28433333333,5.57186666667,4.83666666667,6.50393333334,5.33996666667
573.51,4.1552,8.4062,7.285,7.48226666667,4.29686666667,5.574,4.85646666667,6.50993333333,5.3503
573.85,4.2064,8.4862,7.34086666667,7.55373333333,4.32826666667,5.61546666667,4.92193333333,6.55839999999,5.3899
574.19,4.21386666666,8.5178,7.379,7.57806666667,4.352,5.63086666667,4.946,6.58319999999,5.40496666667
574.53,4.24113333333,8.56159999999,7.4272,7.61393333333,4.3848,5.65286666667,4.96506666667,6.61813333333,5.42906666667
574.87,4.19753333333,8.56666666667,7.4092,7.59766666667,4.35073333333,5.61353333333,4.91886666667,6.59706666667,5.39816666667
575.21,4.21533333333,8.62613333333,7.46046666667,7.65240000001,4.3652,5.6234,4.9378,6.6274,5.41146666667
575.55,4.2348,8.6804,7.51226666667,7.68893333333,4.3854,5.6254,4.96266666667,6.66133333334,5.42306666667
575.89,4.24706666667,8.71186666666,7.546,7.71573333333,4.39393333333,5.61413333333,4.98133333333,6.6736,5.4342
576.22,4.2274,8.71846666667,7.5588,7.73253333333,4.36753333333,5.59026666667,4.96446666667,6.66006666667,5.40876666667
576.56,4.2242,8.76246666667,7.58533333333,7.76640000001,4.37153333333,5.59813333333,4.9696,6.67386666667,5.41213333333
576.90,4.30806666667,8.85773333334,7.6894,7.86206666667,4.4436,5.6814,5.05073333333,6.76460000001,5.5043
577.24,4.3564,8.92913333333,7.76826666667,7.93573333333,4.49466666667,5.74586666667,5.09686666667,6.82933333334,5.55786666667
577.58,4.357,8.96253333333,7.8192,7.97706666666,4.51826666667,5.7568,5.111,6.85633333334,5.56376666667
577.92,4.417,9.03906666666,7.88073333333,8.03686666667,4.54113333333,5.80393333333,5.1634,6.91266666666,5.6088
578.26,4.4422,9.08486666668,7.92453333334,8.09733333333,4.55106666667,5.81093333333,5.18953333333,6.94879999999,5.6208
578.60,4.50026666667,9.14533333333,7.99693333334,8.15666666666,4.6056,5.85473333333,5.25113333333,6.99466666666,5.6658
578.94,4.5166,9.16213333334,8.0196,8.17573333333,4.62333333333,5.87013333333,5.28486666667,7.01633333334,5.6876
579.28,4.50306666667,9.16553333333,8.03433333333,8.1878,4.61366666667,5.8578,5.27533333333,7.01493333334,5.66676666667
579.61,4.5044,9.19413333334,8.04853333333,8.20793333333,4.6146,5.85646666667,5.29413333333,7.01426666667,5.66756666667
579.95,4.55573333333,9.24246666666,8.11026666667,8.26813333333,4.65346666667,5.87693333333,5.3542,7.06746666667,5.71423333333
580.29,4.5768,9.26566666665,8.1344,8.28126666667,4.66866666667,5.8794,5.37413333333,7.09859999999,5.71856666667
580.63,4.51333333333,9.22800000001,8.07613333333,8.24566666666,4.61526666667,5.80273333333,5.30966666667,7.02666666667,5.64403333334
580.97,4.49966666667,9.26846666667,8.0772,8.26999999999,4.59726666667,5.76713333333,5.30853333333,7.02933333334,5.61843333334
581.31,4.5336,9.34020000001,8.11933333333,8.30366666667,4.60266666667,5.76973333333,5.34546666667,7.07173333333,5.64663333333
581.65,4.49593333333,9.34513333334,8.128,8.31586666667,4.58326666667,5.72433333334,5.32146666667,7.05353333333,5.60723333333
581.98,4.46253333333,9.36146666667,8.12533333333,8.32679999999,4.55446666666,5.7046,5.31326666667,7.04666666667,5.5805
582.32,4.5142,9.45346666667,8.20806666666,8.39873333333,4.5952,5.73346666667,5.36613333334,7.09960000001,5.62226666667
582.66,4.5816,9.5568,8.31193333333,8.49213333334,4.65073333333,5.7856,5.41833333333,7.17526666666,5.6883
583.00,4.6152,9.62900000001,8.3586,8.55299999999,4.68633333333,5.80486666666,5.4582,7.21406666667,5.7362
583.34,4.64033333333,9.69593333333,8.4124,8.61893333334,4.70653333333,5.84653333333,5.48186666667,7.26800000001,5.76263333333
583.68,4.66233333333,9.77306666667,8.46333333333,8.66893333334,4.7504,5.8822,5.51766666667,7.29546666667,5.79746666667
584.01,4.6728,9.83306666668,8.51219999999,8.72506666667,4.76493333333,5.89086666667,5.54266666667,7.31233333333,5.79876666667
584.35,4.71426666667,9.90379999999,8.60693333333,8.80699999999,4.80393333333,5.95546666667,5.61373333334,7.38619999999,5.83516666667
584.69,4.73866666667,9.95440000001,8.64940000001,8.85673333334,4.84126666667,5.964,5.63913333333,7.41306666667,5.85213333333
585.03,4.76486666667,9.99280000002,8.71286666667,8.93346666667,4.88906666667,6.01933333333,5.6644,7.44146666667,5.8812
585.37,4.81986666667,10.0889333333,8.79013333332,9.0112,4.943,6.08926666667,5.73286666667,7.52026666666,5.9412
585.70,4.85193333333,10.1537333333,8.83813333333,9.05373333334,4.97113333333,6.10333333333,5.77153333333,7.56146666666,5.96116666667
586.04,4.81213333333,10.1528,8.83459999999,9.06,4.93553333333,6.07426666667,5.762,7.55580000001,5.92866666667
586.38,4.79133333333,10.1722666667,8.83953333333,9.07259999999,4.93353333333,6.05253333333,5.77773333333,7.5514,5.8971
586.72,4.82833333333,10.2612666667,8.91626666665,9.16920000001,4.9674,6.10266666667,5.8434,7.60153333333,5.92743333333
587.06,4.827,10.2448,8.91586666668,9.15526666667,4.96326666667,6.06933333333,5.84613333333,7.58853333333,5.90603333333
587.39,4.82606666667,10.2566666667,8.95853333332,9.18726666666,4.95033333333,6.07913333333,5.85906666667,7.60433333334,5.90713333333
587.73,4.85866666667,10.2954666667,9.01266666666,9.25260000001,4.98766666667,6.11566666667,5.9032,7.65353333333,5.9524
588.07,4.84033333333,10.3371333333,9.02873333332,9.25073333333,4.98526666667,6.08546666667,5.90346666667,7.65540000001,5.95776666667
588.41,4.84793333333,10.3580666667,9.07866666667,9.29799999999,4.9842,6.09646666667,5.93593333333,7.68566666666,5.9805
588.74,4.8348,10.3676666667,9.08253333333,9.29613333334,4.9634,6.0676,5.94466666667,7.70266666667,5.9661
589.08,4.77686666667,10.3387333333,9.06093333333,9.27086666667,4.91186666667,6.00186666667,5.9128,7.67806666666,5.90496666667
589.42,4.7846,10.3622666667,9.11393333334,9.31666666667,4.9408,6.0118,5.94133333333,7.70066666667,5.93216666667
589.76,4.75726666667,10.388,9.1142,9.33653333333,4.93313333333,5.98853333333,5.93286666667,7.70299999999,5.91443333333
590.09,4.7564,10.4162,9.15093333333,9.37866666667,4.922,5.99393333333,5.92573333333,7.72106666667,5.9338
590.43,4.71606666667,10.3650666667,9.11493333333,9.32833333334,4.875,5.93786666667,5.87133333333,7.69506666666,5.88103333333
590.77,4.72086666667,10.4456666667,9.18113333334,9.40440000001,4.89086666667,5.9712,5.93,7.74940000001,5.90676666667
591.11,4.756,10.5286,9.23253333335,9.48593333334,4.93713333333,5.98486666667,5.9596,7.80853333334,5.9372
591.44,4.7526,10.5917333333,9.25426666667,9.51380000001,4.92726666667,5.9734,5.96173333333,7.82106666667,5.93156666667
591.78,4.7146,10.5820666667,9.24933333332,9.52026666666,4.87433333333,5.9288,5.9124,7.81066666667,5.8892
592.12,4.70393333333,10.6368,9.28120000001,9.55166666666,4.87386666667,5.91606666667,5.91946666667,7.8274,5.8713
592.46,4.70053333333,10.6710666666,9.3168,9.58873333335,4.8904,5.92233333334,5.9252,7.84179999999,5.8617
592.79,4.776,10.7722,9.40133333333,9.70140000001,4.96926666667,5.9902,5.99733333333,7.90593333334,5.94126666667
593.13,4.84346666667,10.8814666667,9.48260000001,9.79773333333,5.00726666667,6.06313333333,6.05646666667,7.99246666668,5.98423333333
593.47,4.9158,10.9654,9.57466666665,9.87446666665,5.06293333333,6.12693333333,6.12513333334,8.06506666667,6.05323333333
593.80,4.91413333334,10.9946666667,9.59099999999,9.89633333332,5.0674,6.12826666667,6.15586666667,8.07373333333,6.05526666667
594.14,4.94786666667,11.0992,9.67453333334,9.9836,5.11113333333,6.172,6.209,8.11559999999,6.10916666667
594.48,4.97513333333,11.1591333333,9.73593333333,10.0373333333,5.14993333333,6.19426666667,6.22473333333,8.14179999999,6.13323333333
594.81,4.9848,11.1938,9.77500000001,10.0589333333,5.1336,6.20633333333,6.24973333333,8.16320000001,6.1318
595.15,4.9924,11.2106,9.82906666669,10.1062,5.1466,6.20193333333,6.2618,8.17186666667,6.1432
595.49,5.02713333333,11.2654,9.88913333332,10.1649333333,5.20053333333,6.23266666667,6.3076,8.18853333332,6.16376666667
595.82,5.0428,11.2842,9.915,10.179,5.195,6.24746666667,6.31886666667,8.19120000001,6.17356666667
596.16,5.04326666666,11.3353333333,9.94033333333,10.2172,5.18626666667,6.24346666667,6.33926666667,8.21633333332,6.17293333333
596.50,5.0464,11.3549333333,9.971,10.2224666667,5.18126666667,6.22833333333,6.35513333333,8.21613333335,6.1661
596.83,5.00226666667,11.3562666667,9.95499999999,10.2102,5.16686666667,6.18753333333,6.33886666667,8.19673333333,6.134
597.17,4.98606666667,11.3597333333,9.95766666668,10.2188666667,5.15866666667,6.16866666667,6.3352,8.18433333332,6.1116
597.51,4.98373333333,11.3689333333,9.98046666666,10.2243333333,5.15013333333,6.1532,6.31786666667,8.18719999999,6.09853333334
597.84,4.96433333333,11.3667333333,9.97093333331,10.2143333333,5.13033333333,6.12613333333,6.316,8.16913333333,6.0589
598.18,4.9318,11.339,9.95173333333,10.2142,5.08953333333,6.0852,6.29166666667,8.14326666667,6.02063333333
598.52,4.95133333333,11.376,9.98106666667,10.2613333333,5.1338,6.10766666667,6.32533333333,8.16293333332,6.03086666667
598.85,4.91633333333,11.3763333333,9.95966666667,10.2347333333,5.1042,6.08393333333,6.3214,8.15466666667,6.00696666667
599.19,4.9638,11.4288666667,10.0252,10.3191333333,5.11666666667,6.11766666667,6.3836,8.23433333333,6.04683333333
599.53,4.97353333333,11.4798666666,10.0822666667,10.3672,5.14206666667,6.12413333333,6.4052,8.25873333335,6.06236666667
599.86,5.02973333333,11.5356666667,10.1476666667,10.4408666667,5.18053333333,6.1616,6.44793333333,8.28999999999,6.1081
600.20,5.00753333334,11.5431333333,10.1561333333,10.4418666667,5.15386666667,6.13106666667,6.42433333333,8.29479999999,6.0825
600.53,5.01206666667,11.5536666667,10.1810666667,10.4654,5.13333333333,6.10126666667,6.4262,8.28533333334,6.0642
600.87,5.03553333333,11.6172,10.2286,10.5097333333,5.13753333333,6.1146,6.44326666667,8.32213333332,6.07016666667
601.21,5.04066666667,11.6597333333,10.2682,10.5436666667,5.15726666667,6.09906666667,6.47586666667,8.35466666667,6.069
601.54,5.04806666667,11.6994,10.3157333333,10.5804666667,5.16233333333,6.08633333333,6.46673333334,8.38086666667,6.07443333333
601.88,5.07933333333,11.7705333333,10.3842666667,10.6235333333,5.17446666667,6.11693333333,6.50053333334,8.43920000001,6.09286666667
602.21,5.05626666667,11.7945333333,10.4014666667,10.6287333333,5.142,6.08973333333,6.479,8.44473333333,6.07476666667
602.55,5.0648,11.855,10.4548,10.6894666667,5.16233333333,6.11513333333,6.51086666667,8.47146666667,6.07393333333
602.88,5.1068,11.9544,10.5169333333,10.7466,5.22293333333,6.16,6.5626,8.5084,6.10643333333
603.22,5.1496,12.0242666667,10.5702666667,10.8255333333,5.26546666667,6.20306666667,6.61393333333,8.57413333334,6.15586666667
603.56,5.123,12.0266,10.5741333333,10.8258,5.25633333333,6.1836,6.6112,8.57653333333,6.161
603.89,5.15706666667,12.0819333333,10.6266,10.8960666667,5.29546666667,6.24053333333,6.66033333333,8.60859999999,6.19883333333
604.23,5.20086666667,12.1232666667,10.6819333334,10.9458666667,5.34553333334,6.29413333334,6.6946,8.65086666667,6.2403
604.56,5.20726666666,12.1468,10.7030666667,10.9636666667,5.34673333333,6.2944,6.70666666667,8.6508,6.24196666667
604.90,5.237,12.2094666667,10.746,11.0157333333,5.35893333333,6.33573333333,6.7364,8.67460000001,6.25396666667
605.23,5.28593333333,12.2584666667,10.7971333333,11.0864,5.411,6.37926666667,6.795,8.7174,6.30713333333
605.57,5.33706666667,12.3323333333,10.8534666667,11.1546,5.47586666667,6.42433333333,6.84673333333,8.76046666666,6.35253333333
605.90,5.3536,12.3712666667,10.8995333333,11.2014,5.51393333333,6.42886666667,6.88693333333,8.78033333332,6.3815
606.24,5.3844,12.4006,10.9422,11.2482,5.53466666667,6.44093333333,6.90733333333,8.79879999999,6.39183333333
606.58,5.36713333333,12.3946,10.9366666667,11.2489333334,5.503,6.4196,6.8936,8.78926666667,6.36906666667
606.91,5.32306666667,12.3771333333,10.9177333333,11.2174666667,5.45446666667,6.3726,6.86233333333,8.74146666666,6.32806666667
607.25,5.33626666666,12.4106666667,10.9370666667,11.2313333333,5.4418,6.36666666667,6.86873333333,8.73153333333,6.29006666667
607.58,5.3556,12.4599333334,10.983,11.271,5.44706666666,6.37966666667,6.895,8.76846666667,6.2976
607.92,5.32973333333,12.4888666667,10.9761333333,11.2814,5.41466666667,6.37053333333,6.90873333333,8.76973333334,6.30396666667
608.25,5.30833333333,12.5061333333,10.9825333333,11.3097333333,5.41353333333,6.3828,6.93013333333,8.79293333335,6.30413333333
608.59,5.32326666667,12.5089333334,11.0157333333,11.3386666667,5.4368,6.39353333333,6.95813333333,8.7994,6.34443333333
608.92,5.31926666667,12.5208666667,11.0415333333,11.3373333333,5.43133333333,6.4244,6.97286666667,8.81153333335,6.35106666667
609.26,5.2764,12.4898666667,11.0264,11.3103333333,5.386,6.4026,6.95066666667,8.78079999999,6.34176666666
609.59,5.249,12.4551333333,10.9837333333,11.2793333333,5.3332,6.40146666667,6.92313333333,8.74719999999,6.32636666667
609.93,5.24133333333,12.4734666667,10.9829333334,11.2874,5.32673333333,6.42106666667,6.92953333333,8.75893333334,6.3544
610.26,5.203,12.4542666667,10.9576,11.2856666667,5.32393333333,6.40106666667,6.90853333333,8.73753333333,6.34846666667
610.60,5.24573333333,12.5044666667,10.9997333334,11.3258,5.375,6.45693333333,6.963,8.78780000001,6.39706666667
610.93,5.20153333333,12.4867333333,11.0006,11.3291333333,5.3728,6.44506666667,6.95353333333,8.78440000001,6.4176
611.27,5.169,12.4868666667,10.9935333333,11.327,5.36266666667,6.43226666667,6.93546666667,8.78026666667,6.42173333333
611.60,5.1648,12.4849333334,11.0141333333,11.3430666667,5.37393333333,6.42326666667,6.9194,8.76646666666,6.42146666667
611.93,5.2074,12.5398666667,11.0743333333,11.4016666667,5.4078,6.46566666667,6.95173333334,8.79379999999,6.49216666667
612.27,5.19086666667,12.5683333333,11.0922,11.4218,5.39826666667,6.48933333333,6.93786666667,8.81666666667,6.48653333333
612.60,5.18693333333,12.6003333333,11.1103333333,11.4411333333,5.39353333333,6.45886666667,6.93393333333,8.82693333333,6.4707
612.94,5.1852,12.6205333333,11.1354666667,11.4946666667,5.398,6.45306666667,6.93646666667,8.83506666667,6.45876666667
613.27,5.2296,12.7294666667,11.2458,11.6025333333,5.47206666666,6.49633333333,7.01433333333,8.90013333334,6.50023333333
613.61,5.3116,12.8117333333,11.3498666667,11.6862666667,5.54326666667,6.5464,7.08386666667,8.97313333333,6.5694
613.94,5.3712,12.8962666667,11.4342666667,11.7446666667,5.58353333333,6.59593333333,7.12186666666,9.03986666668,6.61326666667
614.28,5.38553333333,12.9370666667,11.4670666667,11.8032,5.595,6.61366666667,7.1436,9.06526666667,6.6151
614.61,5.488,13.0546666667,11.5850666667,11.9126666667,5.6802,6.71733333333,7.23546666667,9.16486666665,6.67473333333
614.94,5.51806666667,13.0771333333,11.6080666667,11.9508666667,5.68506666667,6.7244,7.24866666667,9.14840000001,6.66696666667
615.28,5.53746666667,13.1424666666,11.6791333333,12.0115333333,5.69746666667,6.73786666667,7.30813333333,9.16553333333,6.66656666667
615.61,5.51026666667,13.1489333333,11.6742666667,12.0165333333,5.6652,6.68913333333,7.28073333333,9.13586666666,6.59943333333
615.95,5.53633333333,13.2074666667,11.7136666667,12.069,5.68693333333,6.67933333333,7.31793333333,9.14373333333,6.61616666667
616.28,5.5258,13.2562666667,11.7218666667,12.1215333333,5.68793333333,6.6926,7.31753333333,9.14086666667,6.61976666667
616.61,5.56106666667,13.3340666667,11.7602,12.1682,5.73366666667,6.71493333333,7.36353333333,9.17253333333,6.64663333333
616.95,5.5904,13.3514,11.7802666667,12.1828666667,5.7546,6.72913333334,7.359,9.18519999999,6.66163333333
617.28,5.54713333333,13.3645333333,11.7683333333,12.1931333333,5.7394,6.68853333333,7.33313333333,9.16206666667,6.5964
617.62,5.51346666667,13.3735333333,11.76,12.2095333333,5.72446666666,6.67453333333,7.35413333333,9.13093333333,6.5839
617.95,5.49,13.3812,11.7721333333,12.2134,5.69346666667,6.6532,7.32173333333,9.11326666666,6.5535
618.28,5.39046666667,13.3448,11.6868,12.1544,5.58726666667,6.5524,7.2376,9.03453333333,6.4644
618.62,5.3742,13.3943333333,11.7166666667,12.1938,5.59213333334,6.5516,7.25706666667,9.05166666665,6.46116666667
618.95,5.36466666666,13.4146666667,11.7074666667,12.2008,5.58133333333,6.56,7.22773333333,9.06939999999,6.4603
